pXC50,Mi,C.,nHet,nAT,nN,nCsp3,Mp,nBM,Mv,nC,nBO,Sp,Sv,Se,Si,nSK,nCsp2,nBT,nAB,MW,RBN,nH
7.386,1.132,41.3,10,46,6,3,0.692,22,0.68,19,32,31.824,31.261,47.218,52.053,29,16,49,21,412.87,6,17
7.777,1.132,40.8,10,49,6,4,0.685,22,0.669,20,33,33.585,32.788,50.102,55.468,30,16,52,21,426.9,7,19
7.385,1.13,41.7,9,48,6,4,0.69,22,0.668,20,32,33.131,32.073,48.774,54.259,29,16,51,21,410.9,5,19
7.199,1.133,40.7,10,54,7,6,0.683,22,0.66,22,36,36.898,35.621,54.76,61.173,32,16,58,21,451.96,6,22
7.192,1.129,43.2,7,44,6,3,0.683,22,0.659,19,29,30.057,29.004,44.24,49.69,26,16,47,21,346.43,3,18
5.921,1.134,40.3,8,67,8,10,0.659,22,0.619,27,40,44.182,41.493,66.418,75.969,35,17,72,22,468.67,6,32
7.374,1.125,44.7,9,38,6,1,0.743,22,0.726,17,29,28.25,27.605,39.12,42.748,26,16,41,21,387.25,3,12
7.462,1.127,43.9,8,41,6,2,0.711,22,0.69,18,29,29.154,28.305,41.68,46.219,26,16,44,21,366.84,3,15
7.65,1.129,42.9,9,42,6,2,0.705,22,0.691,18,30,29.608,29.02,43.007,47.429,27,16,45,21,382.84,4,15
7.164,1.134,41.9,8,43,7,2,0.681,22,0.663,18,29,29.301,28.499,43.458,48.774,26,16,46,21,347.42,3,17
7.394,1.135,41.3,8,46,7,3,0.675,22,0.653,19,30,31.063,30.025,46.342,52.189,27,16,49,21,361.45,3,19
8.131,1.131,42.5,10,40,7,1,0.731,22,0.716,17,30,29.256,28.627,41.222,45.246,27,16,43,21,402.27,3,13
8.009,1.133,41.9,9,43,7,2,0.701,22,0.682,18,30,30.159,29.326,43.782,48.718,27,16,46,21,381.86,3,16
7.924,1.126,44.7,8,38,6,1,0.721,22,0.705,17,28,27.392,26.778,38.796,42.804,25,16,41,21,352.81,3,13
8.602,1.133,42.5,9,40,7,1,0.71,22,0.695,17,29,28.398,27.799,40.898,45.302,26,16,43,21,367.83,3,14
5.0,1.127,44.2,6,43,6,3,0.688,22,0.658,19,28,29.603,28.289,42.912,48.481,25,16,46,22,330.43,4,18
7.658,1.125,42.4,8,66,4,9,0.663,20,0.633,28,40,43.739,41.793,66.203,74.228,36,19,70,18,486.62,4,30
7.319,1.126,41.8,7,67,4,10,0.657,19,0.621,28,39,44.046,41.605,66.76,75.434,35,18,71,18,472.64,4,32
7.018,1.127,41.2,8,68,4,10,0.654,19,0.622,28,40,44.5,42.32,68.087,76.644,36,18,72,18,488.64,4,32
7.456,1.123,44.0,6,50,4,4,0.676,19,0.645,22,31,33.784,32.256,50.014,56.149,28,18,53,18,374.48,0,22
7.357,1.13,40.3,8,72,5,10,0.65,20,0.613,29,40,46.813,44.153,71.745,81.348,37,19,75,18,501.69,6,35
7.444,1.128,40.8,8,71,4,11,0.652,19,0.618,29,41,46.262,43.847,70.97,80.059,37,18,75,18,502.67,5,34
8.155,1.126,41.4,7,70,4,11,0.654,19,0.616,29,40,45.807,43.132,69.643,78.849,36,18,74,18,486.67,4,34
7.77,1.131,41.8,8,67,4,10,0.656,19,0.627,28,40,43.983,41.988,67.272,75.774,36,18,71,18,490.63,4,31
6.481,1.128,40.8,8,71,4,11,0.652,19,0.618,29,41,46.262,43.847,70.97,80.059,37,18,75,18,502.67,5,34
7.62,1.131,41.8,8,67,4,10,0.656,19,0.627,28,40,43.983,41.988,67.272,75.774,36,18,71,18,490.63,4,31
7.721,1.128,40.8,8,71,4,11,0.652,19,0.618,29,41,46.262,43.847,70.97,80.059,37,18,75,18,502.67,5,34
7.602,1.131,41.8,8,67,4,10,0.656,19,0.627,28,40,43.983,41.988,67.272,75.774,36,18,71,18,490.63,4,31
5.921,1.118,45.8,5,48,3,4,0.683,19,0.651,22,30,32.779,31.235,47.912,53.651,27,18,51,18,359.46,0,21
6.638,1.116,46.7,5,45,3,3,0.689,19,0.66,21,29,31.017,29.708,45.029,50.235,26,18,48,18,345.43,0,19
6.886,1.121,44.2,6,52,3,5,0.673,19,0.644,23,32,34.995,33.477,52.123,58.275,29,18,55,18,389.49,1,23
6.585,1.12,44.9,6,49,3,4,0.678,19,0.652,22,31,33.233,31.95,49.24,54.86,28,18,52,18,375.46,1,21
7.155,1.121,44.2,6,52,3,5,0.673,19,0.644,23,32,34.995,33.477,52.123,58.275,29,18,55,18,389.49,1,23
7.276,1.12,44.9,6,49,3,4,0.678,19,0.652,22,31,33.233,31.95,49.24,54.86,28,18,52,18,375.46,0,21
7.222,1.125,42.6,7,61,4,8,0.664,19,0.632,26,37,40.523,38.552,60.992,68.604,33,18,65,18,444.58,1,28
7.081,1.127,41.9,7,62,5,8,0.662,19,0.627,26,37,41.074,38.858,61.767,69.893,33,18,66,18,443.6,1,29
7.387,1.128,41.5,7,65,5,9,0.659,19,0.621,27,38,42.836,40.385,64.65,73.308,34,18,69,18,457.63,1,31
7.076,1.129,40.6,8,69,5,10,0.653,19,0.618,28,40,45.052,42.627,68.861,77.933,36,18,73,18,487.66,3,33
6.921,1.127,41.8,8,67,5,9,0.661,20,0.628,28,40,44.29,42.1,66.978,75.517,36,19,71,18,485.64,1,31
6.824,1.128,39.4,10,71,5,10,0.664,21,0.627,28,42,47.154,44.528,71.265,80.062,38,18,75,18,535.73,3,33
7.114,1.13,40.3,7,67,5,9,0.651,19,0.611,27,37,43.597,40.912,66.534,75.723,34,18,70,18,459.65,4,33
6.658,1.121,43.6,7,55,3,6,0.684,19,0.651,24,34,37.614,35.831,55.331,61.634,31,18,58,18,437.96,2,24
7.62,1.128,40.6,7,69,4,10,0.649,19,0.611,28,38,44.807,42.132,68.643,77.849,35,18,72,18,474.66,6,34
7.638,1.126,41.8,7,67,4,10,0.657,19,0.621,28,39,44.046,41.605,66.76,75.434,35,18,71,18,472.64,4,32
7.824,1.126,41.4,7,70,4,11,0.654,19,0.616,29,40,45.807,43.132,69.643,78.849,36,18,74,18,486.67,4,34
7.658,1.125,42.4,8,66,4,9,0.663,20,0.633,28,40,43.739,41.793,66.203,74.228,36,19,70,18,486.62,4,30
7.77,1.131,42.0,9,50,7,5,0.694,22,0.668,21,34,34.682,33.38,50.549,56.548,30,16,54,22,421.93,4,20
8.155,1.133,41.7,7,48,7,4,0.674,22,0.642,20,30,32.37,30.837,47.898,54.395,27,16,51,22,359.48,5,21
6.815,1.127,44.2,6,43,6,3,0.688,22,0.658,19,28,29.603,28.289,42.912,48.481,25,16,46,22,330.43,4,18
7.292,1.125,45.0,7,40,6,2,0.717,22,0.69,18,28,28.699,27.59,40.353,45.01,25,16,43,22,350.84,4,15
6.2,1.121,46.5,6,43,5,0,0.699,23,0.674,20,29,30.051,28.983,43.138,48.192,26,20,46,22,343.42,3,17
6.0,1.122,45.7,6,46,5,1,0.692,23,0.663,21,30,31.813,30.509,46.022,51.607,27,20,49,22,357.45,3,19
5.8,1.133,40.3,13,72,8,8,0.662,28,0.646,29,47,47.693,46.54,73.171,81.601,42,21,77,27,570.67,10,30
7.921,1.123,44.8,8,58,6,4,0.686,28,0.66,26,38,39.796,38.299,58.218,65.145,34,22,62,28,452.56,7,24
6.351,1.134,40.9,8,44,6,4,0.671,21,0.653,18,29,29.512,28.719,44.567,49.9,26,14,47,21,350.42,6,18
6.036,1.127,43.4,8,53,6,4,0.68,21,0.656,23,34,36.034,34.772,53.334,59.73,31,19,56,18,414.51,5,22
5.0,1.139,35.7,9,42,6,4,0.67,18,0.641,15,26,28.159,26.906,42.643,47.82,24,11,44,16,346.46,4,18
7.292,1.127,45.0,6,40,6,2,0.696,22,0.669,18,27,27.841,26.762,40.029,45.066,24,16,43,22,316.4,4,16
4.523,1.131,41.0,8,61,6,8,0.661,19,0.629,25,37,40.319,38.353,60.985,68.976,33,17,65,18,444.59,6,28
5.978,1.131,40.6,8,64,6,9,0.657,19,0.623,26,38,42.08,39.88,63.869,72.391,34,17,68,18,458.62,6,30
5.754,1.131,40.3,8,67,6,10,0.654,19,0.618,27,39,43.841,41.406,66.752,75.806,35,17,71,18,472.65,7,32
5.089,1.126,42.3,9,52,5,4,0.702,20,0.672,22,33,36.506,34.933,52.763,58.535,31,18,54,18,458.38,8,21
4.523,1.125,42.4,9,59,5,7,0.695,20,0.661,25,37,41.029,38.986,59.531,66.366,34,18,62,18,498.45,6,25
4.523,1.123,43.4,9,53,5,5,0.708,20,0.678,23,35,37.506,35.933,53.763,59.535,32,18,56,18,470.39,6,21
6.207,1.115,47.2,9,53,5,1,0.731,26,0.706,25,37,38.744,37.406,53.88,59.12,34,24,56,24,492.39,6,19
4.523,1.119,46.2,10,52,6,1,0.731,26,0.71,24,37,37.989,36.901,53.098,58.203,34,23,55,24,493.38,6,18
4.523,1.117,47.2,8,53,5,1,0.715,26,0.69,25,36,37.887,36.578,53.556,59.176,33,24,56,24,457.95,6,20
4.523,1.118,47.2,7,53,5,1,0.699,26,0.675,25,35,37.029,35.751,53.232,59.232,32,24,56,24,423.51,6,21
5.852,1.12,46.2,5,39,4,1,0.693,19,0.666,18,25,27.046,25.961,39.036,43.694,23,17,41,18,304.38,4,16
5.877,1.127,42.6,6,54,5,6,0.668,19,0.631,23,32,36.097,34.09,53.672,60.853,29,17,57,18,387.53,5,25
6.22,1.128,42.3,7,52,5,5,0.669,19,0.64,22,32,34.79,33.278,52.116,58.647,29,17,55,18,389.5,5,23
4.523,1.128,42.3,7,52,5,5,0.669,19,0.64,22,32,34.79,33.278,52.116,58.647,29,17,55,18,389.5,5,23
5.188,1.134,42.3,8,52,5,5,0.668,19,0.647,22,33,34.728,33.661,52.629,58.987,30,17,55,18,407.49,5,22
6.283,1.128,41.8,7,55,5,6,0.665,19,0.633,23,33,36.552,34.805,55.0,62.062,30,17,58,18,403.53,5,25
5.569,1.147,41.8,10,55,5,6,0.661,19,0.654,23,36,36.364,35.954,56.538,63.081,33,17,58,18,457.5,5,22
4.523,1.128,41.8,7,55,5,6,0.665,19,0.633,23,33,36.552,34.805,55.0,62.062,30,17,58,18,403.53,5,25
5.9,1.133,40.4,8,57,6,6,0.659,19,0.629,23,34,37.557,35.826,57.101,64.561,31,17,60,18,418.55,6,26
6.415,1.133,40.4,8,57,6,6,0.659,19,0.629,23,34,37.557,35.826,57.101,64.561,31,17,60,18,418.55,6,26
5.857,1.134,39.7,9,58,6,6,0.655,19,0.63,23,35,38.012,36.541,58.429,65.77,32,17,61,18,434.55,7,26
6.286,1.131,41.0,8,61,6,8,0.661,19,0.629,25,37,40.319,38.353,60.985,68.976,33,17,65,18,444.59,6,28
4.523,1.13,41.7,9,60,6,7,0.667,20,0.642,25,38,40.012,38.541,60.429,67.77,34,18,64,18,458.57,6,26
7.252,1.117,49.0,7,51,7,2,0.718,29,0.692,25,36,36.608,35.311,51.014,56.979,32,22,55,28,417.51,5,19
8.398,1.127,45.0,6,40,6,2,0.696,22,0.669,18,27,27.841,26.762,40.029,45.066,24,16,43,22,316.4,4,16
7.229,1.132,41.5,8,53,7,6,0.671,22,0.643,22,34,35.586,34.079,53.109,60.019,30,16,57,22,401.52,5,23
5.142,1.125,45.5,6,44,6,4,0.696,22,0.666,20,30,30.603,29.289,43.912,49.481,26,16,48,22,342.44,3,18
7.114,1.13,44.0,8,50,8,3,0.692,27,0.667,22,34,34.614,33.332,50.116,56.478,30,19,54,27,396.5,5,20
7.553,1.128,46.8,8,47,6,2,0.702,27,0.689,22,34,32.995,32.387,47.752,53.03,30,20,51,27,400.45,5,17
6.907,1.135,41.0,7,39,6,4,0.674,17,0.653,16,25,26.296,25.477,39.356,44.275,23,11,41,16,308.38,5,16
7.699,1.142,37.2,7,43,6,8,0.647,12,0.617,16,25,27.819,26.531,43.123,49.106,23,7,45,10,312.42,3,20
8.097,1.135,45.0,7,40,6,2,0.694,22,0.679,18,28,27.779,27.146,40.542,45.406,25,16,43,22,334.39,4,15
7.796,1.121,46.8,7,47,6,2,0.703,27,0.681,22,33,33.057,32.004,47.24,52.69,29,20,51,27,382.46,5,18
5.0,1.122,46.3,5,41,5,2,0.697,22,0.665,19,27,28.597,27.268,40.811,45.983,24,17,44,22,315.41,4,17
5.8,1.138,37.0,12,54,5,8,0.657,14,0.647,20,34,35.466,34.964,55.749,61.429,32,11,56,12,463.92,4,22
5.3,1.129,45.7,7,46,5,1,0.69,23,0.672,21,31,31.75,30.893,46.534,51.947,28,20,49,22,375.44,3,18
5.4,1.135,38.5,10,52,5,8,0.665,14,0.645,20,32,34.557,33.535,53.094,59.01,30,11,54,12,431.92,3,22
5.4,1.136,36.0,13,50,6,6,0.683,16,0.668,18,33,34.142,33.405,51.833,56.807,31,11,52,12,466.95,2,19
5.7,1.125,44.4,4,27,3,2,0.686,12,0.662,12,18,18.517,17.886,27.167,30.365,16,10,29,11,213.26,1,11
5.8,1.112,50.0,5,42,4,2,0.715,23,0.69,21,30,30.046,28.961,42.036,46.694,26,19,46,22,340.41,2,16
5.8,1.123,48.6,5,37,3,2,0.702,18,0.684,18,26,25.978,25.323,37.447,41.535,23,16,40,17,307.35,2,14
5.0,1.127,45.0,8,40,6,0,0.7,23,0.692,18,29,27.989,27.665,40.8,45.069,26,18,43,23,346.38,2,14
8.432,1.112,48.1,7,54,3,7,0.698,25,0.679,26,40,37.688,36.665,54.567,60.069,33,19,61,24,439.5,1,21
7.027,1.113,47.9,8,73,4,9,0.695,32,0.668,35,51,50.739,48.793,73.203,81.228,43,26,81,30,570.69,3,30
5.8,1.118,47.6,7,42,4,0,0.729,23,0.703,20,30,30.631,29.532,42.625,46.954,27,20,45,22,378.46,3,15
7.276,1.133,41.8,11,67,10,6,0.677,32,0.652,28,44,45.364,43.67,67.298,75.929,39,22,72,31,520.66,9,28
5.73,1.139,41.3,11,63,9,7,0.671,27,0.651,26,42,42.296,41.032,63.709,71.771,37,19,68,26,499.61,5,26
7.602,1.133,41.0,10,61,8,6,0.669,27,0.645,25,39,40.807,39.342,61.421,69.142,35,19,65,26,470.59,8,26
6.654,1.144,36.5,11,63,9,10,0.644,21,0.617,23,38,40.574,38.89,63.407,72.056,34,13,67,20,463.61,6,29
6.68,1.143,36.4,11,66,9,11,0.641,21,0.612,24,39,42.336,40.417,66.29,75.471,35,13,70,20,477.64,5,31
6.491,1.143,37.1,10,62,9,10,0.647,21,0.616,23,37,40.12,38.175,62.08,70.846,33,13,66,20,447.61,4,29
5.553,1.132,41.2,4,34,4,6,0.664,14,0.625,14,21,22.591,21.246,33.709,38.484,18,8,37,14,240.34,1,16
5.377,1.132,41.2,4,34,4,6,0.664,14,0.625,14,21,22.591,21.246,33.709,38.484,18,8,37,14,240.34,1,16
6.051,1.132,40.5,4,37,4,7,0.658,14,0.615,15,22,24.353,22.773,36.592,41.9,19,8,40,14,254.37,1,18
5.796,1.127,42.4,4,33,3,6,0.668,14,0.635,14,21,22.04,20.94,32.934,37.196,18,8,36,14,241.32,1,15
5.127,1.132,41.2,4,34,4,6,0.664,14,0.625,14,21,22.591,21.246,33.709,38.484,18,8,37,14,240.34,1,16
4.821,1.16,40.5,7,37,4,7,0.653,14,0.647,15,25,24.165,23.923,38.131,42.919,22,8,40,14,308.34,1,15
4.801,1.138,39.4,5,33,5,6,0.662,14,0.629,13,21,21.836,20.741,32.927,37.568,18,7,36,14,241.33,1,15
5.319,1.132,41.2,4,34,4,6,0.664,14,0.625,14,21,22.591,21.246,33.709,38.484,18,8,37,14,240.34,1,16
4.699,1.126,42.9,3,35,3,6,0.667,14,0.621,15,21,23.347,21.752,34.491,39.401,18,9,38,14,239.35,1,17
5.051,1.137,39.5,8,43,6,8,0.663,13,0.645,17,28,28.512,27.719,43.567,48.9,25,8,46,10,338.41,4,18
9.421,1.137,38.5,8,52,6,11,0.65,13,0.621,20,31,33.796,32.299,52.218,59.145,28,8,55,10,380.5,5,24
6.686,1.134,40.4,8,47,6,10,0.665,13,0.644,19,31,31.273,30.246,47.451,53.315,27,8,51,10,364.45,5,20
9.523,1.135,40.0,8,50,6,11,0.661,13,0.635,20,32,33.034,31.772,50.334,56.73,28,8,54,10,378.48,5,22
6.493,1.135,40.0,8,50,6,11,0.661,13,0.635,20,32,33.034,31.772,50.334,56.73,28,8,54,10,378.48,5,22
7.487,1.138,37.5,5,40,4,8,0.639,11,0.6,15,22,25.569,24.015,39.803,45.524,20,7,42,10,272.39,4,20
7.65,1.134,39.5,5,38,4,8,0.653,11,0.618,15,23,24.807,23.488,37.92,43.109,20,7,41,10,270.37,4,18
6.974,1.138,38.2,5,34,4,6,0.648,11,0.617,13,20,22.046,20.961,34.036,38.694,18,7,36,10,244.33,3,16
7.354,1.138,37.8,5,37,4,7,0.643,11,0.608,14,21,23.807,22.488,36.92,42.109,19,7,39,10,258.36,4,18
5.261,1.138,37.2,5,43,4,9,0.636,11,0.594,16,23,27.33,25.542,42.687,48.939,21,7,45,10,286.42,4,22
4.523,1.14,36.6,6,41,4,8,0.635,11,0.603,15,23,26.023,24.73,41.131,46.734,21,7,43,10,288.39,4,20
7.367,1.14,36.6,6,41,4,8,0.635,11,0.603,15,23,26.023,24.73,41.131,46.734,21,7,43,10,288.39,4,20
5.848,1.137,39.0,6,41,5,8,0.654,12,0.622,16,24,26.813,25.509,41.022,46.607,22,7,43,10,297.4,4,19
6.45,1.135,38.3,5,47,4,11,0.64,11,0.597,18,26,30.091,28.068,46.571,53.355,23,7,50,10,312.46,4,24
6.636,1.142,36.6,7,41,5,7,0.641,12,0.615,15,24,26.267,25.224,41.349,46.817,22,8,43,10,301.39,4,19
6.91,1.138,37.5,7,48,5,10,0.641,12,0.61,18,28,30.79,29.278,48.116,54.647,25,8,51,10,341.46,4,23
6.915,1.138,37.8,7,45,5,9,0.645,12,0.617,17,27,29.029,27.751,45.232,51.232,24,8,48,10,327.43,4,21
6.462,1.138,38.1,7,42,5,8,0.649,12,0.624,16,26,27.267,26.224,42.349,47.817,23,8,45,10,313.4,4,19
5.693,1.137,39.1,8,46,6,9,0.658,13,0.636,18,29,30.273,29.246,46.451,52.315,26,8,49,10,352.44,4,20
6.872,1.138,37.5,7,48,5,10,0.641,12,0.61,18,28,30.79,29.278,48.116,54.647,25,8,51,10,341.46,4,23
7.959,1.134,40.9,10,66,9,8,0.668,27,0.639,27,42,44.12,42.175,66.08,74.846,37,19,71,26,495.65,5,29
5.456,1.125,42.6,9,54,3,5,0.686,21,0.662,23,35,37.034,35.762,55.04,60.744,32,18,57,18,455.55,3,22
7.721,1.136,40.0,10,65,9,7,0.663,27,0.633,26,40,43.12,41.175,65.08,73.846,36,19,69,26,483.64,8,29
7.377,1.135,39.7,11,73,9,10,0.659,27,0.629,29,45,48.097,45.944,73.174,82.886,40,19,78,26,539.71,9,33
8.4,1.142,37.2,7,43,6,8,0.647,12,0.617,16,25,27.819,26.531,43.123,49.106,23,7,45,10,312.42,3,20
5.6,1.124,44.2,6,43,4,3,0.681,21,0.656,19,28,29.262,28.203,43.247,48.318,25,16,46,21,334.41,2,18
6.2,1.128,43.6,9,39,5,0,0.69,21,0.694,17,28,26.892,27.073,40.353,43.99,26,17,41,18,351.35,6,13
7.5,1.124,44.7,7,38,4,0,0.689,19,0.681,17,26,26.193,25.864,38.807,42.697,24,17,40,18,322.35,5,14
6.7,1.13,45.9,7,37,4,0,0.694,19,0.69,17,26,25.676,25.533,37.993,41.828,24,17,39,18,324.34,5,13
7.5,1.127,45.0,8,40,6,0,0.7,23,0.692,18,29,27.989,27.665,40.8,45.069,26,18,43,22,346.38,5,14
5.758,1.15,43.1,13,58,6,4,0.672,25,0.682,25,41,39.0,39.547,60.596,66.714,38,21,61,24,528.51,8,20
5.8,1.142,35.8,9,53,6,9,0.649,14,0.616,19,30,34.415,32.654,53.425,60.505,28,10,55,12,404.95,8,25
5.079,1.13,40.5,8,74,6,12,0.654,22,0.614,30,43,48.364,45.46,73.519,83.637,38,18,79,22,512.72,10,36
5.311,1.124,42.9,6,63,4,9,0.664,22,0.625,27,37,41.83,39.364,62.549,70.81,33,18,67,22,442.61,8,30
5.3,1.133,40.7,8,54,4,8,0.678,17,0.643,22,33,36.597,34.718,54.523,61.161,30,14,57,17,475.4,6,24
5.819,1.129,40.0,12,50,7,5,0.71,19,0.689,20,35,35.477,34.47,51.396,56.472,32,14,53,17,471.97,3,18
6.1,1.125,44.0,7,50,5,7,0.681,18,0.655,22,33,34.029,32.751,50.232,56.232,29,14,54,17,387.48,5,21
5.0,1.138,38.9,5,36,5,4,0.655,15,0.619,14,21,23.597,22.268,35.811,40.983,19,10,38,15,255.36,3,17
5.0,1.133,39.0,10,59,6,6,0.679,19,0.644,23,35,40.034,38.008,59.632,66.864,33,17,61,18,489.45,10,26
5.7,1.145,35.7,12,56,5,9,0.672,13,0.643,20,34,37.642,36.025,57.541,64.128,32,11,58,11,532.46,10,24
5.477,1.124,41.0,9,39,4,2,0.7,18,0.686,16,27,27.296,26.766,40.211,43.827,25,14,41,17,358.41,6,14
5.0,1.139,45.9,11,61,7,3,0.691,30,0.685,28,43,42.159,41.756,62.53,69.453,39,25,65,29,529.57,6,22
5.8,1.135,41.7,7,48,4,7,0.661,17,0.638,20,30,31.722,30.64,48.527,54.489,27,13,51,17,368.45,4,21
7.658,1.132,41.4,7,29,3,0,0.709,13,0.696,12,20,20.557,20.171,30.084,32.834,19,12,30,11,279.32,3,10
5.35,1.121,51.0,9,49,4,1,0.735,26,0.731,25,38,35.995,35.797,50.596,54.942,34,24,53,24,476.89,4,15
5.8,1.134,36.4,9,33,4,2,0.683,14,0.674,12,22,22.534,22.239,34.327,37.412,21,10,34,11,308.35,5,12
5.8,1.125,45.8,9,48,7,1,0.703,28,0.692,22,35,33.756,33.213,48.785,53.983,31,21,52,27,411.46,5,17
6.6,1.152,42.0,11,50,7,3,0.673,20,0.674,21,35,33.637,33.702,51.763,57.623,32,18,53,18,441.46,3,18
5.8,1.119,48.6,5,35,5,0,0.716,22,0.692,17,25,25.074,24.214,35.043,39.152,22,17,38,22,287.35,2,13
8.523,1.11,54.1,6,37,3,0,0.759,23,0.747,20,30,28.074,27.624,37.887,41.064,26,20,41,21,363.79,1,11
5.3,1.13,40.8,7,49,4,4,0.658,18,0.632,20,29,32.239,30.971,49.342,55.358,27,16,51,18,366.46,7,22
5.8,1.129,44.2,9,43,6,1,0.718,23,0.699,19,31,30.881,30.048,43.945,48.535,28,18,46,22,394.47,3,15
4.0,1.134,41.9,5,31,5,2,0.68,13,0.652,13,20,21.074,20.214,31.043,35.152,18,11,33,12,239.31,1,13
6.046,1.102,56.8,4,37,2,0,0.767,26,0.741,21,29,28.375,27.414,37.342,40.772,25,21,41,26,346.8,1,12
6.6,1.117,45.7,8,46,4,1,0.719,23,0.694,21,32,33.068,31.943,46.803,51.369,29,20,49,22,453.32,4,17
9.699,1.119,54.1,7,37,3,0,0.757,23,0.757,20,31,28.012,28.007,38.4,41.404,27,20,41,21,381.78,1,10
5.8,1.119,45.7,8,46,4,1,0.708,23,0.69,21,32,32.574,31.745,46.898,51.472,29,20,49,22,408.87,4,17
5.987,1.141,42.5,12,73,7,7,0.667,26,0.652,31,47,48.66,47.578,74.392,83.324,43,24,77,24,589.68,7,30
5.8,1.142,40.9,7,44,6,5,0.666,17,0.641,18,28,29.302,28.199,44.309,50.236,25,13,47,17,338.43,3,19
5.3,1.116,51.3,5,39,3,0,0.717,23,0.701,20,28,27.978,27.323,39.447,43.535,25,20,42,23,331.37,3,14
5.959,1.129,40.0,10,65,5,10,0.677,18,0.642,26,39,44.006,41.755,65.625,73.405,36,15,68,17,530.5,9,29
4.8,1.113,50.0,3,28,3,0,0.717,17,0.685,14,19,20.063,19.171,27.84,31.156,17,14,30,17,221.28,2,11
5.3,1.131,34.7,8,49,4,10,0.67,11,0.615,17,27,32.841,30.157,49.051,55.404,25,7,51,10,380.59,6,24
5.8,1.101,51.6,4,31,2,1,0.762,17,0.723,16,23,23.625,22.417,31.178,34.124,20,15,34,16,327.19,0,11
5.0,1.116,47.1,7,68,5,7,0.692,29,0.66,32,45,47.074,44.858,67.767,75.893,39,25,74,26,515.66,5,29
5.8,1.135,40.0,5,40,5,5,0.659,16,0.62,16,23,26.358,24.795,39.694,45.398,21,11,42,16,281.4,2,19
5.8,1.123,52.6,5,38,3,0,0.723,23,0.71,20,28,27.461,26.992,38.632,42.666,25,20,41,23,333.36,3,13
5.0,1.127,46.3,8,54,3,6,0.712,19,0.685,25,37,38.438,36.995,55.025,60.839,33,19,58,18,488.39,3,21
5.0,1.135,40.7,10,59,5,7,0.671,19,0.648,24,37,39.563,38.257,60.047,66.971,34,17,62,17,485.99,9,25
6.222,1.108,51.4,4,35,3,0,0.722,19,0.698,18,25,25.279,24.413,35.051,38.78,22,18,38,17,287.34,2,13
5.8,1.099,51.4,6,37,1,3,0.779,18,0.747,19,28,28.818,27.621,37.913,40.656,25,16,40,17,392.67,1,12
5.8,1.107,50.0,5,30,3,1,0.762,17,0.73,15,23,22.87,21.911,30.396,33.207,20,14,33,16,328.18,0,10
5.8,1.112,48.9,6,45,3,1,0.705,21,0.687,22,31,31.71,30.896,45.473,50.03,28,21,48,18,371.42,3,17
5.6,1.121,44.4,7,63,4,8,0.675,23,0.644,28,40,42.523,40.552,62.992,70.604,35,20,68,20,468.6,2,28
5.8,1.107,48.0,5,50,3,3,0.719,24,0.674,24,32,35.972,33.707,49.662,55.361,29,21,53,23,399.55,5,21
5.8,1.119,44.0,7,50,5,3,0.704,23,0.664,22,32,35.222,33.223,49.982,55.943,29,19,53,22,403.55,3,21
6.777,1.125,44.8,7,58,7,4,0.688,28,0.653,26,37,39.892,37.891,57.665,65.225,33,22,62,28,435.58,6,25
5.4,1.136,37.7,11,53,5,8,0.661,14,0.646,20,33,35.012,34.25,54.422,60.219,31,11,55,12,447.92,4,22
7.745,1.117,49.0,7,51,7,2,0.718,29,0.692,25,36,36.608,35.311,51.014,56.979,32,22,55,28,417.51,5,19
5.0,1.126,45.9,6,37,6,1,0.705,22,0.682,17,26,26.08,25.236,37.145,41.651,23,16,40,22,302.37,4,14
7.31,1.127,45.0,6,40,6,2,0.696,22,0.669,18,27,27.841,26.762,40.029,45.066,24,16,43,22,316.4,4,16
7.538,1.116,49.0,7,49,6,2,0.715,28,0.694,24,35,35.057,34.004,49.24,54.69,31,21,53,27,406.48,5,18
5.8,1.116,47.7,5,44,4,1,0.7,23,0.67,21,29,30.807,29.488,43.92,49.109,26,20,47,22,342.43,3,18
7.721,1.135,40.4,8,57,8,7,0.665,22,0.63,23,35,37.898,35.912,56.767,64.723,31,16,61,22,414.57,5,26
6.947,1.134,41.2,9,51,8,5,0.691,22,0.661,21,34,35.233,33.686,51.323,57.837,30,16,55,22,420.95,4,21
5.0,1.137,41.3,8,46,4,5,0.661,20,0.648,19,30,30.415,29.828,46.971,52.283,27,14,49,20,370.42,5,19
5.827,1.128,37.2,9,43,3,4,0.684,15,0.655,16,26,29.432,28.152,44.084,48.518,25,12,44,12,383.89,6,18
5.6,1.133,37.2,10,43,5,3,0.676,16,0.658,16,27,29.063,28.314,44.196,48.74,26,12,44,12,375.45,6,17
5.812,1.133,36.4,11,55,4,7,0.655,16,0.633,20,32,36.012,34.83,56.283,62.322,31,12,56,12,448.55,8,24
5.0,1.121,44.9,5,49,4,4,0.68,22,0.644,22,30,33.33,31.542,48.687,54.939,27,18,52,22,358.48,6,22
6.4,1.099,54.1,6,37,2,0,0.758,23,0.747,20,30,28.04,27.649,37.927,40.645,26,20,41,21,362.78,1,11
5.8,1.128,37.8,6,37,3,5,0.673,13,0.632,14,22,24.904,23.369,37.222,41.74,20,9,39,11,291.41,2,17
