pXC50,nC,O.,RBN,nH,nAT,Se,RBF,nBT,AMW,nO,MW,N.,Sv,Si,Sp,SCBO,nCsp2
5.012,16,4.7,7,17,43,45.04,0.159,44,9.103,2,391.43,7.0,27.955,49.929,28.176,34.0,7
5.414,16,6.8,7,17,44,46.367,0.156,45,9.26,3,407.43,6.8,28.67,51.139,28.631,36.0,7
5.0,24,4.8,9,28,62,63.272,0.143,63,7.994,3,495.62,4.8,38.921,70.875,40.5,46.0,13
5.462,21,5.9,8,19,51,52.967,0.151,53,10.4,3,530.4,5.9,34.839,58.056,35.807,45.0,13
5.527,22,5.7,8,19,53,55.032,0.143,56,9.596,3,508.59,7.5,36.495,60.217,37.347,50.0,14
5.394,28,4.7,10,25,64,65.901,0.149,67,8.744,3,559.63,4.7,42.777,72.8,43.676,56.0,19
5.138,21,5.9,8,18,51,53.763,0.151,53,9.559,3,487.49,5.9,34.58,58.894,34.33,46.0,13
5.318,21,5.9,8,17,51,53.898,0.151,53,10.556,3,538.38,5.9,35.852,58.442,36.108,47.0,13
6.0,19,5.9,9,21,51,53.134,0.17,53,8.775,3,447.5,5.9,32.724,58.969,33.154,40.0,7
5.179,21,5.9,8,19,51,52.967,0.151,53,10.4,3,530.4,5.9,34.839,58.056,35.807,45.0,13
4.523,20,0.0,5,15,42,42.542,0.111,45,8.534,0,358.41,14.3,29.146,47.406,29.779,43.0,17
4.523,16,0.0,9,24,46,45.563,0.191,47,6.532,0,300.46,13.0,26.87,52.727,28.887,30.0,5
4.523,21,0.0,5,18,45,44.912,0.104,48,7.877,0,354.45,13.3,30.289,50.481,31.603,43.0,17
4.523,21,2.2,6,17,46,46.563,0.122,49,8.802,1,404.89,13.0,31.832,51.634,32.915,45.0,17
4.523,17,0.0,7,24,47,46.563,0.143,49,6.648,0,312.47,12.8,27.87,53.727,29.887,32.0,5
4.523,19,0.0,8,22,47,46.68,0.163,49,7.116,0,334.47,12.8,29.343,53.311,31.125,37.0,11
4.523,18,0.0,6,20,44,43.796,0.13,46,7.283,0,320.44,13.6,27.816,49.896,29.364,36.0,11
5.462,29,4.3,10,30,69,70.156,0.141,71,8.082,3,557.69,4.3,44.448,78.29,46.262,55.0,19
4.523,18,0.0,6,20,44,43.796,0.13,46,7.283,0,320.44,13.6,27.816,49.896,29.364,36.0,11
4.627,18,0.0,3,24,48,47.563,0.059,51,6.76,0,324.48,12.5,28.87,54.727,30.887,34.0,5
4.523,19,0.0,4,20,45,44.796,0.083,48,7.388,0,332.45,13.3,28.816,50.896,30.364,38.0,11
4.523,19,2.2,5,20,46,46.123,0.102,49,7.575,1,348.45,13.0,29.531,52.106,30.819,39.0,11
4.523,18,0.0,6,20,44,43.796,0.13,46,7.283,0,320.44,13.6,27.816,49.896,29.364,36.0,11
5.0,30,4.2,11,32,72,73.039,0.149,74,7.941,3,571.72,4.2,45.974,81.705,48.023,56.0,19
5.0,29,4.1,11,34,73,73.923,0.145,76,7.695,3,561.73,4.1,45.501,83.121,47.785,53.0,13
4.523,21,0.0,5,24,51,50.563,0.093,54,7.069,0,360.51,11.8,31.87,57.727,33.887,40.0,11
5.0,29,4.1,11,31,73,75.461,0.145,76,8.434,3,615.7,4.1,46.651,84.14,47.597,56.0,13
5.0,31,3.8,11,38,79,79.69,0.134,82,7.466,3,589.79,3.8,48.555,89.951,51.307,55.0,13
5.816,27,4.5,10,28,67,68.803,0.143,70,8.993,3,602.55,4.5,44.103,76.178,45.978,53.0,13
4.523,17,2.4,7,17,42,42.752,0.159,44,8.105,1,340.4,14.3,27.387,48.03,27.995,37.0,11
6.363,27,4.5,10,27,67,69.694,0.143,70,8.771,3,587.64,4.5,43.597,77.309,44.074,54.0,13
4.523,21,0.0,5,15,45,46.451,0.104,48,9.076,0,408.42,13.3,31.439,51.5,31.415,46.0,17
5.983,16,2.6,6,15,39,39.68,0.146,41,8.79,1,342.82,15.4,26.305,44.219,27.154,36.0,11
4.523,18,0.0,4,17,42,42.236,0.089,45,8.401,0,352.86,14.3,28.117,47.425,29.461,38.0,11
4.523,20,0.0,5,15,42,42.353,0.111,45,8.925,0,374.86,14.3,29.59,47.01,30.699,43.0,17
4.523,20,0.0,6,17,44,44.131,0.128,47,8.078,0,355.44,15.9,29.784,49.564,30.847,43.0,16
4.523,21,0.0,6,18,45,44.912,0.125,48,7.877,0,354.45,13.3,30.289,50.481,31.603,43.0,17
4.523,16,0.0,5,22,44,43.68,0.109,46,6.783,0,298.44,13.6,26.343,50.311,28.125,31.0,5
5.265,16,2.6,6,14,39,40.004,0.146,41,9.673,1,377.26,15.4,27.132,44.163,28.012,37.0,11
4.523,16,5.0,6,14,40,41.331,0.143,42,9.832,2,393.26,15.0,27.847,45.373,28.466,38.0,11
4.523,17,2.4,7,16,42,42.887,0.159,44,9.316,1,391.29,14.3,28.659,47.578,29.773,38.0,11
4.523,18,4.3,8,18,46,47.098,0.167,48,9.159,2,421.32,13.0,30.901,52.203,31.989,40.0,11
4.523,17,0.0,6,17,41,41.142,0.14,43,9.398,0,385.3,14.6,27.314,46.323,28.955,36.0,11
4.523,22,0.0,7,19,48,48.025,0.137,51,9.32,0,447.37,12.5,32.841,53.738,34.716,45.0,17
4.523,17,0.0,6,16,41,41.56,0.14,43,9.153,0,375.29,14.6,27.944,46.369,29.318,37.0,11
4.523,17,0.0,6,18,41,40.912,0.14,43,7.473,0,306.41,14.6,26.289,46.481,27.603,35.0,11
4.523,17,0.0,6,17,41,41.236,0.14,43,8.313,0,340.85,14.6,27.117,46.425,28.461,36.0,11
4.523,21,2.2,6,18,46,46.24,0.122,49,8.053,1,370.45,13.0,31.004,51.69,32.057,44.0,17
5.114,17,2.4,6,18,42,42.24,0.136,44,7.676,1,322.41,14.3,27.004,47.69,28.057,36.0,11
5.155,33,4.7,12,44,85,84.388,0.136,88,6.598,4,560.81,4.7,50.481,96.135,54.069,55.0,16
5.222,16,0.0,5,16,37,36.891,0.132,38,8.591,0,317.87,8.1,24.766,41.265,26.853,30.0,14
6.523,12,0.0,3,9,28,28.64,0.103,29,11.796,0,330.28,10.7,21.201,30.884,23.074,27.5,12
6.523,14,0.0,3,9,34,36.836,0.086,35,11.688,0,397.4,8.8,24.899,39.864,24.506,33.5,12
4.658,16,0.0,5,16,37,37.08,0.132,38,8.146,0,301.42,8.1,24.322,41.661,25.932,30.0,14
5.347,15,0.0,3,14,34,34.196,0.086,35,8.453,0,287.39,8.8,22.795,38.246,24.171,29.0,14
5.745,15,0.0,3,13,34,34.331,0.086,35,9.949,0,338.28,8.8,24.067,37.794,25.949,30.0,14
5.481,17,0.0,3,13,40,42.527,0.073,41,10.135,0,405.4,7.5,27.766,46.775,27.381,36.0,14
7.097,19,10.2,10,31,59,59.64,0.167,60,6.738,6,397.53,5.1,33.728,67.564,35.404,33.0,4
4.712,5,0.0,0,8,15,14.854,0.0,15,6.41,0,96.15,13.3,8.623,17.242,9.296,9.0,0
7.398,32,7.9,17,45,89,89.472,0.189,90,6.874,7,611.82,5.6,52.647,101.261,55.438,56.0,17
4.125,28,7.3,13,44,82,82.043,0.157,83,6.497,6,532.76,4.9,46.91,93.554,49.978,46.0,10
8.398,32,6.5,14,47,92,92.348,0.147,95,6.803,6,625.86,7.6,53.975,105.049,56.995,57.0,10
4.523,51,18.3,16,40,126,132.618,0.12,133,10.297,23,1297.39,4.8,89.647,140.384,90.318,133.0,49
6.114,32,7.1,17,40,85,86.261,0.195,87,7.61,6,646.83,4.7,52.337,96.738,54.739,60.0,19
6.567,36,5.3,19,46,94,94.69,0.198,96,7.515,5,706.37,3.2,57.536,106.635,61.182,63.0,20
6.824,36,6.3,19,47,95,95.694,0.196,97,7.241,6,687.93,3.2,57.423,107.9,60.779,63.0,20
6.324,32,6.0,17,40,84,84.934,0.198,86,7.51,5,630.83,4.8,51.622,95.528,54.285,59.0,19
6.0,32,8.0,15,44,87,87.37,0.169,89,6.86,7,596.8,4.6,51.625,98.763,54.432,55.0,16
5.367,31,8.1,11,28,74,76.68,0.143,77,9.151,6,677.15,5.4,49.914,83.946,50.727,65.0,24
5.678,29,5.5,11,36,73,72.854,0.145,76,6.914,4,504.69,5.5,44.374,82.474,47.023,51.0,16
8.699,27,10.0,15,32,70,71.069,0.208,72,7.495,7,524.63,5.7,43.464,79.272,44.864,52.0,16
5.229,36,8.5,12,30,82,84.891,0.14,86,9.21,7,755.22,4.9,56.156,92.57,56.943,75.0,30
4.839,38,6.9,13,34,87,89.33,0.143,91,8.819,6,767.28,4.6,58.494,98.191,60.012,76.0,30
4.796,17,10.4,10,23,48,48.778,0.204,49,7.28,5,349.43,6.3,28.906,54.694,29.904,33.0,8
4.602,21,7.8,10,23,51,51.451,0.189,53,7.48,4,381.47,5.9,32.191,57.485,33.449,40.0,14
6.699,13,6.1,4,15,33,33.262,0.118,34,7.434,2,245.31,9.1,20.655,37.405,21.495,25.0,7
4.0,5,0.0,2,10,17,16.738,0.125,16,5.775,0,98.17,11.8,9.15,19.657,10.057,8.0,0
5.959,13,3.1,4,16,32,31.716,0.121,33,6.76,1,216.31,6.3,19.445,36.112,20.796,22.0,6
5.854,11,6.7,3,13,30,30.454,0.097,31,8.378,2,251.34,10.0,19.315,33.91,20.381,25.0,6
6.523,11,6.7,4,13,30,30.454,0.129,31,8.378,2,251.34,10.0,19.315,33.91,20.381,25.0,6
7.004,29,5.2,8,24,58,57.905,0.131,61,7.734,3,448.55,3.4,38.982,64.192,40.75,52.5,27
6.357,33,8.0,15,44,88,88.37,0.167,90,6.918,7,608.81,4.5,52.625,99.763,55.432,57.0,17
5.886,31,8.3,18,42,84,84.487,0.212,85,6.938,7,582.77,4.8,50.098,95.348,52.671,54.0,17
7.0,40,7.1,13,47,99,99.356,0.125,104,7.171,7,709.92,5.1,61.173,111.677,64.199,72.0,23
4.125,29,7.1,13,46,85,84.927,0.151,86,6.433,6,546.79,4.7,48.437,96.969,51.739,47.0,10
4.125,20,4.3,6,22,47,46.771,0.122,49,7.543,2,354.51,4.3,29.928,52.487,32.182,35.0,14
6.301,26,9.0,8,30,67,67.934,0.114,70,7.861,6,526.67,6.0,42.41,75.567,44.296,53.0,16
4.125,18,4.7,5,19,43,43.105,0.111,45,7.941,2,341.47,7.0,27.895,48.155,29.665,34.0,13
4.125,25,6.5,9,30,62,61.96,0.141,64,7.333,4,454.64,3.2,38.464,69.567,41.137,43.0,15
5.678,19,11.3,10,25,53,53.989,0.185,54,7.386,6,391.47,5.7,32.148,60.319,33.12,36.0,10
6.0,32,8.2,15,42,85,85.487,0.172,87,6.997,7,594.78,4.7,51.098,96.348,53.671,56.0,17
5.371,34,8.1,22,63,111,111.079,0.2,110,6.18,9,686.02,4.5,60.817,127.417,65.2,53.0,6
5.0,17,14.7,3,11,34,35.156,0.083,36,9.097,5,309.29,2.9,24.229,37.621,24.085,35.0,16
6.0,19,9.3,11,28,54,54.327,0.204,54,6.75,5,364.49,3.7,31.465,61.441,33.182,32.0,9
6.824,20,6.3,13,37,64,63.636,0.206,63,5.994,4,383.6,4.7,34.879,73.391,37.779,30.0,4
6.054,15,9.5,6,20,42,42.542,0.14,43,7.725,4,324.44,4.8,25.83,47.491,27.33,30.0,8
7.004,28,3.6,7,24,56,55.578,0.119,59,7.51,2,420.54,3.6,37.267,61.983,39.296,49.5,26
8.301,32,6.5,13,45,92,93.374,0.137,95,7.194,6,661.84,7.6,54.741,105.728,56.87,59.0,10
5.854,20,8.2,7,22,49,49.425,0.137,51,7.888,4,386.51,4.1,31.357,54.906,33.091,39.0,14
9.0,20,7.7,13,37,65,64.963,0.203,64,6.148,5,399.6,4.6,35.594,74.6,38.233,31.0,4
8.432,34,6.0,15,53,100,99.999,0.147,102,6.559,6,655.94,7.0,57.555,114.294,61.279,58.0,10
5.0,21,7.4,8,23,54,54.847,0.143,56,8.177,4,441.56,9.3,34.894,60.986,36.347,45.0,14
5.796,33,6.3,14,49,95,95.232,0.143,98,6.736,6,639.89,7.4,55.501,108.464,58.756,58.0,10
7.229,24,9.5,11,28,63,64.051,0.169,65,7.947,6,500.63,6.3,39.883,71.152,41.534,50.0,16
7.436,20,9.6,11,24,52,52.636,0.208,53,7.779,5,404.53,3.8,32.599,58.531,34.307,39.0,14
5.444,21,7.7,7,24,52,52.309,0.13,54,7.703,4,400.54,3.8,32.884,58.321,34.853,40.0,14
5.169,33,6.4,14,37,78,77.963,0.173,81,7.125,5,555.73,3.8,48.594,87.6,51.233,57.0,22
5.347,24,6.3,11,33,63,62.625,0.172,64,6.852,4,431.65,1.6,37.496,70.899,40.654,40.5,12
6.159,31,6.9,12,33,72,72.196,0.16,75,7.329,5,527.67,4.2,45.54,80.77,47.711,55.0,22
4.125,29,7.1,13,46,85,84.927,0.151,86,6.433,6,546.79,4.7,48.437,96.969,51.739,47.0,10
4.125,18,4.7,5,19,43,43.105,0.111,45,7.941,2,341.47,7.0,27.895,48.155,29.665,34.0,13
5.77,33,4.9,18,41,82,81.479,0.214,84,7.022,4,575.84,3.7,50.12,92.141,53.949,55.0,20
5.221,22,10.9,8,23,55,56.182,0.138,58,8.319,6,457.55,5.5,35.808,61.823,37.006,46.0,15
6.409,26,9.8,8,25,61,62.065,0.123,65,8.321,6,507.61,4.9,40.335,68.239,41.767,53.5,19
4.301,23,10.3,8,25,58,59.065,0.131,61,8.131,6,471.58,5.2,37.335,65.239,38.767,47.0,15
4.125,18,4.9,4,18,41,41.003,0.093,43,7.962,2,326.45,4.9,26.874,45.657,28.659,33.0,14
8.62,21,8.3,12,31,60,60.312,0.2,60,6.759,5,405.55,5.0,35.013,68.355,36.949,36.0,10
4.125,18,4.7,5,19,43,43.105,0.111,45,7.941,2,341.47,7.0,27.895,48.155,29.665,34.0,13
6.456,22,10.9,8,23,55,56.182,0.138,58,8.319,6,457.55,5.5,35.808,61.823,37.006,46.0,15
4.785,22,9.3,8,23,54,54.854,0.14,57,8.177,5,441.55,5.6,35.093,60.614,36.551,44.0,15
4.125,19,4.5,5,20,44,43.887,0.109,46,7.738,2,340.48,4.5,28.401,49.072,30.421,34.0,14
5.06,22,7.5,7,23,53,53.527,0.127,55,8.029,4,425.55,5.7,34.379,59.405,36.097,44.0,14
5.0,17,2.4,6,19,41,40.778,0.143,42,7.645,1,313.46,7.3,26.181,45.946,28.211,31.5,10
8.032,32,6.5,15,37,77,76.963,0.19,79,7.061,5,543.72,3.9,47.594,86.6,50.233,55.0,22
5.0,28,1.6,7,30,63,62.221,0.106,66,6.962,1,438.62,6.3,39.649,70.6,42.375,48.0,19
5.0,28,1.4,9,39,73,71.858,0.12,75,6.325,1,461.72,6.8,42.777,82.759,46.427,45.0,13
5.0,24,3.4,7,29,58,57.447,0.117,60,6.751,2,391.56,5.2,35.342,65.311,37.824,40.0,13
5.0,21,4.1,7,23,49,48.796,0.14,50,7.132,2,349.47,6.1,30.762,55.066,32.54,37.0,14
5.652,27,1.6,7,33,64,62.887,0.104,67,6.494,1,415.63,4.7,38.681,71.932,41.893,43.0,13
5.409,30,6.2,10,27,65,65.294,0.145,69,8.087,4,525.67,4.6,43.432,72.235,45.62,59.5,26
6.319,19,8.0,8,24,50,50.309,0.157,51,7.53,4,376.52,4.0,30.884,56.321,32.853,36.5,12
7.783,27,3.2,11,27,63,63.203,0.167,66,7.645,2,481.61,11.1,40.847,71.059,42.563,53.5,20
7.31,27,6.6,11,27,61,61.218,0.175,63,7.501,4,457.57,4.9,39.245,68.315,40.972,49.0,20
8.06,27,6.6,11,26,61,61.542,0.175,63,8.066,4,492.01,4.9,40.072,68.259,41.83,50.0,20
6.0,19,4.1,9,26,49,48.461,0.18,50,6.418,2,314.47,4.1,28.794,55.398,31.057,31.0,10
6.08,26,6.9,11,25,58,58.334,0.183,60,7.647,4,443.54,5.2,37.718,64.9,39.21,48.0,20
7.886,31,7.2,16,42,83,83.159,0.188,85,6.829,6,566.77,4.8,49.384,94.138,52.216,53.0,16
8.745,28,9.3,15,37,75,75.618,0.197,76,7.036,7,527.68,4.0,45.023,85.019,47.142,49.0,16
8.032,30,7.2,11,30,69,69.531,0.153,72,7.632,5,526.64,5.8,44.508,77.438,46.193,56.0,21
8.301,29,6.0,11,27,67,67.858,0.155,71,8.024,4,537.63,10.4,44.277,75.478,45.472,59.5,21
6.108,18,4.5,5,22,44,43.694,0.109,46,6.782,2,298.42,4.5,26.74,49.567,28.534,31.0,10
8.066,29,9.0,13,29,67,67.756,0.188,69,7.696,6,515.61,4.5,43.201,75.149,44.642,54.0,21
8.523,35,6.6,13,33,76,76.196,0.165,79,7.575,5,575.71,3.9,49.54,84.77,51.711,63.0,27
5.886,25,8.2,10,28,61,61.403,0.159,63,7.682,5,468.62,3.3,38.652,68.361,40.83,47.5,18
7.991,34,4.1,12,33,73,72.541,0.158,76,7.284,3,531.7,4.1,47.111,81.351,49.802,59.0,26
7.513,35,6.6,13,33,76,76.196,0.165,79,7.575,5,575.71,3.9,49.54,84.77,51.711,63.0,27
7.504,19,4.7,6,17,43,43.676,0.136,44,9.077,2,390.29,7.0,29.363,48.123,30.733,37.0,14
8.187,29,9.2,11,27,65,65.872,0.162,68,7.901,6,513.59,4.6,42.675,72.734,43.881,55.0,21
5.854,25,6.7,10,28,60,60.076,0.161,62,7.544,4,452.62,3.3,37.937,67.152,40.375,46.5,18
6.0,26,5.1,10,27,59,58.891,0.164,61,7.281,3,429.56,5.1,37.53,66.106,39.517,46.0,19
8.377,27,7.6,16,42,79,79.159,0.2,80,6.566,6,518.73,5.1,45.384,90.138,48.216,45.0,10
6.0,23,7.7,8,21,52,52.643,0.145,55,8.376,4,435.54,5.8,34.852,57.989,36.335,48.5,20
8.027,28,7.9,11,27,63,63.545,0.169,65,7.708,5,485.58,4.8,40.96,70.524,42.426,52.0,21
6.0,25,3.8,8,22,53,52.865,0.145,55,9.875,2,523.4,5.7,36.079,58.786,39.199,46.0,20
4.602,21,7.1,3,14,42,42.913,0.067,45,9.329,3,391.83,7.1,30.197,46.558,30.807,43.0,21
4.495,21,7.1,3,15,42,42.589,0.067,45,8.509,3,357.39,7.1,29.369,46.614,29.949,42.0,21
6.921,21,7.1,9,28,56,56.076,0.158,57,7.225,4,404.58,3.6,33.938,63.152,36.375,38.5,12
6.0,27,6.3,10,29,64,64.178,0.149,67,7.682,4,491.66,4.7,40.959,71.65,43.381,52.5,20
6.305,25,3.8,8,23,53,52.796,0.145,55,7.5,2,397.51,5.7,34.762,59.066,36.54,45.0,20
6.276,24,7.3,8,23,55,55.527,0.138,58,8.174,4,449.57,5.5,36.378,61.405,38.097,49.5,20
6.959,29,6.2,11,27,65,66.127,0.164,67,7.994,4,519.59,4.6,42.538,73.41,43.608,54.0,21
7.328,36,6.3,14,35,79,79.08,0.171,82,7.465,5,589.74,3.8,51.067,88.185,53.472,64.0,27
7.538,35,5.2,13,35,77,76.752,0.163,80,7.295,4,561.73,3.9,49.352,85.976,52.017,61.0,26
7.745,36,5.1,13,35,78,77.752,0.16,81,7.356,4,573.74,3.8,50.352,86.976,53.017,63.0,27
6.886,25,3.8,8,22,53,53.12,0.145,55,8.15,2,431.95,5.7,35.589,59.01,37.398,46.0,20
8.252,36,5.4,10,31,74,73.985,0.13,77,7.699,4,569.7,4.1,49.299,82.145,51.495,65.0,27
4.208,19,6.8,8,19,44,44.356,0.178,45,7.668,3,337.41,6.8,28.423,49.445,29.472,36.0,14
6.186,25,3.6,8,24,55,54.898,0.14,57,7.501,2,412.53,7.3,35.783,61.564,37.546,46.0,19
6.155,36,4.8,18,39,83,82.596,0.209,86,7.348,4,609.85,3.6,52.593,92.726,56.188,62.0,26
4.125,20,4.1,6,23,49,48.872,0.118,51,7.541,2,369.53,6.1,30.949,54.986,33.188,36.0,13
5.0,20,7.4,8,28,54,54.0,0.145,55,6.676,4,360.5,3.7,31.75,61.232,33.728,33.0,9
7.155,22,7.0,10,28,57,57.076,0.172,58,7.309,4,416.59,3.5,34.937,64.152,37.375,40.0,14
7.337,34,5.7,14,43,87,86.934,0.156,90,6.917,5,601.82,5.7,52.69,98.427,55.768,59.5,19
5.886,28,5.3,15,39,75,74.596,0.197,76,6.85,4,513.77,4.0,44.593,84.726,48.188,46.0,14
4.523,14,0.0,5,15,36,36.247,0.135,37,7.816,0,281.36,19.4,23.257,41.149,24.086,31.0,14
4.125,31,4.4,14,50,90,89.116,0.154,91,6.388,4,574.92,4.4,51.248,102.3,56.001,48.0,10
5.679,32,3.8,13,40,79,78.294,0.159,82,6.693,3,528.76,5.1,47.712,89.095,51.091,53.0,20
5.473,40,3.2,15,45,93,92.163,0.153,98,6.924,3,643.9,5.4,57.787,104.424,61.62,68.0,27
6.182,35,3.4,15,46,88,86.945,0.165,91,6.487,3,570.85,4.5,52.293,99.341,56.376,56.0,20
4.125,28,6.1,13,44,82,81.792,0.157,83,6.693,5,548.83,4.9,47.383,93.264,51.171,46.0,10
4.125,19,4.3,6,21,46,45.989,0.125,48,7.728,2,355.5,6.5,29.422,51.571,31.426,35.0,13
5.066,6,5.3,5,10,19,18.898,0.278,18,8.542,1,162.3,0.0,11.723,21.125,13.557,11.0,4
4.125,19,6.4,8,21,47,47.316,0.163,49,7.904,3,371.5,6.4,30.137,52.78,31.881,36.0,13
7.07,26,10.0,11,26,60,60.771,0.177,62,7.709,6,462.54,3.3,38.653,67.235,39.875,48.0,21
4.921,28,5.7,12,36,70,69.534,0.167,72,6.638,4,464.66,2.9,41.858,78.893,44.773,45.0,15
4.125,18,6.8,6,19,44,44.433,0.13,46,8.124,3,357.47,6.8,28.61,49.365,30.12,35.0,13
4.495,31,6.3,14,37,80,81.487,0.171,82,7.534,5,602.72,5.0,49.292,91.533,50.813,56.5,17
5.0,34,6.1,15,51,98,98.116,0.149,101,6.673,6,653.92,7.1,57.028,111.879,60.518,59.0,10
6.801,12,2.9,6,16,34,34.123,0.176,34,9.714,1,330.28,8.8,21.679,38.372,23.801,23.5,5
5.409,34,6.1,14,51,98,98.116,0.139,101,6.673,6,653.92,7.1,57.028,111.879,60.518,59.0,10
5.284,26,9.6,13,32,73,75.592,0.173,75,7.995,7,583.63,6.8,45.162,84.204,45.443,52.5,12
5.444,28,5.7,13,36,70,69.534,0.181,72,6.638,4,464.66,2.9,41.858,78.893,44.773,45.0,15
7.157,26,8.5,11,26,59,59.443,0.18,61,7.568,5,446.54,3.4,37.938,66.026,39.421,47.0,21
7.01,27,9.5,12,28,63,63.654,0.185,65,7.565,6,476.57,3.2,40.18,70.651,41.637,49.0,21
6.078,30,8.3,15,34,72,72.305,0.203,74,7.204,6,518.66,2.8,44.76,80.896,46.921,52.0,21
6.42,26,6.0,7,31,67,67.381,0.1,70,7.607,4,509.69,7.5,42.002,75.647,44.392,51.0,14
5.638,16,5.0,4,18,40,40.258,0.098,41,9.107,2,364.27,7.5,25.733,45.077,27.37,30.0,8
5.323,23,3.2,7,33,63,62.534,0.108,65,6.533,2,411.61,7.9,36.912,71.723,39.597,39.0,8
6.295,26,3.1,6,31,64,63.65,0.09,67,6.963,2,445.62,7.8,39.385,72.308,41.836,46.0,14
8.886,14,4.5,6,25,44,43.68,0.136,44,6.078,2,267.42,6.8,24.289,50.481,26.302,22.0,1
4.886,24,6.1,10,36,66,65.534,0.149,67,6.312,4,416.62,3.0,37.858,74.893,40.773,37.0,9
5.032,18,4.4,5,19,45,45.425,0.106,47,8.211,2,369.49,11.1,29.411,50.737,30.915,37.5,10
4.004,18,4.3,6,23,46,45.796,0.128,47,6.814,2,313.44,6.5,27.762,52.066,29.54,31.0,8
6.194,29,5.5,9,36,73,72.854,0.118,76,6.914,4,504.69,5.5,44.374,82.474,47.023,50.0,14
5.475,16,2.3,7,19,43,44.236,0.163,43,9.448,1,406.28,7.0,27.222,49.717,28.25,30.0,7
4.796,15,9.6,11,27,52,52.865,0.212,52,6.874,5,357.47,9.6,29.476,60.106,30.676,29.0,4
5.119,39,10.4,8,29,77,78.091,0.095,84,8.308,8,639.69,1.3,53.115,84.986,54.301,73.0,33
5.678,29,8.2,11,31,73,75.163,0.145,76,8.064,6,588.64,5.5,46.426,83.497,46.983,56.5,17
6.316,27,1.6,9,27,62,62.759,0.141,64,7.751,1,480.58,6.5,39.799,70.619,41.188,49.0,18
4.357,34,8.4,18,46,95,95.978,0.186,97,7.357,8,698.93,6.3,57.57,107.889,60.546,65.5,18
5.607,20,8.2,7,22,49,49.425,0.137,51,7.888,4,386.51,4.1,31.357,54.906,33.091,39.0,14
5.143,40,10.0,9,31,80,80.974,0.103,87,8.171,8,653.72,1.3,54.642,88.402,56.063,74.0,33
5.595,24,7.3,7,24,55,55.309,0.121,58,7.938,4,436.57,3.6,35.884,61.321,37.852,46.5,18
4.281,10,12.5,1,8,24,24.913,0.04,25,9.845,3,236.27,8.3,16.955,26.79,17.307,23.0,10
5.229,20,2.0,8,22,51,52.21,0.154,52,7.95,1,405.47,9.8,32.24,58.872,32.91,39.0,11
6.469,19,8.5,7,19,47,48.131,0.143,49,8.99,4,422.54,4.3,31.401,52.751,32.915,40.0,14
6.921,23,7.3,11,27,55,54.898,0.196,56,6.937,4,381.51,1.8,33.729,61.734,35.722,38.0,15
4.656,22,5.5,10,28,55,54.672,0.179,56,6.7,3,368.52,3.6,33.036,62.022,35.273,36.0,14
7.125,28,9.6,12,30,73,75.709,0.158,76,8.296,7,605.63,6.8,46.636,83.789,46.682,58.0,16
6.022,25,8.1,9,27,62,63.16,0.138,65,7.783,5,482.56,6.5,39.364,70.362,40.37,49.0,15
4.65,21,6.5,4,19,46,46.462,0.083,48,8.323,3,382.87,4.3,30.756,51.306,32.085,39.0,17
6.638,19,8.5,7,19,47,47.942,0.143,49,9.34,4,438.99,4.3,31.845,52.355,33.835,40.0,14
7.032,23,9.5,10,27,63,65.396,0.154,65,8.136,6,512.54,6.3,39.373,72.666,39.46,46.5,11
6.071,35,6.3,18,50,96,95.77,0.186,97,6.822,6,654.96,4.2,56.678,108.719,60.91,60.0,18
4.42,35,8.2,20,50,98,98.425,0.202,99,7.01,8,686.96,4.1,58.107,111.138,61.819,62.0,18
5.456,17,8.3,7,24,48,48.309,0.143,49,7.344,4,352.5,4.2,28.884,54.321,30.853,32.0,8
5.379,20,8.2,7,21,49,49.494,0.137,51,10.457,4,512.4,4.1,32.674,54.627,35.75,40.0,14
5.131,23,1.9,8,23,54,54.992,0.145,55,7.935,1,428.5,7.4,34.745,61.789,35.665,43.0,13
5.42,24,4.8,7,29,62,62.171,0.108,65,7.543,3,467.65,8.1,38.76,70.022,41.176,45.5,11
6.469,28,2.9,7,35,70,69.418,0.096,73,6.767,2,473.68,7.1,42.439,79.138,45.358,48.0,14
5.937,20,2.0,8,22,50,50.967,0.157,51,8.19,1,409.52,6.0,31.911,57.211,33.307,37.5,11
4.456,20,5.3,8,30,57,56.876,0.138,58,6.571,3,374.54,7.0,33.078,65.019,35.285,34.0,9
5.317,19,2.0,8,21,49,50.185,0.16,50,8.378,1,410.51,8.2,31.405,56.294,32.552,37.5,10
5.39,19,3.9,8,22,51,52.538,0.154,52,8.029,2,409.46,9.8,31.955,59.081,32.364,38.5,9
4.268,30,8.8,19,47,91,91.759,0.209,91,7.01,8,637.89,5.5,53.075,103.806,56.302,55.0,13
5.216,22,1.9,8,23,53,54.287,0.148,54,7.952,1,421.48,5.7,33.634,61.046,34.358,40.0,13
5.727,29,4.3,10,30,69,70.156,0.141,71,8.082,3,557.69,4.3,44.448,78.29,46.262,55.0,19
4.155,16,7.0,8,21,43,43.24,0.186,43,7.056,3,303.4,7.0,25.95,48.86,27.233,29.0,8
6.167,24,3.4,6,28,58,57.665,0.1,60,6.975,2,404.56,6.9,35.837,65.394,38.069,42.0,14
4.114,22,9.7,14,39,72,72.578,0.197,71,6.802,7,489.71,4.2,40.737,82.354,43.551,39.0,6
