pXC50,SpMAD_EA.ed.,Hy,GATS2v,SpMax3_Bh.p.,SpMin1_Bh.s.,JGI3,P_VSA_LogP_2,Eta_epsi_A,MATS1p,Eta_B_A,MATS2p,CATS2D_03_AA,SpMAD_AEA.ri.,SpMAD_EA,X3A,H.050,nHDon,CATS2D_04_DL,P_VSA_i_4,Me,P_VSA_MR_5,P_VSA_e_3,MATS2v,CATS2D_02_AA,H.052,H.,CATS2D_07_AA,GATS7e,Eig01_AEA.ri.,SpMax_AEA.ri.,GATS1e,Eta_L_A,C.003,nCt,GATS2p,O.,Eig01_EA.ri.,SpDiam_EA.ri.,SpMax_EA.ri.,MATS1m,CATS2D_05_DL,SpMAD_AEA.ed.,Eig01_EA,SM09_AEA.bo.,SpMax_EA,X4A,MATS4s,ATSC2e,SpDiam_AEA.ri.,Psi_e_A,Psi_i_A,CATS2D_03_AL,NssO,SssO,AAC,IC0,NddssS,S.110,SddssS,CATS2D_03_DL,SM13_EA.ed.,GATS1m,MATS1i,MAXDN,Eig01_AEA.ed.,Eig01_EA.ed.
4.347,3.067,2.838,1.363,2.927,1.307,0.047,41.4,0.57,0.001,0.025,-0.247,0,1.347,1.341,0.252,4,3,0,32.897,1.006,41.4,32.897,-0.258,0,2,56.5,0,1.977,3.408,3.408,0.931,0.372,0,0,1.302,8.7,2.378,4.244,2.378,-0.14,1,1.394,2.424,2.424,2.424,0.179,-0.061,0.156,4.295,8.422,2.922,1,0,0.0,1.671,1.671,0,0,0.0,2,23.654,1.049,0.097,2.449,5.064,6.16
5.35,4.153,4.964,1.122,3.785,1.327,0.048,127.483,0.584,0.023,0.027,-0.08,1,1.471,1.471,0.19,9,9,15,141.636,1.006,190.945,141.636,-0.057,1,9,49.6,0,1.349,4.134,4.134,0.796,0.269,3,3,1.206,7.1,3.06,5.06,3.06,0.006,15,1.555,3.166,3.166,3.166,0.123,-0.106,0.648,5.193,8.041,2.541,7,0,0.0,1.574,1.574,0,0,0.0,13,31.482,0.889,-0.072,2.881,6.736,10.893
6.08,4.175,4.993,1.12,3.784,1.325,0.045,125.377,0.588,0.024,0.028,-0.089,1,1.478,1.478,0.193,9,9,13,141.636,1.007,188.839,141.636,-0.06,1,10,49.1,0,1.355,4.134,4.134,0.797,0.266,2,2,1.212,7.3,3.06,5.06,3.06,0.005,15,1.554,3.166,3.166,3.166,0.12,-0.151,0.65,5.193,8.06,2.56,7,0,0.0,1.585,1.585,0,0,0.0,14,31.43,0.88,-0.073,2.882,6.736,10.893
5.27,4.133,4.964,1.129,3.791,1.326,0.047,127.912,0.584,0.023,0.028,-0.094,0,1.471,1.472,0.194,9,9,13,141.636,1.006,191.374,141.636,-0.064,1,10,49.6,1,1.217,4.09,4.09,0.796,0.269,2,2,1.22,7.1,3.023,5.023,3.023,0.006,18,1.546,3.122,3.122,3.122,0.122,-0.129,0.639,5.149,8.041,2.541,6,0,0.0,1.574,1.574,0,0,0.0,13,31.138,0.889,-0.072,2.843,6.633,10.545
4.16,4.08,4.112,1.14,3.785,1.362,0.048,81.644,0.582,0.016,0.027,-0.091,1,1.467,1.467,0.19,8,8,13,108.738,1.005,163.117,108.738,-0.071,1,9,50.0,2,1.146,4.132,4.132,0.796,0.275,3,3,1.219,7.6,3.058,5.058,3.058,0.006,18,1.533,3.164,3.164,3.164,0.123,-0.087,0.705,5.191,8.04,2.54,6,0,0.0,1.556,1.556,0,0,0.0,12,31.373,0.894,-0.086,2.742,6.735,10.89
5.12,4.137,4.964,1.129,3.784,1.369,0.045,127.912,0.584,0.023,0.028,-0.094,1,1.473,1.474,0.194,9,9,12,141.636,1.006,191.374,141.636,-0.064,1,10,49.6,0,1.327,4.127,4.127,0.796,0.269,2,2,1.22,7.1,3.05,5.05,3.05,0.006,16,1.546,3.16,3.16,3.16,0.121,-0.131,0.639,5.182,8.041,2.541,6,0,0.0,1.574,1.574,0,0,0.0,13,31.301,0.889,-0.072,2.872,6.734,10.886
5.638,3.782,2.312,1.308,3.151,1.534,0.044,46.47,0.536,0.042,0.026,-0.166,0,1.422,1.424,0.213,4,3,4,32.897,0.993,46.47,32.897,-0.165,0,2,57.6,0,1.141,3.797,3.797,0.877,0.408,2,2,1.247,6.1,2.789,4.789,2.789,-0.089,3,1.528,2.797,2.797,2.797,0.135,-0.081,0.166,4.797,7.992,2.492,2,0,0.0,1.531,1.531,0,0,0.0,3,27.578,1.038,0.135,2.304,5.931,8.245
4.602,3.935,2.417,1.086,2.969,1.201,0.044,33.797,0.608,0.066,0.027,-0.134,0,1.433,1.443,0.21,4,3,4,32.897,1.01,33.797,32.897,-0.112,0,0,45.8,0,1.623,3.854,3.854,0.908,0.26,0,0,1.099,8.3,2.839,4.839,2.839,-0.142,2,1.561,2.861,2.861,2.861,0.136,-0.108,0.152,4.854,8.274,2.774,2,0,0.0,1.727,1.727,0,0,0.0,4,28.32,0.946,0.205,2.592,6.055,8.642
4.125,3.445,2.312,1.216,3.04,1.273,0.054,52.439,0.583,0.205,0.02,-0.123,0,1.381,1.381,0.22,4,4,3,47.37,1.006,52.439,47.37,-0.145,0,2,50.0,0,1.179,3.658,3.658,0.791,0.239,0,0,1.275,7.1,2.648,4.648,2.648,-0.041,4,1.459,2.662,2.662,2.662,0.147,0.072,0.117,4.658,8.155,2.655,0,0,0.0,1.574,1.574,0,0,0.0,2,26.272,0.937,0.298,2.117,5.522,7.495
7.456,3.659,2.219,1.322,3.261,1.556,0.044,49.004,0.528,0.039,0.026,-0.17,0,1.4,1.406,0.21,4,3,4,32.897,0.991,49.004,32.897,-0.171,0,2,58.3,0,0.717,3.715,3.715,0.876,0.412,2,2,1.263,5.6,2.708,4.708,2.708,-0.082,4,1.484,2.717,2.717,2.717,0.135,0.024,0.177,4.715,7.926,2.426,1,0,0.0,1.495,1.495,0,0,0.0,2,26.67,1.053,0.125,2.328,5.577,7.646
4.081,4.243,-0.323,1.092,3.768,1.275,0.051,17.474,0.581,-0.144,0.022,-0.087,3,1.485,1.482,0.18,1,1,0,21.135,1.002,35.485,21.135,-0.123,4,6,47.2,0,0.923,4.502,4.502,0.887,0.261,0,0,1.153,7.5,3.445,5.445,3.445,0.232,2,1.514,3.524,3.524,3.524,0.116,-0.131,0.478,5.552,7.749,2.249,9,2,11.904,1.608,1.608,0,0,0.0,0,34.107,0.806,-0.163,4.489,7.59,13.772
6.678,3.79,2.312,1.308,3.14,1.534,0.051,46.47,0.536,0.042,0.026,-0.166,0,1.424,1.428,0.21,4,3,4,32.897,0.993,46.47,32.897,-0.165,0,2,57.6,0,0.835,3.831,3.831,0.877,0.408,2,2,1.247,6.1,2.824,4.824,2.824,-0.089,4,1.528,2.831,2.831,2.831,0.131,-0.085,0.166,4.831,7.992,2.492,2,0,0.0,1.531,1.531,0,0,0.0,3,27.888,1.038,0.135,2.311,5.981,8.502
4.77,3.083,3.032,1.345,2.721,1.253,0.036,38.866,0.59,0.004,0.028,-0.249,0,1.304,1.317,0.276,4,3,0,32.897,1.013,38.866,32.897,-0.259,0,2,55.0,0,1.53,3.386,3.386,0.95,0.358,0,0,1.29,10.0,2.347,4.181,2.347,-0.157,0,1.427,2.406,2.406,2.406,0.164,-0.128,0.166,4.247,8.58,3.08,1,0,0.0,1.739,1.739,0,0,0.0,2,23.362,1.037,0.105,2.466,5.03,6.017
5.347,3.073,1.786,1.214,2.968,1.282,0.042,5.969,0.57,-0.088,0.021,-0.156,0,1.312,1.312,0.256,3,2,0,18.011,1.006,23.98,18.011,-0.165,0,2,56.5,0,3.545,3.449,3.449,0.899,0.353,0,0,1.158,8.7,2.396,4.242,2.396,-0.124,0,1.451,2.481,2.481,2.481,0.181,-0.097,0.189,4.326,8.322,2.822,1,0,0.0,1.671,1.671,0,0,0.0,2,24.725,1.034,-0.149,2.415,5.287,6.693
6.921,3.083,3.032,1.345,2.721,1.253,0.036,38.866,0.59,0.004,0.028,-0.249,0,1.304,1.317,0.276,4,3,0,32.897,1.013,38.866,32.897,-0.259,0,2,55.0,0,1.53,3.386,3.386,0.95,0.358,0,0,1.29,10.0,2.347,4.181,2.347,-0.157,0,1.427,2.406,2.406,2.406,0.164,-0.128,0.166,4.247,8.58,3.08,1,0,0.0,1.739,1.739,0,0,0.0,2,23.362,1.037,0.105,2.466,5.03,6.017
5.721,3.94,2.417,1.086,3.001,1.202,0.044,33.797,0.608,0.066,0.027,-0.134,0,1.433,1.444,0.207,4,3,4,32.897,1.01,33.797,32.897,-0.112,0,0,45.8,0,2.593,3.894,3.894,0.908,0.26,0,0,1.099,8.3,2.878,4.878,2.878,-0.142,2,1.56,2.9,2.9,2.9,0.13,-0.128,0.152,4.894,8.274,2.774,2,0,0.0,1.727,1.727,0,0,0.0,4,28.603,0.946,0.205,2.604,6.131,8.947
5.569,3.659,2.219,1.151,3.231,1.281,0.044,38.866,0.573,0.052,0.026,-0.141,0,1.4,1.406,0.21,4,3,4,32.897,1.001,38.866,32.897,-0.127,0,2,50.0,0,0.438,3.715,3.715,0.888,0.281,0,0,1.14,6.7,2.708,4.708,2.708,-0.111,4,1.484,2.717,2.717,2.717,0.135,0.096,0.14,4.715,8.104,2.604,1,0,0.0,1.618,1.618,0,0,0.0,2,26.67,0.968,0.164,2.477,5.577,7.646
5.415,3.79,2.312,1.122,3.054,1.265,0.051,36.331,0.589,0.058,0.026,-0.137,0,1.424,1.428,0.21,4,3,4,32.897,1.005,36.331,32.897,-0.119,0,2,48.1,0,0.963,3.831,3.831,0.896,0.273,0,0,1.12,7.4,2.824,4.824,2.824,-0.124,4,1.528,2.831,2.831,2.831,0.131,-0.04,0.146,4.831,8.183,2.683,2,0,0.0,1.669,1.669,0,0,0.0,3,27.888,0.956,0.182,2.578,5.981,8.502
4.249,4.775,0.311,0.767,3.212,1.197,0.079,3.124,0.604,0.06,0.033,0.136,0,1.539,1.538,0.167,2,2,1,36.022,1.005,20.775,36.022,0.173,2,0,41.2,0,0.859,4.384,4.384,0.665,0.19,0,0,0.841,5.9,3.335,5.335,3.335,0.02,0,1.663,3.403,3.403,3.403,0.105,0.122,0.142,5.394,7.967,2.467,10,0,0.0,1.52,1.52,0,0,0.0,2,32.871,0.738,0.031,1.977,7.168,12.486
6.699,4.201,4.994,1.18,3.586,1.325,0.065,91.999,0.595,0.016,0.041,-0.096,0,1.488,1.488,0.198,8,8,8,86.929,1.015,144.95,86.929,-0.026,0,4,53.5,0,1.069,4.032,4.032,0.849,0.303,3,3,1.353,11.3,2.99,4.888,2.99,-0.045,6,1.613,3.049,3.049,3.049,0.132,-0.061,0.638,5.075,8.485,2.985,3,0,0.0,1.591,1.591,0,0,0.0,9,30.371,0.972,-0.053,3.196,6.459,9.885
5.62,3.738,1.024,1.081,3.493,1.324,0.045,37.966,0.545,-0.019,0.024,-0.014,0,1.405,1.408,0.206,3,3,5,81.967,0.993,104.687,81.967,-0.019,1,4,53.2,0,1.109,3.887,3.887,0.84,0.273,1,1,1.123,4.3,2.824,4.824,2.824,0.0,5,1.51,2.917,2.917,2.917,0.134,-0.07,0.247,4.894,7.917,2.417,2,1,4.805,1.462,1.462,0,0,0.0,3,28.955,0.977,-0.016,2.027,6.174,9.118
4.668,3.934,2.734,1.183,3.488,1.31,0.054,55.977,0.575,0.098,0.031,-0.107,0,1.459,1.458,0.207,5,5,7,50.908,1.005,73.627,50.908,-0.08,0,4,52.2,0,1.466,3.932,3.932,0.882,0.273,1,1,1.283,8.7,2.877,4.877,2.877,-0.041,8,1.535,2.955,2.955,2.955,0.133,-0.069,0.255,4.933,8.22,2.72,1,0,0.0,1.523,1.523,0,0,0.0,4,29.121,0.969,0.098,2.786,6.297,9.243
4.699,3.689,1.935,1.184,3.488,1.306,0.052,58.083,0.531,0.067,0.026,-0.094,0,1.426,1.426,0.218,4,4,6,50.908,0.99,75.733,50.908,-0.077,0,4,55.8,0,1.931,3.891,3.891,0.927,0.291,1,1,1.249,4.7,2.839,4.839,2.839,-0.027,6,1.489,2.913,2.913,2.913,0.142,0.0,0.158,4.891,7.886,2.386,0,0,0.0,1.411,1.411,0,0,0.0,3,28.721,1.064,0.073,2.493,6.27,9.095
4.333,4.797,-0.383,0.833,3.478,1.329,0.071,3.124,0.573,0.03,0.035,0.126,0,1.549,1.545,0.164,1,1,1,3.124,0.998,38.425,3.124,0.165,2,0,46.7,0,1.677,4.409,4.409,0.688,0.241,2,2,0.902,6.7,3.357,5.357,3.357,0.025,0,1.669,3.43,3.43,3.43,0.101,0.121,0.151,5.434,7.917,2.417,10,0,0.0,1.416,1.416,0,0,0.0,2,33.162,0.819,-0.042,2.041,7.221,12.726
5.0,2.608,1.118,1.122,2.564,1.266,0.063,61.8255,0.515,-0.056,0.021,-0.294,0,1.269,1.258,0.284,2,2,2,56.674,0.991,77.922,54.032,-0.0545,0,2,61.1,0,0.0,3.128,3.128,1.527,0.389,0,0,1.578,11.1,1.976,3.603,1.976,-0.169,2,1.289,2.228,2.228,2.228,0.204,-0.077,0.173,4.006,8.333,2.833,0,0,0.0,1.5,1.5,0,0,0.0,2,21.316,1.246,-0.095,2.431,4.655,5.17
7.553,3.89,0.828,0.998,3.613,1.372,0.037,44.152,0.564,-0.068,0.023,0.035,1,1.445,1.439,0.195,3,3,2,58.642,0.999,79.243,58.642,0.016,1,1,52.0,1,0.953,4.03,4.03,0.735,0.283,1,1,0.987,4.0,2.978,4.978,2.978,0.03,0,1.489,3.054,3.054,3.054,0.127,0.123,0.374,5.097,7.762,2.262,3,0,0.0,1.581,1.581,0,0,0.0,2,30.383,0.786,-0.252,2.334,6.517,10.248
5.538,4.029,0.891,1.079,3.618,1.33,0.047,48.265,0.554,-0.041,0.025,-0.025,2,1.448,1.449,0.191,3,3,5,85.092,0.996,114.986,85.092,-0.022,2,8,52.5,0,1.022,4.117,4.117,0.773,0.287,1,1,1.128,4.9,3.031,5.031,3.031,0.023,7,1.55,3.154,3.154,3.154,0.123,-0.102,0.337,5.162,7.902,2.402,4,1,4.857,1.49,1.49,0,0,0.0,3,31.108,0.934,-0.101,2.059,6.73,10.868
4.886,4.0,3.582,1.094,3.782,1.324,0.044,104.242,0.572,0.079,0.026,-0.058,0,1.446,1.446,0.195,7,7,14,86.929,1.0,130.718,86.929,-0.037,0,3,49.4,1,1.148,4.016,4.016,0.802,0.255,1,1,1.164,6.7,2.994,4.994,2.994,-0.008,14,1.53,3.025,3.025,3.025,0.123,-0.064,0.363,5.054,7.996,2.496,5,0,0.0,1.495,1.495,0,0,0.0,14,30.275,0.908,0.065,2.635,6.421,9.796
5.42,3.812,1.062,1.053,3.462,1.289,0.05,35.432,0.553,-0.019,0.024,0.006,0,1.409,1.413,0.205,3,3,3,81.967,0.995,102.152,81.967,-0.001,1,3,52.3,0,1.237,3.952,3.952,0.842,0.263,1,1,1.095,4.5,2.891,4.891,2.891,-0.001,5,1.532,2.98,2.98,2.98,0.136,-0.058,0.239,4.956,7.96,2.46,2,1,4.765,1.487,1.487,0,0,0.0,4,29.588,0.956,-0.016,2.044,6.38,9.617
5.301,3.519,2.675,1.169,3.491,1.34,0.04,78.038,0.552,0.024,0.017,-0.08,0,1.37,1.373,0.212,5,5,5,114.864,0.996,127.108,114.864,-0.095,1,6,53.1,0,1.413,3.875,3.875,0.92,0.276,0,0,1.213,4.1,2.811,4.811,2.811,-0.013,5,1.486,2.906,2.906,2.906,0.138,-0.105,0.255,4.884,7.949,2.449,2,1,4.804,1.498,1.498,0,0,0.0,4,28.88,0.992,0.043,2.047,6.163,9.07
5.469,4.029,0.891,1.079,3.618,1.33,0.047,48.265,0.554,-0.041,0.025,-0.025,2,1.448,1.449,0.191,3,3,5,85.092,0.996,114.986,85.092,-0.022,2,8,52.5,0,1.022,4.117,4.117,0.773,0.287,1,1,1.128,4.9,3.031,5.031,3.031,0.023,7,1.55,3.154,3.154,3.154,0.123,-0.102,0.337,5.162,7.902,2.402,4,1,4.857,1.49,1.49,0,0,0.0,3,31.108,0.934,-0.101,2.059,6.73,10.868
4.456,4.265,2.105,1.141,3.521,1.343,0.058,59.505,0.573,0.056,0.037,-0.163,1,1.486,1.485,0.206,4,4,5,50.908,1.003,71.093,50.908,-0.047,0,0,51.4,0,1.561,4.484,4.484,0.963,0.264,1,1,1.472,8.1,3.479,5.479,3.479,0.193,5,1.555,3.485,3.485,3.485,0.133,-0.08,0.273,5.484,8.211,2.711,1,0,0.0,1.683,1.683,0,0,0.0,4,33.597,0.96,0.083,4.872,7.615,13.255
4.071,3.724,0.926,1.084,3.564,1.283,0.037,37.966,0.565,0.026,0.018,-0.058,0,1.41,1.413,0.204,3,3,5,81.967,0.996,87.036,81.967,-0.085,1,4,47.9,0,1.545,3.897,3.897,0.827,0.227,0,0,1.104,4.2,2.837,4.837,2.837,0.011,7,1.489,2.926,2.926,2.926,0.132,-0.115,0.224,4.909,7.88,2.38,2,1,4.876,1.476,1.476,0,0,0.0,3,29.031,0.876,0.041,2.073,6.18,9.154
4.0,4.493,0.321,0.978,3.56,1.306,0.058,0.0,0.659,-0.011,0.03,-0.048,0,1.514,1.511,0.174,2,2,7,16.405,1.022,0.0,16.405,-0.122,1,0,36.1,0,1.14,4.341,4.341,0.579,0.175,0,0,0.99,11.1,3.218,5.218,3.218,0.191,6,1.555,3.41,3.41,3.41,0.114,-0.035,0.367,5.383,8.214,2.714,5,0,0.0,1.681,1.681,1,1,-3.851,5,33.121,0.797,0.025,4.768,7.315,12.56
5.523,4.156,2.285,1.3,3.472,1.408,0.069,49.098,0.518,0.075,0.04,-0.116,0,1.441,1.442,0.218,4,4,7,32.897,0.991,69.511,32.897,-0.053,0,0,61.5,0,1.167,4.469,4.469,1.092,0.389,1,1,1.606,7.7,3.437,5.355,3.437,0.207,6,1.592,3.481,3.481,3.481,0.14,-0.127,0.253,5.388,8.154,2.654,2,0,0.0,1.49,1.49,0,0,0.0,4,33.584,1.129,0.101,4.43,7.614,13.243
4.77,4.141,3.059,1.223,3.423,1.382,0.055,79.461,0.535,0.103,0.031,-0.125,0,1.461,1.46,0.21,5,5,7,65.794,0.991,82.223,65.794,-0.073,0,0,55.3,0,0.947,4.474,4.474,1.138,0.297,0,0,1.547,5.3,3.452,5.452,3.452,0.202,7,1.546,3.482,3.482,3.482,0.135,-0.222,0.216,5.474,8.008,2.508,2,0,0.0,1.583,1.583,0,0,0.0,4,33.586,1.035,0.218,4.307,7.614,13.245
4.377,4.099,3.384,1.224,3.095,1.314,0.038,74.392,0.567,0.118,0.031,-0.228,0,1.441,1.444,0.222,5,5,4,65.794,1.001,68.329,65.794,-0.106,0,0,51.7,0,1.198,4.342,4.342,1.159,0.256,0,0,1.701,6.9,3.325,5.325,3.325,0.212,5,1.532,3.35,3.35,3.35,0.136,-0.233,0.197,5.342,8.2,2.7,1,0,0.0,1.715,1.715,0,0,0.0,2,32.397,0.995,0.272,4.18,7.243,12.086
4.319,4.33,2.285,1.177,3.156,1.324,0.045,41.494,0.574,0.101,0.037,-0.156,0,1.494,1.493,0.215,4,4,5,32.897,1.004,44.257,32.897,-0.063,0,0,51.6,0,1.252,4.456,4.456,1.089,0.264,0,0,1.607,9.7,3.426,5.426,3.426,0.2,5,1.567,3.468,3.468,3.468,0.133,-0.244,0.226,5.456,8.276,2.776,2,0,0.0,1.665,1.665,0,0,0.0,3,33.428,0.983,0.206,4.493,7.589,13.084
6.081,4.029,2.632,1.204,3.844,1.403,0.035,81.995,0.536,0.098,0.026,-0.156,0,1.464,1.464,0.211,5,5,6,65.794,0.988,75.933,65.794,-0.119,0,0,52.1,0,1.541,4.471,4.471,1.108,0.264,0,0,1.48,4.2,3.45,5.45,3.45,0.177,8,1.502,3.479,3.479,3.479,0.136,-0.239,0.226,5.471,7.839,2.339,2,0,0.0,1.519,1.519,0,0,0.0,4,33.576,0.988,0.217,4.399,7.612,13.234
4.301,4.451,3.264,1.241,3.48,1.416,0.075,76.926,0.503,0.084,0.049,-0.044,0,1.503,1.503,0.21,5,5,8,65.794,0.986,106.164,65.794,0.022,0,0,62.5,0,0.482,4.476,4.476,1.159,0.382,2,2,1.541,5.0,3.455,5.37,3.455,0.213,6,1.645,3.484,3.484,3.484,0.139,-0.125,0.244,5.392,8.043,2.543,2,0,0.0,1.489,1.489,0,0,0.0,4,33.594,1.162,0.138,4.232,7.615,13.253
5.03,4.082,4.162,1.145,3.784,1.338,0.044,81.644,0.59,0.018,0.026,-0.105,1,1.466,1.465,0.192,8,8,13,108.738,1.008,154.291,108.738,-0.085,1,9,49.1,1,1.212,4.134,4.134,0.799,0.27,2,2,1.226,8.0,3.06,5.06,3.06,0.005,17,1.538,3.166,3.166,3.166,0.122,-0.138,0.722,5.193,8.07,2.57,7,0,0.0,1.577,1.577,0,0,0.0,13,31.392,0.877,-0.089,2.881,6.736,10.893
5.61,4.15,4.964,1.122,3.786,1.325,0.045,127.483,0.584,0.023,0.028,-0.08,1,1.475,1.475,0.194,9,9,12,141.636,1.006,190.945,141.636,-0.057,1,8,49.6,1,1.286,4.128,4.128,0.796,0.269,3,3,1.206,7.1,3.055,5.055,3.055,0.006,15,1.551,3.16,3.16,3.16,0.121,-0.15,0.648,5.187,8.041,2.541,7,0,0.0,1.574,1.574,0,0,0.0,14,31.412,0.889,-0.072,2.726,6.733,10.879
5.61,4.133,4.964,1.129,3.784,1.325,0.048,127.912,0.584,0.023,0.028,-0.094,1,1.471,1.471,0.192,9,9,13,141.636,1.006,191.374,141.636,-0.064,1,10,49.6,1,1.283,4.132,4.132,0.796,0.269,2,2,1.22,7.1,3.058,5.058,3.058,0.006,14,1.544,3.164,3.164,3.164,0.122,-0.111,0.639,5.191,8.041,2.541,6,0,0.0,1.574,1.574,0,0,0.0,13,31.408,0.889,-0.072,2.742,6.735,10.89
7.523,3.337,1.486,1.182,2.943,1.257,0.04,36.331,0.511,0.01,0.016,-0.193,0,1.364,1.369,0.226,3,2,2,32.897,0.978,36.331,32.897,-0.176,0,2,54.2,0,0.923,3.609,3.609,1.333,0.3,0,0,1.143,0.0,2.594,4.594,2.594,-0.105,2,1.452,2.618,2.618,2.618,0.144,0.016,0.049,4.609,7.611,2.111,0,0,0.0,1.392,1.392,0,0,0.0,1,25.949,1.021,0.145,1.152,5.478,7.363
8.538,4.284,2.46,1.112,3.714,1.397,0.036,59.505,0.586,0.078,0.034,-0.115,0,1.495,1.494,0.202,5,5,3,50.908,1.005,71.093,50.908,-0.047,0,3,48.2,0,1.413,4.356,4.356,0.892,0.248,1,1,1.428,8.9,3.345,5.345,3.345,0.134,5,1.557,3.36,3.36,3.36,0.121,-0.248,0.381,5.356,8.177,2.677,4,0,0.0,1.625,1.625,0,0,0.0,4,32.431,0.913,0.122,4.572,7.229,12.081
4.415,4.775,-0.32,0.768,3.189,1.197,0.079,3.124,0.624,0.041,0.033,0.109,0,1.541,1.538,0.167,1,1,1,3.124,1.012,20.775,3.124,0.153,2,0,39.4,0,0.713,4.384,4.384,0.695,0.189,0,0,0.85,9.1,3.334,5.334,3.334,0.015,0,1.663,3.403,3.403,3.403,0.105,0.079,0.163,5.394,8.067,2.567,10,0,0.0,1.503,1.503,0,0,0.0,2,32.871,0.709,-0.048,2.057,7.168,12.486
4.99,4.148,4.964,1.122,3.784,1.335,0.045,127.483,0.584,0.023,0.028,-0.08,1,1.475,1.475,0.194,9,9,12,141.636,1.006,190.945,141.636,-0.057,1,8,49.6,0,1.256,4.134,4.134,0.796,0.269,3,3,1.206,7.1,3.06,5.06,3.06,0.006,15,1.549,3.166,3.166,3.166,0.121,-0.15,0.648,5.192,8.041,2.541,7,0,0.0,1.574,1.574,0,0,0.0,14,31.415,0.889,-0.072,2.878,6.736,10.893
4.96,4.14,4.964,1.122,3.787,1.362,0.044,127.483,0.584,0.023,0.029,-0.08,1,1.479,1.48,0.193,9,9,12,141.636,1.006,190.945,141.636,-0.057,1,9,49.6,0,1.312,4.13,4.13,0.796,0.268,3,3,1.206,7.1,3.055,5.055,3.055,0.006,17,1.54,3.163,3.163,3.163,0.122,-0.144,0.648,5.185,8.041,2.541,7,0,0.0,1.574,1.574,0,0,0.0,13,31.293,0.889,-0.072,2.872,6.735,10.89
5.788,3.979,0.756,1.01,3.658,1.375,0.042,44.152,0.546,-0.061,0.025,0.046,1,1.455,1.448,0.191,3,3,4,58.642,0.994,96.893,58.642,0.032,1,1,54.0,1,1.049,4.057,4.057,0.733,0.301,3,3,1.004,3.4,3.043,5.043,3.043,0.031,3,1.517,3.063,3.063,3.063,0.123,0.088,0.413,5.125,7.703,2.203,6,0,0.0,1.517,1.517,0,0,0.0,3,30.999,0.836,-0.222,2.28,6.586,10.314
4.31,4.235,2.847,1.038,3.79,1.261,0.045,86.393,0.589,0.074,0.029,-0.027,1,1.489,1.488,0.188,6,6,11,72.043,1.005,104.043,72.043,-0.016,1,5,46.9,2,1.016,4.136,4.136,0.788,0.241,1,1,1.1,7.4,3.078,5.078,3.078,0.002,8,1.555,3.162,3.162,3.162,0.119,-0.086,0.404,5.174,8.019,2.519,7,0,0.0,1.532,1.532,0,0,0.0,11,31.245,0.85,0.029,2.624,6.732,10.878
4.678,4.127,3.613,1.052,3.783,1.323,0.046,96.639,0.577,0.083,0.03,-0.022,0,1.467,1.467,0.195,7,7,14,86.929,1.002,131.94,86.929,-0.001,0,2,48.8,1,1.058,4.018,4.018,0.803,0.247,2,2,1.124,7.0,2.996,4.996,2.996,-0.009,12,1.554,3.027,3.027,3.027,0.122,-0.059,0.374,5.056,8.027,2.527,5,0,0.0,1.508,1.508,0,0,0.0,15,30.364,0.897,0.067,2.636,6.422,9.796
4.126,4.187,-0.197,0.912,3.216,1.215,0.055,25.775,0.633,-0.163,0.027,0.057,2,1.476,1.48,0.188,1,1,0,37.921,1.021,52.695,37.921,0.057,2,0,44.7,3,0.602,4.095,4.095,0.709,0.23,0,0,0.962,10.5,3.0,4.936,3.0,0.04,1,1.571,3.136,3.136,3.136,0.118,-0.241,0.461,5.13,8.183,2.683,5,1,4.699,1.681,1.681,0,0,0.0,2,30.788,0.741,-0.332,2.133,6.648,10.625
4.959,4.106,2.82,1.082,3.79,1.312,0.043,93.996,0.583,0.071,0.025,-0.064,1,1.467,1.466,0.188,6,6,11,72.043,1.003,102.821,72.043,-0.052,1,6,47.6,2,1.108,4.135,4.135,0.786,0.25,0,0,1.143,7.1,3.077,5.077,3.077,0.004,10,1.535,3.162,3.162,3.162,0.119,-0.09,0.392,5.174,7.989,2.489,7,0,0.0,1.519,1.519,0,0,0.0,10,31.209,0.862,0.027,2.623,6.732,10.878
4.618,4.3,0.679,0.935,3.105,1.184,0.072,40.662,0.607,-0.185,0.034,0.074,2,1.479,1.482,0.188,2,2,0,36.022,1.018,49.487,36.022,0.1,2,0,51.9,0,0.671,4.078,4.078,0.781,0.275,0,0,1.023,11.1,2.981,4.864,2.981,0.017,1,1.651,3.12,3.12,3.12,0.115,-0.222,0.361,5.05,8.308,2.808,2,1,4.574,1.642,1.642,0,0,0.0,0,30.661,0.862,-0.32,2.053,6.64,10.578
4.796,3.989,3.582,1.094,3.782,1.316,0.043,104.242,0.572,0.079,0.027,-0.058,0,1.453,1.452,0.194,7,7,14,86.929,1.0,130.718,86.929,-0.037,0,4,49.4,1,1.252,3.981,3.981,0.802,0.254,1,1,1.164,6.7,2.966,4.966,2.966,-0.008,15,1.518,2.987,2.987,2.987,0.123,-0.058,0.363,5.019,7.996,2.496,5,0,0.0,1.495,1.495,0,0,0.0,13,29.848,0.908,0.065,2.634,6.207,9.295
