pXC50,Eta_betaS_A,N.,Hy,Eig11_EA.dm.,GATS8v,ATSC7m,ATSC7v,JGI8,Eig12_EA.ed.,SM07_AEA.ri.,BIC0,SpMin5_Bh.i.,CATS2D_03_LL,ATSC5p,SpMax3_Bh.m.,Eig07_EA.bo.,GATS8p,ATSC1v,ATSC6p,Eta_FL,ATSC5v,P_VSA_i_4,P_VSA_LogP_7,ATS7i,SpMax5_Bh.v.,piPC04,SM04_EA.bo.,CATS2D_08_LL,X1Per,X1MulPer,piID,SpMax2_Bh.i.,Eig06_EA.bo.,ATS5p,Chi1_EA.bo.,Eig07_AEA.bo.,ATSC5i,Eta_beta,ATSC3p,ATS6s,SpMax6_Bh.v.,ATSC6v,P_VSA_s_3,Eig04_AEA.bo.,Eig05_EA.bo.,SM15_AEA.ri.,piPC02,SM02_EA.bo.,Eig06_AEA.bo.,GATS8m,ATS5m,SpMax4_Bh.m.,ATS6e,ATS6v,piPC03,ATS1v,nCt,SpMax6_Bh.p.,X5Av,Eta_betaP,Psi_i_s,ICR,Eig08_AEA.bo.,SpMax6_Bh.m.,Eig12_EA.dm.,piPC01,SCBO,X1Kup
8.106,0.62,3.9,-0.83,0.0,1.198,34.925,16.476,0.008,0.789,0.789,0.235,1.176,8,15.907,3.753,1.808,1.179,7.253,13.664,4.803,20.216,6.249,370.488,4.991,3.098,5.189,6.868,10,7.316,8.81,10.029,3.927,2.054,4.251,11.571,2.712,1.75,29.0,13.242,5.555,2.993,17.575,88.954,3.521,2.487,2.487,4.094,4.779,2.885,1.122,3.986,3.526,4.875,3.976,4.644,3.559,0,3.006,0.045,13.5,44.333,2.423,2.601,3.113,0.0,3.555,34.0,9.307
5.914,0.625,2.3,-0.28,0.0,1.134,16.121,7.606,0.013,-2.804,-2.804,0.251,1.242,3,6.438,3.341,0.851,1.096,6.193,4.863,1.836,9.994,3.124,282.506,4.459,2.915,3.761,5.72,4,5.747,6.929,6.089,3.83,1.015,3.453,8.958,1.879,0.752,12.75,9.041,5.301,2.799,7.253,26.133,2.966,1.414,1.414,3.367,4.043,2.016,1.15,3.143,3.186,4.291,3.166,3.638,3.204,2,2.813,0.049,1.5,40.0,2.441,1.683,2.794,0.0,3.045,20.0,7.124
6.301,0.609,2.2,-0.326,0.0,0.869,41.602,10.775,0.009,-0.143,-0.143,0.27,1.127,5,13.359,3.824,1.521,0.721,5.61,13.627,5.626,14.809,18.011,303.975,4.769,2.994,4.975,6.814,4,5.879,6.987,8.679,3.921,2.073,3.982,9.208,2.519,1.263,27.5,10.329,5.428,2.96,14.333,30.507,3.103,2.114,2.114,3.97,4.654,2.917,0.614,3.993,3.351,4.677,3.58,4.511,3.371,0,2.977,0.038,13.5,47.62,2.616,2.141,3.063,0.0,3.434,30.0,7.34
4.523,0.672,6.8,-0.31,0.0,0.901,40.138,17.384,0.009,2.275,2.275,0.28,1.403,3,15.918,3.761,2.328,0.944,7.214,14.637,7.138,21.253,40.738,306.049,5.245,3.365,5.354,7.307,2,8.818,10.815,10.38,4.037,2.495,4.335,14.854,3.224,2.06,39.0,15.024,6.105,3.162,20.757,39.022,3.782,2.847,2.847,4.407,5.094,3.329,1.214,4.119,3.677,5.163,4.03,4.883,3.708,0,3.119,0.041,17.5,77.417,3.167,3.003,3.322,0.0,3.829,45.0,11.085
7.465,0.696,8.8,0.953,0.0,0.971,30.31,13.768,0.01,2.251,2.251,0.259,1.206,1,13.789,3.609,1.97,0.966,7.219,11.038,5.596,21.258,60.281,306.049,5.132,3.163,4.904,6.636,2,8.075,9.894,9.057,3.957,2.282,4.225,13.689,2.866,1.703,29.5,11.189,5.85,3.014,17.829,41.811,3.56,2.448,2.448,4.052,4.736,3.223,0.982,3.872,3.463,5.089,3.873,4.44,3.567,0,2.963,0.037,10.0,62.333,3.098,2.839,3.13,0.0,3.611,36.0,10.022
4.523,0.672,6.8,-0.31,0.0,0.922,40.766,17.001,0.009,2.275,2.275,0.28,1.403,3,15.921,3.76,2.279,0.939,7.214,14.694,7.138,21.251,40.738,306.049,5.251,3.365,5.354,7.307,2,8.818,10.815,10.38,4.037,2.579,4.335,14.854,3.194,2.08,39.0,15.024,6.159,3.162,20.374,39.022,3.764,2.85,2.85,4.407,5.094,3.392,1.214,4.141,3.677,5.172,4.04,4.883,3.708,0,3.119,0.041,17.5,77.417,3.066,3.003,3.324,0.0,3.829,45.0,11.085
4.523,0.681,7.8,0.231,0.0,1.009,39.873,17.531,0.01,2.933,2.933,0.287,1.242,3,16.702,3.804,2.459,1.007,7.308,14.496,7.841,21.537,90.275,338.268,5.326,3.21,5.338,7.102,6,9.596,11.771,10.779,3.973,2.788,4.372,17.147,3.276,2.366,41.5,13.95,6.265,3.153,20.204,69.153,3.899,2.942,2.942,4.407,5.094,3.631,1.053,4.244,3.657,5.215,4.126,4.828,3.781,0,3.137,0.034,17.0,92.75,3.377,3.227,3.336,0.0,3.892,48.0,11.97
4.523,0.672,6.8,-0.31,0.0,0.922,40.766,17.001,0.009,2.275,2.275,0.28,1.403,2,15.928,3.761,2.272,0.939,7.214,14.663,7.153,21.268,40.738,306.049,5.251,3.365,5.361,7.313,2,8.827,10.823,10.396,4.037,2.401,4.336,14.83,3.159,2.033,39.0,15.008,6.033,3.156,20.531,39.022,3.79,2.837,2.837,4.407,5.094,3.268,1.214,4.123,3.677,5.165,4.034,4.894,3.708,0,3.12,0.041,17.5,77.417,3.066,2.957,3.3,0.0,3.829,45.0,11.091
4.523,0.682,7.8,0.243,0.0,1.04,40.906,16.73,0.011,3.128,3.128,0.295,1.241,2,16.721,3.808,2.459,1.003,7.022,14.525,8.06,21.215,105.235,326.497,5.338,3.211,5.387,7.167,6,9.655,11.872,10.896,3.975,2.809,4.371,17.534,3.276,2.398,42.25,14.0,6.312,3.154,19.831,78.274,3.918,3.03,3.03,4.443,5.13,3.732,1.121,4.294,3.66,5.223,4.14,4.875,3.789,0,3.137,0.033,17.0,100.417,3.368,3.233,3.347,0.0,3.912,49.0,12.05
4.523,0.664,6.8,-0.31,0.0,0.967,48.472,18.275,0.009,2.275,2.275,0.28,1.403,4,17.086,3.94,2.328,1.079,7.188,15.726,6.736,21.775,25.778,306.049,5.236,3.367,5.354,7.307,2,8.818,10.815,10.38,4.033,2.495,4.372,14.854,3.224,2.015,38.75,16.192,6.003,3.179,21.182,32.956,3.782,2.847,2.847,4.407,5.094,3.329,1.494,4.289,3.744,5.159,4.049,4.883,3.724,0,3.169,0.044,17.5,72.167,3.167,3.003,3.485,0.0,3.829,45.0,11.159
4.523,0.682,7.8,0.243,0.0,1.04,40.906,16.73,0.011,3.132,3.132,0.295,1.242,3,16.714,3.807,2.577,1.003,7.022,14.555,8.045,21.207,105.235,326.497,5.338,3.213,5.38,7.16,6,9.646,11.864,10.881,3.975,2.823,4.37,17.558,3.389,2.457,42.25,14.016,6.409,3.157,19.662,78.274,3.905,3.031,3.031,4.443,5.13,3.726,1.121,4.309,3.66,5.229,4.146,4.864,3.789,0,3.136,0.033,17.0,100.417,3.368,3.251,3.366,0.0,3.912,49.0,12.044
4.523,0.682,7.8,0.243,0.0,1.054,42.2,17.684,0.01,3.133,3.133,0.303,1.242,4,17.329,3.827,2.497,1.052,7.006,15.069,7.914,21.566,90.275,326.497,5.325,3.218,5.38,7.16,6,9.646,11.864,10.881,3.973,2.819,4.394,17.558,3.326,2.355,42.25,14.442,6.31,3.162,20.319,72.654,3.908,3.031,3.031,4.443,5.13,3.734,1.222,4.332,3.696,5.219,4.149,4.864,3.799,0,3.155,0.034,17.0,96.528,3.391,3.247,3.491,0.0,3.912,49.0,12.099
4.301,0.676,6.5,-0.334,0.0,0.875,42.657,17.471,0.012,2.825,2.825,0.267,1.227,4,16.808,3.772,2.414,0.814,7.434,14.802,7.22,22.829,87.224,317.82,5.396,3.184,5.355,7.113,4,9.316,11.466,10.84,4.002,2.51,4.373,16.335,3.269,2.505,37.5,13.838,6.21,3.073,21.121,45.948,3.797,2.842,2.842,4.369,5.056,3.391,1.141,4.202,3.58,5.223,4.117,4.844,3.737,0,3.053,0.033,14.5,88.917,3.22,3.205,3.322,0.0,3.829,45.0,11.59
6.91,0.656,2.3,-0.342,0.0,0.967,22.742,10.263,0.007,0.934,0.934,0.271,1.125,9,10.041,3.632,1.519,0.905,5.339,9.023,5.764,13.995,32.971,200.109,4.799,3.002,5.058,6.816,6,6.567,8.016,9.422,3.937,2.024,3.859,11.118,2.518,1.203,29.25,10.028,5.536,2.884,12.193,46.025,3.572,2.341,2.341,4.06,4.745,2.886,1.139,3.597,3.265,4.672,3.664,4.57,3.423,2,2.875,0.031,13.5,53.5,2.757,2.5,2.965,0.0,3.526,33.0,8.131
4.301,0.675,6.8,-0.382,0.0,0.895,35.662,17.683,0.009,2.275,2.275,0.244,1.227,5,16.087,3.778,2.286,0.909,7.707,14.48,6.394,23.0,27.384,329.591,5.241,3.195,5.223,6.934,4,8.8,10.757,10.3,3.985,2.418,4.34,14.404,3.205,1.939,34.75,13.559,5.912,3.047,21.118,37.142,3.782,2.512,2.512,4.248,4.934,3.271,1.147,4.027,3.645,5.146,4.016,4.718,3.682,0,3.049,0.036,14.5,60.111,3.219,2.887,3.096,0.0,3.738,41.0,10.987
4.301,0.669,6.5,-0.393,0.0,0.835,37.81,18.96,0.011,2.275,2.275,0.238,1.226,5,16.653,3.763,2.21,0.812,8.239,14.735,6.596,24.505,42.344,353.133,5.37,3.179,5.274,7.018,4,9.118,11.112,10.48,3.997,2.396,4.381,14.765,3.122,2.14,35.25,13.719,5.961,3.05,21.768,45.948,3.798,2.454,2.454,4.29,4.977,3.233,0.899,4.022,3.573,5.2,4.077,4.783,3.709,0,3.055,0.035,14.5,65.667,3.063,2.876,3.083,0.0,3.761,42.0,11.355
4.301,0.669,6.5,-0.393,0.0,0.835,37.81,18.96,0.011,2.275,2.275,0.238,1.227,6,16.648,3.763,2.244,0.812,8.239,14.764,6.581,24.476,42.344,353.133,5.37,3.184,5.267,7.01,4,9.109,11.104,10.464,3.997,2.431,4.38,14.788,3.167,2.188,35.25,13.734,6.095,3.051,21.631,45.948,3.769,2.591,2.591,4.29,4.977,3.334,0.899,4.042,3.575,5.206,4.083,4.771,3.709,0,3.054,0.035,14.5,65.667,3.063,2.89,3.086,0.0,3.761,42.0,11.349
4.301,0.672,8.3,-0.372,0.0,0.915,37.388,18.217,0.011,2.275,2.275,0.248,1.227,5,16.454,3.792,2.3,0.92,7.424,14.878,7.125,23.407,58.443,317.82,5.28,3.195,5.355,7.057,4,9.104,11.132,10.84,3.993,2.443,4.383,15.036,3.259,2.062,39.0,13.722,5.997,3.064,21.498,40.328,3.79,2.522,2.522,4.331,5.017,3.342,1.165,4.11,3.649,5.168,4.085,4.844,3.719,0,3.06,0.035,17.5,68.278,3.23,3.202,3.143,0.0,3.829,45.0,11.37
7.465,0.694,7.3,-0.309,0.0,0.801,30.619,15.017,0.009,1.483,1.483,0.256,1.216,1,12.7,3.617,1.97,0.774,7.12,11.676,5.298,18.993,27.384,317.82,5.18,3.168,4.926,6.649,2,7.942,9.698,8.993,3.952,1.998,4.181,13.181,2.839,1.638,28.75,10.833,5.804,2.98,18.266,39.705,3.633,2.324,2.324,4.034,4.718,2.921,0.978,3.835,3.397,5.056,3.851,4.474,3.541,0,2.951,0.035,10.0,58.833,3.032,2.763,3.064,0.0,3.584,35.0,9.86
4.301,0.676,6.5,-0.334,0.0,0.894,43.3,17.105,0.013,2.825,2.825,0.267,1.227,4,16.814,3.772,2.412,0.808,7.434,14.857,7.22,22.824,87.224,317.82,5.402,3.184,5.355,7.113,4,9.316,11.466,10.84,4.002,2.588,4.373,16.335,3.31,2.537,37.5,13.838,6.259,3.073,20.75,45.948,3.778,2.844,2.844,4.369,5.056,3.421,1.141,4.222,3.579,5.23,4.126,4.844,3.737,0,3.053,0.033,14.5,88.917,3.047,3.164,3.322,0.0,3.829,45.0,11.59
5.0,0.65,3.0,-0.632,0.0,1.086,5.177,3.145,0.015,-0.302,-0.302,0.367,0.983,4,6.759,3.775,2.342,1.077,2.151,5.925,6.56,5.405,62.965,94.169,4.218,3.005,5.259,7.078,2,5.373,6.631,9.562,3.905,2.559,3.504,10.61,3.19,1.268,32.25,6.738,5.999,2.735,4.423,38.491,3.733,2.79,2.79,4.205,4.89,3.338,1.464,3.952,3.548,4.221,3.505,4.723,3.3,0,2.733,0.023,16.0,82.333,2.759,2.834,2.982,0.0,3.584,35.0,6.721
6.465,0.625,2.1,-0.823,0.0,1.203,27.756,15.047,0.006,2.0,2.0,0.25,1.366,10,14.983,3.729,1.862,1.009,6.456,14.38,5.317,17.368,3.124,270.735,5.043,2.918,5.155,6.815,7,6.835,8.292,8.509,3.919,1.908,4.26,11.112,2.781,1.625,28.5,12.338,5.864,2.877,17.763,14.446,3.56,2.176,2.176,4.078,4.762,2.871,0.807,4.13,3.728,4.925,4.008,4.62,3.496,0,2.899,0.043,13.5,48.972,2.289,2.5,2.883,0.0,3.555,34.0,8.63
6.56,0.625,1.9,-0.823,0.0,1.094,36.334,19.553,0.006,2.0,2.0,0.237,1.39,10,17.707,3.728,1.529,0.93,8.041,16.817,3.382,21.638,3.124,341.362,5.337,2.985,4.865,6.559,7,7.597,9.236,7.876,3.918,1.863,4.382,12.094,2.538,1.895,22.5,15.254,5.958,2.91,21.811,23.933,3.326,2.041,2.041,3.922,4.605,2.867,0.756,4.164,3.656,5.142,4.119,4.404,3.543,1,2.941,0.056,7.5,46.139,2.289,2.5,2.955,0.0,3.466,31.0,9.575
6.28,0.625,1.9,-0.823,0.0,1.094,36.334,19.553,0.006,2.0,2.0,0.237,1.39,10,17.707,3.728,1.529,0.93,8.041,16.817,3.382,21.638,3.124,341.362,5.337,2.985,4.865,6.559,7,7.597,9.236,7.876,3.918,1.863,4.382,12.094,2.538,1.895,22.5,15.254,5.958,2.91,21.811,23.933,3.326,2.041,2.041,3.922,4.605,2.867,0.756,4.164,3.656,5.142,4.119,4.404,3.543,1,2.941,0.056,7.5,46.139,2.289,2.5,2.955,0.0,3.466,31.0,9.575
5.73,0.67,2.7,-0.601,0.0,1.028,6.838,3.662,0.013,0.352,0.352,0.347,1.031,4,7.804,3.56,2.536,0.87,2.441,6.327,7.581,6.2,92.885,105.94,4.318,3.005,5.274,7.102,0,5.902,7.282,9.807,3.907,2.677,3.598,12.258,3.304,1.628,35.25,6.641,6.025,2.892,4.595,31.559,3.937,2.985,2.985,4.263,4.949,3.457,1.101,4.009,3.454,4.382,3.557,4.723,3.361,0,2.819,0.019,16.5,100.667,2.829,3.163,3.025,0.0,3.664,38.0,7.274
5.332,0.631,3.4,-0.704,0.0,1.272,7.429,3.28,0.02,-1.242,-1.242,0.367,0.806,5,5.274,3.79,1.963,1.279,1.984,4.68,5.606,4.53,18.084,94.169,3.895,2.785,5.203,6.989,3,4.795,5.887,9.257,3.903,2.055,3.424,8.55,2.83,0.693,28.75,5.921,5.609,2.734,4.047,36.748,3.505,2.545,2.545,4.094,4.779,2.931,1.756,3.84,3.568,3.943,3.307,4.682,3.212,0,2.733,0.026,15.5,57.694,2.332,2.659,2.911,0.0,3.466,31.0,6.074
6.54,0.625,1.9,-0.823,0.0,1.094,36.334,19.553,0.006,2.0,2.0,0.237,1.39,10,17.707,3.728,1.529,0.93,8.041,16.817,3.382,21.638,3.124,341.362,5.337,2.985,4.865,6.559,7,7.597,9.236,7.876,3.918,1.863,4.382,12.094,2.538,1.895,22.5,15.254,5.958,2.91,21.811,23.933,3.326,2.041,2.041,3.922,4.605,2.867,0.756,4.164,3.656,5.142,4.119,4.404,3.543,1,2.941,0.056,7.5,46.139,2.289,2.5,2.955,0.0,3.466,31.0,9.575
5.857,0.62,4.4,1.971,0.0,1.001,83.953,36.172,0.01,3.524,3.524,0.219,1.651,12,22.352,3.74,2.734,1.022,14.8,23.159,9.146,33.471,52.807,623.868,6.077,3.605,5.361,7.244,14,15.698,18.802,9.906,3.953,2.989,4.779,24.3,3.449,2.92,51.5,22.038,6.864,3.568,34.406,81.736,4.006,3.03,3.03,4.623,5.311,3.83,0.987,4.648,3.683,5.766,4.727,5.008,4.19,1,3.548,0.037,18.0,135.333,3.488,3.247,3.617,0.0,4.212,66.5,19.181
5.0,0.655,4.8,-0.291,0.0,1.112,16.151,7.113,0.009,-1.298,-1.298,0.282,1.064,3,6.479,3.453,1.53,1.1,5.485,5.087,4.041,9.135,36.095,235.422,4.435,2.91,4.584,6.411,4,5.996,7.309,7.658,3.952,2.007,3.461,9.967,2.534,0.932,21.25,9.202,5.627,2.806,7.025,30.455,3.148,2.082,2.082,3.795,4.477,2.858,0.972,3.427,3.137,4.286,3.275,4.186,3.298,1,2.804,0.038,7.5,49.5,2.498,2.344,2.841,0.0,3.332,27.0,7.453
5.677,0.641,3.1,-0.686,0.0,1.21,12.14,3.921,0.021,-0.993,-0.993,0.352,0.891,6,6.26,3.586,2.003,1.284,2.419,4.482,6.264,5.234,48.005,105.94,4.171,2.845,5.219,7.024,5,5.199,6.391,9.421,3.93,2.083,3.459,9.698,2.878,0.922,30.25,6.246,5.411,2.715,4.252,27.758,3.794,2.561,2.561,4.143,4.828,2.967,1.26,3.768,3.379,3.974,3.312,4.71,3.262,0,2.735,0.023,15.5,72.528,2.525,2.656,2.868,0.0,3.526,33.0,6.497
5.0,0.676,14.8,2.12,0.0,1.095,8.028,3.394,0.01,-2.675,-2.675,0.314,0.835,4,3.95,3.297,1.5,0.864,2.215,3.265,5.347,5.104,83.254,47.084,3.833,2.756,5.377,7.031,0,4.127,4.981,9.644,3.839,1.766,3.206,6.578,2.5,0.652,26.5,3.969,5.004,2.416,4.481,12.559,3.414,2.178,2.178,4.021,4.705,2.681,1.479,3.133,2.951,3.85,2.898,4.702,3.015,0,2.391,0.019,15.0,40.5,2.162,2.159,2.545,0.0,3.332,27.0,5.061
4.523,0.641,3.1,-0.686,0.0,1.235,7.72,3.487,0.009,-1.028,-1.028,0.333,1.047,4,6.651,3.424,2.003,1.176,2.489,5.198,6.411,4.824,62.965,105.94,4.224,2.986,5.251,7.032,4,5.206,6.4,9.536,3.931,2.109,3.439,9.687,2.86,1.4,30.25,6.343,5.718,2.734,4.34,33.378,3.672,2.569,2.569,4.143,4.828,2.961,1.117,3.813,3.325,4.129,3.427,4.723,3.245,0,2.726,0.02,15.5,76.417,2.196,2.651,2.805,0.0,3.526,33.0,6.448
4.72,0.636,4.2,-0.206,0.0,0.0,4.617,2.624,0.0,-6.281,-6.281,0.291,0.569,2,2.85,2.845,-0.849,0.0,3.334,2.351,2.063,4.145,18.011,141.253,3.467,2.428,4.16,5.927,0,3.32,3.995,5.985,3.75,0.618,2.711,5.018,0.461,0.351,11.0,4.251,3.964,1.874,3.646,18.072,2.218,0.772,0.772,3.229,3.902,1.618,0.0,2.218,2.529,3.408,2.141,3.686,2.728,0,1.856,0.035,4.0,21.167,1.868,0.083,2.08,-0.657,2.741,14.5,4.109
5.484,0.646,2.8,-0.699,0.0,1.285,11.783,4.893,0.011,-0.445,-0.445,0.322,1.115,7,7.712,3.553,2.058,1.142,3.2,6.179,6.596,8.262,48.005,141.253,4.395,3.005,5.211,7.015,2,5.576,6.783,9.451,3.921,2.373,3.614,10.199,2.89,1.289,31.5,6.711,5.818,2.962,6.028,29.501,3.73,2.577,2.577,4.159,4.844,3.208,1.076,3.804,3.311,4.301,3.557,4.682,3.304,0,2.899,0.021,16.0,73.917,2.669,2.834,2.953,0.0,3.555,34.0,6.909
5.496,0.636,3.1,-0.717,0.0,1.075,11.062,4.109,0.021,-1.511,-1.511,0.325,0.891,5,5.772,3.435,1.97,1.194,2.725,4.459,6.177,5.363,48.005,117.711,4.175,2.81,5.152,6.949,4,5.14,6.29,9.31,3.93,2.026,3.374,9.308,2.841,0.945,29.5,6.268,5.363,2.715,4.424,24.257,3.601,2.453,2.453,4.094,4.779,2.916,0.844,3.468,3.335,3.961,3.25,4.654,3.23,0,2.735,0.022,15.5,68.75,2.534,2.5,2.687,0.0,3.497,32.0,6.362
5.402,0.643,3.0,-0.75,0.0,0.94,10.999,4.433,0.019,-0.957,-0.957,0.305,1.0,5,6.62,3.577,1.662,0.938,3.087,5.204,6.07,7.338,3.124,141.253,4.013,2.861,5.169,6.925,2,5.064,6.127,9.22,3.903,2.038,3.541,8.583,2.667,0.748,29.5,6.02,5.351,2.715,5.809,29.816,3.534,2.516,2.516,4.06,4.745,2.912,1.181,3.684,3.243,4.077,3.308,4.654,3.234,0,2.735,0.023,16.0,52.778,2.489,2.5,2.833,0.0,3.466,31.0,6.327
5.147,0.641,3.1,-0.686,0.0,1.029,10.397,3.635,0.022,-1.008,-1.008,0.333,0.881,5,5.799,3.469,2.026,1.2,2.489,4.498,6.38,5.259,62.965,105.94,4.193,2.813,5.203,7.016,2,5.19,6.383,9.407,3.933,2.358,3.369,9.719,2.916,1.04,30.25,6.359,5.605,2.715,4.252,33.378,3.756,2.589,2.589,4.143,4.828,3.203,0.788,3.62,3.348,3.984,3.275,4.696,3.245,0,2.735,0.021,15.5,76.417,2.632,2.5,2.693,0.0,3.526,33.0,6.436
4.66,0.646,3.7,-0.807,0.0,0.0,5.693,3.344,0.0,-5.241,-5.241,0.275,0.77,2,4.065,2.874,-0.605,0.0,3.814,3.135,2.24,5.947,3.124,176.567,3.671,2.565,4.235,5.999,0,3.589,4.292,6.151,3.768,0.767,2.992,5.489,0.52,0.482,11.75,5.024,4.222,2.202,4.765,18.072,2.231,1.098,1.098,3.305,3.98,1.85,0.0,2.466,2.845,3.654,2.418,3.758,2.813,0,2.23,0.038,4.0,22.667,1.855,0.342,2.206,-0.4,2.803,15.5,4.476
5.39,0.656,3.0,-0.658,0.0,1.347,8.732,3.437,0.011,-0.445,-0.445,0.36,0.981,6,6.623,3.556,2.058,1.212,2.368,5.536,6.628,5.572,48.005,105.94,4.197,2.996,5.211,7.015,2,5.323,6.538,9.451,3.899,2.373,3.529,10.199,2.89,1.134,31.75,6.153,5.856,2.769,4.574,29.816,3.73,2.577,2.577,4.159,4.844,3.208,1.293,3.878,3.319,4.199,3.515,4.682,3.278,0,2.797,0.021,16.0,76.028,2.669,2.834,3.038,0.0,3.555,34.0,6.628
5.146,0.648,3.0,-0.717,0.0,1.274,15.073,5.517,0.014,-0.757,-0.757,0.322,1.052,6,6.731,3.638,1.907,1.317,2.751,5.506,6.158,6.611,3.124,129.482,4.215,2.932,5.255,7.002,4,5.125,6.228,9.34,3.903,2.068,3.624,8.981,2.874,0.738,30.25,5.954,5.42,2.802,5.839,33.316,3.654,2.598,2.598,4.111,4.796,2.932,1.375,4.033,3.55,4.137,3.403,4.71,3.266,0,2.828,0.025,16.0,56.556,2.379,2.668,2.93,0.0,3.497,32.0,6.462
4.301,0.682,8.2,-0.322,0.0,0.921,40.615,17.825,0.011,2.304,2.304,0.266,1.227,4,16.397,3.804,2.415,0.892,7.387,14.349,7.436,23.197,33.054,317.82,5.327,3.195,5.383,7.157,4,9.181,11.244,10.939,4.023,2.511,4.383,15.369,3.267,2.022,40.0,13.496,6.066,3.133,20.974,39.899,3.792,2.863,2.863,4.394,5.081,3.382,1.189,4.175,3.657,5.198,4.098,4.868,3.721,0,3.06,0.035,17.5,75.778,3.23,3.204,3.429,0.0,3.85,46.0,11.449
4.301,0.677,6.8,-0.361,0.0,0.903,41.328,18.1,0.01,2.275,2.275,0.256,1.227,6,16.724,3.807,2.289,0.918,7.425,15.402,6.482,23.255,27.384,317.82,5.239,3.195,5.267,7.01,4,8.856,10.859,10.464,3.985,2.428,4.366,14.788,3.209,1.93,35.5,14.024,5.965,3.048,21.554,40.643,3.788,2.516,2.516,4.29,4.977,3.28,1.01,4.128,3.656,5.157,4.061,4.771,3.702,0,3.05,0.037,14.5,63.889,3.216,2.889,3.296,0.0,3.761,42.0,11.123
8.488,0.602,2.3,-0.941,0.0,0.819,27.314,16.429,0.013,-0.457,-0.457,0.197,1.216,33,12.033,3.68,1.941,0.791,5.92,11.691,5.561,17.028,3.124,247.193,5.087,3.141,5.365,6.967,0,6.485,7.812,10.88,3.856,2.03,4.183,9.634,2.858,1.394,28.25,10.285,5.565,2.91,16.571,28.394,3.354,2.281,2.281,4.111,4.796,2.867,0.912,3.799,3.203,4.789,3.94,4.741,3.428,0,2.941,0.03,15.0,40.0,2.191,2.736,2.866,0.0,3.526,33.0,8.066
9.224,0.631,2.3,-0.338,0.0,1.078,19.978,9.782,0.013,-1.055,-1.055,0.249,1.141,7,8.638,3.478,1.5,1.052,6.087,6.621,3.849,12.226,3.124,258.964,4.674,2.926,4.596,6.341,6,6.155,7.501,7.573,3.952,1.879,3.656,10.012,2.5,1.008,20.75,10.208,5.53,2.876,8.98,20.515,3.151,1.926,1.926,3.773,4.454,2.851,1.021,3.465,3.156,4.435,3.461,4.186,3.336,1,2.899,0.041,7.5,46.667,2.489,2.24,2.874,0.0,3.332,27.0,7.672
4.301,0.676,6.5,-0.334,0.0,0.91,44.731,18.022,0.012,2.825,2.825,0.275,1.227,5,17.479,3.797,2.414,0.866,7.426,15.37,7.089,23.238,72.264,317.82,5.391,3.195,5.355,7.113,4,9.316,11.466,10.84,4.0,2.51,4.396,16.335,3.269,2.463,37.5,14.276,6.143,3.073,21.394,40.328,3.797,2.842,2.842,4.369,5.056,3.391,1.243,4.247,3.652,5.22,4.129,4.844,3.747,0,3.056,0.034,14.5,85.028,3.22,3.205,3.326,0.0,3.829,45.0,11.645
4.523,0.672,6.8,-0.31,0.0,0.941,42.443,18.002,0.009,2.275,2.275,0.28,1.403,4,16.512,3.793,2.328,1.0,7.198,15.212,7.007,21.616,25.778,306.049,5.238,3.366,5.354,7.307,2,8.818,10.815,10.38,4.034,2.495,4.359,14.854,3.224,1.98,39.0,15.486,6.03,3.173,21.054,33.402,3.782,2.847,2.847,4.407,5.094,3.329,1.319,4.168,3.686,5.161,4.043,4.883,3.719,0,3.143,0.042,17.5,73.528,3.167,3.003,3.425,0.0,3.829,45.0,11.141
4.301,0.676,6.5,-0.334,0.0,0.894,43.3,17.105,0.013,2.825,2.825,0.267,1.226,3,16.819,3.772,2.394,0.808,7.434,14.829,7.235,22.843,87.224,317.82,5.402,3.179,5.362,7.12,4,9.325,11.475,10.856,4.002,2.435,4.373,16.312,3.228,2.477,37.5,13.823,6.145,3.073,20.903,45.948,3.809,2.837,2.837,4.369,5.056,3.368,1.141,4.206,3.578,5.224,4.12,4.856,3.737,0,3.053,0.033,14.5,88.917,3.047,3.118,3.314,0.0,3.829,45.0,11.596
4.301,0.669,6.5,-0.393,0.0,0.817,37.04,19.269,0.01,2.275,2.275,0.238,1.227,6,16.643,3.763,2.289,0.818,8.239,14.708,6.581,24.492,42.344,353.133,5.364,3.184,5.267,7.01,4,9.109,11.104,10.464,3.997,2.428,4.381,14.788,3.209,2.167,35.25,13.734,6.038,3.051,21.957,45.948,3.788,2.516,2.516,4.29,4.977,3.28,0.899,4.018,3.576,5.198,4.073,4.771,3.709,0,3.054,0.035,14.5,65.667,3.216,2.889,3.084,0.0,3.761,42.0,11.349
4.412,0.667,6.5,-0.415,0.0,0.812,35.542,19.456,0.011,2.275,2.275,0.222,1.227,6,16.637,3.759,2.042,0.816,8.497,14.704,6.378,24.644,27.384,364.904,5.359,3.178,5.219,6.943,4,9.059,11.011,10.361,3.995,2.29,4.382,14.377,2.892,2.106,34.5,13.667,5.892,3.05,22.006,36.827,3.654,2.454,2.454,4.248,4.934,3.222,0.82,3.955,3.566,5.191,4.062,4.732,3.699,0,3.055,0.037,14.5,58.0,3.044,2.86,3.083,0.0,3.738,41.0,11.274
