pXC50,CATS2D_08_PP,SsssN,SpMin3_Bh.e.,SM05_EA.dm.,SdO,SpMax7_Bh.p.,SpMin1_Bh.s.,ATSC6p,Yindex,Vindex,ATS6p,SM13_EA.dm.,ATS8i,SM11_EA.dm.,ATSC6m,ATSC7p,ATSC7v,ATSC8m,ATSC6i,ATS8e,ATS6v,ATSC7m,ATS6i,Infective.50,ATS5p,ATS7e,ATS5i,ATS2i,Eta_C,ON1V,SM15_EA.dm.,ATSC6v,Eta_L,ATSC5i,ATS7p,ATS5e,DLS_04,SpMin8_Bh.v.,ATSC8i,Inflammat.80,ATS5v,SM03_EA.dm.,ATSC5v,ATSC5p,ATSC7i,MATS1i,ATS2e,ATS3e,ATS7i,ATS7v,ATS4e,ATSC4v,ATSC5m,Se,ATS4v,ATSC8v,ATSC3i,SpMax8_Bh.s.,ATS4p,Si,ATS6e,SM07_EA.dm.,SpMin8_Bh.p.,ATS4i,ATSC8p,ON0V,ATS1i,ATS8p,CATS2D_08_DP
9.699,0,1.718,1.761,4.055,26.32,3.066,1.224,14.072,0.393,0.147,4.234,13.681,5.172,11.123,40.496,11.497,14.753,31.695,1.763,4.959,4.122,31.578,5.22,0,4.313,4.938,5.214,4.884,29.266,3.624,16.232,17.374,7.741,1.83,4.191,5.019,0.8,1.267,1.703,0,4.182,2.221,16.732,14.31,1.672,-0.138,4.725,4.979,5.153,4.108,5.009,15.668,40.06,59.858,4.213,15.465,1.811,3.941,4.311,66.899,4.995,6.174,1.255,5.209,11.96,11.017,4.303,4.226,0
9.114,2,2.472,1.811,6.53,437.977,3.655,1.333,86.418,0.344,0.141,6.249,12.151,7.622,10.786,345.722,91.491,146.642,398.894,12.41,7.385,6.196,376.927,7.48,0,6.15,7.332,7.371,6.829,430.183,23.721,13.51,135.991,57.185,11.384,6.317,7.152,0.6,1.963,14.068,0,6.121,4.859,120.461,73.868,13.19,-0.15,6.624,6.983,7.566,6.262,7.11,114.082,316.512,408.161,6.043,159.604,9.87,7.431,6.08,463.726,7.249,8.001,1.967,7.351,98.476,71.85,6.201,6.374,10
7.824,2,2.461,1.816,6.533,439.837,3.657,1.333,87.073,0.359,0.146,6.266,12.151,7.649,10.786,351.563,91.981,149.418,404.27,12.504,7.409,6.214,382.05,7.5,0,6.163,7.352,7.386,6.844,438.851,24.038,13.51,138.323,56.971,11.435,6.334,7.167,0.6,1.961,14.253,0,6.136,4.865,122.087,74.167,13.322,-0.156,6.637,6.999,7.586,6.282,7.122,115.169,317.662,414.39,6.053,162.913,9.875,7.431,6.089,471.301,7.269,8.002,1.967,7.364,99.178,72.3,6.22,6.394,12
9.0,2,2.461,1.816,6.533,441.034,3.657,1.333,89.018,0.357,0.145,6.283,12.151,7.663,10.786,357.226,94.581,152.149,415.011,12.786,7.425,6.229,389.635,7.513,0,6.182,7.367,7.406,6.859,451.068,24.371,13.51,140.583,58.873,11.717,6.353,7.185,0.6,1.963,14.628,0,6.152,4.865,124.665,76.117,13.651,-0.145,6.654,7.012,7.601,6.299,7.139,117.806,327.144,421.234,6.071,165.791,10.122,7.431,6.11,479.051,7.282,8.002,1.968,7.38,101.923,73.467,6.235,6.415,12
5.0,0,2.012,1.794,3.212,13.513,2.967,1.514,16.142,0.617,0.223,4.407,8.911,5.666,7.52,43.906,17.973,26.979,47.205,1.982,5.357,4.245,50.581,5.506,0,4.338,5.419,5.574,5.096,37.239,4.292,10.294,23.693,9.393,1.943,4.455,5.309,1.0,1.429,1.987,0,4.208,1.668,21.61,14.165,2.168,-0.162,4.88,5.179,5.717,4.254,5.391,24.496,47.748,66.09,4.252,25.324,1.96,3.845,4.401,76.098,5.253,4.685,1.376,5.678,16.891,13.283,4.391,4.363,0
10.041,2,2.461,1.816,6.533,439.895,3.655,1.333,87.531,0.354,0.144,6.267,12.151,7.648,10.786,353.263,92.737,149.129,409.234,12.579,7.411,6.214,381.766,7.501,0,6.17,7.347,7.397,6.852,444.126,24.121,13.51,138.273,58.426,11.57,6.337,7.176,0.6,1.963,14.418,0,6.14,4.865,123.174,75.055,13.434,-0.147,6.646,7.004,7.58,6.284,7.128,116.642,324.04,418.35,6.061,163.03,10.018,7.432,6.1,475.636,7.27,8.002,1.968,7.37,100.174,72.633,6.228,6.401,12
8.921,2,2.441,1.807,6.533,438.964,3.655,1.333,86.617,0.351,0.143,6.257,12.151,7.629,10.786,348.956,91.079,146.919,403.299,12.415,7.394,6.206,382.31,7.49,0,6.159,7.346,7.385,6.837,436.403,23.638,13.51,136.76,57.692,11.403,6.321,7.166,0.6,1.963,13.972,0,6.131,4.865,121.532,74.335,13.159,-0.148,6.634,6.992,7.579,6.271,7.115,113.777,320.512,413.91,6.053,158.191,9.857,7.431,6.086,470.015,7.26,8.002,1.968,7.353,97.027,71.333,6.217,6.373,12
9.824,2,2.461,1.826,6.533,443.928,3.668,1.333,90.64,0.252,0.102,6.301,12.151,7.666,10.786,358.479,96.162,153.146,416.212,13.213,7.433,6.25,392.289,7.521,0,6.203,7.377,7.417,6.868,457.397,24.517,13.51,141.958,59.201,12.112,6.373,7.198,0.6,1.973,15.176,0,6.172,4.865,126.668,78.212,14.118,-0.128,6.667,7.022,7.609,6.324,7.146,118.898,329.144,426.452,6.097,166.713,10.525,7.431,6.135,484.134,7.291,8.002,1.979,7.383,103.715,73.8,6.25,6.438,12
9.638,2,1.135,1.816,6.529,438.862,3.656,1.333,86.334,0.469,0.191,6.257,12.142,7.648,10.779,351.907,92.061,148.236,408.725,12.434,7.41,6.206,381.543,7.496,0,6.162,7.345,7.391,6.844,444.163,23.967,13.5,136.988,57.902,11.435,6.333,7.169,0.6,1.963,14.385,0,6.131,4.862,122.776,74.73,13.344,-0.142,6.638,6.995,7.578,6.281,7.125,115.918,322.05,417.35,6.053,163.745,9.896,7.431,6.093,474.636,7.265,7.997,1.968,7.368,100.637,73.017,6.224,6.402,12
9.886,2,2.467,1.816,6.53,437.893,3.652,1.333,86.385,0.341,0.14,6.248,12.151,7.617,10.786,345.715,91.188,146.406,397.138,12.4,7.379,6.194,377.159,7.48,0,6.15,7.332,7.371,6.829,429.434,23.721,13.51,135.978,57.185,11.384,6.313,7.152,0.6,1.963,13.949,0,6.121,4.859,120.461,73.868,13.138,-0.15,6.624,6.983,7.566,6.258,7.11,114.082,316.512,408.161,6.043,158.296,9.87,7.431,6.08,463.726,7.249,8.001,1.967,7.351,97.537,71.85,6.201,6.365,10
6.102,0,1.117,1.806,6.428,367.63,3.646,1.333,73.812,0.486,0.197,6.096,12.336,7.485,10.863,295.987,79.292,126.802,347.764,10.625,7.248,6.046,324.159,7.318,0,5.99,7.183,7.202,6.654,350.642,19.926,13.836,115.739,48.26,9.67,6.175,6.986,0.6,1.954,12.244,0,5.964,4.731,102.154,63.227,11.429,-0.138,6.45,6.808,7.414,6.121,6.937,96.186,268.119,345.427,5.875,139.143,8.266,7.431,5.912,392.291,7.091,7.939,1.959,7.178,86.131,60.567,6.033,6.237,5
6.149,0,0.0,1.817,6.393,354.08,3.646,1.333,72.063,0.72,0.291,6.074,12.312,7.47,10.836,293.316,77.811,124.628,341.739,10.383,7.231,6.022,318.536,7.306,0,5.973,7.163,7.189,6.645,348.255,19.856,13.815,113.671,47.664,9.493,6.155,6.971,0.6,1.956,12.088,0,5.944,4.692,101.334,62.369,11.184,-0.139,6.438,6.794,7.395,6.097,6.933,96.337,264.907,342.881,5.857,138.544,8.142,7.431,5.9,389.999,7.077,7.907,1.96,7.179,85.752,61.2,6.023,6.226,7
10.076,2,2.461,1.816,6.533,441.034,3.657,1.333,89.018,0.357,0.145,6.283,12.151,7.663,10.786,357.226,94.581,152.149,415.011,12.786,7.425,6.229,389.635,7.513,0,6.182,7.367,7.406,6.859,451.068,24.371,13.51,140.583,58.873,11.717,6.353,7.185,0.6,1.963,14.628,0,6.152,4.865,124.665,76.117,13.651,-0.145,6.654,7.012,7.601,6.299,7.139,117.806,327.144,421.234,6.071,165.791,10.122,7.431,6.11,479.051,7.282,8.002,1.968,7.38,101.923,73.467,6.235,6.415,12
6.585,2,2.461,1.816,6.533,441.034,3.657,1.333,89.018,0.357,0.145,6.283,12.151,7.663,10.786,357.226,94.581,152.149,415.011,12.786,7.425,6.229,389.635,7.513,0,6.182,7.367,7.406,6.859,451.068,24.371,13.51,140.583,58.873,11.717,6.353,7.185,0.6,1.963,14.628,0,6.152,4.865,124.665,76.117,13.651,-0.145,6.654,7.012,7.601,6.299,7.139,117.806,327.144,421.234,6.071,165.791,10.122,7.431,6.11,479.051,7.282,8.002,1.968,7.38,101.923,73.467,6.235,6.415,12
5.606,0,1.18,1.815,6.397,355.605,3.646,1.333,74.654,0.482,0.195,6.104,12.319,7.502,10.842,298.812,80.849,128.792,352.39,10.732,7.262,6.05,325.379,7.327,0,5.997,7.187,7.208,6.664,353.804,20.26,13.822,117.146,48.634,9.763,6.187,6.991,0.6,1.948,12.465,0,5.967,4.695,103.216,63.721,11.588,-0.143,6.457,6.814,7.418,6.128,6.949,98.231,270.019,346.765,5.879,143.126,8.367,7.431,5.921,394.414,7.098,7.912,1.959,7.193,88.721,61.65,6.036,6.254,7
10.284,2,2.461,1.816,6.533,441.034,3.657,1.333,89.018,0.357,0.145,6.283,12.151,7.663,10.786,357.226,94.581,152.149,415.011,12.786,7.425,6.229,389.635,7.513,0,6.182,7.367,7.406,6.859,451.068,24.371,13.51,140.583,58.873,11.717,6.353,7.185,0.6,1.963,14.628,0,6.152,4.865,124.665,76.117,13.651,-0.145,6.654,7.012,7.601,6.299,7.139,117.806,327.144,421.234,6.071,165.791,10.122,7.431,6.11,479.051,7.282,8.002,1.968,7.38,101.923,73.467,6.235,6.415,12
6.886,0,3.992,1.816,6.622,455.822,3.682,1.333,91.785,0.291,0.118,6.307,12.489,7.68,11.03,364.413,97.078,155.585,422.079,13.169,7.443,6.25,394.609,7.533,0,6.205,7.381,7.421,6.876,461.174,24.958,13.971,144.362,59.902,12.058,6.374,7.202,0.6,1.962,14.996,0,6.175,4.931,126.666,77.973,14.014,-0.148,6.671,7.03,7.615,6.319,7.153,120.134,332.513,426.117,6.093,168.489,10.413,7.432,6.132,484.466,7.3,8.127,1.968,7.394,104.153,74.633,6.247,6.434,9
6.076,0,0.995,1.816,6.428,366.9,3.646,1.333,74.458,0.712,0.289,6.098,12.336,7.497,10.863,299.5,79.851,128.026,351.531,10.615,7.256,6.044,326.448,7.327,0,5.993,7.187,7.209,6.661,355.456,20.268,13.836,117.14,48.773,9.674,6.175,6.992,0.6,1.951,12.198,0,5.963,4.731,103.287,63.626,11.399,-0.125,6.455,6.817,7.419,6.117,6.952,98.378,270.979,346.874,5.876,141.515,8.304,7.431,5.919,394.54,7.098,7.939,1.956,7.197,87.536,61.533,6.034,6.239,8
6.398,0,0.0,1.825,6.745,472.587,3.69,1.336,102.929,0.292,0.119,6.406,12.868,7.762,11.333,399.366,113.811,169.509,480.598,14.79,7.537,6.352,461.42,7.584,0,6.285,7.469,7.467,6.918,518.986,25.985,14.429,153.148,64.7,13.223,6.499,7.257,0.6,1.974,17.227,0,6.257,5.007,134.354,87.028,16.092,-0.132,6.724,7.093,7.69,6.439,7.216,126.966,354.689,454.626,6.168,188.071,11.438,7.432,6.207,514.06,7.366,8.301,1.98,7.452,123.844,78.333,6.303,6.563,6
8.585,2,2.461,1.816,6.533,441.034,3.657,1.333,89.018,0.357,0.145,6.283,12.151,7.663,10.786,357.226,94.581,152.149,415.011,12.786,7.425,6.229,389.635,7.513,0,6.182,7.367,7.406,6.859,451.068,24.371,13.51,140.583,58.873,11.717,6.353,7.185,0.6,1.963,14.628,0,6.152,4.865,124.665,76.117,13.651,-0.145,6.654,7.012,7.601,6.299,7.139,117.806,327.144,421.234,6.071,165.791,10.122,7.431,6.11,479.051,7.282,8.002,1.968,7.38,101.923,73.467,6.235,6.415,12
6.201,0,1.206,1.807,6.428,367.698,3.643,1.331,74.082,0.488,0.197,6.1,12.336,7.488,10.863,295.734,79.873,127.802,348.8,10.667,7.25,6.05,326.225,7.317,0,5.991,7.189,7.202,6.654,351.71,19.926,13.836,115.962,48.26,9.68,6.179,6.986,0.6,1.951,12.158,0,5.965,4.731,102.167,63.26,11.458,-0.138,6.45,6.808,7.421,6.123,6.937,96.186,268.127,345.427,5.875,139.296,8.266,7.431,5.912,392.291,7.091,7.939,1.959,7.178,86.08,60.567,6.033,6.231,8
9.796,2,2.461,1.816,6.533,442.176,3.658,1.333,90.506,0.359,0.146,6.298,12.151,7.675,10.786,361.2,96.304,155.081,420.698,12.992,7.438,6.243,397.485,7.525,0,6.194,7.386,7.415,6.867,457.86,24.621,13.51,142.894,59.32,11.865,6.369,7.195,0.6,1.964,14.828,0,6.164,4.865,126.157,77.179,13.86,-0.144,6.661,7.02,7.621,6.313,7.149,118.972,330.251,424.117,6.081,167.924,10.225,7.431,6.121,482.466,7.294,8.002,1.97,7.39,103.315,74.3,6.241,6.428,12
8.796,2,2.465,1.816,6.533,440.766,3.657,1.333,88.898,0.354,0.144,6.28,12.151,7.658,10.786,355.66,94.403,151.901,412.807,12.775,7.42,6.224,387.355,7.51,0,6.18,7.361,7.402,6.858,449.073,24.438,13.51,140.54,58.648,11.706,6.351,7.181,0.6,1.963,14.612,0,6.148,4.865,124.584,76.05,13.63,-0.147,6.651,7.008,7.596,6.294,7.135,117.719,325.776,419.906,6.067,165.404,10.117,7.431,6.108,477.842,7.278,8.002,1.968,7.378,101.731,73.767,6.232,6.413,12
6.886,0,0.0,1.816,6.424,367.509,3.646,1.333,73.732,0.724,0.293,6.1,12.329,7.499,10.856,300.338,79.936,127.985,352.242,10.657,7.263,6.051,327.288,7.328,0,5.997,7.191,7.213,6.664,358.551,20.189,13.828,116.131,48.696,9.724,6.185,6.995,0.6,1.954,12.502,0,5.97,4.727,103.502,63.723,11.531,-0.128,6.458,6.816,7.422,6.13,6.954,98.388,271.066,350.194,5.88,142.699,8.31,7.431,5.923,398.122,7.102,7.934,1.959,7.199,88.527,61.95,6.044,6.261,8
6.161,0,1.084,1.816,6.428,369.659,3.651,1.333,75.83,0.494,0.2,6.12,12.336,7.508,10.863,304.486,81.5,130.286,355.136,10.923,7.272,6.066,330.371,7.346,0,6.017,7.201,7.227,6.68,364.016,20.66,13.836,119.292,49.441,9.973,6.2,7.009,0.6,1.952,12.77,0,5.986,4.731,105.284,64.974,11.761,-0.135,6.474,6.831,7.434,6.143,6.965,100.191,274.82,352.75,5.897,144.218,8.53,7.431,5.941,401.328,7.117,7.939,1.954,7.211,89.744,62.7,6.054,6.275,8
6.488,0,0.0,1.816,6.393,353.802,3.646,1.333,72.906,0.707,0.287,6.084,12.312,7.48,10.836,295.914,78.859,126.369,344.98,10.493,7.242,6.031,321.801,7.314,0,5.982,7.173,7.199,6.654,351.21,20.106,13.815,114.909,48.164,9.587,6.167,6.98,0.6,1.954,12.263,0,5.951,4.692,102.512,63.084,11.325,-0.137,6.447,6.803,7.406,6.109,6.941,97.362,267.206,345.765,5.863,140.59,8.218,7.431,5.909,393.414,7.086,7.907,1.959,7.187,87.291,61.7,6.032,6.241,7
7.222,0,1.18,1.825,6.797,518.119,3.693,1.336,119.615,0.223,0.089,6.548,12.903,7.908,11.374,455.749,135.55,196.184,590.784,17.069,7.69,6.488,534.414,7.695,0,6.41,7.598,7.56,6.995,601.919,28.253,14.459,174.165,70.381,15.035,6.665,7.354,0.6,1.975,20.986,0,6.375,5.06,149.975,99.023,19.061,-0.113,6.801,7.173,7.813,6.599,7.303,140.694,401.928,483.786,6.271,223.226,12.678,7.432,6.317,546.967,7.479,8.35,1.983,7.536,153.328,84.483,6.369,6.759,6
9.337,2,2.512,1.816,6.505,426.878,3.657,1.333,87.351,0.349,0.143,6.261,12.131,7.637,10.764,350.191,92.491,148.804,404.295,12.512,7.398,6.204,380.883,7.494,0,6.162,7.343,7.386,6.844,438.505,24.038,13.491,138.122,57.841,11.486,6.328,7.165,0.6,1.963,14.228,0,6.13,4.835,122.5,74.763,13.314,-0.154,6.637,6.994,7.578,6.272,7.121,115.761,320.97,413.921,6.052,161.867,9.954,7.431,6.092,470.928,7.262,7.976,1.968,7.363,99.392,72.717,6.217,6.387,11
6.699,2,2.461,1.816,6.533,441.034,3.657,1.333,89.018,0.357,0.145,6.283,12.151,7.663,10.786,357.226,94.581,152.149,415.011,12.786,7.425,6.229,389.635,7.513,0,6.182,7.367,7.406,6.859,451.068,24.371,13.51,140.583,58.873,11.717,6.353,7.185,0.6,1.963,14.628,0,6.152,4.865,124.665,76.117,13.651,-0.145,6.654,7.012,7.601,6.299,7.139,117.806,327.144,421.234,6.071,165.791,10.122,7.431,6.11,479.051,7.282,8.002,1.968,7.38,101.923,73.467,6.235,6.415,12
6.721,0,1.162,1.817,6.428,370.818,3.655,1.333,77.854,0.494,0.2,6.148,12.336,7.548,10.863,309.866,85.041,135.459,369.443,11.222,7.312,6.096,341.428,7.363,0,6.035,7.236,7.242,6.691,371.978,20.843,13.836,121.953,50.114,10.141,6.239,7.026,0.6,1.954,13.25,0,6.007,4.731,106.874,66.137,12.202,-0.131,6.485,6.845,7.467,6.181,6.981,101.444,279.301,356.961,5.913,150.435,8.638,7.431,5.955,405.952,7.136,7.939,1.959,7.225,93.65,63.233,6.065,6.314,8
10.18,2,2.456,1.807,6.533,438.692,3.655,1.333,86.511,0.349,0.143,6.254,12.151,7.623,10.786,347.449,90.938,146.841,399.741,12.404,7.386,6.2,379.777,7.487,0,6.157,7.339,7.381,6.836,434.332,23.704,13.51,136.742,57.467,11.392,6.317,7.162,0.6,1.963,13.936,0,6.127,4.865,121.454,74.269,13.134,-0.15,6.632,6.989,7.575,6.264,7.111,113.696,319.168,412.583,6.049,157.806,9.852,7.431,6.084,468.805,7.256,8.002,1.968,7.35,96.737,71.633,6.214,6.368,12
6.796,0,1.313,1.816,6.397,355.997,3.646,1.333,74.621,0.486,0.197,6.103,12.319,7.5,10.842,298.807,80.69,128.647,351.652,10.723,7.26,6.049,325.522,7.327,0,5.997,7.187,7.208,6.664,354.3,20.26,13.822,117.132,48.634,9.763,6.185,6.991,0.6,1.953,12.43,0,5.967,4.695,103.216,63.721,11.567,-0.143,6.457,6.814,7.418,6.127,6.949,98.231,270.019,346.765,5.879,142.726,8.367,7.431,5.921,394.414,7.098,7.912,1.959,7.193,88.39,61.65,6.036,6.251,7
7.046,0,3.597,1.825,6.887,531.608,3.7,1.336,116.995,0.208,0.085,6.528,13.086,7.876,11.528,451.151,128.142,190.975,534.071,16.733,7.649,6.472,513.581,7.712,0,6.413,7.584,7.585,7.028,596.432,29.137,14.67,174.319,72.202,15.046,6.612,7.378,0.6,1.975,19.378,0,6.385,5.136,152.106,99.039,18.08,-0.138,6.834,7.205,7.805,6.551,7.33,142.562,397.806,502.404,6.292,211.692,12.903,7.432,6.328,567.754,7.492,8.457,1.983,7.563,139.017,87.133,6.403,6.677,6
8.658,2,2.459,1.809,6.533,438.674,3.654,1.333,86.511,0.348,0.142,6.254,12.151,7.623,10.786,347.449,90.938,146.841,399.733,12.404,7.386,6.2,379.777,7.487,0,6.157,7.339,7.381,6.836,434.328,23.704,13.51,136.742,57.467,11.392,6.317,7.162,0.6,1.963,13.926,0,6.127,4.865,121.454,74.269,13.134,-0.15,6.632,6.989,7.575,6.264,7.111,113.696,319.168,412.583,6.049,157.793,9.852,7.431,6.084,468.805,7.256,8.002,1.967,7.35,96.704,71.633,6.214,6.367,12
9.538,2,1.043,1.816,6.542,451.35,3.656,1.333,86.784,0.463,0.189,6.264,12.147,7.65,10.784,352.007,92.149,149.303,410.488,12.506,7.414,6.215,386.557,7.496,0,6.166,7.357,7.394,6.853,448.49,24.133,13.504,137.361,58.421,11.472,6.337,7.174,0.6,1.963,14.339,0,6.139,4.88,122.673,74.982,13.403,-0.148,6.648,7.004,7.592,6.286,7.134,115.899,323.556,421.779,6.06,163.204,9.958,7.432,6.097,479.344,7.268,8.007,1.968,7.377,100.522,73.683,6.235,6.401,12
5.741,0,2.28,1.87,3.476,14.324,3.17,1.422,23.043,0.45,0.156,4.856,9.544,5.916,8.057,59.932,26.05,35.425,67.695,3.029,5.7,4.767,65.723,5.803,0,4.779,5.677,5.791,5.191,44.48,4.483,11.024,30.601,9.521,2.922,4.921,5.582,0.9,1.539,3.252,0,4.7,1.858,28.583,21.704,3.238,-0.165,5.043,5.226,5.901,4.824,5.409,25.16,60.589,80.516,4.627,34.564,2.164,4.415,4.698,89.521,5.598,5.034,1.523,5.591,25.923,15.617,4.585,4.912,0
7.229,0,1.943,1.5,3.212,13.382,2.908,1.359,14.939,0.633,0.227,4.31,8.912,5.264,7.521,41.96,16.927,22.995,39.434,1.829,4.992,4.148,53.486,5.34,0,4.242,5.223,5.393,4.891,31.078,3.242,10.295,20.411,7.564,1.786,4.304,5.155,1.0,1.399,1.557,1,4.127,1.668,17.95,13.061,1.951,-0.201,4.694,4.905,5.515,4.097,5.168,19.728,44.091,56.851,4.138,18.371,1.617,3.844,4.255,64.441,5.105,4.685,1.362,5.423,13.385,11.733,4.238,4.109,0
9.097,0,1.739,1.763,3.797,26.347,3.066,1.224,14.201,0.393,0.147,4.278,9.379,5.203,8.018,38.09,12.157,16.758,32.635,1.866,4.983,4.166,35.702,5.358,0,4.306,5.041,5.314,4.934,29.11,3.874,10.733,19.785,7.7,1.865,4.216,5.096,0.8,1.305,1.707,0,4.203,2.221,18.312,13.532,1.783,-0.157,4.762,5.042,5.281,4.13,5.073,16.531,37.004,61.665,4.234,16.189,1.873,3.942,4.308,69.394,5.108,5.247,1.318,5.282,11.875,11.35,4.337,4.222,0
6.62,0,2.225,1.875,3.143,13.091,3.157,1.414,17.679,0.417,0.152,4.6,8.729,5.664,7.363,48.195,19.433,26.836,53.509,2.422,5.429,4.52,54.824,5.578,0,4.571,5.463,5.639,5.117,38.34,4.236,10.086,23.517,8.784,2.446,4.606,5.413,0.7,1.538,2.428,0,4.493,1.668,24.14,17.716,2.556,-0.214,4.951,5.154,5.702,4.509,5.295,22.451,52.239,75.298,4.449,25.137,2.017,4.374,4.531,84.268,5.378,4.581,1.522,5.497,18.379,14.35,4.521,4.55,0
8.301,0,4.443,1.686,3.217,40.453,3.086,1.231,16.206,0.958,0.323,4.415,8.895,5.468,7.507,55.509,17.705,19.842,53.503,1.892,5.281,4.316,64.884,5.39,0,4.407,5.219,5.482,4.951,32.571,3.613,10.276,19.857,7.23,1.922,4.449,5.28,1.0,1.515,1.835,0,4.317,1.738,20.499,16.117,1.858,-0.41,4.76,4.927,5.374,4.358,5.137,18.25,57.977,62.712,4.306,19.735,1.595,4.254,4.393,70.219,5.185,4.678,1.496,5.297,15.491,12.993,4.305,4.39,0
8.301,0,4.422,1.869,3.224,41.688,3.097,1.231,18.687,0.686,0.238,4.594,8.911,5.658,7.52,61.192,20.856,23.888,64.169,2.327,5.463,4.504,71.734,5.546,0,4.555,5.409,5.581,5.073,38.871,3.977,10.294,22.76,8.072,2.279,4.64,5.384,0.9,1.538,2.355,0,4.476,1.738,22.698,17.973,2.338,-0.36,4.891,5.067,5.577,4.547,5.272,20.704,61.062,71.698,4.444,24.061,1.907,4.425,4.53,80.132,5.347,4.687,1.512,5.444,19.346,14.693,4.446,4.603,0
8.155,0,4.401,1.695,3.224,41.514,3.094,1.23,17.521,0.696,0.241,4.551,8.911,5.61,7.52,59.2,19.611,22.67,61.781,2.223,5.418,4.466,70.939,5.51,0,4.512,5.381,5.545,5.064,37.491,3.79,10.294,21.474,7.963,2.153,4.591,5.349,0.9,1.539,2.21,0,4.44,1.738,21.579,16.947,2.229,-0.367,4.876,5.031,5.555,4.501,5.244,19.875,59.395,69.916,4.407,22.637,1.824,4.425,4.49,78.215,5.314,4.687,1.523,5.416,17.909,14.31,4.431,4.554,0
8.398,0,4.422,1.704,3.224,41.688,3.094,1.23,18.002,0.687,0.239,4.58,8.911,5.676,7.52,62.331,20.212,23.662,65.691,2.304,5.483,4.494,71.784,5.561,0,4.547,5.408,5.606,5.111,40.412,3.995,10.294,22.509,8.305,2.249,4.634,5.4,0.9,1.539,2.348,0,4.468,1.738,23.226,17.881,2.315,-0.356,4.918,5.072,5.578,4.544,5.305,21.392,62.993,72.8,4.451,24.487,1.918,4.425,4.542,81.631,5.356,4.687,1.523,5.482,19.124,15.226,4.471,4.608,0
7.77,0,1.923,1.665,0.653,27.087,3.162,1.217,15.624,0.395,0.143,4.452,2.143,5.467,1.754,44.236,15.45,18.834,45.652,2.072,5.259,4.35,42.635,5.295,0,4.412,5.161,5.293,5.024,41.136,4.128,2.535,17.763,10.129,2.068,4.471,5.109,0.7,1.44,2.326,0,4.321,0.325,16.481,14.415,2.151,-0.118,4.858,5.068,5.349,4.37,5.138,17.944,44.897,66.247,4.318,21.747,1.998,4.192,4.409,73.942,5.116,1.001,1.413,5.34,16.931,12.417,4.412,4.551,0
8.301,0,1.728,1.642,0.653,25.987,2.977,1.401,11.191,0.416,0.154,4.114,2.143,5.003,1.754,34.107,10.4,11.071,30.376,1.526,4.778,4.011,29.089,4.972,0,4.111,4.784,4.955,4.723,29.942,2.966,2.535,10.624,7.661,1.479,4.058,4.784,0.8,1.379,1.428,0,4.038,0.325,10.212,9.879,1.504,-0.116,4.578,4.746,4.97,3.956,4.812,11.311,26.793,51.927,4.072,11.87,1.468,4.303,4.141,57.099,4.798,1.001,1.352,4.982,10.319,9.526,4.175,4.013,1
7.854,0,2.256,1.886,3.476,13.724,3.192,1.434,21.199,0.516,0.178,4.731,9.544,5.848,8.057,57.163,23.568,32.294,62.555,2.903,5.605,4.629,61.719,5.736,0,4.645,5.587,5.669,5.099,40.906,4.444,11.024,28.347,9.713,2.683,4.803,5.449,0.9,1.473,3.2,0,4.558,1.858,25.945,19.347,3.118,-0.064,4.924,5.192,5.828,4.683,5.313,23.303,53.634,72.232,4.469,34.18,2.438,4.384,4.554,81.363,5.516,5.034,1.453,5.528,24.986,13.319,4.477,4.805,0
8.097,0,2.187,1.896,6.728,13.194,3.013,1.435,20.145,0.568,0.198,4.665,17.442,5.726,14.759,52.102,22.109,30.047,56.655,2.646,5.467,4.554,59.873,5.671,0,4.603,5.532,5.657,5.053,38.119,3.965,20.125,27.372,8.67,2.679,4.683,5.431,0.9,1.453,2.648,0,4.515,4.007,24.946,18.879,2.863,-0.075,4.883,5.104,5.784,4.554,5.297,21.965,52.99,68.861,4.458,28.787,2.205,4.496,4.529,77.287,5.447,9.401,1.422,5.5,21.02,12.962,4.418,4.595,0
8.301,0,2.846,1.707,3.205,39.677,3.086,1.31,14.083,0.881,0.305,4.242,8.895,5.391,7.507,43.209,14.846,16.978,42.776,1.691,5.171,4.112,47.142,5.268,0,4.289,4.969,5.447,4.926,30.441,3.871,10.276,17.88,7.301,1.872,4.276,5.202,1.0,1.376,1.743,0,4.155,1.668,20.388,15.351,1.682,-0.224,4.724,4.978,5.112,4.173,5.207,21.447,48.109,60.516,4.231,18.378,1.755,3.951,4.37,68.773,5.026,4.676,1.333,5.433,13.535,12.733,4.272,4.244,0
8.398,0,2.341,1.801,3.476,13.235,3.106,1.398,19.89,0.629,0.214,4.678,9.544,5.785,8.057,57.963,21.584,32.097,56.969,2.74,5.5,4.55,60.738,5.759,0,4.625,5.566,5.698,5.094,37.781,4.443,11.024,29.09,8.655,2.607,4.687,5.456,1.0,1.476,2.601,0,4.512,1.858,26.943,18.279,2.816,-0.214,4.887,5.122,5.843,4.538,5.313,23.841,54.707,69.199,4.452,29.54,2.038,3.963,4.556,79.055,5.514,5.034,1.42,5.534,19.848,14.017,4.447,4.609,0
