pXC50,Eig03_AEA.dm.,P_VSA_s_5,H.051,NssNH,X2A,SM02_EA.dm.,SM04_EA.dm.,Eig02_EA.bo.,MATS4s,NaasC,SM08_EA.bo.,SM12_AEA.ri.,MCD,SM11_EA.bo.,SM12_EA.bo.,SM14_EA.bo.,SM15_EA.bo.,X1A,SM07_EA.bo.,SM09_EA.bo.,SM10_EA.bo.,C.008,Eta_beta_A,C.026,C.039,DBI,nArCO,nArOH,nCb.,CATS2D_04_DD,SM03_EA.dm.,Eig01_EA.bo.,SM06_EA.bo.,SM11_AEA.ri.,SpMax1_Bh.e.,SpMax_EA.bo.,Eig01_AEA.bo.,SpDiam_AEA.bo.,SpMax_AEA.bo.,MATS4e,SM03_EA.bo.,Mv,MPC09,nCIC,nCIR,Rperim,TRS,NsssCH,C.040,nDB,Eta_C_A,Eta_FL_A,O.057,NdssC,GNar,ATS6i,SpMax1_Bh.s.,DLS_05,GATS1v,N.072,D.Dtr10,nR10,Eig03_EA.ed.,Qindex,SM12_AEA.dm.
9.523,3.619,18.011,0,1,0.31,3.711,5.709,3.489,-0.096,0,11.107,3.489,0.231,14.773,16.041,18.538,19.785,0.462,9.768,12.272,13.56,3,0.875,0,0,5.0,0,0,0,0,4.057,3.587,8.715,3.587,3.942,3.587,4.41,5.363,4.41,-0.1,4.575,0.595,4.043,1,1,6,6,3,3,4,1.078,0.183,1,4,1.782,5.322,8.516,1.0,1.158,2,0.0,0,8.529,14,8.529
7.301,3.619,18.011,1,1,0.291,3.047,3.976,3.446,-0.152,1,11.304,3.446,0.5,14.76,16.133,18.585,19.737,0.45,9.779,12.273,13.702,3,1.033,0,0,4.472,0,0,1,0,2.221,3.57,8.968,3.57,3.991,3.57,4.334,5.325,4.334,-0.119,4.59,0.601,4.533,3,3,15,15,4,3,4,1.039,0.2,1,4,1.993,5.424,7.475,1.0,1.05,2,0.0,0,8.483,19,8.483
7.77,3.532,18.011,3,1,0.305,3.077,3.986,3.446,-0.096,1,11.206,3.446,0.429,14.651,16.043,18.502,19.651,0.46,9.654,12.154,13.606,3,1.054,0,0,4.416,0,0,1,0,2.221,3.567,8.872,3.567,3.963,3.567,4.328,5.278,4.328,-0.038,4.46,0.605,4.174,2,2,12,12,3,3,4,0.992,0.219,1,4,1.916,5.323,7.475,1.0,1.075,2,0.0,0,7.861,15,7.861
8.699,3.531,18.011,3,1,0.298,3.047,3.976,3.567,-0.09,3,11.782,3.567,0.529,15.442,16.884,19.501,20.763,0.453,10.159,12.798,14.306,3,1.147,0,0,4.528,0,0,3,0,2.221,3.914,9.342,3.914,4.025,3.914,4.328,5.28,4.328,-0.034,4.732,0.616,4.644,3,3,18,18,3,3,4,1.006,0.234,1,4,1.977,5.539,7.475,1.0,1.006,2,0.0,0,8.549,20,8.549
7.745,3.531,18.011,3,1,0.306,3.047,3.976,3.444,-0.088,1,11.207,3.444,0.414,14.65,16.042,18.5,19.648,0.461,9.654,12.154,13.606,3,1.034,0,0,4.528,0,0,1,0,2.221,3.567,8.875,3.567,3.965,3.567,4.328,5.284,4.328,-0.047,4.46,0.595,4.127,2,2,12,12,3,3,4,1.033,0.21,1,4,1.919,5.45,7.475,1.0,1.092,2,0.0,0,7.857,15,7.857
4.367,3.586,18.011,2,1,0.302,3.047,3.976,3.446,-0.105,1,11.224,3.446,0.4,14.666,16.055,18.512,19.66,0.463,9.673,12.172,13.621,3,1.017,0,0,4.637,0,0,1,0,2.221,3.568,8.893,3.568,3.97,3.568,4.329,5.286,4.329,-0.066,4.46,0.59,4.369,2,2,12,12,3,3,4,1.068,0.201,1,4,1.921,5.446,7.475,1.0,1.109,2,0.0,0,7.884,15,7.884
8.046,3.531,18.011,3,1,0.3,3.115,3.997,3.566,-0.117,2,11.491,3.566,0.4,15.172,16.561,19.145,20.403,0.461,9.966,12.567,14.003,3,1.05,1,0,4.583,0,0,2,0,2.221,3.801,9.06,3.801,3.974,3.801,4.329,5.281,4.329,-0.097,4.605,0.597,4.29,2,2,12,12,3,3,4,1.038,0.22,1,4,1.903,5.497,7.475,1.0,1.102,2,0.0,0,8.526,16,8.526
8.155,3.533,18.011,3,1,0.32,3.159,4.035,3.233,-0.048,0,10.923,3.233,0.188,14.468,15.743,18.213,19.443,0.475,9.539,12.0,13.307,3,0.852,0,0,5.385,0,0,0,0,2.311,3.593,8.628,3.593,3.956,3.593,4.349,5.322,4.349,-0.006,4.443,0.558,4.234,1,1,6,6,3,3,5,1.262,0.157,1,5,1.845,5.697,7.475,1.0,1.253,2,0.0,0,7.924,12,7.924
8.097,3.532,18.011,3,1,0.306,3.047,3.976,3.447,-0.068,1,11.233,3.447,0.429,14.686,16.073,18.534,19.686,0.455,9.692,12.19,13.635,4,1.054,0,0,4.528,0,0,1,0,2.221,3.572,8.897,3.572,3.969,3.572,4.34,5.29,4.34,-0.017,4.527,0.599,4.143,2,2,12,12,4,3,4,1.032,0.218,1,4,1.896,5.388,7.475,1.0,1.074,2,0.0,0,7.923,16,7.923
8.301,3.531,18.011,3,1,0.302,3.115,3.997,3.566,-0.101,2,11.395,3.566,0.4,14.963,16.345,18.867,20.077,0.46,9.869,12.415,13.849,3,1.05,1,0,4.583,0,0,2,0,2.221,3.67,9.014,3.67,3.973,3.67,4.328,5.279,4.328,-0.058,4.605,0.597,4.304,2,2,12,12,3,3,4,1.03,0.219,1,4,1.903,5.44,7.475,1.0,1.102,2,0.0,0,7.867,16,7.867
8.222,3.531,18.011,3,1,0.304,3.047,3.976,3.567,-0.108,3,11.597,3.567,0.4,15.332,16.723,19.343,20.629,0.456,10.089,12.704,14.134,3,1.033,2,0,4.528,0,0,3,0,2.221,3.879,9.145,3.879,3.972,3.879,4.329,5.281,4.329,-0.073,4.732,0.629,4.317,2,2,12,12,3,3,4,1.103,0.208,1,4,1.885,5.366,7.475,1.0,0.962,2,0.0,0,8.502,17,8.502
6.041,3.378,36.022,3,2,0.318,3.168,4.082,3.021,-0.156,0,10.646,3.021,0.286,14.097,15.357,17.773,18.972,0.465,9.274,11.682,12.977,3,0.929,0,0,4.123,0,0,0,1,2.543,3.5,8.39,3.5,3.932,3.5,4.302,5.239,4.302,-0.141,4.29,0.584,3.091,1,1,6,6,4,2,4,0.921,0.217,0,4,1.792,5.061,7.432,1.0,1.048,2,0.0,0,7.482,11,7.482
6.301,3.265,52.685,4,2,0.308,2.802,4.055,3.105,-0.058,1,10.823,3.105,0.455,14.395,15.701,18.207,19.452,0.451,9.392,11.889,13.233,3,0.943,0,0,4.0,0,0,0,0,2.591,3.629,8.507,3.629,4.019,3.629,4.287,5.249,4.287,-0.043,4.227,0.576,3.892,2,2,10,10,5,2,2,1.067,0.175,1,2,1.919,5.313,7.474,1.0,1.133,1,0.0,0,7.898,14,7.898
7.44,3.648,72.043,6,4,0.317,3.859,4.829,3.567,-0.064,0,11.56,3.567,0.188,15.041,16.309,18.754,19.971,0.466,10.188,12.607,13.904,10,0.883,0,0,7.874,0,0,0,0,3.019,3.567,9.31,3.567,3.993,3.567,4.324,5.32,4.324,-0.038,5.198,0.577,5.024,2,2,12,12,10,4,10,1.457,0.183,2,10,1.868,6.367,7.479,1.0,1.136,4,0.0,0,8.838,26,8.838
5.033,3.265,36.022,4,2,0.308,2.802,4.055,3.105,-0.059,1,10.823,3.105,0.455,14.395,15.701,18.207,19.452,0.451,9.392,11.889,13.233,3,0.955,0,0,4.0,0,0,0,0,2.591,3.629,8.507,3.629,4.007,3.629,4.287,5.249,4.287,-0.042,4.227,0.582,3.892,2,2,10,10,5,2,2,1.052,0.178,1,2,1.919,5.268,7.474,1.0,1.137,1,0.0,0,7.898,14,7.898
5.071,3.137,36.022,3,2,0.32,2.802,4.055,2.89,-0.05,0,9.941,2.89,0.263,13.225,14.376,16.645,17.782,0.466,8.71,10.965,12.136,3,0.803,0,0,4.062,0,0,0,0,2.591,3.225,7.824,3.225,3.966,3.225,4.162,5.124,4.162,-0.043,4.007,0.558,2.708,1,1,5,5,5,2,3,1.093,0.147,1,2,1.799,5.182,7.474,1.0,1.234,1,0.0,0,6.429,10,6.429
7.41,3.536,36.022,4,2,0.318,3.278,4.637,2.93,-0.111,0,10.228,2.93,0.238,13.612,14.787,17.118,18.289,0.465,8.995,11.298,12.484,3,0.833,0,0,4.416,0,0,0,0,3.08,3.338,8.051,3.338,3.968,3.338,4.244,5.207,4.244,-0.078,4.205,0.565,2.944,1,1,5,5,5,3,3,1.107,0.16,1,3,1.792,5.273,7.474,1.0,1.248,1,0.0,0,7.465,11,7.465
6.097,3.142,36.022,3,2,0.322,2.802,4.055,2.892,-0.046,0,9.995,2.892,0.25,13.251,14.421,16.69,17.822,0.467,8.719,10.983,12.184,3,0.788,0,0,4.183,0,0,0,0,2.591,3.234,7.886,3.234,3.972,3.234,4.167,5.129,4.167,-0.041,4.007,0.555,2.833,1,1,5,5,5,2,3,1.155,0.142,1,2,1.808,5.307,7.474,1.0,1.25,1,0.0,0,6.503,10,6.503
5.432,3.265,36.022,4,2,0.308,2.802,4.055,3.105,-0.061,1,10.823,3.105,0.455,14.395,15.701,18.207,19.452,0.451,9.392,11.889,13.233,3,0.943,0,0,4.0,0,0,0,0,2.591,3.629,8.507,3.629,3.995,3.629,4.287,5.249,4.287,-0.046,4.227,0.593,3.892,2,2,10,10,5,2,2,1.121,0.163,1,2,1.919,5.257,7.474,1.0,1.069,1,0.0,0,7.898,14,7.898
5.62,3.31,36.022,3,2,0.329,3.046,4.221,2.939,-0.036,0,10.222,2.939,0.238,13.504,14.691,16.978,18.114,0.462,8.936,11.218,12.435,3,0.798,0,0,4.416,0,0,0,0,2.591,3.284,8.08,3.284,3.97,3.284,4.186,5.149,4.186,-0.032,4.205,0.576,2.944,1,1,5,5,5,2,3,1.12,0.154,1,3,1.792,5.208,8.38,1.0,1.193,1,0.0,0,6.717,11,6.717
6.0,3.3,18.011,3,1,0.3,2.54,3.322,2.992,-0.095,0,10.535,2.992,0.556,14.088,15.363,17.835,19.068,0.447,9.164,11.62,12.922,3,0.903,0,0,3.082,0,0,0,0,1.668,3.545,8.238,3.545,3.989,3.545,4.292,5.292,4.292,-0.085,4.111,0.579,3.045,2,2,10,10,3,2,3,0.929,0.18,1,3,1.931,4.927,7.475,1.0,1.098,1,0.0,0,7.466,13,7.466
6.638,3.729,18.011,4,1,0.308,3.755,5.438,3.137,-0.175,0,10.599,3.137,0.44,14.012,15.223,17.587,18.768,0.453,9.295,11.652,12.888,2,0.89,0,0,4.359,0,0,0,0,2.918,3.415,8.386,3.415,3.987,3.415,4.288,5.288,4.288,-0.172,4.369,0.588,4.06,2,2,11,11,4,3,4,1.153,0.155,1,4,1.906,5.339,7.474,1.0,1.058,2,0.0,0,7.582,15,7.582
4.018,3.451,18.011,1,1,0.3,2.884,3.963,3.103,-0.111,0,10.541,3.103,0.217,14.041,15.248,17.649,18.855,0.467,9.276,11.656,12.874,3,0.902,0,0,4.583,0,0,0,2,2.525,3.456,8.286,3.456,3.966,3.456,4.347,5.312,4.347,-0.105,4.29,0.566,3.555,1,1,5,5,4,2,4,1.062,0.184,1,3,1.787,5.229,7.474,1.0,1.235,3,0.0,0,7.596,12,7.596
6.638,3.481,36.022,4,2,0.315,3.206,4.349,3.366,-0.117,1,11.054,3.366,0.367,14.329,15.73,18.112,19.179,0.457,9.51,11.917,13.372,3,1.017,0,0,5.0,0,0,1,0,2.897,3.446,8.801,3.446,3.993,3.446,4.252,5.234,4.252,-0.102,4.527,0.587,4.094,2,2,11,11,5,3,4,1.094,0.2,1,4,1.903,5.503,7.474,1.0,1.065,2,0.0,0,7.17,16,7.17
6.678,3.213,18.011,3,1,0.326,2.626,3.41,2.932,-0.052,0,10.437,2.932,0.25,13.982,15.26,17.729,18.958,0.477,9.049,11.51,12.821,3,0.771,0,0,4.243,0,0,0,0,1.593,3.525,8.156,3.525,3.949,3.525,4.245,5.218,4.245,-0.035,4.007,0.55,3.434,1,1,6,6,3,2,3,1.161,0.131,1,3,1.861,5.256,7.475,1.0,1.269,1,0.0,0,5.835,9,5.835
4.959,3.531,18.011,3,1,0.313,3.047,3.976,3.234,-0.078,0,10.749,3.234,0.24,14.33,15.597,18.07,19.304,0.472,9.394,11.859,13.15,3,0.86,0,0,4.583,0,0,0,0,2.221,3.567,8.432,3.567,3.943,3.567,4.328,5.276,4.328,-0.041,4.29,0.565,3.761,1,1,6,6,3,3,4,1.136,0.164,1,4,1.824,5.347,7.475,1.0,1.239,2,0.0,0,7.858,11,7.858
6.0,3.261,18.011,3,1,0.308,2.626,3.41,3.445,-0.072,2,11.405,3.445,0.529,14.722,16.213,18.658,19.737,0.456,9.689,12.209,13.791,4,1.074,0,0,4.472,0,0,2,0,1.593,3.526,9.085,3.526,3.991,3.526,4.251,5.219,4.251,-0.055,4.477,0.598,4.5,3,3,18,18,4,2,3,1.095,0.208,1,3,2.011,5.616,7.475,1.0,1.045,1,0.0,0,7.174,18,7.174
7.921,3.283,18.011,3,1,0.312,2.54,3.322,2.982,-0.071,0,10.517,2.982,0.286,14.075,15.349,17.824,19.056,0.471,9.149,11.605,12.907,3,0.821,0,0,4.0,0,0,0,0,1.668,3.543,8.218,3.543,3.97,3.543,4.288,5.237,4.288,-0.084,4.111,0.553,3.045,1,1,6,6,3,2,3,1.133,0.154,1,3,1.817,5.436,7.475,1.0,1.255,1,0.0,0,7.404,10,7.404
6.745,3.26,18.011,3,1,0.316,2.54,3.322,2.972,-0.069,0,10.499,2.972,0.3,14.059,15.335,17.809,19.042,0.468,9.133,11.589,12.891,3,0.838,0,0,3.873,0,0,0,0,1.668,3.541,8.198,3.541,3.964,3.541,4.281,5.23,4.281,-0.056,4.111,0.556,2.996,1,1,6,6,3,2,3,1.066,0.164,1,3,1.808,5.206,7.475,1.0,1.24,1,0.0,0,7.022,10,7.022
6.377,3.532,36.022,3,2,0.308,3.062,3.98,3.233,-0.091,0,10.764,3.233,0.24,14.347,15.615,18.091,19.326,0.474,9.408,11.875,13.167,3,0.87,0,0,4.583,0,0,0,0,2.221,3.573,8.445,3.573,3.949,3.573,4.336,5.283,4.336,-0.059,4.29,0.565,3.807,1,1,6,6,3,3,4,1.137,0.172,1,4,1.824,5.479,7.475,1.0,1.267,2,0.0,0,7.911,11,7.911
6.854,3.531,18.011,3,1,0.31,3.047,3.976,3.233,-0.104,0,10.746,3.233,0.261,14.329,15.596,18.069,19.303,0.47,9.394,11.859,13.149,3,0.891,0,0,4.359,0,0,0,0,2.221,3.567,8.423,3.567,3.939,3.567,4.327,5.266,4.327,-0.084,4.29,0.572,3.497,1,1,6,6,3,3,4,1.062,0.179,1,4,1.81,5.287,7.475,1.0,1.209,2,0.0,0,7.856,11,7.856
8.155,3.526,18.011,3,1,0.307,3.021,3.973,3.445,-0.098,1,11.149,3.445,0.444,14.563,15.959,18.401,19.531,0.461,9.585,12.078,13.537,2,1.065,0,0,4.359,0,0,1,0,2.221,3.517,8.824,3.517,3.961,3.517,4.271,5.219,4.271,-0.072,4.388,0.603,4.078,2,2,12,12,2,3,4,0.972,0.219,1,4,1.933,5.281,7.475,1.0,1.096,2,0.0,0,7.56,14,7.56
7.125,3.284,18.011,3,1,0.308,2.54,3.322,2.983,-0.041,0,10.528,2.983,0.652,14.075,15.351,17.825,19.057,0.458,9.149,11.606,12.911,3,0.815,0,0,3.082,0,0,0,0,1.668,3.543,8.246,3.543,3.981,3.543,4.288,5.272,4.288,-0.041,4.111,0.559,4.007,2,2,15,15,3,2,3,1.184,0.141,1,3,1.946,5.47,7.475,1.0,1.204,1,0.0,0,7.413,13,7.413
5.377,3.531,18.011,3,1,0.304,3.073,3.986,3.463,-0.099,1,11.211,3.463,0.444,14.665,16.058,18.523,19.677,0.458,9.657,12.163,13.616,3,1.074,0,0,4.301,0,0,1,0,2.221,3.574,8.871,3.574,3.97,3.574,4.331,5.274,4.331,-0.068,4.46,0.604,4.205,2,2,12,12,3,3,4,0.964,0.225,1,4,1.913,5.317,7.475,1.0,1.054,2,0.0,0,7.895,15,7.895
7.921,3.531,18.011,3,1,0.305,3.047,3.976,3.566,-0.08,2,11.434,3.566,0.387,15.005,16.382,18.904,20.115,0.457,9.919,12.461,13.887,3,1.0,0,0,4.796,0,0,2,0,2.221,3.681,9.052,3.681,3.991,3.681,4.328,5.279,4.328,-0.019,4.663,0.587,4.369,2,2,12,12,4,3,4,1.122,0.195,1,4,1.889,5.487,7.475,1.0,1.124,2,0.0,0,8.225,17,8.225
5.824,3.142,36.022,3,2,0.322,2.802,4.055,2.892,-0.046,0,9.995,2.892,0.25,13.251,14.421,16.69,17.822,0.467,8.719,10.983,12.184,3,0.788,0,0,4.183,0,0,0,0,2.591,3.234,7.886,3.234,3.972,3.234,4.167,5.129,4.167,-0.041,4.007,0.555,2.833,1,1,5,5,5,2,3,1.155,0.142,1,2,1.808,5.307,7.474,1.0,1.25,1,0.0,0,6.503,10,6.503
5.495,3.265,36.022,4,2,0.308,2.802,4.055,3.105,-0.056,1,10.823,3.105,0.455,14.395,15.701,18.207,19.452,0.451,9.392,11.889,13.233,3,0.943,0,0,4.0,0,0,0,0,2.591,3.629,8.507,3.629,3.999,3.629,4.287,5.249,4.287,-0.041,4.227,0.593,3.892,2,2,10,10,5,2,2,1.112,0.162,1,2,1.919,5.257,7.474,1.0,1.069,1,0.0,0,7.898,14,7.898
5.678,2.804,0.0,1,0,0.309,2.75,3.914,3.091,-0.072,0,10.211,3.091,0.263,13.7,14.898,17.276,18.467,0.467,8.953,11.326,12.538,2,0.803,0,0,4.062,0,0,0,1,2.525,3.369,7.958,3.369,3.935,3.369,4.235,5.206,4.235,-0.05,4.007,0.552,2.833,1,1,5,5,3,1,2,1.04,0.158,1,2,1.799,4.969,7.474,1.0,1.279,2,0.0,0,6.723,10,6.723
6.387,3.481,36.022,4,2,0.32,3.206,4.349,3.069,-0.137,0,10.489,3.069,0.208,13.851,15.049,17.382,18.546,0.465,9.202,11.523,12.746,3,0.875,0,0,4.848,0,0,0,0,2.897,3.366,8.304,3.366,3.982,3.366,4.251,5.225,4.251,-0.135,4.369,0.564,3.555,1,1,5,5,5,3,4,1.133,0.167,1,4,1.795,5.314,7.474,1.0,1.172,2,0.0,0,7.132,12,7.132
7.796,3.263,18.011,3,1,0.307,2.626,3.41,2.942,-0.043,0,10.526,2.942,0.48,14.031,15.301,17.758,18.982,0.458,9.158,11.584,12.882,4,0.78,0,0,3.937,0,0,0,0,1.593,3.526,8.278,3.526,3.972,3.526,4.251,5.251,4.251,-0.044,4.205,0.558,4.025,2,2,12,12,5,2,3,1.26,0.125,1,3,1.928,5.427,7.475,1.0,1.21,1,0.0,0,7.66,14,7.66
7.638,3.531,18.011,3,1,0.317,3.047,3.976,3.233,-0.044,0,10.755,3.233,0.207,14.33,15.597,18.07,19.304,0.476,9.394,11.859,13.152,3,0.81,0,0,5.0,0,0,0,0,2.221,3.567,8.449,3.567,3.946,3.567,4.327,5.3,4.327,-0.004,4.29,0.554,3.912,1,1,6,6,3,3,4,1.248,0.142,1,4,1.847,5.574,7.475,1.0,1.283,2,0.0,0,7.857,11,7.857
8.337,3.252,36.022,3,2,0.317,2.811,3.512,3.117,-0.178,0,10.677,3.117,0.273,14.188,15.468,17.922,19.141,0.472,9.275,11.729,13.047,3,0.909,0,0,4.123,0,0,0,0,1.755,3.544,8.389,3.544,3.955,3.544,4.273,5.216,4.273,-0.181,4.205,0.57,3.401,1,1,6,6,3,2,4,1.003,0.194,1,4,1.825,5.194,7.475,1.0,1.187,1,0.0,0,6.756,10,6.756
8.699,3.533,18.011,3,1,0.315,3.159,4.035,3.233,-0.109,0,10.915,3.233,0.231,14.468,15.742,18.212,19.442,0.469,9.539,12.0,13.304,3,0.933,0,0,4.796,0,0,0,0,2.311,3.593,8.606,3.593,3.949,3.593,4.349,5.29,4.349,-0.087,4.443,0.575,3.951,1,1,6,6,3,3,5,1.084,0.194,1,5,1.81,5.448,7.475,1.0,1.175,2,0.0,0,7.924,12,7.924
6.959,3.534,18.011,3,1,0.297,3.047,3.976,3.33,-0.058,0,10.871,3.33,0.478,14.471,15.737,18.217,19.455,0.447,9.53,11.997,13.283,5,0.913,0,0,3.674,0,0,0,0,2.221,3.58,8.54,3.58,3.975,3.58,4.37,5.352,4.37,-0.016,4.443,0.585,4.043,2,2,11,11,5,3,4,1.082,0.177,1,4,1.874,5.162,7.475,1.0,1.126,2,0.0,0,7.961,16,7.961
7.187,3.26,18.011,3,1,0.314,2.54,3.322,2.972,-0.076,0,10.497,2.972,0.316,14.059,15.334,17.809,19.042,0.466,9.133,11.589,12.89,3,0.855,0,0,3.742,0,0,0,0,1.668,3.541,8.192,3.541,3.963,3.541,4.281,5.226,4.281,-0.073,4.111,0.559,2.639,1,1,6,6,3,2,3,1.026,0.172,1,3,1.799,5.173,7.475,1.0,1.222,1,0.0,0,7.017,10,7.017
6.328,3.498,18.011,4,1,0.306,3.232,4.364,3.138,-0.176,0,10.599,3.138,0.417,14.017,15.227,17.592,18.774,0.452,9.302,11.657,12.891,2,0.906,0,0,4.359,0,0,0,0,2.918,3.416,8.382,3.416,3.993,3.416,4.289,5.289,4.289,-0.167,4.369,0.576,3.951,2,2,10,10,4,3,4,1.081,0.173,1,4,1.902,5.323,7.474,1.0,1.123,2,0.0,0,7.587,15,7.587
7.337,3.533,18.011,3,1,0.294,3.047,3.976,3.448,-0.102,1,11.268,3.448,0.536,14.722,16.104,18.564,19.718,0.445,9.737,12.23,13.667,4,1.071,0,0,4.243,0,0,1,0,2.221,3.575,8.935,3.575,4.0,3.575,4.351,5.336,4.351,-0.045,4.59,0.612,4.369,3,3,15,15,4,3,4,0.972,0.217,1,4,1.993,5.309,7.475,1.0,1.01,2,0.0,0,7.963,19,7.963
5.384,2.501,0.0,0,0,0.319,0.0,0.0,3.445,-0.076,2,11.004,3.445,0.6,14.187,15.825,18.273,19.278,0.469,8.994,11.609,13.398,1,1.213,0,0,3.162,0,0,2,0,0.0,3.508,8.67,3.508,3.954,3.508,3.943,4.836,3.943,-0.071,3.526,0.607,3.219,2,2,12,12,1,0,1,0.724,0.241,0,0,2.053,4.631,6.449,0.5,1.004,0,0.0,0,5.984,9,5.984
5.215,2.521,0.0,2,0,0.319,1.45,1.845,3.449,-0.09,2,11.121,3.449,0.6,14.291,15.91,18.344,19.348,0.469,9.152,11.737,13.499,0,1.363,0,0,3.162,0,0,2,0,0.0,3.513,8.799,3.513,3.953,3.513,3.951,4.783,3.951,-0.077,3.689,0.644,3.219,2,2,12,12,0,0,3,0.582,0.288,0,1,2.053,4.321,7.428,0.5,0.93,0,0.0,0,5.984,9,5.984
5.979,3.222,0.0,4,0,0.288,2.801,3.829,3.538,0.071,3,12.047,3.538,0.778,15.688,17.179,19.818,21.082,0.441,10.308,13.0,14.584,1,1.306,0,0,3.536,0,0,3,0,2.036,3.996,9.598,3.996,4.045,3.996,4.547,5.517,4.547,0.217,4.732,0.66,5.389,5,6,28,30,2,1,5,0.876,0.263,0,5,2.154,5.291,7.433,0.5,0.895,0,168.299,1,7.468,25,7.468
5.38,3.53,18.011,3,1,0.312,3.047,3.976,3.218,-0.131,0,10.726,3.218,0.286,14.31,15.576,18.049,19.283,0.465,9.378,11.841,13.13,3,0.929,0,0,4.123,0,0,0,0,2.221,3.565,8.401,3.565,3.932,3.565,4.323,5.255,4.323,-0.101,4.29,0.58,3.135,1,1,6,6,3,3,4,0.961,0.197,1,4,1.792,5.048,7.475,1.0,1.171,2,0.0,0,7.747,11,7.747
4.721,3.523,36.022,3,2,0.316,3.016,3.954,3.124,-0.123,0,10.632,3.124,0.3,14.198,15.466,17.935,19.166,0.468,9.276,11.733,13.025,3,0.938,0,0,3.873,0,0,0,1,2.179,3.552,8.32,3.552,3.926,3.552,4.297,5.229,4.297,-0.1,4.205,0.586,2.996,1,1,6,6,3,3,4,0.907,0.199,1,4,1.808,4.85,7.475,1.0,1.107,2,0.0,0,7.022,10,7.022
7.222,3.262,18.011,3,1,0.308,2.626,3.41,2.941,-0.073,0,10.483,2.941,0.571,14.01,15.283,17.747,18.974,0.453,9.107,11.55,12.854,4,0.833,0,0,3.24,0,0,0,0,1.593,3.526,8.211,3.526,3.964,3.526,4.251,5.251,4.251,-0.085,4.111,0.571,3.871,2,2,12,12,4,2,3,1.079,0.148,1,3,1.941,5.055,7.475,1.0,1.141,1,0.0,0,7.147,13,7.147
5.854,3.304,18.011,0,1,0.317,3.516,5.63,3.481,-0.09,0,10.895,3.481,0.286,14.564,15.839,18.339,19.586,0.46,9.545,12.056,13.353,3,0.845,0,0,4.243,0,0,0,0,3.979,3.554,8.498,3.554,3.946,3.554,4.396,5.34,4.396,-0.113,4.369,0.6,3.526,1,1,6,6,3,2,3,0.975,0.18,1,3,1.782,4.915,8.516,1.0,1.101,1,0.0,0,7.916,12,7.916
6.509,3.307,18.011,3,1,0.309,2.58,3.332,3.024,-0.078,0,10.545,3.024,0.3,14.089,15.354,17.816,19.043,0.464,9.199,11.636,12.924,5,0.863,0,0,4.0,0,0,0,2,1.593,3.534,8.251,3.534,3.93,3.534,4.287,5.218,4.287,-0.064,4.205,0.586,2.833,1,1,6,6,5,2,3,0.958,0.194,1,3,1.783,4.968,7.475,1.0,1.033,1,0.0,0,7.728,11,7.728
4.602,3.251,16.405,0,1,0.325,2.051,2.567,3.517,-0.124,0,12.092,3.517,0.316,16.453,17.927,20.879,22.358,0.46,10.611,13.521,14.993,3,0.921,0,0,3.873,0,0,0,0,0.0,4.43,9.262,4.43,4.022,4.43,4.644,5.586,4.644,-0.121,4.745,0.578,2.708,1,1,6,6,3,1,4,0.976,0.17,1,2,1.788,4.932,7.718,1.0,1.17,0,0.0,0,7.832,11,7.832
6.648,3.544,18.011,3,1,0.332,3.314,4.819,3.099,-0.06,0,10.65,3.099,0.286,14.175,15.428,17.869,19.086,0.457,9.324,11.743,13.017,3,0.845,0,0,4.243,0,0,0,0,3.242,3.525,8.356,3.525,3.945,3.525,4.246,5.203,4.246,0.007,4.369,0.6,3.434,1,1,6,6,3,2,3,0.97,0.186,1,3,1.782,4.887,8.513,1.0,1.101,1,0.0,0,7.937,12,7.937
5.658,3.218,18.011,3,1,0.319,2.708,3.487,2.932,-0.121,0,10.43,2.932,0.333,13.982,15.26,17.73,18.958,0.47,9.049,11.511,12.819,3,0.917,0,0,3.464,0,0,0,0,1.593,3.525,8.134,3.525,3.943,3.525,4.246,5.185,4.246,-0.124,4.007,0.587,2.565,1,1,6,6,3,2,4,0.868,0.206,1,3,1.817,4.775,7.475,1.0,1.093,1,0.0,0,5.832,9,5.832
5.638,3.342,18.011,3,1,0.305,2.691,3.459,2.94,-0.082,0,10.956,2.94,0.286,14.792,16.14,18.787,20.109,0.467,9.546,12.156,13.52,4,0.81,0,0,3.937,0,0,0,0,1.593,3.816,8.498,3.816,3.971,3.816,4.448,5.398,4.448,-0.135,4.29,0.558,3.091,1,1,6,6,4,2,3,1.184,0.151,1,4,1.792,5.312,7.475,1.0,1.227,1,0.0,0,7.081,11,7.081
6.854,3.231,18.011,3,1,0.316,2.726,3.444,2.971,-0.147,0,10.5,2.971,0.3,14.032,15.316,17.785,19.012,0.474,9.091,11.558,12.88,3,0.925,0,0,3.742,0,0,0,0,1.593,3.534,8.215,3.534,3.95,3.534,4.262,5.204,4.262,-0.144,4.007,0.577,2.996,1,1,6,6,3,3,4,0.942,0.197,1,3,1.835,5.029,7.475,1.0,1.16,1,0.0,0,6.323,9,6.323
