pXC50,MW,nBO,SCBO,AMW,C.,H.,Me,Mi,Mp,Mv,N.,nAB,nAT,nB,nBM,nBR,nBT,nC,nCL,nCsp,nCsp2,nCsp3
5.1,372.47,31,43.0,7.76,43.8,41.7,1.003,1.127,0.684,0.657,12.5,22,48,0,23,0,51,21,0,0,19,2
5.3,459.45,36,47.0,9.189,42.0,34.0,1.046,1.159,0.671,0.682,14.0,18,50,0,20,0,53,21,0,0,18,3
5.1,465.38,35,48.5,9.308,44.0,36.0,1.015,1.127,0.727,0.7,16.0,23,50,0,24,0,53,22,2,1,18,3
5.1,360.41,28,37.0,8.191,38.6,40.9,1.026,1.154,0.652,0.643,13.6,16,44,0,17,0,46,17,0,0,12,5
6.3,401.87,31,39.0,8.372,43.8,41.7,1.019,1.118,0.682,0.66,2.1,12,48,0,14,0,51,21,1,0,15,6
5.1,374.46,27,38.0,8.51,38.6,40.9,1.022,1.129,0.678,0.655,9.1,12,44,0,16,0,45,17,0,1,12,4
5.0,401.87,31,39.0,8.372,43.8,41.7,1.019,1.118,0.682,0.66,2.1,12,48,0,14,0,51,21,1,0,15,6
5.0,384.42,33,45.5,8.543,48.9,35.6,1.015,1.114,0.71,0.698,8.9,23,45,0,24,0,49,22,0,0,21,1
5.1,304.16,20,28.0,10.863,46.4,35.7,1.014,1.115,0.745,0.711,10.7,16,28,0,16,1,30,13,0,0,12,1
5.0,382.28,27,34.5,9.102,38.1,40.5,1.024,1.136,0.69,0.664,11.9,11,42,0,13,0,44,16,2,0,11,5
7.387,641.67,48,61.5,8.333,41.6,44.2,1.008,1.121,0.693,0.652,5.2,17,77,0,22,0,82,32,2,0,20,12
6.0,468.99,36,46.0,8.086,39.7,43.1,1.013,1.133,0.67,0.644,10.3,18,58,0,19,0,61,23,1,0,17,6
5.1,270.73,21,29.0,9.024,50.0,36.7,1.009,1.108,0.738,0.707,6.7,12,30,0,14,0,32,15,1,0,15,0
5.0,532.64,43,56.0,7.833,39.7,42.6,1.015,1.14,0.658,0.64,11.8,22,68,0,24,0,72,27,0,0,20,7
5.1,282.67,21,27.5,10.469,44.4,29.6,1.058,1.132,0.712,0.722,7.4,11,27,0,12,0,29,12,1,0,10,2
5.1,478.48,36,47.5,9.57,44.0,34.0,1.048,1.134,0.692,0.694,4.0,21,50,0,22,0,53,22,0,0,18,4
5.1,470.51,37,47.0,8.255,38.6,40.4,1.03,1.142,0.651,0.646,10.5,18,57,0,19,0,60,22,0,0,16,6
5.0,437.58,34,47.0,8.103,38.9,42.6,1.009,1.132,0.679,0.648,13.0,22,54,0,24,0,57,21,0,0,17,4
5.1,417.44,32,43.5,9.708,46.5,32.6,1.041,1.134,0.714,0.71,7.0,21,43,0,22,0,46,20,0,0,18,2
5.5,430.98,31,42.5,10.023,41.9,34.9,1.019,1.118,0.755,0.713,14.0,21,43,0,22,0,46,18,1,0,16,2
5.1,368.51,29,37.5,8.011,39.1,43.5,1.004,1.131,0.684,0.646,13.0,17,46,0,17,0,49,18,0,0,13,5
5.6,518.96,41,55.0,9.105,47.4,35.1,1.026,1.12,0.71,0.7,7.0,24,57,0,26,0,61,27,1,0,24,3
5.0,469.59,38,51.5,7.574,43.5,43.5,1.003,1.124,0.674,0.646,8.1,23,62,0,25,0,65,27,0,0,22,5
5.8,457.63,37,49.0,7.04,41.5,47.7,0.995,1.128,0.659,0.621,7.7,16,65,0,19,0,68,27,0,1,15,11
5.05,450.56,37,47.5,7.509,41.7,45.0,1.008,1.132,0.658,0.632,6.7,21,60,0,21,0,64,25,0,0,16,9
5.1,280.33,23,32.0,8.245,47.1,38.2,1.01,1.13,0.699,0.679,11.8,18,34,0,18,0,36,16,0,0,16,0
5.0,425.55,34,43.5,7.337,36.2,46.6,1.009,1.143,0.638,0.613,12.1,15,58,0,16,0,61,21,0,2,8,11
5.7,437.23,26,36.5,14.104,48.4,25.8,1.035,1.097,0.838,0.784,9.7,21,31,0,21,0,34,15,0,0,15,0
5.1,438.54,37,51.5,7.973,43.6,40.0,1.006,1.129,0.688,0.665,14.5,27,55,0,28,0,59,24,0,0,22,2
5.2,293.3,25,36.0,8.888,48.5,33.3,1.025,1.115,0.71,0.707,9.1,16,33,0,19,0,36,16,0,0,15,1
5.319,614.29,46,57.0,7.491,36.6,48.8,1.001,1.135,0.657,0.613,8.5,18,82,0,20,0,86,30,1,0,16,14
5.1,322.42,26,36.5,8.714,45.9,37.8,1.006,1.113,0.728,0.692,10.8,21,37,0,21,0,40,17,0,0,16,1
5.0,521.74,42,50.0,6.776,36.4,50.6,0.998,1.14,0.631,0.594,9.1,12,77,0,14,0,81,28,0,0,12,16
5.1,477.5,36,47.5,9.363,43.1,35.3,1.043,1.137,0.689,0.686,5.9,21,51,0,22,0,54,22,0,0,18,4
6.5,415.54,34,46.0,7.42,42.9,44.6,1.0,1.126,0.671,0.639,8.9,16,56,0,19,0,59,24,0,1,15,8
5.0,513.71,40,52.0,8.286,37.1,43.5,1.011,1.131,0.682,0.644,11.3,20,62,0,22,0,67,23,0,0,13,10
5.3,392.48,33,43.0,7.85,42.0,42.0,1.01,1.137,0.67,0.649,12.0,16,50,0,18,0,54,21,0,0,16,5
5.6,354.51,28,36.0,6.817,36.5,50.0,0.996,1.141,0.637,0.598,11.5,16,52,0,16,0,54,19,0,0,11,8
5.0,334.41,28,37.5,7.777,44.2,41.9,1.006,1.124,0.681,0.656,9.3,17,43,0,18,0,46,19,0,0,15,4
5.1,288.33,25,36.0,8.48,50.0,35.3,1.008,1.114,0.721,0.703,11.8,16,34,0,19,0,37,17,0,0,17,0
6.602,398.53,31,39.5,7.117,39.3,48.2,1.003,1.138,0.643,0.611,7.1,11,56,0,14,0,58,22,0,0,14,8
5.1,275.34,24,35.0,8.098,47.1,38.2,1.001,1.122,0.708,0.683,14.7,20,34,0,21,0,37,16,0,0,16,0
5.8,281.34,24,31.5,7.815,44.4,41.7,1.007,1.122,0.68,0.657,8.3,11,36,0,13,0,39,16,0,0,12,4
5.05,393.48,31,41.5,7.567,42.3,44.2,1.009,1.125,0.662,0.638,5.8,17,52,0,18,0,54,22,0,2,14,6
5.05,581.11,44,60.0,8.805,43.9,39.4,1.019,1.121,0.703,0.677,6.1,28,66,0,30,0,70,29,1,0,24,5
5.0,518.46,41,54.5,9.782,45.3,30.2,1.058,1.161,0.683,0.705,11.3,27,53,0,27,0,57,24,0,0,21,3
6.1,333.33,27,39.5,9.259,47.2,30.6,1.032,1.121,0.713,0.718,13.9,17,36,0,20,0,38,17,0,1,16,0
5.1,438.53,38,51.5,7.973,45.5,40.0,1.006,1.122,0.692,0.669,10.9,21,55,0,24,0,60,25,0,0,20,5
5.1,464.66,37,46.5,7.617,37.7,45.9,1.001,1.136,0.668,0.629,13.1,17,61,0,18,0,65,23,0,0,14,9
5.0,373.5,31,41.0,7.324,43.1,45.1,0.996,1.126,0.673,0.638,9.8,18,51,0,19,0,54,22,0,0,17,5
5.05,348.39,30,40.5,8.295,45.2,38.1,1.016,1.122,0.689,0.676,9.5,21,42,0,21,0,46,19,0,0,15,4
5.0,529.63,41,51.0,7.789,38.2,44.1,1.02,1.152,0.642,0.626,10.3,18,68,0,19,0,71,26,0,0,17,9
5.0,560.74,45,58.5,7.788,40.3,44.4,1.007,1.127,0.672,0.639,8.3,25,72,0,26,0,77,29,0,0,19,10
5.2,271.13,18,25.0,13.557,50.0,20.0,1.051,1.092,0.868,0.833,10.0,10,20,0,12,0,22,10,2,0,10,0
5.7,439.59,37,52.0,8.294,45.3,39.6,1.0,1.119,0.717,0.68,13.2,30,53,0,30,0,58,24,0,0,21,3
5.745,450.38,33,41.5,8.661,40.4,42.3,1.016,1.136,0.688,0.656,9.6,17,52,0,17,0,55,21,2,0,14,7
5.0,467.97,35,47.5,8.357,42.9,41.1,1.015,1.131,0.685,0.661,8.9,17,56,0,20,0,58,24,1,1,18,5
5.0,366.83,29,40.5,8.947,46.3,36.6,1.017,1.118,0.716,0.695,9.8,21,41,0,22,0,44,19,1,0,17,2
5.1,220.24,20,29.0,8.81,56.0,32.0,1.007,1.098,0.75,0.734,8.0,16,25,0,17,0,28,14,0,0,14,0
5.2,326.45,26,34.0,7.097,37.0,47.8,1.0,1.142,0.643,0.61,13.0,16,46,0,16,0,48,17,0,0,11,6
6.442,210.25,18,25.5,8.087,50.0,38.5,1.003,1.11,0.712,0.687,7.7,11,26,0,13,0,28,13,0,0,13,0
5.461,468.6,40,53.0,7.438,44.4,44.4,1.0,1.121,0.675,0.644,6.3,20,63,0,23,0,68,28,0,0,20,8
5.05,446.95,34,42.5,8.126,40.0,43.6,1.017,1.136,0.665,0.641,7.3,17,55,0,17,0,58,22,1,0,14,8
5.05,493.67,41,54.0,7.26,42.6,45.6,0.995,1.128,0.671,0.635,10.3,24,68,0,25,0,72,29,0,0,22,7
5.1,353.44,29,37.5,7.683,41.3,43.5,1.009,1.138,0.663,0.64,10.9,17,46,0,17,0,49,19,0,0,13,6
