pXC50,nPyrroles,SaaNH,Chi0_EA.dm.,SpMax2_Bh.i.,Chi1_EA.dm.,SpMin4_Bh.v.,P_VSA_LogP_6,NaaNH,SpMin4_Bh.p.,SpMax2_Bh.e.,SpMax1_Bh.e.,CATS2D_06_DL,Hy,D.Dtr09,H.050,nHDon,GMTI,N.073,SpMin3_Bh.v.,IC5,Eta_beta,C.025,SpMax1_Bh.p.,P_VSA_e_3,SaaaC,SpMax6_Bh.m.,Eig07_AEA.bo.,ATSC5p,SpMin3_Bh.p.,Eig07_EA.bo.,CATS2D_02_DL,XMOD,SpMax8_Bh.p.,X2sol,SpMin7_Bh.s.,SpMax8_Bh.m.,ATSC5m,Eig09_EA.ed.,SM04_AEA.ri.,SpMin7_Bh.m.,C.034,piPC09,piPC06,piPC07,ATS5i,CATS2D_04_DD,SpMAD_EA.ri.,piPC08,GATS4p,AAC,AECC,ALOGP,ALOGP2,AMR,AMW,ARR,ATS1e,ATS1i,ATS1m,ATS1p,ATS1s,ATS1v,ATS2e,ATS2i,ATS2m,ATS2p,ATS2s,ATS2v,ATS3e
5.4,0,0.0,19.34,3.977,26.901,1.56,6.604,0,1.627,3.946,4.094,5,1.73,136.926,4,4,13182.0,0,1.897,5.083,43.5,3,3.964,122.086,0.723,3.175,3.36,6.169,1.929,2.594,5,92.055,2.707,11.982,0.218,2.743,18.142,3.974,3.974,1.181,0,7.594,6.52,6.949,4.781,0,1.438,7.353,1.098,1.913,12.767,3.139,9.855,102.662,9.637,0.667,3.932,4.037,3.683,3.427,5.279,3.486,4.412,4.532,4.133,3.794,6.201,3.846,4.569
5.1,0,2.832,34.329,3.985,51.895,1.809,22.373,1,1.82,3.943,4.079,3,1.525,0.0,4,4,24809.0,2,1.959,5.786,47.5,1,3.972,106.043,1.513,3.361,3.34,12.191,1.951,2.466,7,114.505,3.124,15.003,0.549,3.108,39.939,4.417,4.417,1.524,1,7.598,6.418,6.796,5.377,1,1.365,7.218,1.057,1.681,17.459,3.771,14.22,139.919,7.577,0.55,4.307,4.435,3.872,3.771,5.458,3.774,4.827,5.009,4.192,4.127,5.96,4.108,5.066
5.4,0,2.81,14.885,3.954,20.83,1.694,4.276,1,1.746,3.915,4.129,8,2.52,111.663,5,5,9050.0,1,1.88,4.961,39.5,3,4.046,102.245,1.722,2.921,2.969,7.025,1.875,2.178,6,78.812,2.735,11.348,0.218,2.687,19.692,2.803,2.803,1.181,0,7.507,6.395,6.86,4.763,0,1.459,7.302,1.112,1.53,11.269,3.2,10.241,101.347,7.987,0.759,3.883,4.011,3.507,3.465,5.087,3.458,4.325,4.464,3.855,3.846,5.53,3.812,4.569
5.5,0,2.922,17.311,3.973,24.218,1.64,8.748,1,1.694,3.936,4.134,9,2.474,117.778,5,5,9969.0,1,1.897,5.203,40.0,4,4.049,102.245,1.792,2.985,3.168,7.716,1.896,2.384,7,81.175,2.735,11.982,0.273,2.722,22.617,2.803,2.803,1.249,1,7.515,6.439,6.868,4.873,0,1.466,7.317,1.11,1.511,11.37,3.964,15.712,107.698,7.771,0.733,3.94,4.071,3.542,3.519,5.124,3.505,4.396,4.547,3.898,3.904,5.574,3.865,4.626
5.8,0,0.0,34.392,3.991,40.97,1.932,9.287,0,1.927,3.965,4.138,3,0.796,195.479,3,3,37755.0,1,1.972,5.604,57.0,1,3.981,128.696,1.439,3.372,3.513,13.166,1.977,2.732,3,131.328,3.05,18.21,0.825,3.153,41.028,5.498,5.498,1.555,1,8.067,6.827,7.279,5.424,0,1.402,7.742,1.131,1.674,18.643,3.394,11.52,155.448,7.926,0.574,4.413,4.524,4.034,3.874,5.571,3.895,4.938,5.1,4.382,4.243,6.058,4.253,5.146
5.316,0,0.0,25.678,3.973,48.681,1.822,4.227,0,1.817,3.944,4.02,6,0.876,0.0,3,3,14340.0,1,1.91,4.798,44.0,2,3.938,101.938,0.0,3.006,3.219,8.283,1.92,2.505,2,92.506,2.735,14.36,0.469,2.687,22.193,4.264,4.264,1.417,0,7.589,6.337,6.775,4.905,0,1.442,7.174,0.836,1.583,13.387,3.042,9.255,120.1,7.821,0.529,4.079,4.195,3.678,3.617,5.29,3.614,4.527,4.697,4.025,3.943,5.716,3.93,4.75
7.921,0,0.0,38.55,3.97,58.221,1.857,4.227,0,1.849,3.928,4.033,7,0.832,0.0,3,3,19356.0,1,1.96,5.23,37.5,1,3.917,90.728,0.0,3.442,2.974,11.476,1.976,2.01,6,101.886,2.941,14.161,0.825,2.955,38.18,3.793,3.793,1.513,0,6.786,5.832,6.158,5.363,2,1.381,6.49,1.039,1.49,15.121,3.612,13.043,131.813,6.726,0.324,4.298,4.437,3.786,3.784,5.244,3.756,4.867,5.072,4.047,4.143,5.779,4.069,5.111
7.699,0,0.0,31.258,3.968,48.359,1.782,15.998,0,1.799,3.909,4.026,5,0.981,0.0,3,3,10544.0,2,1.836,5.148,31.0,1,3.902,106.043,0.0,3.147,2.97,6.967,1.83,1.971,4,83.027,2.65,11.767,0.596,2.773,27.881,3.042,3.042,1.426,0,6.458,5.521,5.861,5.032,2,1.386,6.168,0.985,1.519,12.37,2.412,5.815,106.894,6.843,0.367,4.088,4.239,3.588,3.55,5.078,3.528,4.63,4.85,3.832,3.887,5.58,3.818,4.83
5.0,1,3.094,16.291,3.952,21.804,1.692,14.099,1,1.696,3.895,4.1,1,-0.241,88.881,1,1,5072.0,1,1.73,5.019,29.0,1,3.952,87.665,1.783,3.067,2.703,9.981,1.742,1.708,2,70.171,2.558,9.789,0.593,2.703,31.822,2.222,2.222,1.421,0,6.31,5.842,6.175,5.183,0,1.426,6.484,1.027,1.567,8.696,1.372,1.883,87.831,7.266,0.4,3.858,3.998,3.408,3.334,4.964,3.324,4.432,4.643,3.762,3.746,5.408,3.709,4.697
5.4,0,0.0,28.96,3.898,38.343,1.794,11.418,0,1.799,3.867,3.969,6,1.694,0.0,4,4,12885.0,0,1.87,5.496,40.75,0,3.858,100.652,0.0,3.299,3.206,10.401,1.864,2.189,1,102.763,2.786,13.72,0.408,3.079,34.107,3.59,3.59,1.274,0,6.426,5.997,6.173,5.138,0,1.311,6.384,0.891,1.835,12.5,2.09,4.366,112.761,8.591,0.353,4.116,4.211,3.77,3.545,5.347,3.58,4.64,4.779,4.117,3.894,5.861,3.906,4.927
5.15,0,2.896,17.267,3.979,22.095,1.64,23.708,1,1.694,3.946,4.134,9,2.467,123.126,5,5,10812.0,1,1.896,5.203,40.75,4,4.049,102.245,1.715,3.048,3.342,7.743,1.896,2.608,6,84.505,2.735,11.982,0.273,2.723,22.441,3.599,3.599,1.249,1,7.533,6.466,6.88,4.882,0,1.461,7.326,1.107,1.634,11.429,4.169,17.383,107.914,8.162,0.71,3.95,4.077,3.584,3.517,5.182,3.516,4.409,4.555,3.957,3.901,5.658,3.881,4.647
5.4,0,0.0,27.729,3.91,35.511,1.76,11.418,0,1.754,3.873,3.984,7,0.966,0.0,3,3,10659.0,0,1.884,5.393,38.5,1,3.899,100.652,0.0,3.291,3.061,10.562,1.87,2.181,2,95.914,2.786,12.771,0.405,3.068,35.401,3.012,3.012,1.251,0,6.344,5.974,6.141,5.148,0,1.325,6.336,1.043,1.774,11.667,3.329,11.082,110.214,8.306,0.375,4.06,4.167,3.698,3.54,5.244,3.549,4.593,4.751,4.037,3.904,5.755,3.88,4.877
5.2,0,0.0,27.564,3.924,35.931,1.822,11.418,0,1.783,3.895,4.035,4,1.036,0.0,3,3,11466.0,0,1.905,5.309,43.0,0,3.978,117.057,0.0,3.299,3.207,10.517,1.875,2.199,2,106.734,2.786,15.776,0.307,3.072,32.323,3.584,3.584,1.206,0,6.523,6.048,6.277,5.101,0,1.352,6.496,0.955,1.986,11.226,2.54,6.45,112.878,9.339,0.364,4.044,4.134,3.908,3.548,5.237,3.551,4.582,4.716,4.172,3.886,5.993,3.88,4.85
5.3,1,3.292,7.745,3.829,6.909,1.316,5.513,1,1.306,3.784,4.07,2,0.451,53.459,2,2,2021.0,1,1.556,4.31,22.25,2,3.958,51.582,0.0,2.602,2.419,4.039,1.578,1.384,6,49.0,1.975,6.962,0.0,2.106,11.374,-0.693,-0.693,0.777,2,6.547,5.715,6.039,4.157,1,1.471,6.33,1.093,1.576,6.438,0.871,0.758,60.132,7.899,0.611,3.432,3.554,3.058,3.001,4.568,2.997,3.937,4.094,3.406,3.396,5.062,3.367,4.155
5.2,1,3.384,7.745,4.057,6.909,1.609,5.513,1,1.615,4.024,4.115,3,0.213,95.423,2,2,8827.0,1,1.938,5.297,38.75,4,4.035,68.367,2.055,2.995,3.106,7.489,1.941,2.328,6,79.004,2.73,11.628,0.244,2.701,18.632,3.114,3.114,1.209,2,8.106,6.681,7.161,4.714,1,1.493,7.634,1.012,1.482,10.231,3.004,9.023,98.818,8.105,0.733,3.871,3.981,3.527,3.504,5.01,3.492,4.373,4.513,3.905,3.915,5.499,3.885,4.622
5.2,1,3.291,9.373,3.962,7.571,1.54,20.474,1,1.56,3.931,4.088,3,0.278,84.713,2,2,5771.0,1,1.871,5.101,32.5,3,3.988,51.582,0.0,2.867,2.853,6.521,1.867,1.997,6,70.082,2.577,9.648,0.155,2.622,16.544,2.653,2.653,1.11,2,7.511,6.272,6.699,4.576,1,1.474,7.124,1.018,1.612,8.783,3.023,9.139,85.113,8.307,0.654,3.743,3.852,3.405,3.352,4.929,3.349,4.246,4.385,3.783,3.75,5.446,3.73,4.501
5.0,0,0.0,10.638,3.882,9.826,1.488,4.227,0,1.52,3.852,4.091,6,3.468,0.0,6,6,6983.0,0,1.923,4.772,41.5,2,3.982,132.936,0.554,2.846,3.269,5.438,1.937,2.538,4,78.413,2.724,11.841,0.106,2.757,15.109,3.058,3.058,1.138,0,8.391,6.84,7.373,4.674,1,1.446,7.9,0.956,1.675,7.885,2.637,6.954,95.202,8.659,0.793,3.843,3.954,3.515,3.384,5.164,3.411,4.25,4.376,3.905,3.754,5.605,3.767,4.496
7.31,2,0.0,22.317,4.043,33.429,1.786,20.348,0,1.791,4.016,4.369,13,0.802,238.345,3,3,12383.0,2,2.024,5.482,42.75,6,4.288,21.809,7.694,3.208,3.523,17.22,2.024,2.849,3,99.877,2.902,15.933,0.568,2.958,41.505,5.578,5.578,1.427,4,9.884,7.937,8.655,5.532,0,1.568,9.327,0.932,1.547,7.727,3.097,9.588,120.91,8.139,0.6,4.166,4.257,3.825,3.754,5.256,3.76,4.761,4.88,4.355,4.261,5.837,4.266,5.105
7.678,2,0.0,30.079,4.046,44.101,2.003,20.348,0,1.999,4.019,4.367,4,-0.438,428.391,1,1,26543.0,2,2.005,5.775,56.75,7,4.287,24.933,8.149,3.429,3.73,23.293,2.019,3.062,2,130.7,3.132,19.933,0.769,3.228,59.91,7.135,7.135,1.603,4,9.897,7.968,8.673,5.865,0,1.539,9.34,0.968,1.495,10.884,5.28,27.873,161.613,7.818,0.588,4.432,4.533,4.067,4.023,5.496,4.016,5.025,5.167,4.544,4.493,6.056,4.483,5.333
5.2,0,0.0,16.513,3.953,22.779,1.562,34.081,0,1.595,3.921,4.105,5,1.698,118.128,4,4,10041.0,0,1.914,5.154,40.25,3,4.112,85.704,2.015,3.011,3.165,8.574,1.913,2.381,5,86.128,2.733,11.899,0.159,2.757,23.318,2.689,2.689,1.181,1,7.561,6.463,6.868,4.731,0,1.422,7.339,1.142,1.748,11.852,3.751,14.066,105.985,9.011,0.733,3.867,3.973,3.631,3.514,5.115,3.489,4.311,4.429,4.002,3.896,5.607,3.846,4.547
6.2,1,3.094,16.291,3.952,21.804,1.692,14.099,1,1.696,3.895,4.1,1,-0.241,88.881,1,1,5072.0,1,1.73,5.019,29.0,1,3.952,87.665,1.783,3.067,2.703,9.981,1.742,1.708,2,70.171,2.558,9.789,0.593,2.703,31.822,2.222,2.222,1.421,0,6.31,5.842,6.175,5.183,0,1.426,6.484,1.027,1.567,8.696,1.372,1.883,87.831,7.266,0.4,3.858,3.998,3.408,3.334,4.964,3.324,4.432,4.643,3.762,3.746,5.408,3.709,4.697
6.0,0,0.0,23.408,3.925,42.894,1.361,4.227,0,1.429,3.898,3.982,5,1.819,0.0,4,4,6448.0,2,1.851,5.248,36.75,1,3.879,69.593,0.0,2.88,2.861,5.049,1.864,2.015,8,73.096,2.49,10.46,0.137,2.563,16.541,2.558,2.558,1.132,0,6.859,5.821,6.111,4.576,3,1.4,6.534,1.035,1.681,9.667,3.549,12.593,88.407,8.483,0.692,3.77,3.873,3.421,3.296,5.077,3.318,4.178,4.301,3.759,3.63,5.594,3.631,4.425
6.7,0,2.813,21.251,3.989,40.027,1.651,15.998,1,1.698,3.955,4.095,5,1.773,106.35,4,4,8730.0,3,1.857,5.322,40.0,2,3.984,102.919,1.844,2.957,3.034,5.485,1.871,2.301,7,79.908,2.624,11.453,0.204,2.687,17.658,2.622,2.622,1.163,0,7.284,6.286,6.678,4.66,2,1.429,7.107,1.115,1.675,10.462,3.597,12.938,96.478,8.659,0.759,3.84,3.955,3.525,3.376,5.114,3.401,4.271,4.403,3.875,3.738,5.634,3.744,4.479
5.2,0,0.0,22.364,3.944,32.577,1.707,4.227,0,1.71,3.902,4.004,2,1.733,0.0,4,4,10104.0,0,1.964,5.162,34.25,1,3.881,108.16,0.0,3.29,2.916,9.043,1.972,2.087,3,88.576,2.835,12.189,0.567,2.924,34.788,2.769,2.769,1.433,0,6.409,5.646,5.81,5.163,1,1.381,5.97,0.991,1.684,12.107,3.864,14.93,113.914,7.641,0.4,4.062,4.201,3.635,3.555,5.166,3.529,4.614,4.801,3.979,3.977,5.745,3.907,4.937
5.15,0,0.0,25.914,3.934,33.11,1.646,17.288,0,1.661,3.887,4.081,0,-0.316,0.0,1,1,12191.0,1,1.941,5.171,37.5,1,3.98,100.66,1.424,3.183,3.116,10.733,1.94,2.242,2,100.45,2.873,13.396,0.541,2.882,35.628,3.629,3.629,1.425,0,7.715,6.448,6.827,5.149,0,1.365,7.277,0.948,1.715,12.633,5.087,25.882,118.666,8.804,0.515,4.096,4.21,3.809,3.624,5.183,3.608,4.654,4.831,4.207,4.022,5.692,3.985,4.896
5.188,0,0.0,32.403,3.91,46.934,1.703,12.777,0,1.704,3.871,3.982,4,0.977,0.0,3,3,14194.0,0,1.854,5.444,45.25,0,3.893,135.448,0.0,3.282,3.205,10.368,1.839,2.225,2,106.808,2.84,14.613,0.297,3.048,30.436,3.481,3.481,1.305,1,6.731,6.074,6.29,5.085,0,1.324,6.57,0.935,1.926,12.563,2.839,8.06,121.278,9.439,0.486,4.052,4.153,3.843,3.593,5.274,3.596,4.558,4.697,4.204,3.951,5.77,3.93,4.79
5.6,0,3.144,23.097,3.903,28.072,1.643,2.757,1,1.644,3.871,4.125,1,-0.336,97.75,1,1,12630.0,1,1.943,5.124,39.0,4,4.042,84.295,0.0,3.111,3.104,9.892,1.942,2.182,2,90.121,2.861,12.532,0.347,2.866,29.947,3.094,3.094,1.359,1,7.9,6.554,7.068,5.091,0,1.427,7.484,1.173,1.565,13.379,3.142,9.873,109.968,7.75,0.515,4.041,4.152,3.658,3.585,5.141,3.583,4.601,4.763,4.002,3.989,5.609,3.971,4.806
5.0,0,0.0,12.293,3.786,14.709,1.645,7.229,0,1.645,3.743,4.201,1,1.148,51.709,3,3,2834.0,1,1.745,4.739,25.5,1,4.062,85.765,2.895,2.77,2.353,5.178,1.727,1.329,0,57.386,2.359,8.276,0.162,2.411,16.879,0.647,0.647,1.191,2,7.911,6.693,7.17,4.568,0,1.428,7.636,0.908,1.437,7.316,1.761,3.1,76.664,7.093,0.714,3.69,3.839,3.224,3.19,4.767,3.172,4.205,4.411,3.589,3.567,5.202,3.531,4.386
5.3,0,0.0,30.806,3.934,38.283,1.779,39.011,0,1.751,3.878,3.97,2,1.694,0.0,4,4,15582.0,0,1.793,4.995,34.75,2,3.894,132.973,0.0,3.333,3.232,10.691,1.809,2.481,3,111.003,2.783,14.119,0.59,3.041,36.829,3.367,3.367,1.389,0,6.309,5.659,5.688,5.06,1,1.353,5.974,0.915,1.971,14.594,3.593,12.91,122.946,9.508,0.324,4.133,4.25,3.922,3.639,5.295,3.622,4.685,4.857,4.319,4.032,5.896,3.98,4.939
5.0,0,0.0,30.805,4.02,46.278,1.78,13.67,0,1.796,3.979,4.066,2,0.187,0.0,2,2,25702.0,2,1.982,5.697,56.75,4,3.952,105.063,0.0,3.407,3.687,10.502,1.98,3.079,5,117.947,2.895,16.067,0.521,2.959,29.88,4.537,4.537,1.466,0,7.777,6.641,7.065,5.216,0,1.439,7.408,1.021,1.716,14.769,5.084,25.849,140.252,8.681,0.674,4.236,4.35,3.921,3.781,5.478,3.8,4.739,4.893,4.349,4.15,6.333,4.161,4.908
5.2,0,0.0,14.422,3.897,11.476,1.605,22.103,0,1.627,3.86,4.088,0,-0.309,0.0,1,1,7997.0,1,1.897,4.903,34.75,1,3.962,52.256,0.0,2.989,2.93,9.087,1.919,2.036,2,83.326,2.735,11.101,0.38,2.764,26.039,2.734,2.734,1.301,1,7.573,6.353,6.785,5.02,0,1.41,7.211,0.841,1.654,9.037,3.661,13.404,99.287,7.676,0.567,3.988,4.101,3.58,3.499,5.12,3.499,4.538,4.705,3.946,3.899,5.65,3.876,4.797
5.1,0,0.0,25.112,3.954,35.76,1.828,31.819,0,1.829,3.928,4.08,2,0.206,0.0,2,2,16087.0,1,1.951,5.247,49.75,5,4.006,68.367,0.0,3.243,3.423,9.09,1.954,2.74,3,106.198,2.796,14.657,0.225,2.913,18.749,5.104,5.104,1.181,0,8.176,6.788,7.244,4.98,0,1.436,7.716,0.896,1.805,12.382,6.167,38.036,123.999,9.732,0.632,4.038,4.122,3.816,3.667,5.347,3.681,4.508,4.617,4.228,4.057,5.92,4.061,4.792
5.2,0,0.0,21.215,3.928,29.606,1.54,4.276,0,1.534,3.907,3.958,2,0.519,0.0,2,2,4665.0,0,1.715,4.537,29.5,1,3.864,58.477,0.0,2.77,2.5,4.864,1.758,1.5,2,69.469,2.308,9.565,0.0,2.596,15.616,1.566,1.566,0.976,0,5.232,5.295,5.211,4.357,0,1.351,5.189,0.992,1.952,10.857,1.53,2.339,76.993,9.344,0.5,3.636,3.733,3.423,3.13,4.951,3.133,4.092,4.221,3.793,3.45,5.551,3.439,4.193
5.2,0,0.0,23.925,3.984,32.402,1.678,16.427,0,1.698,3.956,4.125,3,0.257,122.698,2,2,14015.0,2,1.882,5.319,47.75,3,3.977,107.629,1.449,3.206,3.05,8.035,1.896,2.324,5,95.868,2.735,13.568,0.226,2.783,21.906,3.588,3.588,1.261,0,7.964,6.684,7.149,4.915,0,1.458,7.608,0.924,1.642,12.29,3.89,15.134,116.248,8.572,0.771,4.021,4.133,3.714,3.563,5.261,3.583,4.478,4.621,4.067,3.928,5.693,3.936,4.656
6.5,0,0.0,29.567,3.966,44.48,1.766,8.932,0,1.762,3.932,4.013,7,2.438,0.0,5,5,15734.0,0,1.924,5.269,45.25,2,3.912,137.286,0.0,3.243,3.313,8.089,1.955,2.558,5,97.454,2.735,12.754,0.246,2.78,24.625,4.101,4.101,1.204,0,7.213,6.236,6.566,5.02,1,1.404,6.865,1.123,1.81,13.531,3.338,11.142,115.957,8.829,0.514,4.051,4.176,3.734,3.546,5.314,3.582,4.56,4.712,4.173,3.918,6.239,3.938,4.795
5.2,0,2.791,3.162,3.89,2.5,1.668,0.0,1,1.734,3.853,4.127,8,1.024,77.379,3,3,4530.0,1,1.78,4.558,34.25,4,4.026,99.549,1.33,2.688,2.675,5.124,1.791,1.759,2,67.165,2.624,9.507,0.176,2.687,13.376,2.136,2.136,1.146,0,8.003,6.655,7.203,4.534,0,1.479,7.682,0.923,1.438,7.136,3.032,9.191,85.894,8.21,0.88,3.694,3.819,3.357,3.312,4.911,3.302,4.126,4.263,3.699,3.693,5.277,3.665,4.338
5.0,0,0.0,26.546,3.929,34.768,1.563,4.227,0,1.558,3.901,3.998,2,1.698,0.0,4,4,9435.0,0,1.883,5.094,38.0,3,3.908,99.365,0.0,3.007,2.919,9.309,1.906,2.058,1,83.083,2.735,11.371,0.374,2.787,27.512,2.275,2.275,1.337,0,6.857,5.858,6.062,5.007,1,1.371,6.445,1.178,1.588,12.778,3.127,9.779,106.122,7.479,0.621,3.994,4.11,3.552,3.474,5.177,3.477,4.473,4.635,3.859,3.811,5.61,3.797,4.61
5.2,0,0.0,17.267,3.972,22.095,1.575,21.564,0,1.609,3.941,4.078,6,1.733,123.493,4,4,10888.0,0,1.886,5.083,41.5,3,4.025,117.466,1.421,3.052,3.351,7.731,1.903,2.598,4,89.5,2.735,12.533,0.218,2.753,23.08,3.598,3.598,1.181,0,7.578,6.489,6.88,4.744,0,1.43,7.348,1.086,1.826,11.929,3.447,11.88,108.389,9.174,0.71,3.901,4.013,3.681,3.492,5.169,3.488,4.349,4.487,4.054,3.866,5.652,3.844,4.551
5.6,0,0.0,20.842,3.947,27.457,1.594,11.44,0,1.641,3.917,4.123,7,1.663,126.729,4,4,11755.0,0,1.88,5.203,42.25,3,4.032,134.469,1.19,3.308,3.169,8.974,1.884,2.385,5,96.808,2.771,13.517,0.218,2.792,27.628,3.805,3.805,1.181,1,7.682,6.579,7.0,4.88,0,1.422,7.43,1.071,1.731,12.483,4.22,17.806,114.497,9.855,0.688,3.963,4.063,3.762,3.541,5.198,3.54,4.415,4.535,4.167,3.921,5.643,3.9,4.62
5.2,0,0.0,19.564,3.952,26.323,1.577,11.44,0,1.627,3.93,4.118,6,1.663,131.818,4,4,12131.0,0,1.879,5.203,42.5,3,4.032,88.515,1.391,3.228,3.274,8.719,1.879,2.498,5,91.612,2.79,13.04,0.218,2.895,26.824,3.699,3.699,1.181,1,7.53,6.5,6.918,4.873,0,1.428,7.339,1.135,1.731,12.759,4.136,17.104,111.679,8.888,0.688,3.964,4.064,3.672,3.526,5.211,3.534,4.417,4.537,4.045,3.901,5.661,3.892,4.623
5.2,0,0.0,17.439,3.89,20.662,1.566,19.616,0,1.593,3.85,4.085,1,1.005,0.0,3,3,6559.0,1,1.903,4.778,33.75,1,3.958,103.164,0.0,2.88,2.684,7.964,1.922,1.766,2,76.831,2.735,10.31,0.252,2.687,23.464,2.465,2.465,1.243,1,7.5,6.308,6.728,4.938,0,1.425,7.155,0.953,1.567,8.48,1.884,3.551,94.999,7.692,0.607,3.906,4.044,3.503,3.422,5.036,3.42,4.437,4.622,3.865,3.823,5.551,3.796,4.704
5.15,0,3.333,3.784,3.895,1.825,1.528,17.717,1,1.563,3.872,4.088,0,0.233,0.0,2,2,6899.0,1,1.925,4.67,38.5,3,3.986,50.357,0.0,2.768,2.872,6.323,1.923,2.038,4,75.981,2.735,10.375,0.218,2.687,16.154,2.275,2.275,1.181,1,7.93,6.506,6.979,4.651,0,1.448,7.462,0.935,1.58,9.16,4.187,17.527,93.158,8.497,0.821,3.793,3.892,3.47,3.418,5.047,3.416,4.233,4.354,3.825,3.783,5.498,3.769,4.469
5.0,0,0.0,34.549,3.936,46.674,1.794,0.0,0,1.782,3.898,4.102,0,-0.327,0.0,1,1,19781.0,1,1.936,5.403,45.25,2,4.02,72.104,1.351,3.363,3.356,15.1,1.939,2.617,3,116.575,2.941,15.975,0.641,3.119,47.666,4.732,4.732,1.542,0,7.999,6.711,7.12,5.417,0,1.342,7.564,1.008,1.692,14.556,4.883,23.847,142.137,8.162,0.436,4.273,4.384,3.916,3.784,5.376,3.77,4.831,5.013,4.276,4.168,5.83,4.139,5.047
5.15,0,0.0,26.932,3.93,36.798,1.607,5.449,0,1.637,3.886,3.964,0,0.352,0.0,2,2,8015.0,0,1.66,4.486,26.75,0,3.884,69.593,0.0,3.179,2.727,8.604,1.655,1.782,4,83.323,2.618,12.82,0.469,2.604,31.374,2.136,2.136,1.417,1,5.968,5.236,5.361,4.87,0,1.405,5.659,0.76,1.706,11.8,2.284,5.216,101.699,7.767,0.37,3.979,4.1,3.665,3.55,4.99,3.47,4.551,4.736,4.127,3.973,5.51,3.851,4.782
6.2,1,3.447,12.06,3.887,15.404,1.451,4.901,1,1.466,3.859,4.171,1,0.311,41.359,2,2,3458.0,1,1.77,4.89,28.75,3,4.102,80.75,2.156,2.834,2.854,6.6,1.787,1.995,7,68.088,2.272,10.007,0.163,2.624,15.009,1.974,1.974,1.052,2,7.852,6.592,7.091,4.522,1,1.461,7.551,0.923,1.598,6.8,3.671,13.478,81.527,10.555,0.696,3.578,3.674,3.453,3.281,4.708,3.251,4.076,4.189,3.916,3.716,5.211,3.664,4.379
5.0,2,0.0,25.266,4.137,30.58,1.933,27.83,0,1.926,4.102,4.212,4,-0.434,290.794,1,1,25302.0,2,1.999,5.518,52.75,4,4.13,41.719,4.061,3.33,3.395,16.985,1.995,2.702,2,118.309,3.03,17.53,0.794,3.04,43.258,5.314,5.314,1.513,2,8.471,7.14,7.666,5.525,0,1.506,8.146,1.024,1.463,13.769,4.534,20.558,151.757,7.583,0.578,4.333,4.449,3.937,3.93,5.403,3.909,4.891,5.057,4.336,4.371,5.922,4.332,5.159
7.7,2,0.0,16.148,4.058,16.191,1.749,8.577,0,1.738,4.028,4.345,4,-0.405,259.964,1,1,9015.0,2,2.024,5.241,42.0,6,4.274,52.868,8.77,3.18,3.38,11.308,2.019,2.676,2,87.862,2.834,12.995,0.423,2.931,25.902,3.167,3.167,1.287,4,9.605,7.759,8.449,5.152,0,1.53,9.092,1.038,1.446,8.0,4.169,17.379,112.475,8.052,0.706,3.987,4.093,3.647,3.632,5.111,3.617,4.535,4.685,4.074,4.089,5.577,4.061,4.766
5.3,0,0.0,13.493,3.896,13.971,1.499,2.328,0,1.485,3.859,4.139,5,0.331,76.405,2,2,3626.0,1,1.847,4.121,28.0,3,4.005,84.908,1.585,2.81,2.572,6.126,1.847,1.605,1,61.376,2.618,10.041,0.218,2.499,20.52,2.275,2.275,1.221,0,7.597,6.53,6.939,4.757,0,1.498,7.374,0.748,1.414,7.333,3.117,9.718,86.242,7.035,0.696,3.78,3.925,3.308,3.308,4.881,3.278,4.296,4.501,3.719,3.699,5.314,3.661,4.506
5.2,0,3.292,3.255,3.901,1.325,1.524,32.677,1,1.559,3.875,4.088,0,-0.356,0.0,1,1,6899.0,1,1.925,4.564,38.0,3,3.986,50.357,0.0,2.768,2.872,6.03,1.923,2.038,2,76.27,2.735,9.753,0.218,2.687,14.799,2.275,2.275,1.181,1,7.93,6.506,6.979,4.615,0,1.444,7.462,0.922,1.53,9.16,4.659,21.71,91.68,8.773,0.821,3.767,3.869,3.474,3.408,5.03,3.408,4.223,4.347,3.834,3.768,5.523,3.76,4.453
5.0,0,0.0,31.688,3.912,45.905,1.761,17.288,0,1.776,3.89,4.085,0,0.235,0.0,2,2,17155.0,1,1.948,5.408,43.5,1,3.984,72.717,1.258,3.333,3.314,11.901,1.949,2.521,5,108.039,2.926,14.426,0.499,3.013,35.318,3.523,3.523,1.445,0,7.808,6.501,6.928,5.213,0,1.356,7.391,0.975,1.772,13.382,4.038,16.303,128.881,8.237,0.459,4.189,4.302,3.832,3.687,5.339,3.692,4.727,4.89,4.185,4.051,5.872,4.039,4.974
5.2,0,0.0,14.609,3.942,11.645,1.38,0.0,0,1.377,3.926,4.119,2,-0.317,0.0,1,1,6606.0,0,1.778,5.101,33.75,3,4.051,16.786,1.096,3.129,3.111,8.552,1.764,2.261,2,82.703,2.676,12.73,0.172,2.844,22.983,3.295,3.295,1.1,0,7.801,6.596,6.959,4.742,0,1.419,7.442,1.077,1.683,9.28,5.555,30.854,98.576,10.613,0.607,3.747,3.811,3.608,3.473,4.95,3.444,4.262,4.354,4.073,3.916,5.46,3.869,4.597
