pXC50,P_VSA_e_1,P_VSA_m_1,P_VSA_MR_1,P_VSA_p_1,P_VSA_s_2,P_VSA_v_1,SpMin4_Bh.m.,ATSC3v,P_VSA_LogP_7,SpMin5_Bh.m.,SpMin6_Bh.s.,ATSC1v,ATSC2v,SpMin3_Bh.v.,SpMin8_Bh.m.,CATS2D_07_LL,SpMin2_Bh.m.,SpMin2_Bh.s.,SpMin2_Bh.v.,GATS5s,DECC,SpMin4_Bh.v.,ATS4p,ATS5i,ATS5p,ATSC3p,ATSC4i,ATSC4p,ATSC5i,ATSC5p,ATSC6i,X4v,X5v,SM10_EA.bo.,SpDiam_AEA.dm.,X3Av,C.002,H.046,SpMin6_Bh.m.,CATS2D_06_LL,ATS2p,ATS3p,ATS3v,ATSC2i,ATSC2p,ATSC3i,P_VSA_MR_5,ATS4v,ATS5e,ATS5v,ATS6e,ATS6i,ATS6p,ATS6v,ATS7e,ATS7i,ATS7p,ATS7v,ATS8e,ATS8i,ATS8p,ATSC1p,ATSC2s,ATSC6p
6.7,200.109,200.109,200.109,200.109,200.109,200.109,1.825,9.468,176.567,1.573,0.578,4.457,7.514,1.976,1.291,11,1.977,1.109,1.997,1.156,2.3,1.83,4.328,5.142,4.276,10.125,1.624,11.216,1.614,11.748,1.504,4.909,3.335,15.899,5.984,0.069,0,0,1.438,13,4.217,4.334,4.358,1.22,8.291,1.455,16.939,4.341,4.99,4.273,4.922,5.055,4.207,4.234,4.887,5.003,4.164,4.183,4.792,4.927,4.12,5.01,58.465,10.282
4.125,235.422,235.422,235.422,235.422,235.422,235.422,1.587,13.223,223.651,1.573,0.659,5.778,9.694,1.959,1.217,3,1.998,1.225,2.013,1.389,1.911,1.62,4.112,5.088,4.039,10.039,1.504,11.322,1.421,9.672,1.305,3.643,2.451,15.259,5.625,0.09,0,0,1.513,8,3.997,4.152,4.078,1.234,7.583,1.506,65.839,4.016,4.864,3.969,4.794,5.01,4.01,3.938,4.728,4.918,4.016,3.933,4.795,5.019,4.0,4.617,30.673,9.587
6.522,164.795,164.795,179.756,179.756,164.795,164.795,1.628,8.694,164.795,1.535,0.285,3.949,6.939,1.986,1.181,14,2.017,1.121,2.018,1.328,2.584,1.666,3.975,4.8,3.846,8.735,1.504,9.08,1.304,7.924,1.134,3.165,2.094,15.467,6.057,0.075,1,0,1.291,12,3.979,4.065,4.053,1.102,6.608,1.431,58.769,3.962,4.627,3.856,4.498,4.642,3.778,3.783,4.457,4.619,3.73,3.723,4.343,4.516,3.689,4.076,53.928,6.985
5.097,176.567,176.567,176.567,176.567,176.567,176.567,1.636,8.182,196.073,1.575,0.542,4.161,7.243,1.743,1.181,8,1.953,1.065,1.954,1.056,2.563,1.667,4.043,4.84,4.011,8.94,1.207,9.278,1.157,10.114,0.967,4.041,2.425,15.064,5.636,0.091,1,0,1.446,10,4.003,4.065,4.023,1.008,7.3,1.187,24.232,4.004,4.669,3.927,4.502,4.66,3.864,3.794,4.449,4.595,3.85,3.787,4.479,4.633,3.826,4.314,46.712,8.143
5.0,235.422,235.422,235.422,235.422,235.422,235.422,1.642,10.769,235.422,1.576,0.575,5.568,9.205,1.982,1.27,13,2.017,1.131,2.018,1.193,2.618,1.675,4.114,5.046,4.042,9.589,1.447,10.557,1.392,10.293,1.261,3.388,2.242,15.445,5.636,0.078,1,0,1.557,12,4.024,4.13,4.111,1.135,8.137,1.353,27.709,4.074,4.859,3.999,4.742,4.928,3.949,3.896,4.662,4.877,3.855,3.792,4.499,4.682,3.8,5.118,53.045,9.251
5.244,211.88,211.88,211.88,211.88,211.88,211.88,1.837,11.003,188.338,1.576,0.491,5.097,8.482,1.992,1.187,12,2.015,1.112,2.018,1.366,2.131,1.844,4.114,4.981,4.09,8.882,1.479,9.239,1.398,9.771,1.304,3.601,2.465,15.529,5.579,0.077,0,0,1.458,18,4.052,4.152,4.109,1.151,7.045,1.404,57.363,4.061,4.78,4.025,4.714,4.9,4.054,3.974,4.713,4.936,3.948,3.854,4.574,4.81,3.772,4.272,19.884,9.521
5.601,164.795,164.795,179.756,179.756,164.795,164.795,1.614,8.873,164.795,1.536,0.333,3.944,6.954,1.976,1.131,9,2.012,1.106,2.015,1.074,2.6,1.65,3.95,4.766,3.828,8.921,1.386,9.23,1.259,7.911,1.104,3.177,2.193,15.432,5.636,0.079,1,0,1.298,12,3.976,4.055,4.029,1.062,6.598,1.38,27.709,3.926,4.601,3.833,4.493,4.636,3.767,3.764,4.425,4.591,3.699,3.683,4.346,4.503,3.653,4.026,48.684,7.037
6.399,164.795,164.795,164.795,164.795,164.795,164.795,1.632,9.032,164.795,1.535,0.28,3.874,6.906,1.958,1.139,14,2.017,1.131,2.018,1.153,2.531,1.659,4.018,4.747,3.864,8.86,1.193,9.419,1.051,7.989,0.925,3.511,2.274,15.431,5.636,0.084,1,0,1.273,13,4.01,4.102,4.052,0.928,6.298,1.169,27.709,3.958,4.582,3.839,4.473,4.614,3.808,3.768,4.406,4.569,3.751,3.691,4.296,4.47,3.722,3.791,41.085,7.053
6.399,200.109,200.109,200.109,200.109,200.109,200.109,1.652,9.351,219.615,1.628,0.562,4.722,8.092,1.743,1.181,9,1.97,1.097,1.98,0.919,2.853,1.675,4.114,4.911,4.07,9.709,1.276,10.205,1.236,10.978,1.075,4.167,2.51,15.034,5.636,0.092,1,0,1.542,7,4.065,4.131,4.076,1.072,7.864,1.273,24.232,4.056,4.733,3.98,4.594,4.764,3.893,3.831,4.502,4.655,3.872,3.815,4.51,4.657,3.915,4.694,45.331,8.783
5.466,164.795,164.795,164.795,164.795,164.795,164.795,1.93,9.398,141.253,1.492,0.456,4.146,7.465,1.971,1.181,12,1.997,1.098,1.999,1.649,2.696,1.967,4.032,4.914,3.948,7.844,1.515,7.792,1.354,7.94,1.199,3.678,2.447,15.824,5.562,0.072,0,0,1.423,12,4.064,4.111,4.086,1.367,6.254,1.603,100.062,3.994,4.696,3.901,4.551,4.748,3.901,3.845,4.515,4.719,3.859,3.786,4.512,4.743,3.745,3.705,21.275,7.197
6.824,235.422,235.422,235.422,235.422,235.422,235.422,1.996,13.168,235.422,1.575,0.647,6.069,11.064,2.019,1.379,20,2.038,1.16,2.034,1.66,2.809,1.989,4.231,5.105,4.11,10.101,1.858,11.214,1.603,9.835,1.365,4.221,2.921,15.893,5.562,0.078,0,6,1.568,22,4.214,4.302,4.242,1.454,8.382,1.773,96.187,4.152,4.87,4.04,4.698,4.893,4.068,3.983,4.691,4.912,4.034,3.934,4.681,4.905,3.954,4.802,20.852,8.827
5.522,188.338,188.338,188.338,188.338,188.338,188.338,1.637,10.017,188.338,1.536,0.347,4.586,7.872,1.99,1.181,13,2.017,1.11,2.018,1.293,2.467,1.658,3.925,4.749,3.814,8.713,1.232,8.893,1.076,7.718,0.97,2.997,1.993,15.311,5.636,0.079,1,0,1.311,14,3.946,4.016,3.969,0.964,6.726,1.224,27.709,3.873,4.567,3.785,4.463,4.623,3.744,3.709,4.393,4.578,3.675,3.623,4.295,4.48,3.636,4.169,38.599,6.881
6.569,188.338,188.338,188.338,188.338,188.338,188.338,1.992,11.301,188.338,1.5,0.474,4.87,8.75,2.004,1.181,16,2.015,1.111,2.018,1.701,2.696,1.984,4.094,4.945,3.996,9.019,1.618,8.933,1.385,8.582,1.192,3.895,2.633,15.824,5.562,0.076,0,0,1.44,20,4.127,4.187,4.138,1.312,6.988,1.622,78.537,4.036,4.723,3.933,4.577,4.768,3.971,3.892,4.583,4.794,3.929,3.832,4.566,4.806,3.787,4.094,18.949,8.039
5.522,164.795,164.795,194.716,194.716,164.795,164.795,1.619,8.64,164.795,1.536,0.332,4.034,7.003,1.98,1.133,9,2.017,1.099,2.018,0.917,2.6,1.654,3.918,4.769,3.808,8.862,1.493,9.036,1.289,7.801,1.188,3.051,2.048,15.432,5.636,0.075,1,0,1.299,11,3.941,4.01,4.009,1.207,6.84,1.556,27.709,3.913,4.602,3.823,4.498,4.645,3.737,3.751,4.43,4.6,3.667,3.669,4.352,4.514,3.626,4.239,56.89,7.0
6.349,176.567,176.567,176.567,176.567,176.567,176.567,1.648,9.122,196.073,1.621,0.531,4.209,7.341,1.743,1.173,9,1.972,1.096,1.981,1.003,2.695,1.669,4.026,4.756,3.981,9.291,1.166,9.332,1.076,9.386,0.97,4.016,2.407,14.975,5.636,0.093,1,0,1.43,7,4.029,4.076,4.007,0.975,6.926,1.215,24.232,3.969,4.599,3.903,4.489,4.643,3.828,3.769,4.439,4.598,3.816,3.756,4.413,4.555,3.853,4.142,37.674,7.721
5.523,164.795,164.795,164.795,164.795,164.795,164.795,1.543,9.064,164.795,1.534,0.338,3.88,7.19,1.964,1.124,15,2.012,1.173,2.018,1.507,2.431,1.601,4.011,4.765,3.896,9.396,1.204,10.151,1.072,8.243,0.934,3.658,2.536,15.431,5.636,0.09,2,0,1.291,16,4.013,4.117,4.053,0.929,6.523,1.186,30.244,3.953,4.604,3.859,4.489,4.632,3.863,3.805,4.404,4.544,3.813,3.742,4.323,4.488,3.737,3.782,43.844,7.833
6.522,153.024,153.024,153.024,153.024,153.024,153.024,1.641,8.202,172.531,1.602,0.529,3.553,6.396,1.743,1.099,7,1.954,1.094,1.964,1.014,2.768,1.668,4.11,4.754,4.024,9.249,1.122,9.386,1.052,9.32,0.942,4.553,2.67,15.143,5.636,0.097,1,0,1.427,8,4.088,4.161,4.09,0.938,6.338,1.168,24.232,4.047,4.611,3.944,4.505,4.641,3.873,3.82,4.454,4.596,3.867,3.804,4.431,4.552,3.907,3.651,44.63,7.729
5.738,494.386,494.386,494.386,494.386,496.184,494.386,1.915,32.742,435.531,1.888,1.131,13.695,23.059,1.988,1.573,0,1.961,1.294,2.013,1.025,2.892,1.957,4.903,6.261,4.951,23.233,3.025,24.349,3.168,25.693,3.491,7.866,5.461,13.68,5.692,0.083,0,0,1.866,0,4.656,4.865,4.915,2.292,18.088,2.887,4.592,4.937,6.092,4.972,6.133,6.3,5.05,5.07,6.245,6.413,5.138,5.157,6.327,6.506,5.148,11.446,294.621,28.399
5.886,235.422,235.422,200.109,235.422,235.422,235.422,1.784,11.872,235.422,1.587,0.631,5.705,10.148,1.956,1.201,14,2.016,1.12,2.027,1.262,2.189,1.733,4.151,5.056,4.074,9.963,1.477,10.351,1.411,11.614,1.125,3.773,2.56,15.632,5.582,0.091,0,6,1.56,19,4.042,4.158,4.095,1.133,8.073,1.363,70.336,4.052,4.819,3.946,4.599,4.807,3.96,3.822,4.505,4.718,3.871,3.747,4.498,4.718,3.769,4.574,18.095,10.005
6.099,164.795,164.795,179.756,179.756,164.795,164.795,1.62,9.101,164.795,1.536,0.336,3.933,6.973,1.975,1.112,9,2.004,1.113,2.014,1.11,2.563,1.652,3.982,4.762,3.861,9.463,1.395,9.682,1.26,8.537,1.108,3.504,2.259,15.438,5.636,0.083,1,0,1.302,11,3.995,4.078,4.038,1.053,6.681,1.385,27.709,3.947,4.604,3.849,4.491,4.634,3.783,3.77,4.424,4.588,3.706,3.694,4.342,4.5,3.677,4.021,46.373,7.314
6.456,153.024,153.024,167.984,167.984,153.024,153.024,1.609,8.466,153.024,1.536,0.333,3.636,6.508,1.965,1.108,8,1.988,1.105,2.009,1.107,2.612,1.648,4.014,4.764,3.861,8.953,1.362,9.514,1.245,8.111,1.088,3.579,2.281,15.512,5.636,0.082,1,0,1.298,12,4.008,4.104,4.076,1.042,6.355,1.354,27.709,3.983,4.61,3.86,4.502,4.635,3.788,3.792,4.433,4.59,3.728,3.709,4.355,4.502,3.696,3.825,54.633,7.042
6.522,200.109,200.109,215.069,215.069,200.109,200.109,1.639,9.677,200.109,1.563,0.573,4.802,8.125,1.977,1.181,13,2.017,1.131,2.018,1.38,2.579,1.67,4.019,4.922,3.919,9.218,1.499,9.781,1.403,9.226,1.124,3.218,2.099,15.436,5.636,0.076,1,0,1.535,12,3.983,4.072,4.061,1.164,7.529,1.442,27.709,3.99,4.732,3.892,4.581,4.75,3.814,3.793,4.473,4.648,3.744,3.707,4.403,4.591,3.725,4.69,50.818,7.86
6.398,329.591,329.591,329.591,329.591,331.029,329.591,1.857,23.487,282.506,1.563,0.896,7.509,15.426,1.988,1.486,0,1.919,1.322,2.021,0.825,2.419,1.954,5.267,6.552,5.442,33.373,4.101,42.714,4.866,52.533,5.617,14.481,11.597,17.531,6.939,0.105,0,0,1.549,0,4.761,5.049,5.086,2.452,23.643,3.305,18.37,5.327,6.518,5.533,6.605,6.638,5.591,5.66,6.755,6.778,5.689,5.781,6.865,6.883,5.755,18.271,1017.99,63.267
6.0,188.338,188.338,203.298,203.298,188.338,188.338,1.857,9.431,188.338,1.574,0.408,4.301,7.367,1.976,1.21,12,1.977,1.109,1.997,1.032,2.069,1.857,4.259,5.074,4.229,9.874,1.662,10.598,1.632,10.682,1.574,4.489,3.108,15.832,5.992,0.07,0,0,1.369,16,4.165,4.281,4.303,1.234,7.644,1.566,10.288,4.281,4.932,4.243,4.887,5.019,4.188,4.206,4.87,5.004,4.095,4.108,4.681,4.82,4.01,4.676,57.286,10.316
5.522,176.567,176.567,176.567,176.567,176.567,176.567,1.876,9.828,176.567,1.375,0.313,4.047,6.936,1.976,1.181,14,1.999,1.109,2.001,1.296,2.108,1.864,4.18,4.92,4.116,9.224,1.418,9.754,1.305,9.226,1.191,4.247,2.935,15.741,5.984,0.071,0,0,1.298,18,4.134,4.236,4.232,1.005,6.63,1.309,10.288,4.179,4.774,4.108,4.695,4.826,4.054,4.049,4.663,4.817,3.956,3.933,4.462,4.61,3.844,4.097,37.315,8.26
5.071,188.338,188.338,188.338,218.258,198.51,188.338,1.638,9.791,176.567,1.535,0.296,4.529,7.643,1.983,1.185,13,2.017,1.131,2.018,1.065,2.612,1.665,4.024,4.945,3.949,9.208,1.501,9.671,1.581,9.129,1.453,3.233,2.157,15.4,5.636,0.075,1,0,1.286,13,3.983,4.073,4.058,1.4,7.617,1.396,37.882,4.016,4.772,3.963,4.691,4.858,3.867,3.873,4.562,4.733,3.773,3.75,4.41,4.598,3.722,4.724,114.106,8.839
5.522,200.109,200.109,215.069,215.069,200.109,200.109,1.646,9.661,200.109,1.542,0.553,4.802,8.125,1.982,1.181,9,2.017,1.108,2.018,1.003,2.65,1.671,4.018,4.919,3.914,9.208,1.511,9.815,1.403,9.166,1.211,3.192,2.122,15.438,5.636,0.077,1,0,1.535,11,3.983,4.072,4.061,1.164,7.529,1.47,27.709,3.993,4.731,3.899,4.592,4.759,3.811,3.803,4.482,4.65,3.734,3.722,4.44,4.611,3.706,4.69,50.485,7.902
6.128,200.109,200.109,200.109,200.109,200.109,200.109,1.825,9.577,176.567,1.574,0.578,4.457,7.514,1.976,1.263,12,1.977,1.109,1.997,1.079,2.217,1.83,4.324,5.145,4.284,10.138,1.633,11.15,1.632,11.562,1.49,4.897,3.355,15.894,5.992,0.069,0,0,1.438,15,4.217,4.333,4.357,1.22,8.291,1.455,16.939,4.341,4.996,4.288,4.931,5.057,4.241,4.261,4.935,5.056,4.171,4.185,4.781,4.923,4.087,5.01,58.354,10.702
5.399,247.193,247.193,247.193,247.193,247.193,247.193,1.876,12.265,247.193,1.756,0.558,5.625,9.413,1.976,1.271,12,1.978,1.116,2.0,1.109,2.015,1.864,4.338,5.189,4.324,11.418,1.712,12.059,1.696,12.146,1.641,4.636,3.228,15.806,5.992,0.072,0,0,1.51,16,4.233,4.35,4.351,1.293,9.07,1.579,19.473,4.339,5.036,4.323,5.003,5.139,4.32,4.321,5.04,5.182,4.283,4.281,4.953,5.097,4.235,5.533,54.101,11.638
5.943,411.989,411.989,411.989,411.989,413.786,411.989,1.875,29.298,353.133,1.853,0.911,9.389,19.166,2.004,1.537,0,1.93,1.33,2.029,0.811,2.924,1.974,5.482,6.772,5.66,41.24,5.101,52.788,6.076,64.75,7.1,17.867,14.294,17.726,6.939,0.104,0,0,1.563,0,4.972,5.262,5.3,3.038,29.158,4.102,22.962,5.543,6.736,5.752,6.829,6.864,5.822,5.888,6.989,7.015,5.935,6.023,7.119,7.139,6.017,22.425,1252.45,79.147
5.959,235.422,235.422,200.109,235.422,235.422,235.422,1.784,11.849,235.422,1.579,0.62,5.705,10.148,1.955,1.23,14,2.016,1.119,2.026,1.261,2.218,1.732,4.137,5.032,4.057,9.954,1.451,10.603,1.38,11.337,1.146,3.729,2.576,15.532,5.582,0.091,0,6,1.535,18,4.042,4.156,4.089,1.133,8.073,1.362,70.336,4.032,4.796,3.938,4.605,4.811,3.954,3.815,4.473,4.689,3.837,3.719,4.438,4.635,3.764,4.574,18.19,9.775
6.1,235.422,235.422,211.88,280.302,245.239,235.422,1.889,13.605,235.422,1.856,0.532,5.608,10.118,1.976,1.288,11,2.01,1.193,2.024,1.057,2.459,1.861,4.419,5.316,4.399,12.437,2.189,13.174,2.309,13.982,2.123,4.942,3.453,15.851,6.437,0.071,1,3,1.428,15,4.288,4.416,4.421,2.139,9.94,1.976,23.754,4.431,5.15,4.406,5.096,5.252,4.36,4.367,5.07,5.229,4.328,4.324,5.035,5.195,4.319,5.964,193.895,12.688
5.7,235.422,235.422,211.88,280.302,243.182,235.422,1.889,13.902,235.422,1.87,0.532,5.694,10.253,1.976,1.289,11,2.01,1.194,2.024,0.999,2.356,1.877,4.406,5.274,4.372,12.64,2.356,13.572,2.12,13.374,1.909,4.944,3.452,15.884,6.46,0.072,1,3,1.428,16,4.296,4.421,4.429,2.181,9.891,2.114,31.513,4.418,5.105,4.366,5.033,5.184,4.352,4.349,5.077,5.238,4.334,4.333,5.056,5.228,4.306,5.847,177.485,11.901
5.52,223.651,223.651,230.029,253.571,223.651,223.651,1.889,12.796,223.651,1.832,0.532,5.377,9.72,1.976,1.288,11,2.01,1.188,2.024,1.007,2.134,1.849,4.356,5.203,4.339,12.09,2.154,12.282,1.963,12.403,2.014,4.813,3.351,15.87,5.984,0.071,1,3,1.428,16,4.258,4.372,4.382,1.596,9.076,2.042,23.754,4.366,5.045,4.341,5.03,5.177,4.319,4.329,5.04,5.205,4.282,4.276,4.958,5.125,4.25,5.441,62.113,11.7
5.52,188.338,188.338,203.298,203.298,188.338,188.338,1.629,9.058,188.338,1.562,0.573,4.452,7.694,1.969,1.149,13,2.011,1.121,2.017,1.312,2.588,1.667,4.064,4.915,3.966,9.368,1.504,10.047,1.361,9.698,1.191,3.539,2.204,15.526,5.636,0.078,1,0,1.535,11,4.015,4.112,4.104,1.146,7.443,1.425,27.709,4.04,4.744,3.939,4.597,4.754,3.839,3.837,4.506,4.662,3.768,3.757,4.422,4.597,3.751,4.54,56.296,8.046
6.35,188.338,188.338,218.258,218.258,188.338,188.338,1.63,8.95,188.338,1.562,0.573,4.529,7.705,1.975,1.15,12,2.011,1.121,2.018,1.403,2.588,1.668,4.015,4.936,3.914,9.301,1.689,9.854,1.563,9.314,1.273,3.281,2.109,15.526,5.636,0.074,1,0,1.535,10,3.981,4.068,4.082,1.282,7.582,1.608,27.709,4.016,4.754,3.919,4.602,4.762,3.809,3.82,4.51,4.67,3.738,3.744,4.427,4.606,3.721,4.724,65.502,7.934
6.1,153.024,153.024,197.905,197.905,153.024,153.024,1.607,8.029,153.024,1.536,0.33,3.77,6.589,1.975,1.113,9,2.0,1.093,2.014,0.942,2.643,1.65,3.915,4.779,3.806,8.949,1.596,9.087,1.374,7.854,1.261,3.093,2.058,15.506,5.636,0.073,1,0,1.298,11,3.939,4.007,4.029,1.341,6.898,1.821,27.709,3.93,4.617,3.836,4.509,4.652,3.735,3.762,4.445,4.608,3.665,3.683,4.365,4.522,3.624,4.274,78.004,7.041
6.3,235.422,235.422,226.84,250.382,235.422,235.422,1.889,13.527,235.422,1.853,0.532,5.653,10.15,1.976,1.288,11,2.01,1.191,2.024,0.966,2.118,1.856,4.358,5.193,4.342,12.006,1.92,12.222,1.775,12.305,1.8,4.735,3.336,15.833,5.984,0.073,1,3,1.428,15,4.26,4.375,4.37,1.473,9.02,1.884,23.754,4.35,5.028,4.323,5.01,5.164,4.322,4.314,5.033,5.201,4.284,4.268,4.952,5.123,4.25,5.407,47.305,11.578
5.6,235.422,235.422,211.88,235.422,235.422,235.422,1.889,13.816,235.422,1.85,0.532,5.561,10.107,1.976,1.288,11,2.01,1.193,2.024,1.174,2.089,1.851,4.385,5.19,4.369,12.048,1.8,12.302,1.715,12.406,1.69,4.951,3.472,15.838,5.984,0.075,1,3,1.428,17,4.285,4.406,4.384,1.339,8.805,1.698,23.754,4.366,5.031,4.343,5.012,5.158,4.355,4.332,5.026,5.191,4.309,4.278,4.946,5.115,4.27,5.197,45.842,11.7
6.46,153.024,153.024,182.945,182.945,153.024,153.024,1.613,8.109,153.024,1.536,0.339,3.709,6.563,1.971,1.114,12,1.995,1.101,2.011,1.06,2.582,1.65,3.97,4.759,3.879,9.007,1.563,9.315,1.172,8.123,1.099,3.387,2.168,15.524,5.636,0.078,1,0,1.305,14,3.974,4.061,4.058,1.186,6.655,1.512,27.709,3.966,4.604,3.87,4.505,4.637,3.809,3.805,4.44,4.589,3.757,3.727,4.343,4.494,3.692,4.061,63.958,7.113
5.7,223.651,223.651,215.069,238.611,223.651,223.651,1.889,13.096,223.651,1.824,0.532,5.285,9.674,1.976,1.288,11,2.01,1.191,2.024,0.965,2.157,1.843,4.384,5.192,4.368,12.146,1.902,12.365,1.756,12.428,1.775,4.949,3.486,15.884,5.984,0.074,1,3,1.428,16,4.284,4.403,4.4,1.453,8.86,1.838,23.754,4.374,5.035,4.348,5.019,5.162,4.353,4.342,5.039,5.2,4.307,4.291,4.957,5.122,4.268,5.232,55.271,11.742
6.46,153.024,153.024,197.905,197.905,153.024,153.024,1.616,7.945,153.024,1.536,0.332,3.77,6.589,1.975,1.115,8,1.997,1.092,2.013,0.955,2.612,1.653,3.915,4.779,3.806,8.943,1.765,9.131,1.374,7.854,1.273,3.107,2.051,15.512,5.636,0.073,1,0,1.299,11,3.939,4.006,4.031,1.341,6.898,1.723,27.709,3.937,4.617,3.836,4.512,4.653,3.736,3.764,4.441,4.607,3.665,3.681,4.365,4.521,3.623,4.274,76.219,7.022
6.128,153.024,153.024,197.905,197.905,153.024,153.024,1.623,7.945,153.024,1.535,0.277,3.77,6.589,1.97,1.114,11,2.011,1.12,2.017,0.994,2.553,1.659,3.915,4.779,3.81,8.943,1.777,9.113,1.389,7.852,1.253,3.118,2.048,15.521,5.636,0.073,1,0,1.274,10,3.939,4.006,4.031,1.341,6.898,1.723,27.709,3.938,4.615,3.842,4.504,4.645,3.745,3.77,4.454,4.611,3.682,3.696,4.332,4.505,3.639,4.274,76.33,7.112
6.553,411.989,411.989,411.989,411.989,413.427,411.989,1.886,27.462,364.904,1.857,0.91,9.454,18.171,2.002,1.525,0,1.947,1.323,2.027,0.819,2.482,1.978,5.308,6.584,5.471,35.507,4.413,44.605,5.182,53.786,6.02,14.776,11.754,17.466,7.054,0.104,0,0,1.569,0,4.851,5.118,5.142,2.749,25.424,3.628,22.962,5.356,6.538,5.555,6.626,6.671,5.627,5.689,6.78,6.818,5.74,5.821,6.903,6.938,5.828,19.217,1045.17,64.369
6.509,506.157,506.157,506.157,506.157,507.596,506.157,1.907,33.063,459.073,1.884,1.107,11.779,22.253,2.015,1.557,1,1.949,1.327,2.04,0.801,2.868,1.984,5.378,6.646,5.529,38.312,4.76,47.499,5.522,56.528,6.328,15.385,12.267,17.471,7.054,0.106,3,9,1.857,3,4.932,5.196,5.203,2.999,27.56,3.945,39.391,5.41,6.586,5.597,6.663,6.717,5.672,5.723,6.816,6.865,5.774,5.846,6.926,6.968,5.854,20.324,1122.51,66.64
6.444,694.495,694.495,647.411,694.495,696.293,694.495,1.933,45.72,623.868,1.909,1.29,16.128,30.317,2.03,1.852,6,2.046,1.346,2.046,0.787,4.575,2.008,5.672,6.932,5.813,50.745,6.521,62.013,7.525,73.174,8.53,20.672,16.184,17.749,7.054,0.103,6,8,1.883,3,5.245,5.499,5.5,4.195,36.445,5.446,49.401,5.698,6.86,5.874,6.94,7.011,5.947,5.988,7.083,7.144,6.051,6.113,7.214,7.267,6.141,26.66,1436.14,86.756
6.481,659.182,659.182,612.097,659.182,660.62,659.182,1.923,42.562,612.097,1.892,1.275,15.496,28.592,2.022,1.767,7,2.043,1.349,2.044,0.809,4.057,1.997,5.556,6.796,5.686,45.772,5.795,55.917,6.608,65.395,7.333,18.624,14.535,17.681,7.054,0.11,6,8,1.863,5,5.121,5.385,5.37,3.705,32.43,4.844,56.68,5.565,6.717,5.726,6.791,6.874,5.797,5.819,6.91,6.981,5.872,5.919,7.018,7.084,5.935,23.26,1242.93,76.001
6.569,765.122,765.122,718.037,765.122,766.919,765.122,1.951,49.653,694.495,1.931,1.289,17.809,33.07,2.02,1.854,8,2.024,1.347,2.031,0.782,4.99,2.004,5.668,6.951,5.812,51.431,6.458,62.044,7.429,73.062,8.467,20.548,16.058,17.69,7.054,0.107,10,16,1.905,7,5.251,5.499,5.491,4.216,37.036,5.443,59.539,5.688,6.871,5.868,6.951,7.027,5.955,5.989,7.098,7.164,6.064,6.119,7.229,7.289,6.153,26.801,1477.47,87.239
6.481,529.7,529.7,506.157,529.7,531.138,529.7,1.895,34.497,482.615,1.87,1.173,12.337,23.141,1.994,1.561,0,1.949,1.343,2.022,0.792,2.83,1.978,5.351,6.647,5.509,37.385,4.537,45.796,5.296,54.898,6.083,15.106,11.944,17.458,6.942,0.109,6,13,1.855,1,4.895,5.16,5.164,2.859,26.858,3.763,46.994,5.383,6.584,5.577,6.667,6.729,5.654,5.702,6.813,6.865,5.755,5.826,6.932,6.98,5.837,19.607,1144.8,65.024
6.509,588.555,588.555,541.471,588.555,589.993,588.555,1.924,37.948,529.7,1.894,1.208,13.63,25.332,2.008,1.65,5,2.02,1.343,2.023,0.803,3.908,1.992,5.44,6.715,5.582,40.69,5.151,49.25,5.91,58.206,6.675,16.455,12.86,17.488,7.054,0.105,6,8,1.868,3,5.028,5.273,5.271,3.379,29.361,4.343,44.808,5.465,6.641,5.642,6.716,6.787,5.716,5.757,6.857,6.919,5.815,5.875,6.975,7.033,5.895,21.5,1177.0,68.762
6.569,612.097,612.097,565.013,612.097,613.536,612.097,1.924,39.84,553.242,1.894,1.275,14.242,26.565,2.022,1.689,6,2.046,1.343,2.044,0.796,4.043,1.998,5.498,6.747,5.629,42.874,5.518,51.927,6.313,60.945,7.047,17.286,13.487,17.56,7.054,0.104,6,8,1.87,3,5.089,5.335,5.329,3.606,30.918,4.648,44.808,5.517,6.67,5.682,6.743,6.819,5.746,5.784,6.874,6.939,5.835,5.893,6.986,7.045,5.914,22.488,1191.31,70.871
6.432,494.386,494.386,494.386,494.386,496.184,494.386,1.903,33.278,435.531,1.875,1.133,11.334,21.914,2.013,1.555,0,1.951,1.33,2.033,0.806,2.989,1.99,5.516,6.798,5.684,43.377,5.413,54.682,6.393,66.007,7.503,18.162,14.451,17.672,7.054,0.103,0,0,1.853,0,5.046,5.319,5.346,3.335,30.945,4.426,27.554,5.567,6.752,5.77,6.845,6.891,5.851,5.911,7.009,7.047,5.975,6.055,7.148,7.182,6.074,23.376,1279.72,80.248
6.456,612.097,612.097,588.555,612.097,613.895,612.097,1.909,40.447,553.242,1.883,1.272,14.232,26.935,2.006,1.634,0,1.952,1.346,2.029,0.785,3.169,1.986,5.55,6.849,5.715,45.261,5.536,55.867,6.505,67.111,7.565,18.492,14.642,17.666,6.942,0.108,6,13,1.866,1,5.082,5.353,5.364,3.445,32.371,4.56,51.587,5.588,6.789,5.788,6.878,6.937,5.872,5.922,7.034,7.084,5.987,6.059,7.171,7.215,6.08,23.749,1383.58,80.926
