pXC50,O.059,nROR,SpDiam_EA.ed.,ATS6s,Eig01_AEA.ed.,SpMax_AEA.ed.,nBnz,Mi,Eig01_EA.ed.,SM10_AEA.dm.,SpMax_EA.ed.,Eig01_EA,SM09_AEA.bo.,SpDiam_EA,SpMax_EA,SpDiam_EA.bo.,Chi1_EA.bo.,ATS8m,Eig01_AEA.ri.,SpMax_AEA.ri.,Eta_betaS,SpMin6_Bh.i.,Chi0_AEA.bo.,Chi0_AEA.dm.,Chi0_AEA.ed.,Chi0_AEA.ri.,Chi0_EA,Chi0_EA.bo.,Eig14_AEA.ri.,CATS2D_02_AA,Chi0_EA.ri.,SpMaxA_EA.ri.,SpMin5_Bh.m.,SpMin6_Bh.e.,Eig15_AEA.ri.,Eig01_EA.bo.,SM11_AEA.ri.,SpMax_EA.bo.,C.,X1Per,IDM,X1Kup,CID,X1,SpMin6_Bh.p.,IVDM,Psi_i_0,Eig15_EA,SM09_AEA.dm.,RDSQ,Chi1_AEA.bo.,Chi1_AEA.dm.,Chi1_AEA.ed.,Chi1_AEA.ri.,Chi1_EA,Eig15_EA.bo.,SpMaxA_AEA.ed.,S0K,HDcpx,X1Mad,MPC01,MWC01,nBO,SRW02,SM15_EA.ed.,SM14_EA.ed.,Eig14_AEA.ed.,BID,SpMaxA_AEA.bo.,nN.C.N.,SpMaxA_AEA.ri.,P_VSA_MR_5,ATS7m,GMTI,ATSC7m,SM13_EA.ed.,CATS2D_06_LL,LPRS,Psi_i_1,MPC07,Xu,IDDM,Eig06_EA.ri.,nSK,MPC08,P_VSA_e_3,Eig09_EA.ed.,SM04_AEA.ri.,ATS7v,Psi_e_0,SMTI,nRNHR,Eig11_EA.ed.,SM06_AEA.ri.,Eig02_EA.bo.,SM12_AEA.ri.,Eig11_AEA.ri.,SpAD_EA.ri.,SpDiam_AEA.ri.,X0,VvdwZAZ,CATS2D_05_LL,ATS7p,SpMin5_Bh.e.,X0sol,Psi_e_1,GGI10,GGI6,SpMax7_Bh.p.,N.067,Eig11_AEA.bo.,ATSC8s,C.027,SpMaxA_EA.bo.,CATS2D_08_AA,Eig11_AEA.ed.,IC4,S1K,SpMax7_Bh.v.,MWC10,N.074,ON0,MW,ATSC6i,TWC,ATS6v,Eig06_EA.ed.,SM15_AEA.dm.,Eig11_EA.bo.,IC5,piPC06,Eig01_AEA.dm.,SpMax_AEA.dm.,SpMin3_Bh.s.,D.Dtr06,TIC3,Eig09_AEA.dm.,SpDiam_AEA.dm.
7.721,0,0,17.067,5.081,6.524,6.524,2,1.116,10.279,10.279,10.279,3.061,3.061,5.061,3.061,7.461,9.255,3.363,4.027,4.027,15.25,0.894,15.24,15.24,15.24,15.24,15.24,13.204,0.317,2,15.704,0.118,1.363,0.941,0.101,4.461,4.461,4.461,47.1,5.411,7.602,6.732,3.851,10.793,1.098,4.418,15.354,-0.859,-0.859,176.573,12.369,12.369,12.369,12.369,12.369,-1.153,0.261,98.107,1.642,10.034,3.258,3.258,25,3.932,35.14,32.836,2.278,3.147,0.181,0,0.161,19.519,3.304,5568.0,13.464,30.519,4,101.297,12.614,4.431,21.725,4.438,1.439,22,4.533,51.582,2.358,2.358,3.246,8.063,5131.0,0,0.913,0.913,3.924,3.924,1.299,35.079,5.103,14.941,247.89,3,3.322,1.137,15.441,3.449,0.062,0.238,2.605,0,1.603,14.116,0,0.178,1,2.989,4.97,13.612,2.598,11.782,0,10.333,313.76,0.668,12.32,3.284,4.213,4.213,0.446,4.97,6.192,3.316,3.316,0.665,151.444,166.974,1.182,5.316
5.377,0,0,16.978,5.001,6.506,6.506,2,1.117,10.197,10.197,10.197,3.034,3.034,5.034,3.034,7.43,8.842,3.142,4.004,4.004,14.5,0.893,14.792,14.792,14.792,14.792,14.792,12.781,0.287,2,15.121,0.123,1.387,0.943,0.086,4.43,4.43,4.43,47.1,5.361,7.463,6.602,3.811,10.399,1.105,4.366,14.794,-0.899,-0.899,164.923,11.886,11.886,11.886,11.886,11.886,-1.185,0.271,92.239,1.628,9.949,3.219,3.219,24,3.892,35.04,32.745,2.131,3.103,0.187,0,0.167,19.519,3.162,5025.0,10.556,30.435,5,95.102,12.137,4.357,20.893,4.371,1.439,21,4.454,51.582,2.283,2.283,3.187,7.706,4591.0,0,0.863,0.863,3.924,3.924,1.285,34.302,5.079,14.071,232.68,3,3.253,1.138,14.071,3.28,0.024,0.198,2.604,0,1.581,12.971,0,0.185,1,2.969,4.97,12.419,2.597,11.701,0,9.5,279.32,0.683,12.242,3.212,3.801,3.801,0.424,4.97,6.086,3.316,3.316,0.667,142.458,164.974,1.153,5.316
6.456,0,0,17.398,5.449,6.578,6.578,2,1.118,10.498,10.498,10.498,3.126,3.126,5.126,3.126,7.51,10.497,3.504,4.088,4.088,17.0,1.093,17.48,17.48,17.48,17.48,17.48,15.497,0.653,2,18.259,0.107,1.485,1.144,0.451,4.51,4.51,4.51,42.9,6.125,7.978,7.72,3.969,12.28,1.433,4.592,17.616,-0.462,-0.462,210.776,13.712,13.712,13.712,13.712,13.712,-0.603,0.235,116.096,1.679,11.177,3.367,3.367,28,4.043,35.451,33.133,2.498,3.267,0.163,0,0.146,19.519,3.531,7549.0,21.286,30.802,4,120.618,14.219,4.663,24.259,4.618,1.486,25,4.736,51.582,2.513,2.513,3.54,9.182,7088.0,0,1.171,1.171,3.924,3.924,1.444,38.78,5.165,17.225,294.58,3,3.649,1.195,17.579,3.844,0.095,0.359,2.858,0,1.778,22.262,0,0.161,1,3.069,5.071,16.455,2.846,11.961,0,12.167,355.45,1.06,12.492,3.61,4.485,4.485,0.644,5.071,6.394,4.365,4.365,0.701,180.281,210.968,1.75,6.365
6.076,0,0,17.398,5.481,6.578,6.578,2,1.125,10.498,10.498,10.498,3.126,3.126,5.126,3.126,7.51,10.497,3.42,4.091,4.091,17.5,1.093,17.48,17.48,17.48,17.48,17.48,15.497,0.664,2,18.153,0.108,1.486,1.144,0.457,4.51,4.51,4.51,42.9,6.125,7.978,7.571,3.969,12.28,1.461,4.592,17.412,-0.462,-0.462,210.776,13.712,13.712,13.712,13.712,13.712,-0.603,0.235,114.096,1.679,11.524,3.367,3.367,28,4.043,35.451,33.133,2.498,3.267,0.163,0,0.146,19.519,3.481,7549.0,18.66,30.802,4,120.618,13.916,4.663,24.259,4.618,1.494,25,4.736,51.582,2.513,2.513,3.515,9.167,7088.0,0,1.171,1.171,3.924,3.924,1.455,39.033,5.168,17.225,284.86,3,3.58,1.189,17.225,3.836,0.095,0.359,2.831,0,1.778,24.175,0,0.161,1,3.069,4.88,16.087,2.828,11.961,0,12.167,339.38,1.002,12.492,3.58,4.485,4.485,0.644,4.928,6.394,3.317,3.317,0.67,180.281,200.968,1.471,5.317
6.42,0,0,17.126,5.47,6.54,6.54,2,1.116,10.337,10.337,10.337,3.085,3.085,5.085,3.085,7.473,10.019,3.458,4.047,4.047,16.25,1.05,16.447,16.447,16.447,16.447,16.447,14.32,0.396,2,17.056,0.11,1.437,1.114,0.312,4.473,4.473,4.473,43.6,5.863,7.86,7.415,3.93,11.704,1.36,4.532,16.851,-0.664,-0.664,198.799,13.337,13.337,13.337,13.337,13.337,-0.907,0.242,110.039,1.668,10.528,3.332,3.332,27,4.007,35.228,32.922,2.406,3.229,0.168,0,0.15,19.519,3.485,6858.0,16.704,30.604,4,114.158,13.915,4.585,23.431,4.561,1.439,24,4.654,51.582,2.558,2.558,3.451,8.863,6403.0,0,1.492,1.492,3.924,3.924,1.574,38.197,5.124,16.518,277.28,3,3.532,1.164,16.807,3.818,0.095,0.321,2.786,0,1.896,29.704,0,0.166,1,3.182,5.061,15.364,2.778,11.882,0,11.667,341.42,0.917,12.417,3.484,4.214,4.214,0.774,5.061,6.354,4.699,4.699,0.797,170.985,195.376,1.47,6.699
9.538,1,0,21.639,6.608,7.669,7.669,1,1.137,13.629,13.629,13.629,3.521,3.521,5.521,3.521,7.774,17.742,4.644,4.445,4.445,26.5,1.532,27.09,27.09,27.09,27.09,27.09,24.786,2.04,5,27.788,0.073,1.801,1.592,1.984,4.774,4.774,4.774,33.3,11.277,9.421,14.214,4.427,19.501,1.761,5.251,29.318,1.0,1.0,416.884,21.577,21.577,21.577,21.577,21.577,1.04,0.174,213.66,1.808,17.021,3.807,3.807,44,4.489,39.309,36.723,3.453,3.741,0.112,0,0.101,63.275,4.61,26043.0,63.117,34.138,11,232.886,24.678,5.308,36.572,5.321,2.209,41,5.442,53.529,4.949,4.949,4.485,15.868,25632.0,0,3.94,3.94,4.707,4.707,2.424,63.033,5.521,29.786,529.91,10,4.598,1.634,30.286,7.324,0.378,1.377,3.379,0,2.719,182.824,0,0.109,0,4.302,5.661,31.874,3.343,12.589,0,22.667,609.76,2.457,13.1,4.506,7.151,7.151,1.698,5.661,6.805,4.726,4.726,1.201,414.734,452.508,2.003,6.726
6.276,0,0,19.314,5.872,6.922,6.922,2,1.124,11.639,11.639,11.639,3.289,3.289,5.289,3.289,7.355,11.647,3.491,4.254,4.254,19.0,1.09,18.696,18.696,18.696,18.696,18.696,17.022,1.14,3,19.477,0.106,1.566,1.162,0.698,4.355,4.355,4.355,42.2,6.432,8.211,7.977,4.037,13.156,1.505,4.681,18.596,-0.247,-0.247,242.14,14.591,14.591,14.591,14.591,14.591,-0.287,0.231,128.382,1.702,12.235,3.434,3.434,30,4.111,36.899,34.47,2.609,3.341,0.155,1,0.142,28.666,3.613,8567.0,27.508,32.03,3,132.362,14.869,4.92,25.615,4.727,1.795,27,5.037,19.91,2.469,2.469,3.616,9.964,8162.0,0,1.388,1.388,3.927,3.927,1.56,42.122,5.328,18.966,319.64,3,3.675,1.179,18.966,4.248,0.138,0.591,2.868,0,1.983,46.388,0,0.145,2,3.335,4.769,17.947,2.866,12.222,1,13.833,370.39,1.187,12.738,3.784,5.91,5.91,0.745,5.086,6.29,3.773,3.773,0.695,198.106,207.849,1.9,5.773
7.046,0,0,17.084,5.322,6.527,6.527,2,1.116,10.297,10.297,10.297,3.066,3.066,5.066,3.066,7.469,9.494,3.275,4.04,4.04,15.75,0.939,16.11,16.11,16.11,16.11,16.11,14.035,0.389,2,16.448,0.115,1.392,0.989,0.311,4.469,4.469,4.469,48.6,5.661,7.734,6.979,3.893,11.331,1.176,4.483,15.902,-0.665,-0.665,186.973,12.797,12.797,12.797,12.797,12.797,-0.91,0.251,104.042,1.655,10.837,3.296,3.296,26,3.97,35.162,32.857,2.377,3.188,0.174,0,0.155,50.578,3.303,6211.0,10.026,30.538,5,107.766,12.981,4.511,22.603,4.5,1.439,23,4.595,82.641,2.364,2.364,3.305,8.414,5763.0,0,0.983,0.983,3.924,3.924,1.433,37.073,5.115,15.648,255.7,3,3.357,1.145,15.648,3.591,0.071,0.258,2.711,0,1.901,25.569,0,0.172,1,2.996,5.015,13.806,2.731,11.82,1,10.833,304.33,0.784,12.357,3.34,4.213,4.213,0.733,5.015,6.354,4.058,4.058,0.667,161.215,173.525,1.435,6.058
7.0,0,0,17.067,5.176,6.524,6.524,2,1.119,10.279,10.279,10.279,3.061,3.061,5.061,3.061,7.461,9.255,3.231,4.034,4.034,15.0,0.955,15.24,15.24,15.24,15.24,15.24,13.204,0.32,2,15.568,0.119,1.43,1.022,0.116,4.461,4.461,4.461,45.9,5.669,7.602,7.013,3.851,10.793,1.248,4.418,15.568,-0.859,-0.859,176.573,12.369,12.369,12.369,12.369,12.369,-1.153,0.261,98.107,1.642,10.343,3.258,3.258,25,3.932,35.14,32.836,2.278,3.147,0.181,0,0.161,28.344,3.231,5568.0,12.405,30.519,5,101.297,12.78,4.431,21.725,4.438,1.439,22,4.533,51.582,2.358,2.358,3.307,8.082,5131.0,0,0.913,0.913,3.924,3.924,1.305,35.9,5.11,14.941,249.98,3,3.399,1.149,14.941,3.429,0.062,0.238,2.704,0,1.603,16.054,0,0.178,1,2.989,4.973,13.346,2.7,11.782,0,10.333,293.35,0.827,12.32,3.342,4.213,4.213,0.446,4.973,6.192,3.316,3.316,0.726,151.444,179.995,1.178,5.316
5.06,0,0,17.798,5.323,6.637,6.637,2,1.11,10.557,10.557,10.557,3.133,3.133,5.133,3.133,7.072,9.608,3.212,4.11,4.11,15.25,0.929,15.033,15.033,15.033,15.033,15.033,13.335,0.233,3,15.451,0.122,1.235,0.955,0.093,4.072,4.072,4.072,48.5,5.322,7.6,6.644,3.848,10.704,1.146,4.403,15.23,-0.892,-0.892,180.24,12.343,12.343,12.343,12.343,12.343,-1.18,0.265,98.107,1.642,9.922,3.258,3.258,25,3.932,35.491,33.164,2.341,3.147,0.178,1,0.164,28.666,3.31,5380.0,10.315,30.818,5,100.665,12.671,4.575,21.608,4.434,1.647,22,4.71,19.91,2.305,2.305,3.161,8.109,4987.0,0,0.755,0.755,3.924,3.924,1.254,35.794,5.183,15.104,256.58,3,3.188,1.007,15.604,3.556,0.044,0.429,2.599,0,1.642,23.432,0,0.163,2,2.992,4.923,13.612,2.591,11.891,1,10.667,314.74,0.614,12.42,3.266,4.736,4.736,0.39,4.923,5.986,3.747,3.747,0.69,150.972,160.465,1.512,5.747
5.638,0,0,17.819,5.36,6.644,6.644,2,1.109,10.593,10.593,10.593,3.139,3.139,5.139,3.139,7.081,10.03,3.347,4.117,4.117,15.5,0.937,15.903,15.903,15.903,15.903,15.903,14.258,0.444,3,16.474,0.118,1.436,0.972,0.172,4.081,4.081,4.081,45.9,5.649,7.736,7.145,3.89,11.242,1.191,4.469,16.182,-0.83,-0.83,191.014,12.771,12.771,12.771,12.771,12.771,-1.15,0.256,102.042,1.656,10.252,3.296,3.296,26,3.97,35.536,33.206,2.459,3.189,0.172,1,0.158,28.666,3.423,5971.0,16.148,30.857,4,106.996,13.383,4.635,22.449,4.497,1.605,23,4.771,19.91,2.23,2.23,3.339,8.5,5571.0,0,0.951,0.951,3.924,3.924,1.362,37.119,5.19,15.811,277.18,3,3.403,1.154,16.165,3.675,0.066,0.409,2.777,0,1.688,21.581,0,0.157,2,3.009,4.973,14.608,2.769,11.927,1,11.167,326.4,0.801,12.456,3.422,4.758,4.758,0.565,4.973,6.027,4.33,4.33,0.714,161.023,181.995,1.738,6.33
5.638,0,0,17.175,5.627,6.557,6.557,2,1.126,10.381,10.381,10.381,3.103,3.103,5.103,3.103,7.475,11.006,3.528,4.084,4.084,18.0,1.089,17.654,17.654,17.654,17.654,17.654,15.604,0.711,3,18.071,0.105,1.439,1.139,0.409,4.475,4.475,4.475,43.2,6.494,8.095,8.034,4.003,12.614,1.416,4.637,18.135,-0.558,-0.558,221.452,14.294,14.294,14.294,14.294,14.294,-0.786,0.226,120.211,1.69,11.987,3.401,3.401,29,4.078,35.36,33.058,2.52,3.304,0.157,0,0.141,22.643,3.638,8372.0,17.039,30.742,5,127.374,14.673,4.7,25.118,4.674,1.757,26,4.779,54.706,2.588,2.588,3.61,9.574,7891.0,0,1.688,1.688,3.924,3.924,1.741,42.059,5.16,18.096,301.73,3,3.663,1.194,18.096,4.065,0.112,0.523,2.801,0,2.165,40.759,0,0.154,1,3.259,4.971,16.763,2.794,11.964,0,13.0,350.41,1.094,12.498,3.647,5.105,5.105,0.95,4.971,6.389,3.667,3.667,0.839,191.826,216.705,1.754,5.667
6.092,0,0,18.136,5.511,6.714,6.714,2,1.125,10.937,10.937,10.937,3.165,3.165,5.165,3.165,7.567,10.504,3.448,4.13,4.13,17.5,1.082,17.48,17.48,17.48,17.48,17.48,15.504,0.677,2,18.156,0.109,1.485,1.138,0.379,4.567,4.567,4.567,42.9,6.125,7.985,7.571,3.969,12.28,1.443,4.592,17.412,-0.559,-0.559,211.863,13.718,13.718,13.718,13.718,13.718,-0.721,0.24,116.096,1.68,11.522,3.367,3.367,28,4.043,35.966,33.596,2.536,3.267,0.165,0,0.147,19.519,3.46,7421.0,19.189,31.214,3,120.219,13.916,4.663,24.171,4.619,1.45,25,4.736,51.582,2.504,2.504,3.533,9.168,6972.0,0,1.068,1.068,3.924,3.924,1.397,39.03,5.207,17.225,284.86,3,3.601,1.19,17.225,3.838,0.117,0.298,2.838,0,1.717,23.647,0,0.163,1,3.045,4.928,16.087,2.832,11.978,0,12.167,339.38,1.007,12.508,3.606,4.541,4.541,0.576,5.071,6.38,3.318,3.318,0.669,177.696,202.968,1.468,5.318
7.097,0,0,20.576,5.584,7.17,7.17,1,1.13,12.576,12.576,12.576,3.439,3.439,5.439,3.439,7.206,11.328,3.239,4.375,4.375,17.25,1.078,16.585,16.585,16.585,16.585,16.585,15.014,0.868,5,16.913,0.115,1.619,1.165,0.143,4.206,4.206,4.206,41.9,6.748,7.88,8.385,3.943,11.72,1.414,4.53,17.468,-0.792,-0.792,220.176,13.851,13.851,13.851,13.851,13.851,-0.851,0.256,106.039,1.672,11.301,3.367,3.367,28,4.043,38.003,35.483,2.792,3.23,0.166,0,0.156,49.161,3.338,6462.0,20.355,32.956,1,111.311,15.475,5.236,22.884,4.555,1.84,24,5.398,56.605,2.734,2.734,3.487,8.934,5904.0,0,2.136,2.136,3.523,3.523,1.759,41.634,5.464,16.259,281.67,0,3.608,1.436,16.259,4.018,0.032,0.485,2.735,0,2.102,31.032,0,0.15,0,3.368,4.944,14.233,2.715,12.426,1,11.333,321.42,1.179,12.917,3.682,5.764,5.764,1.025,4.944,6.131,3.89,3.89,1.171,99.705,209.82,1.425,5.89
6.032,0,0,17.084,5.401,6.527,6.527,2,1.121,10.297,10.297,10.297,3.066,3.066,5.066,3.066,7.463,9.678,3.297,4.039,4.039,15.75,0.961,16.11,16.11,16.11,16.11,16.11,14.127,0.381,2,16.459,0.115,1.426,1.018,0.31,4.463,4.463,4.463,44.7,5.8,7.734,7.161,3.893,11.331,1.282,4.483,16.086,-0.665,-0.665,186.973,12.797,12.797,12.797,12.797,12.797,-0.907,0.251,104.042,1.655,10.799,3.296,3.296,26,3.97,35.162,32.857,2.377,3.188,0.174,0,0.155,19.519,3.339,6211.0,13.178,30.538,5,107.766,13.198,4.511,22.603,4.5,1.439,23,4.595,51.582,2.364,2.364,3.365,8.451,5763.0,0,0.983,0.983,3.924,3.924,1.404,36.986,5.115,15.648,258.77,3,3.428,1.148,15.648,3.609,0.071,0.258,2.713,0,1.688,27.418,0,0.172,1,2.996,5.09,14.243,2.724,11.82,0,10.833,309.35,0.848,12.357,3.398,4.213,4.213,0.568,5.09,6.249,3.316,3.316,0.72,161.215,189.421,1.193,5.316
5.854,0,0,17.084,5.18,6.527,6.527,2,1.109,10.297,10.297,10.297,3.066,3.066,5.066,3.066,7.463,9.678,3.403,4.027,4.027,15.5,1.023,16.11,16.11,16.11,16.11,16.11,14.127,0.37,3,16.786,0.113,1.43,1.087,0.298,4.463,4.463,4.463,45.9,5.631,7.734,7.108,3.893,11.331,1.336,4.483,16.209,-0.665,-0.665,186.973,12.797,12.797,12.797,12.797,12.797,-0.907,0.251,104.042,1.655,10.306,3.296,3.296,26,3.97,35.162,32.857,2.377,3.188,0.174,0,0.155,22.005,3.388,6211.0,15.307,30.538,4,107.766,13.171,4.511,22.603,4.5,1.439,23,4.595,33.571,2.364,2.364,3.37,8.455,5763.0,0,0.983,0.983,3.924,3.924,1.348,36.123,5.117,15.648,266.28,3,3.457,1.152,16.002,3.572,0.071,0.258,2.784,0,1.688,12.972,0,0.172,1,2.996,4.973,14.608,2.775,11.82,0,10.833,326.4,0.778,12.357,3.39,4.213,4.213,0.568,4.973,6.249,4.329,4.329,0.677,161.215,181.995,1.473,6.329
6.495,0,0,17.408,5.352,6.566,6.566,3,1.107,10.458,10.458,10.458,3.118,3.118,5.118,3.118,7.491,9.476,3.386,4.081,4.081,15.0,0.912,16.913,16.913,16.913,16.913,16.913,14.215,0.486,1,17.075,0.111,1.375,0.962,0.315,4.491,4.491,4.491,51.2,6.483,7.886,7.95,3.937,11.899,1.114,4.56,17.151,-0.667,-0.667,198.376,13.403,13.403,13.403,13.403,13.403,-0.94,0.243,97.284,1.673,11.715,3.332,3.332,27,4.007,35.282,32.956,2.523,3.229,0.169,0,0.151,4.25,3.572,6597.0,16.74,30.616,16,113.098,14.014,4.635,23.289,4.555,1.494,24,4.754,51.582,2.459,2.459,3.745,8.819,6151.0,0,2.136,2.136,3.677,3.677,1.969,38.915,5.155,16.192,282.78,9,3.861,1.195,16.192,3.696,0.016,0.267,2.735,0,2.427,20.639,0,0.166,0,3.247,4.87,14.559,2.715,11.781,0,11.0,311.41,1.003,12.318,3.724,3.273,3.273,1.398,4.919,6.415,3.159,3.159,1.058,249.402,179.66,1.058,5.159
7.886,0,0,21.706,6.566,7.671,7.671,2,1.129,13.645,13.645,13.645,3.528,3.528,5.528,3.528,7.877,19.194,4.782,4.453,4.453,30.5,1.491,30.131,30.131,30.131,30.131,30.131,26.782,2.307,5,31.157,0.065,1.872,1.537,2.065,4.877,4.877,4.877,39.2,11.536,9.705,14.475,4.538,21.582,1.732,5.403,31.747,1.094,1.094,502.365,24.574,24.574,24.574,24.574,24.574,1.5,0.153,237.133,1.832,19.512,3.932,3.932,50,4.615,39.324,36.733,4.06,3.832,0.099,0,0.089,33.367,4.709,34714.0,48.715,34.142,10,260.68,26.648,5.628,39.111,5.456,2.508,45,5.826,73.439,6.166,6.166,4.544,17.036,32748.0,0,5.48,5.48,4.768,4.768,2.773,71.299,5.54,31.88,539.19,10,4.596,1.618,32.63,7.728,0.513,1.539,3.37,0,3.193,149.945,0,0.098,3,4.882,5.683,31.612,3.338,12.816,0,23.583,652.24,2.385,13.322,4.527,7.576,7.576,2.389,5.683,7.324,4.727,4.727,1.178,497.909,446.224,2.418,6.727
5.0,0,0,18.269,5.578,6.735,6.735,2,1.107,11.033,11.033,11.033,3.2,3.2,5.2,3.2,7.565,11.072,3.674,4.177,4.177,18.5,1.001,19.309,19.309,19.309,19.309,19.309,16.171,1.364,1,19.492,0.098,1.217,1.035,0.766,4.565,4.565,4.565,52.5,6.821,8.331,8.4,4.09,13.687,1.346,4.757,19.154,-0.217,-0.217,261.536,15.819,15.819,15.819,15.819,15.819,-0.3,0.21,130.606,1.715,13.156,3.497,3.497,32,4.174,36.13,33.76,3.035,3.376,0.145,0,0.131,20.993,3.872,9879.0,13.527,31.38,16,138.48,15.995,5.124,26.344,4.776,1.623,28,5.283,72.764,3.041,3.041,3.825,10.257,9117.0,0,2.472,2.472,4.331,4.331,2.06,47.902,5.227,19.087,291.61,16,3.867,1.108,19.087,4.516,0.098,0.565,2.803,0,2.572,37.168,1,0.143,0,3.577,5.122,16.398,2.806,12.223,0,13.333,368.37,1.02,12.742,3.862,4.725,4.725,1.578,5.122,7.004,3.576,3.576,1.011,267.797,193.267,1.517,5.576
8.398,0,0,20.493,6.083,7.197,7.197,2,1.118,12.709,12.709,12.709,3.443,3.443,5.443,3.443,7.593,13.423,3.867,4.412,4.412,20.5,1.12,19.947,19.947,19.947,19.947,19.947,17.879,1.435,3,20.284,0.098,1.443,1.156,1.31,4.593,4.593,4.593,45.8,7.588,8.477,9.498,4.134,14.114,1.419,4.796,20.681,0.352,0.352,302.924,16.793,16.793,16.793,16.793,16.793,0.44,0.212,138.881,1.731,13.487,3.555,3.555,34,4.234,38.228,35.708,3.257,3.41,0.139,0,0.13,34.325,4.126,9840.0,29.451,33.184,8,141.051,18.335,5.609,26.327,4.831,2.055,29,5.864,23.034,4.219,4.219,4.077,10.842,8908.0,0,2.828,2.828,3.96,3.96,2.145,51.728,5.481,19.698,326.7,8,4.111,1.207,19.698,4.993,0.02,1.111,2.91,0,2.42,71.689,0,0.135,3,3.614,5.361,17.218,2.931,12.68,0,13.833,389.44,1.659,13.169,4.179,6.668,6.668,1.388,5.361,6.696,4.054,4.054,1.047,188.969,253.323,1.969,6.054
7.357,0,0,18.985,5.973,6.871,6.871,1,1.129,11.459,11.459,11.459,3.25,3.25,5.25,3.25,7.633,12.804,4.176,4.222,4.222,21.25,1.216,22.016,22.016,22.016,22.016,22.016,19.247,1.473,1,22.636,0.09,1.59,1.273,1.407,4.633,4.633,4.633,41.8,8.114,8.72,10.043,4.198,15.601,1.55,4.936,22.309,0.453,0.453,291.012,17.119,17.119,17.119,17.119,17.119,0.536,0.196,156.0,1.75,14.649,3.584,3.584,35,4.263,36.638,34.219,3.04,3.502,0.134,0,0.121,72.835,4.12,13972.0,22.818,31.791,4,167.887,17.817,4.86,29.899,4.966,2.03,32,4.97,88.032,3.718,3.718,4.05,11.786,13397.0,0,2.576,2.576,3.889,3.889,1.984,48.898,5.273,22.501,383.17,6,4.105,1.323,23.001,4.935,0.221,0.702,2.943,0,2.5,55.126,4,0.132,0,3.589,5.354,22.216,2.951,12.146,0,16.333,450.97,1.452,12.676,4.004,6.494,6.494,1.5,5.354,6.479,3.611,3.611,1.079,295.311,290.465,1.646,5.611
8.678,0,0,21.706,6.374,7.671,7.671,1,1.135,13.645,13.645,13.645,3.528,3.528,5.528,3.528,7.801,15.043,4.369,4.453,4.453,24.0,1.274,23.435,23.435,23.435,23.435,23.435,20.827,1.813,4,24.137,0.083,1.694,1.33,1.621,4.801,4.801,4.801,37.1,9.049,8.996,11.325,4.29,16.79,1.665,5.041,24.676,0.651,0.651,357.966,19.19,19.19,19.19,19.19,19.19,0.903,0.197,175.525,1.774,15.169,3.689,3.689,39,4.369,39.271,36.675,3.443,3.589,0.127,0,0.114,65.958,4.361,16677.0,38.835,34.08,6,185.841,20.89,5.323,31.556,5.1,1.958,35,5.481,88.325,4.073,4.073,4.236,13.294,15792.0,0,3.133,3.133,4.762,4.762,2.306,56.529,5.54,24.742,407.97,8,4.292,1.538,24.992,6.107,0.275,1.118,3.113,0,2.63,128.264,2,0.123,2,4.043,5.402,23.89,3.098,12.579,0,18.25,497.64,1.824,13.086,4.243,6.378,6.378,1.691,5.402,7.089,4.727,4.727,1.139,260.18,334.896,1.753,6.727
9.509,0,0,21.706,6.639,7.671,7.671,2,1.136,13.645,13.645,13.645,3.528,3.528,5.528,3.528,7.863,18.813,4.722,4.453,4.453,29.75,1.492,29.521,29.521,29.521,29.521,29.521,26.144,2.115,4,30.338,0.066,1.875,1.539,2.042,4.863,4.863,4.863,39.0,11.359,9.646,14.175,4.517,21.15,1.733,5.377,30.924,1.079,1.079,488.433,24.139,24.139,24.139,24.139,24.139,1.5,0.157,230.215,1.828,19.352,3.912,3.912,49,4.595,39.331,36.74,3.934,3.81,0.101,0,0.091,59.017,4.682,32437.0,48.503,34.149,9,252.525,26.084,5.572,38.326,5.424,2.511,44,5.768,106.336,6.0,6.0,4.562,16.697,30481.0,0,5.137,5.137,4.767,4.767,2.701,70.652,5.54,31.009,514.96,10,4.603,1.619,30.389,7.646,0.461,1.518,3.357,0,3.135,157.533,1,0.099,2,4.849,5.692,30.318,3.334,12.772,0,22.75,620.78,2.556,13.279,4.54,7.236,7.236,2.338,5.692,7.258,4.727,4.727,1.179,466.638,438.278,2.4,6.727
