pXC50,nX,nF,Mi,Si,nBT,nAT,nHet,Se,Sp,MW,X.,nC,nCsp,RBN,N.,SCBO,nTB,nCsp3,nN,nBO,nH,Sv,nSK,Mp,nS,nBM,C.,nHM
5.81,1,0,1.122,71.8,66.0,64.0,8,64.058,43.546,500.11,1.6,26,0,12,4.7,46.5,0,8,3,36,30,40.598,34,0.68,1,19,40.6,2
6.553,1,0,1.124,75.298,69.0,67.0,9,67.16,45.551,527.14,1.5,27,0,13,6.0,49.5,0,8,4,38,31,42.62,36,0.68,1,20,40.3,2
8.398,2,2,1.142,93.612,84.0,82.0,13,83.152,52.529,619.81,2.4,30,0,17,6.1,57.5,0,13,5,45,39,50.117,43,0.641,1,21,36.6,1
7.745,2,2,1.144,101.778,90.0,89.0,14,90.356,55.716,654.86,2.2,31,0,20,4.5,57.0,0,16,4,46,44,53.106,45,0.626,1,17,34.8,1
6.398,0,0,1.134,69.148,63.0,61.0,9,61.28,39.387,446.63,0.0,22,0,2,6.6,42.0,0,10,4,33,30,36.98,31,0.646,1,15,36.1,1
5.432,3,3,1.138,85.33,78.0,75.0,11,76.25,49.239,589.74,4.0,30,0,3,4.0,56.0,0,11,3,44,34,47.216,41,0.657,1,21,40.0,1
6.229,0,0,1.126,50.651,47.0,45.0,5,44.912,29.779,323.43,0.0,19,0,3,6.7,34.0,0,5,3,26,21,28.235,24,0.662,0,14,42.2,0
7.527,2,2,1.135,110.106,99.0,97.0,11,97.25,62.086,685.96,2.1,37,0,19,3.1,63.0,0,17,3,50,49,58.235,48,0.64,1,22,38.1,1
4.531,0,0,1.12,47.026,44.0,42.0,4,41.702,28.563,305.41,0.0,19,0,4,7.1,34.0,0,3,3,25,19,26.993,23,0.68,0,15,45.2,0
5.161,1,0,1.118,61.511,58.0,55.0,9,55.516,39.296,480.03,1.8,24,0,9,9.1,49.0,0,3,5,36,22,37.292,33,0.714,1,24,43.6,2
7.076,0,0,1.147,133.092,116.0,116.0,23,118.93,70.137,853.01,0.0,37,0,26,6.9,73.0,0,21,8,60,56,68.536,60,0.605,0,16,31.9,0
8.549,2,2,1.142,90.24,80.0,79.0,12,80.159,49.733,583.77,2.5,28,0,17,3.8,51.0,0,14,3,41,39,47.316,40,0.63,1,16,35.4,1
6.554,0,0,1.136,70.437,64.0,62.0,9,62.054,39.938,445.65,0.0,22,0,10,8.1,42.0,0,10,5,33,31,37.287,31,0.644,1,15,35.5,1
6.447,0,0,1.127,57.481,53.0,51.0,5,50.68,33.302,351.49,0.0,21,0,5,5.9,36.0,0,7,3,28,25,31.289,26,0.653,0,14,41.2,0
5.222,0,0,1.132,80.394,74.0,71.0,9,70.93,45.671,500.73,0.0,26,0,4,5.6,47.0,0,14,4,38,36,42.561,35,0.643,1,15,36.6,1
5.77,0,0,1.127,74.397,68.0,66.0,7,65.727,42.659,458.68,0.0,25,0,2,3.0,43.0,0,12,2,34,34,39.518,32,0.646,1,15,37.9,1
8.412,2,2,1.138,110.399,99.0,97.0,13,97.796,61.785,702.95,2.1,36,0,21,4.1,64.0,0,17,4,51,48,58.444,49,0.637,1,22,37.1,1
8.301,2,2,1.137,95.528,86.0,84.0,12,84.934,54.285,630.83,2.4,32,0,17,4.8,59.0,0,13,4,46,40,51.622,44,0.646,1,22,38.1,1
7.523,0,0,1.128,93.64,85.0,83.0,9,83.058,53.211,575.77,0.0,33,0,16,3.6,56.0,0,12,3,44,41,50.362,42,0.641,0,21,39.8,0
6.879,0,0,1.129,100.471,91.0,89.0,9,88.825,56.733,603.83,0.0,35,0,18,3.4,58.0,0,14,3,46,45,53.416,44,0.637,0,21,39.3,0
4.699,2,2,1.144,83.489,75.0,73.0,11,73.839,46.307,538.73,2.7,26,0,13,5.5,48.0,0,14,4,39,36,43.854,37,0.634,1,15,35.6,1
4.699,2,2,1.144,76.658,69.0,67.0,11,68.072,42.784,510.67,3.0,24,0,11,6.0,46.0,0,12,4,37,32,40.8,35,0.639,1,15,35.8,1
5.721,0,0,1.129,84.683,77.0,75.0,9,75.181,48.478,532.7,0.0,30,0,14,5.3,53.0,0,9,4,41,36,46.088,39,0.646,0,21,40.0,0
4.699,2,2,1.145,69.828,63.0,61.0,11,62.305,39.262,482.61,3.3,22,0,10,6.6,44.0,0,10,4,35,28,37.747,33,0.644,1,15,36.1,1
7.959,2,2,1.138,95.608,86.0,84.0,11,84.858,53.637,610.77,2.4,33,0,16,4.8,58.0,0,12,4,46,40,51.435,44,0.639,0,21,39.3,0
4.148,0,0,1.128,45.109,42.0,40.0,5,39.92,26.807,294.39,0.0,17,0,4,10.0,32.5,0,3,4,24,18,25.488,22,0.67,0,14,42.5,0
4.094,2,0,1.131,31.668,29.0,28.0,6,28.698,19.994,272.15,7.1,11,0,1,10.7,23.0,0,3,3,18,11,19.068,17,0.714,0,8,39.3,2
8.699,2,2,1.136,96.522,87.0,85.0,8,84.868,54.245,579.8,2.4,34,0,15,3.5,55.0,0,14,3,44,43,51.038,42,0.638,0,20,40.0,0
8.301,2,2,1.137,97.814,88.0,86.0,10,86.414,54.944,608.8,2.3,34,0,16,4.7,58.0,0,13,4,46,42,52.247,44,0.639,0,21,39.5,0
6.523,0,0,1.131,96.138,87.0,85.0,10,85.159,54.216,590.79,0.0,33,0,16,4.7,57.0,0,12,4,45,42,51.384,43,0.638,0,21,38.8,0
7.523,0,0,1.131,87.091,81.0,77.0,5,75.523,48.944,474.76,0.0,30,0,8,5.2,46.0,0,17,4,39,42,44.81,35,0.636,0,13,39.0,0
5.959,1,0,1.115,59.093,56.0,53.0,7,53.338,37.642,444.95,1.9,25,0,7,7.5,48.5,0,1,4,35,21,36.084,32,0.71,0,25,47.2,1
6.222,0,0,1.115,60.232,57.0,54.0,7,54.232,38.029,435.52,0.0,26,1,7,9.3,51.5,1,1,5,36,21,36.751,33,0.704,0,26,48.1,0
6.42,3,3,1.139,85.41,78.0,75.0,10,76.174,48.591,569.68,4.0,31,0,12,4.0,55.0,0,11,3,44,34,47.029,41,0.648,0,20,41.3,0
7.658,2,2,1.142,93.655,83.0,82.0,12,83.043,51.495,597.8,2.4,29,0,18,3.7,52.0,0,15,3,42,41,48.843,41,0.628,1,16,35.4,1
5.959,0,0,1.13,84.726,78.0,75.0,8,74.596,48.188,513.77,0.0,28,0,5,4.0,48.0,0,15,3,39,39,44.593,36,0.643,1,15,37.3,1
5.435,0,0,1.129,82.437,75.0,73.0,8,72.821,46.637,502.74,0.0,27,0,13,2.7,46.0,0,14,2,37,38,43.286,35,0.639,1,15,37.0,1
6.222,3,3,1.135,63.583,59.0,56.0,9,57.436,38.358,478.51,5.4,26,0,7,7.1,51.5,0,2,4,38,21,37.933,35,0.685,0,25,46.4,0
5.174,0,0,1.136,84.098,76.0,74.0,9,73.589,46.983,501.77,0.0,26,0,12,6.8,46.0,0,14,5,37,39,43.394,35,0.635,1,15,35.1,1
7.071,0,0,1.131,83.726,76.0,74.0,8,73.596,47.188,501.76,0.0,27,0,5,4.1,46.0,0,14,3,37,39,43.593,35,0.638,1,15,36.5,1
7.658,2,2,1.121,79.615,75.0,71.0,8,71.683,48.915,565.66,2.8,34,1,2,4.2,62.0,1,7,3,46,29,47.35,42,0.689,0,27,47.9,0
5.337,0,0,1.123,50.524,47.0,45.0,5,44.803,30.569,332.44,0.0,20,0,5,8.9,37.5,0,2,4,27,20,29.015,25,0.679,0,19,44.4,0
7.337,3,3,1.126,79.955,75.0,71.0,9,72.196,48.853,583.65,4.2,34,1,2,4.2,63.0,1,7,3,47,28,47.734,43,0.688,0,27,47.9,0
4.824,0,0,1.13,70.065,64.0,62.0,8,62.061,40.142,445.64,0.0,23,0,2,4.8,42.0,0,11,3,33,31,37.486,31,0.647,1,15,37.1,1
7.143,0,0,1.135,90.806,83.0,80.0,11,80.018,51.444,568.82,0.0,29,0,13,7.5,54.5,0,13,6,43,40,48.13,40,0.643,1,20,36.3,1
9.523,0,0,1.145,151.168,132.0,132.0,23,134.348,79.944,935.17,0.0,43,0,30,6.1,80.0,0,26,8,66,66,77.17,66,0.606,0,17,32.6,0
6.499,0,0,1.118,92.806,87.0,83.0,7,82.519,55.54,589.79,0.0,37,0,13,3.6,63.0,0,10,3,48,39,52.406,44,0.669,0,27,44.6,0
4.699,0,0,1.124,82.022,75.0,73.0,8,72.938,47.875,524.74,0.0,29,0,15,2.7,51.0,0,10,2,39,36,44.759,37,0.656,1,21,39.7,1
6.538,0,0,1.131,80.311,73.0,71.0,8,70.712,45.427,487.73,0.0,26,0,4,4.2,45.0,0,13,3,36,37,42.066,34,0.64,1,15,36.6,1
5.456,2,0,1.119,46.997,44.0,42.0,7,42.567,30.523,387.29,4.8,19,0,5,9.5,38.5,0,1,4,28,16,29.143,26,0.727,0,19,45.2,2
6.854,0,0,1.126,85.601,81.0,76.0,13,77.171,51.693,618.71,0.0,33,0,10,10.5,68.5,0,6,8,51,30,50.54,46,0.68,0,32,43.4,0
7.018,0,0,1.127,93.564,88.0,83.0,17,85.112,56.466,712.81,0.0,34,0,12,9.6,75.5,0,7,8,56,32,55.398,51,0.68,1,34,41.0,1
5.57,0,0,1.136,88.6,81.0,78.0,12,78.461,50.137,570.79,0.0,28,0,13,7.7,54.5,0,12,6,43,38,47.318,40,0.643,1,20,35.9,1
6.796,2,2,1.141,101.562,91.0,89.0,9,88.963,55.222,587.83,2.2,33,0,15,3.4,52.0,0,19,3,44,47,51.806,42,0.62,0,14,37.1,0
7.301,0,0,1.125,85.521,81.0,76.0,14,77.723,51.597,635.69,0.0,33,0,10,9.2,69.5,0,6,7,52,29,50.948,47,0.679,0,29,43.4,0
6.097,0,0,1.116,65.857,62.0,59.0,8,59.443,41.245,477.56,0.0,28,1,8,8.5,55.5,1,2,5,39,23,39.993,36,0.699,0,27,47.5,0
8.699,0,0,1.122,79.69,74.0,71.0,9,71.272,47.358,535.72,0.0,29,0,3,4.2,54.0,0,9,3,41,33,44.727,38,0.667,1,22,40.8,1
8.5,0,0,1.124,86.52,80.0,77.0,9,77.04,50.881,563.78,0.0,31,0,5,3.9,56.0,0,11,3,43,37,47.781,40,0.661,1,22,40.3,1
6.602,3,3,1.134,87.327,80.0,77.0,9,77.956,50.347,580.7,3.9,33,0,12,2.6,57.0,0,11,2,45,35,48.534,42,0.654,0,21,42.9,0
6.959,0,0,1.114,95.806,90.0,86.0,7,85.519,58.54,625.82,0.0,40,0,13,3.5,69.0,0,7,3,51,39,55.406,47,0.681,0,33,46.5,0
6.073,0,0,1.137,88.723,80.0,78.0,10,77.799,49.199,531.8,0.0,27,0,13,6.4,48.0,0,15,5,39,41,45.636,37,0.631,1,15,34.6,1
6.553,3,3,1.131,89.327,82.0,79.0,9,79.956,52.347,604.72,3.8,35,0,13,2.5,61.0,0,9,2,47,35,50.534,44,0.663,0,26,44.3,0
6.364,0,0,1.132,88.268,79.0,78.0,8,77.589,49.16,518.79,0.0,28,0,17,2.6,46.0,0,15,2,37,42,45.34,36,0.63,1,15,35.9,1
5.77,0,0,1.123,56.149,52.0,50.0,6,50.014,33.784,374.48,0.0,22,0,8,8.0,41.5,0,2,4,30,22,32.256,28,0.676,0,20,44.0,0
6.046,0,0,1.125,59.647,55.0,53.0,7,53.116,35.79,401.51,0.0,23,1,9,9.4,44.5,1,4,5,32,23,34.278,30,0.675,0,20,43.4,0
7.368,0,0,1.112,78.936,75.0,71.0,6,70.658,49.04,529.68,0.0,34,1,2,4.2,60.0,1,7,3,44,31,46.584,40,0.691,0,27,47.9,0
7.108,2,2,1.121,79.615,75.0,71.0,8,71.683,48.915,565.66,2.8,34,1,2,4.2,62.0,1,7,3,46,29,47.35,42,0.689,0,27,47.9,0
6.0,0,0,1.117,64.773,61.0,58.0,7,58.225,40.0,452.55,0.0,27,0,8,6.9,51.5,0,2,4,37,24,38.498,34,0.69,0,26,46.6,0
6.939,0,0,1.116,102.637,96.0,92.0,7,91.287,62.063,653.88,0.0,42,0,14,3.3,71.0,0,9,3,53,43,58.459,49,0.675,0,33,45.7,0
5.0,0,0,1.116,102.637,96.0,92.0,7,91.287,62.063,653.88,0.0,42,0,14,3.3,71.0,0,9,3,53,43,58.459,49,0.675,0,33,45.7,0
5.0,0,0,1.118,92.806,87.0,83.0,7,82.519,55.54,589.79,0.0,37,0,12,3.6,63.0,0,10,3,48,39,52.406,44,0.669,0,27,44.6,0
5.3,0,0,1.134,83.936,75.0,74.0,9,73.923,46.642,505.75,0.0,26,0,16,4.1,45.0,0,13,3,36,39,43.308,35,0.63,1,15,35.1,1
7.678,3,3,1.141,91.244,83.0,80.0,12,81.236,52.006,618.79,3.8,31,0,12,5.0,58.0,0,12,4,46,37,49.764,43,0.65,1,21,38.8,1
7.237,3,3,1.14,94.659,86.0,83.0,12,84.119,53.768,632.82,3.6,32,0,12,4.8,59.0,0,13,4,47,39,51.291,44,0.648,1,21,38.6,1
7.585,0,0,1.128,95.849,89.0,85.0,10,84.909,55.41,606.86,0.0,33,0,12,4.7,59.0,0,14,4,47,42,51.856,43,0.652,1,21,38.8,1
6.494,2,2,1.141,98.146,88.0,86.0,9,86.079,53.461,573.8,2.3,32,0,13,3.5,51.0,0,18,3,43,45,50.28,41,0.622,0,14,37.2,0
6.938,1,0,1.128,69.963,64.0,62.0,8,62.2,41.142,469.03,1.6,25,0,12,6.5,45.5,0,7,4,35,29,38.906,33,0.664,0,19,40.3,1
6.569,2,2,1.141,86.695,79.0,76.0,10,76.872,47.87,545.69,2.6,29,0,13,3.9,50.0,0,15,3,42,37,45.887,39,0.63,0,14,38.2,0
6.271,0,0,1.132,75.849,71.0,67.0,7,66.643,42.807,450.64,0.0,26,0,9,6.0,44.5,0,14,4,37,34,40.132,33,0.639,0,13,38.8,0
4.726,3,2,1.132,86.014,80.0,76.0,10,76.985,50.512,598.14,3.9,32,0,11,3.9,57.0,0,12,3,46,34,48.473,42,0.665,0,20,42.1,1
6.81,2,2,1.138,83.07,77.0,73.0,9,73.661,46.654,527.67,2.7,29,0,11,4.1,50.0,0,15,3,42,35,44.646,38,0.639,0,14,39.7,0
5.268,0,0,1.13,82.52,75.0,73.0,9,73.04,46.881,515.74,0.0,27,0,11,4.1,48.0,0,13,3,38,37,43.781,36,0.642,1,16,37.0,1
5.611,0,0,1.133,82.68,76.0,73.0,7,72.41,46.33,478.7,0.0,28,0,11,5.5,46.0,0,14,4,38,38,43.186,35,0.635,0,14,38.4,0
6.638,0,0,1.135,86.261,79.0,76.0,9,75.73,48.58,518.73,0.0,29,0,13,7.9,51.5,0,12,6,41,38,45.702,38,0.639,0,19,38.2,0
6.246,2,2,1.139,109.392,99.0,96.0,9,95.73,59.745,627.9,2.1,36,0,14,3.1,56.0,0,22,3,48,51,55.86,45,0.622,0,14,37.5,0
5.745,0,0,1.132,96.181,87.0,85.0,9,84.574,53.927,571.86,0.0,31,0,15,3.5,52.0,0,17,3,42,45,49.888,40,0.634,1,16,36.5,1
6.456,2,2,1.133,89.486,83.0,79.0,9,79.545,51.415,577.73,2.5,33,0,11,3.8,57.0,0,13,3,46,37,49.172,42,0.651,0,20,41.8,0
6.222,0,0,1.128,63.185,60.0,56.0,5,55.338,36.614,376.55,0.0,23,0,5,7.1,39.5,0,11,4,32,28,34.122,28,0.654,0,13,41.1,0
7.699,3,3,1.142,87.908,80.0,77.0,11,78.276,49.597,584.7,3.9,31,0,13,5.2,56.0,0,11,4,45,35,48.05,42,0.644,0,20,40.3,0
4.337,5,5,1.146,90.505,83.0,79.0,12,81.083,51.228,631.7,6.3,33,0,11,3.8,60.0,0,13,3,49,34,50.322,45,0.648,0,20,41.8,0
6.471,3,3,1.137,86.41,80.0,76.0,10,77.174,49.591,581.69,3.9,32,0,11,3.9,57.0,0,12,3,46,34,48.029,42,0.653,0,20,42.1,0
6.548,0,0,1.13,82.47,78.0,73.0,6,72.083,46.876,474.71,0.0,29,0,7,5.5,47.5,0,17,4,40,38,43.471,35,0.642,0,13,39.7,0
6.519,2,2,1.131,82.575,77.0,73.0,10,73.854,48.54,569.73,2.7,30,0,11,4.1,54.5,0,12,3,44,33,46.306,40,0.665,1,19,41.1,1
7.796,3,3,1.137,84.124,77.0,74.0,12,75.694,48.932,603.72,4.1,30,0,4,4.1,58.0,0,10,3,45,32,47.404,42,0.661,1,22,40.5,1
6.244,2,2,1.138,96.731,89.0,85.0,9,85.196,53.699,583.79,2.4,33,0,14,3.5,54.0,0,19,3,46,43,50.753,42,0.632,0,14,38.8,0
6.493,1,0,1.124,73.089,67.0,65.0,8,64.832,44.097,499.13,1.5,26,0,13,6.2,46.5,0,8,4,36,31,40.905,34,0.678,1,19,40.0,2
7.244,2,2,1.14,99.146,90.0,87.0,9,87.079,54.461,585.81,2.3,33,0,14,3.4,53.0,0,19,3,45,45,51.28,42,0.626,0,14,37.9,0
7.108,2,2,1.133,99.731,92.0,88.0,9,88.196,56.699,619.82,2.3,36,0,14,3.4,60.0,0,16,3,49,43,53.753,45,0.644,0,20,40.9,0
7.678,2,2,1.134,94.11,87.0,83.0,10,83.756,53.631,607.76,2.4,34,0,11,3.6,59.0,0,14,3,48,39,51.414,44,0.646,0,20,41.0,0
7.77,3,3,1.141,93.529,85.0,82.0,10,82.716,52.665,596.76,3.7,33,0,12,4.9,57.0,0,13,4,46,39,50.389,43,0.642,0,20,40.2,0
5.553,3,3,1.137,86.41,80.0,76.0,10,77.174,49.591,581.69,3.9,32,0,11,3.9,57.0,0,12,3,46,34,48.029,42,0.653,0,20,42.1,0
6.53,2,2,1.138,103.562,95.0,91.0,9,90.963,57.222,611.85,2.2,35,0,14,3.3,56.0,0,21,3,48,47,53.806,44,0.629,0,14,38.5,0
8.674,0,0,1.124,100.058,92.0,89.0,11,89.236,58.864,658.89,0.0,36,0,15,4.5,66.0,0,10,4,50,42,55.571,47,0.661,1,28,40.4,1
6.21,0,0,1.124,100.058,92.0,89.0,11,89.236,58.864,658.89,0.0,36,0,15,4.5,66.0,0,10,4,50,42,55.571,47,0.661,1,28,40.4,1
7.854,0,0,1.128,101.55,94.0,90.0,8,89.272,57.83,598.86,0.0,36,0,13,4.4,59.0,0,16,4,48,46,54.008,44,0.643,0,20,40.0,0
6.722,3,3,1.141,86.699,79.0,76.0,10,76.948,49.143,568.7,3.9,31,0,12,5.3,55.0,0,11,4,44,35,47.335,41,0.647,0,20,40.8,0
6.258,0,0,1.129,99.351,91.0,88.0,13,88.781,57.563,663.87,0.0,34,0,15,5.7,65.5,0,11,5,50,41,54.78,47,0.654,1,27,38.6,1
5.839,0,0,1.134,97.55,89.0,86.0,8,85.272,53.83,550.82,0.0,32,0,13,4.7,51.0,0,18,4,43,46,50.008,40,0.626,0,14,37.2,0
7.0,2,2,1.14,92.316,84.0,81.0,9,81.312,50.938,557.75,2.5,31,0,14,3.7,51.0,0,17,3,43,41,48.226,40,0.629,0,14,38.3,0
6.783,2,2,1.135,95.316,87.0,84.0,9,84.312,53.938,593.78,2.4,34,0,13,3.6,57.0,0,14,3,46,41,51.226,43,0.642,0,20,40.5,0
6.621,0,0,1.131,74.64,70.0,66.0,6,65.316,42.353,434.64,0.0,26,0,9,6.1,43.5,0,14,4,36,34,39.417,32,0.642,0,13,39.4,0
7.0,0,0,1.13,91.514,84.0,81.0,9,80.949,52.0,560.76,0.0,32,0,14,4.9,55.0,0,12,4,44,40,49.142,41,0.642,0,20,39.5,0
6.071,2,2,1.141,90.11,82.0,79.0,10,79.756,49.631,559.72,2.5,30,0,14,3.8,51.0,0,16,3,43,39,47.414,40,0.628,0,14,38.0,0
6.248,0,0,1.121,77.351,74.0,69.0,6,68.065,46.546,486.74,0.0,29,0,9,5.8,50.0,0,13,4,40,34,42.889,35,0.675,1,18,42.0,1
6.917,2,2,1.14,99.146,90.0,87.0,9,87.079,54.461,585.81,2.3,33,0,14,3.4,53.0,0,19,3,45,45,51.28,42,0.626,0,14,37.9,0
6.049,0,0,1.129,102.766,94.0,91.0,13,91.665,59.324,677.9,0.0,35,0,15,5.5,66.5,0,12,5,51,43,56.307,48,0.652,1,27,38.5,1
6.559,0,0,1.124,76.434,73.0,68.0,7,67.283,45.79,487.73,0.0,28,0,7,7.4,50.0,0,13,5,40,33,42.384,35,0.673,1,18,41.2,1
5.143,0,0,1.129,81.261,77.0,72.0,5,70.756,46.421,458.71,0.0,29,0,7,5.6,46.5,0,17,4,39,38,42.756,34,0.645,0,13,40.3,0
6.253,1,0,1.122,69.548,65.0,62.0,8,62.316,42.381,491.03,1.6,27,0,11,6.5,51.0,0,5,4,38,27,40.379,35,0.684,0,24,43.5,1
6.959,2,2,1.14,95.731,87.0,84.0,9,84.196,52.699,571.78,2.4,32,0,14,3.6,52.0,0,18,3,44,43,49.753,41,0.627,0,14,38.1,0
5.68,0,0,1.128,86.889,80.0,77.0,8,76.738,49.785,530.73,0.0,31,0,13,5.2,53.0,0,11,4,42,38,46.9,39,0.647,0,20,40.3,0
6.222,0,0,1.127,85.68,79.0,76.0,7,75.41,49.33,514.73,0.0,31,0,13,5.3,52.0,0,11,4,41,38,46.186,38,0.649,0,20,40.8,0
5.839,2,2,1.142,84.486,76.0,74.0,9,74.545,46.415,517.68,2.7,28,0,11,4.1,47.0,0,14,3,39,37,44.172,37,0.627,0,14,37.8,0
6.648,2,2,1.135,82.865,77.0,73.0,10,74.105,47.347,553.66,2.7,30,0,11,4.1,54.5,0,12,3,44,33,45.834,40,0.649,0,19,41.1,0
6.506,2,2,1.135,85.153,79.0,75.0,10,75.879,48.898,564.69,2.7,31,0,11,5.3,56.0,0,12,4,45,34,47.14,41,0.652,0,20,41.3,0
5.523,1,0,1.12,47.053,44.0,42.0,6,42.243,29.665,352.85,2.4,19,0,5,9.5,37.5,0,1,4,27,17,28.316,25,0.706,0,19,45.2,1
6.593,0,0,1.131,78.055,73.0,69.0,6,68.199,44.114,448.67,0.0,27,0,10,5.8,44.5,0,15,4,37,36,40.944,33,0.639,0,13,39.1,0
4.438,0,0,1.133,94.012,86.0,83.0,10,83.05,53.006,575.78,0.0,32,0,14,6.0,56.0,0,12,5,45,41,50.163,42,0.639,0,20,38.6,0
5.889,2,2,1.139,85.442,78.0,75.0,10,75.654,48.449,551.7,2.7,30,0,12,6.7,54.0,0,10,5,43,35,46.447,40,0.646,0,20,40.0,0
4.398,0,0,1.151,347.731,302.0,302.0,57,307.569,180.416,2121.7,0.0,92,0,75,8.3,177.0,0,61,25,149,153,174.124,149,0.597,0,31,30.5,0
6.384,0,0,1.141,156.378,138.0,137.0,24,139.676,84.398,999.21,0.0,47,0,31,5.8,89.0,0,24,8,72,66,81.885,71,0.616,0,23,34.3,0
5.301,0,0,1.125,99.009,92.0,88.0,8,87.279,57.859,605.85,0.0,37,0,14,5.7,63.0,0,11,5,49,43,54.261,45,0.657,0,26,42.0,0
6.876,2,0,1.11,84.365,80.0,76.0,8,76.298,53.728,627.6,2.6,36,0,12,2.6,64.0,0,6,2,48,32,50.986,44,0.707,0,28,47.4,2
5.522,0,0,1.127,85.68,79.0,76.0,7,75.41,49.33,514.73,0.0,31,0,12,5.3,52.0,0,11,4,41,38,46.186,38,0.649,0,20,40.8,0
4.721,0,0,1.137,70.517,64.0,62.0,8,61.978,39.29,425.59,0.0,23,0,10,8.1,41.0,0,9,5,33,31,37.1,31,0.634,0,14,37.1,0
6.407,3,3,1.14,91.164,83.0,80.0,13,81.789,51.909,635.77,3.8,31,0,13,3.8,59.0,0,12,3,47,36,50.172,44,0.649,1,21,38.8,1
7.409,3,3,1.141,92.453,84.0,81.0,13,82.563,52.461,634.79,3.7,31,0,13,4.9,59.0,0,12,4,47,37,50.479,44,0.648,1,21,38.3,1
6.52,2,2,1.137,92.113,84.0,81.0,12,82.05,52.523,616.8,2.5,31,0,13,4.9,58.0,0,12,4,46,38,50.096,43,0.648,1,21,38.3,1
8.398,2,2,1.14,94.612,85.0,83.0,13,84.152,53.529,631.82,2.4,31,0,17,6.0,59.0,0,13,5,46,39,51.117,44,0.645,1,22,37.3,1
8.398,2,2,1.141,97.027,87.0,85.0,13,86.036,54.29,633.84,2.4,31,0,17,5.9,58.5,0,14,5,46,41,51.644,44,0.639,1,21,36.5,1
7.824,2,2,1.138,98.99,89.0,87.0,13,88.003,55.904,655.91,2.3,31,0,18,3.4,56.0,0,17,3,46,43,52.557,44,0.643,2,16,35.6,2
8.0,2,2,1.138,100.153,90.0,88.0,13,89.145,56.5,660.86,2.3,33,0,19,4.5,61.0,0,14,4,48,42,53.864,46,0.642,1,22,37.5,1
7.959,2,2,1.138,100.153,90.0,88.0,13,89.145,56.5,660.86,2.3,33,0,19,4.5,61.0,0,14,4,48,42,53.864,46,0.642,1,22,37.5,1
5.155,2,2,1.14,78.655,72.0,69.0,9,69.778,43.892,501.63,2.9,27,0,10,4.3,47.0,0,13,3,39,33,42.119,36,0.636,0,14,39.1,0
5.087,0,0,1.13,81.348,75.0,72.0,8,71.745,46.813,501.69,0.0,29,0,11,6.9,51.0,0,9,5,40,35,44.153,37,0.65,0,20,40.3,0
5.253,3,3,1.144,85.782,78.0,75.0,11,76.167,48.387,569.69,4.0,30,0,12,6.7,55.0,0,10,5,44,34,46.83,41,0.645,0,20,40.0,0
6.547,0,0,1.13,84.763,78.0,75.0,8,74.629,48.574,515.72,0.0,30,0,12,6.7,52.0,0,10,5,41,37,45.68,38,0.648,0,20,40.0,0
5.167,0,0,1.13,88.178,81.0,78.0,8,77.512,50.336,529.75,0.0,31,0,13,6.4,53.0,0,11,5,42,39,47.207,39,0.645,0,20,39.7,0
6.301,0,0,1.149,261.971,228.0,228.0,43,232.762,136.671,1624.01,0.0,71,0,56,7.0,136.0,0,46,16,114,114,132.455,114,0.599,0,25,31.1,0
8.481,0,0,1.147,119.291,108.0,104.0,20,105.41,65.751,772.98,0.0,36,0,18,13.5,76.0,0,17,14,60,48,63.544,56,0.632,0,27,34.6,0
6.237,2,2,1.136,86.359,79.0,76.0,9,76.436,49.205,550.71,2.6,31,0,12,5.3,54.0,0,11,4,43,36,46.952,40,0.647,0,20,40.8,0
6.81,0,0,1.149,268.802,234.0,234.0,43,238.53,140.194,1652.07,0.0,73,0,57,6.8,138.0,0,48,16,116,118,135.509,116,0.599,0,25,31.2,0
7.721,2,2,1.135,110.106,99.0,97.0,11,97.25,62.086,685.96,2.1,37,0,19,3.1,63.0,0,17,3,50,49,58.235,48,0.64,1,22,38.1,1
5.706,2,2,1.139,85.442,78.0,75.0,10,75.654,48.449,551.7,2.7,30,0,12,6.7,54.0,0,10,5,43,35,46.447,40,0.646,0,20,40.0,0
8.611,2,2,1.142,100.485,89.0,88.0,12,88.81,55.018,625.86,2.3,31,0,19,3.4,54.0,0,17,3,44,45,51.896,43,0.625,1,16,35.2,1
8.35,2,2,1.138,110.399,99.0,97.0,13,97.796,61.785,702.95,2.1,36,0,21,4.1,64.0,0,17,4,51,48,58.444,49,0.637,1,22,37.1,1
7.167,0,0,1.146,127.172,111.0,111.0,18,112.403,67.074,764.0,0.0,36,0,24,6.3,65.0,0,22,7,54,57,64.183,54,0.604,0,14,32.4,0
5.252,0,0,1.132,137.002,124.0,121.0,14,121.196,76.438,828.12,0.0,46,0,22,4.1,78.0,0,22,5,63,61,72.291,60,0.632,0,24,38.0,0
5.886,1,1,1.137,90.976,81.0,80.0,8,79.799,50.001,527.75,1.3,30,0,14,3.8,48.0,0,15,3,39,42,46.843,38,0.625,0,15,37.5,0
5.0,0,0,1.135,90.769,81.0,80.0,11,79.985,51.057,566.87,0.0,27,0,8,5.0,46.0,0,17,4,39,42,47.043,38,0.638,2,10,33.8,2
6.762,2,2,1.147,82.572,74.0,72.0,12,73.058,45.552,539.72,2.8,25,0,12,6.9,48.0,0,13,5,39,35,43.349,37,0.633,1,15,34.7,1
