pXC50,RBN,PHI,DBI,GGI1,Eig11_AEA.dm.,SAtot,MAXDP,ATSC8e,Eta_alpha,S1K,SpMaxA_EA.ri.,Eig03_EA.ed.,SM12_AEA.dm.,SM05_EA.bo.,MATS8p,RDCHI,MATS8v,SpAD_EA.bo.,S3K,Chi0_EA.ri.,Chi1_EA.ri.,SMTI,X1,SpMax8_Bh.e.,MSD,TIC2,MDDD,SssO,S2K,Chi1_AEA.bo.,Chi1_AEA.dm.,Chi1_AEA.ed.,Chi1_AEA.ri.,Chi1_EA,Eig03_EA,SM11_AEA.bo.,AMR,ON0V,CENT,SpMax7_Bh.i.,TIC1,LOC,X0v,SM02_AEA.bo.,TIC3,SMTIV,SpAD_AEA.dm.,Chi1_EA.ed.,Eig08_AEA.ed.,IDMT,Xu,SpAD_AEA.bo.,MPC01,MWC01,nBO,SRW02,IDET,Eig07_AEA.ed.,MW,piPC01,SCBO,GMTI,S0K,JGT,DLS_03,Chi0_EA.ed.
5.411,6,6.306,4.0,6.0,1.0,488.293,5.873,0.733,12.8,19.311,0.108,7.238,7.238,8.018,-0.038,3.748,-0.05,53.451,5.279,17.905,15.013,7323.0,12.432,2.854,5.97,221.814,23.781,5.41,8.49,13.845,13.845,13.845,13.845,13.845,2.548,2.548,102.116,8.617,1198.0,3.143,177.21,0.777,16.184,4.866,231.323,13307.0,44.315,4.888,3.538,13958.5,24.955,42.113,3.367,3.367,28,4.043,1097.46,3.854,394.56,3.624,36.5,7465.0,112.211,0.452,1.0,10.227
5.921,4,4.936,2.828,5.0,0.809,401.56,5.4,0.148,11.6,15.967,0.119,7.485,7.485,7.482,-0.108,3.589,-0.211,50.392,4.091,16.021,13.348,5617.0,11.114,2.726,5.887,170.485,19.758,0.0,7.11,12.361,12.361,12.361,12.361,12.361,2.575,2.575,96.072,6.9,769.0,2.893,141.73,0.58,13.948,4.773,185.995,10045.0,39.901,4.461,3.591,10006.9,22.725,37.47,3.258,3.258,25,3.932,869.321,3.775,342.48,3.57,34.5,5800.0,104.042,0.423,1.0,9.253
6.629,7,7.21,3.937,8.0,1.318,551.917,5.774,0.736,15.467,22.867,0.083,7.804,7.804,8.217,-0.041,4.344,-0.076,68.022,6.367,22.267,18.958,13678.0,15.364,3.042,7.277,256.358,36.434,17.377,10.09,17.351,17.351,17.351,17.351,17.351,2.649,2.649,120.873,9.867,1982.0,3.206,208.809,0.688,18.948,5.101,274.009,25153.0,55.009,6.129,4.548,27623.0,30.0,52.357,3.584,3.584,35,4.263,1836.05,4.823,474.6,3.861,46.5,14328.0,150.0,0.434,1.0,12.667
4.62,7,6.911,4.0,9.0,1.318,556.701,5.783,0.633,15.533,22.867,0.083,7.918,7.918,8.233,0.003,4.32,-0.007,68.575,6.148,21.963,18.893,13647.0,15.258,2.962,7.277,268.814,36.367,12.04,9.671,17.335,17.335,17.335,17.335,17.335,2.717,2.717,122.983,10.4,1980.0,3.237,212.933,0.731,19.28,5.113,290.465,24540.0,55.261,5.95,4.571,27612.7,29.98,52.917,3.584,3.584,35,4.263,1835.89,4.914,473.62,3.861,46.5,14257.0,154.0,0.482,1.0,12.3
6.572,9,8.012,4.69,9.0,1.318,598.768,5.742,0.797,15.467,24.333,0.085,8.273,8.273,8.233,-0.056,4.187,-0.123,66.739,6.841,21.638,18.17,13077.0,15.151,2.943,7.215,271.296,36.102,11.749,10.536,16.73,16.73,16.73,16.73,16.73,2.731,2.731,122.104,10.733,1972.0,3.281,220.17,1.269,19.443,5.083,288.947,24410.0,53.992,5.701,4.551,27453.2,29.902,50.918,3.555,3.555,34,4.234,1827.72,4.883,476.62,3.839,45.5,13159.0,152.0,0.507,0.83,12.112
4.523,8,7.181,4.583,9.0,1.318,545.371,5.605,0.949,14.8,23.036,0.088,7.883,7.883,8.257,0.012,4.122,-0.028,66.666,6.42,20.769,17.694,12122.0,14.613,2.924,7.128,235.96,34.666,11.132,9.663,16.293,16.293,16.293,16.293,16.293,2.689,2.689,113.051,9.317,1815.0,3.039,198.534,1.219,18.067,5.083,253.611,24385.0,52.837,5.556,4.551,25085.5,29.172,50.164,3.526,3.526,33,4.205,1710.29,4.881,462.54,3.839,45.5,12220.0,147.58,0.52,1.0,11.593
5.745,7,6.675,3.937,8.0,1.318,525.84,5.714,0.771,14.967,21.903,0.085,7.806,7.806,8.22,-0.004,4.268,-0.045,66.793,5.892,21.545,18.447,12586.0,14.864,2.854,7.127,244.887,34.454,17.194,9.448,16.851,16.851,16.851,16.851,16.851,2.653,2.653,116.008,9.367,1809.0,3.024,199.139,0.701,18.241,5.083,266.539,23447.0,53.781,5.879,4.548,25054.2,29.216,50.849,3.555,3.555,34,4.234,1710.51,4.826,460.57,3.839,45.5,13204.0,147.58,0.446,1.0,12.167
5.262,6,6.079,3.317,6.0,1.314,528.405,5.582,0.653,15.386,21.567,0.084,8.81,8.81,8.039,-0.046,4.346,-0.002,73.206,4.474,23.401,19.297,13852.0,16.119,2.991,6.748,275.928,35.298,11.447,9.302,18.284,18.284,18.284,18.284,18.284,2.737,2.737,119.906,10.41,2074.0,3.163,214.444,0.926,18.124,5.15,304.457,23620.0,57.191,6.422,4.571,27799.7,30.233,56.005,3.638,3.638,37,4.317,1895.44,4.831,446.52,3.912,49.0,14723.0,162.465,0.378,1.0,13.557
5.523,4,5.167,3.0,5.5,1.274,487.213,6.309,0.541,14.552,19.713,0.089,8.908,8.908,8.054,-0.095,4.164,-0.087,70.82,3.796,21.621,18.05,11550.0,15.097,2.903,6.298,248.384,30.148,6.021,8.125,17.32,17.32,17.32,17.32,17.32,2.823,2.823,113.535,9.743,1625.0,3.033,195.455,0.646,17.008,5.115,280.913,19337.0,54.445,5.962,4.382,22446.1,28.567,53.546,3.584,3.584,35,4.263,1616.03,4.506,416.49,3.871,47.0,12369.0,153.58,0.38,1.0,12.504
7.0,6,6.053,3.082,5.5,1.301,470.87,5.878,0.337,14.233,19.124,0.093,7.57,7.57,7.657,-0.044,4.062,-0.058,62.512,5.001,20.076,16.92,9336.0,13.67,2.74,6.332,204.213,27.929,0.0,8.863,15.371,15.371,15.371,15.371,15.371,2.631,2.631,116.94,7.967,1462.0,2.96,166.928,0.444,17.067,4.987,219.722,17097.0,50.284,5.595,3.872,17666.9,26.674,46.361,3.466,3.466,31,4.143,1310.31,4.644,426.59,3.784,43.0,9913.0,132.606,0.366,1.0,11.581
6.77,7,6.678,4.243,8.5,1.0,520.772,5.587,0.557,14.133,21.436,0.093,7.742,7.742,8.212,0.035,3.992,-0.003,62.366,6.1,19.581,16.776,10260.0,13.703,2.874,6.897,223.205,30.878,11.557,9.035,15.351,15.351,15.351,15.351,15.351,2.635,2.635,111.564,9.7,1493.0,3.009,184.966,1.071,17.711,5.012,240.856,19285.0,49.346,5.307,4.372,20585.5,27.642,46.914,3.466,3.466,31,4.143,1482.49,4.562,432.56,3.773,42.5,10386.0,132.881,0.515,1.0,11.005
6.602,6,6.47,3.24,7.0,1.199,502.527,5.987,0.512,15.019,20.978,0.088,7.721,7.721,7.872,0.055,4.167,0.015,66.593,5.27,21.074,17.986,11209.0,14.474,2.953,6.707,215.359,31.689,0.0,9.252,16.298,16.298,16.298,16.298,16.298,2.699,2.699,121.441,8.976,1790.0,3.042,184.114,0.551,18.315,5.053,226.869,21243.0,55.04,5.685,4.563,21999.8,28.271,50.046,3.526,3.526,33,4.205,1549.86,4.812,458.61,3.829,45.0,11783.0,143.207,0.442,1.0,11.823
5.721,4,5.348,3.162,6.0,1.326,513.978,5.256,0.343,15.167,20.24,0.087,8.717,8.717,8.054,-0.102,4.256,-0.095,73.083,3.99,22.403,18.413,12705.0,15.619,2.969,6.55,258.296,32.598,6.257,8.455,17.769,17.769,17.769,17.769,17.769,2.747,2.747,119.056,10.05,1842.0,3.224,202.612,0.726,17.578,5.179,290.825,21122.0,57.782,6.128,4.506,25107.5,29.414,55.898,3.611,3.611,36,4.29,1757.65,4.812,423.51,3.932,50.0,13550.0,160.0,0.378,1.0,12.983
6.824,8,7.208,4.359,8.5,1.073,542.859,5.608,0.779,14.467,22.375,0.09,7.752,7.752,8.214,0.023,4.072,-0.024,63.478,6.341,20.456,17.228,11187.0,14.241,2.923,7.025,241.032,32.902,11.427,9.664,15.762,15.762,15.762,15.762,15.762,2.638,2.638,113.108,9.4,1658.0,3.052,198.728,1.216,17.866,5.032,258.683,21592.0,50.681,5.452,4.539,22809.1,28.424,47.679,3.497,3.497,32,4.174,1595.46,4.675,448.56,3.795,43.5,11301.0,141.207,0.503,1.0,11.48
6.013,6,6.518,3.24,7.0,1.199,507.847,6.05,0.415,15.119,21.041,0.089,7.721,7.721,7.872,0.023,4.167,0.016,66.593,5.298,21.016,17.873,11209.0,14.474,2.967,6.707,212.923,31.689,0.0,9.294,16.298,16.298,16.298,16.298,16.298,2.699,2.699,123.656,9.11,1790.0,3.043,181.638,0.551,18.445,5.053,230.574,20983.0,55.04,5.685,4.563,21999.8,28.271,50.046,3.526,3.526,33,4.205,1549.86,4.812,457.62,3.829,45.0,11783.0,143.207,0.442,1.0,11.823
7.244,6,6.005,3.082,5.0,1.318,447.627,6.07,0.457,14.019,19.062,0.093,7.631,7.631,7.689,-0.026,4.045,-0.024,62.474,4.782,20.171,17.004,9247.0,13.687,2.735,6.26,186.621,27.449,0.0,8.821,15.349,15.349,15.349,15.349,15.349,2.633,2.633,112.116,7.11,1448.0,2.95,151.337,0.444,16.445,4.987,202.131,18044.0,50.616,5.576,3.86,17497.2,26.621,46.319,3.466,3.466,31,4.143,1300.77,4.161,430.55,3.784,43.0,9817.0,134.606,0.36,1.0,11.604
7.42,6,5.823,3.0,4.5,1.124,444.793,5.811,0.334,13.733,18.169,0.096,7.387,7.387,7.548,-0.022,4.017,-0.035,60.679,4.746,19.628,16.441,8527.0,13.276,2.728,6.185,176.969,26.733,0.0,8.654,14.888,14.888,14.888,14.888,14.888,2.577,2.577,111.899,7.05,1329.0,2.925,142.505,0.352,16.145,4.952,192.621,15889.0,48.333,5.545,3.589,15817.9,25.896,44.601,3.434,3.434,30,4.111,1205.48,3.883,412.56,3.761,42.0,9104.0,124.382,0.321,1.0,11.461
6.921,7,6.567,3.24,5.5,1.293,485.986,5.891,0.415,14.567,20.043,0.09,7.496,7.496,7.668,-0.033,4.164,-0.053,63.723,5.221,21.125,17.526,10441.0,14.208,2.854,6.681,206.31,31.256,5.197,9.501,15.782,15.782,15.782,15.782,15.782,2.631,2.631,118.362,8.133,1636.0,2.925,173.781,0.601,17.476,5.007,217.82,19633.0,51.508,5.72,3.875,20117.1,27.597,47.397,3.497,3.497,32,4.174,1457.27,4.808,442.59,3.807,44.0,11038.0,136.881,0.36,1.0,12.046
6.753,7,6.911,4.0,8.5,1.318,565.179,5.754,0.781,15.467,22.867,0.083,8.677,8.677,8.238,-0.044,4.303,-0.097,68.619,5.94,21.934,18.772,13538.0,15.275,2.956,7.21,256.848,35.703,11.827,9.671,17.313,17.313,17.313,17.313,17.313,2.811,2.811,120.171,9.733,1960.0,3.051,211.02,0.731,18.857,5.113,284.009,24863.0,55.477,5.911,4.552,27391.6,29.93,52.967,3.584,3.584,35,4.263,1827.81,4.897,474.6,3.861,46.5,14141.0,154.0,0.472,1.0,12.309
6.568,11,8.945,4.69,8.5,1.546,603.156,5.79,1.037,15.8,25.276,0.083,7.8,7.8,8.217,0.089,4.308,0.133,67.296,7.59,23.058,19.046,14286.0,15.779,3.103,7.414,268.559,38.694,22.184,11.678,17.266,17.266,17.266,17.266,17.266,2.646,2.646,124.155,11.033,2175.0,3.302,218.236,1.465,19.942,5.089,286.21,27155.0,54.393,6.176,4.548,30398.5,30.722,51.65,3.584,3.584,35,4.263,1963.03,4.816,492.62,3.861,46.5,14366.0,154.465,0.463,0.83,13.187
6.824,9,7.784,4.472,8.5,1.318,568.935,5.673,0.734,14.967,23.353,0.088,7.755,7.755,8.214,-0.007,4.164,-0.033,64.824,6.839,21.179,17.768,12237.0,14.741,2.925,7.202,260.419,35.55,11.648,10.333,16.3,16.3,16.3,16.3,16.3,2.639,2.639,117.973,9.9,1840.0,3.258,210.59,1.353,18.573,5.051,278.07,23260.0,51.86,5.736,4.543,25323.7,29.236,49.268,3.526,3.526,33,4.205,1717.88,4.705,462.59,3.818,44.5,12344.0,147.58,0.49,0.83,12.079
5.721,4,5.348,3.162,6.0,1.309,513.978,5.249,0.354,15.167,20.24,0.087,8.707,8.707,8.054,-0.062,4.28,-0.068,73.117,3.99,22.403,18.399,12913.0,15.619,2.943,6.691,256.296,33.91,6.256,8.455,17.753,17.753,17.753,17.753,17.753,2.73,2.73,119.056,10.05,1874.0,3.21,202.612,0.726,17.578,5.179,284.825,21538.0,57.795,6.106,4.506,25504.5,29.523,55.797,3.611,3.611,36,4.29,1783.21,4.878,423.51,3.932,50.0,13774.0,156.0,0.382,1.0,12.946
5.77,5,5.645,3.162,6.0,1.149,525.571,5.264,0.354,15.1,20.681,0.087,8.707,8.707,8.04,-0.113,4.28,-0.105,71.89,4.15,22.572,18.568,12913.0,15.619,2.956,6.691,269.173,33.91,11.564,8.734,17.753,17.753,17.753,17.753,17.753,2.73,2.73,119.781,10.767,1874.0,3.296,206.603,0.726,18.039,5.133,297.702,20917.0,55.44,6.106,4.506,25504.5,29.523,54.643,3.611,3.611,36,4.29,1783.21,4.878,428.53,3.892,48.0,13774.0,154.0,0.382,1.0,12.946
6.364,8,7.24,4.359,8.5,1.0,555.878,5.663,0.671,14.633,22.413,0.091,7.752,7.752,8.214,-0.008,4.072,-0.043,63.478,6.36,20.314,16.984,11187.0,14.241,2.946,7.025,255.262,32.902,5.878,9.69,15.762,15.762,15.762,15.762,15.762,2.638,2.638,116.578,9.733,1658.0,3.071,206.188,1.216,18.165,5.032,272.913,20944.0,50.606,5.452,4.539,22809.1,28.424,47.679,3.497,3.497,32,4.174,1595.46,4.675,446.59,3.795,43.5,11301.0,141.207,0.503,1.0,11.48
5.638,6,6.35,4.0,8.0,1.33,583.621,5.31,0.455,16.767,23.53,0.08,9.888,9.888,8.531,-0.033,4.442,-0.065,79.663,4.688,24.346,20.321,16562.0,16.853,3.143,7.288,305.736,40.093,6.278,9.445,19.176,19.176,19.176,19.176,19.176,3.001,3.001,131.821,11.6,2488.0,3.369,233.423,0.93,20.379,5.25,334.265,28098.0,62.004,6.334,4.758,34132.9,31.871,59.385,3.689,3.689,39,4.369,2219.0,4.964,490.63,3.989,53.0,17489.0,173.525,0.448,1.0,13.532
6.663,7,6.675,3.937,8.0,1.318,525.84,5.714,0.771,14.967,21.903,0.085,7.806,7.806,8.22,-0.004,4.268,-0.045,66.793,5.892,21.545,18.447,12586.0,14.864,2.854,7.127,244.887,34.454,17.194,9.448,16.851,16.851,16.851,16.851,16.851,2.653,2.653,116.008,9.367,1809.0,3.024,199.139,0.701,18.241,5.083,266.539,23447.0,53.781,5.879,4.548,25054.2,29.216,50.849,3.555,3.555,34,4.234,1710.51,4.826,460.57,3.839,45.5,13204.0,147.58,0.446,1.0,12.167
5.695,7,6.911,4.0,8.5,1.318,565.179,5.754,0.781,15.467,22.867,0.083,8.677,8.677,8.238,-0.044,4.303,-0.097,68.619,5.94,21.934,18.772,13538.0,15.275,2.956,7.21,256.848,35.703,11.827,9.671,17.313,17.313,17.313,17.313,17.313,2.811,2.811,120.171,9.733,1960.0,3.051,211.02,0.731,18.857,5.113,284.009,24863.0,55.477,5.911,4.552,27391.6,29.93,52.967,3.584,3.584,35,4.263,1827.81,4.897,474.6,3.861,46.5,14141.0,154.0,0.472,1.0,12.309
5.824,6,6.586,4.243,8.5,1.359,615.089,5.501,0.489,17.267,24.485,0.078,9.888,9.888,8.562,-0.003,4.49,-0.051,81.859,4.79,24.626,20.892,17883.0,17.235,3.22,7.469,317.206,42.0,6.305,9.684,19.724,19.724,19.724,19.724,19.724,3.001,3.001,136.239,12.433,2690.0,3.376,242.765,0.95,21.249,5.276,345.735,29851.0,63.67,6.474,4.9,37319.0,32.627,61.851,3.714,3.714,40,4.394,2372.56,5.235,504.66,4.007,54.0,18834.0,174.117,0.465,0.83,13.727
5.569,7,6.626,3.742,6.5,1.703,581.926,5.318,0.441,16.433,23.221,0.08,8.725,8.725,8.11,-0.06,4.512,-0.038,77.402,4.834,24.502,20.066,16824.0,17.029,3.148,7.43,307.736,41.768,11.375,9.988,19.252,19.252,19.252,19.252,19.252,2.828,2.828,129.594,11.683,2542.0,3.377,233.423,1.033,19.654,5.212,336.265,27877.0,60.573,6.676,4.506,34673.6,31.991,59.275,3.689,3.689,39,4.369,2246.64,4.916,470.57,3.97,52.0,17777.0,175.525,0.391,1.0,14.19
5.215,5,5.628,3.162,6.0,1.135,513.289,5.573,0.488,15.052,20.657,0.087,8.797,8.797,8.039,-0.081,4.262,-0.087,71.62,4.141,22.464,18.494,12737.0,15.619,2.953,6.569,268.691,32.813,6.188,8.719,17.746,17.746,17.746,17.746,17.746,2.734,2.734,118.161,10.243,1856.0,3.04,207.207,0.789,17.715,5.133,297.22,21239.0,56.072,6.126,4.561,25165.9,29.439,54.419,3.611,3.611,36,4.29,1760.69,4.827,430.52,3.892,48.0,13586.0,156.0,0.385,1.0,12.952
5.959,4,5.167,3.0,6.0,1.128,487.213,5.343,0.455,14.552,19.713,0.089,8.706,8.706,8.032,-0.095,4.194,-0.088,70.809,3.914,21.586,18.075,11757.0,15.081,2.882,6.439,249.139,31.209,6.154,8.125,17.325,17.325,17.325,17.325,17.325,2.723,2.723,113.535,9.743,1659.0,3.038,195.455,0.646,17.008,5.115,277.668,19896.0,54.403,5.967,4.506,22844.3,28.679,53.567,3.584,3.584,35,4.263,1639.4,4.802,416.49,3.871,47.0,12593.0,149.58,0.392,1.0,12.448
5.018,5,5.645,3.162,5.5,1.275,525.571,5.288,0.443,15.1,20.681,0.087,9.157,9.157,8.061,-0.147,4.227,-0.135,71.898,4.029,22.611,18.554,12498.0,15.635,2.982,6.42,270.418,31.535,11.842,8.734,17.757,17.757,17.757,17.757,17.757,2.857,2.857,119.781,10.767,1810.0,3.315,206.603,0.726,18.039,5.133,300.947,20182.0,55.461,6.111,4.391,24703.5,29.313,54.641,3.611,3.611,36,4.29,1735.93,4.506,428.53,3.892,48.0,13326.0,160.0,0.371,1.0,13.023
7.398,6,6.005,3.082,5.5,1.318,447.627,5.804,0.581,14.019,19.062,0.093,7.57,7.57,7.657,-0.017,4.062,-0.048,62.512,4.972,20.138,17.043,9336.0,13.67,2.731,6.332,188.621,27.929,0.0,8.821,15.371,15.371,15.371,15.371,15.371,2.631,2.631,112.116,7.11,1462.0,2.948,151.337,0.444,16.445,4.987,204.131,18303.0,50.317,5.595,3.872,17666.9,26.674,46.361,3.466,3.466,31,4.143,1310.31,4.644,430.55,3.784,43.0,9913.0,134.606,0.366,1.0,11.581
5.131,5,6.002,3.082,6.0,1.355,575.739,5.41,0.33,17.267,22.512,0.076,9.191,9.191,8.141,-0.051,4.643,-0.062,83.876,4.536,25.299,20.952,18136.0,17.653,2.989,7.27,282.738,39.889,6.528,9.599,20.33,20.33,20.33,20.33,20.33,2.896,2.896,138.454,11.517,2662.0,3.374,216.035,0.519,20.017,5.278,335.286,28214.0,63.098,7.109,4.506,36581.3,32.577,62.605,3.738,3.738,41,4.419,2340.76,4.927,474.6,4.043,56.0,19837.0,182.117,0.343,1.0,14.841
6.201,6,6.35,4.0,8.0,1.33,583.621,5.31,0.455,16.767,23.53,0.08,9.888,9.888,8.531,-0.033,4.442,-0.065,79.663,4.688,24.346,20.321,16562.0,16.853,3.143,7.288,305.736,40.093,6.278,9.445,19.176,19.176,19.176,19.176,19.176,3.001,3.001,131.821,11.6,2488.0,3.369,233.423,0.93,20.379,5.25,334.265,28098.0,62.004,6.334,4.758,34132.9,31.871,59.385,3.689,3.689,39,4.369,2219.0,4.964,490.63,3.989,53.0,17489.0,173.525,0.448,1.0,13.532
4.523,8,7.745,4.69,9.0,1.318,568.203,5.698,0.831,15.367,24.015,0.085,8.1,8.1,8.262,0.017,4.202,0.013,67.497,6.679,21.69,18.121,13183.0,15.151,2.926,7.28,259.664,36.699,11.484,10.32,16.713,16.713,16.713,16.713,16.713,2.722,2.722,119.769,10.367,1990.0,3.287,211.425,1.355,19.12,5.101,277.315,25492.0,54.468,5.705,4.552,27664.6,29.953,50.954,3.555,3.555,34,4.234,1835.8,4.895,475.59,3.861,46.5,13271.0,154.0,0.511,1.0,12.093
6.796,6,6.608,3.937,7.5,1.318,479.372,5.848,0.614,15.09,21.815,0.085,7.642,7.642,7.829,-0.081,4.252,-0.052,67.805,5.645,21.799,18.868,12495.0,14.881,2.854,7.077,199.458,35.091,0.0,9.39,16.829,16.829,16.829,16.829,16.829,2.634,2.634,117.873,7.645,1920.0,2.925,166.928,0.701,17.701,5.085,210.968,26345.0,54.418,5.848,4.557,24863.6,29.187,52.042,3.555,3.555,34,4.234,1707.75,4.87,480.56,3.85,46.0,13108.0,144.825,0.44,1.0,12.179
4.745,7,6.675,3.937,8.0,1.318,527.878,5.727,0.65,15.033,21.903,0.085,7.806,7.806,8.22,-0.018,4.268,-0.063,66.793,5.892,21.473,18.342,12586.0,14.864,2.854,7.127,252.016,34.454,11.922,9.448,16.851,16.851,16.851,16.851,16.851,2.653,2.653,117.689,9.45,1809.0,3.032,204.268,0.701,18.333,5.083,273.668,22977.0,53.464,5.879,4.548,25054.2,29.216,50.849,3.555,3.555,34,4.234,1710.51,4.826,459.59,3.839,45.5,13204.0,147.58,0.446,1.0,12.167
6.465,7,6.704,3.937,8.0,1.285,536.801,5.739,0.551,15.133,21.94,0.085,7.806,7.806,8.22,-0.035,4.268,-0.079,66.793,5.91,21.407,18.246,12586.0,14.864,2.869,7.127,241.173,34.454,12.001,9.473,16.851,16.851,16.851,16.851,16.851,2.653,2.653,118.81,9.7,1809.0,3.049,197.625,0.701,18.54,5.083,266.825,22507.0,53.29,5.879,4.548,25054.2,29.216,50.849,3.555,3.555,34,4.234,1710.51,4.826,458.6,3.839,45.5,13204.0,141.58,0.446,1.0,12.167
5.959,5,5.885,3.873,8.0,1.323,557.545,5.283,0.442,16.267,22.578,0.082,9.888,9.888,8.515,-0.046,4.369,-0.067,78.709,4.597,23.24,19.855,15249.0,16.292,2.959,7.074,285.724,37.516,6.238,8.862,18.8,18.8,18.8,18.8,18.8,3.001,3.001,127.073,11.1,2274.0,3.362,221.909,0.797,19.672,5.234,314.253,26350.0,61.045,6.235,4.568,31009.6,31.079,58.592,3.664,3.664,38,4.344,2063.46,4.937,476.6,3.97,52.0,16148.0,166.974,0.452,1.0,13.079
4.523,5,6.079,3.317,6.0,1.314,530.442,5.693,0.562,15.452,21.567,0.084,8.81,8.81,8.039,-0.045,4.346,-0.011,73.206,4.474,23.279,19.158,13852.0,16.119,2.991,6.748,279.191,35.298,6.193,9.302,18.284,18.284,18.284,18.284,18.284,2.737,2.737,121.856,10.493,2074.0,3.2,217.707,0.926,18.215,5.15,311.72,23190.0,57.149,6.422,4.571,27799.7,30.233,56.005,3.638,3.638,37,4.317,1895.44,4.831,445.54,3.912,49.0,14723.0,162.465,0.378,1.0,13.557
6.361,8,7.752,5.0,10.5,1.318,551.36,5.582,1.614,15.324,25.123,0.083,9.149,9.149,8.3,0.027,4.212,-0.03,68.789,6.985,22.154,19.167,14034.0,15.452,2.939,7.282,241.032,36.883,10.471,10.182,17.237,17.237,17.237,17.237,17.237,2.945,2.945,113.81,9.079,2117.0,3.138,206.992,1.269,18.5,5.125,258.683,30205.0,55.073,5.707,4.563,29851.1,30.604,53.248,3.584,3.584,35,4.263,1947.69,4.939,502.53,3.861,46.5,14094.0,155.71,0.56,0.83,12.107
4.921,9,8.012,4.69,9.5,1.318,592.825,5.757,0.622,15.533,24.333,0.085,7.761,7.761,8.225,0.039,4.223,0.05,66.66,7.37,21.533,18.402,13295.0,15.096,2.926,7.347,273.804,37.43,11.897,10.536,16.835,16.835,16.835,16.835,16.835,2.643,2.643,124.835,11.4,2012.0,3.289,216.936,1.355,19.866,5.083,291.455,24238.0,53.627,5.846,4.552,27895.9,30.007,51.383,3.555,3.555,34,4.234,1841.58,4.844,475.64,3.839,45.5,13391.0,152.0,0.517,0.83,12.12
5.824,8,7.208,4.359,8.5,1.0,535.178,5.632,0.659,14.533,22.375,0.09,7.752,7.752,8.214,0.008,4.072,-0.044,63.478,6.341,20.445,17.201,11187.0,14.241,2.925,7.025,246.132,32.902,11.583,9.664,15.762,15.762,15.762,15.762,15.762,2.638,2.638,114.766,9.533,1658.0,3.182,201.074,1.216,17.996,5.032,263.784,21126.0,50.399,5.452,4.539,22809.1,28.424,47.679,3.497,3.497,32,4.174,1595.46,4.675,447.58,3.795,43.5,11301.0,141.207,0.503,1.0,11.48
4.523,8,7.976,4.899,9.5,1.679,597.026,5.754,0.82,15.867,24.995,0.083,8.776,8.776,8.282,0.033,4.252,0.059,69.658,6.921,22.059,18.739,14252.0,15.524,2.926,7.405,268.541,38.088,11.601,10.53,17.25,17.25,17.25,17.25,17.25,2.841,2.841,124.666,11.317,2155.0,3.289,218.17,1.352,20.067,5.131,286.192,27081.0,56.593,5.833,4.576,30299.8,30.7,53.382,3.584,3.584,35,4.263,1962.82,4.943,489.62,3.882,47.5,14326.0,158.465,0.524,1.0,12.231
6.032,4,5.167,3.0,6.0,1.232,487.213,5.726,0.59,14.552,19.713,0.089,8.713,8.713,8.032,-0.091,4.18,-0.102,70.652,3.914,21.586,18.086,11653.0,15.081,2.9,6.365,251.139,30.678,6.106,8.125,17.342,17.342,17.342,17.342,17.342,2.735,2.735,113.535,9.743,1642.0,3.034,195.455,0.646,17.008,5.115,283.668,19616.0,54.003,5.982,4.506,22647.2,28.62,53.512,3.584,3.584,35,4.263,1625.59,4.68,416.49,3.871,47.0,12481.0,153.58,0.386,1.0,12.481
5.796,5,5.671,3.464,6.5,1.302,529.064,5.266,0.397,15.5,21.32,0.084,8.711,8.711,8.104,-0.088,4.335,-0.081,74.999,4.254,22.71,18.884,14077.0,15.991,2.953,6.9,275.928,36.0,6.248,8.777,18.293,18.293,18.293,18.293,18.293,2.797,2.797,121.899,10.35,2079.0,3.327,217.489,0.767,18.116,5.179,304.457,23669.0,57.837,6.226,4.506,28227.2,30.319,56.838,3.638,3.638,37,4.317,1923.54,4.91,441.53,3.932,50.0,14959.0,162.465,0.403,1.0,13.083
5.721,5,5.629,3.464,6.5,1.302,522.305,5.246,0.519,15.333,21.259,0.084,8.711,8.711,8.191,-0.105,4.335,-0.079,76.335,4.232,22.787,18.998,14077.0,15.991,2.953,6.9,261.48,36.0,6.178,8.739,18.293,18.293,18.293,18.293,18.293,2.797,2.797,120.643,10.133,2079.0,3.346,207.796,0.767,17.894,5.196,290.009,24786.0,58.227,6.226,4.506,28227.2,30.319,56.632,3.638,3.638,37,4.317,1923.54,4.91,443.5,3.951,51.0,14959.0,160.465,0.403,1.0,13.083
7.199,8,7.208,4.359,8.5,1.073,542.859,5.608,0.779,14.467,22.375,0.09,7.752,7.752,8.214,0.023,4.072,-0.024,63.478,6.341,20.456,17.228,11187.0,14.241,2.923,7.025,241.032,32.902,11.427,9.664,15.762,15.762,15.762,15.762,15.762,2.638,2.638,113.108,9.4,1658.0,3.052,198.728,1.216,17.866,5.032,258.683,21592.0,50.681,5.452,4.539,22809.1,28.424,47.679,3.497,3.497,32,4.174,1595.46,4.675,448.56,3.795,43.5,11301.0,141.207,0.503,1.0,11.48
