pXC50,GGI3,ATS7s,ATS7i,ATS8s,ATS5e,SpMin5_Bh.v.,GGI5,ATS6e,SM06_EA.ri.,SM04_EA.ri.,ATS5m,ATS6s,ATS7m,SpMin3_Bh.s.,CATS2D_07_AL,SpMin5_Bh.p.,SM05_EA.ri.,ATSC6p,SM05_AEA.ed.,ATS5i,ATS6m,Eig12_EA,SM06_AEA.dm.,TIE,Eig03_EA.ri.,P_VSA_e_5,P_VSA_m_3,Pol,CIC0,ATSC4p,SM10_EA.ri.,nO,ATSC3v,SM04_AEA.ed.,Eig12_AEA.ri.,ATSC7v,SM06_AEA.ed.,Eig12_EA.ri.,SM03_EA.ri.,TPSA.NO.,SM02_EA.ed.,SpMin8_Bh.p.,Eig13_EA.ri.,SM03_AEA.ed.,ATSC8e,SM12_EA.ri.,Eig11_AEA.ri.,ATSC1p,Eig14_AEA.dm.,SM11_EA.ri.,GGI6,SM02_AEA.ed.,ATSC5p,Eig12_AEA.ed.,IC5,X1MulPer,Eig14_EA.ed.,SM09_AEA.ri.,Eig11_EA.ri.,SpMax6_Bh.e.,NsssCH,Eig13_EA.ed.,SM08_AEA.ri.,ATSC7e,DELS,Eig13_EA,SM07_AEA.dm.,HDcpx,ATS3s,Ram,Eig12_EA.bo.,C.008,GGI7,Eig11_EA,SM05_AEA.dm.,Eig08_AEA.dm.,Eig04_AEA.dm.,ATSC5s,SM13_EA.ri.,SIC0,GGI8,SsOH,SpMin7_Bh.p.,Eig03_EA,SM11_AEA.bo.,nC,VvdwZAZ,P_VSA_p_2,P_VSA_v_2,SAacc,GGI4,Eig12_EA.ed.,SM07_AEA.ri.,IC4,Eig09_AEA.ri.,SM04_EA,ATSC5e,S1K,SpMaxA_EA.bo.,Eig03_AEA.ri.,SPI,Eig15_EA.ri.,TIC4,ATS1p,Eig15_EA,SM09_AEA.dm.,P_VSA_s_6,Uindex,Eta_epsi,Eig11_EA.bo.,Eig11_AEA.bo.,Eig11_AEA.dm.,TIC3,SpMax7_Bh.i.,ATSC6v,Eig15_EA.bo.,ATSC7s,NsOH,Eig15_AEA.ri.,SAdon,Psi_e_1,TIC5,Eig12_AEA.bo.,SM05_AEA.bo.,SpMax8_Bh.v.,ATS1v,BIC0,SpMin8_Bh.e.,SM04_AEA.bo.,P_VSA_MR_2,DLS_06,P_VSA_MR_7,ATSC4s,SpMax8_Bh.p.,Psi_i_s,Eig06_AEA.dm.,Sv,N.
5.456,4.007,6.369,5.528,6.251,5.243,1.79,1.588,5.288,8.412,6.454,4.473,6.361,4.373,1.194,13,1.787,6.943,16.824,11.372,5.443,4.471,1.345,1.345,60.493,2.892,50.29,50.29,66,4.615,15.817,12.842,2,18.696,9.603,2.335,21.783,13.184,1.33,4.446,63.03,7.189,1.57,1.297,7.896,0.547,15.17,2.491,5.827,1.214,13.977,1.338,6.293,15.758,4.269,5.548,12.652,2.778,2.778,1.484,3.443,1,2.999,2.999,0.47,28.751,1.315,1.315,1.792,6.088,15,1.918,1,0.673,1.502,1.502,2.228,3.156,45.42,16.34,0.236,0.557,0.0,1.619,2.977,2.977,32,445.76,75.223,75.223,71.425,2.111,3.526,3.526,5.427,2.846,6.538,0.399,23.213,0.107,3.95,14.085,1.027,358.175,3.918,1.051,1.051,50.29,48.431,38.133,2.053,2.9,1.564,336.524,3.414,22.314,1.5,82.281,0,2.031,18.011,6.326,366.175,2.842,9.323,2.979,3.893,0.221,1.278,7.946,73.832,0.83,0.0,60.618,2.991,80.167,2.651,43.837,6.1
5.699,3.597,6.489,5.546,6.382,5.265,1.736,1.723,5.33,8.28,6.302,4.496,6.452,4.493,1.169,13,1.748,6.818,16.669,11.25,5.46,4.571,1.193,1.193,60.173,2.866,103.973,103.973,62,4.268,13.81,12.758,4,15.224,9.474,2.174,20.992,13.068,1.167,4.308,89.25,7.055,1.334,1.079,7.76,0.833,15.104,2.282,5.077,1.125,13.905,1.406,6.151,15.841,3.637,5.272,10.824,2.185,2.185,1.268,3.389,1,2.711,2.711,0.687,37.408,1.113,1.113,1.765,6.065,13,1.663,1,0.827,1.315,1.315,2.054,3.152,67.496,16.281,0.265,0.474,9.855,1.504,2.942,2.942,26,379.72,125.782,125.782,121.984,1.834,2.819,2.819,5.129,2.678,6.399,0.633,20.427,0.124,3.918,12.753,0.71,287.212,3.73,0.736,0.736,103.973,42.644,34.267,1.789,2.705,1.451,279.212,3.263,21.259,0.962,97.713,1,1.706,60.694,5.582,295.212,2.636,9.184,2.91,3.727,0.248,1.127,7.798,73.832,1.0,0.0,68.373,2.905,75.5,2.456,37.191,5.4
4.337,3.632,6.631,5.311,6.28,5.186,1.798,1.989,5.119,8.297,6.383,4.423,6.586,4.255,1.143,3,1.767,6.883,13.164,11.216,5.353,4.354,1.31,1.31,157.755,2.899,313.996,313.996,65,4.421,13.575,12.556,9,16.674,9.47,2.299,16.291,12.998,1.281,4.472,193.49,7.033,1.372,1.176,7.781,1.132,14.785,2.378,6.072,1.336,13.638,0.946,6.192,13.159,3.932,5.622,11.768,2.407,2.407,1.367,3.325,2,2.967,2.967,1.479,84.442,1.171,1.171,1.791,6.403,15,1.78,1,0.609,1.389,1.389,2.629,3.505,322.901,15.903,0.266,0.58,49.759,1.437,2.939,2.939,28,477.61,350.018,350.018,350.018,2.84,3.015,3.015,5.538,2.816,6.425,1.727,28.108,0.103,3.927,25.774,1.0,359.944,3.81,1.0,1.0,313.996,70.758,42.8,1.874,2.815,1.848,346.434,3.273,15.233,1.282,265.937,5,2.0,249.438,6.8,365.454,2.764,9.176,3.009,3.825,0.253,1.109,7.824,349.31,0.33,0.0,249.777,2.995,111.333,2.875,42.798,3.1
5.301,4.472,6.471,5.7,6.362,5.324,1.823,2.029,5.334,8.505,6.512,4.506,6.42,4.403,1.143,13,1.827,7.105,17.673,11.488,5.512,4.505,1.328,1.328,81.406,2.938,86.435,86.435,69,4.642,17.572,12.94,4,19.899,9.7,2.325,27.159,13.313,1.32,4.653,89.33,7.262,1.492,1.214,7.971,0.622,15.257,2.603,6.554,1.216,14.075,1.331,6.344,16.096,4.339,5.163,12.728,2.778,2.778,1.578,3.444,1,3.278,3.278,0.532,40.995,1.257,1.257,1.797,6.23,17,1.911,1,0.895,1.627,1.627,2.385,3.26,97.968,16.421,0.245,0.678,0.0,1.594,3.152,3.152,31,474.58,111.368,111.368,107.57,2.457,3.609,3.609,5.051,2.847,6.632,0.734,25.754,0.107,4.088,22.828,1.016,358.593,3.916,1.042,1.042,86.435,55.018,41.567,2.081,2.974,1.902,346.593,3.446,23.812,1.388,99.675,0,2.021,18.011,6.499,366.593,2.841,9.373,2.987,3.897,0.232,1.241,7.983,239.459,0.83,0.0,92.674,2.95,87.917,3.152,45.32,5.6
4.496,2.5,5.722,4.302,5.098,4.584,1.167,1.153,4.492,7.786,5.821,3.864,6.024,2.92,0.575,0,1.214,6.399,6.228,10.878,4.7,3.551,-0.347,-0.347,61.249,2.355,267.1,267.1,44,3.514,8.023,12.183,7,6.691,9.087,0.588,4.625,12.703,-0.32,3.985,130.61,6.624,0.868,-0.67,7.348,0.587,14.484,0.706,3.212,-0.628,13.308,0.707,5.707,7.209,2.464,3.953,5.822,-2.818,-2.818,-0.158,2.848,0,-1.884,-1.884,1.01,48.745,-0.734,-0.734,1.643,6.084,10,-0.445,0,0.181,-0.18,-0.18,1.206,2.503,171.231,15.639,0.303,0.066,58.533,0.882,2.494,2.494,14,237.57,267.1,267.1,267.1,2.231,-0.964,-0.964,3.953,1.358,5.969,1.291,14.121,0.195,3.443,12.979,-1.12,130.465,3.134,-1.291,-1.291,267.1,31.74,23.667,-0.195,1.0,0.424,120.955,2.759,7.071,-1.47,154.901,6,-0.422,256.1,3.722,130.465,0.918,8.729,2.035,3.196,0.286,0.372,7.328,256.1,0.83,0.0,165.054,2.012,63.167,2.232,22.164,0.0
5.959,3.507,6.543,5.295,6.196,5.11,1.779,1.76,5.072,8.195,6.297,4.344,6.444,4.208,1.149,6,1.755,6.777,13.31,11.148,5.258,4.291,1.271,1.271,136.052,2.87,299.851,299.851,61,4.403,13.168,12.445,9,15.272,9.406,2.237,16.102,12.928,1.213,4.38,173.62,6.974,1.34,1.023,7.722,1.162,14.678,2.304,5.994,1.286,13.527,0.833,6.138,12.612,3.907,5.535,11.183,2.37,2.37,1.285,3.313,2,2.519,2.519,1.427,77.321,1.019,1.019,1.778,6.339,14,1.5,2,0.677,1.315,1.315,2.448,3.132,282.363,15.798,0.26,0.472,49.809,1.437,2.927,2.927,27,451.95,317.862,317.862,317.862,2.64,2.968,2.968,5.446,2.726,6.368,1.68,26.478,0.108,3.908,23.503,0.99,337.65,3.764,0.989,0.989,299.851,65.155,40.7,1.853,2.797,1.847,326.141,3.272,16.096,1.107,225.444,5,2.0,231.427,6.387,343.16,2.533,9.111,2.849,3.78,0.247,1.094,7.762,335.936,0.5,0.0,217.631,2.829,103.667,2.684,40.776,1.6
6.886,3.382,6.577,5.265,6.231,5.085,1.764,1.584,5.066,8.201,6.296,4.385,6.44,4.206,1.142,6,1.752,6.778,13.162,11.145,5.224,4.262,1.171,1.171,132.99,2.839,299.851,299.851,60,4.449,13.898,12.459,9,15.664,9.4,2.171,16.227,12.927,1.166,4.379,161.59,6.969,1.24,1.046,7.713,1.167,14.696,2.299,5.988,1.165,13.542,0.934,6.125,12.98,3.835,5.474,10.986,2.275,2.275,1.279,3.29,2,2.472,2.472,1.396,76.426,1.054,1.054,1.773,6.297,14,1.5,1,0.77,1.311,1.311,2.377,3.035,290.603,15.817,0.247,0.481,49.799,1.416,2.903,2.903,27,440.95,299.851,299.851,299.851,2.87,2.967,2.967,5.428,2.812,6.358,1.589,25.545,0.111,3.882,22.78,0.883,325.659,3.753,0.879,0.879,299.851,62.319,39.3,1.774,2.76,1.798,316.904,3.255,14.68,1.083,235.276,5,1.9,213.417,6.293,328.413,2.5,9.106,2.866,3.763,0.234,1.004,7.754,335.165,0.83,0.0,222.252,2.826,101.167,2.733,39.755,0.0
4.398,1.507,5.218,4.617,5.096,4.614,1.429,0.511,4.288,7.776,5.803,3.825,5.319,3.622,0.892,0,1.411,6.426,7.881,10.709,4.87,3.875,0.447,0.447,47.806,2.377,34.652,34.652,32,3.909,11.762,12.223,2,13.753,8.959,1.255,10.966,12.506,0.352,4.011,80.05,6.518,1.239,-0.318,7.28,0.13,14.546,1.604,5.054,0.164,13.367,0.375,5.714,8.604,3.103,4.486,8.023,-1.619,-1.619,0.625,3.111,1,-0.95,-0.95,0.298,23.413,-0.353,-0.353,1.672,5.719,8,0.545,0,0.293,0.692,0.692,1.609,3.025,47.285,15.715,0.304,0.185,0.0,1.353,2.662,2.662,17,329.18,104.245,104.245,104.245,1.296,1.109,1.109,4.486,1.984,5.994,0.453,18.869,0.145,3.537,13.074,-0.78,219.837,3.55,-0.805,-0.805,68.223,42.16,28.367,1.0,2.0,0.946,219.837,3.067,8.452,-0.972,21.236,0,0.108,36.022,3.894,219.837,1.691,8.625,2.57,3.47,0.292,1.034,7.285,81.737,1.0,33.571,59.771,2.618,53.583,2.279,30.157,8.2
5.1,1.826,4.923,3.986,4.122,4.328,1.184,0.73,4.167,7.689,5.771,3.962,5.281,3.72,0.91,2,1.17,6.209,6.868,10.666,4.522,3.589,-0.578,-0.578,24.15,2.306,25.145,25.145,37,3.357,6.759,12.016,1,7.122,8.917,0.33,5.111,12.454,-0.385,3.772,44.89,6.512,0.669,-0.75,7.228,0.082,14.29,0.907,2.318,-0.8,13.117,0.281,5.638,6.6,2.397,4.89,6.237,-2.448,-2.448,-0.023,2.822,0,-1.887,-1.887,0.182,14.78,-0.745,-0.745,1.626,5.471,8,-0.73,0,0.175,-0.026,-0.026,1.222,2.704,26.79,15.427,0.322,0.037,0.0,0.975,2.298,2.298,16,232.17,59.941,59.941,43.156,1.456,-1.538,-1.538,4.89,1.722,5.878,0.213,12.035,0.202,3.303,7.44,-1.001,151.58,3.281,-1.0,-1.0,25.145,25.901,18.933,-0.031,1.215,0.336,149.58,2.852,7.433,-1.427,24.701,0,0.007,34.796,3.269,151.58,0.812,8.699,2.255,3.251,0.294,0.46,7.326,25.145,1.0,0.0,17.22,2.272,43.583,1.797,22.417,6.5
5.699,1.403,4.916,3.822,4.394,4.028,1.155,0.406,3.865,7.399,5.503,3.659,5.062,3.269,0.528,1,1.14,5.95,4.112,10.521,4.22,3.525,-1.0,-1.0,22.769,2.013,42.683,42.683,29,2.946,4.948,11.698,1,4.465,8.765,-0.029,3.447,12.318,-0.67,3.549,87.82,6.34,0.552,-0.967,7.069,0.198,13.955,0.332,1.957,-1.2,12.794,0.32,5.476,4.752,2.0,4.681,5.082,-3.408,-3.408,-0.526,2.632,0,-2.852,-2.852,0.251,17.706,-1.0,-1.0,1.593,5.296,7,-1.198,0,0.153,-0.606,-0.606,0.939,2.275,30.312,15.083,0.38,0.041,9.981,0.664,2.269,2.269,12,199.97,125.937,125.937,109.152,1.322,-2.388,-2.388,4.681,0.959,5.714,0.314,11.503,0.235,3.167,8.436,-1.269,126.382,3.061,-1.439,-1.439,109.152,25.548,17.733,-0.782,0.77,-0.345,126.382,2.489,4.52,-1.939,29.978,1,-0.547,92.366,2.835,126.382,0.5,8.568,1.813,3.064,0.347,0.15,7.188,42.683,1.0,33.571,22.058,1.813,42.917,1.281,19.406,14.8
5.699,3.91,6.387,5.549,6.266,5.31,1.822,1.668,5.321,8.402,6.452,4.491,6.389,4.383,1.146,14,1.827,6.927,16.945,11.375,5.525,4.488,1.394,1.394,63.491,2.887,50.29,50.29,69,4.625,16.439,12.829,2,19.155,9.607,2.377,22.682,13.184,1.367,4.439,75.92,7.194,1.492,1.316,7.904,0.493,15.159,2.522,5.962,1.216,13.964,1.266,6.304,16.985,4.31,5.518,13.005,2.78,2.78,1.509,3.444,1,3.031,3.031,0.47,30.791,1.324,1.324,1.797,6.128,15,1.923,1,0.829,1.543,1.543,2.303,3.154,51.945,16.329,0.24,0.536,0.0,1.594,2.969,2.969,32,456.76,92.009,92.009,88.21,2.248,3.557,3.557,5.4,2.847,6.547,0.425,24.081,0.105,3.943,14.388,1.041,367.193,3.93,1.067,1.067,67.075,50.379,39.533,2.062,2.916,1.582,351.583,3.446,22.641,1.507,83.853,0,2.045,18.011,6.465,375.193,2.843,9.326,3.023,3.909,0.225,1.26,7.952,97.374,0.83,16.786,61.46,3.03,82.667,2.655,44.858,7.4
7.398,3.382,6.575,5.236,6.251,5.067,1.706,1.584,5.046,8.19,6.286,4.392,6.435,4.209,1.033,6,1.705,6.774,12.262,11.145,5.202,4.267,1.171,1.171,131.623,2.823,299.851,299.851,60,4.318,13.199,12.448,9,14.397,9.4,2.141,14.697,12.927,1.129,4.379,173.62,6.969,1.235,1.004,7.713,1.307,14.686,2.298,5.641,1.336,13.533,0.934,6.125,12.266,3.835,5.476,10.682,2.275,2.275,1.278,3.29,2,2.472,2.472,1.487,77.43,1.054,1.054,1.773,6.298,14,1.5,1,0.77,1.311,1.311,2.382,3.057,293.24,15.808,0.266,0.481,49.751,1.412,2.903,2.903,26,434.65,317.862,317.862,317.862,2.87,2.967,2.967,5.429,2.811,6.358,1.67,25.507,0.111,3.877,22.78,0.874,320.321,3.723,0.879,0.879,299.851,62.319,39.4,1.774,2.76,1.805,311.566,3.232,13.662,1.083,238.495,5,1.889,231.427,6.288,323.076,2.5,9.106,2.847,3.744,0.252,0.991,7.754,311.622,0.67,0.0,226.243,2.804,102.167,2.743,39.249,1.7
5.155,3.91,6.391,5.573,6.265,5.319,1.823,1.668,5.343,8.415,6.464,4.488,6.392,4.381,1.158,15,1.828,6.936,17.901,11.375,5.532,4.487,1.394,1.394,63.091,2.888,50.29,50.29,69,4.691,17.166,12.837,2,20.279,9.607,2.384,23.611,13.184,1.378,4.446,63.03,7.194,1.492,1.316,7.904,0.5,15.165,2.525,6.191,1.216,13.97,1.266,6.304,17.721,4.31,5.431,13.145,2.78,2.78,1.513,3.444,1,3.031,3.031,0.457,29.161,1.324,1.324,1.797,6.125,15,1.923,1,0.829,1.543,1.543,2.303,3.154,50.611,16.334,0.232,0.536,0.0,1.594,2.969,2.969,33,463.06,75.223,75.223,71.425,2.248,3.557,3.557,5.315,2.847,6.547,0.411,24.141,0.105,3.943,14.388,1.041,366.733,3.952,1.067,1.067,50.29,50.379,39.433,2.062,2.916,1.582,345.082,3.446,24.058,1.507,83.943,0,2.045,18.011,6.468,374.733,2.843,9.326,3.024,3.924,0.218,1.26,7.952,97.374,0.83,0.0,63.389,3.031,81.667,2.655,45.364,5.8
5.886,3.972,6.298,5.414,6.202,5.329,1.788,1.779,5.277,8.367,6.387,4.391,6.315,4.306,1.15,13,1.771,6.923,16.482,11.354,5.567,4.389,1.234,1.234,60.179,2.888,50.29,50.29,64,4.586,16.825,12.822,2,19.404,9.572,2.212,19.307,13.176,1.204,4.439,63.03,7.141,1.429,1.143,7.849,0.44,15.157,2.324,5.971,1.106,13.964,1.228,6.229,18.143,3.797,5.188,11.92,2.669,2.669,1.32,3.443,2,2.776,2.776,0.472,28.499,1.165,1.165,1.774,6.064,15,1.724,2,0.78,1.328,1.328,2.044,3.154,55.42,16.33,0.239,0.604,0.0,1.587,2.971,2.971,29,425.04,75.223,75.223,71.425,2.137,2.893,2.893,5.064,2.678,6.482,0.432,22.329,0.118,3.944,17.675,0.983,329.189,3.851,1.0,1.0,50.29,46.755,36.633,1.908,2.839,1.451,317.189,3.381,22.956,1.08,76.73,0,1.984,18.011,5.806,337.189,2.662,9.243,2.91,3.82,0.225,1.198,7.858,168.001,1.0,0.0,62.83,2.941,73.833,2.613,41.364,6.2
7.4,3.597,6.124,5.307,5.844,4.984,1.642,1.987,5.087,8.353,6.297,4.344,6.16,3.936,1.158,7,1.654,6.881,13.027,11.347,5.152,4.257,1.061,1.061,38.95,2.852,25.145,25.145,59,4.108,9.894,12.997,1,11.771,9.525,2.03,17.798,13.208,1.025,4.302,62.75,7.094,1.129,0.818,7.767,0.293,15.428,2.204,3.851,0.993,14.191,1.16,6.116,11.308,3.618,5.241,9.474,1.834,1.834,1.199,3.274,0,1.924,1.924,0.363,21.618,0.84,0.84,1.734,5.792,13,1.424,0,0.527,1.217,1.217,2.041,3.201,17.91,16.65,0.26,0.206,0.0,1.346,2.917,2.917,24,316.21,78.013,78.013,74.215,2.386,2.703,2.703,5.07,2.414,6.385,0.222,16.649,0.155,3.897,11.687,0.208,238.311,3.632,0.218,0.218,56.204,35.462,28.067,1.783,2.705,1.404,230.311,3.139,16.866,0.319,68.275,0,1.176,18.011,4.838,246.311,2.469,9.269,2.846,3.617,0.238,1.004,7.848,25.145,1.0,0.0,23.946,2.834,62.833,2.38,32.488,8.5
7.222,3.688,6.775,5.409,6.391,5.265,1.875,1.965,5.165,8.262,6.369,4.505,6.624,4.409,1.142,8,1.866,6.838,14.168,11.22,5.426,4.455,1.32,1.32,166.89,2.864,324.996,324.996,71,4.515,15.447,12.504,10,17.683,9.475,2.312,17.737,13.001,1.297,4.45,190.69,7.041,1.409,1.241,7.789,1.265,14.734,2.595,6.503,1.646,13.583,1.019,6.205,14.291,3.955,5.648,12.193,2.967,2.967,1.568,3.39,2,3.083,3.083,1.763,89.901,1.239,1.239,1.8,6.445,15,1.762,2,0.778,1.617,1.617,2.628,3.516,356.956,15.852,0.256,0.645,50.05,1.437,2.918,2.918,29,492.7,343.007,343.007,343.007,3.17,3.154,3.154,5.566,2.816,6.435,2.14,29.083,0.1,3.898,25.964,1.0,372.918,3.836,1.0,1.0,324.996,73.316,44.167,1.868,2.808,1.855,351.899,3.283,15.848,1.469,307.419,5,2.0,231.427,7.008,378.428,2.755,9.18,3.068,3.851,0.243,1.112,7.832,372.081,0.33,0.0,266.492,3.019,113.833,2.888,44.018,1.5
5.367,4.313,6.929,5.407,6.567,5.29,1.877,2.212,5.181,8.337,6.431,4.631,6.768,4.605,1.142,14,1.866,6.962,14.851,11.388,5.425,4.621,1.333,1.333,201.772,2.882,369.309,369.309,75,4.384,16.593,12.57,12,15.949,9.622,2.323,16.859,13.191,1.31,4.604,224.83,7.171,1.423,1.253,7.912,1.736,14.79,2.615,6.992,1.794,13.649,1.319,6.304,14.839,4.157,5.648,12.068,2.967,2.967,1.582,3.407,2,3.165,3.165,2.174,110.755,1.284,1.284,1.813,6.56,17,1.864,2,1.028,1.65,1.65,2.638,3.572,451.953,15.905,0.277,0.741,50.006,1.437,2.985,2.985,28,511.49,387.32,387.32,387.32,3.66,3.409,3.409,5.566,2.816,6.581,2.655,30.998,0.1,3.965,29.609,1.0,372.918,3.879,1.0,1.0,369.309,79.071,46.767,1.95,2.875,2.232,361.408,3.313,14.983,1.486,393.325,5,2.0,231.427,7.917,378.428,2.804,9.376,3.071,3.884,0.262,1.112,7.991,416.394,0.33,6.046,366.732,3.02,127.25,2.96,45.108,1.5
7.222,3.688,6.775,5.409,6.391,5.265,1.875,1.965,5.165,8.262,6.369,4.505,6.624,4.409,1.142,8,1.866,6.838,14.168,11.22,5.426,4.455,1.32,1.32,166.89,2.864,324.996,324.996,71,4.515,15.447,12.504,10,17.683,9.475,2.312,17.737,13.001,1.297,4.45,190.69,7.041,1.409,1.241,7.789,1.265,14.734,2.595,6.503,1.646,13.583,1.019,6.205,14.291,3.955,5.648,12.193,2.967,2.967,1.568,3.39,2,3.083,3.083,1.763,89.901,1.239,1.239,1.8,6.445,15,1.762,2,0.778,1.617,1.617,2.628,3.516,356.956,15.852,0.256,0.645,50.05,1.437,2.918,2.918,29,492.7,343.007,343.007,343.007,3.17,3.154,3.154,5.566,2.816,6.435,2.14,29.083,0.1,3.898,25.964,1.0,372.918,3.836,1.0,1.0,324.996,73.316,44.167,1.868,2.808,1.855,351.899,3.283,15.848,1.469,307.419,5,2.0,231.427,7.008,378.428,2.755,9.18,3.068,3.851,0.243,1.112,7.832,372.081,0.33,0.0,266.492,3.019,113.833,2.888,44.018,1.5
5.0,3.757,6.73,5.355,6.361,5.162,1.727,2.188,5.133,8.422,6.477,4.525,6.602,4.404,1.142,8,1.7,7.009,13.652,11.366,5.286,4.444,1.341,1.341,148.851,2.921,324.996,324.996,68,4.465,14.2,12.749,10,16.903,9.605,2.332,16.616,13.162,1.317,4.581,190.69,7.168,1.435,1.276,7.901,1.291,15.006,2.749,6.295,1.786,13.848,1.078,6.293,12.957,4.255,5.653,12.18,2.967,2.967,1.729,3.357,4,3.235,3.235,1.678,90.496,1.303,1.303,1.8,6.436,17,1.862,2,0.839,1.755,1.755,2.63,3.517,337.233,16.137,0.259,0.686,50.102,1.44,2.971,2.971,29,480.34,343.007,343.007,343.007,3.222,3.697,3.697,5.568,2.857,6.538,1.959,27.65,0.098,3.957,25.944,1.0,361.944,3.841,1.0,1.0,324.996,64.002,43.567,1.992,2.932,1.986,346.434,3.272,14.534,1.5,290.419,5,2.0,231.427,7.2,367.454,2.803,9.252,2.924,3.861,0.245,1.113,7.895,348.539,0.33,0.0,267.965,2.903,113.5,2.925,43.491,1.5
5.367,4.313,6.929,5.407,6.567,5.29,1.877,2.212,5.181,8.337,6.431,4.631,6.768,4.605,1.142,14,1.866,6.962,14.851,11.388,5.425,4.621,1.333,1.333,201.772,2.882,369.309,369.309,75,4.384,16.593,12.57,12,15.949,9.622,2.323,16.859,13.191,1.31,4.604,224.83,7.171,1.423,1.253,7.912,1.736,14.79,2.615,6.992,1.794,13.649,1.319,6.304,14.839,4.157,5.648,12.068,2.967,2.967,1.582,3.407,2,3.165,3.165,2.174,110.755,1.284,1.284,1.813,6.56,17,1.864,2,1.028,1.65,1.65,2.638,3.572,451.953,15.905,0.277,0.741,50.006,1.437,2.985,2.985,28,511.49,387.32,387.32,387.32,3.66,3.409,3.409,5.566,2.816,6.581,2.655,30.998,0.1,3.965,29.609,1.0,372.918,3.879,1.0,1.0,369.309,79.071,46.767,1.95,2.875,2.232,361.408,3.313,14.983,1.486,393.325,5,2.0,231.427,7.917,378.428,2.804,9.376,3.071,3.884,0.262,1.112,7.991,416.394,0.33,6.046,366.732,3.02,127.25,2.96,45.108,1.5
6.678,5.84,6.908,5.545,6.54,5.537,1.899,2.792,5.293,8.955,6.749,4.62,6.735,4.568,1.142,8,1.874,7.534,16.431,11.837,5.762,4.601,1.474,1.474,174.512,2.926,324.996,324.996,82,4.686,20.632,13.996,10,20.833,9.955,2.455,20.313,13.775,1.442,4.939,190.69,7.442,1.437,1.338,8.15,1.09,16.653,2.81,7.364,1.795,15.312,1.568,6.466,18.983,4.601,5.611,13.083,3.212,3.212,1.749,3.364,3,3.781,3.781,1.909,94.056,1.371,1.371,1.819,6.537,20,1.906,2,1.193,1.809,1.809,2.637,3.56,393.256,17.995,0.245,0.937,50.597,1.462,2.979,2.979,32,532.24,343.007,343.007,343.007,3.712,4.198,4.198,5.537,3.182,6.797,2.467,30.545,0.092,3.964,31.074,1.174,409.725,3.949,1.179,1.179,324.996,71.401,47.467,2.389,3.227,2.232,389.951,3.338,18.989,1.5,350.297,5,2.188,231.427,7.762,415.235,2.821,9.457,3.071,3.953,0.234,1.124,8.057,336.767,0.33,0.0,269.607,3.022,119.167,2.931,48.071,1.4
6.0,3.688,6.768,5.369,6.387,5.209,1.795,1.965,5.137,8.25,6.353,4.512,6.63,4.417,1.094,12,1.797,6.836,13.515,11.22,5.351,4.465,1.32,1.32,166.118,2.86,335.996,335.996,71,4.442,14.357,12.496,11,15.097,9.475,2.309,16.031,13.001,1.292,4.45,199.92,7.041,1.384,1.229,7.789,1.528,14.727,2.51,6.222,1.774,13.578,1.019,6.205,13.235,3.955,5.622,11.75,2.967,2.967,1.434,3.371,2,3.083,3.083,1.926,93.121,1.239,1.239,1.8,6.449,15,1.762,2,0.778,1.617,1.617,2.629,3.516,361.804,15.846,0.262,0.645,49.971,1.437,2.918,2.918,28,484.19,354.007,354.007,354.007,3.17,3.154,3.154,5.538,2.816,6.435,2.248,29.045,0.1,3.896,25.964,1.0,359.944,3.795,1.0,1.0,335.996,73.316,44.333,1.868,2.808,1.917,348.434,3.272,14.71,1.469,312.0,5,2.0,231.427,7.014,365.454,2.755,9.18,2.975,3.828,0.249,1.108,7.832,372.081,0.33,0.0,279.36,2.956,115.833,2.906,43.206,1.5
5.1,2.035,5.525,4.869,5.038,4.518,1.323,1.063,4.41,7.919,5.885,3.597,5.491,3.136,0.884,3,1.332,6.559,6.115,10.91,4.757,3.555,-0.796,-0.796,28.947,2.553,0.0,0.0,35,3.908,8.096,12.407,0,9.584,9.092,0.145,10.608,12.77,-0.743,4.114,69.62,6.624,1.156,-1.0,7.34,0.151,14.735,0.603,3.354,-1.0,13.552,0.509,5.7,6.126,2.388,4.121,6.493,-3.0,-3.0,-0.289,2.965,0,-2.996,-2.996,0.284,13.831,-1.0,-1.0,1.64,5.555,9,-1.0,0,0.324,-0.314,-0.314,1.0,2.339,26.614,15.903,0.266,0.172,0.0,1.239,2.595,2.595,16,252.1,84.908,84.908,83.131,1.981,-2.273,-2.273,4.121,1.871,6.019,0.222,13.872,0.207,3.579,12.122,-1.0,164.838,3.308,-1.0,-1.0,83.131,31.846,22.4,-0.407,1.052,-0.173,164.838,3.009,9.241,-1.276,44.962,0,0.0,32.897,3.245,164.838,0.642,8.781,2.57,3.278,0.251,0.886,7.379,105.94,1.0,50.234,42.398,2.618,44.25,1.534,24.795,12.5
