pXC50,D.Dtr07,nR07,X5A,Eig04_AEA.bo.,nCrs,SM06_AEA.bo.,SM07_AEA.bo.,SM04_EA.bo.,X4A,ATS7m,SM05_AEA.bo.,X3A,Eig06_EA.bo.,ZM2Per,Eig03_EA.bo.,SM13_AEA.ri.,Chi1_EA.ed.,ZM2MulPer,Chi0_EA.ed.,ZM2V,SpMax1_Bh.e.,IC4,Eig06_AEA.bo.,ZM1Per,ATS6m,IC3,SM02_AEA.bo.,ZM2Kup,SpAD_EA.bo.,ATS5m,SM03_EA.ri.,P_VSA_LogP_7,Eig04_AEA.ri.,SpMax3_Bh.p.,Eig04_EA.ri.,SssCH2,Eta_F,Eig01_AEA.ri.,SpMax_AEA.ri.,nCsp3,ZM1MulPer,CATS2D_07_NL,CATS2D_08_AL,ATS8i,CATS2D_08_DL,SpMax6_Bh.e.,MWC03,ZM2,GGI4,ZM1Mad,SpMax3_Bh.v.,SpAD_EA.ed.,ZM1V,Eig01_EA.ed.,SM10_AEA.dm.,SpMax_EA.ed.,SRW04,D.Dtr05,CATS2D_07_AL,NssCH2,CATS2D_05_LL,CATS2D_02_LL,piPC04,Eta_beta,BBI,MPC02,SM02_EA,ZM1Kup
7.409,0.0,0,0.063,4.362,2,11.186,12.658,7.985,0.101,5.061,9.733,0.162,3.39,1510.08,4.259,4.259,8.786,1001.95,19.057,934.0,4.16,5.538,4.093,1489.44,5.027,5.514,5.634,1003.68,111.508,5.015,5.041,341.362,3.993,3.941,2.899,-3.945,75.461,4.74,4.74,12,1154.33,0,10,5.681,0,3.627,6.572,357.0,4.843,391.342,3.91,285.806,1064.0,15.648,15.648,15.648,6.168,111.088,14,6,10,12,6.134,65.5,90,4.511,5.198,1379.03
5.496,0.0,0,0.06,3.921,1,10.656,12.137,7.599,0.095,4.327,9.2,0.158,2.802,769.68,3.682,3.682,5.19,526.291,10.864,493.0,4.249,5.172,3.56,743.92,4.438,5.172,5.106,485.109,68.238,4.516,4.344,235.422,3.569,3.818,2.485,1.069,31.562,4.518,4.518,7,570.92,3,8,5.34,3,3.388,6.014,204.0,2.969,231.486,3.764,164.19,522.0,13.587,13.587,13.587,5.602,103.827,11,3,15,17,5.804,37.25,51,3.951,4.635,568.176
6.544,0.0,0,0.061,3.931,1,10.746,12.229,7.639,0.097,4.241,9.286,0.159,2.903,938.39,3.834,3.834,5.393,627.088,11.277,586.0,4.234,5.094,3.592,928.12,4.506,5.094,5.165,599.989,71.522,4.565,4.405,220.557,3.571,3.824,2.488,0.653,36.321,4.473,4.473,6,725.107,3,7,5.231,3,3.333,6.071,216.0,2.614,270.606,3.767,176.898,662.0,13.353,13.353,13.353,5.673,117.565,10,3,6,11,5.806,39.25,55,4.025,4.71,827.167
6.66,0.0,0,0.064,3.924,1,10.62,12.097,7.582,0.098,4.2,9.168,0.162,2.778,756.07,3.615,3.615,5.32,518.901,11.09,486.0,4.244,5.187,3.526,738.56,4.249,5.109,5.094,478.109,67.605,4.387,4.263,235.422,3.569,3.84,2.488,2.281,30.501,4.483,4.483,7,568.585,2,6,5.163,2,3.387,5.989,199.0,2.494,229.486,3.772,158.904,520.0,13.344,13.344,13.344,5.587,106.49,10,5,12,16,5.755,37.25,50,3.932,4.615,566.176
6.234,0.0,0,0.063,3.927,1,10.738,12.215,7.754,0.098,4.278,9.286,0.158,2.873,850.52,4.334,4.334,5.79,579.437,12.053,544.0,4.237,5.34,3.572,786.95,4.433,5.248,5.205,529.989,76.258,4.577,4.344,255.87,3.571,3.86,2.488,1.084,35.541,4.473,4.473,5,589.081,3,9,5.266,3,3.41,6.094,221.0,2.668,255.589,3.772,175.26,542.0,13.353,13.353,13.353,5.68,107.41,11,3,9,19,5.983,43.0,55,4.025,4.71,592.833
6.29,0.0,0,0.061,3.915,2,10.683,12.163,7.63,0.096,4.425,9.228,0.16,2.818,822.76,3.775,3.775,5.415,561.755,11.35,526.0,4.24,5.189,3.576,804.92,4.555,5.189,5.142,521.745,70.299,4.574,4.359,211.88,3.578,3.812,2.498,1.38,35.58,4.514,4.514,6,622.235,3,8,5.349,3,3.364,6.033,208.0,3.098,237.589,3.76,166.124,568.0,13.58,13.58,13.58,5.624,49.048,12,4,11,13,5.844,39.5,52,3.97,4.654,625.912
6.699,0.0,0,0.062,3.704,1,10.376,11.811,7.361,0.1,4.206,8.968,0.164,2.705,716.64,3.553,3.553,5.391,483.968,11.652,456.0,4.2,5.247,3.43,695.74,4.439,5.247,5.03,458.763,63.637,4.486,4.09,291.184,3.419,3.653,2.361,2.18,27.249,4.431,4.431,8,526.316,3,6,5.372,3,3.216,5.974,196.0,2.207,217.028,3.653,150.853,490.0,12.999,12.999,12.999,5.557,104.696,6,4,13,12,5.722,34.75,48,3.892,4.575,524.441
7.337,0.0,0,0.063,3.682,1,10.357,11.793,7.348,0.098,4.04,8.948,0.161,2.701,672.92,3.545,3.545,5.088,454.949,10.631,430.0,4.2,4.972,3.416,643.72,4.244,4.972,4.99,429.127,61.528,4.377,4.11,267.642,3.375,3.661,2.346,1.565,24.377,4.429,4.429,7,484.948,4,5,5.319,4,3.174,5.922,186.0,2.207,206.149,3.657,145.43,450.0,12.975,12.975,12.975,5.509,95.424,2,3,16,16,5.699,33.25,46,3.85,4.533,472.705
9.155,0.0,0,0.071,3.896,4,10.272,11.641,7.17,0.111,4.217,8.925,0.177,2.703,720.85,3.444,3.444,6.896,492.045,14.379,466.0,4.078,5.53,3.534,685.29,4.237,5.259,5.166,492.628,72.631,4.186,4.153,317.82,3.518,3.813,2.515,4.603,32.026,4.284,4.284,11,508.12,1,12,5.317,3,3.483,6.084,219.0,1.376,204.278,3.819,165.642,476.0,11.822,11.822,11.822,5.687,273.088,17,7,9,23,5.421,41.25,54,4.007,4.691,537.07
6.171,76.737,1,0.062,3.913,3,10.686,12.164,7.633,0.097,4.522,9.233,0.161,2.819,828.52,3.775,3.775,5.663,565.916,11.85,530.0,4.237,5.261,3.58,810.68,4.634,5.261,5.159,525.745,71.503,4.621,4.359,235.422,3.583,3.809,2.504,2.187,36.458,4.512,4.512,7,626.397,3,10,5.462,3,3.386,6.052,212.0,3.214,241.589,3.758,168.489,572.0,13.578,13.578,13.578,5.645,48.175,12,5,13,14,5.847,40.0,53,3.989,4.673,629.912
5.145,0.0,0,0.061,3.915,2,10.683,12.163,7.63,0.096,4.425,9.228,0.16,2.818,822.76,3.775,3.775,5.415,561.755,11.35,526.0,4.24,5.189,3.576,804.92,4.555,5.189,5.142,521.745,70.299,4.574,4.359,211.88,3.578,3.812,2.498,1.38,35.58,4.514,4.514,6,622.235,3,8,5.349,3,3.364,6.033,208.0,3.098,237.589,3.76,166.124,568.0,13.58,13.58,13.58,5.624,49.048,12,4,11,13,5.844,39.5,52,3.97,4.654,625.912
6.866,0.0,0,0.061,3.744,3,10.399,11.835,7.368,0.096,4.031,8.99,0.158,2.714,689.81,3.563,3.563,5.23,463.857,10.865,440.0,4.212,5.044,3.46,654.32,4.226,5.044,5.024,439.127,63.032,4.37,4.204,244.099,3.512,3.761,2.377,3.788,23.799,4.439,4.439,7,490.127,4,5,5.225,4,3.175,5.974,196.0,1.832,212.149,3.754,151.489,456.0,13.004,13.004,13.004,5.549,94.773,2,5,16,15,5.719,33.75,48,3.892,4.575,478.705
6.775,0.0,0,0.061,3.915,2,10.683,12.163,7.63,0.096,4.425,9.228,0.16,2.818,822.76,3.775,3.775,5.415,561.755,11.35,526.0,4.24,5.189,3.576,804.92,4.555,5.189,5.142,521.745,70.299,4.574,4.359,211.88,3.578,3.812,2.498,1.38,35.58,4.514,4.514,6,622.235,3,8,5.349,3,3.364,6.033,208.0,3.098,237.589,3.76,166.124,568.0,13.58,13.58,13.58,5.624,49.048,12,4,11,13,5.844,39.5,52,3.97,4.654,625.912
5.328,0.0,0,0.083,3.55,3,10.111,11.565,6.923,0.126,3.749,8.688,0.196,1.865,549.11,3.021,3.021,4.731,381.311,9.982,357.0,4.086,5.163,2.864,586.16,3.907,5.006,4.775,356.54,47.735,3.898,3.911,270.735,3.24,3.583,2.222,3.966,19.561,4.296,4.296,11,468.794,1,3,4.993,2,3.153,5.666,144.0,1.072,182.665,3.568,111.976,426.0,12.408,12.408,12.408,5.313,87.119,3,8,6,10,4.648,25.75,37,3.638,4.317,530.772
7.602,79.657,1,0.074,3.829,1,10.494,11.947,7.452,0.115,4.08,9.069,0.18,2.605,745.58,3.778,3.778,5.808,509.912,12.337,479.0,4.089,5.354,3.432,691.54,4.111,5.04,5.109,453.921,68.757,4.238,4.155,255.87,3.468,3.76,2.459,0.795,33.492,4.289,4.289,3,516.496,2,10,4.96,4,3.392,5.958,193.0,1.669,233.286,3.756,148.195,476.0,12.402,12.402,12.402,5.565,0.0,7,2,15,25,5.552,42.25,48,3.892,4.575,487.41
5.824,0.0,0,0.071,4.203,2,11.045,12.52,7.882,0.113,4.598,9.599,0.168,3.313,1255.1,4.034,4.034,8.69,835.492,18.794,783.0,4.134,5.803,3.82,1169.49,4.838,5.203,5.578,803.443,108.608,4.963,4.786,353.133,3.801,3.872,2.78,1.729,72.233,4.82,4.82,6,882.715,0,10,5.517,0,3.654,6.479,325.0,3.396,338.645,3.873,254.175,814.0,17.385,17.385,17.385,6.061,0.0,14,3,28,34,6.052,66.75,80,4.394,5.081,975.849
5.959,0.0,0,0.087,3.555,0,10.214,11.643,7.165,0.13,3.862,8.812,0.2,2.227,583.9,3.47,3.47,5.855,412.538,12.401,386.0,4.043,5.394,3.051,576.26,3.94,5.348,4.934,374.634,57.718,3.986,3.899,306.049,3.237,3.732,2.219,4.078,27.411,4.11,4.11,9,441.492,3,6,5.136,5,3.427,5.746,156.0,0.933,187.051,3.727,117.644,404.0,10.866,10.866,10.866,5.407,0.0,8,8,16,19,5.078,35.25,40,3.714,4.394,436.195
7.569,0.0,0,0.084,3.551,0,10.013,11.355,6.937,0.129,4.014,8.693,0.196,2.215,570.43,3.103,3.103,6.233,404.061,13.138,378.0,4.012,5.448,3.366,560.57,4.052,5.415,4.977,394.808,58.761,4.012,3.702,282.506,3.237,3.623,2.219,2.9,30.567,4.026,4.026,8,423.341,3,9,5.311,6,3.378,5.759,158.0,0.853,156.227,3.61,116.209,392.0,10.225,10.225,10.225,5.416,0.0,9,5,12,17,5.18,38.75,40,3.714,4.394,427.486
7.975,0.0,0,0.072,3.556,9,10.204,11.569,7.016,0.112,4.344,8.864,0.179,2.522,682.05,3.265,3.265,7.393,463.835,15.379,440.0,4.078,5.598,3.52,649.74,4.333,5.328,5.158,456.363,71.024,4.276,4.11,435.531,3.522,3.798,2.521,15.256,25.365,4.283,4.283,19,482.123,1,7,5.501,4,3.568,6.12,227.0,1.456,223.432,3.782,170.752,452.0,11.822,11.822,11.822,5.727,299.231,12,14,12,25,5.275,36.0,56,4.043,4.727,484.195
6.252,0.0,0,0.081,3.558,4,10.281,11.741,7.112,0.119,3.792,8.85,0.183,2.178,643.18,3.017,3.017,4.875,447.34,10.329,417.0,4.124,5.293,3.127,667.18,3.816,5.21,4.887,422.853,53.279,4.104,4.025,223.651,3.24,3.591,2.221,1.011,26.311,4.386,4.386,8,531.43,0,7,5.04,0,3.404,5.727,153.0,1.64,191.344,3.574,119.97,480.0,13.044,13.044,13.044,5.361,85.983,9,5,5,8,4.969,30.75,39,3.689,4.369,573.777
5.0,0.0,0,0.087,3.515,3,9.719,11.037,6.479,0.13,3.782,8.421,0.201,2.038,443.86,2.774,2.774,5.712,311.221,12.117,292.0,3.992,5.429,3.038,476.54,3.877,5.161,4.808,310.03,49.876,3.844,3.783,400.217,3.241,3.612,2.223,7.726,17.258,4.13,4.13,17,373.773,1,2,5.457,6,3.33,5.759,158.0,1.192,155.618,3.599,118.251,346.0,10.723,10.723,10.723,5.407,104.964,1,11,11,18,4.573,25.25,40,3.714,4.394,402.07
8.328,0.0,0,0.07,3.555,4,10.196,11.564,6.987,0.11,4.175,8.853,0.179,2.139,664.53,3.265,3.265,6.82,454.969,14.261,430.0,4.076,5.65,3.5,645.08,4.21,5.56,5.11,456.628,65.812,4.17,4.054,329.591,3.283,3.652,2.242,7.49,28.083,4.284,4.284,14,484.391,1,10,5.349,3,3.487,6.009,203.0,1.384,192.278,3.655,152.225,452.0,11.822,11.822,11.822,5.617,271.116,15,10,10,19,5.233,36.25,50,3.932,4.615,513.07
7.638,0.0,0,0.07,3.766,0,10.255,11.669,7.226,0.114,3.992,8.861,0.175,2.574,584.66,3.363,3.363,4.664,403.733,9.665,377.0,4.143,4.839,3.398,583.46,3.981,4.735,4.898,375.73,55.512,3.949,4.121,223.651,3.291,3.682,2.145,1.269,22.842,4.281,4.281,6,449.087,3,4,5.02,3,3.073,5.765,159.0,1.426,178.324,3.673,125.916,414.0,11.479,11.479,11.479,5.398,56.859,0,3,10,15,5.46,31.75,41,3.738,4.419,397.582
7.62,104.593,1,0.076,3.461,3,9.599,10.91,6.168,0.119,3.725,8.311,0.189,2.053,458.67,2.712,2.712,5.442,314.568,11.336,296.0,4.004,5.497,3.048,477.16,3.789,5.395,4.727,321.303,44.115,3.751,3.698,353.133,3.24,3.61,2.222,6.918,14.963,4.198,4.198,15,371.602,1,7,5.239,2,3.277,5.659,143.0,1.136,145.713,3.601,106.148,344.0,11.133,11.133,11.133,5.303,72.754,6,9,10,14,4.331,21.0,36,3.611,4.29,407.242
7.432,0.0,0,0.068,3.911,0,10.578,12.042,7.507,0.114,4.017,9.134,0.173,2.574,698.7,3.461,3.461,4.932,487.006,10.296,451.0,4.158,4.965,3.404,676.62,3.997,4.965,5.043,453.063,63.513,3.979,4.375,258.964,3.499,3.68,2.452,0.787,29.968,4.282,4.282,7,520.107,3,3,5.151,3,3.285,5.889,180.0,1.546,206.076,3.672,146.658,474.0,11.658,11.658,11.658,5.525,67.065,0,3,10,11,5.551,36.5,47,3.871,4.554,545.618
6.886,0.0,0,0.085,3.779,0,10.146,11.49,7.148,0.129,4.091,8.824,0.195,2.706,670.16,3.446,3.446,6.804,474.387,14.304,444.0,4.014,5.657,3.47,652.02,4.103,5.552,5.097,463.061,67.526,4.069,3.702,200.109,3.239,3.713,2.219,1.761,37.236,4.026,4.026,4,489.041,3,10,5.19,6,3.378,5.866,176.0,1.004,171.615,3.715,128.684,454.0,10.225,10.225,10.225,5.509,0.0,9,4,12,15,5.395,46.75,44,3.807,4.489,493.131
7.03,0.0,0,0.081,3.64,5,10.226,11.591,7.204,0.125,4.1,8.887,0.192,2.527,712.65,3.449,3.449,7.499,492.169,15.658,464.0,4.046,5.51,3.522,677.98,4.101,5.199,5.166,487.286,73.862,4.096,3.99,353.133,3.521,3.755,2.521,11.354,33.964,4.036,4.036,12,503.537,3,12,5.242,5,3.611,6.038,209.0,1.144,199.458,3.77,155.129,470.0,10.188,10.188,10.188,5.666,126.272,13,11,15,25,5.487,43.25,52,3.97,4.654,522.979
7.699,0.0,0,0.069,3.772,0,10.267,11.681,7.236,0.115,3.961,8.873,0.176,2.574,588.9,3.365,3.365,4.804,407.76,10.163,379.0,4.144,4.919,3.402,572.46,3.965,4.919,4.92,389.413,56.682,3.95,4.159,258.964,3.317,3.682,2.187,1.28,24.699,4.281,4.281,7,433.295,3,5,5.118,3,3.234,5.796,164.0,1.466,169.683,3.673,128.817,402.0,11.479,11.479,11.479,5.425,60.261,0,3,10,13,5.479,33.0,42,3.761,4.443,419.114
7.959,0.0,0,0.068,3.661,4,10.175,11.554,6.983,0.108,4.179,8.819,0.177,2.177,653.7,3.303,3.303,6.357,444.616,13.404,419.0,4.077,5.566,3.105,622.68,4.216,5.476,5.055,446.403,63.87,4.197,4.127,376.675,3.389,3.644,2.32,7.287,26.412,4.285,4.285,15,464.344,1,11,5.427,1,3.474,6.009,203.0,1.499,190.639,3.661,154.309,434.0,11.824,11.824,11.824,5.609,257.463,17,9,9,17,5.233,34.0,50,3.932,4.615,496.382
8.237,0.0,0,0.071,3.555,4,10.151,11.519,6.981,0.112,4.242,8.81,0.182,2.139,662.61,3.265,3.265,7.57,451.668,15.761,428.0,4.078,5.585,3.043,636.28,4.275,5.243,5.116,454.628,68.441,4.237,4.054,459.073,3.283,3.692,2.243,13.886,26.413,4.284,4.284,19,474.187,1,10,5.559,4,3.568,6.066,215.0,1.384,204.278,3.678,160.032,444.0,11.822,11.822,11.822,5.68,308.475,15,14,13,22,5.239,35.75,53,3.989,4.673,505.07
8.301,0.0,0,0.069,3.772,0,10.267,11.681,7.236,0.115,3.951,8.873,0.176,2.574,588.9,3.365,3.365,4.804,407.76,10.163,379.0,4.145,4.919,3.402,572.46,3.947,4.919,4.92,393.052,56.682,3.919,4.177,291.184,3.336,3.679,2.232,1.154,24.045,4.281,4.281,7,433.295,3,4,5.123,3,3.21,5.796,164.0,1.466,174.058,3.672,128.817,402.0,11.479,11.479,11.479,5.425,60.261,0,3,10,13,5.479,32.5,42,3.761,4.443,450.147
5.678,0.0,0,0.068,3.551,3,10.048,11.464,6.616,0.111,3.857,8.66,0.177,2.159,459.41,2.737,2.737,4.883,318.89,10.182,298.0,4.086,5.245,3.101,453.73,3.849,5.136,4.822,300.332,48.686,3.773,4.199,325.555,3.241,3.651,2.223,5.074,14.098,4.663,4.663,13,346.058,1,2,5.179,2,3.227,5.771,160.0,1.637,163.638,3.638,124.217,320.0,14.274,14.274,14.274,5.416,75.33,2,6,15,19,4.687,23.25,40,3.714,4.394,336.814
7.9,0.0,0,0.072,3.678,0,10.383,11.841,7.249,0.114,4.112,8.956,0.183,2.333,684.71,3.412,3.412,5.562,472.746,11.68,443.0,4.125,5.385,3.159,674.94,4.242,5.31,5.011,421.593,61.335,4.217,4.088,258.964,3.313,3.681,2.222,1.645,29.79,4.461,4.461,7,522.099,1,5,5.114,4,3.335,5.883,179.0,1.829,222.661,3.67,139.03,476.0,13.655,13.655,13.655,5.501,91.826,8,5,11,15,5.178,36.0,45,3.829,4.511,492.215
7.377,0.0,0,0.081,3.834,0,10.423,11.863,7.402,0.126,3.99,9.011,0.193,2.707,730.82,3.471,3.471,6.052,509.968,12.746,478.0,4.084,5.309,3.517,717.98,4.159,5.259,5.085,456.182,67.714,4.121,4.025,223.651,3.311,3.736,2.211,1.246,34.765,4.291,4.291,4,550.142,3,6,4.949,5,3.376,5.894,181.0,1.036,223.911,3.734,138.419,504.0,12.404,12.404,12.404,5.533,0.0,8,4,15,21,5.402,43.0,46,3.85,4.533,514.398
7.292,0.0,0,0.079,3.862,0,10.518,11.966,7.45,0.124,4.192,9.103,0.188,2.71,785.85,3.472,3.472,6.679,544.993,14.134,511.0,4.104,5.387,3.536,757.12,4.347,5.346,5.179,489.028,73.995,4.33,4.193,329.591,3.421,3.738,2.313,2.244,38.566,4.461,4.461,8,575.359,3,8,5.432,3,3.46,6.023,206.0,1.596,248.278,3.736,158.366,528.0,13.841,13.841,13.841,5.652,0.0,9,5,23,23,5.476,45.25,52,3.97,4.654,539.71
8.357,0.0,0,0.071,3.684,0,10.154,11.568,7.081,0.116,3.925,8.764,0.186,2.685,538.94,3.174,3.174,4.927,374.094,10.688,350.0,4.06,5.086,3.396,548.99,4.025,4.826,4.875,371.758,53.78,4.038,4.056,282.506,3.33,3.606,2.311,2.889,25.433,4.338,4.338,9,426.305,2,5,5.336,3,3.286,5.778,161.0,2.209,149.802,3.595,122.407,392.0,12.047,12.047,12.047,5.389,0.0,4,5,25,23,5.254,31.25,40,3.714,4.394,469.882
7.056,76.456,1,0.069,3.843,0,10.514,11.94,7.557,0.107,4.118,9.112,0.171,2.94,809.07,3.786,3.786,6.03,549.824,13.142,514.0,4.137,5.427,3.567,736.04,4.139,5.318,5.179,540.846,74.785,4.199,4.195,235.422,3.461,3.765,2.437,0.919,38.98,4.202,4.202,4,535.647,2,11,5.201,2,3.316,6.08,218.0,2.19,197.919,3.762,165.036,504.0,11.269,11.269,11.269,5.659,60.278,9,2,12,17,5.886,46.25,53,3.989,4.673,566.382
6.131,0.0,0,0.071,3.839,3,10.578,12.033,7.347,0.113,4.167,9.152,0.18,2.679,743.49,3.589,3.589,6.761,517.334,14.063,484.0,4.139,5.452,3.551,692.89,4.278,5.245,5.204,473.95,73.094,4.295,4.475,388.446,3.553,3.819,2.508,4.351,31.928,4.668,4.668,13,519.201,1,5,5.481,2,3.556,6.098,222.0,2.24,240.778,3.81,173.801,476.0,14.287,14.287,14.287,5.74,0.0,3,6,17,23,5.301,41.25,56,4.043,4.727,511.84
6.174,0.0,0,0.071,3.552,4,10.392,11.845,7.295,0.11,3.864,8.969,0.176,2.427,614.38,3.209,3.209,5.735,423.181,11.951,398.0,4.166,5.51,3.222,572.61,4.006,5.327,5.035,381.488,62.629,4.135,4.174,317.82,3.242,3.777,2.224,5.792,24.331,4.37,4.37,11,430.076,1,3,5.238,2,3.323,5.932,188.0,1.858,207.336,3.681,145.529,394.0,12.621,12.621,12.621,5.541,157.063,5,7,12,26,5.328,33.25,47,3.871,4.554,422.55
5.886,70.161,1,0.069,3.927,0,10.494,11.917,7.54,0.107,4.07,9.092,0.173,2.781,723.9,3.786,3.786,5.701,491.644,12.077,462.0,4.143,5.36,3.505,640.24,4.014,5.247,5.145,479.755,72.561,4.054,4.23,235.422,3.537,3.76,2.489,1.009,34.31,4.202,4.202,4,460.497,2,7,5.021,2,3.323,6.033,208.0,1.985,184.162,3.757,159.3,432.0,11.267,11.267,11.267,5.617,55.611,6,2,14,22,5.838,43.25,51,3.951,4.635,470.911
8.4,163.87,1,0.08,3.697,9,10.152,11.485,7.021,0.123,4.146,8.839,0.188,2.571,667.51,3.146,3.146,7.841,460.911,16.324,434.0,4.041,5.5,3.447,662.66,4.189,5.402,5.176,456.704,72.593,4.223,4.036,459.073,3.418,3.737,2.372,11.29,32.006,4.087,4.087,16,500.134,0,9,5.616,2,3.49,6.089,220.0,1.459,211.17,3.732,163.048,468.0,10.882,10.882,10.882,5.72,129.706,11,13,18,22,5.246,39.75,55,4.025,4.71,528.049
6.523,0.0,0,0.082,3.672,0,10.103,11.451,7.114,0.125,4.193,8.777,0.193,2.705,697.69,3.467,3.467,6.694,490.709,13.859,459.0,4.015,5.513,3.433,659.12,4.16,5.48,5.051,486.693,66.036,4.145,3.805,258.964,3.251,3.587,2.219,1.972,33.757,4.026,4.026,7,488.088,3,13,5.405,10,3.408,5.878,178.0,0.968,178.305,3.591,132.078,454.0,10.225,10.225,10.225,5.525,110.804,17,4,12,15,5.367,42.0,45,3.829,4.511,499.109
6.0,0.0,0,0.085,3.557,0,10.381,11.821,7.365,0.128,4.03,8.974,0.194,2.708,689.26,3.475,3.475,6.533,481.914,13.701,452.0,4.081,5.57,3.483,658.17,4.015,5.439,5.091,437.319,68.677,4.052,3.981,282.506,3.237,3.737,2.219,3.102,34.789,4.289,4.289,6,496.438,3,8,5.298,5,3.468,5.9,182.0,1.022,210.391,3.735,137.689,456.0,12.402,12.402,12.402,5.541,0.0,9,6,20,23,5.391,43.25,46,3.85,4.533,488.195
7.959,82.592,1,0.075,3.825,1,10.276,11.671,7.246,0.115,4.008,8.905,0.18,2.477,725.85,3.771,3.771,6.031,493.735,13.017,463.0,4.046,5.549,3.323,694.85,4.109,5.295,5.078,476.707,66.968,4.235,4.044,279.413,3.455,3.765,2.421,1.517,33.409,4.174,4.174,5,518.827,2,5,5.051,4,3.249,5.974,196.0,1.843,203.067,3.762,146.688,486.0,11.265,11.265,11.265,5.572,0.0,5,3,12,17,5.506,41.75,48,3.892,4.575,526.285
4.32,0.0,0,0.074,3.753,2,10.466,11.929,7.463,0.112,3.68,9.031,0.174,2.501,650.5,3.941,3.941,5.191,447.75,10.876,420.0,4.167,5.247,3.232,600.66,3.788,4.972,5.026,403.207,63.56,4.013,4.183,223.651,3.495,3.749,2.487,1.905,28.283,4.378,4.378,5,449.412,0,4,4.775,0,3.328,5.883,179.0,1.747,199.003,3.66,139.912,412.0,12.989,12.989,12.989,5.493,60.989,6,4,6,26,5.572,37.25,45,3.829,4.511,440.55
6.444,0.0,0,0.082,3.55,0,9.996,11.392,6.866,0.125,3.8,8.625,0.192,1.918,644.72,3.099,3.099,5.013,438.3,10.454,408.0,3.99,4.946,2.806,678.76,3.83,4.946,4.796,457.097,50.399,3.855,3.714,141.253,3.223,3.567,2.154,1.026,26.452,4.2,4.2,5,537.187,0,2,4.761,0,3.132,5.638,140.0,0.871,154.875,3.563,108.472,494.0,11.708,11.708,11.708,5.293,0.0,4,4,3,8,5.061,31.5,36,3.611,4.29,650.889
8.569,70.161,1,0.069,3.927,0,10.494,11.917,7.54,0.107,4.05,9.092,0.173,2.781,723.9,3.786,3.786,5.701,491.644,12.077,462.0,4.143,5.36,3.505,640.24,4.022,5.247,5.145,479.755,72.561,4.059,4.23,235.422,3.537,3.765,2.492,1.054,34.32,4.2,4.2,4,460.497,2,7,5.039,2,3.301,6.033,208.0,1.985,184.162,3.762,159.3,432.0,11.267,11.267,11.267,5.617,55.611,7,2,14,22,5.838,43.25,51,3.951,4.635,470.911
7.337,66.187,1,0.07,3.84,0,10.448,11.873,7.503,0.109,4.029,9.047,0.171,2.735,733.27,3.786,3.786,5.6,496.587,11.925,468.0,4.131,5.502,3.473,658.95,3.987,5.319,5.115,488.785,70.604,3.981,4.12,176.567,3.46,3.765,2.437,0.912,34.73,4.201,4.201,2,479.237,2,7,4.923,4,3.256,5.999,201.0,1.679,180.266,3.762,152.848,448.0,11.268,11.268,11.268,5.58,51.938,7,2,13,17,5.818,43.5,49,3.912,4.595,495.061
5.0,0.0,0,0.08,3.571,0,9.934,11.312,7.083,0.12,3.29,8.577,0.187,2.121,432.57,3.039,3.039,4.39,301.555,9.138,284.0,4.099,5.037,2.961,404.97,3.445,4.702,4.756,290.667,49.67,3.458,3.604,176.567,3.156,3.442,2.142,0.783,21.457,3.96,3.96,1,298.772,2,2,4.312,2,2.99,5.549,128.0,1.058,116.428,3.436,95.624,278.0,9.336,9.336,9.336,5.176,0.0,2,1,19,28,5.347,31.5,32,3.497,4.174,297.885
4.7,0.0,0,0.081,3.468,2,9.7,11.055,6.396,0.122,3.315,8.365,0.193,1.91,399.7,2.713,2.713,4.496,276.961,9.315,260.0,3.981,4.89,2.841,400.63,3.537,4.793,4.63,278.485,41.064,3.638,3.862,294.278,3.216,3.535,2.205,3.219,15.04,4.269,4.269,10,304.392,1,3,4.872,1,3.041,5.517,124.0,1.156,125.728,3.541,95.276,284.0,11.346,11.346,11.346,5.176,0.0,4,5,14,13,4.49,22.0,32,3.497,4.174,327.356
8.367,0.0,0,0.08,3.539,8,10.071,11.424,6.941,0.122,4.076,8.742,0.189,2.501,598.62,3.099,3.099,7.053,412.448,14.715,390.0,4.048,5.515,3.364,576.78,4.132,5.109,5.067,411.174,65.489,4.1,3.99,435.531,3.522,3.785,2.521,15.852,23.89,4.087,4.087,18,430.653,2,11,5.458,4,3.565,5.999,201.0,1.273,190.071,3.777,149.323,402.0,10.364,10.364,10.364,5.624,208.941,14,15,16,29,5.162,34.25,50,3.932,4.615,451.334
5.0,0.0,0,0.082,3.64,0,10.231,11.595,7.209,0.126,4.085,8.894,0.193,2.54,764.67,3.449,3.449,7.746,527.158,16.158,496.0,4.045,5.587,3.521,744.62,4.109,5.425,5.183,525.035,75.194,4.127,3.959,341.362,3.436,3.637,2.307,8.155,37.419,4.036,4.036,11,557.216,2,8,5.239,3,3.545,6.057,213.0,1.224,208.418,3.649,157.801,522.0,10.188,10.188,10.188,5.687,130.525,9,11,15,17,5.491,45.0,53,3.989,4.673,590.36
