pXC50,CATS2D_07_DA,MATS2p,MPC10,SpMin1_Bh.p.,CATS2D_04_DA,SpMin7_Bh.i.,Eig06_EA.ri.,Eig15_AEA.ed.,GATS2i,Eig02_EA.ed.,SM11_AEA.dm.,GGI5,MPC07,MATS4e,Eig02_EA.ri.,P_VSA_LogP_5,MATS2i,SpMin7_Bh.e.,MPC06,GATS1e,piPC05,Eig06_EA.bo.,ATS4v,SpMin6_Bh.i.,piID,SpMin1_Bh.i.,SpMin8_Bh.i.,SpMin6_Bh.e.,SpMin8_Bh.p.,SpMin6_Bh.m.,SpMin8_Bh.v.,SM02_EA.ri.,CATS2D_04_AA,X4,SpMin1_Bh.e.,SpMax8_Bh.p.,nHAcc,MATS2v,Eig06_AEA.ri.,MPC04,Eig02_AEA.ri.,Eig15_AEA.bo.,TIC1,Eig06_AEA.bo.,Eig05_AEA.bo.,piPC10,piPC09,nO,GGI6,Eig02_AEA.bo.,ATS4p,ATS2i,SpMax8_Bh.v.,Eig03_EA.ri.,P_VSA_p_2,MPC05,ATSC5i,ATS3v,SpMaxA_AEA.dm.,SM02_EA.ed.,Eig06_EA.ed.,SM15_AEA.dm.,TIC2,ATSC6e,SpDiam_EA.ed.,SpMin8_Bh.e.,TPC,ATS2e
7.357,1,0.077,4.745,2.013,1,1.011,1.603,2.314,0.9,9.238,9.238,0.768,4.522,0.016,2.853,76.035,0.135,1.069,4.407,0.884,5.904,2.304,3.679,1.118,11.017,1.89,0.821,1.146,1.062,1.255,1.107,4.281,1,7.907,1.907,2.643,7,0.033,2.622,4.22,3.897,0.768,138.157,3.073,3.378,7.643,7.327,3,0.399,4.293,3.675,4.394,2.632,2.446,98.137,4.344,0.992,3.695,0.114,6.475,4.085,4.085,167.866,0.576,17.034,0.886,7.293,4.274
6.886,2,0.153,5.004,2.041,5,1.126,1.794,2.812,0.796,10.225,10.225,1.052,4.762,0.081,2.821,61.875,0.345,1.187,4.644,1.006,5.887,2.47,3.977,1.145,10.523,1.891,1.097,1.225,1.444,1.506,1.42,4.367,2,9.23,1.91,2.77,10,0.102,2.872,4.394,3.984,1.348,204.7,3.23,3.464,7.569,7.24,3,0.64,4.3,3.998,4.8,2.785,2.49,169.479,4.533,1.456,3.95,0.103,6.673,5.715,5.715,265.403,0.666,17.128,1.156,7.577,4.614
7.222,1,0.08,4.159,2.022,1,0.874,1.485,2.158,0.967,8.557,8.557,0.802,4.205,0.031,2.649,47.427,0.069,0.915,4.174,0.774,5.751,2.112,3.722,1.123,10.188,1.906,0.824,1.167,1.017,1.315,1.06,4.218,1,7.082,1.925,2.653,5,0.029,2.494,4.06,3.752,0.681,146.417,2.955,3.321,6.925,6.777,3,0.426,4.194,3.779,4.374,2.643,2.482,80.448,4.174,0.938,3.766,0.129,6.392,3.839,3.839,182.471,0.595,17.032,0.867,6.85,4.256
6.699,1,0.027,4.127,2.026,1,0.872,1.776,2.158,0.944,7.547,7.547,0.691,4.22,0.046,2.63,53.047,-0.006,0.915,4.174,0.715,5.756,2.457,3.686,1.123,10.156,1.903,0.803,1.167,1.068,1.315,1.076,4.235,1,7.103,1.924,2.65,6,0.01,2.814,4.06,3.658,0.747,146.417,3.232,3.378,6.883,6.794,3,0.508,4.082,3.712,4.384,2.641,2.483,80.448,4.174,1.039,3.725,0.129,6.372,5.011,5.011,184.471,0.589,17.032,0.857,6.85,4.261
8.301,1,0.261,5.645,2.137,1,1.132,2.106,3.0,0.82,10.716,10.716,1.368,5.198,0.137,3.089,58.139,0.271,1.175,5.037,0.899,6.434,2.695,4.195,1.194,12.344,2.039,1.042,1.249,1.3,1.522,1.308,4.556,2,10.422,2.054,2.819,6,0.23,3.173,4.595,4.124,1.668,200.767,3.42,3.642,8.836,8.454,3,0.822,4.425,4.274,4.785,2.821,2.806,99.886,4.844,1.684,4.168,0.101,6.901,6.557,6.557,261.805,0.583,17.848,1.095,8.308,4.623
6.409,3,0.219,5.056,2.041,5,1.13,1.803,2.825,0.742,10.225,10.225,1.132,4.796,0.11,2.823,61.875,0.373,1.197,4.682,0.967,5.895,2.47,4.026,1.15,10.611,1.891,1.121,1.237,1.501,1.566,1.468,4.384,2,9.453,1.91,2.772,10,0.153,2.885,4.419,3.986,1.584,207.797,3.234,3.464,7.587,7.252,3,0.64,4.301,4.056,4.868,2.786,2.492,137.795,4.564,1.57,3.986,0.1,6.686,5.786,5.786,276.2,0.64,17.163,1.172,7.664,4.676
6.191,0,0.172,4.22,2.083,3,0.962,1.655,1.929,0.927,9.132,9.132,0.951,4.419,0.038,2.582,43.171,0.168,1.026,4.369,0.827,5.58,2.242,3.964,1.076,8.532,1.978,0.731,1.163,1.15,1.535,1.132,4.211,0,6.777,1.987,2.574,6,0.18,2.724,4.111,3.632,0.432,151.863,3.134,3.484,6.327,6.328,6,0.487,3.967,4.018,4.609,2.595,2.424,157.656,4.331,1.328,3.913,0.151,6.518,4.963,4.963,212.309,1.104,20.09,0.787,6.729,4.449
7.114,1,0.043,5.176,2.032,1,1.073,1.889,2.885,0.918,9.322,9.322,0.594,4.852,0.041,2.914,91.383,0.122,1.138,4.691,0.943,6.243,2.631,3.837,1.149,12.739,1.92,1.056,1.213,1.344,1.391,1.339,4.444,0,9.222,1.941,2.699,5,0.025,2.918,4.419,3.935,1.186,158.869,3.334,3.605,8.314,7.898,2,0.484,4.322,3.887,4.514,2.695,2.568,87.382,4.564,1.161,3.873,0.103,6.673,5.588,5.588,202.923,0.377,18.081,1.09,7.988,4.385
4.286,0,0.162,3.045,2.048,1,0.842,1.036,1.245,0.949,7.439,7.439,0.597,3.466,-0.035,2.448,28.986,0.155,0.935,3.638,0.874,5.15,1.142,3.731,1.024,7.575,1.941,0.694,1.125,1.141,1.529,1.123,3.963,0,4.622,1.957,2.516,4,0.181,2.048,3.638,3.453,-0.163,131.909,2.169,3.371,5.367,5.392,4,0.326,3.797,3.845,4.484,2.532,2.292,121.512,3.761,1.111,3.703,0.18,6.163,2.563,2.563,179.193,0.376,18.331,0.753,5.858,4.293
7.959,1,0.271,5.72,2.136,1,1.132,2.119,3.049,0.765,10.458,10.458,1.642,5.273,-0.118,3.057,66.014,0.32,1.177,5.088,0.849,6.448,3.027,4.2,1.201,12.655,2.039,1.083,1.252,1.323,1.528,1.321,4.621,2,10.711,2.054,2.846,8,0.226,3.188,4.625,4.092,1.876,220.399,3.639,3.816,8.858,8.472,5,0.895,4.412,4.23,4.829,2.843,2.797,136.031,4.89,1.593,4.198,0.102,6.956,6.557,6.557,283.437,0.799,17.806,1.119,8.538,4.684
7.155,1,0.164,5.081,2.136,1,0.905,1.727,2.513,0.909,9.697,9.697,1.108,4.844,0.123,2.842,66.738,0.125,0.949,4.691,0.922,6.28,2.602,3.774,1.038,11.235,2.032,0.691,1.091,0.987,1.271,1.008,4.276,3,7.966,2.047,2.526,6,0.134,2.76,4.29,3.885,0.722,134.346,3.261,3.346,8.543,8.243,3,0.532,4.269,3.786,4.333,2.537,2.581,113.547,4.543,1.012,3.783,0.122,6.564,4.683,4.683,171.63,0.616,17.793,0.758,7.364,4.217
5.932,1,0.096,4.143,2.044,1,0.821,1.542,2.111,0.93,7.457,7.457,0.608,4.29,0.027,2.508,44.659,0.133,0.886,4.205,0.713,5.949,2.223,3.634,1.013,10.016,1.921,0.747,1.067,1.034,1.275,1.065,4.208,1,6.988,1.944,2.649,5,0.038,2.563,4.078,3.55,0.679,146.738,3.201,3.441,6.903,6.844,2,0.405,3.91,3.706,4.422,2.645,2.455,107.958,4.234,0.929,3.752,0.157,6.385,4.639,4.639,175.367,0.366,17.848,0.822,6.937,4.271
8.0,4,0.208,5.283,2.19,1,1.045,2.094,3.199,0.902,12.515,12.515,1.625,5.142,-0.084,3.175,27.996,0.112,1.07,4.949,0.586,6.537,2.988,4.287,1.23,12.744,2.092,0.982,1.253,1.239,1.417,1.308,4.677,0,10.427,2.108,2.926,8,0.214,3.121,4.554,4.353,1.564,220.305,3.535,3.868,8.553,8.371,4,1.238,4.715,4.336,4.84,2.93,3.157,148.456,4.796,1.88,4.319,0.128,7.143,6.36,6.36,259.524,0.452,20.96,1.029,8.153,4.693
6.775,0,0.051,4.043,2.028,3,1.001,1.585,2.0,0.909,10.151,10.151,0.82,4.394,0.082,3.13,43.171,0.202,1.089,4.331,0.997,5.551,2.169,3.871,1.047,8.44,1.937,0.667,1.105,1.038,1.36,1.016,4.241,0,6.942,1.948,2.501,7,0.21,2.641,4.127,4.13,0.165,150.364,3.075,3.575,6.309,6.29,7,0.559,4.409,3.94,4.508,2.512,2.58,184.355,4.234,1.165,3.825,0.159,6.637,4.83,4.83,196.213,0.975,20.111,0.726,6.619,4.377
7.699,0,0.011,4.043,2.048,2,1.017,1.631,2.0,0.974,10.151,10.151,0.82,4.394,0.113,3.13,30.113,0.145,1.099,4.331,0.974,5.551,2.169,3.942,1.052,8.44,1.966,0.67,1.105,1.04,1.36,1.032,4.263,0,6.942,1.981,2.503,6,0.154,2.666,4.127,4.13,0.165,153.973,3.075,3.575,6.309,6.29,6,0.559,4.409,4.05,4.562,2.512,2.635,173.355,4.234,1.342,3.881,0.159,6.637,4.83,4.83,207.95,0.786,20.111,0.737,6.619,4.415
5.77,1,-0.032,3.892,2.022,1,1.118,1.663,2.152,1.148,7.485,7.485,0.712,4.094,0.006,2.519,40.74,-0.013,1.16,4.043,0.786,5.353,2.036,3.794,1.13,8.572,1.892,0.876,1.191,1.295,1.428,1.278,4.196,1,6.304,1.91,2.644,8,-0.035,2.664,3.912,3.552,0.701,184.153,2.889,3.288,6.333,6.346,5,0.425,3.896,3.862,4.661,2.641,2.375,162.872,3.989,1.138,3.79,0.143,6.252,3.667,3.667,225.611,0.708,17.031,0.941,6.609,4.491
7.027,9,0.106,5.485,2.023,10,1.389,2.678,3.835,1.127,11.646,11.646,1.952,5.323,-0.002,3.055,9.128,0.017,1.393,5.198,1.199,6.154,3.187,4.397,1.486,11.588,1.785,1.338,1.501,1.509,1.583,1.582,4.884,7,14.049,1.829,3.037,20,-0.01,3.754,4.875,4.232,2.279,320.586,4.054,4.149,7.37,7.255,14,1.778,4.623,4.416,5.101,3.033,2.965,484.19,5.03,1.881,4.375,0.074,7.372,8.689,8.689,378.725,2.926,19.646,1.387,8.821,5.019
7.18,1,0.09,4.043,2.016,1,1.095,1.412,2.138,0.918,7.502,7.502,0.632,4.143,0.097,2.534,40.74,0.107,1.107,4.078,0.82,5.545,2.037,3.595,1.127,9.63,1.892,0.75,1.177,0.997,1.318,1.041,4.118,1,6.58,1.909,2.483,5,0.036,2.444,3.989,3.579,0.566,141.166,2.89,3.31,6.818,6.63,3,0.455,4.006,3.641,4.294,2.5,2.313,80.448,4.025,0.908,3.594,0.139,6.279,3.667,3.667,174.385,0.463,17.032,0.816,6.645,4.18
7.013,2,0.192,4.86,2.013,1,1.098,1.806,2.692,0.802,9.344,9.344,0.862,4.625,0.021,2.905,101.326,0.242,1.169,4.511,0.928,5.973,2.58,3.837,1.126,11.29,1.89,1.069,1.182,1.384,1.419,1.341,4.344,1,8.433,1.907,2.667,7,0.15,2.857,4.29,3.933,1.267,155.834,3.29,3.488,7.732,7.407,4,0.496,4.321,3.855,4.528,2.654,2.472,92.596,4.431,1.173,3.819,0.106,6.567,5.492,5.492,193.054,0.634,17.034,1.097,7.497,4.401
7.745,1,0.11,4.86,2.053,3,0.852,1.652,2.562,0.784,9.331,9.331,0.969,4.625,0.179,2.792,64.265,0.295,0.902,4.522,0.978,6.059,2.46,3.789,1.123,11.322,1.902,0.821,1.167,1.084,1.311,1.107,4.322,1,8.531,1.928,2.722,8,0.039,2.706,4.29,3.888,0.977,154.503,3.188,3.443,7.805,7.48,3,0.526,4.318,3.792,4.463,2.715,2.445,148.343,4.466,1.165,3.805,0.106,6.555,5.049,5.049,188.213,0.576,17.034,0.886,7.422,4.333
6.721,2,0.132,5.342,2.073,3,1.123,1.867,3.0,0.812,9.7,9.7,1.219,4.97,0.081,2.823,67.389,0.28,1.167,4.787,0.924,6.16,2.649,4.041,1.135,11.539,1.904,1.064,1.198,1.376,1.513,1.429,4.485,2,10.253,1.932,2.828,9,0.067,2.928,4.489,3.946,2.0,199.491,3.351,3.59,8.038,7.683,3,0.648,4.355,4.07,4.807,2.838,2.524,119.784,4.71,1.597,4.051,0.089,6.735,5.588,5.588,250.499,0.577,17.035,1.153,7.908,4.647
7.119,1,0.164,4.942,2.06,3,1.116,1.728,2.812,0.726,9.376,9.376,1.032,4.7,0.094,2.8,64.265,0.363,1.164,4.575,0.963,6.085,2.511,3.862,1.128,11.346,1.903,0.844,1.193,1.117,1.421,1.114,4.348,1,8.678,1.93,2.735,8,0.106,2.786,4.317,3.897,1.348,167.355,3.236,3.463,7.859,7.525,2,0.526,4.325,3.874,4.588,2.715,2.45,123.671,4.511,1.31,3.861,0.103,6.581,5.289,5.289,209.064,0.54,17.034,0.898,7.482,4.426
7.824,1,0.321,5.74,2.137,1,1.132,2.109,3.0,0.778,10.782,10.782,1.472,5.283,0.113,3.116,58.139,0.314,1.176,5.112,0.905,6.466,2.708,4.297,1.197,12.512,2.039,1.065,1.25,1.376,1.532,1.419,4.602,2,11.228,2.054,2.848,7,0.276,3.176,4.682,4.165,1.672,216.965,3.482,3.645,8.873,8.486,4,0.959,4.473,4.365,4.864,2.84,2.819,110.886,4.934,1.911,4.238,0.099,6.98,6.557,6.557,281.945,0.644,18.64,1.124,8.469,4.704
4.143,0,0.274,4.143,2.035,0,1.023,1.615,2.0,0.802,9.164,9.164,1.073,4.466,0.037,2.59,59.414,0.268,1.105,4.431,0.801,5.627,2.193,3.963,1.092,8.528,1.939,0.993,1.136,1.317,1.51,1.343,4.2,3,6.842,1.949,2.607,6,0.263,2.677,4.159,3.644,0.458,148.136,3.097,3.486,6.291,6.313,6,0.518,3.979,4.009,4.621,2.587,2.421,125.973,4.357,1.35,3.874,0.153,6.538,4.959,4.959,207.064,1.047,20.293,1.085,6.708,4.458
6.815,9,0.084,5.759,2.048,11,1.479,2.678,4.146,1.088,11.647,11.647,2.014,5.46,0.041,3.054,27.567,0.052,1.5,5.303,1.179,6.306,3.341,4.486,1.491,13.021,1.864,1.387,1.517,1.514,1.641,1.596,4.991,7,15.802,1.899,3.111,21,-0.048,3.754,4.977,4.232,2.672,358.844,4.054,4.152,7.97,7.672,14,1.99,4.623,4.509,5.202,3.13,2.965,502.201,5.142,2.163,4.485,0.066,7.441,8.689,8.689,423.88,2.932,19.647,1.387,9.39,5.115
5.503,0,0.199,3.97,2.034,0,1.063,1.599,1.926,0.848,8.663,8.663,0.92,4.234,0.06,2.597,60.598,0.222,1.134,4.205,0.86,5.541,2.243,3.838,1.13,8.844,1.927,0.911,1.182,1.234,1.472,1.272,4.145,2,6.037,1.94,2.625,6,0.178,2.638,3.951,3.638,0.49,166.92,3.048,3.475,6.729,6.676,5,0.42,4.007,3.913,4.56,2.607,2.395,116.121,4.127,1.229,3.77,0.144,6.319,4.573,4.573,210.869,0.771,17.348,0.998,6.506,4.398
7.73,0,0.175,3.871,2.043,2,0.929,1.577,1.617,0.918,8.84,8.84,0.757,4.22,0.06,2.61,30.113,0.171,1.035,4.248,0.798,5.513,2.139,3.852,1.05,8.346,1.958,0.702,1.108,1.147,1.449,1.131,4.173,0,6.093,1.973,2.517,5,0.192,2.615,4.025,3.632,0.042,136.236,3.047,3.484,6.079,6.185,5,0.34,3.957,3.942,4.509,2.532,2.424,146.656,4.19,1.22,3.825,0.165,6.472,4.675,4.675,179.948,0.635,19.996,0.765,6.525,4.347
7.237,1,0.047,5.288,2.064,3,1.135,1.973,3.247,0.86,9.382,9.382,1.15,4.89,0.121,2.801,85.545,0.226,1.198,4.745,0.936,6.247,2.782,4.079,1.249,12.032,1.904,1.123,1.292,1.469,1.552,1.434,4.568,1,10.752,1.931,2.828,9,-0.003,3.061,4.5,3.899,2.211,211.225,3.469,3.787,8.037,7.662,2,0.565,4.326,4.12,4.818,2.838,2.498,140.456,4.691,1.707,4.106,0.082,6.744,6.162,6.162,281.524,0.545,17.034,1.167,8.026,4.66
6.527,1,0.215,5.088,2.078,2,1.064,1.885,2.663,0.889,10.04,10.04,1.177,4.868,0.094,2.862,47.05,0.24,1.153,4.736,0.829,5.746,2.491,3.953,1.13,9.518,1.932,0.96,1.173,1.294,1.459,1.263,4.352,2,8.724,1.946,2.79,9,0.154,2.938,4.357,3.917,1.263,178.462,3.315,3.491,7.219,7.11,5,0.797,4.234,3.99,4.728,2.799,2.376,122.842,4.585,1.286,3.958,0.13,6.661,5.763,5.763,218.311,0.974,18.669,1.002,7.539,4.563
4.845,0,0.115,3.807,2.03,0,0.91,1.412,1.548,0.915,7.226,7.226,0.629,3.97,0.052,2.509,44.355,0.155,0.984,3.932,0.835,5.384,2.037,3.684,1.124,8.685,1.926,0.728,1.172,1.142,1.375,1.124,4.071,1,5.405,1.944,2.528,5,0.094,2.445,3.807,3.514,0.3,154.375,2.89,3.362,6.572,6.541,4,0.324,3.88,3.78,4.453,2.534,2.347,105.121,3.932,1.041,3.666,0.157,6.168,3.667,3.667,195.395,0.387,17.025,0.8,6.335,4.292
6.335,0,0.215,3.178,2.043,1,0.872,1.053,1.35,0.919,7.867,7.867,0.653,3.611,-0.123,2.452,34.797,0.166,0.977,3.807,0.858,5.255,1.185,3.854,1.024,7.678,1.948,0.696,1.124,1.146,1.535,1.13,3.993,0,4.908,1.963,2.524,4,0.231,2.071,3.738,3.462,-0.12,144.761,2.207,3.481,5.471,5.499,3,0.407,3.809,4.015,4.512,2.532,2.304,111.725,3.871,1.217,3.809,0.171,6.301,2.704,2.704,186.045,0.339,19.396,0.757,5.966,4.32
6.357,10,0.07,5.472,2.039,10,1.364,2.57,3.853,1.088,11.928,11.928,1.994,5.366,0.042,3.061,46.357,0.096,1.434,5.242,0.816,6.358,3.349,4.537,1.417,11.97,1.946,1.299,1.459,1.568,1.635,1.544,4.886,7,14.96,1.944,3.148,17,0.103,3.632,4.934,4.283,2.185,325.145,3.968,4.155,7.409,7.32,11,1.616,4.711,4.547,5.221,3.155,3.021,392.783,5.094,2.362,4.494,0.102,7.402,9.161,9.161,431.242,2.497,20.111,1.292,8.859,5.087
6.77,10,0.088,5.347,2.038,10,1.299,2.57,3.853,1.028,11.928,11.928,1.796,5.283,0.045,3.051,52.647,0.157,1.292,5.159,0.833,6.284,3.324,4.47,1.413,11.773,1.946,1.231,1.454,1.523,1.576,1.531,4.842,7,14.413,1.944,3.085,17,0.102,3.632,4.89,4.283,2.101,308.776,3.968,4.139,7.236,7.134,11,1.52,4.711,4.477,5.138,3.11,3.017,392.783,5.03,2.14,4.436,0.106,7.362,9.161,9.161,395.97,2.505,20.111,1.233,8.695,5.014
5.086,1,0.231,2.197,2.005,1,0.124,0.594,0.403,0.841,6.759,6.759,0.372,3.367,0.208,2.328,40.74,0.192,0.259,3.526,0.986,5.164,0.927,3.066,0.646,7.598,1.885,0.0,0.732,0.079,1.048,0.141,3.645,1,3.998,1.902,1.532,4,0.197,1.581,3.526,3.366,-0.684,86.92,2.118,2.378,5.481,5.803,2,0.162,3.803,3.102,3.89,1.601,1.864,70.19,3.584,0.499,3.111,0.211,5.838,1.372,1.372,98.529,0.253,17.002,0.0,5.545,3.75
4.68,0,-0.121,1.386,2.011,1,0.0,0.201,0.0,1.012,5.876,5.876,0.09,3.091,0.064,1.982,53.603,-0.106,0.0,3.219,0.879,5.388,0.4,2.591,0.0,7.633,1.91,0.0,0.0,0.0,0.431,0.007,3.46,0,3.364,1.933,1.019,1,-0.121,1.158,3.367,2.998,0.0,49.877,2.008,2.568,5.445,5.445,0,0.04,3.648,2.691,3.497,0.937,1.501,47.845,3.401,0.242,2.902,0.339,5.645,0.328,0.328,59.487,0.028,16.853,0.0,5.252,3.37
5.398,4,0.077,4.205,2.037,7,1.015,1.585,2.0,1.001,11.595,11.595,0.875,4.419,0.188,2.988,39.986,0.158,1.1,4.344,0.694,5.489,2.17,3.893,1.121,8.324,1.943,0.769,1.171,1.096,1.402,1.076,4.283,4,7.658,1.944,2.522,10,0.152,2.642,4.205,4.244,0.894,156.517,3.076,3.694,5.991,6.031,8,0.661,4.711,3.901,4.58,2.531,2.683,226.15,4.248,1.149,3.868,0.191,6.788,4.83,4.83,205.82,1.375,20.111,0.807,6.755,4.469
4.0,6,-0.068,4.86,2.008,7,0.752,1.757,2.367,1.207,11.581,11.581,0.976,4.727,0.119,2.987,12.662,0.043,0.826,4.575,0.858,5.687,2.324,3.825,1.052,9.527,1.916,0.661,1.1,1.127,1.159,1.12,4.34,7,8.33,1.863,2.388,13,-0.053,2.829,4.331,4.213,1.0,179.096,3.058,3.661,6.878,6.721,7,0.899,4.641,3.82,4.651,2.424,2.808,317.842,4.431,0.985,3.864,0.171,6.88,5.87,5.87,215.46,1.339,19.337,0.789,7.3,4.538
4.0,3,0.037,4.304,2.008,3,0.604,1.385,1.652,1.116,10.105,10.105,0.556,4.454,-0.076,2.806,12.662,0.112,0.659,4.369,1.141,5.621,1.753,3.459,0.661,8.762,1.751,0.148,0.79,0.81,1.087,0.757,3.976,3,6.388,1.797,2.093,8,0.025,2.443,4.111,3.938,-0.141,121.471,2.724,3.026,6.661,6.592,4,0.406,4.141,3.44,4.322,2.133,2.203,224.203,4.263,0.629,3.524,0.171,6.472,3.671,3.671,144.49,0.629,19.313,0.207,6.68,4.183
5.06,0,0.115,3.784,2.03,0,0.937,1.383,1.535,0.915,6.941,6.941,0.58,3.97,0.037,2.484,44.355,0.155,1.026,3.951,0.835,5.404,2.02,3.689,1.13,8.724,1.927,0.703,1.167,1.144,1.39,1.128,4.071,1,5.373,1.945,2.524,5,0.094,2.406,3.807,3.488,0.279,154.375,2.87,3.418,6.571,6.468,4,0.257,3.848,3.787,4.453,2.533,2.318,105.121,3.951,1.054,3.666,0.157,6.168,3.544,3.544,195.395,0.471,16.995,0.769,6.335,4.292
4.0,0,0.24,4.06,2.047,0,1.068,1.772,2.046,0.817,9.097,9.097,0.983,4.357,-0.026,2.639,63.784,0.256,1.149,4.304,0.855,5.613,2.525,3.967,1.141,8.899,1.945,1.054,1.197,1.399,1.558,1.423,4.206,2,6.736,1.957,2.764,6,0.226,2.806,4.06,3.677,0.51,173.02,3.243,3.477,6.815,6.747,5,0.558,4.048,4.034,4.637,2.745,2.425,116.121,4.205,1.429,3.86,0.138,6.444,4.928,4.928,223.059,0.901,18.943,1.133,6.586,4.465
4.521,0,0.199,3.97,2.034,0,1.063,1.599,1.926,0.848,8.663,8.663,0.92,4.234,0.06,2.597,60.598,0.222,1.134,4.205,0.86,5.541,2.243,3.838,1.13,8.844,1.927,0.911,1.182,1.234,1.472,1.272,4.145,2,6.037,1.94,2.625,6,0.178,2.638,3.951,3.638,0.49,166.92,3.048,3.475,6.729,6.676,5,0.42,4.007,3.913,4.56,2.607,2.395,116.121,4.127,1.229,3.77,0.144,6.319,4.573,4.573,210.869,0.771,17.348,0.998,6.506,4.398
5.523,2,0.314,2.89,2.023,3,0.378,0.845,1.302,0.78,9.16,9.16,0.598,4.111,0.029,2.571,39.986,0.302,0.413,4.143,0.908,5.43,0.983,3.573,0.801,7.505,1.927,0.249,0.831,0.715,1.041,0.725,3.893,0,5.651,1.936,2.098,5,0.299,1.851,3.97,3.633,-0.5,99.806,2.023,2.425,4.619,5.363,5,0.233,3.968,3.564,4.222,2.095,2.324,132.511,4.111,0.81,3.53,0.212,6.333,1.984,1.984,138.07,0.802,20.11,0.35,6.1,4.084
4.726,10,-0.047,5.361,2.008,8,1.446,2.675,3.835,1.233,11.609,11.609,1.754,5.236,-0.011,3.024,15.419,-0.018,1.475,5.112,0.908,6.048,3.189,4.372,1.491,11.32,1.926,1.313,1.508,1.52,1.566,1.526,4.811,7,13.502,1.876,3.042,19,-0.053,3.752,4.828,4.218,2.227,297.972,4.057,4.139,7.107,6.987,11,1.681,4.641,4.396,5.107,3.045,2.956,474.15,4.963,1.912,4.376,0.106,7.331,8.689,8.689,359.54,2.379,19.641,1.276,8.655,5.0
6.509,10,0.057,5.771,2.062,10,1.412,2.641,4.145,1.051,11.928,11.928,2.243,5.525,0.06,3.071,49.542,0.109,1.454,5.361,0.806,6.548,3.349,4.606,1.5,13.464,1.946,1.299,1.536,1.568,1.656,1.544,4.986,7,16.533,1.944,3.149,17,0.065,3.695,5.03,4.284,2.5,358.742,4.055,4.203,8.26,7.961,11,1.753,4.711,4.616,5.247,3.156,3.023,392.783,5.209,2.616,4.579,0.092,7.473,9.161,9.161,454.69,2.425,20.111,1.292,9.38,5.125
4.301,0,-0.142,3.219,2.005,0,0.795,1.0,1.216,1.266,7.206,7.206,0.403,3.497,-0.26,2.427,22.501,-0.232,0.843,3.497,0.708,5.2,1.5,3.307,0.821,7.956,1.866,0.634,0.886,0.87,1.181,0.884,3.868,0,4.504,1.89,2.545,3,-0.11,2.02,3.555,3.525,-0.036,101.406,2.5,2.918,5.154,5.104,2,0.325,3.949,3.388,4.187,2.552,2.283,54.156,3.738,0.645,3.468,0.188,5.958,2.547,2.547,122.426,0.24,14.625,0.667,5.974,4.054
5.747,1,0.205,4.127,2.032,4,1.003,1.585,2.0,0.911,9.166,9.166,0.82,4.419,0.081,2.69,43.171,0.196,1.093,4.357,0.889,5.57,2.169,3.924,1.054,8.518,1.936,0.73,1.108,1.203,1.456,1.153,4.228,0,7.034,1.946,2.538,7,0.22,2.642,4.143,3.735,0.307,156.705,3.075,3.485,6.315,6.319,7,0.559,4.015,3.951,4.546,2.578,2.555,200.34,4.277,1.234,3.873,0.152,6.586,4.83,4.83,211.95,1.019,20.111,0.78,6.688,4.406
6.097,7,0.006,5.407,2.016,9,1.356,2.756,3.836,1.153,11.609,11.609,1.945,5.263,0.067,3.043,19.033,0.053,1.381,5.118,1.124,6.13,3.228,4.421,1.449,11.594,1.909,1.157,1.49,1.486,1.574,1.468,4.887,7,13.716,1.929,3.081,18,-0.039,3.776,4.836,4.22,2.413,316.912,4.056,4.133,7.149,7.025,13,1.708,4.623,4.462,5.131,3.087,3.034,464.562,4.997,1.959,4.433,0.075,7.336,8.607,8.607,385.99,2.821,19.641,1.183,8.723,5.03
6.482,9,0.151,5.361,2.008,9,1.392,2.73,3.835,0.975,11.609,11.609,1.754,5.236,-0.001,3.043,15.847,0.172,1.391,5.112,1.2,6.034,3.187,4.355,1.48,11.302,1.751,1.163,1.502,1.415,1.575,1.426,4.85,7,13.502,1.797,3.036,19,0.008,3.774,4.828,4.22,2.227,304.694,4.054,4.133,7.067,6.962,14,1.681,4.623,4.385,5.067,3.027,2.983,467.405,4.963,1.754,4.349,0.077,7.331,8.689,8.689,357.978,2.887,19.641,1.171,8.655,4.988
6.155,9,0.124,5.361,2.008,8,1.385,2.678,3.835,1.062,11.609,11.609,1.754,5.236,-0.003,3.036,15.419,0.036,1.386,5.112,1.151,6.034,3.187,4.315,1.479,11.302,1.751,1.151,1.5,1.412,1.559,1.419,4.838,7,13.502,1.797,3.036,20,-0.004,3.754,4.828,4.218,2.227,300.679,4.054,4.133,7.067,6.962,13,1.681,4.623,4.329,5.058,3.022,2.965,441.507,4.963,1.781,4.311,0.077,7.331,8.689,8.689,357.309,3.077,19.641,1.162,8.655,4.976
5.959,9,0.145,5.361,2.008,9,1.393,2.764,3.835,0.966,11.609,11.609,1.754,5.236,0.001,3.049,48.132,0.176,1.391,5.112,1.201,6.034,3.187,4.367,1.482,11.302,1.751,1.165,1.5,1.414,1.553,1.425,4.872,7,13.502,1.797,3.069,19,0.012,3.794,4.828,4.22,2.227,304.694,4.054,4.133,7.067,6.962,14,1.681,4.623,4.409,5.065,3.038,3.042,110.159,4.963,1.792,4.358,0.077,7.331,8.689,8.689,357.978,2.903,19.641,1.17,8.655,4.989
