pXC50,NNRS,Eig04_EA.ri.,MWC08,Eig04_AEA.ri.,GGI3,ATSC8v,GGI5,MPC05,GGI7,ATSC8p,SpMax3_Bh.e.,MWC10,Eig03_EA.ri.,SpMax3_Bh.i.,Ram,SM10_EA.ri.,MPC08,SpMin3_Bh.e.,SpMin3_Bh.i.,Eig03_AEA.ri.,Eig04_EA,SM12_AEA.bo.,ATS4p,ATS7v,Eta_C_A,Eig03_AEA.ed.,Eig03_EA.ed.,SM07_EA.ed.,SM08_EA.ed.,SM10_EA.ed.,SM11_EA,SM12_AEA.dm.,SM12_AEA.ed.,SM12_EA,SM15_AEA.ed.,MPC09,MPC10,ATSC6p,GGI4,Eig04_EA.ed.,SM13_AEA.dm.,Chi0_EA.dm.,SM11_EA.ri.,SM12_EA.ri.,SM13_EA.ri.,SM14_EA.ri.,SM15_EA.ri.,ATSC4v,Eig07_EA,SM15_AEA.bo.,SpMax3_Bh.m.,Eig05_AEA.ed.,SM05_EA.ed.,SM06_EA.ed.,SM09_EA,SM09_EA.ed.,SM10_AEA.ed.,SM10_EA,SM11_AEA.ed.,SM11_EA.ed.,SM13_AEA.ed.,SM13_EA,SM14_AEA.ed.,SM14_EA
5.0,0.667,2.218,10.035,3.339,1.854,14.054,0.816,4.277,0.423,10.29,3.751,11.751,2.514,3.791,8,11.605,4.466,1.709,1.664,3.517,2.404,2.404,4.049,3.976,0.875,5.34,6.966,16.615,19.022,23.568,12.785,6.966,23.014,13.91,28.521,4.431,4.454,9.848,0.848,6.435,6.435,16.339,12.601,13.713,14.759,15.857,16.928,14.977,1.571,1.571,3.681,5.107,12.0,14.58,10.614,21.22,19.378,11.779,21.191,25.836,24.844,14.966,26.68,16.076
5.301,0.6,2.421,10.401,3.493,2.306,13.478,0.921,4.615,0.513,10.441,3.918,12.139,2.724,3.985,10,12.044,4.844,1.727,1.678,3.764,2.539,2.539,4.238,4.091,0.845,6.049,8.7,17.139,19.554,24.136,13.252,8.7,23.499,14.384,29.046,4.796,4.844,11.228,1.004,6.998,6.998,17.413,13.071,14.189,15.255,16.36,17.445,16.02,1.984,1.984,3.853,5.137,12.471,15.056,11.047,21.78,19.83,12.218,21.661,26.42,25.344,15.459,27.193,16.578
5.0,0.5,2.164,9.901,3.187,1.542,12.284,0.781,4.143,0.544,8.718,3.655,11.628,2.233,3.702,8,11.527,4.357,1.662,1.605,3.316,2.199,2.199,3.869,3.822,0.881,5.114,6.092,16.571,18.986,23.549,12.726,6.092,22.962,13.848,28.486,4.22,4.19,7.783,1.177,5.919,5.919,13.971,12.545,13.651,14.712,15.81,16.891,12.505,1.546,1.546,3.545,4.668,11.934,14.516,10.548,21.195,19.313,11.702,21.133,25.823,24.798,14.917,26.639,16.03
5.0,0.667,2.191,10.023,3.228,1.514,13.826,0.813,4.234,0.504,9.61,3.78,11.744,2.405,3.839,8,11.569,4.477,1.662,1.606,3.5,2.257,2.257,3.942,3.901,0.868,5.371,7.044,16.612,19.017,23.566,12.786,7.044,23.009,13.905,28.517,4.382,4.407,8.216,1.142,5.966,5.966,15.607,12.58,13.682,14.737,15.832,16.909,13.441,1.546,1.546,3.69,4.977,11.999,14.571,10.619,21.218,19.373,11.773,21.186,25.835,24.839,14.966,26.676,16.074
5.0,0.667,2.09,9.967,3.176,1.514,9.594,0.75,4.159,0.357,7.007,3.733,11.691,2.421,3.779,7,11.549,4.369,1.626,1.571,3.493,2.218,2.218,3.855,3.746,0.766,5.352,6.998,16.603,19.009,23.561,12.76,6.998,22.995,13.882,28.51,4.304,4.277,7.651,0.822,5.945,5.945,14.182,12.564,13.671,14.727,15.825,16.903,10.816,1.522,1.522,3.668,4.96,11.979,14.553,10.583,21.213,19.351,11.741,21.169,25.832,24.828,14.946,26.666,16.056
5.0,0.5,2.185,9.905,3.22,1.917,11.316,0.837,4.094,0.419,8.157,3.654,11.631,2.234,3.698,8,11.522,4.317,1.606,1.551,3.346,2.22,2.22,3.858,3.829,0.882,5.177,6.437,16.577,18.992,23.553,12.736,6.437,22.968,13.857,28.491,4.248,4.19,8.021,0.857,5.914,5.914,15.843,12.541,13.648,14.709,15.808,16.889,11.737,1.546,1.546,3.546,4.661,11.94,14.526,10.557,21.199,19.32,11.711,21.14,25.826,24.804,14.926,26.645,16.038
5.367,0.667,2.226,10.042,3.301,1.604,15.133,0.761,4.317,0.454,10.987,3.761,11.754,2.514,3.804,8,11.613,4.5,1.718,1.67,3.517,2.345,2.345,4.087,4.001,0.905,5.34,6.966,16.609,19.015,23.564,12.774,6.966,23.007,13.9,28.516,4.454,4.489,9.669,1.088,6.086,6.086,15.26,12.606,13.716,14.761,15.858,16.929,16.295,1.586,1.586,3.682,5.038,11.995,14.571,10.604,21.215,19.372,11.772,21.185,25.833,24.837,14.955,26.674,16.066
5.0,0.5,2.194,9.912,3.221,1.667,12.388,0.781,4.143,0.451,8.899,3.693,11.635,2.235,3.75,8,11.53,4.357,1.689,1.631,3.309,2.221,2.221,3.904,3.857,0.913,5.113,6.088,16.571,18.985,23.548,12.724,6.088,22.961,13.847,28.485,4.277,4.234,7.817,1.097,5.898,5.898,14.765,12.546,13.652,14.711,15.81,16.89,13.036,1.546,1.546,3.563,4.661,11.934,14.516,10.547,21.194,19.314,11.703,21.133,25.823,24.797,14.915,26.639,16.027
5.0,0.5,2.111,9.905,3.187,1.667,12.062,0.837,4.143,0.388,8.486,3.694,11.626,2.209,3.758,7,11.511,4.357,1.683,1.619,3.252,2.202,2.202,3.928,3.872,0.891,5.112,6.013,16.565,18.981,23.547,12.703,6.013,22.951,13.832,28.481,4.304,4.263,8.075,0.937,5.873,5.873,16.346,12.528,13.64,14.701,15.802,16.884,12.867,1.546,1.546,3.558,4.658,11.917,14.505,10.514,21.193,19.296,11.681,21.119,25.822,24.789,14.902,26.633,16.017
5.382,0.6,3.059,10.845,4.096,4.264,34.155,2.497,5.043,1.02,23.386,3.93,12.672,3.109,3.971,16,13.313,5.464,1.903,1.865,4.135,3.113,3.113,4.765,4.625,1.253,6.74,10.987,19.039,21.645,26.783,14.65,10.987,25.145,15.876,31.109,5.529,5.663,21.966,2.759,10.93,10.93,29.643,14.49,15.7,16.897,18.108,19.315,30.792,2.199,2.199,3.863,5.849,13.893,16.586,12.222,24.19,21.198,13.458,23.168,29.364,27.128,17.089,29.116,18.315
9.229,0.8,2.712,10.735,3.765,3.292,30.41,2.236,4.92,0.963,21.501,3.977,12.518,2.974,4.006,14,13.238,5.198,1.913,1.885,4.005,2.793,2.793,4.682,4.612,1.089,6.516,10.213,19.036,21.66,26.85,14.549,10.213,25.099,15.78,31.109,5.204,5.323,19.862,1.959,8.245,8.245,31.879,14.424,15.648,16.859,18.084,19.306,27.8,1.991,1.991,3.925,5.457,13.842,16.537,12.117,24.237,21.123,13.358,23.107,29.453,27.098,16.997,29.101,18.228
9.357,0.8,2.712,10.79,3.765,3.604,33.9,2.438,4.97,1.037,23.614,3.978,12.581,2.974,4.006,15,13.262,5.236,1.913,1.885,4.005,2.812,2.812,4.709,4.68,1.098,6.516,10.213,19.059,21.68,26.863,14.588,10.213,25.13,15.816,31.13,5.257,5.361,20.344,2.43,9.014,9.014,33.72,14.447,15.669,16.878,18.102,19.323,28.23,1.991,1.991,3.932,5.931,13.878,16.571,12.161,24.252,21.163,13.399,23.142,29.464,27.125,17.03,29.125,18.26
9.409,0.8,2.712,10.678,3.765,3.229,28.248,1.979,4.86,0.892,19.844,3.976,12.461,2.974,4.006,13,13.228,5.081,1.913,1.885,4.005,2.793,2.793,4.609,4.532,1.032,6.516,10.213,19.032,21.657,26.849,14.537,10.213,25.092,15.769,31.107,5.088,5.198,18.239,1.746,8.245,8.245,26.488,14.416,15.642,16.853,18.079,19.301,26.214,1.988,1.988,3.916,5.456,13.83,16.528,12.097,24.236,21.111,13.342,23.097,29.452,27.092,16.988,29.098,18.22
8.163,0.8,2.974,10.802,4.004,3.917,37.558,2.549,4.977,1.11,25.499,3.97,12.599,3.107,4.007,15,13.318,5.187,1.942,1.917,4.131,3.019,3.019,4.82,4.718,1.289,6.739,10.933,19.114,21.732,26.9,14.639,10.933,25.189,15.867,31.182,5.182,5.263,24.159,2.337,10.213,10.213,27.573,14.499,15.714,16.916,18.131,19.344,33.275,2.116,2.116,3.9,5.849,13.933,16.632,12.206,24.295,21.222,13.446,23.202,29.493,27.182,17.081,29.18,18.309
7.569,0.8,2.515,10.603,3.567,2.917,27.387,1.743,4.796,0.798,19.011,3.903,12.389,2.974,3.94,11,13.168,5.017,1.888,1.856,4.005,2.595,2.595,4.54,4.491,1.037,6.516,10.213,19.02,21.649,26.846,14.505,10.213,25.068,15.743,31.095,5.024,5.094,17.485,1.474,7.374,7.374,21.535,14.358,15.585,16.796,18.021,19.242,24.646,1.976,1.976,3.837,5.177,13.801,16.506,12.051,24.231,21.074,13.303,23.068,29.45,27.074,16.966,29.083,18.202
6.509,0.75,2.491,10.563,3.491,3.417,31.266,1.959,4.754,0.884,21.12,3.886,12.347,2.975,3.941,13,12.812,4.963,1.875,1.82,4.006,2.516,2.516,4.602,4.528,1.261,6.517,10.215,18.405,20.975,26.01,14.135,10.215,24.59,15.34,30.483,4.942,5.024,18.81,2.537,7.717,7.717,24.922,13.953,15.14,16.309,17.496,18.679,27.542,1.959,1.959,3.776,5.433,13.361,16.032,11.758,23.459,20.698,12.976,22.639,28.539,26.548,16.528,28.512,17.734
9.208,0.8,2.712,10.709,3.765,3.292,28.64,2.146,4.89,0.963,20.279,3.976,12.493,2.974,4.006,14,13.236,5.118,1.913,1.885,4.005,2.793,2.793,4.621,4.561,1.04,6.516,10.213,19.034,21.658,26.849,14.545,10.213,25.095,15.776,31.108,5.136,5.252,18.179,1.919,8.245,8.245,28.644,14.423,15.647,16.858,18.083,19.305,26.43,1.99,1.99,3.922,5.457,13.836,16.533,12.111,24.236,21.117,13.352,23.102,29.453,27.095,16.994,29.1,18.226
8.027,0.8,2.776,10.678,3.787,3.229,29.286,1.979,4.86,0.892,20.048,3.944,12.461,2.974,3.98,13,13.211,5.081,1.937,1.908,4.005,2.793,2.793,4.675,4.547,1.138,6.516,10.213,19.032,21.657,26.849,14.537,10.213,25.092,15.769,31.107,5.088,5.198,18.795,1.746,8.245,8.245,26.385,14.395,15.615,16.822,18.042,19.259,29.158,1.988,1.988,3.877,5.456,13.83,16.528,12.097,24.236,21.111,13.342,23.097,29.452,27.092,16.988,29.098,18.22
6.585,0.75,2.498,10.527,3.516,2.917,29.059,1.913,4.771,0.726,19.542,3.89,12.295,2.742,3.947,13,12.334,4.905,1.893,1.839,3.779,2.529,2.529,4.628,4.488,1.251,6.084,8.783,17.671,20.169,24.943,13.599,8.783,23.974,14.754,29.636,4.942,5.004,20.128,2.382,7.717,7.717,23.002,13.39,14.523,15.617,16.745,17.858,28.033,1.975,1.975,3.761,5.787,12.851,15.5,11.341,22.492,20.233,12.52,22.099,27.332,25.855,15.871,27.743,17.02
7.022,0.8,2.976,10.839,4.006,4.292,35.395,2.625,5.05,1.286,24.737,3.954,12.638,3.107,3.98,17,13.135,5.318,1.929,1.904,4.131,3.021,3.021,4.795,4.756,1.29,6.739,10.933,18.676,21.222,26.209,14.478,10.933,24.856,15.678,30.709,5.308,5.425,24.037,3.381,10.216,10.216,31.807,14.275,15.454,16.617,17.797,18.972,31.877,2.272,2.272,3.889,6.359,13.679,16.326,12.107,23.681,20.988,13.319,22.918,28.714,26.801,16.861,28.752,18.061
6.903,0.75,2.504,10.561,3.514,3.292,32.497,2.153,4.745,0.919,21.919,3.893,12.338,2.974,3.948,13,12.813,4.949,1.894,1.84,4.005,2.521,2.521,4.635,4.535,1.28,6.516,10.213,18.4,20.968,26.002,14.128,10.213,24.586,15.333,30.479,4.927,5.004,18.948,2.297,7.717,7.717,23.341,13.951,15.137,16.304,17.491,18.672,28.921,1.975,1.975,3.772,5.354,13.358,16.026,11.753,23.453,20.696,12.971,22.636,28.53,26.544,16.519,28.509,17.724
8.469,0.8,2.712,10.754,3.765,3.792,31.259,2.07,4.934,1.044,21.723,3.977,12.547,2.974,4.006,14,13.276,5.159,1.913,1.885,4.005,2.793,2.793,4.668,4.614,1.073,6.516,10.213,19.12,21.762,26.984,14.604,10.213,25.16,15.842,31.185,5.165,5.263,20.43,2.137,8.245,8.245,29.316,14.47,15.699,16.916,18.146,19.375,27.012,1.989,1.989,3.928,5.872,13.898,16.611,12.158,24.354,21.175,13.404,23.163,29.604,27.163,17.066,29.172,18.304
6.509,0.6,2.906,10.719,3.914,3.667,31.905,2.042,4.942,1.012,22.246,3.98,12.507,2.977,4.011,15,12.916,5.215,1.943,1.92,4.008,2.918,2.918,4.711,4.597,1.205,6.517,10.215,18.455,21.016,26.033,14.214,10.215,24.652,15.414,30.524,5.242,5.303,20.747,2.901,9.231,9.231,28.799,14.046,15.227,16.387,17.568,18.744,29.772,2.193,2.193,3.915,5.849,13.439,16.104,11.853,23.488,20.779,13.066,22.71,28.555,26.602,16.593,28.56,17.793
6.735,0.8,2.871,10.7,3.937,3.479,26.951,2.035,4.875,0.954,18.879,3.972,12.488,2.975,4.007,13,13.223,5.094,1.914,1.886,4.006,2.968,2.968,4.577,4.527,1.029,6.516,10.214,19.059,21.68,26.863,14.567,10.214,25.124,15.799,31.132,5.106,5.182,17.485,1.826,9.794,9.794,24.444,14.408,15.628,16.834,18.054,19.27,24.331,1.976,1.976,3.906,5.219,13.863,16.562,12.128,24.254,21.146,13.372,23.132,29.463,27.123,17.016,29.125,18.247
8.538,0.8,2.876,10.731,4.005,3.479,27.351,2.097,4.875,0.954,19.129,3.937,12.517,2.974,3.969,14,13.234,5.106,1.905,1.878,4.171,3.02,3.02,4.579,4.529,1.087,7.111,11.657,19.166,21.777,26.943,14.739,11.657,25.266,15.969,31.267,5.1,5.231,17.409,1.786,10.213,10.213,25.989,14.417,15.635,16.839,18.058,19.273,24.615,2.058,2.058,3.888,5.493,13.986,16.671,12.296,24.343,21.286,13.538,23.273,29.534,27.263,17.187,29.264,18.416
6.201,0.75,2.975,10.65,4.006,3.667,28.218,2.07,4.82,1.071,19.331,3.853,12.435,3.107,3.888,15,13.04,5.043,1.779,1.738,4.131,3.02,3.02,4.632,4.523,1.275,6.711,10.891,18.571,21.118,26.122,14.365,10.891,24.75,15.564,30.618,4.997,5.124,18.377,2.919,10.214,10.214,28.748,14.186,15.365,16.532,17.713,18.89,27.984,2.206,2.206,3.772,5.849,13.565,16.203,11.995,23.589,20.871,13.204,22.806,28.637,26.7,16.748,28.657,17.947
