pXC50,Cl.090,nPyrroles,SaaNH,nBnz,nCb.,nCbH,CATS2D_06_DD,P_VSA_LogP_6,Eig01_EA.bo.,SM11_AEA.ri.,SpDiam_EA.bo.,SpMax_EA.bo.,NaaNH,SpMax1_Bh.e.,P_VSA_MR_8,N.,D.Dtr09,SM09_EA.bo.,SpDiam_EA.ed.,JGI2,JGI5,SaaaC,nR09,C.026,SM11_EA.bo.,MATS7i,C.033,GGI5,CATS2D_05_LL,SpMax1_Bh.s.,MAXDP,Eig01_EA.ed.,SM10_AEA.dm.,SpMax_EA.ed.,SM13_EA.bo.,SM12_EA.bo.,SsCl,GATS6v,PDI,SRW07,SRW09,nCrs,H.048,Eig01_AEA.ed.,SpMax_AEA.ed.,Chi1_EA.dm.,Eig01_AEA.dm.,SpDiam_AEA.dm.,SpMax_AEA.dm.,Chi0_EA.dm.,ATSC4s,ATSC4e,NaaaC,CATS2D_04_DL,CATS2D_07_DA,nN,ATS7m,GGI8,SM10_EA.bo.,Eig01_EA,SM09_AEA.bo.,SpDiam_EA,SpMax_EA,N.075,NaaN,SM14_EA.ed.,PCD,SM15_EA.ed.,CATS2D_02_DL
5.5,0,0,0.0,2,5,7,0,0.0,4.086,4.086,7.086,4.086,0,4.032,0.0,6.9,0.0,13.15,17.018,0.074,0.029,0.0,0,2,15.911,-0.048,0,1.208,9,7.429,6.067,10.139,10.139,10.139,18.67,17.389,0.0,1.048,0.965,0.0,0.0,0,0,6.495,6.495,34.0,3.615,5.615,3.615,22.508,51.099,0.331,0,5,1,4,3.954,0.308,14.704,3.07,3.07,5.07,3.07,1,1,32.696,2.939,34.973,7
5.5,0,0,3.228,1,3,3,0,4.472,4.567,4.567,7.567,4.567,1,4.132,0.0,12.5,122.605,13.84,17.909,0.066,0.023,1.339,1,0,16.831,0.082,0,0.782,3,7.437,4.629,10.846,10.846,10.846,19.833,18.363,0.0,0.989,1.005,4.727,6.862,0,0,6.694,6.694,31.619,3.546,5.546,3.546,21.255,50.584,0.394,2,4,2,7,3.656,0.2,15.409,3.182,3.182,5.182,3.182,2,2,33.458,3.347,35.822,4
5.5,0,0,0.0,2,5,7,1,0.0,4.709,4.709,7.709,4.709,0,4.121,0.0,10.3,0.0,14.433,19.855,0.096,0.032,1.37,0,3,17.474,0.065,0,0.833,7,7.717,5.382,12.509,12.509,12.509,20.522,19.016,0.0,1.146,1.019,0.0,0.0,0,0,7.308,7.308,8.394,4.686,6.686,4.686,12.483,54.064,0.381,2,2,0,4,3.401,0.254,15.998,3.393,3.393,5.393,3.393,2,2,35.396,3.246,37.915,4
5.5,0,0,0.0,2,6,6,1,0.0,4.133,4.133,7.133,4.133,0,4.045,0.0,9.8,0.0,13.298,17.574,0.063,0.022,0.0,0,6,16.088,-0.087,0,0.757,7,7.429,5.517,10.61,10.61,10.61,18.878,17.565,0.0,1.072,1.034,2.708,5.38,0,0,6.619,6.619,48.592,3.629,5.629,3.629,26.994,35.938,0.403,0,6,1,4,3.451,0.235,14.842,3.159,3.159,5.159,3.159,1,1,33.299,3.465,35.633,8
7.0,1,1,3.172,0,0,0,1,55.891,4.535,4.535,7.535,4.535,1,4.124,39.149,12.2,84.619,13.767,18.109,0.049,0.016,1.88,1,0,16.755,0.115,1,0.451,2,5.139,2.108,10.928,10.928,10.928,19.748,18.285,6.219,0.922,1.026,4.727,6.843,6,1,6.714,6.714,19.407,3.205,5.205,3.205,11.088,29.66,0.301,2,6,1,5,3.645,0.14,15.338,3.167,3.167,5.167,3.167,3,3,33.509,3.215,35.888,4
5.4,1,1,3.132,0,0,0,1,56.319,4.535,4.535,7.535,4.535,1,4.129,39.149,10.0,88.683,13.776,18.109,0.059,0.019,1.807,1,0,16.761,0.046,1,0.556,5,7.429,4.882,10.927,10.927,10.927,19.751,18.289,6.118,0.87,0.997,4.727,6.843,0,1,6.714,6.714,12.39,3.592,5.592,3.592,9.653,37.208,0.28,2,7,1,4,3.563,0.222,15.345,3.167,3.167,5.167,3.167,2,2,33.506,3.277,35.886,4
7.0,1,1,3.19,0,0,0,1,55.891,4.535,4.535,7.535,4.535,1,4.126,39.149,10.9,115.05,13.772,18.109,0.057,0.019,1.869,1,0,16.757,0.074,1,0.708,8,5.14,2.192,10.928,10.928,10.928,19.749,18.286,6.303,1.015,0.982,4.727,6.843,6,1,6.714,6.714,31.907,3.205,5.205,3.205,18.994,41.349,0.463,2,5,3,6,3.859,0.218,15.341,3.167,3.167,5.167,3.167,3,3,33.513,3.205,35.891,7
5.5,0,0,0.0,1,3,3,0,0.0,4.213,4.213,7.213,4.213,0,4.043,0.0,0.0,0.0,13.305,19.353,0.092,0.039,0.0,0,1,16.119,-0.284,0,0.847,6,8.513,5.182,11.773,11.773,11.773,18.941,17.563,0.0,1.334,1.002,0.0,0.0,3,0,7.123,7.123,20.068,4.461,6.461,4.461,16.524,201.644,1.26,0,0,0,0,3.168,0.165,14.78,3.355,3.355,5.355,3.355,0,0,35.042,1.757,37.49,0
5.5,0,0,0.0,1,2,4,0,14.099,4.582,4.582,7.582,4.582,0,4.055,31.278,11.5,64.659,13.784,17.93,0.071,0.023,1.661,1,3,16.803,-0.091,1,0.385,2,6.471,3.233,11.065,11.065,11.065,19.828,18.346,6.12,0.96,1.003,4.727,6.823,0,1,6.771,6.771,20.57,3.343,5.343,3.343,13.245,25.984,0.335,2,2,1,3,3.208,0.141,15.366,3.17,3.17,5.17,3.17,2,2,33.659,3.121,36.059,5
5.5,0,0,0.0,3,7,11,0,58.118,4.68,4.68,7.68,4.68,0,4.161,31.278,10.4,0.0,14.395,19.438,0.065,0.018,0.731,0,5,17.362,-0.112,2,1.289,9,8.211,6.202,12.063,12.063,12.063,20.352,18.892,0.0,1.015,1.061,5.778,7.854,2,2,7.021,7.021,47.849,3.766,5.766,3.766,30.521,171.991,1.203,1,5,1,7,4.497,0.563,15.96,3.327,3.327,5.327,3.327,3,3,35.089,6.704,37.546,5
5.5,0,1,3.033,1,4,2,0,34.706,4.724,4.724,7.724,4.724,1,4.177,31.278,9.1,197.854,14.514,19.263,0.081,0.025,2.98,2,1,17.574,-0.125,1,0.91,8,8.201,6.55,11.846,11.846,11.846,20.638,19.124,0.0,0.934,1.052,5.416,7.545,0,1,6.978,6.978,7.825,3.449,5.449,3.449,11.573,49.364,0.326,4,5,0,4,3.893,0.392,16.091,3.303,3.303,5.303,3.303,1,1,34.754,4.588,37.203,5
5.8,0,0,0.0,2,6,6,0,2.104,4.709,4.709,7.709,4.709,0,4.099,31.278,6.1,91.6,14.105,19.159,0.093,0.036,1.399,1,3,17.149,0.146,0,1.094,4,7.429,5.439,11.813,11.813,11.813,20.21,18.701,12.326,0.784,1.009,4.844,7.05,0,0,6.973,6.973,14.03,4.079,6.079,4.079,13.727,42.414,0.341,2,4,0,2,3.752,0.215,15.683,3.302,3.302,5.302,3.302,0,0,34.59,3.23,37.051,2
5.5,0,0,0.0,2,4,8,0,2.144,4.686,4.686,7.686,4.686,0,4.172,0.0,9.8,237.383,14.494,20.48,0.09,0.033,1.188,2,1,17.487,-0.05,0,1.844,14,7.475,6.515,12.48,12.48,12.48,20.494,19.012,0.0,1.154,0.989,5.533,7.735,0,0,7.153,7.153,23.266,4.099,6.099,4.099,21.746,74.41,0.633,2,6,1,5,4.07,0.578,16.045,3.421,3.421,5.421,3.421,2,2,35.541,5.298,38.035,2
5.5,0,0,2.89,3,7,11,0,2.144,4.553,4.553,7.553,4.553,1,4.137,0.0,6.8,107.846,13.957,17.977,0.079,0.026,1.482,1,3,16.916,-0.118,0,0.913,4,7.429,5.635,10.869,10.869,10.869,19.888,18.441,0.0,0.91,1.003,4.727,6.843,0,0,6.705,6.705,15.484,3.611,5.611,3.611,12.596,38.237,0.347,2,4,0,3,3.703,0.336,15.525,3.179,3.179,5.179,3.179,1,1,33.541,4.044,35.9,5
5.5,0,0,3.19,1,3,3,0,36.818,4.393,4.393,7.393,4.393,1,4.13,0.0,10.2,96.32,13.675,19.269,0.072,0.029,0.0,1,0,16.566,-0.155,0,0.973,10,6.821,2.93,11.729,11.729,11.729,19.465,18.063,0.0,0.85,1.008,5.476,7.644,1,0,6.933,6.933,21.796,4.057,6.057,4.057,20.724,34.454,0.184,0,3,0,5,3.617,0.361,15.224,3.316,3.316,5.316,3.316,2,2,34.521,4.164,36.97,2
5.5,0,1,3.266,1,2,4,1,5.513,4.275,4.275,7.275,4.275,1,4.081,0.0,4.9,92.952,13.552,18.079,0.086,0.032,0.0,1,1,16.421,0.011,0,0.966,7,7.474,5.183,11.02,11.02,11.02,19.291,17.888,0.0,0.787,0.974,5.533,7.695,0,0,6.749,6.749,15.203,3.656,5.656,3.656,14.447,43.69,0.255,0,4,0,2,3.372,0.141,15.056,3.221,3.221,5.221,3.221,0,0,33.992,2.859,36.371,8
5.5,0,0,0.0,2,4,8,0,0.0,3.927,3.927,6.927,3.927,0,4.017,0.0,3.9,0.0,12.889,15.642,0.076,0.028,0.0,0,1,15.593,-0.038,0,0.924,13,7.429,5.581,9.159,9.159,9.159,18.289,17.078,0.0,1.059,0.963,0.0,0.0,0,0,6.186,6.186,19.218,3.586,5.586,3.586,14.099,43.442,0.243,0,3,0,2,3.563,0.209,14.465,2.945,2.945,4.945,2.945,1,1,31.688,3.105,33.869,3
5.5,0,0,0.0,1,2,4,0,33.715,4.724,4.724,7.724,4.724,0,4.159,0.0,12.7,124.384,14.191,19.748,0.077,0.025,0.633,1,1,17.223,-0.188,1,1.289,2,8.201,5.52,12.227,12.227,12.227,20.277,18.777,0.0,0.997,0.962,4.844,7.081,0,1,7.065,7.065,24.867,3.364,5.364,3.364,16.936,88.282,0.778,1,1,0,7,4.103,0.487,15.774,3.353,3.353,5.353,3.353,4,4,35.23,4.222,37.708,2
5.7,0,0,0.0,1,1,5,0,5.634,4.474,4.474,7.474,4.474,0,4.113,31.278,10.8,162.162,13.826,19.85,0.061,0.028,0.0,3,0,16.759,0.175,0,0.869,3,7.43,5.362,12.229,12.229,12.229,19.7,18.255,0.0,0.883,1.09,5.476,7.67,4,0,7.067,7.067,20.315,3.74,5.74,3.74,15.889,24.323,0.265,0,2,0,4,3.457,0.079,15.354,3.381,3.381,5.381,3.381,2,2,35.111,3.047,37.6,2
7.523,0,1,0.0,1,3,3,0,16.243,4.667,4.667,7.667,4.667,0,4.192,0.0,15.6,206.293,14.431,18.507,0.072,0.021,2.461,2,1,17.472,0.044,1,0.906,2,7.43,4.404,11.251,11.251,11.251,20.517,19.015,0.0,0.931,1.048,6.107,8.034,3,1,6.799,6.799,37.103,4.072,6.072,4.072,25.975,37.322,0.345,3,2,0,7,3.872,0.275,16.004,3.258,3.258,5.258,3.258,2,2,34.302,4.288,36.697,6
7.301,0,0,0.0,1,3,3,0,4.472,4.667,4.667,7.667,4.667,0,4.182,0.0,18.2,206.293,14.431,18.507,0.072,0.021,2.199,2,1,17.472,0.06,0,0.906,2,7.43,4.389,11.251,11.251,11.251,20.517,19.015,0.0,0.933,1.043,6.107,8.034,3,0,6.799,6.799,37.103,4.072,6.072,4.072,25.975,39.351,0.398,3,2,0,8,3.883,0.275,16.004,3.258,3.258,5.258,3.258,3,3,34.302,4.288,36.697,6
7.699,0,1,0.0,0,0,0,0,16.243,4.667,4.667,7.667,4.667,0,4.185,0.0,18.2,206.293,14.431,18.507,0.072,0.021,2.08,2,1,17.472,0.087,1,0.906,0,7.43,4.376,11.251,11.251,11.251,20.517,19.015,0.0,0.883,1.045,6.107,8.034,3,1,6.799,6.799,37.103,4.072,6.072,4.072,25.975,38.726,0.38,3,1,1,8,3.88,0.275,16.004,3.258,3.258,5.258,3.258,3,3,34.302,4.288,36.697,5
7.222,0,1,0.0,1,3,3,0,16.243,4.667,4.667,7.667,4.667,0,4.189,0.0,14.5,241.07,14.428,18.489,0.069,0.023,2.417,2,1,17.47,-0.031,1,1.038,2,7.43,4.46,11.24,11.24,11.24,20.515,19.013,0.0,0.854,0.995,5.416,7.535,0,1,6.797,6.797,40.121,4.072,6.072,4.072,29.329,52.501,0.475,3,2,0,8,4.061,0.396,16.001,3.254,3.254,5.254,3.254,2,2,34.284,4.277,36.68,5
8.523,0,1,0.0,1,3,3,0,16.243,4.668,4.668,7.668,4.668,0,4.193,0.0,14.6,216.43,14.449,18.519,0.088,0.023,2.493,2,1,17.485,-0.046,1,1.031,2,7.428,4.772,11.26,11.26,11.26,20.527,19.026,0.0,0.87,1.033,6.107,8.034,3,1,6.802,6.802,37.132,4.072,6.072,4.072,26.602,48.076,0.376,3,1,0,7,3.931,0.312,16.018,3.262,3.262,5.262,3.262,2,2,34.352,4.287,36.743,3
8.523,0,1,3.25,1,3,3,1,13.915,4.667,4.667,7.667,4.667,1,4.187,0.0,15.6,206.293,14.431,18.507,0.072,0.021,2.408,2,1,17.472,-0.11,1,0.906,4,7.43,4.403,11.251,11.251,11.251,20.517,19.015,0.0,0.941,1.055,6.107,8.034,3,1,6.799,6.799,29.603,4.072,6.072,4.072,19.651,38.765,0.313,3,4,2,7,3.893,0.275,16.004,3.258,3.258,5.258,3.258,2,2,34.302,4.288,36.697,9
6.244,0,1,0.0,1,3,3,0,13.915,4.71,4.71,7.71,4.71,0,4.199,0.0,13.0,253.071,14.545,18.985,0.071,0.022,2.092,2,1,17.603,-0.138,1,1.236,6,7.474,4.585,11.577,11.577,11.577,20.667,19.153,0.0,0.974,1.0,6.138,8.102,3,1,6.886,6.886,33.857,4.072,6.072,4.072,25.705,60.779,0.568,3,3,0,7,4.238,0.528,16.12,3.302,3.302,5.302,3.302,2,2,34.675,4.278,37.099,7
5.5,0,0,0.0,1,3,3,0,0.0,4.477,4.477,7.477,4.477,0,4.089,0.0,10.7,57.96,13.783,21.233,0.09,0.032,0.0,1,2,16.714,-0.295,0,1.021,2,8.513,5.337,13.233,13.233,13.233,19.659,18.206,5.756,1.051,0.973,4.844,7.081,0,0,7.428,7.428,22.451,4.48,6.48,4.48,16.962,148.211,1.015,0,2,0,3,3.192,0.061,15.295,3.538,3.538,5.538,3.538,1,1,36.264,2.319,38.828,0
5.5,0,0,0.0,0,0,0,0,7.143,4.136,4.136,7.136,4.136,0,3.935,0.0,14.3,0.0,12.794,16.946,0.074,0.041,0.0,0,1,15.626,0.113,0,0.66,0,7.43,3.85,10.058,10.058,10.058,18.461,17.09,0.0,1.368,0.902,0.0,0.0,0,0,6.478,6.478,22.096,4.087,6.087,4.087,15.702,45.898,0.367,0,1,0,4,2.389,0.0,14.301,3.046,3.046,5.046,3.046,1,1,32.33,1.559,34.627,4
5.5,0,0,0.0,1,3,3,0,7.143,4.136,4.136,7.136,4.136,0,3.977,0.0,8.7,0.0,13.257,16.947,0.074,0.034,0.0,0,3,16.058,0.199,0,1.125,1,7.429,5.39,10.06,10.06,10.06,18.86,17.517,0.0,1.058,0.924,0.0,0.0,0,0,6.478,6.478,36.102,4.087,6.087,4.087,26.42,63.809,0.56,0,2,0,4,3.546,0.242,14.768,3.049,3.049,5.049,3.049,1,1,32.608,2.358,34.886,4
5.5,0,0,0.0,2,4,8,1,2.144,4.573,4.573,7.573,4.573,0,4.127,0.0,9.8,105.165,13.981,18.17,0.078,0.03,1.556,1,1,16.959,0.07,0,1.021,2,7.815,5.455,11.091,11.091,11.091,19.947,18.48,0.0,0.979,0.952,4.844,7.034,0,0,6.754,6.754,17.843,3.783,5.783,3.783,16.251,76.871,0.693,2,4,0,4,3.6,0.211,15.534,3.201,3.201,5.201,3.201,1,1,33.749,3.316,36.139,2
5.5,0,0,0.0,1,4,2,0,7.143,4.722,4.722,7.722,4.722,0,4.094,0.0,5.9,0.0,14.322,19.808,0.088,0.036,0.0,0,5,17.339,0.085,0,1.528,2,7.716,5.517,12.298,12.298,12.298,20.376,18.87,6.03,1.192,0.933,0.0,0.0,0,0,7.258,7.258,36.242,5.192,7.192,5.192,26.813,80.876,0.923,0,1,0,3,3.91,0.316,15.863,3.397,3.397,5.397,3.397,1,1,35.183,2.324,37.679,3
5.5,0,0,0.0,1,4,2,0,7.143,4.722,4.722,7.722,4.722,0,4.095,0.0,7.7,0.0,14.349,19.808,0.086,0.037,0.0,0,4,17.366,0.1,0,1.646,1,7.716,5.554,12.298,12.298,12.298,20.402,18.896,0.0,1.189,0.929,0.0,0.0,0,0,7.258,7.258,37.912,5.192,7.192,5.192,28.424,94.334,0.91,0,2,0,4,3.848,0.316,15.891,3.397,3.397,5.397,3.397,1,1,35.209,2.466,37.701,4
5.5,0,0,0.0,2,4,8,0,6.604,4.626,4.626,7.626,4.626,0,4.093,0.0,14.0,118.128,13.979,18.662,0.063,0.023,0.896,1,2,16.981,0.07,0,0.722,0,7.431,5.144,11.489,11.489,11.489,20.0,18.526,0.0,0.945,1.027,4.727,6.862,0,0,6.884,6.884,24.218,3.563,5.563,3.563,17.311,41.324,0.432,2,8,1,6,3.387,0.193,15.563,3.229,3.229,5.229,3.229,3,3,34.194,4.106,36.628,5
7.8,0,1,3.198,0,0,0,1,13.67,4.531,4.531,7.531,4.531,1,4.124,0.0,11.4,86.441,13.701,18.062,0.057,0.014,1.974,1,0,16.699,0.165,1,0.365,1,5.103,1.68,10.905,10.905,10.905,19.699,18.234,0.0,0.858,1.022,4.727,6.843,5,1,6.71,6.71,12.5,3.16,5.16,3.16,7.906,26.31,0.262,2,6,1,5,3.309,0.111,15.282,3.157,3.157,5.157,3.157,3,3,33.469,3.221,35.848,3
6.5,0,0,0.0,2,4,8,0,6.604,4.626,4.626,7.626,4.626,0,4.094,0.0,14.0,136.926,14.06,18.863,0.074,0.026,0.723,1,2,17.045,0.177,0,0.966,0,8.513,5.112,11.69,11.69,11.69,20.05,18.58,0.0,1.042,1.027,4.727,6.862,0,0,7.116,7.116,26.901,4.46,6.46,4.46,19.34,126.051,1.074,2,7,1,6,3.708,0.292,15.63,3.32,3.32,5.32,3.32,3,3,35.007,4.184,37.455,5
5.432,0,0,2.832,2,5,7,1,22.373,4.464,4.464,7.464,4.464,1,4.079,0.0,10.4,0.0,13.769,17.2,0.05,0.02,1.513,0,3,16.682,0.019,0,0.962,3,8.201,5.319,10.306,10.306,10.306,19.611,18.193,0.0,0.857,0.961,4.595,6.555,0,0,6.529,6.529,51.895,3.63,5.63,3.63,34.329,69.112,0.757,2,5,2,7,3.994,0.303,15.327,3.075,3.075,5.075,3.075,3,3,32.722,4.241,35.033,7
5.5,0,0,2.922,3,7,11,0,8.748,4.621,4.621,7.621,4.621,1,4.134,0.0,10.9,117.778,13.977,18.697,0.063,0.026,1.792,1,2,16.976,0.068,0,0.847,4,7.431,5.182,11.471,11.471,11.471,19.991,18.519,0.0,0.97,1.046,4.727,6.823,0,0,6.879,6.879,24.218,3.563,5.563,3.563,17.311,30.274,0.14,2,12,0,5,3.346,0.195,15.559,3.223,3.223,5.223,3.223,1,1,34.173,4.099,36.605,7
6.1,0,0,0.0,2,4,8,0,9.287,4.638,4.638,7.638,4.638,0,4.138,0.0,11.1,195.479,14.193,19.134,0.062,0.023,1.439,1,3,17.157,0.079,0,1.407,6,7.429,5.898,11.62,11.62,11.62,20.144,18.683,0.0,0.975,0.999,5.416,7.526,0,0,6.907,6.907,40.97,3.573,5.573,3.573,34.392,64.278,0.863,2,3,1,8,4.203,0.386,15.753,3.284,3.284,5.284,3.284,4,4,34.408,5.026,36.841,3
5.0,0,1,3.094,0,0,0,0,14.099,4.474,4.474,7.474,4.474,1,4.1,0.0,14.0,88.881,13.527,18.665,0.095,0.029,1.783,1,0,16.505,0.02,1,0.903,4,7.428,5.035,11.145,11.145,11.145,19.49,18.023,0.0,1.02,0.951,4.595,6.605,2,1,6.803,6.803,21.804,4.093,6.093,4.093,16.291,72.937,0.483,2,0,1,6,3.517,0.131,15.077,3.205,3.205,5.205,3.205,2,2,33.879,2.176,36.264,2
5.25,0,0,2.896,3,8,10,0,23.708,4.621,4.621,7.621,4.621,1,4.134,0.0,10.9,123.126,14.051,18.697,0.076,0.024,1.715,1,3,17.039,-0.021,0,0.847,4,8.201,5.783,11.471,11.471,11.471,20.043,18.574,0.0,1.008,1.046,4.727,6.823,0,0,6.879,6.879,22.095,3.575,5.575,3.575,17.267,48.52,0.337,2,11,0,5,3.447,0.207,15.623,3.223,3.223,5.223,3.223,1,1,34.196,4.156,36.623,6
5.5,0,0,0.0,1,4,2,0,11.418,4.066,4.066,7.066,4.066,0,3.984,0.0,9.6,0.0,13.227,16.404,0.063,0.023,0.0,0,3,16.005,-0.105,0,1.125,3,7.431,5.485,9.686,9.686,9.686,18.784,17.457,6.349,1.058,0.93,0.0,0.0,3,0,6.322,6.322,35.511,4.073,6.073,4.073,27.729,82.606,0.826,0,4,1,5,4.242,0.321,14.733,3.027,3.027,5.027,3.027,2,2,32.233,2.613,34.467,2
5.5,0,0,0.0,1,4,2,0,11.418,4.452,4.452,7.452,4.452,0,4.035,0.0,12.0,0.0,14.013,17.133,0.063,0.023,0.0,0,4,16.911,-0.053,0,1.236,2,7.718,5.463,10.381,10.381,10.381,19.82,18.389,6.174,1.053,0.959,0.0,0.0,3,0,6.52,6.52,35.931,4.312,6.312,4.312,27.564,89.145,0.987,0,2,3,6,4.327,0.469,15.513,3.182,3.182,5.182,3.182,2,2,33.156,2.714,35.456,2
6.7,0,1,3.292,0,0,0,0,5.513,4.175,4.175,7.175,4.175,1,4.07,0.0,11.1,53.459,13.0,17.181,0.071,0.029,0.0,1,0,15.833,-0.405,0,0.372,2,7.429,4.587,10.391,10.391,10.391,18.667,17.3,0.0,1.035,1.044,4.727,6.862,1,0,6.555,6.555,6.909,3.616,5.616,3.616,7.745,29.206,0.232,0,0,0,3,2.495,0.03,14.52,3.129,3.129,5.129,3.129,1,1,32.847,2.161,35.17,6
5.8,1,1,3.26,0,0,0,0,47.734,4.185,4.185,7.185,4.185,1,4.071,39.149,11.1,58.173,13.108,17.203,0.074,0.025,0.0,1,0,15.932,-0.377,0,0.372,3,7.429,4.628,10.401,10.401,10.401,18.758,17.391,5.846,1.07,1.037,4.727,6.862,1,0,6.557,6.557,7.55,3.616,5.616,3.616,9.346,34.094,0.309,0,0,0,3,2.883,0.061,14.614,3.133,3.133,5.133,3.133,1,1,32.874,2.183,35.196,6
5.5,0,1,3.384,1,2,4,0,5.513,4.366,4.366,7.366,4.366,1,4.115,0.0,9.5,95.423,13.903,17.239,0.072,0.025,2.055,1,0,16.803,-0.014,0,0.761,7,7.429,4.991,10.414,10.414,10.414,19.701,18.297,0.0,0.994,1.085,4.727,6.862,1,0,6.56,6.56,6.909,3.616,5.616,3.616,7.745,39.042,0.293,2,0,1,4,3.546,0.229,15.449,3.141,3.141,5.141,3.141,2,2,33.197,4.522,35.5,6
5.5,0,1,3.291,1,2,4,0,20.474,4.207,4.207,7.207,4.207,1,4.088,0.0,8.1,84.713,13.479,17.3,0.078,0.024,0.0,1,1,16.312,-0.077,0,0.649,7,8.201,5.946,10.431,10.431,10.431,19.142,17.78,0.0,1.051,1.06,4.727,6.862,1,0,6.565,6.565,7.571,3.616,5.616,3.616,9.373,55.688,0.424,0,0,0,3,3.373,0.232,15.002,3.144,3.144,5.144,3.144,1,1,33.305,3.329,35.621,6
5.0,0,0,0.0,2,4,8,0,4.227,4.578,4.578,7.578,4.578,0,4.091,0.0,15.0,0.0,14.022,18.39,0.069,0.025,0.554,0,2,16.989,-0.225,0,1.035,6,6.473,3.83,11.176,11.176,11.176,19.969,18.52,0.0,0.978,0.998,0.0,0.0,0,0,6.774,6.774,9.826,3.248,5.248,3.248,10.638,47.359,0.385,2,2,1,6,3.901,0.358,15.597,3.234,3.234,5.234,3.234,4,4,33.945,4.41,36.334,4
6.432,0,2,0.0,3,10,8,0,20.348,5.287,5.287,8.287,5.287,0,4.369,0.0,5.6,238.345,15.382,26.593,0.08,0.031,7.694,5,0,18.622,-0.213,0,2.737,21,7.429,6.164,17.076,17.076,17.076,21.884,20.26,0.0,1.195,1.053,6.304,8.608,2,1,8.578,8.578,33.429,4.216,6.216,4.216,22.317,73.412,0.757,8,3,1,3,4.257,0.293,17.027,3.95,3.95,5.95,3.95,0,0,39.792,5.324,42.616,3
5.509,0,2,0.0,4,11,13,0,20.348,5.285,5.285,8.285,5.285,0,4.367,0.0,5.5,428.391,15.388,24.412,0.071,0.026,8.149,6,0,18.621,-0.079,0,3.053,21,7.431,6.883,15.525,15.525,15.525,21.879,20.258,0.0,1.069,1.076,6.009,8.32,4,1,8.023,8.023,44.101,4.04,6.04,4.04,30.079,68.572,0.59,8,2,1,4,4.802,0.89,17.034,3.789,3.789,5.789,3.789,0,0,38.57,6.057,41.288,2
5.5,0,0,0.0,2,4,8,0,34.081,4.626,4.626,7.626,4.626,0,4.105,31.278,9.5,118.128,13.979,18.662,0.063,0.023,2.015,1,3,16.981,-0.052,1,0.723,4,8.201,5.179,11.489,11.489,11.489,20.0,18.526,0.0,0.974,1.053,4.727,6.862,0,1,6.884,6.884,22.779,3.563,5.563,3.563,16.513,31.747,0.31,2,9,0,4,3.435,0.193,15.563,3.229,3.229,5.229,3.229,1,1,34.194,4.106,36.628,5
5.0,0,0,0.0,2,7,5,0,17.288,4.731,4.731,7.731,4.731,0,4.108,0.0,5.6,0.0,14.416,20.259,0.098,0.029,0.0,0,3,17.418,0.14,0,1.337,5,8.201,6.684,12.338,12.338,12.338,20.443,18.948,0.0,1.101,1.005,2.708,5.198,0,0,7.276,7.276,22.377,5.194,7.194,5.194,20.498,165.036,1.002,0,1,0,3,4.098,0.457,15.962,3.412,3.412,5.412,3.412,1,1,35.309,3.345,37.796,1
5.5,0,1,3.094,0,0,0,0,14.099,4.474,4.474,7.474,4.474,1,4.1,0.0,14.0,88.881,13.527,18.665,0.095,0.029,1.783,1,0,16.505,0.02,1,0.903,4,7.428,5.035,11.145,11.145,11.145,19.49,18.023,0.0,1.02,0.951,4.595,6.605,2,1,6.803,6.803,21.804,4.093,6.093,4.093,16.291,72.937,0.483,2,0,1,6,3.517,0.131,15.077,3.205,3.205,5.205,3.205,2,2,33.879,2.176,36.264,2
7.2,0,0,0.0,2,4,8,0,4.227,3.951,3.951,6.951,3.951,0,3.982,0.0,10.5,0.0,12.946,16.379,0.051,0.021,0.0,0,3,15.662,-0.13,0,0.597,2,7.475,4.243,9.816,9.816,9.816,18.369,17.143,0.0,0.944,0.951,0.0,0.0,0,0,6.417,6.417,42.894,3.608,5.608,3.608,23.408,41.225,0.486,0,6,0,4,3.448,0.176,14.513,2.986,2.986,4.986,2.986,2,2,32.06,3.471,34.322,8
8.2,0,0,0.0,2,4,8,0,19.187,3.951,3.951,6.951,3.951,0,3.983,0.0,10.8,0.0,12.946,16.379,0.051,0.021,0.0,0,3,15.662,-0.202,0,0.597,2,8.201,5.208,9.816,9.816,9.816,18.369,17.143,0.0,0.967,0.979,0.0,0.0,0,0,6.417,6.417,41.975,3.608,5.608,3.608,22.879,47.489,0.537,0,5,0,4,3.457,0.176,14.513,2.986,2.986,4.986,2.986,2,2,32.06,3.471,34.322,6
8.2,0,0,0.0,2,5,7,0,19.187,3.952,3.952,6.952,3.952,0,3.99,0.0,10.0,0.0,13.134,16.379,0.066,0.022,0.0,0,3,15.868,-0.258,0,0.653,2,8.201,5.62,9.816,9.816,9.816,18.594,17.335,0.0,0.947,0.974,0.0,0.0,0,0,6.417,6.417,42.683,3.608,5.608,3.608,23.954,61.527,0.628,0,5,0,4,3.53,0.238,14.677,2.987,2.987,4.987,2.987,2,2,32.134,3.488,34.386,6
