pXC50,SssNH,O.057,C.019,SsOH,SdssC,NsOH,P_VSA_MR_2,SsssCH,NdssC,MAXDN,nCconj,ATSC7s,P_VSA_m_3,MAXDP,DELS,ATS5m,P_VSA_e_5,P_VSA_LogP_4,ATSC7e,ATS6s,ATSC5e,nROH,ATSC1s,ATSC6e,JGI4,ATS6m,C.017,nR.Ct,ATSC6s,ATSC8e,PCR,GGI7,ATS5s,nArCO,SpMax4_Bh.s.,ATSC5s,ATS7s,C.008,ATS7m,Eig02_EA.ri.,GGI3,SaasC,Psi_e_A,Psi_i_A,NssNH,JGI7,GGI6,TIE,nR.Cs,SpMax1_Bh.s.,MATS5s,PCD,N.,SAacc,nRCONR2,SpMax3_Bh.s.,GGI5,CATS2D_03_DA,GGI4,CATS2D_02_DA,C.039,ATS8s,O.,nHAcc,CATS2D_06_AL,CATS2D_03_DL,P_VSA_i_4
5.324,3.119,0,0,0.0,0.103,0,34.652,0.0,2,1.918,1,21.004,34.652,5.787,20.658,3.811,34.652,29.85,0.153,5.365,0.252,0,4.525,0.277,0.048,3.534,0,0,35.614,0.131,1.432,0.206,5.567,0,4.67,38.106,4.974,0,3.204,2.829,2.326,2.778,7.773,2.273,1,0.012,0.652,30.738,0,7.428,-0.035,3.208,5.9,55.787,0,4.819,0.868,1,1.675,1,0,4.829,5.9,4,7,1,21.135
4.4,0.0,1,1,10.69,-1.433,1,126.023,-0.651,4,2.193,4,84.5,102.481,6.385,38.48,4.197,102.481,102.811,0.482,6.301,0.545,1,10.373,0.693,0.047,4.204,1,1,103.689,0.574,1.398,0.781,6.234,1,5.109,92.68,6.176,1,4.104,3.005,3.215,0.89,7.856,2.356,0,0.017,0.816,71.563,1,7.435,0.156,3.048,3.7,108.729,1,6.459,1.327,2,2.283,0,1,6.105,7.4,6,13,0,6.249
4.4,0.0,0,0,0.0,0.0,0,44.88,0.0,0,5.78,0,136.598,44.88,5.771,45.636,4.25,0.0,85.03,1.101,6.032,1.026,0,27.93,1.028,0.046,4.215,0,0,123.139,1.03,1.473,0.485,6.206,0,5.259,85.444,6.057,0,4.164,2.739,2.264,1.604,8.208,2.708,0,0.012,0.851,58.74,0,8.513,0.103,3.607,17.1,128.195,0,7.999,1.719,0,2.004,1,0,5.885,0.0,8,7,1,146.512
5.441,2.777,0,0,0.0,-0.308,0,34.652,0.0,1,1.975,1,18.604,34.652,5.044,21.243,3.84,34.652,101.944,0.294,5.23,0.396,0,5.885,0.325,0.041,3.579,0,0,24.191,0.27,1.525,0.262,5.419,0,4.761,34.374,5.097,0,3.603,2.835,1.229,3.13,7.851,2.351,1,0.013,0.36,30.069,0,7.43,-0.065,3.832,14.7,102.652,0,5.032,0.566,1,1.201,1,0,4.968,5.9,6,7,3,69.164
5.047,0.0,0,0,0.0,0.133,0,25.145,0.0,1,1.533,1,9.328,25.145,4.876,14.513,3.448,25.145,63.604,0.077,4.889,0.198,0,4.636,0.17,0.027,3.449,0,0,21.229,0.072,1.399,0.084,5.113,1,4.61,27.462,4.623,0,3.298,2.673,0.431,3.536,7.717,2.217,0,0.006,0.213,27.099,0,7.427,-0.063,2.558,6.7,58.471,0,4.635,0.511,0,0.602,0,1,4.51,3.3,3,3,0,33.326
4.4,0.0,2,1,17.925,-3.141,2,170.309,-1.528,5,3.087,5,60.704,170.309,5.271,44.247,4.129,170.309,168.877,0.446,5.876,0.962,2,38.204,0.624,0.045,3.862,0,0,128.346,0.396,1.319,0.269,6.331,0,6.353,201.688,5.306,1,3.427,2.56,2.264,0.589,8.493,2.993,0,0.014,0.397,69.919,4,7.48,0.396,2.035,2.9,173.433,0,7.427,0.876,1,1.495,2,0,5.268,17.6,7,3,1,3.124
4.681,3.246,0,0,10.225,0.0,1,0.0,-0.559,0,1.892,0,26.741,42.683,4.225,15.543,3.415,42.683,63.67,0.21,5.266,0.313,1,9.651,0.179,0.032,3.278,0,0,25.116,0.126,1.443,0.263,5.47,0,4.378,39.814,5.217,1,3.382,2.716,1.917,4.134,7.651,2.151,1,0.013,0.306,29.536,0,6.45,-0.041,2.976,7.9,94.265,0,4.729,0.577,0,0.844,1,0,5.045,2.6,4,2,4,51.582
4.4,2.866,1,0,10.197,-0.04,1,173.768,0.103,1,1.736,0,31.918,67.828,4.928,27.046,4.404,67.828,106.104,0.245,5.608,0.76,0,9.334,0.585,0.046,3.864,0,0,58.934,0.521,1.355,0.365,5.92,0,4.462,86.732,5.458,1,3.885,2.543,2.375,2.002,7.854,2.354,1,0.015,0.589,56.084,0,7.429,-0.211,2.378,9.1,122.534,0,4.958,0.799,1,1.649,2,0,5.697,4.5,6,3,1,54.706
4.4,2.862,0,0,0.0,-0.359,0,25.145,0.0,1,2.026,1,44.573,25.145,5.524,20.087,3.69,25.145,63.053,0.26,5.734,0.338,0,10.358,0.275,0.048,3.703,0,0,49.175,0.237,1.432,0.391,5.771,0,4.738,50.238,5.64,0,3.548,2.898,2.132,5.48,7.753,2.253,1,0.015,0.61,43.46,0,7.429,0.022,3.012,10.9,109.256,0,4.769,0.705,3,1.526,2,0,5.477,2.2,5,14,3,85.888
5.068,4.302,0,0,0.0,-2.419,0,143.857,0.0,3,5.809,0,150.799,120.315,5.833,56.628,4.019,75.435,84.844,0.832,5.955,1.446,0,47.019,1.249,0.049,3.609,0,0,193.073,1.318,1.184,0.481,6.46,0,7.449,259.746,5.753,0,3.513,2.731,2.861,1.614,8.633,3.133,2,0.021,0.539,77.915,0,8.513,0.249,1.32,7.3,159.461,0,7.999,0.935,2,1.979,3,0,6.345,7.3,9,7,3,84.026
5.351,5.102,0,0,0.0,-1.926,0,122.579,0.0,4,2.372,2,122.808,122.579,5.28,49.869,3.776,122.579,138.916,0.751,5.847,0.78,0,26.04,0.702,0.04,3.715,0,0,87.731,0.686,1.337,0.389,5.969,1,7.423,125.3,5.872,0,3.647,2.794,1.625,1.726,8.328,2.828,2,0.013,0.629,78.167,0,7.438,-0.029,2.466,6.8,189.66,0,7.427,0.924,1,1.489,2,1,5.8,13.6,9,8,4,67.081
4.4,2.65,0,0,0.0,-1.488,0,72.29,0.0,3,2.513,3,94.271,72.29,5.098,32.94,3.811,72.29,78.788,0.552,5.928,0.511,0,11.115,0.383,0.041,3.727,1,1,74.817,0.426,1.367,0.451,6.004,0,4.867,77.576,5.884,0,3.636,2.633,1.5,3.218,8.006,2.506,1,0.016,0.428,75.154,1,7.437,0.215,2.474,5.8,124.484,0,6.818,0.896,1,1.444,1,0,5.648,7.7,7,11,2,52.194
4.4,0.0,0,1,0.0,-0.201,0,61.29,0.0,4,2.17,6,12.481,61.29,4.861,23.569,4.238,61.29,93.798,0.199,5.336,0.298,0,9.621,0.501,0.051,3.743,1,1,66.389,0.279,1.28,0.082,5.236,0,4.55,21.19,4.623,0,2.728,2.529,1.028,0.501,8.172,2.672,0,0.012,0.269,30.365,2,7.435,-0.031,1.652,8.3,81.2,1,4.859,0.753,0,1.164,0,0,4.212,12.5,5,2,0,19.91
5.629,2.629,0,0,0.0,-0.213,0,198.229,0.0,3,4.625,3,138.902,127.602,5.814,54.661,4.162,127.602,106.499,0.995,6.187,1.185,0,20.232,1.143,0.042,4.114,1,1,115.186,1.093,1.368,0.526,6.372,0,6.999,151.274,6.182,0,4.018,2.994,3.125,2.028,8.088,2.588,1,0.014,0.933,98.759,1,7.715,-0.172,2.806,3.4,147.132,0,7.428,1.299,2,2.191,1,0,6.06,11.9,9,6,1,19.529
4.4,0.0,1,0,9.678,0.0,1,42.683,0.0,0,1.939,0,25.976,42.683,3.678,17.602,3.433,42.683,92.856,0.15,5.236,0.102,0,9.237,0.219,0.046,3.244,0,0,36.438,0.13,1.421,0.099,5.201,0,4.654,16.211,4.842,0,2.561,2.369,1.313,1.53,8.01,2.51,0,0.014,0.224,26.131,0,6.821,-0.034,2.501,11.5,107.314,0,4.881,0.569,0,1.116,1,0,4.187,3.8,4,5,0,64.63
4.4,2.713,0,0,0.0,-0.155,0,56.879,0.0,1,1.821,0,48.891,56.879,5.134,26.547,3.894,56.879,66.232,0.469,5.5,0.516,0,8.729,0.349,0.044,3.821,0,0,26.016,0.558,1.404,0.318,5.643,0,4.735,43.222,5.581,0,3.697,2.65,1.764,4.435,7.782,2.282,1,0.012,0.567,37.629,0,7.429,0.115,3.053,7.0,111.272,0,5.067,0.751,1,1.484,2,0,5.488,9.3,7,7,1,54.393
4.898,0.0,1,0,8.884,-0.862,1,67.828,0.0,1,2.529,0,41.771,67.828,3.822,24.123,3.993,67.828,102.125,0.116,5.809,0.106,1,11.971,0.214,0.031,4.026,0,0,45.607,0.217,1.439,0.297,5.644,0,4.902,29.253,5.833,0,3.896,2.701,1.375,4.499,7.923,2.423,0,0.008,0.529,48.687,0,7.474,-0.019,3.064,4.8,115.673,0,6.351,1.125,0,1.227,1,0,5.921,4.8,4,7,0,47.845
5.471,2.759,0,0,0.0,-0.312,0,45.652,0.0,1,1.979,1,16.42,45.652,4.991,21.708,3.803,45.652,63.176,0.264,5.163,0.411,0,6.511,0.313,0.041,3.49,0,0,27.708,0.26,1.429,0.231,5.452,0,4.718,39.555,5.015,0,3.568,2.803,1.097,3.477,7.888,2.388,1,0.012,0.392,32.536,0,7.43,-0.087,2.923,8.6,96.989,0,5.03,0.597,1,1.094,1,0,5.028,8.6,6,5,3,51.337
5.054,6.54,0,0,0.0,-0.275,0,200.94,0.0,1,1.942,0,97.334,36.145,5.637,27.553,4.087,36.145,46.451,0.452,6.126,0.219,0,11.57,0.425,0.052,3.89,0,0,91.181,0.375,1.417,0.416,6.043,0,4.665,42.46,5.973,0,3.777,2.981,3.382,3.962,7.722,2.222,2,0.014,0.606,59.602,0,7.429,-0.071,3.273,5.5,103.226,0,4.949,1.282,1,2.597,1,0,5.69,3.6,5,9,3,67.081
5.367,2.883,0,0,0.0,-0.107,0,34.652,0.0,1,1.774,0,36.034,34.652,5.235,24.187,3.677,34.652,91.983,0.33,5.459,0.422,0,6.095,0.285,0.037,3.601,0,0,37.544,0.213,1.522,0.243,5.586,0,4.86,45.322,5.454,0,3.62,2.682,1.542,3.59,7.806,2.306,1,0.009,0.451,37.083,0,7.429,-0.131,3.915,7.5,86.234,0,4.937,0.712,0,1.192,1,0,5.173,5.0,5,1,2,51.582
4.4,2.911,0,0,0.0,-0.288,0,116.542,0.142,1,4.447,0,89.911,84.418,5.135,40.568,3.879,69.458,74.163,0.499,5.924,0.737,0,19.046,0.636,0.054,3.769,0,0,102.954,0.782,1.175,0.458,6.092,0,6.999,132.538,5.763,1,3.73,2.545,1.438,0.261,8.163,2.663,1,0.018,0.59,74.472,0,8.201,0.187,1.097,4.3,103.947,0,7.428,0.736,1,1.453,1,0,6.004,6.5,6,9,2,34.489
4.4,0.0,1,1,10.759,-2.036,1,112.215,-0.907,4,2.405,4,103.719,112.215,6.477,45.453,4.478,112.215,122.408,0.992,6.312,0.873,1,13.823,0.871,0.049,4.58,1,1,92.032,0.773,1.411,0.731,6.283,1,5.215,83.563,6.266,1,4.67,3.019,3.5,2.107,7.965,2.465,0,0.014,1.182,68.529,1,7.435,0.177,3.26,4.3,134.936,1,6.459,1.494,2,2.679,0,1,5.943,10.9,7,13,0,22.721
5.386,3.139,0,0,0.0,0.112,0,34.652,0.0,2,1.914,1,36.976,34.652,5.898,21.153,3.866,34.652,29.85,0.221,5.479,0.301,0,4.658,0.236,0.048,3.7,0,0,32.257,0.195,1.43,0.234,5.652,0,4.664,44.507,5.269,0,3.346,2.896,2.514,3.949,7.746,2.246,1,0.012,0.713,33.537,0,7.428,0.008,3.233,5.4,55.787,0,4.815,1.035,1,1.786,1,0,4.981,5.4,4,8,1,21.135
5.826,2.914,0,0,0.0,-0.907,0,106.11,0.0,3,2.206,1,50.186,70.797,5.485,34.423,4.036,70.797,62.186,0.391,5.437,0.802,0,13.159,0.594,0.054,3.666,0,0,56.261,0.376,1.33,0.315,5.901,0,4.811,97.509,5.359,0,3.674,2.722,2.139,1.077,8.119,2.619,1,0.018,0.538,44.46,0,7.435,0.264,2.344,6.1,91.932,0,5.143,0.952,1,1.844,1,0,5.006,12.1,6,2,1,21.135
5.468,2.815,0,0,0.0,-0.154,0,36.145,0.0,1,1.821,1,23.275,36.145,5.073,18.301,3.935,36.145,46.635,0.275,4.885,0.331,0,4.322,0.198,0.046,3.545,0,0,13.069,0.146,1.422,0.219,5.166,0,4.536,25.383,4.967,0,3.869,2.66,1.604,2.842,7.804,2.304,1,0.013,0.371,27.416,0,7.429,-0.046,2.814,6.9,70.941,0,4.635,0.438,0,1.148,2,0,4.662,6.9,4,2,2,34.796
5.369,2.764,0,0,0.0,-0.296,0,34.652,0.0,1,1.962,1,18.734,34.652,4.972,19.446,3.572,34.652,64.35,0.206,4.962,0.251,0,4.693,0.182,0.041,3.392,0,0,12.441,0.192,1.504,0.228,5.122,0,4.669,20.484,4.948,0,3.248,2.812,1.667,1.852,7.786,2.286,1,0.013,0.374,25.348,0,7.43,-0.156,3.638,10.0,86.234,0,5.03,0.462,1,1.139,2,0,4.818,6.7,5,3,1,51.582
5.073,2.839,0,0,0.0,-0.279,0,34.652,0.0,1,1.945,1,23.689,34.652,5.476,19.961,3.534,34.652,99.983,0.295,5.401,0.414,0,7.304,0.376,0.038,3.395,0,0,40.686,0.216,1.522,0.247,5.613,0,4.705,46.762,5.113,0,3.235,2.764,1.792,2.615,7.819,2.319,1,0.012,0.449,31.429,0,7.429,-0.215,3.794,13.5,102.407,0,5.097,0.632,1,1.219,1,0,5.101,5.4,6,4,3,69.531
5.184,2.807,0,0,0.0,-0.31,0,34.652,0.0,1,1.977,1,35.07,34.652,5.33,19.383,3.508,34.652,99.983,0.35,5.413,0.347,0,6.576,0.389,0.041,3.444,0,0,30.896,0.264,1.533,0.212,5.445,0,4.705,30.699,5.202,0,3.243,2.786,1.194,1.639,7.848,2.348,1,0.011,0.425,28.201,0,7.43,-0.088,3.827,14.7,102.407,0,5.109,0.354,1,1.179,1,0,5.126,5.9,6,6,2,69.531
4.4,0.0,1,1,10.868,-2.165,1,123.215,-0.981,4,2.435,4,124.361,123.215,6.616,50.578,4.414,123.215,122.408,1.186,6.418,0.905,1,17.012,0.855,0.045,4.427,1,1,99.739,0.919,1.413,0.893,6.377,1,5.215,91.434,6.409,1,4.356,3.02,3.5,1.713,7.961,2.461,0,0.015,1.243,78.795,2,7.435,0.188,3.359,3.7,145.935,1,6.459,1.584,2,2.719,0,1,6.191,11.1,8,13,0,22.721
4.4,2.682,1,0,10.186,-0.283,1,101.105,-0.52,1,2.082,0,92.262,77.562,5.536,35.689,4.12,77.562,142.302,0.623,5.888,0.615,0,16.074,0.463,0.038,4.075,0,0,57.836,0.558,1.397,0.489,5.978,0,5.22,72.419,5.956,1,3.885,2.721,2.382,1.69,8.018,2.518,1,0.014,0.803,64.345,0,7.428,-0.073,2.799,11.1,179.8,0,6.472,0.927,1,1.596,3,0,5.792,6.7,8,9,2,102.238
5.391,2.796,0,0,0.0,-0.314,0,78.965,0.0,1,4.641,1,75.027,78.965,5.51,35.459,3.642,78.965,74.163,0.522,5.626,0.559,0,21.393,0.339,0.045,3.598,0,0,59.457,0.367,1.446,0.334,5.859,0,5.085,73.471,5.658,0,3.497,3.002,2.792,4.025,8.054,2.554,1,0.015,0.492,58.684,0,7.726,-0.181,3.206,4.3,128.267,0,6.999,1.111,1,1.677,3,0,5.396,8.7,6,7,5,49.302
5.847,0.0,0,0,0.0,0.0,0,47.084,0.0,0,0.686,0,14.854,0.0,1.486,9.908,4.119,0.0,45.342,0.163,4.916,0.226,0,3.245,0.118,0.037,3.886,0,0,13.132,0.132,1.365,0.094,5.117,0,3.976,18.286,4.757,0,3.692,2.397,1.375,3.115,7.463,1.963,0,0.01,0.322,19.505,0,5.058,0.047,2.393,9.7,36.695,0,4.291,0.542,0,0.969,0,0,4.188,0.0,3,2,0,36.695
5.2,2.901,0,0,0.0,-0.066,0,34.652,0.0,1,1.733,0,27.321,34.652,5.183,20.64,3.601,34.652,91.983,0.209,5.423,0.371,0,5.64,0.209,0.032,3.505,0,0,32.778,0.149,1.525,0.219,5.573,0,4.746,42.922,5.323,0,3.407,2.676,1.479,3.066,7.747,2.247,1,0.009,0.369,33.054,0,7.429,-0.124,3.889,7.5,86.234,0,4.86,0.657,0,1.001,1,0,5.133,5.0,5,2,2,51.582
5.435,3.099,0,0,0.0,0.139,0,130.484,0.0,4,1.833,2,103.517,106.942,5.963,49.297,4.156,106.942,89.549,0.818,5.993,1.217,0,11.883,0.853,0.042,4.055,0,0,80.89,0.677,1.227,0.383,6.205,0,5.052,129.765,5.974,0,3.912,2.925,2.66,2.591,7.89,2.39,1,0.012,0.737,75.356,0,7.432,-0.16,1.888,6.6,134.326,1,7.425,0.979,0,2.137,1,0,5.794,9.8,10,3,1,27.384
6.518,0.0,0,0,0.0,-1.331,0,72.29,0.0,2,2.354,2,119.002,72.29,5.815,33.886,4.567,72.29,64.673,1.045,6.285,0.899,0,6.413,0.385,0.052,4.457,0,0,44.156,0.713,1.543,0.491,6.313,0,4.744,85.062,6.366,0,4.189,2.967,3.424,2.961,7.895,2.395,0,0.011,1.196,58.642,0,7.438,0.308,4.299,2.1,72.29,0,5.048,2.362,0,3.305,0,0,6.04,8.5,4,12,0,1.286
5.515,3.105,0,0,0.0,0.099,0,34.652,0.0,2,1.92,1,26.837,34.652,5.702,20.346,3.78,34.652,29.85,0.196,5.345,0.258,0,4.391,0.275,0.044,3.47,0,0,35.977,0.052,1.436,0.159,5.52,0,4.678,33.504,4.803,0,2.917,2.817,2.264,1.646,7.802,2.302,1,0.012,0.49,28.171,0,7.428,-0.122,3.186,6.5,55.787,0,4.824,0.757,1,1.484,1,0,4.324,6.5,4,7,1,21.135
5.416,3.37,0,0,0.0,0.0,0,0.0,0.0,0,0.985,0,11.923,0.0,1.873,11.421,3.338,0.0,63.353,0.083,5.04,0.175,0,4.952,0.195,0.04,3.326,0,0,21.008,0.059,1.505,0.184,5.182,0,4.18,23.078,4.896,0,3.205,2.779,1.125,4.033,7.606,2.106,1,0.01,0.306,22.04,0,5.107,-0.003,3.385,8.8,51.582,0,4.733,0.465,0,0.929,1,0,4.919,0.0,3,5,3,51.582
5.177,3.085,0,0,0.0,0.067,0,83.229,0.353,1,1.6,0,32.278,36.145,5.019,20.531,3.743,36.145,65.504,0.273,5.555,0.49,0,7.912,0.293,0.035,3.714,0,0,40.431,0.423,1.288,0.297,5.639,0,4.328,47.396,5.419,1,3.596,2.567,1.639,3.428,7.64,2.14,1,0.012,0.442,42.439,0,7.429,-0.051,1.973,8.2,87.482,0,4.825,0.528,0,0.947,1,0,5.416,4.1,5,6,3,53.236
5.642,2.866,0,0,0.0,-0.681,0,72.29,0.0,2,2.074,4,45.582,72.29,5.763,27.75,3.746,72.29,62.186,0.418,5.685,0.371,0,6.279,0.406,0.055,3.62,0,0,55.404,0.223,1.512,0.378,5.762,0,4.839,46.205,5.563,0,3.54,2.865,1.625,2.761,7.904,2.404,1,0.014,0.527,41.15,2,7.435,-0.045,3.899,2.4,90.3,0,4.934,0.778,0,2.053,1,0,5.341,9.8,5,6,3,18.011
4.4,0.0,1,1,10.73,-2.115,1,112.215,-0.935,4,2.423,4,115.83,112.215,6.445,47.631,4.325,112.215,122.408,0.977,6.329,0.879,1,15.13,0.928,0.051,4.353,1,1,92.181,0.911,1.41,0.868,6.273,1,5.215,86.939,6.206,1,4.264,3.019,3.375,1.75,8.009,2.509,0,0.017,1.05,69.768,1,7.435,0.174,3.254,4.3,134.936,1,6.459,1.605,2,2.759,0,1,6.086,10.9,7,17,0,22.721
4.4,5.236,0,0,0.0,-1.847,0,121.748,-1.115,4,2.553,3,94.581,86.435,5.327,39.769,3.959,86.435,108.637,0.514,6.06,0.518,0,12.061,0.475,0.047,3.839,1,1,87.697,0.421,1.371,0.608,6.177,0,6.818,100.364,5.96,1,3.745,2.71,1.875,2.704,8.102,2.602,2,0.019,0.709,95.882,1,7.438,0.075,2.56,7.3,156.64,0,7.425,1.035,1,1.924,2,0,5.798,7.3,8,11,5,70.205
6.324,2.735,0,0,0.0,-0.257,0,25.145,0.0,1,2.024,0,50.667,40.105,5.812,37.25,4.202,25.145,98.462,0.506,6.07,0.579,0,9.239,0.667,0.043,4.212,0,0,84.404,0.35,1.574,0.615,5.998,0,4.975,62.623,5.931,0,4.149,2.934,2.764,5.06,7.795,2.295,1,0.014,0.662,65.08,0,8.201,-0.012,4.876,11.9,125.013,0,5.186,1.063,0,2.086,1,0,5.839,1.7,7,7,4,117.695
4.4,0.0,1,1,10.738,-1.558,1,173.107,-0.725,4,2.222,4,89.286,102.481,6.431,41.685,4.25,102.481,143.139,0.626,6.359,0.731,1,11.124,0.862,0.045,4.277,1,1,118.675,0.581,1.392,0.813,6.317,1,5.11,104.333,6.243,1,4.187,3.004,3.215,0.758,7.86,2.36,0,0.016,0.994,75.643,1,7.435,0.171,3.02,5.4,125.515,1,6.459,1.383,2,2.283,0,1,6.175,7.1,7,8,0,23.034
5.963,0.0,0,0,0.0,0.0,0,9.507,0.0,0,1.16,0,35.879,9.507,3.388,16.455,3.774,9.507,44.206,0.144,5.419,0.237,0,7.145,0.171,0.046,3.473,0,0,33.972,0.134,1.341,0.102,5.51,0,4.174,33.737,5.112,0,2.736,2.609,1.785,5.76,7.705,2.205,0,0.013,0.505,26.659,0,6.82,0.069,2.258,6.1,57.352,0,4.788,0.688,0,1.418,0,0,4.559,3.0,3,5,0,47.845
4.4,3.226,0,1,0.0,2.205,0,25.145,0.0,4,1.654,3,42.137,25.145,5.536,16.524,3.636,25.145,32.606,0.205,5.4,0.357,0,4.645,0.113,0.065,3.411,1,1,28.404,0.058,1.254,0.102,5.667,0,4.27,52.302,5.065,0,2.528,2.771,2.563,2.361,7.706,2.206,1,0.02,0.364,30.741,1,7.428,-0.299,1.741,5.7,46.28,0,4.708,0.979,0,2.204,1,0,3.753,2.9,3,4,3,21.135
4.4,2.306,0,2,0.0,-0.939,0,69.458,0.0,3,4.786,4,61.366,69.458,5.425,38.381,4.094,69.458,101.238,0.474,5.857,0.774,0,16.379,0.53,0.048,3.883,0,0,81.189,0.334,1.368,0.389,5.997,0,4.894,117.137,5.523,0,3.647,2.934,2.188,1.535,8.121,2.621,1,0.018,0.545,59.889,2,7.717,-0.114,2.546,7.7,105.528,0,6.999,1.139,1,1.738,2,0,5.317,7.7,6,5,3,36.07
4.4,0.0,1,1,10.701,-1.532,1,102.481,-0.698,4,2.221,4,109.16,102.481,6.412,39.903,4.398,102.481,102.811,0.827,6.284,0.764,1,10.94,0.636,0.048,4.535,1,1,91.78,0.626,1.405,0.731,6.237,1,5.109,92.787,6.287,1,4.576,3.005,3.278,1.655,7.886,2.386,0,0.015,1.131,72.331,1,7.435,0.135,3.116,3.9,108.729,1,6.459,1.438,2,2.394,0,1,6.025,7.8,6,10,0,6.249
5.348,2.707,0,0,0.0,-0.189,0,84.832,0.0,2,1.812,1,65.437,61.29,4.856,28.61,3.493,61.29,76.914,0.42,5.27,0.593,0,8.103,0.298,0.038,3.366,0,0,35.285,0.342,1.293,0.209,5.551,1,4.8,59.692,5.536,0,3.439,2.434,1.694,3.045,7.983,2.483,1,0.011,0.402,52.676,0,7.431,-0.061,1.868,5.0,96.086,0,4.977,0.473,0,0.957,2,1,5.314,7.5,5,1,1,34.796
6.75,0.0,0,0,0.0,0.0,0,0.0,0.0,0,1.221,0,26.988,0.0,2.112,13.654,3.777,0.0,62.128,0.152,5.547,0.146,0,7.94,0.13,0.041,3.737,0,0,21.525,0.128,1.567,0.269,5.56,0,4.706,23.504,5.509,0,3.553,2.753,1.5,5.654,7.597,2.097,0,0.01,0.446,27.34,0,5.247,0.036,4.171,10.0,83.254,0,4.734,1.014,0,1.511,1,0,5.296,0.0,4,10,1,83.254
4.4,0.0,1,0,9.322,-0.988,1,77.336,0.0,1,2.654,1,32.385,77.336,4.374,22.932,3.933,77.336,85.524,0.317,5.479,0.354,1,10.896,0.507,0.052,3.877,0,0,43.177,0.233,1.477,0.188,5.484,0,4.881,39.59,5.022,0,3.084,2.703,0.965,2.081,8.022,2.522,0,0.017,0.348,28.54,0,7.475,-0.021,3.15,3.7,94.121,0,5.124,0.819,0,1.468,1,0,4.337,11.1,4,5,2,16.786
5.354,3.04,0,0,0.0,0.061,0,198.94,-0.077,1,4.066,0,106.042,69.458,5.416,34.445,3.805,69.458,74.163,0.634,5.823,0.685,0,13.593,0.381,0.028,3.73,0,0,50.044,0.369,1.157,0.365,6.107,0,4.754,95.002,6.023,0,3.659,2.771,2.0,2.464,7.777,2.277,1,0.015,0.507,91.458,0,7.714,-0.188,1.057,4.8,92.112,0,6.999,0.826,0,1.044,1,0,5.713,4.8,6,1,2,22.654
4.4,2.657,0,0,0.0,-0.61,0,81.025,0.0,1,5.707,1,103.181,81.025,5.554,51.104,3.969,36.145,63.053,0.848,6.061,0.934,0,32.262,1.198,0.045,3.911,0,0,140.472,0.929,1.422,0.569,6.05,0,7.429,111.005,6.028,0,3.913,2.897,2.507,1.138,8.365,2.865,1,0.016,0.744,77.854,0,8.513,-0.084,3.09,10.6,165.137,0,7.999,1.091,4,1.863,2,0,6.097,4.3,9,10,2,130.768
4.4,2.761,0,0,0.0,-0.272,0,71.458,0.0,1,1.939,0,93.498,36.145,5.168,32.308,3.816,36.145,79.839,0.426,5.829,0.397,0,16.343,0.409,0.047,3.747,0,0,83.803,0.345,1.384,0.271,5.805,0,5.133,58.829,5.684,0,3.497,2.74,1.5,1.845,8.12,2.62,1,0.012,0.425,62.698,0,7.429,0.043,2.544,12.5,165.957,0,6.815,0.813,1,1.587,2,0,5.387,5.0,7,4,4,129.812
4.4,0.0,1,1,10.853,-1.518,1,102.481,-0.711,4,2.215,4,104.222,113.48,6.564,45.354,4.452,113.48,113.811,0.835,6.321,0.9,1,12.399,0.848,0.045,4.596,1,1,98.833,0.876,1.365,0.82,6.303,1,5.109,104.481,6.33,1,4.687,3.005,3.215,1.659,7.836,2.336,0,0.014,1.132,73.981,1,7.435,0.151,2.926,3.6,119.729,1,6.459,1.417,2,2.386,0,1,6.229,8.9,7,10,0,6.249
5.258,2.891,0,0,0.0,-0.077,0,25.145,0.0,1,1.744,0,22.855,25.145,5.282,16.838,4.195,25.145,65.504,0.149,5.644,0.37,0,6.605,0.263,0.033,4.046,0,0,32.843,0.215,1.426,0.296,5.719,0,4.708,37.596,5.487,0,3.748,2.548,1.403,4.255,7.673,2.173,1,0.01,0.423,36.436,0,7.429,-0.002,3.074,9.3,76.482,0,4.769,0.434,0,1.287,1,0,5.516,2.3,4,3,3,53.236
5.325,0.0,0,0,0.0,0.219,0,72.229,0.0,1,1.448,0,13.652,25.145,5.236,15.521,3.594,25.145,63.176,0.122,5.232,0.324,0,5.55,0.269,0.023,3.567,0,0,35.704,0.109,1.288,0.087,5.494,0,4.272,44.008,4.878,0,3.301,2.641,0.653,2.811,7.583,2.083,0,0.005,0.242,33.348,0,7.427,0.032,1.909,7.3,61.595,1,4.61,0.591,0,0.547,0,0,4.89,2.4,4,2,0,36.45
5.721,5.86,0,0,0.0,0.27,0,25.145,0.401,2,1.78,1,31.744,25.145,5.196,19.662,4.075,25.145,46.952,0.204,5.519,0.204,0,4.095,0.184,0.049,3.737,0,0,22.225,0.272,1.308,0.278,5.569,0,4.244,24.905,5.364,0,3.362,2.87,2.354,5.541,7.629,2.129,2,0.017,0.674,32.058,0,7.429,0.018,2.352,7.7,77.952,0,4.781,0.966,0,1.942,1,0,5.253,2.6,4,2,3,52.807
