pXC50,DECC,nCrs,nCs,Eig02_EA.ed.,SM11_AEA.dm.,Eig02_EA,SM10_AEA.bo.,Eig02_AEA.ed.,SpMin1_Bh.s.,Eta_FL_A,CATS2D_02_LL,C.002,CATS2D_03_LL,X4v,X5v,Eig02_EA.ri.,SpMin2_Bh.s.,Eig02_AEA.ri.,SpMin1_Bh.m.,Eig02_AEA.bo.,Eta_C_A,H.046,ATS4i,nCrt,nCt,ATSC4v,ATS4e,ATS5i,ATSC3p,X3v,C.004,nCq,nCrq,nCsp3,SM05_EA.ri.,SM06_EA.ri.,SM07_EA.ri.,SM08_EA.ri.,SM09_EA.ri.,H.,Mv,NsssCH,C.003,PCR,Eta_L_A,CIC1,SsssCH,ATSC4p,ATSC5v,ATSC2v,IC1,SssssC,Eig03_EA.dm.,NssssC,Eta_betaP_A,SM10_EA.ri.,SpMaxA_EA.ed.,SM03_EA.ed.,SM08_AEA.ed.,SM09_AEA.ed.,SM10_AEA.ed.,ATS4p,Eta_L,nCconj,SM06_AEA.ed.,ATS3e,ATSC2p,C.016,Eta_beta_A
4.097,1.608,0,0,9.98,9.98,2.894,2.894,6.465,1.176,0.304,21,0,19,4.07,2.919,2.844,1.115,3.877,2.055,4.281,0.68,0,4.962,0,0,11.883,4.776,4.964,8.473,5.458,0,0,0,1,6.583,8.065,8.907,10.186,11.214,38.3,0.69,0,0,1.588,0.183,2.711,0.0,9.524,12.482,8.032,2.844,0.0,0.0,0,0.879,12.421,0.386,7.904,16.559,18.435,20.325,4.155,5.316,2,12.862,4.686,6.479,1,1.509
4.258,2.606,0,2,6.972,6.972,2.532,2.532,5.343,1.175,0.247,14,2,6,2.843,1.746,2.517,1.079,3.527,2.024,3.948,0.759,0,4.83,0,0,9.956,4.579,4.683,9.348,4.337,0,0,0,4,5.433,7.06,7.412,8.732,9.31,44.9,0.642,0,0,1.422,0.243,2.413,0.0,7.335,8.689,9.686,3.202,0.0,1.886,0,0.667,10.46,0.249,6.293,14.651,16.281,17.919,3.68,6.574,2,11.432,4.649,7.895,0,1.241
4.738,1.375,0,0,11.059,11.059,3.17,3.17,6.784,1.113,0.273,8,0,4,2.914,2.059,2.808,1.068,4.077,2.004,4.325,0.66,0,4.355,0,0,5.068,4.195,4.091,5.977,4.014,0,0,0,1,6.181,7.591,8.437,9.665,10.664,28.6,0.74,0,0,1.34,0.2,1.884,0.0,6.745,3.563,3.728,2.923,-4.444,0.0,1,0.725,11.823,0.535,7.801,16.43,18.336,20.25,3.472,4.008,1,12.662,4.153,4.674,0,1.35
4.097,1.32,0,0,7.81,7.81,2.569,2.569,5.81,1.143,0.303,7,0,4,1.78,1.16,2.498,1.073,3.536,2.04,3.995,0.58,0,4.554,0,0,7.265,4.364,4.439,5.617,2.722,0,0,0,2,5.736,7.172,7.797,9.015,9.824,40.0,0.659,0,0,1.384,0.176,1.817,0.0,6.005,6.513,5.926,3.312,0.0,1.151,0,0.833,10.939,0.428,6.887,15.366,17.127,18.898,3.473,3.687,0,11.889,4.328,4.96,0,1.452
4.097,1.559,0,0,10.008,10.008,2.967,2.967,6.471,1.185,0.286,19,0,17,4.464,3.184,2.881,1.123,3.937,2.049,4.332,0.811,0,5.193,0,0,17.656,4.99,5.272,10.391,6.076,0,0,0,4,6.645,8.116,8.968,10.242,11.273,45.6,0.646,0,0,1.568,0.2,2.771,0.0,12.748,19.161,11.167,3.062,0.0,0.0,0,0.758,12.477,0.364,7.999,16.652,18.526,20.414,4.364,6.214,2,12.954,4.827,8.189,1,1.395
4.246,1.744,0,2,9.495,9.495,2.872,2.872,6.338,1.238,0.273,23,2,27,4.129,2.902,2.864,1.223,3.871,2.063,4.209,0.881,4,5.444,0,0,22.703,5.223,5.404,13.583,6.156,0,0,0,6,6.655,8.09,8.868,10.107,11.057,46.9,0.634,0,0,1.515,0.204,2.629,0.0,16.926,22.631,13.211,3.371,0.0,0.68,0,0.721,12.218,0.293,7.799,16.364,18.171,19.989,4.474,6.951,5,12.79,4.996,9.711,2,1.331
4.097,2.153,0,8,9.701,9.701,2.994,2.994,6.409,1.428,0.182,6,8,5,2.904,1.722,2.905,1.292,3.967,2.062,4.239,0.904,12,5.035,0,0,13.327,4.78,4.977,9.427,4.315,0,0,0,10,5.924,7.38,8.121,9.345,10.276,50.0,0.598,0,0,1.137,0.301,3.051,0.0,9.174,12.891,10.811,2.534,0.0,0.8,0,0.375,11.406,0.388,7.05,15.681,17.502,19.334,3.794,7.223,8,12.094,4.813,7.422,4,1.0
4.097,1.795,0,0,8.945,8.945,2.833,2.833,6.125,1.274,0.242,23,0,25,4.063,2.358,2.69,1.197,3.781,2.113,4.223,0.929,0,5.211,0,0,21.063,5.003,5.478,12.233,5.782,0,0,0,8,6.224,7.735,8.471,9.743,10.679,53.2,0.6,0,0,1.385,0.248,3.082,0.0,14.8,26.196,14.215,2.872,0.0,0.0,0,0.638,11.854,0.36,7.548,16.111,17.943,19.785,4.427,7.199,7,12.498,4.94,9.615,4,1.224
4.097,2.167,2,3,7.487,7.487,2.647,2.647,5.533,1.279,0.216,11,3,9,2.731,1.683,2.592,1.144,3.625,2.021,4.008,0.86,7,5.051,1,1,13.281,4.809,4.865,9.571,3.99,0,0,0,9,6.031,7.469,8.214,9.447,10.384,51.0,0.596,1,1,1.277,0.263,2.328,0.113,9.437,12.379,10.468,3.287,0.0,1.22,0,0.458,11.537,0.395,7.029,15.51,17.277,19.058,3.846,6.301,3,12.031,4.716,7.559,1,1.073
4.728,1.319,0,0,9.24,9.24,2.921,2.921,6.186,1.283,0.278,15,0,12,3.317,2.393,2.892,0.941,3.91,2.143,4.403,0.712,0,4.502,0,0,7.827,4.389,4.566,7.81,4.492,0,0,0,2,6.196,7.631,8.432,9.669,10.639,37.8,0.696,0,0,1.44,0.206,1.923,0.0,7.76,7.553,6.054,3.286,0.0,0.86,0,0.717,11.797,0.438,7.452,16.044,17.874,19.714,3.797,4.743,6,12.429,4.356,6.143,1,1.326
4.097,1.89,1,2,11.347,11.347,3.24,3.24,6.856,1.353,0.226,6,0,3,4.112,3.001,2.879,1.128,4.171,2.047,4.44,1.121,3,5.661,1,1,22.282,5.44,5.672,13.694,6.416,0,0,0,12,6.706,8.054,8.877,10.058,11.023,47.1,0.607,3,1,1.272,0.243,2.452,-1.169,16.235,23.6,13.666,3.678,-4.463,1.2,1,0.446,12.144,0.299,8.199,16.809,18.684,20.57,4.496,8.983,1,13.104,5.18,10.01,0,1.101
4.097,1.14,1,1,10.367,10.367,3.008,3.008,6.604,1.216,0.25,10,1,8,3.26,2.413,2.934,1.159,3.984,1.989,4.375,0.794,0,4.778,1,1,9.079,4.628,4.625,7.624,4.237,0,0,0,3,6.79,8.19,9.207,10.483,11.633,35.3,0.69,0,0,1.325,0.223,1.081,0.0,8.534,7.788,5.379,4.006,-1.327,0.0,1,0.591,12.878,0.575,8.209,16.897,18.85,20.819,3.832,4.908,7,13.05,4.55,5.645,2,1.239
4.47,1.207,0,0,9.646,9.646,2.968,2.968,6.39,1.266,0.255,9,0,7,2.246,1.357,2.852,1.07,3.931,2.066,4.338,0.794,10,4.888,0,1,11.888,4.677,4.891,7.945,3.56,0,0,0,5,6.129,7.519,8.313,9.518,10.465,48.8,0.615,1,1,1.447,0.22,2.046,0.208,8.641,11.563,8.832,3.38,0.0,0.0,0,0.705,11.594,0.428,7.322,15.912,17.726,19.547,3.838,4.83,1,12.321,4.515,6.643,0,1.295
4.097,1.218,0,0,7.057,7.057,2.545,2.545,5.385,0.943,0.186,2,0,0,3.603,1.774,2.276,0.855,3.446,1.785,3.92,0.83,0,4.14,0,0,6.165,3.901,3.732,4.897,4.779,0,0,0,3,4.836,6.194,6.675,7.792,8.454,42.3,0.682,0,0,1.295,0.297,1.337,0.0,6.934,4.669,4.527,3.364,0.0,0.606,0,0.467,9.456,0.535,6.457,14.904,16.634,18.372,3.284,4.461,2,11.481,3.774,4.549,0,1.117
4.538,1.873,0,6,12.286,12.286,3.375,3.375,7.101,1.414,0.238,22,6,13,6.681,4.737,3.267,1.285,4.342,2.101,4.682,1.09,14,5.677,0,0,27.912,5.445,5.769,16.445,8.604,0,0,0,12,6.911,8.372,9.224,10.49,11.526,48.8,0.623,0,0,1.503,0.247,3.08,0.0,18.919,29.123,18.961,3.278,0.0,0.0,0,0.667,12.724,0.261,8.284,16.959,18.842,20.736,4.754,10.363,2,13.244,5.315,13.139,0,1.298
4.137,1.011,2,2,10.233,10.233,2.938,2.938,6.563,1.297,0.222,6,0,4,3.293,2.212,2.808,1.137,3.9,2.054,4.116,0.919,0,4.854,0,0,11.634,4.675,4.821,7.749,4.315,0,0,0,6,6.365,7.769,8.686,9.93,10.998,43.2,0.654,2,0,1.252,0.255,1.919,-0.001,9.576,11.455,7.404,3.29,0.0,0.0,0,0.5,12.191,0.537,7.7,16.405,18.296,20.197,3.946,5.352,4,12.669,4.585,6.052,0,1.143
4.097,1.267,1,1,11.328,11.328,3.258,3.258,7.01,1.169,0.279,15,0,14,3.358,2.331,2.998,1.146,4.127,2.018,4.377,0.723,0,4.73,0,0,7.874,4.581,4.789,7.141,4.508,0,0,0,2,6.697,8.103,9.019,10.264,11.328,28.9,0.724,1,0,1.378,0.194,1.729,-1.036,7.918,8.148,5.033,3.519,-5.028,1.349,1,0.685,12.519,0.407,8.155,16.8,18.704,20.617,3.937,5.239,4,13.035,4.563,5.729,2,1.343
4.097,2.834,0,1,8.791,8.791,2.881,2.881,6.073,1.234,0.274,7,1,3,3.198,2.088,2.706,1.133,3.824,2.033,4.187,0.81,0,5.205,0,0,14.808,5.009,5.242,9.789,4.887,0,0,0,7,6.079,7.541,8.15,9.374,10.185,45.2,0.624,0,0,1.332,0.213,2.277,0.0,10.901,14.551,10.853,3.677,0.0,0.86,0,0.588,11.3,0.285,7.424,15.918,17.695,19.484,4.114,7.232,4,12.416,4.893,8.245,1,1.257
4.097,0.963,0,2,7.524,7.524,2.567,2.567,5.688,1.238,0.278,8,1,5,1.845,1.105,2.568,0.901,3.57,2.053,3.92,0.614,0,4.425,0,0,6.267,4.263,4.396,5.378,2.712,0,0,0,2,5.907,7.325,8.113,9.336,10.295,37.9,0.673,1,0,1.258,0.2,1.544,-1.164,5.579,5.992,4.795,3.314,0.0,0.8,0,0.667,11.443,0.589,7.106,15.728,17.579,19.444,3.403,3.593,4,12.084,4.238,4.106,2,1.292
4.599,1.417,0,1,9.299,9.299,2.983,2.983,6.31,1.24,0.247,7,1,3,3.703,2.071,2.675,1.067,3.891,2.011,4.363,0.888,0,4.614,0,0,8.462,4.455,4.532,8.038,4.823,0,0,0,2,6.224,7.672,8.481,9.733,10.724,33.3,0.733,0,0,1.383,0.231,1.097,0.0,8.914,7.85,5.138,4.072,0.0,0.0,0,0.708,11.903,0.422,7.479,16.108,17.938,19.779,3.839,5.533,4,12.492,4.471,4.925,1,1.323
4.318,1.583,0,6,7.79,7.79,2.413,2.413,5.847,1.399,0.143,7,6,5,3.11,2.125,2.343,1.192,3.374,2.045,3.759,1.056,13,4.824,0,0,12.046,4.612,4.884,9.928,4.393,0,0,0,10,5.758,7.192,8.004,9.236,10.232,53.3,0.586,0,0,1.149,0.34,2.879,0.0,9.596,11.9,10.187,2.613,0.0,0.86,0,0.286,11.393,0.52,7.029,15.676,17.525,19.384,3.79,7.146,6,12.029,4.609,8.338,1,0.857
4.097,1.747,1,1,10.756,10.756,3.087,3.087,6.693,1.171,0.288,17,1,15,3.272,2.145,2.992,1.162,4.06,2.013,4.347,0.663,2,4.692,0,0,9.719,4.517,4.665,6.83,4.253,0,0,0,2,6.485,7.911,8.766,10.011,11.032,36.8,0.693,0,0,1.394,0.193,1.734,0.0,7.857,8.692,6.737,3.514,0.0,0.8,0,0.792,12.211,0.415,7.664,16.265,18.114,19.975,3.886,4.622,4,12.619,4.502,5.563,2,1.438
4.097,1.282,7,7,11.035,11.035,3.139,3.139,6.758,1.619,0.125,24,6,27,5.913,4.615,3.115,1.261,4.131,2.182,4.421,1.252,16,5.505,3,3,24.323,5.251,5.556,14.754,7.158,1,1,1,14,6.856,8.293,9.347,10.649,11.832,55.8,0.574,4,3,1.16,0.355,2.57,1.88,17.044,23.66,14.632,3.13,0.139,0.0,1,0.304,13.1,0.56,8.23,16.972,18.953,20.948,4.411,8.171,0,13.074,5.074,10.373,0,0.913
4.209,0.96,0,0,10.681,10.681,3.068,3.068,6.686,1.121,0.301,3,0,1,2.286,1.309,2.961,0.645,4.036,1.982,4.308,0.594,0,4.368,0,0,4.136,4.278,4.396,4.816,3.284,0,0,0,0,6.43,7.8,8.658,9.859,10.859,25.8,0.739,0,0,1.321,0.172,1.807,0.0,5.176,4.095,3.167,3.147,0.0,1.349,0,0.761,11.998,0.444,7.644,16.271,18.125,19.99,3.557,3.958,9,12.609,4.289,3.737,4,1.435
5.276,1.396,9,9,14.437,14.437,3.527,3.527,7.826,1.658,0.073,33,8,36,7.281,5.73,3.529,1.389,4.528,2.203,4.577,1.519,21,5.718,4,4,30.704,5.458,5.842,17.842,8.622,2,2,2,18,7.196,8.626,9.77,11.094,12.338,57.1,0.564,5,4,1.063,0.402,3.02,1.945,21.553,30.456,16.649,2.787,0.361,0.28,2,0.104,13.637,0.558,8.6,17.387,19.414,21.451,4.624,9.649,0,13.386,5.214,12.089,1,0.698
4.101,1.267,0,0,9.906,9.906,3.003,3.003,6.496,1.15,0.314,14,0,10,2.312,1.48,2.918,1.042,3.987,2.066,4.369,0.588,0,4.699,0,0,7.93,4.512,4.613,7.202,3.61,0,0,0,0,6.039,7.559,8.259,9.534,10.433,39.0,0.68,0,0,1.506,0.172,2.735,0.0,6.64,7.225,6.52,2.622,0.0,0.0,0,0.9,11.598,0.377,7.29,15.921,17.746,19.581,3.705,4.306,2,12.318,4.493,5.509,0,1.49
4.097,1.591,0,0,8.6,8.6,2.865,2.865,6.005,1.062,0.296,4,0,2,1.487,0.823,2.702,0.986,3.808,1.992,4.306,0.604,0,4.48,0,0,4.841,4.276,4.372,3.371,2.473,0,0,0,2,5.925,7.319,8.041,9.233,10.125,33.3,0.669,0,0,1.413,0.18,0.897,0.0,3.294,4.112,4.188,4.147,0.0,0.98,0,0.75,11.234,0.418,7.055,15.588,17.369,19.162,3.249,3.958,1,12.069,4.231,3.296,0,1.386
4.097,1.661,0,0,9.207,9.207,2.846,2.846,6.176,1.251,0.297,7,0,6,2.671,1.954,2.802,1.122,3.831,2.116,4.33,0.616,0,4.75,0,0,9.721,4.489,4.406,6.357,3.688,0,0,0,2,6.164,7.64,8.423,9.689,10.664,42.1,0.664,0,0,1.612,0.189,2.001,0.0,6.804,7.225,6.826,3.247,0.0,0.0,0,0.818,11.844,0.448,7.424,15.991,17.818,19.659,3.741,4.168,1,12.389,4.422,5.01,0,1.489
4.097,1.261,0,0,9.905,9.905,3.042,3.042,6.507,1.044,0.278,1,0,0,2.893,1.714,2.907,0.866,4.0,1.948,4.402,0.72,0,4.622,0,0,6.496,4.466,4.589,6.192,4.142,0,0,0,1,6.094,7.512,8.287,9.495,10.437,37.5,0.682,0,0,1.407,0.206,1.437,0.0,6.834,7.292,5.563,3.885,0.0,0.428,0,0.68,11.564,0.403,7.469,16.105,17.945,19.795,3.703,5.158,3,12.47,4.416,5.35,1,1.32
4.52,1.363,0,0,11.082,11.082,3.18,3.18,6.778,1.284,0.249,17,0,14,5.032,3.674,3.108,1.178,4.169,2.067,4.54,0.905,9,4.969,0,0,13.094,4.821,5.055,10.699,7.016,0,0,0,4,6.714,8.072,8.982,10.198,11.244,39.6,0.681,0,0,1.431,0.22,1.848,0.0,12.856,12.809,9.483,3.737,0.0,0.0,0,0.724,12.413,0.417,8.093,16.739,18.652,20.578,4.203,6.382,4,12.97,4.666,8.681,1,1.31
4.097,1.657,0,0,10.729,10.729,3.162,3.162,6.681,1.129,0.293,8,0,3,3.119,1.89,2.967,1.081,4.1,2.018,4.575,0.721,0,4.8,0,0,8.474,4.581,4.714,6.297,4.558,0,0,0,2,6.17,7.637,8.393,9.634,10.572,39.5,0.677,0,0,1.605,0.194,1.797,0.0,6.495,8.73,7.034,3.63,0.0,0.0,0,0.769,11.72,0.379,7.621,16.274,18.126,19.988,3.847,5.037,1,12.619,4.524,5.349,0,1.433
4.097,1.462,0,0,9.907,9.907,3.05,3.05,6.508,1.165,0.299,2,0,1,2.328,1.528,2.921,1.042,4.01,1.985,4.429,0.608,0,4.713,0,0,5.504,4.564,4.613,6.338,3.955,0,0,0,0,6.419,7.748,8.613,9.795,10.785,32.4,0.686,0,0,1.469,0.165,1.409,0.0,5.804,5.692,4.625,3.8,0.0,0.0,0,0.86,11.91,0.451,7.858,16.476,18.364,20.261,3.563,4.136,1,12.743,4.45,5.208,0,1.48
4.097,1.653,0,0,8.568,8.568,2.813,2.813,6.004,1.064,0.295,4,0,2,1.438,0.839,2.701,0.985,3.8,1.992,4.184,0.598,0,4.482,0,0,4.92,4.262,4.333,3.377,2.454,0,0,0,2,5.881,7.268,7.941,9.123,9.964,33.3,0.669,0,0,1.406,0.18,0.897,0.0,3.287,4.261,4.188,4.147,0.0,0.98,0,0.75,11.054,0.374,6.957,15.418,17.16,18.91,3.237,3.957,1,11.971,4.23,3.296,0,1.386
4.097,2.094,0,0,10.905,10.905,3.172,3.172,6.717,1.189,0.291,13,0,10,4.601,3.201,3.11,1.151,4.155,2.028,4.622,0.742,0,5.013,0,0,11.585,4.837,4.932,10.12,6.521,0,0,0,1,6.608,8.035,8.878,10.115,11.116,37.3,0.695,0,0,1.611,0.189,2.052,0.0,11.333,9.892,8.467,3.621,0.0,0.0,0,0.828,12.28,0.359,8.05,16.678,18.579,20.492,4.123,6.052,2,12.935,4.769,7.535,0,1.445
4.097,1.315,0,0,6.972,6.972,2.523,2.523,5.343,1.097,0.323,3,0,1,1.618,0.993,2.429,0.954,3.487,2.01,3.944,0.476,0,4.195,0,0,4.844,3.946,3.953,3.792,2.444,0,0,0,0,5.349,6.942,7.478,8.778,9.556,37.9,0.679,0,0,1.562,0.172,1.799,0.0,3.42,3.129,4.247,3.059,0.0,0.0,0,0.889,10.712,0.474,6.629,15.121,16.878,18.647,3.106,3.1,1,11.665,4.088,3.302,0,1.556
4.903,1.622,0,0,9.3,9.3,2.805,2.805,6.284,1.168,0.296,9,0,6,2.622,1.592,2.695,0.853,3.764,2.048,4.176,0.711,3,4.827,0,0,8.377,4.624,4.757,5.881,4.026,0,0,0,2,6.433,7.861,8.655,9.88,10.849,35.6,0.676,0,0,1.458,0.187,1.365,0.0,6.177,6.795,6.605,4.127,0.0,0.0,0,0.741,12.001,0.374,7.664,16.268,18.117,19.983,3.807,5.429,2,12.631,4.53,5.406,0,1.405
4.097,1.486,2,2,11.914,11.914,3.354,3.354,7.01,1.399,0.242,23,2,15,5.265,3.778,3.222,1.215,4.318,2.099,4.6,0.943,9,5.389,1,1,19.826,5.17,5.088,13.482,7.105,1,1,1,7,7.127,8.503,9.485,10.729,11.832,41.8,0.665,1,1,1.383,0.226,2.192,-1.198,16.627,11.301,11.801,3.589,-0.466,0.459,1,0.703,13.035,0.359,8.42,17.014,18.928,20.852,4.331,7.243,4,13.229,4.966,9.761,1,1.297
4.097,1.143,0,0,6.986,6.986,2.544,2.544,5.374,0.919,0.221,1,0,1,2.855,1.372,2.236,0.367,3.446,1.879,3.946,0.708,0,3.193,0,0,1.218,3.072,3.055,2.293,3.732,0,0,0,0,4.711,6.239,6.62,7.871,8.469,17.6,0.86,0,0,1.357,0.262,0.515,0.0,1.532,1.135,0.983,3.572,0.0,0.0,0,0.679,9.571,0.586,6.447,14.909,16.649,18.399,2.718,3.665,2,11.473,3.414,1.338,0,1.339
4.255,1.476,0,0,9.907,9.907,3.049,3.049,6.508,1.284,0.276,2,0,1,4.286,2.884,2.921,1.104,4.009,1.99,4.429,0.74,0,5.075,0,0,10.319,4.923,4.997,9.795,6.252,0,0,0,4,6.566,7.937,8.83,10.046,11.081,37.5,0.66,0,0,1.425,0.197,1.571,0.0,9.976,9.364,7.191,4.014,0.0,0.4,0,0.717,12.246,0.435,8.115,16.852,18.806,20.776,3.972,5.923,1,13.012,4.786,7.036,0,1.367
5.301,1.667,10,10,14.256,14.256,3.505,3.505,7.795,1.698,0.075,29,9,34,7.361,5.994,3.519,1.416,4.509,2.217,4.533,1.485,22,5.747,4,4,30.281,5.476,5.846,17.196,8.721,2,2,2,18,7.18,8.607,9.748,11.071,12.314,57.1,0.56,5,4,1.022,0.397,3.244,3.111,20.708,29.557,16.673,2.564,0.376,0.142,2,0.125,13.611,0.552,8.563,17.343,19.367,21.402,4.6,9.533,0,13.348,5.234,11.785,0,0.74
4.914,1.77,10,10,14.256,14.256,3.505,3.505,7.795,1.698,0.08,29,9,34,7.418,6.086,3.519,1.417,4.509,2.217,4.533,1.489,22,5.775,4,4,30.65,5.505,5.867,17.652,8.937,2,2,2,19,7.186,8.614,9.753,11.075,12.316,57.6,0.558,5,4,1.021,0.395,3.39,3.243,20.888,30.24,17.263,2.493,0.402,0.247,2,0.12,13.613,0.532,8.57,17.348,19.371,21.405,4.62,9.877,0,13.357,5.263,12.067,0,0.74
5.022,1.885,10,10,14.256,14.256,3.505,3.505,7.795,1.698,0.076,29,9,34,7.557,6.107,3.519,1.417,4.509,2.217,4.533,1.517,22,5.798,4,4,31.305,5.528,5.891,18.076,9.047,2,2,2,20,7.186,8.617,9.753,11.076,12.316,58.1,0.555,5,4,1.02,0.401,3.479,3.242,21.311,30.542,18.069,2.475,0.399,0.247,2,0.115,13.614,0.514,8.57,17.349,19.371,21.405,4.642,10.414,0,13.359,5.308,12.585,0,0.731
5.77,2.01,10,12,14.256,14.256,3.505,3.505,7.795,1.698,0.069,30,11,34,7.775,6.261,3.519,1.417,4.509,2.217,4.533,1.551,27,5.869,4,4,33.025,5.593,5.946,19.445,9.526,2,2,2,22,7.186,8.623,9.753,11.078,12.316,58.8,0.551,5,4,1.019,0.408,3.697,3.239,22.335,31.821,19.738,2.39,0.395,0.247,2,0.107,13.614,0.481,8.57,17.35,19.372,21.405,4.692,11.436,0,13.362,5.387,13.733,0,0.714
5.466,1.77,10,10,14.256,14.256,3.505,3.505,7.795,1.698,0.082,29,9,34,7.386,6.055,3.519,1.416,4.509,2.217,4.533,1.483,22,5.765,4,4,30.462,5.5,5.855,17.543,8.882,2,2,2,19,7.18,8.608,9.749,11.072,12.314,56.9,0.562,5,4,1.021,0.393,3.379,3.114,20.919,30.034,16.873,2.479,0.373,0.366,2,0.12,13.612,0.532,8.57,17.348,19.371,21.405,4.611,9.824,0,13.357,5.239,12.002,0,0.74
5.18,1.734,10,10,14.256,14.256,3.506,3.506,7.795,1.698,0.07,29,9,34,8.258,6.603,3.519,1.42,4.51,2.216,4.636,1.52,22,5.764,4,4,31.454,5.499,5.874,18.34,9.517,2,2,2,19,7.284,8.687,9.826,11.135,12.369,56.9,0.565,5,4,1.029,0.395,3.379,2.79,22.803,31.325,17.407,2.479,0.297,0.0,2,0.18,13.657,0.532,8.695,17.418,19.433,21.459,4.647,9.873,0,13.44,5.279,12.894,0,0.78
4.152,1.781,10,10,14.256,14.256,3.506,3.506,7.795,1.699,0.066,29,9,34,8.362,6.863,3.519,1.422,4.51,2.216,4.684,1.544,22,5.803,4,4,31.948,5.543,5.894,19.478,10.554,2,2,2,20,7.294,8.698,9.836,11.145,12.378,57.4,0.562,5,4,1.028,0.403,3.471,2.794,23.081,31.998,18.285,2.46,0.294,0.0,2,0.173,13.665,0.514,8.727,17.451,19.465,21.49,4.671,10.466,0,13.472,5.322,13.564,0,0.769
5.004,1.902,10,10,14.256,14.256,3.507,3.507,7.795,1.698,0.121,33,9,36,9.328,7.488,3.519,1.421,4.511,2.216,4.726,1.396,22,5.847,4,4,34.148,5.595,5.932,21.252,11.286,2,2,2,18,7.334,8.757,9.876,11.189,12.413,53.8,0.589,5,4,1.112,0.354,3.078,2.584,25.534,34.406,18.933,2.944,0.234,0.0,2,0.35,13.7,0.438,8.8,17.56,19.576,21.602,4.745,10.606,0,13.576,5.362,14.166,0,0.95
4.759,1.734,10,10,14.256,14.256,3.506,3.506,7.795,1.698,0.072,29,9,34,8.047,6.468,3.52,1.419,4.51,2.216,4.636,1.507,22,5.758,4,4,30.968,5.494,5.869,18.024,9.368,2,2,2,18,7.342,8.74,9.884,11.189,12.422,56.1,0.566,5,4,1.029,0.393,3.187,2.534,22.215,30.525,16.899,2.646,0.239,0.0,2,0.18,13.706,0.532,8.695,17.418,19.433,21.459,4.633,9.832,0,13.44,5.262,12.424,0,0.78
5.367,1.338,10,10,14.429,14.429,3.525,3.525,7.824,1.699,0.043,34,9,38,7.903,6.283,3.528,1.426,4.526,2.216,4.533,1.624,24,5.8,5,5,32.521,5.524,5.913,18.723,9.129,2,2,2,20,7.189,8.617,9.763,11.087,12.332,59.6,0.551,6,5,1.011,0.429,3.631,3.48,22.763,31.731,17.633,2.201,0.738,0.0,2,0.065,13.631,0.579,8.591,17.38,19.407,21.445,4.664,9.86,0,13.376,5.263,12.624,0,0.652
4.0,1.769,10,10,14.43,14.43,3.526,3.526,7.825,1.702,0.072,34,9,38,8.258,6.557,3.529,1.436,4.527,2.218,4.534,1.582,24,5.86,5,5,34.498,5.586,5.993,19.056,9.503,2,2,2,20,7.226,8.648,9.783,11.103,12.343,58.1,0.555,6,5,1.019,0.399,3.448,3.636,23.65,34.323,18.386,2.507,0.662,0.142,2,0.115,13.64,0.519,8.614,17.394,19.417,21.452,4.734,10.375,0,13.402,5.321,12.966,0,0.721
5.394,1.819,10,10,14.43,14.43,3.527,3.527,7.825,1.702,0.068,34,9,38,9.155,7.166,3.529,1.44,4.528,2.218,4.636,1.613,24,5.875,5,5,35.685,5.607,6.017,20.179,10.299,2,2,2,21,7.326,8.726,9.858,11.165,12.396,57.8,0.56,6,5,1.026,0.397,3.573,3.296,25.727,36.097,19.125,2.427,0.583,0.0,2,0.167,13.684,0.502,8.74,17.466,19.48,21.507,4.775,10.715,0,13.489,5.362,14.075,0,0.759
4.959,1.964,10,10,14.43,14.43,3.527,3.527,7.825,1.702,0.064,34,9,38,9.259,7.426,3.529,1.441,4.528,2.218,4.684,1.635,24,5.91,5,5,36.193,5.646,6.034,21.305,11.335,2,2,2,22,7.335,8.736,9.868,11.175,12.405,58.2,0.558,6,5,1.025,0.404,3.652,3.299,26.01,36.787,19.995,2.414,0.58,0.0,2,0.161,13.692,0.486,8.771,17.497,19.511,21.536,4.797,11.308,0,13.52,5.401,14.745,0,0.75
4.693,2.094,10,10,14.43,14.43,3.528,3.528,7.825,1.702,0.116,38,9,40,10.224,8.051,3.529,1.44,4.528,2.218,4.723,1.487,24,5.95,5,5,38.482,5.694,6.067,23.047,12.068,2,2,2,20,7.374,8.793,9.906,11.218,12.44,54.9,0.583,6,5,1.107,0.358,3.271,3.075,28.413,39.234,20.737,2.879,0.52,0.0,2,0.328,13.726,0.418,8.841,17.602,19.617,21.644,4.863,11.448,0,13.619,5.439,15.394,0,0.922
5.368,1.819,10,10,14.43,14.43,3.527,3.527,7.825,1.702,0.069,34,9,38,8.944,7.03,3.53,1.438,4.528,2.218,4.636,1.601,24,5.87,5,5,35.202,5.602,6.012,19.869,10.149,2,2,2,20,7.382,8.777,9.914,11.218,12.448,57.1,0.561,6,5,1.026,0.395,3.393,3.026,25.141,35.298,18.625,2.584,0.525,0.0,2,0.167,13.732,0.502,8.74,17.466,19.48,21.507,4.763,10.674,0,13.489,5.346,13.61,0,0.759
