pXC50,nBM,nCsp2,nN,nBT,nAB,Se,nAT,Si,SCBO,O.,nBO,MW,nC,N.,nH,Sp,nHet,Sv,nSK,nDB,C.,nCsp3,nCL,Mi,nO,RBN
5.886,23,20,2,58,22,55.232,55,61.401,46.0,7.3,34,416.51,25,3.6,24,37.205,6,35.697,31,1,45.5,5,0,1.116,4,7
6.9,23,20,4,51,22,48.131,48,53.734,43.0,4.2,31,372.46,22,8.3,20,33.023,6,31.73,28,1,45.8,2,0,1.119,2,3
7.018,29,24,8,73,28,66.978,67,75.348,60.0,1.5,45,516.66,30,11.9,28,46.114,9,44.154,39,1,44.8,6,0,1.125,1,4
8.301,26,24,7,78,24,74.181,74,83.514,59.0,4.1,45,551.71,31,9.5,33,49.302,10,47.143,41,2,41.9,7,0,1.129,3,8
7.678,25,23,4,61,23,58.32,57,63.721,53.5,8.8,40,504.96,26,7.0,21,40.006,10,39.228,36,2,45.6,3,1,1.118,5,5
8.155,24,21,5,53,23,51.443,50,57.042,47.5,2.0,35,437.46,23,10.0,18,34.387,9,34.186,32,1,46.0,2,0,1.141,1,3
7.108,24,22,3,67,23,63.545,63,70.524,52.5,7.9,40,485.58,28,4.8,27,42.426,8,40.96,36,1,44.4,6,0,1.119,5,6
5.796,29,24,8,76,28,69.861,70,78.763,61.0,1.4,46,530.69,31,11.4,30,47.875,9,45.681,40,1,44.3,7,0,1.125,1,4
4.523,6,9,2,84,0,81.494,81,91.976,48.0,9.9,42,546.73,29,2.5,42,49.875,10,47.297,39,6,35.8,20,0,1.136,8,9
5.0,27,21,6,69,27,62.33,63,70.557,54.5,0.0,41,460.63,29,9.5,28,43.41,6,40.923,35,0,46.0,8,0,1.12,0,5
4.602,23,20,2,55,22,53.887,52,59.005,48.0,7.7,36,456.45,24,3.8,19,35.256,9,35.32,33,1,46.2,4,0,1.135,4,6
7.553,29,24,7,73,28,68.087,68,76.474,59.0,2.9,44,519.66,30,10.3,29,46.324,9,44.374,39,1,44.1,6,0,1.125,2,7
5.886,23,20,2,63,22,59.116,59,65.817,49.0,6.8,37,442.55,27,3.4,26,39.966,6,38.224,33,1,45.8,7,0,1.116,4,6
7.854,25,21,8,73,23,69.516,69,78.182,56.5,4.3,43,526.66,28,11.6,30,45.784,11,44.11,39,2,40.6,7,0,1.133,3,7
5.0,29,30,3,97,23,92.941,93,104.055,71.5,6.5,54,673.87,41,3.2,43,61.972,9,58.889,50,6,44.1,11,0,1.119,6,12
7.201,24,22,3,64,23,60.662,60,67.109,51.5,8.3,39,471.55,27,5.0,25,40.665,8,39.433,35,1,45.0,5,0,1.118,5,5
7.854,20,18,5,48,18,47.887,46,52.836,43.0,4.3,32,415.41,20,10.9,16,31.08,10,31.374,30,2,43.5,2,0,1.149,2,4
7.276,23,18,5,56,22,52.865,53,59.358,45.0,1.9,33,417.58,23,9.4,23,36.983,7,34.75,30,1,43.4,5,0,1.12,1,4
6.7,20,18,7,53,18,52.276,50,57.963,47.0,2.0,36,459.45,21,14.0,17,33.574,12,34.085,33,2,42.0,3,0,1.159,1,3
5.6,24,18,8,53,23,50.763,50,56.366,48.5,0.0,35,465.38,22,16.0,18,36.33,10,34.987,32,0,44.0,3,2,1.127,0,7
6.699,17,16,3,69,12,69.923,68,77.125,50.0,14.7,39,551.54,24,4.4,30,43.903,14,42.511,38,5,35.3,8,0,1.134,10,14
6.699,12,10,1,26,11,25.945,25,27.997,23.5,16.0,17,219.21,11,4.0,9,16.869,5,16.988,16,1,44.0,1,0,1.12,4,2
5.164,28,23,7,80,26,75.258,75,84.434,62.0,4.0,47,583.78,31,9.3,33,50.949,11,48.33,42,2,41.3,8,0,1.126,3,8
5.824,18,17,5,80,12,78.683,77,87.328,58.0,11.7,46,615.64,28,6.5,34,50.222,15,48.366,43,6,36.4,11,0,1.134,9,10
5.6,14,11,5,52,12,51.538,50,56.804,41.0,10.0,32,433.89,19,10.0,20,33.25,11,32.723,30,1,38.0,7,1,1.136,5,3
6.0,24,18,7,75,22,73.651,72,82.206,57.0,8.3,44,587.61,26,9.7,31,47.284,15,45.594,41,2,36.1,8,0,1.142,6,15
7.721,23,18,8,92,22,85.49,86,97.464,62.0,2.3,50,594.84,34,9.3,42,55.898,10,52.556,44,1,39.5,16,0,1.133,2,8
6.051,22,18,5,48,22,45.022,45,50.607,40.0,2.2,29,345.44,20,11.1,19,30.813,6,29.509,26,0,44.4,2,0,1.125,1,5
5.222,12,11,5,75,6,74.683,73,83.328,50.0,12.3,41,567.6,24,6.8,34,46.222,15,44.366,39,6,32.9,13,0,1.141,9,10
7.036,23,18,8,93,22,87.374,88,99.879,61.0,2.3,49,596.86,34,9.1,44,56.66,10,53.083,44,1,38.6,16,0,1.135,2,8
5.6,17,12,6,46,16,45.149,44,50.785,37.0,2.3,28,360.41,17,13.6,18,28.694,9,28.297,26,1,38.6,5,0,1.154,1,6
7.0,19,18,5,88,12,86.222,84,95.162,65.0,13.1,52,685.69,31,6.0,36,54.892,17,53.322,48,7,36.9,13,0,1.133,11,10
5.921,12,11,5,81,6,80.451,79,90.158,52.0,11.4,43,595.66,26,6.3,38,49.745,15,47.419,41,6,32.9,15,0,1.141,9,11
5.602,21,16,4,48,21,45.451,45,50.412,40.5,2.2,30,401.32,20,8.9,18,32.284,7,30.67,27,0,44.4,4,2,1.12,1,3
4.903,21,16,3,34,21,31.145,31,33.917,34.5,0.0,24,356.26,16,9.7,10,25.063,5,23.384,21,0,51.6,0,0,1.094,0,2
5.959,12,11,5,96,6,92.101,91,103.404,61.0,9.9,52,673.78,32,5.5,44,58.029,15,55.0,47,6,35.2,21,0,1.136,9,10
5.499,15,10,4,41,15,37.592,38,42.9,30.5,0.0,23,266.38,16,10.5,18,25.353,4,23.773,20,0,42.1,6,0,1.129,0,2
5.879,22,18,4,55,22,51.014,51,57.149,44.0,3.9,33,386.49,23,7.8,22,34.784,6,33.256,29,0,45.1,5,0,1.121,2,4
4.398,18,15,4,43,16,41.658,40,44.679,41.0,5.0,31,458.14,18,10.0,12,30.932,10,29.986,28,2,45.0,3,4,1.117,2,2
5.509,22,17,5,49,21,46.098,46,51.527,41.5,2.2,30,377.51,20,10.9,19,32.461,7,30.697,27,1,43.5,3,0,1.12,1,4
6.509,15,16,0,39,12,38.469,37,40.841,36.0,13.5,27,379.2,18,0.0,12,27.318,7,26.917,25,3,48.6,2,2,1.104,5,3
4.0,23,20,4,61,20,55.898,56,62.564,50.0,3.6,37,424.54,26,7.1,24,38.546,6,36.783,32,3,46.4,6,0,1.117,2,3
8.0,21,16,4,45,21,41.687,41,45.847,40.5,4.9,30,366.83,19,9.8,15,29.358,7,28.504,26,0,46.3,3,1,1.118,2,2
5.4,14,15,1,51,12,48.898,48,53.641,39.0,10.4,31,401.87,21,2.1,20,32.75,7,31.691,28,2,43.8,6,1,1.118,5,2
8.0,23,18,6,64,22,60.502,60,67.425,51.0,3.3,39,509.08,25,10.0,25,42.063,10,39.841,35,1,41.7,7,1,1.124,2,6
7.0,22,16,5,39,21,36.367,36,40.096,39.5,0.0,27,333.8,18,13.9,12,26.932,6,26.042,24,0,50.0,1,1,1.114,0,2
8.398,22,18,5,63,21,59.531,59,66.366,49.5,3.4,38,498.45,25,8.5,25,41.029,9,38.986,34,1,42.4,7,2,1.125,2,5
8.097,24,21,5,56,23,54.327,53,60.457,48.5,1.9,36,451.49,24,9.4,20,36.148,9,35.713,33,1,45.3,3,0,1.141,1,4
5.4,16,12,4,45,12,44.978,44,49.657,38.0,9.1,27,374.46,17,9.1,18,29.818,9,28.82,26,3,38.6,4,0,1.129,4,6
9.301,23,18,7,57,22,54.509,54,60.883,47.0,1.9,35,468.03,22,13.0,22,38.091,10,36.094,32,1,40.7,4,1,1.127,1,9
6.062,22,17,6,66,22,62.312,62,70.185,49.0,4.8,38,460.59,25,9.7,28,40.773,9,39.068,34,0,40.3,8,0,1.132,3,8
5.0,18,15,6,65,17,62.705,62,70.675,46.5,3.2,37,487.03,24,9.7,28,40.875,10,39.09,34,1,38.7,9,1,1.14,2,8
7.149,20,19,5,52,18,48.996,48,53.705,46.0,4.2,35,454.34,22,10.4,17,34.983,9,33.879,31,2,45.8,3,2,1.119,2,4
5.0,22,17,5,39,22,36.371,36,40.362,37.0,2.8,26,303.35,17,13.9,13,25.529,6,24.929,23,0,47.2,0,0,1.121,1,3
7.854,25,23,6,74,24,69.752,70,78.806,55.0,2.9,42,508.68,30,8.6,32,46.841,8,44.406,38,1,42.9,7,0,1.126,2,7
9.0,24,21,5,71,23,66.65,67,75.308,52.5,3.0,40,481.65,29,7.5,31,44.836,7,42.385,36,1,43.3,8,0,1.124,2,6
9.523,24,21,4,59,23,54.571,55,61.355,47.5,1.8,35,408.54,26,7.3,24,38.091,5,36.068,31,1,47.3,5,0,1.116,1,4
5.292,18,15,4,52,16,49.662,49,55.037,42.0,4.1,32,431.35,21,8.2,20,34.5,8,32.911,29,2,42.9,6,2,1.123,2,4
5.0,19,17,6,64,18,62.516,62,70.279,46.0,3.2,36,503.48,24,9.7,28,41.796,10,39.535,34,1,38.7,7,2,1.134,2,10
5.796,28,24,4,78,28,72.316,73,81.64,58.0,2.7,44,518.71,33,5.5,34,49.353,6,46.417,39,0,45.2,9,0,1.118,2,10
9.0,20,17,4,46,18,45.458,44,50.128,43.0,2.3,31,396.4,21,9.1,15,30.62,8,30.638,29,1,47.7,2,0,1.139,1,2
5.398,17,16,3,68,12,68.596,67,75.916,49.0,13.4,38,535.54,24,4.5,30,43.449,13,41.796,37,5,35.8,8,0,1.133,9,14
4.959,14,15,1,51,12,48.898,48,53.641,39.0,10.4,31,401.87,21,2.1,20,32.75,7,31.691,28,2,43.8,6,1,1.118,5,2
5.699,23,20,2,60,22,56.232,56,62.401,48.0,7.1,36,428.52,26,3.6,24,38.205,6,36.697,32,1,46.4,6,0,1.114,4,6
6.726,24,22,3,61,23,57.778,57,63.694,50.5,8.8,38,457.52,26,5.3,23,38.904,8,37.906,34,1,45.6,4,0,1.117,5,5
9.398,24,21,4,51,23,49.341,48,54.543,46.5,2.1,34,422.44,23,8.3,17,33.381,8,33.165,31,1,47.9,2,0,1.136,1,3
7.42,29,26,2,60,28,56.673,56,61.93,54.0,7.1,39,484.96,28,3.6,21,40.301,7,38.997,35,1,50.0,2,1,1.106,4,6
5.0,24,22,4,99,17,98.538,97,109.74,69.5,11.3,54,740.82,36,4.1,45,62.693,16,59.935,52,7,37.1,14,0,1.131,11,22
4.237,23,24,5,118,12,119.723,116,131.81,84.0,15.5,67,913.98,42,4.3,51,72.722,23,72.09,65,11,36.2,18,0,1.136,18,27
6.284,22,18,5,73,22,67.207,68,76.514,51.0,1.5,40,467.67,29,7.4,33,45.143,6,42.197,35,0,42.6,11,0,1.125,1,5
7.194,21,15,8,79,21,73.839,74,84.218,53.5,2.7,43,516.72,28,10.8,36,47.614,10,44.976,38,0,37.8,13,0,1.138,2,7
7.699,27,20,9,86,26,79.941,80,90.716,63.0,2.5,49,579.78,32,11.3,37,52.62,11,49.997,43,1,40.0,12,0,1.134,2,6
8.523,23,18,6,53,22,50.851,50,56.179,46.0,4.0,34,454.98,21,12.0,19,35.779,10,34.26,31,1,42.0,3,1,1.124,2,7
8.699,22,18,5,62,21,58.203,58,65.156,48.5,1.7,37,482.45,25,8.6,25,40.574,8,38.272,33,1,43.1,7,2,1.123,1,5
9.134,23,18,6,64,22,60.502,60,67.425,51.0,3.3,39,509.08,25,10.0,25,42.063,10,39.841,35,1,41.7,7,1,1.124,2,7
7.377,22,22,5,113,12,115.698,112,127.534,79.0,16.1,63,895.9,38,4.5,50,70.404,24,69.014,62,10,33.9,16,0,1.139,18,27
7.824,22,18,5,54,22,50.789,51,57.438,42.0,2.0,31,373.5,22,9.8,23,34.336,6,32.563,28,0,43.1,4,0,1.126,1,4
6.409,21,16,4,35,21,32.454,32,35.994,34.5,0.0,24,278.31,16,12.5,11,23.006,5,22.576,21,0,50.0,0,0,1.125,0,2
8.523,22,17,7,64,22,60.76,61,69.265,46.0,1.6,35,431.6,24,11.5,29,39.87,8,37.659,32,0,39.3,7,0,1.135,1,9
5.071,11,10,2,43,10,39.483,40,44.943,29.0,2.5,23,268.39,17,5.0,20,26.319,3,24.499,20,1,42.5,7,0,1.124,1,1
5.046,16,15,3,72,12,72.036,71,80.537,48.0,11.3,38,535.59,25,4.2,34,45.517,12,43.135,37,4,35.2,10,0,1.134,8,13
7.886,23,19,5,69,23,64.323,65,73.099,49.5,1.5,38,453.64,28,7.7,31,43.381,6,40.67,34,0,43.1,9,0,1.125,1,7
4.959,28,28,14,157,18,156.083,154,175.506,103.0,7.8,84,1277.43,52,9.1,73,100.33,29,94.372,81,10,33.8,24,0,1.14,12,22
5.839,25,23,5,57,24,54.625,54,60.721,49.0,1.9,36,461.96,25,9.3,21,38.131,8,36.774,33,1,46.3,2,1,1.124,1,6
7.62,27,20,8,85,26,79.167,79,89.427,63.0,3.8,49,580.76,32,10.1,36,52.069,11,49.691,43,1,40.5,12,0,1.132,3,6
5.6,17,13,6,73,17,68.512,69,78.106,47.5,0.0,39,513.57,27,8.7,34,46.171,8,42.685,35,0,39.1,14,2,1.132,0,7
6.77,28,24,4,78,28,72.316,73,81.64,58.0,2.7,44,518.71,33,5.5,34,49.353,6,46.417,39,0,45.2,9,0,1.118,2,10
5.0,17,14,4,50,17,47.523,47,53.223,38.5,2.1,30,386.89,20,8.5,20,32.125,7,30.752,27,0,42.6,6,1,1.132,1,5
8.222,26,24,7,80,24,77.276,76,86.739,62.0,2.6,48,603.71,32,9.2,32,50.421,12,49.104,44,2,42.1,8,0,1.141,2,7
7.0,15,16,16,194,12,188.58,192,220.736,89.0,1.0,80,1091.9,60,8.3,114,114.309,18,103.585,78,3,31.3,44,0,1.15,2,53
5.0,25,23,7,76,24,72.734,73,82.454,55.0,1.4,42,544.16,30,9.6,34,49.012,9,46.067,39,1,41.1,7,1,1.13,1,10
5.1,24,21,4,49,23,45.691,45,50.113,45.5,6.7,33,384.42,22,8.9,16,31.955,7,31.391,29,1,48.9,1,0,1.114,3,4
5.458,28,20,9,86,26,80.385,80,90.511,67.0,3.8,51,605.77,33,11.3,35,53.313,12,51.185,45,1,41.3,12,0,1.131,3,6
7.678,20,19,6,62,18,58.422,58,65.239,49.0,1.7,38,495.45,25,10.3,24,40.818,9,38.766,34,2,43.1,6,2,1.125,1,6
4.444,25,26,0,57,24,53.258,54,59.401,46.0,3.7,33,392.52,28,0.0,24,38.046,2,35.751,30,1,51.9,2,0,1.1,2,8
5.071,12,11,5,72,6,71.8,70,79.913,49.0,12.9,40,553.57,23,7.1,32,44.46,15,42.839,38,6,32.9,12,0,1.142,9,9
5.509,22,17,5,43,21,40.654,40,44.641,40.5,2.5,29,383.89,18,12.5,14,29.796,8,28.47,26,1,45.0,1,1,1.116,1,4
5.187,20,19,5,85,16,78.4,78,87.767,62.0,6.4,50,581.73,33,6.4,35,51.722,10,49.583,43,4,42.3,14,0,1.125,5,4
6.444,28,27,12,203,12,204.046,200,228.583,128.0,12.0,106,1473.72,66,6.0,97,123.398,37,118.988,103,16,33.0,39,0,1.143,24,43
9.0,25,23,6,82,24,78.174,78,88.055,59.0,5.1,46,568.74,32,7.7,36,51.273,10,48.89,42,1,41.0,9,0,1.129,4,9
4.467,31,26,13,133,22,130.439,128,145.836,96.0,8.6,76,1000.23,46,10.2,57,82.472,25,79.918,71,9,35.9,20,0,1.139,11,27
4.155,13,13,2,36,12,35.043,35,39.322,27.0,5.7,20,256.33,15,5.7,16,23.25,4,22.16,19,1,42.9,2,0,1.123,2,5
5.6,16,12,3,30,16,28.396,28,31.207,28.0,3.6,20,304.16,13,10.7,10,20.87,5,19.911,18,0,46.4,1,0,1.115,1,2
7.398,22,17,7,74,22,68.527,69,78.095,52.0,1.4,41,483.68,28,10.1,33,45.393,8,42.713,36,0,40.6,11,0,1.132,1,5
5.0,13,11,5,44,11,42.996,42,47.705,34.5,4.8,27,382.28,16,11.9,17,28.983,9,27.879,25,2,38.1,5,2,1.136,2,4
7.602,28,21,10,77,28,72.389,72,81.704,60.0,1.4,46,571.15,29,13.9,31,48.745,12,46.551,41,0,40.3,8,1,1.135,1,8
7.481,26,24,6,83,23,79.13,78,88.189,64.5,6.4,50,612.72,33,7.7,33,51.904,12,50.461,45,3,42.3,9,0,1.131,5,11
6.685,28,21,10,77,28,72.389,72,81.704,60.0,1.4,46,571.15,29,13.9,31,48.745,12,46.551,41,0,40.3,8,1,1.135,1,9
6.149,37,30,9,111,34,105.116,104,117.811,86.0,3.8,66,822.04,43,8.7,45,69.859,16,67.015,59,3,41.3,13,0,1.133,4,11
7.086,22,18,5,73,22,67.207,68,76.514,51.0,1.5,40,467.67,29,7.4,33,45.143,6,42.197,35,0,42.6,11,0,1.125,1,5
6.812,21,19,3,52,18,51.451,50,56.67,47.0,4.0,34,437.45,24,6.0,18,34.591,8,34.385,32,2,48.0,3,0,1.133,2,3
7.886,28,21,10,77,28,72.389,72,81.704,60.0,1.4,46,571.15,29,13.9,31,48.745,12,46.551,41,0,40.3,8,1,1.135,1,9
4.0,9,10,2,24,6,23.836,23,25.87,22.0,13.0,16,204.2,10,8.7,8,15.659,5,15.768,15,3,43.5,0,0,1.125,3,1
6.495,22,20,4,82,17,77.578,77,86.282,61.5,5.2,48,641.67,32,5.2,34,53.387,11,50.216,43,5,41.6,12,2,1.121,4,7
6.62,22,18,6,75,22,69.309,70,79.012,52.0,1.4,41,482.69,29,8.6,34,46.148,7,43.218,36,0,41.4,11,0,1.129,1,5
5.6,16,11,5,38,16,36.465,35,40.587,34.0,0.0,26,319.32,15,14.3,12,23.648,8,23.891,23,0,42.9,4,0,1.16,0,3
8.398,26,25,5,84,23,80.425,79,89.446,65.5,6.3,51,629.72,34,6.3,33,52.597,12,51.35,46,3,43.0,9,0,1.132,5,11
4.842,31,26,13,129,22,126.228,124,141.211,94.0,8.1,74,970.2,45,10.5,55,80.256,24,77.676,69,9,36.3,19,0,1.139,10,26
7.26,22,17,8,82,22,76.396,77,87.424,55.0,1.3,44,526.76,30,10.4,38,49.921,9,46.788,39,0,39.0,13,0,1.135,1,7
7.602,33,26,6,60,33,55.451,55,61.315,56.5,3.6,40,460.53,27,10.9,20,39.273,8,38.246,35,0,49.1,1,0,1.115,2,6
6.68,23,18,9,83,22,77.941,78,88.716,58.0,2.6,46,555.76,30,11.5,37,50.62,11,47.997,41,1,38.5,12,0,1.137,2,6
7.097,33,26,6,60,33,55.2,55,61.026,56.5,1.8,40,476.6,27,10.9,20,40.466,8,38.718,35,0,49.1,1,0,1.11,1,6
7.301,26,19,9,83,26,76.287,77,87.298,59.0,0.0,46,535.77,31,11.7,37,50.711,9,47.568,40,0,40.3,12,0,1.134,0,6
6.959,23,18,7,75,22,69.527,70,79.095,54.0,1.4,42,495.69,29,10.0,33,46.393,8,43.713,37,1,41.4,11,0,1.13,1,5
4.629,22,24,0,60,18,59.993,58,64.661,51.0,17.2,38,494.48,26,0.0,22,38.92,10,38.943,36,4,44.8,2,0,1.115,10,9
7.319,30,26,6,61,29,57.334,57,63.73,54.5,3.5,39,462.55,27,10.5,22,40.034,8,38.772,35,1,47.4,1,0,1.118,2,6
6.393,33,26,7,64,33,59.109,59,66.019,57.5,1.7,41,473.58,28,11.9,23,41.586,8,40.079,36,0,47.5,2,0,1.119,1,6
10.398,22,17,7,85,22,80.388,81,91.965,55.0,2.5,44,543.79,31,8.6,41,51.893,9,48.535,40,0,38.3,14,0,1.135,2,12
5.9,19,17,6,61,18,58.752,58,65.714,46.0,5.2,36,468.99,23,10.3,25,38.87,10,37.368,33,1,39.7,6,1,1.133,3,7
7.886,25,23,6,78,24,73.963,74,83.431,57.0,4.1,44,538.71,31,8.1,34,49.057,9,46.648,40,1,41.9,8,0,1.127,3,9
6.854,18,15,7,71,15,67.363,67,76.379,50.5,1.5,40,512.09,26,10.4,31,44.188,10,41.924,36,3,38.8,11,1,1.14,1,8
8.301,20,18,6,55,18,53.872,52,59.749,47.0,3.8,36,456.47,22,11.5,19,34.847,11,34.922,33,2,42.3,4,0,1.149,2,3
6.069,26,24,5,73,23,69.749,69,77.521,58.5,7.2,44,539.64,30,7.2,29,46.438,10,45.003,40,3,43.5,6,0,1.123,5,8
6.921,22,23,4,58,18,57.018,55,62.191,52.0,7.3,39,512.93,25,7.3,19,38.426,11,38.28,36,4,45.5,2,1,1.131,4,7
5.194,22,19,2,57,21,52.022,52,57.777,46.5,5.8,35,398.49,25,3.8,22,35.989,5,34.455,30,1,48.1,6,0,1.111,3,3
5.0,22,19,2,63,21,57.789,58,64.607,48.5,5.2,37,426.55,27,3.4,26,39.512,5,37.509,32,1,46.6,8,0,1.114,3,4
5.222,23,19,5,58,22,54.116,54,60.647,47.0,3.7,35,413.52,24,9.3,23,36.79,7,35.278,31,1,44.4,5,0,1.123,2,5
5.367,23,19,5,56,22,53.116,53,59.647,45.0,3.8,33,401.51,23,9.4,23,35.79,7,34.278,30,1,43.4,4,0,1.125,2,7
6.777,24,17,9,84,22,79.345,79,89.846,60.0,3.8,47,591.82,29,11.4,37,51.722,13,48.899,42,2,36.7,12,0,1.137,3,8
5.2,24,20,8,69,22,66.145,65,74.106,55.0,4.6,42,518.61,26,12.3,27,42.961,12,41.967,38,2,40.0,6,0,1.14,3,8
5.6,14,15,2,32,12,30.273,30,33.226,29.0,3.3,21,270.73,15,6.7,11,22.131,4,21.219,19,2,50.0,0,1,1.108,1,1
6.658,22,18,4,39,22,36.149,36,40.013,37.0,0.0,26,320.8,18,11.1,13,26.688,5,25.547,23,0,50.0,0,1,1.111,0,3
6.879,33,26,7,64,33,60.647,59,67.038,60.5,1.7,44,527.55,28,11.9,20,41.398,11,41.229,39,0,47.5,2,0,1.136,1,6
5.0,24,20,8,72,22,69.029,68,77.522,56.0,4.4,43,532.64,27,11.8,29,44.722,12,43.494,39,2,39.7,7,0,1.14,3,8
4.523,21,19,2,53,18,53.032,51,57.646,47.0,7.8,35,590.39,22,3.9,18,37.563,11,35.824,33,3,43.1,3,0,1.13,4,8
6.535,33,26,7,61,33,56.225,56,62.604,56.5,1.8,40,459.55,27,12.5,21,39.824,8,38.552,35,0,48.2,1,0,1.118,1,6
5.523,37,30,9,115,34,109.327,108,122.435,88.0,4.6,68,852.07,44,8.3,47,72.075,17,69.256,61,3,40.7,14,0,1.134,5,12
5.0,23,19,6,69,22,64.541,65,73.182,52.0,1.5,39,466.64,28,9.2,30,43.625,7,41.165,35,0,43.1,8,0,1.126,1,7
4.62,23,19,6,66,22,61.658,62,69.766,51.0,1.6,38,452.61,27,9.7,28,41.864,7,39.638,34,0,43.5,7,0,1.125,1,7
7.398,22,17,8,75,22,69.301,70,79.384,52.0,0.0,41,482.7,28,11.4,34,45.944,8,43.02,36,0,40.0,11,0,1.134,0,5
6.699,9,10,0,51,6,50.894,50,56.448,33.0,14.0,27,364.43,19,0.0,24,31.318,7,30.325,26,3,38.0,9,0,1.129,7,1
5.6,12,10,2,29,11,28.556,27,30.569,27.5,11.1,21,282.67,12,7.4,8,19.216,7,19.505,19,1,44.4,2,1,1.132,3,1
5.559,20,18,4,46,18,45.785,44,50.338,42.0,4.5,31,400.39,20,9.1,15,30.074,9,30.353,29,2,45.5,2,0,1.144,2,4
6.77,22,18,5,56,22,51.789,52,58.438,44.0,1.9,33,385.51,23,9.6,23,35.336,6,33.563,29,0,44.2,5,0,1.124,1,4
7.824,22,18,6,75,22,69.309,70,79.012,52.0,1.4,41,482.69,29,8.6,34,46.148,7,43.218,36,0,41.4,11,0,1.129,1,5
7.489,28,22,8,73,28,68.185,68,76.707,58.0,1.5,44,541.11,29,11.8,29,46.733,10,44.508,39,0,42.6,7,1,1.128,1,8
6.7,22,18,2,53,21,52.407,50,56.72,47.5,10.0,36,478.48,22,4.0,17,34.597,11,34.695,33,1,44.0,4,0,1.134,5,7
6.8,19,16,6,60,18,58.712,57,65.113,47.0,8.8,37,470.51,22,10.5,23,37.097,12,36.827,34,1,38.6,6,0,1.142,5,7
6.229,17,12,8,60,16,57.749,57,65.351,43.0,5.3,34,426.54,20,14.0,26,36.262,11,35.057,31,1,35.1,8,0,1.147,3,7
6.745,17,12,8,60,16,57.749,57,65.351,43.0,5.3,34,426.54,20,14.0,26,36.262,11,35.057,31,1,35.1,8,0,1.147,3,7
5.0,20,19,4,71,18,66.432,67,75.225,50.0,3.0,39,468.65,29,6.0,32,44.591,6,41.89,35,2,43.3,10,0,1.123,2,7
4.0,9,9,2,23,6,23.836,23,25.87,22.0,13.0,15,204.2,10,8.7,8,15.659,5,15.768,15,2,43.5,0,0,1.125,3,2
5.423,22,17,5,41,22,38.574,38,42.456,39.0,0.0,28,370.26,18,13.2,13,28.551,7,27.396,25,0,47.4,1,2,1.117,0,3
7.812,28,22,8,70,28,65.301,65,73.292,57.0,1.5,43,527.08,28,12.3,27,44.972,10,42.981,38,0,43.1,6,1,1.128,1,7
5.301,22,17,7,57,22,53.432,53,59.963,46.0,1.9,35,435.96,22,13.2,22,36.443,9,34.906,31,0,41.5,5,1,1.131,1,5
5.298,22,17,7,69,22,65.523,66,74.83,48.0,0.0,37,478.1,26,10.6,32,43.796,8,40.826,34,0,39.4,9,1,1.134,0,11
5.901,22,17,6,46,22,43.142,43,48.323,40.0,0.0,29,409.32,19,14.0,17,30.955,7,29.314,26,0,44.2,2,0,1.124,0,3
5.748,22,17,6,49,22,45.796,46,51.896,40.0,0.0,29,344.46,20,13.0,20,31.364,6,29.816,26,0,43.5,3,0,1.128,0,3
5.68,22,17,5,41,22,38.251,38,42.512,38.0,0.0,27,335.82,18,13.2,14,27.693,6,26.569,24,0,47.4,1,1,1.119,0,3
5.921,24,17,7,57,22,54.512,54,61.149,47.0,3.7,34,437.58,21,13.0,23,36.688,10,34.981,31,2,38.9,4,0,1.132,2,5
7.337,23,18,5,56,20,51.982,52,57.943,49.0,1.9,35,427.57,24,9.6,21,37.222,7,35.223,31,2,46.2,5,0,1.114,1,4
8.35,23,18,8,85,22,80.05,80,90.843,59.0,3.8,47,570.77,31,10.0,38,51.83,11,49.218,42,1,38.8,13,0,1.136,3,8
7.796,22,17,5,59,22,54.672,55,61.853,45.0,1.8,34,399.54,24,9.1,25,37.097,6,35.09,30,0,43.6,7,0,1.125,1,6
4.796,14,14,2,53,12,49.578,50,55.983,37.0,4.0,29,348.48,22,4.0,24,33.296,4,31.267,26,2,44.0,8,0,1.12,2,6
7.398,22,18,4,54,22,49.687,50,55.939,43.0,2.0,32,370.49,23,8.0,22,34.33,5,32.542,28,0,46.0,5,0,1.119,1,4
4.42,27,21,5,63,26,58.749,59,65.773,53.0,1.7,38,467.64,27,8.5,25,41.745,7,39.277,34,0,45.8,5,0,1.115,1,6
4.903,25,22,6,69,22,66.967,66,74.604,55.0,7.6,41,516.61,27,9.1,28,43.682,11,42.497,38,3,40.9,5,0,1.13,5,12
5.6,22,18,3,46,21,44.76,43,48.759,43.5,4.7,32,417.44,20,7.0,14,30.716,9,30.518,29,1,46.5,2,0,1.134,2,5
6.301,20,19,3,47,17,47.734,45,51.188,45.5,11.1,34,559.26,20,6.7,13,33.091,12,32.793,32,3,44.4,1,0,1.138,5,7
5.155,23,21,3,52,18,53.018,50,56.467,52.0,10.0,38,651.81,22,6.0,14,38.358,14,37.334,36,5,44.0,1,1,1.129,5,8
5.4,22,16,6,46,21,43.833,43,48.059,42.5,2.3,31,430.98,18,14.0,15,32.449,10,30.679,28,1,41.9,2,1,1.118,1,6
5.553,17,13,6,49,17,46.2,46,52.026,37.5,2.2,29,368.51,18,13.0,20,31.466,8,29.718,26,0,39.1,5,0,1.131,1,4
