pXC50,Eig02_AEA.bo.,Eig03_AEA.ri.,Eig03_EA,SM11_AEA.bo.,Eig03_EA.ed.,SM12_AEA.dm.,Eig03_EA.ri.,Eig03_AEA.ed.,Eig03_AEA.bo.,Eig04_AEA.ed.,Eig04_EA.ri.,Eig04_EA.ed.,SM13_AEA.dm.,Eig04_EA,SM12_AEA.bo.,Eig04_AEA.ri.,Eig02_EA.bo.,SM12_AEA.ri.,piPC10,PCR,piPC09,SpMax2_Bh.e.,Hy,SpMax2_Bh.i.,MATS5m,Eig01_EA.ri.,SpMax_EA.ri.,PCD,MATS7s,MATS5s,MATS5e,CATS2D_05_DN,MATS7e,IC3,H.050,GGI9,SpDiam_EA.ri.,SpMax2_Bh.m.,SpMAD_AEA.bo.,SM14_EA.ri.,SM15_EA.ri.,nHDon,SpMax5_Bh.s.,SM03_EA.ri.,piID,SM11_EA.ri.,SM12_EA.ri.,SM13_EA.ri.,SAdon,ATSC3s,D.Dtr05,DELS,ATSC8s,Eig02_AEA.ed.,SpMax8_Bh.s.,GATS6p,SM09_EA.ri.,SpMax7_Bh.s.,X3Av,IC2,SM07_EA.ri.,PW2,CATS2D_02_DN,GATS7m,SM10_EA.ri.,Eig02_EA.ri.,Eig05_AEA.dm.
6.959,4.316,3.738,2.748,2.748,8.503,8.503,2.706,6.004,3.957,5.339,2.512,6.964,6.964,2.515,2.515,3.514,3.718,3.718,6.355,1.398,6.039,3.91,1.697,3.938,0.04,3.092,3.092,2.647,-0.029,-0.068,-0.089,1,-0.03,5.189,4,0.378,5.092,3.911,1.492,16.154,17.236,4,6.435,4.048,9.298,12.884,13.992,15.054,110.285,144.882,0.0,52.817,155.045,6.059,4.749,0.831,10.725,4.793,0.104,4.749,8.565,0.577,1,0.896,11.859,2.759,2.721
6.921,4.278,3.763,2.792,2.792,8.546,8.546,2.704,6.021,4.032,5.839,2.571,7.943,7.943,2.599,2.599,3.593,3.718,3.718,6.075,1.313,5.82,3.842,2.573,3.883,0.022,3.092,3.092,1.974,-0.125,-0.011,-0.052,2,-0.138,5.133,5,0.427,5.092,3.887,1.52,16.215,17.299,5,6.435,4.163,8.29,12.953,14.052,15.12,152.969,157.624,0.0,57.688,168.754,6.112,4.821,0.813,10.796,6.23,0.107,4.941,8.643,0.583,2,0.963,11.914,2.818,2.577
6.796,4.316,3.823,2.856,2.856,8.705,8.705,2.755,6.059,4.264,6.004,2.702,8.503,8.503,2.745,2.745,3.735,3.909,3.909,6.459,1.391,6.165,3.922,1.633,3.941,-0.06,3.092,3.092,2.729,0.009,-0.083,-0.132,1,0.017,5.315,4,0.478,5.092,3.919,1.478,16.262,17.34,4,6.435,4.203,9.706,13.009,14.11,15.168,110.285,143.997,0.0,60.771,170.371,6.165,4.789,0.896,10.858,4.931,0.098,4.978,8.708,0.577,1,0.828,11.984,2.772,2.775
7.119,4.381,3.777,2.802,2.802,8.611,8.611,2.736,6.034,4.277,6.014,2.682,8.532,8.532,2.735,2.735,3.722,3.871,3.871,7.16,1.505,6.905,3.929,4.093,3.954,-0.025,3.128,3.128,3.7,-0.015,-0.093,-0.084,1,-0.052,5.414,7,0.515,5.128,4.1,1.514,16.72,17.832,7,6.23,4.239,11.026,13.367,14.498,15.596,159.968,119.915,80.139,50.972,134.055,6.401,4.819,0.859,11.142,4.934,0.093,4.986,8.913,0.577,1,0.842,12.297,3.09,2.575
6.824,4.316,3.736,2.746,2.746,8.502,8.502,2.704,6.004,3.952,5.34,2.52,6.965,6.965,2.52,2.52,3.52,3.718,3.718,6.299,1.39,6.002,3.913,1.664,3.941,0.037,3.092,3.092,2.615,0.013,-0.057,-0.067,1,-0.002,5.261,4,0.347,5.092,3.911,1.484,16.155,17.236,4,6.435,4.048,9.319,12.885,13.993,15.054,110.285,143.684,0.0,53.094,157.448,6.059,4.749,0.845,10.725,4.793,0.107,4.846,8.565,0.574,1,0.864,11.862,2.759,2.719
5.0,4.639,4.093,3.15,3.15,10.327,10.327,3.039,6.54,4.529,6.497,2.954,10.306,10.306,3.08,3.08,4.067,4.43,4.43,6.799,1.285,6.643,4.031,4.408,4.057,0.015,3.596,3.596,2.246,-0.151,0.213,0.191,2,-0.164,5.854,8,0.716,5.596,4.484,1.507,18.253,19.49,8,7.419,4.836,10.128,14.569,15.797,17.017,181.924,202.842,314.375,97.561,523.451,7.221,6.343,1.081,12.148,6.351,0.135,5.183,9.751,0.586,2,1.1,13.376,3.219,3.36
6.523,4.373,3.754,2.767,2.767,8.755,8.755,2.724,6.091,4.001,5.882,2.53,8.043,8.043,2.545,2.545,3.544,3.888,3.888,6.678,1.38,6.609,4.023,1.564,4.054,0.027,3.166,3.166,2.883,-0.077,0.159,0.146,1,-0.117,5.414,4,0.255,5.166,3.968,1.515,16.689,17.806,3,4.738,4.095,10.462,13.315,14.456,15.557,77.48,59.248,70.576,34.593,81.598,6.54,4.049,1.048,11.077,4.293,0.104,4.843,8.832,0.577,1,1.291,12.249,3.04,3.13
6.602,4.373,3.754,2.767,2.767,8.755,8.755,2.724,6.091,4.001,5.882,2.53,8.043,8.043,2.545,2.545,3.544,3.888,3.888,6.678,1.38,6.609,4.023,1.564,4.054,0.027,3.166,3.166,2.883,-0.077,0.159,0.146,1,-0.117,5.414,4,0.255,5.166,3.968,1.515,16.689,17.806,3,4.738,4.095,10.462,13.315,14.456,15.557,77.48,59.248,70.576,34.593,81.598,6.54,4.049,1.048,11.077,4.293,0.104,4.843,8.832,0.577,1,1.291,12.249,3.04,3.13
6.387,4.25,3.791,2.817,2.817,9.023,9.023,2.732,6.131,4.095,5.312,2.346,6.851,6.851,2.373,2.373,3.363,3.721,3.721,7.036,1.396,6.776,3.871,1.855,3.938,0.027,3.092,3.092,2.687,0.205,-0.065,-0.096,0,0.249,4.665,4,0.127,5.092,3.958,1.501,16.258,17.346,4,4.835,3.975,9.476,12.968,14.083,15.153,108.815,73.693,81.305,26.05,60.944,6.165,3.747,0.885,10.787,4.165,0.1,4.187,8.6,0.579,1,1.033,11.931,2.881,1.926
7.469,4.381,3.823,2.856,2.856,8.705,8.705,2.758,6.059,4.316,6.004,2.703,8.503,8.503,2.745,2.745,3.735,3.952,3.952,6.883,1.531,7.026,3.94,1.573,3.963,-0.02,3.092,3.092,3.89,0.0,-0.053,-0.062,1,-0.007,5.352,4,0.418,5.092,4.045,1.503,16.556,17.649,4,6.435,4.238,11.223,13.249,14.369,15.446,110.285,140.227,0.0,54.649,151.974,6.401,4.788,0.851,11.054,4.897,0.098,4.794,8.853,0.582,1,0.858,12.203,3.03,2.775
6.377,4.529,4.048,3.053,3.053,10.326,10.326,3.032,6.54,4.295,5.941,2.618,8.293,8.293,2.68,2.68,3.662,3.89,3.89,6.565,1.316,6.418,3.987,2.24,4.022,0.016,3.564,3.564,2.393,-0.19,0.284,0.272,1,-0.2,5.478,5,0.369,5.564,4.084,1.513,18.012,19.25,5,6.351,4.556,9.954,14.32,15.551,16.774,132.622,137.443,235.358,66.905,289.229,6.658,4.774,0.961,11.892,4.97,0.121,4.984,9.488,0.586,2,1.047,13.125,3.058,3.13
5.824,4.411,3.78,2.793,2.793,8.701,8.701,2.748,6.047,3.997,5.796,2.526,7.835,7.835,2.548,2.548,3.544,3.738,3.738,6.349,1.31,6.166,3.859,3.484,3.904,0.052,3.14,3.14,2.081,-0.325,0.241,0.218,2,-0.34,5.133,6,0.235,5.14,4.082,1.539,16.634,17.747,6,6.351,4.269,8.794,13.289,14.413,15.514,165.083,118.144,69.201,49.217,229.743,6.501,4.314,1.24,11.073,4.969,0.105,4.937,8.86,0.591,1,1.149,12.214,3.042,2.346
6.699,4.248,3.739,2.753,2.753,8.506,8.506,2.703,5.987,3.955,5.853,2.539,7.8,7.8,2.631,2.631,3.603,3.686,3.686,6.811,1.299,6.612,3.934,2.345,3.974,0.052,3.436,3.436,2.138,-0.135,0.111,0.085,1,-0.126,5.094,5,0.311,5.436,3.89,1.489,17.412,18.62,4,6.351,4.242,9.281,13.803,15.01,16.201,121.388,108.52,110.508,48.372,172.933,6.145,4.334,1.225,11.432,4.604,0.104,4.552,9.084,0.58,1,1.177,12.645,2.88,2.9
6.252,4.488,3.832,2.859,2.859,9.299,9.299,2.78,6.236,4.088,5.98,2.588,8.422,8.422,2.676,2.676,3.647,4.119,4.119,6.864,1.372,6.744,4.045,1.543,4.067,-0.006,3.213,3.213,2.918,0.028,0.099,0.01,1,0.041,5.381,4,0.295,5.213,4.001,1.506,16.849,17.976,3,4.92,4.243,10.771,13.456,14.599,15.71,77.48,65.462,161.244,42.214,110.606,6.54,4.312,1.072,11.211,4.403,0.097,5.029,8.966,0.579,1,1.032,12.377,3.042,3.13
7.268,4.248,3.739,2.754,2.754,8.507,8.507,2.704,5.987,3.955,5.863,2.564,7.873,7.873,2.644,2.644,3.621,3.686,3.686,6.819,1.292,6.623,3.936,1.487,3.976,0.052,3.436,3.436,2.111,-0.191,0.153,0.127,1,-0.211,5.161,4,0.335,5.436,3.896,1.481,17.414,18.622,3,4.837,4.242,9.343,13.807,15.013,16.203,78.705,89.885,118.941,45.229,144.241,6.145,4.252,1.267,11.436,4.36,0.113,4.38,9.087,0.573,1,1.184,12.651,2.88,2.9
7.959,4.248,3.739,2.753,2.753,8.507,8.507,2.704,5.987,3.955,5.862,2.562,7.868,7.868,2.642,2.642,3.619,3.686,3.686,6.815,1.296,6.617,3.936,1.513,3.976,-0.003,3.436,3.436,2.124,-0.161,0.145,0.112,1,-0.172,5.168,4,0.311,5.436,3.895,1.493,17.414,18.622,3,4.837,4.242,9.313,13.806,15.013,16.203,78.705,90.515,114.686,44.485,147.045,6.145,4.251,1.139,11.436,4.36,0.11,4.437,9.087,0.575,1,1.156,12.649,2.88,2.9
7.959,4.248,3.739,2.753,2.753,8.507,8.507,2.704,5.987,3.955,5.862,2.544,7.868,7.868,2.642,2.642,3.612,3.686,3.686,6.815,1.296,6.617,3.934,1.543,3.974,0.005,3.436,3.436,2.124,-0.152,0.151,0.099,1,-0.117,5.128,4,0.311,5.436,3.891,1.493,17.412,18.62,3,4.837,4.242,9.313,13.804,15.01,16.201,78.705,94.478,114.686,46.625,147.55,6.145,4.323,1.173,11.433,4.603,0.104,4.612,9.085,0.575,1,1.15,12.646,2.88,2.9
7.046,4.42,3.767,2.784,2.784,8.809,8.809,2.727,6.104,4.02,5.886,2.525,8.075,8.075,2.574,2.574,3.557,3.979,3.979,6.723,1.381,6.578,4.036,1.598,4.062,-0.006,3.191,3.191,2.894,-0.087,0.151,0.12,1,-0.121,5.539,4,0.255,5.191,4.087,1.528,16.754,17.879,3,4.741,4.125,10.492,13.364,14.508,15.617,77.48,62.987,142.737,35.645,86.383,6.54,4.041,1.025,11.116,4.292,0.107,5.055,8.864,0.585,1,0.792,12.287,3.041,3.13
6.796,4.529,4.067,3.08,3.08,10.327,10.327,3.039,6.54,4.398,6.036,2.805,8.622,8.622,2.804,2.804,3.806,3.984,3.984,7.015,1.324,6.826,4.023,2.066,4.054,0.039,3.596,3.596,2.582,-0.146,0.209,0.177,1,-0.168,5.696,5,0.501,5.596,4.084,1.521,18.224,19.465,5,6.351,4.725,10.557,14.525,15.759,16.983,132.622,131.067,283.306,76.669,328.105,7.221,4.854,1.123,12.092,4.971,0.121,5.044,9.682,0.587,2,1.091,13.329,3.219,3.13
6.143,4.557,3.861,2.871,2.871,9.296,9.296,2.835,6.26,4.349,6.108,2.474,8.792,8.792,2.637,2.637,3.579,4.268,4.268,7.886,1.482,7.771,4.022,-0.345,4.061,-0.017,3.307,3.307,4.036,-0.02,0.018,0.014,0,-0.13,5.154,1,0.403,5.307,4.099,1.544,17.045,18.203,0,4.704,4.308,12.41,13.573,14.739,15.879,0.0,45.076,187.679,37.322,72.057,6.925,4.223,0.963,11.283,4.27,0.124,4.566,9.006,0.59,0,1.125,12.466,2.955,2.916
6.301,4.556,3.861,2.871,2.871,9.293,9.293,2.835,6.259,4.349,6.107,2.474,8.785,8.785,2.634,2.634,3.578,4.267,4.267,7.806,1.502,7.721,4.02,-0.31,4.06,-0.048,3.307,3.307,4.127,-0.006,-0.013,-0.022,0,-0.095,5.067,1,0.202,5.307,4.087,1.541,17.043,18.201,0,4.704,4.224,12.355,13.567,14.735,15.876,0.0,41.528,164.522,35.452,71.716,6.924,3.899,1.051,11.271,4.27,0.115,4.382,8.983,0.589,0,1.123,12.457,2.954,2.871
5.921,4.553,3.628,2.692,2.692,8.981,8.981,2.512,6.213,3.912,5.405,2.177,6.519,6.519,2.381,2.381,3.297,4.248,4.248,7.255,1.384,7.013,3.983,-0.234,4.0,-0.036,3.301,3.301,2.923,0.067,-0.113,-0.115,0,0.023,4.97,1,0.123,5.301,4.087,1.538,16.917,18.084,0,4.704,4.072,10.541,13.417,14.591,15.744,0.0,46.738,156.195,37.257,73.304,6.923,3.899,1.004,11.106,4.254,0.122,4.542,8.808,0.59,0,0.916,12.295,2.931,2.906
5.048,4.553,3.631,2.692,2.692,8.981,8.981,2.52,6.213,3.912,5.405,2.256,6.519,6.519,2.381,2.381,3.331,4.248,4.248,7.255,1.384,7.013,3.983,-0.234,4.003,-0.075,3.301,3.301,2.923,0.051,-0.107,-0.096,0,0.025,4.97,1,0.123,5.301,4.087,1.538,16.921,18.088,0,4.704,4.103,10.541,13.424,14.597,15.748,0.0,58.248,156.195,43.665,93.311,6.923,3.899,0.975,11.117,4.378,0.118,4.542,8.824,0.59,0,1.026,12.304,2.932,2.885
6.0,4.395,3.735,2.748,2.748,8.382,8.382,2.7,5.965,3.919,5.434,2.504,7.194,7.194,2.555,2.555,3.533,3.574,3.574,5.762,1.193,5.838,3.908,3.017,3.941,0.056,3.595,3.595,1.394,-0.17,0.314,0.281,0,-0.192,5.265,6,0.395,5.595,3.845,1.501,18.131,19.384,6,7.419,4.561,8.604,14.391,15.638,16.879,148.734,176.669,138.921,79.045,360.022,7.22,4.883,1.141,11.928,6.343,0.135,4.783,9.494,0.581,2,1.045,13.177,3.214,3.351
6.0,4.528,3.647,2.673,2.673,8.186,8.186,2.628,5.922,4.234,5.487,2.548,7.351,7.351,2.619,2.619,3.607,4.474,4.474,7.763,1.61,7.464,4.052,0.853,4.027,0.138,3.086,3.086,4.684,-0.109,0.342,0.272,1,-0.104,5.34,3,0.219,5.086,4.08,1.56,16.409,17.5,3,4.972,4.209,12.359,13.112,14.228,15.301,75.874,63.732,182.828,43.34,74.539,6.539,4.312,1.261,10.934,4.632,0.125,4.778,8.758,0.592,1,1.253,12.076,3.002,2.768
5.0,4.529,4.067,3.08,3.08,10.327,10.327,3.039,6.54,4.394,5.942,2.62,8.299,8.299,2.683,2.683,3.665,3.981,3.981,6.833,1.319,6.71,4.015,2.066,4.047,0.053,3.595,3.595,2.527,-0.177,0.269,0.245,1,-0.203,5.483,5,0.525,5.595,4.084,1.514,18.201,19.445,5,6.351,4.669,10.455,14.489,15.728,16.957,132.622,131.836,284.335,75.404,322.721,7.22,4.78,1.111,12.047,4.97,0.124,4.841,9.628,0.583,2,1.071,13.289,3.215,3.13
5.0,3.891,3.212,2.216,2.216,6.031,6.031,2.184,5.101,3.557,4.904,1.737,5.46,5.46,1.924,1.924,2.849,3.107,3.107,5.361,1.236,5.643,3.644,1.366,3.684,0.027,2.951,2.951,1.437,0.024,0.09,0.048,0,0.086,4.607,3,0.016,4.951,3.64,1.48,15.267,16.321,3,4.379,3.45,7.529,12.069,13.157,14.19,75.289,78.689,0.0,26.124,30.082,5.952,3.399,1.099,9.957,3.702,0.088,4.282,7.847,0.58,0,0.768,11.078,2.508,2.365
6.444,4.57,4.097,3.194,3.194,11.589,11.589,2.869,6.922,4.413,6.259,2.798,9.293,9.293,2.87,2.87,3.859,4.273,4.273,7.973,1.496,7.856,4.029,-0.272,4.066,-0.105,3.308,3.308,4.248,0.005,-0.109,-0.138,0,-0.029,5.232,1,0.349,5.308,4.093,1.57,17.139,18.289,0,6.999,4.445,12.804,13.691,14.848,15.982,0.0,68.515,194.434,65.403,154.686,7.112,4.642,1.009,11.416,4.883,0.109,4.669,9.149,0.605,0,1.038,12.589,2.975,3.293
6.824,4.471,3.85,2.862,2.862,9.203,9.203,2.801,6.204,4.345,6.049,2.544,8.54,8.54,2.635,2.635,3.598,4.253,4.253,7.767,1.495,7.698,4.009,-0.304,4.051,0.032,3.305,3.305,4.14,-0.104,-0.002,-0.01,0,-0.145,5.28,1,0.272,5.305,4.071,1.532,17.004,18.16,0,4.883,4.292,12.505,13.538,14.703,15.84,0.0,57.961,180.595,46.144,75.189,6.762,4.27,1.037,11.256,4.383,0.116,4.718,8.987,0.594,0,1.189,12.437,2.913,2.952
5.0,4.278,3.345,2.339,2.339,6.521,6.521,2.34,5.277,3.647,4.981,1.754,5.59,5.59,1.93,1.93,2.853,3.95,3.95,5.567,1.244,5.82,3.745,1.415,3.742,0.109,3.376,3.376,1.512,-0.092,0.12,0.101,0,-0.027,4.593,3,0.016,5.376,3.982,1.49,17.092,18.296,3,4.924,3.915,7.716,13.489,14.693,15.886,73.683,113.157,0.0,35.876,34.095,6.407,3.697,1.06,11.107,4.002,0.121,4.28,8.741,0.596,0,0.658,12.317,2.736,2.326
5.921,4.57,3.866,2.879,2.879,9.31,9.31,2.839,6.266,4.35,6.115,2.534,8.839,8.839,2.759,2.759,3.684,4.283,4.283,7.914,1.501,7.808,4.025,-0.275,4.061,-0.071,3.308,3.308,4.208,0.041,-0.045,-0.034,0,0.05,5.357,1,0.338,5.308,4.12,1.544,17.058,18.215,0,4.883,4.316,12.613,13.59,14.755,15.894,0.0,70.376,177.454,50.628,101.431,6.927,4.285,1.003,11.303,4.384,0.113,4.778,9.027,0.599,0,0.999,12.484,2.961,3.232
7.745,4.42,3.767,2.784,2.784,8.809,8.809,2.727,6.104,4.02,5.886,2.525,8.075,8.075,2.574,2.574,3.557,3.979,3.979,6.723,1.381,6.578,4.036,1.598,4.062,-0.006,3.191,3.191,2.894,-0.087,0.151,0.12,1,-0.121,5.539,4,0.255,5.191,4.087,1.528,16.754,17.879,3,4.741,4.125,10.492,13.364,14.508,15.617,77.48,62.987,142.737,35.645,86.383,6.54,4.041,1.025,11.116,4.292,0.107,5.055,8.864,0.585,1,0.792,12.287,3.041,3.13
5.367,3.981,3.364,2.437,2.437,7.597,7.597,2.245,5.731,3.789,4.684,1.535,4.768,4.768,1.769,1.769,2.643,3.495,3.495,6.173,1.347,6.256,3.685,-0.116,3.698,-0.021,3.009,3.009,2.085,-0.261,0.018,-0.01,0,-0.193,4.182,1,0.0,4.967,3.856,1.485,15.529,16.608,1,4.488,3.483,8.097,12.281,13.376,14.438,42.683,30.397,45.749,24.966,51.695,5.889,3.369,1.088,10.134,3.554,0.081,4.111,7.992,0.568,0,1.578,11.249,2.536,1.942
4.481,4.028,3.518,2.532,2.532,7.091,7.091,2.496,5.544,3.895,5.327,2.343,6.736,6.736,2.345,2.345,3.351,3.367,3.367,5.056,1.154,5.085,3.88,1.697,3.917,-0.097,2.991,2.991,1.054,-0.096,0.098,0.009,0,-0.131,5.164,4,0.166,4.991,3.802,1.479,15.801,16.857,4,6.493,3.966,7.917,12.612,13.692,14.728,93.3,118.662,103.74,50.411,185.65,6.339,4.288,1.059,10.506,4.391,0.096,4.813,8.403,0.571,0,1.007,11.613,2.827,3.09
7.509,4.42,3.767,2.784,2.784,8.809,8.809,2.727,6.104,4.02,5.886,2.525,8.075,8.075,2.574,2.574,3.557,3.979,3.979,6.723,1.381,6.578,4.036,1.598,4.062,-0.006,3.191,3.191,2.894,-0.087,0.151,0.12,1,-0.121,5.539,4,0.255,5.191,4.087,1.528,16.754,17.879,3,4.741,4.125,10.492,13.364,14.508,15.617,77.48,62.987,142.737,35.645,86.383,6.54,4.041,1.025,11.116,4.292,0.107,5.055,8.864,0.585,1,0.792,12.287,3.041,3.13
6.921,4.248,3.823,2.847,2.847,8.952,8.952,2.763,6.145,3.982,5.983,2.695,8.492,8.492,2.742,2.742,3.729,3.687,3.687,6.82,1.292,6.622,3.938,1.487,3.977,0.019,3.437,3.437,2.111,-0.144,0.116,0.081,1,-0.158,5.15,4,0.351,5.437,3.904,1.494,17.442,18.647,3,4.837,4.324,9.343,13.848,15.049,16.236,78.705,90.588,118.769,45.5,161.973,6.246,4.274,1.108,11.487,4.379,0.118,4.517,9.149,0.582,1,1.171,12.695,2.88,2.9
4.301,4.122,3.457,2.502,2.502,7.828,7.828,2.364,5.834,3.841,5.077,1.765,5.651,5.651,1.911,1.911,2.838,3.718,3.718,6.376,1.348,6.442,3.792,-0.198,3.82,-0.038,3.052,3.052,2.141,-0.2,0.031,0.002,0,-0.243,4.37,1,0.0,5.021,3.743,1.504,15.766,16.855,1,4.488,3.609,8.29,12.488,13.593,14.665,42.683,30.084,49.049,23.577,90.579,6.086,3.564,1.235,10.321,3.783,0.073,4.165,8.157,0.576,0,1.395,11.447,2.628,2.006
9.602,4.161,3.646,2.659,2.659,8.217,8.217,2.609,5.923,3.862,5.094,2.096,5.848,5.848,2.092,2.092,3.095,3.36,3.36,6.361,1.315,6.175,3.853,2.596,3.893,0.069,3.051,3.051,2.098,0.004,0.15,0.121,1,-0.003,5.135,5,0.209,5.051,3.775,1.509,16.233,17.322,5,6.351,3.999,8.752,12.941,14.053,15.129,134.758,107.324,65.591,43.338,132.011,6.411,4.24,0.891,10.756,4.313,0.091,4.931,8.57,0.577,1,1.027,11.895,2.982,3.063
7.102,4.428,3.772,2.786,2.786,8.819,8.819,2.738,6.107,4.019,5.886,2.538,8.072,8.072,2.575,2.575,3.564,3.989,3.989,6.797,1.378,6.643,4.039,1.568,4.065,0.066,3.199,3.199,2.905,0.015,0.152,0.115,1,0.036,5.574,4,0.264,5.199,3.991,1.514,16.783,17.909,3,4.857,4.172,10.593,13.391,14.535,15.645,77.48,62.183,148.896,37.874,95.269,6.54,4.266,1.024,11.145,4.313,0.1,5.124,8.898,0.58,1,1.121,12.314,3.041,3.13
6.62,4.248,3.739,2.753,2.753,8.507,8.507,2.704,5.987,3.955,5.862,2.562,7.868,7.868,2.642,2.642,3.619,3.686,3.686,6.815,1.296,6.617,3.936,1.513,3.976,-0.003,3.436,3.436,2.124,-0.161,0.145,0.112,1,-0.172,5.168,4,0.311,5.436,3.895,1.493,17.414,18.622,3,4.837,4.242,9.313,13.806,15.013,16.203,78.705,90.515,114.686,44.485,147.045,6.145,4.251,1.139,11.436,4.36,0.11,4.437,9.087,0.575,1,1.156,12.649,2.88,2.9
6.678,4.248,3.742,2.757,2.757,8.508,8.508,2.705,5.988,3.956,5.89,2.611,8.004,8.004,2.685,2.685,3.663,3.686,3.686,6.82,1.292,6.621,3.937,1.487,3.977,-0.041,3.436,3.436,2.111,-0.155,0.158,0.128,1,-0.164,5.113,4,0.331,5.436,3.898,1.511,17.419,18.626,3,4.837,4.324,9.343,13.817,15.021,16.21,78.705,89.387,118.864,45.264,141.74,6.145,4.273,1.095,11.452,4.373,0.11,4.528,9.115,0.583,1,1.132,12.663,2.88,2.9
5.886,4.206,3.547,2.564,2.564,7.951,7.951,2.506,5.859,3.911,5.213,2.006,6.245,6.245,2.156,2.156,3.095,3.827,3.827,7.598,1.477,7.283,3.869,-0.265,3.894,-0.064,2.946,2.946,3.256,-0.077,-0.137,-0.142,0,-0.104,4.631,1,0.107,4.946,3.846,1.515,15.457,16.495,1,4.592,3.625,10.084,12.295,13.376,14.391,42.683,31.306,55.93,23.226,38.255,6.14,3.674,1.056,10.201,3.762,0.09,4.171,8.098,0.575,0,1.47,11.322,2.684,1.991
8.319,4.161,3.656,2.659,2.659,8.217,8.217,2.64,5.923,3.862,5.094,2.096,5.848,5.848,2.092,2.092,3.095,3.36,3.36,6.361,1.315,6.175,3.855,3.468,3.895,0.074,3.053,3.053,2.098,0.007,0.146,0.12,0,-0.006,5.134,6,0.209,5.053,3.777,1.509,16.25,17.34,6,4.971,4.012,8.752,12.958,14.07,15.146,124.972,102.282,65.591,40.097,120.935,6.411,4.24,0.903,10.774,4.312,0.092,4.879,8.587,0.577,0,1.027,11.912,2.982,3.063
6.959,4.42,3.767,2.784,2.784,8.809,8.809,2.727,6.104,4.02,5.886,2.525,8.075,8.075,2.574,2.574,3.557,3.979,3.979,6.723,1.381,6.578,4.036,1.598,4.062,-0.006,3.191,3.191,2.894,-0.087,0.151,0.12,1,-0.121,5.539,4,0.255,5.191,4.087,1.528,16.754,17.879,3,4.741,4.125,10.492,13.364,14.508,15.617,77.48,62.987,142.737,35.645,86.383,6.54,4.041,1.025,11.116,4.292,0.107,5.055,8.864,0.585,1,0.792,12.287,3.041,3.13
7.328,4.425,3.775,2.79,2.79,8.836,8.836,2.741,6.109,4.026,5.889,2.546,8.105,8.105,2.593,2.593,3.577,3.987,3.987,6.809,1.375,6.675,4.041,1.54,4.066,0.014,3.196,3.196,2.913,-0.049,0.14,0.098,1,-0.078,5.628,4,0.295,5.196,3.992,1.511,16.779,17.904,3,4.842,4.172,10.686,13.39,14.534,15.642,77.48,65.905,155.705,38.598,97.537,6.54,4.26,1.024,11.145,4.313,0.1,5.2,8.899,0.576,1,1.146,12.314,3.041,3.13
6.77,4.248,3.739,2.754,2.754,8.507,8.507,2.704,5.987,3.955,5.863,2.564,7.873,7.873,2.644,2.644,3.621,3.686,3.686,6.819,1.292,6.623,3.936,1.487,3.976,0.052,3.436,3.436,2.111,-0.191,0.153,0.127,1,-0.211,5.161,4,0.335,5.436,3.896,1.481,17.414,18.622,3,4.837,4.242,9.343,13.807,15.013,16.203,78.705,89.885,118.941,45.229,144.241,6.145,4.252,1.267,11.436,4.36,0.113,4.38,9.087,0.573,1,1.184,12.651,2.88,2.9
5.0,3.853,3.089,2.055,2.055,4.928,4.928,2.105,4.673,3.446,4.587,1.819,4.561,4.561,1.8,1.8,2.818,2.996,2.996,0.0,1.053,1.386,3.709,5.139,3.759,0.014,2.946,2.946,0.273,-0.053,0.218,0.119,0,-0.014,4.471,7,0.0,4.803,3.604,1.459,15.388,16.442,7,4.894,3.633,5.421,12.212,13.281,14.323,141.083,114.751,0.0,34.552,140.333,5.934,3.994,1.014,10.106,4.245,0.109,4.294,8.001,0.566,0,0.924,11.194,2.692,2.402
7.0,4.424,3.774,2.789,2.789,8.832,8.832,2.741,6.108,4.025,5.889,2.545,8.1,8.1,2.589,2.589,3.575,3.986,3.986,6.76,1.378,6.636,4.039,1.568,4.065,0.045,3.196,3.196,2.905,-0.062,0.146,0.102,1,-0.087,5.574,4,0.255,5.196,3.991,1.514,16.779,17.904,3,4.857,4.172,10.593,13.389,14.533,15.642,77.48,62.215,149.081,37.659,97.251,6.54,4.259,1.038,11.144,4.313,0.1,5.124,8.898,0.58,1,1.149,12.313,3.041,3.13
5.0,3.9,3.516,2.526,2.526,6.971,6.971,2.498,5.342,3.874,4.997,2.262,5.931,5.931,2.24,2.24,3.257,3.268,3.268,4.651,1.172,4.536,3.865,3.447,3.903,0.063,2.976,2.976,1.071,-0.121,0.235,0.14,0,-0.174,4.93,6,0.164,4.976,3.784,1.473,15.595,16.642,6,4.895,3.918,7.284,12.426,13.503,14.527,104.43,124.897,0.0,45.421,172.418,5.937,4.564,0.893,10.338,4.804,0.102,4.523,8.256,0.57,0,1.05,11.445,2.705,3.279
8.523,3.91,3.089,2.06,2.06,5.094,5.094,2.097,4.84,3.451,4.599,1.929,4.819,4.819,1.906,1.906,2.929,3.071,3.071,0.0,1.065,1.386,3.705,4.059,3.744,-0.246,3.078,3.078,0.342,0.072,0.024,-0.07,0,0.095,4.572,6,0.0,4.941,3.619,1.469,15.889,16.992,6,6.493,3.775,5.595,12.583,13.691,14.782,150.87,170.559,0.0,45.581,210.539,5.957,4.21,0.974,10.399,4.882,0.091,4.44,8.226,0.577,1,0.883,11.517,2.694,3.069
