pXC50,Eta_beta,CATS2D_08_DD,P_VSA_e_3,Eig07_AEA.bo.,Eta_FL,D.Dtr09,TPSA.Tot.,Eta_betaP,DECC,P_VSA_m_2,CATS2D_08_DP,Eig07_EA.bo.,Ui,SpMax3_Bh.p.,X0sol,SpMax3_Bh.v.,Eig08_AEA.bo.,Eig09_EA.ed.,SM04_AEA.ri.,Eta_F,SpMax2_Bh.i.,Eig07_EA,SM15_AEA.bo.,CATS2D_06_DL,Vindex,UNIP,H.050,nHDon,Eig09_AEA.dm.,SssNH,SMTIV,SMTI,Eig09_AEA.ri.,Eig09_EA.ri.,Xindex,Eig09_EA,SM03_AEA.dm.,ZM2Mad,MSD,LPRS,P_VSA_MR_6,GMTI,nBM,Uc,Chi0_EA.dm.,X3sol,Eig08_EA.ri.,Hy,Eig07_AEA.ri.,SpMax2_Bh.e.,Eig09_AEA.bo.,Yindex,Eig08_AEA.ri.,piPC01,SCBO,Eig15_AEA.dm.,CATS2D_05_DL,X0,Eig08_AEA.dm.,Eig06_AEA.bo.,SpMax3_Bh.m.,N.069,Eig08_EA.bo.,IDE,Chi1_EA.dm.,SpMax6_Bh.m.,X4sol,Eig08_EA,SM02_AEA.dm.
5.4,36.0,0,34.796,2.869,7.482,0.0,51.22,20.0,1.846,189.697,0,1.987,3.459,3.638,17.648,3.646,2.725,2.584,2.584,27.305,3.952,1.478,1.478,1,0.207,105.0,1,1,1.15,2.879,13742.0,7989.0,2.057,1.053,0.33,1.08,1.08,164.474,6.695,128.602,127.981,8214.0,19,4.322,14.648,8.887,1.249,-0.37,2.421,3.925,2.548,0.556,2.258,3.664,38.0,-0.365,2,18.518,1.619,2.953,3.693,0,1.806,3.645,18.717,2.993,6.983,1.266,1.266
5.5,46.75,0,114.138,3.429,8.992,212.9,96.21,26.0,1.537,220.354,0,2.726,4.044,3.756,23.568,3.748,3.236,4.451,4.451,37.054,4.062,2.059,2.059,4,0.182,123.0,1,1,2.026,0.0,22109.0,12388.0,2.513,1.486,0.279,1.547,1.547,268.765,6.438,164.574,117.815,13221.0,25,4.7,21.112,13.563,1.541,-0.341,2.994,4.022,3.024,0.518,2.605,3.961,51.5,0.84,2,22.568,2.178,3.537,3.976,0,2.317,3.555,23.59,3.273,12.09,1.679,1.679
5.4,48.75,0,102.919,3.374,9.666,128.372,104.82,26.5,2.073,268.428,0,2.761,3.954,3.806,23.493,3.804,3.04,4.21,4.21,38.539,4.077,1.924,1.924,3,0.153,154.0,3,3,1.691,6.252,26798.0,16500.0,2.523,1.507,0.243,1.552,1.552,230.388,7.729,182.674,129.747,17613.0,28,4.858,20.292,12.25,1.818,0.811,2.885,4.04,3.034,0.417,2.834,3.98,52.5,0.957,5,23.493,1.972,3.609,3.818,0,2.301,3.854,31.925,3.283,10.762,1.839,1.839
5.4,42.0,0,75.841,3.41,7.191,0.0,99.69,17.0,2.305,194.346,0,2.485,3.17,3.733,25.941,3.721,3.084,4.075,4.075,34.376,3.975,2.154,2.154,3,0.153,181.0,2,2,1.941,6.443,29623.0,20206.0,2.516,1.503,0.242,1.539,1.539,260.685,8.077,203.531,76.512,21526.0,14,3.907,35.279,14.224,1.87,0.162,3.098,3.939,2.891,0.413,2.928,3.912,49.0,1.0,0,25.941,2.176,3.48,3.721,0,2.136,3.907,56.934,3.316,12.022,1.976,1.976
6.7,28.25,0,51.337,2.703,4.909,0.0,86.02,13.5,1.771,137.868,0,1.776,3.248,3.774,16.709,3.752,2.513,2.465,2.465,16.972,3.946,1.37,1.37,1,0.185,90.0,2,2,1.061,3.112,10012.0,6679.0,2.0,1.0,0.293,1.0,1.0,183.567,6.27,115.093,71.436,7169.0,16,4.087,5.939,9.862,1.119,0.255,2.347,3.887,2.5,0.501,2.154,3.597,35.5,-0.704,2,16.355,1.266,2.895,3.747,0,1.513,3.547,5.692,2.941,8.356,1.213,1.213
5.5,23.5,0,34.796,2.481,4.711,106.618,71.19,11.0,1.252,107.024,0,1.474,3.0,3.294,13.405,3.301,2.095,1.161,1.161,16.044,3.734,1.197,1.197,2,0.278,52.0,2,2,0.983,2.795,5273.0,3004.0,1.494,0.496,0.417,0.509,0.509,134.223,4.58,80.876,54.17,3001.0,12,3.7,12.088,7.24,0.83,0.393,2.199,3.704,1.951,0.817,1.841,3.367,28.0,-0.99,2,13.405,1.48,2.694,3.395,0,1.005,3.045,10.17,2.848,6.141,0.863,0.863
7.1,45.0,1,103.715,3.382,9.041,142.349,137.38,24.5,2.125,245.971,1,2.69,3.807,3.784,22.311,3.777,3.292,4.028,4.028,36.753,3.975,1.978,1.978,7,0.166,155.0,5,5,1.802,7.804,25747.0,14337.0,2.465,1.443,0.267,1.489,1.489,238.95,7.901,170.226,157.28,14948.0,24,4.644,21.624,12.077,1.689,2.376,2.936,3.944,2.94,0.439,2.792,3.892,48.0,0.78,8,22.828,2.142,3.482,3.813,1,2.523,3.878,25.287,3.339,10.7,1.873,1.873
6.4,41.0,1,102.49,3.232,8.298,118.978,106.07,23.0,2.025,236.137,1,2.455,3.7,3.722,18.803,3.736,2.978,2.687,2.687,29.646,3.967,1.795,1.795,5,0.167,120.0,4,4,1.088,5.597,16109.0,9501.0,2.031,1.026,0.27,1.065,1.065,182.808,7.206,136.301,144.694,10133.0,23,4.585,17.311,9.905,1.422,1.698,2.795,3.933,2.553,0.438,2.448,3.761,42.0,-0.076,8,18.803,1.539,3.419,3.779,1,2.186,3.751,22.301,2.967,8.46,1.494,1.494
7.9,42.0,0,72.717,3.304,8.501,131.029,106.27,19.0,2.09,202.317,0,2.417,3.585,3.715,24.156,3.729,3.199,4.556,4.556,34.511,3.96,1.971,1.971,6,0.157,151.0,4,4,1.888,5.927,27261.0,16234.0,2.661,1.611,0.247,1.718,1.718,246.921,7.584,182.048,91.692,17419.0,19,4.322,32.179,13.13,1.747,1.546,2.949,3.934,2.968,0.427,2.792,3.912,49.0,0.882,5,23.656,2.234,3.479,3.799,0,2.396,3.828,47.172,3.274,11.314,1.842,1.842
5.7,27.0,0,36.695,2.798,5.134,0.0,82.86,12.5,1.149,135.977,0,1.792,3.0,3.607,17.361,3.607,2.5,2.136,2.136,20.664,3.875,1.278,1.278,2,0.33,67.0,1,1,1.05,0.0,7987.0,4646.0,1.984,0.983,0.494,1.0,1.0,155.888,5.059,105.358,34.304,4398.0,10,3.459,16.136,8.119,1.093,-0.284,2.257,3.827,2.233,0.984,2.107,3.466,31.0,-0.807,3,17.361,1.374,2.938,3.617,0,1.5,3.127,23.584,2.702,5.816,1.155,1.155
5.4,46.5,0,86.317,3.255,9.236,135.952,88.49,26.0,1.75,252.328,0,2.529,3.954,3.819,22.623,3.811,2.977,3.344,3.344,36.594,4.038,1.831,1.831,1,0.169,134.0,2,2,1.442,2.93,22524.0,14205.0,2.415,1.412,0.262,1.422,1.422,224.483,6.988,173.368,142.782,15113.0,28,4.858,16.433,12.159,1.538,0.162,2.802,3.991,2.882,0.476,2.543,3.961,51.5,0.834,2,22.623,1.612,3.541,3.801,0,2.167,3.685,24.041,3.276,10.76,1.552,1.552
5.4,36.0,0,69.593,2.994,7.359,0.0,66.91,18.5,1.538,167.093,0,2.211,3.392,3.416,17.397,3.416,2.872,2.673,2.673,28.884,3.949,1.552,1.552,3,0.218,101.0,2,2,1.489,4.778,16923.0,7579.0,2.069,1.045,0.344,1.146,1.146,211.094,6.344,127.536,75.792,7688.0,18,4.248,18.345,9.271,1.364,0.403,2.506,3.909,2.573,0.594,2.413,3.651,37.5,0.297,3,18.897,1.727,3.259,3.704,0,1.991,3.527,25.308,3.24,7.382,1.461,1.461
5.9,40.0,0,54.706,3.153,7.77,0.0,84.4,20.0,1.767,207.552,0,2.462,3.644,3.663,21.25,3.685,3.029,4.0,4.0,31.02,3.894,1.732,1.732,0,0.193,121.0,1,1,1.66,2.97,17549.0,10876.0,2.606,1.578,0.3,1.634,1.634,209.127,6.661,153.137,107.743,11253.0,22,4.524,15.508,10.861,1.665,-0.349,2.711,3.865,2.732,0.536,2.677,3.818,44.5,0.604,0,21.25,1.825,3.316,3.77,0,2.068,3.581,24.392,3.23,9.908,1.687,1.687
5.4,39.0,1,85.704,2.82,7.943,0.0,89.27,20.5,1.791,240.987,1,1.922,3.459,3.651,21.347,3.659,2.73,2.81,2.81,31.041,3.952,1.579,1.579,6,0.213,122.0,4,4,1.452,6.445,17872.0,11190.0,2.235,1.226,0.334,1.253,1.253,180.313,7.005,154.704,121.616,11366.0,19,4.322,22.508,10.257,1.36,1.564,2.551,3.925,2.598,0.585,2.377,3.761,42.0,0.323,4,21.347,1.62,3.185,3.708,0,1.815,3.678,34.0,3.098,8.269,1.405,1.405
5.4,36.0,0,107.513,3.019,7.199,122.605,103.17,16.0,2.126,207.527,0,2.116,3.322,3.65,20.217,3.658,2.888,3.034,3.034,26.669,3.952,1.573,1.573,0,0.16,135.0,4,4,1.474,3.403,18077.0,11712.0,2.339,1.327,0.259,1.341,1.341,192.955,7.771,150.728,77.616,12401.0,17,4.17,21.255,10.405,1.397,1.663,2.54,3.882,2.774,0.415,2.413,3.738,41.0,0.1,2,20.217,1.634,3.117,3.727,0,1.979,3.87,31.619,3.166,8.607,1.438,1.438
6.0,34.5,0,82.873,3.056,6.64,0.0,106.35,20.0,1.44,183.723,0,2.261,3.524,3.571,16.863,3.532,2.5,2.275,2.275,24.878,4.002,1.559,1.559,1,0.234,79.0,3,3,1.0,2.544,9422.0,5384.0,2.0,1.0,0.364,1.0,1.0,201.28,5.706,107.332,106.295,5489.0,19,4.322,12.483,9.609,1.003,1.075,2.546,3.995,2.436,0.647,2.006,3.597,35.5,-0.879,0,16.613,1.223,3.183,3.717,1,1.5,3.397,8.394,2.819,7.602,1.032,1.032
5.4,38.25,0,70.818,2.891,7.797,0.0,82.8,21.5,1.462,202.523,0,2.054,3.459,3.693,17.225,3.696,2.838,2.943,2.943,27.561,3.915,1.44,1.44,2,0.21,84.0,3,3,1.35,9.53,11180.0,6602.0,2.148,1.142,0.323,1.148,1.148,172.06,5.659,118.845,113.61,6996.0,19,4.322,26.994,9.407,1.308,0.966,2.405,3.876,2.643,0.599,2.334,3.664,38.0,-0.145,0,17.225,1.448,3.176,3.72,0,1.983,3.361,48.592,2.949,8.155,1.375,1.375
5.4,30.25,0,85.153,2.917,5.35,84.619,66.49,14.5,1.444,159.551,0,2.108,3.17,3.605,16.148,3.617,2.527,2.557,2.557,18.376,3.952,1.455,1.455,2,0.208,75.0,2,2,1.035,3.44,8708.0,5496.0,2.0,1.0,0.32,1.027,1.027,165.584,5.481,106.676,46.306,5897.0,16,4.087,11.088,8.698,1.321,0.321,2.4,3.891,2.427,0.586,2.351,3.555,34.0,-0.705,1,15.648,1.408,3.046,3.711,0,1.54,3.317,19.407,2.983,7.921,1.38,1.38
5.4,23.75,0,0.0,2.606,4.714,0.0,47.28,11.0,1.18,74.102,0,1.611,2.807,3.197,11.991,3.225,2.302,0.0,0.0,18.965,3.822,1.353,1.353,0,0.289,56.0,0,0,1.013,0.0,6999.0,3273.0,0.971,0.0,0.429,0.0,0.0,154.446,4.486,85.99,53.496,3258.0,9,3.322,16.524,6.627,0.951,-0.689,2.345,3.792,1.457,0.866,1.963,3.367,28.0,-0.632,0,14.491,1.403,2.892,3.396,0,1.205,2.985,20.068,2.781,5.934,0.943,0.943
5.4,26.75,0,98.753,2.342,5.144,0.0,120.04,15.5,1.056,177.348,0,1.063,3.248,3.309,13.475,3.334,2.118,-0.212,-0.212,17.308,3.744,0.65,0.65,3,0.348,45.0,3,3,0.618,2.563,4855.0,2454.0,0.834,-0.104,0.514,-0.111,-0.111,126.023,4.299,74.846,99.91,2328.0,13,3.807,11.616,6.387,0.525,1.251,1.568,3.724,1.465,1.05,1.489,3.35,27.5,-1.45,2,13.121,0.721,3.065,3.462,1,0.927,2.875,15.684,2.695,5.856,0.618,0.618
5.4,27.0,0,51.582,2.5,5.178,64.659,86.28,15.0,1.167,117.23,0,1.5,3.17,3.156,13.389,3.145,2.262,0.468,0.468,15.549,3.892,1.0,1.0,0,0.267,48.0,2,2,0.509,3.161,5379.0,2728.0,1.093,0.17,0.405,0.195,0.195,155.503,4.536,75.522,56.712,2801.0,16,4.087,13.245,7.803,0.643,0.483,2.0,3.871,1.471,0.77,1.63,3.367,28.0,-1.236,0,12.535,0.901,2.645,3.499,0,1.164,3.008,20.57,2.687,6.834,0.824,0.824
5.4,33.25,0,98.985,2.804,6.543,0.0,145.78,17.5,1.536,185.159,0,1.859,3.322,3.556,19.363,3.471,2.661,2.098,2.098,26.786,3.938,1.334,1.334,2,0.276,93.0,5,5,1.289,2.568,13160.0,6517.0,2.017,0.98,0.433,1.129,1.129,216.135,6.11,120.858,132.083,6326.0,15,4.0,16.638,9.666,1.141,2.726,2.304,3.918,2.212,0.759,2.147,3.584,35.0,-0.494,2,18.613,1.599,2.96,3.732,2,1.713,3.45,15.513,3.126,7.403,1.155,1.155
6.0,36.75,2,84.479,3.267,7.341,197.854,112.04,19.5,1.797,202.281,2,2.597,3.7,3.529,18.612,3.533,3.107,3.376,3.376,27.944,4.046,1.818,1.818,5,0.206,97.0,4,4,1.177,2.539,14221.0,8058.0,2.079,1.063,0.317,1.121,1.121,212.125,6.086,132.271,113.874,8326.0,22,4.524,11.573,10.72,1.585,1.698,2.76,4.025,2.614,0.583,2.641,3.761,42.0,0.06,4,19.129,1.768,3.498,3.629,1,2.342,3.493,7.825,3.12,9.399,1.688,1.688
5.4,33.0,0,49.07,2.915,6.253,91.6,81.13,19.0,1.221,156.865,0,1.904,3.585,3.448,17.914,3.421,2.773,2.275,2.275,22.193,3.948,1.414,1.414,1,0.256,70.0,1,1,1.605,2.794,9840.0,5019.0,1.929,0.884,0.389,0.993,0.993,204.112,5.251,105.85,98.97,5056.0,18,4.248,13.727,10.585,1.0,-0.284,2.385,3.925,2.5,0.741,2.0,3.611,36.0,-0.282,3,16.56,1.883,3.324,3.873,0,1.5,3.233,14.03,3.158,8.383,1.0,1.0
5.6,49.75,1,68.184,3.498,9.979,237.383,133.51,27.5,1.841,221.394,0,2.847,4.129,3.756,24.146,3.758,3.236,4.48,4.48,43.464,4.068,2.078,2.078,3,0.171,144.0,2,2,2.117,0.0,27315.0,15044.0,2.527,1.506,0.266,1.558,1.558,255.823,7.067,179.713,118.855,15943.0,26,4.755,21.746,13.821,1.618,0.206,3.047,4.029,3.1,0.477,2.671,4.016,54.5,1.0,3,24.146,2.187,3.736,3.779,0,2.325,3.72,23.266,3.228,11.953,1.732,1.732
5.4,25.75,0,33.571,2.307,4.791,0.0,71.31,15.0,1.135,107.746,0,1.224,3.17,3.248,12.182,3.201,1.834,-0.217,-0.217,14.984,3.727,0.89,0.89,0,0.311,41.0,1,1,0.707,0.0,3799.0,2143.0,0.791,-0.095,0.454,-0.109,-0.109,133.855,3.937,68.044,44.889,2161.0,16,4.087,3.337,7.303,0.501,-0.256,1.826,3.699,1.255,0.956,1.444,3.332,27.0,-1.423,2,11.828,1.139,2.678,3.436,0,0.736,2.795,1.827,2.711,6.207,0.618,0.618
5.4,40.0,0,51.337,2.979,8.263,107.846,87.24,23.0,1.786,193.008,0,2.187,3.7,3.776,18.803,3.785,2.879,3.111,3.111,30.234,3.929,1.538,1.538,8,0.191,102.0,3,3,1.519,2.847,14627.0,8537.0,2.334,1.332,0.299,1.329,1.329,184.415,6.392,133.595,138.915,8985.0,23,4.585,12.596,10.264,1.412,0.908,2.491,3.898,2.821,0.529,2.45,3.761,42.0,0.279,4,18.803,1.53,3.008,3.813,0,2.017,3.566,15.484,3.022,8.512,1.488,1.488
5.4,38.5,0,84.295,3.111,7.426,96.32,68.6,21.0,2.321,242.087,0,2.182,3.755,3.602,19.51,3.611,3.099,2.654,2.654,26.574,3.905,1.668,1.668,1,0.177,120.0,1,1,1.827,0.0,15863.0,10001.0,2.103,1.099,0.281,1.123,1.123,186.103,7.229,142.294,82.668,10342.0,19,4.322,20.724,10.668,1.204,-0.394,2.66,3.873,2.869,0.473,2.209,3.795,43.5,0.311,3,19.51,1.955,3.393,3.668,0,1.841,3.782,21.796,3.108,8.802,1.226,1.226
7.2,29.25,0,34.796,2.911,5.924,92.952,85.95,15.0,1.448,131.524,0,2.037,3.248,3.404,16.56,3.412,2.839,2.279,2.279,20.935,3.968,1.579,1.579,6,0.243,76.0,3,3,1.253,2.85,9156.0,5232.0,1.909,0.905,0.374,0.906,0.906,153.981,5.547,106.838,64.532,5259.0,14,3.907,14.447,8.4,1.358,0.989,2.543,3.935,2.429,0.686,2.359,3.541,33.5,-0.611,3,16.56,1.506,3.049,3.491,0,1.97,3.338,15.203,2.912,7.043,1.354,1.354
5.4,44.75,0,71.492,3.192,8.181,146.108,69.2,21.0,2.241,222.406,0,2.353,3.585,3.793,24.485,3.789,3.1,4.515,4.515,33.371,3.975,2.019,2.019,3,0.144,160.0,2,2,1.783,0.0,26791.0,18945.0,2.656,1.611,0.226,1.695,1.695,253.812,7.724,195.33,140.641,20817.0,22,4.524,27.304,14.004,1.651,0.093,2.979,3.92,2.915,0.398,2.672,3.97,52.0,1.0,3,24.485,1.872,3.613,3.805,1,2.266,3.86,30.322,3.321,12.437,1.713,1.713
5.4,36.25,0,34.796,2.757,7.184,0.0,51.22,20.0,2.041,195.121,0,1.844,3.459,3.639,19.062,3.645,2.557,2.439,2.439,26.206,3.953,1.406,1.406,1,0.193,118.0,1,1,1.134,3.051,14612.0,9312.0,2.066,1.06,0.311,1.091,1.091,161.646,7.306,136.738,117.453,9579.0,19,4.322,14.099,9.275,1.212,-0.419,2.381,3.927,2.5,0.506,2.22,3.689,39.0,-0.278,2,19.062,1.42,2.943,3.688,0,1.569,3.792,19.218,3.052,7.367,1.237,1.237
5.4,42.25,1,104.45,3.211,8.291,124.384,100.26,21.0,1.567,233.645,0,2.461,3.585,3.676,21.14,3.685,3.016,3.493,3.493,34.12,3.902,1.845,1.845,4,0.205,113.0,3,3,1.373,6.243,19197.0,11264.0,2.243,1.223,0.314,1.297,1.297,217.252,6.454,158.562,82.216,11525.0,22,4.524,16.936,11.135,1.431,0.908,2.773,3.855,2.739,0.588,2.467,3.829,45.0,0.488,1,22.01,1.558,3.489,3.776,0,2.266,3.543,24.867,3.101,9.019,1.526,1.526
5.4,31.5,0,53.236,2.795,5.622,162.162,91.29,16.0,1.278,131.532,0,1.876,3.322,3.535,15.742,3.562,2.5,2.62,2.62,19.298,3.931,1.474,1.474,2,0.213,68.0,1,1,1.24,2.978,8316.0,5169.0,2.012,1.007,0.318,1.044,1.044,202.118,4.94,104.395,62.572,5682.0,17,4.17,15.889,10.304,1.319,-0.284,2.427,3.902,2.476,0.632,2.329,3.611,36.0,-0.612,3,15.389,1.407,3.148,3.686,0,1.5,3.153,20.315,2.923,9.72,1.341,1.341
6.004,38.5,0,34.796,3.148,8.174,102.633,93.41,20.0,1.339,175.949,0,2.32,3.585,3.563,19.836,3.591,3.045,3.366,3.366,32.44,3.968,1.657,1.657,4,0.227,91.0,2,2,1.546,2.393,14269.0,8090.0,2.265,1.255,0.341,1.291,1.291,204.506,5.557,136.467,141.153,8321.0,19,4.322,15.704,10.872,1.501,0.247,2.688,3.957,2.78,0.672,2.518,3.761,42.0,0.587,2,19.836,1.927,3.355,3.696,0,2.285,3.299,16.18,3.072,9.931,1.546,1.546
5.4,26.25,0,18.44,2.719,5.451,57.96,60.05,12.0,1.07,85.871,0,1.786,2.907,3.027,13.525,3.059,2.426,1.315,1.315,22.279,3.831,1.345,1.345,1,0.32,54.0,1,1,1.292,0.0,7826.0,3398.0,1.511,0.491,0.462,0.491,0.491,182.363,4.185,90.358,54.587,3312.0,12,3.7,16.962,7.547,0.918,-0.104,2.271,3.796,1.954,1.016,1.932,3.418,29.5,-0.51,0,15.525,1.442,2.93,3.448,0,1.328,2.825,22.451,2.765,6.893,0.954,0.954
5.4,35.0,0,100.652,2.926,7.214,0.0,117.0,19.5,1.561,200.655,0,1.5,3.459,3.209,17.32,3.259,2.5,0.957,0.957,25.479,3.898,1.011,1.011,2,0.267,84.0,2,2,1.414,4.962,11614.0,5476.0,1.507,0.534,0.421,0.579,0.579,154.016,6.106,108.826,67.727,5348.0,15,4.0,19.839,8.138,0.867,0.45,1.933,3.853,2.421,0.721,1.917,3.555,34.0,-0.486,1,16.82,1.908,3.073,3.498,0,1.24,3.504,25.162,3.065,6.429,1.0,1.0
5.4,22.25,0,98.753,1.491,4.441,0.0,101.03,12.0,1.047,164.863,0,-0.157,2.807,3.253,12.129,3.244,1.0,-0.897,-0.897,14.754,3.598,-0.105,-0.105,3,0.464,40.0,3,3,0.007,2.476,3476.0,1737.0,0.557,-0.365,0.686,-0.388,-0.388,93.147,4.151,63.88,76.765,1522.0,8,3.17,15.702,4.613,-0.247,1.372,0.841,3.552,0.915,1.388,0.646,3.135,22.0,-1.604,0,12.129,0.558,2.181,3.276,1,-0.318,2.84,22.096,2.586,4.162,-0.272,-0.272
5.4,31.75,0,115.538,2.747,6.417,0.0,113.92,17.5,1.504,215.591,0,1.5,3.322,3.279,15.949,3.296,2.5,1.36,1.36,22.754,3.903,1.172,1.172,1,0.279,74.0,3,3,1.059,2.714,8728.0,4763.0,1.702,0.714,0.435,0.77,0.77,133.726,5.727,101.832,96.575,4667.0,14,3.907,16.608,7.307,0.954,1.114,2.082,3.864,2.181,0.767,1.956,3.497,32.0,-0.716,1,15.949,1.538,2.941,3.423,1,1.436,3.384,17.782,2.876,5.89,1.0,1.0
5.4,35.75,0,98.753,3.121,7.35,0.0,119.49,19.0,1.509,222.44,0,1.948,3.322,3.3,19.104,3.326,2.829,1.422,1.422,28.267,3.921,1.43,1.43,4,0.271,101.0,3,3,1.541,2.654,13403.0,7327.0,1.743,0.751,0.425,0.813,0.813,161.293,6.37,127.796,140.632,7115.0,14,3.907,26.42,8.599,1.091,1.012,2.414,3.898,2.181,0.74,2.119,3.611,36.0,-0.061,1,19.104,1.969,3.315,3.448,1,1.556,3.524,36.102,3.102,7.298,1.204,1.204
5.4,35.5,0,42.365,2.845,7.18,105.165,112.97,19.0,1.379,139.65,0,1.999,3.585,3.453,17.811,3.449,2.64,2.533,2.533,27.155,4.008,1.458,1.458,1,0.235,87.0,2,2,1.401,2.7,12334.0,6561.0,2.032,1.025,0.362,1.03,1.03,166.664,5.867,119.927,88.601,6620.0,19,4.322,16.251,8.797,1.339,0.352,2.421,3.984,2.584,0.66,2.346,3.664,38.0,-0.335,3,17.811,1.595,3.123,3.547,0,1.629,3.397,17.843,3.081,7.226,1.358,1.358
5.4,37.75,0,67.693,3.296,7.516,0.0,138.22,19.0,1.627,174.358,0,2.519,3.322,3.658,22.517,3.599,2.914,2.136,2.136,32.628,3.938,1.923,1.923,3,0.271,120.0,3,3,1.908,2.608,19169.0,9645.0,2.018,0.98,0.427,1.132,1.132,243.976,6.793,147.602,123.61,9330.0,15,4.0,26.813,10.895,1.43,1.028,2.871,3.913,2.216,0.742,2.452,3.689,39.0,0.299,2,21.767,2.255,3.321,3.814,1,2.048,3.628,36.242,3.202,8.746,1.472,1.472
5.4,41.25,0,98.753,3.315,8.159,0.0,162.01,22.0,1.667,221.705,0,2.557,3.585,3.66,22.724,3.601,3.123,2.45,2.45,36.165,3.957,1.944,1.944,3,0.269,128.0,3,3,2.246,2.581,20646.0,10568.0,2.119,1.092,0.424,1.205,1.205,234.682,6.969,154.496,139.897,10219.0,16,4.087,28.424,10.541,1.438,0.999,2.906,3.93,2.91,0.735,2.459,3.761,42.0,0.604,1,22.474,2.277,3.422,3.8,1,2.053,3.661,37.912,3.167,9.133,1.478,1.478
5.4,41.25,1,122.086,3.165,8.358,118.128,118.96,23.0,1.953,243.566,1,2.381,3.7,3.71,18.803,3.729,2.977,2.689,2.689,29.901,3.967,1.743,1.743,6,0.169,119.0,4,4,1.24,5.582,16307.0,9415.0,2.179,1.178,0.272,1.182,1.182,185.166,7.122,136.072,129.769,10041.0,23,4.585,17.311,9.814,1.409,1.734,2.739,3.933,2.658,0.444,2.441,3.761,42.0,-0.131,6,18.803,1.539,3.416,3.779,1,2.182,3.718,24.218,2.966,8.669,1.493,1.493
5.4,43.5,1,122.086,3.36,8.997,136.926,118.96,23.0,2.08,242.5,1,2.594,3.7,3.71,18.803,3.729,2.989,3.974,3.974,35.981,3.977,1.928,1.928,5,0.161,143.0,4,4,1.539,4.911,25229.0,12499.0,2.407,1.367,0.262,1.452,1.452,216.642,7.757,157.057,129.769,13182.0,23,4.585,19.34,9.814,1.429,1.73,2.906,3.946,2.868,0.421,2.474,3.829,45.0,0.51,6,21.303,1.844,3.425,3.785,1,2.208,3.838,26.901,3.175,8.669,1.534,1.534
5.328,47.5,0,106.043,3.34,9.642,0.0,128.29,23.0,3.229,249.231,0,2.466,3.7,3.721,25.167,3.743,3.206,4.417,4.417,38.653,3.985,1.993,1.993,3,0.14,220.0,4,4,1.87,5.819,40870.0,23907.0,2.567,1.537,0.23,1.597,1.597,234.712,10.066,210.706,107.621,24809.0,23,4.585,34.329,12.136,1.715,1.525,2.925,3.943,3.039,0.355,2.769,3.97,52.0,0.864,3,26.037,2.24,3.466,3.827,0,2.442,4.276,51.895,3.361,10.267,1.816,1.816
6.5,39.5,2,102.245,2.969,8.084,111.663,95.83,23.0,1.941,239.165,1,2.178,3.7,3.757,17.933,3.76,2.843,2.803,2.803,28.181,3.954,1.501,1.501,8,0.173,111.0,5,5,1.185,5.605,13972.0,8443.0,2.138,1.132,0.278,1.157,1.157,172.265,6.835,128.978,165.346,9050.0,23,4.585,14.885,9.494,1.365,2.52,2.486,3.915,2.631,0.459,2.37,3.738,41.0,-0.296,10,17.933,1.519,3.343,3.781,1,1.973,3.65,20.83,2.921,8.302,1.374,1.374
6.3,40.0,2,102.245,3.168,8.122,117.778,95.83,23.0,1.959,241.7,1,2.384,3.7,3.761,18.803,3.765,2.953,2.803,2.803,29.108,3.973,1.749,1.749,9,0.17,118.0,5,5,1.24,5.666,15187.0,9347.0,2.179,1.178,0.273,1.181,1.181,179.265,7.056,135.876,163.527,9969.0,23,4.585,17.311,9.814,1.454,2.474,2.748,3.936,2.658,0.449,2.463,3.761,42.0,-0.132,10,18.803,1.535,3.344,3.791,1,2.144,3.687,24.218,2.985,8.653,1.474,1.474
6.5,57.0,0,128.696,3.513,11.494,195.479,155.68,27.5,3.184,291.704,0,2.732,3.954,3.788,28.89,3.789,3.399,5.498,5.498,48.577,3.991,2.296,2.296,3,0.107,273.0,3,3,2.17,2.916,57837.0,34529.0,2.791,1.743,0.178,1.842,1.842,296.821,10.741,247.426,148.604,37755.0,28,4.858,34.392,15.69,1.903,0.796,3.236,3.965,3.236,0.272,2.971,4.135,61.5,1.254,0,28.89,2.188,3.678,3.814,1,2.523,4.368,40.97,3.372,13.377,2.029,2.029
8.155,44.0,1,101.938,3.219,8.596,0.0,115.88,23.5,2.246,240.758,0,2.505,3.7,3.646,22.01,3.662,2.975,4.264,4.264,33.211,3.973,1.763,1.763,6,0.161,149.0,3,3,1.722,3.144,22716.0,13651.0,2.357,1.324,0.26,1.418,1.418,209.39,7.942,164.136,83.303,14340.0,21,4.459,25.678,10.95,1.343,0.876,2.716,3.944,2.835,0.421,2.382,3.85,46.0,0.241,5,22.01,1.841,3.417,3.752,0,2.009,3.898,48.681,3.006,8.925,1.452,1.452
