pXC50,nAB,nDB,nBM,Se,nSK,Si,Sv,nAT,nCsp2,nHet,nBT,MW,nBO,nO,SCBO
6.216,12,4,16,91.483,44,104.175,54.249,92,16,9,95,604.87,47,5,57.0
7.071,24,8,32,111.876,64,123.969,71.328,110,32,18,117,871.0,71,10,91.0
6.726,24,8,32,114.759,65,127.384,72.855,113,32,18,120,885.03,72,10,92.0
6.939,24,8,32,117.643,66,130.8,74.382,116,32,18,123,899.06,73,10,93.0
6.917,24,8,32,120.527,67,134.215,75.909,119,32,18,126,913.09,74,10,94.0
7.097,24,8,32,123.41,68,137.63,77.436,122,32,18,129,927.12,75,10,95.0
6.036,12,3,16,60.269,34,66.332,38.802,59,12,11,61,526.48,36,5,47.0
6.971,18,3,21,49.062,29,53.459,32.412,48,19,7,50,414.48,31,5,43.0
5.444,18,3,21,41.967,26,45.419,28.644,41,19,6,43,370.42,28,4,40.0
5.824,18,4,22,49.28,30,53.542,32.907,48,20,8,50,427.48,32,5,45.0
5.174,24,3,27,74.756,42,82.318,48.147,74,28,8,77,568.66,45,8,60.0
5.222,24,3,27,74.756,42,82.318,48.147,74,28,8,77,568.66,45,8,60.0
5.699,17,2,20,59.109,33,66.189,38.025,59,17,7,62,442.56,36,3,48.5
7.9,12,2,14,30.054,18,33.143,20.725,30,15,3,31,257.73,19,1,27.0
8.085,12,2,14,31.382,19,34.352,21.439,31,15,4,32,273.73,20,2,28.0
8.107,12,2,14,33.942,19,37.824,22.139,34,15,3,35,253.32,20,2,28.0
8.235,12,2,14,32.385,19,35.618,21.327,32,15,4,33,255.29,20,3,28.0
5.8,12,2,14,32.385,19,35.618,21.327,32,15,4,33,255.29,20,3,28.0
8.372,12,2,14,32.385,19,35.618,21.327,32,15,4,33,255.29,20,3,28.0
8.228,12,2,14,35.269,20,39.033,22.853,35,15,4,36,269.32,21,3,29.0
5.78,12,2,14,35.269,20,39.033,22.853,35,15,4,36,269.32,21,3,29.0
8.365,12,2,14,35.269,20,39.033,22.853,35,15,4,36,269.32,21,3,29.0
8.224,12,2,14,33.942,19,37.824,22.139,34,15,3,35,253.32,20,2,28.0
5.773,12,2,14,33.942,19,37.824,22.139,34,15,3,35,253.32,20,2,28.0
8.356,12,2,14,33.942,19,37.824,22.139,34,15,3,35,253.32,20,2,28.0
8.049,12,2,14,31.571,19,34.748,20.995,31,15,4,32,257.28,20,2,28.0
5.788,12,2,14,31.571,19,34.748,20.995,31,15,4,32,257.28,20,2,28.0
8.075,12,2,14,31.571,19,34.748,20.995,31,15,4,32,257.28,20,2,28.0
8.03,12,2,14,31.382,19,34.352,21.439,31,15,4,32,273.73,20,2,28.0
8.037,12,2,14,31.382,19,34.352,21.439,31,15,4,32,273.73,20,2,28.0
8.09,12,2,14,32.614,18,36.614,21.424,33,15,2,34,237.32,19,1,27.0
8.144,12,2,14,31.058,18,34.408,20.612,31,15,3,32,239.29,19,2,27.0
5.746,12,2,14,31.058,18,34.408,20.612,31,15,3,32,239.29,19,2,27.0
8.137,12,2,14,33.942,19,37.824,22.139,34,15,3,35,253.32,20,2,28.0
5.704,12,2,14,33.942,19,37.824,22.139,34,15,3,35,253.32,20,2,28.0
8.207,12,2,14,33.942,19,37.824,22.139,34,15,3,35,253.32,20,2,28.0
8.132,12,2,14,32.614,18,36.614,21.424,33,15,2,34,237.32,19,1,27.0
8.195,12,2,14,32.614,18,36.614,21.424,33,15,2,34,237.32,19,1,27.0
5.719,12,2,14,30.243,18,33.539,20.28,30,15,3,31,241.28,19,1,27.0
7.989,12,2,14,30.243,18,33.539,20.28,30,15,3,31,241.28,19,1,27.0
8.124,12,2,14,31.058,18,34.408,20.612,31,15,3,32,239.29,19,2,27.0
8.121,12,2,14,33.942,19,37.824,22.139,34,15,3,35,253.32,20,2,28.0
8.117,12,2,14,36.825,20,41.239,23.665,37,15,3,38,267.35,21,2,29.0
8.243,12,2,14,32.385,19,35.618,21.327,32,15,4,33,255.29,20,3,28.0
5.806,12,2,14,32.385,19,35.618,21.327,32,15,4,33,255.29,20,3,28.0
8.472,12,2,14,32.385,19,35.618,21.327,32,15,4,33,255.29,20,3,28.0
8.235,12,2,14,35.269,20,39.033,22.853,35,15,4,36,269.32,21,3,29.0
5.78,12,2,14,35.269,20,39.033,22.853,35,15,4,36,269.32,21,3,29.0
8.466,12,2,14,35.269,20,39.033,22.853,35,15,4,36,269.32,21,3,29.0
8.228,12,2,14,33.942,19,37.824,22.139,34,15,3,35,253.32,20,2,28.0
5.755,12,2,14,33.942,19,37.824,22.139,34,15,3,35,253.32,20,2,28.0
8.455,12,2,14,33.942,19,37.824,22.139,34,15,3,35,253.32,20,2,28.0
8.096,12,2,14,31.571,19,34.748,20.995,31,15,4,32,257.28,20,2,28.0
5.731,12,2,14,31.571,19,34.748,20.995,31,15,4,32,257.28,20,2,28.0
8.108,12,2,14,31.571,19,34.748,20.995,31,15,4,32,257.28,20,2,28.0
8.08,12,2,14,31.382,19,34.352,21.439,31,15,4,32,273.73,20,2,28.0
5.699,17,2,20,61.992,34,69.604,39.552,62,17,7,65,456.59,37,3,49.5
5.699,17,4,21,69.491,37,77.773,43.222,69,17,10,72,524.7,40,5,52.5
5.699,17,3,20,60.763,34,67.607,38.454,60,18,9,63,462.55,37,5,48.5
5.699,17,2,19,59.218,32,66.315,37.245,59,17,7,62,433.55,35,4,45.5
5.699,17,2,19,53.451,30,59.485,34.191,53,17,7,56,405.49,33,4,43.5
5.699,17,2,19,56.334,31,62.9,35.718,56,17,7,59,419.52,34,4,44.5
5.699,17,2,19,68.643,35,77.849,42.132,69,17,7,72,474.66,38,3,48.5
8.046,18,3,21,65.287,35,72.776,41.179,65,19,8,68,494.66,38,5,50.0
7.27,12,6,18,59.014,33,64.66,36.446,57,14,14,58,500.61,34,8,46.0
9.292,18,6,24,65.898,38,72.076,41.973,64,20,14,66,562.68,40,8,55.0
7.18,18,6,24,64.571,37,70.866,41.258,63,20,13,65,546.68,39,7,54.0
9.301,12,3,15,51.367,28,56.954,31.477,50,12,10,51,411.5,29,5,38.0
5.008,12,3,15,49.265,27,54.455,30.455,48,12,9,49,396.48,28,5,37.0
6.212,12,3,15,55.294,28,62.235,33.432,55,13,8,56,405.57,29,4,38.0
5.672,17,2,19,55.552,31,61.983,35.213,55,17,8,58,420.51,34,4,44.5
4.824,12,3,15,53.192,27,59.737,32.411,53,13,7,54,390.55,28,4,37.0
4.0,10,4,14,63.087,31,71.644,37.32,63,13,8,64,428.59,32,4,41.0
5.87,12,3,15,52.487,28,58.168,33.421,52,13,8,53,517.42,29,5,38.0
7.292,12,3,15,51.367,28,56.954,31.477,50,12,10,51,411.5,29,5,38.0
5.288,12,5,17,49.516,28,54.491,30.776,48,12,11,49,408.48,29,6,40.0
6.011,10,5,15,52.552,28,58.983,32.213,52,15,8,53,384.48,29,4,39.0
5.886,12,3,15,52.931,28,58.787,32.487,52,13,8,53,409.52,29,5,38.0
9.0,0,4,4,75.159,33,86.138,41.384,75,4,10,75,470.69,33,6,37.0
6.383,12,3,15,47.156,26,52.329,29.235,46,12,9,47,381.47,27,4,36.0
5.672,12,2,14,67.196,34,75.77,40.54,67,14,8,70,467.62,37,5,45.0
5.672,17,4,21,55.996,33,61.777,36.401,55,19,9,58,446.5,36,5,48.5
6.215,12,3,15,46.571,27,50.412,29.46,45,16,8,46,374.37,28,8,37.0
8.796,6,5,11,75.57,36,85.726,43.538,75,9,12,76,525.75,37,6,45.0
5.35,12,2,14,61.429,32,68.94,37.487,61,14,8,64,439.56,35,5,43.0
4.0,6,2,8,27.687,15,30.551,16.965,27,7,6,27,229.19,15,4,20.0
5.672,17,3,20,63.32,35,70.813,40.266,63,18,8,67,472.59,39,4,50.5
5.672,17,3,20,60.436,34,67.398,38.74,60,18,8,64,458.56,38,4,49.5
5.672,17,3,20,63.32,35,70.813,40.266,63,18,8,67,472.59,39,4,50.5
5.672,17,4,21,71.96,40,80.146,45.244,71,19,11,75,545.65,44,6,56.5
5.672,17,3,20,56.771,33,63.066,36.707,56,18,9,60,445.52,37,4,48.5
5.672,17,3,20,50.785,30,56.152,33.159,50,18,8,53,404.46,33,4,44.5
5.672,17,3,20,50.785,30,56.152,33.159,50,18,8,53,404.46,33,4,44.5
5.678,12,4,16,70.927,37,79.109,43.157,70,14,11,73,531.69,40,7,50.0
5.672,17,3,20,53.669,31,59.568,34.686,53,18,8,56,418.49,34,4,45.5
5.672,17,3,20,53.669,31,59.568,34.686,53,18,8,56,418.49,34,4,45.5
5.672,17,3,20,60.436,34,67.398,38.74,60,18,8,64,458.56,38,4,49.5
6.0,17,3,20,50.785,30,56.152,33.159,50,18,8,53,404.46,33,4,44.5
5.672,17,3,20,63.32,35,70.813,40.266,63,18,8,67,472.59,39,4,50.5
5.672,17,3,20,63.32,35,70.813,40.266,63,18,8,67,472.59,39,4,50.5
9.0,6,5,11,73.469,35,83.228,42.517,73,9,11,74,510.73,36,6,44.0
5.398,12,2,14,64.312,33,72.355,39.013,64,14,8,67,453.59,36,5,44.0
5.827,12,3,15,65.294,37,72.168,40.351,63,15,12,66,521.54,40,6,49.0
4.125,18,1,19,39.345,24,42.953,27.041,39,18,5,41,337.42,26,3,36.0
4.517,18,3,21,85.396,42,96.763,51.68,86,21,7,88,572.81,44,5,56.0
4.301,18,1,19,38.018,23,41.744,26.326,38,18,4,40,321.42,25,2,35.0
5.921,12,5,17,65.607,35,73.358,40.695,65,15,10,67,498.66,37,5,48.0
7.602,6,5,11,66.043,34,73.694,39.63,65,10,11,68,493.64,37,7,45.0
7.066,23,3,26,63.622,36,70.444,41.147,63,23,9,66,505.64,39,5,53.5
6.53,12,3,15,58.949,31,65.654,35.862,58,13,10,60,449.58,33,6,42.0
9.167,12,3,15,64.716,33,72.484,38.915,64,13,10,66,477.64,35,6,44.0
6.369,6,4,10,57.545,30,64.524,34.96,57,11,8,60,413.52,33,5,40.0
6.03,16,2,18,65.054,34,73.437,40.287,65,15,9,68,481.68,37,3,47.0
5.672,16,2,18,52.443,29,58.857,32.993,52,15,8,55,393.49,32,3,42.0
5.672,16,2,18,58.211,31,65.687,36.046,58,15,8,61,421.55,34,3,44.0
6.955,6,3,9,53.891,27,61.106,32.53,54,10,6,57,369.51,30,3,36.0
5.616,12,3,15,64.716,33,72.484,38.915,64,12,10,66,477.64,35,6,44.0
4.208,0,4,4,25.502,14,28.203,15.8,25,6,4,26,193.22,15,3,19.0
5.904,17,2,19,64.429,35,71.94,40.487,64,17,8,68,475.59,39,5,49.5
5.0,12,3,15,54.52,28,60.946,33.126,54,13,8,55,406.55,29,5,38.0
6.917,12,3,15,47.971,26,53.199,29.567,47,13,9,48,379.48,27,5,36.0
8.268,12,4,16,58.949,31,65.654,35.862,58,14,10,59,449.58,32,6,42.0
5.301,6,4,11,71.247,37,79.69,42.673,70,8,13,73,535.69,40,7,49.0
6.959,6,3,9,55.218,28,62.315,33.245,55,10,7,58,385.51,31,4,37.0
5.602,6,3,9,59.658,29,67.936,35.584,60,10,6,63,397.57,32,3,38.0
5.412,6,2,8,50.007,25,56.69,30.003,50,8,6,53,343.47,28,3,33.0
5.301,6,3,9,56.774,28,64.521,34.057,57,10,6,60,383.54,31,3,37.0
4.18,0,4,4,30.269,15,34.033,17.853,30,6,4,30,209.27,15,3,19.0
8.108,12,3,15,47.196,26,51.91,29.26,46,13,9,47,380.46,27,6,36.0
8.056,12,3,15,61.043,33,67.879,36.824,59,13,12,60,489.57,34,5,43.0
5.516,6,4,10,54.662,29,61.109,33.433,54,11,8,57,399.49,32,5,39.0
5.672,16,2,18,57.109,31,64.189,36.025,57,15,7,61,418.54,35,3,45.0
5.672,16,2,19,63.094,34,71.102,39.573,63,15,8,66,459.6,37,3,49.0
5.672,16,2,19,65.978,35,74.517,41.1,66,15,8,69,473.63,38,3,50.0
7.0,6,4,10,68.44,35,76.448,40.54,67,8,12,70,513.65,38,7,45.0
5.851,6,3,9,28.829,17,31.412,18.515,28,10,5,29,233.24,18,4,24.0
5.672,16,2,18,65.203,35,73.228,40.793,65,15,8,70,474.61,40,4,50.0
6.51,12,4,16,67.312,36,75.355,42.013,67,17,8,71,489.62,40,5,50.0
7.538,18,4,22,82.334,45,91.457,50.382,80,20,15,82,652.76,47,7,60.0
7.854,12,3,15,48.734,29,52.929,30.41,46,13,12,47,434.43,30,6,39.0
8.62,12,3,15,58.16,32,64.463,35.297,56,13,12,57,475.54,33,5,42.0
5.672,16,2,18,67.6,36,75.983,41.703,67,15,9,71,494.62,40,4,50.0
6.796,6,4,10,56.218,29,63.315,34.245,56,11,7,59,397.52,32,4,39.0
4.056,6,4,10,32.713,19,35.827,21.041,32,12,5,33,259.28,20,4,27.0
9.284,12,3,15,56.622,29,63.444,34.147,56,13,9,57,421.57,30,5,39.0
8.886,12,3,15,59.505,30,66.86,35.674,59,13,9,60,435.6,31,5,40.0
5.301,6,4,10,70.811,35,79.524,41.684,70,8,11,73,509.69,38,7,45.0
5.672,16,2,18,60.832,33,68.153,37.65,60,15,9,63,454.55,36,4,46.0
5.672,16,2,18,58.461,33,65.077,36.506,57,15,10,60,458.51,36,4,46.0
4.0,6,4,10,32.713,19,35.827,21.041,32,12,5,33,259.28,20,4,27.0
8.745,18,3,21,59.84,33,66.527,37.641,59,18,10,61,470.6,35,5,47.0
6.219,6,2,8,55.774,27,63.521,33.057,56,8,6,59,371.53,30,3,35.0
5.336,16,2,18,56.091,33,62.002,35.363,54,15,11,57,462.47,36,4,46.0
5.672,16,2,18,53.207,32,58.587,33.836,51,15,11,54,448.44,35,4,45.0
7.638,0,6,6,36.48,19,40.658,22.095,36,10,5,36,263.32,19,4,25.0
4.027,6,4,10,38.48,21,42.658,24.095,38,12,5,39,287.34,22,4,29.0
4.119,6,4,10,29.014,18,31.542,19.183,28,12,5,29,247.24,19,3,26.0
5.523,6,4,10,29.014,18,31.542,19.183,28,12,5,29,247.24,19,3,26.0
4.222,6,4,10,29.527,19,31.882,19.566,28,12,6,29,265.23,20,3,27.0
8.553,18,3,21,59.84,33,66.527,37.641,59,18,10,61,470.6,35,5,47.0
5.516,6,3,9,31.713,18,34.827,20.041,31,10,5,32,247.27,19,4,25.0
4.481,6,4,10,30.04,20,32.222,19.95,28,12,7,29,283.22,21,3,28.0
5.301,6,4,11,72.029,37,80.607,43.178,71,8,12,74,534.7,40,7,49.0
8.18,12,4,16,67.825,35,75.61,41.135,67,14,10,69,504.66,37,7,47.0
4.611,6,3,9,29.058,18,31.254,19.54,28,10,6,29,312.13,19,4,25.0
5.0,6,3,9,34.596,19,38.242,21.568,34,10,5,35,261.3,20,4,26.0
4.167,6,4,10,31.385,18,34.618,20.327,31,12,4,32,243.28,19,3,26.0
4.161,6,4,10,31.065,22,32.901,20.716,28,12,9,29,319.2,23,3,30.0
4.174,6,4,10,28.825,18,31.147,19.627,28,12,5,29,263.69,19,3,26.0
6.824,12,4,16,38.269,23,42.033,25.853,38,18,4,40,305.35,25,3,35.0
8.638,12,3,15,62.043,34,68.879,37.824,60,13,12,62,501.58,36,5,45.0
6.038,6,3,9,52.032,28,58.37,31.77,51,10,8,54,391.46,31,3,37.0
6.824,6,4,10,32.923,21,35.637,21.477,31,12,7,32,297.25,22,3,29.0
6.824,12,4,16,39.596,24,43.242,26.568,39,18,5,41,321.35,26,4,36.0
4.155,5,4,9,22.811,15,24.292,15.933,22,10,5,23,221.25,16,3,22.5
4.167,6,4,10,28.825,18,31.147,19.627,28,12,5,29,263.69,19,3,26.0
4.229,6,4,10,28.731,18,31.044,19.825,28,12,5,29,308.14,19,3,26.0
4.174,6,4,10,28.731,18,31.044,19.825,28,12,5,29,308.14,19,3,26.0
9.284,18,3,21,57.738,32,64.029,36.62,57,19,9,59,455.58,34,5,46.0
6.272,6,4,11,74.912,38,84.022,44.705,74,8,12,77,548.73,41,7,50.0
5.155,12,1,13,31.134,18,34.328,20.799,31,12,4,32,259.35,19,2,26.0
4.032,12,1,13,32.462,19,35.538,21.514,32,12,5,33,275.35,20,3,27.0
9.051,18,3,21,58.251,33,64.369,37.003,57,19,10,59,473.57,35,5,47.0
8.602,12,4,16,69.356,38,77.002,42.087,67,14,14,69,558.64,40,6,50.0
6.02,6,4,10,73.694,36,82.939,43.21,73,8,11,76,523.72,39,7,46.0
4.081,12,1,13,38.229,21,42.368,24.567,38,12,5,39,303.41,22,3,29.0
4.161,0,5,5,28.385,15,31.618,17.327,28,8,4,28,207.25,15,3,20.0
4.137,6,5,11,32.385,19,35.618,21.327,32,14,4,33,255.29,20,3,28.0
6.592,18,3,21,71.352,41,78.736,45.199,69,19,14,72,613.11,44,5,56.0
5.672,16,2,18,53.52,30,59.777,34.18,53,15,9,56,425.56,33,3,43.0
4.046,5,4,9,23.062,15,24.582,15.461,22,10,5,23,205.18,16,4,22.5
4.167,0,4,5,23.618,14,25.787,15.273,23,6,4,23,191.2,14,3,20.0
4.027,0,4,4,31.269,16,35.033,18.853,31,6,4,32,221.28,17,3,21.0
8.699,12,3,15,56.389,31,62.183,35.162,55,13,11,57,469.99,33,6,42.0
4.092,6,4,10,31.385,18,34.618,20.327,31,12,4,32,243.28,19,3,26.0
6.502,12,5,17,40.542,26,43.399,27.792,39,17,9,41,392.84,28,5,39.0
6.0,12,5,17,39.215,25,42.189,27.077,38,17,8,40,376.84,27,4,38.0
6.073,16,3,19,47.273,28,51.914,30.708,46,14,9,49,403.47,31,4,42.0
7.668,12,3,15,50.516,30,54.846,31.915,48,13,11,50,445.45,32,6,41.0
7.476,18,5,23,52.869,32,57.7,35.545,52,23,8,55,448.53,35,5,49.0
7.24,12,5,17,48.869,28,53.7,31.545,48,17,8,50,400.49,30,5,41.0
6.007,12,3,15,47.52,27,51.854,30.087,46,13,10,47,414.9,28,6,37.0
7.857,11,5,16,42.404,26,45.501,28.372,41,15,9,43,393.47,28,6,38.5
6.282,11,5,16,41.076,25,44.292,27.657,40,15,8,42,377.47,27,5,37.5
8.824,12,3,16,54.636,30,60.531,34.599,54,13,8,56,428.55,32,5,43.0
5.317,12,3,15,47.709,27,52.25,29.643,46,13,10,47,398.45,28,6,37.0
5.672,23,2,25,68.203,38,76.228,43.793,68,23,8,72,510.64,42,4,55.5
7.509,12,3,15,48.978,27,53.827,30.765,48,13,8,50,391.48,29,6,38.0
5.733,17,3,20,67.858,37,75.647,42.223,67,18,10,70,506.61,40,6,51.5
5.672,17,2,19,54.778,31,60.694,34.906,54,17,8,57,421.49,34,5,44.5
6.159,18,5,23,52.618,32,57.411,36.017,52,23,8,55,464.6,35,4,49.0
5.672,17,4,21,62.167,35,68.737,39.356,61,17,11,64,498.61,38,6,50.5
5.672,17,3,20,62.091,35,68.817,39.169,61,18,10,64,478.55,38,6,49.5
7.237,12,3,15,44.309,26,48.229,28.846,43,13,9,45,396.88,28,5,37.0
7.785,12,5,17,41.324,26,44.316,28.298,40,17,8,42,391.85,28,5,39.0
7.251,12,5,17,45.211,27,48.996,29.712,44,17,8,46,387.44,29,6,40.0
7.457,12,5,17,46.309,28,50.229,30.846,45,17,9,47,420.9,30,5,41.0
8.62,12,5,17,43.425,27,46.814,29.319,42,17,9,44,406.87,29,5,40.0
7.056,12,3,15,46.094,26,50.412,29.239,45,13,8,47,377.45,28,6,37.0
7.676,12,3,15,46.869,26,51.7,29.545,46,13,8,48,376.47,28,5,37.0
5.672,17,2,19,64.203,34,72.228,39.793,64,17,8,67,462.6,37,4,47.5
5.672,17,2,19,57.662,32,64.109,36.433,57,17,8,60,435.52,35,5,45.5
8.301,12,5,17,43.102,26,46.87,28.492,42,17,8,44,372.43,28,5,39.0
8.357,12,5,17,45.985,27,50.285,30.018,45,17,8,47,386.46,29,5,40.0
6.03,12,2,14,43.233,25,47.309,27.659,42,14,8,43,364.81,26,5,34.0
6.616,12,2,14,49.0,27,54.14,30.712,48,14,8,49,392.87,28,5,36.0
6.8,12,5,17,46.309,28,50.229,30.846,45,17,9,47,420.9,30,5,41.0
5.929,6,5,11,59.723,31,66.943,36.168,59,9,10,61,448.6,33,5,41.0
7.268,18,3,21,56.182,32,61.823,35.808,55,18,10,57,457.55,34,6,46.0
6.614,12,3,15,52.182,28,57.823,31.808,51,13,10,52,409.51,29,6,38.0
5.759,12,3,15,69.523,36,77.979,42.255,69,15,9,72,495.63,39,6,48.0
5.672,12,2,14,70.08,35,79.185,42.067,70,14,8,73,481.65,38,5,46.0
6.521,18,2,20,47.218,28,51.644,32.427,47,20,5,49,410.94,30,3,41.0
8.081,30,10,40,146.174,78,162.799,89.83,144,36,24,148,1115.42,82,14,107.0
8.921,12,3,15,41.338,27,44.359,26.693,38,13,12,39,410.35,28,4,37.0
5.672,12,3,15,77.4,39,86.936,46.529,77,15,9,80,538.7,42,7,51.0
7.292,5,6,11,74.083,36,83.813,42.715,73,7,15,73,547.79,36,6,44.5
5.672,12,3,15,75.29,38,84.81,45.309,75,15,9,78,523.69,41,6,50.0
4.854,17,6,23,56.989,35,61.913,37.666,55,16,15,57,536.67,37,6,51.5
8.699,6,4,10,76.603,36,86.933,43.572,76,10,11,76,508.69,36,7,43.0
4.62,18,10,28,138.592,73,154.389,84.839,136,24,23,140,1098.84,77,11,96.0
8.377,18,2,20,61.0,33,68.232,38.75,61,20,6,64,444.57,36,4,47.0
7.28,6,4,10,48.625,26,53.618,28.996,47,8,11,48,387.46,27,7,34.0
5.699,18,2,20,62.327,34,69.441,39.465,62,20,7,65,460.57,37,5,48.0
5.0,17,4,21,61.174,34,67.365,38.555,60,17,10,62,486.59,36,7,48.5
8.319,12,3,15,50.854,27,56.614,31.093,50,12,9,51,393.51,28,5,37.0
4.658,18,6,24,75.043,44,83.103,47.464,73,22,16,76,603.66,47,7,62.0
4.785,6,3,9,29.153,18,31.356,19.342,28,10,6,29,267.68,19,4,25.0
8.745,12,4,16,58.393,32,64.448,36.05,57,14,11,59,463.56,34,7,44.0
8.26,11,5,16,55.905,31,61.534,34.226,54,10,14,56,473.59,33,7,43.5
8.377,6,4,10,47.298,25,52.408,28.281,46,8,10,47,371.46,26,6,33.0
7.06,18,2,20,66.767,35,75.062,41.804,67,20,6,70,472.63,38,4,49.0
6.558,23,2,25,63.756,37,70.979,41.256,63,21,10,67,498.59,41,4,54.5
6.824,18,2,20,58.44,33,64.761,38.051,58,20,7,61,464.98,36,4,47.0
8.481,6,4,10,54.065,28,60.239,32.335,53,8,10,55,411.53,30,6,37.0
5.538,6,4,10,42.76,23,47.574,26.325,42,8,8,43,337.44,24,4,31.0
6.326,12,3,15,47.953,29,52.012,29.904,45,12,13,46,435.42,30,6,39.0
6.0,12,3,15,47.651,26,52.617,30.051,47,13,7,49,375.48,28,5,37.0
7.409,12,3,15,44.313,25,48.495,27.733,43,13,9,44,366.43,26,6,35.0
6.907,12,3,15,52.963,28,58.74,32.314,52,13,9,53,408.52,29,6,38.0
4.699,0,2,2,29.673,14,33.464,16.513,29,1,7,29,222.21,14,4,16.0
7.161,18,3,21,56.182,32,61.823,35.808,55,18,10,57,457.55,34,6,46.0
7.032,18,3,21,56.963,32,62.74,36.313,56,19,9,58,456.56,34,6,46.0
4.0,0,2,2,29.673,14,33.464,16.513,29,1,7,29,222.21,14,4,16.0
6.0,6,5,11,34.116,20,36.957,21.943,33,11,7,34,295.34,21,5,29.0
5.672,17,3,20,69.414,37,77.853,43.035,69,18,9,72,504.64,40,5,51.5
5.672,17,3,20,62.32,34,69.813,39.266,62,19,8,65,460.58,37,4,48.5
5.672,17,3,20,66.531,36,74.438,41.508,66,18,9,69,490.61,39,5,50.5
6.544,12,3,15,52.963,28,58.74,32.314,52,13,9,53,408.52,29,6,38.0
5.672,17,2,19,65.203,35,73.228,40.793,65,17,8,69,474.61,39,4,49.5
5.764,17,2,20,60.436,34,67.398,38.74,60,17,8,63,458.56,37,4,49.5
7.487,12,5,17,47.523,30,51.304,31.168,45,17,11,47,440.43,32,5,43.0
8.745,12,5,17,48.851,31,52.514,31.883,46,17,12,48,456.43,33,6,44.0
8.886,12,5,17,63.047,35,69.887,39.996,62,17,11,65,519.07,38,5,49.0
8.398,12,5,17,46.749,30,50.015,30.862,44,17,11,46,441.41,32,6,43.0
8.137,12,5,17,45.211,27,48.996,29.712,44,17,8,46,387.44,29,6,40.0
5.672,17,3,20,55.778,32,61.694,35.906,55,18,8,58,433.5,35,5,46.5
7.041,12,3,16,49.196,28,53.91,31.26,48,13,9,49,404.48,29,6,40.0
7.328,12,3,16,45.309,27,49.229,29.846,44,13,9,45,408.89,28,5,39.0
7.678,12,3,15,51.865,28,57.372,32.624,51,13,9,52,471.41,29,5,38.0
5.888,12,5,17,66.934,36,74.567,41.41,66,15,11,68,514.66,38,6,49.0
6.0,17,3,20,53.08,30,58.325,33.787,52,16,9,54,430.52,32,6,43.5
8.146,12,2,14,32.385,19,35.618,21.327,32,15,4,33,255.29,20,3,28.0
8.77,12,5,17,58.233,34,63.098,36.08,55,13,15,56,526.56,35,8,46.0
8.046,12,3,15,56.847,30,63.155,34.84,56,13,9,58,434.56,32,6,41.0
5.919,12,3,16,66.72,35,74.615,41.247,66,13,11,67,567.56,36,5,47.0
5.549,12,3,16,61.734,33,68.701,38.699,61,13,10,62,538.51,34,5,45.0
9.0,6,5,11,82.119,38,93.474,47.097,82,9,11,83,552.82,39,6,47.0
8.523,28,4,32,95.421,52,106.407,60.736,95,29,13,99,742.9,56,7,74.0
6.246,6,3,9,34.993,19,38.744,21.271,34,7,8,35,285.36,20,4,26.0
8.854,6,3,9,76.818,34,88.264,44.437,78,9,6,79,488.81,35,3,41.0
7.824,12,3,16,45.214,27,49.127,30.044,44,13,9,45,453.34,28,5,39.0
8.699,12,3,15,57.851,31,64.286,36.172,57,13,10,59,512.47,33,5,42.0
6.108,6,5,11,99.497,44,113.885,56.445,100,9,12,100,657.06,44,6,52.0
9.523,6,3,9,64.752,30,73.976,37.352,65,9,7,66,417.61,31,4,37.0
7.086,12,2,14,40.211,24,44.08,25.973,39,14,7,41,330.34,26,4,34.0
8.796,0,3,3,52.429,23,59.94,28.487,52,3,8,51,331.47,22,5,25.0
9.222,11,3,14,63.138,32,70.985,38.673,63,13,9,64,477.71,33,4,41.5
7.854,6,3,9,49.334,24,55.9,28.718,49,9,7,49,335.45,24,4,30.0
7.854,12,6,18,58.938,33,64.74,36.259,57,14,13,58,480.55,34,8,46.0
5.369,18,5,23,72.491,40,80.773,46.222,72,21,10,75,560.73,43,5,57.0
4.631,6,0,6,14.305,8,15.664,9.01,14,6,2,14,110.12,8,2,11.0
5.672,12,2,14,58.545,31,65.524,35.96,58,14,8,61,425.53,34,5,42.0
8.301,0,3,3,54.985,24,63.145,30.299,55,3,7,55,341.51,24,4,27.0
5.672,12,3,15,72.407,37,81.395,43.782,72,15,9,75,509.66,40,6,49.0
5.888,12,5,17,62.723,34,69.943,39.168,62,15,10,64,484.63,36,5,47.0
5.885,12,3,15,79.501,40,89.434,47.55,79,15,10,82,553.72,43,7,52.0
8.569,5,5,10,73.789,35,83.809,42.033,73,6,13,74,514.73,36,6,43.5
9.0,0,5,5,68.123,33,76.832,38.14,66,3,14,66,502.63,33,6,38.0
7.208,12,2,14,42.313,25,46.579,26.994,41,14,8,43,345.36,27,4,35.0
6.08,12,3,15,73.734,38,82.604,44.497,73,15,10,76,525.66,41,7,50.0
5.822,6,5,11,73.141,35,83.019,42.802,73,9,10,74,506.74,36,5,44.0
8.523,23,3,26,54.258,34,59.002,37.378,53,21,11,56,590.43,37,5,51.5
5.77,17,4,21,51.862,31,57.072,34.346,51,17,9,54,436.53,34,4,46.5
9.0,22,3,25,55.614,34,60.724,36.91,54,19,12,57,501.99,37,5,51.0
6.242,6,5,11,64.491,32,72.773,38.222,64,9,10,65,464.65,33,5,41.0
