pXC50,D.Dtr09,Eig11_AEA.bo.,Xindex,Eig08_AEA.bo.,Vindex,Eig08_EA,SM02_AEA.dm.,SpMax5_Bh.m.,Eig08_EA.ed.,SM03_AEA.ri.,Eig08_AEA.ed.,Eig08_AEA.ri.,RDCHI,Eig08_EA.ri.,Eig10_AEA.bo.,Eig11_EA.bo.,Yindex,Eig11_AEA.ri.,SpMax5_Bh.p.,SpMax5_Bh.v.,Eig07_EA,SM15_AEA.bo.,GMTIV,Eig02_EA,SM10_AEA.bo.,SMTIV,Eig07_AEA.ri.,X1v,Eig08_EA.bo.,GMTI,Wap,ATS2p,CSI,SpAD_EA.bo.,ATS1p,ATSC3i,SpMax5_Bh.i.,ATS2v,Eig13_EA.ed.,SM08_AEA.ri.,piID,SpAD_AEA.dm.,SpMaxA_AEA.ri.,LPRS,SMTI,X0v,Eig09_AEA.bo.,SpAD_EA.ri.,Eig06_EA.ri.,ATSC4i,X2sol,Eig09_AEA.ri.,X1sol,Eig10_EA.bo.,piPC01,SCBO,Eig11_AEA.ed.,Eig13_EA.bo.,MWC04,Psi_i_1,ECC,SpAD_EA.ed.,piPC02,SM02_EA.bo.,SpMax4_Bh.v.,MSD,SpMin4_Bh.p.,Eig09_EA.ri.,ZM2V
5.248,91.209,1.365,0.345,2.476,0.219,1.09,1.09,3.343,2.628,2.628,3.455,2.036,3.526,0.94,1.95,0.228,0.59,1.146,2.99,2.994,1.409,1.409,15802.0,2.853,2.853,9202.0,2.401,8.726,1.469,5224.0,8023.0,3.747,493.0,48.009,3.383,0.964,3.229,3.668,-1.423,-1.423,9.638,36.488,0.165,102.512,5128.0,14.46,2.165,33.131,1.411,0.921,11.055,1.665,11.638,0.726,3.512,32.5,2.692,-0.768,6.45,12.636,232.0,100.315,4.135,4.82,3.264,6.02,1.519,0.66,360.0
4.004,0.0,2.5,0.311,2.999,0.203,1.599,1.599,3.262,4.392,4.392,4.496,2.522,4.164,1.486,2.699,1.5,0.581,2.056,3.155,3.17,1.804,1.804,37666.0,3.091,3.091,22038.0,2.781,10.435,2.219,13514.0,33323.0,4.063,768.0,71.388,3.71,1.354,3.385,4.049,1.449,1.449,12.493,55.658,0.116,171.906,13126.0,19.046,2.945,50.943,1.983,1.57,13.648,2.512,16.088,1.759,3.902,48.5,3.651,0.85,6.911,18.306,361.0,154.177,4.538,5.226,3.374,6.578,1.685,1.472,484.0
4.004,137.403,2.03,0.275,2.849,0.165,1.475,1.475,3.436,3.755,3.755,4.166,2.36,4.186,1.27,2.538,0.936,0.414,1.717,3.163,3.199,1.546,1.546,42777.0,2.858,2.858,21850.0,2.519,9.009,1.977,11931.0,12976.0,3.823,845.0,59.004,3.469,1.06,3.435,3.805,0.812,0.812,10.521,46.092,0.135,146.466,11436.0,16.05,2.836,41.131,1.722,1.003,12.776,2.276,14.102,1.489,3.738,41.0,3.245,0.455,6.611,14.853,395.0,119.479,4.314,5.001,3.346,8.317,1.754,1.235,439.0
4.004,112.305,2.5,0.276,2.846,0.173,1.306,1.306,3.247,2.919,2.919,3.605,2.286,4.079,1.278,2.5,1.5,0.463,2.0,3.111,3.13,1.436,1.436,23586.0,2.651,2.651,14472.0,2.432,8.883,1.916,9869.0,19364.0,3.924,725.0,60.994,3.563,1.273,3.417,3.877,0.877,0.877,11.903,44.461,0.139,135.72,9289.0,15.17,2.625,42.47,1.829,1.371,11.334,2.109,13.331,1.5,3.761,42.0,3.355,0.618,6.65,15.49,331.0,120.138,4.373,5.059,3.359,6.983,1.759,1.102,367.0
4.004,108.176,2.5,0.295,3.009,0.188,1.514,1.514,3.261,4.262,4.262,4.396,2.442,3.847,1.386,2.627,1.5,0.515,1.984,3.043,3.05,1.7,1.7,28741.0,2.987,2.987,14784.0,2.646,8.823,2.24,8418.0,18256.0,3.806,617.0,59.69,3.442,1.066,3.191,3.777,-0.028,-0.028,10.99,46.166,0.139,127.322,7898.0,14.79,2.691,41.072,1.766,0.988,12.678,2.144,13.294,1.524,3.738,41.0,3.247,-0.018,6.683,14.523,280.0,125.737,4.353,5.04,3.306,6.307,1.591,1.14,462.0
4.004,0.0,2.005,0.319,2.858,0.2,1.414,1.414,3.322,3.133,3.133,3.913,2.349,3.938,1.26,2.5,0.917,0.532,1.675,3.023,3.026,1.574,1.574,32009.0,2.809,2.809,16925.0,2.514,8.933,2.001,9331.0,11136.0,3.854,693.0,56.476,3.506,0.989,3.298,3.818,0.206,0.206,10.109,44.415,0.136,136.009,9071.0,16.05,2.705,39.438,1.513,1.021,12.219,2.201,13.64,1.5,3.689,39.0,3.269,0.113,6.594,14.589,327.0,116.827,4.27,4.956,3.186,7.077,1.551,1.179,408.0
4.004,0.0,2.166,0.271,2.838,0.171,1.491,1.491,3.455,3.14,3.14,3.634,2.491,4.322,1.489,2.243,1.132,0.461,1.952,3.371,3.381,1.697,1.697,31958.0,2.684,2.684,19188.0,2.587,10.411,1.879,12857.0,16739.0,3.972,790.0,57.992,3.598,1.58,3.596,3.942,2.136,2.136,9.392,49.536,0.119,155.742,12083.0,17.049,2.5,45.43,1.626,1.551,12.653,2.027,14.776,1.232,3.714,40.0,3.247,1.0,6.691,17.401,362.0,128.215,4.174,4.86,3.447,7.286,1.827,1.0,400.0
5.815,0.0,1.416,0.376,2.65,0.248,1.225,1.225,3.519,3.42,3.42,4.165,2.175,3.624,1.116,2.277,0.346,0.722,1.322,2.974,2.991,1.575,1.575,19012.0,2.823,2.823,11090.0,2.544,10.019,1.666,6408.0,7036.0,3.909,476.0,50.011,3.543,1.15,3.252,3.808,-0.22,-0.22,8.933,42.133,0.156,119.011,6356.0,16.576,2.5,37.309,1.74,1.136,12.477,2.0,12.984,1.115,3.57,34.5,3.006,-0.113,6.605,14.785,226.0,115.052,4.123,4.808,3.426,5.616,1.628,1.0,372.0
4.79,0.0,0.801,0.425,2.421,0.27,1.0,1.0,3.081,2.244,2.244,3.317,1.951,3.346,0.948,1.321,-0.769,0.736,0.364,3.028,3.03,1.0,1.0,10359.0,2.525,2.525,6872.0,2.0,6.639,1.374,4254.0,3796.0,3.548,391.0,41.799,3.233,1.027,3.301,3.511,-2.0,-2.0,8.983,32.233,0.176,96.066,4324.0,12.778,2.268,30.294,1.186,1.009,9.016,1.923,10.059,0.0,3.401,29.0,2.268,-1.0,6.271,10.886,191.0,86.284,3.932,4.615,3.182,5.683,1.641,0.921,287.0
4.004,104.687,1.936,0.327,2.56,0.204,1.35,1.35,3.23,2.931,2.931,3.608,2.271,3.713,1.226,2.0,0.582,0.539,1.417,3.126,3.151,1.355,1.355,17277.0,2.618,2.618,10652.0,2.349,8.365,1.513,6949.0,8490.0,3.807,571.0,48.11,3.423,1.267,3.395,3.765,-1.039,-1.039,8.922,40.658,0.164,116.001,6684.0,13.931,2.276,37.162,1.502,1.25,10.124,2.012,11.665,1.0,3.526,33.0,3.125,-0.504,6.518,13.986,265.0,106.581,4.065,4.749,3.344,6.509,1.762,0.998,309.0
5.975,112.247,2.174,0.269,2.796,0.166,1.345,1.345,3.039,3.028,3.028,3.589,2.345,3.947,1.333,2.5,1.141,0.434,2.0,2.902,2.929,1.436,1.436,24649.0,2.75,2.75,13610.0,2.417,7.818,1.824,8659.0,16234.0,3.742,653.0,55.584,3.401,0.962,3.187,3.748,0.51,0.51,10.514,43.001,0.142,123.267,7975.0,13.268,2.5,40.124,1.446,0.923,10.864,2.018,12.276,1.5,3.664,38.0,3.247,0.257,6.583,13.979,293.0,114.565,4.241,4.927,3.222,6.941,1.523,1.016,391.0
4.094,0.0,2.166,0.285,2.753,0.182,1.261,1.261,3.23,2.767,2.767,3.526,2.23,4.113,1.22,2.237,1.132,0.5,1.952,3.073,3.099,1.697,1.697,27604.0,2.684,2.684,16003.0,2.587,9.404,1.815,10331.0,15185.0,3.861,644.0,55.16,3.495,1.418,3.374,3.854,2.136,2.136,10.02,46.144,0.127,141.048,9713.0,15.621,2.56,42.035,1.639,1.379,11.958,2.071,13.776,1.218,3.664,38.0,3.388,1.0,6.653,16.02,295.0,122.155,4.159,4.844,3.42,6.655,1.784,1.05,397.0
4.495,0.0,2.5,0.275,2.88,0.174,1.463,1.463,3.48,3.549,3.549,4.121,2.461,4.364,1.45,2.535,1.5,0.471,2.0,3.39,3.39,1.673,1.673,40998.0,2.826,2.826,23553.0,2.641,10.96,2.013,14604.0,17064.0,4.033,897.0,69.796,3.695,1.393,3.599,3.989,2.136,2.136,10.493,53.699,0.116,169.08,13937.0,18.288,2.845,49.774,1.983,1.418,13.979,2.389,16.106,1.547,3.902,48.5,3.414,1.5,6.808,17.843,416.0,142.531,4.463,5.15,3.525,7.508,1.752,1.377,494.0
4.004,212.058,2.108,0.289,2.97,0.182,1.479,1.479,3.328,3.573,3.573,4.229,2.451,3.877,1.409,2.477,0.931,0.49,1.665,3.274,3.234,1.525,1.525,20106.0,3.019,3.019,12680.0,2.482,9.66,2.17,8561.0,22544.0,3.959,657.0,60.079,3.573,1.237,3.417,3.886,0.352,0.352,11.616,44.656,0.145,128.173,8112.0,15.651,2.623,42.226,1.687,1.257,12.028,2.393,13.06,1.474,3.714,40.0,3.345,0.228,6.706,15.516,300.0,127.04,4.388,5.075,3.407,6.615,1.794,1.377,402.0
4.004,117.943,2.0,0.332,2.655,0.208,1.298,1.298,3.222,3.449,3.449,4.133,2.305,3.689,1.283,2.179,0.96,0.555,1.608,3.02,3.036,1.788,1.788,25619.0,3.123,3.123,14450.0,2.711,9.324,1.585,8009.0,12599.0,3.922,606.0,53.181,3.499,1.708,3.256,3.871,-1.098,-1.098,9.304,45.874,0.155,128.657,7914.0,15.752,2.203,40.766,1.802,1.764,11.853,1.984,11.751,1.0,3.584,35.0,3.414,-0.498,6.696,15.254,288.0,131.95,4.193,4.879,3.286,6.729,1.621,0.983,404.0
5.783,113.144,2.5,0.279,2.928,0.175,1.486,1.486,3.284,3.656,3.656,4.09,2.455,4.037,1.42,2.596,1.5,0.467,2.0,3.005,3.071,1.55,1.55,36289.0,2.927,2.927,18681.0,2.478,8.139,2.098,10504.0,25700.0,3.747,715.0,66.37,3.39,1.195,3.408,3.778,1.678,1.678,12.776,48.065,0.134,141.955,9954.0,14.298,2.904,44.637,1.58,1.187,12.143,2.222,13.631,1.556,3.829,45.0,3.482,1.005,6.737,14.966,329.0,132.488,4.48,5.168,3.241,6.988,1.703,1.216,490.0
4.019,106.209,2.263,0.284,2.901,0.178,1.408,1.408,3.227,3.006,3.006,3.761,2.404,3.867,1.401,2.784,1.138,0.477,1.808,3.071,3.102,1.609,1.609,22835.0,3.085,3.085,13340.0,2.604,8.258,2.078,8794.0,20510.0,3.876,636.0,61.686,3.49,1.167,3.387,3.844,-0.171,-0.171,12.391,45.003,0.143,128.221,8193.0,14.154,2.831,42.897,1.679,1.237,11.411,2.349,12.631,1.767,3.75,41.5,3.536,-0.091,6.701,14.929,287.0,126.611,4.428,5.115,3.391,6.54,1.703,1.346,389.0
5.917,68.891,0.656,0.389,2.266,0.253,0.753,0.753,3.174,1.925,1.925,3.377,1.68,3.125,0.672,1.077,-0.839,0.71,0.129,2.787,2.768,1.136,1.136,10926.0,2.92,2.92,5609.0,1.889,7.212,1.095,2948.0,4493.0,3.565,290.0,42.414,3.191,0.627,2.939,3.458,-2.625,-2.625,9.228,31.172,0.197,76.216,2845.0,11.403,1.847,27.009,1.307,0.538,9.523,1.241,9.888,-0.387,3.384,28.5,2.0,-1.5,6.301,10.231,133.0,86.259,4.034,4.718,2.929,4.735,1.277,0.304,334.0
6.125,73.567,0.859,0.382,2.267,0.247,0.758,0.758,3.092,1.94,1.94,3.38,1.69,3.183,0.684,1.121,-0.622,0.69,0.334,2.889,2.817,1.137,1.137,12121.0,2.937,2.937,6341.0,1.975,7.623,1.099,3369.0,5247.0,3.642,328.0,44.34,3.261,0.69,3.087,3.533,-2.669,-2.669,9.355,33.053,0.189,82.355,3277.0,12.326,1.946,28.754,1.384,0.697,10.195,1.35,10.282,-0.325,3.418,29.5,2.359,-1.335,6.368,10.874,152.0,92.731,4.086,4.771,2.95,4.965,1.312,0.394,344.0
5.585,88.067,1.869,0.305,2.752,0.194,1.394,1.394,3.344,3.262,3.262,3.998,2.34,3.619,1.299,2.065,0.766,0.531,1.427,2.962,2.957,1.503,1.503,20779.0,2.97,2.97,10683.0,2.46,8.576,1.773,6213.0,16087.0,3.747,490.0,52.641,3.362,0.881,3.13,3.708,-0.995,-0.995,10.505,41.032,0.154,107.735,5761.0,14.239,2.445,35.788,1.472,0.802,11.671,2.139,12.189,0.88,3.584,35.0,3.16,-0.493,6.592,13.332,219.0,114.332,4.23,4.916,3.229,5.803,1.52,1.118,411.0
4.408,0.0,1.379,0.381,2.581,0.249,1.061,1.061,3.223,2.6,2.6,3.665,2.04,3.392,1.015,2.158,0.25,0.713,1.216,3.074,3.098,1.304,1.304,12142.0,2.853,2.853,7584.0,2.279,8.429,1.443,4718.0,7953.0,3.813,408.0,45.468,3.409,1.181,3.341,3.718,-0.92,-0.92,8.735,38.991,0.173,100.137,4620.0,13.386,2.176,34.234,1.624,1.284,10.017,1.669,11.094,0.804,3.497,32.0,2.683,-0.448,6.472,13.134,191.0,100.795,4.034,4.718,3.22,5.248,1.63,0.668,325.0
4.004,169.309,1.847,0.309,2.957,0.197,1.456,1.456,3.122,3.312,3.312,4.004,2.433,3.553,1.385,1.947,0.521,0.537,1.347,2.829,2.846,1.523,1.523,18458.0,2.991,2.991,9543.0,2.467,7.744,2.153,5565.0,14060.0,3.701,467.0,54.349,3.321,0.775,3.038,3.665,-1.28,-1.28,11.208,39.312,0.162,101.455,5156.0,12.741,2.546,35.887,1.532,0.723,11.102,2.015,11.384,0.688,3.611,36.0,3.0,-0.638,6.564,12.703,208.0,111.523,4.311,4.997,3.227,5.664,1.418,1.001,400.0
4.67,0.0,1.592,0.337,2.5,0.213,1.0,1.0,3.144,2.136,2.136,3.281,2.0,3.641,1.0,2.141,0.516,0.573,1.323,3.006,3.026,1.242,1.242,16680.0,2.637,2.637,9864.0,2.205,7.086,1.5,5984.0,8512.0,3.622,502.0,49.746,3.315,0.862,3.311,3.618,-1.242,-1.242,10.534,37.03,0.158,109.079,5819.0,12.893,2.255,34.865,1.507,0.925,9.536,1.674,11.28,0.825,3.57,34.5,2.842,-0.639,6.438,12.226,236.0,98.797,4.147,4.832,3.119,6.194,1.558,0.681,355.0
5.646,82.479,1.37,0.349,2.609,0.221,1.0,1.0,3.143,2.309,2.309,3.466,2.0,3.435,1.0,2.023,-0.041,0.595,0.928,2.967,3.003,1.246,1.246,14744.0,2.957,2.957,8136.0,2.232,6.341,1.598,4662.0,7467.0,3.557,407.0,49.284,3.193,0.913,3.332,3.545,-1.972,-1.972,10.75,35.423,0.176,95.85,4501.0,10.984,2.527,33.197,1.5,0.896,8.929,1.969,10.254,0.814,3.555,34.0,2.605,-1.207,6.395,11.369,189.0,94.291,4.186,4.871,3.133,5.625,1.655,0.967,333.0
4.004,118.629,2.088,0.368,3.006,0.24,1.526,1.526,3.402,4.231,4.231,4.396,2.448,3.691,1.388,2.219,0.876,0.685,1.527,3.202,3.186,1.605,1.605,29119.0,3.133,3.133,15279.0,2.553,11.878,2.173,7775.0,10289.0,3.995,534.0,59.633,3.609,1.262,3.44,3.889,-0.011,-0.011,9.924,47.428,0.145,132.414,7794.0,18.175,2.643,39.554,1.669,1.384,16.068,2.132,14.646,1.11,3.701,39.5,3.256,-0.005,6.72,15.598,257.0,134.774,4.376,5.063,3.466,6.014,1.669,1.066,486.0
4.107,0.0,2.5,0.294,3.226,0.181,1.809,1.809,3.517,5.066,5.066,4.668,2.759,4.301,1.659,2.657,1.5,0.467,2.0,3.289,3.316,1.917,1.917,56185.0,2.716,2.716,27737.0,2.844,10.673,2.399,14056.0,18248.0,3.988,940.0,62.49,3.615,1.242,3.515,3.927,1.42,1.42,10.254,54.53,0.123,165.448,13797.0,18.428,2.929,45.268,1.984,1.233,15.229,2.432,15.798,1.716,3.807,44.0,3.414,0.683,6.73,16.637,450.0,134.654,4.331,5.017,3.382,8.324,1.677,1.306,502.0
4.004,0.0,2.53,0.296,2.902,0.191,1.499,1.499,3.452,3.984,3.984,4.332,2.454,4.151,1.412,2.57,1.536,0.537,2.023,3.264,3.279,1.676,1.676,43922.0,3.155,3.155,22587.0,2.638,10.123,2.054,12433.0,15633.0,3.962,719.0,68.65,3.609,1.572,3.483,3.944,2.136,2.136,10.443,51.611,0.123,159.864,11894.0,16.899,2.823,48.59,1.934,1.792,12.608,2.357,14.158,1.6,3.861,46.5,3.483,1.5,6.832,17.164,335.0,148.367,4.451,5.139,3.52,6.718,1.655,1.34,516.0
4.004,106.207,1.316,0.33,2.715,0.206,1.246,1.246,3.237,3.656,3.656,4.239,2.156,3.624,1.108,1.945,0.052,0.547,1.003,3.071,3.081,1.531,1.531,18553.0,3.077,3.077,11186.0,2.475,8.96,1.807,6689.0,10869.0,3.921,554.0,52.417,3.514,1.206,3.263,3.824,-1.209,-1.209,10.314,40.941,0.159,116.027,6589.0,15.463,2.5,37.117,1.722,1.375,12.607,2.0,11.996,0.686,3.584,35.0,3.098,-0.585,6.575,14.035,262.0,116.468,4.23,4.916,3.264,6.575,1.547,1.0,355.0
4.004,0.0,1.833,0.343,2.647,0.219,1.332,1.332,3.254,2.98,2.98,3.604,2.287,3.74,1.261,1.943,0.641,0.603,1.591,3.18,3.127,1.414,1.414,18985.0,2.819,2.819,11491.0,2.378,9.019,1.604,7162.0,8212.0,3.859,538.0,49.182,3.498,1.385,3.297,3.802,0.045,0.045,9.107,41.466,0.147,121.135,6972.0,15.151,2.175,36.864,1.445,1.369,10.2,1.94,12.064,0.88,3.555,34.0,3.07,0.025,6.532,14.378,253.0,108.387,4.078,4.762,3.261,6.22,1.724,0.93,342.0
4.004,101.399,1.538,0.351,2.686,0.223,1.186,1.186,3.382,3.061,3.061,4.004,2.168,3.543,1.152,1.947,0.414,0.611,1.344,3.034,3.028,1.517,1.517,23751.0,3.026,3.026,12135.0,2.443,10.353,1.729,6249.0,10024.0,3.863,517.0,55.193,3.484,1.031,3.215,3.766,-1.264,-1.264,10.27,42.361,0.163,114.386,6151.0,15.834,2.531,35.782,1.522,0.976,13.815,2.011,13.193,0.688,3.638,37.0,3.1,-0.626,6.597,13.889,244.0,118.349,4.327,5.014,3.306,6.015,1.579,1.0,437.0
4.004,83.221,1.073,0.369,2.529,0.238,1.0,1.0,3.117,2.431,2.431,3.465,2.004,3.351,0.994,1.526,-0.355,0.661,0.669,3.008,3.013,1.284,1.284,13430.0,2.839,2.839,7629.0,2.263,7.441,1.477,4368.0,7170.0,3.672,394.0,47.3,3.31,1.054,3.173,3.608,-1.463,-1.463,9.831,35.233,0.176,94.826,4268.0,12.207,2.174,32.465,1.397,1.001,9.14,1.762,10.183,0.302,3.497,32.0,2.664,-0.851,6.435,11.881,184.0,98.023,4.139,4.824,3.185,5.358,1.591,0.76,338.0
4.004,0.0,1.9,0.288,2.809,0.183,1.577,1.577,3.532,4.019,4.019,4.249,2.538,3.997,1.499,1.946,0.846,0.502,1.711,3.111,3.113,1.618,1.618,23971.0,2.856,2.856,14291.0,2.584,10.148,1.856,9356.0,13148.0,3.953,592.0,54.509,3.54,1.438,3.373,3.892,1.372,1.372,10.013,44.911,0.131,134.295,8799.0,16.691,2.562,41.221,1.657,1.301,12.585,2.017,13.764,0.918,3.638,37.0,3.258,0.618,6.666,16.174,270.0,123.899,4.174,4.86,3.491,6.474,1.751,1.014,392.0
4.533,0.0,1.262,0.477,2.021,0.316,0.877,0.877,3.09,1.8,1.8,3.404,1.776,3.359,0.781,1.518,-0.03,0.923,0.92,3.014,3.021,1.491,1.491,14020.0,2.702,2.702,8518.0,2.415,7.408,0.966,4574.0,5882.0,3.676,390.0,44.032,3.336,1.086,3.32,3.649,-1.143,-1.143,9.165,35.94,0.172,106.252,4831.0,13.603,1.72,32.777,1.594,1.161,9.455,1.488,11.083,0.415,3.45,30.5,2.636,-0.639,6.431,12.259,195.0,95.985,4.034,4.718,3.26,5.343,1.625,0.52,306.0
4.004,126.473,2.5,0.272,3.056,0.17,1.558,1.558,3.488,4.279,4.279,4.404,2.545,4.118,1.531,2.541,1.5,0.452,2.0,3.296,3.266,1.66,1.66,35714.0,3.024,3.024,19634.0,2.638,11.071,2.275,11791.0,23801.0,4.014,811.0,68.163,3.644,1.306,3.449,3.943,1.269,1.269,11.52,50.18,0.135,149.298,11157.0,17.05,3.001,46.078,1.874,1.381,15.266,2.451,15.133,1.5,3.85,46.0,3.414,0.717,6.786,16.785,374.0,141.528,4.525,5.212,3.529,7.372,1.628,1.405,499.0
4.004,122.62,2.024,0.288,2.84,0.175,1.414,1.414,3.275,2.968,2.968,3.607,2.41,4.002,1.402,2.538,0.831,0.442,1.608,3.076,3.125,1.422,1.422,25319.0,2.832,2.832,14974.0,2.414,8.368,1.931,9525.0,10662.0,3.831,707.0,55.75,3.473,1.228,3.407,3.784,0.124,0.124,10.403,42.59,0.145,131.825,9105.0,14.451,2.809,40.286,1.501,1.215,11.022,2.271,12.631,1.487,3.689,39.0,3.121,0.07,6.538,14.331,329.0,110.362,4.259,4.945,3.346,7.612,1.751,1.264,357.0
4.004,0.0,2.147,0.286,2.73,0.179,1.25,1.25,3.087,2.923,2.923,3.602,2.21,3.775,1.196,2.302,0.927,0.475,1.591,3.022,3.036,1.455,1.455,17027.0,2.752,2.752,10017.0,2.45,7.304,1.823,6735.0,15468.0,3.707,555.0,55.612,3.361,0.928,3.233,3.68,-1.016,-1.016,12.113,38.569,0.153,109.333,6201.0,12.255,2.5,37.807,1.533,0.906,9.898,2.0,11.382,1.13,3.664,38.0,3.162,-0.553,6.509,13.049,248.0,105.868,4.294,4.98,3.29,6.315,1.624,1.0,361.0
4.004,0.0,1.293,0.352,2.776,0.224,1.263,1.263,3.213,2.957,2.957,3.611,2.268,3.465,1.182,1.769,-0.135,0.608,0.885,2.958,2.948,1.427,1.427,15553.0,2.894,2.894,8805.0,2.355,7.602,1.803,5156.0,8051.0,3.721,473.0,49.071,3.351,0.845,3.192,3.666,-1.588,-1.588,10.15,37.066,0.165,101.834,5005.0,13.554,2.184,33.789,1.427,0.881,10.157,1.693,11.246,0.662,3.541,33.5,2.712,-0.901,6.45,12.309,220.0,100.109,4.174,4.86,3.134,5.771,1.518,0.693,327.0
4.004,88.195,1.372,0.328,2.535,0.203,1.0,1.0,3.097,2.3,2.3,3.414,2.0,3.499,1.0,2.024,-0.041,0.53,0.928,2.902,2.938,1.214,1.214,16328.0,2.784,2.784,8831.0,2.204,6.335,1.5,4998.0,7467.0,3.557,467.0,49.292,3.193,0.906,3.268,3.545,-2.0,-2.0,10.613,35.414,0.176,97.227,4812.0,10.984,2.5,33.205,1.358,0.861,9.002,1.971,10.237,0.816,3.555,34.0,2.602,-1.249,6.378,11.364,216.0,93.826,4.186,4.871,3.175,6.131,1.662,0.969,332.0
4.004,0.0,2.214,0.338,2.868,0.214,1.133,1.133,3.354,2.893,2.893,3.966,2.025,3.83,1.009,2.414,1.024,0.584,1.638,3.209,3.218,1.633,1.633,27990.0,2.97,2.97,15518.0,2.611,8.575,1.579,8620.0,11658.0,3.797,651.0,57.974,3.457,1.005,3.41,3.784,0.312,0.312,10.807,46.525,0.138,134.582,8507.0,15.488,2.5,40.469,1.671,1.084,11.851,2.011,13.3,1.202,3.726,40.5,3.269,0.287,6.648,14.363,310.0,121.964,4.321,5.007,3.27,6.635,1.647,1.0,442.0
4.004,0.0,2.142,0.332,2.635,0.208,1.167,1.167,3.101,3.027,3.027,3.627,2.15,3.656,1.138,2.273,0.829,0.555,1.493,2.875,2.935,1.479,1.479,27463.0,2.994,2.994,13535.0,2.427,6.873,1.674,6739.0,9423.0,3.572,555.0,52.592,3.246,1.322,3.211,3.62,-1.28,-1.28,10.622,38.954,0.162,115.84,6577.0,12.088,2.5,36.944,1.479,1.348,8.54,2.0,9.81,1.078,3.597,35.5,3.062,-0.689,6.55,12.561,262.0,114.002,4.208,4.894,3.169,6.509,1.536,1.0,424.0
4.004,122.56,1.906,0.321,2.994,0.2,1.506,1.506,3.365,4.179,4.179,4.379,2.44,3.805,1.387,2.5,0.61,0.527,1.306,3.042,3.06,1.574,1.574,44574.0,3.14,3.14,20122.0,2.529,9.998,2.204,9066.0,14595.0,3.778,670.0,60.344,3.432,1.172,3.352,3.772,-0.857,-0.857,10.53,46.434,0.145,136.159,8986.0,15.205,2.733,40.111,1.814,1.274,13.191,2.201,12.666,1.5,3.714,40.0,3.18,-0.406,6.72,14.571,320.0,137.051,4.404,5.091,3.228,7.167,1.622,1.176,533.0
4.004,130.774,2.119,0.297,3.013,0.181,1.524,1.524,3.466,3.865,3.865,4.317,2.462,3.994,1.403,2.208,0.975,0.465,1.637,3.178,3.193,1.679,1.679,37877.0,2.743,2.743,19009.0,2.652,8.973,2.168,10085.0,10736.0,3.788,732.0,57.798,3.425,0.989,3.377,3.762,0.449,0.449,9.584,46.022,0.143,137.797,9718.0,15.648,2.667,40.718,1.636,0.91,12.778,2.169,13.632,1.072,3.701,39.5,3.275,0.256,6.632,14.314,342.0,121.933,4.297,4.984,3.356,7.575,1.705,1.129,473.0
4.004,99.422,1.314,0.335,2.709,0.21,1.241,1.241,3.187,3.593,3.593,4.156,2.216,3.583,1.197,1.945,0.032,0.558,0.993,3.019,3.04,1.53,1.53,17260.0,2.72,2.72,10168.0,2.506,7.852,1.785,5972.0,9864.0,3.753,527.0,50.428,3.382,1.038,3.271,3.709,-1.166,-1.166,10.247,38.692,0.162,109.414,5876.0,13.724,2.5,36.099,1.718,1.023,10.829,2.0,11.297,0.686,3.555,34.0,2.805,-0.597,6.5,13.023,248.0,106.242,4.186,4.871,3.219,6.372,1.565,1.0,347.0
5.284,0.0,1.583,0.337,2.59,0.212,1.095,1.095,3.151,2.533,2.533,3.482,2.082,3.559,1.079,2.147,0.48,0.566,1.292,2.949,2.957,1.379,1.379,16877.0,2.795,2.795,9383.0,2.332,7.046,1.614,5401.0,7783.0,3.612,477.0,48.508,3.285,0.77,3.253,3.59,-1.392,-1.392,10.501,35.824,0.163,102.853,5231.0,12.618,2.261,33.301,1.334,0.791,9.61,1.671,11.047,0.879,3.541,33.5,2.696,-0.821,6.405,11.82,223.0,96.199,4.131,4.816,3.113,6.066,1.534,0.676,354.0
4.004,308.155,2.729,0.312,3.193,0.204,1.708,1.708,3.5,5.246,5.246,4.937,2.658,4.251,1.614,2.851,1.798,0.583,2.236,3.377,3.389,1.856,1.856,49025.0,3.21,3.21,28168.0,2.839,14.911,2.478,16825.0,39026.0,4.268,906.0,82.723,3.875,1.941,3.612,4.196,2.061,2.061,12.873,64.095,0.118,192.363,16359.0,21.91,3.046,56.249,2.019,2.134,18.781,2.518,18.762,1.929,4.025,55.0,3.802,1.226,7.093,21.466,427.0,185.595,4.741,5.429,3.714,6.958,1.86,1.501,607.0
4.004,199.033,1.964,0.294,3.017,0.186,1.522,1.522,3.305,4.013,4.013,4.339,2.451,3.784,1.397,2.516,0.712,0.502,1.456,3.169,3.143,1.546,1.546,24167.0,3.014,3.014,13020.0,2.529,8.343,2.264,7694.0,20243.0,3.779,595.0,59.806,3.405,1.101,3.358,3.751,-0.433,-0.433,11.599,44.006,0.147,121.334,7265.0,13.977,2.897,40.712,1.68,1.078,11.998,2.375,12.506,1.492,3.714,40.0,3.169,-0.197,6.671,14.12,271.0,123.714,4.388,5.075,3.316,6.358,1.698,1.356,432.0
