pXC50,nO,O.,Si,Se,nSK,Sp,nDB,Sv,nCsp3,C.,nBT,nAT,nC,MW,nHet,SCBO,AMW,H.,Me,Mi,Mp,Mv,N.,nAB,nB,nBM
7.319,4,8.2,55.069,49.567,28,32.688,3,31.665,6,42.9,52,49,21,379.45,7,41.5,7.744,42.9,1.012,1.124,0.667,0.646,6.1,15,0,18
7.469,4,8.9,50.239,45.8,28,31.165,2,30.611,2,46.7,48,45,21,375.41,7,43.5,8.342,37.8,1.018,1.116,0.693,0.68,6.7,21,0,23
7.301,5,10.9,51.365,46.909,28,31.375,2,30.831,4,45.7,49,46,21,378.41,7,41.5,8.226,39.1,1.02,1.117,0.682,0.67,4.3,17,0,19
5.408,4,8.5,52.654,47.683,28,31.926,2,31.138,4,44.7,50,47,21,377.43,7,41.5,8.03,40.4,1.015,1.12,0.679,0.663,6.4,17,0,19
6.06,0,0.0,44.896,38.796,19,24.364,0,22.816,9,33.3,41,39,13,260.39,6,26.0,6.677,51.3,0.995,1.151,0.625,0.585,15.4,10,0,10
5.301,5,10.6,53.03,48.447,30,31.869,3,31.842,3,42.6,50,47,20,407.42,10,44.5,8.669,36.2,1.031,1.128,0.678,0.677,10.6,17,0,20
6.921,4,9.5,46.744,42.993,27,30.051,2,29.271,2,45.2,45,42,19,381.44,8,42.0,9.082,35.7,1.024,1.113,0.716,0.697,7.1,20,0,22
5.585,5,9.8,56.78,51.793,31,35.137,3,34.358,3,47.1,54,51,24,416.46,7,46.0,8.166,39.2,1.016,1.113,0.689,0.674,3.9,18,0,21
6.569,3,6.8,49.03,44.473,27,30.71,2,29.896,2,47.7,47,44,21,359.41,6,42.5,8.168,38.6,1.011,1.114,0.698,0.679,6.8,21,0,23
5.114,0,0.0,38.651,34.145,20,23.08,0,22.236,4,41.2,37,34,14,266.34,6,31.0,7.834,41.2,1.004,1.137,0.679,0.654,17.6,16,0,16
5.301,0,0.0,35.179,31.585,20,22.176,0,21.536,3,41.9,34,31,13,286.75,7,31.0,9.25,35.5,1.019,1.135,0.715,0.695,19.4,16,0,16
7.721,5,10.0,56.196,50.676,28,32.898,3,31.885,8,42.0,53,50,21,382.45,7,39.5,7.649,44.0,1.014,1.124,0.658,0.638,4.0,11,0,14
6.959,5,10.6,52.78,47.793,27,31.137,3,30.358,7,42.6,50,47,20,368.42,7,38.5,7.839,42.6,1.017,1.123,0.662,0.646,4.3,11,0,14
6.208,4,9.3,48.159,43.876,26,29.813,3,28.798,5,41.9,46,43,18,371.45,8,39.0,8.638,39.5,1.02,1.12,0.693,0.67,7.0,14,0,17
5.721,2,3.3,67.394,59.665,32,40.069,1,37.837,7,43.3,63,60,26,428.58,6,47.0,7.143,46.7,0.994,1.123,0.668,0.631,6.7,22,0,23
5.482,2,3.8,59.979,52.781,27,34.307,1,32.31,8,39.6,55,53,21,366.51,6,38.0,6.915,49.1,0.996,1.132,0.647,0.61,7.5,16,0,17
5.222,2,3.5,63.979,56.781,31,38.307,1,36.31,6,43.9,60,57,25,414.55,6,46.0,7.273,45.6,0.996,1.122,0.672,0.637,7.0,22,0,23
5.886,3,4.9,68.604,60.992,33,40.523,1,38.552,7,42.6,64,61,26,444.58,7,48.0,7.288,45.9,1.0,1.125,0.664,0.632,6.6,22,0,23
5.745,2,3.5,64.319,57.294,32,38.245,1,36.693,6,43.9,60,57,25,432.54,7,47.0,7.588,43.9,1.005,1.128,0.671,0.644,7.0,22,0,23
5.638,2,3.5,63.923,57.105,32,39.165,1,37.137,6,43.9,60,57,25,448.99,7,47.0,7.877,43.9,1.002,1.121,0.687,0.652,7.0,22,0,23
6.846,2,3.3,67.394,59.665,32,40.069,1,37.837,7,43.3,63,60,26,428.58,6,47.0,7.143,46.7,0.994,1.123,0.668,0.631,6.7,22,0,23
5.502,2,3.3,67.394,59.665,32,40.069,1,37.837,7,43.3,63,60,26,428.58,6,47.0,7.143,46.7,0.994,1.123,0.668,0.631,6.7,22,0,23
6.268,3,7.0,47.946,43.254,25,29.466,2,28.402,2,46.5,45,43,20,334.4,5,37.5,7.777,41.9,1.006,1.115,0.685,0.661,4.7,17,0,19
6.027,4,9.3,47.658,43.48,26,29.915,3,29.095,2,48.8,45,43,21,347.39,5,39.5,8.079,39.5,1.011,1.108,0.696,0.677,2.3,17,0,20
6.032,3,4.9,68.604,60.992,33,40.523,1,38.552,7,42.6,64,61,26,444.58,7,48.0,7.288,45.9,1.0,1.125,0.664,0.632,6.6,22,0,23
5.886,2,3.3,67.394,59.665,32,40.069,1,37.837,7,43.3,63,60,26,428.58,6,47.0,7.143,46.7,0.994,1.123,0.668,0.631,6.7,22,0,23
5.638,2,3.2,70.394,62.665,35,43.069,1,40.837,6,46.0,67,63,29,464.61,6,53.5,7.375,44.4,0.995,1.117,0.684,0.648,6.3,27,0,28
5.678,2,3.3,67.394,59.665,32,40.069,1,37.837,7,43.3,63,60,26,428.58,6,47.0,7.143,46.7,0.994,1.123,0.668,0.631,6.7,22,0,23
5.886,2,3.3,67.394,59.665,32,40.069,1,37.837,7,43.3,63,60,26,428.58,6,47.0,7.143,46.7,0.994,1.123,0.668,0.631,6.7,22,0,23
5.854,2,3.2,70.81,62.549,33,41.83,1,39.364,8,42.9,66,63,27,442.61,6,48.0,7.026,47.6,0.993,1.124,0.664,0.625,6.3,22,0,23
7.06,4,8.9,50.073,45.363,26,30.676,2,29.622,3,46.7,47,45,21,349.41,5,38.5,7.765,42.2,1.008,1.113,0.682,0.658,2.2,17,0,19
6.161,0,0.0,34.651,30.145,16,19.08,0,18.236,6,33.3,32,30,10,218.3,6,23.0,7.277,46.7,1.005,1.155,0.636,0.608,20.0,10,0,10
5.284,0,0.0,32.235,28.262,16,18.318,0,17.709,6,35.7,31,28,10,216.28,6,24.0,7.724,42.9,1.009,1.151,0.654,0.632,21.4,10,0,10
6.538,0,0.0,35.179,31.585,20,22.176,0,21.536,3,41.9,34,31,13,286.75,7,31.0,9.25,35.5,1.019,1.135,0.715,0.695,19.4,16,0,16
6.387,0,0.0,35.575,31.774,20,21.256,0,21.092,3,41.9,34,31,13,270.3,7,31.0,8.719,35.5,1.025,1.148,0.686,0.68,19.4,16,0,16
7.155,0,0.0,35.915,32.287,21,21.193,0,21.475,3,41.9,34,31,13,288.29,8,32.0,9.3,32.3,1.042,1.159,0.684,0.693,19.4,16,0,16
6.469,0,0.0,38.066,33.029,17,20.841,0,19.762,7,33.3,35,33,11,232.33,6,24.0,7.04,48.5,1.001,1.154,0.632,0.599,18.2,10,0,10
5.337,0,0.0,31.235,27.262,15,17.318,0,16.709,5,33.3,29,27,9,204.27,6,22.0,7.566,44.4,1.01,1.157,0.641,0.619,22.2,10,0,10
4.796,0,0.0,38.651,34.145,20,23.08,0,22.236,4,41.2,37,34,14,266.34,6,31.0,7.834,41.2,1.004,1.137,0.679,0.654,17.6,16,0,16
6.215,0,0.0,35.915,32.287,21,21.193,0,21.475,3,41.9,34,31,13,288.29,8,32.0,9.3,32.3,1.042,1.159,0.684,0.693,19.4,16,0,16
6.854,0,0.0,35.575,31.774,20,21.256,0,21.092,3,41.9,34,31,13,270.3,7,31.0,8.719,35.5,1.025,1.148,0.686,0.68,19.4,16,0,16
7.451,4,8.5,52.654,47.683,28,31.926,2,31.138,4,44.7,50,47,21,377.43,7,41.5,8.03,40.4,1.015,1.12,0.679,0.663,6.4,17,0,19
7.248,0,0.0,36.255,32.8,22,21.131,0,21.859,3,41.9,34,31,13,306.28,9,33.0,9.88,29.0,1.058,1.17,0.682,0.705,19.4,16,0,16
5.602,0,0.0,39.066,34.029,18,21.841,0,20.762,8,35.3,37,34,12,244.34,6,26.0,7.186,47.1,1.001,1.149,0.642,0.611,17.6,10,0,10
7.292,5,11.4,48.95,45.025,28,30.614,2,30.304,2,47.7,47,44,21,376.39,7,43.5,8.554,36.4,1.023,1.113,0.696,0.689,4.5,21,0,23
7.119,4,8.7,51.574,46.76,27,31.574,3,30.325,6,41.3,49,46,19,385.48,8,40.0,8.38,41.3,1.017,1.121,0.686,0.659,6.5,14,0,17
6.161,3,7.3,45.534,41.665,26,29.597,2,28.557,2,46.3,44,41,19,365.44,7,41.0,8.913,36.6,1.016,1.111,0.722,0.697,7.3,20,0,22
6.367,0,0.0,35.235,31.262,19,21.318,0,20.709,3,41.9,34,31,13,252.31,6,30.0,8.139,38.7,1.008,1.137,0.688,0.668,19.4,16,0,16
6.854,0,0.0,35.915,32.287,21,21.193,0,21.475,3,41.9,34,31,13,288.29,8,32.0,9.3,32.3,1.042,1.159,0.684,0.693,19.4,16,0,16
7.398,4,9.1,49.322,45.018,28,30.409,2,30.106,2,45.5,47,44,20,376.4,8,43.5,8.555,36.4,1.023,1.121,0.691,0.684,9.1,21,0,23
6.337,2,3.5,64.319,57.294,32,38.245,1,36.693,6,43.9,60,57,25,432.54,7,47.0,7.588,43.9,1.005,1.128,0.671,0.644,7.0,22,0,23
6.445,4,9.5,46.658,42.48,25,28.915,2,28.095,2,47.6,44,42,20,335.38,5,37.5,7.985,40.5,1.011,1.111,0.688,0.669,2.4,17,0,19
6.147,2,6.5,35.329,31.891,19,20.671,1,20.511,4,41.9,33,31,13,261.28,6,27.5,8.428,38.7,1.029,1.14,0.667,0.662,9.7,11,0,12
5.886,2,6.3,36.586,33.185,20,21.364,1,21.4,4,43.8,34,32,14,278.28,6,28.5,8.696,37.5,1.037,1.143,0.668,0.669,6.3,11,0,12
5.0,3,8.8,38.119,34.782,21,23.835,1,23.03,2,41.2,36,34,14,303.37,7,31.5,8.923,38.2,1.023,1.121,0.701,0.677,8.8,15,0,16
5.0,3,8.8,38.119,34.782,21,23.835,1,23.03,2,41.2,36,34,14,303.37,7,31.5,8.923,38.2,1.023,1.121,0.701,0.677,8.8,15,0,16
5.0,2,5.9,37.513,34.989,23,27.733,1,25.552,2,41.2,36,34,14,477.22,9,33.5,14.036,32.4,1.029,1.103,0.816,0.752,8.8,15,0,16
5.0,2,3.8,59.311,51.447,23,31.824,1,29.342,14,34.6,54,52,18,319.5,5,28.5,6.144,55.8,0.989,1.141,0.612,0.564,5.8,5,0,6
6.92,2,7.4,30.575,27.494,16,17.972,1,17.601,1,40.7,28,27,11,217.25,5,23.5,8.046,40.7,1.018,1.132,0.666,0.652,11.1,11,0,12
5.0,2,4.0,57.311,49.447,21,29.824,1,27.342,12,32.0,50,50,16,295.48,5,24.5,5.91,58.0,0.989,1.146,0.596,0.547,6.0,5,0,6
4.602,2,6.3,36.586,33.185,20,21.364,1,21.4,4,43.8,34,32,14,278.28,6,28.5,8.696,37.5,1.037,1.143,0.668,0.669,6.3,11,0,12
5.0,2,4.3,51.651,45.912,25,30.779,1,29.235,4,43.5,48,46,20,335.44,5,36.5,7.292,45.7,0.998,1.123,0.669,0.636,6.5,17,0,18
5.42,0,0.0,38.073,33.876,21,22.262,0,22.114,4,39.4,36,33,13,285.32,8,32.0,8.646,36.4,1.027,1.154,0.675,0.67,21.2,16,0,16
5.959,2,6.3,36.926,33.698,21,21.301,1,21.783,4,43.8,34,32,14,296.27,7,29.5,9.258,34.4,1.053,1.154,0.666,0.681,6.3,11,0,12
5.0,2,5.9,37.83,34.531,21,25.029,1,23.502,2,41.2,36,34,14,319.44,7,31.5,9.395,38.2,1.016,1.113,0.736,0.691,8.8,15,0,16
5.0,2,6.3,36.82,32.145,15,19.256,1,18.181,6,31.3,32,32,10,211.3,5,18.5,6.603,53.1,1.005,1.151,0.602,0.568,9.4,5,0,6
4.553,2,6.3,35.907,32.16,18,21.489,1,20.633,4,43.8,34,32,14,242.3,4,26.5,7.572,43.8,1.005,1.122,0.672,0.645,6.3,11,0,12
5.602,2,6.3,35.851,32.484,19,22.347,1,21.461,4,43.8,34,32,14,276.74,5,27.5,8.648,40.6,1.015,1.12,0.698,0.671,6.3,11,0,12
5.0,2,5.4,41.665,37.851,23,26.08,1,25.225,2,43.2,39,37,16,331.4,7,34.0,8.957,37.8,1.023,1.126,0.705,0.682,8.1,16,0,17
5.0,2,5.0,44.82,40.145,23,27.256,1,26.181,2,45.0,42,40,18,307.38,5,34.5,7.684,42.5,1.004,1.121,0.681,0.655,7.5,17,0,18
5.357,2,6.3,36.246,32.673,19,21.426,1,21.017,4,43.8,34,32,14,260.29,5,27.5,8.134,40.6,1.021,1.133,0.67,0.657,6.3,11,0,12
5.0,2,5.9,37.83,34.531,21,25.029,1,23.502,2,41.2,36,34,14,319.44,7,31.5,9.395,38.2,1.016,1.113,0.736,0.691,8.8,15,0,16
5.0,2,4.5,50.481,43.68,19,26.302,1,24.289,10,31.8,44,44,14,267.42,5,22.5,6.078,56.8,0.993,1.147,0.598,0.552,6.8,5,0,6
5.03,2,5.0,45.5,41.171,25,27.131,1,26.948,2,45.0,42,40,18,343.36,7,36.5,8.584,37.5,1.029,1.137,0.678,0.674,7.5,17,0,18
5.04,2,5.9,37.83,34.531,21,25.029,1,23.502,2,41.2,36,34,14,319.44,7,31.5,9.395,38.2,1.016,1.113,0.736,0.691,8.8,15,0,16
5.0,2,5.0,44.66,40.298,23,28.551,1,26.556,4,40.0,42,40,16,347.5,7,33.5,8.687,42.5,1.007,1.117,0.714,0.664,7.5,15,0,16
5.0,2,5.4,41.325,37.338,22,26.142,1,24.842,2,43.2,39,37,16,313.41,6,33.0,8.471,40.5,1.009,1.117,0.707,0.671,8.1,16,0,17
5.886,0,0.0,39.33,35.171,22,22.955,0,23.002,4,41.2,37,34,14,302.32,8,33.0,8.892,35.3,1.034,1.157,0.675,0.677,17.6,16,0,16
6.551,2,14.3,15.748,14.524,9,9.438,1,9.505,0,42.9,14,14,6,123.12,3,13.0,8.794,35.7,1.037,1.125,0.674,0.679,7.1,6,0,7
6.745,4,26.7,17.083,15.96,9,9.102,3,9.44,1,33.3,14,15,5,130.11,4,11.0,8.674,40.0,1.064,1.139,0.607,0.629,0.0,0,0,3
5.201,2,15.4,14.831,13.742,9,8.682,1,8.999,0,38.5,13,13,5,124.11,4,13.0,9.547,30.8,1.057,1.141,0.668,0.692,15.4,6,0,7
4.854,3,15.0,22.289,20.516,12,13.409,2,13.252,0,45.0,20,20,9,164.17,3,17.0,8.209,40.0,1.026,1.114,0.67,0.663,0.0,6,0,8
