pXC50,SpMin1_Bh.p.,MATS6p,SpMin1_Bh.i.,SpMin1_Bh.e.,Eig02_EA,SM10_AEA.bo.,MATS6i,S2K,SpMin1_Bh.v.,SpMax2_Bh.i.,Eig02_EA.ri.,Eig02_AEA.ri.,PW2,GATS6i,PHI,Eig02_AEA.bo.,GATS7s,MATS7v,JGI7,Eta_B_A,JGI5,CATS2D_05_AL,RBN,Eig02_AEA.ed.,Eig02_EA.ed.,GGI4,SM11_AEA.dm.,GGI8,SIC5,Eig08_AEA.bo.,Eta_B,IVDE,MATS2m,Eig03_EA,SM11_AEA.bo.,MATS1e,CATS2D_08_DL,SpMax1_Bh.v.,SpMax1_Bh.e.,SpMax1_Bh.i.,Eig02_AEA.dm.,SpMAD_AEA.ed.,H.050,Hy,nHDon,GGI2,GGI5,MCD,Rperim,X5,HVcpx,Eig03_AEA.ri.,JGI4,JGT,GGI6,Eta_L_A,Eig04_AEA.ed.,MATS7s,IDE,Eig01_EA.bo.,Eig02_EA.bo.,Eig04_EA.ri.
7.237,2.02,-0.038,1.881,1.907,3.044,3.044,0.214,8.196,2.014,3.962,2.873,3.993,0.597,0.488,5.9,4.413,0.762,-0.028,0.017,0.034,0.032,5,5,6.474,10.052,1.446,10.052,0.239,0.921,2.896,0.953,1.678,0.099,2.633,2.633,-0.009,1,3.9,3.998,4.024,3.594,1.537,1,-0.217,1,3.556,0.948,0.607,17,5.516,3.653,3.603,0.04,0.537,0.501,0.203,5.467,-0.017,3.88,4.107,3.837,2.387
9.42,2.055,-0.168,1.974,1.991,2.92,2.92,-0.152,8.816,2.058,3.983,2.811,3.883,0.575,1.1,5.752,4.209,0.763,0.071,0.013,0.02,0.022,2,6,6.181,9.223,1.357,9.223,0.225,0.907,2.906,0.619,1.215,0.044,2.617,2.617,0.073,2,4.164,4.231,4.26,3.372,1.534,1,-0.361,1,3.111,0.893,0.774,24,8.481,3.69,3.596,0.029,0.362,0.551,0.254,5.699,0.135,3.891,4.929,3.786,2.349
6.721,1.965,-0.011,1.867,1.884,3.044,3.044,0.266,7.767,1.966,3.961,2.873,3.992,0.594,0.763,5.636,4.413,0.6,-0.164,0.011,0.033,0.028,5,7,6.474,10.052,1.403,10.052,0.182,0.845,2.673,0.846,1.648,0.174,2.566,2.566,0.103,1,3.894,3.999,4.026,3.268,1.524,1,-0.256,1,3.111,0.692,0.615,16,4.968,3.585,3.513,0.044,0.507,0.401,0.245,5.405,0.146,3.81,4.107,3.911,2.359
7.137,2.007,-0.014,1.867,1.884,3.044,3.044,0.219,8.155,1.987,3.949,2.826,3.993,0.597,0.487,5.852,4.413,0.803,-0.049,0.017,0.034,0.032,5,5,6.474,10.052,1.446,10.052,0.239,0.958,2.896,0.953,1.678,0.102,2.633,2.633,-0.024,1,3.894,3.994,4.021,3.594,1.537,1,-0.182,1,3.556,0.948,0.607,17,5.516,3.653,3.601,0.04,0.537,0.501,0.2,5.467,-0.043,3.88,4.107,3.837,2.385
8.509,2.004,-0.142,1.867,1.884,3.044,3.044,-0.182,9.952,1.98,3.945,2.789,3.93,0.588,1.047,7.298,4.327,0.944,-0.115,0.013,0.032,0.032,5,7,6.404,9.977,1.837,9.977,0.289,0.955,3.281,1.031,1.663,0.102,2.894,2.894,-0.042,1,3.895,3.996,4.021,4.073,1.527,1,-0.186,1,3.556,1.303,0.531,17,6.499,3.804,3.825,0.043,0.521,0.767,0.198,5.513,0.115,4.034,4.107,3.966,2.419
9.569,2.055,-0.098,1.974,1.991,3.044,3.044,-0.01,8.8,2.058,4.024,2.972,4.02,0.584,0.84,5.695,4.413,0.643,0.038,0.014,0.025,0.027,5,6,6.474,10.052,1.694,10.052,0.299,0.952,3.284,0.815,1.393,0.128,2.634,2.634,0.053,2,4.165,4.232,4.26,3.372,1.566,1,-0.382,1,3.778,1.14,0.727,24,8.839,3.751,3.613,0.033,0.423,0.657,0.213,5.699,0.15,3.963,4.929,4.107,2.45
8.959,1.998,-0.169,1.867,1.884,2.927,2.927,0.124,9.246,2.018,3.951,2.562,3.797,0.58,0.928,6.482,4.219,0.855,-0.143,0.011,0.023,0.025,8,6,6.183,9.234,1.264,9.234,0.236,0.9,2.821,0.677,1.314,0.125,2.592,2.592,0.031,1,3.894,3.994,4.021,3.268,1.515,1,-0.2,1,2.889,0.866,0.759,22,6.326,3.739,3.549,0.033,0.407,0.477,0.253,5.436,0.014,3.922,4.107,3.794,2.322
5.395,2.048,0.171,1.918,1.942,2.892,2.892,0.159,7.781,2.046,3.962,2.79,3.855,0.571,0.868,4.856,4.277,1.117,-0.088,0.01,0.016,0.017,12,5,6.211,9.295,1.029,9.295,0.168,0.887,2.694,0.462,0.863,-0.041,2.539,2.539,0.123,0,4.076,4.164,4.195,2.915,1.511,0,-0.778,0,2.667,0.633,0.929,26,7.542,3.465,3.472,0.026,0.287,0.495,0.226,5.357,-0.176,3.617,4.647,3.95,2.292
5.959,2.048,0.125,1.918,1.942,2.769,2.769,0.105,8.397,2.046,3.962,2.664,3.729,0.57,0.938,5.33,4.147,1.277,-0.071,0.009,0.017,0.013,14,6,6.033,8.674,1.059,8.674,0.213,0.888,2.799,0.479,0.85,-0.039,2.536,2.536,0.13,0,4.075,4.162,4.195,2.992,1.495,0,-0.785,0,2.222,0.514,0.897,26,7.62,3.552,3.489,0.027,0.29,0.584,0.232,5.356,-0.211,3.712,4.646,3.777,2.302
5.0,1.995,-0.037,1.845,1.859,2.677,2.677,-0.026,12.186,2.013,3.925,2.633,3.671,0.55,0.993,9.864,3.735,0.772,0.0,0.008,0.017,0.016,4,14,5.504,7.423,0.728,7.423,0.113,0.867,2.354,0.455,1.184,-0.106,2.325,2.325,-0.065,3,3.83,3.941,3.989,3.04,1.39,3,0.898,3,1.389,0.361,0.346,9,3.657,3.863,3.341,0.028,0.332,0.198,0.336,4.867,-0.037,4.129,3.809,2.858,1.93
7.102,2.007,-0.03,1.882,1.902,3.044,3.044,0.216,8.6,2.0,3.961,2.874,3.993,0.599,0.484,6.35,4.413,0.801,-0.098,0.016,0.036,0.034,4,5,6.474,10.052,1.557,10.052,0.289,0.959,3.012,1.042,1.713,0.086,2.661,2.661,-0.014,1,3.904,4.0,4.024,3.595,1.557,1,-0.2,1,3.778,1.059,0.586,17,5.587,3.658,3.615,0.038,0.559,0.542,0.207,5.503,-0.045,3.883,4.107,4.041,2.388
7.796,2.017,0.031,1.867,1.884,3.044,3.044,0.091,8.222,2.01,3.949,2.873,3.992,0.592,0.749,5.957,4.413,0.998,-0.088,0.013,0.031,0.034,6,7,6.474,10.052,1.126,10.052,0.165,0.827,2.689,0.846,1.623,0.162,2.566,2.566,0.044,0,3.893,3.993,4.019,3.268,1.518,0,-0.696,0,3.333,0.889,0.63,17,5.237,3.659,3.512,0.034,0.495,0.406,0.236,5.354,-0.055,3.889,4.107,3.834,2.306
6.886,2.008,-0.18,1.867,1.884,3.044,3.044,-0.184,9.958,1.992,3.946,2.776,3.928,0.584,1.047,7.326,4.323,1.043,-0.155,0.013,0.03,0.032,4,8,6.404,9.977,1.597,9.977,0.214,0.948,3.035,0.925,1.615,0.095,2.885,2.885,-0.032,1,3.895,3.995,4.022,4.073,1.51,1,-0.201,1,3.333,1.188,0.548,17,6.251,3.815,3.815,0.04,0.484,0.59,0.209,5.498,0.034,4.045,4.107,3.962,2.416
7.347,2.123,-0.044,2.007,2.032,2.923,2.923,0.088,7.931,2.122,4.002,2.871,3.905,0.577,0.782,5.214,4.406,0.639,-0.105,0.009,0.021,0.023,3,6,6.183,9.226,1.259,9.226,0.148,0.974,2.905,0.571,1.218,0.018,2.564,2.564,0.043,1,3.999,4.07,4.101,2.95,1.503,1,-0.309,1,2.667,0.619,0.778,21,6.34,3.673,3.511,0.038,0.374,0.344,0.207,5.257,0.109,3.848,4.336,4.107,2.203
7.959,2.115,0.031,2.006,2.028,2.965,2.965,0.137,8.357,2.111,4.002,2.873,3.939,0.588,0.765,5.654,4.413,0.95,-0.145,0.012,0.027,0.026,6,5,6.214,9.351,1.69,9.351,0.268,0.982,3.054,0.784,1.416,0.035,2.595,2.595,0.009,1,4.004,4.072,4.099,3.268,1.533,1,-0.268,1,3.111,0.872,0.724,21,6.851,3.688,3.56,0.044,0.459,0.561,0.199,5.418,-0.015,3.875,4.373,4.107,2.358
9.398,2.055,-0.103,1.974,1.991,3.044,3.044,-0.027,8.97,2.058,4.007,2.874,3.993,0.584,0.864,5.879,4.413,0.666,0.094,0.014,0.025,0.027,5,6,6.474,10.052,1.694,10.052,0.299,0.965,3.284,0.815,1.393,0.077,2.634,2.634,0.034,1,4.165,4.231,4.26,3.372,1.566,1,-0.352,1,3.778,1.14,0.727,24,8.839,3.751,3.609,0.033,0.423,0.657,0.212,5.699,0.131,3.963,4.929,4.107,2.413
7.481,2.055,-0.145,1.974,1.991,3.025,3.025,-0.114,8.563,2.058,4.01,2.903,3.986,0.58,0.898,5.462,4.391,0.875,0.083,0.013,0.022,0.024,6,6,6.464,10.01,1.503,10.01,0.275,0.965,3.16,0.709,1.317,0.077,2.627,2.627,0.048,1,4.164,4.231,4.26,3.372,1.557,1,-0.372,1,3.556,1.029,0.75,24,8.695,3.691,3.606,0.031,0.389,0.592,0.209,5.699,0.019,3.908,4.929,4.072,2.407
9.469,2.104,-0.049,1.986,2.011,3.094,3.094,-0.044,10.594,2.12,3.901,3.073,4.088,0.566,1.021,8.787,4.235,1.4,-0.004,0.017,0.026,0.028,0,10,6.667,10.729,1.707,10.729,0.329,0.891,2.438,0.701,1.632,-0.01,2.51,2.51,-0.085,4,3.972,4.044,4.074,3.301,1.526,3,0.798,3,3.556,1.111,0.444,12,5.654,3.476,3.486,0.043,0.496,0.769,0.375,4.961,-0.1,3.654,4.03,3.458,2.036
8.387,2.058,-0.047,1.873,1.91,2.901,2.901,0.004,8.004,2.053,3.863,2.842,3.879,0.578,1.077,6.285,4.241,0.94,-0.095,0.017,0.029,0.022,6,6,6.113,8.978,1.284,8.978,0.238,0.821,2.066,0.666,1.644,0.096,2.466,2.466,0.007,0,3.864,3.974,4.019,3.156,1.524,1,-0.326,1,2.889,0.632,0.522,12,4.348,3.309,3.384,0.046,0.516,0.488,0.299,5.235,-0.018,3.43,3.906,3.551,2.089
7.387,2.057,-0.208,1.872,1.909,2.901,2.901,-0.129,7.319,2.052,3.85,2.841,3.879,0.587,1.326,5.68,4.24,0.955,-0.125,0.018,0.03,0.023,5,5,6.113,8.977,1.204,8.977,0.226,0.815,2.0,0.666,1.674,0.113,2.465,2.465,0.002,0,3.862,3.973,4.017,3.156,1.535,1,-0.31,1,2.889,0.632,0.545,12,4.126,3.222,3.383,0.048,0.53,0.488,0.29,5.233,-0.041,3.35,3.906,3.548,2.086
7.208,2.051,-0.21,1.868,1.905,2.905,2.905,-0.145,6.451,2.046,3.952,2.843,3.882,0.585,1.302,4.576,4.25,0.963,-0.106,0.015,0.025,0.021,5,5,6.114,8.982,1.079,8.982,0.226,0.833,2.0,0.545,1.529,0.029,2.47,2.47,-0.004,0,3.907,4.015,4.056,3.158,1.567,1,-0.31,1,2.556,0.57,0.682,15,4.146,3.225,3.389,0.043,0.485,0.407,0.299,5.261,-0.037,3.352,3.911,3.71,2.113
7.155,2.056,-0.245,1.871,1.908,2.899,2.899,-0.119,6.651,2.05,3.831,2.841,3.878,0.593,1.32,5.096,4.234,0.895,-0.12,0.019,0.035,0.024,5,4,6.112,8.974,1.204,8.974,0.181,0.764,2.0,0.727,1.705,0.131,2.464,2.464,-0.004,0,3.86,3.97,4.014,3.155,1.513,1,-0.291,1,2.444,0.632,0.571,12,4.091,3.141,3.382,0.052,0.54,0.488,0.277,5.219,-0.016,3.287,3.905,3.508,2.077
7.886,2.055,-0.074,1.872,1.908,2.904,2.904,-0.089,7.732,2.049,3.941,2.843,3.881,0.578,1.183,5.649,4.248,1.042,-0.113,0.014,0.023,0.019,5,5,6.114,8.981,1.419,8.981,0.267,0.824,2.334,0.545,1.461,0.035,2.469,2.469,0.007,0,3.886,3.999,4.042,3.157,1.561,1,-0.342,1,2.889,0.552,0.708,17,5.066,3.253,3.388,0.046,0.451,0.436,0.316,5.256,-0.069,3.417,3.908,3.641,2.111
8.056,2.079,-0.072,1.898,1.938,2.904,2.904,-0.071,8.397,2.089,3.938,2.843,3.881,0.575,1.15,6.215,4.248,1.01,-0.056,0.014,0.022,0.023,6,5,6.114,8.981,1.387,8.981,0.279,0.829,2.424,0.545,1.429,0.025,2.469,2.469,0.011,0,3.883,3.996,4.04,3.157,1.562,1,-0.356,1,2.889,0.736,0.72,18,5.596,3.329,3.387,0.042,0.439,0.407,0.323,5.255,-0.05,3.468,3.908,3.636,2.11
6.585,2.056,-0.013,1.865,1.903,2.825,2.825,0.002,7.319,2.05,3.849,2.728,3.79,0.585,1.084,5.68,4.173,1.635,-0.177,0.014,0.031,0.024,6,5,5.791,8.342,0.964,8.342,0.222,0.815,2.0,0.683,1.674,0.12,2.494,2.494,0.002,0,3.855,3.97,4.015,3.075,1.525,1,-0.31,1,2.222,0.632,0.545,12,3.885,3.196,3.413,0.037,0.536,0.629,0.289,4.976,-0.212,3.346,3.847,3.533,1.956
6.699,2.051,-0.178,1.867,1.902,2.929,2.929,-0.128,7.655,2.042,3.85,2.872,3.909,0.579,1.281,5.844,4.306,1.388,-0.183,0.018,0.027,0.024,5,5,6.2,9.297,1.244,9.297,0.296,0.823,2.424,0.628,1.644,0.09,2.468,2.468,-0.017,0,3.865,3.972,4.014,3.964,1.532,1,-0.284,1,2.889,0.694,0.522,12,4.254,3.218,3.386,0.044,0.509,0.488,0.271,5.281,-0.164,3.357,3.968,3.555,2.121
8.553,2.082,-0.056,1.905,1.946,2.905,2.905,-0.054,7.945,2.095,3.944,2.844,3.882,0.587,1.155,5.881,4.25,1.055,-0.094,0.015,0.027,0.025,6,4,6.114,8.983,1.458,8.983,0.279,0.864,2.424,0.685,1.571,0.058,2.473,2.473,0.011,0,3.888,4.0,4.044,3.158,1.552,1,-0.356,1,3.556,0.785,0.72,18,5.501,3.328,3.393,0.046,0.493,0.448,0.318,5.294,-0.065,3.466,3.909,3.682,2.149
8.018,2.062,-0.102,1.883,1.919,2.929,2.929,-0.055,8.004,2.058,3.851,2.876,3.91,0.579,1.214,6.285,4.263,1.004,-0.19,0.018,0.027,0.024,6,6,6.2,9.297,1.244,9.297,0.296,0.821,2.0,0.628,1.644,0.096,2.468,2.468,0.007,0,3.874,3.981,4.025,3.183,1.532,1,-0.326,1,2.889,0.694,0.522,12,4.254,3.218,3.386,0.044,0.509,0.488,0.303,5.281,-0.096,3.357,3.924,3.55,2.125
6.87,2.073,-0.001,2.002,1.999,3.347,3.347,0.08,6.952,2.099,3.943,3.171,4.344,0.614,0.945,5.535,4.437,0.55,-0.018,0.023,0.043,0.029,9,7,7.243,12.085,1.857,12.085,0.216,0.839,1.933,1.021,1.855,0.176,2.745,2.745,0.099,5,4.018,4.111,4.104,3.964,1.629,2,0.296,2,4.5,1.024,0.375,9,4.034,3.159,3.735,0.055,0.69,0.693,0.295,5.49,0.245,3.338,4.76,3.806,2.595
8.357,2.038,-0.19,1.922,1.945,3.224,3.224,-0.218,5.575,2.041,4.036,3.162,4.202,0.601,1.303,3.979,4.657,0.857,-0.153,0.018,0.037,0.032,4,6,6.86,11.406,1.362,11.406,0.269,0.784,2.577,0.852,1.848,0.129,2.419,2.419,-0.026,2,4.101,4.176,4.205,3.487,1.689,1,-0.412,1,5.611,0.979,0.522,12,5.035,3.061,3.421,0.04,0.614,0.995,0.304,5.414,-0.055,3.238,4.638,4.143,1.962
6.854,2.091,-0.133,1.916,1.955,2.904,2.904,-0.114,7.083,2.101,3.946,2.843,3.882,0.581,1.236,5.102,4.249,1.003,-0.11,0.015,0.024,0.019,5,5,6.114,8.981,1.418,8.981,0.246,0.839,2.052,0.545,1.495,0.027,2.47,2.47,0.002,0,3.893,4.004,4.047,3.157,1.567,1,-0.326,1,2.667,0.528,0.696,16,4.744,3.249,3.388,0.051,0.475,0.446,0.308,5.257,-0.054,3.391,3.909,3.657,2.112
10.155,2.036,-0.134,1.921,1.943,3.225,3.225,-0.172,5.85,2.037,4.036,3.162,4.203,0.616,1.259,3.96,4.657,0.822,-0.092,0.016,0.039,0.029,7,5,6.86,11.406,1.407,11.406,0.305,0.794,2.713,1.01,1.826,0.172,2.816,2.816,0.008,0,4.101,4.177,4.206,3.787,1.674,0,-0.798,0,6.5,1.011,0.654,17,5.772,3.135,3.742,0.038,0.599,1.091,0.28,6.029,-0.03,3.358,4.638,4.143,2.41
7.009,2.074,-0.067,2.005,2.001,3.349,3.349,-0.014,7.773,2.1,3.907,3.306,4.353,0.607,1.097,6.292,4.438,0.551,-0.134,0.02,0.04,0.026,7,6,7.243,12.086,2.232,12.086,0.306,0.865,2.316,1.046,1.847,0.22,2.864,2.864,0.058,2,4.032,4.13,4.122,3.964,1.656,2,0.289,2,5.111,1.028,0.423,11,4.916,3.177,3.847,0.052,0.663,0.883,0.292,5.771,0.174,3.329,4.817,3.836,2.319
7.137,2.073,-0.093,2.004,2.0,3.349,3.349,-0.039,7.161,2.099,3.894,3.275,4.352,0.616,1.115,5.745,4.438,0.567,-0.096,0.023,0.044,0.028,7,5,7.243,12.086,2.072,12.086,0.288,0.862,2.42,1.101,1.851,0.239,2.823,2.823,0.054,2,4.028,4.125,4.116,3.964,1.652,2,0.312,2,4.889,1.052,0.44,11,4.699,3.17,3.808,0.055,0.698,0.809,0.283,5.457,0.179,3.314,4.813,3.832,2.268
7.009,2.074,-0.002,2.003,2.0,3.347,3.347,0.083,7.57,2.101,3.913,3.183,4.347,0.607,0.969,6.085,4.437,0.531,-0.065,0.02,0.041,0.028,9,6,7.243,12.086,1.937,12.086,0.241,0.825,2.193,1.021,1.842,0.18,2.758,2.758,0.102,5,4.019,4.113,4.105,3.964,1.588,2,0.273,2,4.222,1.024,0.44,11,4.31,3.182,3.746,0.052,0.657,0.797,0.304,5.359,0.236,3.356,4.762,3.808,2.356
7.18,2.082,0.04,2.008,2.004,3.558,3.558,0.082,6.665,2.111,4.047,3.27,4.483,0.626,0.964,5.054,4.971,0.6,-0.262,0.019,0.047,0.036,7,4,7.729,13.93,1.796,13.93,0.655,0.746,2.732,1.269,1.905,0.242,2.819,2.819,0.088,0,4.038,4.13,4.133,4.246,1.694,1,-0.309,1,7.167,1.375,0.556,15,5.413,3.209,3.805,0.042,0.714,0.822,0.287,5.846,0.176,3.407,4.813,4.153,2.351
7.959,2.086,-0.157,2.009,2.005,3.558,3.558,-0.136,8.124,2.112,3.889,3.27,4.483,0.63,0.9,6.666,4.971,0.816,-0.049,0.022,0.052,0.037,7,4,7.729,13.93,1.991,13.93,0.818,0.809,2.92,1.555,1.889,0.27,2.816,2.816,-0.013,0,4.022,4.118,4.106,4.749,1.68,1,-0.151,1,6.667,1.549,0.4,12,4.983,3.186,3.8,0.035,0.729,0.937,0.247,6.264,-0.027,3.431,4.813,4.09,2.231
7.046,2.086,-0.148,2.009,2.005,3.292,3.292,-0.091,6.928,2.113,3.86,3.264,4.296,0.613,1.173,5.505,4.393,0.513,-0.061,0.021,0.044,0.031,7,4,7.058,11.369,1.831,11.369,0.201,0.77,2.243,1.055,1.855,0.24,2.802,2.802,0.083,0,4.022,4.117,4.105,3.943,1.607,1,-0.26,1,4.222,1.104,0.5,12,4.796,3.089,3.79,0.051,0.653,0.774,0.267,5.361,0.216,3.248,4.813,3.83,2.146
7.678,2.087,0.001,2.009,2.006,3.355,3.355,0.053,8.18,2.114,3.885,3.268,4.358,0.599,0.965,6.621,4.443,0.526,-0.062,0.02,0.038,0.028,8,6,7.25,12.16,1.911,12.16,0.333,0.822,2.243,0.995,1.826,0.212,2.804,2.804,0.09,0,4.023,4.118,4.107,3.965,1.605,1,-0.294,1,4.667,1.104,0.462,12,5.053,3.261,3.791,0.047,0.627,0.774,0.287,5.37,0.213,3.394,4.813,3.831,2.158
7.086,2.087,-0.119,2.009,2.006,3.355,3.355,-0.083,8.829,2.114,3.893,3.268,4.359,0.595,1.139,7.205,4.443,0.661,0.022,0.019,0.037,0.028,8,7,7.251,12.162,2.071,12.162,0.333,0.828,2.399,0.995,1.808,0.199,2.804,2.804,0.093,0,4.023,4.119,4.107,3.965,1.589,1,-0.309,1,4.667,1.16,0.444,12,5.436,3.344,3.791,0.049,0.614,0.774,0.295,5.37,0.17,3.483,4.813,3.831,2.159
7.42,2.086,-0.109,2.009,2.006,3.349,3.349,-0.055,7.546,2.113,3.875,3.268,4.352,0.607,1.14,6.054,4.438,0.527,-0.097,0.021,0.04,0.03,7,5,7.243,12.086,1.831,12.086,0.296,0.816,2.243,0.995,1.842,0.226,2.804,2.804,0.087,0,4.022,4.118,4.106,3.964,1.616,1,-0.277,1,4.667,1.104,0.48,12,4.831,3.173,3.791,0.048,0.641,0.774,0.278,5.369,0.204,3.314,4.813,3.831,2.155
5.854,2.119,-0.121,2.039,2.043,3.349,3.349,-0.07,8.003,2.145,3.881,3.282,4.352,0.598,1.169,6.069,4.439,0.75,-0.088,0.018,0.034,0.026,10,5,7.243,12.086,1.933,12.086,0.394,0.837,2.474,0.919,1.75,0.157,2.883,2.883,0.088,0,4.049,4.137,4.132,3.964,1.582,1,-0.309,1,4.444,1.153,0.593,16,6.222,3.176,3.872,0.045,0.555,0.793,0.305,5.443,0.143,3.316,4.816,3.868,2.219
7.886,2.093,-0.073,2.012,2.01,3.349,3.349,-0.014,7.57,2.124,3.894,3.269,4.352,0.607,1.085,6.085,4.438,0.524,-0.105,0.021,0.04,0.03,9,5,7.243,12.086,1.831,12.086,0.296,0.818,2.243,0.995,1.842,0.232,2.804,2.804,0.121,1,4.026,4.122,4.113,3.964,1.616,1,-0.317,1,4.667,1.104,0.48,12,4.831,3.173,3.792,0.048,0.641,0.774,0.298,5.369,0.207,3.314,4.813,3.831,2.156
7.921,2.072,-0.044,2.003,2.0,3.349,3.349,-0.009,7.167,2.098,3.87,3.264,4.352,0.611,1.04,5.809,4.438,0.531,-0.073,0.022,0.041,0.029,7,5,7.243,12.086,1.867,12.086,0.261,0.852,1.937,0.995,1.855,0.143,2.806,2.806,0.112,0,4.024,4.116,4.103,4.238,1.62,1,-0.26,1,4.667,0.972,0.458,11,4.218,3.1,3.791,0.05,0.66,0.739,0.301,5.372,0.22,3.249,4.813,3.831,2.154
7.658,2.078,-0.048,2.007,2.004,3.349,3.349,0.013,8.205,2.106,3.893,3.268,4.352,0.602,1.057,6.653,4.438,0.526,-0.104,0.02,0.038,0.029,11,5,7.243,12.086,1.937,12.086,0.315,0.806,2.437,0.995,1.826,0.218,2.803,2.803,0.123,2,4.025,4.12,4.112,3.964,1.609,1,-0.332,1,4.667,1.163,0.5,13,4.956,3.199,3.791,0.05,0.622,0.794,0.306,5.368,0.201,3.353,4.812,3.831,2.156
5.77,2.067,-0.057,1.992,1.984,3.349,3.349,0.016,7.397,2.093,3.88,3.285,4.352,0.602,1.058,5.548,4.439,0.516,-0.11,0.019,0.035,0.028,10,5,7.243,12.086,1.741,12.086,0.354,0.832,2.252,0.919,1.776,0.166,2.897,2.897,0.085,0,4.057,4.143,4.137,3.964,1.59,1,-0.294,1,4.444,1.153,0.577,15,5.688,3.156,3.887,0.042,0.569,0.707,0.298,5.445,0.204,3.309,4.817,3.875,2.223
7.699,2.098,-0.044,2.026,2.018,3.349,3.349,-0.003,7.633,2.144,3.971,3.27,4.352,0.623,1.042,6.229,4.678,0.466,-0.06,0.024,0.048,0.037,7,5,7.243,12.086,2.196,12.086,0.469,0.818,2.787,1.288,1.885,0.143,3.185,3.185,0.133,0,4.044,4.153,4.136,4.747,1.659,1,-0.236,1,5.556,1.437,0.444,12,5.152,3.274,4.044,0.055,0.738,0.936,0.271,6.256,0.159,3.441,4.814,4.472,2.651
