pXC50,C.002,SpMin2_Bh.s.,nCt,C.003,C.043,H.046,SaaO,GATS5s,C.031,nCs,SaaN,NaaO,GATS4s,GATS4e,nCrt,N.075,NaaN,P_VSA_s_4,Eta_L_A,nCrs,Eta_FL_A,C.024,nCbH,MATS4m,CATS2D_04_LL,NssCH2,MATS4s,nBnz,MATS4v,GATS2v,ATSC7s,SpMin8_Bh.e.,SdO,GATS2p,MATS4e,P_VSA_MR_1,SpMax6_Bh.s.,MATS1s,CATS2D_01_AA,SRW05,SRW07,ATSC8s,nR05,SpMin8_Bh.i.,ATSC5s,P_VSA_LogP_3,P_VSA_s_3,GATS8i,GATS4m,MATS3s,SpMax8_Bh.s.,SpMin1_Bh.s.,P_VSA_MR_7,nCsp3,SpMin6_Bh.s.,SaaCH,GATS4v,H.051,CIC2,IC1,Eta_L,MAXDP,MATS2p,Eig05_AEA.dm.,ATSC6s,nCb.
6.31,1,1.151,0,0,0,3,0.0,1.248,0,2,0.0,0,1.511,1.339,0,0,0,125.045,0.222,0,0.257,9,7,-0.129,2,2,-0.212,2,-0.113,0.817,110.882,1.192,40.187,0.815,-0.211,282.506,4.837,-0.1,0,2.398,4.443,168.272,1,1.11,166.767,141.548,60.39,0.817,1.163,0.054,4.385,1.299,5.807,6,0.603,16.753,1.058,2,1.111,3.763,7.319,6.737,0.2,2.829,159.889,5
6.357,1,1.11,0,0,0,0,0.0,1.303,0,2,0.0,0,1.522,1.302,0,0,0,105.337,0.224,0,0.253,9,7,-0.134,3,2,-0.24,2,-0.099,0.826,138.907,1.05,39.932,0.791,-0.237,211.88,4.849,-0.1,0,2.398,4.443,170.535,1,1.016,178.535,141.548,58.962,0.813,1.031,0.056,4.491,1.293,84.105,4,0.577,15.972,1.029,2,0.909,3.936,7.161,6.646,0.145,2.833,151.615,5
6.42,0,1.152,0,0,0,3,0.0,1.406,0,1,0.0,0,1.285,1.28,0,0,0,102.056,0.198,0,0.269,7,7,-0.198,2,1,-0.194,2,-0.149,0.821,217.324,0.951,60.586,0.849,-0.259,188.338,6.351,-0.089,2,0.0,0.0,275.852,0,0.882,308.625,72.141,18.938,0.818,1.325,-0.029,4.686,1.28,11.477,5,0.53,9.958,1.105,0,0.957,3.745,5.547,6.1,0.195,2.813,133.278,5
7.237,2,1.184,0,0,0,0,0.0,1.3,0,3,0.0,0,1.452,1.245,0,0,0,126.117,0.221,0,0.262,12,12,-0.119,1,6,-0.201,3,-0.077,0.95,177.322,1.173,52.862,0.925,-0.208,282.506,5.006,-0.086,0,2.398,4.595,211.431,1,1.136,212.994,162.328,50.669,1.036,1.253,0.03,4.755,1.342,5.807,8,0.69,20.153,1.049,0,1.288,3.775,9.078,6.881,0.103,3.232,225.155,6
6.114,4,1.148,1,1,0,4,0.0,1.174,0,5,0.0,0,1.465,1.398,1,0,0,48.788,0.262,2,0.214,4,4,-0.212,1,5,-0.245,1,-0.124,1.118,109.365,0.886,48.162,1.13,-0.29,176.567,4.849,-0.075,0,3.714,5.476,143.029,0,0.821,190.7,102.923,28.447,0.987,1.349,0.022,4.272,1.306,5.807,8,0.595,5.683,1.079,1,0.995,3.709,6.806,5.418,-0.043,2.812,171.31,2
8.097,0,1.131,0,0,0,0,0.0,1.321,0,1,0.0,0,1.497,1.216,0,0,0,155.587,0.201,0,0.283,13,11,-0.134,4,3,-0.204,3,-0.099,0.871,224.533,1.199,54.384,0.868,-0.164,294.278,5.006,-0.098,0,3.045,5.209,166.817,2,1.162,207.405,189.899,46.68,1.01,1.25,0.03,4.843,1.278,5.807,5,0.682,24.577,1.051,0,1.137,3.88,8.429,7.008,0.123,3.232,225.341,7
4.215,2,1.194,0,0,0,0,0.0,1.159,0,4,0.0,0,1.086,1.049,0,0,0,84.635,0.234,0,0.239,8,8,0.006,3,3,-0.058,2,-0.077,1.058,160.24,0.886,49.017,1.046,-0.045,156.213,6.493,-0.086,0,0.0,0.0,158.625,0,0.824,240.717,140.828,33.513,0.972,1.101,-0.028,4.759,1.305,44.956,6,0.496,12.054,1.043,0,0.92,3.949,7.502,5.533,-0.025,3.01,251.394,4
6.387,3,1.16,0,0,1,0,0.0,1.279,0,4,4.465,0,1.475,1.266,0,1,1,116.64,0.219,0,0.264,11,11,-0.168,4,6,-0.218,3,-0.107,0.932,181.433,1.177,53.416,0.944,-0.228,294.278,5.063,-0.085,0,3.045,5.352,270.867,2,1.137,223.998,152.852,54.957,0.993,1.294,-0.003,4.847,1.311,22.593,8,0.759,18.214,1.074,4,1.021,4.015,9.423,6.932,0.075,3.232,217.315,7
6.276,1,1.148,0,0,0,0,0.0,1.374,0,2,0.0,0,1.484,1.226,0,0,0,155.587,0.207,0,0.277,13,11,-0.128,6,4,-0.198,3,-0.079,0.894,186.301,1.262,54.21,0.89,-0.177,294.278,5.006,-0.091,0,3.045,5.209,248.02,2,1.232,218.305,189.899,49.214,0.974,1.242,0.039,4.843,1.311,5.807,6,0.694,24.989,1.038,0,1.118,3.899,8.916,7.004,0.108,3.232,221.489,7
6.77,3,1.152,1,1,0,0,0.0,1.31,0,5,0.0,0,1.314,1.226,1,0,0,96.169,0.243,2,0.237,9,9,-0.126,3,4,-0.17,2,-0.124,1.104,122.588,1.13,49.247,1.1,-0.176,188.338,4.851,-0.083,0,3.932,5.861,151.989,0,1.06,206.421,150.304,28.67,0.955,1.228,0.022,4.334,1.305,5.807,8,0.698,15.61,1.098,0,1.075,3.814,8.013,5.586,-0.037,3.189,174.491,3
5.26,3,1.151,0,0,0,0,0.0,1.314,0,4,0.0,0,1.388,1.306,0,0,0,75.39,0.248,0,0.231,6,4,-0.163,0,5,-0.203,1,-0.137,1.042,115.682,1.129,48.763,1.014,-0.226,200.109,4.85,-0.09,0,2.398,4.443,151.904,1,1.06,201.703,129.525,60.226,0.913,1.195,0.024,4.331,1.305,5.807,7,0.597,11.56,1.091,2,0.847,3.965,7.695,5.527,0.042,2.812,172.889,2
6.854,3,1.233,0,0,0,0,0.0,1.136,0,5,0.0,0,1.399,1.312,0,0,0,107.052,0.229,0,0.248,9,9,-0.149,1,4,-0.218,2,-0.099,1.03,169.911,1.133,61.631,1.034,-0.24,223.651,6.493,-0.085,0,0.0,0.0,189.988,0,1.061,254.382,150.304,35.861,0.963,1.24,0.006,4.752,1.305,5.807,8,0.597,14.622,1.066,0,1.133,3.835,8.255,5.63,0.04,3.189,211.18,3
6.959,2,1.194,0,0,0,0,0.0,1.306,0,4,0.0,0,1.29,1.228,0,0,0,104.994,0.232,0,0.245,9,9,-0.133,2,3,-0.165,2,-0.129,1.053,122.656,1.073,49.141,1.062,-0.185,188.338,4.851,-0.1,0,0.0,0.0,149.452,0,1.019,208.612,150.304,26.135,0.94,1.23,0.017,4.331,1.305,5.807,7,0.597,15.094,1.101,0,1.08,3.768,7.436,5.566,0.011,3.008,183.64,3
6.018,1,1.139,0,0,0,0,5.277,1.426,0,2,4.021,1,1.438,1.16,0,1,1,134.942,0.209,0,0.273,12,12,-0.126,5,4,-0.162,3,-0.107,0.865,197.248,1.182,54.339,0.893,-0.13,294.278,5.198,-0.083,1,3.045,5.352,263.771,2,1.139,233.5,162.328,57.849,0.966,1.234,0.017,4.848,1.31,25.404,7,0.756,19.605,1.059,3,1.082,4.018,9.212,7.021,0.122,3.232,223.896,6
6.076,1,1.142,0,0,0,0,0.0,1.281,0,2,0.0,0,1.525,1.303,0,0,0,127.523,0.21,0,0.271,11,11,-0.201,2,4,-0.251,3,-0.129,0.837,222.156,1.171,65.069,0.831,-0.264,282.506,6.493,-0.087,0,2.398,4.595,258.485,1,1.135,243.617,152.852,56.835,1.045,1.317,0.04,4.849,1.31,5.807,7,0.584,16.209,1.087,0,1.188,3.893,8.805,6.905,0.189,3.32,219.9,7
7.854,0,1.108,0,0,0,0,0.0,1.323,0,1,0.0,0,1.533,1.272,0,0,0,126.117,0.202,0,0.279,12,12,-0.162,0,3,-0.234,3,-0.132,0.878,207.75,1.137,53.019,0.87,-0.215,258.964,5.005,-0.1,0,2.398,4.595,161.623,1,1.074,208.099,162.328,43.923,1.003,1.306,0.031,4.727,1.277,5.807,5,0.582,18.767,1.086,0,1.182,3.781,7.491,6.801,0.137,3.231,213.688,6
6.921,2,1.323,0,0,0,0,0.0,1.261,0,3,0.0,0,1.42,1.212,0,0,0,145.069,0.219,0,0.266,14,14,-0.145,7,6,-0.193,4,-0.113,0.925,180.929,1.262,53.491,0.899,-0.191,306.049,5.007,-0.085,0,2.398,4.595,218.731,1,1.215,213.836,181.281,55.815,1.033,1.254,0.033,4.845,1.342,5.807,8,0.83,24.541,1.086,0,1.321,3.786,9.839,6.974,0.116,3.232,226.877,8
6.796,2,1.148,0,0,0,0,0.0,1.281,0,3,0.0,0,1.191,1.145,0,0,0,86.693,0.217,0,0.258,8,8,-0.119,0,3,-0.154,2,-0.09,1.054,140.129,0.886,48.739,1.081,-0.176,179.756,6.493,-0.092,0,0.0,0.0,176.508,0,0.821,237.888,140.828,34.827,0.897,1.228,-0.028,4.667,1.305,5.807,5,0.482,10.877,1.063,0,0.829,3.992,6.741,5.51,-0.016,2.945,220.981,4
7.066,1,1.136,0,0,0,0,4.892,1.36,0,2,3.557,1,1.458,1.139,0,1,1,96.608,0.214,0,0.266,7,7,-0.178,2,4,-0.193,2,-0.157,0.844,183.826,1.159,52.903,0.878,-0.155,247.193,5.21,-0.082,1,3.045,5.283,251.887,2,1.107,234.667,114.947,51.906,0.974,1.292,0.01,4.848,1.31,25.404,7,0.582,11.817,1.125,3,0.78,4.16,8.118,6.82,0.15,3.232,214.368,5
6.585,2,1.148,0,0,0,3,0.0,1.284,0,3,0.0,0,1.282,1.242,0,0,0,95.518,0.223,0,0.253,8,8,-0.152,1,3,-0.174,2,-0.13,1.02,112.784,1.125,49.013,1.039,-0.205,200.109,4.85,-0.103,0,0.0,0.0,145.863,0,1.059,200.677,140.828,28.892,0.944,1.256,0.014,4.331,1.305,5.807,6,0.597,12.929,1.095,0,0.904,3.901,6.906,5.545,0.031,2.889,191.816,4
5.796,2,1.305,0,0,0,0,0.0,1.249,0,4,0.0,0,1.248,1.181,0,0,0,123.947,0.228,0,0.251,11,11,-0.145,9,3,-0.152,3,-0.135,1.008,130.801,1.134,49.77,1.013,-0.164,211.88,4.901,-0.098,0,0.0,0.0,159.138,0,1.061,207.18,169.257,31.281,0.921,1.214,0.02,4.366,1.339,5.807,7,0.661,19.47,1.11,0,1.168,3.781,8.197,5.659,0.04,3.189,185.479,5
7.347,2,1.21,1,1,0,6,0.0,1.386,0,3,0.0,0,1.425,1.284,0,0,0,96.386,0.246,0,0.232,7,7,-0.042,1,6,-0.196,2,0.06,0.916,170.333,1.146,52.226,0.905,-0.221,294.278,5.005,-0.083,0,2.398,4.595,218.238,1,1.086,210.1,114.947,52.457,1.051,1.184,0.043,4.496,1.342,5.807,11,0.633,10.716,0.914,0,0.995,3.81,9.339,6.8,0.149,3.232,240.473,5
7.301,2,1.196,0,0,0,3,0.0,1.288,0,3,0.0,0,1.414,1.21,0,0,0,125.466,0.225,0,0.257,11,11,-0.095,2,6,-0.183,3,-0.06,0.919,172.997,1.176,53.022,0.902,-0.186,306.049,5.006,-0.087,0,2.398,4.595,221.804,1,1.136,210.338,152.852,53.855,1.019,1.221,0.023,4.743,1.342,5.807,9,0.78,18.516,1.037,0,1.172,3.803,9.431,6.904,0.131,3.232,228.952,7
7.42,2,1.183,0,0,0,0,0.0,1.175,0,3,0.0,0,1.33,1.244,0,0,0,122.31,0.212,0,0.268,11,11,-0.14,1,6,-0.21,3,-0.061,0.921,202.707,1.174,74.756,0.911,-0.249,270.735,6.999,-0.06,2,2.398,4.595,300.245,1,1.137,257.42,152.852,58.399,1.021,1.261,0.038,5.005,1.342,11.477,8,0.638,16.11,1.046,0,1.021,3.982,9.311,6.894,0.132,3.32,304.306,7
5.398,2,1.148,0,0,0,0,0.0,1.281,0,3,0.0,0,1.191,1.145,0,0,0,86.693,0.217,0,0.258,8,8,-0.119,0,3,-0.154,2,-0.09,1.054,140.129,0.886,48.739,1.081,-0.176,179.756,6.493,-0.092,0,0.0,0.0,176.508,0,0.821,237.888,140.828,34.827,0.897,1.228,-0.028,4.667,1.305,5.807,5,0.482,10.877,1.063,0,0.829,3.992,6.741,5.51,-0.016,2.945,220.981,4
5.796,7,1.304,1,1,0,10,0.0,1.347,0,8,0.0,0,1.328,1.248,1,0,0,48.788,0.286,5,0.192,4,4,-0.074,1,8,-0.155,1,-0.053,1.139,110.781,1.129,49.102,1.146,-0.172,247.193,4.849,-0.06,0,0.0,0.0,141.397,0,1.06,202.593,102.923,36.051,0.979,1.175,0.06,4.274,1.485,5.807,11,0.796,5.714,1.016,1,1.428,3.468,8.306,5.527,-0.033,2.812,173.873,2
7.013,3,1.185,0,0,0,3,0.0,1.353,0,4,0.0,0,1.464,1.257,0,0,0,87.561,0.244,0,0.237,7,7,-0.097,1,7,-0.205,2,-0.031,0.951,168.88,1.158,52.126,0.938,-0.221,258.964,5.005,-0.081,0,2.398,4.595,207.686,1,1.099,215.27,114.947,50.018,1.051,1.234,0.042,4.367,1.342,5.807,10,0.636,10.764,1.012,0,1.093,3.811,9.018,6.779,0.115,3.232,225.363,5
5.108,2,1.148,0,0,0,0,0.0,1.328,0,3,0.0,0,1.343,1.298,0,0,0,86.693,0.222,0,0.254,8,8,-0.174,1,3,-0.207,2,-0.113,1.009,122.261,0.886,48.915,0.995,-0.253,164.795,4.942,-0.104,0,0.0,0.0,154.146,0,0.824,217.414,140.828,29.207,0.947,1.268,0.012,4.351,1.305,44.956,5,0.482,12.306,1.077,0,0.866,3.992,6.874,5.533,0.024,3.1,186.008,4
6.678,2,1.273,0,0,0,0,0.0,1.298,0,3,4.361,0,1.5,1.244,0,1,1,122.46,0.225,0,0.259,10,7,-0.179,1,8,-0.217,2,-0.146,0.89,226.024,1.171,54.288,0.881,-0.219,341.362,5.006,-0.066,0,2.398,4.595,193.723,1,1.135,230.047,143.376,54.452,1.042,1.275,0.024,4.846,1.329,22.593,10,0.825,18.092,1.124,2,1.22,3.837,9.658,7.01,0.121,3.23,234.494,5
7.0,2,1.284,0,0,0,9,0.0,1.572,0,3,0.0,0,1.463,1.328,0,0,0,130.412,0.235,0,0.244,9,9,-0.198,5,9,-0.177,3,-0.17,0.832,284.901,1.28,68.639,0.822,-0.212,447.302,6.493,-0.065,0,2.398,4.595,236.72,1,1.252,310.691,133.899,76.221,1.122,1.425,-0.003,4.827,1.355,5.807,14,0.825,15.873,1.163,2,1.392,3.714,11.727,7.639,0.2,3.323,278.312,9
4.398,2,1.178,0,0,0,3,0.0,1.226,0,3,0.0,0,1.305,1.236,0,0,0,104.114,0.21,0,0.261,7,7,-0.181,2,3,-0.22,2,-0.123,0.856,252.264,1.133,74.031,0.869,-0.261,247.193,6.999,-0.059,2,0.0,0.0,289.457,0,1.058,287.205,114.947,34.993,1.086,1.285,0.006,4.85,1.319,11.477,7,0.586,9.531,1.098,2,0.982,3.928,7.153,6.572,0.199,3.235,289.25,5
7.046,2,1.265,0,0,0,0,0.0,1.357,0,3,0.0,0,1.518,1.252,0,0,0,133.772,0.223,0,0.258,11,11,-0.186,1,8,-0.224,3,-0.162,0.87,263.862,1.216,67.327,0.864,-0.229,376.675,6.493,-0.067,0,2.398,4.595,225.489,1,1.158,270.666,152.852,64.4,1.069,1.273,-0.001,4.876,1.327,5.807,11,0.825,17.464,1.141,2,1.449,3.834,10.717,7.064,0.151,3.319,251.565,7
6.658,2,1.183,0,0,0,0,0.0,1.366,0,3,0.0,0,1.494,1.245,0,0,0,87.561,0.235,0,0.246,7,7,-0.155,1,6,-0.229,2,-0.091,0.903,173.129,1.143,51.719,0.889,-0.245,223.651,5.005,-0.087,0,2.398,4.595,217.589,1,1.076,226.334,114.947,52.457,1.054,1.281,0.031,4.491,1.342,5.807,9,0.632,10.69,1.072,0,0.891,3.857,8.451,6.736,0.154,3.232,220.376,5
7.481,3,1.207,0,0,0,0,0.0,1.209,0,4,0.0,0,1.439,1.259,0,0,0,129.241,0.218,0,0.265,12,12,-0.145,4,7,-0.21,3,-0.095,0.925,244.374,1.178,54.491,0.915,-0.205,329.591,6.493,-0.051,0,2.398,4.595,227.655,1,1.137,231.691,162.328,53.632,1.079,1.26,-0.002,4.849,1.32,5.807,9,0.768,19.773,1.065,4,1.227,3.821,9.367,7.029,0.101,3.319,276.59,6
6.921,5,1.314,1,1,0,3,0.0,1.275,0,6,0.0,0,1.391,1.147,1,0,0,129.241,0.243,2,0.24,12,12,-0.089,10,9,-0.156,3,-0.081,0.962,229.892,1.178,54.428,0.945,-0.143,341.362,5.006,-0.057,0,2.398,4.595,187.128,1,1.137,223.233,162.328,58.701,1.058,1.186,0.046,4.751,1.47,5.807,12,0.825,21.067,1.069,2,1.377,3.669,10.713,7.037,0.082,3.23,231.875,6
7.456,2,1.269,0,0,0,0,0.0,1.371,0,3,0.0,0,1.576,1.317,0,0,0,132.365,0.225,0,0.258,12,12,-0.17,1,8,-0.231,3,-0.131,0.895,257.054,1.172,67.188,0.884,-0.234,353.133,6.493,-0.062,0,2.398,4.595,211.893,1,1.136,259.276,162.328,60.014,1.038,1.273,0.025,4.849,1.328,5.807,10,0.825,19.478,1.1,2,1.383,3.763,10.107,7.03,0.121,3.319,244.257,6
6.398,2,1.218,0,0,0,0,0.0,1.269,0,3,0.0,0,1.493,1.261,0,0,0,176.622,0.213,0,0.272,17,17,-0.105,4,6,-0.192,4,-0.061,0.927,237.413,1.193,55.333,0.91,-0.186,364.904,5.006,-0.077,0,2.398,4.595,205.492,1,1.142,206.687,209.709,54.283,1.08,1.227,0.02,4.77,1.321,5.807,8,0.81,29.737,1.025,2,1.782,3.525,9.78,7.165,0.091,3.23,246.405,7
6.18,4,1.15,1,1,0,4,0.0,1.332,0,5,0.0,0,1.473,1.262,1,0,0,78.735,0.246,2,0.235,7,7,-0.116,2,7,-0.216,2,-0.042,0.976,223.163,1.153,52.64,0.964,-0.227,270.735,5.005,-0.067,0,3.932,5.778,187.098,1,1.073,208.185,114.947,50.876,1.046,1.255,0.025,4.367,1.316,5.807,10,0.767,10.696,1.013,2,0.995,3.833,8.862,6.767,0.075,3.229,239.781,5
4.167,4,1.204,1,1,0,0,0.0,0.868,0,5,0.0,0,1.214,1.24,0,0,0,8.396,0.252,0,0.213,0,0,-0.139,1,4,-0.248,0,-0.009,1.224,270.367,0.64,56.411,1.414,-0.296,129.482,6.493,-0.088,0,0.0,0.0,248.31,0,0.568,258.112,42.806,29.867,0.959,1.095,-0.153,4.883,1.266,0.0,7,0.083,0.0,0.994,7,0.797,3.378,5.799,5.073,-0.149,3.51,265.849,0
6.658,2,1.174,1,1,0,8,0.0,1.193,0,4,4.138,0,1.258,1.288,0,1,1,102.508,0.243,0,0.239,8,5,-0.054,1,3,-0.139,1,-0.041,1.115,126.378,1.022,37.267,1.164,-0.151,270.735,4.774,-0.04,0,0.0,0.0,157.704,0,0.969,182.444,118.616,31.776,0.939,1.068,0.026,4.241,1.321,16.786,8,0.616,15.921,0.979,2,1.043,3.702,7.531,5.911,-0.074,2.761,157.61,1
6.469,2,1.282,0,0,0,0,0.0,1.268,0,3,0.0,0,1.471,1.204,0,0,0,132.365,0.226,0,0.257,12,12,-0.165,1,8,-0.198,3,-0.155,0.903,218.779,1.171,54.323,0.891,-0.188,353.133,5.006,-0.067,0,2.398,4.595,192.268,1,1.136,226.168,162.328,54.88,1.056,1.258,0.03,4.764,1.332,5.807,10,0.825,20.682,1.14,2,1.419,3.696,9.737,7.016,0.113,3.23,233.534,6
4.721,3,1.209,0,0,0,0,0.0,1.13,0,4,0.0,0,1.274,1.319,0,0,0,94.334,0.229,0,0.257,9,9,-0.145,4,5,-0.177,2,-0.065,1.109,131.761,1.049,36.089,1.131,-0.204,200.109,4.774,-0.038,0,2.398,4.727,98.809,1,0.993,121.468,137.139,41.562,0.902,1.154,0.003,4.314,1.252,0.0,6,0.609,18.694,1.014,2,1.037,3.779,7.327,5.297,-0.066,3.089,115.713,3
7.276,2,1.176,1,1,0,8,0.0,0.995,0,4,4.148,0,1.166,1.153,0,1,1,111.454,0.249,0,0.231,8,8,-0.048,2,4,-0.119,2,-0.003,0.997,171.73,1.206,39.112,1.033,-0.139,321.009,4.929,-0.034,0,2.398,4.443,204.312,1,1.158,181.114,144.275,75.993,0.87,0.9,0.019,4.642,1.328,55.934,9,0.742,15.691,0.935,2,0.793,4.098,9.712,6.44,-0.036,2.965,170.301,4
4.824,2,1.141,0,0,0,0,0.0,1.19,0,3,0.0,0,1.516,1.275,0,0,0,109.978,0.218,0,0.259,8,8,-0.2,1,3,-0.265,2,-0.146,0.842,211.789,1.11,51.157,0.834,-0.255,258.964,4.872,-0.086,0,0.0,0.0,156.701,0,1.035,203.526,124.423,34.294,0.96,1.331,0.006,4.501,1.314,5.807,7,0.586,12.286,1.12,2,1.401,3.66,6.967,6.518,0.209,2.927,230.511,4
7.174,1,1.236,1,1,0,14,0.0,1.386,0,3,0.0,0,1.267,1.292,0,0,0,101.635,0.246,0,0.224,7,7,-0.104,3,3,-0.153,2,-0.073,0.966,228.628,1.225,63.885,0.967,-0.18,317.82,6.493,-0.091,0,0.0,0.0,247.55,0,1.174,293.269,131.352,40.012,1.009,1.253,0.0,4.774,1.338,44.956,10,0.747,11.842,1.038,0,1.034,3.881,9.36,6.204,0.079,3.181,289.706,5
6.959,2,1.185,1,1,0,11,0.0,1.018,0,4,4.158,0,1.149,1.151,0,1,1,120.279,0.25,0,0.23,8,8,-0.05,2,4,-0.104,2,-0.008,1.006,153.922,1.209,39.198,1.065,-0.113,356.322,4.84,-0.034,0,2.398,4.443,200.527,1,1.162,163.158,144.275,75.678,0.833,0.968,0.026,4.636,1.328,16.786,10,0.746,16.488,0.946,2,0.863,3.982,9.744,6.498,-0.027,2.956,175.14,4
6.0,2,1.273,0,0,0,0,0.0,1.301,0,3,0.0,0,1.427,1.158,0,0,0,93.38,0.238,0,0.242,7,7,-0.1,1,8,-0.18,2,-0.098,0.844,221.894,1.153,53.56,0.827,-0.17,329.591,5.005,-0.067,0,2.398,4.595,185.116,1,1.076,226.042,114.947,52.124,1.077,1.2,0.028,4.377,1.329,5.807,11,0.771,10.741,1.1,2,1.142,3.746,9.029,6.881,0.187,3.23,221.247,5
7.585,1,1.159,1,1,0,8,0.0,1.244,0,3,0.0,0,1.358,1.351,0,0,0,93.46,0.257,0,0.215,8,8,0.002,1,3,-0.202,2,-0.01,0.949,224.751,1.092,63.305,0.841,-0.222,258.964,6.493,-0.091,0,0.0,0.0,238.605,0,1.018,263.949,140.828,36.251,0.933,0.688,0.016,4.702,1.333,5.807,8,0.614,13.199,0.925,0,0.989,3.971,9.516,6.099,0.058,3.238,251.052,4
7.187,1,1.145,1,1,0,8,0.0,1.177,0,3,0.0,0,1.282,1.246,0,0,0,93.46,0.243,0,0.23,8,8,0.046,0,3,-0.143,2,-0.002,0.991,245.267,1.092,63.281,0.959,-0.134,258.964,6.493,-0.09,0,0.0,0.0,263.204,0,1.018,288.148,140.828,37.142,0.948,0.97,-0.011,4.775,1.333,84.105,8,0.614,12.723,0.94,0,0.989,3.971,8.974,6.088,0.04,3.181,268.837,4
6.022,1,1.108,0,0,0,0,0.0,1.127,0,2,0.0,0,1.514,1.207,0,0,0,89.618,0.21,0,0.268,7,7,-0.201,1,3,-0.268,2,-0.145,0.784,145.02,1.024,51.397,0.785,-0.232,235.422,5.005,-0.097,0,2.398,4.595,225.952,1,0.989,238.888,114.947,43.653,0.862,1.322,-0.02,4.501,1.28,5.807,6,0.577,10.318,1.113,2,1.035,3.789,6.721,6.517,0.239,3.213,268.565,5
6.959,2,1.301,0,0,0,9,0.0,1.527,0,3,0.0,0,1.359,1.169,0,0,0,130.412,0.235,0,0.244,9,9,-0.19,5,8,-0.13,3,-0.2,0.833,230.178,1.259,55.9,0.835,-0.149,423.76,5.006,-0.07,0,2.398,4.595,208.568,1,1.22,272.56,133.899,64.437,1.082,1.411,0.007,4.763,1.356,5.807,13,0.825,16.63,1.212,2,1.434,3.68,10.801,7.61,0.183,3.262,257.655,9
6.0,2,1.289,0,0,0,0,0.0,1.293,0,3,4.36,0,1.439,1.175,0,1,1,122.46,0.229,0,0.254,10,7,-0.117,1,9,-0.178,2,-0.118,0.895,229.073,1.174,54.363,0.883,-0.17,364.904,5.006,-0.062,0,2.398,4.595,198.218,1,1.136,230.671,143.376,56.986,1.027,1.215,0.026,4.846,1.335,22.593,11,0.825,18.249,1.113,2,1.199,3.837,10.08,7.026,0.121,3.23,231.727,5
7.367,3,1.295,2,1,0,11,0.0,1.487,0,5,4.086,0,1.155,1.124,1,1,1,69.123,0.287,1,0.178,0,0,-0.052,3,3,-0.093,0,-0.038,0.956,167.94,1.204,51.386,0.999,-0.11,223.651,4.842,-0.095,0,2.398,4.443,213.163,1,1.15,283.033,91.62,55.784,1.015,1.031,-0.016,4.311,1.349,82.245,11,0.678,3.3,1.009,2,0.841,3.935,9.192,6.103,0.043,3.196,214.492,0
6.699,2,1.235,1,1,0,8,0.0,1.197,0,4,0.0,0,1.237,1.267,0,0,0,102.937,0.257,0,0.223,9,9,-0.046,1,3,-0.133,2,-0.042,1.037,131.478,1.02,37.456,0.962,-0.154,247.193,4.74,-0.042,0,0.0,0.0,157.461,0,0.979,177.055,128.092,35.26,0.914,0.743,0.034,4.241,1.322,0.0,8,0.616,16.43,0.967,0,1.18,3.654,8.21,5.978,0.001,2.928,152.136,3
4.721,0,1.11,0,0,0,0,0.0,1.016,0,0,0.0,0,1.49,1.292,0,0,0,88.212,0.203,0,0.272,8,8,-0.117,1,2,-0.264,2,-0.063,0.823,92.849,0.886,37.241,0.78,-0.244,176.567,4.847,-0.113,0,0.0,0.0,120.013,0,0.821,132.611,124.423,22.396,0.822,1.08,0.022,4.32,1.247,44.956,3,0.382,12.381,1.019,0,1.113,3.686,5.068,5.852,0.194,2.821,140.306,4
6.208,2,1.292,0,0,0,0,0.0,1.286,0,3,4.15,0,1.424,1.169,0,1,1,122.031,0.229,0,0.254,9,7,-0.106,1,9,-0.174,2,-0.086,0.885,231.999,1.173,54.368,0.867,-0.165,364.904,5.006,-0.06,0,2.398,4.595,190.145,1,1.136,226.407,133.899,57.415,1.058,1.205,0.029,4.846,1.336,22.593,11,0.825,18.183,1.078,2,1.19,3.846,10.085,7.027,0.138,3.23,234.914,5
5.721,1,1.222,1,1,0,6,0.0,1.266,0,3,0.0,0,1.228,1.293,0,0,0,111.984,0.234,0,0.247,9,9,-0.053,3,2,-0.129,2,-0.006,1.054,113.992,1.049,37.53,1.091,-0.169,235.422,4.774,-0.051,0,2.398,4.727,167.996,1,0.993,173.982,137.139,34.387,0.814,1.069,0.025,4.314,1.26,0.0,7,0.608,18.493,0.946,0,1.142,3.757,7.728,5.966,-0.016,3.09,143.618,3
5.886,2,1.168,0,0,0,0,0.0,1.332,0,3,0.0,0,1.537,1.269,0,0,0,99.51,0.239,0,0.24,7,7,-0.183,4,6,-0.219,2,-0.164,0.874,212.294,1.17,53.003,0.879,-0.226,247.193,5.005,-0.079,0,2.398,4.595,182.011,1,1.135,232.616,114.947,47.912,1.1,1.295,0.031,4.365,1.319,5.807,10,0.762,10.687,1.152,2,1.114,3.724,8.616,6.795,0.155,3.23,231.943,5
6.721,2,1.233,1,1,0,8,0.0,1.199,0,4,0.0,0,1.256,1.305,0,0,0,102.937,0.248,0,0.232,9,9,-0.104,2,3,-0.153,2,-0.056,1.063,149.746,1.025,37.472,1.058,-0.18,247.193,4.774,-0.043,0,0.0,0.0,163.548,0,0.974,182.796,128.092,35.705,0.905,1.141,0.035,4.345,1.322,39.149,8,0.616,16.038,0.998,0,1.207,3.654,7.94,5.983,-0.02,3.12,164.064,3
