pXC50,IC3,IC4,Eig10_EA.dm.,Eig09_EA.dm.,Eig08_EA.dm.,D.Dtr05,RBN,MATS3s,N.074,nRCONH2,CATS2D_05_AP,CATS2D_02_AP,BLTA96,BLTD48,BLTF96,MLOGP,nArC.N,NdsN,SdsN,MLOGP2,CATS2D_08_DP,CATS2D_07_PN,CATS2D_08_AP,CATS2D_07_PL,P_VSA_p_3,P_VSA_v_3,CATS2D_06_LL,CATS2D_06_PL,CATS2D_05_PL,CATS2D_03_PL,CATS2D_00_DD,CATS2D_00_DP,CATS2D_00_PP,NsNH2,SM05_EA.dm.,P_VSA_s_4,SsCH3,CATS2D_09_DN,GNar,NsCH3,P_VSA_LogP_1,Eta_F_A,MATS2s,CATS2D_09_PL,DLS_01,Eta_betaP,CATS2D_05_DA,S3K,ECC,CATS2D_06_DA,nCsp2,CATS2D_09_AA,HVcpx,X2A,IDE,AECC,CATS2D_06_DP,DECC,P_VSA_LogP_2,SpMin8_Bh.v.,TIC3,CSI,TPSA.NO.,UNIP,ATSC1i,MATS3e,GATS1i,nBM,Uc,ATSC1m,ATS1i,LLS_02,ON0V,MATS8s,H.047,nCsp3,SdO,VvdwMG,Vx,P_VSA_i_3,CATS2D_03_DN,Eig04_EA.ri.,Eig04_EA,SM12_AEA.bo.,Eig11_AEA.dm.,CATS2D_09_DP,SpMin8_Bh.m.,ATSC5m,ATS2i,P_VSA_p_2,P_VSA_MR_6,Eig02_EA.dm.,DLS_07,ATSC5e,Chi0_EA.dm.,Eta_sh_p,Eig04_AEA.ri.,Eig06_EA.dm.,SpMax7_Bh.e.,GMTIV,ATS2e,P_VSA_MR_1,nBT,DLS_05,CATS2D_08_AN,MDDD,ICR,Dz,ATSC3m,IC1,H.,Chi0_EA.ed.,SpMin7_Bh.v.,Eig06_EA.bo.,Chi1_EA.ed.,Eig04_EA.bo.,SM14_AEA.ri.,X1sol,IVDM,P_VSA_v_2,ATS4s,X1,IDDM,IDM,SpMin7_Bh.p.,SpMax8_Bh.v.,O.058,BID,nSK,Psi_e_A,Psi_i_A,AMR,XMOD
7.523,5.999,6.238,0.363,0.43,0.86,197.841,24,-0.121,0,1,1,1,-1.83,-1.89,-1.9,0.604,0,0,0.0,0.365,1,1,2,1,256.576,256.576,10,3,2,1,1,1,1,1,5.2,188.55,6.55,1,1.955,4,37.359,1.344,0.147,1,0.25,32.5,7,17.053,1215.0,5,29,2,4.119,0.31,4.381,19.597,1,2.455,140.264,1.764,701.919,2525.0,260.14,397.0,1.658,-0.095,1.326,30,4.954,24.579,4.954,0.5,21.2,0.078,24,16,91.606,447.682,1084.1,782.168,1,2.8,2.844,2.844,2.727,1,1.728,78.178,5.534,380.434,193.835,2.189,0.0,2.309,38.617,0.177,3.831,1.9,3.67,239402.0,5.366,341.362,120,1.0,1,109.898,3.507,137.5,67.418,3.872,47.0,24.254,1.863,3.135,11.534,3.291,3.291,29.504,5.862,380.434,6.922,29.504,5.921,10.665,1.857,3.439,7,4.145,62,8.077,2.577,229.452,186.351
7.845,6.053,6.324,0.247,0.253,0.461,172.439,20,-0.08,0,1,1,1,-2.11,-2.16,-2.14,0.884,0,0,0.0,0.782,1,1,2,1,216.204,216.204,6,3,2,1,1,1,1,1,5.06,160.981,4.792,1,1.974,3,25.618,1.294,0.12,1,0.25,29.5,4,12.843,931.0,6,26,3,3.996,0.3,4.248,16.927,0,2.409,125.377,1.708,635.57,1947.0,227.85,326.0,1.542,-0.012,1.368,28,4.858,22.525,4.856,0.5,18.733,0.073,25,14,78.384,400.38,968.688,676.168,0,2.769,2.83,2.83,2.345,1,1.681,76.865,5.44,336.414,190.066,2.023,0.0,1.82,35.382,0.166,3.809,1.656,3.614,167287.0,5.257,388.446,108,1.0,1,90.285,3.465,121.0,60.083,3.797,47.6,21.846,1.766,3.027,10.281,3.406,3.406,26.37,5.696,336.414,6.832,26.37,5.749,10.313,1.782,3.341,6,4.028,55,8.024,2.524,205.69,165.865
5.52,5.168,5.438,0.0,0.0,0.0,96.064,6,0.059,0,0,0,0,-6.27,-6.11,-5.68,5.043,0,0,0.0,25.436,0,0,0,0,160.044,160.044,19,0,0,0,0,0,0,0,0.0,113.715,0.0,0,2.141,0,0.0,1.016,0.197,0,0.75,23.5,1,5.492,406.0,0,22,0,3.511,0.285,3.711,11.6,0,1.749,35.752,1.367,335.944,889.0,82.19,148.0,0.862,0.006,1.029,24,4.644,13.52,4.369,0.63,11.367,-0.056,12,8,24.752,252.022,606.694,410.793,0,2.515,2.531,2.531,1.481,0,1.313,40.254,4.951,127.769,142.302,1.058,1.0,0.495,13.435,0.06,3.525,0.0,3.294,42812.0,4.797,317.82,69,0.5,0,38.712,2.954,74.0,37.468,3.393,46.2,14.321,1.472,2.589,6.878,3.286,3.286,17.064,5.076,127.769,6.197,17.064,5.098,8.993,1.477,3.097,2,3.589,35,7.714,2.214,137.513,104.931
6.032,6.145,6.278,0.033,0.206,0.366,196.63,25,-0.113,0,1,1,1,-2.14,-2.19,-2.17,0.912,0,0,0.0,0.832,1,1,2,1,237.85,237.85,9,3,2,1,1,1,1,1,5.074,177.667,5.248,0,1.963,3,26.476,1.262,0.154,1,0.25,31.0,6,17.719,1163.0,5,28,3,4.108,0.313,4.381,19.066,1,2.491,124.359,1.77,718.939,2421.0,266.1,402.0,1.682,-0.105,1.276,29,4.907,25.356,4.962,0.5,20.567,0.098,23,16,76.969,443.815,1074.67,776.936,1,2.755,2.785,2.785,2.56,1,1.73,78.014,5.536,404.738,173.003,2.186,0.0,2.032,37.717,0.162,3.777,1.058,3.663,234982.0,5.361,329.591,120,1.0,0,106.794,3.482,135.0,69.352,3.958,47.9,24.042,1.882,3.05,11.535,3.252,3.252,29.056,5.843,404.738,6.879,29.056,5.9,10.618,1.866,3.448,6,4.129,61,8.051,2.551,227.754,183.09
6.328,6.057,6.282,0.206,0.247,0.366,191.629,24,-0.116,0,1,1,1,-2.45,-2.48,-2.43,1.219,0,0,0.0,1.487,1,1,2,1,230.051,230.051,8,3,2,1,1,1,1,1,5.13,167.539,7.147,0,1.962,4,35.301,1.235,0.169,1,0.25,29.5,6,16.904,1045.0,5,26,3,3.999,0.312,4.299,17.417,1,2.375,142.37,1.763,708.632,2174.0,257.9,385.0,1.704,-0.103,1.334,28,4.858,25.879,4.966,0.5,20.95,0.075,21,17,77.095,439.948,1065.23,746.023,1,2.769,2.83,2.83,2.56,1,1.723,80.718,5.552,380.066,175.331,2.186,0.0,2.051,40.357,0.17,3.809,1.656,3.654,211954.0,5.369,341.362,120,1.0,0,99.867,3.397,132.5,69.557,3.873,48.7,23.645,1.882,3.05,11.315,3.252,3.252,28.572,5.818,380.066,6.884,28.572,5.878,10.576,1.864,3.424,6,4.113,60,8.001,2.501,223.961,180.022
5.84,5.027,5.238,0.0,0.144,0.149,0.0,10,-0.036,0,0,0,0,-5.47,-5.35,-4.99,4.238,0,0,0.0,17.958,0,0,0,0,176.096,176.096,25,0,0,0,0,0,0,0,4.835,123.191,0.0,0,2.179,0,0.0,1.069,0.114,0,0.5,24.0,4,5.831,604.0,1,22,0,3.593,0.27,3.821,12.583,0,1.917,75.985,1.58,457.499,1361.0,124.6,220.0,1.266,0.02,1.079,22,4.524,19.627,4.719,0.63,15.617,0.115,18,18,54.062,337.625,815.565,602.336,0,2.724,2.715,2.715,2.148,0,1.597,66.632,5.373,197.295,154.143,1.969,1.0,1.037,30.088,0.073,3.72,0.68,3.519,89744.0,5.217,435.531,98,0.5,0,58.583,3.051,102.5,61.785,3.469,47.3,19.048,1.671,3.077,9.146,3.452,3.452,23.282,5.519,197.295,6.681,23.282,5.555,9.935,1.69,3.245,4,3.895,48,7.748,2.248,181.097,143.898
6.52,5.253,5.461,0.0,0.0,0.062,328.816,11,-0.04,0,0,0,0,-8.22,-7.96,-7.33,6.994,0,0,0.0,48.912,0,0,0,0,227.017,227.017,27,0,0,0,0,0,0,0,4.127,172.41,0.0,0,2.252,0,0.0,1.262,0.088,0,0.25,37.0,5,6.829,910.0,4,29,2,3.852,0.265,4.085,15.167,0,2.089,73.88,1.61,551.531,2109.0,174.5,338.0,1.689,-0.023,0.998,37,5.248,20.676,4.902,0.38,18.517,0.04,19,17,44.938,401.796,972.143,569.821,0,2.836,2.88,2.88,2.55,0,1.64,74.867,5.517,232.508,189.932,1.907,0.0,1.056,44.62,0.035,3.867,0.313,3.704,184375.0,5.361,470.844,115,0.5,0,81.509,3.21,128.5,64.233,3.705,42.9,24.282,1.74,3.452,11.675,3.58,3.58,29.377,5.859,232.508,6.825,29.377,5.88,10.579,1.753,3.447,3,4.113,60,7.646,2.146,231.523,183.322
5.45,5.383,5.476,0.062,0.149,0.313,0.0,11,-0.005,0,0,0,0,-5.88,-5.74,-5.35,4.653,0,0,0.0,21.654,0,0,0,0,202.981,202.981,29,0,0,0,0,0,0,0,4.127,142.144,0.0,0,2.148,0,0.0,1.274,0.157,0,0.0,32.5,5,7.036,819.0,2,29,0,3.767,0.271,4.009,14.368,0,2.037,73.88,1.606,549.039,1841.0,182.13,303.0,1.388,-0.016,1.015,29,4.907,20.339,4.833,0.25,17.6,0.008,18,17,67.858,388.065,938.638,712.848,0,2.843,2.868,2.868,2.605,0,1.637,72.636,5.452,307.807,183.133,1.907,0.0,1.147,38.682,0.099,3.862,0.68,3.6,162186.0,5.315,435.531,110,0.5,0,76.338,3.166,123.5,64.402,3.734,44.1,21.934,1.735,3.282,10.497,3.58,3.58,27.447,5.756,307.807,6.885,27.447,5.805,10.434,1.751,3.28,5,4.063,57,7.917,2.417,209.851,170.572
6.38,5.121,5.204,0.0,0.0,0.0,105.348,7,0.051,0,0,0,0,-6.65,-6.47,-5.99,5.417,0,0,0.0,29.347,0,0,0,0,133.215,133.215,8,0,0,0,0,0,0,0,0.0,83.984,3.799,0,2.14,2,17.65,0.89,0.218,0,0.75,19.5,1,4.747,419.0,0,17,1,3.459,0.275,3.704,11.324,0,1.703,38.287,1.482,368.686,937.0,95.08,160.0,1.016,0.042,1.134,19,4.322,16.041,4.484,0.63,13.317,-0.208,7,14,25.119,266.87,642.924,469.648,0,2.791,2.808,2.808,2.0,0,1.553,48.39,5.13,144.555,90.204,1.058,1.0,0.645,18.286,0.113,3.803,0.0,3.237,45660.0,4.96,376.675,77,0.5,1,38.643,2.838,78.5,44.997,3.534,48.6,14.106,1.489,2.685,6.737,3.443,3.443,17.782,5.133,144.555,6.357,17.782,5.182,9.156,1.445,3.073,2,3.643,37,7.66,2.16,143.086,109.651
7.119,6.014,6.28,0.363,0.43,1.9,210.324,26,-0.114,0,1,1,1,-1.99,-2.04,-2.04,0.761,0,0,0.0,0.579,1,1,2,1,234.852,234.852,10,3,2,1,1,1,1,1,5.304,158.714,4.939,2,1.936,3,26.476,1.374,0.282,1,0.25,34.0,7,18.962,1339.0,5,27,2,4.188,0.315,4.495,20.6,1,2.609,145.333,1.787,721.668,2775.0,314.51,442.0,1.715,-0.104,1.371,31,5.0,28.139,4.979,0.5,21.233,0.029,19,17,113.639,464.136,1124.25,851.352,1,2.901,2.956,2.956,2.862,1,1.751,83.714,5.568,461.389,182.952,2.341,0.0,2.737,41.584,0.186,3.941,1.928,3.73,316836.0,5.415,329.591,123,1.0,1,122.133,3.602,146.5,70.696,3.909,45.8,24.852,1.864,3.229,11.938,3.472,3.472,31.577,5.92,461.389,6.996,30.651,5.988,10.792,1.859,3.5,9,4.191,65,8.233,2.733,233.793,203.644
6.0,5.599,6.033,0.279,0.393,0.603,171.266,17,-0.118,0,0,0,0,-2.92,-2.93,-2.83,1.69,0,0,0.0,2.855,0,0,0,0,257.45,257.45,9,0,0,0,0,0,0,0,5.264,207.06,8.129,1,1.989,5,43.268,1.407,0.126,0,0.25,33.0,6,11.821,943.0,6,30,1,3.949,0.299,4.176,16.544,0,2.375,82.771,1.682,587.937,1999.0,199.03,341.0,1.499,-0.069,1.305,33,5.087,21.39,4.849,0.38,19.817,0.072,26,13,80.748,406.317,983.173,698.939,1,2.926,3.026,3.026,2.394,0,1.715,71.194,5.434,296.506,223.371,2.19,0.0,2.095,32.705,0.182,4.014,1.928,3.654,170352.0,5.267,341.362,109,0.5,1,78.271,3.328,125.0,58.299,3.681,45.7,21.909,1.834,3.117,10.411,3.301,3.301,27.089,5.737,296.506,6.886,27.089,5.808,10.423,1.844,3.367,6,4.063,57,8.004,2.504,211.85,170.17
6.638,5.784,6.137,0.363,0.43,0.564,189.617,23,-0.119,0,1,1,1,-1.71,-1.78,-1.8,0.479,0,0,0.0,0.23,1,1,2,1,232.65,232.65,8,3,2,1,1,1,1,1,5.25,168.19,5.001,1,1.962,3,26.476,1.313,0.156,1,0.25,30.5,7,16.733,1075.0,5,27,2,4.028,0.312,4.292,17.917,1,2.3,160.38,1.762,659.401,2237.0,262.94,370.0,1.648,-0.083,1.349,29,4.907,24.249,4.935,0.5,20.2,0.062,22,16,91.337,434.222,1051.26,747.626,1,2.8,2.844,2.844,2.721,1,1.723,76.516,5.518,387.445,186.756,2.189,0.0,2.311,38.733,0.165,3.831,1.9,3.665,212467.0,5.344,317.82,117,1.0,1,101.7,3.437,133.0,67.464,3.75,47.4,23.67,1.863,3.135,11.36,3.291,3.291,28.572,5.818,387.445,6.907,28.572,5.875,10.576,1.857,3.423,7,4.113,60,8.076,2.576,220.684,180.099
5.724,5.976,6.426,1.897,1.912,1.933,244.284,26,-0.083,0,1,1,1,0.08,-0.07,-0.27,-1.315,0,0,0.0,1.729,1,1,2,1,280.776,280.776,18,3,2,1,1,1,1,1,5.66,176.365,8.638,1,1.946,5,44.126,1.479,0.123,1,0.25,37.0,12,24.176,1934.0,10,31,3,4.386,0.308,4.606,22.488,1,3.268,235.118,1.897,1009.98,3996.0,387.54,683.0,2.42,-0.032,1.409,33,5.087,37.296,5.324,0.38,30.067,0.052,23,30,151.772,628.146,1524.44,1185.17,1,2.896,2.948,2.948,3.513,1,1.911,129.216,5.939,584.74,196.527,2.189,0.0,3.717,55.137,0.183,3.933,1.956,3.76,518202.0,5.757,517.928,173,1.0,1,159.746,3.834,191.5,107.927,3.574,49.1,33.827,1.931,3.242,16.077,3.302,3.302,40.922,6.331,584.74,7.368,40.922,6.4,11.619,1.92,3.565,11,4.467,86,8.102,2.602,313.898,258.263
5.0,4.959,4.959,0.0,0.0,0.0,58.75,4,0.004,0,0,0,0,-3.4,-3.38,-3.24,2.173,0,0,0.0,4.722,0,0,0,0,164.441,164.441,8,0,0,0,0,0,0,0,0.653,59.982,0.0,0,2.085,0,0.0,1.023,0.223,0,1.0,19.0,1,4.028,265.0,0,13,2,3.223,0.282,3.386,9.464,0,1.426,14.939,1.081,223.133,578.0,92.26,97.0,0.721,-0.058,1.393,19,4.322,8.329,4.02,1.0,8.076,-0.166,10,5,39.02,200.2,480.249,296.944,0,2.363,2.54,2.54,1.077,0,1.069,33.403,4.624,118.939,72.556,0.293,1.0,0.793,15.775,0.123,3.475,0.0,3.111,29927.0,4.493,141.253,48,0.5,0,21.714,2.664,61.333,27.734,3.781,37.8,10.936,1.174,2.451,5.174,3.12,3.12,15.064,4.728,118.939,6.157,13.454,4.783,8.349,1.142,2.73,3,3.375,28,7.983,2.483,112.511,100.554
4.987,5.427,5.751,0.119,0.25,0.363,138.248,16,-0.147,0,1,1,1,-1.33,-1.41,-1.47,0.095,0,0,0.0,0.009,1,1,2,1,174.817,174.817,5,3,2,1,1,1,1,1,5.2,129.634,6.348,1,1.917,4,35.301,1.222,0.163,1,0.25,23.0,7,11.666,727.0,5,20,1,3.889,0.312,4.12,15.804,1,2.308,112.544,1.594,466.745,1503.0,221.81,265.0,1.235,-0.117,1.351,22,4.524,17.872,4.655,0.5,15.867,0.056,13,12,75.786,330.225,797.508,581.228,1,2.783,2.828,2.828,2.139,1,1.528,57.137,5.231,326.279,131.913,2.189,0.0,2.094,28.365,0.225,3.815,1.9,3.536,108522.0,5.063,188.338,88,1.0,1,60.745,3.3,103.0,50.07,3.708,46.5,17.324,1.721,2.985,8.272,3.228,3.228,21.623,5.412,326.279,6.7,21.623,5.498,9.78,1.732,3.221,6,3.853,46,8.19,2.69,165.742,136.917
8.328,6.157,6.498,0.413,1.886,1.899,224.427,28,-0.085,0,1,1,1,-1.74,-1.8,-1.82,0.506,0,0,0.0,0.256,1,1,2,1,240.033,240.033,7,3,2,1,1,1,1,1,5.342,158.714,5.435,2,1.935,3,26.476,1.396,0.242,1,0.25,35.5,8,19.698,1622.0,7,28,1,4.427,0.312,4.67,23.507,1,3.428,165.878,1.798,794.209,3348.0,334.38,532.0,1.857,-0.027,1.376,32,5.044,30.436,5.05,0.5,22.65,0.098,20,19,127.797,496.78,1203.9,912.581,1,2.814,2.858,2.858,2.862,1,1.778,91.445,5.645,493.544,185.598,2.341,0.0,2.696,39.173,0.185,3.845,1.943,3.746,372561.0,5.483,482.615,132,1.0,1,138.895,3.917,155.0,77.14,3.807,46.5,26.819,1.882,3.187,12.796,3.472,3.472,33.629,6.01,493.544,7.068,32.703,6.075,10.944,1.875,3.527,10,4.25,69,8.228,2.728,249.336,216.18
5.81,5.998,6.441,1.92,1.941,1.962,310.35,41,-0.083,0,1,1,1,-0.39,-0.52,-0.68,-0.839,0,0,0.0,0.704,1,1,3,1,285.268,285.268,15,3,2,2,2,2,2,2,5.791,176.365,8.284,2,1.905,5,44.126,1.546,0.235,3,0.25,40.0,12,28.291,2204.0,11,31,3,4.487,0.314,4.737,24.22,2,3.66,250.004,1.892,1055.6,4490.0,465.13,787.0,2.493,-0.045,1.438,35,5.17,41.958,5.359,0.5,31.017,0.035,23,30,172.955,662.655,1608.64,1277.12,1,2.913,2.972,2.972,3.555,2,1.907,130.408,5.968,691.581,197.975,2.341,0.0,4.15,55.91,0.207,3.956,1.999,3.781,685918.0,5.797,517.928,179,1.0,2,189.103,3.938,205.5,109.97,3.769,48.3,35.404,1.938,3.276,16.81,3.472,3.472,43.91,6.401,691.581,7.4,42.983,6.48,11.776,1.921,3.575,13,4.523,91,8.244,2.744,327.376,282.056
6.35,5.41,5.709,0.062,0.149,0.313,123.44,12,-0.043,0,0,0,0,-5.59,-5.46,-5.09,4.358,0,0,0.0,18.99,0,0,0,0,254.639,254.639,23,0,0,0,0,0,0,0,4.127,198.572,0.0,0,2.135,0,0.0,1.433,0.134,0,0.0,40.0,5,7.271,863.0,2,37,0,3.83,0.275,4.078,15.411,0,2.44,61.207,1.681,508.582,1906.0,177.69,303.0,1.267,-0.032,0.995,39,5.322,16.648,4.75,0.25,16.4,-0.04,23,8,67.252,376.954,911.528,587.767,0,2.841,2.864,2.864,2.59,0,1.675,62.442,5.301,281.909,247.465,1.907,0.0,1.195,38.332,0.088,3.859,0.68,3.624,171261.0,5.175,329.591,101,0.5,0,80.138,3.355,121.0,49.107,3.655,40.4,22.38,1.791,3.275,10.637,3.58,3.58,27.173,5.74,281.909,6.794,27.173,5.776,10.374,1.805,3.374,5,4.046,56,7.943,2.443,208.426,168.803
6.658,5.945,6.22,0.363,0.43,1.058,206.1,23,-0.074,0,1,1,1,-2.77,-2.78,-2.7,1.538,0,0,0.0,2.367,1,1,2,1,251.394,251.394,10,3,2,1,1,1,1,1,6.892,177.667,4.907,1,1.935,3,26.476,1.38,0.279,1,0.25,32.0,7,17.438,1265.0,5,29,2,4.144,0.313,4.444,19.766,1,2.521,140.264,1.764,689.612,2623.0,250.91,425.0,1.846,-0.071,1.154,30,4.954,22.599,4.951,0.5,20.712,0.014,21,16,91.469,447.28,1083.12,735.855,1,2.882,2.956,2.956,2.727,1,1.728,77.378,5.541,369.434,180.894,2.341,0.0,2.778,38.759,0.186,3.941,1.928,3.675,304244.0,5.378,306.049,119,1.0,1,116.646,3.535,145.0,66.327,3.948,44.8,24.387,1.863,3.229,11.663,3.291,3.291,28.966,5.896,414.315,7.027,30.178,5.967,10.752,1.857,3.447,7,4.176,64,8.305,2.805,228.963,191.526
7.292,5.162,5.297,0.0,0.0,0.0,183.689,13,0.072,0,0,0,0,-4.83,-4.74,-4.45,3.597,0,0,0.0,12.939,0,0,0,0,158.723,158.723,9,0,0,0,0,0,0,0,3.205,115.108,4.341,0,2.073,2,17.65,0.929,0.064,0,1.0,19.0,0,6.671,397.0,4,18,0,3.427,0.287,3.647,11.028,0,1.532,43.088,1.542,381.99,844.0,80.99,145.0,1.062,0.153,1.324,22,4.524,17.158,4.5,0.75,13.45,-0.1,14,12,27.268,274.863,662.425,462.278,0,2.467,2.493,2.493,1.532,0,1.627,46.139,5.124,104.996,119.119,1.061,0.5,0.613,14.345,0.097,3.484,0.0,3.431,37471.0,4.926,341.362,77,0.5,0,39.611,2.863,76.0,42.685,3.37,51.4,15.311,1.711,2.318,7.224,3.179,3.179,17.601,5.112,104.996,6.222,17.601,5.139,9.097,1.694,3.124,2,3.616,36,7.602,2.102,145.422,108.606
6.337,5.145,5.574,0.0,0.0,0.04,0.0,7,-0.108,0,0,0,0,-5.6,-5.47,-5.11,4.371,0,0,0.0,19.107,0,0,0,0,264.268,264.268,9,0,0,0,0,0,0,0,4.018,191.347,3.85,0,2.068,2,17.65,1.248,0.082,0,0.5,29.5,3,7.104,545.0,1,27,0,3.618,0.289,3.824,12.976,0,1.931,61.797,1.475,385.903,1174.0,90.54,192.0,1.038,-0.049,1.181,27,4.807,14.218,4.514,0.63,13.76,0.003,21,7,40.809,303.531,732.375,467.716,0,2.588,2.713,2.713,1.94,0,1.417,55.519,5.08,132.591,202.828,1.932,1.0,0.878,32.889,0.134,3.669,0.537,3.419,72772.0,4.924,258.964,79,0.5,0,51.658,3.104,89.333,43.338,3.357,44.0,16.709,1.602,2.914,7.985,3.48,3.48,20.497,5.316,132.591,6.493,20.208,5.359,9.534,1.598,3.141,3,3.765,42,7.798,2.298,163.993,127.892
4.658,5.21,5.238,0.0,0.0,0.0,100.327,14,0.238,0,0,0,0,-4.88,-4.79,-4.49,3.653,0,0,0.0,13.342,0,0,0,0,190.384,190.384,9,0,0,0,0,0,0,0,6.286,105.632,4.204,0,1.973,2,17.65,1.028,0.137,0,0.75,20.0,0,7.827,433.0,2,16,0,3.464,0.294,3.667,11.703,0,1.565,43.088,1.542,380.347,893.0,99.34,150.0,1.033,0.221,1.355,20,4.392,18.342,4.464,0.75,13.26,-0.126,13,12,52.96,286.661,691.213,533.969,0,2.213,2.439,2.439,1.546,0,1.524,56.265,5.102,132.523,105.586,1.985,0.5,0.797,17.12,0.169,3.357,0.0,3.434,48381.0,4.923,329.591,75,0.5,0,40.872,2.887,79.833,50.304,3.53,49.3,15.013,1.675,2.505,7.018,3.272,3.272,18.85,5.121,132.523,6.365,17.772,5.177,9.18,1.661,3.121,4,3.642,37,7.893,2.393,147.783,121.289
4.0,4.75,4.875,0.0,0.0,0.0,0.0,2,-0.027,1,0,0,0,-4.07,-4.02,-3.81,2.843,1,1,4.275,8.08,0,0,0,0,130.435,130.435,5,0,0,0,0,0,0,0,4.72,72.004,0.0,0,2.043,0,5.67,1.099,0.151,0,1.0,18.5,1,2.837,158.0,2,14,0,2.865,0.287,2.973,7.182,0,0.942,20.116,0.92,152.0,333.0,87.28,60.0,0.464,-0.091,1.011,16,4.087,3.048,3.698,1.0,5.876,0.237,9,1,33.74,146.833,350.033,220.98,0,2.183,2.193,2.193,0.842,0,0.88,11.664,4.183,116.358,89.18,1.958,1.0,0.427,17.84,0.165,3.197,0.0,2.734,16693.0,4.08,105.94,34,0.0,0,14.107,2.191,48.833,11.994,3.522,31.3,8.549,0.993,2.024,4.04,2.757,2.757,10.847,4.376,116.358,5.723,10.559,4.432,7.667,0.983,2.478,1,3.149,22,8.217,2.717,82.39,69.865
8.081,5.599,5.994,0.064,0.241,0.31,155.183,16,-0.095,0,0,0,0,-3.66,-3.63,-3.46,2.431,0,0,0.0,5.91,0,0,0,1,244.778,244.778,9,3,4,1,1,1,1,1,5.351,198.664,6.643,0,1.999,4,34.872,1.35,0.109,2,0.25,31.5,4,10.109,865.0,8,29,0,3.912,0.295,4.143,16.321,1,2.377,79.647,1.683,548.693,1847.0,183.92,300.0,1.38,-0.041,1.22,32,5.044,20.109,4.779,0.5,18.233,0.061,23,12,67.341,379.269,917.176,638.481,1,2.935,3.048,3.048,2.345,0,1.657,68.365,5.358,268.236,210.699,2.341,0.0,1.721,29.536,0.177,4.037,0.844,3.609,138989.0,5.195,306.049,102,0.5,0,72.119,3.32,115.5,55.207,3.683,45.9,20.334,1.767,3.082,9.642,3.339,3.339,25.212,5.633,268.236,6.817,25.212,5.701,10.202,1.77,3.323,5,3.992,53,7.973,2.473,198.833,157.681
6.0,5.546,5.95,0.052,0.253,0.405,159.949,17,-0.122,0,0,0,0,-3.83,-3.79,-3.6,2.599,0,0,0.0,6.756,0,0,0,0,253.174,253.174,9,0,0,0,0,0,0,0,5.343,207.06,8.635,0,1.999,5,43.268,1.347,0.122,0,0.5,31.5,4,10.794,884.0,7,29,1,3.93,0.298,4.149,16.37,0,2.333,61.636,1.647,560.176,1884.0,169.93,313.0,1.421,-0.047,1.276,32,5.044,21.01,4.806,0.5,19.15,0.053,26,13,67.556,388.861,940.581,673.794,1,2.935,3.025,3.025,2.306,0,1.682,70.334,5.398,253.35,219.095,2.341,0.0,1.728,30.432,0.178,4.012,0.815,3.615,142966.0,5.228,341.362,105,0.5,0,71.572,3.333,117.5,56.82,3.624,46.5,20.808,1.824,3.069,9.876,3.288,3.288,25.695,5.661,253.35,6.814,25.695,5.73,10.261,1.824,3.35,5,4.01,54,7.937,2.437,204.005,160.821
4.833,5.171,5.325,0.0,0.0,0.0,63.172,7,-0.015,0,0,0,0,-3.79,-3.75,-3.57,2.56,0,0,0.0,6.555,0,0,0,0,129.207,129.207,9,0,0,0,0,0,0,0,4.173,102.937,3.771,1,1.993,2,17.65,1.06,0.155,0,1.0,19.0,1,5.108,319.0,1,17,1,3.449,0.298,3.633,11.0,0,1.793,38.556,1.277,268.913,667.0,111.29,116.0,0.738,0.064,1.175,19,4.322,10.203,4.154,1.0,9.617,-0.138,10,5,36.8,206.716,496.146,341.769,0,2.468,2.466,2.466,1.312,0,1.229,28.32,4.695,170.925,109.022,1.061,1.0,0.658,14.119,0.172,3.471,0.0,3.141,29228.0,4.54,200.109,54,0.5,1,27.101,2.902,63.5,27.323,3.705,44.2,11.303,1.308,2.298,5.369,3.065,3.065,13.846,4.768,170.925,6.124,13.846,4.831,8.427,1.31,2.806,3,3.408,29,8.052,2.552,108.081,86.612
4.772,5.278,5.593,0.0,0.0,0.0,73.583,8,-0.084,0,0,0,0,-4.41,-4.35,-4.1,3.185,0,0,0.0,10.141,0,0,0,0,164.657,164.657,12,0,0,0,0,0,0,0,4.112,132.667,0.0,0,2.079,0,0.0,1.162,0.132,0,1.0,25.0,0,5.747,410.0,2,23,0,3.591,0.294,3.785,12.424,0,1.987,41.091,1.281,295.56,884.0,111.29,146.0,0.772,-0.059,1.06,25,4.7,10.046,4.229,1.0,9.7,-0.086,15,3,37.208,228.909,550.299,341.769,1,2.475,2.476,2.476,1.508,0,1.234,30.201,4.737,170.925,159.588,1.058,1.0,0.542,18.157,0.086,3.479,0.0,3.15,44786.0,4.605,200.109,59,0.0,0,34.702,3.063,71.5,27.883,3.455,41.1,13.472,1.315,2.641,6.475,3.25,3.25,15.991,4.982,170.925,6.152,15.991,5.017,8.804,1.319,2.939,3,3.532,33,7.98,2.48,123.576,99.481
