pXC50,D.Dtr07,D.Dtr11,Eig03_AEA.ed.,Eig03_EA.ed.,SM12_AEA.dm.,GATS7m,SssssC,SpMin2_Bh.v.,nR07,nR11,P_VSA_i_1,P_VSA_s_1,SpMax1_Bh.m.,SpMax1_Bh.p.,SddssS,P_VSA_m_4,SsssCH,Eig04_EA.bo.,SM14_AEA.ri.,MAXDN,SpMax1_Bh.e.,MATS7m,MAXDP,Eta_sh_y,SM13_EA.bo.,SM14_EA.bo.,SM15_EA.bo.,NaaCH,SM07_EA.bo.,SM09_EA.bo.,SM10_EA.bo.,SM11_EA.bo.,SaaCH,SM12_EA.bo.,D.Dtr10,N.071,Eig01_AEA.dm.,NddssS,nS,S.110,SpDiam_AEA.dm.,SpMax_AEA.dm.,MATS5v,SpMin1_Bh.e.,nR10,MATS8s,nArNR2,SM06_EA.bo.,SM08_EA.bo.,nHM,SpMAD_EA.ri.,MATS1s,SM05_EA.bo.,SpMAD_AEA.bo.,SpMin2_Bh.p.,GATS7p,MATS7p,MATS7v,MATS8m,PW2,SpMin2_Bh.i.,MATS7e,C.024
6.921,86.381,142.869,6.663,10.655,10.655,1.199,-0.65,2.073,1,1,6.046,6.046,4.749,4.17,-3.563,6.046,-1.118,3.333,3.333,4.48,4.169,-0.175,6.803,0.223,20.374,21.926,23.469,8,11.223,14.244,15.803,17.296,15.592,18.847,0.0,1,5.271,1,1,1,7.271,5.271,0.046,2.016,0,-0.065,1,9.946,12.82,1,1.439,-0.132,8.22,1.49,2.037,1.04,-0.068,-0.097,-0.074,0.578,1.927,-0.157,8
6.495,99.42,163.01,6.672,10.696,10.696,1.27,-0.779,2.073,1,1,6.046,6.046,4.749,4.171,-3.657,6.046,-1.501,3.461,3.461,4.574,4.17,-0.144,6.78,0.268,20.4,21.945,23.483,7,11.309,14.306,15.854,17.338,11.816,18.88,0.0,1,5.271,1,1,1,7.271,5.271,0.043,2.018,0,-0.105,1,10.037,12.891,1,1.454,-0.113,8.333,1.505,2.037,1.198,-0.12,-0.064,-0.142,0.586,1.935,-0.083,7
8.125,86.381,142.869,6.671,10.692,10.692,1.294,-0.678,2.068,1,1,6.046,6.046,4.749,4.168,-3.562,6.046,-1.238,3.339,3.339,4.479,4.167,-0.154,6.698,0.225,20.369,21.919,23.462,7,11.223,14.243,15.801,17.293,12.805,18.843,0.0,1,5.271,1,1,1,7.271,5.271,0.037,2.008,0,-0.232,1,9.946,12.82,1,1.43,-0.121,8.22,1.489,2.035,1.136,-0.095,-0.065,-0.234,0.578,1.909,-0.068,5
6.553,67.2,112.455,6.661,10.645,10.645,1.069,-0.631,2.066,1,1,6.046,6.046,4.748,4.166,-3.462,6.046,-1.068,3.263,3.263,4.379,4.161,-0.135,6.242,0.195,20.335,21.888,23.432,9,11.153,14.19,15.756,17.252,17.008,18.806,0.0,0,5.271,1,1,1,7.271,5.271,0.028,2.011,0,-0.054,0,9.872,12.761,1,1.444,-0.134,8.128,1.488,2.024,1.05,-0.111,-0.123,-0.01,0.579,1.923,-0.077,9
8.071,151.449,244.119,7.208,12.486,12.486,1.292,-0.716,2.097,1,1,6.046,6.046,4.749,4.172,-3.622,6.046,-1.3,3.42,3.42,4.539,4.175,-0.13,7.053,0.198,20.394,21.939,23.477,7,11.33,14.311,15.854,17.335,13.496,18.875,0.0,1,5.271,1,1,1,7.271,5.271,0.109,2.015,0,-0.226,1,10.078,12.904,1,1.409,-0.101,8.384,1.487,2.077,1.259,-0.138,-0.084,-0.122,0.582,1.928,-0.036,7
6.032,113.61,184.991,6.672,10.695,10.695,1.281,-0.674,2.077,1,1,6.046,6.046,4.749,4.172,-3.579,6.046,-1.184,3.422,3.422,4.496,4.172,-0.124,6.95,0.237,20.385,21.932,23.472,7,11.275,14.278,15.83,17.317,14.162,18.863,0.0,1,5.271,1,1,1,7.271,5.271,0.065,2.02,0,-0.231,1,10.008,12.862,1,1.417,-0.133,8.298,1.466,2.038,1.186,-0.105,-0.057,-0.164,0.576,1.939,-0.081,7
5.201,0.0,0.0,6.348,9.217,9.217,0.938,0.216,2.005,0,0,0.0,0.0,4.027,4.048,0.0,0.0,2.853,2.573,2.573,2.374,4.123,0.02,5.465,0.338,17.669,18.976,20.284,0,9.906,12.475,13.78,15.064,0.0,16.369,161.825,0,3.805,0,0,0,5.805,3.805,-0.038,2.053,2,0.145,0,8.77,11.23,0,1.543,-0.075,7.347,1.564,1.982,0.964,-0.037,-0.007,0.041,0.613,1.81,-0.02,0
5.387,0.0,0.0,6.533,9.885,9.885,0.885,0.451,2.011,0,0,0.0,0.0,4.028,4.049,0.0,0.0,2.386,2.706,2.706,2.677,4.124,0.045,5.328,0.332,17.569,18.861,20.153,0,9.928,12.451,13.738,15.0,0.0,16.287,204.472,0,3.745,0,0,0,5.745,3.745,-0.032,2.052,2,-0.068,0,8.831,11.236,0,1.526,-0.061,7.415,1.555,1.988,0.963,-0.013,0.018,-0.013,0.607,1.812,-0.001,0
4.764,0.0,0.0,6.394,9.951,9.951,0.855,0.105,2.013,0,0,1.339,1.339,4.708,4.051,-4.071,1.339,2.449,2.839,2.839,4.988,4.126,-0.003,5.614,0.277,19.505,20.965,22.429,0,10.883,13.724,15.163,16.601,0.0,18.051,228.143,0,5.028,1,1,1,7.028,5.028,-0.027,2.053,2,0.051,0,9.56,12.318,1,1.517,-0.115,8.074,1.537,1.991,0.922,-0.025,-0.014,0.057,0.614,1.815,-0.035,0
8.432,104.309,171.036,6.677,10.728,10.728,1.119,-0.841,2.079,1,1,7.385,7.385,4.751,4.175,-7.971,7.385,-1.669,3.612,3.612,5.171,4.175,-0.095,6.856,0.222,20.698,22.231,23.758,7,11.625,14.628,16.164,17.653,12.002,19.184,0.0,1,5.271,2,2,2,7.271,5.271,0.032,2.024,0,-0.041,1,10.296,13.189,2,1.443,-0.156,8.63,1.493,2.038,1.088,-0.065,-0.046,-0.09,0.59,1.954,-0.096,7
8.125,109.912,180.031,6.676,10.721,10.721,1.277,-0.697,2.084,1,1,6.046,6.046,4.749,4.173,-3.605,6.046,-1.245,3.47,3.47,4.521,4.175,-0.13,7.019,0.231,20.401,21.948,23.483,12,11.318,14.312,15.874,17.342,24.082,18.889,0.0,1,5.271,1,1,1,7.271,5.271,0.04,2.025,0,-0.188,1,10.11,12.931,1,1.43,-0.125,8.342,1.485,2.047,1.148,-0.08,-0.053,-0.186,0.578,1.948,-0.088,10
6.699,170.443,274.044,7.172,12.409,12.409,1.291,-0.937,2.083,1,1,5.807,5.807,4.748,4.138,-3.879,5.807,-1.487,3.456,3.456,4.796,4.168,-0.14,7.307,0.187,20.543,22.101,23.654,7,11.394,14.402,15.956,17.456,13.234,19.009,0.0,1,4.768,1,1,1,6.768,4.768,0.065,2.011,0,-0.185,1,10.113,12.974,1,1.376,-0.123,8.42,1.449,2.077,1.325,-0.182,-0.127,-0.072,0.571,1.898,-0.027,7
6.585,118.869,193.164,6.672,10.695,10.695,1.328,-0.702,2.074,1,1,6.046,6.046,4.749,4.171,-3.602,6.046,-1.268,3.42,3.42,4.519,4.171,-0.161,6.946,0.211,20.387,21.934,23.473,7,11.303,14.292,15.839,17.323,13.487,18.867,0.0,1,5.271,1,1,1,7.271,5.271,0.084,2.015,0,-0.226,1,10.038,12.88,1,1.421,-0.135,8.349,1.496,2.042,1.26,-0.144,-0.103,-0.152,0.588,1.928,-0.048,7
5.699,67.2,112.455,6.661,10.645,10.645,1.069,-0.631,2.066,1,1,6.046,6.046,4.748,4.166,-3.462,6.046,-1.068,3.263,3.263,4.379,4.161,-0.135,6.242,0.195,20.335,21.888,23.432,9,11.153,14.19,15.756,17.252,17.008,18.806,0.0,0,5.271,1,1,1,7.271,5.271,0.028,2.011,0,-0.054,0,9.872,12.761,1,1.444,-0.134,8.128,1.488,2.024,1.05,-0.111,-0.123,-0.01,0.579,1.923,-0.077,9
7.77,99.386,163.814,6.682,10.747,10.747,1.242,-0.725,2.086,1,1,6.046,6.046,4.749,4.181,-3.623,6.046,-1.331,3.496,3.496,4.54,4.186,-0.106,6.936,0.279,20.628,22.166,23.694,9,11.528,14.543,16.099,17.577,16.739,19.118,136.207,1,5.271,1,1,1,7.271,5.271,0.041,2.09,1,-0.199,1,10.266,13.134,1,1.456,-0.135,8.516,1.505,2.043,1.132,-0.063,-0.02,-0.173,0.588,1.995,-0.086,9
8.022,93.83,154.48,6.679,10.727,10.727,1.242,-0.805,2.07,1,1,6.046,6.046,4.749,4.17,-3.672,6.046,-1.62,3.456,3.456,4.589,4.169,-0.106,6.745,0.277,20.418,21.962,23.498,6,11.329,14.328,15.875,17.359,9.774,18.9,0.0,1,5.271,1,1,1,7.271,5.271,0.049,2.013,0,-0.134,1,10.047,12.909,1,1.434,-0.14,8.348,1.495,2.036,1.198,-0.126,-0.061,-0.183,0.589,1.926,-0.045,6
8.699,150.453,242.268,7.172,12.409,12.409,1.266,-0.703,2.093,1,1,6.046,6.046,4.749,4.172,-3.61,6.046,-1.264,3.42,3.42,4.527,4.173,-0.092,7.046,0.182,20.392,21.937,23.476,7,11.322,14.305,15.849,17.331,13.67,18.873,0.0,1,5.271,1,1,1,7.271,5.271,0.059,2.015,0,-0.211,1,10.061,12.896,1,1.388,-0.12,8.37,1.447,2.076,1.207,-0.11,-0.054,-0.114,0.573,1.928,-0.007,7
8.244,150.453,242.268,7.172,12.409,12.409,1.316,-0.719,2.083,1,1,6.046,6.046,4.749,4.172,-3.624,6.046,-1.309,3.42,3.42,4.541,4.173,-0.132,7.035,0.183,20.392,21.937,23.476,7,11.322,14.305,15.849,17.331,13.435,18.873,0.0,1,5.271,1,1,1,7.271,5.271,0.079,2.015,0,-0.214,1,10.061,12.896,1,1.377,-0.121,8.37,1.447,2.076,1.269,-0.141,-0.089,-0.115,0.573,1.928,-0.035,7
5.26,122.911,199.389,7.193,12.486,12.486,1.274,-0.676,2.087,1,1,6.046,6.046,4.749,4.173,-3.587,6.046,-1.186,3.45,3.45,4.503,4.175,-0.114,7.022,0.204,20.394,21.94,23.478,7,11.324,14.308,15.852,17.334,14.36,18.876,0.0,1,5.271,1,1,1,7.271,5.271,0.073,2.024,0,-0.231,1,10.058,12.897,1,1.416,-0.134,8.37,1.467,2.051,1.183,-0.099,-0.053,-0.154,0.581,1.944,-0.073,7
8.699,141.089,228.477,7.172,12.409,12.409,1.236,-0.715,2.093,1,1,6.046,6.046,4.749,4.172,-3.624,6.046,-1.305,3.418,3.418,4.541,4.174,-0.063,7.102,0.182,20.396,21.941,23.479,7,11.324,14.309,15.853,17.336,13.665,18.877,0.0,1,5.271,1,1,1,7.271,5.271,0.064,2.015,0,-0.14,1,10.062,12.899,1,1.388,-0.12,8.37,1.446,2.076,1.198,-0.103,-0.039,-0.141,0.572,1.928,-0.043,7
8.523,167.535,268.899,7.172,12.409,12.409,1.3,-0.729,2.083,1,1,6.046,6.046,4.749,4.172,-3.634,6.046,-1.332,3.42,3.42,4.551,4.173,-0.127,7.05,0.172,20.392,21.937,23.476,7,11.322,14.305,15.849,17.331,13.354,18.873,0.0,1,5.271,1,1,1,7.271,5.271,0.082,2.015,0,-0.203,1,10.063,12.896,1,1.36,-0.116,8.37,1.434,2.077,1.285,-0.148,-0.093,-0.105,0.568,1.928,-0.029,7
8.155,125.904,204.78,7.172,12.409,12.409,1.307,-0.718,2.084,1,1,6.046,6.046,4.749,4.172,-3.625,6.046,-1.315,3.419,3.419,4.541,4.173,-0.113,7.075,0.195,20.396,21.941,23.479,7,11.324,14.309,15.853,17.336,13.617,18.877,0.0,1,5.271,1,1,1,7.271,5.271,0.081,2.015,0,-0.161,1,10.06,12.898,1,1.395,-0.127,8.37,1.456,2.066,1.254,-0.12,-0.067,-0.193,0.577,1.929,-0.079,7
9.119,144.821,234.331,7.172,12.409,12.409,1.22,-0.769,2.093,1,1,6.046,6.046,4.749,4.173,-3.671,6.046,-1.449,3.424,3.424,4.588,4.174,-0.056,7.113,0.201,20.398,21.943,23.48,7,11.341,14.318,15.86,17.34,13.206,18.88,0.0,1,5.271,1,1,1,7.271,5.271,0.063,2.017,0,-0.1,1,10.085,12.911,1,1.405,-0.1,8.402,1.451,2.079,1.168,-0.078,-0.019,-0.15,0.575,1.931,-0.062,7
8.523,210.308,336.417,6.679,10.732,10.732,1.161,-0.866,2.071,1,1,6.046,6.046,4.749,4.173,-3.752,6.046,-1.765,3.46,3.46,4.668,4.176,-0.07,7.848,0.217,20.423,21.966,23.502,6,11.353,14.34,15.885,17.367,10.071,18.906,0.0,1,5.271,1,1,1,7.271,5.271,0.08,2.013,0,-0.025,1,10.101,12.93,1,1.356,-0.073,8.401,1.442,2.036,1.207,-0.122,-0.075,-0.053,0.57,1.926,-0.005,6
5.456,0.0,0.0,6.254,9.356,9.356,0.902,0.0,1.97,0,0,0.0,0.0,4.125,4.083,0.0,0.0,0.0,3.471,3.471,1.15,4.146,0.081,2.355,0.385,20.478,22.026,23.554,9,11.366,14.385,15.965,17.421,17.862,18.974,141.622,0,3.536,0,0,0,5.536,3.536,-0.12,2.087,1,0.081,0,10.201,13.026,0,1.4,-0.043,8.338,1.47,1.962,1.002,-0.017,0.029,-0.041,0.569,1.854,0.055,9
4.876,0.0,0.0,6.188,9.17,9.17,0.981,0.0,1.99,0,0,0.0,0.0,4.123,4.071,0.0,0.0,0.52,3.208,3.208,2.108,4.142,0.009,6.627,0.367,20.476,22.024,23.559,4,11.348,14.368,15.938,17.411,7.361,18.962,179.584,0,3.742,0,0,0,5.742,3.742,0.038,2.075,1,0.038,0,10.14,12.981,0,1.364,-0.008,8.332,1.436,1.961,1.093,-0.071,-0.049,-0.139,0.557,1.814,0.115,4
4.31,0.0,0.0,6.168,9.142,9.142,0.824,0.0,1.962,0,0,0.0,0.0,4.116,4.071,0.0,0.0,0.0,3.507,3.507,1.979,4.137,0.134,5.542,0.391,20.332,21.868,23.381,9,11.304,14.294,15.867,17.302,15.599,18.845,143.146,0,3.502,0,0,0,5.502,3.502,-0.041,2.077,1,0.08,0,10.168,12.961,0,1.389,-0.054,8.305,1.471,1.962,0.985,0.001,0.07,0.052,0.572,1.85,0.062,9
4.967,0.0,0.0,6.14,8.99,8.99,0.918,0.0,1.935,0,0,0.0,0.0,4.105,4.059,0.0,0.0,0.248,3.205,3.205,1.136,4.128,0.047,2.255,0.405,20.272,21.811,23.332,5,11.195,14.203,15.773,17.228,9.808,18.773,124.731,0,3.506,0,0,0,5.506,3.506,-0.072,2.07,1,0.024,0,10.012,12.838,0,1.388,-0.038,8.182,1.47,1.946,1.086,-0.103,-0.042,-0.096,0.571,1.813,0.073,5
5.036,0.0,0.0,6.133,8.954,8.954,0.909,0.0,1.952,0,0,0.0,0.0,4.104,4.058,0.0,0.0,0.585,3.167,3.167,1.129,4.127,0.056,2.293,0.378,20.263,21.802,23.323,5,11.182,14.191,15.763,17.218,9.913,18.764,137.79,0,3.502,0,0,0,5.502,3.502,-0.019,2.068,1,0.009,0,10.004,12.827,0,1.38,0.001,8.17,1.456,1.947,1.015,-0.019,0.014,-0.115,0.566,1.813,0.058,5
5.149,0.0,0.0,6.155,9.057,9.057,0.98,0.0,1.933,0,0,0.0,0.0,4.113,4.068,0.0,0.0,0.0,3.165,3.165,1.13,4.134,0.009,2.283,0.405,20.415,21.963,23.495,4,11.284,14.309,15.882,17.352,7.771,18.904,124.233,0,3.537,0,0,0,5.537,3.537,-0.152,2.077,1,-0.033,0,10.075,12.924,0,1.373,-0.025,8.255,1.45,1.945,1.041,-0.074,-0.04,-0.163,0.567,1.812,0.018,4
5.357,0.0,0.0,6.233,9.265,9.265,0.946,0.0,1.935,0,0,0.0,0.0,4.123,4.071,0.0,0.0,-0.068,3.231,3.231,2.137,4.141,0.01,6.348,0.413,20.489,22.037,23.573,4,11.358,14.38,15.95,17.423,7.245,18.974,153.303,0,3.751,0,0,0,5.751,3.751,-0.092,2.076,1,0.08,0,10.143,12.99,0,1.387,-0.05,8.338,1.472,1.946,1.173,-0.162,-0.115,-0.097,0.567,1.813,0.153,4
