pXC50,nO,nC,O.,nCsp2,Mp,nBO,nF,nSK,Sp,nBM,Sv,MW,Me,nAB,nX,Se,Si,nBT,C.,nAT,nH,SCBO,H.,RBF,nDB,Mv,X.,RBN,nN,nCL
7.071,3,24,5.0,16,0.665,34,0,31,39.926,19,37.244,439.63,0.998,17,0,59.851,67.441,63,40.0,60,29,44.5,48.3,0.127,2,0.621,0.0,8,3,0
5.6,3,25,4.8,15,0.662,35,0,32,41.688,19,38.771,453.66,0.996,17,0,62.734,70.856,66,39.7,63,31,45.5,49.2,0.121,2,0.615,0.0,8,3,0
6.0,0,10,0.0,6,0.644,14,2,13,15.449,6,14.949,183.22,1.018,6,2,24.429,27.669,25,41.7,24,11,17.0,45.8,0.08,0,0.623,8.3,2,1,0
5.854,0,10,0.0,6,0.649,12,0,11,15.574,6,14.182,147.24,0.975,6,0,23.403,26.99,25,41.7,24,13,15.0,54.2,0.08,0,0.591,0.0,2,1,0
6.979,2,15,5.7,12,0.706,21,0,20,24.722,12,23.32,312.21,1.014,12,2,35.473,39.127,36,42.9,35,15,27.0,42.9,0.139,0,0.666,5.7,5,1,2
6.699,0,20,0.0,12,0.644,22,0,21,30.904,12,27.87,281.48,0.971,12,0,46.589,53.896,49,41.7,48,27,28.0,56.3,0.163,0,0.581,0.0,8,1,0
6.29,1,10,4.0,6,0.641,13,0,12,16.029,6,14.897,163.24,0.989,6,0,24.731,28.199,26,40.0,25,13,16.0,52.0,0.077,0,0.596,0.0,2,1,0
8.745,0,21,0.0,14,0.681,27,0,23,30.625,16,28.311,302.45,0.979,16,0,44.04,50.149,49,46.7,45,22,35.0,48.9,0.041,0,0.629,0.0,2,2,0
6.111,0,10,0.0,6,0.682,14,1,13,16.37,6,15.393,199.67,1.01,6,2,24.24,27.273,25,41.7,24,11,17.0,45.8,0.08,0,0.641,8.3,2,1,1
6.0,0,10,0.0,6,0.705,13,0,12,16.926,6,15.207,226.13,0.985,6,1,23.633,26.831,25,41.7,24,12,16.0,50.0,0.08,0,0.634,4.2,2,1,0
6.368,1,14,3.2,12,0.754,20,0,19,23.364,12,21.906,316.62,1.019,12,3,31.585,34.446,32,45.2,31,12,26.0,38.7,0.125,0,0.707,9.7,4,1,3
6.741,3,26,4.5,9,0.635,36,0,32,42.563,9,39.637,437.64,0.991,6,0,66.425,75.766,71,38.8,67,35,42.0,52.2,0.085,3,0.592,0.0,6,3,0
5.775,0,10,0.0,6,0.705,13,0,12,16.926,6,15.207,226.13,0.985,6,1,23.633,26.831,25,41.7,24,12,16.0,50.0,0.08,0,0.634,4.2,2,1,0
6.0,1,20,2.1,12,0.65,25,1,23,30.535,12,28.441,313.45,0.99,12,1,46.545,53.03,49,42.6,47,24,31.0,51.1,0.082,0,0.605,2.1,4,1,0
6.489,1,15,2.9,12,0.683,22,3,21,23.222,12,22.928,315.74,1.04,12,4,35.36,38.992,35,44.1,34,13,28.0,38.2,0.114,0,0.674,11.8,4,1,1
6.562,1,16,2.7,12,0.679,21,1,20,25.108,12,23.688,293.79,1.006,12,2,37.218,41.728,38,43.2,37,17,27.0,45.9,0.132,0,0.64,5.4,5,1,1
5.745,1,15,2.9,12,0.708,23,3,22,24.08,12,23.756,350.18,1.05,12,5,35.683,38.936,35,44.1,34,12,29.0,35.3,0.114,0,0.699,14.7,4,1,2
7.259,1,16,2.7,12,0.657,19,0,18,24.313,12,22.477,241.36,0.983,12,0,36.382,41.445,38,43.2,37,19,25.0,51.4,0.105,0,0.607,0.0,4,1,0
6.481,0,11,0.0,6,0.672,15,1,14,18.131,6,16.92,213.7,1.005,6,2,27.123,30.688,28,40.7,27,13,18.0,48.1,0.071,0,0.627,7.4,2,1,1
5.0,2,21,3.9,9,0.648,29,0,25,33.057,8,30.794,338.49,0.989,6,0,50.461,57.398,55,41.2,51,26,34.0,51.0,0.055,2,0.604,0.0,3,2,0
5.0,4,43,4.2,26,0.669,56,0,49,63.58,26,59.492,654.91,0.989,24,0,93.952,105.969,102,45.3,95,46,70.0,48.4,0.118,2,0.626,0.0,12,2,0
8.699,3,22,5.9,15,0.665,32,1,29,33.932,15,32.86,395.47,1.012,12,1,51.636,57.615,54,43.1,51,22,41.0,43.1,0.093,3,0.644,2.0,5,3,0
6.167,0,10,0.0,6,0.646,13,1,12,15.512,6,14.566,165.23,0.997,6,1,23.916,27.329,25,41.7,24,12,16.0,50.0,0.08,0,0.607,4.2,2,1,0
6.607,1,10,4.0,6,0.641,13,0,12,16.029,6,14.897,163.24,0.989,6,0,24.731,28.199,26,40.0,25,13,16.0,52.0,0.077,0,0.596,0.0,2,1,0
6.502,1,15,3.1,12,0.742,21,0,20,23.75,13,22.573,307.19,1.015,12,2,32.48,35.585,33,46.9,32,12,29.0,37.5,0.121,0,0.705,6.3,4,2,2
6.273,1,17,2.3,11,0.638,22,0,21,28.086,12,26.047,285.43,0.988,12,0,43.469,49.856,45,38.6,44,23,28.0,52.3,0.156,0,0.592,0.0,7,3,0
5.09,1,17,2.3,9,0.674,25,0,22,28.972,14,26.707,315.48,0.992,14,0,42.662,48.361,46,39.5,43,21,32.0,48.8,0.087,0,0.621,0.0,4,3,0
5.0,2,17,4.3,11,0.668,28,0,26,31.387,13,29.798,421.34,1.012,10,1,47.563,53.572,49,36.2,47,21,36.0,44.7,0.143,3,0.634,2.1,7,6,0
4.0,1,13,3.3,12,0.729,21,0,19,21.875,13,20.933,319.18,1.017,11,1,30.498,33.705,32,43.3,30,11,28.5,36.7,0.031,2,0.698,3.3,1,4,0
8.166,1,17,2.5,12,0.673,21,0,20,26.932,12,24.832,289.83,0.99,12,1,39.589,44.804,41,42.5,40,20,27.0,50.0,0.098,0,0.621,2.5,4,1,1
6.281,4,27,5.6,9,0.631,38,0,34,44.779,9,41.879,467.67,0.995,6,0,70.636,80.391,75,38.0,71,37,44.0,52.1,0.093,3,0.59,0.0,7,3,0
6.77,4,28,5.6,11,0.635,40,1,36,45.716,10,43.262,497.67,1.002,6,1,72.149,81.731,76,38.9,72,36,47.0,50.0,0.105,4,0.601,1.4,8,3,0
6.369,4,26,5.9,9,0.633,37,0,33,43.017,9,40.352,453.64,0.996,6,0,67.752,76.976,72,38.2,68,35,43.0,51.5,0.083,3,0.593,0.0,6,3,0
8.717,1,23,1.9,16,0.686,33,2,30,36.37,18,34.528,427.56,1.009,17,2,53.454,59.871,56,43.4,53,23,42.5,43.4,0.125,1,0.651,3.8,7,3,0
4.824,2,17,4.9,9,0.639,27,5,25,26.216,8,26.636,361.34,1.053,6,5,43.156,47.768,43,41.5,41,16,32.0,39.0,0.07,2,0.65,12.2,3,1,0
6.963,2,22,4.0,13,0.661,28,0,25,33.052,13,30.773,335.48,0.987,12,0,49.36,55.9,53,44.0,50,25,35.0,50.0,0.094,1,0.615,0.0,5,1,0
6.963,2,25,3.4,13,0.65,31,0,28,38.336,13,35.353,377.57,0.983,12,0,58.01,66.145,62,42.4,59,31,38.0,52.5,0.129,1,0.599,0.0,8,1,0
6.991,3,26,4.5,9,0.634,37,1,33,42.5,9,40.021,455.63,0.999,6,1,66.938,76.106,71,38.8,67,34,43.0,50.7,0.085,3,0.597,1.5,6,3,0
7.6,2,18,4.9,14,0.72,27,0,24,29.517,18,27.701,360.89,1.008,16,1,41.327,45.601,44,43.9,41,17,37.0,41.5,0.045,2,0.676,2.4,2,2,1
5.99,5,28,6.8,11,0.633,40,0,36,46.233,10,43.594,495.68,0.999,6,0,72.963,82.6,77,38.4,73,37,47.0,50.7,0.104,4,0.597,0.0,8,3,0
6.041,4,25,6.2,9,0.634,37,1,33,41.194,9,39.209,457.6,1.006,6,1,65.381,73.9,69,38.5,65,32,43.0,49.2,0.087,3,0.603,1.5,6,3,0
9.337,0,21,0.0,16,0.689,25,0,22,29.62,14,27.289,287.43,0.975,12,0,41.938,47.65,46,48.8,43,21,33.0,48.8,0.0,2,0.635,0.0,0,1,0
6.0,2,19,5.1,19,0.733,29,0,26,28.597,23,27.977,364.81,1.021,22,1,39.804,43.432,42,48.7,39,13,41.0,33.3,0.095,1,0.717,2.6,4,4,1
7.022,2,26,3.2,13,0.647,32,0,29,40.097,13,36.88,391.6,0.982,12,0,60.894,69.56,65,41.9,62,33,39.0,53.2,0.138,1,0.595,0.0,9,1,0
8.16,3,27,5.2,18,0.68,38,1,33,39.449,22,37.892,444.54,1.005,21,1,58.301,64.947,63,46.6,58,25,49.5,43.1,0.063,1,0.653,1.7,4,2,0
5.88,3,20,6.4,12,0.658,29,1,26,30.926,13,29.839,356.43,1.011,11,1,47.534,53.117,50,42.6,47,21,36.5,44.7,0.06,2,0.635,2.1,3,2,0
5.0,2,21,4.4,19,0.695,30,0,27,31.262,23,30.203,358.43,1.005,22,0,45.247,50.318,48,46.7,45,18,42.0,40.0,0.083,1,0.671,0.0,4,4,0
5.509,3,18,7.3,13,0.658,28,4,26,26.972,13,27.44,369.34,1.051,12,4,43.087,47.222,43,43.9,41,15,35.0,36.6,0.093,1,0.669,9.8,4,1,0
7.367,2,28,3.4,22,0.686,35,0,31,39.813,23,37.299,409.56,0.987,23,0,57.243,64.315,62,48.3,58,27,46.5,46.6,0.032,0,0.643,0.0,2,1,0
5.2,3,27,4.5,15,0.663,38,0,34,44.449,19,41.298,479.7,0.994,17,0,66.618,75.271,71,40.3,67,33,48.5,49.3,0.099,2,0.616,0.0,7,3,0
5.8,2,20,4.3,16,0.698,31,0,28,32.125,19,31.052,395.88,1.015,18,1,46.673,51.761,49,43.5,46,18,41.0,39.1,0.061,1,0.675,2.2,3,5,1
8.29,3,21,6.3,12,0.665,31,1,27,31.926,16,30.839,368.44,1.011,15,1,48.534,54.117,52,43.8,48,21,39.5,43.8,0.058,1,0.642,2.1,3,2,0
5.553,1,22,2.0,14,0.705,31,0,27,34.557,16,32.207,401.36,0.998,16,2,48.898,54.661,53,44.9,49,22,39.0,44.9,0.057,0,0.657,4.1,3,2,2
5.7,2,23,3.8,17,0.667,35,3,32,35.358,19,34.933,442.48,1.027,18,3,54.436,60.583,56,43.4,53,21,45.0,39.6,0.089,1,0.659,5.7,5,4,0
7.056,2,16,5.3,12,0.697,22,0,21,26.483,12,24.847,326.24,1.009,12,2,38.356,42.542,39,42.1,38,17,28.0,44.7,0.128,0,0.654,5.3,5,1,2
5.3,2,20,4.5,17,0.707,30,0,27,31.12,19,30.03,380.86,1.013,18,1,44.571,49.262,47,45.5,44,17,40.0,38.6,0.085,1,0.683,2.3,4,4,1
6.3,2,23,3.8,17,0.667,35,3,32,35.358,19,34.933,442.48,1.027,18,3,54.436,60.583,56,43.4,53,21,45.0,39.6,0.071,1,0.659,5.7,4,4,0
5.839,2,15,5.7,12,0.706,21,0,20,24.722,12,23.32,312.21,1.014,12,2,35.473,39.127,36,42.9,35,15,27.0,42.9,0.139,0,0.666,5.7,5,1,2
5.2,2,20,4.5,17,0.718,30,0,27,31.614,19,30.228,425.31,1.011,18,1,44.476,49.16,47,45.5,44,17,40.0,38.6,0.064,1,0.687,2.3,3,4,0
6.1,2,21,4.3,17,0.7,31,0,28,32.881,19,31.557,394.89,1.01,18,1,47.454,52.678,50,44.7,47,19,41.0,40.4,0.08,1,0.671,2.1,4,4,1
7.854,0,19,0.0,8,0.662,25,0,22,31.796,10,28.552,314.54,0.977,10,0,46.883,53.899,51,39.6,48,26,30.0,54.2,0.078,0,0.595,0.0,4,2,0
6.2,2,20,4.3,16,0.698,31,0,28,32.125,19,31.052,395.88,1.015,18,1,46.673,51.761,49,43.5,46,18,41.0,39.1,0.061,1,0.675,2.2,3,5,1
6.9,2,21,4.3,17,0.706,34,3,31,33.188,19,32.905,493.31,1.04,18,4,48.898,53.594,50,44.7,47,16,44.0,34.0,0.06,1,0.7,8.5,3,4,0
6.2,2,21,4.1,16,0.67,34,3,31,32.841,19,32.901,429.44,1.036,18,3,50.771,56.251,52,42.9,49,18,44.0,36.7,0.058,1,0.671,6.1,3,5,0
7.655,1,19,2.4,13,0.706,25,0,22,28.961,13,26.665,309.46,0.987,11,0,40.458,45.365,44,46.3,41,19,32.5,46.3,0.0,2,0.65,0.0,0,1,0
6.3,3,25,5.0,15,0.655,35,0,31,39.279,17,37.057,419.57,0.996,16,0,59.774,67.521,64,41.7,60,29,44.0,48.3,0.094,1,0.618,0.0,6,3,0
5.2,1,15,2.9,14,0.685,22,0,20,23.284,17,22.434,266.33,1.004,16,0,34.153,38.279,36,44.1,34,14,31.0,41.2,0.056,1,0.66,0.0,2,4,0
6.1,2,23,3.8,17,0.687,33,0,30,36.404,19,34.611,422.95,1.004,18,1,53.222,59.508,56,43.4,53,23,43.0,43.4,0.071,1,0.653,1.9,4,4,1
6.0,2,23,3.8,17,0.667,35,3,32,35.358,19,34.933,442.48,1.027,18,3,54.436,60.583,56,43.4,53,21,45.0,39.6,0.071,1,0.659,5.7,4,4,0
6.78,2,21,4.1,13,0.67,28,1,26,32.847,13,30.983,375.9,1.004,12,2,49.196,55.183,51,42.9,49,23,35.0,46.9,0.118,1,0.632,4.1,6,1,1
10.046,0,19,0.0,14,0.695,24,1,22,29.205,16,26.86,313.47,0.989,16,1,41.527,46.91,44,45.2,42,20,32.0,47.6,0.114,0,0.64,2.4,5,1,0
6.309,0,11,0.0,7,0.666,18,2,17,19.318,7,18.819,259.71,1.033,6,3,29.956,33.61,30,37.9,29,12,22.0,41.4,0.067,1,0.649,10.3,2,3,1
5.6,3,20,5.9,14,0.709,32,0,29,36.148,18,33.678,452.04,1.012,16,1,51.6,57.059,54,39.2,51,22,42.0,43.1,0.093,2,0.66,2.0,5,3,1
5.0,2,12,5.4,10,0.659,22,0,21,24.398,14,23.379,308.41,1.021,12,0,37.76,42.405,38,32.4,37,16,30.0,43.2,0.132,2,0.632,0.0,5,6,0
6.8,2,23,3.8,17,0.667,35,3,32,35.358,19,34.933,442.48,1.027,18,3,54.436,60.583,56,43.4,53,21,45.0,39.6,0.071,1,0.659,5.7,4,4,0
6.6,2,22,3.9,17,0.691,35,3,32,35.245,19,34.593,460.52,1.032,18,3,52.629,58.088,54,43.1,51,19,45.0,37.3,0.074,1,0.678,5.9,4,4,0
5.6,2,21,4.3,17,0.677,33,3,30,31.836,19,31.88,414.42,1.036,18,3,48.669,53.753,50,44.7,47,17,43.0,36.2,0.06,1,0.678,6.4,3,4,0
6.5,2,21,4.1,16,0.67,34,3,31,32.841,19,32.901,429.44,1.036,18,3,50.771,56.251,52,42.9,49,18,44.0,36.7,0.077,1,0.671,6.1,4,5,0
6.2,2,22,4.0,17,0.672,34,3,31,33.597,19,33.406,428.45,1.031,18,3,51.552,57.168,53,44.0,50,19,44.0,38.0,0.075,1,0.668,6.0,4,4,0
5.4,2,20,4.5,17,0.718,30,0,27,31.614,19,30.228,425.31,1.011,18,1,44.476,49.16,47,45.5,44,17,40.0,38.6,0.064,1,0.687,2.3,3,4,0
6.0,2,21,4.3,17,0.71,31,0,28,33.375,19,31.755,439.34,1.008,18,1,47.36,52.575,50,44.7,47,19,41.0,40.4,0.06,1,0.676,2.1,3,4,0
7.699,1,24,1.9,17,0.676,32,0,28,35.847,18,33.574,371.52,0.988,17,0,52.352,59.272,57,45.3,53,25,41.5,47.2,0.07,1,0.633,0.0,4,3,0
5.785,2,19,4.1,14,0.644,26,0,25,31.546,14,29.783,340.47,0.998,12,0,48.898,55.564,50,38.8,49,24,34.0,49.0,0.2,2,0.608,0.0,10,4,0
7.2,2,21,4.3,17,0.718,32,0,29,33.739,19,32.385,429.33,1.017,18,2,47.778,52.622,50,44.7,47,18,42.0,38.3,0.06,1,0.689,4.3,3,4,2
7.8,2,20,4.5,17,0.727,31,0,28,31.977,19,30.858,415.3,1.02,18,2,44.894,49.206,47,45.5,44,16,41.0,36.4,0.064,1,0.701,4.5,3,4,2
6.3,3,23,5.8,17,0.674,37,3,33,35.051,19,35.121,456.46,1.036,18,3,53.88,59.377,56,44.2,52,19,47.0,36.5,0.054,1,0.675,5.8,3,4,0
8.1,2,21,4.3,17,0.7,31,0,28,32.881,19,31.557,394.89,1.01,18,1,47.454,52.678,50,44.7,47,19,41.0,40.4,0.06,1,0.671,2.1,3,4,1
6.4,2,23,3.9,18,0.674,34,3,31,34.353,19,33.912,427.46,1.026,18,3,52.334,58.085,54,45.1,51,20,44.0,39.2,0.074,1,0.665,5.9,4,3,0
7.0,2,22,4.0,17,0.672,34,3,31,33.597,19,33.406,428.45,1.031,18,3,51.552,57.168,53,44.0,50,19,44.0,38.0,0.075,1,0.668,6.0,4,4,0
5.6,2,20,4.5,17,0.718,30,0,27,31.614,19,30.228,425.31,1.011,18,1,44.476,49.16,47,45.5,44,17,40.0,38.6,0.085,1,0.687,2.3,4,4,0
6.8,2,23,3.8,17,0.687,33,0,30,36.404,19,34.611,422.95,1.004,18,1,53.222,59.508,56,43.4,53,23,43.0,43.4,0.089,1,0.653,1.9,5,4,1
5.566,2,22,4.2,15,0.671,29,1,26,32.228,17,30.629,351.45,1.0,16,1,47.989,53.824,51,45.8,48,22,38.0,45.8,0.098,1,0.638,2.1,5,1,0
6.6,2,20,4.2,15,0.685,31,0,28,32.887,18,31.579,397.9,1.012,17,1,48.556,54.176,51,41.7,48,20,40.5,41.7,0.078,1,0.658,2.1,4,5,1
6.8,1,23,1.9,17,0.671,34,3,31,34.904,19,34.218,426.48,1.021,18,3,53.109,59.374,55,44.2,52,21,44.0,40.4,0.073,1,0.658,5.8,4,4,0
6.7,2,22,4.0,17,0.693,32,0,29,34.642,19,33.084,408.92,1.007,18,1,50.338,56.093,53,44.0,50,21,42.0,42.0,0.075,1,0.662,2.0,4,4,1
7.4,2,23,3.8,17,0.667,35,3,32,35.358,19,34.933,442.48,1.027,18,3,54.436,60.583,56,43.4,53,21,45.0,39.6,0.071,1,0.659,5.7,4,4,0
9.222,0,18,0.0,12,0.664,23,0,21,27.87,13,25.805,279.42,0.982,12,0,41.258,47.232,44,42.9,42,21,30.0,50.0,0.114,1,0.614,0.0,5,3,0
5.0,2,20,4.5,17,0.686,30,1,27,30.199,19,29.586,364.41,1.017,18,1,44.76,49.658,47,45.5,44,17,40.0,38.6,0.064,1,0.672,2.3,3,4,0
6.9,2,22,4.0,17,0.693,32,0,29,34.642,19,33.084,408.92,1.007,18,1,50.338,56.093,53,44.0,50,21,42.0,42.0,0.057,1,0.662,2.0,3,4,1
7.0,2,21,3.9,15,0.659,34,3,31,33.603,18,33.428,431.46,1.032,17,3,52.654,58.666,54,41.2,51,20,43.5,39.2,0.074,1,0.655,5.9,4,5,0
6.2,1,19,2.3,13,0.686,27,0,24,30.182,13,28.348,341.87,0.998,12,1,43.909,49.385,47,43.2,44,20,34.0,45.5,0.085,1,0.644,2.3,4,3,1
5.5,2,20,4.5,17,0.727,31,0,28,31.977,19,30.858,415.3,1.02,18,2,44.894,49.206,47,45.5,44,16,41.0,36.4,0.064,1,0.701,4.5,3,4,2
9.854,0,20,0.0,14,0.666,24,1,22,29.319,13,27.2,295.43,0.985,12,1,43.334,49.405,46,45.5,44,22,31.0,50.0,0.109,1,0.618,2.3,5,1,0
5.0,2,20,4.5,17,0.688,29,0,26,30.262,19,29.203,346.42,1.006,18,0,44.247,49.318,47,45.5,44,18,39.0,40.9,0.064,1,0.664,0.0,3,4,0
6.1,2,21,4.3,17,0.68,31,1,28,31.961,19,31.113,378.44,1.014,18,1,47.643,53.073,50,44.7,47,19,41.0,40.4,0.06,1,0.662,2.1,3,4,0
7.638,0,17,0.0,12,0.688,22,0,20,27.512,12,24.971,284.46,0.981,12,0,39.232,44.653,42,42.5,40,20,28.0,50.0,0.095,0,0.624,0.0,4,2,0
6.6,2,21,4.3,17,0.677,33,3,30,31.836,19,31.88,414.42,1.036,18,3,48.669,53.753,50,44.7,47,17,43.0,36.2,0.08,1,0.678,6.4,4,4,0
6.6,2,22,4.0,17,0.689,35,3,32,34.455,19,34.234,462.89,1.038,18,4,51.876,57.112,53,44.0,50,18,45.0,36.0,0.057,1,0.685,8.0,3,4,1
9.481,2,24,3.3,16,0.666,35,0,32,39.932,18,37.686,454.02,1.002,17,1,60.091,67.837,63,40.0,60,28,44.5,46.7,0.111,1,0.628,1.7,7,5,1
9.602,2,25,3.2,16,0.645,38,3,35,40.648,18,39.535,487.58,1.019,17,3,64.189,72.327,66,39.7,63,28,47.5,44.4,0.106,1,0.628,4.8,7,5,0
8.854,2,24,3.3,16,0.651,34,0,31,39.074,18,36.858,419.58,0.996,17,0,59.767,67.893,63,40.0,60,29,43.5,48.3,0.111,1,0.614,0.0,7,5,0
6.028,2,21,4.2,17,0.696,30,0,27,33.426,23,31.422,379.52,1.0,21,0,47.989,53.571,51,43.8,48,21,42.5,43.8,0.098,2,0.655,0.0,5,3,0
7.959,2,15,5.6,13,0.722,24,0,22,26.0,18,24.669,335.84,1.018,16,1,36.662,40.269,38,41.7,36,14,34.0,38.9,0.105,2,0.685,2.8,4,3,1
9.553,2,23,3.5,16,0.667,36,2,33,38.046,18,36.925,475.97,1.022,17,3,58.232,65.101,60,40.4,57,24,45.5,42.1,0.117,1,0.648,5.3,7,5,1
5.745,2,25,3.5,15,0.671,38,1,32,38.245,17,36.693,432.54,1.005,16,1,57.294,64.319,63,43.9,57,25,47.0,43.9,0.048,1,0.644,1.8,3,4,0
8.222,3,26,4.9,15,0.659,38,1,33,40.216,17,38.44,449.57,1.005,16,1,61.287,68.86,66,42.6,61,28,47.0,45.9,0.091,1,0.63,1.6,6,3,0
8.215,2,24,3.3,16,0.65,35,1,32,39.012,18,37.241,437.57,1.005,17,1,60.28,68.232,63,40.0,60,28,44.5,46.7,0.111,1,0.621,1.7,7,5,0
8.34,2,22,3.8,12,0.682,34,1,30,36.131,17,34.354,426.56,1.009,16,1,53.487,59.824,57,41.5,53,23,43.0,43.4,0.07,1,0.648,1.9,4,4,0
9.26,2,24,3.2,16,0.656,34,0,32,40.694,18,38.212,456.04,1.0,17,1,61.974,70.252,64,38.7,62,30,43.5,48.4,0.156,1,0.616,1.6,10,5,1
7.754,2,23,3.4,16,0.664,35,0,32,39.176,18,37.18,455.01,1.005,17,1,59.309,66.92,62,39.0,59,27,44.5,45.8,0.113,1,0.63,1.7,7,6,1
9.377,3,24,4.9,16,0.662,36,0,33,40.387,18,38.4,470.02,1.007,17,1,61.418,69.046,64,39.3,61,28,45.5,45.9,0.109,1,0.63,1.6,7,5,1
8.495,2,24,3.3,16,0.649,36,2,33,38.949,18,37.625,455.56,1.013,17,2,60.792,68.572,63,40.0,60,27,45.5,45.0,0.111,1,0.627,3.3,7,5,0
9.076,2,24,3.3,16,0.65,35,1,32,39.012,18,37.241,437.57,1.005,17,1,60.28,68.232,63,40.0,60,28,44.5,46.7,0.111,1,0.621,1.7,7,5,0
9.18,2,24,3.3,16,0.688,36,0,33,41.284,18,38.711,532.91,1.005,17,2,60.32,67.678,63,40.0,60,27,45.5,45.0,0.111,1,0.645,3.3,7,5,1
9.387,2,24,3.3,16,0.666,35,0,32,39.932,18,37.686,454.02,1.002,17,1,60.091,67.837,63,40.0,60,28,44.5,46.7,0.111,1,0.628,1.7,7,5,1
9.921,3,25,4.7,16,0.659,37,0,34,42.148,18,39.927,484.05,1.005,17,1,64.301,72.461,67,39.1,64,30,46.5,46.9,0.119,1,0.624,1.6,8,5,1
9.161,2,22,3.7,16,0.674,33,0,30,36.409,18,34.632,425.96,1.006,17,1,54.323,61.006,57,40.7,54,24,42.5,44.4,0.123,1,0.641,1.9,7,5,1
9.721,3,23,5.2,16,0.666,35,0,32,38.625,18,36.874,455.99,1.009,17,1,58.534,65.631,61,39.7,58,26,44.5,44.8,0.115,1,0.636,1.7,7,5,1
8.678,2,24,3.2,16,0.66,36,0,33,40.938,18,38.707,469.04,1.003,17,1,62.192,70.335,65,38.7,62,29,45.5,46.8,0.108,1,0.624,1.6,7,6,1
8.721,3,23,5.2,16,0.674,35,0,32,39.12,18,37.071,500.44,1.008,17,1,58.44,65.529,61,39.7,58,26,44.5,44.8,0.115,1,0.639,1.7,7,5,0
5.824,2,18,4.2,10,0.632,29,3,27,30.358,9,29.933,382.43,1.03,6,3,49.436,55.583,50,37.5,48,21,35.0,43.8,0.08,3,0.624,6.3,4,4,0
9.215,3,23,5.2,16,0.681,36,0,33,39.483,18,37.701,490.43,1.015,17,2,58.858,65.575,61,39.7,58,25,45.5,43.1,0.115,1,0.65,3.4,7,5,2
9.268,3,25,4.7,16,0.645,36,0,33,41.29,18,39.1,449.61,1.0,17,0,63.978,72.517,67,39.1,64,31,45.5,48.4,0.119,1,0.611,0.0,8,5,0
9.367,2,23,3.4,16,0.66,33,0,31,38.932,18,36.686,442.01,1.002,17,1,59.091,66.837,61,39.0,59,28,42.5,47.5,0.148,1,0.622,1.7,9,5,1
9.469,2,25,3.2,16,0.645,38,3,35,40.648,18,39.535,487.58,1.019,17,3,64.189,72.327,66,39.7,63,28,47.5,44.4,0.106,1,0.628,4.8,7,5,0
7.845,3,26,4.6,17,0.651,37,0,34,42.29,19,40.1,461.62,1.0,17,0,64.978,73.517,68,40.0,65,31,47.5,47.7,0.118,2,0.617,0.0,8,5,0
9.066,2,23,3.4,16,0.644,33,1,31,38.012,18,36.241,425.56,1.005,17,1,59.28,67.232,61,39.0,59,28,42.5,47.5,0.148,1,0.614,1.7,9,5,0
8.699,3,24,5.5,15,0.667,36,1,31,36.693,17,35.387,421.51,1.009,16,1,55.52,62.03,60,43.6,55,24,45.0,43.6,0.067,1,0.643,1.8,4,3,0
5.963,2,17,4.4,10,0.635,28,3,26,28.597,9,28.406,368.4,1.034,6,3,46.552,52.168,47,37.8,45,19,34.0,42.2,0.106,3,0.631,6.7,5,4,0
8.721,2,23,3.5,16,0.693,35,0,32,39.523,18,37.184,518.88,1.008,17,2,57.436,64.263,60,40.4,57,25,44.5,43.9,0.117,1,0.652,3.5,7,5,1
9.076,2,25,3.2,16,0.662,36,0,33,41.694,18,39.212,468.05,1.0,17,1,62.974,71.252,66,39.7,63,30,45.5,47.6,0.106,1,0.622,1.6,7,5,1
8.678,2,25,3.2,16,0.647,36,1,33,40.773,18,38.768,451.6,1.003,17,1,63.163,71.648,66,39.7,63,30,45.5,47.6,0.106,1,0.615,1.6,7,5,0
7.79,2,26,3.0,16,0.658,37,0,34,43.455,18,40.739,482.08,0.998,17,1,65.858,74.667,69,39.4,66,32,46.5,48.5,0.101,1,0.617,1.5,7,5,1
8.481,3,25,4.7,16,0.645,36,0,33,41.29,18,39.1,449.61,1.0,17,0,63.978,72.517,67,39.1,64,31,45.5,48.4,0.119,1,0.611,0.0,8,5,0
9.658,3,24,4.9,16,0.662,36,0,33,40.387,18,38.4,470.02,1.007,17,1,61.418,69.046,64,39.3,61,28,45.5,45.9,0.109,1,0.63,1.6,7,5,1
9.824,2,23,3.5,16,0.67,34,0,31,38.171,18,36.159,439.99,1.004,17,1,57.207,64.422,60,40.4,57,26,43.5,45.6,0.117,1,0.634,1.8,7,5,1
6.886,2,24,3.6,15,0.665,36,1,31,37.245,17,35.693,420.53,1.005,16,1,56.294,63.319,61,42.9,56,25,45.0,44.6,0.049,1,0.637,1.8,3,4,0
9.745,2,23,3.5,16,0.676,36,2,33,38.54,18,37.123,520.42,1.02,17,3,58.138,64.999,60,40.4,57,24,45.5,42.1,0.117,1,0.651,5.3,7,5,0
9.824,3,23,5.2,16,0.664,37,2,34,38.5,18,37.64,491.97,1.027,17,3,59.56,66.31,61,39.7,58,24,46.5,41.4,0.115,1,0.649,5.2,7,5,1
6.42,2,11,6.5,6,0.657,15,0,15,20.358,6,18.691,274.18,1.002,6,1,31.054,35.08,31,35.5,31,16,18.0,51.6,0.161,0,0.603,3.2,5,1,0
