pXC50,GGI10,Eig04_EA.bo.,SM14_AEA.ri.,ATSC1p,Psi_e_1,SsssCH,Eig04_AEA.bo.,ATSC2p,SM06_AEA.bo.,GGI9,X2v,SpMin3_Bh.i.,ATS1m,Eig04_EA,SM12_AEA.bo.,SM07_AEA.bo.,Eig04_AEA.ri.,SM05_AEA.bo.,ZM1MulPer,SpMax5_Bh.v.,ATS4s,X1v,Eig03_EA,SM11_AEA.bo.,Eig03_AEA.ri.,SM08_AEA.bo.,X3v,SpMax5_Bh.p.,SM05_EA.bo.,Eig04_EA.ri.,X2sol,ZM1V,SM04_EA.bo.,ZM2Mad,ATSC6s,ATSC5e,Eig02_AEA.bo.,SpMax2_Bh.e.,SpMax2_Bh.i.,ATSC5s,GGI1,ZM1Kup,ZM1Per,Eig03_AEA.bo.,SM07_EA.bo.,ZM2MulPer,DELS,Eig03_EA.ri.,SM06_EA.bo.,SpMax8_Bh.s.,ATS2s,SpMin3_Bh.e.,SM03_EA,Psi_i_s,SMTIV,SM03_EA.ri.,ZM2V,ZM1Mad,nCs,SpMax4_Bh.s.,SM08_EA,SpMax4_Bh.p.,SM08_EA.bo.,SM02_EA.dm.,SM07_EA
6.672,0.506,3.171,3.171,8.506,7.375,-2.055,4.03,13.853,10.6,0.712,12.722,1.811,4.09,2.848,2.848,11.991,3.814,9.228,759.724,3.505,6.678,15.311,2.976,2.976,3.94,13.398,8.398,3.489,8.006,2.745,20.596,706.0,7.336,313.286,210.988,1.531,4.35,3.899,3.948,184.703,11.5,793.528,988.18,4.168,10.707,671.73,75.317,2.866,9.698,4.558,6.238,1.843,4.745,112.028,50772.0,4.637,625.0,279.37,6,7.422,10.718,3.646,12.241,3.734,9.478
9.523,0.708,3.2,3.2,10.911,9.834,-7.866,4.032,17.761,10.756,0.897,13.636,1.766,4.148,2.916,2.916,12.226,3.877,9.322,770.95,3.54,7.082,17.659,2.976,2.976,3.944,13.727,9.805,3.56,7.935,2.784,21.472,710.0,7.176,342.523,513.965,3.012,4.395,3.936,3.959,512.931,12.0,844.633,995.89,4.102,10.611,670.266,111.706,2.88,9.517,6.35,6.461,1.797,4.934,132.417,69086.0,4.837,630.0,290.86,18,7.433,11.654,3.66,12.072,3.876,10.277
8.097,0.651,3.429,3.429,8.148,9.84,-8.914,4.099,13.34,10.861,0.875,11.354,1.775,4.077,2.935,2.935,12.328,3.898,9.426,846.747,3.402,7.061,14.232,2.978,2.978,3.945,13.822,8.254,3.394,8.089,2.811,20.759,778.0,7.374,345.181,625.176,3.543,4.397,3.935,3.96,583.33,13.0,924.368,1095.7,4.154,10.775,745.611,119.911,2.881,9.742,6.351,6.418,1.797,5.017,134.25,56140.0,4.926,700.0,287.849,8,7.434,11.684,3.659,12.286,3.958,10.317
9.194,0.758,3.203,3.203,10.406,10.452,-8.986,4.039,16.866,10.797,0.937,13.274,1.752,4.174,2.923,2.923,12.262,3.886,9.366,859.059,3.492,7.117,17.271,2.976,2.976,3.944,13.757,9.451,3.509,7.984,2.796,22.106,790.0,7.223,354.507,625.68,3.683,4.396,3.936,3.959,581.535,13.0,948.104,1105.17,4.103,10.644,740.587,123.501,2.88,9.555,6.351,6.53,1.797,4.977,141.583,74888.0,4.892,694.0,303.834,16,7.438,11.663,3.659,12.097,4.085,10.29
8.699,0.771,3.169,3.169,11.093,10.394,-7.74,3.898,18.086,10.763,0.826,13.866,1.765,4.185,2.574,2.574,12.224,3.534,9.34,825.813,3.533,7.095,18.194,2.927,2.927,3.887,13.717,9.822,3.544,7.917,2.534,22.378,760.0,7.203,349.852,568.374,3.426,4.392,3.931,3.962,561.2,13.0,906.368,1062.87,4.042,10.585,710.312,118.72,2.79,9.518,6.351,6.514,1.806,4.934,140.417,82974.0,4.835,669.0,301.849,19,7.434,11.632,3.683,12.056,4.002,10.252
6.284,0.19,2.898,2.898,5.761,4.731,0.0,3.705,9.486,10.23,0.216,8.731,1.781,3.696,2.385,2.385,11.691,3.389,8.8,409.563,3.018,6.342,9.97,2.463,2.463,3.435,13.176,5.749,3.141,7.667,2.371,13.243,374.0,6.962,202.354,68.941,0.41,4.114,3.875,3.895,71.825,7.0,415.451,536.64,3.853,10.453,388.248,36.341,2.394,9.423,4.153,5.877,1.803,4.29,67.222,14914.0,4.264,362.0,179.18,2,6.23,10.749,3.422,12.035,2.143,9.42
4.699,0.149,2.702,2.702,5.44,4.153,0.0,3.54,8.868,9.914,0.127,7.277,1.719,3.63,2.212,2.212,11.292,3.255,8.555,381.095,3.079,5.896,9.601,2.462,2.462,3.434,12.686,4.195,3.121,7.344,2.298,12.175,348.0,6.822,172.444,65.133,0.409,4.114,3.844,3.875,75.168,6.0,387.118,492.8,3.853,10.009,346.667,31.874,2.377,9.169,4.021,5.813,1.745,3.892,62.472,12800.0,3.867,324.0,157.034,4,6.23,9.667,3.506,11.634,2.296,8.429
6.602,0.046,2.574,2.574,4.3,3.458,0.751,3.413,7.289,9.774,0.081,6.193,1.747,3.365,2.23,2.23,11.13,3.17,8.441,255.956,2.91,5.399,8.113,2.47,2.47,3.455,12.505,4.727,2.941,7.058,2.089,9.543,244.0,6.761,144.319,16.171,0.14,3.938,3.905,3.937,18.187,3.5,259.381,362.88,3.837,9.786,280.212,8.13,2.426,9.078,3.516,5.299,1.786,3.611,41.0,7793.0,3.531,265.0,123.625,2,4.218,9.54,3.073,11.525,1.528,8.223
5.721,0.186,3.407,3.407,5.834,6.023,-2.094,3.853,9.989,10.321,0.199,9.263,1.807,3.862,2.46,2.46,11.79,3.432,8.876,479.503,3.215,6.519,10.679,2.755,2.755,3.713,13.277,7.068,3.332,8.104,2.374,14.605,430.0,7.173,243.615,108.601,0.926,4.245,3.944,3.933,160.879,7.5,471.864,614.5,4.114,11.028,442.766,47.538,2.65,9.804,4.674,6.126,1.813,4.29,73.056,14152.0,4.149,411.0,213.53,3,6.434,10.463,3.528,12.599,2.975,9.192
9.0,0.186,3.302,3.302,6.238,5.727,-1.923,3.799,11.312,10.234,0.199,9.624,1.731,3.819,2.438,2.438,11.687,3.438,8.802,414.212,3.132,6.487,10.788,2.791,2.791,3.791,13.156,7.64,3.325,7.782,2.438,14.145,372.0,7.008,234.156,97.033,0.781,4.244,3.888,3.899,156.396,7.0,403.295,531.19,4.125,10.56,380.013,41.629,2.791,9.503,4.604,6.055,1.753,4.29,68.444,12342.0,4.29,354.0,202.744,3,6.429,10.491,3.541,12.118,0.0,9.223
8.523,0.235,3.449,3.449,6.643,7.319,-2.022,4.125,12.147,10.466,0.306,10.333,1.746,3.936,2.791,2.791,11.927,3.791,9.024,602.722,3.132,6.686,11.516,2.856,2.856,3.846,13.4,8.078,3.339,8.011,2.761,14.767,542.0,7.168,272.633,182.599,1.591,4.452,3.895,3.908,304.39,10.0,687.628,751.22,4.202,10.777,494.832,69.285,2.791,9.68,6.23,6.488,1.763,4.635,93.361,22090.0,4.498,460.0,243.761,3,7.484,10.83,3.541,12.303,3.037,9.576
6.77,0.273,3.666,3.666,6.248,7.686,-2.193,4.102,10.801,10.536,0.334,9.972,1.821,3.975,2.749,2.749,12.009,3.706,9.083,668.014,3.216,6.711,11.407,2.791,2.791,3.765,13.497,7.506,3.334,8.275,2.642,15.226,600.0,7.31,282.091,195.549,1.695,4.44,3.96,3.948,300.389,10.5,756.197,834.53,4.245,11.17,557.585,74.702,2.686,9.938,6.311,6.535,1.817,4.635,97.972,24534.0,4.385,517.0,254.547,3,7.762,10.81,3.528,12.717,3.675,9.555
7.77,0.202,3.559,3.559,5.862,6.353,-2.131,3.956,10.038,10.374,0.235,9.404,1.803,3.893,2.547,2.547,11.84,3.518,8.931,541.596,3.215,6.555,10.779,2.768,2.768,3.722,13.323,7.138,3.332,8.168,2.455,14.605,486.0,7.227,253.525,137.809,1.195,4.245,3.948,3.936,196.805,8.5,565.975,685.85,4.129,11.078,479.276,57.036,2.653,9.853,4.911,6.181,1.81,4.369,80.722,16827.0,4.214,445.0,223.361,3,6.999,10.49,3.528,12.639,2.975,9.227
5.745,0.198,3.444,3.444,6.827,6.432,-2.079,3.896,11.773,10.402,0.245,10.274,1.754,3.933,2.52,2.52,11.871,3.501,8.955,495.507,3.299,6.594,12.132,2.791,2.791,3.765,13.358,7.785,3.421,8.199,2.48,15.682,446.0,7.252,259.95,96.084,0.778,4.285,3.984,3.954,141.554,8.0,487.864,637.85,4.245,11.126,459.518,48.036,2.686,9.893,4.671,6.185,1.767,4.369,77.722,18981.0,4.257,427.0,226.866,4,6.434,10.538,3.528,12.69,2.975,9.271
5.432,0.124,3.405,3.405,5.186,6.026,-2.207,3.849,8.737,10.312,0.204,8.575,1.75,3.812,2.445,2.445,11.785,3.419,8.862,471.266,2.948,6.49,9.679,2.745,2.745,3.7,13.275,6.417,2.977,8.104,2.366,13.909,422.0,7.164,235.615,119.399,0.748,4.246,3.911,3.907,108.439,7.5,463.864,603.02,4.108,11.029,434.665,47.992,2.628,9.803,4.671,6.085,1.731,4.29,70.056,10726.0,4.149,403.0,205.53,1,6.434,10.464,3.528,12.6,2.975,9.195
5.721,0.186,3.407,3.407,5.834,6.023,-2.094,3.853,9.989,10.321,0.199,9.263,1.807,3.862,2.46,2.46,11.79,3.432,8.876,479.503,3.215,6.519,10.679,2.755,2.755,3.713,13.277,7.068,3.332,8.104,2.374,14.605,430.0,7.173,243.615,108.601,0.926,4.245,3.944,3.933,160.879,7.5,471.864,614.5,4.114,11.028,442.766,47.538,2.65,9.804,4.674,6.126,1.813,4.29,73.056,14152.0,4.149,411.0,213.53,3,6.434,10.463,3.528,12.599,2.975,9.192
8.097,0.186,3.576,3.576,5.862,6.38,-2.137,3.972,10.038,10.375,0.219,9.408,1.804,3.893,2.566,2.566,11.841,3.539,8.931,541.661,3.215,6.583,10.779,2.78,2.78,3.731,13.324,7.121,3.332,8.168,2.476,14.605,486.0,7.227,253.525,138.344,1.146,4.245,3.948,3.936,199.322,8.5,565.975,685.87,4.141,11.081,479.414,57.493,2.656,9.855,4.907,6.182,1.81,4.369,80.722,16595.0,4.214,445.0,223.361,3,6.999,10.493,3.528,12.643,2.975,9.229
7.161,0.219,3.664,3.664,6.248,7.789,-2.209,4.095,10.801,10.537,0.306,9.976,1.821,3.975,2.745,2.745,12.01,3.701,9.083,668.079,3.216,6.703,11.407,2.791,2.791,3.765,13.498,7.486,3.333,8.275,2.639,15.238,600.0,7.31,282.091,217.115,1.891,4.454,3.96,3.948,287.373,10.5,756.197,834.55,4.245,11.173,557.722,75.743,2.686,9.939,6.311,6.535,1.816,4.635,97.972,23720.0,4.385,517.0,254.547,3,7.762,10.813,3.528,12.721,3.675,9.557
6.26,0.169,3.407,3.407,5.508,5.984,-2.135,3.853,9.368,10.317,0.226,8.91,1.791,3.837,2.457,2.457,11.787,3.429,8.869,475.342,3.129,6.501,10.179,2.753,2.753,3.71,13.276,6.831,3.183,8.104,2.372,14.251,426.0,7.168,239.615,55.689,0.948,4.245,3.931,3.92,159.892,7.5,467.864,608.74,4.113,11.028,438.605,47.681,2.646,9.803,4.673,6.106,1.784,4.29,71.556,12367.0,4.149,407.0,209.53,2,6.434,10.461,3.528,12.599,2.975,9.192
7.102,0.186,3.407,3.407,5.759,5.982,-2.078,3.853,9.982,10.321,0.199,9.392,1.807,3.857,2.46,2.46,11.79,3.446,8.876,458.572,3.216,6.524,10.771,2.755,2.755,3.732,13.277,7.18,3.337,8.104,2.422,14.605,410.0,7.173,241.626,103.255,0.812,4.245,3.956,3.947,151.203,7.5,442.461,587.22,4.114,11.028,426.175,44.732,2.686,9.804,4.673,6.116,1.813,4.29,72.056,13892.0,4.168,395.0,211.377,3,6.434,10.463,3.528,12.599,2.914,9.192
7.161,0.186,3.407,3.407,6.089,5.959,-2.062,3.853,10.584,10.321,0.199,9.683,1.808,3.852,2.46,2.46,11.79,3.46,8.876,445.642,3.22,6.528,10.978,2.755,2.755,3.755,13.277,7.433,3.352,8.104,2.46,14.605,398.0,7.173,239.628,100.354,0.718,4.245,3.969,3.951,146.151,7.5,428.129,568.1,4.114,11.028,409.728,43.514,2.686,9.804,4.673,6.108,1.813,4.29,71.056,13632.0,4.187,379.0,209.323,4,6.434,10.463,3.528,12.599,2.946,9.192
7.699,0.202,3.559,3.559,5.789,6.232,-2.108,3.956,9.984,10.374,0.235,9.841,1.808,3.921,2.547,2.547,11.84,3.505,8.931,541.596,3.215,6.534,11.157,2.768,2.768,3.721,13.323,7.39,3.333,8.168,2.411,15.635,486.0,7.227,260.373,119.834,1.077,4.245,3.946,3.933,174.444,8.5,506.067,685.85,4.129,11.078,479.276,51.086,2.651,9.853,4.796,6.149,1.811,4.369,76.833,16827.0,4.187,445.0,235.05,3,6.434,10.49,3.528,12.639,2.975,9.227
5.398,0.273,3.666,3.666,7.161,6.688,-2.101,4.102,12.406,10.536,0.334,11.725,1.838,3.956,2.749,2.749,12.009,3.708,9.083,508.5,3.306,6.655,12.34,2.791,2.791,3.765,13.497,8.045,3.454,8.275,2.648,17.184,456.0,7.31,271.615,101.291,0.819,4.44,3.973,3.962,146.683,10.5,497.864,655.97,4.245,11.17,481.989,49.631,2.686,9.938,4.669,6.213,1.822,4.635,79.972,20016.0,4.537,445.0,237.53,3,6.434,10.81,3.528,12.717,2.975,9.555
4.932,0.389,3.551,3.551,6.246,6.446,-2.073,3.926,10.905,10.618,0.39,10.314,1.853,3.925,2.521,2.521,12.118,3.514,9.14,486.295,3.254,6.594,11.825,2.791,2.791,3.765,13.635,8.343,3.386,8.634,2.502,15.657,438.0,7.573,275.958,100.356,0.763,4.822,4.018,3.973,141.692,7.5,471.774,638.56,4.245,11.736,476.617,45.36,2.686,10.382,4.535,6.156,1.84,4.511,74.389,15578.0,4.394,445.0,232.07,3,6.434,10.791,3.528,13.36,2.896,9.515
6.328,0.202,3.559,3.559,5.906,6.287,-2.119,3.956,10.07,10.374,0.235,9.444,1.805,3.89,2.547,2.547,11.84,3.524,8.931,515.85,3.215,6.553,10.814,2.768,2.768,3.723,13.323,7.161,3.332,8.168,2.474,15.226,462.0,7.227,252.276,125.189,1.106,4.245,3.947,3.933,183.469,8.5,512.014,658.17,4.129,11.078,470.941,53.976,2.654,9.853,4.907,6.168,1.81,4.369,78.722,16385.0,4.222,437.0,221.634,3,6.471,10.49,3.528,12.639,2.975,9.227
6.745,0.202,3.656,3.656,6.248,7.945,-2.229,4.074,10.801,10.546,0.239,9.944,1.819,3.975,2.722,2.722,12.024,3.681,9.089,667.884,3.215,6.782,11.413,2.791,2.791,3.765,13.517,7.509,3.332,8.292,2.628,15.122,600.0,7.316,283.423,218.092,1.764,4.54,3.963,3.948,308.94,10.0,756.197,835.13,4.245,11.204,558.443,77.251,2.686,9.959,6.311,6.533,1.816,4.635,97.972,22907.0,4.385,518.0,254.547,3,7.762,10.849,3.528,12.754,3.675,9.587
6.18,0.091,2.618,2.618,4.661,3.677,0.295,3.501,7.722,9.98,0.12,6.403,1.481,3.394,2.289,2.289,11.384,3.217,8.6,312.419,3.059,5.743,8.314,2.395,2.395,3.378,12.807,4.759,3.06,7.115,2.119,10.131,292.0,6.661,148.863,30.717,0.3,4.099,3.903,3.938,58.464,6.0,327.266,418.74,3.795,9.781,299.521,24.331,2.351,8.975,3.674,5.516,1.52,4.007,51.583,9299.0,3.903,282.0,130.717,3,4.487,10.213,3.252,11.422,2.739,8.916
5.553,0.041,2.576,2.576,3.914,3.186,0.76,3.392,6.705,9.907,0.06,5.823,1.452,3.287,2.169,2.169,11.309,3.108,8.528,241.306,2.951,5.355,7.373,2.383,2.383,3.334,12.728,4.672,2.951,7.592,2.029,8.861,230.0,6.944,140.322,13.962,0.126,4.23,3.921,3.967,17.612,4.0,245.381,344.71,3.667,10.54,270.949,7.443,2.269,9.482,3.391,5.208,1.483,3.761,37.167,5341.0,3.693,255.0,116.96,2,4.088,9.726,2.992,12.198,1.235,8.441
7.854,0.202,3.659,3.659,5.712,6.462,-2.124,4.059,9.908,10.435,0.255,10.341,1.809,3.976,2.677,2.677,11.902,3.627,8.988,603.723,3.215,6.562,11.64,2.791,2.791,3.765,13.386,7.955,3.333,8.246,2.474,16.476,542.0,7.284,285.844,132.357,1.203,4.245,3.949,3.932,188.205,9.0,540.271,757.9,4.236,11.156,517.055,54.977,2.656,9.92,4.82,6.167,1.809,4.443,80.611,19317.0,4.222,480.0,256.569,3,6.434,10.547,3.528,12.709,2.975,9.292
8.699,0.189,3.666,3.666,6.122,6.653,-2.11,4.085,10.509,10.519,0.231,10.071,1.829,3.956,2.707,2.707,11.989,3.68,9.071,551.016,3.24,6.567,11.568,2.791,2.791,3.765,13.475,7.748,3.34,8.4,2.637,16.231,498.0,7.449,276.269,115.998,1.13,4.428,4.023,3.994,168.422,8.5,551.6,716.94,4.245,11.371,523.074,52.093,2.686,10.125,4.85,6.193,1.818,4.443,79.889,19908.0,4.323,487.0,239.073,3,6.434,10.595,3.528,12.952,2.975,9.332
6.102,0.231,3.612,3.612,6.255,6.804,-2.176,4.016,10.61,10.445,0.281,9.73,1.804,3.949,2.635,2.635,11.912,3.581,8.998,587.719,3.215,6.609,11.308,2.791,2.791,3.765,13.396,7.472,3.332,8.252,2.482,15.313,530.0,7.293,269.515,155.507,1.394,4.279,3.953,3.936,200.753,9.0,621.711,746.76,4.245,11.162,520.574,61.799,2.686,9.928,4.941,6.23,1.808,4.443,85.889,19588.0,4.282,482.0,236.24,3,6.999,10.563,3.528,12.715,3.048,9.305
7.699,0.186,3.643,3.643,5.712,6.468,-2.127,4.034,9.908,10.425,0.239,10.428,1.808,3.976,2.636,2.636,11.889,3.595,8.982,603.883,3.215,6.588,11.635,2.791,2.791,3.76,13.37,7.597,3.333,8.228,2.47,16.7,542.0,7.278,277.132,133.203,1.185,4.245,3.949,3.932,188.496,9.5,540.271,757.26,4.201,11.134,516.201,55.106,2.656,9.904,4.803,6.172,1.809,4.443,80.611,19100.0,4.222,479.0,256.569,3,6.434,10.527,3.528,12.689,2.975,9.269
8.398,0.202,3.61,3.61,5.889,7.019,-2.258,4.012,10.086,10.435,0.271,9.51,1.801,3.923,2.626,2.626,11.902,3.574,8.988,603.535,3.215,6.62,10.885,2.791,2.791,3.765,13.386,7.238,3.332,8.246,2.478,14.605,542.0,7.284,265.017,188.145,1.53,4.258,3.952,3.937,249.246,9.0,660.086,757.78,4.244,11.155,516.622,68.514,2.686,9.919,6.23,6.229,1.807,4.443,88.389,18761.0,4.274,480.0,233.192,3,7.466,10.548,3.528,12.708,2.975,9.292
5.959,0.227,3.615,3.615,6.886,7.237,-2.119,4.032,11.657,10.51,0.251,10.837,1.845,4.036,2.667,2.667,11.958,3.621,9.085,589.257,3.31,6.62,12.909,2.787,2.787,3.736,13.427,8.127,3.528,8.24,2.539,17.727,534.0,7.412,291.601,101.654,1.007,4.245,3.963,3.949,152.484,9.0,587.6,769.58,4.145,11.14,562.774,53.586,2.658,9.989,4.836,6.262,1.835,4.443,87.889,29335.0,4.29,525.0,255.738,3,6.434,10.56,3.742,12.732,3.048,9.287
6.268,0.227,3.666,3.666,6.504,6.94,-2.114,4.091,11.083,10.508,0.253,10.452,1.827,3.996,2.727,2.727,11.967,3.695,9.072,570.048,3.309,6.602,12.235,2.791,2.791,3.765,13.444,7.985,3.528,8.283,2.643,16.926,516.0,7.4,284.269,112.31,1.021,4.26,3.992,3.973,159.836,8.5,569.6,742.84,4.245,11.198,542.03,52.519,2.686,10.003,4.901,6.225,1.818,4.443,83.889,24444.0,4.323,505.0,247.073,3,6.434,10.588,3.582,12.766,2.975,9.325
6.131,0.182,2.867,2.867,4.973,4.517,0.0,3.564,8.317,10.08,0.182,8.062,1.662,3.777,2.278,2.278,11.47,3.228,8.706,517.993,3.003,6.015,10.313,2.677,2.677,3.627,12.874,4.777,3.027,7.627,2.206,14.046,472.0,6.976,216.436,81.46,0.633,4.236,3.85,3.87,81.227,7.5,469.858,653.64,4.059,10.33,433.632,38.785,2.474,9.378,4.416,5.89,1.686,4.111,71.028,17951.0,3.949,405.0,201.904,2,6.23,9.846,3.422,11.902,2.143,8.633
6.276,0.149,2.702,2.702,5.093,4.162,0.0,3.54,8.191,9.914,0.127,6.984,1.662,3.637,2.212,2.212,11.292,3.215,8.555,393.773,3.001,5.94,9.351,2.462,2.462,3.433,12.686,3.89,3.025,7.344,2.205,12.175,360.0,6.822,174.206,67.797,0.409,4.114,3.839,3.872,66.234,6.0,401.451,510.24,3.853,10.009,359.344,31.384,2.375,9.169,4.121,5.836,1.686,3.892,63.472,13058.0,3.852,336.0,158.865,2,6.23,9.667,3.421,11.634,2.143,8.429
6.523,0.165,2.774,2.774,5.193,4.655,-1.554,3.599,8.493,10.019,0.174,7.337,1.734,3.673,2.266,2.266,11.424,3.28,8.637,428.592,3.001,6.161,9.391,2.461,2.461,3.433,12.847,4.944,3.024,7.454,2.286,12.296,390.0,6.873,191.076,105.509,1.01,4.114,3.857,3.883,166.595,6.0,439.601,552.56,3.853,10.161,388.506,39.925,2.375,9.255,4.203,5.858,1.755,4.007,69.306,13713.0,3.972,363.0,169.129,4,6.434,10.047,3.35,11.765,2.377,8.783
4.523,0.103,2.7,2.7,5.427,4.298,0.0,3.54,8.775,9.921,0.17,7.338,1.671,3.667,2.215,2.215,11.297,3.218,8.565,397.935,3.09,5.971,9.851,2.462,2.462,3.433,12.689,4.14,3.116,7.344,2.207,12.529,364.0,6.828,178.206,66.268,0.415,4.114,3.84,3.873,66.773,6.0,405.451,516.0,3.853,10.009,363.505,31.47,2.375,9.171,4.147,5.863,1.704,3.892,64.972,14802.0,3.852,340.0,162.865,3,6.23,9.671,3.497,11.635,2.143,8.429
4.523,0.149,2.702,2.702,5.173,4.194,0.0,3.54,8.242,9.914,0.127,6.855,1.647,3.643,2.212,2.212,11.292,3.177,8.555,414.456,2.954,5.982,9.241,2.462,2.462,3.433,12.686,3.755,2.965,7.344,2.108,12.175,380.0,6.822,175.959,72.098,0.415,4.114,3.837,3.868,57.586,6.0,430.854,535.84,3.853,10.009,372.277,33.494,2.374,9.169,4.184,5.862,1.655,3.892,64.472,13316.0,3.836,348.0,160.797,2,6.23,9.667,3.391,11.634,2.527,8.429
4.523,0.149,2.732,2.732,4.644,4.159,0.0,3.561,7.298,10.04,0.127,6.695,1.773,3.646,2.212,2.212,11.456,3.214,8.648,420.813,3.039,5.953,9.069,2.462,2.462,3.433,12.891,3.782,3.025,7.827,2.203,12.175,382.0,7.022,176.357,72.76,0.424,4.114,3.938,3.894,66.072,6.0,422.285,542.73,3.853,10.727,387.412,32.423,2.375,9.583,4.121,5.877,1.729,3.892,64.583,13430.0,3.73,360.0,160.971,2,6.312,9.667,3.421,12.32,3.389,8.429
5.796,0.198,2.964,2.964,5.092,4.845,0.0,3.802,8.335,10.133,0.222,8.229,1.661,3.813,2.592,2.592,11.526,3.564,8.757,557.179,3.014,6.091,10.449,2.682,2.682,3.635,12.931,4.911,3.028,7.67,2.469,14.542,506.0,7.005,227.87,115.316,0.977,4.236,3.851,3.87,140.192,8.0,513.32,701.52,4.059,10.365,467.54,46.22,2.525,9.406,4.492,5.922,1.681,4.205,76.528,19716.0,4.038,436.0,210.368,2,6.434,9.944,3.421,11.927,2.614,8.742
4.523,0.182,2.964,2.964,5.179,4.484,0.0,3.8,8.163,9.977,0.167,7.151,1.661,3.677,2.454,2.454,11.358,3.427,8.614,432.959,3.011,6.021,9.488,2.599,2.599,3.573,12.754,4.024,3.027,7.4,2.371,12.671,394.0,6.856,185.641,94.936,0.77,4.114,3.84,3.872,124.25,6.5,444.913,558.12,3.855,10.057,393.252,38.795,2.521,9.204,4.202,5.87,1.681,4.007,68.972,14477.0,3.95,367.0,167.33,2,6.434,9.783,3.421,11.667,2.614,8.561
6.0,0.182,2.964,2.964,5.413,4.323,0.0,3.8,8.513,9.977,0.167,7.45,1.679,3.671,2.454,2.454,11.358,3.427,8.614,404.638,3.094,6.018,9.735,2.599,2.599,3.56,12.754,4.286,3.121,7.4,2.371,12.671,370.0,6.856,183.371,100.319,0.388,4.114,3.843,3.876,62.752,6.5,412.764,525.4,3.855,10.057,372.847,33.012,2.49,9.204,4.146,5.854,1.709,4.007,64.972,13869.0,3.941,347.0,165.226,2,6.23,9.783,3.456,11.667,2.216,8.561
5.959,0.165,2.777,2.777,5.051,4.333,0.0,3.542,8.292,9.992,0.162,7.562,1.662,3.71,2.228,2.228,11.373,3.219,8.629,455.866,3.003,5.967,9.829,2.548,2.548,3.505,12.767,4.213,3.026,7.476,2.205,13.205,416.0,6.897,190.965,73.848,0.539,4.129,3.845,3.871,73.564,7.0,435.655,581.59,3.956,10.14,395.854,34.914,2.411,9.259,4.164,5.866,1.686,4.007,67.25,15588.0,3.902,370.0,180.384,2,6.23,9.726,3.422,11.735,2.143,8.503
4.523,0.182,3.407,3.407,6.649,4.875,0.0,3.853,12.53,10.149,0.162,10.496,1.793,3.84,2.46,2.46,11.571,3.432,8.746,421.869,3.166,6.215,11.735,2.755,2.755,3.712,13.007,7.762,3.333,7.667,2.374,14.494,382.0,6.967,226.373,82.286,0.627,4.165,3.879,3.897,112.906,7.5,416.881,542.71,4.114,10.375,385.929,40.099,2.65,9.396,4.205,5.966,1.815,4.205,67.611,14301.0,4.168,359.0,202.585,3,6.343,10.165,3.667,11.933,0.908,8.931
4.523,0.099,2.701,2.701,5.024,4.014,0.0,3.538,8.205,9.926,0.147,6.985,1.657,3.592,2.204,2.204,11.317,3.209,8.555,355.472,3.011,5.933,9.193,2.442,2.442,3.441,12.723,4.074,3.035,7.4,2.2,11.716,324.0,6.832,167.219,63.574,0.284,4.244,3.81,3.845,62.576,5.5,353.716,459.9,3.8,10.118,325.327,27.441,2.44,9.224,3.786,5.784,1.68,3.892,59.972,11600.0,3.902,304.0,150.658,2,6.23,9.728,3.413,11.739,1.953,8.494
4.523,0.182,3.407,3.407,5.647,4.991,0.0,3.853,9.993,10.253,0.162,9.349,1.812,3.858,2.46,2.46,11.702,3.432,8.824,460.671,3.208,6.279,11.022,2.755,2.755,3.712,13.167,6.529,3.33,8.048,2.374,14.494,416.0,7.146,232.042,88.109,0.612,4.246,3.949,3.945,98.671,7.5,452.047,593.28,4.114,10.948,426.886,40.808,2.649,9.752,4.217,6.03,1.807,4.205,69.722,14879.0,4.081,396.0,207.438,2,6.434,10.165,3.594,12.515,0.908,8.931
7.481,0.202,3.659,3.659,5.889,6.772,-2.174,4.059,10.086,10.435,0.255,9.526,1.799,3.923,2.677,2.677,11.902,3.645,8.988,603.723,3.215,6.616,10.885,2.791,2.791,3.765,13.386,7.216,3.332,8.246,2.584,14.605,542.0,7.284,265.937,171.742,1.416,4.245,3.952,3.939,236.757,9.0,660.086,757.9,4.236,11.156,517.055,67.139,2.68,9.92,6.23,6.225,1.807,4.443,88.389,19317.0,4.274,480.0,233.192,3,7.466,10.547,3.528,12.709,2.975,9.292
9.523,0.861,3.429,3.429,10.898,10.867,-8.174,3.977,17.993,10.863,0.938,14.247,1.771,4.224,2.843,2.843,12.315,3.813,9.446,878.953,3.613,7.119,18.162,2.928,2.928,3.887,13.798,10.175,3.615,8.024,2.758,23.786,810.0,7.386,374.185,594.464,3.414,4.392,3.942,3.964,563.835,14.0,956.368,1138.9,4.043,10.688,772.324,120.488,2.791,9.702,6.351,6.531,1.806,5.017,145.917,93488.0,4.926,727.0,319.849,14,7.434,11.667,3.698,12.213,4.002,10.293
