pXC50,MATS3p,MATS3i,NdssC,MATS3v,SaaCH,nR06,D.Dtr07,nR07,GATS3v,C.019,C.017,nR.Ct,nCconj,ARR,D.Dtr11,SpMin1_Bh.v.,C.038,SpMin8_Bh.e.,GATS3i,ATSC7i,D.Dtr12,nR12,C.016,NdsCH,nR.Cs,ATS7s,SpMin8_Bh.i.,SpMin8_Bh.v.,SpMax2_Bh.i.,ATS4m,ATS5m,ATS7e,nR11,ATSC6i,CATS2D_05_AL,SpMin1_Bh.p.,ATS3m,ATS8e,CATS2D_06_AL,SpMin8_Bh.p.,ATS7i,ATS7p,GGI4,SpMax3_Bh.m.,SpMax8_Bh.m.,SpMin1_Bh.m.,Eig02_AEA.dm.,nRCO,SdssC,SpMin8_Bh.m.,nDB,ATS6m,ATS7v,SpMax8_Bh.v.,NaaCH,Eig05_EA,SM13_AEA.bo.,Eig04_AEA.dm.,ATS6e,ATS7m,ATS8i,SM11_EA.bo.,ATSC7v,SM12_EA.bo.
4.903,0.0,0.004,0,0.008,9.775,2,0.0,0,1.003,0,0,0,0,0.545,0.0,2.066,0,0.82,1.118,0.968,0.0,0,0,0,0,5.413,0.762,1.006,3.807,3.815,3.676,4.621,0,1.119,7,2.068,3.795,4.314,6,0.974,4.911,3.553,1.738,3.187,2.612,2.069,3.05,0,0.0,1.063,0,3.432,3.375,2.645,5,1.71,1.71,2.478,4.718,3.183,4.594,16.271,12.129,17.754
6.071,-0.173,-0.13,1,-0.153,12.813,2,0.0,0,1.077,0,0,0,1,0.667,0.0,2.053,0,0.696,1.153,0.601,0.0,0,0,0,0,5.3,0.633,0.927,3.992,3.632,3.522,3.958,0,0.673,5,2.089,3.744,3.884,2,0.894,4.137,3.201,1.201,3.547,2.519,2.02,3.586,0,-0.293,0.983,3,3.42,3.167,2.441,8,1.857,1.857,2.611,4.135,3.237,4.07,16.779,4.581,18.278
5.553,-0.081,-0.079,4,-0.066,0.0,2,41.067,1,1.066,1,2,2,7,0.0,60.145,2.12,1,0.821,1.122,0.803,0.0,0,3,3,4,5.389,0.724,1.123,3.886,3.94,3.711,4.454,1,1.273,2,2.098,4.141,4.037,2,1.075,4.72,3.542,1.86,3.598,2.745,2.157,3.596,1,2.796,1.197,4,3.563,3.353,2.645,0,1.938,1.938,2.476,4.876,3.29,4.258,15.281,10.776,16.629
5.538,-0.075,-0.084,4,-0.063,0.0,2,41.067,1,1.043,1,2,2,7,0.0,60.145,2.12,1,0.822,1.114,0.837,0.0,0,3,3,4,5.339,0.724,1.122,3.885,4.085,3.877,4.447,1,1.315,2,2.098,4.325,4.029,2,1.073,4.712,3.596,1.86,3.749,2.804,2.157,3.588,1,3.397,1.195,4,3.857,3.376,2.648,0,1.938,1.938,2.459,4.872,3.578,4.249,15.281,11.318,16.629
5.009,-0.081,-0.079,4,-0.066,0.0,2,41.067,1,1.066,1,2,2,7,0.0,60.145,2.124,1,0.789,1.122,0.813,0.0,0,3,3,4,5.415,0.69,1.101,3.886,3.968,3.721,4.455,1,1.28,2,2.102,4.141,4.037,3,1.052,4.721,3.524,1.86,3.581,2.673,2.16,3.59,1,2.861,1.183,4,3.516,3.346,2.631,0,1.938,1.938,2.551,4.877,3.28,4.258,15.384,10.513,16.745
5.357,-0.075,-0.075,3,-0.072,0.0,2,38.976,1,1.1,0,2,2,7,0.0,56.747,2.124,1,0.789,1.116,0.834,0.0,0,4,4,4,5.34,0.69,1.101,3.886,3.786,3.551,4.437,1,1.297,2,2.102,3.972,4.009,3,1.052,4.724,3.441,1.61,3.444,2.662,2.161,3.404,1,2.898,1.183,4,3.303,3.262,2.631,0,1.926,1.926,2.471,4.865,3.001,4.262,15.191,10.057,16.546
5.301,-0.158,-0.192,1,-0.108,18.964,3,0.0,0,1.089,0,0,0,1,0.581,0.0,2.046,0,0.886,1.212,1.164,0.0,0,0,0,0,5.821,0.857,1.145,3.946,3.847,3.767,4.685,0,1.219,2,2.047,3.961,4.639,1,1.122,4.904,3.859,1.458,3.832,2.774,2.068,3.111,0,-0.348,1.181,1,3.697,3.783,2.767,11,2.092,2.092,2.718,4.722,3.721,4.853,15.862,11.759,17.334
4.208,-0.235,-0.292,1,-0.19,21.215,3,0.0,0,1.153,0,0,0,1,0.643,0.0,2.048,0,0.886,1.299,0.871,0.0,0,0,0,0,5.559,0.821,1.107,3.935,3.648,3.568,4.365,0,0.939,2,2.048,3.827,4.363,2,1.062,4.551,3.672,1.107,3.806,2.687,2.05,3.111,0,-0.133,1.144,1,3.553,3.598,2.715,12,2.09,2.09,2.646,4.445,3.524,4.574,15.563,8.7,17.043
6.409,-0.128,-0.066,1,-0.149,12.901,2,0.0,0,1.05,0,0,0,1,0.727,0.0,2.014,0,0.683,1.062,0.652,0.0,0,0,0,0,5.132,0.619,0.91,3.92,3.492,3.378,3.866,0,0.689,3,2.019,3.634,3.661,1,0.871,4.064,3.102,1.121,3.449,2.403,2.006,3.018,0,-0.236,0.975,1,3.221,3.041,2.35,8,1.711,1.711,2.604,3.998,3.025,3.879,16.628,4.56,18.142
5.31,-0.171,-0.198,1,-0.136,21.547,3,0.0,0,1.107,0,0,0,1,0.621,0.0,2.048,0,0.886,1.212,0.954,0.0,0,0,0,0,5.631,0.821,1.107,3.942,3.684,3.584,4.469,0,1.037,1,2.047,3.853,4.408,2,1.062,4.679,3.714,1.027,3.819,2.687,2.061,3.11,0,-0.108,1.181,1,3.57,3.636,2.715,12,2.09,2.09,2.65,4.534,3.567,4.612,15.563,9.88,17.042
5.699,0.143,0.141,6,0.18,1.81,1,163.353,2,0.814,1,2,2,7,0.162,131.201,2.016,1,1.179,0.926,2.46,142.718,1,3,3,4,6.563,1.107,1.479,3.818,4.53,4.547,5.453,1,2.411,15,2.027,4.464,5.453,14,1.477,5.657,4.632,2.871,3.673,3.121,2.007,3.731,1,1.603,1.5,6,4.576,4.513,3.0,1,2.322,2.322,3.482,5.42,4.537,5.683,16.487,27.065,17.959
5.854,0.095,0.24,5,0.06,1.453,1,132.959,2,0.897,1,2,2,7,0.182,111.464,2.012,1,1.139,0.611,2.33,116.914,1,3,3,4,6.585,1.063,1.425,3.801,4.395,4.429,5.15,1,2.36,11,2.02,4.445,4.971,8,1.375,5.35,4.185,2.911,3.708,2.991,2.004,4.394,1,-1.445,1.393,5,4.454,4.153,2.899,1,2.386,2.386,3.34,5.234,4.428,5.171,16.521,16.085,17.983
5.678,0.15,0.203,6,0.11,1.763,1,135.447,2,0.838,1,2,2,7,0.182,109.257,2.014,1,1.156,0.882,2.015,118.564,1,3,3,4,6.443,1.078,1.444,3.805,4.433,4.465,5.26,1,2.14,15,2.026,4.367,5.163,13,1.376,5.465,4.391,2.871,3.651,3.04,2.005,3.689,1,1.287,1.496,6,4.452,4.272,2.945,1,2.237,2.237,3.463,5.312,4.342,5.399,16.482,21.448,17.955
5.824,0.07,0.12,5,0.066,1.973,1,96.433,2,0.88,1,2,2,7,0.194,77.793,1.994,1,1.116,0.937,1.625,84.968,1,3,3,4,6.18,1.053,1.44,3.823,4.31,4.296,5.022,1,1.823,13,1.997,4.279,4.785,10,1.374,5.241,4.14,2.471,3.661,2.965,1.995,3.596,1,2.102,1.426,5,4.267,4.012,2.863,1,2.201,2.201,3.337,5.131,4.145,5.002,16.484,17.435,17.959
5.796,0.188,0.234,6,0.148,1.751,1,158.946,2,0.821,1,2,2,7,0.167,125.785,2.014,1,1.183,0.857,2.145,138.648,1,3,3,4,6.517,1.107,1.53,3.806,4.497,4.541,5.333,1,2.235,17,2.026,4.441,5.298,13,1.513,5.526,4.483,2.951,3.654,3.113,2.005,3.749,1,1.149,1.548,6,4.543,4.384,3.05,1,2.301,2.301,3.473,5.379,4.48,5.512,16.484,22.858,17.957
5.854,0.08,0.235,5,0.051,1.467,1,137.951,2,0.913,1,2,2,7,0.176,116.131,2.012,1,1.139,0.642,2.522,121.367,1,3,3,4,6.652,1.065,1.426,3.813,4.493,4.497,5.25,1,2.566,13,2.02,4.497,5.089,9,1.392,5.449,4.307,2.991,3.735,3.007,2.005,4.394,1,-1.287,1.462,5,4.522,4.26,2.91,1,2.483,2.483,3.392,5.334,4.508,5.293,16.546,18.091,18.006
5.886,0.149,0.184,6,0.16,1.716,1,150.769,2,0.818,1,2,2,7,0.171,119.981,2.013,1,1.157,0.911,2.093,131.659,1,3,3,4,6.512,1.078,1.447,3.803,4.488,4.515,5.324,1,2.158,15,2.024,4.415,5.234,14,1.449,5.519,4.441,2.871,3.652,3.082,2.004,3.778,1,0.826,1.497,6,4.526,4.348,2.979,1,2.297,2.297,3.476,5.322,4.451,5.437,16.484,21.886,17.957
5.509,0.122,0.095,6,0.189,1.726,1,194.184,2,0.835,1,2,2,7,0.146,155.434,2.013,1,1.23,0.978,2.401,169.339,1,3,3,4,6.678,1.193,1.543,3.804,4.601,4.642,5.482,1,2.387,21,2.025,4.528,5.459,20,1.561,5.665,4.605,3.031,3.659,3.244,2.004,3.779,1,0.371,1.558,6,4.676,4.532,3.086,1,2.331,2.331,3.496,5.45,4.629,5.66,16.487,24.824,17.959
5.796,0.16,0.185,5,0.109,1.994,1,121.331,2,0.843,1,2,2,7,0.194,99.561,2.015,1,1.158,0.878,2.056,106.503,1,3,3,4,6.183,1.08,1.438,3.797,4.446,4.432,5.205,1,2.15,11,2.025,4.412,5.043,8,1.365,5.445,4.393,2.791,3.657,3.054,2.006,3.604,0,3.652,1.491,5,4.402,4.205,2.913,1,2.205,2.205,3.496,5.253,4.337,5.292,16.471,23.139,17.946
5.222,-0.065,-0.06,1,-0.071,12.546,3,0.0,0,1.045,0,1,1,6,0.387,0.0,2.039,0,1.082,1.122,1.227,0.0,0,5,5,5,5.483,1.004,1.338,3.951,4.025,3.819,4.731,0,1.405,4,2.034,4.083,4.532,4,1.294,5.019,3.862,1.75,3.64,2.885,2.057,3.366,0,1.195,1.407,3,3.586,3.693,2.905,6,2.149,2.149,2.555,4.863,3.475,4.781,16.157,15.2,17.618
5.31,-0.07,-0.075,0,-0.051,4.368,3,0.0,0,1.11,0,0,0,0,0.231,0.0,2.157,0,0.884,1.148,1.22,0.0,0,0,0,0,5.513,0.8,1.204,3.928,3.917,3.729,4.805,0,1.535,0,2.139,4.029,4.637,0,1.167,5.097,3.869,2.044,3.466,2.713,2.188,3.346,0,0.0,1.273,0,3.513,3.662,2.691,2,1.948,1.948,2.417,5.048,3.332,4.927,15.783,15.215,17.207
5.77,-0.115,-0.045,1,-0.142,11.836,2,0.0,0,1.099,0,0,0,1,0.615,0.0,2.014,0,0.739,0.706,0.876,0.0,0,0,0,0,5.948,0.686,0.984,3.92,3.784,3.715,4.154,0,1.045,3,2.02,3.786,3.95,2,0.98,4.316,3.258,1.401,3.502,2.694,2.006,3.594,0,-0.433,0.981,1,3.606,3.285,2.635,8,2.179,2.179,2.712,4.253,3.517,4.139,16.656,4.702,18.163
4.0,-0.037,-0.043,0,-0.003,3.831,2,0.0,0,1.019,0,0,0,0,0.286,0.0,2.079,0,0.697,1.106,0.927,0.0,0,2,2,2,5.458,0.634,0.921,3.803,3.791,3.672,4.578,0,1.075,7,2.072,3.754,4.238,6,0.919,4.881,3.487,1.467,3.198,2.544,2.097,3.488,0,0.0,0.916,1,3.432,3.294,2.521,2,1.497,1.497,2.573,4.675,3.068,4.566,15.795,11.528,17.261
6.201,-0.11,-0.149,0,-0.091,14.97,3,0.0,0,0.997,0,0,0,0,0.739,0.0,2.114,0,0.523,1.152,0.498,0.0,0,0,0,0,4.944,0.487,0.756,3.89,3.542,3.431,3.87,0,0.567,2,2.123,3.659,3.641,2,0.782,4.051,3.089,1.315,3.507,2.36,2.095,3.054,0,0.0,0.697,0,3.263,3.002,2.285,8,1.805,1.805,2.184,3.979,2.884,3.865,16.801,4.676,18.335
6.0,-0.182,-0.206,0,-0.178,13.283,3,0.0,0,1.075,0,0,0,0,0.708,0.0,2.116,0,0.62,1.217,0.586,0.0,0,0,0,0,5.053,0.59,0.838,3.914,3.588,3.469,3.993,0,0.601,2,2.125,3.721,3.842,3,0.837,4.176,3.23,1.506,3.521,2.444,2.101,3.058,0,0.0,0.842,0,3.345,3.144,2.37,7,1.975,1.975,2.414,4.032,3.013,4.072,16.832,5.183,18.36
5.244,-0.149,-0.181,1,-0.111,21.774,3,0.0,0,1.09,0,0,0,1,0.6,0.0,2.048,0,0.886,1.193,1.052,0.0,0,0,0,0,5.64,0.849,1.118,3.946,3.714,3.622,4.556,0,1.139,1,2.046,3.882,4.508,1,1.1,4.785,3.771,1.107,3.825,2.757,2.069,3.11,0,-0.092,1.181,1,3.586,3.673,2.757,12,2.09,2.09,2.651,4.633,3.583,4.733,15.563,11.201,17.042
5.62,0.142,0.131,4,0.148,1.987,1,110.199,2,0.882,1,2,2,7,0.207,89.392,2.015,1,1.137,1.01,1.62,96.648,1,3,3,4,6.108,1.051,1.461,3.804,4.281,4.241,5.136,1,1.839,11,2.025,4.229,4.972,9,1.433,5.384,4.114,2.631,3.493,2.98,2.007,3.497,1,1.982,1.516,4,4.105,3.984,2.902,1,2.197,2.197,2.734,5.213,3.888,5.248,16.466,19.057,17.942
4.398,-0.113,-0.121,1,-0.098,9.32,5,0.0,0,1.172,0,0,0,1,0.231,0.0,2.183,0,1.449,1.226,3.665,0.0,0,0,0,0,6.625,1.382,1.672,4.0,4.677,4.578,5.878,0,3.977,3,2.161,4.694,5.876,2,1.641,6.158,4.988,3.912,3.843,3.234,2.22,3.61,0,-0.235,1.727,1,4.526,4.801,3.26,6,2.616,2.616,3.111,5.989,4.516,6.172,16.131,44.918,17.539
5.143,-0.075,-0.075,3,-0.072,0.0,2,38.992,1,1.1,0,2,2,7,0.0,56.616,2.12,1,0.823,1.116,0.834,0.0,0,4,4,4,5.281,0.723,1.129,3.887,3.811,3.56,4.428,1,1.296,2,2.098,3.972,4.009,2,1.081,4.724,3.44,1.61,3.418,2.65,2.157,3.432,1,2.817,1.21,4,3.256,3.252,2.637,0,1.871,1.871,2.44,4.862,2.991,4.262,15.098,10.196,16.441
5.699,0.106,0.073,5,0.147,1.921,1,153.088,2,0.899,1,2,2,7,0.167,127.817,2.015,1,1.17,1.071,2.274,134.402,1,3,3,4,6.577,1.085,1.524,3.815,4.495,4.511,5.47,1,2.38,21,2.025,4.421,5.413,17,1.503,5.694,4.507,3.031,3.623,3.051,2.007,3.584,1,0.949,1.567,5,4.481,4.417,2.971,1,2.258,2.258,3.155,5.478,4.399,5.661,16.492,25.974,17.963
5.377,-0.17,-0.199,1,-0.136,16.455,3,0.0,0,1.11,0,0,0,1,0.563,0.0,2.044,0,0.886,1.246,1.13,0.0,0,0,0,0,5.879,0.858,1.151,3.944,3.907,3.802,4.675,0,1.2,3,2.048,4.027,4.667,2,1.201,4.866,3.872,1.609,3.834,2.896,2.044,3.111,0,-0.384,1.181,1,3.75,3.816,2.785,10,2.197,2.197,2.787,4.727,3.781,4.877,15.95,11.027,17.412
4.602,-0.099,-0.07,0,-0.112,14.14,2,0.0,0,1.066,0,0,0,2,0.64,0.0,2.054,0,0.878,1.108,0.939,0.0,0,2,2,2,5.253,0.81,1.102,3.949,3.698,3.497,4.478,0,0.945,3,2.052,3.771,4.242,3,1.074,4.77,3.579,1.493,3.46,2.716,2.061,2.941,0,0.0,1.133,1,3.307,3.425,2.709,7,2.061,2.061,2.431,4.473,3.258,4.481,16.639,11.659,18.136
4.398,-0.02,-0.064,0,-0.023,10.511,3,0.0,0,0.941,0,0,0,0,0.63,0.0,2.121,0,0.935,1.178,0.978,0.0,0,0,0,0,5.616,0.879,1.138,3.894,3.947,3.817,4.56,0,1.086,2,2.134,3.993,4.338,3,1.145,4.795,3.627,2.222,3.471,2.823,2.091,3.204,0,0.0,1.142,0,3.674,3.551,2.779,6,1.974,1.974,2.58,4.629,3.526,4.535,16.918,10.182,18.438
5.398,-0.178,-0.166,1,-0.144,14.751,3,0.0,0,1.113,0,0,0,1,0.581,0.0,2.043,0,0.88,1.161,1.163,0.0,0,0,0,0,5.903,0.821,1.107,3.947,3.858,3.769,4.624,0,1.195,2,2.048,3.997,4.558,2,1.086,4.82,3.806,1.569,3.835,2.77,2.041,3.111,0,-0.437,1.115,1,3.726,3.761,2.732,10,2.121,2.121,2.787,4.646,3.755,4.752,15.938,9.982,17.401
4.523,-0.098,-0.068,0,-0.114,14.451,2,0.0,0,1.085,0,0,0,2,0.615,0.0,2.059,0,1.024,1.128,0.969,0.0,0,2,2,2,5.293,0.938,1.281,3.95,3.764,3.545,4.511,0,1.027,4,2.057,3.845,4.319,4,1.233,4.797,3.634,1.533,3.487,2.816,2.064,3.09,0,0.0,1.355,1,3.35,3.479,2.82,7,2.061,2.061,2.482,4.563,3.305,4.563,16.862,11.944,18.374
4.319,-0.054,-0.047,0,-0.065,14.112,2,0.0,0,1.041,0,0,0,0,0.567,0.0,2.037,0,1.119,1.156,1.309,0.0,0,0,0,0,5.661,1.031,1.406,3.97,4.049,3.93,4.773,0,1.376,3,2.05,4.031,4.674,3,1.372,5.025,3.921,1.793,3.694,2.9,2.02,3.3,0,0.0,1.401,0,3.857,3.82,2.883,7,2.061,2.061,2.555,4.821,3.758,4.918,16.563,13.568,18.03
6.009,-0.061,-0.093,0,-0.047,9.904,2,0.0,0,0.981,0,0,0,0,0.607,0.0,2.013,0,1.039,1.188,1.06,0.0,0,0,0,0,5.688,0.959,1.254,3.886,4.037,3.932,4.644,0,1.167,1,2.025,4.01,4.503,2,1.257,4.877,3.704,1.918,3.631,2.816,1.995,3.178,0,0.0,1.219,0,3.848,3.651,2.75,6,2.061,2.061,2.555,4.733,3.707,4.686,16.508,11.08,17.976
5.114,-0.053,-0.066,0,-0.058,12.821,2,0.0,0,1.014,0,0,0,0,0.607,0.0,2.04,0,1.078,1.221,1.151,0.0,0,0,0,0,5.676,0.987,1.366,3.898,4.031,3.921,4.712,0,1.319,1,2.055,4.0,4.581,2,1.346,4.961,3.802,1.918,3.648,2.877,2.013,3.173,0,0.0,1.347,0,3.827,3.713,2.815,7,2.061,2.061,2.555,4.825,3.692,4.818,16.508,12.428,17.976
6.167,-0.058,-0.096,0,-0.048,10.929,2,0.0,0,1.017,0,0,0,0,0.607,0.0,2.029,0,1.054,1.236,1.159,0.0,0,0,0,0,5.693,0.966,1.33,3.896,4.025,3.921,4.72,0,1.32,1,2.037,3.998,4.553,2,1.325,4.972,3.779,1.918,3.654,2.877,2.012,3.15,0,0.0,1.291,0,3.831,3.7,2.815,6,2.061,2.061,2.555,4.823,3.698,4.777,16.508,11.967,17.976
6.036,-0.076,-0.093,0,-0.055,10.434,2,0.0,0,1.007,0,0,0,0,0.607,0.0,2.021,0,1.053,1.218,1.1,0.0,0,0,0,0,5.677,0.966,1.33,3.896,4.033,3.929,4.668,0,1.232,1,2.031,4.002,4.526,2,1.325,4.909,3.738,1.918,3.634,2.877,2.004,3.15,0,0.0,1.288,0,3.842,3.672,2.815,6,2.061,2.061,2.555,4.778,3.705,4.724,16.508,11.428,17.976
5.119,-0.038,-0.062,0,-0.05,12.235,2,0.0,0,0.989,0,0,0,0,0.607,0.0,2.035,0,1.073,1.191,1.103,0.0,0,0,0,0,5.684,0.983,1.343,3.887,4.035,3.924,4.681,0,1.25,1,2.051,4.007,4.559,2,1.32,4.92,3.767,1.918,3.645,2.816,2.003,3.194,0,0.0,1.336,0,3.834,3.691,2.75,7,2.061,2.061,2.555,4.785,3.694,4.783,16.508,11.944,17.976
4.509,-0.084,-0.14,0,-0.068,11.177,2,0.0,0,1.058,0,0,0,0,0.586,0.0,2.033,0,1.054,1.304,1.365,0.0,0,0,0,0,5.835,0.967,1.331,3.897,4.087,4.008,4.885,0,1.515,1,2.041,4.06,4.741,2,1.325,5.145,3.935,2.158,3.685,2.879,2.016,3.222,0,0.0,1.292,0,3.936,3.845,2.817,6,2.061,2.061,2.555,4.951,3.833,4.965,16.677,14.51,18.154
4.456,-0.063,-0.082,0,-0.065,15.765,2,0.0,0,1.04,0,0,0,0,0.607,0.0,2.047,0,1.065,1.231,1.171,0.0,0,0,0,0,5.593,0.982,1.308,3.911,4.005,3.883,4.691,0,1.302,0,2.057,3.972,4.612,2,1.3,4.946,3.809,1.767,3.655,2.687,2.031,3.141,0,0.0,1.417,0,3.762,3.71,2.715,8,2.061,2.061,2.555,4.804,3.673,4.862,16.407,12.605,17.877
5.745,-0.06,-0.055,0,-0.077,18.023,2,0.0,0,1.018,0,0,0,0,0.7,0.0,2.058,0,1.108,1.148,1.26,0.0,0,0,0,0,5.642,1.025,1.378,4.026,4.042,3.923,4.722,0,1.342,3,2.067,4.022,4.61,3,1.348,4.97,3.885,1.793,3.718,2.909,2.044,3.175,0,0.0,1.385,0,3.851,3.792,2.883,9,2.061,2.061,2.555,4.782,3.747,4.848,17.108,12.93,18.613
4.149,-0.057,-0.059,0,-0.071,17.694,2,0.0,0,0.997,0,0,0,0,0.724,0.0,2.054,0,1.093,1.131,1.223,0.0,0,0,0,0,5.624,1.006,1.367,4.019,3.992,3.89,4.695,0,1.266,3,2.063,3.96,4.545,3,1.34,4.948,3.84,1.753,3.712,2.812,2.04,3.152,0,0.0,1.354,0,3.825,3.744,2.795,9,2.061,2.061,2.555,4.711,3.693,4.788,16.939,12.546,18.43
6.056,-0.09,-0.117,0,-0.094,11.189,3,0.0,0,0.996,0,0,0,0,0.739,0.0,2.126,0,0.77,1.201,0.655,0.0,0,0,0,0,5.245,0.708,1.002,3.895,3.708,3.471,4.084,0,0.824,4,2.139,3.744,4.023,1,0.974,4.273,3.334,1.551,3.421,2.556,2.096,2.941,0,0.0,1.017,0,3.304,3.25,2.588,6,1.928,1.928,2.459,4.32,3.184,4.251,16.93,6.206,18.471
4.745,-0.121,-0.134,0,-0.108,11.019,3,0.0,0,0.997,0,0,0,0,0.81,0.0,2.12,0,0.43,1.125,0.524,0.0,0,0,0,0,4.879,0.368,0.714,3.892,3.521,3.233,3.642,0,0.639,2,2.133,3.64,3.512,2,0.705,3.834,2.921,1.24,3.372,2.366,2.089,2.94,0,0.0,0.725,0,3.066,2.872,2.285,7,1.915,1.915,2.241,3.911,2.858,3.718,16.851,3.585,18.392
4.959,-0.13,-0.13,0,-0.121,12.643,3,0.0,0,0.987,0,0,0,0,0.81,0.0,2.116,0,0.392,1.168,0.461,0.0,0,0,0,0,4.946,0.333,0.698,3.882,3.493,3.29,3.791,0,0.514,2,2.129,3.694,3.642,3,0.684,3.96,3.131,1.28,3.488,2.459,2.083,2.944,0,0.0,0.71,0,3.287,3.017,2.24,7,1.812,1.812,2.477,3.854,3.045,3.883,16.691,4.107,18.221
5.699,-0.276,-0.351,0,-0.23,12.572,3,0.0,0,1.102,0,0,0,0,0.81,0.0,2.117,0,0.497,1.341,0.456,0.0,0,0,0,0,4.779,0.423,0.781,3.883,3.487,3.338,3.759,0,0.567,3,2.129,3.699,3.399,3,0.775,3.988,3.045,1.44,3.491,2.39,2.085,2.946,0,0.0,0.743,0,3.226,2.91,2.305,7,1.947,1.947,2.41,3.938,2.965,3.602,16.694,5.068,18.224
5.538,-0.198,-0.254,0,-0.16,13.335,3,0.0,0,1.068,0,0,0,0,0.81,0.0,2.123,0,0.656,1.269,0.502,0.0,0,0,0,0,4.791,0.6,0.84,3.909,3.517,3.221,3.76,0,0.587,3,2.134,3.62,3.695,3,0.814,3.966,3.093,1.24,3.378,2.482,2.101,2.815,0,0.0,0.857,0,3.018,2.989,2.489,7,1.915,1.915,2.23,3.947,2.819,3.93,16.851,4.583,18.392
5.009,-0.17,-0.178,0,-0.159,11.74,3,0.0,0,1.067,0,0,0,0,0.773,0.0,2.129,0,0.681,1.244,0.601,0.0,0,0,0,0,5.033,0.615,0.978,3.914,3.614,3.33,3.962,0,0.735,3,2.14,3.684,3.94,3,0.997,4.151,3.279,1.431,3.426,2.522,2.106,2.83,0,0.0,0.888,0,3.181,3.173,2.495,6,1.933,1.933,2.416,4.184,2.975,4.189,16.918,5.518,18.461
5.62,-0.298,-0.377,0,-0.245,13.39,3,0.0,0,1.15,0,0,0,0,0.81,0.0,2.121,0,0.497,1.389,0.555,0.0,0,0,0,0,4.827,0.424,0.811,3.908,3.433,3.277,3.876,0,0.615,4,2.132,3.602,3.619,3,0.812,4.123,3.104,1.44,3.414,2.389,2.099,2.788,0,0.0,0.812,0,3.054,2.973,2.308,7,1.947,1.947,2.363,3.981,2.765,3.867,16.694,5.568,18.224
5.114,-0.212,-0.314,0,-0.176,12.809,3,0.0,0,1.076,0,0,0,0,0.773,0.0,2.118,0,0.581,1.345,0.528,0.0,0,0,0,0,4.877,0.512,0.834,3.889,3.511,3.341,3.872,0,0.672,3,2.131,3.667,3.668,3,0.82,4.095,3.087,1.48,3.414,2.411,2.087,2.882,0,0.0,0.869,0,3.133,2.999,2.406,7,1.948,1.948,2.409,4.105,2.915,3.879,16.699,5.29,18.229
5.056,-0.11,-0.188,0,-0.088,12.756,3,0.0,0,0.99,0,0,0,0,0.773,0.0,2.12,0,0.672,1.223,0.479,0.0,0,0,0,0,4.844,0.616,0.885,3.89,3.589,3.289,3.756,0,0.644,2,2.133,3.684,3.74,3,0.872,3.933,3.075,1.28,3.379,2.587,2.09,2.897,0,0.0,0.857,0,3.101,3.015,2.546,7,1.931,1.931,2.241,4.074,2.961,3.942,16.855,4.296,18.396
5.31,-0.17,-0.183,0,-0.155,13.458,3,0.0,0,1.048,0,0,0,0,0.81,0.0,2.12,0,0.59,1.232,0.565,0.0,0,0,0,0,4.987,0.525,0.83,3.908,3.438,3.227,3.905,0,0.568,3,2.132,3.597,3.819,3,0.819,4.099,3.186,1.28,3.414,2.423,2.097,2.782,0,0.0,0.855,0,3.127,3.073,2.399,7,1.812,1.812,2.4,3.9,2.862,4.088,16.691,4.995,18.221
4.796,-0.201,-0.153,0,-0.176,10.442,3,0.0,0,1.063,0,0,0,0,0.81,0.0,2.104,0,0.278,1.118,0.479,0.0,0,0,0,0,4.854,0.22,0.694,3.884,3.539,3.5,3.571,0,0.542,3,2.119,3.725,3.342,2,0.689,3.761,2.836,1.44,3.608,2.394,2.065,2.947,0,0.0,0.662,0,3.161,2.788,2.122,7,1.947,1.947,2.549,3.753,2.902,3.548,16.694,3.098,18.224
5.319,-0.171,-0.216,0,-0.135,12.52,3,0.0,0,1.01,0,0,0,0,0.81,0.0,2.119,0,0.435,1.21,0.396,0.0,0,0,0,0,4.741,0.38,0.703,3.883,3.567,3.285,3.628,0,0.54,2,2.132,3.715,3.492,3,0.677,3.806,3.033,1.24,3.473,2.525,2.088,2.957,0,0.0,0.717,0,3.196,2.928,2.306,7,1.915,1.915,2.241,3.902,3.009,3.684,16.851,3.842,18.392
5.886,-0.06,-0.056,1,-0.068,7.31,3,0.0,0,1.053,0,0,0,0,0.353,0.0,2.101,0,1.141,1.136,1.576,0.0,0,0,0,0,6.283,1.065,1.449,3.887,4.347,4.326,5.137,0,1.678,17,2.1,4.277,4.942,14,1.439,5.334,4.109,2.986,3.698,2.913,2.105,3.507,0,-0.332,1.426,1,4.296,4.097,2.852,4,2.51,2.51,3.198,5.14,4.254,5.124,16.414,16.621,17.869
5.73,-0.085,-0.072,0,-0.095,8.896,2,0.0,0,1.07,0,0,0,2,0.5,0.0,2.033,0,0.883,1.162,0.885,0.0,0,2,2,2,5.35,0.839,1.13,3.883,3.756,3.536,4.48,0,0.975,4,2.037,3.828,4.289,4,1.135,4.758,3.544,1.658,3.33,2.777,2.032,3.123,0,0.0,1.137,1,3.328,3.408,2.748,5,2.061,2.061,2.462,4.561,3.292,4.521,16.004,11.063,17.466
