pXC50,C.037,D.Dtr11,nR11,D.Dtr07,nR07,nArC.N,Eta_beta_A,SpDiam_EA.ri.,Eig01_EA.ri.,SpMax_EA.ri.,Eta_betaP_A,Eig01_AEA.dm.,SpMax_AEA.dm.,SIC4,SaasC,RCI,RFD,SdO,NdssC,SpMax1_Bh.m.,Eig02_AEA.dm.,SpMAD_AEA.ed.,P_VSA_MR_7,SM10_EA.ri.,SM08_EA.ri.,SM11_EA.ri.,CIC4,O.058,GGI5,nPyridines,NdO,SpMax2_Bh.s.,GGI3,SpDiam_AEA.dm.,SM12_EA.ri.,SM13_EA.ri.,SM14_EA.ri.,SIC5,SM09_EA.ri.,Eig05_EA.ri.,SM15_EA.ri.,SM07_EA.ri.,SpMAD_EA.ed.,Eta_sh_p,Rbrid,Eta_B_A,GNar,X4A,CIC5,ARR,GATS2e,Mi,X5A,SpMAD_EA,Eig01_AEA.ri.,SpMax_AEA.ri.,HNar,X0A,BIC4,P_VSA_m_3,nCbH,JGI3,Hy,JGI1,nCIR,BIC5
5.0,0,0.0,0,0.0,0,0,1.333,5.202,3.202,3.202,0.714,4.014,4.014,0.923,3.911,1.2,0.2,0.0,3,4.046,3.48,1.527,2.757,11.922,9.732,13.0,0.399,0,0.771,0,0,4.725,1.313,6.014,14.166,15.285,16.439,0.938,10.722,1.775,17.577,8.439,4.389,0.078,2,0.021,2.215,0.107,0.324,0.5,0.688,1.103,0.069,1.506,4.242,4.242,2.136,0.678,0.861,0.0,9,0.036,0.237,0.125,7,0.875
5.0,0,0.0,0,0.0,0,0,1.188,5.087,3.087,3.087,0.563,4.015,4.015,0.905,1.304,1.133,0.133,0.0,3,4.001,3.466,1.522,2.757,11.417,9.275,12.471,0.467,0,0.407,0,0,4.702,0.937,6.015,13.612,14.704,15.832,0.905,10.241,1.233,16.942,8.004,4.289,0.102,1,0.021,2.174,0.112,0.467,0.333,0.671,1.114,0.074,1.506,4.138,4.138,2.087,0.685,0.852,0.0,5,0.041,0.39,0.139,4,0.852
5.745,0,0.0,0,0.0,0,1,1.417,5.342,3.342,3.342,0.786,3.895,3.895,0.94,2.815,1.211,0.211,0.0,4,4.101,3.51,1.574,0.0,12.246,9.955,13.389,0.303,0,1.101,0,0,5.005,2.299,5.895,14.592,15.767,16.966,0.952,11.022,1.746,18.155,8.661,4.62,0.111,2,0.024,2.185,0.102,0.242,0.5,0.604,1.097,0.065,1.534,4.39,4.39,2.066,0.686,0.863,42.683,9,0.062,0.284,0.125,7,0.874
5.0,0,0.0,0,0.0,0,0,1.279,5.2,3.2,3.2,0.654,4.025,4.025,0.923,2.399,1.0,0.0,12.781,4,4.02,3.745,1.534,2.757,11.888,9.716,12.964,0.424,1,1.326,0,1,4.922,1.938,6.025,14.123,15.241,16.394,0.923,10.702,1.908,17.532,8.448,4.15,0.172,0,0.021,2.037,0.112,0.424,0.429,0.984,1.115,0.071,1.468,4.249,4.249,1.902,0.712,0.874,47.145,9,0.046,0.251,0.161,3,0.874
6.398,0,0.0,0,0.0,0,0,1.269,5.201,3.201,3.201,0.574,4.46,4.46,0.893,-0.057,1.133,0.133,36.498,3,4.031,3.977,1.633,0.0,12.095,9.937,13.174,0.578,3,1.105,0,3,7.999,2.75,6.46,14.307,15.419,16.553,0.893,10.95,2.237,17.682,8.745,4.794,0.239,1,0.04,1.942,0.111,0.578,0.379,0.465,1.156,0.069,1.538,4.307,4.307,1.733,0.738,0.843,120.315,4,0.06,-0.199,0.259,4,0.843
5.432,0,0.0,0,0.0,0,0,1.277,5.201,3.201,3.201,0.571,4.437,4.437,0.896,0.422,1.133,0.133,36.578,3,4.03,3.977,1.609,0.0,11.936,9.794,13.012,0.564,3,0.952,0,3,7.999,2.75,6.437,14.15,15.266,16.408,0.896,10.79,2.237,17.544,8.603,4.69,0.232,1,0.04,1.944,0.112,0.564,0.367,0.344,1.157,0.071,1.529,4.307,4.307,1.741,0.737,0.847,131.315,4,0.061,-0.182,0.267,4,0.847
5.509,0,0.0,0,0.0,0,0,1.241,5.313,3.313,3.313,0.574,3.977,3.977,0.818,2.717,1.133,0.133,36.907,3,4.032,3.621,1.633,0.0,12.617,10.337,13.762,1.035,3,1.105,0,3,7.428,2.75,5.977,14.94,16.105,17.284,0.818,11.433,2.237,18.459,9.12,4.794,0.278,1,0.04,1.942,0.111,1.035,0.379,0.582,1.133,0.069,1.538,4.314,4.314,1.733,0.738,0.78,75.435,4,0.06,-0.309,0.259,4,0.78
5.959,0,0.0,0,0.0,0,0,1.241,5.201,3.201,3.201,0.574,3.977,3.977,0.895,2.813,1.133,0.133,36.87,3,4.031,3.62,1.597,0.0,11.941,9.793,13.015,0.593,3,0.896,0,3,7.428,2.25,5.977,14.158,15.272,16.416,0.895,10.785,2.236,17.551,8.578,4.363,0.198,1,0.028,1.992,0.112,0.593,0.379,0.593,1.133,0.072,1.488,4.307,4.307,1.82,0.724,0.855,75.435,4,0.051,-0.309,0.19,4,0.855
5.796,0,0.0,0,0.0,0,0,1.19,5.201,3.201,3.201,0.534,3.977,3.977,0.897,2.842,1.133,0.133,37.015,3,4.031,3.62,1.577,0.0,11.945,9.801,13.015,0.601,3,0.896,0,3,7.428,2.25,5.977,14.159,15.272,16.416,0.897,10.785,2.236,17.551,8.578,4.246,0.184,1,0.026,1.993,0.114,0.601,0.355,0.586,1.133,0.072,1.474,4.307,4.307,1.832,0.723,0.861,75.435,4,0.049,-0.336,0.177,4,0.861
5.387,0,0.0,0,0.0,0,0,1.371,5.201,3.201,3.201,0.672,3.977,3.977,0.921,2.158,1.1,0.1,36.961,3,4.232,3.621,1.616,16.786,12.036,9.891,13.11,0.434,3,1.133,0,3,7.445,2.597,5.977,14.246,15.357,16.494,0.921,10.889,2.236,17.624,8.69,4.593,0.168,1,0.031,2.049,0.11,0.434,0.5,0.619,1.13,0.069,1.525,4.307,4.307,1.871,0.714,0.86,90.395,4,0.054,-0.234,0.203,5,0.86
5.678,0,0.0,0,0.0,0,0,1.305,5.201,3.201,3.201,0.609,4.46,4.46,0.909,1.04,1.1,0.1,37.028,3,4.233,3.977,1.618,16.786,12.214,10.069,13.286,0.506,3,1.376,0,3,7.999,3.097,6.46,14.413,15.518,16.646,0.909,11.076,2.314,17.768,8.88,4.798,0.194,1,0.038,2.001,0.11,0.506,0.457,0.462,1.145,0.068,1.547,4.307,4.307,1.803,0.725,0.853,120.315,4,0.057,-0.217,0.243,5,0.853
5.886,0,0.0,0,0.0,0,0,1.288,5.201,3.201,3.201,0.591,4.474,4.474,0.939,-1.974,1.1,0.1,37.029,3,4.234,3.977,1.635,16.786,12.297,10.135,13.379,0.339,3,1.574,0,3,8.201,3.535,6.474,14.511,15.622,16.755,0.939,11.154,2.311,17.881,8.945,4.844,0.21,1,0.039,1.983,0.109,0.339,0.444,0.498,1.152,0.068,1.546,4.307,4.307,1.776,0.73,0.881,135.275,3,0.062,-0.202,0.25,5,0.881
5.585,0,0.0,0,0.0,0,0,1.235,5.201,3.201,3.201,0.574,3.977,3.977,0.909,4.454,1.1,0.1,37.363,3,4.233,3.621,1.576,16.786,12.082,9.951,13.146,0.544,3,1.223,0,3,7.428,2.597,5.977,14.281,15.386,16.521,0.909,10.931,2.297,17.648,8.736,4.332,0.153,1,0.026,2.042,0.113,0.544,0.432,0.571,1.127,0.071,1.491,4.307,4.307,1.889,0.713,0.867,75.435,4,0.048,-0.334,0.176,5,0.867
5.509,0,0.0,0,0.0,0,0,1.344,5.201,3.201,3.201,0.646,3.977,3.977,0.905,0.79,1.133,0.133,36.38,3,4.029,3.62,1.628,0.0,11.892,9.731,12.975,0.5,3,0.806,0,3,7.445,2.25,5.977,14.12,15.241,16.388,0.905,10.736,2.211,17.527,8.524,4.56,0.21,1,0.033,1.991,0.111,0.5,0.423,0.631,1.14,0.07,1.517,4.307,4.307,1.8,0.726,0.85,90.395,4,0.056,-0.219,0.212,4,0.85
5.745,0,0.0,0,0.0,0,0,1.333,5.201,3.201,3.201,0.646,3.977,3.977,0.905,2.603,1.133,0.133,36.542,3,10.695,3.62,1.628,0.0,11.871,9.703,12.957,0.5,3,0.806,0,3,7.428,2.25,5.977,14.105,15.228,16.377,0.905,10.71,2.137,17.519,8.487,4.56,0.298,1,0.033,1.991,0.111,0.5,0.423,0.636,1.124,0.07,1.517,4.307,4.307,1.8,0.726,0.85,75.435,4,0.056,-0.219,0.212,4,0.85
6.55,0,0.0,0,0.0,0,0,1.344,5.081,3.081,3.081,0.75,3.797,3.797,0.843,0.716,1.0,0.0,46.316,2,3.977,3.768,1.566,5.67,11.764,9.67,12.792,0.845,2,1.014,0,4,7.433,1.813,5.797,13.903,14.968,16.07,0.843,10.624,1.784,17.155,8.453,4.171,0.21,0,0.029,1.925,0.127,0.845,0.48,0.451,1.123,0.081,1.493,4.074,4.074,1.756,0.737,0.794,101.037,9,0.05,-0.301,0.2,2,0.794
5.2,0,0.0,0,0.0,0,0,1.261,5.076,3.076,3.076,0.682,3.788,3.788,0.843,0.486,1.0,0.0,24.753,2,3.926,3.522,1.552,0.0,11.651,9.549,12.683,0.838,2,0.889,0,2,7.433,1.563,5.788,13.802,14.872,15.981,0.843,10.501,1.783,17.071,8.317,4.098,0.189,0,0.027,1.944,0.127,0.838,0.522,0.554,1.125,0.084,1.48,4.07,4.07,1.784,0.732,0.799,65.25,9,0.049,-0.354,0.196,2,0.799
5.75,0,0.0,0,0.0,0,0,1.261,5.075,3.075,3.075,0.682,3.788,3.788,0.843,1.652,1.0,0.0,24.872,2,4.014,3.522,1.552,39.149,11.634,9.528,12.667,0.838,2,0.889,0,2,7.423,1.563,5.788,13.788,14.859,15.969,0.843,10.48,1.783,17.059,8.29,4.098,0.221,0,0.027,1.944,0.127,0.838,0.522,0.548,1.115,0.084,1.48,4.07,4.07,1.784,0.732,0.799,50.29,9,0.049,-0.354,0.196,2,0.799
5.5,0,0.0,0,0.0,0,0,1.25,5.075,3.075,3.075,0.682,3.788,3.788,0.843,2.061,1.0,0.0,24.913,2,6.88,3.522,1.552,0.0,11.63,9.523,12.663,0.838,2,0.889,0,2,7.423,1.563,5.788,13.784,14.856,15.966,0.843,10.476,1.783,17.056,8.283,4.098,0.263,0,0.027,1.944,0.127,0.838,0.522,0.546,1.112,0.084,1.48,4.07,4.07,1.784,0.732,0.799,50.29,9,0.049,-0.354,0.196,2,0.799
5.4,0,0.0,0,0.0,0,0,1.239,5.079,3.079,3.079,0.652,3.792,3.792,0.88,1.638,1.0,0.0,25.006,2,4.123,3.525,1.57,78.297,11.659,9.555,12.692,0.638,2,0.944,0,2,7.423,1.75,5.792,13.812,14.883,15.993,0.88,10.509,1.783,17.083,8.323,4.2,0.269,0,0.03,1.922,0.124,0.638,0.5,0.554,1.114,0.082,1.485,4.082,4.082,1.747,0.738,0.834,50.29,8,0.05,-0.326,0.208,2,0.834
5.4,0,0.0,0,0.0,0,0,1.359,5.079,3.079,3.079,0.783,4.057,4.057,0.847,1.498,1.0,0.0,24.944,2,3.932,3.788,1.542,0.0,11.7,9.605,12.729,0.817,2,0.951,0,2,7.423,1.563,6.057,13.844,14.911,16.018,0.847,10.554,1.784,17.105,8.377,4.051,0.188,0,0.024,1.946,0.128,0.817,0.5,0.529,1.116,0.083,1.47,4.072,4.072,1.792,0.731,0.796,50.29,9,0.046,-0.369,0.188,2,0.796
6.4,0,0.0,0,0.0,0,0,1.333,5.079,3.079,3.079,0.75,4.057,4.057,0.847,1.931,1.0,0.0,25.046,2,4.011,3.788,1.564,39.149,11.712,9.62,12.739,0.817,2,1.063,0,2,7.423,1.625,6.057,13.854,14.921,16.026,0.847,10.568,1.969,17.113,8.397,4.138,0.238,0,0.028,1.925,0.126,0.817,0.48,0.538,1.114,0.081,1.475,4.072,4.072,1.756,0.737,0.796,50.29,8,0.045,-0.342,0.22,2,0.796
4.9,0,0.0,0,0.0,0,0,1.33,5.08,3.08,3.08,0.74,4.057,4.057,0.845,2.067,1.0,0.0,25.184,2,3.937,3.788,1.556,0.0,11.743,9.658,12.769,0.85,2,1.125,0,2,7.423,1.625,6.057,13.88,14.945,16.049,0.845,10.604,2.158,17.134,8.442,4.095,0.218,0,0.025,1.928,0.127,0.85,0.462,0.817,1.119,0.08,1.466,4.073,4.073,1.765,0.736,0.799,61.29,8,0.043,-0.356,0.212,2,0.799
5.45,0,0.0,0,0.0,0,0,1.31,5.082,3.082,3.082,0.72,4.057,4.057,0.884,1.799,1.0,0.0,25.234,2,4.103,3.793,1.584,78.297,11.767,9.667,12.8,0.622,2,1.063,0,2,7.423,2.188,6.057,13.915,14.985,16.091,0.884,10.624,1.994,17.18,8.447,4.235,0.282,0,0.03,1.906,0.126,0.622,0.462,0.551,1.113,0.078,1.48,4.084,4.084,1.724,0.742,0.831,50.29,7,0.056,-0.317,0.231,2,0.831
5.45,0,0.0,0,0.0,0,0,1.31,5.085,3.085,3.085,0.72,4.057,4.057,0.884,0.059,1.0,0.0,25.018,2,4.028,3.793,1.584,39.149,11.823,9.713,12.862,0.622,2,1.063,0,2,7.432,2.188,6.057,13.979,15.053,16.161,0.884,10.679,2.016,17.252,8.495,4.235,0.256,0,0.03,1.906,0.126,0.622,0.462,0.562,1.122,0.078,1.48,4.087,4.087,1.724,0.742,0.831,65.25,7,0.056,-0.317,0.231,2,0.831
5.7,0,0.0,0,0.0,0,0,1.31,5.086,3.086,3.086,0.72,4.057,4.057,0.884,0.097,1.0,0.0,25.051,2,4.029,3.793,1.584,39.149,11.825,9.714,12.865,0.622,2,0.951,0,2,7.432,2.063,6.057,13.982,15.057,16.166,0.884,10.681,1.972,17.257,8.495,4.236,0.256,0,0.03,1.906,0.123,0.622,0.462,0.562,1.122,0.081,1.48,4.088,4.088,1.724,0.742,0.831,65.25,7,0.053,-0.317,0.231,2,0.831
6.45,0,0.0,0,0.0,0,0,1.241,5.143,3.143,3.143,0.643,4.472,4.472,0.874,-1.228,1.0,0.0,25.306,2,4.045,4.057,1.598,39.149,12.131,9.97,13.204,0.688,2,1.361,0,2,7.999,2.688,6.472,14.338,15.441,16.57,0.874,10.978,2.171,17.687,8.756,4.516,0.279,0,0.037,1.869,0.118,0.688,0.414,0.404,1.139,0.077,1.509,4.303,4.303,1.672,0.752,0.825,95.17,7,0.06,-0.288,0.276,2,0.825
5.4,0,0.0,0,0.0,0,0,1.259,5.139,3.139,3.139,0.667,4.472,4.472,0.874,-0.966,1.0,0.0,25.172,2,3.958,4.057,1.585,0.0,12.118,9.957,13.191,0.688,2,1.194,0,2,7.999,2.625,6.472,14.324,15.426,16.553,0.874,10.964,2.167,17.669,8.74,4.459,0.237,0,0.035,1.884,0.12,0.688,0.429,0.382,1.14,0.079,1.507,4.295,4.295,1.696,0.748,0.825,95.17,8,0.061,-0.309,0.25,2,0.825
6.15,0,0.0,0,0.0,0,0,1.212,5.403,3.403,3.403,0.615,4.057,4.057,0.786,1.731,1.0,0.0,25.554,2,3.958,3.801,1.597,19.597,12.666,10.36,13.826,1.2,2,0.885,0,2,7.423,2.306,6.057,15.019,16.202,17.398,0.786,11.469,2.178,18.594,9.13,4.534,0.292,0,0.036,1.88,0.119,1.2,0.407,0.594,1.128,0.079,1.517,4.404,4.404,1.686,0.749,0.749,60.024,4,0.058,-0.332,0.259,2,0.749
5.25,0,0.0,0,0.0,0,0,1.362,5.205,3.205,3.205,0.759,4.057,4.057,0.864,2.781,1.0,0.0,26.06,2,3.999,3.795,1.581,19.597,12.265,10.08,13.35,0.765,2,1.087,0,2,7.423,2.438,6.057,14.5,15.618,16.762,0.864,11.093,2.187,17.896,8.839,4.301,0.187,0,0.026,1.993,0.118,0.765,0.548,0.609,1.117,0.076,1.497,4.215,4.215,1.832,0.723,0.812,60.024,9,0.053,-0.371,0.177,3,0.812
5.75,0,0.0,0,0.0,0,0,1.212,5.186,3.186,3.186,0.615,4.057,4.057,0.826,2.327,1.0,0.0,25.655,2,3.964,3.797,1.625,19.597,12.196,10.007,13.288,0.975,2,0.83,0,2,7.423,2.5,6.057,14.431,15.55,16.689,0.826,11.038,2.17,17.821,8.793,4.391,0.292,0,0.032,1.889,0.12,0.975,0.407,0.585,1.128,0.079,1.505,4.197,4.197,1.696,0.747,0.787,60.024,4,0.061,-0.332,0.222,2,0.787
5.6,0,0.0,0,0.0,0,0,1.352,5.128,3.128,3.128,0.741,4.057,4.057,0.887,1.478,1.133,0.133,25.764,2,4.107,3.792,1.601,0.0,12.121,9.969,13.186,0.631,2,0.972,0,2,7.423,2.639,6.057,14.319,15.416,16.541,0.887,10.964,2.169,17.653,8.742,4.414,0.199,1,0.028,1.992,0.116,0.631,0.552,0.649,1.118,0.074,1.509,4.192,4.192,1.82,0.724,0.832,50.29,8,0.06,-0.382,0.19,4,0.832
5.7,0,0.0,0,0.0,0,0,1.01,5.07,3.07,3.07,0.462,4.057,4.057,0.836,1.046,1.0,0.0,24.923,2,3.92,3.792,1.477,0.0,11.482,9.403,12.505,0.962,2,0.799,0,2,7.423,1.5,6.057,13.627,14.697,15.81,0.864,10.328,1.865,16.904,8.161,3.592,0.206,0,0.02,1.872,0.137,0.798,0.231,0.514,1.132,0.089,1.399,4.059,4.059,1.733,0.745,0.813,50.29,4,0.044,-0.408,0.173,1,0.84
5.3,0,0.0,0,0.0,0,0,1.278,5.073,3.073,3.073,0.667,4.057,4.057,0.881,3.426,1.125,0.125,25.665,2,3.953,3.812,1.557,0.0,11.878,9.79,12.902,0.67,2,1.09,0,2,7.423,1.688,6.057,14.014,15.077,16.179,0.888,10.734,2.167,17.262,8.563,4.234,0.161,1,0.025,2.014,0.121,0.63,0.414,0.557,1.121,0.077,1.49,4.073,4.073,1.862,0.718,0.835,50.29,8,0.039,-0.382,0.19,4,0.842
5.4,0,0.0,0,0.0,0,0,1.109,5.198,3.198,3.198,0.522,4.057,4.057,0.763,0.987,1.0,0.0,25.038,2,3.921,3.854,1.615,0.0,12.213,9.997,13.321,1.324,2,1.021,0,2,7.423,2.0,6.057,14.464,15.592,16.734,0.763,11.061,2.085,17.872,8.81,4.466,0.374,0,0.04,1.778,0.126,1.324,0.261,0.53,1.135,0.078,1.503,4.301,4.301,1.577,0.773,0.737,50.29,4,0.057,-0.326,0.304,1,0.737
6.4,0,0.0,0,0.0,0,0,1.0,5.197,3.197,3.197,0.409,3.854,3.854,0.757,1.121,1.0,0.0,24.965,2,4.012,3.708,1.626,39.149,12.173,9.945,13.287,1.352,2,0.958,0,2,7.423,2.0,5.854,14.434,15.566,16.711,0.757,11.017,1.885,17.851,8.754,4.534,0.41,0,0.044,1.768,0.125,1.352,0.273,0.542,1.135,0.079,1.516,4.301,4.301,1.562,0.776,0.737,50.29,4,0.061,-0.31,0.318,1,0.737
5.65,0,0.0,0,0.0,0,0,1.012,5.077,3.077,3.077,0.429,3.793,3.793,0.755,1.111,1.0,0.0,24.481,2,4.011,3.573,1.568,39.149,11.909,9.746,12.985,1.336,2,0.792,0,2,7.423,2.0,5.793,14.104,15.201,16.315,0.755,10.775,1.883,17.422,8.569,4.365,0.381,0,0.043,1.782,0.131,1.336,0.286,0.463,1.135,0.083,1.496,4.116,4.116,1.585,0.772,0.734,50.29,4,0.071,0.331,0.333,1,0.734
6.05,0,0.0,0,0.0,0,0,1.012,5.064,3.064,3.064,0.429,3.832,3.832,0.748,1.071,1.0,0.0,24.342,2,4.011,3.682,1.568,39.149,11.764,9.63,12.824,1.367,2,0.792,0,2,7.424,2.0,5.832,13.932,15.015,16.118,0.748,10.641,1.881,17.212,8.463,4.365,0.384,0,0.043,1.782,0.131,1.367,0.286,0.524,1.131,0.083,1.496,4.093,4.093,1.585,0.772,0.727,61.29,4,0.071,-0.291,0.333,1,0.727
5.4,0,0.0,0,0.0,0,0,1.125,5.069,3.069,3.069,0.545,4.057,4.057,0.755,0.937,1.0,0.0,24.415,2,3.918,3.832,1.559,0.0,11.822,9.7,12.877,1.336,2,0.854,0,2,7.424,2.0,6.057,13.981,15.06,16.16,0.755,10.704,1.967,17.252,8.537,4.302,0.346,0,0.039,1.792,0.132,1.336,0.273,0.511,1.131,0.081,1.484,4.094,4.094,1.6,0.769,0.727,61.29,4,0.067,-0.31,0.318,1,0.727
5.8,0,0.0,0,0.0,0,0,1.109,5.083,3.083,3.083,0.522,4.076,4.076,0.789,-0.808,1.0,0.0,24.393,2,3.94,3.833,1.587,0.0,11.908,9.78,12.967,1.154,2,0.91,0,2,7.437,2.313,6.076,14.07,15.151,16.252,0.789,10.791,1.967,17.344,8.618,4.412,0.364,0,0.041,1.778,0.131,1.154,0.261,0.531,1.139,0.079,1.493,4.102,4.102,1.577,0.773,0.759,76.25,3,0.07,-0.284,0.326,1,0.759
4.8,0,0.0,0,0.0,0,0,1.036,4.992,3.042,3.042,0.429,3.832,3.832,0.776,0.71,1.0,0.0,24.259,2,4.0,3.682,1.568,55.934,11.708,9.583,12.767,1.209,2,0.792,1,2,7.424,2.0,5.832,13.867,14.947,16.044,0.776,10.595,1.872,17.133,8.428,4.365,0.388,0,0.043,1.782,0.131,1.209,0.286,0.567,1.136,0.083,1.496,4.091,4.091,1.585,0.772,0.753,61.29,0,0.071,-0.244,0.333,1,0.753
6.2,0,0.0,0,0.0,0,0,1.228,5.383,3.383,3.383,0.652,3.862,3.862,0.789,1.635,1.0,0.0,25.219,2,4.016,3.524,1.556,39.149,12.44,10.135,13.596,1.146,2,1.111,0,2,7.423,1.938,5.862,14.793,15.976,17.176,0.789,11.234,1.809,18.372,8.887,4.382,0.255,0,0.035,1.912,0.123,1.146,0.5,0.533,1.117,0.081,1.505,4.392,4.392,1.736,0.741,0.751,50.29,9,0.057,-0.369,0.25,2,0.751
5.7,0,0.0,0,0.0,0,0,1.284,5.135,3.135,3.135,0.682,3.798,3.798,0.87,1.736,1.0,0.0,24.939,2,4.021,3.522,1.542,39.149,11.832,9.699,12.881,0.684,2,0.827,0,2,7.423,1.313,5.798,14.014,15.101,16.226,0.87,10.67,1.81,17.333,8.458,4.189,0.128,0,0.024,2.07,0.12,0.684,0.5,0.56,1.11,0.079,1.485,4.134,4.134,1.941,0.706,0.817,50.29,9,0.041,-0.354,0.167,3,0.817
5.5,0,0.0,0,0.0,0,0,1.228,5.533,3.533,3.533,0.652,4.093,4.093,0.836,1.628,1.0,0.0,25.399,2,4.019,3.525,1.599,39.149,12.753,10.333,13.972,0.89,2,1.028,0,2,7.423,2.063,6.093,15.221,16.462,17.714,0.836,11.5,1.784,18.965,9.047,4.414,0.255,0,0.032,1.912,0.122,0.89,0.5,0.519,1.117,0.079,1.505,4.557,4.557,1.736,0.741,0.796,50.29,9,0.056,-0.369,0.25,2,0.796
6.7,0,0.0,0,0.0,0,0,1.17,5.388,3.388,3.388,0.571,4.076,4.076,0.813,0.357,1.0,0.0,25.98,2,3.976,3.868,1.65,19.597,12.766,10.463,13.922,1.068,2,1.108,0,2,7.433,3.188,6.076,15.109,16.286,17.476,0.813,11.573,2.3,18.664,9.238,4.699,0.335,0,0.04,1.85,0.117,1.068,0.379,0.57,1.135,0.076,1.531,4.398,4.398,1.639,0.758,0.776,74.984,3,0.069,-0.323,0.276,2,0.776
6.4,0,0.0,0,0.0,0,0,1.129,5.342,3.342,3.342,0.484,4.488,4.488,0.817,-1.58,1.143,0.143,25.849,2,4.053,3.79,1.627,55.856,12.725,10.47,13.855,1.048,2,1.156,0,2,7.999,3.313,6.488,15.02,16.174,17.342,0.817,11.553,2.388,18.507,9.262,4.974,0.29,1,0.044,1.906,0.108,1.048,0.455,0.444,1.156,0.072,1.569,4.501,4.501,1.691,0.746,0.779,105.131,3,0.065,-0.233,0.288,4,0.779
8.0,0,0.0,0,0.0,0,0,1.233,5.143,3.143,3.143,0.621,4.472,4.472,0.869,-2.083,1.0,0.0,46.753,2,4.048,3.797,1.614,44.819,12.173,10.015,13.244,0.717,2,1.424,0,4,7.999,2.938,6.472,14.374,15.475,16.6,0.869,11.024,2.245,17.715,8.809,4.601,0.296,0,0.04,1.855,0.117,0.717,0.4,0.407,1.145,0.076,1.528,4.303,4.303,1.649,0.756,0.822,145.917,7,0.063,-0.234,0.283,2,0.822
5.301,0,0.0,0,0.0,0,0,0.96,4.863,2.863,2.863,0.44,4.452,4.452,0.84,1.211,1.0,0.0,11.197,4,4.044,3.562,1.46,28.429,10.904,8.988,11.815,0.928,1,0.715,0,1,6.351,1.5,6.452,12.883,13.854,14.904,0.884,9.79,1.869,15.908,7.77,3.568,0.213,0,0.024,1.867,0.144,0.673,0.24,0.394,1.119,0.094,1.405,3.928,3.928,1.724,0.746,0.815,67.828,4,0.05,-0.435,0.2,1,0.858
4.785,0,0.0,0,0.0,0,0,1.083,3.196,1.598,1.598,0.583,3.301,3.301,0.804,0.0,0.0,0.0,0.0,0,3.872,2.014,1.214,9.476,5.389,4.465,0.0,0.678,0,0.0,0,0,4.682,0.125,4.466,6.322,0.0,7.258,0.493,0.0,-1.598,0.0,0.0,1.831,0.412,0,0.0,1.587,0.25,1.754,0.0,1.1,1.114,0.25,1.093,2.655,2.655,1.5,0.805,0.752,0.0,0,0.042,-0.614,0.1,0,0.461
7.229,0,0.0,0,0.0,0,0,0.824,5.74,3.74,3.74,0.265,3.853,3.853,0.853,0.0,1.2,0.2,22.481,1,3.966,3.295,1.666,32.325,13.339,10.785,14.625,0.776,2,0.646,0,2,7.447,2.625,5.853,15.927,17.226,18.532,0.853,12.039,1.385,19.839,9.467,4.994,0.265,1,0.037,1.901,0.11,0.776,0.0,0.551,1.128,0.066,1.501,4.738,4.738,1.7,0.746,0.831,50.29,0,0.08,-0.865,0.306,3,0.831
4.547,0,0.0,0,0.0,0,0,0.523,4.915,2.915,2.915,0.0,3.051,3.051,0.731,0.0,1.0,0.0,0.0,0,3.809,2.254,1.584,0.0,10.801,8.747,11.806,1.332,0,0.236,0,0,4.308,1.063,5.051,12.895,13.933,15.01,0.762,9.682,-0.095,16.063,7.557,4.103,0.344,0,0.036,1.801,0.141,1.178,0.0,0.766,1.141,0.081,1.463,3.944,3.944,1.61,0.766,0.731,42.683,0,0.076,-0.294,0.273,1,0.762
5.301,0,0.0,0,0.0,0,0,0.958,3.524,1.762,1.762,0.5,2.82,2.82,0.802,0.0,0.0,0.0,9.477,0,3.585,1.852,1.214,30.377,6.365,5.246,0.0,0.754,1,0.0,0,1,4.349,0.125,4.306,7.494,0.0,8.625,0.588,0.0,-1.762,0.0,0.0,1.831,0.294,0,0.0,1.587,0.25,1.57,0.0,0.69,1.134,0.25,1.093,2.751,2.751,1.5,0.805,0.781,25.145,0,0.042,-0.767,0.1,0,0.573
5.801,0,0.0,0,0.0,0,0,0.906,4.422,2.836,2.836,0.375,4.391,4.391,0.816,0.0,0.0,0.0,20.595,0,4.847,3.373,1.39,4.008,10.428,8.352,11.466,0.75,2,0.0,0,2,6.999,0.375,5.652,12.511,13.552,14.595,0.699,9.378,-0.97,15.637,7.283,3.714,0.37,0,0.044,1.542,0.177,1.231,0.0,0.623,1.142,0.177,1.371,4.023,4.023,1.391,0.828,0.8,44.313,0,0.075,1.201,0.429,0,0.685
4.0,0,0.0,0,0.0,0,0,1.478,4.968,2.968,2.968,0.826,3.782,3.782,0.979,0.93,1.0,0.0,33.954,2,3.993,3.753,1.563,17.903,11.528,9.492,12.514,0.111,1,0.847,0,3,7.429,1.688,5.782,13.607,14.634,15.71,0.979,10.396,1.611,16.758,8.266,4.313,0.127,0,0.027,2.041,0.117,0.111,0.48,0.462,1.122,0.077,1.499,4.068,4.068,1.89,0.713,0.906,118.575,8,0.046,0.364,0.18,3,0.906
