pXC50,AMW,C.,H.,Me,Mi,Mp,Mv,MW,N.,nAB,nAT,nB,nBM,nBO,nBR,nBT,nC,nCL,nCsp,nCsp2,nCsp3,nDB,nF,nH,nHet,nHM
5.9,7.447,46.9,43.8,0.995,1.116,0.689,0.654,238.31,6.3,11,32,0,13,20,0,34,15,0,0,13,2,2,0,14,3,0
7.0,7.316,44.9,44.9,0.994,1.121,0.68,0.644,358.48,8.2,22,49,0,22,30,0,52,22,0,0,18,4,0,0,22,5,0
6.7,6.661,37.2,51.2,0.993,1.138,0.636,0.594,286.42,9.3,10,43,0,11,23,0,45,16,0,0,8,8,1,0,22,5,0
6.4,12.112,48.5,27.3,1.04,1.098,0.817,0.781,399.69,6.1,16,33,0,18,26,0,35,16,3,0,16,0,2,0,9,8,4
5.1,9.665,42.3,34.6,1.039,1.112,0.712,0.699,251.28,3.8,6,26,0,9,18,0,27,11,0,0,10,1,3,0,9,6,1
6.3,9.221,47.6,38.1,1.014,1.11,0.732,0.699,387.28,4.8,18,42,0,19,28,0,44,20,2,0,18,2,1,0,16,6,2
5.1,6.867,35.7,50.0,1.0,1.142,0.631,0.596,384.54,10.7,12,56,0,14,29,0,57,20,0,0,12,8,2,0,28,8,0
5.1,8.45,48.0,36.0,1.011,1.118,0.71,0.694,211.24,12.0,12,25,0,13,18,0,27,12,0,0,12,0,1,0,9,4,0
5.1,8.356,42.4,42.4,1.008,1.125,0.694,0.66,275.76,9.1,11,33,0,12,21,0,35,14,1,0,10,4,1,0,14,5,1
5.5,8.593,47.9,35.4,1.016,1.126,0.708,0.696,412.46,12.5,27,48,0,28,35,0,52,23,0,0,22,1,1,1,17,8,0
5.1,8.08,42.9,40.5,1.019,1.125,0.671,0.657,339.38,7.1,12,42,0,15,27,0,44,18,0,0,15,3,3,0,17,7,0
5.1,9.803,44.1,29.4,1.056,1.158,0.687,0.708,333.3,14.7,17,34,0,18,26,0,36,15,0,0,14,1,1,3,10,9,0
5.1,8.01,42.4,42.4,1.006,1.123,0.688,0.655,528.69,9.1,27,66,0,28,42,0,70,28,0,0,23,5,1,0,28,10,1
5.1,7.413,46.2,44.2,0.996,1.117,0.683,0.649,385.5,5.8,18,52,0,20,32,0,55,24,0,0,20,4,2,0,23,5,0
5.1,9.779,42.6,36.2,1.022,1.106,0.747,0.706,459.61,6.4,10,47,0,16,33,0,50,20,0,0,17,3,6,0,17,10,3
5.1,8.643,44.9,38.8,1.014,1.131,0.707,0.679,423.53,10.2,25,49,0,25,34,0,53,22,0,0,18,4,0,2,19,8,1
5.1,7.809,42.5,42.5,1.011,1.136,0.669,0.647,312.38,10.0,11,40,0,13,25,0,42,17,0,1,11,5,1,1,17,6,0
5.1,8.2,50.0,38.1,1.009,1.108,0.707,0.687,344.39,4.8,18,42,0,20,29,0,45,21,0,0,20,1,2,0,16,5,0
5.1,9.108,43.9,36.6,1.032,1.112,0.7,0.687,373.41,2.4,17,41,0,19,29,0,44,18,0,0,16,2,2,0,15,8,1
5.1,8.905,35.7,39.3,1.02,1.138,0.693,0.664,249.33,17.9,11,28,0,12,18,0,29,10,0,0,9,1,1,0,11,7,1
5.1,9.531,37.5,42.5,1.02,1.134,0.677,0.649,381.26,10.0,11,40,0,12,25,1,42,15,0,0,9,6,1,0,17,8,1
5.1,9.755,41.0,30.8,1.034,1.132,0.721,0.714,380.43,20.5,21,39,0,23,30,0,42,16,0,0,16,0,2,0,12,11,1
5.3,7.435,41.1,46.6,0.996,1.125,0.675,0.632,542.77,8.2,22,73,0,25,42,0,76,30,0,0,23,7,3,0,34,9,1
5.4,8.327,51.2,36.6,1.006,1.107,0.719,0.699,341.39,7.3,22,41,0,23,30,0,45,21,0,0,20,1,1,0,15,5,0
5.1,7.825,44.7,42.1,1.009,1.13,0.677,0.654,297.36,7.9,17,38,0,17,24,0,40,17,0,0,14,3,0,1,16,5,0
5.4,7.578,45.5,43.2,1.001,1.119,0.682,0.652,333.42,6.8,18,44,0,19,27,0,46,20,0,0,17,3,1,0,19,5,0
6.2,8.64,40.0,40.0,1.016,1.126,0.697,0.667,302.39,11.4,16,35,0,18,23,0,37,14,0,0,13,1,2,0,14,7,1
6.4,7.787,46.7,42.2,1.007,1.122,0.682,0.658,350.42,4.4,18,45,0,19,28,0,47,21,0,0,18,3,1,1,19,5,0
5.1,10.132,50.0,33.3,1.014,1.109,0.747,0.723,486.35,10.4,21,48,0,25,36,1,52,24,0,1,21,2,3,0,16,8,1
5.1,7.803,44.8,41.4,1.004,1.123,0.686,0.66,452.56,10.3,27,58,0,28,38,0,62,26,0,0,22,4,1,0,24,8,0
7.2,8.591,36.7,42.9,1.015,1.135,0.684,0.649,420.97,12.2,16,49,0,18,31,0,52,18,1,0,11,7,2,0,21,10,2
5.1,6.756,37.3,50.7,0.996,1.137,0.634,0.596,506.72,8.0,12,75,0,14,41,0,79,28,0,0,12,16,2,0,38,9,0
5.6,7.544,42.2,46.7,0.992,1.119,0.688,0.638,339.5,6.7,15,45,0,16,27,0,48,19,0,0,12,7,1,0,21,5,1
5.3,8.642,45.8,38.9,1.007,1.116,0.72,0.686,622.2,9.7,33,72,0,34,50,0,78,33,1,0,28,5,1,0,28,11,2
7.6,7.999,38.0,44.0,1.009,1.139,0.669,0.638,399.93,14.0,16,50,0,17,31,0,53,19,1,0,12,7,1,0,22,9,1
5.1,7.827,42.4,42.4,1.015,1.125,0.665,0.647,258.3,6.1,10,33,0,12,21,0,35,14,0,0,10,4,2,0,14,5,0
5.1,8.645,44.2,38.5,1.016,1.125,0.704,0.679,449.55,9.6,22,52,0,24,35,0,55,23,0,0,21,2,2,1,20,9,1
7.3,9.147,37.5,40.0,1.022,1.132,0.7,0.668,365.88,12.5,16,40,0,18,26,0,42,15,1,0,12,3,2,0,16,9,2
5.1,8.169,45.5,38.6,1.011,1.123,0.693,0.675,359.42,11.4,22,44,0,23,30,0,47,20,0,0,19,1,1,0,17,7,0
6.2,8.0,41.7,43.3,1.009,1.127,0.677,0.648,480.01,8.3,16,60,0,19,38,0,64,25,1,0,18,7,3,0,26,9,1
5.1,7.168,38.6,47.7,1.005,1.133,0.642,0.612,315.41,6.8,6,44,0,10,24,0,45,17,0,0,10,7,4,0,21,6,0
6.3,7.659,45.6,42.1,0.998,1.122,0.69,0.659,436.56,10.5,27,57,0,28,37,0,61,26,0,0,22,4,1,0,24,7,0
5.1,11.463,45.7,25.7,1.067,1.148,0.738,0.75,401.19,11.4,17,35,0,18,28,0,37,16,2,0,15,1,1,3,9,10,2
5.1,7.491,42.6,44.4,1.004,1.125,0.667,0.639,404.51,7.4,21,54,0,22,33,0,57,23,0,0,17,6,1,0,24,7,0
6.5,6.975,41.4,48.3,0.994,1.127,0.656,0.618,404.56,6.9,18,58,0,19,32,0,60,24,0,0,18,6,1,0,28,6,0
5.1,7.028,37.5,48.2,0.998,1.14,0.645,0.61,393.55,12.5,16,56,0,17,32,0,59,21,0,0,13,8,1,0,27,8,0
5.1,8.421,41.0,41.0,1.011,1.124,0.696,0.663,328.43,10.3,17,39,0,19,25,0,41,16,0,0,14,2,2,0,16,7,1
6.3,8.107,46.3,39.0,1.009,1.12,0.695,0.675,332.39,9.8,18,41,0,19,28,0,44,19,0,0,18,1,1,0,16,6,0
6.6,7.996,41.5,43.9,1.0,1.13,0.688,0.649,327.85,12.2,16,41,0,16,26,0,44,17,1,0,11,6,0,0,18,6,1
5.3,8.221,42.5,42.5,1.006,1.126,0.692,0.658,328.83,10.0,16,40,0,17,25,0,42,17,1,0,13,4,1,0,17,6,1
8.0,7.254,38.2,49.1,0.994,1.136,0.659,0.614,398.99,10.9,16,55,0,16,31,0,58,21,1,0,11,10,0,0,27,7,1
5.1,7.799,42.1,42.1,1.01,1.129,0.671,0.649,296.36,10.5,15,38,0,16,25,0,41,16,0,0,11,5,1,0,16,6,0
5.1,9.732,48.3,31.0,1.063,1.143,0.681,0.705,282.23,0.0,6,29,0,9,22,0,31,14,0,0,10,4,3,3,9,6,0
5.1,10.683,46.2,30.8,1.026,1.108,0.779,0.745,277.75,11.5,16,26,0,16,20,0,28,12,1,0,12,0,0,0,8,6,2
5.1,8.372,44.7,40.4,1.009,1.114,0.705,0.673,393.5,6.4,18,47,0,21,31,0,50,21,0,0,19,2,3,0,19,7,1
5.1,9.07,47.8,34.3,1.021,1.123,0.721,0.706,607.69,10.4,33,67,0,35,50,0,73,32,0,0,29,3,2,2,23,12,1
5.1,8.647,45.5,38.6,1.012,1.122,0.713,0.683,380.48,9.1,20,44,0,22,30,0,47,20,0,0,18,2,2,1,17,7,1
5.1,10.947,51.5,30.3,1.02,1.094,0.807,0.765,361.26,6.1,16,33,0,18,25,0,35,17,2,1,15,1,1,0,10,6,3
5.1,8.852,49.0,33.3,1.022,1.114,0.714,0.708,451.47,9.8,21,51,0,26,38,0,55,25,0,1,22,2,4,0,17,9,0
5.1,8.168,47.7,38.6,1.011,1.114,0.698,0.679,359.41,6.8,22,44,0,23,30,0,47,21,0,0,20,1,1,0,17,6,0
5.1,7.5,46.9,42.9,0.991,1.119,0.696,0.66,367.49,10.2,17,49,0,19,31,0,52,23,0,3,14,6,0,0,21,5,0
6.0,7.57,43.9,43.9,1.006,1.121,0.67,0.644,310.38,4.9,11,41,0,14,25,0,43,18,0,0,14,4,3,0,18,5,0
5.5,7.248,41.8,46.3,1.0,1.127,0.661,0.628,485.64,7.5,22,67,0,24,39,0,70,28,0,0,21,7,2,0,31,8,0
6.1,7.068,45.1,47.1,0.992,1.117,0.672,0.633,360.49,3.9,18,51,0,19,29,0,53,23,0,0,18,5,1,0,24,4,0
5.1,7.664,40.0,43.6,1.009,1.141,0.66,0.636,421.53,12.7,22,55,0,22,34,0,58,22,0,0,16,6,0,1,24,9,0
5.1,8.714,45.9,37.8,1.006,1.113,0.728,0.692,322.42,10.8,16,37,0,17,27,0,41,17,0,0,13,4,1,0,14,6,1
5.0,7.289,38.0,48.0,1.018,1.129,0.626,0.607,364.43,0.0,6,50,0,9,27,0,51,19,0,0,10,9,3,0,24,7,0
5.1,8.265,40.5,43.2,1.013,1.129,0.679,0.649,305.79,8.1,11,37,0,12,23,0,39,15,1,0,10,5,1,0,16,6,1
5.1,11.345,42.9,25.0,1.084,1.162,0.702,0.735,317.67,10.7,11,28,0,12,23,0,30,12,1,0,10,2,1,3,7,9,1
5.1,7.866,35.7,42.9,1.021,1.145,0.642,0.629,220.26,14.3,6,28,0,8,16,0,28,10,0,1,6,3,1,0,12,6,0
5.1,8.139,45.2,38.7,1.009,1.125,0.694,0.674,252.3,12.9,12,31,0,14,20,0,32,14,0,1,12,1,1,0,12,5,0
5.1,7.748,39.1,43.5,1.017,1.134,0.651,0.634,356.42,8.7,12,46,0,14,27,0,47,18,0,1,12,5,1,0,20,8,0
5.1,8.302,41.5,39.0,1.025,1.13,0.669,0.661,340.37,9.8,16,41,0,19,27,0,43,17,0,0,14,3,3,0,16,8,0
5.1,8.705,35.3,43.1,1.03,1.133,0.664,0.64,443.95,5.9,12,51,0,15,30,0,52,18,1,0,12,6,3,0,22,11,2
5.1,8.356,36.5,42.3,1.027,1.133,0.659,0.64,434.52,7.7,12,52,0,16,31,0,53,19,0,1,12,6,3,0,22,11,1
5.1,8.382,44.2,37.2,1.016,1.128,0.692,0.679,360.41,14.0,22,43,0,23,30,0,46,19,0,0,18,1,1,0,16,8,0
5.1,9.637,44.2,30.2,1.052,1.151,0.688,0.706,414.38,14.0,22,43,0,23,33,0,46,19,0,0,18,1,1,3,13,11,0
5.0,7.577,38.8,44.8,1.012,1.141,0.649,0.627,507.63,10.4,22,67,0,23,40,0,70,26,0,0,18,8,1,1,30,11,0
6.0,7.911,43.1,41.2,1.011,1.126,0.676,0.656,403.48,9.8,21,51,0,21,35,0,56,22,0,0,15,7,0,0,21,8,0
5.0,6.995,40.3,47.8,0.991,1.134,0.659,0.619,468.67,11.9,22,67,0,22,40,0,72,27,0,0,17,10,0,0,32,8,0
5.3,7.771,45.7,41.3,1.0,1.122,0.692,0.663,357.45,10.9,22,46,0,23,30,0,49,21,0,0,20,1,1,0,19,6,0
7.6,7.926,40.3,41.7,1.016,1.133,0.662,0.646,570.67,11.1,27,72,0,28,47,0,77,29,0,0,21,8,1,0,30,13,0
5.461,7.266,37.2,46.5,1.003,1.142,0.647,0.617,312.42,14.0,10,43,0,12,25,0,45,16,0,1,7,8,1,0,20,7,0
5.05,8.162,45.7,39.1,1.012,1.129,0.69,0.672,375.44,10.9,22,46,0,23,31,0,49,21,0,0,20,1,1,1,18,7,0
5.1,8.306,38.5,42.3,1.021,1.135,0.665,0.645,431.92,9.6,12,52,0,14,32,0,54,20,1,1,11,8,1,0,22,10,1
5.1,9.339,36.0,38.0,1.037,1.136,0.683,0.668,466.95,12.0,12,50,0,16,33,0,52,18,1,1,11,6,3,0,19,13,2
8.3,7.899,44.4,40.7,1.006,1.125,0.686,0.662,213.26,11.1,11,27,0,12,18,0,29,12,0,0,10,2,1,0,11,4,0
5.2,8.105,50.0,38.1,1.001,1.112,0.715,0.69,340.41,9.5,22,42,0,23,30,0,46,21,0,0,19,2,1,0,16,5,0
5.1,8.307,48.6,37.8,1.012,1.123,0.702,0.684,307.35,8.1,17,37,0,18,26,0,40,18,0,0,16,2,1,1,14,5,0
5.0,8.659,45.0,35.0,1.02,1.127,0.7,0.692,346.38,15.0,23,40,0,23,29,0,43,18,0,0,18,0,0,0,14,8,0
8.745,8.139,48.1,38.9,1.011,1.112,0.698,0.679,439.5,5.6,24,54,0,25,40,0,61,26,0,0,19,7,1,0,21,7,0
7.824,7.818,47.9,41.1,1.003,1.113,0.695,0.668,570.69,5.5,30,73,0,32,51,0,81,35,0,0,26,9,2,0,30,8,0
5.1,9.011,47.6,35.7,1.015,1.118,0.729,0.703,378.46,9.5,22,42,0,23,30,0,45,20,0,0,20,0,1,1,15,7,1
5.0,8.436,42.6,40.7,1.019,1.125,0.686,0.662,455.55,5.6,18,54,0,21,35,0,57,23,0,0,18,5,3,1,22,9,1
6.6,7.266,37.2,46.5,1.003,1.142,0.647,0.617,312.42,14.0,10,43,0,12,25,0,45,16,0,1,7,8,1,0,20,7,0
5.3,7.777,44.2,41.9,1.006,1.124,0.681,0.656,334.41,9.3,21,43,0,21,28,0,46,19,0,0,16,3,0,0,18,6,0
5.9,8.483,44.7,36.8,1.021,1.124,0.689,0.681,322.35,10.5,18,38,0,19,26,0,40,17,0,0,17,0,1,0,14,7,0
5.3,8.766,45.9,35.1,1.027,1.13,0.694,0.69,324.34,10.8,18,37,0,19,26,0,39,17,0,0,17,0,1,1,13,7,0
6.6,8.659,45.0,35.0,1.02,1.127,0.7,0.692,346.38,15.0,22,40,0,23,29,0,43,18,0,0,18,0,1,0,14,8,0
5.3,7.641,35.8,47.2,1.008,1.142,0.649,0.616,404.95,11.3,12,53,0,14,30,0,55,19,1,0,10,9,2,0,25,9,1
5.0,8.804,40.7,44.4,1.01,1.133,0.678,0.643,475.4,7.4,17,54,0,17,33,1,57,22,0,0,14,8,0,1,24,8,1
5.093,9.439,40.0,36.0,1.028,1.129,0.71,0.689,471.97,14.0,17,50,0,19,35,0,53,20,1,1,14,5,1,0,18,12,2
5.1,7.75,44.0,42.0,1.005,1.125,0.681,0.655,387.48,10.0,17,50,0,18,33,0,54,22,0,1,14,7,0,0,21,7,0
5.0,7.093,38.9,47.2,0.995,1.138,0.655,0.619,255.36,13.9,15,36,0,15,21,0,38,14,0,0,10,4,0,0,17,5,0
5.1,9.508,35.7,42.9,1.028,1.145,0.672,0.643,532.46,8.9,11,56,0,13,34,1,58,20,0,0,11,9,2,2,24,12,2
5.0,8.681,45.9,36.1,1.025,1.139,0.691,0.685,529.57,11.5,29,61,0,30,43,0,65,28,0,0,25,3,1,3,22,11,0
5.1,7.676,41.7,43.8,1.011,1.135,0.661,0.638,368.45,8.3,17,48,0,17,30,0,51,20,0,0,13,7,0,1,21,7,0
5.0,9.732,51.0,30.6,1.033,1.121,0.735,0.731,476.89,8.2,24,49,0,26,38,0,53,25,1,0,24,1,2,2,15,9,1
5.1,8.572,45.8,35.4,1.016,1.125,0.703,0.692,411.46,14.6,27,48,0,28,35,0,52,22,0,0,21,1,1,0,17,9,0
5.1,8.21,48.6,37.1,1.001,1.119,0.716,0.692,287.35,14.3,22,35,0,22,25,0,38,17,0,0,17,0,0,0,13,5,0
5.0,7.479,40.8,44.9,1.007,1.13,0.658,0.632,366.46,8.2,18,49,0,18,29,0,51,20,0,0,16,4,0,0,22,7,0
5.1,9.174,44.2,34.9,1.022,1.129,0.718,0.699,394.47,14.0,22,43,0,23,31,0,46,19,0,0,18,1,1,1,15,9,1
5.1,9.855,45.7,37.0,1.017,1.117,0.719,0.694,453.32,8.7,22,46,0,23,32,1,49,21,0,0,20,1,1,0,17,8,1
5.1,8.888,45.7,37.0,1.02,1.119,0.708,0.69,408.87,8.7,22,46,0,23,32,0,49,21,1,0,20,1,1,0,17,8,1
5.1,7.692,40.9,43.2,1.007,1.142,0.666,0.641,338.43,13.6,17,44,0,17,28,0,47,18,0,0,13,5,0,1,19,7,0
5.0,8.497,51.3,35.9,1.011,1.116,0.717,0.701,331.37,7.7,23,39,0,23,28,0,42,20,0,0,20,0,0,1,14,5,0
5.495,8.162,40.0,44.6,1.01,1.129,0.677,0.642,530.5,7.7,17,65,0,18,39,0,68,26,2,1,15,10,0,0,29,10,2
5.0,7.767,34.7,49.0,1.001,1.131,0.67,0.615,380.59,8.2,10,49,0,11,27,0,51,17,0,0,7,10,1,0,24,8,2
5.0,7.583,47.1,42.6,0.997,1.116,0.692,0.66,515.66,7.4,26,68,0,29,45,0,74,32,0,0,25,7,3,0,29,7,0
5.1,7.035,40.0,47.5,0.992,1.135,0.659,0.62,281.4,12.5,16,40,0,16,23,0,42,16,0,0,11,5,0,0,19,5,0
5.1,8.773,52.6,34.2,1.017,1.123,0.723,0.71,333.36,7.9,23,38,0,23,28,0,41,20,0,0,20,0,0,2,13,5,0
5.0,8.237,40.7,42.4,1.018,1.135,0.671,0.648,485.99,8.5,17,59,0,19,37,0,62,24,1,0,17,7,2,1,25,10,1
7.5,9.329,50.0,33.3,1.022,1.109,0.733,0.719,391.83,7.1,18,42,0,21,31,0,45,21,1,0,21,0,3,0,14,7,1
6.7,8.254,48.9,37.8,1.011,1.112,0.705,0.687,371.42,6.7,18,45,0,21,31,0,48,22,0,0,21,1,3,0,17,6,0
6.1,8.136,44.4,39.7,1.015,1.129,0.682,0.665,512.59,9.5,20,63,0,24,44,0,69,28,0,0,20,8,4,1,25,10,0
5.1,7.991,48.0,42.0,0.993,1.107,0.719,0.674,399.55,6.0,23,50,0,24,32,0,53,24,0,0,21,3,1,0,21,5,1
5.1,8.071,44.0,42.0,1.0,1.119,0.704,0.664,403.55,10.0,22,50,0,23,32,0,53,22,0,0,19,3,1,0,21,7,1
5.0,8.053,41.3,41.3,1.021,1.137,0.661,0.648,370.42,8.7,20,46,0,20,30,0,49,19,0,0,14,5,0,1,19,8,0
5.1,8.928,37.2,41.9,1.025,1.128,0.684,0.655,383.89,7.0,12,43,0,15,26,0,44,16,1,0,12,4,3,0,18,9,2
5.1,8.731,37.2,39.5,1.028,1.133,0.676,0.658,375.45,11.6,12,43,0,16,27,0,44,16,0,1,12,3,3,0,17,10,1
5.1,8.155,36.4,43.6,1.023,1.133,0.655,0.633,448.55,7.3,12,55,0,16,32,0,56,20,0,1,12,7,3,0,24,11,1
6.229,7.316,44.9,44.9,0.994,1.121,0.68,0.644,358.48,8.2,22,49,0,22,30,0,52,22,0,0,18,4,0,0,22,5,0
5.1,9.308,48.6,34.3,1.02,1.112,0.731,0.713,325.77,8.6,17,35,0,18,26,0,38,17,1,0,16,1,1,0,12,6,1
6.5,9.805,54.1,29.7,1.025,1.099,0.758,0.747,362.78,5.4,21,37,0,23,30,0,41,20,1,0,20,0,2,0,11,6,1
5.398,7.876,37.8,45.9,1.006,1.128,0.673,0.632,291.41,8.1,11,37,0,13,22,0,39,14,0,0,9,5,2,0,17,6,1
5.137,8.657,35.3,41.2,1.037,1.15,0.651,0.64,441.51,9.8,12,51,0,15,32,0,53,18,0,0,11,7,3,2,21,12,1
5.0,9.853,46.7,35.6,1.014,1.109,0.759,0.718,443.38,8.9,18,45,0,20,32,0,48,21,2,0,19,2,2,0,16,8,3
5.1,7.688,41.9,45.2,1.001,1.121,0.68,0.641,476.65,6.5,16,62,0,18,38,0,66,26,0,2,14,10,1,0,28,8,1
5.9,7.309,35.1,49.1,1.001,1.139,0.649,0.606,416.61,10.5,12,57,0,14,31,0,59,20,0,0,10,10,2,0,28,9,1
5.1,8.322,46.7,40.0,1.0,1.112,0.721,0.682,374.5,8.9,22,45,0,23,30,0,48,21,0,0,20,1,1,0,18,6,1
5.1,9.403,47.6,35.7,1.01,1.109,0.751,0.714,394.91,9.5,22,42,0,23,30,0,45,20,1,0,20,0,1,0,15,7,2
6.7,8.659,45.0,35.0,1.02,1.127,0.7,0.692,346.38,15.0,22,40,0,23,29,0,43,18,0,0,18,0,1,0,14,8,0
5.1,7.42,42.9,44.6,1.0,1.126,0.671,0.639,415.54,8.9,17,56,0,18,35,0,60,24,0,1,14,9,0,0,25,7,0
5.1,8.135,43.8,39.6,1.013,1.134,0.682,0.665,390.46,12.5,22,48,0,23,32,0,51,21,0,0,19,2,1,1,19,8,0
5.1,7.76,43.8,41.7,1.003,1.127,0.684,0.657,372.47,12.5,22,48,0,23,31,0,51,21,0,0,19,2,1,0,20,7,0
5.2,9.189,42.0,34.0,1.046,1.159,0.671,0.682,459.45,14.0,18,50,0,20,36,0,53,21,0,0,18,3,2,4,17,12,0
5.1,9.308,44.0,36.0,1.015,1.127,0.727,0.7,465.38,16.0,23,50,0,24,35,0,53,22,2,1,18,3,0,0,18,10,2
5.3,8.191,38.6,40.9,1.026,1.154,0.652,0.643,360.41,13.6,16,44,0,17,28,0,46,17,0,0,12,5,1,2,18,9,0
5.3,8.372,43.8,41.7,1.019,1.118,0.682,0.66,401.87,2.1,12,48,0,14,31,0,51,21,1,0,15,6,2,0,20,7,1
5.1,8.51,38.6,40.9,1.022,1.129,0.678,0.655,374.46,9.1,12,44,0,16,27,0,45,17,0,1,12,4,3,0,18,9,1
5.0,8.372,43.8,41.7,1.019,1.118,0.682,0.66,401.87,2.1,12,48,0,14,31,0,51,21,1,0,15,6,2,0,20,7,1
5.0,8.543,48.9,35.6,1.015,1.114,0.71,0.698,384.42,8.9,23,45,0,24,33,0,49,22,0,0,21,1,1,0,16,7,0
5.1,10.863,46.4,35.7,1.014,1.115,0.745,0.711,304.16,10.7,16,28,0,16,20,1,30,13,0,0,12,1,0,0,10,5,1
5.0,9.102,38.1,40.5,1.024,1.136,0.69,0.664,382.28,11.9,11,42,0,13,27,0,44,16,2,0,11,5,2,0,17,9,2
5.0,8.333,41.6,44.2,1.008,1.121,0.693,0.652,641.67,5.2,17,77,0,22,48,0,82,32,2,0,20,12,5,0,34,11,3
5.1,8.086,39.7,43.1,1.013,1.133,0.67,0.644,468.99,10.3,18,58,0,19,36,0,61,23,1,0,17,6,1,0,25,10,1
5.1,7.979,40.0,41.5,1.018,1.14,0.661,0.646,518.61,12.3,22,65,0,24,42,0,69,26,0,0,20,6,2,1,27,12,0
5.1,9.024,50.0,36.7,1.009,1.108,0.738,0.707,270.73,6.7,12,30,0,14,21,0,32,15,1,0,15,0,2,0,11,4,1
5.0,7.833,39.7,42.6,1.015,1.14,0.658,0.64,532.64,11.8,22,68,0,24,43,0,72,27,0,0,20,7,2,1,29,12,0
5.1,10.469,44.4,29.6,1.058,1.132,0.712,0.722,282.67,7.4,11,27,0,12,21,0,29,12,1,0,10,2,1,1,8,7,1
5.3,9.57,44.0,34.0,1.048,1.134,0.692,0.694,478.48,4.0,21,50,0,22,36,0,53,22,0,0,18,4,1,3,17,11,1
5.593,8.255,38.6,40.4,1.03,1.142,0.651,0.646,470.51,10.5,18,57,0,19,37,0,60,22,0,0,16,6,1,1,23,12,0
5.0,8.103,38.9,42.6,1.009,1.132,0.679,0.648,437.58,13.0,22,54,0,24,34,0,57,21,0,0,17,4,2,0,23,10,1
5.4,9.708,46.5,32.6,1.041,1.134,0.714,0.71,417.44,7.0,21,43,0,22,32,0,46,20,0,0,18,2,1,3,14,9,1
5.1,10.023,41.9,34.9,1.019,1.118,0.755,0.713,430.98,14.0,21,43,0,22,31,0,46,18,1,0,16,2,1,0,15,10,3
5.8,8.011,39.1,43.5,1.004,1.131,0.684,0.646,368.51,13.0,17,46,0,17,29,0,49,18,0,0,13,5,0,0,20,8,1
5.1,9.105,47.4,35.1,1.026,1.12,0.71,0.7,518.96,7.0,24,57,0,26,41,0,61,27,1,0,24,3,2,1,20,10,1
5.0,7.574,43.5,43.5,1.003,1.124,0.674,0.646,469.59,8.1,23,62,0,25,38,0,65,27,0,0,22,5,2,0,27,8,0
5.5,7.04,41.5,47.7,0.995,1.128,0.659,0.621,457.63,7.7,16,65,0,19,37,0,68,27,0,1,15,11,2,0,31,7,0
5.3,8.266,41.9,43.5,1.007,1.125,0.69,0.653,512.48,8.1,18,62,0,20,38,0,65,26,2,0,19,7,2,0,27,9,2
5.05,7.509,41.7,45.0,1.008,1.132,0.658,0.632,450.56,6.7,21,60,0,21,37,0,64,25,0,0,16,9,0,1,27,8,0
5.1,8.245,47.1,38.2,1.01,1.13,0.699,0.679,280.33,11.8,18,34,0,18,23,0,36,16,0,0,16,0,0,1,13,5,0
5.509,7.337,36.2,46.6,1.009,1.143,0.638,0.613,425.55,12.1,15,58,0,16,34,0,61,21,0,2,8,11,0,0,27,10,0
6.1,14.104,48.4,25.8,1.035,1.097,0.838,0.784,437.23,9.7,21,31,0,21,26,0,34,15,0,0,15,0,0,0,8,8,2
5.1,7.973,43.6,40.0,1.006,1.129,0.688,0.665,438.54,14.5,27,55,0,28,37,0,59,24,0,0,22,2,1,0,22,9,0
6.1,8.888,48.5,33.3,1.025,1.115,0.71,0.707,293.3,9.1,16,33,0,19,25,0,36,16,0,0,15,1,3,0,11,6,0
6.167,7.491,36.6,48.8,1.001,1.135,0.657,0.613,614.29,8.5,18,82,0,20,46,0,86,30,1,0,16,14,2,0,40,12,2
5.1,8.714,45.9,37.8,1.006,1.113,0.728,0.692,322.42,10.8,21,37,0,21,26,0,40,17,0,0,16,1,0,0,14,6,1
5.0,6.776,36.4,50.6,0.998,1.14,0.631,0.594,521.74,9.1,12,77,0,14,42,0,81,28,0,0,12,16,2,0,39,10,0
5.1,9.363,43.1,35.3,1.043,1.137,0.689,0.686,477.5,5.9,21,51,0,22,36,0,54,22,0,0,18,4,1,3,18,11,1
6.0,7.42,42.9,44.6,1.0,1.126,0.671,0.639,415.54,8.9,16,56,0,19,34,0,59,24,0,1,15,8,2,0,25,7,0
5.0,8.286,37.1,43.5,1.011,1.131,0.682,0.644,513.71,11.3,20,62,0,22,40,0,67,23,0,0,13,10,2,0,27,12,2
5.004,7.85,42.0,42.0,1.01,1.137,0.67,0.649,392.48,12.0,16,50,0,18,33,0,54,21,0,0,16,5,2,1,21,8,0
5.1,6.817,36.5,50.0,0.996,1.141,0.637,0.598,354.51,11.5,16,52,0,16,28,0,54,19,0,0,11,8,0,0,26,7,0
5.0,7.777,44.2,41.9,1.006,1.124,0.681,0.656,334.41,9.3,17,43,0,18,28,0,46,19,0,0,15,4,1,0,18,6,0
5.2,8.48,50.0,35.3,1.008,1.114,0.721,0.703,288.33,11.8,16,34,0,19,25,0,37,17,0,0,17,0,3,0,12,5,0
5.886,7.117,39.3,48.2,1.003,1.138,0.643,0.611,398.53,7.1,11,56,0,14,31,0,58,22,0,0,14,8,3,1,27,7,0
