pXC50,nBO,nSK,SCBO,nCsp3,N.,nC,nCsp2,nH,Sv,Se,Sp,Si,nBT,nAT,nN,nHet,MW,RBN,nBM,nAB,Mi,nCsp,nCL,nX,nO,nF,RBF,C.
6.971,40,36,51.0,9,9.2,26,17,29,40.978,65.709,42.472,73.94,69,65,6,10,492.61,9,22,22,1.138,0,0,1,3,1,0.13,40.0
5.921,38,34,52.0,6,10.0,26,20,26,38.826,60.101,40.557,67.561,64,60,6,8,454.58,9,27,26,1.126,0,0,0,2,0,0.141,43.3
6.495,103,99,129.0,27,7.1,65,38,83,113.144,185.37,117.847,206.539,186,182,13,34,1430.82,27,38,24,1.135,0,0,0,18,0,0.145,35.7
7.658,44,39,58.5,7,9.1,29,22,27,43.451,66.825,44.711,74.525,71,66,6,10,526.62,7,28,27,1.129,0,0,1,3,1,0.099,43.9
5.0,33,29,45.5,1,8.9,22,21,16,31.391,45.691,31.955,50.113,49,45,4,7,384.42,4,24,23,1.114,0,0,0,3,0,0.082,48.9
5.945,44,41,61.5,6,8.5,32,24,30,46.594,71.196,48.534,79.6,74,71,6,9,546.68,11,27,23,1.121,2,0,0,3,0,0.149,45.1
5.0,41,38,56.5,5,7.7,29,22,27,42.761,65.538,44.222,72.896,68,65,5,9,509.61,8,26,23,1.121,2,0,0,4,0,0.118,44.6
6.198,32,30,42.5,5,9.3,22,17,24,34.83,54.229,36.904,60.904,56,54,5,8,470.41,9,19,17,1.128,0,0,1,2,0,0.161,40.7
7.148,51,45,64.0,16,10.2,34,18,43,53.578,87.592,56.904,99.962,94,88,9,11,609.86,10,26,26,1.136,0,0,0,2,0,0.106,38.6
7.137,25,23,35.5,0,11.1,17,17,13,25.46,36.382,26.637,40.12,38,36,4,6,369.24,4,19,17,1.114,0,0,1,1,0,0.105,47.2
8.301,40,36,51.5,8,7.8,27,19,28,41.4,64.418,43.387,72.046,68,64,5,9,506.05,8,23,23,1.126,0,1,1,3,0,0.118,42.2
6.851,52,47,71.0,6,5.1,36,30,32,53.245,79.883,55.705,88.263,84,79,4,11,671.24,13,36,34,1.117,0,1,2,4,1,0.155,45.6
6.863,46,43,56.0,16,5.8,32,16,43,51.405,86.261,54.222,97.637,89,86,5,11,593.8,14,16,12,1.135,0,0,0,6,0,0.157,37.2
5.0,27,25,34.5,5,11.9,16,11,17,27.879,42.996,28.983,47.705,44,42,5,9,382.28,4,13,11,1.136,0,2,2,2,0,0.091,38.1
6.833,51,44,64.0,16,10.6,34,18,41,52.336,84.381,55.688,96.337,92,85,9,10,591.84,8,26,26,1.133,0,0,0,1,0,0.087,40.0
6.886,47,42,61.0,9,7.2,30,19,27,46.686,70.334,48.426,77.515,74,69,5,12,608.14,7,24,22,1.123,2,1,2,4,1,0.095,43.5
5.575,49,43,65.0,10,8.0,33,21,32,49.308,75.156,51.944,83.936,81,75,6,10,592.78,7,28,26,1.119,2,0,0,3,0,0.086,44.0
5.801,51,45,65.0,14,11.8,33,19,40,52.546,84.927,55.387,96.63,91,85,10,12,608.83,6,27,26,1.137,0,0,0,2,0,0.066,38.8
7.268,66,59,86.0,13,8.7,43,30,45,67.015,105.116,69.859,117.811,111,104,9,16,822.04,11,37,34,1.133,0,0,2,4,2,0.099,41.3
6.347,46,41,60.0,9,8.8,29,18,27,45.353,69.229,46.813,76.654,73,68,6,12,574.69,7,24,22,1.127,2,0,1,4,1,0.096,42.6
7.398,47,42,61.0,9,7.2,30,19,27,46.686,70.334,48.426,77.515,74,69,5,12,608.14,7,24,22,1.123,2,1,2,4,1,0.095,43.5
6.921,47,42,61.0,9,7.2,30,19,27,46.686,70.334,48.426,77.515,74,69,5,12,608.14,7,24,22,1.123,2,1,2,4,1,0.095,43.5
5.0,48,43,61.5,12,5.2,32,20,34,50.216,77.578,53.387,86.282,82,77,4,11,641.67,7,22,17,1.121,0,2,2,4,0,0.085,41.6
7.071,51,45,69.0,8,9.9,30,20,26,48.749,72.851,50.159,79.867,77,71,7,15,647.77,6,30,26,1.125,2,0,1,5,1,0.078,42.3
6.745,47,41,62.5,9,10.3,29,18,27,45.936,68.683,48.313,76.108,74,68,7,12,585.77,6,27,25,1.119,2,0,0,3,0,0.081,42.6
4.8,13,12,19.0,0,15.8,8,8,7,12.833,19.4,12.994,21.535,20,19,3,4,161.18,1,11,10,1.133,0,0,0,1,0,0.05,42.1
7.495,46,41,60.0,9,7.4,30,19,27,45.971,69.007,47.972,76.306,73,68,5,11,592.14,7,24,22,1.122,2,1,2,3,1,0.096,44.1
5.8,26,23,34.0,4,14.3,15,11,12,23.891,36.465,23.648,40.587,38,35,5,8,319.32,3,16,16,1.16,0,0,3,0,3,0.079,42.9
6.585,49,43,65.5,8,8.5,32,22,28,47.969,71.716,49.875,79.315,77,71,6,11,592.73,6,29,27,1.117,2,0,0,4,0,0.078,45.1
6.18,49,43,63.0,13,11.3,32,19,37,49.997,79.941,52.62,90.716,86,80,9,11,579.78,6,27,26,1.134,0,0,0,2,0,0.07,40.0
4.0,32,30,42.0,5,9.3,22,17,24,34.632,54.323,36.409,61.006,56,54,5,8,425.96,8,19,18,1.13,0,1,1,2,0,0.143,40.7
6.921,49,43,66.5,8,8.7,29,19,26,47.532,70.313,49.864,76.949,75,69,6,14,634.82,6,29,25,1.115,2,0,0,5,0,0.08,42.0
6.678,49,43,65.0,9,8.3,32,21,29,48.165,72.785,50.12,80.86,78,72,6,11,596.74,6,28,26,1.123,2,0,1,3,1,0.077,44.4
4.444,40,36,53.0,6,3.1,29,23,28,41.465,64.327,43.182,71.441,68,64,2,7,484.59,9,24,22,1.116,0,0,0,5,0,0.132,45.3
8.0,44,40,60.0,5,7.7,28,23,25,44.631,66.2,46.858,72.811,69,65,5,12,598.17,11,30,28,1.12,0,1,2,3,1,0.159,43.1
7.222,45,40,59.0,8,9.2,28,18,25,44.27,66.156,45.972,72.843,70,65,6,12,577.11,6,24,22,1.121,2,1,1,4,0,0.086,43.1
6.678,46,40,59.0,12,12.0,30,18,35,46.756,74.73,49.404,85.092,81,75,9,10,537.74,6,26,26,1.135,0,0,0,1,0,0.074,40.0
7.06,45,40,59.0,9,7.2,30,19,29,45.475,69.498,47.631,77.232,74,69,5,10,555.71,7,24,22,1.119,2,0,0,4,0,0.095,43.5
7.222,44,39,58.0,9,7.4,30,19,29,44.76,68.171,47.176,76.022,73,68,5,9,539.71,6,24,22,1.118,2,0,0,3,0,0.082,44.1
6.371,39,35,51.0,7,12.9,25,18,27,39.537,62.49,41.052,70.688,66,62,8,10,474.6,8,23,22,1.14,0,0,1,1,1,0.121,40.3
6.658,44,39,58.0,8,9.2,28,18,26,43.915,65.582,46.307,72.61,70,65,6,11,558.74,6,24,22,1.117,2,0,0,3,0,0.086,43.1
8.097,47,41,61.5,8,5.5,34,26,32,47.605,72.76,50.046,81.434,79,73,4,7,544.7,9,29,29,1.116,0,0,0,3,0,0.114,46.6
7.2,36,33,46.0,6,10.3,23,17,25,37.368,58.752,38.87,65.714,61,58,6,10,468.99,7,19,18,1.133,0,1,1,3,0,0.115,39.7
5.222,40,36,50.5,11,10.4,26,15,31,41.924,67.363,44.188,76.379,71,67,7,10,512.09,8,18,15,1.14,0,1,2,1,1,0.113,38.8
5.0,33,29,44.0,5,11.8,22,17,22,33.53,50.756,35.773,57.231,55,51,6,7,402.57,4,22,22,1.122,0,0,0,0,0,0.073,43.1
5.86,33,31,43.5,7,7.3,21,14,24,35.423,56.022,37.205,62.392,57,55,4,10,467.01,11,19,17,1.134,0,1,2,3,1,0.193,38.2
6.833,41,38,56.5,7,5.9,27,20,30,43.882,68.683,46.489,76.278,71,68,4,11,554.75,13,27,23,1.122,0,0,0,5,0,0.183,39.7
5.0,35,31,48.5,2,14.0,22,20,19,34.213,50.418,35.711,56.109,54,50,7,9,429.55,6,27,27,1.122,0,0,0,1,0,0.111,44.0
5.815,37,34,47.0,7,8.3,24,17,26,38.588,60.862,40.08,67.84,63,60,5,10,484.0,10,19,18,1.131,0,1,1,4,0,0.159,40.0
6.11,35,32,48.0,1,9.6,24,23,20,35.578,52.556,36.887,58.176,55,52,5,8,445.94,7,25,24,1.119,0,1,1,2,0,0.127,46.2
4.0,39,36,52.0,4,8.1,27,23,26,40.874,62.534,42.625,69.631,65,62,5,9,504.03,10,25,24,1.123,0,1,1,3,0,0.154,43.5
5.0,35,31,47.0,5,9.3,24,19,23,35.278,54.116,36.79,60.647,58,54,5,7,413.52,5,23,22,1.123,0,0,0,2,0,0.086,44.4
5.022,33,30,45.0,4,9.4,23,19,23,34.278,53.116,35.79,59.647,56,53,5,7,401.51,7,23,22,1.125,0,0,0,2,0,0.125,43.4
7.796,41,37,55.0,5,8.6,26,19,21,40.39,59.356,41.688,65.06,62,58,5,11,538.04,7,24,22,1.122,2,1,2,3,1,0.113,44.8
6.432,45,40,58.5,9,9.2,27,16,25,43.985,66.483,45.426,73.053,70,65,6,13,581.1,6,23,21,1.124,2,1,1,5,0,0.086,41.5
7.398,43,39,57.0,7,7.8,28,19,25,43.444,65.123,45.21,71.891,68,64,5,11,566.1,8,24,22,1.123,2,1,2,3,1,0.118,43.8
5.0,33,29,46.5,1,12.8,22,21,18,32.476,46.989,34.25,52.401,51,47,6,7,398.53,5,27,27,1.115,0,0,0,0,0,0.098,46.8
5.0,27,24,38.0,1,12.8,18,17,15,26.928,39.003,28.483,43.488,42,39,5,6,333.45,4,22,22,1.115,0,0,0,0,0,0.095,46.2
5.796,31,27,44.0,1,11.9,20,19,15,29.643,42.331,30.938,46.697,46,42,5,7,373.47,4,26,26,1.112,0,0,0,1,0,0.087,47.6
5.0,31,27,44.0,1,11.9,20,19,15,29.643,42.331,30.938,46.697,46,42,5,7,373.47,4,26,26,1.112,0,0,0,1,0,0.087,47.6
5.0,37,34,47.0,8,9.5,25,17,29,39.707,63.192,41.938,71.335,66,63,6,9,481.05,9,19,18,1.132,0,1,1,2,0,0.136,39.7
5.0,27,24,38.0,1,10.0,19,18,16,27.434,39.785,29.239,44.404,43,40,4,5,332.46,4,22,22,1.11,0,0,0,0,0,0.093,47.5
5.959,29,26,41.0,1,9.5,20,19,16,29.148,42.113,30.693,46.614,45,42,4,6,360.47,4,23,22,1.11,0,0,0,1,0,0.089,47.6
5.0,43,39,56.0,7,11.8,27,20,29,43.494,69.029,44.722,77.522,72,68,8,12,532.64,8,24,22,1.14,0,0,1,3,1,0.111,39.7
7.699,43,39,57.0,7,7.8,28,19,25,43.444,65.123,45.21,71.891,68,64,5,11,566.1,8,24,22,1.123,2,1,2,3,1,0.118,43.8
7.45,43,39,57.0,7,7.8,28,19,25,43.444,65.123,45.21,71.891,68,64,5,11,566.1,7,24,22,1.123,2,1,2,3,1,0.103,43.8
5.0,68,61,88.0,14,8.3,44,30,47,69.256,109.327,72.075,122.435,115,108,9,17,852.07,12,37,34,1.134,0,0,2,5,2,0.104,40.7
7.461,43,39,57.0,7,7.8,28,19,25,43.444,65.123,45.21,71.891,68,64,5,11,566.1,7,24,22,1.123,2,1,2,3,1,0.103,43.8
7.699,42,38,56.0,6,8.2,27,19,23,41.917,62.24,43.449,68.475,65,61,5,11,552.07,7,24,22,1.123,2,1,2,3,1,0.108,44.3
6.886,43,39,57.0,7,7.8,28,19,25,43.444,65.123,45.21,71.891,68,64,5,11,566.1,8,24,22,1.123,2,1,2,3,1,0.118,43.8
6.658,43,39,57.0,7,7.8,28,19,25,43.444,65.123,45.21,71.891,68,64,5,11,566.1,7,24,22,1.123,2,1,2,3,1,0.103,43.8
5.8,21,19,27.5,2,7.4,12,10,8,19.505,28.556,19.216,30.569,29,27,2,7,282.67,1,12,11,1.132,0,1,2,3,1,0.034,44.4
4.0,37,34,50.0,2,7.4,25,23,20,37.182,55.178,38.034,60.642,57,54,4,9,478.94,9,25,24,1.123,0,1,2,3,1,0.158,46.3
4.0,37,34,50.0,2,8.9,25,23,22,37.82,56.767,39.102,62.801,59,56,5,9,475.97,8,25,24,1.121,0,1,1,3,0,0.136,44.6
5.244,40,37,51.0,7,10.8,25,18,28,41.631,66.065,43.091,73.837,68,65,7,12,526.05,10,20,18,1.136,0,1,1,4,0,0.147,38.5
7.097,40,36,51.5,7,11.3,25,18,26,40.39,62.854,41.875,70.212,66,62,7,11,508.03,9,23,23,1.132,0,1,1,3,0,0.136,40.3
5.0,29,25,42.0,0,10.8,19,19,12,27.567,37.094,29.364,40.494,41,37,4,6,360.49,3,26,26,1.094,0,0,0,0,0,0.073,51.4
6.947,35,31,48.5,1,6.5,23,22,15,34.052,46.807,35.892,50.734,50,46,3,8,468.0,6,27,27,1.103,0,1,2,1,1,0.12,50.0
6.914,37,33,50.5,2,6.0,24,22,17,35.821,51.269,36.915,55.648,54,50,3,9,481.96,7,27,27,1.113,0,1,2,3,1,0.13,48.0
7.167,40,36,55.5,3,9.1,26,22,19,39.149,56.145,40.472,61.436,59,55,5,10,520.02,9,28,27,1.117,1,1,2,2,1,0.153,47.3
6.5,35,31,48.5,1,8.5,23,22,16,33.886,47.833,35.25,52.313,51,47,4,8,450.95,6,27,27,1.113,0,1,2,1,1,0.118,48.9
7.119,39,35,52.5,4,8.6,26,22,23,39.488,58.585,41.54,65.057,62,58,5,9,508.06,8,27,27,1.122,0,1,2,1,1,0.129,44.8
7.167,39,35,52.5,4,8.6,26,22,23,39.488,58.585,41.54,65.057,62,58,5,9,508.06,9,27,27,1.122,0,1,2,1,1,0.145,44.8
5.0,30,26,43.0,0,10.8,19,19,11,28.395,37.418,30.222,40.438,41,37,4,7,394.93,3,26,26,1.093,0,1,1,0,0,0.073,51.4
5.0,30,26,43.0,0,10.8,19,19,11,27.95,37.607,29.301,40.834,41,37,4,7,378.48,3,26,26,1.104,0,0,1,0,1,0.073,51.4
7.509,43,39,58.5,5,6.3,27,22,24,43.797,64.174,46.5,70.232,67,63,4,12,603.21,11,29,27,1.115,0,1,2,3,1,0.164,42.9
5.8,36,33,47.5,4,4.0,22,18,17,34.695,52.407,34.597,56.72,53,50,2,11,478.48,7,22,21,1.134,0,0,3,5,3,0.132,44.0
5.0,37,34,47.0,6,10.5,22,16,23,36.827,58.712,37.097,65.113,60,57,6,12,470.51,7,19,18,1.142,0,0,1,5,1,0.117,38.6
5.0,33,29,46.0,2,10.9,21,19,17,31.885,46.542,33.154,51.322,50,46,5,8,403.5,5,26,26,1.116,0,0,0,2,0,0.1,45.7
5.0,31,27,44.0,1,14.6,19,18,14,29.138,41.549,30.182,45.78,45,41,6,8,374.46,4,26,26,1.117,0,0,0,1,0,0.089,46.3
6.657,43,39,58.5,5,7.8,27,22,25,43.631,65.2,45.858,71.811,68,64,5,12,586.16,11,29,27,1.122,0,1,2,3,1,0.162,42.2
6.836,39,35,52.5,4,7.0,26,22,22,39.181,57.811,40.989,63.768,61,57,4,9,509.04,8,27,27,1.119,0,1,2,2,1,0.131,45.6
6.524,43,39,58.5,5,6.3,27,22,24,43.797,64.174,46.5,70.232,67,63,4,12,603.21,11,29,27,1.115,0,1,2,3,1,0.164,42.9
6.693,35,31,48.5,1,8.5,23,22,16,33.886,47.833,35.25,52.313,51,47,4,8,450.95,6,27,27,1.113,0,1,2,1,1,0.118,48.9
6.602,44,39,57.5,7,7.6,29,22,27,44.256,66.68,46.517,74.096,71,66,5,10,564.13,8,27,27,1.123,0,1,2,2,1,0.113,43.9
6.609,39,35,52.5,4,8.6,26,22,23,39.488,58.585,41.54,65.057,62,58,5,9,508.06,8,27,27,1.122,0,1,2,1,1,0.129,44.8
7.149,43,39,58.5,5,6.3,27,22,24,43.325,64.425,45.307,70.522,67,63,4,12,587.14,11,29,27,1.119,0,1,2,4,1,0.164,42.9
7.066,43,39,58.5,5,6.3,27,22,24,43.325,64.425,45.307,70.522,67,63,4,12,587.14,11,29,27,1.119,0,1,2,4,1,0.164,42.9
7.721,40,36,55.0,3,8.5,27,24,23,39.707,59.771,40.699,66.066,63,59,5,9,481.55,10,29,28,1.12,0,0,0,4,0,0.159,45.8
6.018,25,22,31.0,4,0.0,16,12,14,23.976,37.149,24.057,40.163,39,36,0,6,302.3,0,12,12,1.116,0,0,0,6,0,0.0,44.4
5.0,34,31,47.0,4,13.0,21,17,23,34.981,54.512,36.688,61.149,57,54,7,10,437.58,5,24,22,1.132,0,0,0,2,0,0.088,38.9
8.398,36,32,50.0,2,7.7,25,23,20,35.444,52.458,36.477,57.943,56,52,4,7,424.49,7,28,28,1.114,0,0,0,3,0,0.125,48.1
6.149,35,31,48.5,1,6.5,23,22,15,33.579,47.058,34.699,51.024,50,46,3,8,451.93,6,27,27,1.109,0,1,2,2,1,0.12,50.0
6.955,39,35,52.5,4,8.6,26,22,23,39.488,58.585,41.54,65.057,62,58,5,9,508.06,9,27,27,1.122,0,1,2,1,1,0.145,44.8
8.222,43,39,58.5,5,6.3,27,22,24,43.325,64.425,45.307,70.522,67,63,4,12,587.14,11,29,27,1.119,0,1,2,4,1,0.164,42.9
7.022,43,39,58.5,5,6.3,27,22,24,43.797,64.174,46.5,70.232,67,63,4,12,603.21,11,29,27,1.115,0,1,2,3,1,0.164,42.9
6.815,43,39,58.5,5,7.8,27,22,25,43.631,65.2,45.858,71.811,68,64,5,12,586.16,11,29,27,1.122,0,1,2,3,1,0.162,42.2
5.8,32,29,43.5,2,7.0,20,18,14,30.518,44.76,30.716,48.759,46,43,3,9,417.44,5,22,21,1.134,0,0,3,2,3,0.109,46.5
5.8,31,28,42.5,2,14.0,18,16,15,30.679,43.833,32.449,48.059,46,43,6,10,430.98,6,22,21,1.118,0,1,1,1,0,0.13,41.9
5.8,29,26,37.5,5,13.0,18,13,20,29.718,46.2,31.466,52.026,49,46,6,8,368.51,4,17,17,1.131,0,0,0,1,0,0.082,39.1
6.699,32,29,45.5,0,15.9,17,17,15,30.776,45.382,31.744,49.617,47,44,7,12,429.53,5,24,21,1.128,0,0,0,3,0,0.106,38.6
4.796,26,25,36.0,1,5.6,17,15,11,25.498,38.025,24.756,41.135,37,36,2,8,348.3,3,15,12,1.143,1,0,3,3,3,0.081,47.2
5.9,41,37,55.0,3,7.0,27,24,20,39.897,58.505,40.489,63.851,61,57,4,10,518.96,6,26,24,1.12,0,1,2,4,1,0.098,47.4
7.644,38,35,51.5,5,8.1,27,22,27,40.046,62.211,41.767,69.687,65,62,5,8,469.59,9,25,23,1.124,0,0,0,3,0,0.138,43.5
9.0,36,33,47.5,6,10.3,24,18,25,37.653,58.425,39.415,65.505,61,58,6,9,465.0,9,23,23,1.129,0,1,1,2,0,0.148,41.4
5.8,37,34,49.0,11,7.7,27,15,31,40.385,64.65,42.836,73.308,68,65,5,7,457.63,7,19,16,1.128,1,0,0,2,0,0.103,41.5
5.8,38,35,51.0,9,9.5,26,16,28,40.068,63.312,41.773,71.185,66,63,6,9,472.6,7,20,16,1.13,1,0,0,3,0,0.106,41.3
5.0,25,22,36.0,0,8.8,18,18,12,24.082,34.236,24.762,37.911,37,34,3,4,289.33,2,22,22,1.115,0,0,1,0,1,0.054,52.9
4.772,22,20,30.0,3,2.7,18,15,17,23.951,36.498,25.551,41.029,39,37,1,2,263.36,2,14,12,1.109,0,0,0,1,0,0.051,48.6
7.886,41,37,56.0,4,8.1,28,24,25,41.234,62.654,42.46,69.481,66,62,5,9,495.58,11,29,28,1.121,0,0,0,4,0,0.167,45.2
5.77,38,34,51.5,3,5.6,26,23,20,37.492,54.891,38.546,60.013,58,54,3,8,473.94,5,25,23,1.111,0,1,1,4,0,0.086,48.1
4.602,36,33,46.0,9,3.2,26,17,30,38.992,63.211,40.943,70.856,66,63,2,7,450.58,8,18,16,1.125,0,0,0,5,0,0.121,41.3
4.432,39,35,52.0,5,3.3,28,23,26,39.938,61.443,41.421,68.026,65,61,2,7,470.56,8,24,22,1.115,0,0,0,5,0,0.123,45.9
5.114,37,32,52.0,3,9.8,24,21,19,35.411,51.425,36.915,56.737,56,51,5,8,441.55,5,27,24,1.112,0,0,0,2,0,0.089,47.1
9.0,45,40,63.0,5,8.8,30,25,28,45.255,68.389,47.421,76.105,73,68,6,10,552.71,10,34,32,1.119,0,0,0,3,0,0.137,44.1
5.523,37,33,47.5,9,6.7,25,16,27,37.935,60.505,39.461,67.944,64,60,4,8,450.56,8,21,21,1.132,0,0,1,3,1,0.125,41.7
5.8,23,21,32.0,0,11.8,16,16,13,23.103,34.338,23.767,38.409,36,34,4,5,280.33,4,18,18,1.13,0,0,1,0,1,0.111,47.1
6.409,44,40,59.5,8,8.5,29,21,31,45.692,71.669,47.881,80.275,75,71,6,11,562.73,13,29,27,1.131,0,0,1,3,1,0.173,40.8
5.0,34,31,43.5,11,12.1,21,8,27,35.562,58.531,37.017,66.268,61,58,7,10,425.55,5,16,15,1.143,2,0,0,3,0,0.082,36.2
7.553,35,32,41.0,14,7.7,23,9,33,38.341,65.189,40.506,74.142,68,65,5,9,443.61,5,9,6,1.141,0,0,0,4,0,0.074,35.4
7.056,41,37,56.0,6,6.8,26,18,22,41.083,60.214,43.091,65.897,63,59,4,11,557.11,6,25,22,1.117,2,1,2,3,1,0.095,44.1
7.42,40,36,54.0,6,6.9,27,19,22,40.181,58.811,41.989,64.768,62,58,4,9,521.05,5,24,22,1.117,2,1,2,2,1,0.081,46.6
6.79,35,33,41.0,15,7.1,24,9,37,40.395,69.956,43.029,79.972,72,70,5,9,459.66,10,9,6,1.142,0,0,0,4,0,0.139,34.3
7.268,37,33,50.0,5,7.5,25,18,20,36.939,53.6,38.773,59.143,57,53,4,8,479.01,5,23,22,1.116,2,1,2,1,1,0.088,47.2
5.479,22,21,28.0,1,0.0,13,12,6,22.555,28.898,23.625,29.574,28,27,0,8,406.89,2,12,12,1.095,0,6,6,2,0,0.071,48.1
6.712,36,33,42.0,15,7.4,24,9,35,39.868,68.072,42.267,77.557,71,68,5,9,457.64,5,9,6,1.141,0,0,0,4,0,0.07,35.3
7.886,37,33,50.0,5,7.5,25,18,20,36.939,53.6,38.773,59.143,57,53,4,8,479.01,5,23,22,1.116,2,1,2,1,1,0.088,47.2
6.991,37,34,43.0,16,7.0,25,9,37,41.395,70.956,44.029,80.972,74,71,5,9,471.67,5,9,6,1.14,0,0,0,4,0,0.068,35.2
6.328,26,24,31.0,10,6.1,18,8,25,29.003,49.007,30.756,55.69,51,49,3,6,331.46,3,8,6,1.137,0,0,0,3,0,0.059,36.7
7.745,36,33,42.0,16,5.8,25,9,36,40.374,68.854,43.023,78.474,72,69,4,8,456.65,5,9,6,1.137,0,0,0,4,0,0.069,36.2
6.77,36,33,42.0,16,5.8,25,9,36,40.374,68.854,43.023,78.474,72,69,4,8,456.65,5,9,6,1.137,0,0,0,4,0,0.069,36.2
6.682,36,33,42.0,15,6.0,24,9,34,39.562,67.298,41.716,76.268,70,67,4,9,458.62,5,9,6,1.138,0,0,0,5,0,0.071,35.8
7.174,39,36,45.0,20,3.8,29,9,43,45.459,78.287,49.063,89.637,82,79,3,7,497.75,6,9,6,1.135,0,0,0,4,0,0.073,36.7
7.222,36,33,42.0,16,5.8,25,9,36,40.374,68.854,43.023,78.474,72,69,4,8,456.65,5,9,6,1.137,0,0,0,4,0,0.069,36.2
6.646,36,33,42.0,15,6.0,24,9,34,39.562,67.298,41.716,76.268,70,67,4,9,458.62,5,9,6,1.138,0,0,0,5,0,0.071,35.8
5.8,26,23,36.5,0,9.7,15,15,8,24.293,32.084,25.972,34.009,34,31,3,8,437.23,3,21,21,1.097,0,0,1,3,0,0.088,48.4
7.009,40,36,53.0,7,6.7,27,18,24,40.708,60.694,42.75,67.183,64,60,4,9,523.07,7,23,22,1.12,2,1,2,2,1,0.109,45.0
7.0,37,34,43.0,16,7.0,25,9,37,41.395,70.956,44.029,80.972,74,71,5,9,471.67,5,9,6,1.14,0,0,0,4,0,0.068,35.2
7.824,33,30,45.0,3,15.7,21,18,21,33.242,51.512,34.313,58.233,54,51,8,9,404.5,6,23,22,1.142,0,0,1,0,1,0.111,41.2
6.442,32,29,44.0,2,16.7,20,18,19,31.715,48.629,32.552,54.817,51,48,8,9,390.47,6,23,22,1.142,0,0,1,0,1,0.118,41.7
6.921,41,37,55.0,6,6.8,27,19,22,40.896,60.138,42.443,65.977,63,59,4,10,537.05,6,24,22,1.118,2,1,2,3,1,0.095,45.8
7.959,38,34,51.0,5,7.4,25,18,20,37.654,54.927,39.227,60.353,58,54,4,9,495.01,5,23,22,1.118,2,1,2,2,1,0.086,46.3
6.588,36,33,48.0,3,15.7,21,18,18,34.392,53.05,34.125,59.252,54,51,8,12,458.47,7,23,22,1.162,0,0,4,0,4,0.13,41.2
5.0,38,34,51.0,6,6.5,28,22,28,39.837,61.665,42.069,69.394,66,62,4,6,452.6,6,24,22,1.119,0,0,0,2,0,0.091,45.2
7.081,37,33,49.0,5,14.3,23,18,23,36.484,56.723,37.529,63.857,60,56,8,10,446.54,6,23,22,1.14,0,0,1,1,1,0.1,41.1
6.293,38,34,50.0,6,15.0,24,18,26,38.317,60.381,39.841,68.561,64,60,9,10,459.59,6,23,22,1.143,0,0,1,0,1,0.094,40.0
7.699,47,42,61.0,9,8.6,30,19,28,46.992,71.109,48.978,78.804,75,70,6,12,607.16,7,24,22,1.126,2,1,2,3,1,0.093,42.9
7.456,50,44,66.0,9,9.9,31,20,27,48.043,72.516,49.301,80.283,77,71,7,13,615.72,6,28,26,1.131,2,0,2,3,2,0.078,43.7
7.398,42,38,57.0,6,6.7,26,18,22,41.798,61.542,43.546,67.107,64,60,4,12,573.11,7,25,22,1.118,2,1,2,4,1,0.109,43.3
7.222,48,42,64.0,9,8.3,32,21,30,47.781,72.272,50.182,80.52,78,72,6,10,578.75,6,28,26,1.118,2,0,0,3,0,0.077,44.4
7.046,42,38,56.0,7,6.5,28,19,24,42.423,63.022,44.205,69.392,66,62,4,10,551.08,8,24,22,1.119,2,1,2,3,1,0.121,45.2
6.328,27,25,38.0,1,12.8,18,16,14,27.283,39.578,28.148,43.721,41,39,5,7,351.82,5,19,18,1.121,1,1,1,1,0,0.122,46.2
6.87,43,39,57.0,7,6.3,28,19,24,43.137,64.349,44.659,70.602,67,63,4,11,567.08,9,24,22,1.121,2,1,2,4,1,0.134,44.4
6.097,46,41,60.0,8,7.6,29,19,25,45.631,67.2,47.858,73.811,71,66,5,12,610.18,6,24,22,1.118,2,1,2,3,1,0.085,43.9
7.06,43,39,58.0,7,7.8,27,18,25,43.631,65.2,45.858,71.811,68,64,5,12,586.16,8,25,22,1.122,2,1,2,3,1,0.118,42.2
4.301,44,40,58.0,8,6.8,31,23,33,46.341,73.189,48.506,82.142,77,73,5,9,539.69,8,25,22,1.125,0,0,0,4,0,0.104,42.5
6.886,50,44,66.0,10,9.5,32,20,30,49.186,74.887,51.125,83.358,80,74,7,12,611.76,6,28,26,1.126,2,0,1,3,1,0.075,43.2
6.77,22,20,30.5,1,12.1,15,14,13,22.745,33.054,24.182,36.911,35,33,4,5,329.22,3,17,17,1.119,0,0,1,0,0,0.086,45.5
5.796,51,45,65.0,14,10.7,33,19,39,52.239,84.152,54.836,95.341,90,84,9,12,609.81,8,27,26,1.135,0,0,0,3,0,0.089,39.3
7.495,47,43,63.0,8,7.1,29,19,27,47.588,71.738,49.529,78.645,74,70,5,14,644.2,10,26,22,1.123,2,1,2,5,1,0.135,41.4
7.523,46,41,60.0,9,8.8,29,18,27,45.797,69.04,47.733,76.259,73,68,6,12,591.14,7,24,22,1.121,2,1,1,4,0,0.096,42.6
5.8,18,16,25.5,2,15.4,11,9,10,17.853,26.134,18.955,29.159,28,26,4,5,230.32,0,15,15,1.121,0,0,0,0,0,0.0,42.3
6.745,51,45,67.5,8,8.5,32,22,26,49.18,72.552,50.671,79.598,77,71,6,13,645.16,6,29,27,1.121,2,1,2,4,1,0.078,45.1
