pXC50,nC,nBM,nAB,RBN,nO,Sv,Sp,nBO,Se,nH,Si,nAT,nBT,RBF,MW
6.62,16,11,11,3,0,21.763,23.858,19,35.054,19,40.235,36,38,0.079,225.36
7.172,25,13,12,5,0,34.418,37.671,31,55.574,30,63.809,57,61,0.082,358.57
9.033,22,7,6,5,0,31.945,35.432,27,54.458,32,63.225,56,59,0.085,324.56
6.495,11,6,6,3,0,16.73,18.341,14,28.389,16,32.903,29,30,0.1,176.29
7.456,16,6,6,3,0,23.343,26.143,18,40.705,25,47.481,42,43,0.07,231.42
6.495,12,6,6,3,0,18.257,20.103,15,31.272,18,36.318,32,33,0.091,190.32
7.68,28,13,12,7,2,40.955,44.626,35,68.763,38,78.889,70,73,0.096,434.68
6.495,12,6,6,3,0,18.257,20.103,15,31.272,18,36.318,32,33,0.091,190.32
6.678,16,11,11,4,1,23.499,25.319,21,38.483,20,43.943,39,41,0.098,256.38
6.469,15,10,10,3,0,21.784,23.864,19,36.156,20,41.733,37,39,0.077,228.37
6.796,13,6,6,4,0,19.784,21.864,16,34.156,20,39.733,35,36,0.111,204.35
6.638,15,6,6,4,0,22.838,25.387,18,39.923,24,46.564,41,42,0.095,232.41
6.469,14,6,6,4,0,21.311,23.625,17,37.04,22,43.149,38,39,0.103,218.38
6.469,11,5,5,3,0,17.423,19.745,14,29.247,17,33.74,30,31,0.097,195.36
6.495,14,6,6,4,0,21.311,23.625,17,37.04,22,43.149,38,39,0.103,218.38
7.398,19,12,12,6,1,26.531,28.836,23,43.149,23,49.275,44,46,0.13,281.43
6.495,12,6,6,3,0,18.257,20.103,15,31.272,18,36.318,32,33,0.091,190.32
7.921,14,6,6,4,1,21.004,23.074,17,36.265,21,41.86,37,38,0.105,219.36
6.469,14,10,10,3,0,20.257,22.103,18,33.272,18,38.318,34,36,0.083,214.34
8.06,26,13,12,7,3,38.616,41.557,34,64.323,34,73.268,65,68,0.103,422.62
6.495,9,5,5,3,0,15.391,17.228,13,25.582,14,29.408,26,27,0.111,182.32
6.638,15,6,6,3,0,21.816,24.381,17,37.821,23,44.066,39,40,0.075,217.39
7.143,16,6,6,3,0,23.343,26.143,18,40.705,25,47.481,42,43,0.07,231.42
6.77,14,6,6,4,1,21.004,23.074,17,36.265,21,41.86,37,38,0.105,219.36
6.432,13,6,6,4,1,19.477,21.313,16,33.382,19,38.445,34,35,0.114,205.33
6.495,11,6,6,3,0,16.73,18.341,14,28.389,16,32.903,29,30,0.1,176.29
6.495,12,6,6,3,0,18.257,20.103,15,31.272,18,36.318,32,33,0.091,190.32
6.469,15,10,10,3,0,21.784,23.864,19,36.156,20,41.733,37,39,0.077,228.37
6.469,12,6,6,3,1,17.951,19.551,15,30.498,17,35.029,31,32,0.094,191.3
6.469,12,8,6,4,2,19.16,20.25,17,32.043,16,36.322,32,33,0.121,220.3
8.639,24,13,12,6,0,33.418,36.671,29,54.574,30,62.809,56,59,0.102,346.56
7.48,24,13,12,7,3,35.562,38.034,32,58.556,30,66.438,59,62,0.113,394.56
6.87,23,13,12,8,3,34.562,37.035,30,57.556,30,65.438,58,60,0.133,382.55
7.181,16,12,11,8,2,25.235,26.779,22,41.912,21,47.651,42,43,0.186,287.4
8.0,15,12,11,8,2,23.708,25.017,21,39.029,19,44.235,39,40,0.2,273.37
7.99,26,13,12,7,2,37.901,41.103,33,62.996,34,72.059,64,67,0.104,406.62
9.034,14,6,5,4,0,20.784,22.864,17,35.156,20,40.733,36,37,0.108,216.36
7.61,13,12,11,6,2,21.038,21.432,20,33.774,14,37.745,33,34,0.176,263.3
8.29,26,13,12,7,2,37.901,41.103,33,62.996,34,72.059,64,67,0.104,406.62
6.2,15,11,11,8,0,22.805,24.87,19,38.258,21,44.232,39,40,0.2,243.39
7.15,26,13,12,7,3,38.616,41.557,34,64.323,34,73.268,65,68,0.103,422.62
7.222,14,11,10,9,0,26.551,28.779,23,44.858,23,51.73,45,46,0.196,321.51
7.89,24,13,12,9,2,35.374,38.341,30,59.112,32,67.643,60,62,0.145,380.58
8.178,14,16,16,5,1,22.262,23.142,22,33.476,13,37.223,33,35,0.143,288.76
7.569,10,6,5,3,0,15.204,16.58,12,25.505,14,29.488,26,26,0.115,162.26
6.0,14,12,11,7,1,22.488,23.807,20,36.92,18,42.109,37,38,0.184,258.36
8.05,24,13,12,9,3,36.089,38.796,31,60.44,32,68.853,61,63,0.143,396.58
6.8,13,5,5,6,1,22.047,24.086,18,39.469,23,45.856,40,41,0.146,237.39
7.877,14,12,11,7,2,23.009,24.114,21,36.469,16,40.764,36,37,0.189,293.78
7.9,14,12,11,7,2,22.477,24.909,20,34.113,15,38.042,34,35,0.2,370.21
6.284,14,12,11,7,2,23.203,24.262,21,38.247,18,43.318,38,39,0.179,274.36
7.893,14,14,11,8,4,24.106,24.409,23,39.018,16,43.322,38,39,0.205,304.34
7.723,13,12,11,6,2,21.68,22.847,20,33.491,14,37.247,33,34,0.176,324.2
7.745,12,11,10,7,2,20.842,22.142,19,33.338,15,37.325,33,34,0.206,265.37
6.6,6,5,5,3,1,11.886,12.517,10,21.167,11,24.365,21,21,0.143,141.2
9.4,16,6,5,5,0,24.859,27.393,21,43.025,25,50.062,44,46,0.109,259.44
7.67,27,13,12,8,2,40.449,43.87,35,67.981,37,77.972,69,72,0.111,435.67
9.823,14,6,5,3,0,20.784,22.864,17,35.156,20,40.733,36,37,0.081,216.36
8.38,28,13,12,7,2,40.955,44.626,35,68.763,38,78.889,70,73,0.096,434.68
8.14,25,13,12,9,2,36.901,40.103,31,61.996,34,71.059,63,65,0.138,394.61
7.679,13,14,11,7,4,22.579,22.648,22,36.134,14,39.907,35,36,0.194,290.31
8.78,26,13,12,7,3,38.616,41.557,34,64.323,34,73.268,65,68,0.103,422.62
7.022,15,12,11,7,2,23.708,25.017,21,39.029,19,44.235,39,40,0.175,273.37
6.5,13,11,11,6,1,20.467,21.801,18,33.818,17,38.611,34,35,0.171,231.33
9.097,13,6,5,4,0,19.784,21.864,15,34.156,20,39.733,35,35,0.114,204.35
8.99,27,13,12,7,2,39.428,42.864,34,65.879,36,75.474,67,70,0.1,420.65
7.55,26,13,12,10,2,39.449,42.87,33,66.981,37,76.972,68,70,0.143,423.66
8.2,13,11,11,6,1,20.762,23.455,18,31.785,15,35.833,32,33,0.182,342.2
6.75,24,13,12,7,3,35.562,38.034,32,58.556,30,66.438,59,62,0.113,394.56
8.04,26,13,12,9,2,38.428,41.864,32,64.879,36,74.474,66,68,0.132,408.64
7.24,26,13,12,7,3,38.616,41.557,34,64.323,34,73.268,65,68,0.103,422.62
7.37,24,13,12,9,3,36.089,38.796,31,60.44,32,68.853,61,63,0.143,396.58
7.54,24,13,12,8,3,36.089,38.796,31,60.44,32,68.853,61,63,0.127,396.58
7.6,13,12,11,6,2,21.971,24.154,20,33.331,14,37.126,33,34,0.176,371.2
6.95,25,13,12,7,3,37.089,39.796,33,61.44,32,69.853,62,65,0.108,408.59
7.86,26,13,12,9,2,38.428,41.864,32,64.879,36,74.474,66,68,0.132,408.64
8.69,26,13,12,9,2,38.428,41.864,32,64.879,36,74.474,66,68,0.132,408.64
6.32,25,13,12,8,2,36.901,40.103,31,61.996,34,71.059,63,65,0.123,394.61
6.39,23,13,12,10,2,34.374,37.341,28,58.112,32,66.643,59,60,0.167,368.57
7.409,15,8,6,8,3,24.455,25.989,21,42.022,22,47.777,42,43,0.186,278.39
7.7,17,16,16,6,1,23.972,25.557,22,37.6,18,42.528,38,40,0.15,266.37
8.2,25,14,12,11,3,38.111,40.802,33,63.541,33,72.351,64,66,0.167,423.61
8.4,22,8,6,10,3,35.111,37.802,30,60.541,33,69.351,61,63,0.159,387.58
7.41,20,11,11,6,0,29.913,32.915,25,50.792,29,58.893,52,54,0.111,311.52
6.77,25,8,6,13,3,40.218,43.847,32,71.076,41,82.012,72,73,0.178,431.69
7.53,24,13,11,11,3,38.104,41.301,33,61.84,31,69.717,62,64,0.172,463.09
7.377,15,12,11,6,0,21.257,23.103,18,34.272,18,39.318,35,36,0.167,226.35
8.14,26,15,12,11,5,39.519,41.705,35,65.094,32,73.272,65,67,0.164,452.6
7.996,7,5,5,2,0,12.171,13.063,11,20.84,11,24.156,21,22,0.091,137.21
7.189,7,5,5,2,0,12.171,13.063,11,20.84,11,24.156,21,22,0.091,137.21
8.07,24,8,6,11,4,38.879,41.779,33,67.636,37,77.391,68,70,0.157,431.64
5.86,6,5,5,1,0,10.645,11.301,10,17.956,9,20.741,18,19,0.053,123.18
7.12,23,8,6,10,3,36.637,39.563,31,63.425,35,72.766,64,66,0.152,401.61
7.24,23,8,6,11,4,36.858,39.773,30,64.534,36,73.893,65,66,0.167,404.61
8.5,22,8,6,11,3,34.616,37.557,28,60.323,34,69.268,61,62,0.177,374.58
7.44,26,14,12,11,3,38.616,41.557,33,64.323,34,73.268,65,67,0.164,422.62
7.587,13,11,11,5,0,18.73,20.341,16,30.389,16,34.903,31,32,0.156,200.31
9.5,16,7,6,3,2,26.589,28.398,24,44.12,22,50.01,44,46,0.065,323.86
8.676,20,8,6,8,3,32.057,34.279,28,54.774,29,62.521,55,57,0.14,359.52
7.646,7,5,5,2,0,12.171,13.063,11,20.84,11,24.156,21,22,0.091,137.21
6.0,19,11,11,1,0,27.859,30.393,25,46.025,25,53.062,47,50,0.02,295.47
7.57,19,7,6,10,2,29.848,32.58,24,52.229,30,60.228,53,54,0.185,318.51
7.56,25,14,12,9,3,37.584,40.04,34,61.658,31,69.936,62,65,0.138,421.59
8.755,21,8,6,9,3,33.584,36.04,29,57.658,31,65.936,58,60,0.15,373.55
8.67,23,8,6,11,3,35.616,38.557,30,61.323,34,70.268,62,64,0.172,386.59
7.056,15,11,11,7,0,21.784,23.864,18,36.156,20,41.733,37,38,0.184,228.37
7.77,24,8,6,12,3,38.691,42.086,31,68.192,39,78.597,69,70,0.171,417.66
6.45,19,6,6,5,0,29.439,32.677,24,51.676,31,60.308,53,55,0.091,301.53
6.79,26,8,6,10,3,40.691,44.086,35,70.192,39,80.597,71,74,0.135,441.68
7.74,21,11,11,4,0,30.913,33.915,27,51.792,29,59.893,53,56,0.071,323.53
7.6,23,14,12,9,4,35.517,36.603,33,58.025,26,64.911,57,59,0.153,432.51
8.44,20,8,6,10,4,32.277,34.489,27,55.883,30,63.647,56,57,0.175,362.52
6.21,23,12,11,3,1,32.606,35.364,29,53.018,28,60.604,54,57,0.053,348.53
8.06,23,8,6,10,3,36.637,39.563,31,63.425,35,72.766,64,66,0.152,401.61
8.602,7,5,5,2,0,12.171,13.063,11,20.84,11,24.156,21,22,0.091,137.21
8.88,21,8,6,8,3,33.057,35.279,30,55.774,29,63.521,56,59,0.136,371.53
7.29,27,12,11,8,2,41.471,44.876,37,70.083,38,80.47,71,75,0.107,450.69
7.41,21,9,6,9,4,33.277,35.489,28,56.883,30,64.647,57,58,0.155,374.53
8.0,27,14,12,12,3,40.143,43.319,34,67.207,36,76.683,68,70,0.171,436.65
7.52,26,14,12,10,4,39.825,42.256,36,65.869,33,74.561,66,69,0.145,451.62
6.301,13,12,11,4,0,18.204,19.58,16,28.505,14,32.488,29,30,0.133,198.29
9.237,16,11,11,7,2,24.214,25.773,22,39.811,20,45.152,40,42,0.167,272.38
8.638,14,12,11,5,1,19.918,21.034,18,30.833,14,34.697,31,32,0.156,226.3
7.01,29,9,6,15,5,47.228,51.04,38,83.381,47,95.676,84,85,0.176,517.79
7.959,14,5,5,7,1,22.552,24.841,18,40.251,24,46.773,41,42,0.167,236.4
7.79,15,17,16,6,1,24.643,25.938,24,37.331,15,41.697,37,39,0.154,313.42
7.252,10,5,5,7,1,16.972,18.557,13,30.6,18,35.528,31,31,0.226,182.3
7.45,14,16,16,5,0,22.734,24.335,22,33.225,13,36.933,33,35,0.143,304.83
6.301,14,14,11,8,4,23.084,23.404,22,36.916,15,40.824,36,37,0.216,289.32
7.149,26,9,6,12,5,41.594,44.233,37,70.963,37,80.6,71,74,0.162,471.66
6.231,23,9,6,12,6,38.782,40.926,33,67.407,35,76.395,67,68,0.176,449.61
6.95,22,13,12,8,3,34.061,36.625,30,54.901,27,61.864,55,57,0.14,447.41
7.01,22,15,12,9,5,34.96,36.426,32,57.545,27,64.524,57,59,0.153,413.52
6.463,25,14,12,8,3,36.036,38.273,34,57.672,28,65.022,58,62,0.129,404.55
6.9,20,13,12,6,2,28.74,30.534,26,45.694,22,51.567,46,48,0.125,322.44
7.87,22,13,12,7,1,32.101,34.608,28,52.236,27,59.687,53,55,0.127,349.52
5.764,15,7,6,6,2,23.74,25.534,20,40.694,22,46.567,41,42,0.143,262.39
6.045,23,9,6,11,5,38.067,40.472,32,66.08,35,75.185,66,67,0.164,433.61
7.55,23,14,12,8,3,34.53,36.517,31,55.891,27,63.106,56,58,0.138,393.53
6.588,25,14,12,8,3,36.419,38.211,35,58.185,27,65.362,58,62,0.129,422.54
7.854,13,11,11,5,1,20.595,20.608,20,33.254,13,37.132,32,33,0.152,270.28
8.523,23,15,12,10,4,36.765,39.233,34,58.4,27,65.096,58,61,0.164,463.04
8.301,23,15,12,10,4,36.963,39.728,34,58.305,27,64.993,58,61,0.164,507.49
9.512,14,12,11,6,2,22.565,23.193,21,36.658,16,41.16,36,37,0.162,277.33
5.661,27,10,6,11,7,44.023,46.142,40,74.618,37,84.019,74,77,0.143,515.67
8.076,13,11,11,5,1,20.595,20.608,20,33.254,13,37.132,32,33,0.152,270.28
6.936,14,11,11,5,1,23.272,22.182,24,37.676,12,41.566,35,36,0.139,338.28
9.016,14,11,11,7,2,22.708,24.017,20,38.029,19,43.235,38,39,0.179,261.36
8.0,21,14,11,10,4,35.453,37.625,33,58.396,28,65.733,58,61,0.164,432.6
6.695,20,14,12,8,3,31.498,33.0,29,51.225,24,57.773,51,53,0.151,368.48
7.58,22,13,12,6,1,31.079,33.603,27,50.134,26,57.188,51,53,0.113,334.5
5.0,11,12,12,4,0,17.193,18.068,16,26.942,12,30.654,27,28,0.143,200.27
7.301,26,19,17,10,3,39.739,42.171,38,62.069,28,69.524,62,66,0.152,476.65
8.01,22,13,12,6,1,31.079,33.603,27,50.134,26,57.188,51,53,0.113,334.5
6.699,9,11,11,4,0,15.687,16.313,15,25.16,11,28.737,25,26,0.154,189.25
6.585,18,12,11,8,2,28.289,30.302,24,47.68,25,54.481,48,49,0.163,315.46
7.62,21,18,17,9,2,30.762,32.54,28,48.796,23,55.066,49,51,0.176,349.47
7.276,10,14,11,5,3,18.832,18.676,19,30.142,11,33.365,29,30,0.167,249.26
9.319,13,12,11,6,2,21.676,22.5,20,35.363,16,39.903,35,36,0.167,260.33
6.699,10,11,11,4,0,16.193,17.068,15,25.942,12,29.654,26,27,0.148,188.26
7.893,14,12,11,7,2,22.181,23.256,20,36.145,17,40.82,36,37,0.189,259.34
9.379,13,12,11,6,2,20.655,21.495,19,33.262,15,37.405,33,34,0.176,245.31
8.812,15,12,11,6,2,23.708,25.017,21,39.029,19,44.235,39,40,0.15,273.37
6.62,10,13,11,5,2,18.117,18.222,18,28.814,11,32.156,28,29,0.172,233.26
7.42,13,11,11,5,0,21.067,21.801,20,33.003,13,36.842,32,33,0.152,286.35
6.398,8,10,10,4,0,14.853,15.955,14,23.134,10,26.159,23,24,0.167,194.29
7.26,14,12,11,6,1,20.94,22.04,19,32.934,15,37.196,33,34,0.176,241.32
6.219,8,5,5,5,1,13.918,15.034,11,24.833,14,28.697,25,25,0.2,154.24
7.798,13,5,5,10,1,21.552,23.841,16,39.251,24,45.773,40,40,0.25,224.39
6.301,12,5,5,5,1,19.499,21.319,16,34.483,20,39.943,35,36,0.139,208.34
7.877,12,5,5,9,1,20.026,22.08,15,36.367,22,42.358,37,37,0.243,210.36
6.73,10,11,11,4,0,17.214,18.074,16,28.043,13,32.152,28,29,0.138,203.28
6.301,11,11,11,4,1,18.047,18.989,17,26.596,10,29.17,26,27,0.148,257.13
5.0,20,16,15,2,1,28.52,30.324,28,44.585,21,50.441,45,49,0.041,319.44
7.538,15,11,11,6,1,22.499,24.319,19,37.483,20,42.943,38,39,0.154,244.37
6.863,15,16,16,4,1,20.918,22.034,20,31.833,14,35.697,32,34,0.118,238.31
6.387,27,22,21,10,2,39.747,41.767,38,63.061,29,71.149,63,67,0.149,460.6
7.347,16,11,11,5,1,23.499,25.319,21,38.483,20,43.943,39,41,0.122,256.38
6.301,11,11,11,4,1,18.308,16.96,20,28.512,7,30.981,26,27,0.148,278.2
7.959,12,11,11,5,1,18.302,18.972,17,29.345,13,33.037,29,30,0.167,220.27
6.471,17,12,11,5,2,26.235,27.779,24,42.912,21,48.651,43,45,0.111,299.41
8.432,14,12,11,6,2,21.16,22.25,19,34.043,16,38.322,34,35,0.171,244.32
7.097,13,11,11,5,1,19.445,20.796,17,31.716,16,36.112,32,33,0.152,216.31
8.229,20,18,17,8,2,28.214,29.773,26,43.811,20,49.152,44,46,0.174,320.42
7.959,14,6,5,8,2,23.235,24.779,21,39.912,21,45.651,40,42,0.19,263.38
7.456,11,13,11,5,3,18.316,18.426,18,28.822,11,31.784,28,29,0.172,233.25
8.585,33,19,17,12,4,52.38,55.256,48,87.221,43,99.056,87,91,0.132,606.82
8.161,26,17,16,6,4,38.277,40.489,36,61.883,30,69.647,62,66,0.091,434.58
8.284,32,19,17,11,4,50.659,53.347,47,82.559,39,93.086,82,86,0.128,612.21
7.374,10,6,5,7,2,18.181,19.256,15,32.145,17,36.82,32,32,0.219,211.3
8.292,13,6,5,9,2,22.762,24.54,18,40.796,23,47.066,41,41,0.22,253.39
7.723,15,6,5,11,2,25.815,28.063,20,46.563,27,53.896,47,47,0.234,281.45
8.824,31,19,17,11,4,48.688,50.665,46,79.865,37,90.067,79,83,0.133,581.73
8.161,31,19,17,10,4,48.305,50.728,45,79.352,38,89.727,79,83,0.12,563.74
8.0,27,17,16,5,3,39.089,41.796,36,63.44,32,71.853,64,68,0.074,432.61
8.296,15,6,5,12,2,25.815,28.063,20,46.563,27,53.896,47,47,0.255,281.45
8.745,31,19,17,11,4,49.96,52.444,47,80.0,36,89.615,79,83,0.133,632.62
8.553,31,19,17,11,4,49.133,51.586,46,79.676,37,89.671,79,83,0.133,598.18
8.377,29,19,17,10,5,45.966,47.659,44,74.912,34,84.106,74,78,0.128,551.68
8.699,27,13,11,10,4,44.305,46.728,40,75.352,38,85.727,75,78,0.128,515.7
8.377,29,24,22,10,4,45.385,47.33,44,70.894,30,78.986,70,74,0.135,563.71
8.886,31,19,17,11,5,49.02,51.182,46,80.679,38,90.937,80,84,0.131,579.74
8.77,28,23,21,10,6,44.627,45.591,44,71.472,30,79.485,70,74,0.135,551.63
8.824,32,20,17,11,4,49.8,51.972,47,80.57,37,90.81,80,84,0.131,588.75
8.097,28,13,11,11,4,45.832,48.489,41,78.236,40,89.142,78,81,0.136,529.73
8.585,32,26,23,10,4,48.219,49.688,47,74.92,31,83.565,74,78,0.128,582.69
9.081,30,18,16,11,5,48.02,50.182,45,79.679,38,89.937,79,83,0.133,567.73
8.77,29,25,23,10,4,45.714,46.932,45,72.138,30,80.648,71,75,0.133,559.66
7.359,23,17,16,4,1,31.552,33.841,29,49.251,24,55.773,50,53,0.075,344.49
8.959,33,19,17,12,5,52.073,54.705,48,86.447,42,97.767,86,90,0.133,607.8
7.093,10,6,5,6,2,18.181,19.256,15,32.145,17,36.82,32,32,0.188,211.3
7.824,13,6,5,9,2,22.762,24.54,18,40.796,23,47.066,41,41,0.22,253.39
7.588,26,17,16,5,3,38.584,41.04,36,62.658,31,70.936,63,67,0.075,433.6
8.553,31,19,17,11,4,49.133,51.586,46,79.676,37,89.671,79,83,0.133,598.18
8.77,30,19,17,11,4,47.8,49.972,45,78.57,37,88.81,78,82,0.134,564.73
7.62,32,19,17,12,5,51.697,52.756,50,85.101,37,95.371,83,87,0.138,647.74
8.0,32,19,17,11,4,50.982,52.302,49,83.774,37,94.162,82,86,0.128,631.74
8.602,33,19,17,13,6,52.788,55.16,49,87.774,42,98.976,87,91,0.143,623.8
8.886,29,13,11,11,4,47.359,50.251,42,81.119,42,92.558,81,84,0.131,543.76
8.921,32,19,17,11,4,50.215,52.427,47,82.748,39,93.482,82,86,0.128,595.76
8.523,22,17,16,4,1,30.026,32.08,28,46.367,22,52.358,47,50,0.08,330.46
8.161,29,24,22,10,5,45.934,47.142,45,73.247,31,81.774,72,76,0.132,562.66
8.31,31,13,11,12,4,50.412,53.773,44,86.887,46,99.388,87,90,0.133,571.82
8.215,30,13,11,13,4,48.885,52.012,43,84.003,44,95.973,84,87,0.149,557.79
8.086,30,19,17,11,5,48.514,50.427,46,79.898,37,90.02,79,83,0.133,580.73
8.721,32,19,17,12,5,50.547,52.944,47,83.563,40,94.352,83,87,0.138,593.77
8.62,32,19,17,11,4,49.832,52.489,46,82.236,40,93.142,82,86,0.128,577.77
6.5,15,18,16,6,3,25.578,26.602,25,39.767,16,44.033,39,41,0.146,332.42
8.301,28,23,21,10,6,44.627,45.591,44,71.472,30,79.485,70,74,0.135,551.63
8.745,16,6,5,3,0,23.311,25.625,20,39.04,22,45.149,40,42,0.071,242.4
6.6,14,16,16,5,1,22.262,23.142,22,33.476,13,37.223,33,35,0.143,288.76
7.7,14,16,16,5,1,22.262,23.142,22,33.476,13,37.223,33,35,0.143,288.76
7.6,13,16,16,4,1,20.735,21.381,21,30.593,11,33.807,30,32,0.125,274.73
8.276,14,6,5,3,0,20.784,22.864,17,35.156,20,40.733,36,37,0.081,216.36
7.0,14,16,16,5,0,22.734,24.335,22,33.225,13,36.933,33,35,0.143,304.83
8.636,22,16,16,5,2,30.773,33.052,28,49.36,25,55.9,50,53,0.094,335.48
8.69,24,16,16,5,2,33.826,36.574,30,55.127,29,62.73,56,59,0.085,363.54
9.15,25,14,11,10,5,39.013,40.949,36,64.312,31,72.355,64,67,0.149,453.59
9.041,22,17,16,4,1,30.026,32.08,28,46.367,22,52.358,47,50,0.08,330.46
9.112,22,17,16,5,2,31.073,33.148,29,47.8,22,53.428,48,51,0.098,367.9
9.282,22,17,16,5,2,30.246,32.29,28,47.476,23,53.484,48,51,0.098,333.46
8.801,20,16,16,6,1,30.896,32.949,29,48.894,23,55.299,49,52,0.115,370.92
8.396,20,16,16,6,1,31.094,33.444,29,48.8,23,55.196,49,52,0.115,415.37
8.6,21,16,16,6,1,31.595,33.853,29,51.454,26,58.77,52,55,0.109,350.51
8.717,22,17,16,6,1,32.068,34.091,30,50.571,24,57.355,51,54,0.111,360.5
9.959,13,12,11,5,1,20.106,21.682,18,30.909,14,34.617,31,32,0.156,246.36
10.099,14,6,5,3,0,20.784,22.864,17,35.156,20,40.733,36,37,0.081,216.36
8.761,23,17,16,5,2,31.773,34.052,29,50.36,25,56.9,51,54,0.093,347.49
7.444,15,12,11,7,2,22.687,24.012,20,36.927,18,41.737,37,38,0.184,258.35
9.142,25,17,16,6,2,34.299,36.813,32,54.243,27,61.315,55,59,0.102,373.53
8.102,13,11,11,6,2,20.16,21.25,18,33.043,16,37.322,33,34,0.176,232.31
9.097,20,16,16,6,1,30.068,32.091,28,48.571,24,55.355,49,52,0.115,336.48
9.06,21,18,16,6,3,31.477,32.995,30,50.123,23,56.275,50,53,0.113,365.47
8.485,20,16,16,6,1,30.068,32.091,28,48.571,24,55.355,49,52,0.115,336.48
9.194,19,6,6,6,1,29.133,32.126,24,50.901,30,59.019,52,54,0.111,302.51
8.4,26,12,12,7,0,36.998,40.955,31,62.225,36,72.055,64,67,0.104,376.64
5.48,24,12,12,13,0,34.998,38.955,27,60.225,36,70.055,62,63,0.206,352.62
8.921,24,12,12,5,0,33.945,37.432,29,56.458,32,65.225,58,61,0.082,348.58
8.627,24,17,16,7,2,35.471,36.631,34,56.883,25,63.832,56,59,0.119,430.51
6.604,15,6,6,8,1,26.13,29.307,20,43.592,24,49.872,44,44,0.182,408.21
7.347,17,6,6,7,1,26.606,29.364,21,47.018,28,54.604,48,49,0.143,276.47
7.301,17,6,6,7,1,26.606,29.364,21,47.018,28,54.604,48,49,0.143,276.47
7.37,24,18,17,5,1,32.552,34.841,30,50.251,24,56.773,51,54,0.093,356.5
9.036,24,21,21,4,0,34.902,37.404,33,55.229,27,63.059,56,60,0.067,385.56
7.96,24,18,17,5,1,32.552,34.841,30,50.251,24,56.773,51,54,0.093,356.5
8.295,25,22,22,5,0,35.902,38.404,34,56.229,27,64.059,57,61,0.082,397.57
7.0,25,18,17,5,0,34.386,37.154,31,53.909,27,61.477,55,58,0.086,369.55
7.51,23,18,17,4,1,31.026,33.08,29,47.367,22,53.358,48,51,0.078,342.47
7.557,24,18,17,5,0,32.364,35.148,28,50.807,26,57.979,52,54,0.093,342.52
7.52,24,18,17,6,0,32.364,35.148,28,50.807,26,57.979,52,54,0.111,342.52
8.909,24,18,17,4,0,31.838,34.387,29,48.923,24,55.564,50,53,0.075,340.5
7.59,23,18,17,6,0,30.838,33.387,27,47.923,24,54.564,49,51,0.118,328.49
10.104,24,7,6,5,0,34.472,38.194,30,58.341,34,67.64,60,64,0.078,350.6
7.208,17,11,11,4,1,25.026,27.08,22,41.367,22,47.358,42,44,0.091,270.41
7.387,16,10,10,4,1,24.026,26.08,21,40.367,22,46.358,41,43,0.093,258.4
8.557,26,13,12,6,0,36.711,39.307,34,59.483,30,67.904,60,64,0.094,408.58
9.798,27,13,12,7,1,38.186,41.648,34,62.669,34,71.849,64,68,0.103,402.63
6.98,17,11,11,3,0,23.289,25.62,20,37.938,21,43.65,39,41,0.073,239.39
6.357,17,11,11,4,1,25.026,27.08,22,41.367,22,47.358,42,44,0.091,270.41
9.95,23,7,6,6,0,32.945,36.432,29,55.458,32,64.225,57,61,0.098,336.57
7.367,15,6,6,4,0,22.838,25.387,18,39.923,24,46.564,41,42,0.095,232.41
6.854,11,5,5,3,0,17.423,19.745,14,29.247,17,33.74,30,31,0.097,195.36
6.161,25,14,11,6,0,36.429,39.165,33,58.112,29,66.474,59,62,0.097,399.59
7.432,14,6,6,3,0,20.289,22.62,16,34.938,21,40.65,36,37,0.081,203.36
6.444,15,10,10,4,1,22.499,24.319,20,37.483,20,42.943,38,40,0.1,244.37
6.444,16,10,10,4,1,24.026,26.08,21,40.367,22,46.358,41,43,0.093,258.4
8.31,20,3,0,6,0,32.977,35.932,28,57.098,32,66.387,58,60,0.1,356.58
6.959,14,6,6,4,1,21.004,23.074,17,36.265,21,41.86,37,38,0.105,219.36
7.201,14,6,6,4,1,21.004,23.074,17,36.265,21,41.86,37,38,0.105,219.36
7.234,27,13,12,6,0,38.493,42.199,34,63.443,35,73.138,65,69,0.087,401.65
6.62,13,6,6,3,1,19.477,21.313,16,33.382,19,38.445,34,35,0.086,205.33
6.469,10,5,5,3,0,15.896,17.983,13,26.363,15,30.325,27,28,0.107,181.33
6.481,13,6,6,4,1,19.477,21.313,16,33.382,19,38.445,34,35,0.114,205.33
6.62,14,6,6,4,1,21.004,23.074,17,36.265,21,41.86,37,38,0.105,219.36
6.495,12,6,6,3,0,18.257,20.103,15,31.272,18,36.318,32,33,0.091,190.32
6.495,11,6,6,3,0,16.73,18.341,14,28.389,16,32.903,29,30,0.1,176.29
6.796,10,5,5,3,0,16.918,18.989,14,28.465,16,32.823,29,30,0.1,196.35
6.824,14,6,6,4,0,21.311,23.625,17,37.04,22,43.149,38,39,0.103,218.38
6.658,13,6,6,3,1,19.477,21.313,16,33.382,19,38.445,34,35,0.086,205.33
10.163,23,7,6,6,0,32.945,36.432,29,55.458,32,64.225,57,61,0.098,336.57
9.123,26,13,12,6,0,35.945,39.432,32,58.458,32,67.225,60,64,0.094,372.6
9.389,24,7,6,5,0,34.472,38.194,30,58.341,34,67.64,60,64,0.078,350.6
6.171,9,6,5,6,1,15.413,16.279,13,26.051,13,29.78,26,26,0.231,179.25
