pXC50,Sv,MW,Sp,nAT,Se,nBT,Si,nBO,nSK,SCBO,nH,nC,RBN,nN,AMW,C.,H.,Me,Mi,Mp,Mv,N.,nAB,nB,nBM,nBR
5.0,19.503,265.32,20.074,29,29.898,30,32.704,19,18,26.0,11,11,3,3,9.149,37.9,37.9,1.031,1.128,0.692,0.673,10.3,10,0,12,0
5.0,28.398,338.42,29.506,44,44.316,47,49.864,28,25,37.0,19,19,3,4,7.691,43.2,43.2,1.007,1.133,0.671,0.645,9.1,16,0,17,0
5.0,27.467,315.4,28.801,41,40.818,44,45.611,27,24,37.5,17,20,3,3,7.693,48.8,41.5,0.996,1.112,0.702,0.67,7.3,17,0,19,0
5.0,25.391,312.36,25.955,39,39.691,42,44.113,26,23,34.5,16,16,2,4,8.009,41.0,41.0,1.018,1.131,0.666,0.651,10.3,15,0,16,0
5.2,35.352,476.34,36.222,48,49.113,52,53.29,37,33,52.5,15,24,2,5,9.924,50.0,31.3,1.023,1.11,0.755,0.737,10.4,21,0,25,0
5.0,35.546,441.95,37.068,55,55.658,58,61.844,34,31,43.5,24,23,7,3,8.035,41.8,43.6,1.012,1.124,0.674,0.646,5.5,17,0,18,0
5.0,33.949,405.56,36.188,52,51.872,55,57.986,32,29,43.5,23,23,5,3,7.799,44.2,44.2,0.998,1.115,0.696,0.653,5.8,21,0,22,0
5.0,24.863,316.42,26.148,38,38.44,40,42.823,24,22,34.0,16,15,4,4,8.327,39.5,42.1,1.012,1.127,0.688,0.654,10.5,16,0,18,0
6.5,43.218,482.69,46.148,70,69.309,75,79.012,41,36,52.0,34,29,5,6,6.896,41.4,48.6,0.99,1.129,0.659,0.617,8.6,22,0,22,0
5.0,31.659,411.42,31.625,46,47.56,49,52.626,33,30,45.0,16,21,3,5,8.944,45.7,34.8,1.034,1.144,0.688,0.688,10.9,22,0,23,0
5.0,28.676,344.4,29.5,42,42.363,45,46.903,29,26,41.0,16,20,4,4,8.2,47.6,38.1,1.009,1.117,0.702,0.683,9.5,22,0,23,0
5.0,29.181,343.41,30.256,43,43.145,46,47.82,29,26,41.0,17,21,4,3,7.986,48.8,39.5,1.003,1.112,0.704,0.679,7.0,22,0,23,0
5.0,34.082,433.59,36.313,49,49.182,53,54.075,34,30,49.0,19,23,3,3,8.849,46.9,38.8,1.004,1.104,0.741,0.696,6.1,26,0,28,0
5.8,26.622,327.85,28.216,41,41.018,44,46.342,26,23,34.0,18,17,3,5,7.996,41.5,43.9,1.0,1.13,0.688,0.649,12.2,16,0,16,0
5.0,26.181,307.38,27.256,40,40.145,43,44.82,26,23,35.0,17,18,2,3,7.684,45.0,42.5,1.004,1.121,0.681,0.655,7.5,16,0,17,0
5.0,31.939,389.45,32.722,48,48.676,51,54.026,32,29,44.0,19,21,6,5,8.114,43.8,39.6,1.014,1.126,0.682,0.665,10.4,22,0,23,0
5.8,27.143,363.27,28.523,40,40.567,42,44.997,26,24,35.0,16,17,5,4,9.082,42.5,40.0,1.014,1.125,0.713,0.679,10.0,16,0,17,0
5.7,33.713,427.47,34.148,51,52.327,54,58.457,34,31,45.0,20,22,6,5,8.382,43.1,39.2,1.026,1.146,0.67,0.661,9.8,22,0,22,0
5.0,30.299,356.48,31.796,50,50.218,51,57.145,27,26,35.0,24,18,9,6,7.13,36.0,48.0,1.004,1.143,0.636,0.606,12.0,12,0,14,0
5.0,23.954,319.84,25.546,35,35.334,37,39.06,23,21,31.5,14,15,4,3,9.138,42.9,40.0,1.01,1.116,0.73,0.684,8.6,15,0,16,0
5.0,22.94,265.34,24.04,35,34.934,37,39.196,22,20,30.5,15,16,4,3,7.581,45.7,42.9,0.998,1.12,0.687,0.655,8.6,17,0,17,0
5.0,29.214,332.43,30.773,45,44.811,47,50.152,27,25,37.0,20,21,6,2,7.387,46.7,44.4,0.996,1.114,0.684,0.649,4.4,18,0,19,0
5.0,31.297,396.44,31.694,47,48.149,51,53.785,33,29,43.5,18,20,3,6,8.435,42.6,38.3,1.024,1.144,0.674,0.666,12.8,21,0,21,0
5.0,31.703,447.45,31.449,44,46.265,47,50.471,34,31,46.0,13,20,3,5,10.169,45.5,29.5,1.051,1.147,0.715,0.721,11.4,22,0,23,0
5.0,16.378,305.59,17.608,21,21.811,22,23.157,16,15,22.0,6,9,1,2,14.552,42.9,28.6,1.039,1.103,0.838,0.78,9.5,10,0,11,1
5.0,27.767,347.82,28.898,39,39.258,42,43.14,28,25,40.0,14,20,3,3,8.918,51.3,35.9,1.007,1.106,0.741,0.712,7.7,22,0,23,0
5.0,30.986,409.45,31.506,44,45.32,47,48.953,32,29,44.0,15,20,5,3,9.306,45.5,34.1,1.03,1.113,0.716,0.704,6.8,10,0,16,0
5.0,33.697,407.46,34.506,48,48.465,52,53.402,35,31,50.5,17,24,2,5,8.489,50.0,35.4,1.01,1.113,0.719,0.702,10.4,21,0,25,0
5.0,32.423,385.45,33.472,48,48.356,51,53.445,32,29,44.0,19,23,8,3,8.03,47.9,39.6,1.007,1.113,0.697,0.675,6.3,18,0,21,0
5.0,26.972,302.4,28.557,41,40.6,43,45.528,25,23,35.0,18,20,4,2,7.376,48.8,43.9,0.99,1.11,0.697,0.658,4.9,18,0,19,0
5.0,31.026,342.47,33.08,48,47.367,51,53.358,29,26,39.0,22,23,4,2,7.135,47.9,45.8,0.987,1.112,0.689,0.646,4.2,18,0,19,0
5.0,20.052,254.33,21.159,28,28.142,30,30.787,20,18,29.0,10,14,2,2,9.083,50.0,35.7,1.005,1.1,0.756,0.716,7.1,16,0,17,0
5.0,28.477,344.41,29.296,42,42.356,45,47.275,29,26,41.0,16,19,5,6,8.2,45.2,38.1,1.008,1.126,0.698,0.678,14.3,22,0,23,0
5.0,19.392,224.28,20.273,29,28.949,31,32.282,19,17,26.0,12,14,0,2,7.734,48.3,41.4,0.998,1.113,0.699,0.669,6.9,12,0,13,0
5.0,26.079,357.32,25.341,36,37.909,38,41.381,28,26,39.5,10,17,2,5,9.926,47.2,27.8,1.053,1.149,0.704,0.724,13.9,17,0,19,0
5.0,47.605,544.7,50.046,73,72.76,79,81.434,47,41,61.5,32,34,9,4,7.462,46.6,43.8,0.997,1.116,0.686,0.652,5.5,29,0,29,0
5.0,25.745,336.81,26.574,40,40.898,42,45.472,25,23,31.5,17,15,3,4,8.42,37.5,42.5,1.022,1.137,0.664,0.644,10.0,11,0,12,0
5.0,24.019,329.37,24.324,34,35.218,36,38.285,25,23,35.0,11,14,3,5,9.687,41.2,32.4,1.036,1.126,0.715,0.706,14.7,16,0,18,0
5.0,21.844,369.2,22.387,28,29.396,30,31.308,23,21,32.0,7,14,2,2,13.186,50.0,25.0,1.05,1.118,0.8,0.78,7.1,16,0,17,1
5.4,33.004,394.47,34.057,48,48.24,52,53.69,34,30,48.5,18,23,5,6,8.218,47.9,37.5,1.005,1.119,0.71,0.688,12.5,27,0,28,0
5.0,22.961,268.35,24.046,36,36.036,38,40.694,22,20,30.0,16,15,5,4,7.454,41.7,44.4,1.001,1.13,0.668,0.638,11.1,16,0,16,0
5.0,25.722,346.46,27.239,37,37.64,39,40.956,25,23,36.0,14,16,4,2,9.364,43.2,37.8,1.017,1.107,0.736,0.695,5.4,16,0,19,0
5.0,18.622,238.35,19.932,30,30.229,31,34.199,17,16,22.0,14,10,5,4,7.945,33.3,46.7,1.008,1.14,0.664,0.621,13.3,10,0,10,0
5.0,33.068,372.51,35.091,52,51.571,55,58.355,31,28,42.0,24,23,7,4,7.164,44.2,46.2,0.992,1.122,0.675,0.636,7.7,22,0,22,0
5.6,31.697,389.52,33.461,47,47.098,50,52.527,31,28,43.0,19,21,3,5,8.288,44.7,40.4,1.002,1.118,0.712,0.674,10.6,22,0,23,0
5.0,26.68,384.25,27.847,38,38.491,40,42.247,26,24,37.0,14,18,3,3,10.112,47.4,36.8,1.013,1.112,0.733,0.702,7.9,16,0,18,1
5.0,25.535,326.4,26.591,37,37.564,39,41.036,25,23,34.0,14,17,3,2,8.822,45.9,37.8,1.015,1.109,0.719,0.69,5.4,12,0,15,0
5.0,31.959,420.41,31.625,45,46.709,50,51.164,36,31,48.0,14,21,2,6,9.342,46.7,31.1,1.038,1.137,0.703,0.71,13.3,22,0,23,0
5.0,35.878,438.53,36.978,56,56.8,59,64.031,35,32,46.0,24,23,6,6,7.831,41.1,42.9,1.014,1.143,0.66,0.641,10.7,22,0,22,0
5.0,38.119,468.56,39.194,60,61.01,63,68.655,37,34,48.0,26,24,8,6,7.809,40.0,43.3,1.017,1.144,0.653,0.635,10.0,22,0,22,0
5.0,22.741,265.35,23.836,35,34.927,37,39.568,22,20,31.5,15,15,3,5,7.581,42.9,42.9,0.998,1.131,0.681,0.65,14.3,15,0,16,0
5.0,36.368,463.56,37.585,54,54.963,57,60.571,36,33,50.0,21,23,7,5,8.584,42.6,38.9,1.018,1.122,0.696,0.673,9.3,18,0,23,0
5.0,22.742,295.36,23.648,31,31.429,34,34.415,24,21,34.5,10,16,2,3,9.528,51.6,32.3,1.014,1.11,0.763,0.734,9.7,21,0,21,0
5.0,20.392,236.29,21.273,30,29.949,32,33.282,20,18,29.0,12,15,2,2,7.876,50.0,40.0,0.998,1.109,0.709,0.68,6.7,16,0,17,0
6.8,57.61,708.9,59.387,92,93.207,94,105.955,54,52,73.0,40,32,12,18,7.705,34.8,43.5,1.013,1.152,0.646,0.626,19.6,18,0,28,0
5.0,31.187,431.44,31.199,43,44.945,46,48.89,33,30,45.0,13,21,3,3,10.033,48.8,30.2,1.045,1.137,0.726,0.725,7.0,22,0,23,0
5.0,39.575,483.53,40.387,58,58.963,62,64.824,40,36,54.0,22,28,5,3,8.337,48.3,37.9,1.017,1.118,0.696,0.682,5.2,24,0,26,0
5.0,31.918,386.44,32.716,47,47.574,50,52.528,32,29,44.0,18,22,3,4,8.222,46.8,38.3,1.012,1.118,0.696,0.679,8.5,18,0,21,0
5.0,29.052,371.86,30.125,44,44.673,46,49.761,28,26,37.0,18,18,4,5,8.451,40.9,40.9,1.015,1.131,0.685,0.66,11.4,12,0,14,0
5.4,30.696,438.83,30.182,44,46.429,46,50.863,32,30,42.0,14,18,5,6,9.973,40.9,31.8,1.055,1.156,0.686,0.698,13.6,18,0,19,0
5.0,41.33,483.69,44.267,64,63.516,67,71.603,38,35,52.0,29,28,6,5,7.558,43.8,45.3,0.992,1.119,0.692,0.646,7.8,22,0,24,0
5.0,21.39,393.17,22.551,32,33.422,34,36.711,22,20,27.0,12,10,2,5,12.287,31.3,37.5,1.044,1.147,0.705,0.668,15.6,10,0,10,0
5.0,44.561,539.72,46.972,68,68.163,72,76.394,43,39,58.5,29,29,6,7,7.937,42.6,42.6,1.002,1.123,0.691,0.655,10.3,27,0,29,0
5.0,34.351,424.5,35.216,53,53.916,56,60.615,34,31,45.0,22,22,6,6,8.009,41.5,41.5,1.017,1.144,0.664,0.648,11.3,22,0,22,0
5.0,18.676,337.13,20.415,25,25.353,27,27.671,19,17,26.5,8,12,1,3,13.485,48.0,32.0,1.014,1.107,0.817,0.747,12.0,11,0,13,0
6.4,40.498,476.57,42.0,60,60.225,65,66.773,41,36,56.5,24,29,7,4,7.943,48.3,40.0,1.004,1.113,0.7,0.675,6.7,27,0,29,0
5.0,18.925,341.22,20.091,23,24.007,25,24.927,20,18,27.0,5,11,0,2,14.836,47.8,21.7,1.044,1.084,0.874,0.823,8.7,6,0,10,1
5.0,55.303,675.76,56.625,82,83.283,89,92.367,57,50,75.0,32,39,8,5,8.241,47.6,39.0,1.016,1.126,0.691,0.674,6.1,34,0,35,0
5.0,37.359,490.51,37.307,57,59.152,60,65.919,38,35,49.0,22,23,8,6,8.605,40.4,38.6,1.038,1.156,0.655,0.655,10.5,22,0,22,0
5.0,38.847,457.59,40.563,61,61.203,65,69.059,38,34,49.5,27,25,6,7,7.501,41.0,44.3,1.003,1.132,0.665,0.637,11.5,17,0,19,0
5.7,39.87,502.62,41.381,59,59.807,63,66.405,40,36,54.5,23,26,6,6,8.519,44.1,39.0,1.014,1.126,0.701,0.676,10.2,27,0,28,0
5.0,25.434,302.36,26.284,37,37.153,39,41.279,25,23,36.5,14,18,2,4,8.172,48.6,37.8,1.004,1.116,0.71,0.687,10.8,17,0,19,0
5.0,25.405,390.33,24.307,34,36.985,36,39.655,28,26,37.0,8,16,2,2,11.48,47.1,23.5,1.088,1.166,0.715,0.747,5.9,16,0,17,0
5.0,19.576,242.28,20.006,29,29.454,31,32.994,20,18,28.0,11,13,1,4,8.354,44.8,37.9,1.016,1.138,0.69,0.675,13.8,16,0,16,0
5.0,24.467,279.37,25.801,38,37.818,40,42.611,23,21,31.5,17,17,5,3,7.352,44.7,44.7,0.995,1.121,0.679,0.644,7.9,17,0,17,0
5.0,22.117,281.3,22.222,32,32.814,33,36.156,22,21,32.5,11,14,3,5,8.791,43.8,34.4,1.025,1.13,0.694,0.691,15.6,11,0,14,0
5.0,39.836,458.68,43.023,63,62.298,68,70.52,38,33,48.0,30,27,6,4,7.281,42.9,47.6,0.989,1.119,0.683,0.632,6.3,16,0,17,0
5.3,35.799,448.94,37.097,53,53.665,57,59.302,36,32,48.0,21,24,7,4,8.471,45.3,39.6,1.013,1.119,0.7,0.675,7.5,22,0,23,0
5.0,14.428,210.23,14.545,20,21.029,21,22.375,15,14,21.0,6,8,1,2,10.512,40.0,30.0,1.051,1.119,0.727,0.721,10.0,10,0,11,0
5.0,19.601,241.27,19.972,29,29.494,31,32.575,20,18,27.5,11,13,2,3,8.32,44.8,37.9,1.017,1.123,0.689,0.676,10.3,11,0,13,0
5.0,51.233,600.21,54.398,81,80.843,85,90.75,47,43,61.5,38,35,15,3,7.41,43.2,46.9,0.998,1.12,0.672,0.633,3.7,27,0,28,0
5.0,20.918,238.31,22.034,32,31.833,34,35.697,20,18,27.5,14,15,1,2,7.447,46.9,43.8,0.995,1.116,0.689,0.654,6.3,11,0,13,0
5.1,31.542,358.48,33.33,49,48.687,52,54.939,30,27,41.0,22,22,6,4,7.316,44.9,44.9,0.994,1.121,0.68,0.644,8.2,22,0,22,0
5.0,25.542,286.42,27.33,43,42.687,45,48.939,23,21,29.0,22,16,3,4,6.661,37.2,51.2,0.993,1.138,0.636,0.594,9.3,10,0,11,0
5.0,25.776,399.69,26.949,33,34.324,35,36.243,26,24,36.0,9,16,3,2,12.112,48.5,27.3,1.04,1.098,0.817,0.781,6.1,16,0,18,0
5.0,18.175,251.28,18.517,26,27.022,27,28.917,18,17,24.0,9,11,2,1,9.665,42.3,34.6,1.039,1.112,0.712,0.699,3.8,6,0,9,0
5.0,29.342,387.28,30.727,42,42.574,44,46.625,28,26,38.0,16,20,5,2,9.221,47.6,38.1,1.014,1.11,0.732,0.699,4.8,18,0,19,0
5.0,33.353,384.54,35.319,56,55.985,57,63.976,29,28,37.0,28,20,11,6,6.867,35.7,50.0,1.0,1.142,0.631,0.596,10.7,12,0,14,0
5.0,17.359,211.24,17.756,25,25.284,27,27.95,18,16,25.0,9,12,1,3,8.45,48.0,36.0,1.011,1.118,0.71,0.694,12.0,12,0,13,0
5.0,21.767,275.76,22.898,33,33.258,35,37.14,21,19,27.5,14,14,3,3,8.356,42.4,42.4,1.008,1.125,0.694,0.66,9.1,11,0,12,0
5.0,31.026,342.47,33.08,48,47.367,51,53.358,29,26,39.0,22,23,4,2,7.135,47.9,45.8,0.987,1.112,0.689,0.646,4.2,18,0,19,0
5.0,23.063,286.31,23.398,35,35.814,37,39.325,23,21,30.5,14,15,3,2,8.18,42.9,40.0,1.023,1.124,0.669,0.659,5.7,11,0,13,0
5.0,33.387,412.46,33.995,48,48.752,52,54.03,35,31,49.5,17,23,5,6,8.593,47.9,35.4,1.016,1.126,0.708,0.696,12.5,27,0,28,0
5.0,33.982,455.58,35.5,49,50.014,53,54.996,35,31,49.5,18,21,4,5,9.298,42.9,36.7,1.021,1.122,0.724,0.694,10.2,25,0,27,0
5.0,27.611,339.38,28.165,42,42.8,44,47.239,27,25,36.0,17,18,5,3,8.08,42.9,40.5,1.019,1.125,0.671,0.657,7.1,12,0,15,0
5.0,24.079,333.3,23.341,34,35.909,36,39.381,26,24,35.5,10,15,2,5,9.803,44.1,29.4,1.056,1.158,0.687,0.708,14.7,17,0,18,0
5.0,21.655,287.33,22.307,30,30.764,32,33.253,22,20,31.0,10,15,3,1,9.578,50.0,33.3,1.025,1.108,0.744,0.722,3.3,16,0,17,0
5.0,43.255,528.69,45.421,66,66.389,70,74.105,42,38,56.5,28,28,7,6,8.01,42.4,42.4,1.006,1.123,0.688,0.655,9.1,27,0,28,0
5.0,33.762,385.5,35.54,52,51.796,55,58.066,32,29,43.0,23,24,3,3,7.413,46.2,44.2,0.996,1.117,0.683,0.649,5.8,18,0,20,0
5.0,28.314,375.45,29.063,43,44.196,44,48.74,27,26,38.0,17,16,6,5,8.731,37.2,39.5,1.028,1.133,0.676,0.658,11.6,12,0,16,0
5.2,33.172,459.61,35.108,47,48.029,50,51.999,33,30,44.0,17,20,6,3,9.779,42.6,36.2,1.022,1.106,0.747,0.706,6.4,10,0,16,0
5.0,33.275,423.53,34.642,49,49.68,53,55.413,34,30,46.5,19,22,4,5,8.643,44.9,38.8,1.014,1.131,0.707,0.679,10.2,25,0,25,0
5.0,32.659,423.43,32.625,47,48.56,50,53.626,34,31,46.5,16,22,3,5,9.009,46.8,34.0,1.033,1.141,0.694,0.695,10.6,23,0,24,0
5.0,25.871,312.38,26.745,40,40.432,42,45.449,25,23,33.5,17,17,2,4,7.809,42.5,42.5,1.011,1.136,0.669,0.647,10.0,11,0,13,0
5.0,28.875,344.39,29.705,42,42.371,45,46.531,29,26,40.0,16,21,3,2,8.2,50.0,38.1,1.009,1.108,0.707,0.687,4.8,18,0,20,0
5.0,28.185,373.41,28.71,41,42.327,44,45.581,29,26,39.5,15,18,4,1,9.108,43.9,36.6,1.032,1.112,0.7,0.687,2.4,17,0,19,0
5.0,18.589,249.33,19.415,28,28.564,29,31.867,18,17,24.5,11,10,3,5,8.905,35.7,39.3,1.02,1.138,0.693,0.664,17.9,11,0,12,0
5.0,25.943,381.26,27.068,40,40.803,42,45.369,25,23,31.5,17,15,3,4,9.531,37.5,42.5,1.02,1.134,0.677,0.649,10.0,11,0,12,1
5.0,27.842,380.43,28.125,39,40.313,42,44.156,30,27,42.5,12,16,5,8,9.755,41.0,30.8,1.034,1.132,0.721,0.714,20.5,21,0,23,0
5.5,46.12,542.77,49.25,73,72.712,76,82.141,42,39,56.0,34,30,10,6,7.435,41.1,46.6,0.996,1.125,0.675,0.632,8.2,22,0,25,0
5.0,28.655,341.39,29.495,41,41.262,45,45.405,30,26,42.0,15,21,3,3,8.327,51.2,36.6,1.006,1.107,0.719,0.699,7.3,22,0,23,0
5.0,24.85,297.36,25.739,38,38.331,40,42.95,24,22,32.5,16,17,5,3,7.825,44.7,42.1,1.009,1.13,0.677,0.654,7.9,17,0,17,0
5.0,28.708,333.42,30.017,44,44.029,46,49.235,27,25,37.0,19,20,5,3,7.578,45.5,43.2,1.001,1.119,0.682,0.652,6.8,18,0,19,0
5.0,23.336,302.39,24.387,35,35.556,37,39.408,23,21,33.0,14,14,3,4,8.64,40.0,40.0,1.016,1.126,0.697,0.667,11.4,16,0,18,0
5.0,29.597,350.42,30.711,45,45.323,47,50.492,28,26,38.0,19,21,5,2,7.787,46.7,42.2,1.007,1.122,0.682,0.658,4.4,18,0,19,0
5.0,34.723,486.35,35.858,48,48.694,52,53.243,36,32,51.5,16,24,2,5,10.132,50.0,33.3,1.014,1.109,0.747,0.723,10.4,21,0,25,1
5.0,38.299,452.56,39.796,58,58.218,62,65.145,38,34,52.5,24,26,7,6,7.803,44.8,41.4,1.004,1.123,0.686,0.66,10.3,27,0,28,0
5.0,44.702,506.72,47.58,75,74.73,79,85.261,41,37,49.0,38,28,7,6,6.756,37.3,50.7,0.996,1.137,0.634,0.596,8.0,12,0,14,0
5.0,28.707,339.5,30.972,45,44.662,48,50.361,27,24,35.5,21,19,4,3,7.544,42.2,46.7,0.992,1.119,0.688,0.638,6.7,15,0,16,0
5.0,21.348,258.3,21.943,33,33.487,35,37.116,21,19,28.0,14,14,3,2,7.827,42.4,42.4,1.015,1.125,0.665,0.647,6.1,10,0,12,0
5.6,36.341,487.37,37.409,53,54.316,56,59.456,36,33,48.0,20,23,7,4,9.196,43.4,37.7,1.025,1.122,0.706,0.686,7.5,16,0,20,0
5.2,35.321,449.55,36.614,52,52.822,55,58.492,35,32,48.0,20,23,4,5,8.645,44.2,38.5,1.016,1.125,0.704,0.679,9.6,22,0,24,0
5.0,34.682,422.51,35.733,54,54.731,57,61.485,34,31,45.0,23,22,7,6,7.824,40.7,42.6,1.014,1.139,0.662,0.642,11.1,22,0,22,0
5.0,29.697,359.42,30.506,44,44.465,47,49.402,30,27,42.0,17,20,3,5,8.169,45.5,38.6,1.011,1.123,0.693,0.675,11.4,22,0,23,0
5.5,38.874,480.01,40.625,60,60.534,64,67.631,38,34,49.0,26,25,6,5,8.0,41.7,43.3,1.009,1.127,0.677,0.648,8.3,16,0,19,0
5.0,26.95,315.41,28.233,44,44.24,45,49.86,24,23,31.0,21,17,4,3,7.168,38.6,47.7,1.005,1.133,0.642,0.612,6.8,6,0,10,0
5.0,37.584,436.56,39.341,57,56.891,61,63.936,37,33,51.5,24,26,7,6,7.659,45.6,42.1,0.998,1.122,0.69,0.659,10.5,27,0,28,0
5.0,26.239,401.19,25.813,35,37.338,37,40.186,28,26,37.5,9,16,2,4,11.463,45.7,25.7,1.067,1.148,0.738,0.75,11.4,17,0,18,0
5.1,34.498,404.51,36.0,54,54.225,57,60.773,33,30,44.5,24,23,5,4,7.491,42.6,44.4,1.004,1.125,0.667,0.639,7.4,21,0,22,0
5.0,35.837,404.56,38.069,58,57.665,60,65.394,32,30,42.0,28,24,9,4,6.975,41.4,48.3,0.994,1.127,0.656,0.618,6.9,18,0,19,0
5.0,34.133,393.55,36.108,56,55.876,59,63.85,32,29,41.0,27,21,7,7,7.028,37.5,48.2,0.998,1.14,0.645,0.61,12.5,16,0,17,0
5.0,25.863,328.43,27.148,39,39.44,41,43.823,25,23,35.5,16,16,3,4,8.421,41.0,41.0,1.011,1.124,0.696,0.663,10.3,17,0,19,0
5.0,27.676,332.39,28.5,41,41.363,44,45.903,28,25,38.0,16,19,3,4,8.107,46.3,39.0,1.009,1.12,0.695,0.675,9.8,18,0,19,0
5.0,26.622,327.85,28.216,41,41.018,44,46.342,26,23,34.0,18,17,3,5,7.996,41.5,43.9,1.0,1.13,0.688,0.649,12.2,16,0,16,0
5.0,24.676,296.36,25.5,38,38.363,41,42.903,25,22,33.5,16,16,2,4,7.799,42.1,42.1,1.01,1.129,0.671,0.649,10.5,15,0,16,0
5.0,20.455,282.23,19.744,29,30.822,31,33.139,22,20,28.0,9,14,0,0,9.732,48.3,31.0,1.063,1.143,0.681,0.705,0.0,6,0,9,0
5.0,19.568,258.33,20.409,28,28.462,29,31.368,19,18,27.5,10,12,2,4,9.226,42.9,35.7,1.016,1.12,0.729,0.699,14.3,11,0,13,0
5.0,19.374,277.75,20.261,26,26.684,28,28.814,20,18,28.0,8,12,2,3,10.683,46.2,30.8,1.026,1.108,0.779,0.745,11.5,16,0,16,0
5.0,27.647,384.88,28.676,42,43.302,43,47.601,26,25,35.0,17,15,6,4,9.164,35.7,40.5,1.031,1.133,0.683,0.658,9.5,12,0,15,0
5.0,31.61,393.5,33.12,47,47.433,50,52.365,31,28,43.0,19,21,3,3,8.372,44.7,40.4,1.009,1.114,0.705,0.673,6.4,18,0,21,0
5.3,47.274,607.69,48.324,67,68.421,73,75.243,50,44,68.5,23,32,7,7,9.07,47.8,34.3,1.021,1.123,0.721,0.706,10.4,33,0,35,0
5.0,30.058,380.48,31.392,44,44.509,47,49.369,30,27,42.0,17,20,3,4,8.647,45.5,38.6,1.012,1.122,0.713,0.683,9.1,20,0,22,0
5.0,25.234,361.26,26.636,33,33.673,35,36.09,25,23,36.0,10,17,2,2,10.947,51.5,30.3,1.02,1.094,0.807,0.765,6.1,16,0,18,0
5.0,36.127,451.47,36.415,51,52.12,55,56.82,38,34,54.5,17,25,3,5,8.852,49.0,33.3,1.022,1.114,0.714,0.708,9.8,21,0,26,0
5.0,19.052,242.32,20.159,27,27.142,29,29.787,19,17,27.0,10,13,1,2,8.975,48.1,37.0,1.005,1.103,0.747,0.706,7.4,16,0,16,0
5.0,29.896,359.41,30.71,44,44.473,47,49.03,30,27,42.0,17,21,4,3,8.168,47.7,38.6,1.011,1.114,0.698,0.679,6.8,22,0,23,0
5.0,32.321,367.49,34.12,49,48.578,52,54.813,31,28,43.5,21,23,4,5,7.5,46.9,42.9,0.991,1.119,0.696,0.66,10.2,17,0,19,0
5.0,26.402,310.38,27.466,41,41.254,43,45.946,25,23,33.5,18,18,4,2,7.57,43.9,43.9,1.006,1.121,0.67,0.644,4.9,11,0,14,0
5.3,43.724,481.7,46.904,71,70.09,76,79.929,41,36,52.0,35,30,6,5,6.785,42.3,49.3,0.987,1.126,0.661,0.616,7.0,22,0,22,0
5.0,32.267,360.49,34.296,51,50.578,53,56.983,29,27,39.0,24,23,7,2,7.068,45.1,47.1,0.992,1.117,0.672,0.633,3.9,18,0,19,0
5.0,21.897,247.31,23.029,32,31.731,34,35.199,21,19,30.5,13,17,2,1,7.728,53.1,40.6,0.992,1.1,0.72,0.684,3.1,17,0,18,0
5.0,34.989,421.53,36.284,55,55.505,58,62.774,34,31,45.0,24,22,7,7,7.664,40.0,43.6,1.009,1.141,0.66,0.636,12.7,22,0,22,0
5.0,25.622,322.42,26.932,37,37.229,41,41.199,27,23,36.0,14,17,1,4,8.714,45.9,37.8,1.006,1.113,0.728,0.692,10.8,16,0,17,0
5.0,31.6,400.91,32.892,49,49.658,51,55.674,30,28,39.0,21,19,5,6,8.182,38.8,42.9,1.013,1.136,0.671,0.645,12.2,12,0,14,0
5.0,24.009,305.79,25.114,37,37.469,39,41.764,23,21,29.5,16,15,3,3,8.265,40.5,43.2,1.013,1.129,0.679,0.649,8.1,11,0,12,0
5.0,20.578,317.67,19.642,28,30.356,30,32.538,23,21,29.5,7,12,0,3,11.345,42.9,25.0,1.084,1.162,0.702,0.735,10.7,11,0,12,0
5.0,23.659,331.74,23.534,33,34.465,34,37.309,24,23,34.0,10,14,4,5,10.053,42.4,30.3,1.044,1.131,0.713,0.717,15.2,12,0,15,0
5.007,17.622,220.26,17.977,28,28.596,28,32.073,16,16,22.0,12,10,3,4,7.866,35.7,42.9,1.021,1.145,0.642,0.629,14.3,6,0,8,0
5.0,24.171,297.35,24.745,37,37.582,38,41.986,23,22,32.0,15,15,5,5,8.036,40.5,40.5,1.016,1.135,0.669,0.653,13.5,12,0,14,0
5.007,20.908,252.3,21.523,31,31.269,32,34.863,20,19,29.0,12,14,2,4,8.139,45.2,38.7,1.009,1.125,0.694,0.674,12.9,12,0,14,0
5.007,29.159,356.42,29.932,46,46.785,47,52.152,27,26,36.0,20,18,7,4,7.748,39.1,43.5,1.017,1.134,0.651,0.634,8.7,12,0,14,0
5.0,27.106,340.37,27.409,41,42.018,43,46.322,27,25,38.0,16,17,6,4,8.302,41.5,39.0,1.025,1.13,0.669,0.661,9.8,16,0,19,0
5.007,32.636,443.95,33.864,51,52.505,52,57.767,30,29,39.0,22,18,8,3,8.705,35.3,43.1,1.03,1.133,0.664,0.64,5.9,12,0,15,0
5.007,33.303,434.52,34.25,52,53.4,53,58.906,31,30,42.0,22,19,8,4,8.356,36.5,42.3,1.027,1.133,0.659,0.64,7.7,12,0,16,0
5.0,29.192,360.41,29.75,43,43.683,46,48.485,30,27,42.0,16,19,3,6,8.382,44.2,37.2,1.016,1.128,0.692,0.679,14.0,22,0,23,0
