pXC50,PDI,P_VSA_MR_6,P_VSA_MR_5,P_VSA_MR_3,SpDiam_EA.ed.,P_VSA_e_5,MATS2i,Eta_betaP_A,TPSA.Tot.,LOC,Eig01_AEA.ri.,SpMax_AEA.ri.,Eta_beta_A,ATSC8s,SM13_EA.ed.,ATSC8e,SM14_EA.ri.,SM15_EA.ri.,O.,ATSC1s,P_VSA_m_3,JGI2,ATSC4e,Mp,ATSC2e,ATSC4s,ATS3s,ATSC3e,GGI2,P_VSA_p_2,nO,ATSC7s,P_VSA_v_2,SAacc,DLS_06,SM07_EA.ri.,SM08_EA.ri.,SM09_EA.ri.,SM10_EA.ri.,SM11_EA.ri.,SM12_EA.ri.,SM13_EA.ri.,ATSC5s,DELS,Eig02_AEA.dm.,MCD,PCR,ATSC3s,Eig02_EA.ed.,SM11_AEA.dm.,ATSC7e,SpDiam_AEA.ri.,ARR,TPSA.NO.,Eig02_AEA.ed.,SpMax2_Bh.s.,ATSC1e,MATS7v,ATSC2s,SpMax1_Bh.s.,MATS7m,IC1,ALOGP,GNar,JGI6,X0A,AAC,IC0,Eig01_AEA.ed.,Eig01_EA,SM09_AEA.bo.,SpDiam_EA,SpMax_AEA.ed.,SpMax_EA,SaaNH,MAXDP,SpMax5_Bh.s.,SpMax3_Bh.s.,DLS_07,nHet,Eig01_AEA.dm.,SpMax_AEA.dm.,MAXDN,Eta_sh_y,GGI3,D.Dtr05,MATS4v,GATS8s,AECC,ALOGP2,AMR,AMW,ATS1e,ATS1i,ATS1m,ATS1p,ATS1s,ATS1v,ATS2e,ATS2i,ATS2m,ATS2p,ATS2s,ATS2v,ATS3e,ATS3i,ATS3m,ATS3p,ATS3v,ATS4e,ATS4i,ATS4m,ATS4p,ATS4s,ATS4v,ATS5e,ATS5i,ATS5m,ATS5p,ATS5s,ATS5v,ATS6e,ATS6i,ATS6m,ATS6p,ATS6s,ATS6v,ATS7e,ATS7i,ATS7m,ATS7p,ATS7s,ATS7v,ATS8e,ATS8i,ATS8m,ATS8p,ATS8s,ATS8v,ATSC1i,ATSC1m,ATSC1p,ATSC1v,ATSC2i,ATSC2m,ATSC2p,ATSC2v,ATSC3i,ATSC3m,ATSC3p,ATSC3v,ATSC4i,ATSC4m,ATSC4p,ATSC4v,ATSC5e,ATSC5i,ATSC5m,ATSC5p,ATSC5v,ATSC6e,ATSC6i,ATSC6m,ATSC6p,ATSC6s,ATSC6v,ATSC7i,ATSC7m,ATSC7p,ATSC7v,ATSC8i,ATSC8m,ATSC8p,ATSC8v,BAC,BBI,BIC0,BIC1,BIC2,BIC3,BIC4,BIC5,BID,BLI,BLTA96,BLTD48,BLTF96,C.,C.001,C.002,C.003,C.004,C.005,C.006,C.007,C.008,C.010,C.013,C.016,C.017,C.018,C.020,C.024,C.025,C.026,C.027,C.028,C.029,C.030,C.031,C.032,C.033,C.034,C.035,C.039,C.040,C.041,C.042,C.043,C.044,CATS2D_00_DD,CATS2D_00_DP,CATS2D_00_PP,CATS2D_01_AN,CATS2D_01_DA,CATS2D_01_DN,CATS2D_01_LL,CATS2D_01_NL,CATS2D_02_AA,CATS2D_02_AL,CATS2D_02_AP,CATS2D_02_DA,CATS2D_02_DD,CATS2D_02_DL,CATS2D_02_DP,CATS2D_02_LL,CATS2D_02_NL,CATS2D_02_PL,CATS2D_03_AA,CATS2D_03_AL,CATS2D_03_AP,CATS2D_03_DA,CATS2D_03_DD,CATS2D_03_DL,CATS2D_03_DP,CATS2D_03_LL,CATS2D_03_NL,CATS2D_03_PL,CATS2D_04_AA,CATS2D_04_AL,CATS2D_04_AP,CATS2D_04_DA,CATS2D_04_DD,CATS2D_04_DL,CATS2D_04_DN
7.796,0.884,3.186,46.504,85.367,18.036,128.05,-0.025,0.447,105.5,0.986,4.157,4.157,1.158,27.085,31.529,0.227,16.057,17.152,8.6,19.499,128.05,0.091,0.519,0.627,0.341,58.534,5.539,0.5,2.556,181.531,3,63.908,181.531,164.745,1.0,8.333,9.546,10.548,11.689,12.75,13.865,14.95,55.46,25.198,3.182,0.684,1.313,43.956,10.457,10.457,0.563,5.229,0.476,105.5,6.582,6.459,0.148,-0.012,35.815,6.475,-0.056,3.701,-0.878,2.081,0.016,0.706,1.707,1.707,6.717,3.202,3.202,5.202,6.717,3.202,2.597,3.635,4.474,6.452,1.0,7,3.432,3.432,1.669,0.395,1.944,36.5,-0.039,1.228,7.316,0.77,66.874,7.552,3.703,3.822,3.256,3.105,4.866,3.131,4.212,4.388,3.567,3.492,5.299,3.482,4.444,4.661,3.625,3.588,3.545,4.502,4.742,3.5,3.571,5.545,3.5,4.426,4.673,3.32,3.479,5.391,3.382,4.341,4.58,3.347,3.345,5.535,3.288,4.228,4.478,3.184,3.151,5.47,3.104,3.851,4.065,2.8,2.806,5.027,2.756,0.538,7.688,2.682,3.777,0.819,14.051,4.264,6.384,0.903,19.021,5.52,8.474,0.872,21.088,5.989,9.116,0.429,0.777,19.864,5.865,8.948,0.56,0.704,18.412,4.672,65.191,7.349,0.581,16.805,3.594,5.959,0.397,10.68,2.776,4.276,14,30,0.317,0.686,0.835,0.835,0.835,0.835,3.011,0.888,-0.51,-0.63,-0.78,34.3,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,1,0,0,4,0,2,0,0,0,0,2,0,0,1,0,2,0
9.627,0.88,3.186,48.181,85.367,19.99,128.05,0.196,0.447,105.5,0.986,4.412,4.412,1.158,62.707,33.327,0.539,17.17,18.361,8.6,19.358,128.05,0.08,0.977,0.627,0.359,107.076,5.549,0.304,2.333,181.531,3,17.065,181.531,164.745,1.0,8.869,10.109,11.236,12.437,13.603,14.796,15.978,33.751,25.254,3.233,0.684,1.314,38.091,10.779,10.779,0.159,5.484,0.476,105.5,6.686,6.466,0.148,-0.174,37.086,6.476,0.053,3.701,-1.186,2.069,0.023,0.708,1.707,1.707,7.264,3.435,3.435,5.435,7.264,3.435,2.602,3.611,4.475,6.443,1.0,7,3.556,3.556,1.653,0.279,2.194,39.56,0.21,1.458,8.053,1.406,67.257,7.552,3.703,3.822,3.256,3.105,4.87,3.131,4.212,4.39,3.582,3.517,5.292,3.51,4.437,4.619,3.652,3.633,3.584,4.669,4.948,3.467,3.528,5.812,3.443,4.207,4.452,3.114,3.31,5.106,3.201,4.183,4.455,3.039,3.18,5.166,3.094,3.911,4.117,3.095,3.067,5.002,3.025,4.03,4.263,2.964,2.897,5.365,2.866,0.538,7.688,2.682,3.777,0.827,14.139,4.373,6.406,0.931,17.495,6.118,8.932,0.859,27.83,6.079,9.939,0.29,0.67,15.342,4.619,7.285,0.477,0.589,16.319,3.932,48.654,6.305,0.513,10.723,3.457,5.234,0.448,13.862,2.695,4.398,14,31,0.317,0.686,0.813,0.813,0.813,0.813,3.01,0.873,-0.51,-0.63,-0.78,34.3,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,3,1,2,0
4.456,0.986,50.567,25.101,0.0,17.931,42.683,0.243,0.853,63.83,0.481,4.077,4.077,1.559,15.784,30.893,0.124,15.182,16.229,3.7,7.208,42.683,0.068,0.322,0.695,0.211,28.538,5.212,0.176,1.778,94.939,1,12.633,94.939,93.04,1.0,7.751,8.991,9.874,11.011,11.989,13.082,14.106,18.706,13.157,2.783,0.882,1.481,17.392,7.633,7.633,0.115,5.149,0.842,63.83,5.678,5.101,0.057,-0.127,14.534,6.476,-0.138,3.347,1.687,2.163,0.014,0.686,1.635,1.635,6.681,3.143,3.143,5.143,6.681,3.143,0.0,3.524,3.893,4.748,1.0,5,3.232,3.232,1.748,0.303,0.743,30.749,0.024,2.087,7.118,2.847,63.134,8.38,3.45,3.56,3.122,2.98,4.683,3.001,3.903,4.061,3.455,3.339,5.12,3.34,4.051,4.23,3.426,3.378,3.342,4.107,4.342,3.279,3.274,5.242,3.223,3.902,4.137,2.981,3.125,4.913,3.045,3.732,3.959,2.941,2.981,4.848,2.935,3.547,3.767,2.705,2.772,4.71,2.715,3.212,3.437,2.107,2.271,4.411,2.191,0.443,4.348,2.041,2.363,0.69,7.882,3.106,3.808,0.742,9.925,4.205,5.47,0.727,12.903,4.085,5.556,0.18,0.595,10.252,3.518,4.731,0.169,0.497,8.857,2.955,19.903,3.89,0.412,6.865,2.374,3.119,0.25,5.436,1.752,2.129,2,26,0.314,0.642,0.768,0.822,0.842,0.842,2.909,0.826,-3.82,-3.78,-3.59,44.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0,3,1,0,1,0,0,0,6,0,0,2,2,0,1,0,0,0,3,0,0,1,4,0,2,0,0,0
10.222,0.828,43.115,70.328,128.05,19.072,153.195,-0.329,0.333,170.51,1.112,4.24,4.24,1.0,100.111,31.757,0.574,16.301,17.425,12.1,43.829,153.195,0.111,1.042,0.596,0.417,152.95,5.874,0.851,3.111,270.326,4,108.71,270.326,253.663,0.67,8.458,9.65,10.692,11.837,12.928,14.059,15.172,134.582,36.756,3.45,0.556,1.169,116.197,9.816,9.816,0.665,5.276,0.263,170.51,6.468,6.497,0.272,-0.103,72.573,7.437,-0.051,3.695,-2.898,1.901,0.025,0.747,1.81,1.81,6.884,3.277,3.277,5.277,6.884,3.277,2.374,4.015,5.166,6.452,0.5,9,3.602,3.602,2.52,0.511,2.361,99.036,-0.126,1.375,7.056,8.396,61.369,7.797,3.652,3.789,3.183,2.954,4.938,3.012,4.149,4.299,3.588,3.387,5.408,3.418,4.485,4.68,3.723,3.498,3.505,4.574,4.799,3.627,3.445,6.0,3.446,4.455,4.713,3.366,3.289,5.774,3.253,4.22,4.47,3.161,3.058,5.549,3.021,4.029,4.277,2.936,2.767,5.546,2.75,3.753,4.022,2.333,2.354,5.236,2.278,0.468,7.401,2.259,3.192,0.709,12.479,3.826,5.834,0.739,19.945,4.882,7.761,0.685,23.4,4.341,7.57,0.925,0.567,21.769,3.742,7.05,0.7,0.43,16.952,3.187,96.936,5.7,0.298,14.327,2.266,4.286,0.17,11.767,1.719,3.284,41,28,0.346,0.707,0.856,0.918,0.93,0.93,2.962,0.842,0.99,0.78,0.49,27.3,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,6,0,2,0,0,0,1,0,2,3,4,0,0
10.523,0.844,36.083,50.031,128.05,19.35,170.733,-0.029,0.45,160.54,0.932,4.269,4.269,1.163,87.991,32.066,0.61,16.415,17.548,11.4,39.906,170.733,0.094,0.943,0.619,0.436,125.56,5.908,0.862,3.111,271.998,4,89.412,271.998,255.212,0.67,8.514,9.721,10.761,11.917,13.013,14.154,15.276,113.206,37.488,3.168,0.7,1.307,107.175,10.159,10.159,0.685,5.341,0.455,160.54,6.539,6.473,0.271,-0.137,59.347,6.498,-0.064,3.922,-2.163,2.018,0.022,0.722,1.807,1.807,6.93,3.306,3.306,5.306,6.93,3.306,2.444,4.048,5.203,6.452,0.5,9,3.539,3.539,2.45,0.509,2.361,85.493,-0.007,1.241,7.2,4.678,66.52,8.037,3.731,3.85,3.305,3.08,4.992,3.139,4.234,4.376,3.733,3.53,5.464,3.56,4.565,4.758,3.841,3.64,3.653,4.617,4.832,3.738,3.61,5.941,3.599,4.49,4.709,3.543,3.463,5.805,3.434,4.295,4.525,3.382,3.254,5.572,3.235,4.163,4.392,3.233,3.002,5.611,3.01,3.946,4.185,2.715,2.675,5.364,2.621,0.536,7.413,2.378,3.24,0.846,12.628,4.471,6.124,0.923,20.798,5.324,8.117,0.873,23.535,5.732,8.829,0.847,0.756,20.857,4.937,7.837,0.638,0.612,16.93,3.874,72.869,6.286,0.469,15.296,2.71,4.844,0.313,13.113,2.378,4.055,27,33,0.335,0.727,0.884,0.919,0.93,0.93,3.06,0.83,0.59,0.41,0.15,31.4,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,1,2,2,1,1,0,0,0,1,0,0,2,4,1,0,0,0,0,0,0,0,3,2,4,0
6.0,0.979,47.274,50.655,0.0,18.025,42.683,0.059,0.5,99.85,0.584,4.137,4.137,1.194,35.427,31.027,0.333,15.703,16.798,2.9,9.288,42.683,0.063,0.357,0.63,0.208,43.519,5.419,0.267,1.778,143.948,1,20.748,143.948,127.162,1.0,8.022,9.259,10.206,11.359,12.394,13.515,14.591,27.448,17.31,2.737,0.833,1.321,24.711,7.693,7.693,0.185,5.209,0.5,99.85,5.696,5.213,0.069,-0.031,23.04,6.476,0.013,3.642,1.499,2.12,0.017,0.696,1.583,1.583,6.705,3.177,3.177,5.177,6.705,3.177,3.022,3.697,4.153,4.806,1.0,6,3.27,3.27,1.745,0.36,1.257,33.65,0.055,2.083,7.278,2.246,70.035,7.067,3.681,3.829,3.192,3.126,4.756,3.122,4.225,4.422,3.558,3.562,5.273,3.514,4.508,4.76,3.54,3.672,3.572,4.528,4.809,3.405,3.579,5.498,3.464,4.324,4.589,3.209,3.421,5.221,3.299,4.252,4.527,3.078,3.291,5.167,3.18,4.11,4.397,2.934,3.105,4.982,2.992,3.916,4.19,2.631,2.784,5.029,2.679,0.562,8.174,2.606,4.089,0.878,14.771,5.004,7.632,0.981,20.73,6.394,10.21,0.888,22.037,6.02,10.007,0.217,0.762,17.563,5.156,8.354,0.31,0.695,16.675,3.917,32.044,6.837,0.568,14.498,3.512,6.212,0.42,12.366,2.415,4.28,5,28,0.294,0.675,0.845,0.888,0.888,0.888,2.961,0.94,-2.35,-2.38,-2.34,34.3,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,4,0,1,1,2,3,0,3,0,3,0,0,0,1,0,2,1,3,0,2,0,0,0,2,0,1,1,4,0
6.475,0.98,47.274,33.501,0.0,18.601,42.683,0.038,0.529,87.82,0.604,4.191,4.191,1.206,27.436,31.487,0.203,16.011,17.132,3.0,8.494,42.683,0.074,0.258,0.638,0.161,37.997,5.366,0.227,2.0,125.937,1,31.126,125.937,109.152,1.0,8.143,9.395,10.384,11.556,12.626,13.77,14.875,31.289,15.673,2.853,0.882,1.326,23.658,8.527,8.527,0.239,5.263,0.526,87.82,6.025,5.213,0.05,-0.145,20.616,6.476,-0.255,3.335,3.011,2.127,0.019,0.696,1.559,1.559,6.811,3.224,3.224,5.224,6.811,3.224,3.05,3.701,4.134,4.806,1.0,5,3.345,3.345,1.727,0.378,1.285,29.828,-0.027,2.104,6.412,9.064,66.282,7.04,3.618,3.758,3.132,3.104,4.687,3.09,4.168,4.355,3.513,3.55,5.209,3.49,4.467,4.719,3.517,3.661,3.558,4.45,4.706,3.433,3.575,5.461,3.47,4.332,4.601,3.167,3.412,5.231,3.29,4.167,4.436,2.957,3.215,5.073,3.093,4.024,4.312,2.601,2.908,4.998,2.772,3.694,4.018,1.923,2.41,4.627,2.218,0.525,7.615,2.717,3.998,0.841,13.762,5.297,7.656,0.968,19.825,6.668,10.192,0.9,19.838,6.112,9.614,0.247,0.79,17.876,4.99,8.071,0.193,0.657,15.128,3.871,23.537,6.521,0.492,13.724,3.083,5.228,0.3,10.225,2.146,3.715,5,27,0.293,0.627,0.709,0.78,0.811,0.811,2.911,0.961,-3.12,-3.11,-3.0,36.4,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,7,0,1,1,2,3,0,1,0,8,0,0,0,1,0,2,1,1,0,5,0,0,0,3,0,1,1,4,0
7.716,0.959,47.274,41.261,0.0,18.853,42.683,0.282,0.409,87.82,0.891,4.188,4.188,1.08,110.937,32.294,0.886,16.065,17.152,2.6,40.132,87.564,0.08,1.162,0.625,0.88,184.792,5.778,0.702,2.889,125.937,1,63.402,170.817,154.032,1.0,8.42,9.629,10.599,11.738,12.778,13.89,14.962,143.819,43.9,3.27,0.682,1.298,108.104,10.87,10.87,0.484,5.26,0.417,87.82,6.705,7.999,0.202,0.022,163.042,8.513,0.152,3.631,4.074,2.006,0.022,0.723,1.81,1.81,7.116,3.321,3.321,5.321,7.116,3.321,2.862,4.876,5.213,7.999,1.0,8,4.327,4.327,5.371,0.357,1.944,44.392,0.022,1.354,8.227,16.601,76.29,8.06,3.797,3.926,3.393,3.243,4.965,3.265,4.396,4.567,3.893,3.694,6.031,3.683,4.688,4.919,3.836,3.835,3.778,4.802,5.064,3.766,3.768,6.014,3.717,4.615,4.865,3.596,3.607,5.805,3.556,4.526,4.789,3.384,3.474,5.725,3.425,4.297,4.547,3.445,3.323,5.476,3.301,4.265,4.504,3.452,3.078,5.826,3.126,0.812,7.433,3.469,4.26,1.567,16.238,6.653,8.352,1.42,24.021,8.459,11.518,1.429,31.012,8.592,11.394,0.91,1.258,24.873,7.243,9.394,0.974,1.039,23.596,5.624,142.951,7.441,0.945,17.004,4.736,6.99,0.91,17.617,3.372,4.854,27,36,0.328,0.657,0.786,0.861,0.879,0.879,3.147,0.904,-4.04,-3.99,-3.78,35.9,0,5,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,8,0,1,1,2,3,0,1,0,9,0,0,0,1,0,2,1,1,0,7,0,0,0,2,0,1,1,3,0
7.859,0.978,47.274,29.332,0.0,18.026,42.683,0.062,0.529,113.12,0.604,4.136,4.136,1.206,17.57,31.027,0.14,15.641,16.74,3.2,8.72,42.683,0.066,0.284,0.675,0.186,35.685,5.286,0.255,1.778,125.937,1,22.214,125.937,109.152,1.0,7.952,9.166,10.134,11.277,12.325,13.445,14.528,25.273,15.693,3.26,0.824,1.329,20.733,7.701,7.701,0.244,5.211,0.526,87.82,5.698,5.213,0.068,0.127,19.636,6.476,0.217,3.751,2.179,2.127,0.017,0.696,1.749,1.749,6.706,3.177,3.177,5.177,6.706,3.177,3.018,3.659,4.139,4.805,1.0,6,4.424,4.424,1.738,0.363,1.292,71.697,0.034,1.814,6.529,4.748,69.797,8.076,3.571,3.696,3.261,3.128,4.668,3.083,4.101,4.263,3.654,3.579,5.186,3.477,4.313,4.533,3.493,3.576,3.442,4.235,4.472,3.441,3.434,5.337,3.333,4.136,4.372,3.35,3.35,5.1,3.212,4.029,4.269,3.092,3.211,4.964,3.064,3.935,4.225,3.033,2.962,4.834,2.809,3.549,3.797,2.36,2.549,4.568,2.394,0.517,6.811,2.833,3.496,0.845,15.391,5.919,7.052,0.911,22.123,7.051,8.735,0.788,16.376,5.353,7.318,0.234,0.739,17.028,5.104,6.845,0.212,0.655,14.296,4.251,26.426,5.603,0.536,15.6,3.683,5.286,0.35,11.088,2.916,3.551,5,27,0.333,0.715,0.858,0.883,0.883,0.883,2.91,1.062,-2.84,-2.85,-2.76,35.5,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,1,1,2,3,0,1,0,4,0,0,0,1,0,2,1,1,0,3,0,0,0,1,0,1,1,2,0
7.717,0.957,47.274,42.327,0.0,18.027,42.683,0.049,0.474,87.82,0.644,4.138,4.138,1.132,32.624,31.032,0.272,15.78,16.868,2.6,9.448,42.683,0.067,0.329,0.63,0.187,45.906,5.498,0.238,2.0,125.937,1,19.467,125.937,109.152,1.0,8.145,9.373,10.314,11.461,12.488,13.605,14.673,28.756,16.53,2.759,0.789,1.314,24.6,7.837,7.837,0.154,5.21,0.476,87.82,5.716,5.213,0.056,-0.091,23.412,6.476,-0.043,3.353,3.719,2.081,0.019,0.706,1.497,1.497,6.706,3.177,3.177,5.177,6.706,3.177,3.054,3.751,4.151,4.806,1.0,5,3.271,3.271,1.731,0.392,1.569,36.203,0.054,2.054,7.368,13.828,75.432,6.676,3.762,3.906,3.229,3.251,4.79,3.22,4.329,4.527,3.613,3.702,5.308,3.626,4.645,4.895,3.61,3.845,3.717,4.727,5.019,3.488,3.783,5.599,3.628,4.539,4.82,3.27,3.623,5.348,3.46,4.443,4.738,3.156,3.488,5.248,3.345,4.254,4.525,3.108,3.336,5.124,3.212,4.168,4.448,2.786,3.101,5.141,2.974,0.602,9.39,3.381,5.065,0.97,16.936,6.467,9.464,1.154,23.777,8.319,12.668,1.102,26.461,8.367,13.211,0.219,0.943,21.728,7.044,11.01,0.257,0.85,20.076,5.442,31.495,9.147,0.727,16.364,4.659,7.705,0.604,15.643,3.318,5.918,10,30,0.271,0.607,0.786,0.861,0.879,0.879,3.011,0.994,-3.65,-3.62,-3.45,35.9,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,9,0,1,1,2,3,0,1,0,11,0,0,0,1,0,2,1,1,0,9,0,0,0,2,0,1,1,3,0
7.617,0.98,47.274,33.501,0.0,18.026,42.683,0.038,0.529,87.82,0.604,4.137,4.137,1.206,25.818,31.027,0.18,15.72,16.815,3.0,8.509,42.683,0.066,0.293,0.638,0.161,40.172,5.347,0.221,1.778,125.937,1,20.86,125.937,109.152,1.0,8.056,9.273,10.235,11.376,12.417,13.533,14.611,24.25,15.415,2.729,0.824,1.329,22.867,7.701,7.701,0.179,5.209,0.526,87.82,5.698,5.213,0.05,0.03,20.72,6.476,-0.001,3.444,3.011,2.127,0.017,0.696,1.559,1.559,6.706,3.177,3.177,5.177,6.706,3.177,3.027,3.664,4.146,4.806,1.0,5,3.27,3.27,1.731,0.378,1.292,71.697,0.139,2.453,6.529,9.064,66.282,7.04,3.618,3.758,3.132,3.104,4.688,3.09,4.168,4.355,3.513,3.55,5.209,3.49,4.444,4.698,3.432,3.604,3.489,4.4,4.679,3.337,3.472,5.403,3.367,4.19,4.436,3.141,3.344,5.128,3.233,4.159,4.422,2.951,3.23,5.063,3.111,4.033,4.336,2.707,2.998,4.868,2.855,3.724,3.989,2.379,2.591,4.799,2.484,0.525,7.615,2.717,3.998,0.841,13.762,5.297,7.656,0.927,19.43,6.421,9.896,0.815,19.331,5.601,8.966,0.176,0.715,15.12,4.707,7.291,0.22,0.67,14.984,3.698,28.196,6.291,0.521,13.621,3.528,5.906,0.359,10.081,2.132,3.603,5,27,0.293,0.647,0.766,0.811,0.811,0.811,2.91,0.957,-3.12,-3.11,-3.0,36.4,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,7,0,1,1,2,3,0,1,0,8,0,0,0,1,0,2,1,1,0,4,0,0,0,2,0,1,1,3,0
6.699,0.977,47.274,29.332,0.0,18.025,42.683,0.07,0.5,138.42,0.584,4.136,4.136,1.167,20.552,31.027,0.224,15.642,16.741,3.1,8.88,42.683,0.063,0.314,0.706,0.193,35.695,5.332,0.279,1.778,125.937,1,19.496,125.937,109.152,1.0,7.946,9.174,10.133,11.281,12.326,13.447,14.529,25.036,15.97,3.431,0.833,1.321,20.775,7.693,7.693,0.213,5.253,0.5,87.82,5.696,5.213,0.078,0.102,19.753,6.476,0.196,3.772,2.77,2.12,0.017,0.696,1.833,1.833,6.705,3.177,3.177,5.177,6.705,3.177,3.027,3.7,4.132,4.805,1.0,7,4.053,4.053,1.741,0.33,1.257,33.65,-0.102,1.703,7.278,7.671,77.591,8.826,3.603,3.717,3.503,3.24,4.699,3.145,4.12,4.275,3.761,3.641,5.204,3.519,4.358,4.56,3.721,3.724,3.554,4.298,4.511,3.559,3.577,5.384,3.423,4.156,4.376,3.496,3.443,5.126,3.281,4.098,4.337,3.387,3.344,5.019,3.165,3.94,4.192,3.311,3.137,4.87,2.965,3.701,3.937,2.946,2.801,4.743,2.633,0.549,9.321,3.579,3.554,0.877,15.044,6.259,7.087,1.032,26.718,8.781,9.448,0.911,22.806,7.379,8.242,0.238,0.804,16.927,5.832,7.005,0.263,0.759,18.013,5.358,28.044,6.226,0.621,16.531,4.83,5.674,0.479,14.848,3.67,3.9,5,28,0.347,0.714,0.863,0.887,0.887,0.887,2.961,1.234,-2.84,-2.85,-2.76,34.4,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,1,1,2,3,0,1,0,1,0,0,0,1,0,2,1,1,0,2,0,0,0,1,0,1,1,2,0
7.528,0.926,36.083,74.063,13.843,23.98,76.79,-0.038,0.375,133.16,2.589,4.689,4.689,1.027,104.704,35.588,0.812,17.759,19.001,7.3,36.823,106.71,0.114,1.054,0.624,1.024,140.45,6.387,1.681,4.667,160.044,4,116.215,189.964,173.178,0.83,9.142,10.411,11.585,12.827,14.043,15.283,16.517,181.299,55.831,3.261,0.321,1.3,208.323,10.847,10.847,0.888,5.761,0.345,123.35,6.701,7.999,0.263,0.039,122.443,8.359,0.018,3.482,3.451,1.9,0.016,0.742,1.856,1.856,8.28,3.749,3.749,5.749,8.28,3.749,2.5,6.261,5.203,7.386,0.5,11,4.249,4.249,5.248,0.192,2.569,74.17,-0.078,0.84,12.321,11.908,100.808,7.645,4.09,4.219,3.797,3.552,5.179,3.506,4.685,4.865,4.198,3.914,6.024,3.85,4.937,5.159,4.233,4.025,3.936,4.927,5.136,4.077,4.029,6.173,3.947,5.002,5.222,3.891,3.983,6.244,3.901,4.98,5.247,3.635,3.941,6.05,3.788,4.896,5.198,3.507,3.843,5.765,3.649,4.748,5.041,3.448,3.703,5.676,3.532,0.891,15.152,5.683,6.609,1.52,28.997,9.988,11.244,1.487,42.011,11.947,13.404,1.595,40.65,12.042,13.399,1.328,1.701,39.719,11.323,13.347,1.214,1.494,40.135,11.325,171.531,14.274,1.164,37.43,10.534,14.57,1.036,32.544,8.948,12.099,66,41,0.312,0.585,0.747,0.803,0.832,0.832,3.373,1.125,-3.09,-3.08,-2.97,30.9,2,6,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,6,0,3,4,1,2,2,0,1,5,0,0,1,5,0,2,0,0,0,4,0,0,0,9,0,1,1,3,0
