pXC50,MW,Si,nAT,nSK,nBT,Sv,nC,nBO,nH,Sp,Se,SCBO,AMW,C.,H.,Me,Mi,Mp,Mv,N.,nAB,nB,nBM,nBR,nCL,nCsp,nCsp2,nCsp3,nDB,nF
5.1,403.52,52.658,47,29,52,32.365,22,34,18,33.944,47.283,46.5,8.586,46.8,38.3,1.006,1.12,0.722,0.689,10.6,25,0,25,0,0,0,18,4,0,1
5.7,296.29,30.806,27,20,29,20.202,13,22,7,19.972,28.68,29.5,10.974,48.1,25.9,1.062,1.141,0.74,0.748,7.4,11,0,13,0,0,0,12,1,2,3
6.7,343.41,47.82,43,26,46,29.181,21,29,17,30.256,43.145,41.0,7.986,48.8,39.5,1.003,1.112,0.704,0.679,7.0,22,0,23,0,0,0,20,1,1,0
7.8,313.38,43.196,39,24,42,26.94,20,27,15,28.04,38.934,39.0,8.035,51.3,38.5,0.998,1.108,0.719,0.691,7.7,22,0,23,0,0,0,20,0,1,0
5.0,432.37,57.997,52,29,54,34.142,23,31,23,36.222,52.334,41.0,8.315,44.2,44.2,1.006,1.115,0.697,0.657,1.9,16,0,18,0,2,0,17,6,2,0
7.0,321.38,44.95,40,24,42,26.85,19,26,16,27.739,40.331,36.0,8.034,47.5,40.0,1.008,1.124,0.693,0.671,7.5,18,0,19,0,0,0,18,1,1,1
6.9,277.75,28.814,26,18,28,19.374,12,20,8,20.261,26.684,28.0,10.683,46.2,30.8,1.026,1.108,0.779,0.745,11.5,16,0,16,0,1,0,12,0,0,0
5.7,366.45,54.986,49,27,51,31.17,21,29,22,32.443,49.349,38.0,7.479,42.9,44.9,1.007,1.122,0.662,0.636,4.1,12,0,15,0,0,0,16,5,3,0
5.1,483.69,71.603,64,35,67,41.33,28,38,29,44.267,63.516,52.0,7.558,43.8,45.3,0.992,1.119,0.692,0.646,7.8,22,0,24,0,0,2,20,6,1,0
5.6,345.43,50.235,45,26,48,29.708,21,29,19,31.017,45.029,40.0,7.676,46.7,42.2,1.001,1.116,0.689,0.66,6.7,22,0,22,0,0,0,18,3,0,0
6.7,474.54,67.995,59,34,63,37.503,23,38,25,38.131,60.523,46.0,8.043,39.0,42.4,1.026,1.152,0.646,0.636,10.2,12,0,14,0,0,0,12,11,2,3
8.5,281.4,45.398,40,21,42,24.795,16,23,19,26.358,39.694,31.0,7.035,40.0,47.5,0.992,1.135,0.659,0.62,12.5,16,0,16,0,0,0,12,4,0,0
5.3,376.45,53.943,48,28,51,31.444,21,31,20,32.478,48.458,42.5,7.843,43.8,41.7,1.01,1.124,0.677,0.655,8.3,21,0,22,0,0,0,17,4,1,0
6.7,560.71,85.316,75,41,80,47.227,31,46,34,49.239,75.545,58.0,7.476,41.3,45.3,1.007,1.138,0.657,0.63,8.0,22,0,23,0,0,0,20,11,1,2
6.0,348.83,39.98,36,23,38,25.363,16,25,13,26.449,36.887,34.0,9.69,44.4,36.1,1.025,1.111,0.735,0.705,5.6,16,0,17,0,1,0,14,2,1,0
8.1,379.5,55.813,50,29,54,33.321,24,33,21,35.12,49.578,46.5,7.59,48.0,42.0,0.992,1.116,0.702,0.666,10.0,27,0,27,0,0,0,21,3,0,0
7.6,386.5,57.521,51,29,54,33.058,22,32,22,34.58,51.007,45.0,7.578,43.1,43.1,1.0,1.128,0.678,0.648,11.8,20,0,22,0,0,1,15,6,1,0
6.1,346.39,46.034,41,26,44,28.345,20,29,15,28.983,41.549,41.0,8.449,48.8,36.6,1.013,1.123,0.707,0.691,9.8,22,0,23,0,0,0,20,0,1,1
5.0,307.38,44.82,40,23,42,26.181,18,25,17,27.256,40.145,34.0,7.684,45.0,42.5,1.004,1.121,0.681,0.655,7.5,12,0,15,0,0,0,15,3,3,0
7.5,317.44,41.906,38,23,41,26.412,19,26,15,28.233,37.683,37.0,8.354,50.0,39.5,0.992,1.103,0.743,0.695,7.9,22,0,22,0,0,0,18,1,0,0
8.801,413.08,35.673,32,21,33,23.178,14,22,11,24.438,32.836,30.0,12.909,43.8,34.4,1.026,1.115,0.764,0.724,9.4,12,0,14,2,0,0,14,0,2,0
7.6,342.87,48.84,43,24,46,27.644,17,27,19,29.222,43.12,35.0,7.974,39.5,44.2,1.003,1.136,0.68,0.643,14.0,16,0,16,0,1,0,11,6,0,0
8.1,428.91,53.634,48,31,52,33.832,23,35,17,34.915,48.563,49.5,8.936,47.9,35.4,1.012,1.117,0.727,0.705,12.5,27,0,28,0,1,0,22,1,1,0
5.2,210.25,28.867,26,16,28,17.865,13,18,10,18.512,26.065,25.0,8.087,50.0,38.5,1.003,1.11,0.712,0.687,7.7,12,0,13,0,0,0,12,1,1,0
5.6,499.59,71.027,63,37,67,41.429,28,41,26,42.705,63.723,55.0,7.93,44.4,41.3,1.011,1.127,0.678,0.658,7.9,22,0,24,0,0,2,20,6,1,1
8.0,437.63,65.77,58,31,61,36.32,22,34,27,38.756,57.952,43.5,7.545,37.9,46.6,0.999,1.134,0.668,0.626,12.1,17,0,18,0,0,0,14,8,1,0
8.0,282.38,44.109,39,21,41,24.488,16,23,18,25.807,38.92,31.0,7.241,41.0,46.2,0.998,1.131,0.662,0.628,10.3,16,0,16,0,0,0,12,4,0,0
5.1,185.21,23.907,21,14,23,14.634,9,16,7,14.79,21.393,23.5,8.82,42.9,33.3,1.019,1.138,0.704,0.697,23.8,15,0,15,0,0,0,9,0,0,0
6.3,375.53,60.225,53,28,56,32.891,21,31,25,34.893,52.665,40.5,7.085,39.6,47.2,0.994,1.136,0.658,0.621,13.2,17,0,18,0,0,0,15,6,1,0
8.3,373.23,40.33,36,23,38,25.174,16,25,13,26.091,36.709,34.5,10.368,44.4,36.1,1.02,1.12,0.725,0.699,11.1,17,0,18,1,0,0,15,1,1,0
7.1,383.49,56.023,50,29,53,33.036,23,32,21,34.574,49.905,45.0,7.67,46.0,42.0,0.998,1.12,0.691,0.661,10.0,22,0,24,0,0,0,21,2,2,0
6.1,359.42,49.402,44,27,47,29.697,20,30,17,30.506,44.465,42.0,8.169,45.5,38.6,1.011,1.123,0.693,0.675,11.4,22,0,23,0,0,0,19,1,1,0
6.2,542.68,66.408,60,38,65,42.06,28,43,22,43.989,60.822,58.5,9.045,46.7,36.7,1.014,1.107,0.733,0.701,6.7,27,0,29,0,0,0,24,4,2,0
5.2,545.66,73.654,66,39,70,43.862,29,43,27,45.529,66.949,58.0,8.268,43.9,40.9,1.014,1.116,0.69,0.665,4.5,24,0,27,0,0,0,25,4,3,0
5.0,453.58,68.106,61,34,65,39.53,28,38,27,41.517,60.891,52.0,7.436,45.9,44.3,0.998,1.116,0.681,0.648,4.9,26,0,27,0,0,0,22,6,1,0
5.9,352.48,56.564,50,26,52,30.783,20,28,24,32.546,49.898,37.0,7.05,40.0,48.0,0.998,1.131,0.651,0.616,8.0,16,0,17,0,0,0,14,6,1,0
5.1,527.69,81.514,72,39,77,45.143,29,44,33,47.302,72.181,57.0,7.329,40.3,45.8,1.003,1.132,0.657,0.627,9.7,26,0,26,0,0,0,18,11,0,0
5.8,291.15,30.127,27,19,29,20.321,13,21,8,21.023,27.705,29.5,10.783,48.1,29.6,1.026,1.116,0.779,0.753,14.8,17,0,17,0,2,0,13,0,0,0
5.6,363.31,40.246,36,21,38,24.459,15,23,15,26.591,36.014,31.0,10.092,41.7,41.7,1.0,1.118,0.739,0.679,11.1,16,0,16,1,0,0,13,2,0,0
5.0,424.45,53.694,48,32,52,33.907,23,36,16,34.205,49.011,50.5,8.843,47.9,33.3,1.021,1.119,0.713,0.706,12.5,23,0,26,0,0,0,23,0,3,0
6.4,342.42,48.737,44,26,47,29.687,22,29,18,31.012,43.927,41.0,7.782,50.0,40.9,0.998,1.108,0.705,0.675,4.5,22,0,23,0,0,0,20,2,1,0
7.1,374.45,52.864,47,28,50,31.398,22,31,19,32.506,47.316,43.0,7.967,46.8,40.4,1.007,1.125,0.692,0.668,8.5,22,0,23,0,0,0,20,2,1,1
5.4,376.52,52.444,47,27,50,31.202,21,30,20,33.216,46.88,41.5,8.011,44.7,42.6,0.997,1.116,0.707,0.664,8.5,21,0,22,0,0,0,18,3,1,0
5.1,243.29,34.99,31,18,32,20.128,13,19,13,20.733,31.378,26.0,7.848,41.9,41.9,1.012,1.129,0.669,0.649,9.7,6,0,10,0,0,0,11,2,4,0
5.2,212.05,18.795,17,11,18,12.342,8,12,6,13.097,17.309,16.0,12.474,47.1,35.3,1.018,1.106,0.77,0.726,5.9,6,0,7,1,0,0,7,1,1,0
5.3,359.42,49.402,44,27,47,29.697,20,30,17,30.506,44.465,42.0,8.169,45.5,38.6,1.011,1.123,0.693,0.675,11.4,22,0,23,0,0,0,19,1,1,0
6.2,339.45,45.74,41,24,43,27.369,18,26,17,28.904,41.222,35.5,8.279,43.9,41.5,1.005,1.116,0.705,0.668,7.3,17,0,18,0,0,0,15,3,1,0
6.4,301.16,30.08,27,18,29,19.691,13,20,9,20.659,27.287,28.5,11.154,48.1,33.3,1.011,1.114,0.765,0.729,14.8,17,0,17,1,0,0,13,0,0,0
5.0,454.53,65.24,57,33,60,36.593,23,36,24,37.432,58.127,47.0,7.974,40.4,42.1,1.02,1.145,0.657,0.642,10.5,22,0,22,0,0,0,16,7,0,2
5.7,425.54,65.896,58,31,61,35.761,22,34,27,37.222,58.538,42.5,7.337,37.9,46.6,1.009,1.136,0.642,0.617,8.6,17,0,17,0,0,0,13,9,0,0
6.4,391.44,55.457,48,28,50,30.713,19,30,20,31.148,49.327,39.0,8.155,39.6,41.7,1.028,1.155,0.649,0.64,10.4,16,0,17,0,0,0,13,6,1,3
5.5,372.86,49.808,44,26,47,29.226,19,29,18,30.364,44.64,38.0,8.474,43.2,40.9,1.015,1.132,0.69,0.664,9.1,16,0,17,0,1,0,14,5,1,1
5.6,464.6,71.731,63,34,66,39.263,25,37,29,41.017,63.381,48.0,7.375,39.7,46.0,1.006,1.139,0.651,0.623,9.5,22,0,22,0,0,0,16,9,0,1
5.6,444.23,45.89,40,27,42,28.071,17,29,13,27.875,42.24,37.5,11.106,42.5,32.5,1.056,1.147,0.697,0.702,7.5,11,0,14,1,0,0,13,4,3,3
5.0,241.27,32.575,29,18,31,19.601,13,20,11,19.972,29.494,27.5,8.32,44.8,37.9,1.017,1.123,0.689,0.676,10.3,11,0,13,0,0,0,12,1,2,0
6.1,278.78,32.146,29,18,31,20.406,13,20,11,21.779,29.349,26.5,9.613,44.8,37.9,1.012,1.108,0.751,0.704,6.9,11,0,12,0,1,0,10,3,1,0
6.3,377.85,47.764,43,27,46,30.009,21,30,16,31.114,43.469,41.5,8.787,48.8,37.2,1.011,1.111,0.724,0.698,7.0,23,0,23,0,1,0,21,0,0,0
7.6,439.54,54.694,49,32,54,34.686,23,37,17,35.949,49.534,53.0,8.97,46.9,34.7,1.011,1.116,0.734,0.708,14.3,30,0,31,0,0,0,22,1,1,0
5.0,327.43,51.232,45,24,47,27.751,17,26,21,29.029,45.232,33.0,7.276,37.8,46.7,1.005,1.138,0.645,0.617,11.1,12,0,13,0,0,0,11,6,1,0
6.3,306.41,39.617,36,22,39,25.106,18,25,14,26.682,35.909,35.0,8.511,50.0,38.9,0.997,1.1,0.741,0.697,5.6,16,0,17,0,0,2,13,3,0,0
5.6,350.3,40.637,35,25,37,24.968,16,27,10,24.034,37.203,36.5,10.009,45.7,28.6,1.063,1.161,0.687,0.713,11.4,17,0,18,0,0,0,15,1,1,4
7.2,276.37,41.484,37,21,39,24.246,17,23,16,25.591,36.709,32.0,7.469,45.9,43.2,0.992,1.121,0.692,0.655,10.8,18,0,18,0,0,0,15,2,0,0
7.7,315.35,43.29,38,23,40,25.233,17,25,15,25.676,38.843,34.0,8.299,44.7,39.5,1.022,1.139,0.676,0.664,7.9,16,0,17,0,0,0,14,3,1,2
8.0,360.88,52.093,46,25,48,29.084,18,27,21,30.642,46.338,35.0,7.845,39.1,45.7,1.007,1.132,0.666,0.632,8.7,16,0,16,0,1,0,12,6,0,0
7.5,305.36,42.405,38,23,41,25.655,18,26,15,26.495,38.262,35.0,8.036,47.4,39.5,1.007,1.116,0.697,0.675,7.9,12,0,14,0,0,1,12,5,1,0
8.3,329.87,48.757,43,23,45,27.149,17,25,20,28.978,42.902,33.0,7.671,39.5,46.5,0.998,1.134,0.674,0.631,11.6,16,0,16,0,1,0,12,5,0,0
6.2,261.75,27.605,25,17,27,18.659,12,19,8,19.807,25.356,27.0,10.47,48.0,32.0,1.014,1.104,0.792,0.746,12.0,16,0,16,0,1,0,12,0,0,0
6.5,332.43,50.152,45,25,47,29.214,21,27,20,30.773,44.811,37.0,7.387,46.7,44.4,0.996,1.114,0.684,0.649,4.4,18,0,19,0,0,0,18,3,1,0
5.6,430.98,48.059,43,28,46,30.679,18,31,15,32.449,43.833,42.5,10.023,41.9,34.9,1.019,1.118,0.755,0.713,14.0,21,0,22,0,1,0,16,2,1,0
5.7,273.37,44.235,39,20,40,23.708,15,21,19,25.017,39.029,27.0,7.009,38.5,48.7,1.001,1.134,0.641,0.608,7.7,6,0,9,0,0,0,9,6,3,0
5.6,399.82,50.242,44,27,46,29.411,19,29,17,29.654,45.782,36.0,9.087,43.2,38.6,1.04,1.142,0.674,0.668,2.3,12,0,13,0,1,0,13,6,1,3
5.2,348.39,47.113,42,26,45,28.391,19,29,16,28.955,42.691,40.5,8.295,45.2,38.1,1.016,1.122,0.689,0.676,9.5,21,0,22,0,0,0,17,2,1,0
8.2,384.45,51.821,46,29,50,31.673,22,33,17,32.54,46.425,46.5,8.358,47.8,37.0,1.009,1.127,0.707,0.689,13.0,27,0,27,0,0,0,21,1,0,1
5.6,206.61,19.519,17,14,19,13.429,7,16,3,13.131,18.051,23.5,12.154,41.2,17.6,1.062,1.148,0.772,0.79,35.3,15,0,15,0,1,0,7,0,0,0
7.2,448.55,65.9,58,33,62,37.209,24,37,25,38.495,58.614,47.0,7.734,41.4,43.1,1.011,1.136,0.664,0.642,10.3,12,0,16,0,0,0,15,9,4,1
5.9,260.31,35.282,32,20,35,22.392,17,23,12,23.273,31.949,33.0,8.135,53.1,37.5,0.998,1.103,0.727,0.7,6.3,16,0,18,0,0,0,17,0,2,0
6.2,505.6,66.195,59,36,63,39.609,25,40,23,40.801,60.174,55.0,8.569,42.4,39.0,1.02,1.122,0.692,0.671,8.5,22,0,26,0,0,0,21,4,4,0
6.7,451.56,59.943,53,32,56,35.169,21,35,21,36.381,53.956,47.5,8.52,39.6,39.6,1.018,1.131,0.686,0.664,13.2,21,0,23,0,0,0,17,4,2,0
6.9,347.37,44.153,39,26,42,27.16,17,29,13,27.233,40.018,41.0,8.907,43.6,33.3,1.026,1.132,0.698,0.696,17.9,22,0,23,0,0,0,17,0,1,0
6.0,232.32,37.694,33,17,34,19.961,12,18,16,21.046,33.036,24.0,7.04,36.4,48.5,1.001,1.142,0.638,0.605,12.1,10,0,11,0,0,0,7,5,1,0
7.2,360.37,47.128,41,26,43,27.638,18,28,15,27.62,42.458,37.5,8.79,43.9,36.6,1.036,1.149,0.674,0.674,9.8,17,0,18,0,0,0,15,3,1,3
7.5,302.36,41.279,37,23,40,25.434,18,26,14,26.284,37.153,36.0,8.172,48.6,37.8,1.004,1.116,0.71,0.687,10.8,12,0,16,0,0,0,17,1,4,0
5.0,420.49,59.07,52,31,56,34.156,22,35,21,34.972,52.847,46.5,8.086,42.3,40.4,1.016,1.136,0.673,0.657,11.5,21,0,22,0,0,0,16,6,1,1
5.6,367.49,42.202,38,25,41,27.303,17,28,13,28.824,38.524,39.5,9.671,44.7,34.2,1.014,1.111,0.759,0.719,13.2,21,0,22,0,0,0,16,1,1,0
5.6,292.38,43.658,39,22,41,25.641,19,24,17,27.04,38.785,33.0,7.497,48.7,43.6,0.994,1.119,0.693,0.657,5.1,18,0,18,0,0,0,17,2,0,1
6.1,390.49,57.73,51,29,54,32.772,21,32,22,34.034,51.334,43.5,7.657,41.2,43.1,1.007,1.132,0.667,0.643,11.8,21,0,22,0,0,0,16,5,1,0
6.1,340.49,49.444,44,24,47,28.202,18,27,20,30.216,43.88,35.5,7.738,40.9,45.5,0.997,1.124,0.687,0.641,9.1,15,0,16,0,0,0,12,6,1,0
6.4,363.47,47.74,43,26,46,29.369,20,29,17,30.904,43.222,40.5,8.453,46.5,39.5,1.005,1.11,0.719,0.683,7.0,21,0,22,0,0,0,18,2,1,0
5.0,355.48,57.69,51,26,53,31.003,20,28,25,32.756,51.007,35.5,6.97,39.2,49.0,1.0,1.131,0.642,0.608,5.9,11,0,13,0,0,0,12,8,2,0
6.8,374.4,50.543,44,27,46,29.165,19,29,17,29.381,45.341,38.5,8.509,43.2,38.6,1.03,1.149,0.668,0.663,9.1,17,0,18,0,0,0,15,4,1,3
8.801,244.7,29.183,26,17,28,18.494,12,19,9,19.165,26.382,27.0,9.412,46.2,34.6,1.015,1.122,0.737,0.711,15.4,16,0,16,0,1,0,12,0,0,0
6.4,285.75,35.724,32,20,34,22.241,15,22,12,23.137,32.374,31.0,8.93,46.9,37.5,1.012,1.116,0.723,0.695,9.4,16,0,17,0,1,0,14,1,1,0
7.8,352.5,50.444,45,25,48,29.202,19,28,20,31.216,44.88,37.5,7.833,42.2,44.4,0.997,1.121,0.694,0.649,8.9,15,0,17,0,0,0,14,5,2,0
8.3,400.47,55.943,50,30,54,33.444,23,34,20,34.478,50.458,46.0,8.009,46.0,40.0,1.009,1.119,0.69,0.669,8.0,22,0,23,0,0,0,20,3,1,0
7.2,321.78,38.724,35,23,38,25.241,18,26,12,26.137,35.374,36.0,9.194,51.4,34.3,1.011,1.106,0.747,0.721,8.6,18,0,19,0,1,0,18,0,1,0
5.0,435.55,64.109,58,33,62,38.487,29,37,25,40.506,57.687,51.5,7.509,50.0,43.1,0.995,1.105,0.698,0.664,1.7,27,0,28,0,0,0,25,4,1,0
5.4,244.3,27.953,25,17,27,18.041,11,19,8,18.648,25.578,27.5,9.772,44.0,32.0,1.023,1.118,0.746,0.722,16.0,15,0,16,0,0,0,11,0,1,0
5.0,428.47,51.048,45,30,48,31.825,21,33,15,32.267,46.534,45.0,9.522,46.7,33.3,1.034,1.134,0.717,0.707,8.9,22,0,23,0,0,0,20,1,1,3
8.5,420.97,55.594,49,28,52,31.787,18,31,21,33.54,49.734,41.0,8.591,36.7,42.9,1.015,1.135,0.684,0.649,12.2,16,0,18,0,1,0,11,7,2,0
5.0,358.39,48.962,43,26,46,28.649,20,29,17,29.131,44.021,38.0,8.335,46.5,39.5,1.024,1.139,0.677,0.666,4.7,16,0,17,0,0,0,16,4,1,3
5.6,331.82,45.807,41,23,43,26.735,18,25,18,28.08,41.36,32.0,8.093,43.9,43.9,1.009,1.117,0.685,0.652,2.4,12,0,13,0,1,0,13,5,1,0
5.3,370.96,46.936,42,23,43,27.415,16,24,19,29.926,42.287,30.0,8.832,38.1,45.2,1.007,1.118,0.713,0.653,4.8,6,0,9,0,1,0,10,6,3,0
5.0,469.58,60.282,54,34,58,37.607,26,38,20,39.159,54.494,53.0,8.696,48.1,37.0,1.009,1.116,0.725,0.696,9.3,28,0,29,0,0,0,25,1,1,1
5.7,502.64,65.441,59,37,64,41.245,29,42,22,43.228,59.083,59.5,8.519,49.2,37.3,1.001,1.109,0.733,0.699,10.2,33,0,34,0,0,0,28,1,1,0
7.4,277.36,44.445,39,20,40,23.423,14,21,19,24.472,39.356,26.0,7.112,35.9,48.7,1.009,1.14,0.627,0.601,7.7,6,0,8,0,0,0,8,6,2,0
6.5,377.37,40.929,36,26,39,26.465,17,29,10,26.193,37.993,39.5,10.483,47.2,27.8,1.055,1.137,0.728,0.735,8.3,21,0,21,0,0,0,15,2,0,3
8.3,365.45,45.906,41,26,44,28.358,18,29,15,29.392,41.658,42.0,8.913,43.9,36.6,1.016,1.12,0.717,0.692,12.2,22,0,24,0,0,0,18,0,2,0
6.3,425.97,54.515,49,29,51,33.25,22,31,20,35.284,49.313,42.0,8.693,44.9,40.8,1.006,1.113,0.72,0.679,6.1,18,0,20,0,1,0,20,2,2,0
6.2,383.51,49.903,45,28,49,31.455,22,32,17,33.245,44.887,46.0,8.522,48.9,37.8,0.997,1.109,0.739,0.699,11.1,26,0,27,0,0,0,22,0,1,0
8.3,362.89,50.259,45,26,48,30.128,21,29,19,31.972,44.8,40.0,8.064,46.7,42.2,0.996,1.117,0.71,0.67,8.9,22,0,22,0,1,0,18,3,0,0
5.0,506.58,63.33,56,36,60,38.726,25,40,20,39.557,57.436,54.5,9.046,44.6,35.7,1.026,1.131,0.706,0.692,10.7,27,0,28,0,0,0,23,2,1,2
5.7,386.51,51.029,46,28,49,31.675,22,31,18,33.455,45.996,44.0,8.402,47.8,39.1,1.0,1.109,0.727,0.689,8.7,22,0,24,0,0,0,21,1,2,0
6.9,368.86,41.771,38,25,41,27.648,19,28,13,28.994,38.56,38.0,9.707,50.0,34.2,1.015,1.099,0.763,0.728,5.3,18,0,19,0,1,0,18,1,1,0
8.1,233.3,36.405,32,17,33,19.655,12,18,15,20.495,32.262,23.0,7.291,37.5,46.9,1.008,1.138,0.64,0.614,9.4,0,0,5,0,0,0,8,4,5,0
6.2,404.49,50.405,45,29,48,31.379,20,32,16,32.398,45.76,45.0,8.989,44.4,35.6,1.017,1.12,0.72,0.697,13.3,22,0,24,0,0,0,20,0,2,0
7.2,375.42,50.611,45,28,48,30.412,20,31,17,30.96,45.793,43.0,8.343,44.4,37.8,1.018,1.125,0.688,0.676,11.1,16,0,20,0,0,0,18,2,4,0
5.4,221.28,31.156,28,17,30,19.171,14,19,11,20.063,27.84,28.0,7.903,50.0,39.3,0.994,1.113,0.717,0.685,10.7,16,0,17,0,0,0,14,0,1,0
7.1,311.43,50.023,44,23,46,27.036,17,25,21,28.574,43.905,33.0,7.078,38.6,47.7,0.998,1.137,0.649,0.614,11.4,16,0,16,0,0,0,12,5,0,0
5.6,268.35,40.694,36,20,38,22.961,15,22,16,24.046,36.036,30.0,7.454,41.7,44.4,1.001,1.13,0.668,0.638,11.1,10,0,13,0,0,0,12,3,3,0
5.0,492.51,63.121,55,36,59,37.723,24,40,19,37.642,56.865,54.5,8.955,43.6,34.5,1.034,1.148,0.684,0.686,14.5,27,0,28,0,0,0,22,2,1,3
6.7,241.3,26.827,24,17,26,17.821,11,19,7,18.438,24.469,28.5,10.054,45.8,29.2,1.02,1.118,0.768,0.743,20.8,15,0,16,0,0,1,10,0,0,0
6.6,428.52,56.654,50,30,52,32.862,19,32,20,33.83,51.182,44.0,8.57,38.0,40.0,1.024,1.133,0.677,0.657,12.0,18,0,21,0,0,0,17,2,3,0
6.3,317.41,41.906,37,22,39,24.358,14,24,15,25.392,37.658,34.0,8.579,37.8,40.5,1.018,1.133,0.686,0.658,13.5,16,0,18,0,0,0,13,1,2,0
5.0,380.39,47.955,42,28,46,29.244,19,32,14,29.171,43.382,44.5,9.057,45.2,33.3,1.033,1.142,0.695,0.696,14.3,25,0,25,0,0,0,16,3,0,2
5.9,269.33,39.405,35,20,37,22.655,15,22,15,23.495,35.262,29.5,7.695,42.9,42.9,1.007,1.126,0.671,0.647,8.6,11,0,13,0,0,0,12,3,2,0
5.8,462.44,57.246,51,30,54,34.405,21,33,21,36.699,51.513,42.5,9.067,41.2,41.2,1.01,1.122,0.72,0.675,9.8,17,0,18,0,2,0,16,5,1,0
7.4,287.34,38.78,35,22,38,24.413,18,25,13,25.279,35.051,35.0,8.21,51.4,37.1,1.001,1.108,0.722,0.698,8.6,18,0,19,0,0,0,18,0,1,0
5.0,363.45,48.704,43,25,46,27.993,17,28,18,29.057,43.945,34.0,8.452,39.5,41.9,1.022,1.133,0.676,0.651,7.0,6,0,9,0,0,0,10,7,3,1
5.6,568.76,81.936,73,41,77,47.308,31,45,32,49.944,73.156,61.0,7.791,42.5,43.8,1.002,1.122,0.684,0.648,8.2,26,0,29,0,0,0,25,6,3,0
7.6,305.33,39.12,35,23,38,24.796,18,26,12,25.216,35.563,36.0,8.724,51.4,34.3,1.016,1.118,0.72,0.708,8.6,18,0,19,0,0,0,18,0,1,1
4.7,156.2,22.242,20,12,22,13.623,10,14,8,14.296,19.854,19.5,7.81,50.0,40.0,0.993,1.112,0.715,0.681,10.0,11,0,11,0,0,0,9,1,0,0
6.9,252.34,39.112,35,19,37,22.445,16,21,16,23.796,34.716,29.0,7.21,45.7,45.7,0.992,1.117,0.68,0.641,5.7,16,0,16,0,0,0,12,4,0,0
5.0,254.29,33.994,30,19,32,20.576,14,21,11,21.006,30.454,29.5,8.476,46.7,36.7,1.015,1.133,0.7,0.686,13.3,17,0,17,0,0,0,13,1,0,1
6.8,241.32,37.196,33,18,34,20.94,14,19,15,22.04,32.934,26.0,7.313,42.4,45.5,0.998,1.127,0.668,0.635,9.1,12,0,13,0,0,0,12,2,1,0
5.2,324.42,49.734,44,24,46,27.73,18,26,20,29.023,44.131,35.0,7.373,40.9,45.5,1.003,1.13,0.66,0.63,9.1,16,0,17,0,0,0,14,4,1,0
8.0,304.39,44.066,39,23,42,25.762,17,26,16,26.841,39.029,36.5,7.805,43.6,41.0,1.001,1.13,0.688,0.661,15.4,21,0,21,0,0,0,15,2,0,0
5.1,498.66,69.481,62,36,66,41.013,27,40,26,43.205,62.178,54.5,8.043,43.5,41.9,1.003,1.121,0.697,0.662,9.7,27,0,28,0,0,0,23,4,1,0
6.2,380.41,43.412,39,27,42,28.239,18,30,12,28.534,40.327,42.0,9.754,46.2,30.8,1.034,1.113,0.732,0.724,10.3,10,0,16,0,0,1,16,1,5,0
6.0,210.25,28.867,26,16,28,17.865,13,18,10,18.512,26.065,26.0,8.087,50.0,38.5,1.003,1.11,0.712,0.687,7.7,16,0,16,0,0,0,13,0,0,0
5.7,264.35,40.112,36,20,38,23.445,17,22,16,24.796,35.716,30.5,7.343,47.2,44.4,0.992,1.114,0.689,0.651,5.6,17,0,17,0,0,0,15,2,0,0
8.9,419.48,54.774,49,32,53,34.499,24,36,17,35.301,49.458,52.5,8.561,49.0,34.7,1.009,1.118,0.72,0.704,14.3,27,0,29,0,0,1,22,1,1,0
5.6,380.29,49.167,44,25,46,29.089,19,27,19,30.699,44.567,34.0,8.643,43.2,43.2,1.013,1.117,0.698,0.661,2.3,12,0,13,0,2,0,13,6,1,0
6.9,317.42,48.026,43,24,45,27.993,20,26,19,29.563,42.702,36.0,7.382,46.5,44.2,0.993,1.117,0.688,0.651,7.0,18,0,19,0,0,0,18,2,1,0
5.2,399.46,53.947,48,30,52,32.893,23,34,18,33.75,48.534,47.5,8.322,47.9,37.5,1.011,1.124,0.703,0.685,10.4,27,0,27,0,0,0,21,2,0,1
6.5,289.32,36.947,33,22,36,23.402,16,25,11,23.767,33.487,36.5,8.767,48.5,33.3,1.015,1.12,0.72,0.709,15.2,21,0,22,0,0,0,16,0,1,0
5.2,358.23,40.712,37,24,40,26.794,19,27,13,27.96,37.589,36.5,9.682,51.4,35.1,1.016,1.1,0.756,0.724,2.7,17,0,18,0,2,0,16,3,1,0
7.1,238.27,31.448,28,18,30,19.381,13,20,10,19.762,28.385,29.0,8.51,46.4,35.7,1.014,1.123,0.706,0.692,14.3,16,0,17,0,0,0,13,0,1,0
5.2,461.61,69.268,62,35,66,40.617,29,39,27,42.858,61.556,53.5,7.445,46.8,43.5,0.993,1.117,0.691,0.655,8.1,23,0,26,0,0,0,25,4,3,0
5.6,335.81,42.14,38,24,41,26.767,19,27,14,27.898,38.258,38.0,8.837,50.0,36.8,1.007,1.109,0.734,0.704,7.9,22,0,22,0,1,0,18,1,0,0
7.6,284.3,37.282,33,21,35,22.337,14,23,12,22.432,33.924,32.0,8.615,42.4,36.4,1.028,1.13,0.68,0.677,12.1,16,0,17,0,0,0,12,2,1,0
