pXC50,Eta_beta_A,Eig03_EA.dm.,SpMAD_EA.bo.,ON0V,Se,Si,TIC3,TIC4,Eta_betaP_A,CATS2D_03_AA,S3K,SpMin4_Bh.m.,SpMin4_Bh.v.,DBI,ATSC7m,TIC2,ON1V,ATSC3m,DLS_cons,Eta_C_A,P_VSA_LogP_8,ATSC5m,P_VSA_i_3,C.,PW5,ATS1e,ATS1i,ATS8e,GGI6,ISIZ,nAT,nBT,SAtot,SpMin5_Bh.m.,VvdwZAZ,Uindex,SpMin4_Bh.s.,ATS4e,ATS6e,ATS6i,ATS7e,ATS7i,ATS8i,ATSC6p,ATSC8m,TIC5,ATSC3s,CATS2D_02_AA,CIC4,SIC4,TIE,ATS3s,CIC5,Cl.089,Eig03_AEA.ri.,Eig03_EA.ri.,P_VSA_LogP_1,SIC5,JGI8,P_VSA_e_5,PW4,SaaN,SPI,S2K,ATS3i,ATSC2v,ATSC3v,Eta_FL_A,ATS2i,ATS8s,Chi0_EA.bo.,P_VSA_p_3,P_VSA_v_3,SpMax7_Bh.m.,ATSC4m,PHI,ATS3e,ATS4i,C.002,CATS2D_05_LL,CATS2D_06_LL,DLS_04,Eig06_AEA.ri.,GGI7,nCs,nCsp3,nH,ON0,P_VSA_LogP_7,ATSC8i,nHM,TIC1,nCL,NsCl,P_VSA_e_4,SsCl,X0A,ATS8p,ATSC7v,HDcpx,IDM,SpMin5_Bh.s.,ATS2e,ATSC3i,Eig02_EA.bo.,SM12_AEA.ri.,ATS5s,N.,Eta_L_A,NssCH2,SssCH2,ATS5e,ATS5v,ATS7p,ATSC1p,ATSC3p,ATSC6v,ATSC7i,ATSC7p,ATSC8p,Eta_C,P_VSA_e_1,P_VSA_m_1,P_VSA_s_2,P_VSA_v_1,ATSC5s,nO,ATSC8v,SpMin3_Bh.m.,VAR,ATSC6m,ATSC3e,ATSC8e,ATSC8s,D.Dtr09,Eta_betaS_A,LOC,PDI,P_VSA_MR_2,BIC5,C.005,CIC3,Eig03_EA,SM11_AEA.bo.,GNar,MATS6e,MCD,nPyrimidines,SdO,C.026,ATSC5p,ON1,ATSC1v,S1K,X0v,GGI4,CENT,ECC,IDET,IDMT,LPRS,MDDD,UNIP,Xu,ATS7v,ATS8v,ATSC4v,P_VSA_LogP_2,Sp,SssO,Sv,VvdwMG,Vx,CATS2D_08_DL,RBN,SpMax3_Bh.e.,SpMax3_Bh.i.,SpMax3_Bh.p.,SpMax3_Bh.v.,SpMin3_Bh.s.
5.456,1.315,0.86,1.837,7.733,42.356,47.445,195.722,195.722,0.652,1,3.992,1.785,1.747,2.915,20.512,177.722,2.581,22.893,0.9,0.73,0.0,17.963,259.025,40.5,0.089,3.842,3.953,4.518,0.42,226.477,42,44,407.904,1.575,284.67,36.745,0.776,4.495,4.515,4.711,4.515,4.725,4.786,7.171,22.537,195.722,39.256,1,0.732,0.864,36.592,5.659,0.732,0,3.415,2.342,10.883,0.864,0.01,47.145,0.177,7.969,8.303,7.425,4.813,8.265,10.16,0.253,4.546,5.509,14.303,97.297,97.297,2.653,20.911,5.086,4.604,4.706,4,6,7,0.8,2.494,0.251,5,6,19,11.5,188.338,0.895,0,143.948,0,0,0.0,0.0,0.699,3.476,9.975,1.659,7.749,0.577,4.382,1.048,3.486,3.486,5.574,7.1,0.237,4,4.436,4.417,3.63,3.677,3.791,7.441,9.649,0.979,7.263,6.687,16.78,211.88,211.88,211.88,211.88,36.713,3,9.808,1.844,76,20.426,0.431,0.463,56.131,0.0,0.663,0.7,0.958,94.229,0.822,1,0.732,2.466,2.466,2.093,0.02,0.739,1,12.316,2,6.586,5.222,4.86,15.754,12.989,1.159,733.0,217.0,857.086,9879.69,107.818,19.864,79,22.665,3.578,3.346,8.639,28.149,27.472,11.329,26.423,163.54,390.797,2,5,3.79,3.835,3.63,3.652,1.061
6.347,1.042,0.86,1.752,9.333,48.232,54.401,233.814,233.814,0.396,1,4.113,1.785,1.744,3.391,26.98,219.059,2.938,28.629,1.0,0.958,0.0,24.071,317.328,37.5,0.086,3.968,4.084,4.668,0.554,268.078,48,50,456.161,1.668,315.94,39.176,1.01,4.776,4.718,4.941,4.739,4.965,4.919,9.319,26.222,233.814,48.724,0,0.714,0.872,45.7,5.807,0.714,0,3.56,2.489,28.533,0.872,0.014,58.363,0.18,0.0,12.201,7.133,4.998,10.331,12.198,0.199,4.715,5.641,14.88,100.197,100.197,2.826,28.625,5.133,4.792,5.011,4,10,9,1.0,2.503,0.358,6,9,24,12.75,258.964,0.958,0,166.265,0,0,0.0,0.0,0.715,3.59,12.613,1.671,7.876,0.738,4.542,1.217,3.568,3.568,5.803,4.2,0.28,4,4.456,4.636,3.773,3.816,4.623,8.48,13.205,1.12,8.851,7.205,22.999,258.964,258.964,258.964,258.964,62.94,4,10.704,1.851,78,25.892,0.576,0.613,58.075,0.0,0.646,0.813,0.924,164.856,0.843,1,0.714,2.588,2.588,2.03,0.101,0.667,0,12.569,2,8.082,5.264,6.148,17.271,14.348,1.248,810.0,227.0,935.583,11034.9,113.777,20.083,83,23.351,3.707,3.474,12.29,28.149,30.205,16.608,28.697,176.189,421.661,2,5,3.797,3.835,3.66,3.673,1.078
5.932,1.333,0.8,1.909,9.643,52.44,58.591,269.668,269.668,0.683,1,4.468,1.604,1.625,3.0,24.364,250.158,3.098,29.462,0.9,0.85,39.149,35.046,328.254,42.3,0.104,4.061,4.174,4.704,0.685,296.423,52,55,534.42,1.513,368.41,46.939,0.825,4.934,4.741,4.953,4.721,4.939,4.938,8.874,26.049,269.668,49.417,1,0.515,0.91,54.101,5.951,0.515,1,3.649,2.551,10.883,0.91,0.011,53.683,0.184,8.886,14.943,9.053,5.069,9.821,13.673,0.258,4.759,5.778,18.454,159.794,159.794,3.046,32.703,6.24,4.874,5.163,2,8,11,0.8,3.151,0.519,3,7,22,15.333,235.422,1.235,1,202.1,1,1,39.149,6.223,0.703,3.945,11.926,1.731,8.518,0.686,4.595,1.553,3.889,3.889,5.87,9.6,0.229,5,3.36,4.86,3.994,3.996,4.532,10.44,12.165,1.34,8.678,8.946,25.514,235.422,235.422,235.422,235.422,52.797,2,12.32,1.972,142,24.725,0.442,0.369,48.296,0.0,0.65,0.812,0.958,58.084,0.86,1,0.515,2.704,2.704,2.087,0.05,0.733,0,0.0,2,9.693,6.722,5.635,20.679,17.355,1.893,1604.0,362.0,1600.61,22163.7,153.979,31.564,120,28.283,3.913,3.849,13.981,11.386,35.648,5.198,34.105,213.251,512.093,2,5,3.807,3.861,3.656,3.656,1.139
5.44,1.063,0.86,1.729,7.417,40.92,46.279,190.905,190.905,0.425,1,3.113,1.69,1.664,2.236,20.38,176.15,2.667,25.486,1.0,0.874,0.0,20.347,282.567,39.0,0.088,3.804,3.919,4.516,0.399,219.66,41,43,373.045,1.574,264.19,29.823,0.903,4.553,4.529,4.742,4.461,4.679,4.813,7.454,21.227,190.905,36.972,0,0.701,0.869,31.901,5.579,0.701,0,3.415,2.359,10.883,0.869,0.011,47.145,0.183,0.0,7.798,6.044,4.906,9.716,12.183,0.191,4.585,5.204,12.894,72.467,72.467,2.583,22.335,4.154,4.681,4.789,5,6,8,1.0,2.287,0.208,6,9,21,10.0,235.422,0.915,0,128.663,0,0,0.0,0.0,0.697,3.54,10.039,1.621,7.352,0.704,4.41,1.071,3.147,3.147,5.391,2.4,0.297,6,6.012,4.482,3.599,3.588,4.203,8.765,10.181,0.864,7.247,7.713,17.483,235.422,235.422,235.422,235.422,24.521,3,11.641,1.799,56,21.966,0.386,0.241,28.274,0.0,0.638,0.764,0.953,106.0,0.838,1,0.701,2.45,2.45,2.107,-0.114,0.8,0,11.346,2,7.492,4.472,5.561,13.748,11.854,0.938,496.0,158.0,594.783,6087.74,87.925,14.32,58,19.775,3.447,3.304,10.899,32.789,25.983,11.481,24.434,149.141,355.664,2,4,3.703,3.74,3.54,3.553,1.172
4.0,1.478,0.657,1.983,7.233,38.589,42.614,186.666,190.666,0.783,0,2.808,1.513,1.507,2.55,13.737,169.157,2.081,14.53,0.8,0.612,0.0,19.12,197.795,44.7,0.103,3.789,3.881,4.102,0.258,199.421,38,41,360.453,1.437,258.77,31.942,0.581,4.458,4.268,4.49,4.179,4.386,4.305,5.338,12.439,190.666,16.791,2,0.23,0.956,23.81,5.461,0.23,0,3.333,2.259,10.883,0.956,0.008,33.0,0.19,8.612,6.244,6.028,4.542,5.94,7.515,0.302,4.438,5.113,14.127,111.076,111.076,2.782,17.172,3.733,4.389,4.655,0,3,4,0.6,2.477,0.242,0,3,15,10.833,129.482,0.675,0,133.099,0,0,0.0,0.0,0.68,3.349,5.741,1.655,7.734,0.574,4.302,0.98,3.924,3.924,5.379,7.9,0.19,2,0.905,4.437,3.491,3.42,3.312,6.189,7.097,0.765,4.548,5.044,14.083,164.795,164.795,164.795,164.795,29.989,3,6.633,1.605,71,15.577,0.229,0.193,16.42,85.919,0.696,0.59,1.014,33.0,0.891,1,0.336,2.388,2.388,2.196,-0.052,0.826,1,0.0,3,6.717,5.083,3.739,14.243,12.575,1.195,694.0,219.0,857.223,9798.59,107.766,16.253,80,22.603,3.37,3.29,8.096,8.756,25.949,15.998,25.369,153.219,365.615,0,4,3.51,3.558,3.293,3.322,0.668
4.0,1.489,0.532,2.011,6.21,34.702,37.934,166.974,168.974,0.795,0,2.707,1.438,1.486,2.345,13.464,149.464,1.908,14.18,0.77,0.622,39.149,16.561,190.631,47.1,0.103,3.689,3.774,3.876,0.238,172.974,34,37,340.662,1.363,247.89,30.019,0.577,4.339,4.085,4.297,3.957,4.141,4.055,4.854,9.398,168.974,18.805,2,0.118,0.977,23.188,5.42,0.118,1,3.303,2.242,0.0,0.977,0.008,22.0,0.19,8.538,5.888,5.63,4.477,4.745,6.766,0.297,4.314,4.982,13.204,137.599,137.599,2.771,15.294,3.484,4.325,4.536,0,3,4,0.4,2.477,0.214,0,2,12,10.333,94.169,0.533,1,123.812,1,1,39.149,6.058,0.679,3.226,5.337,1.642,7.602,0.391,4.194,0.887,3.924,3.924,5.279,8.8,0.193,2,0.899,4.254,3.381,3.322,2.752,5.93,5.83,0.573,4.456,3.979,13.674,129.482,129.482,129.482,129.482,29.345,2,4.851,1.535,58,14.042,0.255,0.189,14.116,80.779,0.693,0.405,1.036,22.0,0.902,0,0.176,2.351,2.351,2.205,-0.074,0.864,1,0.0,3,5.659,4.75,2.9,13.612,12.3,1.155,582.0,197.0,766.814,8484.09,101.297,14.727,75,21.725,3.246,3.179,6.627,8.756,24.591,10.693,23.955,147.963,352.791,0,3,3.486,3.536,3.3,3.318,0.665
4.0,1.576,0.657,2.031,6.517,35.596,39.073,173.525,175.525,0.891,0,2.651,1.442,1.489,2.55,10.026,156.015,1.985,12.088,0.77,0.567,0.0,15.117,151.482,48.6,0.103,3.711,3.8,3.953,0.258,179.525,35,38,348.86,1.392,255.7,31.942,0.577,4.386,4.138,4.357,4.002,4.194,4.149,4.631,9.861,175.525,18.264,2,0.114,0.978,26.199,5.484,0.114,0,3.36,2.32,0.0,0.978,0.008,22.0,0.19,8.505,6.244,5.752,4.499,4.73,6.684,0.312,4.327,5.12,14.035,114.737,114.737,2.776,14.848,3.452,4.341,4.59,0,3,5,0.4,2.477,0.242,0,2,12,10.833,94.169,0.619,0,130.364,0,0,0.0,0.0,0.68,3.26,5.255,1.655,7.734,0.403,4.204,0.962,3.924,3.924,5.34,11.4,0.18,2,0.846,4.289,3.431,3.357,2.783,5.733,5.753,0.661,4.238,3.965,13.035,129.482,129.482,129.482,129.482,30.938,2,4.891,1.558,71,12.72,0.189,0.198,25.569,85.919,0.685,0.59,1.027,22.0,0.896,0,0.171,2.388,2.388,2.196,0.067,0.826,1,0.0,2,5.605,5.083,2.905,13.806,12.114,1.195,694.0,219.0,857.223,9798.59,107.766,16.253,80,22.603,3.305,3.227,6.631,8.756,24.977,10.686,24.622,150.162,358.156,0,3,3.525,3.578,3.347,3.374,0.667
4.0,1.477,0.532,2.011,7.067,37.262,41.405,179.995,183.995,0.795,0,2.61,1.48,1.496,2.345,12.405,162.485,2.122,14.814,0.87,0.626,0.0,17.29,186.795,45.9,0.103,3.751,3.851,4.069,0.238,192.75,37,40,345.337,1.43,249.98,30.019,0.616,4.464,4.226,4.466,4.088,4.301,4.306,4.711,13.1,183.995,15.317,2,0.237,0.955,21.959,5.42,0.237,0,3.319,2.27,8.825,0.955,0.008,22.0,0.19,8.655,5.888,5.465,4.55,6.389,8.142,0.296,4.412,5.02,13.204,106.96,106.96,2.722,18.556,3.315,4.384,4.689,0,3,5,0.6,2.477,0.214,0,3,15,10.333,129.482,0.654,0,129.937,0,0,0.0,0.0,0.679,3.301,6.802,1.642,7.602,0.575,4.266,0.991,3.924,3.924,5.254,8.1,0.195,2,0.957,4.354,3.433,3.399,3.224,6.363,6.358,0.692,5.054,5.004,13.766,164.795,164.795,164.795,164.795,21.574,2,6.885,1.657,58,15.253,0.118,0.163,16.054,80.779,0.682,0.405,1.03,22.0,0.888,0,0.345,2.351,2.351,2.205,-0.195,0.864,1,0.0,2,6.216,4.75,3.837,13.346,12.167,1.155,582.0,197.0,766.814,8484.09,101.297,14.727,75,21.725,3.307,3.229,8.905,8.756,25.495,10.725,24.655,149.223,355.864,0,3,3.524,3.584,3.346,3.361,0.726
6.284,1.286,0.0,1.998,6.883,38.473,43.03,188.666,188.666,0.619,1,3.255,1.572,1.61,3.162,12.644,176.666,2.303,20.808,0.9,0.727,0.0,17.525,261.162,39.5,0.094,3.762,3.871,4.007,0.349,199.421,38,40,381.73,1.44,241.81,32.47,0.673,4.438,4.209,4.449,4.039,4.254,4.227,5.258,12.505,188.666,49.222,0,0.283,0.946,31.415,5.593,0.283,0,3.219,2.136,8.825,0.946,0.012,96.367,0.167,8.349,10.342,5.876,4.722,7.402,8.873,0.244,4.431,5.088,12.355,70.212,70.212,2.528,19.557,3.948,4.513,4.673,2,4,3,0.8,2.699,0.231,3,5,17,10.833,164.795,0.567,0,142.202,0,0,0.0,0.0,0.706,3.132,6.164,1.625,7.436,0.414,4.275,0.979,3.955,3.955,5.378,7.9,0.237,3,2.095,4.321,3.36,3.197,3.349,6.512,7.453,0.588,4.459,4.14,15.259,164.795,164.795,164.795,164.795,40.751,3,5.817,1.672,76,15.706,0.444,0.305,32.916,69.857,0.667,1.656,0.92,136.081,0.891,0,0.283,2.283,2.283,2.074,0.016,0.619,0,0.0,1,5.763,4.556,4.215,14.108,11.705,1.013,548.0,210.0,725.782,7815.69,96.211,19.347,74,21.129,3.119,3.027,9.287,9.661,24.71,5.665,23.896,147.283,351.13,2,5,3.699,3.75,3.551,3.546,0.843
5.236,1.042,0.8,1.681,12.9,76.261,87.467,306.842,306.842,0.333,5,6.534,1.863,1.89,4.243,61.8,279.823,4.987,48.334,0.52,1.202,0.0,52.653,594.493,31.6,0.122,4.424,4.564,5.722,1.378,474.842,76,79,718.928,1.768,462.48,61.14,1.133,5.328,5.436,5.648,5.553,5.779,5.965,12.837,72.5,306.842,64.243,8,2.211,0.646,81.425,6.185,2.211,0,3.651,2.499,0.0,0.646,0.007,170.733,0.202,19.702,16.552,13.61,5.579,16.048,21.458,0.189,5.244,6.658,24.097,44.795,44.795,3.178,48.812,10.272,5.312,5.589,6,0,0,0.8,2.839,0.792,6,18,40,18.333,423.76,3.039,0,203.215,0,0,0.0,0.0,0.704,4.831,25.329,1.789,9.118,0.955,5.024,2.095,3.526,3.526,6.505,10.5,0.302,18,10.988,5.384,4.483,4.701,6.051,12.599,22.762,2.859,14.262,20.853,43.255,423.76,423.76,423.76,423.76,120.583,4,33.579,1.924,138,54.757,0.879,1.36,111.138,0.0,0.708,1.432,0.895,94.169,0.631,0,2.211,2.737,2.737,2.073,-0.149,0.611,2,0.0,0,13.196,8.444,9.52,27.172,21.094,1.911,2336.0,356.0,2175.68,33298.5,190.411,37.556,138,31.848,4.647,4.709,21.219,32.053,46.046,0.0,43.459,267.115,643.522,0,12,3.762,3.831,3.61,3.605,1.154
