pXC50,Eig04_AEA.bo.,Eig04_EA,SM12_AEA.bo.,CENT,ZM2MulPer,ZM2Per,ZM2V,Eig06_AEA.ed.,Eig06_AEA.ri.,Eig06_EA,Eig06_EA.ed.,SM14_AEA.bo.,SM15_AEA.dm.,ZM2Kup,Eig04_EA.bo.,SM14_AEA.ri.,Eig14_EA.ri.,Eig15_EA,Eig15_EA.ri.,SM09_AEA.dm.,Eig04_AEA.ri.,Eig06_EA.bo.,Dz,ATS1s,Chi0_EA.ri.,Chi1_EA.ri.,MDDD,SM03_EA.bo.,piPC02,SM02_EA.bo.,Eig15_EA.bo.,BBI,Eig14_AEA.ed.,MPC02,MWC02,SM02_AEA.ed.,SM02_EA,SpAD_AEA.bo.,SpAD_AEA.ed.,SpAD_AEA.ri.,SpAD_EA,SpAD_EA.ed.,SRW04,SRW06,X2,ZM1,ZM2Mad,VAR,Eig06_AEA.bo.,Eig09_AEA.ed.,Eig15_AEA.ri.,Eig15_EA.ed.,SM04_EA.bo.,SM10_AEA.ri.,SpAD_EA.bo.,BID,Eig14_EA,Eig14_EA.bo.,HDcpx,IDM,SM08_AEA.dm.,SpMaxA_EA.ri.,X1sol,XMOD,Eig04_EA.ri.,S0K,Eig08_EA.ed.,RDSQ,SM03_AEA.ri.,Chi0_EA.ed.,Eig04_EA.ed.,SM13_AEA.dm.,X1v,C.018,SpMax3_Bh.i.,Eig15_AEA.ed.,Eta_betaS,SM07_EA.bo.,SM08_EA.bo.,Eig02_EA.bo.,SM12_AEA.ri.,Eig09_EA.ed.,SM04_AEA.ri.,ATS6m,ATS7m,Eig11_AEA.ed.,ATSC7i,Eig11_AEA.bo.,Eig04_AEA.ed.,AAC,AECC,ALOGP,ALOGP2,AMR,AMW,ARR,ATS1e,ATS1i,ATS1m,ATS1p,ATS1v,ATS2e,ATS2i,ATS2m,ATS2p,ATS2s,ATS2v,ATS3e,ATS3i,ATS3m,ATS3p,ATS3s,ATS3v,ATS4e,ATS4i,ATS4m,ATS4p,ATS4s,ATS4v,ATS5e,ATS5i,ATS5m,ATS5p,ATS5s,ATS5v,ATS6e,ATS6i,ATS6p,ATS6s,ATS6v,ATS7e,ATS7i,ATS7p,ATS7s,ATS7v,ATS8e,ATS8i,ATS8m,ATS8p,ATS8s,ATS8v,ATSC1e,ATSC1i,ATSC1m,ATSC1p,ATSC1s,ATSC1v,ATSC2e,ATSC2i,ATSC2m,ATSC2p,ATSC2s,ATSC2v,ATSC3e,ATSC3i,ATSC3m,ATSC3p,ATSC3s,ATSC3v,ATSC4e,ATSC4i,ATSC4m,ATSC4p,ATSC4s,ATSC4v,ATSC5e,ATSC5i,ATSC5m,ATSC5p,ATSC5s,ATSC5v,ATSC6e,ATSC6i,ATSC6m,ATSC6p,ATSC6s,ATSC6v,ATSC7e,ATSC7m,ATSC7p,ATSC7s,ATSC7v,ATSC8e,ATSC8i,ATSC8m,ATSC8p,ATSC8s,ATSC8v,BAC,BIC0,BIC1,BIC2,BIC3,BIC4,BIC5,BLI,BLTA96,BLTD48,BLTF96,Br.094,C.,C.001,C.002,C.003,C.004,C.005,C.006,C.007,C.008,C.009,C.011,C.012,C.013,C.015,C.016,C.017,C.019,C.021,C.022,C.024,C.025,C.026,C.027,C.028,C.029,C.030,C.031,C.032,C.033,C.034,C.035,C.039,C.040,C.041,C.042,C.043,C.044,CATS2D_00_DD,CATS2D_00_DP,CATS2D_00_PP,CATS2D_01_AA,CATS2D_01_AN,CATS2D_01_DA,CATS2D_01_DN,CATS2D_01_LL,CATS2D_01_NL,CATS2D_02_AA,CATS2D_02_AL,CATS2D_02_AP,CATS2D_02_DA,CATS2D_02_DD,CATS2D_02_DL,CATS2D_02_LL,CATS2D_02_NL,CATS2D_02_PL,CATS2D_03_AA,CATS2D_03_AL,CATS2D_03_AP,CATS2D_03_DA,CATS2D_03_DD,CATS2D_03_DL,CATS2D_03_DP,CATS2D_03_LL,CATS2D_03_NL,CATS2D_03_PL,CATS2D_04_AA,CATS2D_04_AL,CATS2D_04_AP,CATS2D_04_DA,CATS2D_04_DD,CATS2D_04_DL,CATS2D_04_DP,CATS2D_04_LL,CATS2D_04_PL,CATS2D_04_PP,CATS2D_05_AA,CATS2D_05_AL,CATS2D_05_AP,CATS2D_05_DA,CATS2D_05_DD,CATS2D_05_DL,CATS2D_05_DN,CATS2D_05_DP,CATS2D_05_LL,CATS2D_05_PL,CATS2D_06_AA,CATS2D_06_AL,CATS2D_06_AP,CATS2D_06_DA,CATS2D_06_DD,CATS2D_06_DL,CATS2D_06_DP,CATS2D_06_LL,CATS2D_06_PL,CATS2D_07_AA,CATS2D_07_AL,CATS2D_07_AN,CATS2D_07_AP,CATS2D_07_DA,CATS2D_07_DD,CATS2D_07_DL,CATS2D_07_DP,CATS2D_07_LL,CATS2D_07_PL,CATS2D_08_AA,CATS2D_08_AL,CATS2D_08_AP,CATS2D_08_DA,CATS2D_08_DD,CATS2D_08_DL,CATS2D_08_DP,CATS2D_08_LL,CATS2D_08_PL,CATS2D_09_AA,CATS2D_09_AL,CATS2D_09_AP,CATS2D_09_DA,CATS2D_09_DD,CATS2D_09_DL,CATS2D_09_DP,CATS2D_09_LL,CATS2D_09_NL,CATS2D_09_PL,Chi0_AEA.bo.,Chi0_AEA.dm.
6.62,4.243,2.912,2.912,1301.0,590.154,917.05,563.0,6.05,3.362,2.392,8.432,2.392,8.432,587.334,3.728,3.728,0.923,0.655,0.637,0.655,3.89,3.086,71.5,5.256,23.145,20.376,22.498,5.645,4.779,5.468,0.887,67,3.713,4.22,5.371,6.435,4.905,65.351,68.402,64.967,65.008,225.989,5.855,7.523,15.933,214.0,307.921,91.0,3.687,5.228,1.632,1.776,7.938,1.776,85.638,3.535,0.966,1.163,1.769,8.884,0.966,0.093,15.983,99.877,2.842,166.465,6.962,416.917,6.962,12.437,10.751,10.751,11.287,0,3.874,3.63,23.25,12.165,13.851,4.711,4.711,5.578,5.578,4.583,4.257,4.715,2.258,2.863,6.721,1.547,7.727,3.097,9.588,120.91,8.139,0.6,4.166,4.257,3.825,3.754,3.76,4.761,4.88,4.355,4.261,5.837,4.266,5.105,5.244,4.581,4.502,6.247,4.5,5.272,5.421,4.66,4.645,6.369,4.624,5.354,5.532,4.675,4.696,6.412,4.657,5.343,5.511,4.661,6.447,4.604,5.32,5.527,4.47,6.426,4.363,5.075,5.343,3.604,4.018,6.113,3.844,0.099,0.784,9.631,4.91,17.601,5.507,0.341,1.418,19.436,8.823,35.052,10.31,0.718,1.945,30.363,12.462,77.919,14.241,0.757,2.287,36.384,14.993,73.412,17.333,0.663,2.483,41.505,17.22,56.009,21.179,0.509,2.417,39.468,17.223,55.808,20.833,0.759,43.8,17.535,98.068,21.867,0.716,1.704,40.317,14.344,102.389,18.88,18,0.249,0.619,0.763,0.835,0.859,0.883,0.847,-3.29,-3.28,-3.14,0,48.1,1,1,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,2,11,0,1,0,3,14,0,0,1,11,0,2,1,4,0,14,0,0,0,15,0,3,0,3,0,16,0,0,1,12,0,3,0,5,0,0,21,0,1,9,0,0,0,13,0,18,0,1,4,0,0,1,0,14,0,11,0,0,2,0,0,1,5,0,9,0,0,0,0,1,1,1,0,4,0,0,22.786,22.786
5.42,4.265,2.997,2.997,2814.0,729.588,1117.2,692.0,6.122,3.474,2.503,8.641,2.503,8.641,721.878,3.728,3.728,1.378,1.334,1.269,1.334,3.971,3.413,92.0,5.496,30.356,25.984,41.589,5.712,4.966,5.656,1.735,81,4.126,4.407,5.58,6.583,5.094,81.873,85.013,81.12,81.073,267.411,6.057,7.692,19.933,264.0,369.693,204.0,3.861,5.689,2.291,3.029,8.054,3.029,106.902,3.789,1.381,1.96,1.829,9.625,1.381,0.071,20.936,130.7,2.92,227.329,7.822,578.002,7.822,16.787,10.657,10.657,14.758,0,3.972,4.035,29.75,12.183,13.876,4.71,4.71,7.135,7.135,4.947,4.802,5.049,3.759,3.078,6.686,1.495,10.884,5.28,27.873,161.613,7.818,0.588,4.432,4.533,4.067,4.023,4.016,5.025,5.167,4.544,4.493,6.056,4.483,5.333,5.485,4.773,4.738,6.359,4.721,5.534,5.691,4.914,4.904,6.564,4.88,5.692,5.865,4.973,5.013,6.721,4.969,5.784,5.982,5.063,6.789,4.989,5.803,6.024,5.003,6.787,4.902,5.655,5.887,4.571,4.828,6.63,4.71,0.025,1.045,13.58,6.639,11.439,8.089,0.432,1.864,28.35,11.59,33.192,14.33,0.591,2.488,40.031,16.026,47.117,19.605,0.59,3.015,49.661,19.899,68.572,24.119,0.87,3.522,59.91,23.293,83.434,28.77,0.845,3.793,68.123,27.096,96.013,34.924,0.914,73.598,28.599,122.862,37.189,0.723,3.236,64.383,24.864,97.084,32.687,27,0.226,0.55,0.729,0.82,0.857,0.873,0.868,-4.65,-4.57,-4.3,0,47.9,1,1,0,0,2,1,0,2,1,0,1,0,0,0,0,0,0,0,13,7,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,19,0,3,14,0,1,0,2,20,0,0,4,16,0,0,0,2,0,16,0,0,3,22,0,0,0,2,0,18,0,0,3,18,0,2,0,2,0,0,21,0,4,25,0,0,0,4,0,21,0,1,22,0,0,1,0,4,0,15,0,0,19,0,1,0,0,0,18,0,2,10,0,1,0,0,0,23,0,0,29.799,29.799
5.0,3.87,2.563,2.563,1610.0,606.571,903.78,568.0,5.203,3.033,2.138,6.298,2.138,6.298,614.308,3.16,3.16,0.238,0.108,0.087,0.108,3.501,2.766,71.833,5.275,21.205,18.195,33.804,5.066,4.491,5.179,0.136,49,3.022,3.912,5.118,5.984,4.595,52.064,51.981,51.565,51.261,150.859,5.58,7.102,14.374,166.0,232.102,108.0,3.481,4.103,1.004,0.258,7.418,0.258,68.713,3.471,0.28,0.332,1.729,8.568,0.28,0.087,13.869,98.249,2.39,144.825,4.786,271.293,4.786,11.869,7.442,7.442,9.04,0,3.907,2.878,21.25,11.002,12.648,4.049,4.049,3.658,3.658,3.821,3.932,3.416,1.061,2.5,5.536,2.031,13.032,4.153,17.251,106.488,10.438,0.647,3.938,4.035,3.756,3.445,3.506,4.427,4.54,4.214,3.805,6.221,3.861,4.58,4.72,4.189,3.871,5.968,3.907,4.642,4.806,4.264,3.761,6.233,3.823,4.482,4.66,3.942,3.649,5.985,3.689,4.428,4.602,3.655,5.794,3.668,4.394,4.568,3.593,6.157,3.589,4.256,4.471,3.55,3.449,5.466,3.421,0.354,0.898,3.112,3.277,36.644,2.665,1.046,1.675,6.966,5.556,141.777,4.654,0.898,1.4,12.085,6.811,82.82,5.913,1.355,1.355,22.523,7.725,134.258,6.877,1.031,1.279,14.171,5.959,106.551,5.546,0.967,1.174,14.334,6.285,125.398,5.623,1.072,12.67,5.604,135.008,6.237,0.748,0.94,14.6,5.49,83.18,6.007,27,0.347,0.673,0.779,0.849,0.868,0.876,0.798,-5.17,-5.07,-4.74,0,44.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,2,4,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,4,0,2,6,0,3,1,5,6,0,0,1,2,0,0,0,4,0,6,0,0,3,6,0,2,0,4,0,2,0,0,0,6,0,1,0,5,0,0,2,0,0,4,0,0,0,2,0,4,0,1,5,0,0,2,0,4,0,8,0,0,0,0,0,0,0,0,4,0,1,3,0,3,1,1,0,2,0,0,20.436,20.436
5.0,3.609,2.568,2.568,1484.0,475.659,694.84,444.0,4.937,3.024,2.096,5.707,2.096,5.707,462.01,2.875,2.875,0.25,-0.085,-0.078,-0.085,3.515,2.613,65.25,5.183,21.132,17.491,33.431,4.902,4.357,5.043,-0.091,46,2.844,3.85,5.069,5.9,4.533,48.972,50.647,49.003,48.839,139.826,5.525,7.045,13.109,158.0,232.1,142.0,3.362,4.133,0.85,-0.18,7.263,-0.18,61.91,3.44,0.308,0.373,1.728,8.504,0.308,0.092,14.696,100.45,2.41,143.207,4.533,266.994,4.533,11.895,7.143,7.143,10.687,0,3.907,2.683,20.0,10.89,12.544,3.883,3.883,3.629,3.629,4.108,4.17,3.414,1.604,2.0,5.409,1.715,12.633,5.087,25.882,118.666,8.804,0.515,4.096,4.21,3.809,3.624,3.608,4.654,4.831,4.207,4.022,5.692,3.985,4.896,5.087,4.303,4.185,5.942,4.112,5.0,5.239,4.249,4.119,5.993,4.028,4.9,5.149,4.082,4.02,5.885,3.947,4.725,4.904,4.046,5.806,3.985,4.877,5.093,4.064,5.938,3.991,4.807,5.035,4.136,4.001,5.805,3.888,0.058,0.853,9.037,4.983,7.077,6.16,0.356,1.361,21.772,8.436,26.488,10.434,0.51,1.694,35.268,11.548,40.534,14.399,0.653,1.701,43.941,12.799,59.27,16.162,0.799,1.495,35.628,10.733,59.961,14.498,0.337,1.441,25.124,9.744,30.079,12.223,0.614,31.754,10.393,58.941,13.134,0.6,1.394,30.973,10.363,50.053,13.272,18,0.284,0.627,0.815,0.857,0.857,0.857,0.972,-5.0,-4.9,-4.6,1,40.7,0,2,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,8,0,1,0,2,5,0,0,1,8,0,0,0,3,0,3,0,0,1,3,0,1,0,1,0,2,0,0,3,3,0,1,0,1,0,0,6,0,1,4,0,1,0,0,0,6,0,0,7,0,0,0,0,0,0,5,0,1,5,0,0,0,1,0,1,0,1,6,0,0,0,2,0,1,0,0,20.334,20.334
5.0,3.47,2.07,2.07,358.0,294.743,437.0,278.0,4.164,2.463,1.515,3.518,1.515,3.518,289.62,2.848,2.848,-1.116,-1.265,-1.233,-1.265,3.054,1.722,40.5,4.767,13.229,10.859,12.554,4.808,4.099,4.783,-1.761,30,1.818,3.434,4.635,5.509,4.111,31.666,33.252,31.444,31.49,93.594,5.094,6.637,8.276,102.0,133.685,59.0,2.685,2.86,-0.287,-3.54,7.195,-3.54,43.418,3.013,-1.164,-1.381,1.611,7.219,-1.164,0.148,9.203,57.386,2.034,80.711,2.164,147.565,2.164,7.685,5.788,5.788,6.388,0,3.686,1.478,13.0,11.226,12.904,3.81,3.81,0.647,0.647,3.224,2.73,2.344,0.74,0.994,4.957,1.437,7.316,1.761,3.1,76.664,7.093,0.714,3.69,3.839,3.224,3.19,3.172,4.205,4.411,3.589,3.567,5.202,3.531,4.386,4.615,3.648,3.681,5.395,3.624,4.446,4.695,3.586,3.681,5.378,3.609,4.341,4.568,3.465,3.618,5.314,3.534,4.36,4.611,3.548,5.303,3.415,4.271,4.552,3.342,5.081,3.119,4.082,4.442,2.203,2.933,4.749,2.65,0.039,0.587,7.979,2.761,7.893,4.178,0.141,0.905,14.364,4.628,14.081,7.141,0.278,1.037,17.776,5.514,24.113,8.461,0.179,1.047,19.171,5.597,21.424,9.019,0.184,0.966,16.879,5.178,20.287,8.103,0.242,0.914,17.665,5.385,25.449,8.387,0.123,16.434,5.646,19.862,8.709,0.137,0.509,14.76,4.658,20.489,7.463,13,0.261,0.653,0.786,0.86,0.86,0.86,0.913,-2.81,-2.82,-2.73,0,38.9,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,1,0,0,0,0,2,0,0,0,0,0,1,0,1,1,1,0,0,0,0,4,0,1,3,0,1,0,0,4,0,0,2,5,0,2,1,0,1,2,0,0,0,4,0,0,0,1,0,1,0,0,0,4,1,1,0,3,0,0,2,0,0,2,2,2,0,1,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,3,0,0,3,0,0,0,0,0,1,0,0,0,1,12.939,12.939
5.0,4.213,2.867,2.867,3094.0,681.67,1009.01,638.0,5.369,3.341,2.389,7.021,2.389,7.021,687.524,3.686,3.686,1.062,1.0,0.958,1.0,3.814,3.207,87.0,5.478,26.516,22.486,46.154,5.223,4.721,5.409,1.5,62,3.541,4.143,5.352,6.217,4.828,66.416,65.954,65.455,65.288,191.684,5.814,7.339,18.024,210.0,271.652,206.0,3.765,4.546,1.961,2.387,7.607,2.387,87.634,3.693,1.119,1.592,1.794,9.274,1.119,0.07,17.441,117.947,2.624,201.376,5.878,388.098,5.878,15.035,9.107,9.107,11.813,0,3.938,3.429,26.25,10.98,12.624,3.987,3.987,4.537,4.537,4.366,4.376,4.165,2.324,2.854,6.156,1.716,14.769,5.084,25.849,140.252,8.681,0.674,4.236,4.35,3.921,3.781,3.8,4.739,4.893,4.349,4.15,6.333,4.161,4.908,5.077,4.326,4.265,6.178,4.25,5.037,5.246,4.309,4.247,6.287,4.228,5.006,5.216,4.393,4.231,6.329,4.226,4.99,5.176,4.232,6.37,4.24,5.048,5.25,4.214,6.634,4.208,4.881,5.068,4.22,4.165,6.205,4.141,0.17,1.169,8.678,4.973,20.21,5.501,0.955,2.17,18.501,8.284,141.288,9.406,0.491,2.047,21.562,9.741,36.543,11.338,0.855,2.22,30.557,11.422,98.132,13.327,1.003,2.211,29.88,10.502,81.361,13.362,0.867,2.306,26.91,10.516,89.115,11.17,1.472,32.789,11.889,229.403,13.493,0.573,1.98,23.789,10.394,53.249,12.151,38,0.271,0.601,0.777,0.884,0.9,0.9,0.824,-4.91,-4.82,-4.52,0,45.9,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,4,3,3,2,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9,0,2,9,0,3,0,5,10,0,0,0,6,0,0,0,6,0,6,0,0,1,13,0,1,0,5,0,4,0,0,0,10,0,1,1,2,0,0,7,0,2,7,0,2,0,2,0,10,0,2,2,0,0,2,0,3,0,14,0,1,4,0,0,0,1,0,11,0,0,13,0,1,0,3,0,7,0,0,25.814,25.814
5.0,4.032,2.637,2.637,2032.0,613.703,905.2,578.0,5.204,3.075,2.159,6.067,2.159,6.067,605.844,3.635,3.635,1.0,0.538,0.494,0.538,3.589,2.925,75.333,5.347,23.346,19.613,37.311,5.156,4.625,5.313,0.623,55,3.414,4.025,5.231,6.107,4.71,58.124,59.757,57.645,57.351,170.248,5.694,7.238,15.313,186.0,251.391,172.0,3.574,4.841,1.47,1.345,7.544,1.345,77.67,3.561,1.0,1.5,1.763,8.88,1.0,0.085,15.869,106.198,2.503,162.974,5.772,341.506,5.772,13.193,8.223,8.223,10.537,0,3.89,3.208,22.25,11.036,12.684,4.046,4.046,5.104,5.104,4.384,4.335,3.904,1.667,2.76,5.929,1.805,12.382,6.167,38.036,123.999,9.732,0.632,4.038,4.122,3.816,3.667,3.681,4.508,4.617,4.228,4.057,5.92,4.061,4.792,4.932,4.383,4.222,6.131,4.224,4.87,5.039,4.381,4.18,6.355,4.184,4.817,4.98,4.353,4.193,6.118,4.187,4.846,5.019,4.181,6.209,4.165,4.792,4.977,4.091,6.219,4.054,4.613,4.797,4.07,3.902,6.046,3.858,0.191,0.819,4.764,3.856,24.096,3.682,0.415,1.332,8.932,6.355,53.058,6.425,0.585,1.774,17.729,8.989,73.495,8.972,1.019,2.073,21.224,9.337,133.233,9.046,0.701,1.794,18.749,9.09,97.64,9.039,0.853,1.966,20.823,9.764,104.276,9.633,0.951,27.385,10.125,113.46,10.879,0.83,1.414,22.3,8.175,96.873,9.093,27,0.297,0.632,0.764,0.856,0.865,0.865,0.832,-5.59,-5.46,-5.09,0,51.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,5,4,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,10,1,1,7,0,3,0,3,15,2,0,0,6,0,0,0,4,0,11,2,0,2,12,0,0,0,5,0,7,0,0,0,10,0,0,0,2,1,0,7,0,0,6,0,2,1,2,0,11,0,0,2,2,0,0,0,1,0,14,0,2,6,0,2,0,1,0,12,0,0,3,0,0,0,2,0,8,2,0,22.878,22.878
5.0,3.6,2.288,2.288,1177.0,416.214,597.93,386.0,4.915,2.935,1.993,5.633,1.993,5.633,407.517,2.928,2.928,-0.147,-0.506,-0.464,-0.506,3.235,2.655,59.0,5.177,18.986,15.025,28.571,4.691,4.256,4.942,-0.615,39,2.39,3.689,4.92,5.714,4.369,42.226,43.819,42.075,42.158,116.829,5.371,6.86,11.371,136.0,171.074,127.0,3.357,3.414,0.433,-1.081,7.113,-1.081,55.606,3.339,-0.16,-0.19,1.697,8.178,-0.16,0.098,13.084,83.083,2.16,124.382,3.648,215.802,3.648,10.789,6.652,6.652,8.383,0,3.839,2.358,17.5,10.384,12.053,3.841,3.841,2.275,2.275,3.695,3.676,3.057,1.072,1.737,5.25,1.588,12.778,3.127,9.779,106.122,7.479,0.621,3.994,4.11,3.552,3.474,3.477,4.473,4.635,3.859,3.811,5.61,3.797,4.61,4.764,3.924,3.939,5.724,3.903,4.754,4.963,3.786,3.943,5.791,3.858,4.764,5.007,3.693,3.901,5.695,3.8,4.633,4.857,3.83,5.638,3.746,4.618,4.854,3.765,5.626,3.681,4.53,4.751,3.531,3.647,5.563,3.56,0.069,0.705,10.086,4.218,12.468,5.389,0.345,1.035,18.562,7.05,31.217,8.841,0.307,1.2,20.517,7.862,27.304,10.287,0.384,1.288,25.704,9.14,45.5,12.349,0.426,1.239,27.512,9.309,43.763,12.999,0.384,1.141,23.149,8.032,36.626,11.286,0.387,23.357,8.165,37.643,11.531,0.442,0.961,21.488,7.238,39.423,9.947,21,0.269,0.587,0.734,0.816,0.842,0.862,0.867,-3.7,-3.67,-3.49,0,40.8,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,9,0,1,7,3,3,0,1,9,0,1,1,10,0,0,0,1,0,6,0,1,0,8,1,1,1,2,2,2,2,1,0,7,0,0,0,3,0,0,4,3,1,5,0,0,0,2,0,7,2,2,2,0,1,1,0,2,0,7,2,2,1,1,1,0,1,0,5,1,1,2,1,1,0,0,0,4,0,0,18.342,18.342
5.0,3.723,2.312,2.312,925.0,410.619,598.6,388.0,4.657,2.716,1.764,4.826,1.764,4.826,407.547,3.238,3.238,-0.21,-0.65,-0.62,-0.65,3.265,2.485,54.0,5.047,17.429,14.339,21.28,4.691,4.341,5.027,-0.865,39,2.546,3.689,4.905,5.733,4.369,42.715,43.082,42.187,42.072,120.077,5.361,6.876,10.997,134.0,168.927,91.0,3.201,3.457,0.31,-1.517,7.239,-1.517,58.864,3.268,-0.232,-0.293,1.687,8.015,-0.232,0.111,11.81,75.981,2.193,104.096,2.901,214.737,2.901,10.202,6.17,6.17,7.763,0,3.865,2.223,16.0,10.631,12.329,3.726,3.726,2.275,2.275,3.776,3.713,3.414,1.122,2.5,5.077,1.58,9.16,4.187,17.527,93.158,8.497,0.821,3.793,3.892,3.47,3.418,3.416,4.233,4.354,3.825,3.783,5.498,3.769,4.469,4.641,3.834,3.853,5.686,3.817,4.469,4.667,3.758,3.797,5.606,3.755,4.441,4.651,3.757,3.818,5.496,3.768,4.394,4.568,3.841,5.609,3.782,4.432,4.607,3.845,5.621,3.768,4.486,4.72,3.503,3.718,5.586,3.604,0.063,0.605,5.82,3.203,9.196,3.519,0.097,0.963,9.518,5.109,10.667,5.835,0.231,1.2,15.399,6.858,35.399,7.893,0.284,1.193,16.451,6.485,38.946,7.622,0.248,1.127,16.154,6.323,27.589,8.008,0.302,1.097,13.838,6.402,31.866,8.047,0.196,14.591,7.218,24.109,8.907,0.201,1.15,18.786,8.18,30.925,10.643,5,0.275,0.541,0.692,0.796,0.813,0.813,0.832,-4.77,-4.68,-4.4,0,51.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,4,0,1,0,4,9,0,0,0,6,0,0,0,7,0,5,0,0,0,6,0,0,0,5,0,6,0,0,0,0,0,1,0,2,0,0,14,0,1,1,0,1,1,0,0,18,0,0,3,0,0,0,0,0,0,12,0,0,4,0,0,0,2,0,4,0,0,2,0,0,0,4,0,0,0,0,17.154,17.154
7.041,3.712,2.618,2.618,2640.0,569.569,830.61,530.0,5.412,3.159,2.199,7.12,2.199,7.12,540.271,3.095,3.095,0.6,0.612,0.545,0.612,3.539,2.643,78.167,5.376,25.536,20.636,47.741,5.085,4.5,5.187,0.72,54,3.306,4.007,5.231,6.071,4.691,58.42,60.367,57.342,57.166,164.588,5.687,7.209,15.234,186.0,263.019,220.0,3.618,4.569,1.518,1.318,7.42,1.318,71.872,3.616,0.711,0.968,1.775,9.031,0.711,0.08,18.004,116.575,2.409,182.117,5.397,340.42,5.397,14.273,7.555,7.555,12.433,0,3.906,3.093,24.25,11.11,12.743,4.047,4.047,4.732,4.732,4.381,4.382,3.731,1.649,2.748,5.738,1.692,14.556,4.883,23.847,142.137,8.162,0.436,4.273,4.384,3.916,3.784,3.77,4.831,5.013,4.276,4.168,5.83,4.139,5.047,5.227,4.462,4.366,6.1,4.306,5.171,5.39,4.438,4.411,6.182,4.3,5.173,5.417,4.323,4.353,6.121,4.252,5.067,5.27,4.327,6.127,4.251,5.082,5.292,4.291,6.218,4.216,4.969,5.165,4.319,4.22,6.095,4.143,0.069,0.928,12.114,5.76,11.444,7.328,0.459,1.455,27.478,9.309,28.265,11.987,0.67,1.759,37.048,12.412,44.354,16.176,0.747,1.885,48.447,15.391,65.448,20.506,0.786,1.823,47.666,15.1,61.843,20.601,0.545,1.697,38.227,13.209,51.397,17.233,0.835,44.73,12.79,81.487,16.75,0.591,1.526,34.875,12.092,61.341,15.781,46,0.269,0.578,0.758,0.819,0.844,0.858,0.956,-2.61,-2.63,-2.56,0,40.0,0,1,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,4,2,7,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,3,4,0,0,2,6,0,0,0,3,0,5,0,0,3,2,0,3,0,1,0,5,0,0,1,5,0,1,0,1,0,0,6,0,0,8,0,1,0,0,0,4,0,3,7,0,0,0,0,0,0,4,0,4,5,0,0,0,1,0,2,0,1,5,0,0,0,0,0,1,0,0,24.488,24.488
