pXC50,SCBO,MW,RBN,nH,nSK,Sv,nBO,Se,Sp,Si,nBT,nAT,nCsp3,nHet,nO,nC,nDB,nAB,C.,H.,Mi,nCsp2,AMW,nN,Mv,RBF,nBM,Mp,nF,nCsp
5.0,55.0,535.54,9,25,39,42.491,43,65.978,42.687,71.575,68.0,64.0,7,11,10,28,3,18,43.8,39.1,1.118,21,8.368,1,0.664,0.132,21,0.667,0,0
10.097,44.0,447.58,6,21,30,33.754,32,52.047,35.438,57.119,53.0,51.0,5,10,5,20,4,16,39.2,41.2,1.12,15,8.776,3,0.662,0.113,20,0.695,0,0
7.32,39.0,469.46,6,21,27,31.855,29,48.403,34.637,53.458,50.0,48.0,6,8,3,19,2,16,39.6,43.8,1.114,13,9.78,2,0.664,0.12,18,0.722,0,0
10.854,52.0,518.66,8,34,38,44.76,42,72.305,46.921,80.896,76.0,72.0,12,8,6,30,1,18,41.7,47.2,1.124,18,7.204,2,0.622,0.105,19,0.652,0,0
9.538,43.0,502.77,14,46,36,46.206,38,81.279,50.035,93.178,84.0,82.0,21,7,5,29,2,6,35.4,56.1,1.136,8,6.131,2,0.563,0.167,8,0.61,0,0
4.824,53.5,448.49,3,20,34,37.842,39,54.473,38.886,59.199,59.0,54.0,4,5,5,29,3,23,53.7,37.0,1.096,25,8.305,0,0.701,0.051,26,0.72,0,0
7.328,42.0,498.46,6,20,29,33.064,31,49.949,35.335,54.751,51.0,49.0,5,10,4,19,3,16,38.8,40.8,1.117,14,10.173,3,0.675,0.118,19,0.721,0,0
7.347,62.5,564.69,10,32,42,48.035,46,74.414,49.955,82.853,78.0,74.0,7,9,5,33,3,27,44.6,43.2,1.12,26,7.631,4,0.649,0.128,30,0.675,0,0
8.125,51.0,506.61,10,30,37,42.223,40,67.858,43.648,75.647,70.0,67.0,9,10,6,27,2,18,40.3,44.8,1.129,18,7.561,4,0.63,0.143,20,0.651,0,0
7.523,59.0,561.71,8,31,40,45.915,44,71.716,48.051,79.484,75.0,71.0,8,10,6,30,4,22,42.3,43.7,1.119,22,7.911,3,0.647,0.107,26,0.677,0,0
5.409,48.0,428.46,4,20,32,35.557,36,52.8,36.341,57.408,56.0,52.0,5,6,6,26,3,18,50.0,38.5,1.104,21,8.24,0,0.684,0.071,21,0.699,0,0
6.367,90.0,938.25,26,67,68,81.102,71,135.494,85.427,153.038,138.0,135.0,23,17,10,51,8,22,37.8,49.6,1.134,28,6.95,7,0.601,0.188,30,0.633,0,0
5.0,88.0,890.2,11,63,65,77.619,70,128.072,81.995,144.789,133.0,128.0,23,15,8,50,7,22,39.1,49.2,1.131,27,6.955,7,0.606,0.083,29,0.641,0,0
6.312,90.0,939.24,25,66,68,80.596,71,134.712,84.671,152.121,137.0,134.0,22,18,10,50,8,22,37.3,49.3,1.135,28,7.009,8,0.601,0.182,30,0.632,0,0
8.125,55.0,526.0,6,20,36,39.109,40,57.622,40.102,62.352,60.0,56.0,3,11,6,25,4,22,44.6,35.7,1.113,22,9.393,3,0.698,0.1,26,0.716,0,0
6.509,39.5,384.54,6,24,27,32.169,29,50.982,34.398,57.112,53.0,51.0,6,6,3,21,2,17,41.2,47.1,1.12,15,7.54,2,0.631,0.113,19,0.674,0,0
4.991,28.0,367.22,4,7,19,19.597,20,27.873,20.216,28.971,27.0,26.0,1,10,5,9,3,10,34.6,26.9,1.114,8,14.124,2,0.754,0.148,13,0.778,0,0
6.365,71.0,640.78,10,36,48,55.287,54,84.189,57.682,93.311,90.0,84.0,8,8,6,40,2,30,47.6,42.9,1.111,32,7.628,2,0.658,0.111,32,0.687,0,0
7.0,54.0,530.67,8,34,39,45.76,43,73.305,47.921,81.896,77.0,73.0,11,8,6,31,2,18,42.5,46.6,1.122,20,7.269,2,0.627,0.104,20,0.656,0,0
6.745,39.0,453.41,5,17,26,29.801,28,43.636,32.114,47.628,45.0,43.0,3,8,3,18,3,16,41.9,39.5,1.108,15,10.544,2,0.693,0.111,19,0.747,0,0
6.255,55.0,544.7,10,36,40,47.287,44,76.189,49.682,85.311,80.0,76.0,12,8,6,32,2,18,42.1,47.4,1.123,20,7.167,2,0.622,0.125,20,0.654,0,0
5.602,65.0,629.73,12,31,45,50.544,50,77.378,52.165,84.531,81.0,76.0,7,11,9,34,1,28,44.7,40.8,1.112,27,8.286,1,0.665,0.148,29,0.686,0,0
5.77,53.0,558.72,14,34,39,45.178,41,74.029,47.273,82.607,75.0,73.0,10,12,7,27,3,18,37.0,46.6,1.132,17,7.654,4,0.619,0.187,21,0.648,0,0
7.348,80.5,849.11,27,56,60,70.832,63,117.058,74.466,131.012,119.0,116.0,19,16,11,44,6,23,37.9,48.3,1.129,25,7.32,4,0.611,0.227,29,0.642,0,0
5.585,129.5,1409.88,30,92,99,115.941,104,192.948,121.887,217.15,196.0,191.0,33,31,15,68,12,27,35.6,48.2,1.137,35,7.382,14,0.607,0.153,39,0.638,0,0
5.699,143.5,1584.06,32,102,111,128.95,116,215.995,134.762,242.645,218.0,213.0,37,37,19,74,14,27,34.7,47.9,1.139,37,7.437,16,0.605,0.147,41,0.633,0,0
4.161,24.5,255.35,3,9,16,17.448,17,25.764,18.506,27.999,26.0,25.0,0,7,2,9,2,11,36.0,36.0,1.12,9,10.214,3,0.698,0.115,13,0.74,0,0
9.699,214.5,2492.28,47,159,171,198.64,177,335.602,207.939,376.577,336.0,330.0,62,62,32,109,24,27,33.0,48.2,1.141,47,7.552,25,0.602,0.14,51,0.63,0,0
7.824,42.0,457.95,7,16,29,31.242,31,46.931,32.227,50.442,47.0,45.0,3,12,6,17,3,16,37.8,35.6,1.121,14,10.177,3,0.694,0.149,19,0.716,0,0
5.456,89.0,924.22,25,65,67,79.575,70,132.61,83.666,149.623,135.0,132.0,22,17,10,50,8,22,37.9,49.2,1.134,28,7.002,7,0.603,0.185,30,0.634,0,0
5.745,147.5,1638.21,31,112,115,135.869,120,229.086,143.115,258.512,232.0,227.0,42,36,18,79,14,27,34.8,49.3,1.139,37,7.217,16,0.599,0.134,41,0.63,0,0
5.149,167.5,1869.4,40,121,131,151.803,136,256.006,158.143,287.509,257.0,252.0,45,45,24,86,18,27,34.1,48.0,1.141,41,7.418,19,0.602,0.156,45,0.628,0,0
5.0,94.0,982.26,28,67,71,83.531,74,139.148,87.336,156.457,141.0,138.0,23,19,12,52,9,22,37.7,48.6,1.134,29,7.118,7,0.605,0.199,31,0.633,0,0
4.959,54.0,497.64,9,31,37,43.299,40,67.985,45.495,76.145,71.0,68.0,7,7,4,30,3,22,44.1,45.6,1.12,23,7.318,3,0.637,0.127,25,0.669,0,0
6.676,56.0,547.46,7,24,38,42.879,42,62.763,44.682,68.705,66.0,62.0,4,8,4,30,2,24,48.4,38.7,1.108,26,8.83,2,0.692,0.106,26,0.721,0,0
11.0,61.0,556.69,9,28,40,45.168,44,68.723,47.08,75.943,72.0,68.0,5,10,5,30,3,28,44.1,41.2,1.117,25,8.187,4,0.664,0.125,31,0.692,0,0
7.658,55.0,549.62,12,31,40,45.357,44,72.302,46.517,79.611,75.0,71.0,10,10,9,30,2,18,42.3,43.7,1.121,20,7.741,1,0.639,0.16,20,0.655,0,0
5.092,120.0,1124.37,28,65,83,94.806,90,149.257,98.37,166.414,155.0,148.0,15,20,11,63,8,44,42.6,43.9,1.124,48,7.597,9,0.641,0.181,52,0.665,0,0
6.658,52.5,537.73,10,39,39,46.637,42,78.167,49.245,88.597,81.0,78.0,15,10,5,29,3,15,37.2,50.0,1.136,14,6.894,5,0.598,0.123,18,0.631,0,0
6.01,48.0,518.44,6,16,31,34.01,34,48.182,35.813,51.921,50.0,47.0,1,10,4,21,3,22,44.7,34.0,1.105,20,11.031,3,0.724,0.12,25,0.762,0,0
9.013,40.0,424.96,6,17,27,30.318,29,45.058,32.074,48.94,46.0,44.0,4,9,4,18,3,16,40.9,38.6,1.112,14,9.658,2,0.689,0.13,19,0.729,0,0
6.67,42.0,486.35,6,12,28,29.386,30,42.069,30.199,44.509,42.0,40.0,1,12,6,16,4,16,40.0,30.0,1.113,15,12.159,3,0.735,0.143,20,0.755,0,0
8.409,46.0,482.96,7,15,31,32.737,33,48.149,33.472,51.525,48.0,46.0,3,13,6,18,3,16,39.1,32.6,1.12,14,10.499,4,0.712,0.146,20,0.728,0,1
7.187,39.0,460.32,5,10,26,26.661,28,38.178,27.233,40.466,38.0,36.0,1,13,5,13,3,16,36.1,27.8,1.124,12,12.787,5,0.741,0.132,19,0.756,0,0
10.0,47.0,446.54,6,26,33,37.938,37,59.443,39.421,66.026,63.0,59.0,8,7,5,26,1,18,44.1,44.1,1.119,18,7.568,2,0.643,0.095,19,0.668,0,0
9.398,64.0,649.7,15,35,47,52.555,51,84.051,53.403,92.07,86.0,82.0,11,13,12,34,4,18,41.5,42.7,1.123,23,7.923,1,0.641,0.174,22,0.651,0,0
6.412,50.0,489.63,8,31,36,41.815,39,67.305,43.745,75.727,70.0,67.0,9,9,4,27,2,18,40.3,46.3,1.13,18,7.308,5,0.624,0.114,20,0.653,0,0
7.886,39.0,412.91,5,13,26,27.781,28,40.611,28.801,43.691,41.0,39.0,2,11,4,15,3,16,38.5,33.3,1.12,13,10.587,4,0.712,0.122,19,0.738,0,0
8.0,46.0,483.94,6,14,31,32.43,34,47.375,32.92,50.236,48.0,45.0,3,13,7,18,4,16,40.0,31.1,1.116,15,10.754,3,0.721,0.125,20,0.732,0,0
6.78,38.0,442.34,5,12,25,26.957,27,38.415,28.29,41.09,39.0,37.0,1,10,4,15,3,16,40.5,32.4,1.111,14,11.955,3,0.729,0.128,19,0.765,0,0
8.523,43.0,455.93,5,14,29,30.716,32,45.047,31.466,48.027,46.0,43.0,3,12,6,17,3,16,39.5,32.6,1.117,14,10.603,3,0.714,0.109,19,0.732,0,0
4.766,26.5,267.34,3,13,18,20.03,19,31.782,20.835,35.119,32.0,31.0,2,7,3,11,2,11,35.5,41.9,1.133,9,8.624,3,0.646,0.094,13,0.672,0,0
5.959,43.0,455.93,6,14,29,30.716,32,45.047,31.466,48.027,46.0,43.0,3,12,6,17,3,16,39.5,32.6,1.117,14,10.603,3,0.714,0.13,19,0.732,0,0
4.125,40.0,430.54,8,30,31,36.906,34,61.545,38.602,68.694,64.0,61.0,12,7,7,24,0,12,39.3,49.2,1.126,12,7.058,0,0.605,0.125,12,0.633,0,0
7.495,39.0,391.51,5,17,26,28.985,28,43.953,30.46,48.079,45.0,43.0,3,9,4,17,3,16,39.5,39.5,1.118,14,9.105,3,0.674,0.111,19,0.708,0,0
6.241,43.0,501.37,5,13,29,30.408,32,44.171,31.205,47.007,45.0,42.0,2,13,6,16,3,16,38.1,31.0,1.119,14,11.937,4,0.724,0.111,19,0.743,0,0
6.699,42.0,498.46,8,20,29,33.064,31,49.949,35.335,54.751,51.0,49.0,5,10,4,19,3,16,38.8,40.8,1.117,14,10.173,3,0.675,0.157,19,0.721,0,0
7.056,43.0,502.35,6,12,29,30.101,32,43.396,30.653,45.718,44.0,41.0,2,13,7,16,3,16,39.0,29.3,1.115,14,12.252,3,0.734,0.136,19,0.748,0,0
7.569,39.0,390.52,6,18,26,29.491,28,44.734,31.216,48.996,46.0,44.0,4,8,4,18,3,16,40.9,40.9,1.114,14,8.875,2,0.67,0.13,19,0.709,0,0
4.654,42.0,456.96,6,17,29,31.748,32,47.713,32.983,51.359,49.0,46.0,5,11,6,18,2,16,39.1,37.0,1.116,13,9.934,2,0.69,0.122,18,0.717,0,0
8.699,51.0,468.59,9,28,35,40.75,38,63.0,42.728,70.232,66.0,63.0,6,6,4,29,1,24,46.0,44.4,1.115,23,7.438,2,0.647,0.136,25,0.678,0,0
5.699,41.0,471.33,5,11,27,28.365,30,39.967,29.193,42.011,41.0,38.0,2,11,6,16,3,16,42.1,28.9,1.106,14,12.403,2,0.746,0.122,19,0.768,0,0
7.208,42.0,486.35,6,12,28,29.386,30,42.069,30.199,44.509,42.0,40.0,1,12,6,16,4,16,40.0,30.0,1.113,15,12.159,3,0.735,0.143,20,0.755,0,0
6.91,45.0,484.97,6,17,31,33.463,35,50.04,34.437,53.568,52.0,48.0,6,12,7,19,2,16,39.6,35.4,1.116,13,10.104,2,0.697,0.115,18,0.717,0,0
8.469,46.0,466.91,5,11,30,30.683,33,43.382,30.949,45.694,44.0,41.0,2,13,6,17,3,16,41.5,26.8,1.114,14,11.388,4,0.748,0.114,20,0.755,0,1
7.699,41.0,484.43,6,18,28,31.537,30,47.065,33.574,51.336,48.0,46.0,4,10,4,18,3,16,39.1,39.1,1.116,14,10.531,3,0.686,0.125,19,0.73,0,0
7.77,40.0,470.4,6,16,27,30.01,29,44.182,31.813,47.921,45.0,43.0,3,10,4,17,3,16,39.5,37.2,1.114,14,10.94,3,0.698,0.133,19,0.74,0,0
8.143,40.0,424.96,6,17,27,30.318,29,45.058,32.074,48.94,46.0,44.0,4,9,4,18,3,16,40.9,38.6,1.112,14,9.658,2,0.689,0.13,19,0.729,0,0
7.569,39.0,456.37,5,14,26,28.484,28,41.298,30.051,44.505,42.0,40.0,2,10,4,16,3,16,40.0,35.0,1.113,14,11.409,3,0.712,0.119,19,0.751,0,0
5.719,39.0,456.37,5,14,26,28.484,28,41.298,30.051,44.505,42.0,40.0,2,10,4,16,3,16,40.0,35.0,1.113,14,11.409,3,0.712,0.119,19,0.751,0,0
5.0,52.0,521.61,12,31,38,43.642,41,69.974,45.063,77.402,72.0,69.0,9,9,8,29,2,18,42.0,44.9,1.122,20,7.56,1,0.632,0.167,20,0.653,0,0
8.292,46.0,501.96,8,16,32,33.672,35,50.586,34.136,53.861,51.0,48.0,4,14,8,18,3,16,37.5,33.3,1.122,14,10.457,3,0.701,0.157,19,0.711,0,0
8.222,46.0,499.99,8,18,32,34.484,35,52.142,35.443,56.066,53.0,50.0,5,13,7,19,3,16,38.0,36.0,1.121,14,10.0,3,0.69,0.151,19,0.709,0,0
7.854,42.0,485.36,6,13,28,29.892,31,42.851,30.955,45.426,44.0,41.0,3,11,6,17,3,16,41.5,31.7,1.108,14,11.838,2,0.729,0.136,19,0.755,0,0
7.347,40.0,424.96,6,17,27,30.318,29,45.058,32.074,48.94,46.0,44.0,4,9,4,18,3,16,40.9,38.6,1.112,14,9.658,2,0.689,0.13,19,0.729,0,0
8.18,40.0,427.92,5,14,27,29.001,29,42.72,30.011,45.817,43.0,41.0,2,11,5,16,3,16,39.0,34.1,1.117,14,10.437,3,0.707,0.116,19,0.732,0,0
8.167,50.0,549.05,8,17,34,35.88,37,53.764,36.79,57.279,54.0,51.0,4,16,8,18,5,16,35.3,33.3,1.123,14,10.766,4,0.704,0.148,21,0.721,0,0
8.215,55.0,551.59,11,29,40,44.545,44,70.745,45.21,77.405,73.0,69.0,9,11,10,29,2,18,42.0,42.0,1.122,20,7.994,1,0.646,0.151,20,0.655,0,0
8.569,40.0,404.55,6,20,27,31.017,29,47.618,32.977,52.411,49.0,47.0,5,8,4,19,3,16,40.4,42.6,1.115,14,8.607,2,0.66,0.122,19,0.702,0,0
6.836,39.0,458.34,5,12,26,27.672,28,39.742,28.744,42.3,40.0,38.0,1,11,5,15,3,16,39.5,31.6,1.113,14,12.062,3,0.728,0.125,19,0.756,0,0
6.983,39.0,456.37,5,14,26,28.484,28,41.298,30.051,44.505,42.0,40.0,2,10,4,16,3,16,40.0,35.0,1.113,14,11.409,3,0.712,0.119,19,0.751,0,0
7.244,37.5,402.87,5,11,25,25.969,27,38.055,26.494,40.485,38.0,36.0,2,12,5,13,3,15,36.1,30.6,1.125,11,11.191,4,0.721,0.132,18,0.736,0,0
8.585,41.0,441.95,6,16,28,30.528,30,45.604,31.773,49.232,46.0,44.0,3,11,5,17,3,16,38.6,36.4,1.119,14,10.044,3,0.694,0.13,19,0.722,0,0
9.367,53.0,520.57,10,28,38,42.808,42,67.316,43.75,73.697,70.0,66.0,9,9,9,29,2,18,43.9,42.4,1.117,20,7.887,0,0.649,0.143,20,0.663,0,0
6.481,57.0,581.62,12,31,42,46.786,46,74.956,47.426,82.03,77.0,73.0,10,12,11,30,2,18,41.1,42.5,1.124,20,7.967,1,0.641,0.156,20,0.65,0,0
5.678,46.0,465.92,6,12,30,31.189,33,44.164,31.704,46.611,45.0,42.0,3,12,6,18,3,16,42.9,28.6,1.11,14,11.093,3,0.743,0.133,20,0.755,0,1
7.022,47.0,447.52,7,25,33,37.632,37,58.669,38.869,64.737,62.0,58.0,7,7,6,26,1,18,44.8,43.1,1.116,19,7.716,1,0.649,0.113,19,0.67,0,0
8.5,54.0,520.6,10,24,37,41.028,40,62.291,42.216,67.95,64.0,61.0,5,10,7,27,3,22,44.3,39.3,1.114,22,8.534,2,0.673,0.156,25,0.692,0,0
5.0,52.0,521.61,12,31,38,43.642,41,69.974,45.063,77.402,72.0,69.0,9,9,8,29,2,18,42.0,44.9,1.122,20,7.56,1,0.632,0.167,20,0.653,0,0
7.018,47.0,447.52,7,25,33,37.632,37,58.669,38.869,64.737,62.0,58.0,7,7,6,26,1,18,44.8,43.1,1.116,19,7.716,1,0.649,0.113,19,0.67,0,0
7.854,56.0,563.65,11,33,41,46.883,45,75.185,48.279,83.026,78.0,74.0,11,10,9,31,2,18,41.9,44.6,1.122,20,7.617,1,0.634,0.141,20,0.652,0,0
7.114,48.0,463.52,7,25,34,38.347,38,59.996,39.324,65.947,63.0,59.0,7,8,7,26,1,18,44.1,42.4,1.118,19,7.856,1,0.65,0.111,19,0.667,0,0
8.387,53.0,521.56,10,27,38,42.303,42,66.534,42.994,72.781,69.0,65.0,8,10,9,28,2,18,43.1,41.5,1.12,20,8.024,1,0.651,0.145,20,0.661,0,0
4.398,40.0,430.54,8,30,31,36.906,34,61.545,38.602,68.694,64.0,61.0,12,7,7,24,0,12,39.3,49.2,1.126,12,7.058,0,0.605,0.125,12,0.633,0,0
8.131,46.0,416.45,7,20,31,34.557,34,51.8,35.341,56.408,54.0,51.0,3,6,6,25,3,18,49.0,39.2,1.106,22,8.166,0,0.678,0.13,21,0.693,0,0
5.959,51.0,507.58,9,29,37,42.115,41,67.091,43.301,73.986,70.0,66.0,9,9,8,28,1,18,42.4,43.9,1.121,19,7.691,1,0.638,0.129,19,0.656,0,0
8.456,58.0,547.68,8,29,39,44.388,43,68.832,46.29,76.069,72.0,68.0,7,10,6,29,4,22,42.6,42.6,1.119,22,8.054,3,0.653,0.111,26,0.681,0,0
8.032,58.5,592.83,12,40,42,50.329,46,82.025,53.648,92.434,86.0,82.0,15,10,5,32,4,17,39.0,48.8,1.127,17,7.23,4,0.614,0.14,21,0.654,0,0
8.833,50.0,502.05,6,20,33,36.866,36,54.044,38.841,58.853,56.0,53.0,3,10,4,23,3,22,43.4,37.7,1.11,20,9.473,3,0.696,0.107,25,0.733,0,0
10.097,45.0,444.58,5,20,30,33.533,32,50.938,35.227,55.992,52.0,50.0,5,10,4,20,3,16,40.0,40.0,1.12,14,8.892,4,0.671,0.096,20,0.705,0,1
8.896,48.5,493.0,6,17,32,34.549,35,50.705,35.778,54.731,52.0,49.0,3,12,5,20,3,21,40.8,34.7,1.117,17,10.061,4,0.705,0.115,24,0.73,0,0
9.959,46.0,498.02,8,20,32,35.296,34,53.698,36.75,58.272,54.0,52.0,5,12,6,20,4,16,38.5,38.5,1.121,15,9.577,3,0.679,0.148,20,0.707,0,0
10.699,45.0,483.01,6,19,31,34.076,33,51.589,35.54,56.146,52.0,50.0,4,12,5,19,4,16,38.0,38.0,1.123,15,9.66,4,0.682,0.115,20,0.711,0,0
10.398,44.0,469.96,7,16,30,32.242,32,47.931,33.227,51.442,48.0,46.0,3,12,6,18,4,16,39.1,34.8,1.118,15,10.217,3,0.701,0.146,20,0.722,0,0
9.854,44.0,468.98,6,17,30,32.549,32,48.705,33.778,52.731,49.0,47.0,3,12,5,18,4,16,38.3,36.2,1.122,15,9.978,4,0.693,0.122,20,0.719,0,0
10.523,46.0,496.05,7,22,32,36.108,34,55.254,38.057,60.478,56.0,54.0,6,11,5,21,4,16,38.9,40.7,1.12,15,9.186,3,0.669,0.125,20,0.705,0,0
9.347,49.0,460.51,6,24,34,38.325,38,58.894,39.318,64.448,62.0,58.0,6,7,7,27,2,18,46.6,41.4,1.111,21,7.94,0,0.661,0.097,20,0.678,0,0
9.62,90.5,928.14,12,53,66,74.832,71,121.032,77.449,134.843,124.0,119.0,18,21,11,45,9,21,37.8,44.5,1.133,27,7.799,9,0.629,0.097,30,0.651,0,0
9.167,50.0,553.16,8,29,36,41.71,38,66.007,44.347,73.222,67.0,65.0,9,12,5,24,4,16,36.9,44.6,1.126,15,8.51,4,0.642,0.119,20,0.682,0,0
7.638,63.5,605.7,12,27,43,46.41,47,71.909,47.279,79.398,74.0,70.0,6,16,6,27,2,29,38.6,38.6,1.134,21,8.653,9,0.663,0.162,31,0.675,0,0
10.222,48.0,532.11,8,22,33,37.01,35,56.658,39.159,61.607,57.0,55.0,6,13,6,20,5,16,36.4,40.0,1.12,14,9.675,3,0.673,0.14,21,0.712,0,0
10.222,45.0,482.02,7,20,31,34.581,33,52.371,36.295,57.063,53.0,51.0,5,11,5,20,4,16,39.2,39.2,1.119,15,9.451,3,0.678,0.132,20,0.712,0,0
10.301,45.0,464.99,5,17,30,32.834,32,48.378,34.324,52.521,49.0,47.0,4,11,4,19,3,16,40.4,36.2,1.117,14,9.893,4,0.699,0.102,20,0.73,0,1
6.6,36.5,407.32,4,15,24,26.888,26,39.669,28.5,43.665,41.0,39.0,2,8,2,16,2,17,41.0,38.5,1.12,14,10.444,4,0.689,0.098,19,0.731,0,0
5.963,29.0,336.8,5,9,20,20.926,21,30.851,21.483,32.488,30.0,29.0,2,10,5,10,3,10,34.5,31.0,1.12,8,11.614,2,0.722,0.167,13,0.741,0,0
5.212,42.0,422.47,6,14,28,29.581,31,43.949,30.057,46.794,45.0,42.0,3,11,7,17,3,16,40.5,33.3,1.114,14,10.059,2,0.704,0.133,19,0.716,0,0
4.686,42.0,645.35,11,29,31,38.701,33,59.476,44.108,66.796,62.0,60.0,10,6,3,25,1,16,41.7,48.3,1.113,15,10.756,1,0.645,0.177,17,0.735,0,0
5.385,38.0,378.46,6,14,25,27.152,27,40.295,28.148,43.375,41.0,39.0,2,9,5,16,3,16,41.0,35.9,1.112,14,9.704,2,0.696,0.146,19,0.722,0,0
6.886,41.0,396.43,8,20,29,32.073,31,50.12,32.591,54.99,51.0,49.0,4,8,6,21,1,18,42.9,40.8,1.122,17,8.09,2,0.655,0.157,19,0.665,0,0
6.167,39.0,457.35,6,13,26,28.177,28,40.524,29.5,43.216,41.0,39.0,2,10,5,16,3,16,41.0,33.3,1.108,14,11.727,2,0.722,0.146,19,0.756,0,0
6.2,37.5,421.35,4,17,25,28.415,27,42.553,30.262,47.08,44.0,42.0,3,8,2,17,2,17,40.5,40.5,1.121,14,10.032,4,0.677,0.091,19,0.721,0,0
6.538,40.0,471.38,6,15,27,29.704,29,43.407,31.261,46.632,44.0,42.0,3,10,5,17,3,16,40.5,35.7,1.11,14,11.223,2,0.707,0.136,19,0.744,0,0
5.599,39.0,392.49,6,16,26,28.679,28,43.178,29.909,46.79,44.0,42.0,3,9,5,17,3,16,40.5,38.1,1.114,14,9.345,2,0.683,0.136,19,0.712,0,0
6.0,35.5,328.43,4,16,23,25.863,25,39.44,27.148,43.823,41.0,39.0,2,7,2,16,2,17,41.0,41.0,1.124,14,8.421,4,0.663,0.098,19,0.696,0,0
5.5,36.5,405.34,4,17,24,27.899,26,41.233,30.012,45.499,43.0,41.0,2,6,2,18,2,17,43.9,41.5,1.11,16,9.886,2,0.68,0.093,19,0.732,0,0
5.218,28.0,302.36,4,10,19,20.098,20,30.527,20.625,32.544,30.0,29.0,2,9,5,10,3,10,34.5,34.5,1.122,8,10.426,2,0.693,0.133,13,0.711,0,0
6.611,44.0,479.34,9,20,32,35.255,34,53.651,36.068,58.293,54.0,52.0,5,10,6,22,1,18,42.3,38.5,1.121,17,9.218,2,0.678,0.167,19,0.694,0,0
5.8,36.5,406.33,4,16,24,27.394,26,40.451,29.256,44.582,42.0,40.0,2,7,2,17,2,17,42.5,40.0,1.115,15,10.158,3,0.685,0.095,19,0.731,0,0
8.0,38.5,392.9,5,17,26,28.932,28,43.974,30.222,48.392,45.0,43.0,3,9,3,17,2,17,39.5,39.5,1.125,14,9.137,4,0.673,0.111,19,0.703,0,0
6.398,45.0,457.32,4,18,31,34.497,35,50.12,35.602,54.087,53.0,49.0,5,7,5,24,1,18,49.0,36.7,1.104,19,9.333,0,0.704,0.075,19,0.727,0,0
5.8,36.5,362.87,4,15,24,26.691,26,39.764,28.006,43.767,41.0,39.0,2,8,2,16,2,17,41.0,38.5,1.122,14,9.304,4,0.684,0.098,19,0.718,0,0
6.77,45.0,473.37,6,22,32,36.551,35,54.887,38.125,59.917,57.0,54.0,6,7,5,25,1,18,46.3,40.7,1.11,19,8.766,0,0.677,0.105,19,0.706,0,0
5.8,36.5,341.47,4,19,24,27.895,26,43.105,29.665,48.155,45.0,43.0,3,6,2,18,2,17,41.9,44.2,1.12,15,7.941,3,0.649,0.089,19,0.69,0,0
5.2,35.5,328.43,4,16,23,25.863,25,39.44,27.148,43.823,41.0,39.0,2,7,2,16,2,17,41.0,41.0,1.124,14,8.421,4,0.663,0.098,19,0.696,0,0
6.83,38.0,397.89,5,12,25,26.759,27,38.509,27.795,41.193,39.0,37.0,1,10,4,15,3,16,40.5,32.4,1.113,14,10.754,3,0.723,0.128,19,0.751,0,0
5.6,38.5,435.38,5,19,26,29.942,28,45.436,32.023,50.495,47.0,45.0,4,8,2,18,2,17,40.0,42.2,1.122,14,9.675,4,0.665,0.106,19,0.712,0,0
6.569,40.0,406.52,6,18,27,30.205,29,46.062,31.671,50.205,47.0,45.0,4,9,5,18,3,16,40.0,40.0,1.116,14,9.034,2,0.671,0.128,19,0.704,0,0
6.8,36.5,362.87,4,15,24,26.691,26,39.764,28.006,43.767,41.0,39.0,2,8,2,16,2,17,41.0,38.5,1.122,14,9.304,4,0.684,0.098,19,0.718,0,0
6.131,29.0,381.25,5,9,20,21.123,21,30.756,21.977,32.386,30.0,29.0,2,10,5,10,3,10,34.5,31.0,1.117,8,13.147,2,0.728,0.167,13,0.758,0,0
7.8,37.5,423.32,5,15,25,27.603,27,40.996,28.955,44.874,42.0,40.0,2,9,3,16,2,17,40.0,37.5,1.122,14,10.583,4,0.69,0.119,19,0.724,0,0
5.46,29.0,316.39,5,12,20,21.625,21,33.411,22.386,35.96,33.0,32.0,3,9,5,11,3,10,34.4,37.5,1.124,8,9.887,2,0.676,0.152,13,0.7,0,0
5.0,37.5,420.36,4,18,25,28.921,27,43.334,31.017,47.997,45.0,43.0,3,7,2,18,2,17,41.9,41.9,1.116,15,9.776,3,0.673,0.089,19,0.721,0,0
5.7,35.5,394.27,4,12,23,25.055,25,36.011,26.188,38.961,37.0,35.0,1,8,3,15,2,17,42.9,34.3,1.113,14,11.265,3,0.716,0.108,19,0.748,0,0
5.9,36.5,342.46,4,18,24,27.39,26,42.323,28.909,47.238,44.0,42.0,3,7,2,17,2,17,40.5,42.9,1.125,14,8.154,4,0.652,0.091,19,0.688,0,0
7.62,44.0,438.52,9,26,32,36.653,34,58.771,37.875,65.235,60.0,58.0,7,8,6,24,1,18,41.4,44.8,1.125,17,7.561,2,0.632,0.15,19,0.653,0,0
6.3,39.5,451.38,6,19,27,30.657,29,46.763,32.478,51.705,48.0,46.0,4,9,3,18,2,17,39.1,41.3,1.124,14,9.813,4,0.666,0.125,19,0.706,0,0
8.0,55.0,529.63,9,31,39,44.927,44,70.647,46.608,78.192,75.0,70.0,10,8,7,31,2,18,44.3,44.3,1.117,21,7.566,1,0.642,0.12,20,0.666,0,0
