pXC50,CATS2D_04_PL,GATS4s,MPC04,SM07_EA,SM04_AEA.ed.,SM05_EA,piPC07,SM06_AEA.bo.,SM07_AEA.bo.,SpMin3_Bh.p.,Eig06_AEA.ed.,C.028,CATS2D_04_DL,MWC06,SpMin2_Bh.e.,ATSC3m,SpMin2_Bh.i.,SpMin1_Bh.i.,SRW10,Eig06_AEA.ri.,Eig06_EA,SM14_AEA.bo.,SpMin3_Bh.v.,SM05_AEA.bo.,GATS4e,SM05_AEA.ed.,SM06_AEA.ed.,SM06_EA,SM07_AEA.ed.,SM08_AEA.ed.,ATS2p,Eig06_EA.ri.,Eig06_EA.ed.,SM15_AEA.dm.,Eig01_EA.bo.,SM11_AEA.ri.,SpDiam_EA.bo.,SpMax_EA.bo.,SpMin2_Bh.v.,SM04_AEA.bo.,SpMax3_Bh.i.,SM11_EA,SM12_AEA.ed.,Eig06_EA.bo.,SaaN,C.034,N.073,NaaaC,NNRS,nPyrroles,RCI,RFD,SaaaC,X3A,SpMax1_Bh.e.,SM14_EA.bo.,MWC05,SRW08,Eig05_EA,SM13_AEA.bo.,Ram
7.469,4,0.635,4.29,9.17,9.284,6.868,6.784,10.451,11.865,1.945,5.015,1,4,8.56,1.883,28.667,1.855,2.003,10.361,3.043,2.12,2.12,1.943,9.055,0.478,11.049,12.852,8.253,14.683,16.533,4.112,1.952,5.935,5.935,4.139,4.139,7.139,4.139,1.996,7.683,3.875,13.75,24.066,2.751,8.167,0,0,0,1.0,0,1.0,0.0,0.0,0.185,4.052,20.62,7.674,8.705,2.283,2.283,12
7.469,4,0.635,4.29,9.17,9.284,6.868,6.784,10.451,11.865,1.945,5.015,1,4,8.56,1.883,28.667,1.855,2.003,10.361,3.043,2.12,2.12,1.943,9.055,0.478,11.049,12.852,8.253,14.683,16.533,4.112,1.952,5.935,5.935,4.139,4.139,7.139,4.139,1.996,7.683,3.875,13.75,24.066,2.751,8.167,0,0,0,1.0,0,1.0,0.0,0.0,0.185,4.052,20.62,7.674,8.705,2.283,2.283,12
7.481,4,0.635,4.174,8.762,9.046,6.509,6.383,10.199,11.61,1.818,4.91,1,4,8.385,1.809,23.314,1.777,1.93,10.171,2.844,1.879,1.879,1.835,8.807,0.662,10.79,12.566,7.912,14.365,16.18,3.829,1.828,5.244,5.244,4.152,4.152,7.152,4.152,1.952,7.441,3.699,13.205,23.532,2.481,8.128,0,0,0,1.0,0,1.0,0.0,0.0,0.181,4.001,20.589,7.498,8.502,2.061,2.061,10
6.009,4,0.918,4.078,8.641,8.946,6.399,6.222,10.145,11.557,1.607,4.879,1,5,8.289,1.809,16.451,1.776,1.899,10.083,2.815,1.879,1.879,1.594,8.751,0.89,10.681,12.448,7.808,14.237,16.042,3.632,1.756,5.225,5.225,4.149,4.149,7.149,4.149,1.95,7.383,3.481,13.062,23.358,2.481,7.875,0,0,0,1.0,0,1.0,0.0,0.0,0.185,3.979,20.576,7.41,8.417,2.061,2.061,9
7.041,4,0.898,4.174,8.577,8.96,6.365,6.616,10.215,11.608,1.868,4.879,1,6,8.365,1.839,18.584,1.807,1.979,10.136,2.815,1.879,1.879,1.876,8.842,0.763,10.665,12.404,7.821,14.166,15.946,3.842,1.756,5.225,5.225,4.139,4.139,7.139,4.139,1.969,7.494,3.798,12.927,23.164,2.491,7.955,0,0,0,1.0,0,1.0,0.0,0.0,0.187,4.026,20.467,7.493,8.494,2.12,2.12,9
7.699,4,0.803,4.127,8.665,8.972,6.415,6.288,10.159,11.572,1.688,5.015,1,4,8.327,1.825,21.192,1.792,1.917,10.115,2.92,1.976,1.976,1.706,8.765,0.815,10.708,12.477,7.836,14.268,16.076,3.76,1.864,5.671,5.671,4.158,4.158,7.158,4.158,1.965,7.397,3.566,13.099,23.402,2.546,8.204,0,0,0,1.0,0,1.0,0.0,0.0,0.185,3.991,20.598,7.448,8.447,2.061,2.061,9
5.602,2,0.834,4.043,8.525,8.874,6.293,6.258,10.076,11.479,1.666,4.481,0,2,8.246,1.777,15.537,1.742,1.899,10.02,2.549,1.605,1.605,1.65,8.692,0.91,10.595,12.351,7.731,14.13,15.924,3.605,1.508,4.358,4.358,4.126,4.126,7.126,4.126,1.926,7.334,3.521,12.906,23.198,2.261,7.753,0,0,0,1.0,0,1.0,0.0,0.0,0.188,3.977,20.322,7.376,8.369,2.061,2.061,8
7.347,4,0.672,4.234,8.705,9.051,6.479,6.659,10.286,11.686,1.895,4.916,1,4,8.434,1.856,22.049,1.827,1.996,10.215,2.888,1.912,1.912,1.904,8.904,0.543,10.769,12.521,7.915,14.297,16.09,3.95,1.856,5.413,5.413,4.143,4.143,7.143,4.143,1.977,7.548,3.826,13.092,23.365,2.554,8.138,0,0,0,1.0,0,1.0,0.0,0.0,0.185,4.042,20.627,7.554,8.56,2.12,2.12,10
6.137,4,0.902,3.951,8.477,8.815,6.256,6.071,10.048,11.451,1.585,4.879,1,6,8.168,1.81,15.221,1.775,1.899,9.957,2.815,1.879,1.879,1.581,8.663,0.911,10.536,12.29,7.673,14.068,15.864,3.575,1.756,5.225,5.225,4.14,4.14,7.14,4.14,1.951,7.304,3.453,12.865,23.158,2.481,7.866,0,0,0,1.0,0,1.0,0.0,0.0,0.189,3.972,20.347,7.298,8.307,2.009,2.009,8
6.26,4,0.788,4.007,8.506,8.845,6.275,6.149,10.061,11.464,1.645,4.879,1,4,8.211,1.81,16.174,1.775,1.901,9.991,2.815,1.879,1.879,1.636,8.677,0.871,10.567,12.324,7.704,14.105,15.904,3.618,1.756,5.225,5.225,4.14,4.14,7.14,4.14,1.951,7.319,3.501,12.906,23.211,2.481,7.999,0,0,0,1.0,0,1.0,0.0,0.0,0.188,3.976,20.353,7.339,8.34,2.054,2.054,8
7.658,4,0.694,4.205,8.641,9.023,6.447,6.656,10.274,11.667,1.901,5.015,1,4,8.414,1.858,22.037,1.829,1.993,10.189,3.043,2.119,2.119,1.91,8.898,0.541,10.725,12.46,7.879,14.216,15.99,3.95,1.951,5.935,5.935,4.139,4.139,7.139,4.139,1.977,7.545,3.833,12.968,23.188,2.74,8.133,0,0,0,1.0,0,1.0,0.0,0.0,0.188,4.039,20.512,7.54,8.545,2.179,2.179,10
6.26,4,0.788,4.007,8.506,8.845,6.275,6.149,10.061,11.464,1.645,4.879,1,4,8.211,1.81,16.174,1.775,1.901,9.991,2.815,1.879,1.879,1.636,8.677,0.871,10.567,12.324,7.704,14.105,15.904,3.618,1.756,5.225,5.225,4.14,4.14,7.14,4.14,1.951,7.319,3.501,12.906,23.211,2.481,7.999,0,0,0,1.0,0,1.0,0.0,0.0,0.188,3.976,20.353,7.339,8.34,2.054,2.054,8
7.319,4,0.711,3.951,8.477,8.815,6.256,6.091,10.046,11.448,1.645,4.879,1,4,8.168,1.815,16.495,1.779,1.923,9.956,2.815,1.879,1.879,1.636,8.663,0.748,10.536,12.29,7.673,14.068,15.864,3.637,1.756,5.225,5.225,4.14,4.14,7.14,4.14,1.957,7.304,3.501,12.864,23.158,2.481,8.016,0,0,0,1.0,0,1.0,0.0,0.0,0.189,3.983,20.332,7.298,8.307,1.977,1.977,8
7.398,3,0.761,4.205,8.687,8.981,6.415,6.754,10.164,11.587,1.674,5.01,0,3,8.377,1.867,16.754,1.847,1.988,10.188,2.899,1.975,1.975,1.663,8.762,0.871,10.718,12.491,7.857,14.288,16.105,3.708,1.818,5.794,5.794,4.617,4.617,7.617,4.617,1.976,7.388,3.58,13.2,23.503,2.69,12.544,0,0,2,0.667,0,1.125,0.125,1.224,0.178,4.082,21.535,7.479,8.491,2.043,2.043,9
7.638,5,0.607,4.007,8.356,8.713,6.111,6.554,9.965,11.372,1.614,4.671,1,5,8.155,1.889,17.636,1.862,1.991,9.957,2.629,1.683,1.683,1.604,8.58,0.626,10.421,12.17,7.586,13.948,15.751,3.673,1.58,4.78,4.78,4.575,4.575,7.575,4.575,1.985,7.224,3.526,12.842,23.134,2.309,8.275,0,0,2,0.667,0,1.125,0.125,1.624,0.179,4.065,21.342,7.265,8.28,2.0,2.0,7
