pXC50,N.,SCBO,Sv,X.,nH,nX,nF,nBM,nSK,Se,nC,nBT,nAT,Si,MW,C.,O.,nHet,nCsp2
8.168,2.3,30.0,26.816,0.0,23,0,0,13,21,42.821,20,46,44,49.066,277.44,45.5,0.0,1,14
5.896,1.7,42.0,38.701,3.3,29,2,0,17,31,59.476,25,62,60,66.796,645.35,41.7,5.0,6,15
8.409,5.0,28.0,24.971,0.0,20,0,0,12,20,39.232,17,42,40,44.653,284.46,42.5,0.0,3,12
6.567,5.0,29.0,24.784,0.0,20,0,0,12,20,39.156,18,43,40,44.733,264.4,45.0,0.0,2,12
6.271,4.8,28.0,25.311,0.0,22,0,0,12,20,41.04,18,44,42,47.149,266.42,42.9,0.0,2,12
6.344,5.2,40.0,35.176,0.0,30,0,0,16,28,56.734,25,60,58,65.1,372.58,43.1,0.0,3,19
6.863,2.5,26.0,24.004,0.0,21,0,0,12,19,39.265,17,41,40,44.86,255.39,42.5,2.5,2,12
5.01,3.8,10.0,13.402,0.0,16,0,0,1,10,25.883,7,25,26,30.031,146.24,26.9,7.7,3,1
5.678,7.4,16.5,15.633,0.0,14,0,0,5,13,27.16,9,28,27,30.907,182.25,33.3,7.4,4,3
6.022,7.7,19.5,16.106,0.0,12,0,0,6,14,26.276,10,27,26,29.491,192.24,38.5,7.7,4,3
5.523,2.0,31.0,29.202,0.0,25,0,0,8,24,49.014,19,51,49,55.318,331.45,38.8,8.2,5,9
7.674,5.0,29.0,25.799,2.5,19,1,0,12,21,39.556,17,42,40,44.597,318.9,42.5,0.0,4,12
8.78,1.5,40.0,38.594,0.0,35,0,0,13,30,63.854,26,68,65,72.896,425.69,40.0,3.1,4,12
7.468,9.5,31.5,26.487,0.0,20,0,0,12,22,41.552,17,45,42,47.235,312.48,40.5,0.0,5,11
5.595,5.8,37.0,32.476,0.0,25,0,0,13,27,51.756,21,55,52,58.401,383.56,40.4,3.8,6,13
6.73,6.1,34.0,30.874,2.0,24,1,0,12,25,48.425,20,52,49,54.926,373.99,40.8,0.0,5,12
4.25,4.2,13.0,13.612,0.0,13,0,0,2,11,24.058,8,24,24,27.408,155.22,33.3,8.3,3,3
5.42,5.4,25.0,22.778,2.7,18,1,0,8,19,37.193,14,37,37,41.889,281.79,37.8,5.4,5,7
5.5,5.2,38.0,34.982,1.7,30,1,0,16,28,57.327,23,60,58,65.461,400.01,39.7,1.7,5,13
5.961,1.8,22.0,28.977,0.0,35,0,0,0,20,53.123,19,57,55,62.557,277.55,34.5,0.0,1,0
5.875,4.7,24.0,24.552,0.0,24,0,0,7,19,42.251,16,44,43,48.773,260.42,37.2,2.3,3,7
5.097,6.1,19.0,18.972,0.0,18,0,0,2,15,32.6,12,34,33,37.528,206.32,36.4,3.0,3,1
9.081,2.0,33.0,30.036,0.0,26,0,0,13,24,49.301,21,52,50,56.107,324.48,42.0,4.0,3,13
7.29,9.7,22.5,18.94,0.0,15,0,0,7,16,30.934,12,32,31,35.196,217.3,38.7,3.2,4,4
6.367,2.7,28.0,24.418,5.4,17,2,0,12,20,36.702,17,39,37,41.123,306.25,45.9,0.0,3,12
5.66,1.8,40.0,35.111,0.0,29,0,0,19,28,55.8,26,59,57,63.521,371.56,45.6,1.8,2,20
6.77,10.3,32.0,25.601,2.6,17,1,0,13,22,38.916,17,42,39,43.844,312.83,43.6,0.0,5,13
7.626,2.3,27.0,25.531,0.0,23,0,0,12,20,42.149,18,44,43,48.275,269.42,41.9,2.3,2,12
5.16,3.7,13.5,14.687,0.0,16,0,0,5,11,26.556,9,27,27,30.822,154.26,33.3,3.7,2,4
5.924,2.0,31.0,29.585,0.0,27,0,0,12,23,48.916,21,52,50,56.105,309.49,42.0,2.0,2,12
5.824,1.8,41.0,35.939,1.8,28,1,0,19,29,56.123,26,59,57,63.465,406.0,45.6,1.8,3,20
6.9,10.6,37.0,29.751,0.0,21,0,0,14,26,47.232,19,50,47,53.232,351.45,40.4,4.3,7,13
