pXC50,nX,Mi,nBO,nSK,X.,SCBO,nF,nBT,Si,nAT,nDB,nN,MW,nCL,nHet,C.,nC,Sp,Se,Sv,N.,RBF,nAB,Me,nH,RBN,nHM,H.
7.387,3,1.138,70,66,2.5,88.0,3,124.0,136.529,120.0,9,5,942.12,0,20,38.3,46,77.285,122.697,75.004,4.2,0.145,18,1.022,54,18,1,45.0
8.357,0,1.131,47,44,0.0,60.0,0,85.0,92.727,82.0,5,4,606.74,0,12,39.0,32,52.603,83.047,50.76,4.9,0.153,16,1.013,38,13,0,46.3
5.215,0,1.129,34,32,0.0,44.0,0,56.0,60.953,54.0,7,2,466.51,0,12,37.0,20,35.364,56.062,34.931,3.7,0.161,6,1.038,22,9,1,40.7
7.215,4,1.141,53,50,4.4,66.0,3,93.0,102.646,90.0,7,4,741.3,1,16,37.8,34,58.75,92.309,56.79,4.4,0.14,12,1.026,40,13,2,44.4
10.854,2,1.124,40,37,3.1,50.0,0,68.0,73.083,65.0,4,2,571.52,2,12,38.5,25,44.216,66.589,42.264,3.1,0.147,12,1.024,28,10,3,43.1
5.229,0,1.112,25,23,0.0,33.0,0,43.0,45.574,41.0,2,0,310.37,0,4,46.3,19,27.671,41.262,26.6,0.0,0.093,12,1.006,18,4,0,43.9
8.0,3,1.154,38,37,4.4,46.0,3,69.0,78.497,68.0,5,4,528.59,0,13,35.3,24,41.983,70.163,41.426,5.9,0.13,6,1.032,31,9,0,45.6
4.387,0,1.141,66,64,0.0,81.0,0,128.0,143.71,126.0,9,8,895.14,0,20,34.9,44,78.057,127.599,74.972,6.3,0.18,12,1.013,62,23,0,49.2
6.39,0,1.131,18,17,0.0,23.0,0,34.0,37.322,33.0,2,2,232.31,0,4,39.4,13,21.25,33.043,20.16,6.1,0.118,6,1.001,16,4,0,48.5
6.745,0,1.14,73,69,0.0,89.0,0,136.0,150.417,132.0,10,9,962.19,0,22,35.6,47,82.518,134.028,79.709,6.8,0.037,12,1.015,63,5,0,47.7
7.137,0,1.136,33,31,0.0,42.0,0,61.0,67.023,59.0,4,4,428.54,0,9,37.3,22,37.432,59.647,35.981,6.8,0.115,10,1.011,28,7,0,47.5
6.02,1,1.105,14,13,5.3,19.0,0,20.0,21.004,19.0,2,1,240.06,0,4,47.4,9,14.551,19.636,14.057,5.3,0.0,6,1.033,6,0,1,31.6
5.507,0,1.12,35,33,0.0,45.0,0,61.0,66.073,59.0,4,0,454.51,0,8,42.4,25,38.534,60.105,37.567,0.0,0.197,12,1.019,26,12,0,44.1
5.578,0,1.122,37,35,0.0,47.0,0,65.0,70.697,63.0,4,0,484.54,0,9,41.3,26,40.75,64.316,39.808,0.0,0.2,12,1.021,28,13,0,44.4
6.398,0,1.125,33,31,0.0,43.0,0,52.0,56.249,50.0,7,1,453.46,0,12,38.0,19,33.051,52.404,33.098,2.0,0.173,6,1.048,19,9,1,38.0
5.678,0,1.124,40,38,0.0,50.0,0,76.0,83.149,74.0,4,0,524.66,0,8,40.5,30,47.341,74.523,45.201,0.0,0.224,12,1.007,36,17,0,48.6
4.886,0,1.111,31,29,0.0,42.0,0,47.0,49.997,45.0,5,0,396.37,0,8,46.7,21,30.727,46.687,30.933,0.0,0.128,12,1.037,16,6,0,35.6
9.018,1,1.134,47,44,1.2,58.0,1,86.0,94.091,83.0,5,5,607.56,0,13,37.3,31,53.739,83.778,33.718,6.0,0.116,12,1.009,39,10,0,47.0
7.222,0,1.142,60,57,0.0,67.0,0,125.0,139.279,122.0,7,6,804.91,0,18,32.0,39,74.217,122.606,33.718,4.9,0.152,0,1.005,65,19,0,53.3
4.745,0,1.107,21,19,0.0,28.0,0,33.0,34.329,31.0,4,0,256.27,0,4,48.4,15,21.386,31.611,21.02,0.0,0.0,6,1.02,12,0,0,38.7
6.18,0,1.132,19,18,0.0,24.0,0,37.0,40.737,36.0,2,2,246.34,0,4,38.9,14,23.012,35.927,21.687,5.6,0.108,6,0.998,18,4,0,50.0
7.149,0,1.145,108,103,0.0,127.0,0,209.0,233.519,204.0,16,17,1484.98,0,37,32.4,66,126.552,206.886,120.73,8.3,0.072,6,1.014,101,15,2,49.5
7.15,0,1.133,21,20,0.0,26.0,0,43.0,47.567,42.0,2,2,274.4,0,4,38.1,16,26.534,41.694,24.74,4.8,0.093,6,0.993,22,4,0,52.4
6.62,0,1.132,19,18,0.0,24.0,0,37.0,40.737,36.0,2,2,246.34,0,4,38.9,14,23.012,35.927,21.687,5.6,0.081,6,0.998,18,3,0,50.0
4.955,2,1.139,48,46,2.2,59.0,2,91.0,101.359,89.0,5,3,643.8,0,12,38.2,34,56.063,90.178,53.897,3.4,0.187,12,1.013,43,17,0,48.3
5.77,0,1.136,30,28,0.0,37.0,0,50.0,54.538,48.0,7,2,416.45,0,12,33.3,16,30.602,50.178,30.404,4.2,0.12,0,1.045,20,6,1,41.7
4.745,0,1.13,43,40,0.0,51.0,0,75.0,81.365,72.0,5,0,564.59,0,13,37.5,27,45.091,74.393,44.721,0.0,0.147,6,1.033,32,11,0,44.4
8.19,0,1.121,15,14,0.0,20.0,0,24.0,25.787,23.0,2,1,191.2,0,4,43.5,10,15.415,23.618,15.273,4.3,0.083,6,1.027,9,2,0,39.1
4.301,1,1.132,19,19,3.1,26.0,0,32.0,36.209,32.0,4,4,372.19,0,7,37.5,12,23.398,32.549,21.466,12.5,0.188,6,1.017,13,6,1,40.6
5.0,0,1.125,40,35,0.0,45.0,0,80.0,84.351,75.0,5,0,480.7,0,5,40.0,30,47.5,74.309,44.11,0.0,0.038,0,0.991,40,3,0,53.3
4.0,1,1.115,21,19,3.3,28.0,0,32.0,33.462,30.0,4,2,343.22,0,7,40.0,12,22.182,30.909,21.034,6.7,0.031,6,1.03,11,1,2,36.7
4.0,2,1.143,22,20,6.7,29.0,2,32.0,34.3,30.0,4,2,300.31,0,8,40.0,12,20.705,31.705,20.775,6.7,0.031,6,1.057,10,1,1,33.3
5.509,4,1.166,24,22,13.3,31.0,4,32.0,34.98,30.0,4,2,336.29,0,10,40.0,12,20.58,32.731,21.542,6.7,0.031,6,1.091,8,1,1,26.7
4.481,4,1.151,27,25,12.1,37.0,4,35.0,37.98,33.0,4,2,372.32,0,10,45.5,15,23.58,35.731,24.542,6.1,0.057,12,1.083,8,2,1,24.2
7.0,0,1.115,22,20,0.0,30.0,0,36.0,37.907,34.0,2,2,266.32,0,4,47.1,16,23.489,34.16,22.633,5.9,0.111,12,1.005,14,4,0,41.2
4.523,0,1.116,24,22,0.0,32.5,0,41.0,43.531,39.0,1,3,311.44,0,5,43.6,17,27.449,38.894,25.654,7.7,0.122,11,0.997,17,5,1,43.6
7.38,0,1.125,15,14,0.0,19.5,0,25.0,26.996,24.0,2,2,210.28,0,5,37.5,9,16.614,24.469,15.767,8.3,0.08,5,1.02,10,2,1,41.7
7.121,0,1.128,17,16,0.0,21.5,0,31.0,33.827,30.0,2,2,238.34,0,5,36.7,11,20.137,30.236,18.82,6.7,0.065,5,1.008,14,2,1,46.7
8.562,0,1.109,16,15,0.0,20.5,0,27.0,28.833,26.0,2,1,241.36,0,5,38.5,10,19.017,26.327,17.459,3.8,0.074,5,1.013,11,2,2,42.3
6.539,0,1.099,25,22,0.0,32.5,0,40.0,40.664,37.0,2,1,329.47,0,5,45.9,17,27.54,37.094,25.513,2.7,0.075,11,1.003,15,3,2,40.5
6.84,0,1.125,20,18,0.0,24.5,0,36.0,38.242,34.0,2,2,264.38,0,5,38.2,13,22.898,34.12,21.347,5.9,0.056,5,1.004,16,2,1,47.1
7.971,0,1.12,16,15,0.0,20.5,0,27.0,29.123,26.0,2,1,225.29,0,5,38.5,10,17.824,26.578,16.987,3.8,0.074,5,1.022,11,2,1,42.3
8.868,0,1.118,19,17,0.0,23.5,0,32.0,33.538,30.0,2,1,251.33,0,5,40.0,12,20.585,30.462,19.514,3.3,0.063,5,1.015,13,2,1,43.3
7.458,0,1.105,15,14,0.0,19.5,0,24.0,25.418,23.0,2,1,227.33,0,5,39.1,9,17.256,23.444,15.932,4.3,0.042,5,1.019,9,1,2,39.1
4.0,0,1.13,42,39,0.0,50.0,0,72.0,77.95,69.0,5,0,550.56,0,13,37.7,26,43.329,71.509,43.194,0.0,0.139,6,1.036,30,10,0,43.5
6.622,0,1.112,19,18,0.0,24.5,0,30.0,32.252,29.0,3,1,285.37,0,7,37.9,11,20.926,29.982,19.889,3.4,0.133,5,1.034,11,4,2,37.9
7.757,0,1.123,32,29,0.0,43.5,0,49.0,51.66,46.0,3,5,431.54,0,11,39.1,18,32.71,47.273,31.501,10.9,0.122,17,1.028,17,6,2,37.0
4.0,0,1.13,43,40,0.0,51.0,0,75.0,81.365,72.0,5,0,564.59,0,13,37.5,27,45.091,74.393,44.721,0.0,0.147,6,1.033,32,11,0,44.4
4.0,5,1.169,25,23,16.1,32.0,5,33.0,36.236,31.0,4,1,353.29,0,10,41.9,13,21.273,34.025,22.43,3.2,0.03,6,1.098,8,1,1,25.8
6.609,0,1.124,22,20,0.0,30.5,0,32.0,33.707,30.0,3,4,310.39,0,9,36.7,11,21.966,31.193,21.185,13.3,0.094,11,1.04,10,3,2,33.3
6.873,0,1.124,18,17,0.0,22.5,0,33.0,35.953,32.0,2,1,253.35,0,5,37.5,12,21.347,32.345,20.041,3.1,0.091,5,1.011,15,3,1,46.9
4.0,0,1.13,42,39,0.0,50.0,0,72.0,77.95,69.0,5,0,550.56,0,13,37.7,26,43.329,71.509,43.194,0.0,0.139,6,1.036,30,10,0,43.5
7.824,0,1.117,28,25,0.0,39.5,0,39.0,40.205,36.0,3,5,373.45,0,10,41.7,15,26.972,37.295,26.206,13.9,0.103,17,1.036,11,4,2,30.6
9.222,0,1.122,32,29,0.0,43.5,0,51.0,53.866,48.0,3,5,429.57,0,10,39.6,19,34.017,48.829,32.313,10.4,0.118,17,1.017,19,6,2,39.6
9.523,0,1.121,31,28,0.0,42.5,0,48.0,50.451,45.0,3,5,415.54,0,10,40.0,18,32.256,45.945,30.786,11.1,0.104,17,1.021,17,5,2,37.8
4.0,0,1.121,20,18,0.0,27.0,0,32.0,33.621,30.0,4,2,264.33,0,6,40.0,12,20.83,30.68,20.008,6.7,0.031,6,1.023,12,1,1,40.0
4.0,4,1.176,21,20,15.4,28.0,4,27.0,30.564,26.0,4,2,310.25,0,10,38.5,10,17.818,28.847,19.015,7.7,0.037,6,1.11,6,1,1,23.1
4.0,1,1.119,21,19,3.3,28.0,0,32.0,33.565,30.0,4,2,298.77,1,7,40.0,12,21.688,31.004,20.836,6.7,0.031,6,1.033,11,1,2,36.7
6.991,0,1.12,18,17,0.0,25.0,0,27.0,29.126,26.0,4,1,255.27,0,7,38.5,10,17.972,27.349,17.89,3.8,0.111,6,1.052,9,3,1,34.6
5.0,1,1.125,25,23,2.6,33.5,1,41.0,43.87,39.0,1,3,329.43,0,6,43.6,17,27.387,39.407,26.037,7.7,0.122,11,1.01,16,5,1,41.0
4.301,0,1.116,24,22,0.0,32.5,0,41.0,43.531,39.0,1,3,311.44,0,5,43.6,17,27.449,38.894,25.654,7.7,0.122,11,0.997,17,5,1,43.6
7.749,0,1.111,22,20,0.0,27.5,0,35.0,36.667,33.0,3,1,311.41,0,7,39.4,13,23.688,33.865,22.416,3.0,0.114,5,1.026,13,4,2,39.4
7.323,4,1.16,24,22,15.4,33.0,4,28.0,30.149,26.0,3,2,332.25,0,10,46.2,12,19.057,28.964,20.488,7.7,0.036,12,1.114,4,1,1,15.4
7.824,1,1.112,29,26,2.8,40.5,0,39.0,40.047,36.0,3,5,452.34,0,11,41.7,15,28.324,37.524,27.231,13.9,0.103,17,1.042,10,4,3,27.8
9.303,4,1.141,48,46,5.0,61.0,3,82.0,91.298,80.0,7,4,731.65,0,16,37.5,30,52.961,82.563,51.407,5.0,0.134,12,1.032,34,11,2,42.5
7.585,0,1.139,29,27,0.0,34.0,0,60.0,66.065,58.0,5,3,397.6,0,8,32.8,19,36.142,58.061,33.486,5.2,0.083,0,1.001,31,5,1,53.4
7.495,0,1.13,28,25,0.0,36.5,0,45.0,47.451,42.0,3,5,379.51,0,10,35.7,15,29.256,42.945,27.786,11.9,0.089,11,1.023,17,4,2,40.5
6.854,0,1.141,28,26,0.0,32.0,0,59.0,65.065,57.0,4,3,385.59,0,8,31.6,18,35.142,57.061,32.486,5.3,0.102,0,1.001,31,6,1,54.4
6.046,0,1.11,20,18,0.0,28.0,0,30.0,31.076,28.0,2,2,238.26,0,4,50.0,14,19.966,28.393,19.58,7.1,0.033,12,1.014,10,1,0,35.7
6.149,0,1.113,21,19,0.0,29.0,0,33.0,34.491,31.0,2,2,252.29,0,4,48.4,15,21.727,31.276,21.106,6.5,0.03,12,1.009,12,1,0,38.7
11.0,2,1.123,39,37,3.1,51.0,0,67.0,73.003,65.0,6,2,591.58,2,13,36.9,24,44.864,66.665,42.451,3.1,0.149,12,1.026,28,10,4,43.1
4.757,0,1.13,21,20,0.0,27.0,0,39.0,42.946,38.0,3,2,274.35,0,5,39.5,15,24.466,38.254,23.402,5.3,0.128,6,1.007,18,5,0,47.4
8.77,3,1.143,45,43,3.4,54.0,3,91.0,101.692,89.0,3,3,601.83,0,9,38.2,34,55.705,89.148,52.475,3.4,0.165,12,1.002,46,15,0,51.7
6.506,0,1.139,32,29,0.0,38.5,0,60.0,64.943,57.0,4,4,424.58,0,10,33.3,19,36.08,57.723,34.168,7.0,0.083,5,1.013,28,5,1,49.1
6.705,0,1.14,32,29,0.0,39.0,0,59.0,63.816,56.0,4,5,421.58,0,10,33.9,19,35.87,56.614,33.948,8.9,0.102,6,1.011,27,6,1,48.2
6.315,0,1.139,29,27,0.0,34.0,0,60.0,66.065,58.0,5,3,397.6,0,8,32.8,19,36.142,58.061,33.486,5.2,0.083,0,1.001,31,5,1,53.4
6.863,0,1.127,39,35,0.0,48.5,0,74.0,78.896,70.0,4,3,497.72,0,8,38.6,27,45.665,69.829,42.539,4.3,0.095,11,0.998,35,7,1,50.0
7.099,0,1.135,37,34,0.0,48.0,0,65.0,70.395,62.0,3,6,464.58,0,10,38.7,24,40.228,62.64,38.782,9.7,0.108,16,1.01,28,7,0,45.2
8.481,4,1.151,36,35,6.3,44.0,3,65.0,73.653,64.0,5,3,540.06,1,13,34.4,22,41.029,66.134,39.705,4.7,0.138,6,1.033,29,9,2,45.3
4.03,0,1.134,28,28,0.0,32.0,0,68.0,77.142,68.0,4,0,392.64,0,4,35.3,24,41.046,66.981,37.395,0.0,0.221,0,0.985,40,15,0,58.8
7.222,5,1.17,38,37,6.9,42.0,5,73.0,84.212,72.0,4,4,542.62,0,14,31.9,23,42.688,74.512,42.058,5.6,0.137,0,1.035,35,10,0,48.6
4.02,0,1.125,30,29,0.0,37.0,0,64.0,70.896,63.0,4,0,398.59,0,4,39.7,25,39.762,62.33,36.815,0.0,0.188,6,0.989,34,12,0,54.0
6.921,0,1.128,33,29,0.0,41.0,0,57.0,59.773,53.0,2,4,392.5,0,7,41.5,22,35.0,53.225,33.498,7.5,0.07,12,1.004,24,4,0,45.3
7.06,0,1.113,21,19,0.0,29.0,0,33.0,34.491,31.0,2,2,252.29,0,4,48.4,15,21.727,31.276,21.106,6.5,0.03,12,1.009,12,1,0,38.7
7.469,0,1.129,36,32,0.0,44.0,0,66.0,70.019,62.0,2,4,434.59,0,7,40.3,25,40.284,61.876,38.078,6.5,0.076,12,0.998,30,5,0,48.4
7.071,0,1.116,22,20,0.0,30.0,0,34.0,35.701,32.0,2,2,268.29,0,5,46.9,15,22.182,32.604,21.821,6.3,0.059,12,1.019,12,2,0,37.5
7.678,0,1.131,34,31,0.0,42.0,0,64.0,69.019,61.0,2,4,422.58,0,7,39.3,24,39.284,60.876,37.078,6.6,0.094,12,0.998,30,6,0,49.2
6.824,6,1.181,32,32,10.5,37.0,6,57.0,67.313,57.0,5,3,497.52,0,15,29.8,17,34.222,60.465,34.5,5.3,0.14,0,1.061,25,8,1,43.9
6.77,0,1.101,28,25,0.0,39.0,0,43.0,44.033,40.0,2,1,329.37,0,4,52.5,21,28.699,40.269,27.853,2.5,0.07,18,1.007,15,3,0,37.5
7.699,0,1.13,31,28,0.0,39.0,0,55.0,58.773,52.0,2,4,380.49,0,7,40.4,21,34.0,52.225,32.498,7.7,0.073,12,1.004,24,4,0,46.2
6.796,1,1.101,28,25,2.8,39.0,0,39.0,39.645,36.0,2,2,350.77,1,6,52.8,19,27.04,36.927,26.649,5.6,0.077,18,1.026,11,3,1,30.6
5.092,0,1.13,26,24,0.0,34.0,0,46.0,49.734,44.0,2,4,324.42,0,6,40.9,18,29.023,44.131,27.73,9.1,0.109,12,1.003,20,5,0,45.5
8.638,3,1.148,36,35,4.5,43.0,3,68.0,76.915,67.0,4,3,515.66,0,11,35.8,24,42.478,68.367,40.689,4.5,0.132,6,1.02,32,9,1,47.8
8.804,3,1.152,36,35,4.5,43.0,3,68.0,77.204,67.0,4,3,499.59,0,11,35.8,24,41.284,68.618,40.217,4.5,0.132,6,1.024,32,9,0,47.8
8.108,3,1.156,34,33,4.8,41.0,3,63.0,71.663,62.0,4,4,470.55,0,11,35.5,22,38.313,63.625,37.47,6.5,0.127,6,1.026,29,8,0,46.8
7.796,3,1.154,36,35,4.6,43.0,3,66.0,74.998,65.0,4,3,501.56,0,12,35.4,23,39.978,67.061,39.405,4.6,0.121,6,1.032,30,8,0,46.2
8.495,3,1.148,44,43,3.3,52.0,3,92.0,104.446,91.0,5,3,631.89,0,12,34.1,31,56.023,91.763,52.618,3.3,0.13,6,1.008,48,12,1,52.7
6.746,0,1.141,29,27,0.0,33.0,0,62.0,68.481,60.0,4,3,399.62,0,8,31.7,19,36.904,59.945,34.013,5.0,0.081,0,0.999,33,5,1,55.0
7.194,0,1.116,26,23,0.0,36.5,0,38.0,39.073,35.0,2,4,304.33,0,6,48.6,17,24.977,35.596,24.622,11.4,0.053,17,1.017,12,2,0,34.3
7.201,3,1.162,33,32,5.0,39.5,3,61.0,69.746,60.0,4,5,459.53,0,12,33.3,20,36.557,61.843,35.964,8.3,0.131,5,1.031,28,8,0,46.7
6.562,0,1.139,29,27,0.0,34.0,0,60.0,66.065,58.0,5,3,397.6,0,8,32.8,19,36.142,58.061,33.486,5.2,0.083,0,1.001,31,5,1,53.4
7.149,0,1.134,39,35,0.0,47.0,0,74.0,79.348,70.0,2,5,477.67,0,8,38.6,27,44.813,69.745,42.153,7.1,0.081,12,0.996,35,6,0,50.0
6.51,0,1.136,38,35,0.0,49.0,0,68.0,73.81,65.0,3,6,478.61,0,10,38.5,25,41.989,65.523,40.309,9.2,0.103,16,1.008,30,7,0,46.2
7.463,0,1.122,16,15,0.0,21.0,0,29.0,31.408,28.0,2,1,203.26,0,3,42.9,12,18.483,28.058,17.612,3.6,0.069,6,1.002,13,2,0,46.4
6.854,0,1.134,39,35,0.0,47.0,0,74.0,79.348,70.0,2,5,477.67,0,8,38.6,27,44.813,69.745,42.153,7.1,0.068,12,0.996,35,5,0,50.0
8.569,3,1.145,40,38,4.3,50.5,3,72.0,80.124,70.0,5,3,555.68,0,12,37.1,26,44.932,71.694,43.404,4.3,0.125,11,1.024,32,9,1,45.7
5.886,0,1.125,36,32,0.0,45.0,0,61.0,64.109,57.0,3,3,435.52,0,8,42.1,24,37.665,57.662,36.433,5.3,0.082,12,1.012,25,5,0,43.9
6.616,0,1.141,28,26,0.0,32.0,0,59.0,65.065,57.0,4,3,385.59,0,8,31.6,18,35.142,57.061,32.486,5.3,0.085,0,1.001,31,5,1,54.4
7.678,0,1.135,35,32,0.0,43.0,0,66.0,71.517,63.0,2,5,437.6,0,8,38.1,24,40.29,62.978,38.1,7.9,0.106,12,1.0,31,7,0,49.2
7.796,0,1.132,33,30,0.0,41.0,0,59.0,63.398,56.0,2,4,410.52,0,8,39.3,22,36.216,56.436,34.74,7.1,0.102,12,1.008,26,6,0,46.4
6.921,0,1.141,28,26,0.0,32.0,0,59.0,65.065,57.0,4,3,385.59,0,8,31.6,18,35.142,57.061,32.486,5.3,0.102,0,1.001,31,6,1,54.4
7.658,0,1.139,29,27,0.0,34.0,0,60.0,66.065,58.0,5,3,397.6,0,8,32.8,19,36.142,58.061,33.486,5.2,0.083,0,1.001,31,5,1,53.4
5.921,5,1.178,28,28,9.3,31.0,5,54.0,63.634,54.0,3,3,415.46,0,11,31.5,17,31.728,56.221,31.5,5.6,0.13,0,1.041,26,7,0,48.1
8.092,0,1.128,29,26,0.0,37.0,0,51.0,54.149,48.0,2,4,350.46,0,6,41.7,20,31.784,48.014,30.256,8.3,0.059,12,1.0,22,3,0,45.8
7.553,0,1.126,33,30,0.0,42.0,0,56.0,59.694,53.0,3,3,409.48,0,8,41.5,22,34.904,53.778,33.906,5.7,0.089,12,1.015,23,5,0,43.4
9.367,3,1.148,41,40,3.9,50.0,3,77.0,87.244,76.0,6,3,567.67,0,12,36.8,28,47.262,77.712,45.985,3.9,0.156,6,1.023,36,12,0,47.4
5.222,0,1.13,30,27,0.0,38.0,0,52.0,55.358,49.0,2,4,366.46,0,7,40.8,20,32.239,49.342,30.971,8.2,0.096,12,1.007,22,5,0,44.9
8.77,3,1.145,42,40,4.2,52.5,3,74.0,82.414,72.0,5,3,563.63,0,12,38.9,28,45.739,73.945,44.932,4.2,0.122,11,1.027,32,9,0,44.4
6.071,0,1.132,41,36,0.0,49.0,0,76.0,80.348,71.0,2,5,489.68,0,8,39.4,28,45.813,70.745,43.153,7.0,0.066,12,0.996,35,5,0,49.3
6.959,0,1.131,27,25,0.0,35.0,0,49.0,53.149,47.0,2,4,338.45,0,6,40.4,19,30.784,47.014,29.256,8.5,0.102,12,1.0,22,5,0,46.8
7.658,0,1.134,39,35,0.0,47.0,0,72.0,77.142,68.0,2,5,479.64,0,9,38.2,26,43.506,68.189,41.341,7.4,0.097,12,1.003,33,7,0,48.5
7.222,3,1.15,42,41,4.0,51.0,3,76.0,86.248,75.0,6,3,585.64,0,14,36.0,27,46.409,77.483,45.888,4.0,0.158,6,1.033,34,12,0,45.3
7.102,0,1.123,30,27,0.0,39.0,0,49.0,51.654,46.0,3,3,365.42,0,7,43.5,20,30.926,46.683,30.138,6.5,0.061,12,1.015,19,3,0,41.3
7.131,0,1.132,35,31,0.0,43.0,0,64.0,67.893,60.0,2,5,419.58,0,7,40.0,24,39.074,59.767,36.858,8.3,0.047,12,0.996,29,3,0,48.3
5.276,0,1.134,32,29,0.0,40.0,0,59.0,63.478,56.0,2,5,393.54,0,7,39.3,22,36.313,55.883,34.331,8.9,0.068,12,0.998,27,4,0,48.2
7.032,0,1.127,28,25,0.0,36.0,0,48.0,50.734,45.0,2,4,336.43,0,6,42.2,19,30.023,45.131,28.73,8.9,0.042,12,1.003,20,2,0,44.4
9.387,3,1.144,42,40,4.1,52.0,3,76.0,84.619,74.0,4,3,561.66,0,11,39.2,29,47.046,75.501,45.744,4.1,0.132,12,1.02,34,10,0,45.9
5.585,0,1.136,39,35,0.0,47.0,0,75.0,80.637,71.0,2,6,476.69,0,8,38.0,27,45.364,70.519,42.46,8.5,0.067,12,0.993,36,5,0,50.7
6.678,0,1.131,32,29,0.0,40.0,0,58.0,62.189,55.0,2,4,394.52,0,7,40.0,22,35.762,55.109,34.025,7.3,0.069,12,1.002,26,4,0,47.3
8.538,4,1.157,35,34,6.3,42.0,4,64.0,72.919,63.0,4,3,487.55,0,11,36.5,23,39.006,64.919,38.359,4.8,0.125,6,1.03,29,8,0,46.0
7.62,0,1.13,34,31,0.0,44.0,0,59.0,63.272,56.0,2,5,419.53,0,8,41.1,23,37.006,56.327,35.519,8.9,0.102,12,1.006,25,6,0,44.6
7.553,0,1.133,38,34,0.0,46.0,0,71.0,75.933,67.0,2,5,463.64,0,8,38.8,26,43.052,66.861,40.627,7.5,0.07,12,0.998,33,5,0,49.3
7.638,0,1.131,34,31,0.0,43.0,0,58.0,62.192,55.0,3,4,424.5,0,9,40.0,22,35.909,55.88,34.928,7.3,0.103,12,1.016,24,6,0,43.6
7.721,0,1.126,33,30,0.0,42.0,0,56.0,59.694,53.0,3,3,409.48,0,8,41.5,22,34.904,53.778,33.906,5.7,0.089,12,1.015,23,5,0,43.4
4.824,0,1.131,33,30,0.0,41.0,0,61.0,65.604,58.0,2,4,408.55,0,7,39.7,23,37.523,57.992,35.552,6.9,0.066,12,1.0,28,4,0,48.3
7.602,0,1.126,33,30,0.0,42.0,0,56.0,59.694,53.0,3,3,409.48,0,8,41.5,22,34.904,53.778,33.906,5.7,0.089,12,1.015,23,5,0,43.4
7.553,0,1.129,35,31,0.0,43.0,0,63.0,66.604,59.0,2,4,420.56,0,7,40.7,24,38.523,58.992,36.552,6.8,0.095,12,1.0,28,6,0,47.5
8.959,3,1.153,38,37,4.2,45.0,3,72.0,81.829,71.0,4,3,529.62,0,12,35.2,25,43.5,72.829,42.458,4.2,0.139,6,1.026,34,10,0,47.9
6.481,0,1.127,34,31,0.0,43.0,0,59.0,63.109,56.0,3,3,423.51,0,8,41.1,23,36.665,56.662,35.433,5.4,0.085,12,1.012,25,5,0,44.6
7.854,3,1.152,35,34,4.7,43.0,3,65.0,73.709,64.0,5,3,505.62,0,12,34.4,22,40.171,65.81,38.877,4.7,0.138,6,1.028,30,9,1,46.9
6.745,0,1.127,34,31,0.0,43.0,0,59.0,63.109,56.0,3,3,423.51,0,8,41.1,23,36.665,56.662,35.433,5.4,0.102,12,1.012,25,6,0,44.6
6.602,0,1.131,32,29,0.0,40.0,0,58.0,62.189,55.0,2,4,394.52,0,7,40.0,22,35.762,55.109,34.025,7.3,0.086,12,1.002,26,5,0,47.3
8.602,3,1.154,37,36,4.2,44.0,3,72.0,81.908,71.0,4,4,512.64,0,11,35.2,25,43.597,72.276,42.05,5.6,0.125,6,1.018,35,9,0,49.3
7.796,0,1.132,34,31,0.0,42.0,0,62.0,66.813,59.0,2,4,424.55,0,8,39.0,23,37.978,59.32,36.266,6.8,0.113,12,1.005,28,7,0,47.5
5.032,0,1.103,27,24,0.0,38.0,0,39.0,39.701,36.0,2,2,316.33,0,5,52.8,19,26.182,36.604,25.821,5.6,0.077,18,1.017,12,3,0,33.3
6.854,0,1.124,35,31,0.0,44.0,0,58.0,60.694,54.0,3,3,421.49,0,8,42.6,23,35.904,54.778,34.906,5.6,0.086,12,1.014,23,5,0,42.6
7.569,0,1.131,34,31,0.0,42.0,0,64.0,69.019,61.0,2,4,422.58,0,7,39.3,24,39.284,60.876,37.078,6.6,0.109,12,0.998,30,7,0,49.2
8.071,0,1.132,36,32,0.0,44.0,0,67.0,71.308,63.0,2,5,433.61,0,7,39.7,25,40.836,62.65,38.385,7.9,0.06,12,0.994,31,4,0,49.2
6.824,0,1.128,34,30,0.0,42.0,0,60.0,63.189,56.0,2,4,406.53,0,7,41.1,23,36.762,56.109,35.025,7.1,0.067,12,1.002,26,4,0,46.4
7.215,0,1.106,28,25,0.0,39.0,0,42.0,43.116,39.0,2,2,330.36,0,5,51.3,20,27.943,39.487,27.348,5.1,0.071,18,1.012,14,3,0,35.9
6.959,0,1.131,40,35,0.0,48.0,0,73.0,76.933,68.0,2,5,475.65,0,8,39.7,27,44.052,67.861,41.627,7.4,0.068,12,0.998,33,5,0,48.5
9.06,3,1.145,39,37,4.3,48.5,3,71.0,78.995,69.0,4,3,519.62,0,10,39.1,27,43.83,70.29,42.502,4.3,0.113,11,1.019,32,8,0,46.4
7.824,3,1.153,38,37,4.2,45.0,3,72.0,81.829,71.0,4,3,529.62,0,12,35.2,25,43.5,72.829,42.458,4.2,0.139,6,1.026,34,10,0,47.9
8.066,0,1.124,31,28,0.0,40.0,0,52.0,55.069,49.0,3,3,379.45,0,7,42.9,21,32.688,49.567,31.665,6.1,0.077,12,1.012,21,4,0,42.9
