pXC50,nN,nBM,nAB,SCBO,MW,nBO,Sv,nSK,nCsp2,Se,Si,Sp,nHet,nAT,nBT,nH,nC,AMW,C.,H.,Me,Mi,Mp,Mv,N.,nB
5.4,3,18,16,38.0,353.43,28,27.557,25,16,40.665,44.534,28.597,7,40,43,15,18,8.836,45.0,37.5,1.017,1.113,0.715,0.689,7.5,0
5.5,4,23,22,40.0,348.81,28,27.262,25,19,38.476,42.223,28.142,6,38,41,13,19,9.179,50.0,34.2,1.013,1.111,0.741,0.717,10.5,0
6.4,5,24,22,43.0,379.48,30,29.885,27,18,44.542,49.322,31.154,8,44,47,17,19,8.625,43.2,38.6,1.012,1.121,0.708,0.679,11.4,0
5.1,3,13,12,28.0,289.79,21,23.294,20,12,36.142,40.555,24.659,5,36,37,16,15,8.05,41.7,44.4,1.004,1.127,0.685,0.647,8.3,0
5.1,3,23,22,43.0,371.47,31,32.235,28,20,48.912,54.651,33.779,5,49,52,21,23,7.581,46.9,42.9,0.998,1.115,0.689,0.658,6.1,0
8.3,5,20,18,45.0,479.99,34,35.437,32,16,55.498,61.139,36.659,12,54,56,22,20,8.889,37.0,40.7,1.028,1.132,0.679,0.656,9.3,0
6.9,5,24,22,46.0,405.42,33,31.796,30,21,47.305,51.951,31.898,9,46,49,16,21,8.813,45.7,34.8,1.028,1.129,0.693,0.691,10.9,0
5.1,3,19,18,39.0,361.48,29,31.762,27,18,49.796,56.066,33.54,5,50,52,23,22,7.23,44.0,46.0,0.996,1.121,0.671,0.635,6.0,0
7.0,6,28,27,53.5,486.62,39,39.155,35,23,58.48,65.196,40.926,9,58,62,23,26,8.39,44.8,39.7,1.008,1.124,0.706,0.675,10.3,0
5.1,6,22,22,48.0,450.54,37,36.878,33,16,57.8,65.031,37.978,9,57,61,24,24,7.904,42.1,42.1,1.014,1.141,0.666,0.647,10.5,0
5.1,2,16,16,26.0,273.14,18,18.175,16,13,24.967,27.499,19.409,3,25,27,9,13,10.926,52.0,36.0,0.999,1.1,0.776,0.727,8.0,0
5.4,3,18,16,36.0,370.22,25,25.153,23,15,35.607,38.831,26.085,6,35,37,12,17,10.578,48.6,34.3,1.017,1.109,0.745,0.719,8.6,0
6.3,5,26,22,54.0,505.67,38,39.367,35,20,58.596,64.697,41.54,10,58,61,23,25,8.718,43.1,39.7,1.01,1.115,0.716,0.679,8.6,0
5.7,4,29,28,55.0,480.58,40,40.693,36,26,61.294,68.319,42.245,7,61,65,25,29,7.878,47.5,41.0,1.005,1.12,0.693,0.667,6.6,0
6.8,6,16,16,35.0,342.87,27,27.644,24,11,43.12,48.84,29.222,7,43,46,19,17,7.974,39.5,44.2,1.003,1.136,0.68,0.643,14.0,0
5.1,3,7,6,23.0,247.38,19,22.52,18,6,38.585,44.441,24.324,4,39,40,21,14,6.343,35.9,53.8,0.989,1.14,0.624,0.577,7.7,0
5.4,5,18,17,35.5,333.3,26,24.079,24,14,35.909,39.381,23.341,9,34,36,10,15,9.803,44.1,29.4,1.056,1.158,0.687,0.708,14.7,0
8.5,7,18,17,35.5,388.26,26,25.997,24,14,38.803,43.2,26.892,9,38,40,14,15,10.217,39.5,36.8,1.021,1.137,0.708,0.684,18.4,0
5.4,5,23,22,44.0,387.5,32,31.17,28,19,45.214,50.112,32.699,7,45,49,17,21,8.611,46.7,37.8,1.005,1.114,0.727,0.693,11.1,0
5.1,4,21,21,36.5,344.8,26,24.11,23,15,33.113,35.522,24.722,8,32,35,9,15,10.775,46.9,28.1,1.035,1.11,0.773,0.753,12.5,0
5.5,3,15,12,33.0,293.35,24,24.655,22,15,37.262,41.405,25.495,5,37,39,15,17,7.928,45.9,40.5,1.007,1.119,0.689,0.666,8.1,0
5.1,5,23,21,45.5,482.44,33,34.248,30,19,50.211,55.784,36.574,8,50,53,20,22,9.649,44.0,40.0,1.004,1.116,0.731,0.685,10.0,0
5.1,2,11,11,20.5,235.09,15,14.648,13,9,20.084,22.084,15.648,3,20,22,7,10,11.755,50.0,35.0,1.004,1.104,0.782,0.732,10.0,0
5.1,5,12,12,25.0,245.32,19,20.456,18,10,33.254,37.777,21.29,6,33,34,15,12,7.434,36.4,45.5,1.008,1.145,0.645,0.62,15.2,0
5.5,5,19,18,39.0,367.82,29,27.998,26,17,40.905,44.93,28.602,8,40,43,14,18,9.195,45.0,35.0,1.023,1.123,0.715,0.7,12.5,0
5.8,7,17,16,42.0,427.99,33,34.96,30,12,56.2,63.794,36.966,9,56,59,26,21,7.643,37.5,46.4,1.004,1.139,0.66,0.624,12.5,0
5.1,4,17,16,38.0,350.46,29,30.256,26,14,48.014,54.149,31.784,6,48,51,22,20,7.301,41.7,45.8,1.0,1.128,0.662,0.63,8.3,0
5.1,3,21,18,43.0,377.38,31,29.799,28,19,44.244,48.033,29.858,8,43,46,15,20,8.776,46.5,34.9,1.029,1.117,0.694,0.693,7.0,0
5.5,6,28,27,50.5,430.45,36,33.771,32,22,49.265,54.37,33.932,9,48,52,16,23,8.968,47.9,33.3,1.026,1.133,0.707,0.704,12.5,0
6.6,6,16,16,34.0,308.43,26,26.816,23,11,42.796,48.896,28.364,6,43,46,20,17,7.173,39.5,46.5,0.995,1.137,0.66,0.624,14.0,0
5.1,6,22,22,46.0,440.5,35,35.066,32,16,55.243,61.825,35.671,10,54,57,22,22,8.157,40.7,40.7,1.023,1.145,0.661,0.649,11.1,0
5.1,4,11,11,25.5,280.79,20,22.316,19,8,36.243,41.053,23.665,6,36,37,17,13,7.8,36.1,47.2,1.007,1.14,0.657,0.62,11.1,0
6.6,4,17,16,34.0,308.42,25,27.015,23,15,42.803,48.524,28.569,5,43,45,20,18,7.173,41.9,46.5,0.995,1.128,0.664,0.628,9.3,0
5.1,5,22,21,38.5,317.4,26,24.875,23,16,34.236,37.657,25.96,6,34,37,11,17,9.335,50.0,32.4,1.007,1.108,0.764,0.732,14.7,0
5.1,6,22,21,40.5,346.43,29,29.004,26,16,44.24,49.69,30.057,7,44,47,18,19,7.873,43.2,40.9,1.005,1.129,0.683,0.659,13.6,0
5.8,3,12,12,29.0,283.41,23,25.52,21,10,41.585,47.441,27.324,4,42,44,21,17,6.748,40.5,50.0,0.99,1.13,0.651,0.608,7.1,0
5.1,6,12,12,31.0,316.41,25,26.246,23,9,43.451,49.315,27.273,8,43,45,20,15,7.358,34.9,46.5,1.01,1.147,0.634,0.61,14.0,0
5.1,5,27,27,50.5,421.54,37,36.563,32,21,54.789,61.438,38.336,6,55,60,23,26,7.664,47.3,41.8,0.996,1.117,0.697,0.665,9.1,0
5.1,1,17,16,29.0,255.31,20,19.745,18,14,27.367,29.498,20.608,4,27,29,9,14,9.456,51.9,33.3,1.014,1.093,0.763,0.731,3.7,0
5.1,6,22,22,44.0,410.47,33,32.824,30,16,51.032,57.2,33.455,9,50,53,20,21,8.209,42.0,40.0,1.021,1.144,0.669,0.656,12.0,0
5.1,3,22,22,41.0,361.45,30,30.904,27,19,47.098,52.781,32.262,5,47,50,20,22,7.69,46.8,42.6,1.002,1.123,0.686,0.658,6.4,0
5.1,6,21,21,44.5,410.47,34,32.824,30,14,51.032,57.2,33.455,9,50,54,20,21,8.209,42.0,40.0,1.021,1.144,0.669,0.656,12.0,0
6.9,6,24,22,54.0,534.72,41,43.977,38,21,69.341,78.066,46.427,10,69,72,31,28,7.75,40.6,44.9,1.005,1.131,0.673,0.637,8.7,0
5.1,2,21,18,45.0,400.46,33,33.643,30,21,50.465,55.571,34.682,6,50,53,20,24,8.009,48.0,40.0,1.009,1.111,0.694,0.673,4.0,0
5.3,5,10,10,25.0,359.2,20,20.773,18,5,32.323,36.498,22.949,7,32,34,14,11,11.225,34.4,43.8,1.01,1.141,0.717,0.649,15.6,0
7.1,3,16,16,30.0,267.36,22,23.467,20,12,36.818,41.611,24.801,4,37,39,17,16,7.226,43.2,45.9,0.995,1.125,0.67,0.634,8.1,0
5.1,1,13,11,31.5,279.36,24,24.665,21,12,37.825,42.239,26.006,3,38,41,17,18,7.352,47.4,44.7,0.995,1.112,0.684,0.649,2.6,0
5.1,3,10,10,17.0,188.02,12,11.246,11,6,14.836,15.798,11.494,5,14,15,3,6,13.43,42.9,21.4,1.06,1.128,0.821,0.803,21.4,0
5.1,2,19,18,38.0,366.87,28,30.041,26,18,45.134,50.096,31.631,5,45,47,19,21,8.153,46.7,42.2,1.003,1.113,0.703,0.668,4.4,0
5.2,3,23,22,41.0,349.36,29,27.706,26,20,39.96,43.875,27.915,6,39,42,13,20,8.958,51.3,33.3,1.025,1.125,0.716,0.71,7.7,0
6.8,7,17,16,41.0,413.96,32,33.433,29,12,53.316,60.378,35.205,9,53,56,24,20,7.811,37.7,45.3,1.006,1.139,0.664,0.631,13.2,0
5.1,3,12,10,26.0,265.32,19,19.503,18,9,29.898,32.704,20.074,7,29,30,11,11,9.149,37.9,37.9,1.031,1.128,0.692,0.673,10.3,0
5.1,4,17,16,37.0,338.42,28,28.398,25,14,44.316,49.864,29.506,6,44,47,19,19,7.691,43.2,43.2,1.007,1.133,0.671,0.645,9.1,0
6.6,7,34,33,66.5,611.73,49,48.328,44,28,72.189,80.074,49.847,12,71,76,27,32,8.616,45.1,38.0,1.017,1.128,0.702,0.681,9.9,0
5.8,3,19,17,37.5,315.4,27,27.467,24,18,40.818,45.611,28.801,4,41,44,17,20,7.693,48.8,41.5,0.996,1.112,0.702,0.67,7.3,0
5.1,4,16,15,34.5,312.36,26,25.391,23,11,39.691,44.113,25.955,7,39,42,16,16,8.009,41.0,41.0,1.018,1.131,0.666,0.651,10.3,0
5.1,5,25,21,52.5,476.34,37,35.352,33,21,49.113,53.29,36.222,9,48,52,15,24,9.924,50.0,31.3,1.023,1.11,0.755,0.737,10.4,0
5.1,3,18,17,43.5,441.95,34,35.546,31,15,55.658,61.844,37.068,8,55,58,24,23,8.035,41.8,43.6,1.012,1.124,0.674,0.646,5.5,0
5.2,3,22,21,43.5,405.56,32,33.949,29,18,51.872,57.986,36.188,6,52,55,23,23,7.799,44.2,44.2,0.998,1.115,0.696,0.653,5.8,0
5.1,4,18,16,34.0,316.42,24,24.863,22,13,38.44,42.823,26.148,7,38,40,16,15,8.327,39.5,42.1,1.012,1.127,0.688,0.654,10.5,0
6.6,6,22,22,52.0,482.69,41,43.218,36,18,69.309,79.012,46.148,7,70,75,34,29,6.896,41.4,48.6,0.99,1.129,0.659,0.617,8.6,0
5.1,5,23,22,45.0,411.42,33,31.659,30,20,47.56,52.626,31.625,9,46,49,16,21,8.944,45.7,34.8,1.034,1.144,0.688,0.688,10.9,0
5.1,4,23,22,41.0,344.4,29,28.676,26,19,42.363,46.903,29.5,6,42,45,16,20,8.2,47.6,38.1,1.009,1.117,0.702,0.683,9.5,0
6.5,3,23,22,41.0,343.41,29,29.181,26,20,43.145,47.82,30.256,5,43,46,17,21,7.986,48.8,39.5,1.003,1.112,0.704,0.679,7.0,0
5.4,3,28,26,49.0,433.59,34,34.082,30,21,49.182,54.075,36.313,7,49,53,19,23,8.849,46.9,38.8,1.004,1.104,0.741,0.696,6.1,0
6.0,5,16,16,34.0,327.85,26,26.622,23,11,41.018,46.342,28.216,6,41,44,18,17,7.996,41.5,43.9,1.0,1.13,0.688,0.649,12.2,0
5.1,3,17,16,35.0,307.38,26,26.181,23,14,40.145,44.82,27.256,5,40,43,17,18,7.684,45.0,42.5,1.004,1.121,0.681,0.655,7.5,0
6.8,6,34,33,60.5,516.67,43,42.771,38,28,61.967,68.856,44.989,8,62,67,24,30,8.333,48.4,38.7,0.999,1.111,0.726,0.69,9.7,0
8.801,6,21,21,40.5,362.5,30,29.476,26,15,43.989,49.401,31.25,7,44,48,18,19,8.239,43.2,40.9,1.0,1.123,0.71,0.67,13.6,0
5.1,5,23,22,44.0,389.45,32,31.939,29,19,48.676,54.026,32.722,8,48,51,19,21,8.114,43.8,39.6,1.014,1.126,0.682,0.665,10.4,0
5.7,4,17,16,35.0,363.27,26,27.143,24,14,40.567,44.997,28.523,7,40,42,16,17,9.082,42.5,40.0,1.014,1.125,0.713,0.679,10.0,0
7.1,5,22,22,45.0,427.47,34,33.713,31,17,52.327,58.457,34.148,9,51,54,20,22,8.382,43.1,39.2,1.026,1.146,0.67,0.661,9.8,0
5.1,6,14,12,35.0,356.48,27,30.299,26,12,50.218,57.145,31.796,8,50,51,24,18,7.13,36.0,48.0,1.004,1.143,0.636,0.606,12.0,0
5.1,3,16,15,31.5,319.84,23,23.954,21,12,35.334,39.06,25.546,6,35,37,14,15,9.138,42.9,40.0,1.01,1.116,0.73,0.684,8.6,0
7.5,6,16,16,35.0,342.87,27,27.644,24,11,43.12,48.84,29.222,7,43,46,19,17,7.974,39.5,44.2,1.003,1.136,0.68,0.643,14.0,0
5.1,3,17,17,30.5,265.34,22,22.94,20,14,34.934,39.196,24.04,4,35,37,15,16,7.581,45.7,42.9,0.998,1.12,0.687,0.655,8.6,0
5.5,4,17,16,33.0,314.8,24,24.789,22,13,37.36,41.638,25.904,6,37,39,15,16,8.508,43.2,40.5,1.01,1.125,0.7,0.67,10.8,0
5.1,2,19,18,37.0,332.43,27,29.214,25,18,44.811,50.152,30.773,4,45,47,20,21,7.387,46.7,44.4,0.996,1.114,0.684,0.649,4.4,0
5.1,6,21,21,43.5,396.44,33,31.297,29,14,48.149,53.785,31.694,9,47,51,18,20,8.435,42.6,38.3,1.024,1.144,0.674,0.666,12.8,0
6.1,5,23,22,46.0,447.45,34,31.703,31,19,46.265,50.471,31.449,11,44,47,13,20,10.169,45.5,29.5,1.051,1.147,0.715,0.721,11.4,0
5.6,2,11,10,22.0,305.59,16,16.378,15,9,21.811,23.157,17.608,6,21,22,6,9,14.552,42.9,28.6,1.039,1.103,0.838,0.78,9.5,0
5.2,3,23,22,40.0,347.82,28,27.767,25,20,39.258,43.14,28.898,5,39,42,14,20,8.918,51.3,35.9,1.007,1.106,0.741,0.712,7.7,0
6.9,4,16,16,32.0,278.39,24,24.773,21,12,38.592,43.9,26.353,4,39,42,18,17,7.138,43.6,46.2,0.99,1.126,0.676,0.635,10.3,0
5.1,3,16,10,44.0,409.45,32,30.986,29,16,45.32,48.953,31.506,9,44,47,15,20,9.306,45.5,34.1,1.03,1.113,0.716,0.704,6.8,0
5.1,5,25,21,50.5,407.46,35,33.697,31,21,48.465,53.402,34.506,7,48,52,17,24,8.489,50.0,35.4,1.01,1.113,0.719,0.702,10.4,0
5.1,3,21,18,44.0,385.45,32,32.423,29,21,48.356,53.445,33.472,6,48,51,19,23,8.03,47.9,39.6,1.007,1.113,0.697,0.675,6.3,0
7.1,6,24,22,54.0,530.76,41,45.12,38,21,71.712,81.141,48.25,9,72,75,34,29,7.372,40.3,47.2,0.996,1.127,0.67,0.627,8.3,0
5.1,2,19,18,35.0,302.4,25,26.972,23,18,40.6,45.528,28.557,3,41,43,18,20,7.376,48.8,43.9,0.99,1.11,0.697,0.658,4.9,0
5.1,2,19,18,39.0,342.47,29,31.026,26,18,47.367,53.358,33.08,3,48,51,22,23,7.135,47.9,45.8,0.987,1.112,0.689,0.646,4.2,0
5.7,2,17,16,29.0,254.33,20,20.052,18,14,28.142,30.787,21.159,4,28,30,10,14,9.083,50.0,35.7,1.005,1.1,0.756,0.716,7.1,0
5.1,6,23,22,41.0,344.41,29,28.477,26,18,42.356,47.275,29.296,7,42,45,16,19,8.2,45.2,38.1,1.008,1.126,0.698,0.678,14.3,0
5.1,2,13,12,26.0,224.28,19,19.392,17,13,28.949,32.282,20.273,3,29,31,12,14,7.734,48.3,41.4,0.998,1.113,0.699,0.669,6.9,0
5.1,5,19,17,39.5,357.32,28,26.079,26,15,37.909,41.381,25.341,9,36,38,10,17,9.926,47.2,27.8,1.053,1.149,0.704,0.724,13.9,0
5.1,4,29,29,61.5,544.7,47,47.605,41,26,72.76,81.434,50.046,7,73,79,32,34,7.462,46.6,43.8,0.997,1.116,0.686,0.652,5.5,0
5.1,4,12,11,31.5,336.81,25,25.745,23,9,40.898,45.472,26.574,8,40,42,17,15,8.42,37.5,42.5,1.022,1.137,0.664,0.644,10.0,0
5.1,5,18,16,35.0,329.37,25,24.019,23,14,35.218,38.285,24.324,9,34,36,11,14,9.687,41.2,32.4,1.036,1.126,0.715,0.706,14.7,0
5.8,2,17,16,32.0,369.2,23,21.844,21,14,29.396,31.308,22.387,7,28,30,7,14,13.186,50.0,25.0,1.05,1.118,0.8,0.78,7.1,0
6.4,6,28,27,48.5,394.47,34,33.004,30,22,48.24,53.69,34.057,7,48,52,18,23,8.218,47.9,37.5,1.005,1.119,0.71,0.688,12.5,0
6.9,4,16,16,30.0,268.35,22,22.961,20,12,36.036,40.694,24.046,5,36,38,16,15,7.454,41.7,44.4,1.001,1.13,0.668,0.638,11.1,0
7.0,7,34,33,69.5,631.82,52,52.33,46,28,79.258,88.434,54.949,11,79,85,33,35,7.998,44.3,41.8,1.003,1.119,0.696,0.662,8.9,0
5.1,2,19,16,36.0,346.46,25,25.722,23,14,37.64,40.956,27.239,7,37,39,14,16,9.364,43.2,37.8,1.017,1.107,0.736,0.695,5.4,0
6.2,4,10,10,22.0,238.35,17,18.622,16,6,30.229,34.199,19.932,6,30,31,14,10,7.945,33.3,46.7,1.008,1.14,0.664,0.621,13.3,0
6.6,4,22,22,42.0,372.51,31,33.068,28,18,51.571,58.355,35.091,5,52,55,24,23,7.164,44.2,46.2,0.992,1.122,0.675,0.636,7.7,0
6.7,5,23,22,43.0,389.52,31,31.697,28,19,47.098,52.527,33.461,7,47,50,19,21,8.288,44.7,40.4,1.002,1.118,0.712,0.674,10.6,0
5.2,3,18,16,37.0,384.25,26,26.68,24,15,38.491,42.247,27.847,6,38,40,14,18,10.112,47.4,36.8,1.013,1.112,0.733,0.702,7.9,0
5.1,2,15,12,34.0,326.4,25,25.535,23,16,37.564,41.036,26.591,6,37,39,14,17,8.822,45.9,37.8,1.015,1.109,0.719,0.69,5.4,0
6.6,6,23,22,48.0,420.41,36,31.959,31,18,46.709,51.164,31.625,10,45,50,14,21,9.342,46.7,31.1,1.038,1.137,0.703,0.71,13.3,0
5.1,6,22,22,46.0,438.53,35,35.878,32,16,56.8,64.031,36.978,9,56,59,24,23,7.831,41.1,42.9,1.014,1.143,0.66,0.641,10.7,0
5.1,6,22,22,48.0,468.56,37,38.119,34,16,61.01,68.655,39.194,10,60,63,26,24,7.809,40.0,43.3,1.017,1.144,0.653,0.635,10.0,0
5.1,5,16,15,31.5,265.35,22,22.741,20,11,34.927,39.568,23.836,5,35,37,15,15,7.581,42.9,42.9,0.998,1.131,0.681,0.65,14.3,0
6.3,5,23,18,50.0,463.56,36,36.368,33,21,54.963,60.571,37.585,10,54,57,21,23,8.584,42.6,38.9,1.018,1.122,0.696,0.673,9.3,0
5.1,3,21,21,34.5,295.36,24,22.742,21,16,31.429,34.415,23.648,5,31,34,10,16,9.528,51.6,32.3,1.014,1.11,0.763,0.734,9.7,0
5.3,2,17,16,29.0,236.29,20,20.392,18,14,29.949,33.282,21.273,3,30,32,12,15,7.876,50.0,40.0,0.998,1.109,0.709,0.68,6.7,0
6.8,18,28,18,73.0,708.9,54,57.61,52,28,93.207,105.955,59.387,20,92,94,40,32,7.705,34.8,43.5,1.013,1.152,0.646,0.626,19.6,0
5.1,3,23,22,45.0,431.44,33,31.187,30,20,44.945,48.89,31.199,9,43,46,13,21,10.033,48.8,30.2,1.045,1.137,0.726,0.725,7.0,0
5.5,3,26,24,54.0,483.53,40,39.575,36,26,58.963,64.824,40.387,8,58,62,22,28,8.337,48.3,37.9,1.017,1.118,0.696,0.682,5.2,0
5.4,4,21,18,44.0,386.44,32,31.918,29,21,47.574,52.528,32.716,7,47,50,18,22,8.222,46.8,38.3,1.012,1.118,0.696,0.679,8.5,0
5.1,5,14,12,37.0,371.86,28,29.052,26,11,44.673,49.761,30.125,8,44,46,18,18,8.451,40.9,40.9,1.015,1.131,0.685,0.66,11.4,0
5.5,7,34,33,67.5,626.16,50,48.245,44,28,70.116,77.263,50.006,12,69,75,25,32,9.075,46.4,36.2,1.016,1.12,0.725,0.699,10.1,0
5.4,6,19,18,42.0,438.83,32,30.696,30,16,46.429,50.863,30.182,12,44,46,14,18,9.973,40.9,31.8,1.055,1.156,0.686,0.698,13.6,0
5.7,5,24,22,52.0,483.69,38,41.33,35,20,63.516,71.603,44.267,7,64,67,29,28,7.558,43.8,45.3,0.992,1.119,0.692,0.646,7.8,0
5.1,5,10,10,27.0,393.17,22,21.39,20,5,33.422,36.711,22.551,10,32,34,12,10,12.287,31.3,37.5,1.044,1.147,0.705,0.668,15.6,0
6.7,7,29,27,58.5,539.72,43,44.561,39,24,68.163,76.394,46.972,10,68,72,29,29,7.937,42.6,42.6,1.002,1.123,0.691,0.655,10.3,0
5.1,6,22,22,45.0,424.5,34,34.351,31,16,53.916,60.615,35.216,9,53,56,22,22,8.009,41.5,41.5,1.017,1.144,0.664,0.648,11.3,0
5.1,3,13,11,26.5,337.13,19,18.676,17,12,25.353,27.671,20.415,5,25,27,8,12,13.485,48.0,32.0,1.014,1.107,0.817,0.747,12.0,0
7.9,4,29,27,56.5,476.57,41,40.498,36,26,60.225,66.773,42.0,7,60,65,24,29,7.943,48.3,40.0,1.004,1.113,0.7,0.675,6.7,0
5.7,2,10,6,27.0,341.22,20,18.925,18,11,24.007,24.927,20.091,7,23,25,5,11,14.836,47.8,21.7,1.044,1.084,0.874,0.823,8.7,0
5.1,5,35,34,75.0,675.76,57,55.303,50,32,83.283,92.367,56.625,11,82,89,32,39,8.241,47.6,39.0,1.016,1.126,0.691,0.674,6.1,0
5.1,6,22,22,49.0,490.51,38,37.359,35,16,59.152,65.919,37.307,12,57,60,22,23,8.605,40.4,38.6,1.038,1.156,0.655,0.655,10.5,0
5.1,7,19,17,49.5,457.59,38,38.847,34,15,61.203,69.059,40.563,9,61,65,27,25,7.501,41.0,44.3,1.003,1.132,0.665,0.637,11.5,0
7.5,6,28,27,54.5,502.62,40,39.87,36,23,59.807,66.405,41.381,10,59,63,23,26,8.519,44.1,39.0,1.014,1.126,0.701,0.676,10.2,0
5.1,4,19,17,36.5,302.36,25,25.434,23,16,37.153,41.279,26.284,5,37,39,14,18,8.172,48.6,37.8,1.004,1.116,0.71,0.687,10.8,0
5.1,2,17,16,37.0,390.33,28,25.405,26,14,36.985,39.655,24.307,10,34,36,8,16,11.48,47.1,23.5,1.088,1.166,0.715,0.747,5.9,0
5.1,4,16,16,28.0,242.28,20,19.576,18,12,29.454,32.994,20.006,5,29,31,11,13,8.354,44.8,37.9,1.016,1.138,0.69,0.675,13.8,0
5.1,3,17,17,31.5,279.37,23,24.467,21,14,37.818,42.611,25.801,4,38,40,17,17,7.352,44.7,44.7,0.995,1.121,0.679,0.644,7.9,0
5.1,5,14,11,32.5,281.3,22,22.117,21,11,32.814,36.156,22.222,7,32,33,11,14,8.791,43.8,34.4,1.025,1.13,0.694,0.691,15.6,0
5.1,4,17,16,48.0,458.68,38,39.836,33,13,62.298,70.52,43.023,6,63,68,30,27,7.281,42.9,47.6,0.989,1.119,0.683,0.632,6.3,0
5.2,4,23,22,48.0,448.94,36,35.799,32,20,53.665,59.302,37.097,8,53,57,21,24,8.471,45.3,39.6,1.013,1.119,0.7,0.675,7.5,0
5.1,2,11,10,21.0,210.23,15,14.428,14,7,21.029,22.375,14.545,6,20,21,6,8,10.512,40.0,30.0,1.051,1.119,0.727,0.721,10.0,0
5.5,6,28,27,52.5,454.53,38,37.487,34,22,56.662,62.94,38.489,9,56,60,22,25,8.117,44.6,39.3,1.012,1.124,0.687,0.669,10.7,0
7.5,3,13,11,27.5,241.27,20,19.601,18,12,29.494,32.575,19.972,5,29,31,11,13,8.32,44.8,37.9,1.017,1.123,0.689,0.676,10.3,0
5.4,3,28,27,61.5,600.21,47,51.233,43,25,80.843,90.75,54.398,8,81,85,38,35,7.41,43.2,46.9,0.998,1.12,0.672,0.633,3.7,0
6.2,2,13,11,27.5,238.31,20,20.918,18,13,31.833,35.697,22.034,3,32,34,14,15,7.447,46.9,43.8,0.995,1.116,0.689,0.654,6.3,0
6.2,4,22,22,41.0,358.48,30,31.542,27,18,48.687,54.939,33.33,5,49,52,22,22,7.316,44.9,44.9,0.994,1.121,0.68,0.644,8.2,0
5.6,4,11,10,29.0,286.42,23,25.542,21,8,42.687,48.939,27.33,5,43,45,22,16,6.661,37.2,51.2,0.993,1.138,0.636,0.594,9.3,0
5.5,2,18,16,36.0,399.69,26,25.776,24,16,34.324,36.243,26.949,8,33,35,9,16,12.112,48.5,27.3,1.04,1.098,0.817,0.781,6.1,0
5.1,1,9,6,24.0,251.28,18,18.175,17,10,27.022,28.917,18.517,6,26,27,9,11,9.665,42.3,34.6,1.039,1.112,0.712,0.699,3.8,0
5.1,2,19,18,38.0,387.28,28,29.342,26,18,42.574,46.625,30.727,6,42,44,16,20,9.221,47.6,38.1,1.014,1.11,0.732,0.699,4.8,0
5.1,6,14,12,37.0,384.54,29,33.353,28,12,55.985,63.976,35.319,8,56,57,28,20,6.867,35.7,50.0,1.0,1.142,0.631,0.596,10.7,0
5.3,3,13,12,25.0,211.24,18,17.359,16,12,25.284,27.95,17.756,4,25,27,9,12,8.45,48.0,36.0,1.011,1.118,0.71,0.694,12.0,0
5.1,3,12,11,27.5,275.76,21,21.767,19,10,33.258,37.14,22.898,5,33,35,14,14,8.356,42.4,42.4,1.008,1.125,0.694,0.66,9.1,0
6.0,2,13,11,30.5,286.31,23,23.063,21,11,35.814,39.325,23.398,6,35,37,14,15,8.18,42.9,40.0,1.023,1.124,0.669,0.659,5.7,0
5.6,6,28,27,49.5,412.46,35,33.387,31,22,48.752,54.03,33.995,8,48,52,17,23,8.593,47.9,35.4,1.016,1.126,0.708,0.696,12.5,0
5.1,5,27,25,49.5,455.58,35,33.982,31,18,50.014,54.996,35.5,10,49,53,18,21,9.298,42.9,36.7,1.021,1.122,0.724,0.694,10.2,0
5.1,3,15,12,36.0,339.38,27,27.611,25,15,42.8,47.239,28.165,7,42,44,17,18,8.08,42.9,40.5,1.019,1.125,0.671,0.657,7.1,0
5.1,5,18,17,35.5,333.3,26,24.079,24,14,35.909,39.381,23.341,9,34,36,10,15,9.803,44.1,29.4,1.056,1.158,0.687,0.708,14.7,0
5.1,1,17,16,31.0,287.33,22,21.655,20,14,30.764,33.253,22.307,5,30,32,10,15,9.578,50.0,33.3,1.025,1.108,0.744,0.722,3.3,0
7.0,6,28,27,56.5,528.69,42,43.255,38,23,66.389,74.105,45.421,10,66,70,28,28,8.01,42.4,42.4,1.006,1.123,0.688,0.655,9.1,0
5.4,3,20,18,43.0,385.5,32,33.762,29,20,51.796,58.066,35.54,5,52,55,23,24,7.413,46.2,44.2,0.996,1.117,0.683,0.649,5.8,0
5.1,5,16,12,38.0,375.45,27,28.314,26,12,44.196,48.74,29.063,10,43,44,17,16,8.731,37.2,39.5,1.028,1.133,0.676,0.658,11.6,0
5.1,3,16,10,44.0,459.61,33,33.172,30,17,48.029,51.999,35.108,10,47,50,17,20,9.779,42.6,36.2,1.022,1.106,0.747,0.706,6.4,0
5.1,5,25,25,46.5,423.53,34,33.275,30,18,49.68,55.413,34.642,8,49,53,19,22,8.643,44.9,38.8,1.014,1.131,0.707,0.679,10.2,0
5.1,5,24,23,46.5,423.43,34,32.659,31,21,48.56,53.626,32.625,9,47,50,16,22,9.009,46.8,34.0,1.033,1.141,0.694,0.695,10.6,0
5.1,4,13,11,33.5,312.38,25,25.871,23,11,40.432,45.449,26.745,6,40,42,17,17,7.809,42.5,42.5,1.011,1.136,0.669,0.647,10.0,0
5.1,2,20,18,40.0,344.39,29,28.875,26,20,42.371,46.531,29.705,5,42,45,16,21,8.2,50.0,38.1,1.009,1.108,0.707,0.687,4.8,0
