pXC50,RBF,O.,Me,H.,nBM,nDB,nAB,Mv,Mp,AMW,Sp,Se,SCBO,nCsp2,nBO,nSK,Si,MW,Mi,nAT,nH,nO,RBN,Sv,nBT,C.
6.876,0.105,5.6,1.011,46.3,13,1,12,0.626,0.651,7.435,35.142,54.596,39.0,13,32,29,61.204,401.49,1.133,54,25,3,6,33.781,57,42.6
7.398,0.057,2.9,0.985,57.1,2,1,0,0.557,0.609,5.953,21.319,34.483,18.0,1,15,15,39.943,208.34,1.141,35,20,1,2,19.499,35,34.3
4.0,0.026,5.4,1.004,54.1,2,2,0,0.56,0.595,6.496,22.023,37.131,20.0,2,18,17,42.734,240.35,1.155,37,20,2,1,20.73,38,29.7
5.319,0.047,3.3,0.987,54.1,8,2,6,0.58,0.629,6.288,38.347,60.214,36.0,8,31,28,69.142,383.59,1.133,61,33,2,3,35.396,64,37.7
5.0,0.077,8.0,1.011,48.0,6,1,5,0.604,0.629,7.209,15.727,25.276,17.5,4,14,13,28.491,180.23,1.14,25,12,2,2,15.106,26,36.0
6.362,0.094,3.2,0.993,51.6,6,1,5,0.601,0.659,7.237,20.443,30.793,19.5,4,16,15,35.032,224.36,1.13,31,16,1,3,18.632,32,35.5
5.097,0.092,3.2,0.984,58.7,2,2,0,0.547,0.601,5.772,37.87,61.981,30.0,2,28,26,71.972,363.61,1.142,63,37,2,6,34.449,65,33.3
4.602,0.111,3.8,0.987,58.5,2,2,0,0.545,0.596,5.84,31.586,52.33,25.0,2,23,22,60.727,309.51,1.146,53,31,2,6,28.869,54,32.1
4.842,0.143,3.2,0.984,59.7,2,2,0,0.54,0.595,5.671,36.87,60.981,28.0,2,26,25,70.972,351.6,1.145,62,37,2,9,33.449,63,32.3
6.111,0.094,3.2,0.993,51.6,6,1,5,0.601,0.659,7.237,20.443,30.793,19.5,4,16,15,35.032,224.36,1.13,31,16,1,3,18.632,32,35.5
6.545,0.088,3.0,0.99,54.5,5,0,5,0.581,0.643,6.86,21.205,32.676,18.5,3,16,15,37.448,226.38,1.135,33,18,1,3,19.159,34,33.3
5.359,0.118,4.7,1.006,45.3,19,1,18,0.638,0.667,7.462,42.665,64.363,49.0,19,39,35,72.034,477.59,1.126,64,29,3,8,40.834,68,45.3
5.724,0.117,5.3,1.008,47.4,13,1,12,0.619,0.647,7.29,36.904,57.48,40.0,13,33,30,64.619,415.52,1.134,57,27,3,7,35.308,60,42.1
8.131,0.078,2.1,1.001,47.9,12,0,12,0.621,0.656,7.155,31.472,48.058,34.0,12,28,25,54.37,343.45,1.133,48,23,1,4,29.824,51,43.8
8.0,0.063,3.4,0.996,47.5,14,2,12,0.628,0.673,7.401,39.716,58.741,43.0,13,35,31,66.314,436.63,1.124,59,28,2,4,37.024,63,40.7
9.658,0.093,5.9,0.994,49.0,13,1,12,0.617,0.657,6.892,33.506,50.687,36.0,13,29,26,57.109,351.48,1.12,51,25,3,5,31.487,54,43.1
6.5,0.032,3.3,0.98,58.3,2,2,0,0.557,0.614,5.76,36.859,58.778,30.0,3,28,25,67.976,345.58,1.133,60,35,2,2,33.407,63,36.7
5.5,0.094,3.1,0.987,56.3,2,1,0,0.562,0.611,6.072,19.557,31.6,17.0,1,14,14,36.528,194.31,1.141,32,18,1,3,17.972,32,34.4
10.236,0.089,3.8,0.986,50.9,13,1,12,0.609,0.657,6.595,34.813,52.243,36.0,13,29,26,59.315,349.51,1.119,53,27,2,5,32.299,56,43.4
5.9,0.065,3.3,0.991,53.3,2,1,0,0.582,0.627,6.41,18.796,29.716,18.0,1,15,14,34.112,192.29,1.137,30,16,1,2,17.445,31,36.7
5.1,0.125,3.1,0.987,56.3,2,1,0,0.562,0.611,6.072,19.557,31.6,17.0,1,14,14,36.528,194.31,1.141,32,18,1,4,17.972,32,34.4
5.7,0.094,3.1,0.987,56.3,2,1,0,0.562,0.611,6.072,19.557,31.6,17.0,1,14,14,36.528,194.31,1.141,32,18,1,3,17.972,32,34.4
5.8,0.088,3.0,0.988,54.5,2,1,0,0.575,0.623,6.252,20.557,32.6,19.0,1,16,15,37.528,206.32,1.137,33,18,1,3,18.972,34,36.4
8.097,0.081,3.4,0.987,50.8,14,2,12,0.608,0.654,6.62,38.58,58.229,40.0,14,32,29,66.228,390.57,1.123,59,30,2,5,35.848,62,42.4
6.2,0.108,2.8,0.986,55.6,2,1,0,0.569,0.62,6.121,22.319,35.483,20.0,1,17,16,40.943,220.35,1.137,36,20,1,4,20.499,37,36.1
7.963,0.104,3.2,0.984,49.2,19,1,18,0.625,0.672,6.756,42.336,62.01,46.0,19,36,32,70.145,425.61,1.113,63,31,2,7,39.353,67,46.0
8.151,0.114,2.4,0.987,54.8,6,0,6,0.573,0.621,6.224,26.086,41.469,24.0,4,21,19,47.856,261.41,1.139,42,23,1,5,24.047,44,35.7
5.91,0.129,1.5,0.995,48.5,18,0,18,0.62,0.659,7.01,43.523,65.694,47.0,18,38,34,74.529,462.63,1.129,66,32,1,9,40.953,70,43.9
6.25,0.033,3.5,0.981,57.9,2,2,0,0.559,0.616,5.817,35.097,55.894,29.0,3,27,24,64.56,331.55,1.133,57,33,2,2,31.88,60,36.8
7.721,0.098,2.6,0.989,53.8,6,0,6,0.577,0.624,6.343,24.324,38.585,23.0,4,20,18,44.441,247.38,1.14,39,21,1,4,22.52,41,35.9
8.377,0.091,3.8,0.985,51.9,12,0,12,0.602,0.65,6.49,33.813,51.243,34.0,12,28,25,58.315,337.5,1.121,52,27,2,5,31.299,55,42.3
5.106,0.065,6.7,0.994,56.7,1,1,0,0.556,0.6,6.109,18.006,29.825,15.0,1,14,13,34.239,183.28,1.141,30,17,2,2,16.665,31,33.3
6.409,0.13,3.1,0.999,47.7,18,0,18,0.625,0.661,7.132,42.972,64.919,47.0,18,38,34,73.24,463.61,1.127,65,31,2,9,40.646,69,44.6
8.204,0.149,2.2,0.986,55.6,6,0,6,0.568,0.619,6.121,27.847,44.352,25.0,4,22,20,51.272,275.44,1.139,45,25,1,7,25.574,47,35.6
9.222,0.078,2.1,0.991,50.0,12,0,12,0.613,0.657,6.78,31.535,47.545,33.0,12,27,24,54.03,325.46,1.126,48,24,1,4,29.441,51,43.8
6.83,0.079,1.7,0.976,55.0,12,0,12,0.586,0.644,6.06,38.643,58.567,36.0,12,30,27,67.351,363.59,1.123,60,33,1,5,35.165,63,41.7
5.558,0.089,4.7,0.988,53.5,7,1,6,0.587,0.635,6.358,27.29,42.476,26.0,7,22,20,48.484,273.41,1.128,43,23,2,4,25.246,45,39.5
5.383,0.116,3.1,0.996,46.2,19,1,18,0.647,0.693,7.839,45.057,64.76,49.0,19,39,35,72.531,509.51,1.116,65,30,2,8,42.029,69,44.6
8.91,0.094,4.0,0.987,50.0,13,1,12,0.615,0.661,6.71,33.052,49.36,35.0,13,28,25,55.9,335.48,1.118,50,25,2,5,30.773,53,44.0
6.474,0.145,5.1,1.006,49.2,12,0,12,0.607,0.638,7.077,37.665,59.363,39.0,12,33,30,67.034,417.54,1.136,59,29,3,9,35.834,62,40.7
6.213,0.136,3.2,1.002,46.8,17,0,17,0.634,0.675,7.575,41.858,62.112,45.5,16,37,33,69.745,469.64,1.125,62,29,2,9,39.307,66,43.5
7.481,0.078,2.1,1.004,45.8,12,0,12,0.648,0.693,8.215,33.25,48.192,35.0,12,29,26,53.918,394.34,1.123,48,22,1,4,31.096,51,43.8
6.745,0.032,0.0,0.998,48.3,6,0,6,0.623,0.67,7.715,19.443,28.931,20.0,4,17,15,32.93,223.73,1.136,29,14,0,1,18.053,31,37.9
7.921,0.174,2.2,0.987,55.6,6,1,5,0.572,0.633,6.567,28.495,44.429,24.5,4,21,20,51.192,295.5,1.138,45,25,1,8,25.761,46,33.3
6.158,0.088,3.0,0.99,54.5,5,0,5,0.581,0.643,6.86,21.205,32.676,18.5,3,16,15,37.448,226.38,1.135,33,18,1,3,19.159,34,33.3
8.549,0.15,2.6,0.991,53.8,6,1,5,0.582,0.64,6.857,24.972,38.662,22.5,4,19,18,44.361,267.44,1.137,39,21,1,6,22.707,40,33.3
5.678,0.08,8.0,0.998,60.0,0,0,0,0.526,0.57,5.809,14.244,24.942,10.0,0,10,10,28.824,145.23,1.153,25,15,2,2,13.139,25,28.0
5.268,0.119,5.4,1.004,46.4,14,2,12,0.631,0.667,7.642,37.375,56.214,41.0,14,33,30,63.05,427.97,1.126,56,26,3,7,35.358,59,41.1
5.002,0.091,3.1,0.994,53.1,6,1,5,0.577,0.619,6.478,19.801,31.818,19.5,4,16,15,36.611,207.31,1.144,32,17,1,3,18.467,33,34.4
8.951,0.075,2.0,0.983,52.0,12,0,12,0.602,0.652,6.45,32.603,49.134,33.0,12,27,24,56.188,322.49,1.124,50,26,1,4,30.079,53,42.0
7.9,0.088,1.9,0.978,53.7,12,0,12,0.595,0.65,6.214,35.12,52.8,34.0,12,28,25,60.521,335.53,1.121,54,29,1,5,32.111,57,42.6
5.886,0.054,2.8,0.986,55.6,2,1,0,0.569,0.62,6.121,22.319,35.483,20.0,1,17,16,40.943,220.35,1.137,36,20,1,2,20.499,37,36.1
8.959,0.128,0.0,0.98,55.6,6,0,6,0.579,0.645,6.478,29.04,44.101,25.0,4,22,20,50.982,291.51,1.133,45,25,0,6,26.046,47,35.6
8.149,0.077,2.0,0.985,49.0,13,0,12,0.624,0.67,6.785,32.841,48.251,36.0,12,28,25,54.773,332.48,1.118,49,24,1,4,30.552,52,44.9
7.15,0.078,2.1,0.989,47.9,12,0,12,0.648,0.715,9.693,34.302,47.491,34.0,12,28,25,53.373,465.25,1.112,48,23,1,4,31.108,51,43.8
6.041,0.041,2.2,0.991,46.7,16,1,15,0.634,0.674,7.099,30.324,44.585,36.5,12,28,24,50.441,319.44,1.121,45,21,1,2,28.52,49,44.4
8.679,0.14,0.0,0.979,56.3,6,0,6,0.574,0.642,6.365,30.802,46.985,26.0,4,23,21,54.397,305.54,1.133,48,27,0,7,27.573,50,35.4
8.268,0.074,2.0,1.009,47.1,12,0,12,0.622,0.65,7.362,33.171,51.454,36.0,12,30,27,58.124,375.47,1.14,51,24,1,4,31.735,54,43.1
6.292,0.054,2.8,0.986,55.6,2,1,0,0.569,0.62,6.121,22.319,35.483,20.0,1,17,16,40.943,220.35,1.137,36,20,1,2,20.499,37,36.1
5.63,0.042,0.0,0.994,48.9,11,0,11,0.62,0.671,7.367,30.216,44.731,31.5,10,26,23,50.907,331.5,1.131,45,22,0,2,27.903,48,40.0
7.402,0.102,5.4,0.99,51.8,12,0,12,0.599,0.643,6.563,36.029,55.454,36.0,12,30,27,62.939,367.53,1.124,56,29,3,6,33.541,59,41.1
7.903,0.078,2.1,0.993,47.9,12,0,12,0.64,0.694,7.841,33.313,47.68,34.0,12,28,25,53.578,376.35,1.116,48,23,1,4,30.713,51,43.8
7.432,0.111,0.0,0.991,54.3,6,1,5,0.566,0.61,6.324,21.358,34.694,20.5,3,17,16,40.398,221.35,1.154,35,19,0,4,19.795,36,31.4
6.5,0.212,3.9,0.992,53.9,16,4,12,0.575,0.619,6.372,63.131,101.228,59.0,15,49,47,116.291,649.98,1.14,102,55,4,22,58.652,104,35.3
8.201,0.094,0.0,0.991,51.6,7,2,5,0.589,0.632,6.591,19.591,30.709,20.5,6,16,15,35.484,204.31,1.145,31,16,0,3,18.246,32,35.5
6.114,0.065,0.0,0.99,53.3,6,1,5,0.575,0.62,6.41,18.591,29.709,18.5,4,15,14,34.484,192.3,1.149,30,16,0,2,17.246,31,33.3
7.759,0.14,2.4,0.987,54.8,7,1,6,0.573,0.621,6.224,26.086,41.469,24.0,6,20,19,47.856,261.41,1.139,42,23,1,6,24.047,43,35.7
6.728,0.088,3.0,0.994,51.5,7,1,6,0.59,0.63,6.646,20.801,32.818,21.0,6,17,16,37.611,219.32,1.14,33,17,1,3,19.467,34,36.4
6.854,0.091,0.0,0.994,53.1,6,1,5,0.571,0.612,6.479,19.597,31.811,19.5,3,16,15,36.983,207.32,1.156,32,17,0,3,18.268,33,31.3
6.602,0.037,0.0,1.002,50.0,6,1,5,0.585,0.618,6.895,16.074,26.043,17.5,3,14,13,30.152,179.26,1.16,26,13,0,1,15.214,27,30.8
5.481,0.074,0.0,1.002,50.0,6,1,5,0.585,0.618,6.895,16.074,26.043,17.5,3,14,13,30.152,179.26,1.16,26,13,0,2,15.214,27,30.8
7.678,0.128,2.7,0.996,51.4,5,0,5,0.605,0.672,7.716,24.858,36.854,22.5,2,20,18,41.866,285.48,1.132,37,19,1,5,22.368,39,32.4
7.523,0.067,0.0,0.994,48.3,7,1,5,0.611,0.649,6.976,18.83,28.825,21.5,4,16,15,33.069,202.29,1.14,29,14,0,2,17.72,30,37.9
7.442,0.111,5.9,1.007,50.0,5,0,5,0.599,0.644,7.511,21.904,34.222,21.5,2,19,17,38.74,255.38,1.139,34,17,2,4,20.369,36,32.4
7.114,0.097,0.0,0.99,53.3,6,1,5,0.575,0.62,6.41,18.591,29.709,18.5,4,15,14,34.484,192.3,1.149,30,16,0,3,17.246,31,33.3
7.886,0.108,0.0,0.985,55.6,6,1,5,0.564,0.614,6.121,22.114,35.476,20.5,4,17,16,41.315,220.36,1.148,36,20,0,4,20.3,37,33.3
5.602,0.073,1.9,1.003,46.2,14,2,12,0.632,0.663,7.356,34.478,52.16,39.0,15,31,28,58.868,382.49,1.132,52,24,1,4,32.846,55,44.2
6.201,0.103,0.0,0.993,50.9,12,0,12,0.603,0.646,6.737,35.546,54.599,36.0,12,30,27,62.489,370.53,1.136,55,28,0,6,33.185,58,41.8
6.717,0.194,6.7,1.011,50.0,5,0,5,0.595,0.638,7.645,19.142,30.338,18.5,2,16,15,34.325,229.34,1.144,30,15,2,6,17.842,31,30.0
7.535,0.133,4.7,0.995,53.5,6,0,6,0.576,0.617,6.451,26.54,42.796,25.0,4,22,20,49.066,277.41,1.141,43,23,2,6,24.762,45,34.9
9.34,0.128,2.7,0.996,51.4,5,0,5,0.605,0.672,7.716,24.858,36.854,22.5,2,20,18,41.866,285.48,1.132,37,19,1,5,22.368,39,32.4
6.599,0.143,7.5,1.006,52.5,5,0,5,0.574,0.606,6.684,24.233,40.24,23.5,2,21,19,45.86,267.37,1.146,40,21,3,6,22.95,42,32.5
6.585,0.067,0.0,0.99,55.2,5,0,5,0.56,0.607,6.217,17.591,28.709,16.5,2,14,13,33.484,180.29,1.155,29,16,0,2,16.246,30,31.0
7.673,0.143,5.0,1.0,52.5,5,0,5,0.586,0.636,7.086,25.426,39.989,23.5,2,21,19,45.571,283.44,1.139,40,21,2,6,23.422,42,32.5
7.252,0.105,1.9,0.978,53.7,12,0,12,0.595,0.65,6.214,35.12,52.8,34.0,12,28,25,60.521,335.53,1.121,54,29,1,6,32.111,57,42.6
8.226,0.128,2.7,0.996,51.4,5,0,5,0.605,0.672,7.716,24.858,36.854,22.5,2,20,18,41.866,285.48,1.132,37,19,1,5,22.368,39,32.4
5.67,0.03,0.0,0.991,48.4,7,1,6,0.631,0.684,7.573,21.199,30.713,22.0,7,18,16,34.847,234.75,1.124,31,15,0,1,19.558,33,41.9
5.292,0.103,0.0,0.99,46.4,12,1,11,0.632,0.672,7.117,18.824,27.723,22.5,11,16,15,31.571,199.28,1.128,28,13,0,3,17.698,29,42.9
4.0,0.111,4.7,1.003,46.5,13,1,12,0.622,0.652,7.265,28.023,43.131,32.0,11,25,23,48.734,312.41,1.133,43,20,2,5,26.73,45,39.5
6.854,0.119,0.0,0.977,53.7,12,0,12,0.593,0.649,6.205,26.625,40.04,26.0,12,20,19,46.149,254.41,1.126,41,22,0,5,24.311,42,41.5
8.092,0.041,4.3,0.989,50.0,12,0,12,0.614,0.658,6.727,30.29,45.476,32.0,12,26,23,51.484,309.44,1.119,46,23,2,2,28.246,49,43.5
8.097,0.087,2.3,0.993,50.0,12,0,12,0.603,0.644,6.782,28.33,43.687,30.0,10,24,22,49.939,298.43,1.135,44,22,1,4,26.542,46,38.6
7.699,0.089,0.0,0.985,51.2,12,0,12,0.601,0.648,6.568,27.875,42.36,29.0,10,23,21,48.73,282.43,1.133,43,22,0,4,25.827,45,39.5
6.77,0.111,2.0,0.992,47.1,18,0,18,0.629,0.668,7.069,34.091,50.571,39.0,16,30,27,57.355,360.5,1.125,51,24,1,6,32.068,54,43.1
6.248,0.132,2.7,0.988,54.1,6,1,5,0.586,0.648,6.822,23.966,36.56,21.5,5,18,17,41.863,252.42,1.131,37,20,1,5,21.686,38,35.1
5.393,0.0,6.5,0.994,54.8,2,2,0,0.57,0.613,6.3,19.006,30.825,17.0,2,15,14,35.239,195.29,1.137,31,17,2,0,17.665,32,35.5
7.301,0.155,0.0,0.979,56.1,12,0,12,0.569,0.626,5.975,35.682,55.778,32.0,10,26,25,64.806,340.57,1.137,57,32,0,9,32.461,58,36.8
6.398,0.14,0.0,0.98,54.5,12,0,12,0.581,0.635,6.155,34.921,53.894,33.0,10,27,25,62.391,338.55,1.134,55,30,0,8,31.934,57,38.2
5.461,0.0,7.7,0.998,57.7,0,0,0,0.544,0.586,6.048,15.244,25.942,12.0,0,12,11,29.824,157.24,1.147,26,15,2,0,14.139,27,30.8
6.359,0.0,6.9,1.027,48.3,0,0,0,0.626,0.675,9.469,19.58,29.796,16.0,0,16,15,33.071,274.59,1.14,29,14,2,0,18.148,30,31.0
4.0,0.13,6.8,1.01,45.5,13,1,12,0.624,0.647,7.464,28.478,44.458,33.0,11,26,24,49.943,328.41,1.135,44,20,3,6,27.444,46,38.6
5.796,0.135,2.0,0.989,52.0,12,0,12,0.592,0.637,6.53,31.853,49.454,32.0,10,26,24,56.77,326.49,1.135,50,26,1,7,29.595,52,38.0
6.398,0.173,0.0,0.981,54.9,12,0,12,0.577,0.631,6.128,32.16,50.01,30.0,10,24,23,57.976,312.51,1.137,51,28,0,9,29.407,52,37.3
6.433,0.128,2.6,0.983,55.3,6,1,5,0.584,0.651,6.617,24.722,37.342,21.5,6,18,17,42.78,251.43,1.126,38,21,1,5,22.191,39,36.8
6.097,0.104,0.0,0.984,52.2,12,0,12,0.595,0.644,6.445,29.637,45.243,30.0,10,24,22,52.145,296.46,1.134,46,24,0,5,27.354,48,39.1
6.222,0.111,2.0,0.992,47.1,18,0,18,0.629,0.668,7.069,34.091,50.571,39.0,16,30,27,57.355,360.5,1.125,51,24,1,6,32.068,54,43.1
6.62,0.152,0.0,0.983,53.3,12,0,12,0.586,0.636,6.321,28.637,44.243,28.0,10,22,21,51.145,284.45,1.137,45,24,0,7,26.354,46,37.8
4.796,0.109,1.7,0.989,46.7,23,0,23,0.635,0.677,7.076,40.614,59.338,47.5,20,36,32,67.185,424.59,1.12,60,28,1,7,38.122,64,45.0
5.222,0.096,2.0,0.987,56.0,6,0,6,0.562,0.612,6.09,30.614,49.338,27.0,4,24,22,57.185,304.49,1.144,50,28,1,5,28.122,52,34.0
6.921,0.107,3.7,0.99,48.1,15,2,12,0.626,0.668,6.936,36.057,53.461,40.0,14,30,28,60.398,374.52,1.118,54,26,2,6,33.794,56,44.4
6.337,0.066,3.4,0.989,48.3,15,2,12,0.626,0.669,6.906,38.819,57.345,43.0,14,33,30,64.813,400.56,1.117,58,28,2,4,36.321,61,44.8
5.684,0.023,0.0,0.986,47.5,12,1,11,0.637,0.694,7.436,27.756,39.451,30.5,12,24,21,44.737,297.46,1.118,40,19,0,1,25.466,43,42.5
5.638,0.111,4.5,0.993,50.0,9,2,6,0.608,0.649,6.782,28.534,43.694,30.0,8,23,22,49.567,298.42,1.127,44,22,2,5,26.74,45,40.9
6.194,0.074,3.9,0.996,45.1,15,2,12,0.642,0.677,7.323,34.54,50.796,41.0,14,31,28,57.066,373.49,1.119,51,23,2,4,32.762,54,45.1
6.167,0.08,4.2,0.991,50.0,9,2,6,0.61,0.652,6.76,31.296,47.578,33.0,8,26,24,53.983,324.46,1.125,48,24,2,4,29.267,50,41.7
6.542,0.022,0.0,0.992,47.6,11,0,11,0.639,0.699,7.95,29.375,41.658,30.5,10,25,22,47.096,333.92,1.121,42,20,0,1,26.82,45,40.5
5.979,0.082,4.3,0.996,48.9,9,2,6,0.612,0.65,6.924,30.54,46.796,33.0,8,26,24,53.066,325.45,1.129,47,23,2,4,28.762,49,40.4
6.276,0.097,3.3,0.987,50.0,15,2,12,0.614,0.66,6.71,39.58,59.229,42.0,14,32,30,67.228,402.58,1.12,60,30,2,6,36.848,62,43.3
8.683,0.056,4.0,0.993,48.0,12,1,11,0.629,0.679,7.371,33.944,49.654,36.5,11,30,26,55.903,368.54,1.118,50,24,2,3,31.454,54,42.0
4.897,0.097,6.7,1.009,50.0,6,1,5,0.588,0.616,6.976,18.495,30.262,19.5,4,16,15,34.405,209.28,1.147,30,15,2,3,17.655,31,33.3
7.921,0.048,3.4,0.985,54.2,7,1,6,0.583,0.633,6.247,37.341,58.112,35.0,7,31,27,66.643,368.57,1.13,59,32,2,3,34.374,63,39.0
4.943,0.141,4.9,1.006,47.5,14,2,12,0.62,0.65,7.239,39.665,61.363,43.0,15,35,32,69.034,441.56,1.132,61,29,3,9,37.834,64,42.6
5.648,0.065,3.3,0.991,53.3,2,1,0,0.582,0.627,6.41,18.796,29.716,18.0,1,15,14,34.112,192.29,1.137,30,16,1,2,17.445,31,36.7
5.507,0.127,5.0,1.006,48.3,13,1,12,0.614,0.644,7.159,38.665,60.363,41.0,13,34,31,68.034,429.55,1.134,60,29,3,8,36.834,63,41.7
6.418,0.105,5.6,1.004,46.3,13,1,12,0.642,0.685,8.044,36.983,54.218,39.0,13,32,29,60.412,434.39,1.119,54,25,3,6,34.669,57,42.6
5.0,0.086,9.1,1.012,39.4,14,2,12,0.677,0.695,8.1,22.938,33.385,30.0,14,22,20,36.618,267.3,1.11,33,13,3,3,22.327,35,48.5
4.184,0.077,3.8,0.994,53.8,2,1,0,0.574,0.617,6.394,16.034,25.833,15.0,1,12,12,29.697,166.25,1.142,26,14,1,2,14.918,26,34.6
5.57,0.094,3.1,0.987,56.3,2,1,0,0.562,0.611,6.072,19.557,31.6,17.0,1,14,14,36.528,194.31,1.141,32,18,1,3,17.972,32,34.4
5.42,0.0,6.7,0.994,56.7,1,1,0,0.556,0.6,6.109,18.006,29.825,15.0,1,14,13,34.239,183.28,1.141,30,17,2,0,16.665,31,33.3
5.3,0.108,5.4,1.005,48.6,8,1,6,0.616,0.655,7.616,24.25,37.193,25.0,7,19,19,41.889,281.79,1.132,37,18,2,4,22.778,37,37.8
7.3,0.163,5.1,1.003,46.2,44,8,36,0.625,0.655,7.294,103.552,158.45,119.0,41,93,85,178.609,1152.5,1.13,158,73,8,27,98.801,166,40.5
5.237,0.074,5.9,1.009,45.1,14,2,12,0.627,0.652,7.48,33.245,51.443,39.0,13,31,28,57.857,381.48,1.134,51,23,3,4,31.993,54,39.2
6.754,0.091,6.5,1.011,48.4,5,0,5,0.608,0.65,7.785,20.142,31.338,20.5,2,18,16,35.325,241.35,1.14,31,15,2,3,18.842,33,32.3
4.602,0.069,7.1,0.998,53.6,2,2,0,0.576,0.616,6.474,17.245,27.942,16.0,3,14,13,31.824,181.26,1.137,28,15,2,2,16.139,29,35.7
5.86,0.115,5.2,1.008,46.6,14,2,12,0.626,0.654,7.371,37.904,58.48,42.0,15,34,31,65.619,427.53,1.131,58,27,3,7,36.308,61,43.1
7.699,0.042,4.4,1.003,44.4,14,2,12,0.638,0.667,7.476,30.023,45.131,36.0,13,28,25,50.734,336.43,1.127,45,20,2,2,28.73,48,42.2
8.174,0.14,2.4,0.989,54.8,6,1,5,0.577,0.637,6.702,26.733,41.545,23.5,4,20,19,47.776,281.47,1.138,42,23,1,6,24.234,43,33.3
5.77,0.073,1.9,0.983,50.0,14,2,12,0.617,0.665,6.664,34.603,51.134,37.0,15,29,26,58.188,346.51,1.119,52,26,1,4,32.079,55,44.2
6.0,0.077,2.0,0.986,49.0,13,1,12,0.627,0.683,7.195,33.489,48.327,35.0,13,28,25,54.693,352.54,1.116,49,24,1,4,30.74,52,42.9
7.0,0.039,4.2,1.0,45.8,14,2,12,0.63,0.662,7.301,31.784,48.014,37.0,13,29,26,54.149,350.46,1.128,48,22,2,2,30.256,51,41.7
6.826,0.109,1.9,0.999,48.1,13,1,12,0.622,0.658,7.106,34.233,51.941,37.0,14,30,27,58.785,369.49,1.13,52,25,1,6,32.351,55,44.2
4.799,0.069,3.4,0.99,55.2,2,1,0,0.567,0.614,6.217,17.796,28.716,16.0,1,13,13,33.112,180.28,1.142,29,16,1,2,16.445,29,34.5
4.602,0.098,4.0,0.989,58.0,2,2,0,0.547,0.596,5.91,29.824,49.447,24.0,2,22,21,57.311,295.48,1.146,50,29,2,5,27.342,51,32.0
5.292,0.061,9.4,1.012,50.0,3,3,0,0.59,0.616,7.009,19.705,32.371,20.0,4,17,16,36.531,224.29,1.142,32,16,3,2,18.875,33,34.4
8.149,0.094,6.0,0.998,48.0,14,2,12,0.62,0.655,7.049,32.75,49.905,37.0,12,29,26,56.192,352.47,1.124,50,24,3,5,30.982,53,42.0
7.264,0.022,0.0,0.995,45.2,13,1,12,0.646,0.69,7.782,28.972,41.8,33.0,13,26,23,47.259,326.86,1.125,42,19,0,1,27.128,45,42.9
8.578,0.135,2.8,0.994,52.8,6,1,5,0.588,0.645,7.039,23.211,35.778,21.5,4,18,17,40.946,253.41,1.137,36,19,1,5,21.181,37,33.3
5.046,0.133,3.4,0.985,59.3,2,2,0,0.541,0.595,5.722,35.109,58.098,27.0,2,25,24,67.557,337.57,1.145,59,35,2,8,31.923,60,32.2
4.0,0.048,3.4,1.005,41.4,21,3,18,0.664,0.697,8.149,40.443,58.294,50.0,20,38,34,65.065,472.62,1.122,58,24,2,3,38.486,62,43.1
4.108,0.043,4.4,0.995,51.1,8,2,6,0.595,0.634,6.698,28.54,44.796,29.0,8,24,22,51.066,301.43,1.135,45,23,2,2,26.762,47,37.8
5.319,0.133,6.3,1.006,48.8,16,4,12,0.602,0.631,7.072,50.495,80.487,54.0,15,44,41,91.178,565.75,1.14,80,39,5,11,48.153,83,36.3
4.405,0.114,6.0,1.009,46.3,16,4,12,0.617,0.642,7.368,42.995,67.625,49.0,15,39,36,76.308,493.63,1.139,67,31,4,8,41.331,70,37.3
6.524,0.137,4.3,1.005,46.4,20,2,18,0.629,0.658,7.343,45.432,69.349,52.0,18,41,37,77.947,506.64,1.13,69,32,3,10,43.383,73,43.5
6.959,0.155,0.0,0.979,56.1,12,0,12,0.569,0.626,5.975,35.682,55.778,32.0,10,26,25,64.806,340.57,1.137,57,32,0,9,32.461,58,36.8
5.577,0.0,3.4,0.985,58.6,0,0,0,0.556,0.628,6.46,18.199,28.574,13.0,0,13,12,32.949,187.34,1.136,29,17,1,0,16.138,30,31.0
5.503,0.071,5.0,1.006,47.5,7,1,6,0.634,0.681,8.206,27.245,40.24,27.0,7,23,21,44.957,328.26,1.124,40,19,2,3,25.374,42,40.0
5.345,0.111,5.0,1.006,48.3,13,1,12,0.614,0.644,7.159,38.665,60.363,41.0,13,34,31,68.034,429.55,1.134,60,29,3,7,36.834,63,41.7
5.662,0.108,1.6,0.995,51.6,12,0,12,0.596,0.637,6.687,39.523,61.694,39.0,12,33,30,70.529,414.59,1.138,62,32,1,7,36.953,65,40.3
5.337,0.074,1.9,0.989,53.8,7,1,6,0.586,0.639,6.73,33.228,51.443,30.0,7,26,24,59.046,349.95,1.135,52,28,1,4,30.455,54,36.5
5.481,0.115,4.0,1.0,48.0,13,1,12,0.622,0.663,7.478,33.159,50.003,35.0,13,28,26,56.425,373.92,1.128,50,24,2,6,31.116,52,40.0
9.367,0.078,2.1,0.991,50.0,12,0,12,0.613,0.657,6.78,31.535,47.545,33.0,12,27,24,54.03,325.46,1.126,48,24,1,4,29.441,51,43.8
