pXC50,RBN,RBF,nH,MW,C.,SCBO,nC,Sp,nBO,Sv,nSK,N.,Se,Si,nBT,nAT,Mp,nCsp2,nF,Mv,nAB,nN,nBM,H.,Mi,nHet,AMW,nX
6.0,6,0.111,26,379.93,36.5,33.0,19,33.375,28,31.358,26,5.8,52.214,59.05,54,52,0.642,8,0,0.603,6,3,8,50.0,1.136,7,7.306,1
6.883,5,0.082,25,421.53,44.6,46.0,25,37.483,36,35.867,31,5.4,56.261,63.366,61,56,0.669,15,2,0.64,20,3,20,44.6,1.132,6,7.527,2
8.407,7,0.135,21,376.46,46.9,41.0,23,33.472,31,32.124,28,4.1,49.207,54.907,52,49,0.683,19,1,0.656,18,2,19,42.9,1.121,5,7.683,1
6.569,3,0.073,21,243.38,41.0,24.0,16,25.074,20,23.004,18,2.6,38.265,43.86,41,39,0.643,8,0,0.59,6,1,7,53.8,1.125,2,6.241,0
5.951,3,0.049,28,408.62,40.4,41.5,23,38.262,33,35.309,29,7.0,56.414,64.105,61,57,0.671,12,0,0.619,15,4,16,49.1,1.125,6,7.169,0
6.917,0,0.0,19,281.38,45.0,30.0,18,26.767,24,25.192,21,2.5,39.709,44.654,43,40,0.669,12,0,0.63,12,1,12,47.5,1.116,3,7.034,0
6.0,9,0.173,27,370.93,32.7,30.0,17,32.381,25,30.379,25,7.7,52.316,59.548,52,52,0.623,8,0,0.584,6,4,8,51.9,1.145,8,7.133,1
7.357,6,0.103,27,402.96,40.0,37.0,22,36.131,31,33.863,28,3.6,54.996,61.966,58,55,0.657,12,0,0.616,12,2,12,49.1,1.127,6,7.327,1
6.004,5,0.082,24,448.59,42.9,49.5,24,38.648,37,36.685,32,7.1,56.302,62.693,61,56,0.69,17,0,0.655,21,4,23,42.9,1.12,8,8.011,0
6.415,5,0.085,26,406.59,43.6,43.5,24,37.705,33,34.981,29,3.6,54.538,61.318,59,55,0.686,16,0,0.636,17,2,19,47.3,1.115,5,7.393,0
6.269,5,0.086,29,347.55,41.8,36.0,23,35.915,29,32.913,26,5.5,53.792,61.893,58,55,0.653,13,0,0.598,12,3,13,52.7,1.125,3,6.319,0
4.886,5,0.114,25,247.42,37.2,22.0,16,26.597,19,24.058,18,2.3,42.032,48.69,44,43,0.619,6,0,0.559,6,1,6,58.1,1.132,2,5.754,0
6.359,3,0.061,21,327.45,50.0,39.0,23,32.074,28,30.004,25,2.2,45.265,50.86,49,46,0.697,16,0,0.652,16,1,18,45.7,1.106,2,7.118,0
9.541,10,0.182,26,371.49,41.5,36.0,22,34.205,29,32.398,27,1.9,53.083,59.864,55,53,0.645,14,1,0.611,12,1,13,49.1,1.13,5,7.009,1
6.947,5,0.091,26,354.5,38.5,35.0,20,33.307,29,31.31,26,7.7,51.781,58.979,55,52,0.641,10,0,0.602,12,4,12,50.0,1.134,6,6.817,0
4.854,3,0.055,25,359.51,44.2,40.0,23,34.847,30,32.574,27,5.8,51.352,58.272,55,52,0.67,13,0,0.626,16,3,17,48.1,1.121,4,6.914,0
5.0,5,0.096,27,317.47,38.0,29.0,19,31.267,25,29.014,23,2.0,49.571,56.524,52,50,0.625,8,0,0.58,6,1,7,54.0,1.13,4,6.349,0
6.0,11,0.208,28,369.94,34.0,30.0,18,33.137,25,30.885,25,5.7,53.098,60.465,53,53,0.625,8,0,0.583,6,3,8,52.8,1.141,7,6.98,1
6.0,5,0.088,28,356.52,37.0,34.0,20,34.069,29,31.837,26,7.4,53.665,61.394,57,54,0.631,8,0,0.59,6,4,8,51.9,1.137,6,6.602,0
7.712,1,0.033,13,203.27,39.3,21.0,11,18.279,17,17.413,15,10.7,28.051,31.78,30,28,0.653,7,0,0.622,6,3,7,46.4,1.135,4,7.26,0
7.337,4,0.089,21,369.29,37.2,28.0,16,28.341,24,26.48,22,4.7,43.251,48.618,45,43,0.659,7,0,0.616,6,2,7,48.8,1.131,6,8.588,1
7.785,6,0.122,23,345.51,38.3,32.5,18,31.188,26,28.949,24,6.4,46.872,52.986,49,47,0.664,11,0,0.616,11,3,12,48.9,1.127,6,7.351,0
7.554,7,0.123,28,344.54,44.4,38.0,24,35.91,29,32.891,26,3.7,52.69,60.394,57,54,0.665,16,0,0.609,16,2,17,51.9,1.118,2,6.38,0
6.6,1,0.022,19,326.86,42.9,33.0,18,28.972,26,27.128,23,9.5,41.8,47.259,45,42,0.69,13,0,0.646,12,4,13,45.2,1.125,5,7.782,1
5.0,5,0.102,23,331.44,42.6,32.0,20,30.472,26,28.824,24,2.1,47.058,53.37,49,47,0.648,12,2,0.613,12,1,12,48.9,1.136,4,7.052,2
7.161,6,0.115,22,367.46,42.9,39.0,21,32.478,30,31.145,27,6.1,49.309,55.405,52,49,0.663,14,1,0.636,16,3,17,44.9,1.131,6,7.499,1
7.046,6,0.109,26,346.51,44.2,38.0,23,34.603,29,32.079,26,3.8,51.134,58.188,55,52,0.665,15,0,0.617,16,2,17,50.0,1.119,3,6.664,0
7.347,7,0.103,32,432.62,40.6,45.0,26,41.591,36,38.89,32,6.3,63.432,72.225,68,64,0.65,15,0,0.608,16,4,17,50.0,1.129,6,6.76,0
5.253,1,0.024,21,263.37,37.5,24.0,15,24.983,21,23.434,19,2.5,39.92,45.279,42,40,0.625,6,0,0.586,6,1,6,52.5,1.132,4,6.584,0
7.824,8,0.133,29,397.0,42.1,39.0,24,37.983,31,34.96,28,3.5,56.225,63.963,60,57,0.666,14,0,0.613,16,2,16,50.9,1.122,4,6.965,1
4.939,4,0.08,25,315.45,39.6,30.0,19,30.506,25,28.487,23,2.1,47.687,54.109,50,48,0.636,6,0,0.593,6,1,7,52.1,1.127,4,6.572,0
7.959,7,0.111,28,440.55,38.3,44.0,23,38.432,35,36.981,32,6.7,60.647,68.023,63,60,0.641,13,0,0.616,12,4,15,46.7,1.134,9,7.342,0
5.256,6,0.13,25,279.42,35.6,24.0,16,27.506,21,25.487,20,2.2,44.687,51.109,46,45,0.611,6,0,0.566,6,1,6,55.6,1.136,4,6.209,0
8.318,4,0.089,19,309.4,42.9,34.0,18,28.017,26,26.708,23,7.1,42.029,47.235,45,42,0.667,13,0,0.636,16,3,16,45.2,1.125,5,7.367,0
5.538,5,0.082,25,428.56,43.9,48.5,25,38.586,36,36.78,32,10.5,56.96,64.482,61,57,0.677,16,1,0.645,21,6,22,43.9,1.131,7,7.519,1
5.275,6,0.125,23,310.45,43.5,32.0,20,30.324,25,28.221,23,4.3,45.436,51.904,48,46,0.659,13,1,0.613,12,2,13,50.0,1.128,3,6.749,1
7.745,9,0.15,26,444.98,40.4,43.0,23,37.864,34,36.048,31,7.0,57.501,64.678,60,57,0.664,15,1,0.632,16,4,17,45.6,1.135,8,7.807,2
8.237,8,0.14,24,430.95,40.7,42.0,22,36.103,33,34.521,30,7.4,54.618,61.263,57,54,0.669,15,1,0.639,16,4,17,44.4,1.134,8,7.981,2
7.387,8,0.11,34,470.66,43.5,49.0,30,45.557,39,42.616,35,2.9,68.323,77.268,73,69,0.66,19,0,0.618,18,2,19,49.3,1.12,5,6.821,0
8.0,6,0.098,29,395.55,39.7,39.0,23,37.279,32,35.057,29,5.2,57.774,65.521,61,58,0.643,13,0,0.604,12,3,13,50.0,1.13,6,6.82,0
6.796,6,0.133,23,289.49,37.2,27.0,16,28.279,22,25.519,20,7.0,42.218,48.567,45,43,0.658,7,0,0.593,10,3,10,53.5,1.129,4,6.732,0
6.638,6,0.086,29,484.63,43.1,53.0,28,43.563,41,41.548,36,9.2,65.054,73.521,70,65,0.67,19,1,0.639,22,6,23,44.6,1.131,8,7.456,1
7.137,2,0.051,19,328.7,40.5,23.0,15,25.83,20,23.142,18,2.7,36.491,41.436,39,37,0.698,6,0,0.625,6,1,6,51.4,1.12,3,8.884,2
7.208,4,0.08,27,285.47,39.6,27.0,19,30.358,23,27.585,21,2.1,46.916,54.105,50,48,0.632,7,0,0.575,6,1,7,56.3,1.127,2,5.947,0
6.469,2,0.042,21,344.89,37.8,33.5,17,29.983,27,28.17,24,13.3,45.003,51.255,48,45,0.666,10,0,0.626,11,6,12,46.7,1.139,7,7.664,1
8.377,6,0.136,25,247.42,37.2,22.0,16,26.597,19,24.058,18,2.3,42.032,48.69,44,43,0.619,6,0,0.559,6,1,6,58.1,1.132,2,5.754,0
7.796,4,0.073,24,407.55,40.4,37.0,21,34.614,31,32.723,28,5.8,52.523,59.416,55,52,0.666,12,3,0.629,12,3,12,46.2,1.143,7,7.837,3
7.699,4,0.075,24,374.92,42.0,35.0,21,33.398,29,31.29,26,4.0,49.971,56.472,53,50,0.668,12,1,0.626,12,2,12,48.0,1.129,5,7.498,2
5.13,4,0.08,23,358.9,41.7,34.0,20,32.154,27,30.095,25,4.2,47.902,53.927,50,48,0.67,13,0,0.627,12,2,13,47.9,1.123,5,7.477,1
7.432,5,0.082,26,440.99,42.1,44.0,24,38.409,35,36.333,31,7.0,57.174,64.469,61,57,0.674,15,1,0.637,16,4,17,45.6,1.131,7,7.737,2
5.66,4,0.085,22,376.32,42.2,31.0,19,30.642,25,28.271,23,2.2,44.705,50.326,47,45,0.681,12,0,0.628,12,1,12,48.9,1.118,4,8.363,1
5.928,3,0.059,24,320.48,41.7,34.0,20,31.637,27,29.354,24,8.3,47.243,54.145,51,48,0.659,12,0,0.612,12,4,13,50.0,1.128,4,6.677,0
5.0,5,0.089,25,387.49,35.8,38.0,19,33.461,31,32.234,28,9.4,53.654,60.481,56,53,0.631,8,0,0.608,6,5,10,47.2,1.141,9,7.311,0
5.0,6,0.111,27,358.95,40.4,33.0,21,34.222,27,31.434,25,3.8,51.341,58.548,54,52,0.658,12,0,0.604,12,2,12,51.9,1.126,4,6.903,1
6.194,5,0.114,22,275.4,40.5,26.0,17,26.773,22,24.914,20,2.4,41.661,47.615,44,42,0.637,7,1,0.593,6,1,7,52.4,1.134,3,6.557,1
7.569,5,0.081,28,443.01,40.7,43.0,24,39.171,34,36.86,31,6.8,59.058,66.884,62,59,0.664,15,1,0.625,16,4,17,47.5,1.134,7,7.509,2
8.893,8,0.143,30,350.51,34.5,30.0,19,33.489,26,31.277,25,3.6,54.883,62.647,56,55,0.609,7,0,0.569,6,2,7,54.5,1.139,6,6.373,0
5.75,1,0.022,24,293.87,38.6,25.0,17,28.455,22,25.885,20,2.3,43.356,49.634,46,44,0.647,6,0,0.588,6,1,6,54.5,1.128,3,6.679,1
6.796,5,0.081,27,418.56,43.1,45.0,25,38.552,35,36.505,31,6.9,57.85,65.525,62,58,0.665,17,1,0.629,16,4,18,46.6,1.13,6,7.217,1
6.34,6,0.107,23,444.39,43.4,42.5,23,37.017,33,34.944,30,5.7,53.327,59.369,56,53,0.698,16,0,0.659,17,3,18,43.4,1.12,7,8.385,2
7.699,7,0.1,37,407.66,38.8,39.0,26,42.415,33,38.735,30,4.5,65.654,75.763,70,67,0.633,12,0,0.578,12,3,12,55.2,1.131,4,6.084,0
7.252,5,0.082,26,440.99,42.1,44.0,24,38.409,35,36.333,31,7.0,57.174,64.469,61,57,0.674,15,1,0.637,16,4,17,45.6,1.131,7,7.737,2
6.42,5,0.078,29,420.58,41.7,44.0,25,39.313,35,37.032,31,6.7,59.734,67.94,64,60,0.655,15,1,0.617,16,4,17,48.3,1.132,6,7.01,1
6.824,4,0.059,33,485.51,40.6,41.5,26,42.455,35,38.926,31,3.1,63.225,71.9,68,64,0.663,11,0,0.608,11,2,12,51.6,1.123,5,7.586,1
6.866,9,0.123,37,451.67,38.6,44.0,27,44.324,36,41.164,33,4.3,69.309,79.182,73,70,0.633,11,0,0.588,10,3,13,52.9,1.131,6,6.452,0
5.762,5,0.086,29,351.54,40.0,35.0,22,35.37,29,32.627,26,5.5,54.12,62.102,58,55,0.643,11,0,0.593,12,3,12,52.7,1.129,4,6.392,0
5.04,4,0.063,27,437.55,39.0,45.0,23,38.222,36,36.761,32,8.5,59.538,66.896,63,59,0.648,13,0,0.623,16,5,17,45.8,1.134,9,7.416,0
6.708,5,0.116,21,404.28,35.7,26.0,15,28.648,22,25.772,21,4.8,42.091,47.497,43,42,0.682,7,0,0.614,6,2,7,50.0,1.131,6,9.626,1
6.556,7,0.146,22,330.42,39.1,32.0,18,29.443,26,28.17,24,4.3,46.349,51.986,48,46,0.64,12,0,0.612,12,2,12,47.8,1.13,6,7.183,0
5.735,7,0.146,26,295.44,36.2,25.0,17,28.75,22,26.683,21,2.1,46.756,53.654,48,47,0.612,6,1,0.568,6,1,6,55.3,1.142,4,6.286,1
7.301,5,0.077,32,388.61,41.0,41.0,25,39.682,33,36.461,29,6.6,59.778,68.806,65,61,0.651,13,0,0.598,16,4,16,52.5,1.128,4,6.371,0
5.766,6,0.091,31,447.06,44.4,45.0,28,42.745,35,39.487,32,3.2,62.109,70.378,66,63,0.678,20,0,0.627,18,2,19,49.2,1.117,4,7.096,1
7.26,3,0.075,20,306.27,42.1,24.0,16,25.972,20,23.315,18,2.6,37.167,42.492,40,38,0.683,8,0,0.614,6,1,7,52.6,1.118,2,8.06,1
7.699,7,0.089,39,489.72,40.0,48.0,30,48.086,40,44.691,36,4.0,74.192,84.597,79,75,0.641,14,0,0.596,12,3,14,52.0,1.128,6,6.53,0
8.244,4,0.103,17,271.34,43.2,28.0,16,24.46,22,23.38,20,2.7,37.153,41.448,39,37,0.661,12,0,0.632,12,1,12,45.9,1.12,4,7.334,0
5.65,6,0.107,22,445.93,43.4,43.5,23,36.034,34,34.883,31,5.7,54.029,60.104,56,53,0.68,16,2,0.658,17,3,18,41.5,1.134,8,8.414,3
6.0,4,0.07,25,410.49,37.0,37.0,20,33.881,32,32.987,29,7.4,55.203,62.414,57,54,0.627,8,3,0.611,6,4,8,46.3,1.156,9,7.602,3
6.0,6,0.1,30,370.55,36.8,35.0,21,35.83,30,33.364,27,7.0,56.549,64.81,60,57,0.629,8,0,0.585,6,4,8,52.6,1.137,6,6.501,0
7.873,7,0.121,28,368.52,40.0,36.0,22,35.273,30,33.036,27,3.6,54.672,62.022,58,55,0.641,12,0,0.601,12,2,12,50.9,1.128,5,6.7,0
6.777,7,0.099,31,481.64,44.8,52.0,30,45.04,40,42.584,36,4.5,66.658,74.936,71,67,0.672,22,0,0.636,18,3,21,46.3,1.118,6,7.189,0
7.288,7,0.106,34,394.61,39.7,38.0,25,40.103,32,36.901,29,3.2,61.996,71.059,66,63,0.637,12,0,0.586,12,2,12,54.0,1.128,4,6.264,0
6.45,2,0.053,21,219.36,37.8,20.0,14,23.074,17,21.004,16,2.7,36.265,41.86,38,37,0.624,6,0,0.568,6,1,6,56.8,1.131,2,5.929,0
5.496,5,0.098,21,400.97,41.7,39.0,20,33.836,30,31.556,27,8.3,48.087,53.803,51,48,0.705,14,0,0.657,16,4,17,43.8,1.121,7,8.354,1
5.578,6,0.103,31,361.61,35.7,31.0,20,35.779,27,32.341,25,5.4,55.08,63.437,58,56,0.639,7,0,0.578,6,3,7,55.4,1.133,5,6.457,0
5.716,6,0.09,30,456.04,38.7,43.0,24,40.694,37,38.212,32,8.1,61.974,70.252,67,62,0.656,8,0,0.616,6,5,9,48.4,1.133,8,7.355,1
9.35,8,0.143,29,368.5,34.5,31.0,19,33.427,27,31.661,26,3.6,55.396,62.987,56,55,0.608,7,1,0.576,6,2,7,52.7,1.145,7,6.7,1
6.0,7,0.111,27,449.56,40.0,46.5,24,39.222,36,37.761,33,8.3,60.538,67.896,63,60,0.654,16,0,0.629,17,5,19,45.0,1.132,9,7.493,0
5.921,7,0.108,33,395.6,38.7,38.0,24,39.347,32,36.396,29,4.8,61.214,70.142,65,62,0.635,12,0,0.587,12,3,12,53.2,1.131,5,6.381,0
7.084,9,0.141,29,435.56,42.6,44.0,26,39.938,35,37.971,32,1.6,61.109,68.358,64,61,0.655,18,0,0.622,18,1,18,47.5,1.121,6,7.14,0
5.93,7,0.101,30,478.62,36.9,49.0,24,41.784,39,40.11,35,12.3,65.516,74.182,69,65,0.643,14,0,0.617,16,8,18,46.2,1.141,11,7.363,0
9.25,9,0.17,25,367.55,43.1,36.5,22,34.699,28,31.96,26,2.0,50.436,56.82,53,51,0.68,16,0,0.627,17,1,17,49.0,1.114,4,7.207,0
6.54,6,0.107,23,460.46,43.4,42.5,23,38.21,33,35.416,30,5.7,53.076,59.08,56,53,0.721,16,0,0.668,17,3,18,43.4,1.115,7,8.688,2
6.889,6,0.1,29,404.99,36.8,36.0,21,36.688,31,34.191,28,7.0,56.872,64.754,60,57,0.644,8,0,0.6,6,4,8,50.9,1.136,7,7.105,1
5.0,3,0.059,24,328.46,37.5,32.0,18,30.546,27,28.783,24,8.3,47.898,54.564,51,48,0.636,8,0,0.6,6,4,8,50.0,1.137,6,6.843,0
7.0,8,0.116,35,421.64,39.4,42.0,26,42.108,34,38.923,31,4.5,65.098,74.557,69,66,0.638,14,0,0.59,16,3,16,53.0,1.13,5,6.388,0
9.367,1,0.023,18,331.9,42.5,31.5,17,28.614,25,26.293,22,7.5,39.774,44.681,43,40,0.715,12,0,0.657,11,3,12,45.0,1.117,5,8.297,1
4.0,5,0.089,24,401.93,40.4,38.0,21,34.614,32,32.831,28,5.8,52.331,58.634,56,52,0.666,10,0,0.631,6,3,9,46.2,1.128,7,7.729,1
6.0,5,0.088,25,410.49,37.0,37.0,20,33.881,32,32.987,29,7.4,55.203,62.414,57,54,0.627,8,3,0.611,6,4,8,46.3,1.156,9,7.602,3
9.155,7,0.117,28,388.56,42.1,42.0,24,37.614,32,35.122,29,7.0,56.338,64.185,60,57,0.66,14,0,0.616,16,4,17,49.1,1.126,5,6.817,0
6.21,6,0.107,26,404.96,38.9,37.0,21,35.41,30,33.333,28,7.4,54.174,61.469,56,54,0.656,12,1,0.617,12,4,13,48.1,1.138,7,7.499,2
6.439,6,0.115,23,354.46,42.9,37.0,21,32.233,29,30.651,26,4.1,49.091,55.322,52,49,0.658,13,1,0.626,16,2,16,46.9,1.129,5,7.234,1
5.0,3,0.065,22,323.86,36.4,28.0,16,28.398,24,26.589,22,6.8,44.12,50.01,46,44,0.645,7,0,0.604,6,3,7,50.0,1.137,6,7.36,1
6.971,7,0.115,30,386.55,36.2,36.0,21,36.285,31,34.078,28,6.9,57.876,66.019,61,58,0.626,8,0,0.588,6,4,8,51.7,1.138,7,6.665,0
8.921,7,0.1,36,424.65,37.3,40.5,25,42.114,34,38.944,31,6.0,66.199,76.055,70,67,0.629,11,0,0.581,11,4,12,53.7,1.135,6,6.338,0
5.0,3,0.063,21,332.42,37.8,32.0,17,28.722,27,27.64,24,8.9,45.527,51.489,48,45,0.638,8,1,0.614,6,4,8,46.7,1.144,7,7.387,1
7.62,7,0.101,30,521.67,37.9,49.0,25,43.057,39,41.249,36,7.6,67.149,75.662,69,66,0.652,11,3,0.625,12,5,15,45.5,1.146,11,7.904,3
5.903,6,0.083,35,445.66,41.2,46.0,28,44.108,37,40.923,33,4.4,67.098,76.557,72,68,0.649,15,0,0.602,16,3,17,51.5,1.126,5,6.554,0
7.244,9,0.12,36,512.74,37.5,49.0,27,46.671,39,43.561,36,5.6,71.93,81.394,75,72,0.648,12,0,0.605,12,4,15,50.0,1.13,9,7.121,0
8.645,8,0.145,29,352.5,35.2,30.0,19,32.972,26,30.946,25,3.7,54.069,61.777,55,54,0.611,7,1,0.573,6,2,7,53.7,1.144,6,6.528,1
7.62,5,0.081,24,478.05,45.6,51.5,26,40.807,38,38.303,33,5.3,57.08,63.345,62,57,0.716,20,0,0.672,21,3,24,42.1,1.111,7,8.387,1
6.0,10,0.2,26,355.91,34.0,29.0,17,31.375,24,29.358,24,6.0,50.214,57.05,50,50,0.628,8,0,0.587,6,3,8,52.0,1.141,7,7.118,1
6.28,6,0.107,26,421.41,38.9,37.0,21,36.33,30,33.777,28,7.4,53.985,61.073,56,54,0.673,12,0,0.626,12,4,13,48.1,1.131,7,7.804,2
8.347,4,0.078,22,372.9,43.8,37.0,21,32.637,29,30.763,26,4.2,48.087,54.057,51,48,0.68,14,1,0.641,16,2,16,45.8,1.126,5,7.769,2
4.699,6,0.088,32,436.61,39.1,43.5,25,41.046,36,38.605,32,6.3,63.76,72.434,68,64,0.641,11,0,0.603,11,4,13,50.0,1.132,7,6.822,0
6.114,2,0.05,21,231.37,39.5,22.0,15,24.074,19,22.004,17,2.6,37.265,42.86,40,38,0.634,6,0,0.579,6,1,6,55.3,1.128,2,6.089,0
6.542,5,0.088,25,376.51,45.3,41.0,24,35.54,32,33.463,28,3.8,52.647,59.528,57,53,0.671,15,1,0.631,16,2,17,47.2,1.123,4,7.104,1
6.0,3,0.059,21,382.43,37.5,35.0,18,30.358,30,29.933,27,8.3,49.436,55.583,51,48,0.632,8,3,0.624,6,4,8,43.8,1.158,9,7.967,3
6.886,5,0.089,22,418.56,44.2,45.0,23,36.432,34,34.443,30,7.7,52.091,58.069,56,52,0.701,17,0,0.662,16,4,19,42.3,1.117,7,8.049,0
7.796,6,0.146,18,286.37,38.5,29.0,15,25.262,23,24.203,21,10.3,39.247,44.318,41,39,0.648,10,0,0.621,12,4,12,46.2,1.136,6,7.343,0
6.0,8,0.111,33,495.64,37.7,48.5,26,43.961,39,42.056,36,7.2,69.516,78.351,72,69,0.637,15,0,0.61,17,5,18,47.8,1.136,10,7.183,0
7.398,3,0.059,18,441.47,39.6,42.0,19,32.148,33,32.002,30,6.3,50.182,55.008,51,48,0.67,13,3,0.667,12,3,15,37.5,1.146,11,9.197,3
5.253,5,0.088,23,421.57,41.5,45.0,22,36.438,34,34.465,30,9.4,53.192,59.567,57,53,0.688,15,0,0.65,20,5,21,43.4,1.124,8,7.954,0
6.265,4,0.1,21,251.36,35.9,22.0,14,23.983,19,22.434,18,2.6,38.92,44.279,40,39,0.615,6,0,0.575,6,1,6,53.8,1.135,4,6.445,0
8.225,6,0.109,26,346.51,44.2,38.0,23,34.603,29,32.079,26,3.8,51.134,58.188,55,52,0.665,16,0,0.617,16,2,17,50.0,1.119,3,6.664,0
9.975,5,0.096,22,480.35,42.9,37.0,21,34.892,30,31.967,27,4.1,49.16,55.043,52,49,0.712,13,1,0.652,12,2,13,44.9,1.123,6,9.803,2
5.92,6,0.107,22,462.38,43.4,43.5,23,36.955,34,35.327,31,5.7,53.84,59.709,56,53,0.697,16,1,0.667,17,3,18,41.5,1.127,8,8.724,3
6.87,10,0.125,39,509.71,38.2,48.0,29,47.995,41,45.121,37,3.9,75.847,86.016,80,76,0.632,13,0,0.594,12,3,13,51.3,1.132,8,6.707,0
6.91,6,0.122,26,306.45,35.4,27.0,17,29.512,23,27.509,22,4.2,47.789,54.607,49,48,0.615,7,0,0.573,6,2,7,54.2,1.138,5,6.384,0
6.699,5,0.079,28,426.56,40.7,42.0,24,38.25,35,36.415,31,6.8,59.247,67.28,63,59,0.648,13,2,0.617,12,4,13,47.5,1.14,7,7.23,2
7.652,0,0.0,16,301.79,45.9,30.0,17,25.864,24,24.493,21,2.7,37.149,41.183,40,37,0.699,12,0,0.662,12,1,12,43.2,1.113,4,8.156,1
4.915,2,0.053,21,219.36,37.8,20.0,14,23.074,17,21.004,16,2.7,36.265,41.86,38,37,0.624,6,0,0.568,6,1,6,56.8,1.131,2,5.929,0
6.695,5,0.098,26,355.92,32.0,29.0,16,31.171,25,29.159,24,10.0,50.207,57.422,51,50,0.623,6,0,0.583,6,5,7,52.0,1.148,8,7.118,1
5.0,2,0.067,12,233.27,41.4,24.5,12,19.216,18,18.796,17,10.3,29.563,33.12,30,29,0.663,10,1,0.648,11,3,12,41.4,1.142,5,8.044,1
7.229,6,0.095,31,389.59,41.7,40.5,25,39.131,32,36.154,29,5.0,59.003,67.517,63,60,0.652,16,0,0.603,17,3,17,51.7,1.125,4,6.493,0
5.0,4,0.078,23,346.45,37.5,33.0,18,30.483,28,29.167,25,8.3,48.411,54.904,51,48,0.635,8,1,0.608,6,4,8,47.9,1.144,7,7.218,1
8.114,1,0.02,26,339.91,34.7,28.0,17,30.921,24,28.643,23,6.1,48.887,55.84,50,49,0.631,7,0,0.585,6,3,7,53.1,1.14,6,6.937,1
5.638,9,0.134,33,419.61,42.2,42.0,27,41.552,34,38.595,31,1.6,63.221,71.77,67,64,0.649,15,0,0.603,12,1,14,51.6,1.121,4,6.556,0
5.269,3,0.068,20,292.42,42.9,32.0,18,28.114,24,26.3,22,9.5,41.476,47.315,44,42,0.669,10,0,0.626,12,4,13,47.6,1.127,4,6.962,0
7.337,5,0.1,27,285.47,39.6,28.0,19,30.358,23,27.585,21,2.1,46.916,54.105,50,48,0.632,8,0,0.575,10,1,10,56.3,1.127,2,5.947,0
5.804,6,0.091,30,406.61,47.5,47.0,29,41.671,36,38.418,31,3.3,59.574,67.809,66,61,0.683,20,0,0.63,22,2,22,49.2,1.112,2,6.666,0
6.0,8,0.145,28,381.95,35.2,32.0,19,34.137,27,31.885,26,5.6,54.098,61.465,55,54,0.632,8,0,0.59,6,3,8,51.9,1.138,7,7.073,1
4.0,0,0.0,11,173.24,41.7,20.0,10,16.063,15,15.171,13,12.5,23.84,27.156,26,24,0.669,7,0,0.632,10,3,10,45.8,1.131,3,7.218,0
6.381,6,0.105,28,356.52,37.0,34.0,20,34.069,29,31.837,26,7.4,53.665,61.394,57,54,0.631,8,0,0.59,6,4,8,51.9,1.137,6,6.602,0
7.0,10,0.13,36,525.75,39.7,49.0,29,47.91,41,44.735,37,4.1,72.898,82.441,77,73,0.656,14,1,0.613,12,3,14,49.3,1.129,8,7.202,1
5.301,0,0.0,17,267.35,45.9,29.0,17,25.006,23,23.665,20,2.7,36.825,41.239,40,37,0.676,12,0,0.64,12,1,12,45.9,1.115,3,7.226,0
6.0,8,0.174,23,338.88,34.8,29.0,16,29.404,23,27.611,23,8.7,46.222,52.508,46,46,0.639,7,0,0.6,6,4,8,50.0,1.141,7,7.367,1
6.0,8,0.186,21,324.85,34.9,28.0,15,27.642,22,26.084,22,9.3,43.338,49.093,43,43,0.643,7,0,0.607,6,4,8,48.8,1.142,7,7.555,1
9.496,4,0.087,23,281.43,43.2,29.0,19,28.836,23,26.531,21,2.3,43.149,49.275,46,44,0.655,12,0,0.603,12,1,12,52.3,1.12,2,6.396,0
6.58,1,0.023,17,344.9,42.5,33.0,17,28.858,26,26.788,23,10.0,39.993,44.764,43,40,0.721,12,0,0.67,12,4,13,42.5,1.119,6,8.622,1
8.854,7,0.115,27,413.57,43.1,46.0,25,38.858,34,36.617,31,8.6,57.556,65.268,61,58,0.67,14,0,0.631,16,5,18,46.6,1.125,6,7.131,0
5.889,6,0.095,29,430.56,41.7,41.0,25,38.699,34,36.809,31,3.3,60.323,68.453,63,60,0.645,14,3,0.613,12,2,13,48.3,1.141,6,7.176,3
5.0,3,0.054,30,314.52,37.7,29.0,20,33.126,26,30.133,23,3.8,51.901,60.019,56,53,0.625,6,0,0.569,6,2,6,56.6,1.132,3,5.934,0
6.0,7,0.135,24,360.46,36.0,34.0,18,31.455,28,30.213,26,8.0,50.552,56.983,52,50,0.629,8,0,0.604,6,4,9,48.0,1.14,8,7.209,0
7.367,5,0.088,24,404.58,43.4,43.0,23,36.739,33,34.256,29,7.5,52.647,59.275,57,53,0.693,16,0,0.646,16,4,18,45.3,1.118,6,7.634,0
6.0,6,0.1,25,435.53,40.4,45.5,23,37.46,35,36.234,32,8.8,57.654,64.481,60,57,0.657,16,0,0.636,17,5,19,43.9,1.131,9,7.641,0
7.305,6,0.136,20,296.4,42.9,31.0,18,27.773,24,26.214,22,4.8,41.811,47.152,44,42,0.661,13,0,0.624,12,2,13,47.6,1.123,4,7.057,0
8.796,7,0.104,34,410.62,37.5,39.5,24,40.353,33,37.417,30,6.3,63.316,72.64,67,64,0.631,11,0,0.585,11,4,12,53.1,1.135,6,6.416,0
