pXC50,nC,Sp,nBT,nAT,Sv,nP,O.,nSK,Si,Me,nAB,Se,AMW,nH,nBO,nCsp2,nCsp3,nO,nHM,H.,nDB,SCBO,RBN,MW,nBM,Mv,nN,nHet,nTB,Mp
4.0,22,35.301,54,52,33.577,0,9.6,29,58.033,1.01,12,52.534,7.952,23,31,16,6,5,1,44.2,3,40.0,9,413.53,15,0.646,1,7,0,0.679
8.272,12,20.387,33,33,18.929,0,6.1,15,37.446,0.993,6,32.767,6.312,18,15,7,5,2,0,54.5,1,19.0,3,208.31,7,0.574,1,3,0,0.618
4.824,15,25.398,41,40,23.972,0,5.0,20,45.443,0.999,11,39.971,6.859,20,21,10,5,2,0,50.0,1,27.5,7,274.38,12,0.599,3,5,0,0.635
5.31,13,20.034,32,30,18.918,0,3.3,16,33.697,0.994,10,29.833,7.143,14,18,9,4,1,0,46.7,1,24.0,1,214.29,11,0.631,2,3,0,0.668
4.699,17,26.836,45,42,24.531,0,2.4,19,47.275,0.98,6,41.149,6.129,23,22,6,11,1,0,54.8,0,25.0,0,257.41,6,0.584,1,2,0,0.639
5.602,44,61.557,94,86,60.652,0,9.3,56,95.066,1.018,46,87.512,8.637,30,64,44,0,8,0,34.9,2,89.0,4,742.78,48,0.705,4,12,0,0.716
8.851,10,17.171,28,28,15.687,0,3.6,12,31.822,0.984,6,27.556,5.938,16,12,6,4,1,0,57.1,0,15.0,1,166.27,6,0.56,1,2,0,0.613
8.521,11,18.625,30,30,17.402,0,6.7,14,34.031,0.996,6,29.883,6.476,16,14,7,4,2,0,53.3,1,18.0,3,194.28,7,0.58,1,3,0,0.621
5.066,27,42.444,68,65,38.988,0,0.0,31,73.221,0.979,22,63.661,6.379,34,34,19,8,0,0,52.3,0,45.0,7,414.65,22,0.6,4,4,0,0.653
6.252,43,69.058,116,109,64.082,0,5.5,51,122.879,0.99,12,107.908,6.413,58,58,16,27,6,0,53.2,2,66.0,14,699.03,14,0.588,2,8,0,0.634
4.301,13,23.659,37,36,21.874,0,5.6,18,40.657,1.0,5,36.003,7.4,18,19,6,7,2,1,50.0,2,23.5,4,266.4,7,0.608,2,5,0,0.657
7.658,40,63.393,106,99,59.238,0,6.1,48,111.425,0.993,12,98.316,6.626,51,55,17,23,6,0,51.5,3,64.0,11,655.93,15,0.598,2,8,0,0.64
8.633,14,21.438,33,30,20.031,0,0.0,17,33.432,0.994,11,29.829,8.158,13,20,9,5,0,1,43.3,0,25.5,0,244.74,11,0.668,2,3,0,0.715
6.027,22,33.665,51,47,31.895,0,4.3,28,52.155,1.002,17,47.105,8.287,19,32,18,4,2,1,40.4,2,42.5,4,389.51,19,0.679,3,6,0,0.716
6.307,14,21.438,33,30,20.031,0,0.0,17,33.432,0.994,11,29.829,8.158,13,20,9,5,0,1,43.3,0,25.5,0,244.74,11,0.668,2,3,0,0.715
4.301,15,26.421,42,40,24.401,0,5.0,20,45.072,0.997,5,39.887,7.311,20,22,6,9,2,1,50.0,2,26.5,3,292.44,7,0.61,2,5,0,0.661
4.553,28,47.461,80,77,42.842,0,1.3,32,87.424,0.976,6,75.188,5.711,45,35,7,21,1,0,58.4,1,39.0,13,439.76,7,0.556,3,4,0,0.616
6.076,24,37.188,57,53,34.949,0,3.8,30,58.986,0.998,17,52.872,7.879,23,34,18,6,2,1,43.4,2,44.5,5,417.57,19,0.659,3,6,0,0.702
5.066,21,33.057,55,51,30.794,0,3.9,25,57.398,0.989,10,50.461,6.637,26,29,9,12,2,0,51.0,1,35.0,3,338.49,11,0.604,2,4,0,0.648
8.186,14,21.438,33,30,20.031,0,0.0,17,33.432,0.994,11,29.829,8.158,13,20,9,5,0,1,43.3,0,25.5,0,244.74,11,0.668,2,3,0,0.715
7.444,13,20.438,31,29,19.031,0,0.0,16,32.432,0.994,11,28.829,8.025,13,18,9,4,0,1,44.8,0,23.5,0,232.73,11,0.656,2,3,0,0.705
7.347,23,36.517,59,56,34.53,0,5.4,29,63.106,0.998,12,55.891,7.027,27,32,14,9,3,0,48.2,2,40.0,4,393.53,14,0.617,3,6,0,0.652
5.055,18,26.767,43,40,25.192,0,5.0,21,44.654,0.993,12,39.709,7.034,19,24,12,6,2,0,47.5,0,30.0,2,281.38,12,0.63,1,3,0,0.669
8.564,33,53.518,87,84,50.174,0,6.0,41,94.846,0.995,17,83.614,6.688,43,44,18,15,5,0,51.2,2,54.5,15,561.79,19,0.597,3,8,0,0.637
4.301,21,37.011,59,56,35.292,1,12.5,31,63.169,1.019,6,57.073,8.008,25,34,12,9,7,1,44.6,5,42.0,5,448.45,11,0.63,2,10,0,0.661
4.301,18,31.727,50,47,30.711,1,14.9,28,52.923,1.03,6,48.422,8.646,19,31,12,6,7,1,40.4,5,39.0,4,406.36,11,0.653,2,10,0,0.675
5.301,22,33.813,55,52,31.299,0,3.8,25,58.315,0.985,12,51.243,6.49,27,28,12,10,2,0,51.9,0,34.0,6,337.5,12,0.602,1,3,0,0.65
6.597,23,37.006,61,58,34.921,0,1.7,29,66.197,1.0,12,58.029,6.923,29,32,12,11,1,0,50.0,0,38.0,6,401.55,12,0.602,3,6,0,0.638
5.959,29,47.421,80,77,42.546,0,2.6,31,86.968,0.974,0,74.977,5.542,46,34,5,24,2,0,59.7,3,37.0,6,426.75,3,0.553,0,2,0,0.616
7.283,29,47.478,77,74,45.088,0,6.8,38,83.683,1.002,17,74.181,7.036,36,41,17,12,5,0,48.6,2,51.5,12,520.69,19,0.609,4,9,0,0.642
6.983,25,40.432,65,62,38.981,0,8.1,34,70.023,1.01,17,62.647,7.493,28,37,17,8,5,0,45.2,2,47.5,8,464.57,19,0.629,4,9,0,0.652
4.836,14,22.347,36,34,20.752,0,0.0,17,38.401,0.985,6,33.491,6.686,17,19,8,6,0,0,50.0,2,24.0,0,227.34,8,0.61,3,3,0,0.657
5.514,44,63.217,98,90,61.606,0,0.0,56,101.573,1.012,46,91.119,8.343,34,64,40,4,0,0,37.8,2,89.0,4,750.86,48,0.685,8,12,0,0.702
7.102,29,45.694,74,69,42.504,0,0.0,35,77.803,0.985,12,67.981,6.764,34,40,16,13,0,0,49.3,4,50.0,8,466.69,16,0.616,6,6,0,0.662
5.611,29,45.415,71,68,42.443,0,4.4,35,76.212,0.995,18,67.647,7.251,33,38,19,10,3,1,48.5,1,48.0,11,493.09,19,0.624,2,6,0,0.668
4.0,23,36.887,58,56,34.369,0,5.4,28,62.883,0.996,12,55.778,7.178,28,30,13,10,3,1,50.0,1,37.0,10,401.97,13,0.614,1,5,0,0.659
4.0,23,36.887,58,56,34.369,0,5.4,28,62.883,0.996,12,55.778,7.178,28,30,13,10,3,1,50.0,1,37.0,10,401.97,13,0.614,1,5,0,0.659
5.0,16,25.625,41,40,23.311,0,0.0,18,45.149,0.976,12,39.04,6.06,22,19,10,6,0,0,55.0,0,25.0,7,242.4,12,0.583,2,2,0,0.641
5.078,18,26.006,41,38,24.665,0,5.3,21,42.239,0.995,12,37.825,7.352,17,24,14,4,2,0,44.7,1,31.0,2,279.36,13,0.649,1,3,0,0.684
5.14,29,44.705,71,68,42.519,0,7.4,36,76.272,1.001,18,68.094,7.186,32,39,19,10,5,0,47.1,3,51.0,12,488.63,21,0.625,2,7,0,0.657
6.536,30,53.416,92,89,48.379,0,3.4,36,101.503,0.982,0,87.377,5.661,53,39,2,28,3,0,59.6,2,41.0,5,503.86,2,0.544,3,6,0,0.6
5.0,30,52.103,90,86,47.545,0,4.7,36,97.799,0.985,0,84.719,5.847,50,40,2,28,4,0,58.1,2,42.0,5,502.82,2,0.553,2,6,0,0.606
5.028,30,52.103,89,86,47.545,0,4.7,36,97.799,0.985,0,84.719,5.847,50,39,4,26,4,0,58.1,3,42.0,5,502.82,3,0.553,2,6,0,0.606
6.086,30,51.648,90,85,46.83,0,3.5,35,96.59,0.981,0,83.392,5.727,50,40,1,29,3,0,58.8,1,41.0,3,486.82,1,0.551,2,5,0,0.608
6.167,28,47.364,81,77,43.25,0,3.9,33,87.344,0.984,0,75.741,5.932,44,37,4,24,3,0,57.1,3,40.0,2,456.74,3,0.562,2,5,0,0.615
7.171,18,30.194,47,45,27.578,0,2.2,22,50.615,0.988,6,44.48,8.074,23,24,8,10,1,1,51.1,2,29.0,5,363.33,8,0.613,2,4,0,0.671
6.959,30,50.887,87,83,46.304,0,3.6,35,94.174,0.982,0,81.508,5.841,48,39,4,26,3,0,57.8,3,42.0,3,484.8,3,0.558,2,5,0,0.613
5.485,32,55.626,95,92,50.599,0,4.3,38,104.629,0.984,0,90.486,5.77,54,41,4,28,4,0,58.7,3,44.0,7,530.88,3,0.55,2,6,0,0.605
7.886,31,52.648,90,86,47.83,0,3.5,36,97.59,0.981,0,84.392,5.8,50,40,4,27,3,0,58.1,3,43.0,4,498.83,3,0.556,2,5,0,0.612
7.509,30,50.887,87,83,46.304,0,3.6,35,94.174,0.982,0,81.508,5.841,48,39,4,26,3,0,57.8,3,42.0,3,484.8,3,0.558,2,5,0,0.613
6.921,15,23.557,38,36,21.972,0,2.8,18,40.528,0.989,0,35.6,6.732,18,20,9,6,1,0,50.0,5,25.0,0,242.35,5,0.61,2,3,0,0.654
8.318,22,33.159,52,49,31.498,0,4.1,27,54.858,0.997,17,48.854,7.357,22,30,17,5,2,0,44.9,2,40.5,4,360.47,19,0.643,3,5,0,0.677
6.921,23,35.546,56,53,33.783,0,3.8,29,59.564,0.998,17,52.898,7.33,24,32,17,6,2,0,45.3,2,42.5,7,388.51,19,0.637,4,6,0,0.671
8.6,25,37.682,60,56,35.552,0,3.6,30,62.689,0.993,17,55.621,7.152,26,34,17,8,2,0,46.4,2,44.5,5,400.54,19,0.635,3,5,0,0.673
5.116,33,53.126,89,84,48.777,0,3.6,38,94.759,0.984,6,82.625,6.176,46,43,10,23,3,0,54.8,3,49.0,3,518.81,9,0.581,2,5,0,0.632
5.376,34,54.887,92,87,50.304,0,3.4,39,98.174,0.983,6,85.508,6.125,48,44,10,24,3,0,55.2,3,50.0,4,532.84,9,0.578,2,5,0,0.631
6.959,35,59.387,101,97,54.126,0,4.1,41,110.045,0.983,0,95.37,5.865,56,45,5,30,4,0,57.7,4,49.0,6,568.93,4,0.558,2,6,0,0.612
7.222,14,22.966,31,29,21.792,0,6.9,20,31.838,1.024,17,29.698,12.042,9,22,14,0,2,2,31.0,0,30.5,2,349.22,17,0.751,2,6,0,0.792
8.209,22,32.017,50,46,30.708,0,4.3,27,51.235,1.001,17,46.029,7.77,19,31,17,5,2,0,41.3,2,41.5,3,357.44,19,0.668,3,5,0,0.696
6.42,32,54.103,92,88,49.545,0,4.5,38,99.799,0.985,0,86.719,5.987,50,42,5,27,4,0,56.8,4,46.0,5,526.84,4,0.563,2,6,0,0.615
6.428,44,64.194,100,93,60.326,0,1.1,51,103.673,0.988,35,91.843,7.214,42,58,33,11,1,0,45.2,2,77.5,11,670.92,37,0.649,6,7,0,0.69
7.097,20,34.625,55,53,32.061,0,5.7,26,59.864,0.998,6,52.901,7.988,27,28,8,12,3,1,50.9,2,33.0,7,423.39,8,0.605,2,6,0,0.653
6.061,23,35.966,58,55,34.224,0,7.3,29,61.817,1.002,12,55.116,7.173,26,32,14,9,4,0,47.3,2,40.0,5,394.51,14,0.622,2,6,0,0.654
7.569,31,52.648,90,86,47.83,0,3.5,36,97.59,0.981,0,84.392,5.8,50,40,4,27,3,0,58.1,3,43.0,4,498.83,3,0.556,2,5,0,0.612
6.745,19,29.745,49,46,27.961,0,6.5,23,51.694,0.996,6,45.803,6.814,23,26,10,9,3,0,50.0,2,31.0,3,313.43,8,0.608,1,4,0,0.647
4.919,21,34.319,52,50,31.734,0,2.0,26,56.076,0.996,12,49.782,7.827,24,28,13,8,1,2,48.0,1,35.0,7,391.37,13,0.635,2,5,0,0.686
4.718,22,36.08,55,53,33.261,0,1.9,27,59.492,0.994,12,52.665,7.649,26,29,13,9,1,2,49.1,1,36.0,8,405.4,13,0.628,2,5,0,0.681
4.301,18,33.074,53,49,31.819,1,10.2,29,55.584,1.024,16,50.189,8.518,20,33,11,7,5,1,40.8,1,42.0,4,417.4,17,0.649,5,11,0,0.675
7.311,25,38.517,61,58,36.53,0,5.2,31,65.106,0.998,17,57.891,7.199,27,34,18,7,3,0,46.6,2,44.5,7,417.55,19,0.63,3,6,0,0.664
8.252,20,34.523,57,55,32.552,0,5.5,27,62.604,1.0,11,54.992,6.773,28,29,9,11,3,0,50.9,2,36.5,11,372.52,13,0.592,4,7,0,0.628
7.204,15,24.108,39,37,22.279,0,0.0,18,41.817,0.983,11,36.374,6.524,19,20,9,6,0,0,51.4,0,25.5,3,241.37,11,0.602,3,3,0,0.652
6.886,61,98.376,162,153,93.617,0,7.8,79,172.619,1.004,36,153.581,7.081,74,88,36,25,12,0,48.4,0,106.0,25,1083.41,36,0.612,6,18,0,0.643
7.921,42,66.915,112,105,62.292,0,5.7,50,118.256,0.991,12,104.083,6.514,55,57,17,25,6,0,52.4,3,66.0,13,683.99,15,0.593,2,8,0,0.637
6.553,19,31.154,49,47,29.095,0,4.3,24,52.927,0.998,6,46.902,7.381,23,26,9,10,2,1,48.9,3,32.0,6,346.89,9,0.619,2,5,0,0.663
4.699,10,19.637,33,33,18.445,0,6.1,15,38.028,1.003,5,33.087,6.434,18,15,4,6,2,0,54.5,1,18.5,6,212.31,6,0.559,3,5,0,0.595
5.824,19,33.711,57,57,29.504,0,0.0,20,64.972,0.965,0,55.007,4.905,37,20,2,17,0,0,64.9,1,21.0,13,279.57,1,0.518,1,1,0,0.591
4.301,21,37.011,59,56,35.292,1,12.5,31,63.169,1.019,6,57.073,8.008,25,34,12,9,7,1,44.6,5,42.0,6,448.45,11,0.63,2,10,0,0.661
8.012,9,15.409,25,25,14.16,0,4.0,11,28.407,0.987,6,24.673,6.09,14,11,6,3,1,0,56.0,0,14.0,1,152.24,6,0.566,1,2,0,0.616
5.611,29,44.495,71,68,41.999,0,4.4,35,76.608,0.998,18,67.836,7.009,33,38,19,10,3,0,48.5,1,48.0,11,476.64,19,0.618,2,6,0,0.654
7.754,23,36.552,60,57,34.206,0,0.0,28,64.987,0.995,12,56.701,6.764,29,31,12,11,0,0,50.9,0,37.0,6,385.55,12,0.6,3,5,0,0.641
7.825,21,31.398,49,46,29.972,0,4.3,26,51.443,0.999,17,45.971,7.531,20,29,17,4,2,0,43.5,2,39.5,3,346.44,19,0.652,3,5,0,0.683
7.936,23,34.54,54,51,32.762,0,3.9,28,57.066,0.996,17,50.796,7.323,23,31,17,6,2,0,45.1,2,41.5,6,373.49,19,0.642,3,5,0,0.677
8.967,23,34.159,54,50,32.498,0,4.0,28,55.858,0.997,17,49.854,7.45,22,32,17,6,2,0,44.0,2,42.5,3,372.48,19,0.65,3,5,0,0.683
7.933,14,20.58,33,30,19.204,0,0.0,16,33.488,0.984,11,29.505,7.01,14,19,9,5,0,0,46.7,0,24.5,0,210.3,11,0.64,2,2,0,0.686
4.301,21,38.017,59,56,37.022,1,16.1,34,63.116,1.039,6,58.167,9.158,22,37,13,8,9,2,39.3,6,46.0,8,512.87,12,0.661,2,13,0,0.679
7.697,29,47.478,77,74,45.088,0,6.8,38,83.683,1.002,17,74.181,7.036,36,41,17,12,5,0,48.6,2,51.5,12,520.69,19,0.609,4,9,0,0.642
6.796,23,36.517,59,56,34.53,0,5.4,29,63.106,0.998,12,55.891,7.027,27,32,14,9,3,0,48.2,2,40.0,4,393.53,14,0.617,3,6,0,0.652
6.217,29,49.126,84,80,44.777,0,3.8,34,90.759,0.983,0,78.625,5.885,46,38,4,25,3,0,57.5,3,41.0,3,470.77,3,0.56,2,5,0,0.614
6.796,20,31.506,52,49,29.487,0,6.1,24,55.109,0.994,6,48.687,6.683,25,27,10,10,3,0,51.0,2,32.0,3,327.46,8,0.602,1,4,0,0.643
5.151,34,51.006,79,75,50.346,0,12.0,46,83.777,1.023,24,76.738,8.315,29,50,29,5,9,0,38.7,5,67.0,13,623.66,29,0.671,3,12,0,0.68
7.631,20,32.915,54,52,29.913,0,0.0,23,58.893,0.977,11,50.792,5.991,29,25,9,11,0,0,55.8,0,30.5,8,311.52,11,0.575,3,3,0,0.633
4.301,12,21.898,34,33,20.347,0,6.1,17,37.242,1.004,5,33.12,7.648,16,18,6,6,2,1,48.5,2,22.5,3,252.37,7,0.617,2,5,0,0.664
6.914,27,43.955,71,68,42.035,0,7.4,36,76.853,1.006,17,68.414,7.245,32,39,17,10,5,0,47.1,2,49.5,10,492.63,19,0.618,4,9,0,0.646
4.456,33,46.989,72,68,46.282,0,13.2,42,75.282,1.021,24,69.433,8.332,26,46,28,5,9,0,38.2,4,62.0,12,566.59,28,0.681,0,9,0,0.691
4.301,18,32.585,50,47,31.539,1,14.9,29,52.867,1.037,6,48.745,9.379,18,32,12,6,7,2,38.3,5,40.0,4,440.8,11,0.671,2,11,0,0.693
7.666,20,34.523,57,55,32.552,0,5.5,27,62.604,1.0,11,54.992,6.773,28,29,9,11,3,0,50.9,2,36.5,11,372.52,13,0.592,4,7,0,0.628
5.79,24,37.824,61,58,35.342,0,3.4,29,65.311,0.99,12,57.447,6.751,29,32,14,10,2,0,50.0,2,40.0,8,391.56,14,0.609,3,5,0,0.652
6.317,15,25.972,41,39,24.128,0,0.0,20,44.259,0.995,6,38.8,7.457,19,22,8,7,0,1,48.7,2,27.0,4,290.83,8,0.619,4,5,0,0.666
4.853,33,46.989,72,68,46.282,0,13.2,42,75.282,1.021,24,69.433,8.332,26,46,28,5,9,0,38.2,4,62.0,12,566.59,28,0.681,0,9,0,0.691
4.456,12,22.631,35,33,21.831,0,6.1,20,37.491,1.023,9,33.774,8.829,13,22,8,4,2,1,39.4,3,29.5,2,291.37,12,0.662,5,8,0,0.686
5.125,21,31.682,50,47,30.643,0,8.5,27,52.571,1.01,12,47.465,7.754,20,30,16,5,4,0,42.6,3,39.0,3,364.43,15,0.652,2,6,0,0.674
6.77,29,46.489,78,73,45.104,0,13.7,39,82.152,1.018,6,74.294,7.433,34,44,12,17,10,0,46.6,4,51.0,4,542.63,10,0.618,0,10,0,0.637
5.511,34,49.756,77,73,48.83,0,12.3,44,81.196,1.019,24,74.418,8.159,29,48,28,6,9,0,39.7,4,64.0,13,595.64,28,0.669,1,10,0,0.682
4.959,21,31.682,50,47,30.643,0,8.5,27,52.571,1.01,12,47.465,7.754,20,30,16,5,4,0,42.6,3,39.0,3,364.43,15,0.652,2,6,0,0.674
4.009,20,30.324,46,43,29.229,0,7.0,26,47.89,1.013,12,43.578,8.578,17,29,16,4,3,1,39.5,3,38.0,2,368.84,15,0.68,2,6,0,0.705
4.854,20,31.182,46,43,30.057,0,7.0,27,47.834,1.021,12,43.902,9.379,16,30,16,4,3,2,37.2,3,39.0,2,403.28,15,0.699,2,7,0,0.725
4.658,20,30.438,49,46,29.149,0,8.7,25,51.488,1.005,16,46.247,7.379,21,28,14,6,4,0,45.7,0,36.0,2,339.42,16,0.634,1,5,0,0.662
4.824,21,30.921,48,45,30.116,0,8.9,27,50.156,1.013,12,45.582,8.054,18,30,17,4,4,0,40.0,4,40.0,2,362.41,16,0.669,2,6,0,0.687
4.678,21,31.779,48,45,30.944,0,8.9,28,50.1,1.02,12,45.905,8.819,17,31,17,4,4,1,37.8,4,41.0,2,396.85,16,0.688,2,7,0,0.706
4.469,21,32.074,50,47,32.041,0,12.8,30,52.658,1.031,12,48.454,8.668,17,33,17,4,6,0,36.2,6,45.0,3,407.41,18,0.682,3,9,0,0.682
5.0,12,17.438,27,25,16.413,0,0.0,14,27.865,0.987,15,24.68,7.33,11,16,11,1,0,0,44.0,0,23.5,0,183.25,15,0.657,2,2,0,0.698
7.886,18,31.0,51,49,29.498,0,6.1,25,55.773,1.005,11,49.225,7.03,24,27,9,9,3,0,49.0,2,34.5,9,344.46,13,0.602,4,7,0,0.633
4.244,19,29.841,50,46,27.552,0,2.2,22,51.773,0.984,6,45.251,6.445,24,26,8,11,1,0,52.2,1,30.0,1,296.45,7,0.599,2,3,0,0.649
5.32,13,23.278,39,38,23.239,0,18.4,21,43.286,1.038,6,39.462,7.877,17,22,7,6,7,0,44.7,1,26.0,4,299.31,7,0.612,1,8,0,0.613
7.708,27,46.853,78,76,43.239,0,3.9,34,86.51,0.989,11,75.178,6.194,42,36,9,18,3,0,55.3,2,43.5,18,470.73,13,0.569,4,7,0,0.616
6.598,14,25.04,42,41,24.766,0,17.1,22,46.701,1.033,6,42.345,7.642,19,23,7,7,7,0,46.3,1,27.0,5,313.34,7,0.604,1,8,0,0.611
7.812,21,36.285,60,58,34.078,0,5.2,28,66.019,0.998,11,57.876,6.665,30,30,9,12,3,0,51.7,2,37.5,12,386.55,13,0.588,4,7,0,0.626
8.114,23,39.807,66,64,37.132,0,4.7,30,72.849,0.994,11,63.643,6.478,34,32,9,14,3,0,53.1,2,39.5,14,414.61,13,0.58,4,7,0,0.622
4.64,14,27.483,44,43,26.755,0,14.0,24,48.993,1.033,6,44.414,8.312,19,25,8,6,6,1,44.2,2,30.0,5,357.43,8,0.622,3,10,0,0.639
4.329,30,50.887,86,83,46.304,0,3.6,35,94.174,0.982,0,81.508,5.841,48,38,6,24,3,0,57.8,4,42.0,6,484.8,4,0.558,2,5,0,0.613
5.347,20,29.773,47,44,28.214,0,4.5,24,49.152,0.996,12,43.811,7.282,20,27,15,5,2,0,45.5,2,35.0,2,320.42,14,0.641,2,4,0,0.677
5.276,22,32.989,52,49,31.455,0,6.1,27,54.777,1.0,12,49.022,7.397,22,30,16,6,3,0,44.9,3,39.0,2,362.46,15,0.642,2,5,0,0.673
5.131,21,31.228,49,46,29.928,0,6.5,26,51.362,1.003,12,46.138,7.575,20,29,16,5,3,0,43.5,3,38.0,2,348.43,15,0.651,2,5,0,0.679
4.796,21,32.085,49,46,30.756,0,6.5,27,51.306,1.01,12,46.462,8.323,19,30,16,5,3,1,41.3,3,39.0,2,382.87,15,0.669,2,6,0,0.698
5.824,21,35.136,57,56,35.184,0,19.6,32,63.286,1.039,6,58.204,8.079,24,33,11,10,11,0,42.9,5,41.0,12,452.45,11,0.628,0,11,0,0.627
6.242,13,22.273,37,36,22.218,0,19.4,20,40.787,1.038,6,37.36,7.897,16,21,7,6,7,0,44.4,1,25.0,4,284.29,7,0.617,0,7,0,0.619
5.142,22,33.961,55,52,32.202,0,7.7,27,58.318,1.0,16,52.014,7.067,25,30,14,8,4,0,48.1,0,38.0,4,367.48,16,0.619,1,5,0,0.653
5.554,23,36.103,59,56,33.992,0,7.1,28,62.941,0.997,16,55.84,6.831,28,31,14,9,4,0,50.0,0,39.0,4,382.52,16,0.607,1,5,0,0.645
4.821,22,37.903,62,61,37.733,0,18.0,34,69.199,1.036,6,63.189,7.893,27,35,11,11,11,0,44.3,5,43.0,13,481.5,11,0.619,1,12,0,0.621
4.208,22,34.722,56,54,32.729,0,7.4,27,60.734,0.998,16,53.898,6.843,27,29,14,8,4,0,50.0,0,37.0,7,369.5,16,0.606,1,5,0,0.643
4.143,21,32.961,53,51,31.202,0,7.8,26,57.318,1.0,16,51.014,6.97,25,28,14,7,4,0,49.0,0,36.0,6,355.47,16,0.612,1,5,0,0.646
9.374,29,46.489,77,73,45.104,0,13.7,39,82.152,1.018,6,74.294,7.433,34,43,14,15,10,0,46.6,5,51.0,5,542.63,11,0.618,0,10,0,0.637
7.201,27,43.171,69,68,39.24,0,1.5,30,76.68,0.977,12,66.436,5.98,38,31,17,10,1,0,55.9,3,40.0,12,406.67,15,0.577,2,3,0,0.635
4.972,26,37.96,60,56,36.202,0,7.1,31,62.318,1.0,22,56.014,7.42,25,35,20,6,4,0,44.6,0,46.0,4,415.52,22,0.646,1,5,0,0.678
5.284,19,27.511,43,40,27.691,0,17.5,26,44.372,1.037,21,41.476,8.858,14,29,18,1,7,0,35.0,0,39.5,2,354.33,21,0.692,0,7,0,0.688
5.108,23,35.722,58,55,33.729,0,7.3,28,61.734,0.998,16,54.898,6.937,27,31,14,9,4,0,49.1,0,39.0,5,381.51,16,0.613,1,5,0,0.649
4.801,22,33.199,53,50,31.675,0,8.0,27,55.903,1.003,16,50.131,7.309,23,30,16,6,4,0,46.0,1,39.0,4,365.46,17,0.634,1,5,0,0.664
4.343,21,35.136,57,56,35.184,0,19.6,32,63.286,1.039,6,58.204,8.079,24,33,11,10,11,0,42.9,5,41.0,12,452.45,11,0.628,0,11,0,0.627
5.039,21,36.142,59,58,36.206,0,19.0,33,65.784,1.04,6,60.305,8.06,25,34,11,10,11,0,43.1,5,42.0,12,467.47,11,0.624,1,12,0,0.623
6.102,29,46.489,77,73,45.104,0,13.7,39,82.152,1.018,6,74.294,7.433,34,43,14,15,10,0,46.6,5,51.0,5,542.63,11,0.618,0,10,0,0.637
4.0,19,28.273,44,42,28.218,0,16.7,26,46.787,1.032,18,43.36,8.485,16,28,18,1,7,0,38.1,0,37.0,3,356.35,18,0.672,0,7,0,0.673
5.547,22,40.529,62,59,36.85,0,1.7,30,66.384,0.995,6,58.698,7.884,29,33,9,13,1,3,49.2,3,39.0,9,465.14,9,0.625,4,8,0,0.687
5.712,26,47.574,74,71,42.958,0,1.4,34,80.045,0.989,6,70.232,7.342,37,37,9,17,1,3,52.1,3,43.0,13,521.26,9,0.605,4,8,0,0.67
6.33,27,49.336,77,74,44.484,0,1.4,35,83.46,0.988,6,73.116,7.234,39,38,9,18,1,3,52.7,3,44.0,14,535.29,9,0.601,4,8,0,0.667
6.89,19,33.018,53,51,30.235,0,0.0,24,57.92,0.987,6,50.334,6.803,27,26,8,11,0,1,52.9,2,31.0,8,346.95,8,0.593,4,5,0,0.647
7.301,30,49.171,77,72,45.685,0,0.0,38,81.106,0.993,12,71.512,7.633,34,43,16,14,0,2,47.2,4,53.0,9,549.6,16,0.635,6,8,0,0.683
5.339,23,42.29,65,62,38.377,0,1.6,31,69.799,0.993,6,61.581,7.729,31,34,9,14,1,3,50.0,3,40.0,10,479.17,9,0.619,4,8,0,0.682
6.622,24,36.546,59,55,34.484,0,1.8,29,62.026,0.995,12,54.749,7.119,26,33,14,10,1,0,47.3,2,41.0,1,391.53,14,0.627,3,5,0,0.664
6.658,25,38.824,63,59,36.342,0,3.4,30,66.311,0.991,12,58.447,6.84,29,34,14,11,2,0,49.2,2,42.0,2,403.57,14,0.616,3,5,0,0.658
6.513,23,35.853,58,54,33.595,0,1.9,28,60.77,0.99,12,53.454,6.936,26,32,13,10,1,0,48.1,2,40.0,1,374.53,14,0.622,4,5,0,0.664
6.775,16,27.733,44,42,25.654,0,0.0,21,47.674,0.992,6,41.683,7.259,21,23,8,8,0,1,50.0,2,28.0,5,304.86,8,0.611,4,5,0,0.66
5.472,22,37.444,62,60,33.988,0,0.0,26,68.221,0.978,6,58.661,5.91,34,28,8,14,0,0,56.7,2,33.0,8,354.6,8,0.566,4,4,0,0.624
6.13,25,45.813,71,68,41.431,0,1.5,33,76.63,0.99,6,67.349,7.459,35,36,9,16,1,3,51.5,3,42.0,12,507.23,9,0.609,4,8,0,0.674
5.509,12,17.722,27,26,17.085,0,7.7,15,28.993,1.007,11,26.174,7.74,11,16,11,1,2,0,42.3,1,22.5,2,201.24,12,0.657,1,3,0,0.682
4.0,17,25.006,40,37,23.665,0,5.4,20,41.239,0.995,12,36.825,7.226,17,23,12,5,2,0,45.9,0,29.0,1,267.35,12,0.64,1,3,0,0.676
6.796,25,38.063,61,57,35.815,0,3.5,30,63.896,0.992,12,56.563,7.045,27,34,16,9,2,0,47.4,3,43.0,5,401.55,15,0.628,3,5,0,0.668
4.882,23,37.921,62,62,33.724,0,1.6,24,70.098,0.97,6,60.116,5.332,38,24,8,15,1,0,61.3,1,28.0,15,330.61,7,0.544,0,1,0,0.612
