pXC50,nAB,Sp,Me,Sv,nCsp2,nBM,nHet,Si,nAT,nH,Se,RBN,nC,C.,Mi,RBF,X.,nX,O.,nF,nBT,SCBO,AMW,N.,nCsp3,H.
5.77,12,24.159,1.029,23.902,11,13,6,41.42,36,14,37.029,3,16,44.4,1.151,0.081,8.3,3,0.0,3,37,31.0,8.481,8.3,4,38.9
6.481,0,32.876,0.973,29.617,6,3,1,58.437,52,30,50.581,1,21,40.4,1.124,0.018,0.0,0,1.9,0,55,28.0,5.741,0.0,15,57.7
5.0,6,22.063,1.047,22.31,9,8,7,39.341,34,13,35.582,0,14,41.2,1.157,0.0,8.8,3,5.9,3,36,28.0,8.773,5.9,5,38.2
5.0,6,23.824,1.04,23.837,9,8,7,42.756,37,15,38.465,1,15,40.5,1.156,0.026,8.1,3,5.4,3,39,29.0,8.441,5.4,6,40.5
8.699,10,21.324,1.061,21.25,7,10,8,36.02,31,11,32.902,2,12,38.7,1.162,0.063,16.1,5,3.2,3,32,26.0,10.553,6.5,5,35.5
7.854,12,25.512,1.049,26.003,15,14,7,42.052,37,12,38.807,1,18,48.6,1.137,0.025,8.1,3,8.1,3,40,36.0,9.387,2.7,3,32.4
8.721,12,32.131,1.015,31.337,17,16,6,52.282,47,19,47.691,3,22,46.8,1.112,0.06,0.0,0,10.6,0,50,41.0,8.03,2.1,5,40.4
8.464,6,23.449,1.123,26.137,9,8,13,44.794,37,9,41.541,1,15,40.5,1.211,0.026,24.3,9,5.4,9,39,35.0,11.358,5.4,6,24.3
8.363,6,25.853,1.078,27.228,9,8,11,48.4,41,14,44.214,3,16,39.0,1.18,0.07,14.6,6,7.3,6,43,34.0,9.666,4.9,7,34.1
6.639,0,32.569,0.981,29.805,6,4,2,57.232,51,28,50.025,0,21,41.2,1.122,0.0,0.0,0,3.9,0,54,30.0,6.127,0.0,15,54.9
7.339,12,25.512,1.049,26.003,15,14,7,42.052,37,12,38.807,1,18,48.6,1.137,0.025,8.1,3,8.1,3,40,36.0,9.387,2.7,3,32.4
5.301,11,26.852,1.029,26.778,12,15,7,43.535,39,14,40.142,2,18,46.2,1.116,0.047,0.0,0,12.8,0,43,38.5,8.675,5.1,6,35.9
8.581,12,29.398,1.066,30.513,15,14,10,51.19,44,14,46.887,2,20,45.5,1.163,0.043,13.6,6,4.5,6,47,41.0,9.735,4.5,5,31.8
6.174,11,27.051,1.013,25.879,12,13,5,40.875,37,14,37.498,1,18,48.6,1.105,0.024,2.7,1,8.1,0,41,34.5,10.06,2.7,6,37.8
7.584,11,31.727,1.025,30.856,12,15,8,50.207,45,17,46.138,2,20,44.4,1.116,0.041,2.2,1,11.1,0,49,41.5,9.895,4.4,8,37.8
7.81,11,31.137,1.017,30.358,11,13,7,52.78,47,20,47.793,3,20,42.6,1.123,0.059,0.0,0,10.6,0,51,38.5,7.839,4.3,9,42.6
7.42,6,25.807,1.025,25.197,7,9,7,41.558,37,14,37.913,1,16,43.2,1.123,0.025,2.7,1,8.1,0,40,33.0,8.967,8.1,8,37.8
7.865,6,27.188,1.058,27.981,8,10,10,48.384,42,15,44.447,2,17,40.5,1.152,0.044,7.1,3,11.9,3,45,37.0,9.151,4.8,9,35.7
7.051,12,25.205,1.063,26.191,16,15,8,40.846,36,10,38.251,1,18,50.0,1.135,0.026,8.3,3,11.1,3,39,38.0,10.036,2.8,2,27.8
8.155,6,28.364,1.012,26.192,8,9,6,42.252,38,15,38.44,1,17,44.7,1.112,0.024,2.6,1,7.9,0,41,33.0,11.112,5.3,8,39.5
7.77,6,27.279,1.044,27.552,8,9,8,46.966,41,15,42.792,1,18,43.9,1.146,0.023,7.3,3,7.3,3,44,36.0,8.887,4.9,9,36.6
6.0,12,46.262,0.989,42.637,12,12,5,84.766,75,42,74.192,12,28,37.3,1.13,0.158,0.0,0,6.7,0,76,40.0,6.116,0.0,16,56.0
5.959,12,46.262,0.989,42.637,12,12,5,84.766,75,42,74.192,12,28,37.3,1.13,0.158,0.0,0,6.7,0,76,40.0,6.116,0.0,16,56.0
6.647,12,29.398,1.066,30.513,15,14,10,51.19,44,14,46.887,2,20,45.5,1.163,0.043,13.6,6,4.5,6,47,41.0,9.735,4.5,5,31.8
6.111,6,32.506,1.044,32.836,9,10,11,57.587,50,19,52.207,3,20,40.0,1.152,0.057,6.0,3,8.0,3,53,42.0,8.729,8.0,10,38.0
7.638,6,28.807,1.065,29.227,9,8,11,51.526,44,16,46.847,4,17,38.6,1.171,0.087,13.6,6,4.5,6,46,35.0,9.691,4.5,8,36.4
6.426,6,24.273,1.046,24.53,8,8,7,42.467,37,14,38.691,1,16,43.2,1.148,0.025,8.1,3,8.1,3,40,31.0,8.792,2.7,8,37.8
7.824,6,24.091,1.088,25.701,9,8,11,44.985,38,12,41.331,2,15,39.5,1.184,0.05,15.8,6,7.9,6,40,33.0,10.06,5.3,6,31.6
7.442,6,25.853,1.078,27.228,9,8,11,48.4,41,14,44.214,3,16,39.0,1.18,0.07,14.6,6,7.3,6,43,34.0,9.666,4.9,7,34.1
7.415,11,20.608,1.039,20.595,9,11,6,37.132,32,13,33.254,3,13,40.6,1.16,0.091,9.4,3,3.1,3,33,25.5,8.446,6.3,4,40.6
7.77,6,91.228,0.989,83.967,12,13,11,162.369,144,78,142.475,12,55,38.2,1.128,0.079,0.0,0,5.6,0,152,85.0,6.44,1.4,41,54.2
8.051,6,91.683,0.992,84.682,12,13,12,163.579,145,78,143.803,13,55,37.9,1.128,0.085,0.0,0,6.2,0,153,86.0,6.506,1.4,41,53.8
6.708,11,23.978,1.013,23.323,11,13,5,39.535,35,14,35.447,1,16,45.7,1.13,0.027,2.9,1,2.9,1,37,31.5,8.095,8.6,4,40.0
8.131,6,90.126,0.987,83.065,13,12,9,161.24,143,78,141.072,11,56,39.2,1.128,0.073,0.0,0,4.9,0,151,83.0,6.233,1.4,41,54.5
6.699,12,29.318,1.063,29.837,13,16,11,49.435,43,14,45.709,5,18,41.9,1.15,0.114,9.3,4,9.3,4,44,41.0,10.01,4.7,4,32.6
6.341,0,32.569,0.981,29.805,6,4,2,57.232,51,28,50.025,0,21,41.2,1.122,0.0,0.0,0,3.9,0,54,30.0,6.127,0.0,15,54.9
7.678,6,86.751,0.993,80.914,14,13,11,154.413,137,72,136.075,10,54,39.4,1.127,0.069,0.0,0,6.6,0,145,84.0,6.52,1.5,38,52.6
5.837,18,35.773,0.993,33.914,22,20,3,56.615,51,22,50.661,1,26,51.0,1.11,0.018,2.0,1,2.0,1,55,44.0,7.519,2.0,4,43.1
7.745,6,87.058,0.99,80.726,13,12,10,155.619,138,74,136.632,11,54,39.1,1.128,0.075,0.0,0,5.8,0,146,82.0,6.372,1.4,39,53.6
7.469,6,88.819,0.989,82.253,13,12,10,159.034,141,76,139.515,12,55,39.0,1.128,0.081,0.0,0,5.7,0,149,83.0,6.336,1.4,40,53.9
6.47,6,32.506,1.044,32.836,9,10,11,57.587,50,19,52.207,3,20,40.0,1.152,0.057,6.0,3,8.0,3,53,42.0,8.729,8.0,10,38.0
8.35,6,21.057,1.046,21.289,9,8,6,36.843,32,12,33.48,0,14,43.8,1.151,0.0,9.4,3,6.3,3,34,27.0,8.852,3.1,5,37.5
5.799,18,39.296,0.99,36.968,22,20,3,63.445,57,26,56.429,2,28,49.1,1.113,0.033,1.8,1,1.8,1,61,46.0,7.22,1.8,6,45.6
8.337,6,86.359,0.986,79.517,12,11,8,154.327,137,75,135.086,11,54,39.4,1.126,0.076,0.0,0,5.1,0,145,79.0,6.207,0.7,40,54.7
4.458,12,28.364,1.027,23.97,13,13,7,32.491,30,9,30.818,4,14,46.7,1.083,0.129,10.0,3,13.3,0,31,29.0,20.731,0.0,1,30.0
6.279,6,28.398,0.988,25.776,8,7,3,48.243,43,23,42.487,3,17,39.5,1.122,0.068,2.3,1,4.7,0,44,25.0,7.891,0.0,9,53.5
8.126,11,25.131,1.026,24.649,9,11,6,44.962,39,17,40.021,1,16,41.0,1.153,0.024,7.7,3,2.6,3,41,29.5,7.958,5.1,7,43.6
6.191,12,27.188,1.01,26.244,14,13,4,45.124,40,17,40.407,0,19,47.5,1.128,0.0,5.0,2,2.5,2,43,33.0,7.834,2.5,5,42.5
5.301,18,38.767,1.0,36.428,20,19,5,59.788,54,23,54.007,2,26,48.1,1.107,0.034,3.7,2,3.7,0,58,45.0,8.378,1.9,6,42.6
6.77,18,34.944,0.993,32.454,18,20,5,56.903,51,24,50.654,7,22,43.1,1.116,0.132,0.0,0,3.9,0,53,40.0,7.462,3.9,4,47.1
7.481,6,27.892,1.021,27.176,9,8,6,49.377,43,19,43.905,0,18,41.9,1.148,0.0,7.0,3,2.3,3,46,32.0,7.823,4.7,9,44.2
6.0,18,39.182,0.993,36.628,22,20,4,60.95,55,24,54.621,2,27,49.1,1.108,0.034,1.8,1,1.8,1,59,46.0,7.811,1.8,5,43.6
7.24,6,26.892,1.022,26.176,9,8,6,48.377,42,19,42.905,1,17,40.5,1.152,0.023,7.1,3,2.4,3,44,30.0,7.723,4.8,8,45.2
7.203,11,29.654,1.017,28.702,9,11,6,52.792,46,21,46.789,0,19,41.3,1.148,0.0,6.5,3,2.2,3,49,33.5,7.618,4.3,10,45.7
8.495,11,25.188,1.02,24.843,12,14,6,40.199,36,13,36.705,1,17,47.2,1.117,0.026,0.0,0,8.3,0,39,35.5,8.537,8.3,4,36.1
4.523,17,36.017,1.04,36.445,19,22,11,58.496,52,17,54.069,4,24,46.2,1.125,0.07,1.9,1,11.5,1,57,53.5,9.162,7.7,5,32.7
6.234,0,47.881,0.98,43.282,2,2,4,89.676,79,47,77.407,8,28,35.4,1.135,0.098,0.0,0,3.8,0,82,37.0,5.643,1.3,26,59.5
4.721,6,15.477,0.998,14.59,8,7,2,26.91,24,12,23.956,3,10,41.7,1.121,0.125,0.0,0,8.3,0,24,16.0,6.843,0.0,2,50.0
6.49,0,52.404,0.979,47.336,2,2,4,97.507,86,51,84.174,8,31,36.0,1.134,0.089,0.0,0,3.5,0,90,41.0,5.649,1.2,29,59.3
7.355,6,27.267,1.018,26.12,10,9,6,43.499,39,16,39.709,1,17,43.6,1.115,0.024,2.6,1,10.3,0,42,32.0,9.698,2.6,7,41.0
8.072,6,84.598,0.987,77.99,12,11,8,150.911,134,73,132.203,10,53,39.6,1.126,0.07,0.0,0,5.2,0,142,78.0,6.241,0.7,39,54.5
6.399,12,23.057,1.044,23.289,12,13,6,38.843,34,12,35.48,3,16,47.1,1.142,0.086,8.8,3,5.9,3,35,31.0,9.038,2.9,3,35.3
5.738,6,23.756,1.058,24.498,8,9,8,40.135,35,11,37.025,1,16,45.7,1.147,0.026,8.6,3,8.6,3,38,34.0,9.608,5.7,7,31.4
8.611,12,26.154,1.016,25.568,15,14,5,42.242,38,15,38.596,1,18,47.4,1.112,0.024,0.0,0,10.5,0,41,34.0,8.141,2.6,3,39.5
6.18,0,21.37,1.033,21.122,7,4,6,39.547,34,15,35.138,2,13,38.2,1.163,0.057,8.8,3,2.9,3,35,24.0,8.009,5.9,6,44.1
5.0,12,25.847,1.028,25.756,16,15,6,41.037,37,13,38.04,1,18,48.6,1.109,0.025,0.0,0,13.5,0,40,36.0,8.738,2.7,2,35.1
7.409,11,25.131,1.026,24.649,9,11,6,44.962,39,17,40.021,1,16,41.0,1.153,0.024,7.7,3,2.6,3,41,29.5,7.958,5.1,7,43.6
6.274,6,52.785,0.988,48.69,10,9,5,94.597,84,46,82.959,9,33,39.3,1.126,0.102,0.0,0,6.0,0,88,48.0,6.224,0.0,23,54.8
8.509,6,23.898,1.095,24.927,9,8,11,41.454,35,10,38.323,3,14,40.0,1.184,0.083,22.9,8,2.9,6,36,31.0,11.633,5.7,5,28.6
6.281,0,23.131,1.028,22.649,7,4,6,42.962,37,17,38.021,3,14,37.8,1.161,0.079,8.1,3,2.7,3,38,25.0,7.739,5.4,7,45.9
6.461,17,45.438,0.991,42.255,22,20,5,73.275,66,31,65.414,4,30,45.5,1.11,0.057,0.0,0,4.5,0,70,50.5,7.359,1.5,8,47.0
8.503,6,23.574,1.095,25.37,9,8,11,44.115,37,11,40.516,1,15,40.5,1.192,0.026,18.9,7,5.4,7,39,33.0,10.386,5.4,6,29.7
7.301,16,32.12,1.006,30.432,14,16,5,53.187,47,21,47.272,1,21,44.7,1.132,0.02,6.4,3,0.0,2,50,37.0,7.976,4.3,7,44.7
5.67,18,36.188,0.988,33.556,20,19,3,55.117,50,22,49.378,1,25,50.0,1.102,0.019,2.0,1,2.0,0,54,42.0,8.648,2.0,5,44.0
8.611,11,26.131,1.026,25.649,9,11,6,45.962,40,17,41.021,0,17,42.5,1.149,0.0,7.5,3,2.5,3,43,31.5,8.059,5.0,8,42.5
7.746,6,26.892,1.022,26.176,9,8,6,48.377,42,19,42.905,0,17,40.5,1.152,0.0,7.1,3,2.4,3,44,30.0,7.723,4.8,8,45.2
5.0,11,23.37,1.032,23.122,9,11,6,41.547,36,15,37.138,0,15,41.7,1.154,0.0,8.3,3,2.8,3,38,28.5,8.231,5.6,6,41.7
6.783,6,24.091,1.088,25.701,9,8,11,44.985,38,12,41.331,2,15,39.5,1.184,0.05,15.8,6,7.9,6,40,33.0,10.06,5.3,6,31.6
8.581,6,21.995,1.12,24.422,9,8,12,42.585,35,9,39.214,3,14,40.0,1.217,0.083,25.7,9,2.9,9,36,32.0,11.207,5.7,5,25.7
7.469,6,90.274,0.992,83.968,14,13,11,161.244,143,76,141.843,11,56,39.2,1.128,0.073,0.0,0,6.3,0,151,86.0,6.443,1.4,40,53.1
5.754,0,31.569,0.981,28.805,2,2,2,56.232,50,28,49.025,0,20,40.0,1.125,0.0,0.0,0,4.0,0,53,28.0,6.01,0.0,16,56.0
5.64,6,23.557,1.017,22.681,8,8,5,37.977,34,14,34.593,1,15,44.1,1.117,0.027,2.9,1,8.8,0,37,28.0,8.581,2.9,7,41.2
6.0,0,32.023,0.987,29.52,3,2,3,57.441,51,28,50.352,0,20,39.2,1.126,0.0,0.0,0,5.9,0,55,29.0,6.205,0.0,17,54.9
6.921,12,32.148,1.027,31.713,12,14,9,56.457,49,20,50.327,2,20,40.8,1.152,0.039,6.1,3,2.0,3,51,40.0,8.234,10.2,7,40.8
7.315,6,22.642,1.03,22.557,8,9,7,38.409,34,13,35.033,2,14,41.2,1.13,0.056,0.0,0,11.8,0,36,30.0,8.45,8.8,5,38.2
7.276,6,86.359,0.986,79.517,12,11,8,154.327,137,75,135.086,10,54,39.4,1.126,0.069,0.0,0,5.1,0,145,79.0,6.207,0.7,40,54.7
6.638,0,31.33,0.979,28.332,2,1,2,57.647,51,30,49.909,0,19,37.3,1.13,0.0,0.0,0,3.9,0,54,25.0,5.696,0.0,17,58.8
5.587,12,34.603,0.983,32.079,16,14,3,58.188,52,26,51.134,3,23,44.2,1.119,0.055,0.0,0,1.9,0,55,37.0,6.664,3.8,7,50.0
5.0,6,26.586,1.033,26.364,11,9,7,47.171,41,17,42.349,3,17,41.5,1.151,0.07,7.3,3,4.9,3,43,32.0,8.253,4.9,6,41.5
5.0,6,22.057,1.106,24.038,9,8,11,42.245,35,10,38.701,3,14,40.0,1.207,0.083,22.9,8,2.9,8,36,31.0,10.693,5.7,5,28.6
7.254,0,24.131,1.027,23.649,7,4,6,43.962,38,17,39.021,2,15,39.5,1.157,0.05,7.9,3,2.6,3,40,27.0,7.851,5.3,8,44.7
5.0,6,25.892,1.022,25.176,9,8,6,47.377,41,19,41.905,5,16,39.0,1.156,0.119,7.3,3,2.4,3,42,28.0,7.619,4.9,7,46.3
6.437,12,20.841,1.042,21.047,12,13,5,34.218,30,10,31.269,2,15,50.0,1.141,0.065,10.0,3,3.3,3,31,29.0,9.242,3.3,2,33.3
6.0,6,18.676,0.993,17.084,6,7,3,30.119,27,13,26.807,4,11,40.7,1.116,0.148,0.0,0,3.7,0,27,19.0,7.679,3.7,4,48.1
4.824,11,29.086,0.988,27.047,11,12,4,50.856,45,23,44.469,3,18,40.0,1.13,0.064,0.0,0,2.2,0,47,30.5,6.61,6.7,7,51.1
6.82,0,24.892,1.023,24.176,7,4,6,46.377,40,19,40.905,3,15,37.5,1.159,0.073,7.5,3,2.5,3,41,26.0,7.509,5.0,8,47.5
5.0,12,22.75,1.058,23.477,13,14,7,37.637,33,10,34.923,4,16,48.5,1.141,0.118,9.1,3,9.1,3,34,33.0,9.735,3.0,2,30.3
7.538,6,18.676,0.993,17.084,6,7,3,30.119,27,13,26.807,3,11,40.7,1.116,0.111,0.0,0,3.7,0,27,19.0,7.679,3.7,4,48.1
5.385,6,21.608,1.038,21.595,9,8,6,38.132,33,13,34.254,1,14,42.4,1.156,0.029,9.1,3,3.0,3,35,27.0,8.554,6.1,5,39.4
7.796,10,27.841,1.023,27.051,8,13,8,43.617,39,14,39.884,1,17,43.6,1.118,0.023,0.0,0,7.7,0,43,38.0,9.088,10.3,8,35.9
4.61,12,39.574,1.028,39.175,15,16,10,67.208,59,23,60.647,5,26,44.1,1.139,0.079,5.1,3,5.1,3,63,51.0,8.416,6.8,10,39.0
6.452,12,21.483,1.002,20.612,12,13,3,34.408,31,13,31.058,3,15,48.4,1.11,0.094,0.0,0,6.5,0,32,27.0,7.719,3.2,2,41.9
7.445,12,24.438,0.991,22.611,12,13,3,37.534,34,15,33.691,3,16,47.1,1.104,0.086,0.0,0,2.9,0,35,28.0,7.923,2.9,3,44.1
6.502,6,19.796,1.031,19.046,6,7,5,33.344,29,12,29.902,2,12,41.4,1.15,0.069,10.3,3,0.0,3,29,22.0,8.942,3.4,5,41.4
6.745,6,19.034,1.038,18.519,6,7,5,30.929,27,10,28.018,2,12,44.4,1.146,0.071,11.1,3,0.0,3,28,23.0,9.53,3.7,5,37.0
6.921,12,23.057,1.044,23.289,12,13,6,38.843,34,12,35.48,4,16,47.1,1.142,0.114,8.8,3,5.9,3,35,31.0,9.038,2.9,3,35.3
6.939,12,21.483,1.002,20.612,12,13,3,34.408,31,13,31.058,3,15,48.4,1.11,0.094,0.0,0,6.5,0,32,27.0,7.719,3.2,2,41.9
7.31,12,23.296,1.048,23.762,15,14,6,37.427,33,10,34.596,0,17,51.5,1.134,0.0,9.1,3,6.1,3,36,34.0,9.615,3.0,2,30.3
7.678,12,25.392,1.02,25.041,16,15,5,39.827,36,13,36.713,1,18,50.0,1.106,0.026,0.0,0,11.1,0,39,35.0,8.537,2.8,2,36.1
6.333,12,23.512,1.052,24.003,12,13,7,40.052,35,12,36.807,4,16,45.7,1.144,0.111,8.6,3,8.6,3,36,32.0,9.237,2.9,3,34.3
4.523,0,49.984,0.975,44.895,3,2,4,93.254,82,49,79.956,4,29,35.4,1.137,0.047,0.0,0,1.2,0,86,39.0,5.559,3.7,26,59.8
6.356,6,21.438,0.99,19.611,6,7,3,34.534,31,15,30.691,4,13,41.9,1.114,0.125,0.0,0,3.2,0,32,22.0,7.528,3.2,6,48.4
5.745,12,37.995,0.997,35.878,16,14,4,64.2,57,27,56.825,1,26,45.6,1.126,0.016,3.5,2,1.8,2,61,42.0,7.15,1.8,10,47.4
6.876,6,19.034,1.038,18.519,6,7,5,30.929,27,10,28.018,3,12,44.4,1.146,0.107,11.1,3,0.0,3,28,23.0,9.53,3.7,5,37.0
6.154,6,20.796,1.03,20.046,6,7,5,34.344,30,12,30.902,3,13,43.3,1.145,0.097,10.0,3,0.0,3,31,24.0,9.044,3.3,6,40.0
7.375,6,18.034,1.039,17.519,6,7,5,29.929,26,10,27.018,2,11,42.3,1.151,0.077,11.5,3,0.0,3,26,21.0,9.434,3.8,4,38.5
5.0,16,37.387,1.015,36.275,18,19,7,63.287,56,24,56.814,4,25,44.6,1.13,0.068,3.6,2,5.4,2,59,46.0,7.831,3.6,7,42.9
7.128,6,20.438,0.99,18.611,6,7,3,33.534,30,15,29.691,5,12,40.0,1.118,0.167,0.0,0,3.3,0,30,20.0,7.378,3.3,5,50.0
5.0,17,39.233,1.05,39.234,17,19,14,66.934,58,21,60.909,8,23,39.7,1.154,0.133,10.3,6,5.2,4,60,49.5,9.696,8.6,6,36.2
5.638,22,29.648,1.053,30.001,19,22,8,46.961,41,12,43.16,3,21,51.2,1.145,0.068,14.6,6,0.0,5,44,43.0,10.312,4.9,2,29.3
6.056,12,39.336,0.984,36.353,11,13,3,67.145,60,31,59.01,4,26,43.3,1.119,0.063,0.0,0,3.3,0,63,40.0,6.493,1.7,13,51.7
5.0,6,29.5,0.991,27.466,6,7,3,51.611,46,24,45.585,1,19,41.3,1.122,0.021,0.0,0,6.5,0,48,29.0,6.531,0.0,11,52.2
5.0,6,29.5,0.991,27.466,6,7,3,51.611,46,24,45.585,1,19,41.3,1.122,0.021,0.0,0,6.5,0,48,29.0,6.531,0.0,11,52.2
7.4,6,21.364,1.031,21.101,6,7,5,38.048,33,14,34.036,1,14,42.4,1.153,0.029,9.1,3,3.0,3,34,25.0,8.16,3.0,7,42.4
5.523,6,21.364,1.031,21.101,6,7,5,38.048,33,14,34.036,1,14,42.4,1.153,0.029,9.1,3,3.0,3,34,25.0,8.16,3.0,7,42.4
5.796,6,21.364,1.031,21.101,6,7,5,38.048,33,14,34.036,1,14,42.4,1.153,0.029,9.1,3,3.0,3,34,25.0,8.16,3.0,7,42.4
7.285,12,26.199,0.988,24.138,12,13,3,40.949,37,17,36.574,3,17,45.9,1.107,0.079,0.0,0,2.7,0,38,29.0,7.66,2.7,4,45.9
6.779,12,22.034,1.034,21.519,12,13,5,33.929,30,10,31.018,2,15,50.0,1.131,0.065,10.0,3,0.0,3,31,29.0,9.778,3.3,2,33.3
7.342,12,22.489,1.043,22.234,12,13,6,35.138,31,10,32.345,3,15,48.4,1.133,0.094,9.7,3,3.2,3,32,30.0,9.978,3.2,2,32.3
6.386,12,23.796,1.027,23.046,12,13,5,37.344,33,12,33.902,2,16,48.5,1.132,0.059,9.1,3,0.0,3,34,30.0,9.314,3.0,3,36.4
5.873,12,25.557,1.022,24.573,12,13,5,40.759,36,14,36.785,2,17,47.2,1.132,0.054,8.3,3,0.0,3,37,31.0,8.927,2.8,4,38.9
5.762,6,22.199,0.987,20.138,6,7,3,36.949,33,17,32.574,5,13,39.4,1.12,0.152,0.0,0,3.0,0,33,21.0,7.133,3.0,6,51.5
7.799,6,18.034,1.039,17.519,6,7,5,29.929,26,10,27.018,3,11,42.3,1.151,0.115,11.5,3,0.0,3,26,21.0,9.434,3.8,4,38.5
6.077,6,19.796,1.031,19.046,6,7,5,33.344,29,12,29.902,4,12,41.4,1.15,0.138,10.3,3,0.0,3,29,22.0,8.942,3.4,5,41.4
5.775,12,20.841,1.042,21.047,12,13,5,34.218,30,10,31.269,2,15,50.0,1.141,0.065,10.0,3,3.3,3,31,29.0,9.242,3.3,2,33.3
5.283,12,21.483,1.002,20.612,12,13,3,34.408,31,13,31.058,3,15,48.4,1.11,0.094,0.0,0,6.5,0,32,27.0,7.719,3.2,2,41.9
5.336,12,20.841,1.042,21.047,12,13,5,34.218,30,10,31.269,2,15,50.0,1.141,0.065,10.0,3,3.3,3,31,29.0,9.242,3.3,2,33.3
8.959,10,18.801,1.082,19.197,9,11,8,30.189,26,7,28.134,2,11,42.3,1.161,0.074,19.2,5,3.8,3,27,26.0,11.965,7.7,2,26.9
7.827,6,26.995,1.003,25.477,6,8,6,50.275,44,23,44.123,4,15,34.1,1.143,0.089,0.0,0,6.8,0,45,27.0,6.668,6.8,9,52.3
8.487,6,27.159,1.064,28.04,9,8,10,50.606,43,16,45.77,2,17,39.5,1.177,0.044,14.0,6,4.7,6,45,34.0,9.171,4.7,8,37.2
8.301,11,26.557,0.99,24.972,10,12,3,43.528,39,18,38.6,1,18,46.2,1.116,0.024,0.0,0,2.6,0,42,31.5,7.138,5.1,7,46.2
6.402,12,23.512,1.052,24.003,12,13,7,40.052,35,12,36.807,4,16,45.7,1.144,0.111,8.6,3,8.6,3,36,32.0,9.237,2.9,3,34.3
6.524,12,23.057,1.044,23.289,12,13,6,38.843,34,12,35.48,3,16,47.1,1.142,0.086,8.8,3,5.9,3,35,31.0,9.038,2.9,3,35.3
7.112,12,21.296,1.051,21.762,12,13,6,35.427,31,10,32.596,3,15,48.4,1.143,0.094,9.7,3,6.5,3,32,30.0,9.46,3.2,2,32.3
5.0,12,21.296,1.051,21.762,12,13,6,35.427,31,10,32.596,3,15,48.4,1.143,0.094,9.7,3,6.5,3,32,30.0,9.46,3.2,2,32.3
5.0,12,21.296,1.051,21.762,12,13,6,35.427,31,10,32.596,3,15,48.4,1.143,0.094,9.7,3,6.5,3,32,30.0,9.46,3.2,2,32.3
6.607,12,24.364,1.029,24.101,12,13,5,41.048,36,14,37.036,4,17,47.2,1.14,0.108,8.3,3,2.8,3,37,31.0,8.481,2.8,4,38.9
6.494,12,21.296,1.051,21.762,12,13,6,35.427,31,10,32.596,2,15,48.4,1.143,0.063,9.7,3,6.5,3,32,30.0,9.46,3.2,2,32.3
6.801,12,21.233,1.068,22.145,12,13,7,35.767,31,9,33.109,3,15,48.4,1.154,0.094,12.9,4,6.5,4,32,31.0,10.04,3.2,2,29.0
7.384,12,20.125,1.006,19.198,12,13,3,29.728,27,10,27.171,2,14,51.9,1.101,0.071,3.7,1,3.7,0,28,26.0,9.026,3.7,1,37.0
6.452,12,24.25,1.036,23.761,12,13,6,38.553,34,12,35.229,4,16,47.1,1.134,0.114,8.8,3,2.9,3,35,31.0,9.511,2.9,3,35.3
6.91,12,19.938,1.063,20.348,12,13,6,30.747,27,7,28.709,2,14,51.9,1.139,0.071,14.8,4,3.7,3,28,29.0,11.025,3.7,1,25.9
5.0,18,43.552,0.988,40.595,17,18,4,73.77,66,33,65.221,5,29,43.9,1.118,0.071,0.0,0,4.5,0,70,46.0,6.722,1.5,12,50.0
5.0,6,30.046,0.984,27.751,8,8,2,51.401,46,24,45.258,2,20,43.5,1.117,0.042,0.0,0,4.3,0,48,30.0,6.444,0.0,10,52.2
5.565,12,19.938,1.063,20.348,12,13,6,30.747,27,7,28.709,2,14,51.9,1.139,0.071,14.8,4,3.7,3,28,29.0,11.025,3.7,1,25.9
5.177,12,19.938,1.063,20.348,12,13,6,30.747,27,7,28.709,2,14,51.9,1.139,0.071,14.8,4,3.7,3,28,29.0,11.025,3.7,1,25.9
6.167,12,22.603,1.035,22.574,12,13,5,37.633,33,12,34.152,2,16,48.5,1.14,0.059,9.1,3,3.0,3,34,30.0,8.827,3.0,3,36.4
7.241,12,19.534,1.061,20.235,12,13,6,32.012,28,8,29.713,2,14,50.0,1.143,0.069,10.7,3,7.1,3,29,29.0,9.973,3.6,1,28.6
6.367,18,26.603,1.031,26.574,18,19,5,41.633,37,12,38.152,3,20,54.1,1.125,0.077,8.1,3,2.7,3,39,38.0,9.171,2.7,1,32.4
5.0,17,32.449,0.998,30.654,16,19,5,48.531,44,17,43.894,2,22,50.0,1.103,0.042,0.0,0,2.3,0,48,42.5,8.443,6.8,5,38.6
5.538,17,32.966,0.99,30.686,16,18,4,50.863,46,20,45.56,2,22,47.8,1.106,0.04,0.0,0,2.2,0,50,39.5,7.837,4.3,6,43.5
5.0,17,32.966,0.99,30.686,16,18,4,50.863,46,20,45.56,2,22,47.8,1.106,0.04,0.0,0,2.2,0,50,39.5,7.837,4.3,6,43.5
5.0,16,36.466,1.035,35.856,15,18,12,63.211,55,22,56.941,8,21,38.2,1.149,0.14,5.5,3,5.5,3,57,45.0,8.755,9.1,6,40.0
4.403,12,22.693,1.005,21.832,13,13,3,36.535,33,14,33.167,2,16,48.5,1.107,0.057,0.0,0,9.1,0,35,28.0,7.706,0.0,3,42.4
5.699,17,38.063,0.992,35.815,18,19,5,63.896,57,27,56.563,6,25,43.9,1.121,0.1,0.0,0,3.5,0,60,43.5,7.045,5.3,7,47.4
