pXC50,nHM,Si,nAT,nBT,Mp,C.,nCsp2,nN,SCBO,nBM,AMW,nDB,N.,Se,Sp,Mi,nC,nAB,nBO,Mv,nO,nS,nSK,MW,nH,RBF,H.,Sv,nHet,Me
5.721,1,94.902,84,86,0.639,36.9,14,2,50.0,15,6.628,3,2.4,83.254,53.716,1.13,31,12,41,0.585,5,0,39,556.75,45,0.151,53.6,49.13,8,0.991
5.959,0,79.474,70,71,0.629,37.1,15,4,44.0,15,6.695,3,5.7,69.854,44.023,1.135,26,12,35,0.591,4,0,34,468.66,36,0.169,51.4,41.374,8,0.998
5.305,1,78.65,70,74,0.679,41.4,21,5,59.0,25,8.224,3,7.1,71.152,47.54,1.124,29,22,45,0.656,6,1,41,575.7,29,0.122,41.4,45.904,12,1.016
7.721,1,62.029,55,58,0.66,38.2,13,3,42.0,15,7.847,3,5.5,55.738,36.313,1.128,21,12,33,0.629,5,1,30,431.56,25,0.103,45.5,34.62,9,1.013
7.886,1,72.607,64,64,0.627,34.4,9,2,36.0,9,6.854,3,3.1,64.054,40.114,1.134,22,6,30,0.582,5,1,30,438.65,34,0.203,53.1,37.233,8,1.001
6.108,1,68.361,60,62,0.633,33.3,9,4,42.0,11,7.81,5,6.7,61.378,37.989,1.139,20,6,34,0.61,7,1,32,468.59,28,0.129,46.7,36.598,12,1.023
7.398,2,64.907,57,58,0.649,35.1,9,4,37.0,12,7.779,2,7.0,57.523,37.0,1.139,20,10,30,0.609,3,0,29,443.42,28,0.155,49.1,34.733,9,1.009
6.155,2,68.365,60,62,0.648,31.7,10,5,45.5,16,8.361,5,8.3,61.673,38.881,1.139,19,11,35,0.621,7,2,33,501.65,27,0.161,45.0,37.28,14,1.028
5.745,0,76.976,68,69,0.633,38.2,15,3,43.0,15,6.671,3,4.4,67.752,43.017,1.132,26,12,34,0.593,4,0,33,453.64,35,0.188,51.5,40.352,7,0.996
5.0,1,63.488,56,57,0.626,33.9,7,1,34.0,9,7.135,3,1.8,56.512,35.04,1.134,19,6,28,0.587,6,1,27,399.56,29,0.158,51.8,32.873,8,1.009
8.523,1,78.979,70,72,0.656,38.6,17,4,49.0,19,7.296,3,5.7,70.047,45.909,1.128,27,16,38,0.615,4,1,36,510.72,34,0.181,48.6,43.034,9,1.001
5.305,1,72.152,64,67,0.665,39.1,17,4,51.5,21,8.01,4,6.3,65.051,42.534,1.127,25,17,39,0.639,6,1,36,512.64,28,0.104,43.8,40.883,11,1.016
5.208,2,46.834,42,43,0.707,40.5,13,1,34.0,15,9.817,3,2.4,42.669,29.676,1.115,17,12,25,0.663,4,1,24,412.33,18,0.14,42.9,27.834,7,1.016
6.337,1,81.653,71,71,0.598,28.2,2,4,33.0,3,6.319,3,5.6,70.807,42.444,1.15,20,0,30,0.544,5,0,30,448.62,41,0.113,57.7,38.592,10,0.997
7.377,2,67.57,60,61,0.667,36.7,13,3,40.5,14,7.728,3,5.0,60.254,40.029,1.126,22,11,32,0.619,4,2,31,463.68,29,0.197,48.3,37.146,9,1.004
6.824,1,53.614,47,48,0.629,31.9,7,3,31.0,9,7.606,3,6.4,47.854,29.551,1.141,15,6,25,0.598,5,1,24,357.48,23,0.146,48.9,28.093,9,1.018
6.509,2,62.657,56,58,0.683,39.3,14,2,40.0,14,7.976,2,3.6,56.269,38.262,1.119,22,12,32,0.636,4,2,30,446.64,26,0.155,46.4,35.598,8,1.005
5.0,1,66.491,59,61,0.647,37.3,13,1,43.0,15,7.891,3,1.7,60.283,38.188,1.127,22,12,34,0.623,8,1,32,465.57,27,0.18,45.8,36.775,10,1.022
5.0,1,60.242,54,56,0.681,42.6,19,1,45.0,21,8.177,3,1.9,54.862,36.756,1.116,23,18,33,0.654,6,1,31,441.54,23,0.161,42.6,35.292,8,1.016
4.431,1,77.195,69,72,0.674,42.0,22,2,57.0,26,7.981,4,2.9,69.942,46.5,1.119,29,22,42,0.647,7,1,39,550.68,30,0.125,43.5,44.609,10,1.014
5.532,1,51.617,46,47,0.664,39.1,13,1,35.0,15,7.902,3,2.2,46.651,30.54,1.122,18,12,26,0.632,5,1,25,363.47,21,0.17,45.7,29.051,7,1.014
8.187,1,66.248,59,62,0.68,40.7,19,3,47.0,20,7.924,2,5.1,59.52,40.108,1.123,24,18,36,0.642,5,0,33,467.5,26,0.113,44.1,37.883,9,1.009
5.0,1,44.787,40,41,0.675,40.0,13,1,33.0,15,8.385,3,2.5,40.884,27.017,1.12,16,12,24,0.65,5,1,23,335.41,17,0.146,42.5,25.997,7,1.022
5.305,0,83.059,74,78,0.666,43.2,23,4,57.5,25,7.28,2,5.4,73.97,49.262,1.122,32,23,44,0.633,4,0,40,538.7,34,0.115,45.9,46.847,8,1.0
5.099,1,74.899,66,67,0.634,34.8,8,3,43.0,11,7.268,4,4.5,66.6,41.813,1.135,23,6,34,0.598,6,1,33,479.66,33,0.149,50.0,39.442,10,1.009
5.301,0,60.189,53,57,0.637,37.7,8,4,36.0,8,6.991,2,7.5,53.109,33.762,1.136,20,6,31,0.604,3,0,27,370.5,26,0.035,49.1,32.025,7,1.002
5.31,1,67.444,60,63,0.668,40.0,16,3,47.5,20,7.827,3,5.0,60.622,40.074,1.124,24,17,36,0.636,5,1,33,469.61,27,0.111,45.0,38.147,9,1.01
5.0,2,51.537,46,47,0.678,37.0,7,1,34.0,10,8.338,3,2.2,46.727,31.188,1.12,17,6,26,0.636,5,2,25,383.53,21,0.128,45.7,29.238,8,1.016
5.569,1,60.823,54,56,0.667,38.9,13,3,44.0,16,8.251,3,5.6,55.182,36.006,1.126,21,12,33,0.645,6,1,31,445.54,23,0.107,42.6,34.808,10,1.022
4.631,1,77.195,69,72,0.674,42.0,22,2,57.0,26,7.981,4,2.9,69.942,46.5,1.119,29,22,42,0.647,7,1,39,550.68,30,0.125,43.5,44.609,10,1.014
5.0,1,49.412,44,45,0.664,38.6,13,1,35.0,15,8.305,3,2.3,45.094,29.233,1.123,17,12,26,0.642,6,1,25,365.44,19,0.156,43.2,28.239,8,1.025
7.539,2,65.577,58,60,0.661,34.5,13,3,46.0,17,8.614,5,5.2,59.796,38.324,1.131,20,12,35,0.637,8,2,33,499.62,25,0.117,43.1,36.952,13,1.031
5.764,1,61.278,54,54,0.622,33.3,7,1,31.0,9,6.881,3,1.9,54.185,33.586,1.135,18,6,25,0.577,5,1,25,371.55,29,0.167,53.7,31.158,7,1.003
6.6,1,73.577,65,67,0.656,36.9,16,4,47.0,19,7.486,3,6.2,65.389,42.637,1.132,24,16,36,0.615,5,0,34,486.56,31,0.179,47.7,39.958,10,1.006
6.939,1,70.694,63,67,0.695,42.9,24,6,60.0,31,8.645,3,9.5,64.276,43.807,1.122,27,28,43,0.677,5,1,39,544.64,24,0.119,38.1,42.631,12,1.02
4.854,1,48.076,43,44,0.688,41.9,13,2,37.0,16,8.336,3,4.7,43.658,29.568,1.118,18,12,26,0.658,4,1,25,358.45,18,0.136,41.9,28.304,7,1.015
5.301,0,64.189,57,60,0.662,42.1,17,4,44.5,19,7.343,2,7.0,57.109,37.762,1.126,24,17,34,0.632,3,0,31,418.54,26,0.083,45.6,36.025,7,1.002
5.0,1,76.82,68,70,0.643,36.8,14,2,48.0,16,7.657,4,2.9,69.152,43.716,1.13,25,12,38,0.615,8,1,36,520.66,32,0.171,47.1,41.85,11,1.017
5.306,0,65.398,58,61,0.659,41.4,17,4,45.5,19,7.492,2,6.9,58.436,38.216,1.128,24,17,35,0.633,4,0,32,434.54,26,0.098,44.8,36.74,8,1.008
5.301,0,78.478,69,73,0.626,36.2,9,4,45.0,9,7.053,3,5.8,69.625,43.171,1.137,25,6,39,0.598,6,0,35,486.63,34,0.068,49.3,41.276,10,1.009
5.0,0,72.355,64,66,0.64,39.1,15,3,44.0,15,7.087,3,4.7,64.312,40.949,1.131,25,12,35,0.61,5,0,33,453.59,31,0.152,48.4,39.013,8,1.005
5.0,1,51.91,46,47,0.657,37.0,13,2,36.0,15,8.271,3,4.3,47.196,30.239,1.128,17,12,27,0.636,6,1,26,380.46,20,0.149,43.5,29.26,9,1.026
5.721,1,51.621,46,47,0.667,39.1,14,1,38.0,16,8.553,4,2.2,47.422,30.688,1.122,18,12,28,0.651,7,1,27,393.45,19,0.17,41.3,29.953,9,1.031
4.301,0,41.614,37,38,0.674,43.2,13,3,32.0,14,8.036,1,8.1,37.589,24.949,1.125,16,12,23,0.659,3,0,22,297.34,15,0.132,40.5,24.369,6,1.016
5.0,1,56.827,51,53,0.686,43.1,19,1,44.0,21,8.383,3,2.0,51.978,34.994,1.114,22,18,32,0.662,6,1,30,427.51,21,0.151,41.2,33.765,8,1.019
8.569,0,67.94,60,61,0.636,38.3,14,3,41.5,15,7.126,4,5.0,60.429,38.188,1.132,23,11,32,0.608,5,0,31,427.55,29,0.197,48.3,36.487,8,1.007
4.824,2,72.618,65,67,0.691,41.5,20,2,51.0,22,8.824,4,3.1,65.516,44.943,1.117,27,18,38,0.649,5,1,36,573.55,29,0.194,44.6,42.204,9,1.008
7.276,1,74.654,67,71,0.694,44.8,26,3,60.0,28,8.323,4,4.5,67.949,46.529,1.114,30,24,44,0.67,6,1,40,557.67,27,0.085,40.3,44.862,10,1.014
8.523,0,79.972,70,71,0.615,34.3,11,5,42.0,13,6.567,3,7.1,69.956,43.029,1.142,24,10,34,0.577,4,0,33,459.66,37,0.183,52.9,40.395,9,0.999
5.018,0,74.853,66,67,0.636,37.9,16,4,45.0,16,7.1,4,6.1,66.414,41.955,1.134,25,12,35,0.607,5,0,34,468.61,32,0.194,48.5,40.035,9,1.006
6.892,1,53.329,47,48,0.641,34.0,7,2,36.0,10,8.52,3,4.3,48.851,30.148,1.135,16,6,28,0.632,8,1,27,400.45,20,0.104,42.6,29.69,11,1.039
5.0,1,39.744,35,35,0.659,34.3,7,3,28.0,10,8.496,3,8.6,35.993,23.051,1.136,12,6,20,0.636,4,1,20,297.37,15,0.171,42.9,22.271,8,1.028
5.658,1,50.408,45,46,0.669,40.0,13,1,34.0,15,7.722,3,2.2,45.323,30.085,1.12,18,12,25,0.63,4,1,24,347.47,21,0.13,46.7,28.336,6,1.007
5.0,1,56.242,50,51,0.655,38.0,13,1,37.0,15,7.87,3,2.0,50.862,32.756,1.125,19,12,28,0.626,6,1,27,393.5,23,0.176,46.0,31.292,8,1.017
5.699,0,62.145,54,53,0.583,29.6,3,3,25.0,3,6.102,3,5.6,53.985,31.495,1.151,16,0,22,0.543,4,0,23,329.5,31,0.17,57.4,29.299,7,1.0
4.62,3,62.826,56,58,0.708,37.5,16,5,47.5,21,9.03,4,8.9,57.0,39.642,1.122,21,17,35,0.666,4,3,33,505.7,23,0.172,41.1,37.269,12,1.018
7.208,0,81.019,71,71,0.608,33.8,10,3,41.0,10,6.755,4,4.2,71.618,43.142,1.141,24,6,34,0.578,7,0,34,479.64,37,0.225,52.1,41.023,10,1.009
5.268,1,46.993,42,43,0.674,40.5,13,1,33.0,15,7.939,3,2.4,42.44,28.324,1.119,17,12,24,0.638,4,1,23,333.44,19,0.14,45.2,26.809,6,1.01
5.0,1,76.112,68,71,0.666,41.2,19,1,52.0,21,7.73,3,1.5,68.723,45.256,1.119,28,18,40,0.634,7,1,37,525.67,31,0.155,45.6,43.114,9,1.011
5.222,2,46.834,42,43,0.707,40.5,13,1,34.0,15,9.817,3,2.4,42.669,29.676,1.115,17,12,25,0.663,4,1,24,412.33,18,0.14,42.9,27.834,7,1.016
4.658,1,103.111,92,95,0.665,41.3,26,2,65.0,27,7.139,3,2.2,91.581,61.171,1.121,38,24,50,0.618,6,0,47,656.82,45,0.189,48.9,56.845,9,0.995
6.845,1,70.714,62,62,0.622,33.9,9,3,36.0,9,7.129,3,4.8,62.52,38.568,1.141,21,6,30,0.587,5,0,30,442.01,32,0.194,51.6,36.368,9,1.008
5.699,0,106.779,93,96,0.626,36.6,17,6,64.0,17,7.579,5,6.5,95.112,58.256,1.148,34,12,53,0.611,7,0,50,704.83,43,0.073,46.2,56.818,16,1.023
6.261,1,64.444,57,59,0.65,36.8,13,3,41.0,15,7.607,3,5.3,57.622,37.074,1.131,21,12,32,0.617,5,1,30,433.58,27,0.119,47.4,35.147,9,1.011
7.292,1,85.473,75,75,0.606,32.0,3,2,34.0,3,6.09,3,2.7,74.145,45.466,1.14,24,0,31,0.549,4,1,31,456.77,44,0.12,58.7,41.152,7,0.989
4.0,2,46.834,42,43,0.707,40.5,13,1,34.0,15,9.817,3,2.4,42.669,29.676,1.115,17,12,25,0.663,4,1,24,412.33,18,0.14,42.9,27.834,7,1.016
8.329,0,67.145,59,59,0.619,35.6,11,3,35.0,10,6.603,4,5.1,58.985,36.495,1.138,21,6,28,0.581,4,0,28,389.55,31,0.186,52.5,34.299,7,1.0
8.0,2,47.718,41,42,0.686,39.0,13,2,39.0,15,11.191,3,4.9,44.545,28.114,1.164,16,12,30,0.708,4,1,29,458.82,12,0.143,29.3,29.048,13,1.086
5.0,1,63.072,56,57,0.648,37.5,13,1,39.0,15,7.528,3,1.8,56.629,36.279,1.126,21,12,30,0.613,6,1,29,421.56,27,0.193,48.2,34.346,8,1.011
4.886,2,40.004,36,37,0.726,41.7,13,1,32.0,15,10.674,3,2.8,36.902,26.154,1.111,15,12,23,0.688,4,1,22,384.27,14,0.135,38.9,24.781,7,1.025
5.301,0,77.853,69,72,0.652,40.6,18,4,51.5,20,7.314,3,5.8,69.414,44.955,1.128,28,17,40,0.624,5,0,37,504.64,32,0.111,46.4,43.035,9,1.006
4.398,1,91.56,81,83,0.64,37.0,15,3,53.0,17,7.059,5,3.7,81.134,51.858,1.13,30,12,42,0.599,6,1,40,571.81,41,0.181,50.6,48.549,10,1.002
8.301,0,69.94,62,64,0.648,40.3,17,3,46.0,19,7.283,3,4.8,62.429,40.188,1.128,25,16,35,0.621,5,0,33,451.57,29,0.156,46.8,38.487,8,1.007
6.921,1,81.611,72,75,0.645,36.1,15,4,54.0,17,8.01,5,5.6,73.8,46.421,1.133,26,12,43,0.626,9,1,40,576.69,32,0.133,44.4,45.081,14,1.025
5.0,1,79.527,71,74,0.662,40.8,19,1,53.0,21,7.601,3,1.4,71.607,47.017,1.12,29,18,41,0.629,7,1,38,539.7,33,0.162,46.5,44.641,9,1.009
5.0,0,63.524,56,57,0.633,37.5,13,3,38.5,14,7.17,3,5.4,56.545,35.426,1.134,21,11,30,0.606,5,0,29,401.51,27,0.14,48.2,33.96,8,1.01
5.167,0,83.806,74,75,0.629,37.8,15,3,45.0,15,6.509,3,4.1,73.519,46.54,1.133,28,12,36,0.587,4,0,35,481.7,39,0.2,52.7,43.406,7,0.994
4.252,2,50.834,46,48,0.732,45.7,19,1,42.0,21,10.008,3,2.2,46.669,33.676,1.105,21,18,30,0.692,4,1,28,460.37,18,0.146,39.1,31.834,7,1.015
6.469,1,69.773,62,63,0.652,38.7,14,2,39.0,14,6.914,2,3.2,61.516,40.444,1.125,24,12,31,0.601,3,1,30,428.65,32,0.159,51.6,37.276,6,0.992
6.959,1,53.25,47,49,0.663,38.3,13,2,39.0,15,8.733,3,4.3,48.709,31.176,1.133,18,12,30,0.652,6,1,28,410.46,19,0.122,40.4,30.643,10,1.036
7.051,0,63.315,56,57,0.642,39.3,15,3,39.0,15,7.099,3,5.4,56.218,35.972,1.131,22,12,30,0.612,4,0,29,397.52,27,0.175,48.2,34.245,7,1.004
7.301,1,50.7,45,46,0.662,37.8,13,2,35.0,15,8.099,3,4.4,45.869,29.784,1.127,17,12,26,0.634,5,1,25,364.46,20,0.152,44.4,28.545,8,1.019
5.699,0,101.735,89,92,0.629,37.1,17,5,62.0,17,7.571,5,5.6,90.941,56.006,1.143,33,12,51,0.613,8,0,48,673.79,41,0.076,46.1,54.601,15,1.022
8.959,0,76.561,68,70,0.651,41.2,19,3,49.0,20,6.995,4,4.4,67.869,44.256,1.126,28,16,37,0.615,4,0,35,475.64,33,0.171,48.5,41.825,7,0.998
5.66,1,72.776,65,68,0.671,41.5,19,2,50.0,21,7.61,3,3.1,65.287,43.591,1.12,27,18,38,0.634,5,1,35,494.66,30,0.132,46.2,41.179,8,1.004
5.62,1,64.946,58,60,0.674,41.4,19,2,46.0,21,7.838,3,3.4,58.52,39.068,1.12,24,18,34,0.64,5,1,32,454.59,26,0.167,44.8,37.125,8,1.009
5.0,0,65.856,58,59,0.62,36.2,9,2,35.0,9,6.733,3,3.4,58.211,35.944,1.135,21,6,29,0.586,5,0,28,390.53,30,0.068,51.7,33.992,7,1.004
6.959,2,49.333,44,45,0.697,38.6,13,2,35.0,15,9.712,3,4.5,44.771,30.682,1.121,17,12,26,0.656,4,1,25,427.35,19,0.133,43.2,28.856,8,1.018
9.222,0,63.355,55,54,0.581,29.1,3,3,26.0,3,6.282,3,5.5,55.312,31.949,1.152,16,0,23,0.546,5,0,24,345.5,31,0.167,56.4,30.013,8,1.006
6.481,2,69.717,62,63,0.666,38.7,14,2,40.0,14,7.469,2,3.2,61.84,41.301,1.124,24,12,32,0.615,3,1,31,463.09,31,0.159,50.0,38.104,7,0.997
5.0,1,75.405,67,70,0.656,38.8,15,2,51.0,17,7.92,5,3.0,68.269,43.955,1.125,26,12,40,0.632,8,1,37,530.65,30,0.157,44.8,42.323,11,1.019
8.276,0,71.77,63,64,0.614,34.9,9,3,37.0,9,6.66,3,4.8,63.196,38.711,1.139,22,6,31,0.58,5,0,30,419.58,33,0.063,52.4,36.54,8,1.003
5.0,1,51.784,46,48,0.675,39.1,14,3,39.0,16,8.467,4,6.5,47.087,31.029,1.126,18,12,29,0.653,5,1,27,389.47,19,0.083,41.3,30.04,9,1.024
7.046,0,72.976,64,64,0.61,34.4,9,3,35.0,9,6.337,3,4.7,63.752,39.017,1.14,22,6,29,0.568,4,0,29,405.6,35,0.219,54.7,36.352,7,0.996
6.244,0,65.524,58,60,0.645,39.7,15,3,42.0,15,7.337,3,5.2,58.545,37.426,1.13,23,12,33,0.62,5,0,31,425.53,27,0.133,46.6,35.96,8,1.009
8.456,0,74.268,65,66,0.611,33.8,9,4,38.0,9,6.686,3,6.2,65.298,39.716,1.143,22,6,32,0.578,5,0,31,434.6,34,0.152,52.3,37.562,9,1.005
7.06,0,76.355,68,71,0.661,42.6,20,3,52.5,21,7.377,4,4.4,68.312,44.949,1.123,29,17,40,0.633,5,0,37,501.63,31,0.155,45.6,43.013,8,1.005
6.071,1,56.335,50,52,0.667,38.0,13,2,37.0,14,7.808,2,4.0,50.534,33.341,1.127,19,12,29,0.627,5,0,27,390.41,23,0.115,46.0,31.335,8,1.011
7.745,0,63.687,56,58,0.639,37.5,13,5,40.5,17,7.099,2,8.9,56.211,35.767,1.137,21,15,31,0.608,3,0,29,397.53,27,0.155,48.2,34.046,8,1.004
5.066,0,64.338,56,58,0.642,39.3,15,3,45.0,15,8.598,3,5.4,58.527,35.932,1.149,22,12,36,0.648,6,0,34,481.47,22,0.138,39.3,36.298,12,1.045
7.62,2,58.451,52,54,0.672,36.5,7,2,38.0,10,8.165,3,3.8,52.713,34.955,1.124,19,6,30,0.63,5,2,28,424.59,24,0.093,46.2,32.786,9,1.014
5.31,1,70.86,63,66,0.664,39.7,16,3,48.5,20,7.677,3,4.8,63.505,41.835,1.125,25,17,37,0.63,5,1,34,483.64,29,0.121,46.0,39.674,9,1.008
5.38,1,47.617,42,42,0.632,33.3,7,1,27.0,9,7.51,3,2.4,42.651,26.54,1.134,14,6,21,0.596,5,1,21,315.43,21,0.19,50.0,25.051,7,1.015
6.319,1,69.361,61,63,0.639,34.4,11,4,44.0,12,7.879,6,6.6,62.378,38.989,1.137,21,6,35,0.616,7,1,33,480.6,28,0.159,45.9,37.598,12,1.023
5.301,0,64.524,57,60,0.639,38.6,11,3,40.0,10,7.255,4,5.3,57.545,36.426,1.132,22,6,33,0.613,5,0,30,413.52,27,0.067,47.4,34.96,8,1.01
4.283,0,71.434,63,64,0.636,38.1,15,4,41.0,15,6.74,3,6.3,62.76,40.046,1.134,24,12,32,0.597,3,0,31,424.6,32,0.156,50.8,37.605,7,0.996
6.77,1,50.574,45,46,0.679,40.0,13,3,38.0,16,8.299,3,6.7,45.76,30.574,1.124,18,12,27,0.652,4,1,26,373.47,19,0.13,42.2,29.325,8,1.017
5.959,1,63.495,56,58,0.651,37.5,13,2,42.0,15,8.081,3,3.6,57.36,36.46,1.134,21,12,33,0.629,6,1,31,452.55,25,0.121,44.6,35.224,10,1.024
6.488,2,60.617,54,57,0.693,38.9,16,4,46.5,20,8.789,3,7.4,55.149,37.443,1.123,21,17,35,0.662,5,2,32,474.61,22,0.105,40.7,35.775,11,1.021
7.071,0,69.149,61,62,0.633,37.7,15,3,42.0,15,7.271,3,4.9,61.756,38.642,1.134,23,12,33,0.61,6,0,32,443.55,29,0.161,47.5,37.201,9,1.012
5.305,0,72.023,64,68,0.663,42.2,18,4,51.5,20,7.634,3,6.3,64.647,42.432,1.125,27,17,40,0.64,5,0,36,488.59,28,0.103,43.8,40.981,9,1.01
8.222,1,57.014,50,52,0.664,38.0,13,2,39.0,14,8.528,2,4.0,51.56,33.216,1.14,19,12,31,0.642,5,0,29,426.39,21,0.115,42.0,32.102,10,1.031
5.0,1,79.026,70,72,0.643,37.1,14,2,48.0,16,7.41,4,2.9,70.709,45.023,1.129,26,12,38,0.609,7,1,36,518.69,34,0.167,48.6,42.662,10,1.01
7.231,1,54.208,48,50,0.669,37.5,13,3,36.0,14,7.821,2,6.3,48.425,32.131,1.129,18,12,28,0.627,4,0,26,375.4,22,0.1,45.8,30.115,8,1.009
7.721,2,64.7,57,58,0.638,31.6,7,2,38.0,11,7.871,5,3.5,58.134,36.387,1.135,18,6,30,0.601,7,2,29,448.62,28,0.121,49.1,34.269,11,1.02
5.108,1,65.239,58,61,0.668,39.7,16,3,47.5,20,8.131,3,5.2,59.065,38.767,1.125,23,17,36,0.644,6,1,33,471.58,25,0.098,43.1,37.335,10,1.018
6.17,1,48.784,43,44,0.652,34.9,7,3,33.0,10,8.22,3,7.0,44.087,28.029,1.135,15,6,25,0.629,5,1,24,353.44,19,0.114,44.2,27.04,9,1.025
4.62,2,49.333,44,45,0.697,38.6,13,2,35.0,15,9.712,3,4.5,44.771,30.682,1.121,17,12,26,0.656,4,1,25,427.35,19,0.133,43.2,28.856,8,1.018
7.721,1,74.69,66,67,0.642,36.4,12,3,43.0,14,7.207,4,4.5,66.272,42.358,1.132,24,10,34,0.602,5,1,33,475.67,33,0.194,50.0,39.727,9,1.004
7.208,1,52.285,46,48,0.656,34.8,11,4,39.5,15,8.923,4,8.7,47.96,30.182,1.137,16,11,30,0.651,7,1,28,410.45,18,0.104,39.1,29.964,12,1.043
7.444,0,92.517,82,85,0.648,40.2,21,4,60.5,22,7.351,5,4.9,82.72,53.148,1.128,33,17,47,0.622,7,0,44,602.75,38,0.165,46.3,51.045,11,1.009
5.767,1,51.617,46,47,0.664,39.1,13,1,35.0,15,7.902,3,2.2,46.651,30.54,1.122,18,12,26,0.632,5,1,25,363.47,21,0.149,45.7,29.051,7,1.014
5.305,0,85.893,76,79,0.644,39.5,18,4,54.5,20,7.22,3,5.3,76.509,48.932,1.13,30,17,43,0.616,6,0,40,548.7,36,0.114,47.4,46.803,10,1.007
5.767,1,52.033,46,47,0.637,34.8,7,1,30.0,9,7.423,3,2.2,46.534,29.301,1.131,16,6,24,0.6,5,1,23,341.47,23,0.128,50.0,27.577,7,1.012
5.306,0,79.059,70,74,0.647,40.0,15,4,50.0,18,7.009,2,5.7,69.97,45.262,1.129,28,16,40,0.612,4,0,36,490.66,34,0.081,48.6,42.847,8,1.0
7.585,2,73.614,65,66,0.649,33.8,8,3,44.0,11,7.903,4,4.6,66.12,42.154,1.133,22,6,35,0.613,7,2,34,513.7,31,0.121,47.7,39.817,12,1.017
5.0,1,60.072,53,54,0.628,34.0,7,1,33.0,9,7.274,3,1.9,53.629,33.279,1.133,18,6,27,0.591,6,1,26,385.53,27,0.167,50.9,31.346,8,1.012
8.086,0,38.409,34,35,0.666,41.2,13,3,30.0,14,8.45,2,8.8,35.033,22.642,1.13,14,12,22,0.663,4,0,21,287.3,13,0.143,38.2,22.557,7,1.03
4.229,0,35.827,32,33,0.669,43.8,12,1,27.0,10,8.103,4,3.1,32.713,21.392,1.12,14,6,20,0.658,4,0,19,259.28,13,0.182,40.6,21.041,5,1.022
5.306,0,64.109,57,60,0.661,42.1,17,3,45.5,19,7.641,2,5.3,57.662,37.665,1.125,24,17,35,0.639,5,0,32,435.52,25,0.1,43.9,36.433,8,1.012
5.0,1,48.827,43,43,0.628,32.6,7,1,28.0,9,7.708,3,2.3,43.978,26.994,1.136,14,6,22,0.599,6,1,22,331.43,21,0.186,48.8,25.765,8,1.023
7.1,1,72.367,64,66,0.659,37.5,16,4,46.0,19,7.352,3,6.3,64.061,42.182,1.131,24,16,35,0.613,4,0,33,470.56,31,0.167,48.4,39.244,9,1.001
4.804,1,76.533,67,67,0.617,31.3,8,3,37.0,9,6.829,3,4.5,67.265,41.37,1.142,21,6,31,0.571,6,0,31,457.57,36,0.194,53.7,38.232,10,1.004
7.081,0,74.062,65,67,0.622,35.4,10,4,42.0,10,7.086,4,6.2,65.741,40.409,1.139,23,6,35,0.596,6,0,33,460.59,32,0.104,49.2,38.75,10,1.011
4.0,1,68.152,60,62,0.642,35.0,10,4,43.5,15,7.743,4,6.7,61.051,38.534,1.136,21,11,34,0.615,6,1,32,464.6,28,0.161,46.7,36.883,11,1.018
5.306,0,73.023,65,69,0.668,43.1,21,4,54.0,24,7.702,2,6.2,65.647,43.432,1.123,28,22,41,0.646,5,0,37,500.6,28,0.116,43.1,41.981,9,1.01
7.638,0,62.734,55,56,0.616,34.5,9,3,35.0,9,7.154,3,5.5,55.872,33.881,1.141,19,6,29,0.594,6,0,28,393.49,27,0.125,49.1,32.675,9,1.016
5.301,1,86.354,76,79,0.626,34.2,8,3,47.0,10,7.076,4,3.9,76.578,47.551,1.136,26,6,40,0.589,7,1,37,537.75,39,0.089,51.3,44.737,11,1.008
5.59,1,64.365,57,59,0.649,36.8,13,2,42.0,15,7.905,3,3.5,58.174,36.977,1.129,21,12,33,0.624,7,1,31,450.56,26,0.119,45.6,35.555,10,1.021
7.215,2,66.538,59,61,0.687,37.3,20,5,57.0,26,9.553,8,8.5,61.676,40.506,1.128,22,18,40,0.68,9,2,38,563.62,21,0.164,35.6,40.129,16,1.045
8.77,0,80.972,71,72,0.62,35.2,12,5,43.5,14,6.643,3,7.0,70.956,44.029,1.14,25,11,35,0.583,4,0,34,471.67,37,0.153,52.1,41.395,9,0.999
6.896,1,66.654,59,61,0.653,37.3,14,3,44.0,16,7.824,4,5.1,59.949,38.529,1.13,22,12,34,0.625,6,1,32,461.59,27,0.164,45.8,36.862,10,1.016
7.409,1,59.239,52,53,0.63,32.7,8,3,35.0,10,7.683,4,5.8,53.065,32.767,1.139,17,6,28,0.603,6,1,27,399.52,25,0.17,48.1,31.335,10,1.02
5.018,1,54.448,48,48,0.626,33.3,7,1,29.0,9,7.156,3,2.1,48.418,30.063,1.134,16,6,23,0.586,5,1,23,343.49,25,0.208,52.1,28.104,7,1.009
6.339,2,53.771,48,50,0.684,39.6,13,1,39.0,15,8.873,3,2.1,49.302,32.852,1.12,19,12,30,0.658,6,1,28,425.92,20,0.12,41.7,31.593,9,1.027
4.975,0,75.933,67,69,0.643,38.8,17,5,47.0,19,6.92,3,7.5,66.861,43.052,1.133,26,16,36,0.606,3,0,34,463.64,33,0.145,49.3,40.627,8,0.998
5.155,2,50.25,45,46,0.699,40.0,13,1,35.0,15,9.475,3,2.2,45.553,31.438,1.117,18,12,26,0.652,4,1,25,426.36,20,0.152,44.4,29.361,7,1.012
