pXC50,Sp,nC,nBO,nAT,nBT,nSK,SCBO,Sv,MW,X.,nF,nH,Si,nCsp3,Se,O.,RBN,nN,N.,Mv,nHet,nCsp2,nDB,Mi,H.,nAB,AMW,Mp,RBF,nBM
5.523,51.881,33,44,79.0,83.0,40,57.0,48.492,537.77,0.0,0,39,88.969,14,78.185,2.5,6,5,6.3,0.614,7,18,2,1.126,49.4,18,6.807,0.657,0.072,21
7.301,47.193,27,40,68.0,72.0,36,52.5,43.365,544.82,0.0,0,32,75.822,11,67.996,5.9,8,2,2.9,0.638,9,16,4,1.115,47.1,17,8.012,0.694,0.111,21
6.218,48.659,32,44,71.0,76.0,39,56.0,45.938,542.12,1.4,0,32,79.295,11,70.865,4.2,7,3,4.2,0.647,7,21,3,1.117,45.1,18,7.635,0.685,0.092,21
8.222,50.461,31,39,80.0,84.0,35,45.0,45.842,475.79,0.0,0,45,90.424,20,78.188,1.3,9,3,3.8,0.573,4,11,0,1.13,56.3,12,5.947,0.631,0.107,12
6.0,49.114,29,41,69.0,73.0,37,52.0,44.93,575.67,2.9,0,32,76.787,11,68.796,2.9,8,2,2.9,0.651,8,18,2,1.113,46.4,18,8.343,0.712,0.11,20
5.523,45.608,28,37,67.0,70.0,34,48.0,41.916,497.15,1.5,0,33,74.923,10,66.396,3.0,9,2,3.0,0.626,6,18,2,1.118,49.3,18,7.42,0.681,0.129,20
9.0,56.478,34,46,89.0,94.0,41,54.5,51.906,556.88,0.0,0,48,100.918,21,87.494,1.1,11,6,6.7,0.583,7,13,0,1.134,53.9,17,6.257,0.635,0.117,17
5.0,50.875,30,42,72.0,76.0,38,53.0,46.457,589.7,2.8,0,34,80.202,12,71.68,2.8,9,2,2.8,0.645,8,18,2,1.114,47.2,18,8.19,0.707,0.118,20
8.824,55.864,33,47,86.0,89.0,44,61.0,52.571,622.86,0.0,0,42,97.058,14,86.236,7.0,15,4,4.7,0.611,11,19,5,1.129,48.8,18,7.243,0.65,0.169,23
7.0,50.023,29,43,71.0,75.0,39,56.0,46.36,607.67,2.8,0,32,79.205,11,71.451,5.6,8,2,2.8,0.653,10,18,4,1.116,45.1,18,8.559,0.705,0.107,22
6.0,47.188,27,37,74.0,76.0,35,46.0,43.593,501.76,0.0,0,39,83.726,14,73.596,5.4,11,3,4.1,0.589,8,13,3,1.131,52.7,12,6.781,0.638,0.145,15
8.187,49.375,29,39,74.0,77.0,36,49.5,45.044,526.83,0.0,0,38,82.938,13,73.243,4.1,12,2,2.7,0.609,7,16,2,1.121,51.4,17,7.119,0.667,0.156,19
7.959,46.324,26,36,69.0,72.0,33,43.0,41.567,561.57,1.4,0,36,78.065,15,68.043,1.4,4,5,7.2,0.602,7,11,1,1.131,52.2,12,8.139,0.671,0.056,13
8.523,45.972,28,41,70.0,73.0,38,49.0,44.008,598.53,7.1,4,32,80.173,14,71.261,2.9,6,3,4.3,0.629,10,14,2,1.145,45.7,12,8.55,0.657,0.082,14
8.301,53.37,33,44,84.0,89.0,39,51.0,49.271,531.81,0.0,0,45,94.842,20,82.843,3.6,8,3,3.6,0.587,6,13,1,1.129,53.6,12,6.331,0.635,0.09,13
5.31,44.137,29,37,66.0,69.0,34,49.0,41.176,452.65,0.0,0,32,74.015,9,65.105,1.5,7,4,6.1,0.624,5,19,1,1.121,48.5,18,6.858,0.669,0.101,20
9.222,61.075,39,52,94.0,99.0,47,64.5,57.203,638.9,1.1,1,47,106.096,17,93.341,3.2,12,4,4.3,0.609,8,22,1,1.129,50.0,23,6.797,0.65,0.121,24
8.194,53.495,33,44,81.0,85.0,40,56.0,49.405,559.84,0.0,0,41,90.932,14,80.152,3.7,10,3,3.7,0.61,7,19,3,1.123,50.6,18,6.912,0.66,0.118,21
6.495,46.415,30,37,71.0,74.0,34,47.0,42.735,455.7,0.0,0,37,79.763,11,69.654,1.4,8,3,4.2,0.602,4,19,1,1.123,52.1,18,6.418,0.654,0.108,19
4.31,43.239,26,36,65.0,68.0,33,45.0,40.077,464.69,0.0,0,32,73.145,11,64.509,3.1,10,4,6.2,0.617,7,15,3,1.125,49.2,12,7.149,0.665,0.147,15
6.745,47.563,31,40,72.0,75.0,37,53.0,44.637,497.69,0.0,0,35,80.766,10,71.425,4.2,11,3,4.2,0.62,6,21,4,1.122,48.6,18,6.912,0.661,0.147,22
9.222,58.648,36,51,93.0,97.0,47,60.5,55.88,658.86,4.3,4,46,106.53,20,93.763,3.2,12,4,4.3,0.601,11,16,1,1.145,49.5,17,7.085,0.631,0.124,18
5.26,43.171,27,32,68.0,70.0,30,39.0,39.24,406.67,0.0,0,38,76.68,14,66.436,1.5,8,2,2.9,0.577,3,13,1,1.128,55.9,12,5.98,0.635,0.114,13
5.959,50.296,32,41,78.0,81.0,38,51.0,46.911,516.74,0.0,0,40,87.723,13,77.301,5.1,11,2,2.6,0.601,6,19,1,1.125,51.3,18,6.625,0.645,0.136,19
9.523,56.433,35,49,89.0,93.0,45,58.5,53.638,628.83,4.5,4,44,101.905,19,89.552,2.2,10,4,4.5,0.603,10,16,1,1.145,49.4,17,7.066,0.634,0.108,18
7.959,50.342,30,42,80.0,84.0,38,49.0,46.929,523.77,1.3,1,42,91.139,19,79.465,2.5,11,5,6.3,0.587,8,11,1,1.139,52.5,12,6.547,0.629,0.131,13
7.569,48.682,29,42,72.0,75.0,39,52.0,45.92,619.0,2.8,0,33,80.971,10,72.632,6.9,10,3,4.2,0.638,10,19,1,1.125,45.8,18,8.597,0.676,0.133,19
6.076,26.256,15,23,36.0,37.0,22,31.0,24.814,381.68,5.6,0,14,40.479,1,36.589,2.8,6,4,11.1,0.689,7,14,2,1.124,38.9,12,10.602,0.729,0.162,14
6.921,44.972,26,35,70.0,72.0,33,44.0,41.351,471.73,0.0,0,37,79.102,13,69.385,4.3,10,3,4.3,0.591,7,13,3,1.13,52.9,12,6.739,0.642,0.139,15
8.699,51.609,32,42,81.0,85.0,38,50.0,47.745,517.78,0.0,0,43,91.427,18,79.959,3.7,9,3,3.7,0.589,6,14,2,1.129,53.1,12,6.392,0.637,0.106,14
7.509,49.847,31,41,78.0,82.0,37,49.0,46.218,503.75,0.0,0,41,88.012,17,77.076,3.8,8,3,3.8,0.593,6,14,2,1.128,52.6,12,6.458,0.639,0.098,14
7.824,48.949,28,38,77.0,79.0,36,47.0,45.12,515.79,0.0,0,41,87.141,15,76.479,5.2,13,3,3.9,0.586,8,13,3,1.132,53.2,12,6.699,0.636,0.165,15
6.77,47.546,29,42,69.0,74.0,37,55.0,44.178,536.77,0.0,0,32,76.902,11,68.92,5.8,5,2,2.9,0.64,8,18,4,1.115,46.4,18,7.779,0.689,0.068,22
7.155,47.824,29,39,71.0,74.0,36,50.0,44.157,527.18,1.4,0,35,79.547,11,70.607,4.2,10,2,2.8,0.622,7,18,2,1.12,49.3,18,7.425,0.674,0.135,20
9.699,53.239,34,47,81.0,85.0,43,61.0,50.615,582.76,0.0,0,38,91.099,12,81.065,6.2,11,4,4.9,0.625,9,22,5,1.125,46.9,18,7.195,0.657,0.129,23
7.699,48.614,29,40,72.0,76.0,36,50.5,44.517,524.81,0.0,0,36,80.523,13,71.36,4.2,9,2,2.8,0.618,7,16,2,1.118,50.0,17,7.289,0.675,0.118,19
6.569,48.711,29,41,70.0,74.0,37,53.0,44.818,557.23,1.4,0,33,78.052,11,69.8,4.3,8,2,2.9,0.64,8,18,3,1.115,47.1,18,7.96,0.696,0.108,21
8.959,48.762,29,41,78.0,81.0,38,48.0,45.981,531.74,3.8,3,40,89.609,18,78.163,1.3,6,5,6.4,0.589,9,11,1,1.149,51.3,12,6.817,0.625,0.074,13
8.301,56.472,34,45,87.0,90.0,42,57.0,52.173,591.89,0.0,0,45,97.972,15,86.247,4.6,15,3,3.4,0.6,8,19,3,1.126,51.7,18,6.803,0.649,0.167,21
9.125,55.654,33,47,85.0,88.0,44,62.0,52.35,619.86,0.0,0,41,95.932,12,85.127,5.9,14,5,5.9,0.616,11,21,6,1.129,48.2,18,7.292,0.655,0.159,24
8.222,54.887,34,43,87.0,91.0,39,50.0,50.304,532.84,0.0,0,48,98.174,21,85.508,3.4,11,2,2.3,0.578,5,13,1,1.128,55.2,12,6.125,0.631,0.121,13
5.371,44.063,27,37,65.0,68.0,34,47.0,41.051,500.51,3.1,0,31,73.03,10,64.861,3.1,9,3,4.6,0.632,7,17,2,1.124,47.7,16,7.7,0.678,0.132,18
6.313,47.938,30,38,75.0,79.0,34,45.0,43.788,459.74,0.0,0,41,84.593,17,73.421,1.3,5,3,4.0,0.584,4,13,1,1.128,54.7,12,6.13,0.639,0.063,13
9.398,58.836,36,48,93.0,97.0,44,57.5,54.73,604.89,1.1,1,49,105.511,20,92.225,3.2,12,4,4.3,0.588,8,16,1,1.135,52.7,17,6.504,0.633,0.124,18
7.959,60.444,38,50,94.0,100.0,44,59.5,55.632,594.92,0.0,0,50,105.962,22,92.385,2.1,10,4,4.3,0.592,6,16,1,1.127,53.2,17,6.329,0.643,0.1,18
8.602,55.0,35,49,84.0,89.0,44,62.0,52.142,596.79,0.0,0,40,94.514,14,83.949,6.0,11,4,4.8,0.621,9,21,4,1.125,47.6,18,7.105,0.655,0.124,22
8.921,57.075,35,47,90.0,94.0,43,56.5,53.203,590.86,1.1,1,47,102.096,19,89.341,3.3,12,4,4.4,0.591,8,16,1,1.134,52.2,17,6.565,0.634,0.128,18
9.523,56.62,35,46,89.0,93.0,42,55.5,52.488,574.86,1.1,1,47,100.886,19,88.014,2.2,11,4,4.5,0.59,7,16,1,1.134,52.8,17,6.459,0.636,0.118,18
7.921,54.552,34,47,85.0,90.0,42,56.5,51.149,574.81,1.2,1,43,96.265,18,84.574,3.5,9,4,4.7,0.602,8,16,1,1.133,50.6,17,6.762,0.642,0.1,18
9.072,54.859,34,45,86.0,90.0,41,54.5,50.961,560.83,1.2,1,45,97.471,18,85.13,2.3,11,4,4.7,0.593,7,16,1,1.133,52.3,17,6.521,0.638,0.122,18
9.155,57.075,35,47,90.0,94.0,43,56.5,53.203,590.86,1.1,1,47,102.096,19,89.341,3.3,11,4,4.4,0.591,8,16,1,1.134,52.2,17,6.565,0.634,0.117,18
9.097,53.609,34,45,83.0,88.0,40,54.5,49.745,541.8,0.0,0,43,93.427,18,81.959,3.6,9,3,3.6,0.599,6,16,1,1.126,51.8,17,6.528,0.646,0.102,18
7.387,53.853,34,46,83.0,88.0,41,56.5,50.239,554.8,0.0,0,42,93.51,17,82.178,3.6,9,4,4.8,0.605,7,17,2,1.127,50.6,17,6.684,0.649,0.102,19
9.046,56.62,35,46,89.0,93.0,42,55.5,52.488,574.86,1.1,1,47,100.886,19,88.014,2.2,12,4,4.5,0.59,7,16,1,1.134,52.8,17,6.459,0.636,0.129,18
9.086,49.387,31,46,77.0,82.0,41,55.0,47.531,572.71,5.2,4,36,88.244,17,78.017,2.6,8,4,5.2,0.617,10,14,1,1.146,46.8,16,7.438,0.641,0.098,17
7.161,50.455,32,40,79.0,84.0,35,46.0,45.82,472.78,0.0,0,44,88.925,20,77.087,1.3,7,2,2.5,0.58,3,12,0,1.126,55.7,12,5.985,0.639,0.083,12
8.553,48.881,30,42,76.0,81.0,37,51.0,45.492,501.74,0.0,0,39,85.969,17,75.185,2.6,7,5,6.6,0.599,7,13,1,1.131,51.3,16,6.602,0.643,0.086,17
8.423,68.523,42,55,105.0,109.0,51,69.5,63.302,711.07,0.0,0,54,118.131,18,103.883,3.8,17,4,3.8,0.603,9,24,3,1.125,51.4,23,6.772,0.653,0.156,26
8.758,48.171,28,40,71.0,74.0,37,48.0,44.675,566.62,4.2,1,34,80.12,14,71.218,2.8,8,3,4.2,0.629,9,14,2,1.128,47.9,12,7.981,0.678,0.108,14
9.745,175.78,90,148,284.0,289.0,143,179.5,167.394,2037.78,0.0,0,141,326.474,48,287.118,6.3,47,33,11.6,0.589,53,42,20,1.15,49.6,23,7.175,0.619,0.163,43
5.699,30.779,18,27,43.0,45.0,25,35.0,28.868,421.75,4.7,0,18,48.31,4,43.356,2.3,6,4,9.3,0.671,7,14,2,1.123,41.9,12,9.808,0.716,0.133,14
6.824,43.665,25,35,68.0,70.0,33,44.0,40.539,473.7,0.0,0,35,76.896,12,67.829,5.9,10,3,4.4,0.596,8,13,3,1.131,51.5,12,6.966,0.642,0.143,15
5.8,52.591,33,46,77.0,82.0,41,57.0,49.126,591.63,2.6,0,36,86.358,13,76.73,2.6,7,4,5.2,0.638,8,20,2,1.122,46.8,18,7.684,0.683,0.085,20
8.959,56.887,35,50,90.0,94.0,46,59.5,54.353,644.83,4.4,4,44,103.115,19,90.879,3.3,12,4,4.4,0.604,11,16,1,1.146,48.9,17,7.165,0.632,0.128,18
6.699,44.955,30,36,68.0,72.0,32,45.0,40.998,424.68,0.0,0,36,76.055,12,66.225,0.0,7,2,2.9,0.603,2,18,0,1.118,52.9,18,6.245,0.661,0.097,18
8.301,58.921,38,50,90.0,96.0,44,62.0,54.578,590.88,0.0,0,46,101.131,18,88.617,2.2,8,4,4.4,0.606,6,20,1,1.124,51.1,22,6.565,0.655,0.083,23
7.7,53.705,34,45,83.0,89.0,39,54.0,49.336,524.82,0.0,0,44,93.507,20,81.407,1.2,6,4,4.8,0.594,5,14,1,1.127,53.0,16,6.323,0.647,0.067,17
8.155,57.307,37,52,87.0,94.0,45,64.0,53.954,606.83,0.0,0,42,97.72,17,86.505,4.6,8,4,4.6,0.62,8,20,1,1.123,48.3,22,6.975,0.659,0.085,23
7.886,54.387,33,45,82.0,87.0,40,56.0,49.798,554.88,0.0,0,42,92.383,18,80.592,0.0,8,6,7.3,0.607,7,14,1,1.127,51.2,16,6.767,0.663,0.092,18
8.097,55.398,36,48,84.0,90.0,42,60.0,51.524,562.82,0.0,0,42,94.301,16,82.85,2.4,8,4,4.8,0.613,6,20,1,1.123,50.0,22,6.7,0.66,0.089,23
7.745,55.273,31,45,87.0,91.0,41,54.0,50.996,582.9,0.0,0,46,98.842,21,86.341,3.4,7,6,6.9,0.586,10,10,3,1.136,52.9,12,6.7,0.635,0.077,15
9.046,57.097,37,50,87.0,93.0,44,62.0,53.434,594.84,1.1,1,43,98.056,17,86.247,2.3,9,4,4.6,0.614,7,20,1,1.127,49.4,22,6.837,0.656,0.097,23
7.119,57.666,33,45,94.0,98.0,41,50.0,52.895,567.91,0.0,0,53,107.085,27,92.697,3.2,7,5,5.3,0.563,8,6,2,1.139,56.4,6,6.042,0.613,0.071,8
5.15,52.046,32,46,77.0,82.0,41,56.5,48.841,595.62,2.6,0,36,86.568,14,77.058,3.9,7,4,5.2,0.634,9,18,2,1.124,46.8,17,7.735,0.676,0.085,19
8.3,54.018,33,45,83.0,88.0,40,54.0,49.879,563.25,1.2,0,43,93.66,19,82.058,2.4,7,4,4.8,0.601,7,14,1,1.128,51.8,16,6.786,0.651,0.08,17
8.155,53.711,33,44,84.0,89.0,39,53.0,49.358,527.83,0.0,0,45,95.005,19,82.508,1.2,6,5,6.0,0.588,6,14,1,1.131,53.6,16,6.284,0.639,0.067,17
8.28,54.04,35,47,80.0,86.0,41,59.0,50.11,567.23,1.3,0,39,89.62,15,78.963,1.3,6,4,5.0,0.626,6,20,1,1.12,48.8,22,7.09,0.676,0.07,23
8.398,53.501,32,43,82.0,85.0,40,55.0,49.426,562.85,0.0,0,42,92.43,13,81.254,3.7,12,4,4.9,0.603,8,19,3,1.127,51.2,18,6.864,0.652,0.141,21
8.0,50.393,32,42,78.0,83.0,37,51.0,46.503,499.76,0.0,0,41,87.803,17,76.748,2.6,7,3,3.8,0.596,5,15,1,1.126,52.6,16,6.407,0.646,0.084,17
6.301,61.091,36,48,93.0,96.0,45,62.0,56.107,653.0,0.0,0,48,104.433,17,92.316,5.4,12,2,2.2,0.603,9,19,5,1.123,51.6,18,7.022,0.657,0.125,23
5.9,54.944,36,47,83.0,89.0,41,59.0,50.81,546.82,0.0,0,42,93.091,16,81.523,1.2,7,4,4.8,0.612,5,20,1,1.122,50.6,22,6.588,0.662,0.079,23
7.155,59.853,34,48,98.0,102.0,44,53.0,55.495,616.94,2.0,2,54,112.468,28,97.381,2.0,8,6,6.1,0.566,10,6,2,1.148,55.1,6,6.295,0.611,0.078,8
5.62,54.148,32,48,79.0,84.0,43,60.0,50.742,643.69,2.5,0,36,88.697,13,79.461,5.1,8,4,5.1,0.642,11,19,3,1.123,45.6,18,8.148,0.685,0.095,21
7.721,56.029,32,45,88.0,92.0,41,54.0,51.501,581.91,0.0,0,47,99.759,21,87.123,3.4,7,5,5.7,0.585,9,11,3,1.134,53.4,12,6.613,0.637,0.076,15
4.523,24.904,15,22,36.0,37.0,21,30.0,23.789,302.79,2.8,0,15,40.638,1,36.36,2.8,6,4,11.1,0.661,6,14,2,1.129,41.7,12,8.411,0.692,0.162,14
5.99,52.591,33,46,77.0,82.0,41,57.0,49.126,591.63,2.6,0,36,86.358,13,76.73,2.6,8,4,5.2,0.638,8,20,2,1.122,46.8,18,7.684,0.683,0.098,20
4.222,47.892,30,43,75.0,80.0,38,50.0,45.507,523.68,0.0,0,37,84.438,19,75.298,9.3,12,1,1.3,0.607,8,11,4,1.126,49.3,6,6.982,0.639,0.15,10
7.523,61.188,35,47,100.0,104.0,43,52.0,55.948,595.97,0.0,0,57,113.915,29,98.465,3.0,9,5,5.0,0.559,8,6,2,1.139,57.0,6,5.96,0.612,0.087,8
9.051,55.37,35,46,86.0,91.0,41,55.5,51.271,555.83,0.0,0,45,96.842,19,84.843,3.5,11,3,3.5,0.596,6,16,1,1.126,52.3,17,6.463,0.644,0.121,18
7.569,55.279,30,45,88.0,92.0,41,53.5,51.017,585.91,0.0,0,47,100.34,22,87.443,3.4,7,7,8.0,0.58,11,8,3,1.14,53.4,11,6.658,0.628,0.076,14
7.721,54.864,33,45,87.0,91.0,41,53.0,50.983,563.84,1.1,1,46,98.969,21,86.232,2.3,7,5,5.7,0.586,8,12,2,1.138,52.9,12,6.481,0.631,0.077,14
5.523,36.216,19,28,55.0,58.0,25,31.0,32.308,378.67,0.0,0,30,62.231,15,54.047,0.0,6,4,7.3,0.587,6,4,3,1.131,54.5,0,6.885,0.658,0.103,3
7.638,55.143,34,48,81.0,87.0,42,59.5,51.012,603.29,1.2,0,39,90.75,16,80.367,2.5,8,4,4.9,0.63,8,18,1,1.12,48.1,21,7.448,0.681,0.092,22
4.7,56.637,34,47,86.0,91.0,42,56.0,52.233,611.72,2.3,0,44,97.019,20,85.265,2.3,8,4,4.7,0.607,8,14,1,1.128,51.2,16,7.113,0.659,0.088,17
9.0,53.563,33,44,82.0,87.0,39,53.0,49.164,547.25,1.2,0,43,92.451,19,80.73,1.2,6,4,4.9,0.6,6,14,1,1.127,52.4,16,6.674,0.653,0.069,17
7.658,57.006,31,45,92.0,96.0,41,51.0,52.27,589.94,0.0,0,51,104.799,26,91.217,4.3,7,5,5.4,0.568,10,5,3,1.139,55.4,6,6.412,0.62,0.073,9
7.108,60.773,33,48,98.0,102.0,44,55.0,55.818,631.0,0.0,0,54,111.712,27,97.203,4.1,7,6,6.1,0.57,11,6,4,1.14,55.1,6,6.439,0.62,0.069,10
4.5,53.353,33,45,79.0,83.0,41,56.0,49.653,593.65,2.5,0,38,88.774,13,78.614,2.5,9,4,5.1,0.629,8,20,2,1.124,48.1,18,7.515,0.675,0.108,20
9.523,54.245,34,45,86.0,90.0,41,52.0,50.739,570.81,3.5,3,45,97.984,21,85.719,2.3,11,2,2.3,0.59,7,13,1,1.139,52.3,12,6.637,0.631,0.122,13
8.854,48.825,29,41,78.0,82.0,37,47.5,45.598,513.75,2.6,2,41,89.269,20,77.65,1.3,8,5,6.4,0.585,8,9,1,1.144,52.6,11,6.587,0.626,0.098,12
7.854,51.609,32,42,81.0,85.0,38,50.0,47.745,517.78,0.0,0,43,91.427,18,79.959,3.7,11,3,3.7,0.589,6,14,2,1.129,53.1,12,6.392,0.637,0.129,14
7.747,50.609,31,40,80.0,83.0,37,48.0,46.745,505.77,0.0,0,43,90.427,17,78.959,3.8,11,3,3.8,0.584,6,14,2,1.13,53.8,12,6.322,0.633,0.133,14
9.319,49.967,31,42,79.0,82.0,39,50.0,47.18,543.74,3.8,3,40,90.237,17,79.17,2.5,10,3,3.8,0.597,8,14,2,1.142,50.6,12,6.883,0.632,0.122,14
4.602,51.915,32,40,82.0,85.0,37,48.0,47.557,503.8,0.0,0,45,92.633,18,80.516,2.4,10,3,3.7,0.58,5,14,2,1.13,54.9,12,6.144,0.633,0.118,14
10.155,52.711,31,42,82.0,85.0,39,52.0,48.646,553.84,0.0,0,43,92.557,17,81.363,4.9,11,3,3.7,0.593,8,14,4,1.129,52.4,12,6.754,0.643,0.129,16
8.812,49.251,30,39,76.0,79.0,36,47.0,45.33,510.18,1.3,0,40,85.747,16,75.072,2.6,10,3,3.9,0.596,6,14,2,1.128,52.6,12,6.713,0.648,0.127,14
8.633,50.108,30,40,76.0,79.0,37,48.0,46.158,544.62,2.6,0,39,85.691,16,75.396,2.6,10,3,3.9,0.607,7,14,2,1.128,51.3,12,7.166,0.659,0.127,14
8.425,50.154,31,39,79.0,82.0,36,47.0,46.03,489.77,0.0,0,43,89.218,17,77.632,2.5,10,3,3.8,0.583,5,14,2,1.129,54.4,12,6.2,0.635,0.122,14
6.504,49.421,32,42,75.0,80.0,37,52.0,45.756,494.74,0.0,0,38,84.261,14,73.756,1.3,5,4,5.3,0.61,5,18,1,1.123,50.7,18,6.597,0.659,0.063,19
7.472,48.347,29,39,73.0,76.0,36,47.0,44.631,530.59,2.7,0,37,82.275,15,72.512,2.7,9,3,4.1,0.611,7,14,2,1.127,50.7,12,7.268,0.662,0.118,14
9.469,49.251,30,39,76.0,79.0,36,47.0,45.33,510.18,1.3,0,40,85.747,16,75.072,2.6,10,3,3.9,0.596,6,14,2,1.128,52.6,12,6.713,0.648,0.127,14
8.469,47.944,29,39,74.0,77.0,36,47.0,44.518,512.15,1.4,0,38,83.541,15,73.516,4.1,10,3,4.1,0.602,7,14,2,1.129,51.4,12,6.921,0.648,0.13,14
8.125,46.063,27,38,74.0,77.0,35,44.5,43.071,487.71,2.7,2,39,84.854,18,73.767,1.4,8,5,6.8,0.582,8,9,1,1.147,52.7,11,6.591,0.622,0.104,12
6.268,43.12,25,35,69.0,72.0,32,41.5,39.965,439.67,0.0,0,37,78.554,16,68.301,2.9,9,5,7.2,0.579,7,9,1,1.138,53.6,11,6.372,0.625,0.125,12
7.67,38.591,23,32,61.0,64.0,29,38.5,35.89,396.59,0.0,0,32,69.225,14,60.432,3.3,7,4,6.6,0.588,6,9,1,1.135,52.5,11,6.501,0.633,0.109,12
7.024,42.114,25,34,67.0,70.0,31,40.5,38.944,424.65,0.0,0,36,76.055,16,66.199,3.0,8,4,6.0,0.581,6,9,1,1.135,53.7,11,6.338,0.629,0.114,12
6.991,46.66,30,39,71.0,75.0,35,49.0,43.229,468.7,0.0,0,36,79.846,12,69.872,1.4,6,4,5.6,0.609,5,18,1,1.125,50.7,18,6.601,0.657,0.08,19
7.252,44.654,29,36,68.0,71.0,33,46.0,41.208,441.67,0.0,0,35,76.348,11,66.77,1.5,8,3,4.4,0.606,4,18,1,1.123,51.5,18,6.495,0.657,0.113,19
7.134,46.631,29,37,73.0,76.0,34,45.0,42.976,461.71,0.0,0,39,82.387,15,71.865,2.7,9,3,4.1,0.589,5,14,2,1.129,53.4,12,6.325,0.639,0.118,14
5.636,46.114,29,39,71.0,75.0,35,48.0,42.944,472.69,0.0,0,36,80.055,13,70.199,2.8,8,4,5.6,0.605,6,16,3,1.128,50.7,12,6.658,0.649,0.107,15
6.418,44.904,28,38,69.0,73.0,34,47.5,41.724,457.68,0.0,0,35,77.929,13,68.09,1.4,8,5,7.2,0.605,6,15,1,1.129,50.7,17,6.633,0.651,0.11,18
8.316,46.569,29,38,73.0,76.0,35,46.0,43.359,479.7,1.4,1,38,82.727,15,72.378,2.7,9,3,4.1,0.594,6,14,2,1.133,52.1,12,6.571,0.638,0.118,14
7.597,47.489,29,38,73.0,76.0,35,46.0,43.804,496.15,1.4,0,38,82.331,15,72.189,2.7,9,3,4.1,0.6,6,14,2,1.128,52.1,12,6.797,0.651,0.118,14
7.319,45.324,28,37,71.0,74.0,34,45.0,42.164,463.68,0.0,0,37,80.182,14,70.309,4.2,10,3,4.2,0.594,6,14,2,1.129,52.1,12,6.531,0.638,0.135,14
10.301,50.108,30,40,76.0,79.0,37,48.0,46.158,544.62,2.6,0,39,85.691,16,75.396,2.6,10,3,3.9,0.607,7,14,2,1.128,51.3,12,7.166,0.659,0.127,14
9.796,49.398,30,39,78.0,81.0,36,47.0,45.524,490.76,0.0,0,42,88.301,16,76.85,2.6,10,4,5.1,0.584,6,14,2,1.132,53.8,12,6.292,0.633,0.123,14
5.192,49.398,30,39,78.0,81.0,36,47.0,45.524,490.76,0.0,0,42,88.301,16,76.85,2.6,9,4,5.1,0.584,6,14,2,1.132,53.8,12,6.292,0.633,0.111,14
8.5,48.847,30,39,77.0,80.0,36,47.0,45.218,491.74,0.0,0,41,87.012,16,76.076,3.9,11,3,3.9,0.587,6,14,2,1.13,53.2,12,6.386,0.634,0.138,14
9.027,48.33,30,39,76.0,79.0,36,47.0,44.886,493.73,1.3,1,40,86.142,16,75.261,2.6,10,3,3.9,0.591,6,14,2,1.133,52.6,12,6.496,0.636,0.127,14
7.721,51.842,28,43,84.0,87.0,40,49.0,48.651,587.84,3.6,3,44,96.778,23,84.661,3.6,7,5,6.0,0.579,12,5,3,1.152,52.4,6,6.998,0.617,0.08,9
7.523,56.66,33,44,92.0,96.0,40,49.0,51.873,552.89,0.0,0,52,104.586,27,90.596,3.3,7,4,4.3,0.564,7,6,2,1.137,56.5,6,6.01,0.616,0.073,8
7.097,51.722,28,42,83.0,87.0,38,48.0,47.689,547.85,0.0,0,45,94.553,23,82.567,4.8,7,5,6.0,0.575,10,5,3,1.139,54.2,6,6.601,0.623,0.08,9
9.398,56.478,34,46,89.0,94.0,41,54.5,51.906,556.88,0.0,0,48,100.918,21,87.494,1.1,10,6,6.7,0.583,7,13,0,1.134,53.9,17,6.257,0.635,0.106,17
6.983,50.745,29,42,79.0,83.0,38,51.0,46.921,539.82,0.0,0,41,89.513,18,78.472,3.8,4,5,6.3,0.594,9,11,3,1.133,51.9,12,6.833,0.642,0.048,15
8.161,61.205,38,49,96.0,101.0,44,58.5,56.158,596.94,0.0,0,52,108.377,22,94.268,2.1,10,4,4.2,0.585,6,16,1,1.129,54.2,17,6.218,0.638,0.099,18
8.444,63.262,41,49,98.0,103.0,44,59.0,57.454,590.97,0.0,0,54,110.001,21,95.505,1.0,12,2,2.0,0.586,3,20,1,1.122,55.1,18,6.03,0.646,0.117,19
7.426,40.904,24,33,65.0,68.0,30,39.5,37.724,409.64,0.0,0,35,73.929,15,64.09,1.5,7,5,7.7,0.58,6,9,1,1.137,53.8,11,6.302,0.629,0.103,12
5.267,49.66,30,32,81.0,82.0,31,37.0,43.928,424.81,0.0,0,50,91.671,21,78.25,0.0,16,1,1.2,0.542,1,9,2,1.132,61.7,6,5.245,0.613,0.195,8
8.699,44.427,26,35,71.0,74.0,32,41.5,40.777,437.7,0.0,0,39,80.759,17,69.858,1.4,8,5,7.0,0.574,6,9,1,1.137,54.9,11,6.165,0.626,0.108,12
4.398,40.83,25,30,66.0,68.0,28,34.0,37.154,386.63,0.0,0,38,74.517,19,64.77,4.5,5,0,0.0,0.563,3,6,4,1.129,57.6,0,5.858,0.619,0.074,4
4.398,22.364,14,21,35.0,37.0,19,25.0,21.788,264.3,0.0,0,16,39.369,7,35.705,14.3,0,0,0.0,0.623,5,7,1,1.125,45.7,6,7.551,0.639,0.0,7
