pXC50,nBO,Sp,nBT,Se,nAT,nN,nC,nH,Sv,MW,nSK,Si,O.,nCsp3,SCBO,nHet,C.,Mi,RBN,Mv,nDB,N.
8.523,33,32.699,52,50.956,49,4,19,19,32.308,440.49,30,56.297,6.1,8,40.5,11,38.8,1.149,4,0.659,2,8.2
6.796,33,33.25,53,51.731,50,5,19,20,32.615,439.51,30,57.586,4.0,8,40.5,11,38.0,1.152,4,0.652,2,10.0
8.699,30,31.983,49,46.858,46,4,18,19,30.459,406.93,27,51.807,6.5,7,37.5,9,39.1,1.126,4,0.662,2,8.7
6.301,29,30.222,46,43.974,43,4,17,17,28.932,392.9,26,48.392,7.0,6,36.5,9,39.5,1.125,3,0.673,2,9.3
8.0,30,31.983,49,46.858,46,4,18,19,30.459,406.93,27,51.807,6.5,7,37.5,9,39.1,1.126,4,0.662,2,8.7
7.301,29,31.415,46,43.724,43,4,17,17,29.405,408.97,26,48.102,4.7,6,36.5,9,39.5,1.119,3,0.684,2,9.3
8.0,30,33.176,49,46.607,46,4,18,19,30.931,423.0,27,51.518,4.3,7,37.5,9,39.1,1.12,4,0.672,2,8.7
8.699,33,35.085,52,50.262,49,4,19,19,33.361,467.01,30,54.936,8.2,7,41.5,11,38.8,1.121,6,0.681,3,8.2
8.523,29,30.773,47,44.749,44,5,17,18,29.239,391.92,26,49.681,4.5,6,36.5,9,38.6,1.129,3,0.665,2,11.4
6.527,27,28.006,43,42.316,41,4,16,16,27.326,411.26,25,46.709,7.3,5,34.0,9,39.0,1.139,4,0.666,4,9.8
6.412,40,41.904,65,61.723,61,7,25,25,40.222,503.64,36,68.773,4.9,5,54.0,11,41.0,1.127,6,0.659,2,11.5
5.0,40,43.478,70,67.81,67,7,26,30,41.999,507.63,37,76.438,4.5,8,52.0,11,38.8,1.141,13,0.627,1,10.4
5.611,26,26.654,43,42.087,41,4,16,17,26.301,332.37,24,46.868,7.3,5,33.0,8,39.0,1.143,4,0.641,4,9.8
5.955,26,26.654,43,42.087,41,4,16,17,26.301,332.37,24,46.868,7.3,5,33.0,8,39.0,1.143,4,0.641,4,9.8
7.066,26,26.654,43,42.087,41,4,16,17,26.301,332.37,24,46.868,7.3,5,33.0,8,39.0,1.143,4,0.641,4,9.8
5.37,26,28.478,46,44.458,44,4,17,20,27.444,328.41,24,49.943,6.8,6,33.0,7,38.6,1.135,4,0.624,4,9.1
6.785,26,28.478,46,44.458,44,4,17,20,27.444,328.41,24,49.943,6.8,6,33.0,7,38.6,1.135,4,0.624,4,9.1
5.555,26,27.574,43,41.898,41,4,16,17,26.745,348.82,24,46.472,7.3,5,33.0,8,39.0,1.133,4,0.652,4,9.8
6.556,26,27.574,43,41.898,41,4,16,17,26.745,348.82,24,46.472,7.3,5,33.0,8,39.0,1.133,4,0.652,4,9.8
6.214,27,28.932,47,45.785,45,4,17,20,28.159,344.41,25,51.152,8.9,6,34.0,8,37.8,1.137,5,0.626,4,8.9
6.724,26,28.068,43,41.803,41,4,16,17,26.943,393.27,24,46.369,7.3,5,33.0,8,39.0,1.131,4,0.657,4,9.8
6.87,27,26.591,43,42.6,41,4,16,16,26.684,350.36,25,47.207,7.3,5,34.0,9,39.0,1.151,4,0.651,4,9.8
7.201,27,28.415,46,44.971,44,4,17,19,27.828,346.4,25,50.283,6.8,6,34.0,8,38.6,1.143,4,0.632,4,9.1
6.863,27,27.512,43,42.411,41,4,16,16,27.128,366.81,25,46.812,7.3,5,34.0,9,39.0,1.142,4,0.662,4,9.8
6.83,28,28.87,47,46.298,45,4,17,19,28.543,362.4,26,51.492,8.9,6,35.0,9,37.8,1.144,5,0.634,4,8.9
5.333,30,30.324,49,48.625,47,4,18,19,30.257,390.41,28,53.702,10.6,6,38.0,10,38.3,1.143,6,0.644,5,8.5
5.474,29,27.807,45,44.96,43,5,16,16,28.225,377.37,27,49.369,11.6,5,38.0,11,37.2,1.148,5,0.656,6,11.6
5.368,26,28.478,46,44.458,44,4,17,20,27.444,328.41,24,49.943,6.8,6,33.0,7,38.6,1.135,4,0.624,4,9.1
5.833,27,28.415,46,44.971,44,4,17,19,27.828,346.4,25,50.283,6.8,6,34.0,8,38.6,1.143,4,0.632,4,9.1
5.752,28,28.353,46,45.483,44,4,17,18,28.211,364.39,26,50.622,6.8,6,35.0,9,38.6,1.151,4,0.641,4,9.1
5.655,28,29.767,46,45.2,44,4,17,18,28.853,425.29,26,50.124,6.8,6,35.0,9,38.6,1.139,4,0.656,4,9.1
5.62,29,30.631,50,49.182,48,4,18,21,30.069,376.43,27,54.907,8.3,7,36.0,9,37.5,1.144,5,0.626,4,8.3
5.656,28,29.273,46,45.294,44,4,17,18,28.655,380.84,26,50.227,6.8,6,35.0,9,38.6,1.142,4,0.651,4,9.1
5.945,41,44.625,69,65.396,65,4,28,28,42.453,516.67,37,72.733,6.2,6,55.0,9,43.1,1.119,7,0.653,2,6.2
5.376,24,23.023,36,34.909,34,8,13,12,22.94,296.33,22,39.026,2.9,1,33.5,9,38.2,1.148,3,0.675,1,23.5
6.088,41,44.972,70,66.163,66,7,27,29,42.561,515.7,37,74.394,3.0,7,55.0,10,40.9,1.127,6,0.645,2,10.6
6.341,41,45.728,71,66.945,67,6,28,30,43.067,514.71,37,75.311,3.0,7,55.0,9,41.8,1.124,6,0.643,2,9.0
5.078,22,21.097,33,33.691,32,4,13,11,21.584,296.28,21,37.298,3.1,2,29.0,8,40.6,1.166,2,0.675,1,12.5
5.961,29,30.608,46,44.869,44,5,18,17,29.599,383.47,27,49.531,6.8,1,41.0,9,40.9,1.126,5,0.673,3,11.4
6.453,30,31.466,46,45.193,44,5,18,16,30.427,417.91,28,49.475,6.8,1,42.0,10,40.9,1.124,5,0.692,3,11.4
5.969,24,25.705,38,38.309,37,5,13,14,24.9,355.84,23,42.06,8.1,2,33.0,10,35.1,1.137,4,0.673,3,13.5
6.195,23,23.943,35,35.425,34,5,12,12,23.373,341.81,22,38.645,8.8,1,32.0,10,35.3,1.137,3,0.687,3,14.7
5.848,28,27.279,41,42.731,40,5,14,13,27.577,423.84,27,46.494,7.5,3,37.0,13,35.0,1.162,5,0.689,3,12.5
5.92,31,32.824,50,49.08,48,5,19,19,31.841,413.5,29,54.156,8.3,2,43.0,10,39.6,1.128,6,0.663,3,10.4
5.801,30,30.546,46,45.382,44,5,18,16,29.983,401.46,28,49.871,6.8,1,42.0,10,40.9,1.133,5,0.681,3,11.4
6.273,30,30.858,47,46.189,45,7,17,17,30.115,399.48,28,51.112,6.7,1,42.0,11,37.8,1.136,5,0.669,3,15.6
5.47,29,30.608,46,44.869,44,5,18,17,29.599,383.47,27,49.531,6.8,1,41.0,9,40.9,1.126,5,0.673,3,11.4
5.528,30,31.466,46,45.193,44,5,18,16,30.427,417.91,28,49.475,6.8,1,42.0,10,40.9,1.124,5,0.692,3,11.4
7.0,31,32.324,46,45.516,44,5,18,15,31.254,452.35,29,49.419,6.8,1,43.0,11,40.9,1.123,5,0.71,3,11.4
6.246,31,33.227,49,48.076,47,5,19,18,31.954,431.94,29,52.89,6.4,2,43.0,10,40.4,1.125,5,0.68,3,10.6
6.382,31,31.404,46,45.705,44,5,18,15,30.81,435.9,29,49.815,6.8,1,43.0,11,40.9,1.132,5,0.7,3,11.4
6.263,32,33.682,50,49.404,48,5,19,18,32.668,447.94,30,54.1,8.3,2,44.0,11,39.6,1.127,6,0.681,3,10.4
5.868,34,33.04,49,49.614,47,5,19,15,33.104,485.91,32,53.909,6.4,2,46.0,13,40.4,1.147,5,0.704,3,10.6
6.36,31,32.324,46,45.516,44,5,18,15,31.254,452.35,29,49.419,6.8,1,43.0,11,40.9,1.123,5,0.71,3,11.4
5.991,31,32.324,46,45.516,44,5,18,15,31.254,452.35,29,49.419,6.8,1,43.0,11,40.9,1.123,5,0.71,3,11.4
6.268,31,32.324,46,45.516,44,5,18,15,31.254,452.35,29,49.419,6.8,1,43.0,11,40.9,1.123,5,0.71,3,11.4
5.902,30,31.466,46,45.193,44,5,18,16,30.427,417.91,28,49.475,6.8,1,42.0,10,40.9,1.124,5,0.692,3,11.4
6.469,32,32.261,46,46.029,44,5,18,14,31.638,470.34,30,49.759,6.8,1,44.0,12,40.9,1.131,5,0.719,3,11.4
5.926,32,32.261,46,46.029,44,5,18,14,31.638,470.34,30,49.759,6.8,1,44.0,12,40.9,1.131,5,0.719,3,11.4
5.986,32,33.182,46,45.84,44,5,18,14,32.082,486.79,30,49.363,6.8,1,44.0,12,40.9,1.122,5,0.729,3,11.4
6.129,32,33.182,46,45.84,44,5,18,14,32.082,486.79,30,49.363,6.8,1,44.0,12,40.9,1.122,5,0.729,3,11.4
5.61,31,30.483,46,45.894,44,5,18,15,30.366,419.45,29,50.21,6.8,1,43.0,11,40.9,1.141,5,0.69,3,11.4
6.161,32,31.341,46,46.218,44,5,18,14,31.193,453.89,30,50.154,6.8,1,44.0,12,40.9,1.14,5,0.709,3,11.4
6.382,32,33.165,49,48.589,47,5,19,17,32.337,449.93,30,53.23,6.4,2,44.0,11,40.4,1.133,5,0.688,3,10.6
5.358,28,27.119,39,38.905,37,4,16,11,26.93,396.83,26,42.031,5.4,0,39.0,10,43.2,1.136,4,0.728,2,10.8
5.881,28,27.119,39,38.905,37,4,16,11,26.93,396.83,26,42.031,5.4,0,39.0,10,43.2,1.136,4,0.728,2,10.8
6.742,30,29.335,43,43.116,41,4,17,13,29.172,426.86,28,46.656,7.3,1,41.0,11,41.5,1.138,5,0.712,2,9.8
7.387,34,30.909,46,47.538,44,4,18,12,31.849,494.86,32,51.09,6.8,2,45.0,14,40.9,1.161,6,0.724,2,9.1
7.393,42,45.54,75,70.149,70,6,28,33,43.316,504.67,37,79.561,2.9,13,52.5,9,40.0,1.137,5,0.619,0,8.6
7.26,41,45.603,75,69.636,70,6,28,34,42.933,486.68,36,79.221,2.9,13,51.5,8,40.0,1.132,5,0.613,0,8.6
6.319,41,44.847,74,68.854,69,7,27,33,42.428,487.67,36,78.305,2.9,13,51.5,9,39.1,1.135,5,0.615,0,10.1
6.839,38,42.091,70,66.072,66,8,24,32,39.922,464.64,34,75.388,3.0,13,46.5,10,36.4,1.142,5,0.605,0,12.1
7.548,38,38.495,63,58.614,58,6,24,25,37.209,448.55,33,65.9,3.4,9,48.5,9,41.4,1.136,4,0.642,0,10.3
6.839,32,31.205,50,46.862,46,5,20,18,30.608,379.43,28,52.156,4.3,5,42.5,8,43.5,1.134,3,0.665,0,10.9
9.222,41,44.427,72,67.341,67,6,26,31,41.977,510.7,36,76.066,3.0,13,51.0,10,38.8,1.135,5,0.627,0,9.0
8.721,41,43.785,73,68.367,68,7,26,32,41.811,493.65,36,77.644,2.9,13,51.0,10,38.2,1.142,5,0.615,0,10.3
8.398,41,45.182,73,68.123,68,5,27,32,42.482,509.71,36,76.983,2.9,13,51.0,9,39.7,1.132,5,0.625,0,7.4
6.854,28,30.023,48,45.131,45,4,19,20,28.73,336.43,25,50.734,4.4,5,36.5,6,42.2,1.127,4,0.638,3,8.9
7.678,38,41.676,67,64.811,64,9,22,29,39.792,499.67,35,73.185,4.7,9,49.0,13,34.4,1.144,7,0.622,2,14.1
8.523,36,38.909,62,59.825,59,8,21,26,37.244,470.62,33,67.271,5.1,8,47.0,12,35.6,1.14,7,0.631,2,13.6
7.886,35,37.148,59,56.942,56,8,20,24,35.717,456.59,32,63.856,5.4,7,46.0,12,35.7,1.14,6,0.638,2,14.3
7.824,33,34.824,54,51.225,51,7,22,21,33.552,399.5,30,57.604,2.0,3,45.0,8,43.1,1.129,6,0.658,0,13.7
9.0,37,39.142,60,57.84,57,7,23,23,37.696,477.6,34,64.358,5.3,4,51.0,11,40.4,1.129,7,0.661,2,12.3
7.222,32,34.591,56,53.211,53,8,20,24,33.1,392.52,29,60.517,1.9,7,41.0,9,37.7,1.142,6,0.625,0,15.1
7.721,33,36.353,59,56.094,56,8,21,26,34.627,406.55,30,63.933,1.8,8,42.0,9,37.5,1.142,6,0.618,0,14.3
7.745,33,35.046,57,54.538,54,8,20,24,33.815,408.52,30,61.727,3.7,7,42.0,10,37.0,1.143,6,0.626,0,14.8
7.201,34,36.807,60,57.421,57,8,21,26,35.342,422.55,31,65.142,3.5,8,43.0,10,36.8,1.143,6,0.62,0,14.0
7.292,34,36.807,60,57.421,57,8,21,26,35.342,422.55,31,65.142,3.5,8,43.0,10,36.8,1.143,7,0.62,0,14.0
7.569,33,35.597,58,55.312,55,9,20,25,34.122,407.54,30,63.016,1.8,7,42.0,10,36.4,1.146,6,0.62,0,16.4
7.469,34,37.358,61,58.196,58,9,21,27,35.649,421.57,31,66.431,1.7,8,43.0,10,36.2,1.145,6,0.615,0,15.5
8.222,37,39.267,64,61.851,61,9,22,27,38.078,465.58,34,69.85,4.9,8,47.0,12,36.1,1.145,7,0.624,1,14.8
8.523,38,41.58,68,65.509,65,10,23,30,39.912,478.63,35,74.554,3.1,9,48.0,12,35.4,1.147,6,0.614,1,15.4
8.699,37,39.915,64,61.927,61,9,21,27,38.265,485.64,34,69.77,4.9,8,48.0,13,34.4,1.144,7,0.627,2,14.8
8.222,39,42.682,69,66.912,66,10,22,30,40.813,514.69,36,75.683,4.5,9,50.0,14,33.3,1.147,8,0.618,2,15.2
8.523,37,40.671,65,62.709,62,8,22,28,38.771,484.65,34,70.687,4.8,9,48.0,12,35.5,1.14,7,0.625,2,12.9
8.398,37,40.671,65,62.709,62,8,22,28,38.771,484.65,34,70.687,4.8,9,48.0,12,35.5,1.14,7,0.625,2,12.9
6.886,25,25.54,40,38.574,38,7,15,15,24.972,309.37,23,43.358,2.6,2,34.0,8,39.5,1.141,4,0.657,0,18.4
7.409,26,26.398,40,38.898,38,7,15,14,25.799,343.81,24,43.302,2.6,2,35.0,9,39.5,1.14,4,0.679,0,18.4
7.036,26,26.892,40,38.803,38,7,15,14,25.997,388.26,24,43.2,2.6,2,35.0,9,39.5,1.137,4,0.684,0,18.4
6.959,26,27.301,43,41.458,41,7,16,17,26.499,323.4,24,46.774,2.4,3,35.0,8,39.0,1.141,4,0.646,0,17.1
8.155,27,27.756,44,42.785,42,7,16,17,27.213,339.4,25,47.983,4.8,3,36.0,9,38.1,1.142,5,0.648,0,16.7
7.699,27,27.756,44,42.785,42,7,16,17,27.213,339.4,25,47.983,4.8,3,36.0,9,38.1,1.142,5,0.648,0,16.7
8.0,28,29.517,47,45.669,45,7,17,19,28.74,353.43,26,51.398,4.4,4,37.0,9,37.8,1.142,6,0.639,0,15.6
7.523,31,34.046,55,53.538,53,8,19,24,32.815,396.51,29,60.727,3.8,6,40.0,10,35.8,1.146,9,0.619,0,15.1
8.398,32,33.284,54,51.654,51,8,19,22,32.288,394.49,29,58.312,3.9,6,41.0,10,37.3,1.143,5,0.633,0,15.7
8.699,32,33.279,53,50.552,50,7,20,21,32.267,391.48,29,56.813,4.0,5,42.0,9,40.0,1.136,5,0.645,1,14.0
7.796,33,35.597,58,55.312,55,9,20,25,34.122,407.54,30,63.016,1.8,7,42.0,10,36.4,1.146,5,0.62,0,16.4
8.155,33,34.069,53,50.443,50,8,21,20,33.047,400.49,30,56.687,2.0,3,45.0,9,42.0,1.134,5,0.661,0,16.0
8.222,32,32.313,51,48.662,48,9,19,19,31.541,389.47,29,54.77,2.1,3,43.5,10,39.6,1.141,5,0.657,0,18.8
7.301,31,32.83,53,50.327,50,8,19,22,31.574,378.49,28,57.102,2.0,6,40.0,9,38.0,1.142,6,0.631,0,16.0
6.092,28,27.023,42,39.76,39,7,17,14,26.64,335.38,25,44.489,0.0,1,39.0,8,43.6,1.141,3,0.683,0,17.9
5.0,30,26.898,42,40.785,39,7,17,12,27.407,371.36,27,45.168,0.0,1,41.0,10,43.6,1.158,3,0.703,0,17.9
6.456,30,28.33,44,40.465,40,8,18,14,27.752,342.4,26,45.232,0.0,1,43.0,8,45.0,1.131,3,0.694,0,20.0
6.444,30,29.086,45,41.247,41,7,19,15,28.257,341.41,26,46.149,0.0,1,43.0,7,46.3,1.126,3,0.689,0,17.1
7.155,28,27.54,43,40.574,40,7,17,15,26.972,333.39,25,45.358,2.5,2,39.0,8,42.5,1.134,4,0.674,0,17.5
5.0,29,26.568,41,37.582,37,8,17,12,26.225,328.37,25,41.817,0.0,0,42.0,8,45.9,1.13,3,0.709,0,21.6
5.244,27,25.779,40,37.691,37,7,16,13,25.445,319.36,24,41.943,2.7,1,38.0,8,43.2,1.134,4,0.688,0,18.9
5.301,30,28.33,44,40.465,40,8,18,14,27.752,342.4,26,45.232,0.0,1,43.0,8,45.0,1.131,3,0.694,0,20.0
5.0,27,27.29,42,39.254,39,5,18,15,26.456,317.38,24,43.777,2.6,1,38.0,6,46.2,1.122,3,0.678,0,12.8
5.0,26,27.301,43,41.458,41,7,16,17,26.499,323.4,24,46.774,2.4,3,35.0,8,39.0,1.141,4,0.646,0,17.1
5.222,24,25.29,39,37.254,37,5,16,15,24.456,293.36,22,41.777,2.7,1,33.0,6,43.2,1.129,3,0.661,0,13.5
6.509,25,26.296,41,39.356,39,6,16,16,25.477,308.38,23,44.275,2.6,2,34.0,7,41.0,1.135,4,0.653,0,15.4
6.62,25,25.54,40,38.574,38,7,15,15,24.972,309.37,23,43.358,2.6,2,34.0,8,39.5,1.141,4,0.657,0,18.4
6.041,25,25.54,40,38.574,38,7,15,15,24.972,309.37,23,43.358,2.6,2,34.0,8,39.5,1.141,4,0.657,0,18.4
7.208,25,24.784,39,37.793,37,8,14,14,24.466,310.36,23,42.441,2.7,2,34.0,9,37.8,1.147,4,0.661,0,21.6
6.523,25,24.784,39,37.793,37,8,14,14,24.466,310.36,23,42.441,2.7,2,34.0,9,37.8,1.147,4,0.661,0,21.6
8.523,27,26.534,41,38.473,38,6,17,14,25.95,318.37,24,42.86,2.6,1,38.0,7,44.7,1.128,3,0.683,0,15.8
8.046,24,24.534,38,36.473,36,6,15,14,23.95,294.35,22,40.86,2.8,1,33.0,7,41.7,1.135,3,0.665,0,16.7
6.886,27,26.33,41,38.465,38,8,16,14,25.752,318.38,24,43.232,0.0,1,38.0,8,42.1,1.138,3,0.678,0,21.1
6.775,32,35.762,58,55.109,55,4,22,26,34.025,394.52,29,62.189,5.5,8,40.5,7,40.0,1.131,6,0.619,3,7.3
7.602,27,27.086,42,39.247,39,7,17,15,26.257,317.39,24,44.149,0.0,1,38.0,7,43.6,1.132,3,0.673,0,17.9
7.432,25,25.54,40,38.574,38,7,15,15,24.972,309.37,23,43.358,2.6,2,34.0,8,39.5,1.141,4,0.657,0,18.4
7.252,24,25.29,39,37.254,37,5,16,15,24.456,293.36,22,41.777,2.7,1,33.0,6,43.2,1.129,3,0.661,0,13.5
6.432,27,27.086,42,39.247,39,7,17,15,26.257,317.39,24,44.149,0.0,1,38.0,7,43.6,1.132,3,0.673,0,17.9
5.42,40,46.438,73,67.36,68,5,27,33,42.571,507.79,35,76.354,1.5,13,50.0,8,39.7,1.123,5,0.626,0,7.4
8.009,39,43.279,70,64.72,65,7,25,31,40.373,477.7,34,73.6,1.5,12,49.0,9,38.5,1.132,5,0.621,0,10.8
5.495,39,43.279,70,64.72,65,7,25,31,40.373,477.7,34,73.6,1.5,12,49.0,9,38.5,1.132,5,0.621,0,10.8
8.252,39,44.035,71,65.501,66,6,26,32,40.879,476.71,34,74.517,1.5,12,49.0,8,39.4,1.129,5,0.619,0,9.1
6.377,39,44.035,71,65.501,66,6,26,32,40.879,476.71,34,74.517,1.5,12,49.0,8,39.4,1.129,5,0.619,0,9.1
6.013,39,43.279,70,64.72,65,7,25,31,40.373,477.7,34,73.6,1.5,12,49.0,9,38.5,1.132,5,0.621,0,10.8
6.427,40,45.04,73,67.603,68,7,26,33,41.9,491.73,35,77.015,1.5,13,50.0,9,38.2,1.133,5,0.616,0,10.3
8.367,43,47.5,77,72.032,72,8,27,34,44.636,534.76,38,81.723,2.8,13,54.0,11,37.5,1.135,6,0.62,1,11.1
7.102,42,45.836,73,68.451,68,7,25,31,42.99,541.77,37,76.939,4.4,12,54.0,12,36.8,1.131,6,0.632,2,10.3
8.289,42,48.012,78,72.596,73,6,28,36,44.647,520.77,37,82.557,2.7,15,52.0,9,38.4,1.131,6,0.612,0,8.2
6.991,45,50.018,82,75.698,76,7,29,37,46.668,547.8,39,86.055,2.6,16,55.0,10,38.2,1.132,6,0.614,0,9.2
8.509,42,45.739,74,69.149,69,8,26,32,43.109,520.73,37,78.308,2.9,12,53.0,11,37.7,1.135,6,0.625,1,11.6
8.523,43,46.432,75,70.443,70,7,27,32,43.998,537.73,38,79.564,2.9,12,54.0,11,38.6,1.137,6,0.629,1,10.0
8.046,42,43.665,71,65.458,65,6,26,29,41.45,508.68,36,73.651,3.1,12,52.0,10,40.0,1.133,4,0.638,0,9.2
9.319,43,46.432,75,70.443,70,7,27,32,43.998,537.73,38,79.564,2.9,12,54.0,11,38.6,1.137,6,0.629,1,10.0
8.495,44,47.739,76,71.149,71,8,28,32,45.109,544.75,39,80.308,2.8,12,57.0,11,39.4,1.131,6,0.635,1,11.3
8.222,44,46.37,75,70.956,70,7,27,31,44.381,555.72,39,79.904,2.9,12,55.0,12,38.6,1.141,6,0.634,1,10.0
8.959,43,48.256,78,72.814,73,7,28,35,45.142,533.77,38,82.64,2.7,13,54.0,10,38.4,1.132,6,0.618,1,9.6
6.873,43,48.256,78,72.814,73,7,28,35,45.142,533.77,38,82.64,2.7,13,54.0,10,38.4,1.132,6,0.618,1,9.6
8.456,42,45.739,74,69.149,69,8,26,32,43.109,520.73,37,78.308,2.9,12,53.0,11,37.7,1.135,6,0.625,1,11.6
9.174,42,45.739,74,69.149,69,8,26,32,43.109,520.73,37,78.308,2.9,12,53.0,11,37.7,1.135,6,0.625,1,11.6
8.638,42,45.739,74,69.149,69,8,26,32,43.109,520.73,37,78.308,2.9,12,53.0,11,37.7,1.135,6,0.625,1,11.6
7.538,40,43.972,71,66.014,66,6,26,31,41.262,494.7,35,74.857,1.5,12,50.0,9,39.4,1.134,5,0.625,0,9.1
5.469,40,44.489,72,66.829,67,6,26,32,41.593,492.71,35,75.726,3.0,13,49.0,9,38.8,1.13,5,0.621,1,9.0
5.886,36,42.79,69,64.283,65,5,25,33,39.384,451.7,32,73.434,1.5,13,44.0,7,38.5,1.13,5,0.606,0,7.7
6.745,39,43.279,70,64.72,65,7,25,31,40.373,477.7,34,73.6,1.5,12,49.0,9,38.5,1.132,5,0.621,0,10.8
5.699,41,46.796,75,69.385,70,6,28,34,43.405,502.75,36,78.932,1.4,13,51.5,8,40.0,1.128,5,0.62,0,8.6
8.745,42,46.495,75,69.93,70,7,27,33,43.615,519.74,37,79.225,2.9,12,53.0,10,38.6,1.132,6,0.623,1,10.0
8.77,40,43.068,68,63.465,63,6,24,28,40.442,512.72,35,71.025,4.8,10,52.0,11,38.1,1.127,5,0.642,2,9.5
7.321,40,43.313,69,63.734,64,4,29,29,41.032,468.62,35,71.94,1.6,9,51.5,6,45.3,1.124,3,0.641,0,6.3
6.58,40,43.313,69,63.734,64,4,29,29,41.032,468.62,35,71.94,1.6,9,51.5,6,45.3,1.124,3,0.641,0,6.3
7.451,40,43.313,69,63.734,64,4,29,29,41.032,468.62,35,71.94,1.6,9,51.5,6,45.3,1.124,3,0.641,0,6.3
6.347,37,41.586,68,62.33,63,3,27,31,38.869,429.61,32,70.727,3.2,12,45.5,5,42.9,1.123,2,0.617,0,4.8
7.118,43,47.347,76,69.214,70,3,32,33,44.396,491.68,37,78.142,2.9,11,54.5,5,45.7,1.116,3,0.634,0,4.3
6.896,44,46.529,75,68.945,69,4,31,31,44.274,510.66,38,77.565,2.9,11,55.5,7,44.9,1.124,3,0.642,0,5.8
7.097,44,45.108,71,65.581,65,4,29,27,43.122,530.67,38,72.864,4.6,9,57.5,9,44.6,1.121,3,0.663,2,6.2
6.812,42,44.222,71,66.389,66,4,29,29,42.462,500.62,37,74.359,4.5,9,53.5,8,43.9,1.127,5,0.643,0,6.1
6.703,40,42.336,65,59.64,60,4,30,25,40.264,460.59,35,66.9,0.0,5,54.5,5,50.0,1.115,3,0.671,0,6.7
8.0,41,42.586,66,60.96,61,6,29,25,40.78,476.6,36,68.482,0.0,5,55.5,7,47.5,1.123,3,0.669,0,9.8
6.348,42,44.347,69,63.843,64,6,30,27,42.306,490.63,37,71.897,0.0,6,56.5,7,46.9,1.123,3,0.661,0,9.4
8.189,40,42.557,68,62.952,63,5,28,28,40.527,469.61,35,71.023,1.6,9,51.5,7,44.4,1.127,3,0.643,0,7.9
8.461,41,41.83,65,60.178,60,7,28,24,40.274,477.59,36,67.565,0.0,5,55.5,8,46.7,1.126,3,0.671,0,11.7
7.959,44,45.773,74,68.163,68,5,30,30,43.768,511.65,38,76.648,2.9,11,55.5,8,44.1,1.127,3,0.644,0,7.4
6.285,33,38.37,62,57.12,58,3,25,29,35.627,387.57,29,65.102,1.7,10,41.5,4,43.1,1.122,2,0.614,0,5.2
6.128,34,39.228,62,57.443,58,3,25,28,36.455,422.01,30,65.046,1.7,10,42.5,5,43.1,1.121,2,0.629,0,5.2
7.056,39,44.131,70,64.003,65,3,30,31,41.154,449.64,34,72.517,1.5,9,50.5,4,46.2,1.116,3,0.633,0,4.6
6.293,40,44.069,70,64.516,65,3,30,30,41.537,467.63,35,72.857,1.5,9,51.5,5,46.2,1.121,3,0.639,0,4.6
7.796,44,49.381,83,77.825,78,9,28,39,46.524,533.76,39,89.132,2.6,16,54.0,11,35.9,1.143,6,0.596,0,11.5
7.409,48,52.597,89,83.036,83,9,30,41,49.766,575.8,42,94.756,3.6,18,58.0,12,36.1,1.142,6,0.6,0,10.8
8.222,43,46.199,76,71.578,71,9,25,33,43.846,539.74,38,81.015,4.2,13,55.0,13,35.2,1.141,6,0.618,2,12.7
8.699,45,49.626,83,78.043,78,10,28,38,47.019,546.76,40,89.215,2.6,15,56.0,12,35.9,1.144,7,0.603,1,12.8
9.0,43,48.927,82,76.498,77,9,28,39,45.809,517.76,38,87.922,1.3,16,53.0,10,36.4,1.142,6,0.595,0,11.7
8.523,46,47.858,81,74.058,74,9,28,35,45.471,529.72,39,84.301,2.7,16,56.0,11,37.8,1.139,6,0.614,0,12.2
8.699,44,47.614,80,73.839,74,8,28,36,44.976,516.72,38,84.218,2.7,16,54.0,10,37.8,1.138,6,0.608,0,10.8
7.921,42,46.614,78,72.839,73,8,27,36,43.976,504.71,37,83.218,2.7,15,52.0,10,37.0,1.14,6,0.602,0,11.0
7.854,43,48.376,81,75.723,76,8,28,38,45.503,518.74,38,86.633,2.6,16,53.0,10,36.8,1.14,6,0.599,0,10.5
8.078,42,47.256,77,71.814,72,7,27,35,44.142,521.76,37,81.64,2.8,15,52.0,10,37.5,1.134,6,0.613,0,9.7
7.301,42,47.256,77,71.814,72,7,27,35,44.142,521.76,37,81.64,2.8,15,52.0,10,37.5,1.134,6,0.613,0,9.7
6.0,42,46.608,77,71.738,72,7,28,35,43.955,501.7,37,81.72,2.8,14,52.5,9,38.9,1.135,5,0.61,0,9.7
8.398,47,51.591,87,80.934,81,8,30,40,48.744,560.78,41,92.258,3.7,18,57.0,11,37.0,1.139,6,0.602,0,9.9
8.35,45,50.591,85,79.934,80,8,29,40,47.744,548.77,40,91.258,3.8,17,55.0,11,36.3,1.141,7,0.597,0,10.0
7.721,45,49.376,83,76.723,77,8,29,38,46.503,530.75,39,87.633,2.6,17,55.0,10,37.7,1.138,6,0.604,0,10.4
7.77,44,48.83,82,77.05,77,8,28,38,46.218,534.74,39,87.843,3.9,16,54.0,11,36.4,1.141,6,0.6,0,10.4
7.721,44,50.137,84,78.607,79,8,29,40,47.03,532.77,39,90.048,2.5,17,54.0,10,36.7,1.14,6,0.595,0,10.1
