pXC50,X.,RBF,nX,RBN,nHM,nAB,nBM,Mp,C.,N.,nCL,nN,AMW,Mv,nF,MW,SCBO
5.983,0.0,0.09,0,8,0,24,24,0.657,42.9,2.4,0,2,7.105,0.623,0,596.78,61.0
4.045,0.0,0.033,0,3,0,24,25,0.665,44.0,2.4,0,2,7.414,0.637,0,622.77,65.0
4.478,0.0,0.043,0,4,0,24,24,0.659,43.2,2.3,0,2,7.077,0.623,0,622.82,64.0
4.523,0.0,0.1,0,9,0,24,26,0.663,43.5,2.4,0,2,7.515,0.638,0,638.77,66.0
5.249,0.0,0.112,0,11,0,24,24,0.65,41.9,2.2,0,2,6.87,0.612,0,638.87,64.0
5.009,0.0,0.045,0,2,0,12,12,0.664,43.9,2.4,0,1,7.253,0.632,0,297.38,31.0
4.0,0.0,0.071,0,6,0,24,26,0.676,45.6,2.5,0,2,7.68,0.652,0,606.72,65.0
5.523,2.0,0.093,1,5,0,12,15,0.665,43.1,5.9,0,3,7.754,0.644,1,395.47,41.0
7.041,0.0,0.0,0,0,0,12,12,0.669,45.0,2.5,0,1,7.034,0.63,0,281.38,30.0
4.301,0.0,0.042,0,2,0,12,12,0.654,42.2,2.2,0,1,7.276,0.626,0,327.41,33.0
5.0,2.2,0.082,1,4,0,15,16,0.651,39.1,10.9,0,5,7.77,0.633,1,357.43,37.5
4.483,0.0,0.089,0,4,0,12,12,0.651,41.9,2.3,0,1,6.963,0.615,0,299.4,30.0
5.0,0.0,0.093,0,5,0,12,13,0.657,43.1,2.0,0,1,6.892,0.617,0,351.48,36.0
5.796,0.0,0.138,0,8,1,16,16,0.667,40.0,5.5,0,3,7.229,0.618,0,397.59,39.0
5.0,0.0,0.106,0,7,0,12,15,0.659,41.9,6.5,0,4,6.945,0.619,0,430.6,45.0
5.0,0.0,0.12,0,6,1,16,16,0.68,40.4,8.5,0,4,7.543,0.633,0,354.52,36.0
5.886,0.0,0.024,0,1,0,12,12,0.675,46.2,2.6,0,1,6.805,0.628,0,265.38,29.0
5.434,0.0,0.043,0,2,0,12,12,0.663,44.2,2.3,0,1,6.87,0.621,0,295.41,31.0
6.0,0.0,0.2,0,12,0,12,12,0.629,39.0,1.7,0,1,6.027,0.574,0,355.57,33.0
5.0,2.3,0.064,1,3,0,15,16,0.654,38.6,13.6,0,6,7.782,0.634,1,342.42,36.5
4.301,0.0,0.074,0,6,0,17,18,0.653,42.1,3.9,0,3,6.549,0.605,0,497.74,51.5
7.092,2.2,0.042,1,2,1,12,12,0.673,42.2,2.2,1,1,8.041,0.644,0,361.85,34.0
6.52,0.0,0.0,0,0,0,12,12,0.676,45.9,2.7,0,1,7.226,0.64,0,267.35,29.0
5.0,0.0,0.17,0,8,0,12,12,0.643,41.3,2.2,0,1,6.162,0.588,0,283.45,28.0
5.481,0.0,0.06,0,3,0,12,12,0.654,42.6,2.1,0,1,6.924,0.616,0,325.44,33.0
5.0,0.0,0.023,0,1,0,12,12,0.664,43.9,2.4,0,1,7.253,0.632,0,297.38,31.0
4.0,0.0,0.082,0,4,0,12,12,0.658,43.5,2.2,0,1,6.727,0.614,0,309.44,32.0
6.419,0.0,0.0,0,0,0,12,12,0.675,46.2,2.6,0,1,6.805,0.628,0,265.38,29.0
4.285,0.0,0.082,0,4,0,12,12,0.658,43.5,2.2,0,1,6.727,0.614,0,309.44,32.0
4.42,2.2,0.17,1,8,0,12,12,0.642,41.3,2.2,0,1,6.553,0.597,1,301.44,29.0
4.523,0.0,0.026,0,1,0,12,12,0.667,44.4,2.8,0,1,7.093,0.63,0,255.34,27.0
6.437,2.8,0.053,1,2,1,12,12,0.704,44.4,2.8,0,1,9.284,0.658,0,334.23,28.0
6.469,0.0,0.043,0,2,0,12,12,0.663,44.2,2.3,0,1,6.87,0.621,0,295.41,31.0
6.398,0.0,0.061,0,3,0,12,13,0.654,42.6,2.1,0,1,6.924,0.616,0,325.44,33.0
5.0,0.0,0.12,0,6,0,12,14,0.67,45.8,2.1,0,1,6.322,0.611,0,303.48,33.0
6.89,2.1,0.058,1,3,1,15,16,0.69,43.8,4.2,0,2,8.011,0.652,1,384.51,39.5
7.24,4.1,0.118,2,6,1,12,13,0.67,42.9,2.0,1,1,7.671,0.632,1,375.9,35.0
4.955,2.8,0.167,1,6,0,6,6,0.611,36.1,2.8,0,1,6.259,0.566,1,225.34,19.0
4.0,0.0,0.085,0,4,0,12,12,0.651,42.2,2.2,0,1,6.61,0.605,0,297.43,30.0
4.622,0.0,0.05,0,2,0,12,12,0.676,45.9,2.7,0,1,7.226,0.64,0,267.35,29.0
5.097,2.3,0.159,1,7,0,12,12,0.646,41.9,2.3,0,1,6.684,0.603,1,287.41,28.0
6.398,0.0,0.065,0,3,0,12,13,0.659,43.2,2.3,0,1,7.077,0.623,0,311.41,32.0
5.0,0.0,0.041,0,2,0,12,12,0.658,43.5,2.2,0,1,6.727,0.614,0,309.44,32.0
5.27,0.0,0.091,0,5,1,11,12,0.667,40.4,3.8,0,2,7.126,0.615,0,370.56,35.5
4.951,2.1,0.167,1,8,1,12,12,0.658,40.4,2.1,1,1,7.104,0.609,0,333.89,30.0
4.237,0.0,0.125,0,8,0,12,15,0.647,41.0,3.3,0,2,6.927,0.611,0,422.57,43.0
4.943,2.6,0.179,1,7,0,6,6,0.61,35.9,2.6,0,1,6.138,0.562,1,239.37,20.0
5.747,0.0,0.026,0,1,0,12,12,0.667,44.4,2.8,0,1,7.093,0.63,0,255.34,27.0
6.07,0.0,0.0,0,0,0,12,12,0.67,44.7,2.6,0,1,7.457,0.642,0,283.35,30.0
6.987,0.0,0.053,0,2,0,12,12,0.667,44.4,2.8,0,1,7.093,0.63,0,255.34,27.0
6.87,2.0,0.073,1,4,1,15,16,0.684,43.1,3.9,0,2,7.815,0.644,1,398.54,40.5
6.409,0.0,0.0,0,0,0,12,12,0.684,47.1,2.9,0,1,7.451,0.651,0,253.32,28.0
6.137,0.0,0.042,0,2,0,12,12,0.671,45.5,2.3,0,1,6.987,0.63,0,307.42,33.0
6.0,0.0,0.2,0,12,0,12,12,0.629,39.0,1.7,0,1,6.027,0.574,0,355.57,33.0
5.553,2.0,0.118,1,6,0,12,13,0.653,42.9,2.0,0,1,6.969,0.615,1,341.46,34.0
5.509,0.0,0.044,0,2,0,12,12,0.66,44.2,2.3,0,1,6.173,0.6,0,265.43,28.0
5.43,0.0,0.077,0,4,0,12,13,0.659,42.9,4.1,0,2,6.867,0.618,0,336.47,35.0
7.237,0.0,0.043,0,2,1,11,11,0.679,41.9,2.3,0,1,7.337,0.626,0,315.47,30.5
5.0,0.0,0.093,0,4,0,12,13,0.674,46.3,2.4,0,1,6.425,0.617,0,263.41,29.0
5.87,1.8,0.119,1,7,1,11,13,0.668,41.1,3.6,0,2,7.403,0.623,1,414.59,39.5
7.063,0.0,0.043,0,2,0,6,6,0.623,37.8,2.2,0,1,6.121,0.573,0,275.43,25.0
6.211,0.0,0.045,0,2,0,12,13,0.677,46.3,2.4,0,1,7.156,0.639,0,293.39,32.0
5.42,0.0,0.0,0,0,1,11,11,0.703,44.1,2.9,0,1,8.041,0.657,0,273.38,27.5
5.987,0.0,0.036,0,1,0,6,6,0.627,37.0,3.7,0,1,7.231,0.605,0,195.24,18.0
5.0,0.0,0.045,0,2,0,12,12,0.655,42.9,2.4,0,1,6.748,0.612,0,283.4,29.0
5.55,0.0,0.089,0,5,0,6,6,0.617,37.0,1.9,0,1,5.88,0.562,0,317.52,28.0
8.292,2.8,0.053,1,2,1,12,12,0.704,44.4,2.8,0,1,9.284,0.658,0,334.23,28.0
6.53,2.0,0.073,1,4,1,15,16,0.684,43.1,3.9,0,2,7.815,0.644,1,398.54,40.5
4.963,2.2,0.17,1,8,0,12,12,0.642,41.3,2.2,0,1,6.553,0.597,1,301.44,29.0
4.772,2.0,0.176,1,9,1,12,12,0.653,40.0,2.0,1,1,6.958,0.603,0,347.92,31.0
5.0,0.0,0.028,0,1,0,12,12,0.679,47.1,2.9,0,1,6.569,0.625,0,223.34,25.0
5.15,1.8,0.119,1,7,0,12,14,0.656,42.9,3.6,0,2,7.045,0.62,1,394.53,40.0
5.86,2.0,0.093,1,5,1,11,13,0.679,43.1,2.0,0,1,7.56,0.634,1,385.54,37.5
6.58,0.0,0.06,0,3,0,6,6,0.621,37.5,2.1,0,1,6.03,0.569,0,289.46,26.0
5.0,0.0,0.077,0,4,1,11,12,0.672,40.8,4.1,0,2,7.276,0.622,0,356.53,34.5
6.37,2.1,0.078,1,4,1,11,13,0.685,43.8,2.1,0,1,7.74,0.642,1,371.51,36.5
6.907,0.0,0.023,0,1,0,12,12,0.669,45.0,2.5,0,1,7.034,0.63,0,281.38,30.0
5.211,4.8,0.095,1,2,0,6,6,0.629,38.1,4.8,0,1,7.39,0.607,1,155.19,14.0
6.547,0.0,0.057,0,3,0,6,6,0.619,37.3,2.0,0,1,5.951,0.565,0,303.49,27.0
5.724,2.4,0.047,1,2,1,12,12,0.681,43.9,2.4,1,1,7.362,0.63,0,301.84,29.0
5.51,1.7,0.129,1,8,1,11,13,0.664,40.7,3.4,0,2,7.265,0.617,1,428.62,40.5
6.0,0.0,0.206,0,13,0,12,12,0.627,38.7,1.6,0,1,5.961,0.571,0,369.6,34.0
5.81,2.1,0.078,1,4,0,12,14,0.671,45.8,2.1,0,1,7.322,0.638,1,351.45,37.0
4.032,0.0,0.17,0,8,0,12,12,0.643,41.3,2.2,0,1,6.162,0.588,0,283.45,28.0
9.523,5.5,0.086,3,5,1,12,13,0.67,41.8,3.6,0,2,7.901,0.635,3,434.57,40.0
7.602,0.0,0.067,0,3,0,12,13,0.663,44.2,2.3,0,1,6.87,0.621,0,295.41,31.0
5.0,0.0,0.045,0,2,0,12,12,0.664,43.9,2.4,0,1,7.253,0.632,0,297.38,31.0
4.597,4.8,0.095,1,2,1,6,6,0.673,38.1,4.8,1,1,8.173,0.628,0,171.64,14.0
4.613,2.2,0.17,1,8,1,12,12,0.662,41.3,2.2,1,1,6.911,0.606,0,317.89,29.0
6.9,2.1,0.077,1,4,1,15,16,0.69,43.8,4.2,0,2,8.011,0.652,1,384.51,39.5
7.347,0.0,0.0,0,0,1,11,11,0.703,44.1,2.9,0,1,8.041,0.657,0,273.38,27.5
4.295,2.6,0.179,1,7,1,6,6,0.633,35.9,2.6,1,1,6.559,0.573,0,255.82,20.0
4.301,7.5,0.023,3,1,0,12,12,0.664,45.0,2.5,0,1,8.384,0.659,3,335.35,33.0
5.0,0.0,0.022,0,1,0,12,12,0.663,44.2,2.3,0,1,6.87,0.621,0,295.41,31.0
4.743,2.1,0.167,1,8,1,12,12,0.658,40.4,2.1,1,1,7.104,0.609,0,333.89,30.0
6.78,0.0,0.071,0,3,0,12,12,0.656,42.5,2.5,0,1,7.134,0.623,0,285.37,29.0
6.42,0.0,0.031,0,1,0,12,12,0.683,46.7,3.3,0,1,7.576,0.654,0,227.28,25.0
4.301,11.6,0.043,5,2,0,12,12,0.656,44.2,2.3,0,1,8.962,0.666,5,385.36,36.0
6.25,2.0,0.093,1,5,1,11,13,0.679,43.1,2.0,0,1,7.56,0.634,1,385.54,37.5
4.0,0.0,0.114,0,5,0,6,6,0.619,37.2,2.3,0,1,5.754,0.559,0,247.42,22.0
7.167,0.0,0.0,0,0,0,12,12,0.663,44.2,2.3,0,1,6.87,0.621,0,295.41,31.0
5.495,1.7,0.145,1,9,0,12,14,0.645,41.7,1.7,0,1,6.859,0.608,1,411.56,40.0
4.824,0.0,0.043,0,2,1,11,11,0.669,37.2,11.6,0,5,7.337,0.616,0,315.49,30.5
5.0,2.2,0.061,1,3,0,20,20,0.673,42.2,13.3,0,6,7.788,0.649,1,350.44,40.0
5.971,1.7,0.145,1,9,1,16,17,0.663,40.7,5.1,1,3,7.492,0.625,0,442.0,43.0
6.308,2.4,0.0,1,0,1,12,12,0.689,45.2,2.4,1,1,7.473,0.639,0,313.85,31.0
5.125,2.1,0.12,1,6,0,12,13,0.657,43.8,2.1,0,1,6.78,0.613,1,325.46,33.0
5.783,1.9,0.111,1,6,0,12,13,0.649,42.3,1.9,0,1,6.836,0.609,1,355.49,35.0
5.0,2.2,0.061,1,3,0,20,20,0.673,42.2,13.3,0,6,7.788,0.649,1,350.44,40.0
5.577,1.9,0.111,1,6,0,12,13,0.649,42.3,1.9,0,1,6.836,0.609,1,355.49,35.0
5.628,2.6,0.075,1,3,1,12,12,0.689,44.7,2.6,1,1,7.574,0.64,0,287.81,28.0
5.785,2.4,0.07,1,3,1,12,12,0.681,43.9,2.4,1,1,7.362,0.63,0,301.84,29.0
5.138,2.5,0.098,1,4,1,6,6,0.642,37.5,2.5,1,1,6.696,0.584,0,267.83,22.0
5.918,2.9,0.086,1,3,1,6,6,0.652,38.2,2.9,1,1,7.052,0.597,0,239.77,20.0
5.944,2.7,0.079,1,3,1,6,6,0.647,37.8,2.7,1,1,6.859,0.59,0,253.8,21.0
5.491,2.9,0.086,1,3,1,6,6,0.652,38.2,2.9,1,1,7.052,0.597,0,239.77,20.0
5.222,2.9,0.054,1,2,1,12,12,0.697,45.7,2.9,1,1,7.822,0.651,0,273.78,27.0
4.763,2.7,0.105,1,4,1,6,6,0.647,37.8,2.7,1,1,6.859,0.59,0,253.8,21.0
6.089,2.6,0.05,1,2,1,12,12,0.689,44.7,2.6,1,1,7.574,0.64,0,287.81,28.0
6.487,2.9,0.054,1,2,1,12,12,0.697,45.7,2.9,1,1,7.822,0.651,0,273.78,27.0
5.783,0.0,0.088,0,3,0,12,12,0.658,42.4,3.0,0,1,7.433,0.632,0,245.3,25.0
7.649,2.9,0.027,1,1,1,12,12,0.697,45.7,2.9,1,1,7.822,0.651,0,273.78,27.0
7.367,0.0,0.03,0,1,0,12,12,0.675,45.2,3.2,0,1,7.848,0.656,0,243.28,26.0
6.013,0.0,0.0,0,0,0,6,6,0.634,38.5,3.8,0,1,6.894,0.6,0,179.24,17.0
5.441,3.1,0.029,1,1,1,12,12,0.708,46.9,3.1,1,1,8.117,0.664,0,259.75,26.0
8.149,0.0,0.0,0,0,0,12,12,0.663,44.4,2.2,0,1,6.521,0.612,0,293.44,31.0
4.824,0.0,0.043,0,2,1,11,11,0.669,37.2,11.6,0,5,7.337,0.616,0,315.49,30.5
5.0,0.0,0.058,0,3,0,20,20,0.669,41.7,12.5,0,6,7.218,0.632,0,346.48,40.0
5.0,0.0,0.145,0,10,0,16,17,0.645,40.0,4.6,0,3,7.163,0.616,0,465.6,47.0
6.275,2.4,0.0,1,0,1,12,12,0.689,45.2,2.4,1,1,7.473,0.639,0,313.85,31.0
4.699,0.0,0.156,0,7,0,6,7,0.62,36.4,4.5,0,2,6.282,0.574,0,276.42,25.0
8.717,2.7,0.026,1,1,1,12,12,0.684,43.2,2.7,1,1,8.264,0.654,0,305.78,29.0
5.432,0.0,0.091,0,2,0,6,6,0.624,36.4,4.5,0,1,6.964,0.595,0,153.2,14.0
8.481,2.4,0.0,1,0,1,12,12,0.689,45.2,2.4,1,1,7.473,0.639,0,313.85,31.0
5.301,0.0,0.04,0,2,0,6,7,0.632,39.6,2.1,0,1,5.947,0.575,0,285.47,27.0
6.748,2.6,0.05,1,2,1,12,12,0.689,44.7,2.6,1,1,7.574,0.64,0,287.81,28.0
6.155,2.8,0.026,1,1,1,12,12,0.691,44.4,2.8,1,1,8.049,0.653,0,289.78,28.0
5.759,0.0,0.154,0,8,0,12,12,0.633,39.2,2.0,0,1,6.46,0.589,0,329.48,31.0
7.244,0.0,0.03,0,1,0,6,6,0.625,37.5,3.1,0,1,6.478,0.583,0,207.3,19.0
6.0,0.0,0.163,0,8,0,6,7,0.621,37.5,2.1,0,1,6.03,0.569,0,289.46,26.0
9.367,2.6,0.025,1,1,1,12,12,0.689,44.7,2.6,1,1,7.574,0.64,0,287.81,28.0
8.018,0.0,0.0,0,0,0,20,20,0.68,45.8,6.3,0,3,6.864,0.632,0,329.48,39.0
7.041,0.0,0.036,0,2,0,16,16,0.655,42.3,3.8,0,2,6.74,0.611,0,350.5,37.0
6.4,0.0,0.021,0,1,0,12,13,0.662,40.9,11.4,0,5,6.987,0.621,0,307.44,33.0
6.169,2.4,0.023,1,1,0,12,13,0.666,41.5,12.2,0,5,7.595,0.638,1,311.4,33.0
5.22,0.0,0.021,0,1,0,12,13,0.662,40.9,11.4,0,5,6.987,0.621,0,307.44,33.0
5.67,2.4,0.023,1,1,1,12,13,0.688,41.5,12.2,1,5,7.996,0.649,0,327.85,33.0
5.945,0.0,0.021,0,1,0,12,13,0.662,40.9,11.4,0,5,6.987,0.621,0,307.44,33.0
6.851,2.3,0.022,1,1,0,12,13,0.67,44.2,7.0,0,3,7.196,0.632,1,309.42,33.0
8.64,2.3,0.021,1,1,2,12,12,0.708,43.2,4.5,1,2,7.84,0.644,0,344.94,32.0
5.848,0.0,0.0,0,0,0,12,12,0.672,45.0,5.0,0,2,6.61,0.62,0,264.4,29.0
8.699,2.3,0.021,1,1,2,12,12,0.708,43.2,4.5,1,2,7.84,0.644,0,344.94,32.0
6.854,3.1,0.029,1,1,1,12,12,0.708,46.9,3.1,1,1,8.117,0.664,0,259.75,26.0
5.38,0.0,0.0,0,0,0,12,12,0.669,43.6,7.7,0,3,6.805,0.623,0,265.39,29.0
5.52,0.0,0.022,0,1,0,12,14,0.67,41.9,11.6,0,5,7.475,0.64,0,321.42,35.0
4.87,0.0,0.023,0,1,0,12,13,0.667,41.5,12.2,0,5,7.156,0.629,0,293.41,32.0
6.367,0.0,0.12,0,3,1,0,1,0.65,26.1,13.0,0,3,7.53,0.58,0,173.18,14.0
6.62,2.4,0.023,1,1,2,12,13,0.722,43.9,7.3,1,3,8.388,0.666,0,343.91,33.0
6.52,0.0,0.023,0,1,0,12,13,0.667,41.5,12.2,0,5,7.156,0.629,0,293.41,32.0
6.139,0.0,0.023,0,1,0,12,13,0.667,41.5,12.2,0,5,7.156,0.629,0,293.41,32.0
6.492,2.6,0.0,1,0,1,12,12,0.709,46.2,2.6,0,1,8.827,0.654,0,344.27,30.0
6.717,0.0,0.19,0,8,0,0,4,0.629,39.5,0.0,0,0,6.056,0.576,0,260.41,24.0
6.699,8.2,0.058,4,3,2,12,15,0.685,38.8,8.2,1,4,9.692,0.676,3,474.93,43.0
5.009,0.0,0.022,0,1,0,12,13,0.664,41.9,9.3,0,4,7.173,0.628,0,308.42,33.0
4.658,0.0,0.058,0,3,1,12,15,0.671,38.8,8.2,0,4,7.888,0.636,0,386.52,39.0
7.45,2.5,0.095,1,4,2,12,12,0.709,42.5,5.0,1,2,7.972,0.645,0,318.9,29.0
7.1,0.0,0.022,0,1,1,11,12,0.685,40.5,9.5,0,4,7.44,0.631,0,312.48,31.5
5.62,0.0,0.088,0,5,0,12,12,0.645,40.7,3.7,0,2,6.528,0.599,0,352.52,35.0
6.3,1.8,0.138,1,8,1,12,13,0.664,39.3,5.4,0,3,7.972,0.614,0,446.43,37.0
7.678,2.2,0.021,1,1,1,12,14,0.7,46.7,4.4,1,2,7.486,0.648,0,336.89,35.0
7.131,2.1,0.02,1,1,1,12,13,0.686,44.7,4.3,1,2,7.211,0.631,0,338.91,34.0
7.194,6.1,0.058,3,3,1,12,15,0.667,38.8,8.2,0,4,8.99,0.659,3,440.49,42.0
6.26,0.0,0.041,0,2,0,12,13,0.659,41.3,8.7,0,4,7.01,0.62,0,322.45,34.0
5.131,0.0,0.041,0,2,0,12,13,0.659,41.3,8.7,0,4,7.01,0.62,0,322.45,34.0
6.572,2.0,0.019,1,1,1,12,14,0.686,45.1,3.9,1,2,7.156,0.631,0,364.95,37.0
7.161,0.0,0.054,0,3,0,10,11,0.634,37.7,7.5,0,4,6.425,0.587,0,340.52,34.0
6.374,0.0,0.022,0,1,0,12,13,0.669,42.9,9.5,0,4,6.962,0.626,0,292.42,32.0
7.0,6.3,0.059,3,3,2,12,15,0.695,39.6,6.3,0,3,9.532,0.677,3,457.54,42.0
7.0,0.0,0.127,0,9,0,18,19,0.652,41.2,5.9,0,4,6.745,0.609,0,458.66,47.0
4.49,0.0,0.161,0,9,0,10,13,0.634,37.0,7.4,0,4,7.157,0.606,0,386.5,38.0
8.1,0.0,0.119,0,5,0,6,6,0.617,36.6,2.4,0,1,6.083,0.567,0,249.39,22.0
6.21,0.0,0.143,0,11,0,12,12,0.626,37.8,2.7,0,2,6.334,0.58,0,468.7,43.0
6.24,0.0,0.143,0,11,0,12,12,0.626,37.8,2.7,0,2,6.334,0.58,0,468.7,43.0
6.387,2.0,0.075,1,4,0,12,12,0.651,42.0,4.0,0,2,6.81,0.609,1,340.48,34.0
5.62,0.0,0.088,0,5,0,12,12,0.645,40.7,3.7,0,2,6.528,0.599,0,352.52,35.0
5.951,0.0,0.111,0,4,0,12,12,0.657,42.9,2.9,0,1,6.952,0.619,0,243.33,25.0
7.39,0.0,0.05,0,2,0,6,6,0.615,35.9,2.6,0,1,6.445,0.575,0,251.36,22.0
5.143,0.0,0.051,0,2,0,12,12,0.661,43.2,2.7,0,1,7.334,0.632,0,271.34,28.0
7.585,1.7,0.098,1,6,0,12,12,0.637,39.7,3.4,0,2,6.906,0.603,1,400.54,38.0
5.496,0.0,0.091,0,5,0,6,7,0.623,37.7,1.9,0,1,6.255,0.576,0,331.5,30.0
4.663,0.0,0.113,0,6,0,12,14,0.66,42.0,6.0,0,3,7.309,0.63,0,365.47,38.0
6.606,0.0,0.089,0,4,0,12,12,0.651,41.9,2.3,0,1,6.963,0.615,0,299.4,30.0
6.717,1.8,0.066,1,4,0,10,13,0.649,40.4,7.0,0,4,7.202,0.618,1,410.54,42.0
7.517,0.0,0.067,0,3,0,6,6,0.622,37.2,2.3,0,1,6.451,0.58,0,277.4,25.0
5.503,0.0,0.109,0,6,0,6,6,0.613,35.8,1.9,0,1,6.33,0.571,0,335.49,29.0
7.052,0.0,0.039,0,2,0,6,6,0.618,36.7,2.0,0,1,6.234,0.572,0,305.46,27.0
5.55,0.0,0.12,0,6,0,12,12,0.649,41.7,4.2,0,2,6.135,0.591,0,294.48,30.0
5.64,0.0,0.109,0,5,0,12,12,0.646,40.9,2.3,0,1,7.168,0.617,0,315.4,31.0
6.427,0.0,0.093,0,4,0,12,12,0.651,41.5,2.4,0,1,7.35,0.625,0,301.37,30.0
6.483,0.0,0.075,0,4,0,6,6,0.625,38.0,2.0,0,1,6.349,0.58,0,317.47,29.0
8.71,0.0,0.051,0,2,0,12,12,0.661,43.2,2.7,0,1,7.334,0.632,0,271.34,28.0
5.89,1.8,0.083,1,5,0,12,14,0.658,43.9,1.8,0,1,6.904,0.618,1,393.54,40.0
6.276,0.0,0.075,0,4,0,18,18,0.675,46.0,2.0,0,1,7.229,0.639,0,361.47,39.0
6.071,2.6,0.05,1,2,1,12,12,0.689,44.7,2.6,1,1,7.574,0.64,0,287.81,28.0
5.96,3.9,0.093,2,5,0,12,14,0.665,45.1,2.0,0,1,7.519,0.638,2,383.47,39.0
5.55,2.0,0.093,1,5,0,12,14,0.666,45.1,2.0,0,1,7.166,0.631,1,365.48,38.0
9.31,0.0,0.05,0,2,0,12,12,0.656,42.1,2.6,0,1,7.562,0.634,0,287.34,29.0
5.577,0.0,0.087,0,4,0,12,12,0.646,40.9,2.3,0,1,7.168,0.617,0,315.4,31.0
6.354,0.0,0.071,0,3,0,12,12,0.656,42.5,2.5,0,1,7.134,0.623,0,285.37,29.0
5.81,1.9,0.088,1,5,0,12,14,0.662,44.4,1.9,0,1,7.028,0.624,1,379.51,39.0
5.987,0.0,0.036,0,1,0,6,6,0.627,37.0,3.7,0,1,7.231,0.605,0,195.24,18.0
5.0,4.8,0.116,2,5,2,6,7,0.66,35.7,4.8,2,2,8.268,0.622,0,347.27,27.0
6.595,0.0,0.019,0,1,0,12,14,0.67,45.1,3.9,0,2,6.481,0.615,0,330.51,36.0
6.177,0.0,0.0,0,0,0,10,10,0.649,41.5,4.9,0,2,6.205,0.593,0,254.41,27.0
5.562,1.7,0.097,1,6,2,10,11,0.667,37.3,5.1,0,3,7.385,0.609,1,435.69,38.0
7.167,0.0,0.02,0,1,0,12,14,0.675,45.8,4.2,0,2,6.593,0.622,0,316.48,35.0
7.678,0.0,0.021,0,1,0,12,14,0.681,46.7,4.4,0,2,6.721,0.629,0,302.45,34.0
5.0,0.0,0.053,0,2,1,5,6,0.66,36.1,8.3,0,3,6.928,0.596,0,249.42,22.5
5.83,0.0,0.086,0,5,0,12,13,0.651,41.8,3.6,0,2,6.628,0.606,0,364.53,37.0
5.745,4.0,0.075,2,4,1,12,12,0.668,42.0,4.0,1,2,7.498,0.626,1,374.92,35.0
5.6,2.1,0.098,1,5,1,11,13,0.685,43.8,2.1,0,1,7.74,0.642,1,371.51,36.5
5.0,0.0,0.053,0,2,1,5,6,0.66,36.1,8.3,0,3,6.928,0.596,0,249.42,22.5
5.699,4.0,0.075,2,4,1,12,12,0.668,42.0,4.0,1,2,7.498,0.626,1,374.92,35.0
8.7,0.0,0.039,0,2,2,12,12,0.702,41.7,4.2,0,2,7.429,0.629,0,356.6,33.0
4.301,0.0,0.091,0,3,1,5,6,0.656,34.4,9.4,0,3,6.981,0.592,0,223.38,19.5
5.0,0.0,0.053,0,2,1,5,6,0.66,36.1,8.3,0,3,6.928,0.596,0,249.42,22.5
6.0,3.8,0.037,1,1,0,6,6,0.635,38.5,7.7,0,2,6.933,0.599,1,180.25,17.0
6.0,0.0,0.037,0,1,0,6,6,0.638,38.5,7.7,0,2,6.241,0.585,0,162.26,16.0
6.0,0.0,0.125,0,5,0,6,6,0.617,35.9,5.1,0,2,6.01,0.565,0,234.38,21.0
6.0,0.0,0.061,0,2,0,6,6,0.628,37.5,6.3,0,2,5.947,0.571,0,190.32,18.0
5.88,1.7,0.129,1,8,0,12,14,0.653,42.4,3.4,0,2,6.925,0.614,1,408.56,41.0
6.49,1.8,0.136,1,8,1,11,13,0.668,41.1,3.6,0,2,7.403,0.623,1,414.59,39.5
5.745,1.6,0.087,1,6,0,22,23,0.672,43.8,7.8,0,5,7.588,0.644,1,485.61,53.0
7.721,7.5,0.071,4,4,0,12,12,0.644,41.5,3.8,0,2,7.707,0.625,4,408.48,38.0
6.0,0.0,0.13,0,7,0,6,7,0.615,35.8,3.8,0,2,6.01,0.563,0,318.51,28.0
6.886,4.0,0.075,2,4,1,12,12,0.668,42.0,4.0,1,2,7.498,0.626,1,374.92,35.0
6.0,0.0,0.065,0,2,0,6,6,0.627,36.7,6.7,0,2,6.41,0.582,0,192.29,18.0
6.0,0.0,0.081,0,3,0,6,6,0.62,36.1,5.6,0,2,6.121,0.569,0,220.35,20.0
5.87,1.6,0.123,1,8,0,12,14,0.65,41.9,3.2,0,2,6.816,0.609,1,422.59,42.0
5.585,1.6,0.087,1,6,0,21,22,0.66,40.6,10.9,0,7,7.65,0.637,1,489.61,52.5
5.398,0.0,0.1,0,5,0,6,7,0.626,37.5,4.2,0,2,6.301,0.579,0,302.46,28.0
6.0,0.0,0.111,0,5,0,6,7,0.62,36.4,4.5,0,2,6.282,0.574,0,276.42,25.0
5.252,1.4,0.08,1,6,0,21,22,0.658,41.4,8.6,0,6,7.153,0.623,1,500.68,53.5
6.0,0.0,0.033,0,1,0,6,6,0.632,37.9,6.9,0,2,6.079,0.577,0,176.29,17.0
6.0,0.0,0.111,0,4,0,6,7,0.629,37.1,5.7,0,2,6.695,0.591,0,234.33,22.0
6.0,3.8,0.037,1,1,1,6,6,0.671,38.5,7.7,1,2,7.565,0.617,0,196.7,17.0
6.0,0.0,0.083,0,3,0,6,6,0.625,37.1,5.7,0,2,5.839,0.565,0,204.35,19.0
6.0,0.0,0.103,0,4,0,6,6,0.622,36.8,5.3,0,2,5.747,0.561,0,218.38,20.0
