pXC50,nC,nSK,MW,Sv,SCBO,Sp,nBO,Se,nO,N.,nAB,O.,nBM,nCsp2,Si,nHet,nAT,nBT,nH,nS,nCL,nDB,RBN,AMW,C.,H.,Me,Mi
6.5,18,21,279.36,24.665,31.5,26.006,24,37.825,2,2.6,11,5.3,13,12,42.239,3,38,41,17,0,0,2,1,7.352,47.4,44.7,0.995,1.112
5.9,21,26,366.87,30.041,38.0,31.631,28,45.134,2,4.4,18,4.4,19,18,50.096,5,45,47,19,0,1,1,6,8.153,46.7,42.2,1.003,1.113
5.9,20,26,349.36,27.706,41.0,27.915,29,39.96,1,7.7,22,2.6,23,20,43.875,6,39,42,13,0,0,1,3,8.958,51.3,33.3,1.025,1.125
9.5,20,29,413.96,33.433,41.0,35.205,32,53.316,1,13.2,16,1.9,17,12,60.378,9,53,56,24,0,1,1,6,7.811,37.7,45.3,1.006,1.139
7.4,11,18,265.32,19.503,26.0,20.074,19,29.898,3,10.3,10,10.3,12,9,32.704,7,29,30,11,1,0,2,3,9.149,37.9,37.9,1.031,1.128
7.0,20,24,315.4,27.467,37.5,28.801,27,40.818,1,7.3,17,2.4,19,18,45.611,4,41,44,17,0,0,2,3,7.693,48.8,41.5,0.996,1.112
5.9,16,23,312.36,25.391,34.5,25.955,26,39.691,3,10.3,15,7.7,16,11,44.113,7,39,42,16,0,0,1,2,8.009,41.0,41.0,1.018,1.131
5.9,23,29,405.56,33.949,43.5,36.188,32,51.872,2,5.8,21,3.8,22,18,57.986,6,52,55,23,1,0,1,5,7.799,44.2,44.2,0.998,1.115
8.3,18,27,373.37,28.133,39.0,27.864,29,42.676,1,12.2,18,2.4,19,17,47.211,9,41,43,14,0,0,1,5,9.107,43.9,34.1,1.041,1.151
5.9,15,22,316.42,24.863,34.0,26.148,24,38.44,2,10.5,16,5.3,18,13,42.823,7,38,40,16,1,0,2,4,8.327,39.5,42.1,1.012,1.127
5.9,29,36,482.69,43.218,52.0,46.148,41,69.309,1,8.6,22,1.4,22,18,79.012,7,70,75,34,0,0,0,5,6.896,41.4,48.6,0.99,1.129
8.4,24,32,424.5,35.246,50.5,36.273,36,52.451,2,11.5,27,3.8,28,22,58.315,8,52,56,20,0,0,1,6,8.163,46.2,38.5,1.009,1.121
5.9,21,26,343.41,29.181,41.0,30.256,29,43.145,2,7.0,22,4.7,23,20,47.82,5,43,46,17,0,0,1,4,7.986,48.8,39.5,1.003,1.112
5.9,23,30,433.59,34.082,49.0,36.313,34,49.182,2,6.1,26,4.1,28,21,54.075,7,49,53,19,2,0,2,3,8.849,46.9,38.8,1.004,1.104
8.699,17,23,327.85,26.622,34.0,28.216,26,41.018,0,12.2,16,0.0,16,11,46.342,6,41,44,18,0,1,0,3,7.996,41.5,43.9,1.0,1.13
8.699,16,22,316.82,25.316,32.0,26.665,24,39.243,1,10.3,16,2.6,16,12,44.053,6,39,41,17,0,1,0,5,8.124,41.0,43.6,1.006,1.13
5.9,21,29,389.45,31.939,44.0,32.722,32,48.676,3,10.4,22,6.3,23,19,54.026,8,48,51,19,0,0,1,6,8.114,43.8,39.6,1.014,1.126
6.3,17,24,363.27,27.143,35.0,28.523,26,40.567,1,10.0,16,2.5,17,14,44.997,7,40,42,16,0,2,1,5,9.082,42.5,40.0,1.014,1.125
8.0,22,31,427.47,33.713,45.0,34.148,34,52.327,1,9.8,22,2.0,22,17,58.457,9,51,54,20,0,0,0,6,8.382,43.1,39.2,1.026,1.146
5.9,18,26,356.48,30.299,35.0,31.796,27,50.218,2,12.0,12,4.0,14,12,57.145,8,50,51,24,0,0,2,9,7.13,36.0,48.0,1.004,1.143
9.0,17,24,342.87,27.644,35.0,29.222,27,43.12,0,14.0,16,0.0,16,11,48.84,7,43,46,19,0,1,0,3,7.974,39.5,44.2,1.003,1.136
9.1,16,22,314.8,24.789,33.0,25.904,24,37.36,1,10.8,16,2.7,17,13,41.638,6,37,39,15,0,1,1,4,8.508,43.2,40.5,1.01,1.125
5.9,21,25,332.43,29.214,37.0,30.773,27,44.811,2,4.4,18,4.4,19,18,50.152,4,45,47,20,0,0,1,6,7.387,46.7,44.4,0.996,1.114
5.9,20,31,447.45,31.703,46.0,31.449,34,46.265,1,11.4,22,2.3,23,19,50.471,11,44,47,13,1,0,1,3,10.169,45.5,29.5,1.051,1.147
6.5,9,15,305.59,16.378,22.0,17.608,16,21.811,1,9.5,10,4.8,11,9,23.157,6,21,22,6,1,1,1,1,14.552,42.9,28.6,1.039,1.103
7.1,20,25,330.42,28.488,39.0,29.807,28,42.92,1,9.3,22,2.3,22,18,48.109,5,43,46,18,0,0,0,5,7.684,46.5,41.9,0.998,1.119
7.9,17,25,360.48,28.632,37.0,30.125,27,45.534,3,8.9,16,6.7,18,12,50.863,8,45,47,20,1,0,2,6,8.011,37.8,44.4,1.012,1.13
6.8,15,19,249.29,20.886,30.0,21.517,21,30.167,1,10.0,12,3.3,15,15,33.365,4,30,32,11,0,0,3,2,8.31,50.0,36.7,1.006,1.112
7.5,17,21,278.39,24.773,32.0,26.353,24,38.592,0,10.3,16,0.0,16,12,43.9,4,39,42,18,0,0,0,2,7.138,43.6,46.2,0.99,1.126
5.9,20,29,409.45,30.986,44.0,31.506,32,45.32,5,6.8,10,11.4,16,16,48.953,9,44,47,15,1,0,5,5,9.306,45.5,34.1,1.03,1.113
8.9,19,27,369.38,28.418,41.0,28.409,30,42.349,0,12.2,22,0.0,22,17,47.002,8,41,44,14,0,0,0,4,9.009,46.3,34.1,1.033,1.146
7.7,20,25,329.44,28.795,39.0,30.358,28,43.694,0,11.4,22,0.0,22,17,49.398,5,44,47,19,0,0,0,4,7.487,45.5,43.2,0.993,1.123
5.9,23,29,385.45,32.423,44.0,33.472,32,48.356,3,6.3,18,6.3,21,21,53.445,6,48,51,19,0,0,3,8,8.03,47.9,39.6,1.007,1.113
6.1,29,38,530.76,45.12,54.0,48.25,41,71.712,2,8.3,22,2.8,24,21,81.141,9,72,75,34,1,0,2,10,7.372,40.3,47.2,0.996,1.127
5.9,20,23,302.4,26.972,35.0,28.557,25,40.6,1,4.9,18,2.4,19,18,45.528,3,41,43,18,0,0,1,4,7.376,48.8,43.9,0.99,1.11
5.9,19,26,344.41,28.477,41.0,29.296,29,42.356,1,14.3,22,2.4,23,18,47.275,7,42,45,16,0,0,1,5,8.2,45.2,38.1,1.008,1.126
5.9,14,17,224.28,19.392,26.0,20.273,19,28.949,1,6.9,12,3.4,13,13,32.282,3,29,31,12,0,0,1,0,7.734,48.3,41.4,0.998,1.113
5.9,17,26,357.32,26.079,39.5,25.341,28,37.909,1,13.9,17,2.8,19,15,41.381,9,36,38,10,0,0,1,2,9.926,47.2,27.8,1.053,1.149
6.1,14,23,329.37,24.019,35.0,24.324,25,35.218,3,14.7,16,8.8,18,14,38.285,9,34,36,11,1,0,2,3,9.687,41.2,32.4,1.036,1.126
7.0,20,29,394.42,30.771,44.0,30.932,32,46.265,1,13.3,22,2.2,23,19,51.37,9,45,48,16,0,0,1,5,8.765,44.4,35.6,1.028,1.142
9.3,23,30,394.47,33.004,48.5,34.057,34,48.24,1,12.5,27,2.1,28,22,53.69,7,48,52,18,0,0,1,5,8.218,47.9,37.5,1.005,1.119
8.5,23,29,380.49,32.816,46.5,34.364,33,48.796,0,12.2,27,0.0,27,21,54.896,6,49,53,20,0,0,0,4,7.765,46.9,40.8,0.996,1.12
6.4,15,20,268.35,22.961,30.0,24.046,22,36.036,1,11.1,16,2.8,16,12,40.694,5,36,38,16,0,0,0,5,7.454,41.7,44.4,1.001,1.13
5.9,10,16,238.35,18.622,22.0,19.932,17,30.229,1,13.3,10,3.3,10,6,34.199,6,30,31,14,1,0,0,5,7.945,33.3,46.7,1.008,1.14
5.9,21,28,389.52,31.697,43.0,33.461,31,47.098,1,10.6,22,2.1,23,19,52.527,7,47,50,19,1,0,1,3,8.288,44.7,40.4,1.002,1.118
6.5,18,24,384.25,26.68,37.0,27.847,26,38.491,2,7.9,16,5.3,18,15,42.247,6,38,40,14,0,0,1,3,10.112,47.4,36.8,1.013,1.112
7.3,17,23,326.4,25.535,34.0,26.591,25,37.564,3,5.4,12,8.1,15,16,41.036,6,37,39,14,1,0,3,3,8.822,45.9,37.8,1.015,1.109
5.9,21,31,420.41,31.959,48.0,31.625,36,46.709,2,13.3,22,4.4,23,18,51.164,10,45,50,14,0,0,1,2,9.342,46.7,31.1,1.038,1.137
5.9,23,32,438.53,35.878,46.0,36.978,35,56.8,1,10.7,22,1.8,22,16,64.031,9,56,59,24,0,0,0,6,7.831,41.1,42.9,1.014,1.143
5.9,24,34,468.56,38.119,48.0,39.194,37,61.01,2,10.0,22,3.3,22,16,68.655,10,60,63,26,0,0,0,8,7.809,40.0,43.3,1.017,1.144
5.9,23,33,463.56,36.368,50.0,37.585,36,54.963,4,9.3,18,7.4,23,21,60.571,10,54,57,21,1,0,5,7,8.584,42.6,38.9,1.018,1.122
5.9,16,21,295.36,22.742,34.5,23.648,24,31.429,0,9.7,21,0.0,21,16,34.415,5,31,34,10,1,0,0,2,9.528,51.6,32.3,1.014,1.11
5.9,15,18,236.29,20.392,29.0,21.273,20,29.949,1,6.7,16,3.3,17,14,33.282,3,30,32,12,0,0,1,2,7.876,50.0,40.0,0.998,1.109
5.9,21,30,431.44,31.187,45.0,31.199,33,44.945,1,7.0,22,2.3,23,20,48.89,9,43,46,13,1,0,1,3,10.033,48.8,30.2,1.045,1.137
5.9,28,36,483.53,39.575,54.0,40.387,40,58.963,4,5.2,24,6.9,26,26,64.824,8,58,62,22,0,0,2,5,8.337,48.3,37.9,1.017,1.118
5.9,22,29,386.44,31.918,44.0,32.716,32,47.574,3,8.5,18,6.4,21,21,52.528,7,47,50,18,0,0,3,3,8.222,46.8,38.3,1.012,1.118
5.9,18,26,371.86,29.052,37.0,30.125,28,44.673,2,11.4,12,4.5,14,11,49.761,8,44,46,18,0,1,1,4,8.451,40.9,40.9,1.015,1.131
5.9,18,30,438.83,30.696,42.0,30.182,32,46.429,2,13.6,18,4.5,19,16,50.863,12,44,46,14,0,1,1,5,9.973,40.9,31.8,1.055,1.156
5.9,28,35,483.69,41.33,52.0,44.267,38,63.516,1,7.8,22,1.6,24,20,71.603,7,64,67,29,1,0,1,6,7.558,43.8,45.3,0.992,1.119
5.9,10,20,393.17,21.39,27.0,22.551,22,33.422,4,15.6,10,12.5,10,5,36.711,10,32,34,12,0,0,0,2,12.287,31.3,37.5,1.044,1.147
7.0,19,23,303.39,26.467,35.0,27.801,25,39.818,1,7.5,18,2.5,19,18,44.611,4,40,42,17,0,0,1,5,7.585,47.5,42.5,0.995,1.115
5.9,29,39,539.72,44.561,58.5,46.972,43,68.163,2,10.3,27,2.9,29,24,76.394,10,68,72,29,1,0,2,6,7.937,42.6,42.6,1.002,1.123
5.9,22,31,424.5,34.351,45.0,35.216,34,53.916,1,11.3,22,1.9,22,16,60.615,9,53,56,22,0,0,0,6,8.009,41.5,41.5,1.017,1.144
5.9,35,40,526.67,46.562,62.5,49.034,45,69.556,3,2.9,33,4.3,34,31,77.438,5,70,75,30,0,0,1,9,7.524,50.0,42.9,0.994,1.106
6.6,29,36,476.57,40.498,56.5,42.0,41,60.225,3,6.7,27,5.0,29,26,66.773,7,60,65,24,0,0,2,7,7.943,48.3,40.0,1.004,1.113
5.9,11,18,341.22,18.925,27.0,20.091,20,24.007,2,8.7,6,8.7,10,11,24.927,7,23,25,5,2,0,4,0,14.836,47.8,21.7,1.044,1.084
5.9,23,35,490.51,37.359,49.0,37.307,38,59.152,2,10.5,22,3.5,22,16,65.919,12,57,60,22,0,0,0,8,8.605,40.4,38.6,1.038,1.156
5.9,26,36,502.62,39.87,54.5,41.381,40,59.807,2,10.2,27,3.4,28,23,66.405,10,59,63,23,1,0,1,6,8.519,44.1,39.0,1.014,1.126
8.5,18,23,301.38,25.741,37.0,26.836,26,37.927,0,13.2,22,0.0,22,17,42.568,5,38,41,15,0,0,0,4,7.931,47.4,39.5,0.998,1.12
5.9,27,33,458.68,39.836,48.0,43.023,38,62.298,1,6.3,16,1.6,17,13,70.52,6,63,68,30,1,0,0,6,7.281,42.9,47.6,0.989,1.119
8.6,16,21,282.38,24.488,31.0,25.807,23,38.92,1,10.3,16,2.6,16,12,44.109,5,39,41,18,0,0,0,3,7.241,41.0,46.2,0.998,1.131
5.9,24,32,448.94,35.799,48.0,37.097,36,53.665,3,7.5,22,5.7,23,20,59.302,8,53,57,21,0,1,1,7,8.471,45.3,39.6,1.013,1.119
9.4,25,34,454.53,37.487,52.5,38.489,38,56.662,3,10.7,27,5.4,28,22,62.94,9,56,60,22,0,0,1,7,8.117,44.6,39.3,1.012,1.124
5.9,13,18,241.27,19.601,27.5,19.972,20,29.494,2,10.3,11,6.9,13,12,32.575,5,29,31,11,0,0,2,2,8.32,44.8,37.9,1.017,1.123
5.9,15,18,238.31,20.918,27.5,22.034,20,31.833,1,6.3,11,3.1,13,13,35.697,3,32,34,14,0,0,2,1,7.447,46.9,43.8,0.995,1.116
7.9,22,27,358.48,31.542,41.0,33.33,30,48.687,1,8.2,22,2.0,22,18,54.939,5,49,52,22,0,0,0,6,7.316,44.9,44.9,0.994,1.121
5.9,16,21,286.42,25.542,29.0,27.33,23,42.687,1,9.3,10,2.3,11,8,48.939,5,43,45,22,0,0,1,3,6.661,37.2,51.2,0.993,1.138
7.9,14,19,253.34,21.741,29.0,22.836,21,33.927,0,14.7,16,0.0,16,12,38.568,5,34,36,15,0,0,0,2,7.451,41.2,44.1,0.998,1.134
6.5,16,24,399.69,25.776,36.0,26.949,26,34.324,2,6.1,16,6.1,18,16,36.243,8,33,35,9,1,3,2,3,12.112,48.5,27.3,1.04,1.098
6.6,11,17,251.28,18.175,24.0,18.517,18,27.022,4,3.8,6,15.4,9,10,28.917,6,26,27,9,1,0,3,2,9.665,42.3,34.6,1.039,1.112
5.9,20,26,387.28,29.342,38.0,30.727,28,42.574,2,4.8,18,4.8,19,18,46.625,6,42,44,16,0,2,1,5,9.221,47.6,38.1,1.014,1.11
5.9,20,28,384.54,33.353,37.0,35.319,29,55.985,2,10.7,12,3.6,14,12,63.976,8,56,57,28,0,0,2,11,6.867,35.7,50.0,1.0,1.142
5.9,12,16,211.24,17.359,25.0,17.756,18,25.284,1,12.0,12,4.0,13,12,27.95,4,25,27,9,0,0,1,1,8.45,48.0,36.0,1.011,1.118
5.9,14,19,275.76,21.767,27.5,22.898,21,33.258,1,9.1,11,3.0,12,10,37.14,5,33,35,14,0,1,1,3,8.356,42.4,42.4,1.008,1.125
8.2,16,24,324.38,26.192,37.0,26.75,27,40.683,2,15.0,16,5.0,18,11,45.485,8,40,43,16,0,0,2,3,8.109,40.0,40.0,1.017,1.137
9.2,23,31,412.46,33.387,49.5,33.995,35,48.752,1,12.5,27,2.1,28,22,54.03,8,48,52,17,0,0,1,5,8.593,47.9,35.4,1.016,1.126
8.2,16,23,314.32,24.201,34.0,24.159,25,36.178,1,11.4,12,2.9,15,15,39.958,7,35,37,12,0,0,3,4,8.981,45.7,34.3,1.034,1.142
5.9,15,24,333.3,24.079,35.5,23.341,26,35.909,1,14.7,17,2.9,18,14,39.381,9,34,36,10,0,0,1,2,9.803,44.1,29.4,1.056,1.158
7.0,18,26,357.46,29.993,36.0,31.245,28,49.443,3,10.2,16,6.1,16,11,55.857,8,49,51,23,0,0,0,9,7.295,36.7,46.9,1.009,1.14
7.2,18,24,323.32,25.18,38.0,25.154,27,36.076,1,8.6,22,2.9,22,18,39.46,6,35,38,11,0,0,0,2,9.238,51.4,31.4,1.031,1.127
5.9,28,38,528.69,43.255,56.5,45.421,42,66.389,3,9.1,27,4.5,28,23,74.105,10,66,70,28,1,0,1,7,8.01,42.4,42.4,1.006,1.123
5.9,24,29,385.5,33.762,43.0,35.54,32,51.796,2,5.8,18,3.8,20,20,58.066,5,52,55,23,0,0,2,3,7.413,46.2,44.2,0.996,1.117
6.1,20,30,459.61,33.172,44.0,35.108,33,48.029,4,6.4,10,8.5,16,17,51.999,10,47,50,17,3,0,6,6,9.779,42.6,36.2,1.022,1.106
5.9,22,30,423.53,33.275,46.5,34.642,34,49.68,0,10.2,25,0.0,25,18,55.413,8,49,53,19,1,0,0,4,8.643,44.9,38.8,1.014,1.131
7.3,18,24,323.32,25.18,38.0,25.154,27,36.076,1,8.6,22,2.9,22,18,39.46,6,35,38,11,0,0,0,2,9.238,51.4,31.4,1.031,1.127
5.9,17,23,312.38,25.871,33.5,26.745,25,40.432,1,10.0,11,2.5,13,11,45.449,6,40,42,17,0,0,1,2,7.809,42.5,42.5,1.011,1.136
6.5,18,26,373.41,28.185,39.5,28.71,29,42.327,6,2.4,17,14.6,19,16,45.581,8,41,44,15,1,0,2,4,9.108,43.9,36.6,1.032,1.112
7.5,19,25,330.43,28.289,39.5,29.603,29,42.912,0,14.0,21,0.0,21,15,48.481,6,43,47,18,0,0,0,4,7.684,44.2,41.9,0.998,1.127
5.9,30,39,542.77,46.12,56.0,49.25,42,72.712,2,8.2,22,2.7,25,23,82.141,9,73,76,34,1,0,3,10,7.435,41.1,46.6,0.996,1.125
5.9,21,26,341.39,28.655,42.0,29.495,30,41.262,2,7.3,22,4.9,23,20,45.405,5,41,45,15,0,0,1,3,8.327,51.2,36.6,1.006,1.107
5.9,17,22,297.36,24.85,32.5,25.739,24,38.331,1,7.9,17,2.6,17,14,42.95,5,38,40,16,0,0,0,5,7.825,44.7,42.1,1.009,1.13
5.9,20,25,333.42,28.708,37.0,30.017,27,44.029,2,6.8,18,4.5,19,17,49.235,5,44,46,19,0,0,1,5,7.578,45.5,43.2,1.001,1.119
6.0,14,21,302.39,23.336,33.0,24.387,23,35.556,2,11.4,16,5.7,18,13,39.408,7,35,37,14,1,0,2,3,8.64,40.0,40.0,1.016,1.126
5.9,21,26,350.42,29.597,38.0,30.711,28,45.323,2,4.4,18,4.4,19,18,50.492,5,45,47,19,0,0,1,5,7.787,46.7,42.2,1.007,1.122
5.9,26,34,452.56,38.299,52.5,39.796,38,58.218,2,10.3,27,3.4,28,22,65.145,8,58,62,24,0,0,1,7,7.803,44.8,41.4,1.004,1.123
9.4,18,28,420.97,31.787,41.0,33.54,31,49.734,2,12.2,16,4.1,18,11,55.594,10,49,52,21,1,1,2,5,8.591,36.7,42.9,1.015,1.135
5.9,28,37,506.72,44.702,49.0,47.58,41,74.73,3,8.0,12,4.0,14,12,85.261,9,75,79,38,0,0,2,7,6.756,37.3,50.7,0.996,1.137
8.699,16,22,316.82,25.316,32.0,26.665,24,39.243,1,10.3,16,2.6,16,12,44.053,6,39,41,17,0,1,0,4,8.124,41.0,43.6,1.006,1.13
5.9,19,24,339.5,28.707,35.5,30.972,27,44.662,1,6.7,15,2.2,16,12,50.361,5,45,48,21,1,0,1,4,7.544,42.2,46.7,0.992,1.119
9.801,19,28,399.93,31.907,40.0,33.444,31,50.432,1,14.0,16,2.0,17,12,56.963,9,50,53,22,0,1,1,4,7.999,38.0,44.0,1.009,1.139
5.9,14,19,258.3,21.348,28.0,21.943,21,33.487,3,6.1,10,9.1,12,10,37.116,5,33,35,14,0,0,2,3,7.827,42.4,42.4,1.015,1.125
5.9,23,32,449.55,35.321,48.0,36.614,35,52.822,2,9.6,22,3.8,24,21,58.492,9,52,55,20,1,0,2,4,8.645,44.2,38.5,1.016,1.125
9.0,15,24,365.88,26.712,36.0,28.012,26,40.865,2,12.5,16,5.0,18,12,45.266,9,40,42,16,1,1,2,6,9.147,37.5,40.0,1.022,1.132
5.9,20,27,359.42,29.697,42.0,30.506,30,44.465,2,11.4,22,4.5,23,19,49.402,7,44,47,17,0,0,1,3,8.169,45.5,38.6,1.011,1.123
5.9,25,34,480.01,38.874,49.0,40.625,38,60.534,3,8.3,16,5.0,19,18,67.631,9,60,64,26,0,1,3,6,8.0,41.7,43.3,1.009,1.127
6.2,17,23,315.41,26.95,31.0,28.233,24,44.24,3,6.8,6,6.8,10,10,49.86,6,44,45,21,0,0,4,4,7.168,38.6,47.7,1.005,1.133
7.9,26,33,436.56,37.584,51.5,39.341,37,56.891,1,10.5,27,1.8,28,22,63.936,7,57,61,24,0,0,1,7,7.659,45.6,42.1,0.998,1.122
6.3,23,30,404.51,34.498,44.5,36.0,33,54.225,3,7.4,21,5.6,22,17,60.773,7,54,57,24,0,0,1,5,7.491,42.6,44.4,1.004,1.125
5.9,24,30,404.56,35.837,42.0,38.069,32,57.665,2,6.9,18,3.4,19,18,65.394,6,58,60,28,0,0,1,9,6.975,41.4,48.3,0.994,1.127
5.9,21,29,393.55,34.133,41.0,36.108,32,55.876,1,12.5,16,1.8,17,13,63.85,8,56,59,27,0,0,1,7,7.028,37.5,48.2,0.998,1.14
6.2,16,23,328.43,25.863,35.5,27.148,25,39.44,2,10.3,17,5.1,19,14,43.823,7,39,41,16,1,0,2,3,8.421,41.0,41.0,1.011,1.124
9.3,17,23,327.85,26.622,34.0,28.216,26,41.018,0,12.2,16,0.0,16,11,46.342,6,41,44,18,0,1,0,3,7.996,41.5,43.9,1.0,1.13
9.3,17,23,328.83,26.316,34.0,27.665,25,40.243,1,10.0,16,2.5,17,13,45.053,6,40,42,17,0,1,1,5,8.221,42.5,42.5,1.006,1.126
9.0,21,28,398.99,33.751,39.0,36.268,31,54.654,0,10.9,16,0.0,16,11,62.501,7,55,58,27,0,1,0,6,7.254,38.2,49.1,0.994,1.136
5.9,32,44,607.69,47.274,68.5,48.324,50,68.421,2,10.4,33,3.0,35,29,75.243,12,67,73,23,1,0,2,7,9.07,47.8,34.3,1.021,1.123
5.9,20,27,380.48,30.058,42.0,31.392,30,44.509,1,9.1,20,2.3,22,18,49.369,7,44,47,17,1,0,2,3,8.647,45.5,38.6,1.012,1.122
5.9,17,23,361.26,25.234,36.0,26.636,25,33.673,1,6.1,16,3.0,18,15,36.09,6,33,35,10,1,2,1,2,10.947,51.5,30.3,1.02,1.094
5.9,21,27,359.41,29.896,42.0,30.71,30,44.473,3,6.8,22,6.8,23,20,49.03,6,44,47,17,0,0,1,4,8.168,47.7,38.6,1.011,1.114
5.9,23,28,367.49,32.321,43.5,34.12,31,48.578,0,10.2,17,0.0,19,14,54.813,5,49,52,21,0,0,0,4,7.5,46.9,42.9,0.991,1.119
5.9,18,23,310.38,26.402,33.5,27.466,25,41.254,3,4.9,11,7.3,14,14,45.946,5,41,43,18,0,0,3,4,7.57,43.9,43.9,1.006,1.121
5.9,23,27,360.49,32.267,39.0,34.296,29,50.578,2,3.9,18,3.9,19,18,56.983,4,51,53,24,0,0,1,7,7.068,45.1,47.1,0.992,1.117
8.0,11,17,245.69,17.988,27.0,18.409,19,25.6,0,20.0,16,0.0,16,11,28.266,6,25,27,8,0,1,0,1,9.828,44.0,32.0,1.024,1.131
5.9,17,23,322.42,25.622,36.0,26.932,27,37.229,1,10.8,16,2.7,17,13,41.199,6,37,41,14,1,0,1,1,8.714,45.9,37.8,1.006,1.113
5.699,10,15,265.07,15.551,24.0,15.796,17,20.855,2,10.0,10,10.0,12,10,22.087,5,20,22,5,0,0,2,0,13.254,50.0,25.0,1.043,1.104
5.832,15,22,364.22,24.395,32.0,25.301,25,36.818,3,8.3,10,8.3,12,10,40.456,7,36,39,14,0,0,2,2,10.117,41.7,38.9,1.023,1.124
5.658,15,22,319.77,24.197,32.0,24.807,25,36.913,3,8.3,10,8.3,12,10,40.558,7,36,39,14,0,1,2,2,8.882,41.7,38.9,1.025,1.127
5.046,16,23,315.36,25.611,33.0,26.165,26,40.8,4,7.5,10,10.0,12,10,45.239,7,40,43,17,0,0,2,3,7.884,40.0,42.5,1.02,1.131
4.854,16,24,329.34,25.799,35.0,25.858,28,40.244,5,7.7,10,12.8,12,10,44.033,8,39,43,15,0,0,2,2,8.445,41.0,38.5,1.032,1.129
6.0,15,23,380.22,25.109,33.0,25.756,26,38.145,4,8.1,10,10.8,12,10,41.665,8,37,40,14,0,0,2,2,10.276,40.5,37.8,1.031,1.126
5.744,15,22,364.22,24.395,32.0,25.301,25,36.818,3,8.3,10,8.3,12,10,40.456,7,36,39,14,0,0,2,2,10.117,41.7,38.9,1.023,1.124
6.204,15,22,363.24,24.701,32.0,25.853,25,37.593,2,10.8,10,5.4,12,10,41.745,7,37,40,15,0,0,2,2,9.817,40.5,40.5,1.016,1.128
6.684,15,22,363.24,24.701,32.0,25.853,25,37.593,2,10.8,10,5.4,12,10,41.745,7,37,40,15,0,0,2,2,9.817,40.5,40.5,1.016,1.128
6.452,15,21,348.22,23.68,31.0,24.847,24,35.491,2,8.6,10,5.7,12,10,39.247,6,35,38,14,0,0,2,2,9.949,42.9,40.0,1.014,1.121
6.441,16,23,378.25,25.921,33.0,27.063,26,39.702,3,7.7,10,7.7,12,10,43.871,7,39,42,16,0,0,2,3,9.699,41.0,41.0,1.018,1.125
4.398,16,24,392.23,26.109,35.0,26.756,27,39.145,4,7.9,10,10.5,13,11,42.665,8,38,41,14,0,0,3,3,10.322,42.1,36.8,1.03,1.123
5.596,13,19,320.16,20.626,29.0,21.324,22,29.724,2,10.3,10,6.9,12,10,32.416,6,29,32,10,0,0,2,1,11.04,44.8,34.5,1.025,1.118
7.125,14,20,334.19,22.153,30.0,23.085,23,32.607,2,9.4,10,6.3,12,10,35.831,6,32,35,12,0,0,2,1,10.443,43.8,37.5,1.019,1.12
5.338,14,20,334.19,22.153,30.0,23.085,23,32.607,2,9.4,10,6.3,12,10,35.831,6,32,35,12,0,0,2,1,10.443,43.8,37.5,1.019,1.12
5.628,15,21,348.22,23.68,31.0,24.847,24,35.491,2,8.6,10,5.7,12,10,39.247,6,35,38,14,0,0,2,1,9.949,42.9,40.0,1.014,1.121
5.843,15,21,348.22,23.68,31.0,24.847,24,35.491,2,8.6,10,5.7,12,10,39.247,6,35,38,14,0,0,2,1,9.949,42.9,40.0,1.014,1.121
6.058,12,18,308.15,19.626,27.0,20.324,20,28.724,2,10.7,10,7.1,12,10,31.416,6,28,30,10,0,0,2,1,11.005,42.9,35.7,1.026,1.122
6.096,15,21,348.22,23.68,31.0,24.847,24,35.491,2,8.6,10,5.7,12,10,39.247,6,35,38,14,0,0,2,1,9.949,42.9,40.0,1.014,1.121
6.357,14,21,350.19,22.868,31.0,23.54,24,33.934,3,9.1,10,9.1,12,10,37.041,7,33,36,12,0,0,2,1,10.612,42.4,36.4,1.028,1.122
7.086,14,21,352.18,22.536,31.0,23.023,24,33.12,2,9.4,10,6.3,12,10,36.171,7,32,35,11,0,0,2,1,11.006,43.8,34.4,1.035,1.13
6.247,14,21,352.18,22.536,31.0,23.023,24,33.12,2,9.4,10,6.3,12,10,36.171,7,32,35,11,0,0,2,1,11.006,43.8,34.4,1.035,1.13
6.891,14,20,289.74,21.955,30.0,22.591,23,32.702,2,9.4,10,6.3,12,10,35.934,6,32,35,12,0,1,2,1,9.054,43.8,37.5,1.022,1.123
5.862,15,21,285.33,23.369,31.0,23.949,24,36.589,3,8.3,10,8.3,12,10,40.614,6,36,39,15,0,0,2,2,7.926,41.7,41.7,1.016,1.128
6.777,14,21,307.73,22.339,31.0,22.529,24,33.214,2,9.4,10,6.3,12,10,36.273,7,32,35,11,0,1,2,1,9.617,43.8,34.4,1.038,1.134
6.535,15,22,303.32,23.753,32.0,23.887,25,37.102,3,8.3,10,8.3,12,10,40.954,7,36,39,14,0,0,2,2,8.426,41.7,38.9,1.031,1.138
9.801,17,24,343.85,27.337,35.0,28.671,27,42.345,1,11.9,16,2.4,16,11,47.551,7,42,45,18,0,1,0,3,8.187,40.5,42.9,1.008,1.132
9.5,19,26,370.93,30.697,37.0,32.745,29,48.887,0,12.2,16,0.0,16,11,55.671,7,49,52,23,0,1,0,4,7.57,38.8,46.9,0.998,1.136
