pXC50,nAB,nCsp2,nS,nBM,Mp,AMW,Mi,Sv,nCsp3,Si,nH,Mv,H.,nN,nDB,Sp,nC,nAT,nBT,Se,C.,Me,MW,N.,nB,nBO,nBR,nCL,nCsp,nF
5.96,16,12,0,16,0.66,7.173,1.137,26.816,5,48.896,20,0.624,46.5,6,0,28.364,17,43,46,42.796,39.5,0.995,308.43,14.0,0,26,0,0,0,0
6.328,17,14,0,17,0.657,7.568,1.135,27.224,3,48.817,19,0.633,44.2,5,0,28.267,17,43,45,43.349,39.5,1.008,325.41,11.6,0,26,0,0,0,0
6.509,12,10,0,13,0.662,7.996,1.148,25.138,4,45.923,18,0.628,45.0,7,1,26.466,14,40,41,40.338,35.0,1.008,319.84,17.5,0,23,0,1,0,0
5.921,11,12,2,15,0.749,10.45,1.116,23.185,1,35.707,10,0.725,31.3,4,4,23.966,13,32,34,33.193,40.6,1.037,334.41,12.5,0,24,0,0,0,0
4.638,16,12,1,16,0.682,8.524,1.129,25.578,3,44.033,16,0.656,41.0,4,0,26.602,15,39,41,39.767,38.5,1.02,332.42,10.3,0,25,0,0,0,0
5.921,11,12,2,13,0.818,11.943,1.103,22.915,1,33.093,9,0.764,30.0,3,2,24.528,13,30,32,30.967,43.3,1.032,358.29,10.0,0,23,0,2,0,0
5.638,11,12,2,13,0.818,11.943,1.103,22.915,1,33.093,9,0.764,30.0,3,2,24.528,13,30,32,30.967,43.3,1.032,358.29,10.0,0,23,0,2,0,0
8.022,17,14,0,17,0.645,7.067,1.136,31.805,6,59.062,25,0.612,48.1,5,0,33.552,20,52,54,52.0,38.5,1.0,367.5,9.6,0,29,0,0,0,0
7.721,22,18,0,22,0.678,7.15,1.125,31.848,4,56.228,23,0.637,46.0,5,0,33.881,22,50,53,49.461,44.0,0.989,357.5,10.0,0,30,0,0,0,0
8.444,17,14,0,17,0.667,7.156,1.132,25.795,3,46.398,19,0.629,46.3,5,0,27.358,17,41,43,40.694,41.5,0.993,293.41,12.2,0,24,0,0,0,0
8.108,22,18,0,22,0.683,7.308,1.124,30.321,3,52.813,21,0.645,44.7,5,0,32.12,21,47,50,46.578,44.7,0.991,343.47,10.6,0,29,0,0,0,0
5.076,11,12,2,13,0.76,9.647,1.107,21.26,1,33.205,11,0.709,36.7,3,2,22.813,13,30,32,30.32,43.3,1.011,289.41,10.0,0,21,0,0,0,0
8.114,17,13,0,18,0.653,7.565,1.136,34.014,6,61.355,24,0.63,44.4,6,0,35.25,21,54,56,54.545,38.9,1.01,408.51,11.1,0,32,0,0,2,0
5.921,16,16,2,18,0.766,9.43,1.101,25.787,1,39.62,13,0.716,36.1,3,2,27.574,17,36,39,36.204,47.2,1.006,339.47,8.3,0,26,0,0,0,0
5.854,11,11,2,13,0.761,10.014,1.113,20.755,1,32.288,10,0.716,34.5,4,2,22.057,12,29,31,29.538,41.4,1.019,290.4,13.8,0,21,0,0,0,0
6.114,17,12,1,17,0.707,8.526,1.131,23.423,2,39.571,14,0.669,40.0,6,0,24.728,14,35,37,35.222,40.0,1.006,298.41,17.1,0,23,0,0,0,0
9.154,17,13,0,17,0.639,7.394,1.141,32.014,6,59.355,24,0.616,46.2,6,0,33.25,19,52,54,52.545,36.5,1.01,384.49,11.5,0,30,0,0,0,0
6.066,23,19,0,24,0.713,8.56,1.122,27.95,0,44.86,14,0.699,35.0,6,1,28.534,19,40,43,40.473,47.5,1.012,342.39,15.0,0,29,0,0,0,0
4.921,21,16,1,21,0.705,7.943,1.121,28.982,3,49.318,19,0.659,43.2,5,0,31.006,19,44,47,43.771,43.2,0.995,349.5,11.4,0,28,0,0,0,0
5.746,16,12,1,16,0.667,7.815,1.134,28.938,5,52.152,21,0.629,45.7,5,0,30.676,17,46,48,46.309,37.0,1.007,359.5,10.9,0,27,0,0,0,0
5.854,16,12,1,16,0.691,7.88,1.129,24.455,3,42.903,17,0.644,44.7,5,0,26.245,15,38,40,37.887,39.5,0.997,299.44,13.2,0,23,0,0,0,0
7.337,17,13,0,17,0.755,10.872,1.132,24.718,1,38.483,11,0.727,32.4,6,0,25.654,14,34,36,35.116,41.2,1.033,369.66,17.6,0,25,0,3,0,0
8.432,17,14,0,17,0.649,7.214,1.136,30.278,5,55.647,23,0.618,46.9,5,0,31.79,19,49,51,49.116,38.8,1.002,353.47,10.2,0,28,0,0,0,0
7.444,11,15,2,16,0.709,9.75,1.121,31.909,3,51.581,16,0.694,34.8,4,5,32.614,18,46,48,47.825,39.1,1.04,448.52,8.7,0,32,0,0,0,0
5.585,11,12,2,13,0.789,10.795,1.105,22.088,1,33.149,10,0.736,33.3,3,2,23.671,13,30,32,30.644,43.3,1.021,323.85,10.0,0,22,0,1,0,0
7.721,17,14,0,17,0.73,9.676,1.128,28.277,3,46.23,16,0.69,39.0,5,0,29.932,17,41,43,41.665,41.5,1.016,396.73,12.2,0,27,0,3,0,0
7.921,22,18,0,22,0.683,7.308,1.124,30.321,3,52.813,21,0.645,44.7,5,0,32.12,21,47,50,46.578,44.7,0.991,343.47,10.6,0,29,0,0,0,0
8.137,17,14,0,17,0.642,6.937,1.136,33.331,7,62.478,27,0.606,49.1,5,0,35.313,21,55,57,54.883,38.2,0.998,381.53,9.1,0,30,0,0,0,0
6.377,18,17,0,20,0.679,8.089,1.123,33.159,3,56.152,20,0.663,40.0,4,1,33.932,22,50,52,50.785,44.0,1.016,404.46,8.0,0,32,0,0,2,0
8.569,17,13,0,17,0.637,7.246,1.141,33.541,7,62.77,26,0.61,47.3,6,0,35.012,20,55,57,55.429,36.4,1.008,398.52,10.9,0,31,0,0,0,0
7.357,17,13,0,17,0.643,7.56,1.142,30.487,5,55.94,22,0.622,44.9,6,0,31.489,18,49,51,49.662,36.7,1.014,370.46,12.2,0,29,0,0,0,0
7.42,17,13,0,17,0.741,10.37,1.132,26.245,2,41.898,13,0.709,35.1,6,0,27.415,15,37,39,38.0,40.5,1.027,383.69,16.2,0,26,0,3,0,0
7.268,17,13,0,17,0.666,7.799,1.139,24.477,2,43.275,16,0.644,42.1,6,0,25.296,15,38,40,38.356,39.5,1.009,296.37,15.8,0,24,0,0,0,0
7.0,17,13,0,17,0.666,7.799,1.139,24.477,2,43.275,16,0.644,42.1,6,0,25.296,15,38,40,38.356,39.5,1.009,296.37,15.8,0,24,0,0,0,0
7.357,17,13,0,17,0.741,10.37,1.132,26.245,2,41.898,13,0.709,35.1,6,0,27.415,15,37,39,38.0,40.5,1.027,383.69,16.2,0,26,0,3,0,0
6.921,17,13,0,17,0.655,7.771,1.14,26.719,3,47.9,18,0.636,42.9,6,0,27.512,16,42,44,42.567,38.1,1.014,326.4,14.3,0,26,0,0,0,0
7.699,17,14,0,19,0.683,7.873,1.129,29.004,3,49.69,18,0.659,40.9,6,1,30.057,19,44,46,44.24,43.2,1.005,346.43,13.6,0,28,0,0,2,0
6.959,17,13,0,17,0.704,8.846,1.135,23.063,1,38.595,13,0.678,38.2,6,0,23.938,14,34,36,34.469,41.2,1.014,300.78,17.6,0,23,0,1,0,0
5.553,12,10,0,12,0.63,7.247,1.142,25.444,5,47.943,20,0.606,47.6,4,0,26.478,15,42,43,42.458,35.7,1.011,304.39,9.5,0,23,0,0,0,0
7.824,17,13,0,17,0.695,8.508,1.135,24.59,2,42.01,15,0.665,40.5,6,0,25.699,15,37,39,37.353,40.5,1.01,314.81,16.2,0,24,0,1,0,0
7.06,17,13,0,17,0.755,10.872,1.132,24.718,1,38.483,11,0.727,32.4,6,0,25.654,14,34,36,35.116,41.2,1.033,369.66,17.6,0,25,0,3,0,0
8.174,17,13,0,17,0.634,7.113,1.141,35.068,8,66.185,28,0.605,48.3,6,0,36.773,21,58,60,58.312,36.2,1.005,412.55,10.3,0,32,0,0,0,0
5.585,11,12,2,13,0.743,9.74,1.12,23.171,2,36.96,12,0.702,36.4,3,2,24.512,14,33,35,33.716,42.4,1.022,321.43,9.1,0,23,0,0,0,1
7.268,17,14,0,19,0.679,9.1,1.152,30.154,3,50.71,15,0.685,34.1,6,1,29.87,19,44,46,45.778,43.2,1.04,400.4,13.6,0,31,0,0,2,3
7.638,22,17,0,22,0.677,7.669,1.13,30.531,3,53.106,20,0.65,42.6,6,0,31.819,20,47,50,47.123,42.6,1.003,360.46,12.8,0,30,0,0,0,0
7.585,17,13,0,17,0.66,7.571,1.139,26.004,3,46.69,18,0.634,43.9,6,0,27.057,16,41,43,41.24,39.0,1.006,310.4,14.6,0,25,0,0,0,0
7.699,17,13,0,17,0.695,8.508,1.135,24.59,2,42.01,15,0.665,40.5,6,0,25.699,15,37,39,37.353,40.5,1.01,314.81,16.2,0,24,0,1,0,0
6.921,17,13,0,17,0.666,7.799,1.139,24.477,2,43.275,16,0.644,42.1,6,0,25.296,15,38,40,38.356,39.5,1.009,296.37,15.8,0,24,0,0,0,0
7.745,22,17,0,22,0.688,7.684,1.127,28.289,2,48.481,18,0.658,41.9,6,0,29.603,19,43,46,42.912,44.2,0.998,330.43,14.0,0,28,0,0,0,0
6.886,17,13,0,17,0.704,8.846,1.135,23.063,1,38.595,13,0.678,38.2,6,0,23.938,14,34,36,34.469,41.2,1.014,300.78,17.6,0,23,0,1,0,0
7.301,17,13,0,17,0.718,9.439,1.134,25.417,2,41.954,14,0.687,37.8,6,0,26.557,15,37,39,37.676,40.5,1.018,349.25,16.2,0,25,0,2,0,0
7.071,17,13,0,17,0.679,7.834,1.137,22.236,1,38.651,14,0.654,41.2,6,0,23.08,14,34,36,34.145,41.2,1.004,266.34,17.6,0,22,0,0,0,0
7.824,17,13,0,17,0.66,7.571,1.139,26.004,3,46.69,18,0.634,43.9,6,0,27.057,16,41,43,41.24,39.0,1.006,310.4,14.6,0,25,0,0,0,0
7.553,17,13,0,17,0.729,9.859,1.133,23.891,1,38.539,12,0.703,35.3,6,0,24.796,14,34,36,34.793,41.2,1.023,335.22,17.6,0,24,0,2,0,0
7.824,17,14,0,18,0.668,7.676,1.135,27.004,3,47.69,18,0.643,42.9,6,1,28.057,17,42,44,42.24,40.5,1.006,322.41,14.3,0,26,0,0,0,0
5.959,16,16,2,18,0.752,9.064,1.103,27.314,2,43.036,15,0.7,38.5,3,2,29.335,18,39,42,39.087,46.2,1.002,353.5,7.7,0,27,0,0,0,0
7.337,17,14,0,18,0.664,8.961,1.16,28.154,3,48.71,15,0.67,35.7,6,1,27.87,17,42,44,43.778,40.5,1.042,376.38,14.3,0,29,0,0,0,3
8.076,17,13,0,17,0.671,7.578,1.137,23.762,2,42.066,16,0.642,43.2,6,0,24.841,15,37,39,37.029,40.5,1.001,280.37,16.2,0,23,0,0,0,0
5.076,11,12,2,13,0.745,9.195,1.11,22.787,2,36.62,13,0.691,39.4,3,2,24.574,14,33,35,33.204,42.4,1.006,303.44,9.1,0,22,0,0,0,0
5.77,11,11,2,13,0.744,9.513,1.116,22.282,2,35.703,12,0.696,37.5,4,2,23.818,13,32,34,32.422,40.6,1.013,304.43,12.5,0,22,0,0,0,0
7.046,11,15,2,16,0.695,9.165,1.123,34.963,5,58.411,20,0.672,38.5,4,5,36.136,20,52,54,53.593,38.5,1.031,476.58,7.7,0,34,0,0,0,0
5.602,11,12,2,13,0.771,10.239,1.108,23.615,2,36.564,12,0.716,36.4,3,2,25.432,14,33,35,33.527,42.4,1.016,337.88,9.1,0,23,0,1,0,0
7.242,17,13,0,17,0.646,7.748,1.142,28.96,4,52.524,20,0.63,43.5,6,0,29.728,17,46,48,46.778,37.0,1.017,356.43,13.0,0,28,0,0,0,0
7.602,17,13,0,17,0.718,9.439,1.134,25.417,2,41.954,14,0.687,37.8,6,0,26.557,15,37,39,37.676,40.5,1.018,349.25,16.2,0,25,0,2,0,0
5.745,11,12,2,13,0.771,10.239,1.108,23.615,2,36.564,12,0.716,36.4,3,2,25.432,14,33,35,33.527,42.4,1.016,337.88,9.1,0,23,0,1,0,0
5.796,12,11,0,13,0.664,7.777,1.142,25.644,4,46.84,19,0.625,46.3,6,1,27.222,15,41,42,41.12,36.6,1.003,318.85,14.6,0,23,0,1,0,0
6.0,11,12,2,13,0.797,11.282,1.106,24.442,2,36.508,11,0.741,33.3,3,2,26.29,14,33,35,33.851,42.4,1.026,372.32,9.1,0,24,0,2,0,0
7.31,22,17,1,22,0.73,8.55,1.115,26.928,1,43.488,15,0.69,38.5,5,0,28.483,18,39,42,39.003,46.2,1.0,333.45,12.8,0,27,0,0,0,0
7.796,22,17,0,22,0.688,7.684,1.127,28.289,2,48.481,18,0.658,41.9,6,0,29.603,19,43,46,42.912,44.2,0.998,330.43,14.0,0,28,0,0,0,0
6.161,18,17,0,20,0.668,7.932,1.136,37.675,6,67.003,26,0.639,44.1,7,2,39.421,23,59,61,59.527,39.0,1.009,468.01,11.9,0,35,0,1,0,0
7.046,17,13,0,17,0.655,7.771,1.14,26.719,3,47.9,18,0.636,42.9,6,0,27.512,16,42,44,42.567,38.1,1.014,326.4,14.3,0,26,0,0,0,0
5.796,11,12,2,13,0.797,11.282,1.106,24.442,2,36.508,11,0.741,33.3,3,2,26.29,14,33,35,33.851,42.4,1.026,372.32,9.1,0,24,0,2,0,0
7.041,18,16,0,20,0.661,7.57,1.135,31.772,4,56.73,22,0.635,44.0,6,2,33.034,20,50,52,50.334,40.0,1.007,378.48,12.0,0,30,0,0,0,0
5.638,11,12,2,13,0.707,8.866,1.119,27.27,4,45.87,17,0.665,41.5,3,2,29.006,16,41,43,41.625,39.0,1.015,363.5,7.3,0,26,0,0,0,0
7.854,11,12,2,13,0.707,8.866,1.119,27.27,4,45.87,17,0.665,41.5,3,2,29.006,16,41,43,41.625,39.0,1.015,363.5,7.3,0,26,0,0,0,0
5.658,11,12,2,13,0.771,10.239,1.108,23.615,2,36.564,12,0.716,36.4,3,2,25.432,14,33,35,33.527,42.4,1.016,337.88,9.1,0,23,0,1,0,0
6.0,11,12,2,15,0.735,9.955,1.118,24.711,2,39.122,12,0.706,34.3,4,4,25.727,14,35,37,36.076,40.0,1.031,348.44,11.4,0,25,0,0,0,0
5.658,11,12,2,13,0.786,11.586,1.105,23.812,2,36.462,12,0.722,36.4,3,2,25.926,14,33,35,33.433,42.4,1.013,382.33,9.1,0,23,1,0,0,0
5.959,16,16,0,19,0.646,7.704,1.132,37.169,7,66.817,26,0.63,44.1,4,3,38.125,23,59,61,60.091,39.0,1.018,454.53,6.8,0,35,0,0,0,0
7.638,12,10,0,13,0.695,8.895,1.142,20.8,2,35.387,12,0.671,38.7,6,0,21.557,12,31,32,31.527,38.7,1.017,275.75,19.4,0,20,0,1,0,0
8.009,17,13,0,17,0.651,7.565,1.14,28.246,4,51.315,20,0.628,44.4,6,0,29.273,17,45,47,45.451,37.8,1.01,340.43,13.3,0,27,0,0,0,0
6.62,12,16,0,17,0.669,8.392,1.134,31.148,3,53.319,18,0.663,38.3,6,5,31.421,19,47,50,48.222,40.4,1.026,394.43,12.8,0,32,0,0,0,0
6.119,17,15,0,18,0.661,7.926,1.136,30.96,4,54.524,20,0.645,41.7,6,1,31.728,19,48,51,48.778,39.6,1.016,380.45,12.5,0,31,0,0,0,0
6.06,16,12,0,16,0.655,7.01,1.137,28.343,6,52.311,22,0.616,47.8,6,0,30.125,18,46,49,45.68,39.1,0.993,322.46,13.0,0,27,0,0,0,0
4.775,16,11,0,18,0.652,8.955,1.151,24.589,2,42.571,13,0.665,35.1,7,2,24.142,13,37,39,38.673,35.1,1.045,331.33,18.9,0,26,0,0,0,0
5.888,16,12,0,16,0.657,6.84,1.133,28.848,7,53.228,23,0.614,48.9,5,0,30.881,19,47,50,46.461,40.4,0.989,321.47,10.6,0,27,0,0,0,0
4.721,22,18,1,22,0.718,8.678,1.115,28.863,1,46.823,16,0.687,38.1,4,0,30.148,19,42,45,42.44,45.2,1.01,364.46,9.5,0,29,0,0,0,0
4.604,16,14,0,17,0.655,7.201,1.131,29.256,5,53.149,22,0.622,46.8,4,1,30.784,19,47,49,47.014,40.4,1.0,338.45,8.5,0,27,0,0,0,0
5.337,16,14,0,17,0.673,7.676,1.127,27.203,4,47.318,18,0.648,42.9,4,1,28.262,18,42,45,42.247,42.9,1.006,322.4,9.5,0,27,0,0,0,0
4.812,16,12,0,16,0.644,6.948,1.134,29.783,7,55.564,24,0.608,49.0,4,0,31.546,19,49,51,48.898,38.8,0.998,340.47,8.2,0,27,0,0,0,0
4.708,16,12,0,16,0.644,6.948,1.134,29.783,7,55.564,24,0.608,49.0,4,0,31.546,19,49,51,48.898,38.8,0.998,340.47,8.2,0,27,0,0,0,0
5.125,16,14,0,17,0.66,7.373,1.13,27.73,4,49.734,20,0.63,45.5,4,1,29.023,18,44,46,44.131,40.9,1.003,324.42,9.1,0,26,0,0,0,0
7.886,12,10,0,14,0.683,9.179,1.141,21.471,2,36.515,12,0.671,37.5,5,2,21.841,12,32,33,33.022,37.5,1.032,293.74,15.6,0,21,0,1,0,0
4.928,16,14,0,17,0.66,7.373,1.13,27.73,4,49.734,20,0.63,45.5,4,1,29.023,18,44,46,44.131,40.9,1.003,324.42,9.1,0,26,0,0,0,0
5.155,16,12,0,16,0.647,7.097,1.134,28.256,6,52.149,22,0.614,47.8,4,0,29.784,18,46,48,46.014,39.1,1.0,326.44,8.7,0,26,0,0,0,0
4.745,16,15,1,19,0.675,8.91,1.131,33.271,4,56.574,19,0.665,38.0,5,3,33.733,19,50,52,51.734,38.0,1.035,445.5,10.0,0,33,0,0,0,0
4.921,21,16,1,21,0.728,8.714,1.113,25.622,1,41.199,14,0.692,37.8,4,0,26.932,17,37,40,37.229,45.9,1.006,322.42,10.8,0,26,0,0,0,0
4.593,16,12,1,16,0.771,11.008,1.118,22.75,1,34.671,10,0.734,32.3,4,0,23.886,13,31,33,31.993,41.9,1.032,341.24,12.9,0,23,0,2,0,0
4.416,16,12,1,16,0.682,8.524,1.129,25.578,3,44.033,16,0.656,41.0,4,0,26.602,15,39,41,39.767,38.5,1.02,332.42,10.3,0,25,0,0,0,0
8.292,16,12,1,16,0.691,7.88,1.129,24.455,3,42.903,17,0.644,44.7,5,0,26.245,15,38,40,37.887,39.5,0.997,299.44,13.2,0,23,0,0,0,0
6.243,16,12,1,16,0.691,7.88,1.129,24.455,3,42.903,17,0.644,44.7,5,0,26.245,15,38,40,37.887,39.5,0.997,299.44,13.2,0,23,0,0,0,0
4.101,22,18,1,22,0.724,8.499,1.113,28.148,1,45.614,16,0.687,39.0,4,0,29.693,19,41,44,41.113,46.3,1.003,348.46,9.8,0,28,0,0,0,0
4.42,22,18,1,22,0.718,8.678,1.115,28.863,1,46.823,16,0.687,38.1,4,0,30.148,19,42,45,42.44,45.2,1.01,364.46,9.5,0,29,0,0,0,0
4.06,16,12,1,16,0.679,8.286,1.133,25.885,3,45.322,17,0.647,42.5,5,0,27.154,15,40,42,40.542,37.5,1.014,331.44,12.5,0,25,0,0,0,0
5.907,16,12,0,16,0.711,9.088,1.132,24.923,3,41.871,15,0.674,40.5,5,0,26.313,15,37,39,37.458,40.5,1.012,336.25,13.5,0,24,0,2,0,0
5.989,16,12,0,16,0.638,7.295,1.14,29.993,6,55.857,23,0.612,46.9,5,0,31.245,18,49,51,49.443,36.7,1.009,357.46,10.2,0,28,0,0,0,0
6.674,16,12,1,16,0.79,11.709,1.122,23.884,1,35.904,10,0.746,31.3,5,0,25.296,13,32,34,33.091,40.6,1.034,374.7,15.6,0,24,0,3,0,0
6.164,16,12,1,16,0.667,8.215,1.135,28.126,4,49.946,19,0.639,43.2,5,0,29.37,16,44,46,44.753,36.4,1.017,361.47,11.4,0,27,0,0,0,0
4.201,22,18,0,22,0.693,8.169,1.123,29.697,2,49.402,17,0.675,38.6,5,0,30.506,20,44,48,44.465,45.5,1.011,359.42,11.4,0,31,0,0,0,0
4.159,16,12,1,16,0.697,8.64,1.126,23.336,2,39.408,14,0.667,40.0,4,0,24.387,14,35,37,35.556,40.0,1.016,302.39,11.4,0,23,0,0,0,0
5.796,22,18,0,22,0.673,7.324,1.126,32.563,4,57.438,23,0.638,45.1,5,0,34.336,22,51,54,50.789,43.1,0.996,373.5,9.8,0,31,0,0,0,0
5.996,16,12,0,16,0.657,6.84,1.133,28.848,7,53.228,23,0.614,48.9,5,0,30.881,19,47,50,46.461,40.4,0.989,321.47,10.6,0,27,0,0,0,0
4.355,16,12,1,16,0.697,8.64,1.126,23.336,2,39.408,14,0.667,40.0,4,0,24.387,14,35,37,35.556,40.0,1.016,302.39,11.4,0,23,0,0,0,0
5.038,16,12,1,16,0.691,7.75,1.127,26.982,5,47.318,19,0.642,45.2,5,0,29.006,17,42,45,41.771,40.5,0.995,325.48,11.9,0,26,0,0,0,0
4.338,16,12,1,16,0.697,8.64,1.126,23.336,2,39.408,14,0.667,40.0,4,0,24.387,14,35,37,35.556,40.0,1.016,302.39,11.4,0,23,0,0,0,0
4.287,16,12,1,16,0.682,8.524,1.129,25.578,3,44.033,16,0.656,41.0,4,0,26.602,15,39,41,39.767,38.5,1.02,332.42,10.3,0,25,0,0,0,0
4.811,26,20,0,26,0.706,8.078,1.118,29.983,1,49.192,17,0.681,38.6,5,0,31.051,21,44,48,44.138,47.7,1.003,355.43,11.4,0,31,0,0,0,0
4.559,22,18,0,22,0.699,7.987,1.121,28.983,2,48.192,17,0.674,39.5,5,0,30.051,20,43,47,43.138,46.5,1.003,343.42,11.6,0,30,0,0,0,0
4.728,16,12,1,16,0.691,7.75,1.127,26.982,5,47.318,19,0.642,45.2,5,0,29.006,17,42,45,41.771,40.5,0.995,325.48,11.9,0,26,0,0,0,0
4.499,16,12,1,16,0.737,9.557,1.126,22.229,1,36.016,12,0.695,37.5,5,0,23.58,13,32,34,32.444,40.6,1.014,305.82,15.6,0,22,0,1,0,0
5.349,25,18,0,25,0.684,7.76,1.127,31.531,3,54.106,20,0.657,41.7,6,0,32.819,21,48,52,48.123,43.8,1.003,372.47,12.5,0,32,0,0,0,0
4.081,21,16,1,21,0.728,8.714,1.113,25.622,1,41.199,14,0.692,37.8,4,0,26.932,17,37,40,37.229,45.9,1.006,322.42,10.8,0,26,0,0,0,0
6.091,16,12,1,16,0.691,7.75,1.127,26.982,5,47.318,19,0.642,45.2,5,0,29.006,17,42,45,41.771,40.5,0.995,325.48,11.9,0,26,0,0,0,0
5.353,16,12,0,16,0.66,7.373,1.13,27.73,6,49.734,20,0.63,45.5,4,0,29.023,18,44,47,44.131,40.9,1.003,324.42,9.1,0,27,0,0,0,0
5.244,16,14,0,17,0.655,7.201,1.131,29.256,5,53.149,22,0.622,46.8,4,1,30.784,19,47,49,47.014,40.4,1.0,338.45,8.5,0,27,0,0,0,0
4.639,22,18,1,22,0.724,8.499,1.113,28.148,1,45.614,16,0.687,39.0,4,0,29.693,19,41,44,41.113,46.3,1.003,348.46,9.8,0,28,0,0,0,0
4.646,25,18,0,25,0.678,7.578,1.128,33.058,4,57.521,22,0.648,43.1,6,0,34.58,22,51,55,51.007,43.1,1.0,386.5,11.8,0,33,0,0,0,0
4.087,16,12,1,16,0.691,12.127,1.193,25.305,2,40.577,7,0.744,20.6,4,0,23.495,14,34,36,37.818,41.2,1.112,412.32,11.8,0,29,0,0,0,7
4.519,16,14,0,17,0.655,7.201,1.131,29.256,5,53.149,22,0.622,46.8,4,1,30.784,19,47,49,47.014,40.4,1.0,338.45,8.5,0,27,0,0,0,0
4.523,16,12,0,16,0.647,7.097,1.134,28.256,6,52.149,22,0.614,47.8,4,0,29.784,18,46,48,46.014,39.1,1.0,326.44,8.7,0,26,0,0,0,0
4.51,16,12,1,16,0.691,7.75,1.127,26.982,5,47.318,19,0.642,45.2,5,0,29.006,17,42,45,41.771,40.5,0.995,325.48,11.9,0,26,0,0,0,0
5.405,16,14,0,17,0.671,7.799,1.129,24.676,2,42.903,16,0.649,42.1,4,1,25.5,16,38,40,38.363,42.1,1.01,296.36,10.5,0,24,0,0,0,0
4.654,16,12,0,16,0.644,6.948,1.134,29.783,7,55.564,24,0.608,49.0,4,0,31.546,19,49,51,48.898,38.8,0.998,340.47,8.2,0,27,0,0,0,0
5.678,16,16,0,19,0.649,7.866,1.132,35.642,6,63.402,24,0.636,42.9,4,3,36.364,22,56,58,57.207,39.3,1.022,440.5,7.1,0,34,0,0,0,0
5.57,16,12,0,16,0.665,7.226,1.135,23.268,3,41.983,17,0.629,45.9,5,0,24.597,15,37,39,36.811,40.5,0.995,267.37,13.5,0,22,0,0,0,0
4.091,16,12,1,16,0.71,8.481,1.127,21.401,1,36.072,13,0.669,40.6,5,0,22.722,13,32,34,32.12,40.6,1.004,271.38,15.6,0,21,0,0,0,0
5.393,16,12,0,16,0.645,7.276,1.138,27.751,5,51.232,21,0.617,46.7,5,0,29.029,17,45,47,45.232,37.8,1.005,327.43,11.1,0,26,0,0,0,0
5.469,0,4,0,4,0.625,9.142,1.149,23.087,6,42.511,15,0.624,40.5,2,4,23.114,10,37,38,39.309,27.0,1.062,338.24,5.4,0,23,0,0,0,0
4.113,16,12,1,16,0.737,9.557,1.126,22.229,1,36.016,12,0.695,37.5,5,0,23.58,13,32,34,32.444,40.6,1.014,305.82,15.6,0,22,0,1,0,0
4.706,16,12,1,16,0.694,8.119,1.125,24.148,3,41.614,16,0.653,43.2,4,0,25.693,15,37,39,37.113,40.5,1.003,300.42,10.8,0,23,0,0,0,0
6.798,16,12,1,16,0.691,7.75,1.127,26.982,5,47.318,19,0.642,45.2,5,0,29.006,17,42,45,41.771,40.5,0.995,325.48,11.9,0,26,0,0,0,0
5.398,16,14,0,17,0.671,7.799,1.129,24.676,2,42.903,16,0.649,42.1,4,1,25.5,16,38,40,38.363,42.1,1.01,296.36,10.5,0,24,0,0,0,0
4.55,16,12,1,16,0.764,10.633,1.124,23.056,1,35.96,11,0.721,34.4,5,0,24.438,13,32,34,32.767,40.6,1.024,340.26,15.6,0,23,0,2,0,0
5.387,16,12,0,16,0.726,10.131,1.133,22.584,1,36.25,11,0.706,34.4,5,0,23.244,13,32,34,33.018,40.6,1.032,324.19,15.6,0,23,0,2,0,0
5.456,16,12,0,16,0.7,9.055,1.135,21.757,1,36.306,12,0.68,37.5,5,0,22.387,13,32,34,32.694,40.6,1.022,289.75,15.6,0,22,0,1,0,0
4.79,16,12,1,16,0.679,7.639,1.127,27.202,5,48.444,20,0.633,46.5,4,0,29.216,17,43,45,42.88,39.5,0.997,328.48,9.3,0,25,0,0,0,0
5.377,16,12,0,16,0.645,7.66,1.14,26.939,4,49.026,19,0.626,44.2,5,0,27.722,16,43,45,43.676,37.2,1.016,329.4,11.6,0,26,0,0,0,0
5.097,16,15,0,19,0.649,8.401,1.14,33.105,4,58.153,20,0.649,39.2,6,3,33.091,19,51,53,52.76,37.3,1.035,428.45,11.8,0,33,0,0,0,0
4.987,16,12,0,16,0.645,7.66,1.14,26.939,4,49.026,19,0.626,44.2,5,0,27.722,16,43,45,43.676,37.2,1.016,329.4,11.6,0,26,0,0,0,0
5.032,16,12,0,16,0.64,7.85,1.142,27.654,4,50.236,19,0.628,43.2,5,0,28.176,16,44,46,45.003,36.4,1.023,345.4,11.4,0,27,0,0,0,0
5.585,16,12,0,16,0.649,7.884,1.14,25.412,3,45.611,17,0.635,42.5,5,0,25.96,15,40,42,40.793,37.5,1.02,315.37,12.5,0,25,0,0,0,0
4.552,16,11,0,16,0.687,8.38,1.141,18.182,0,30.82,10,0.673,37.0,6,0,18.557,11,27,29,27.378,40.7,1.014,226.27,22.2,0,19,0,0,0,0
5.959,6,4,0,6,0.62,6.41,1.149,17.246,6,34.484,16,0.575,53.3,4,0,18.591,10,30,31,29.709,33.3,0.99,192.3,13.3,0,15,0,0,0,0
5.367,16,12,0,16,0.647,7.668,1.144,25.719,3,46.9,18,0.627,43.9,6,0,26.512,15,41,43,41.567,36.6,1.014,314.39,14.6,0,25,0,0,0,0
