pXC50,nHet,nN,Me,AMW,C.,H.,Mi,Mp,Mv,MW,N.,nAB,nAT,nB,nBM,nBO,nBR,nBT,nC,nCL,nCsp,nCsp2,nCsp3,nDB,nF,nH,nHM,nI,nO,nP
7.4,6,3,0.992,6.691,40.6,50.7,1.127,0.646,0.603,461.66,4.3,11,69,0,13,39,0,74,28,0,0,11,17,2,0,35,0,0,3,0
8.44,11,4,1.003,7.262,42.4,46.5,1.123,0.659,0.628,718.92,4.0,22,99,0,27,59,0,105,42,0,0,25,17,5,0,46,0,0,7,0
7.125,18,10,1.015,8.263,38.9,42.1,1.13,0.679,0.65,785.01,10.5,23,95,0,30,59,0,99,37,0,0,29,8,7,0,40,2,0,6,0
7.638,11,4,0.999,7.13,38.5,49.5,1.128,0.653,0.608,648.81,4.4,16,91,0,20,51,0,96,35,0,0,17,18,4,0,45,1,0,6,1
8.636,9,4,1.001,7.073,40.5,48.1,1.128,0.649,0.615,558.74,5.1,16,79,0,19,46,0,84,32,0,0,16,16,3,0,38,0,0,5,0
8.4,11,3,1.007,7.623,45.5,43.6,1.119,0.675,0.649,769.93,3.0,24,101,0,29,65,0,109,46,0,0,29,17,5,1,44,0,0,7,0
6.57,6,3,0.993,6.702,40.0,50.8,1.128,0.643,0.602,435.62,4.6,11,65,0,13,36,0,69,26,0,0,11,15,2,0,33,0,0,3,0
5.719,9,3,1.002,7.083,40.7,48.1,1.126,0.648,0.615,573.75,3.7,12,81,0,16,47,0,86,33,0,0,16,17,4,0,39,0,0,6,0
5.886,9,4,0.996,6.978,42.1,48.4,1.124,0.656,0.618,662.9,4.2,22,95,0,25,55,0,101,40,0,0,23,17,3,0,46,0,0,5,0
6.92,9,3,1.001,7.056,41.2,48.2,1.125,0.65,0.616,599.79,3.5,12,85,0,17,49,0,90,35,0,0,17,18,5,0,41,0,0,6,0
5.88,5,2,0.993,7.179,46.2,46.2,1.114,0.677,0.639,466.62,3.1,22,65,0,24,39,0,69,30,0,0,22,8,2,0,30,0,0,3,0
4.77,12,5,1.005,7.042,38.0,48.9,1.133,0.635,0.605,647.85,5.4,16,92,0,21,50,0,95,35,0,0,19,16,5,0,45,0,0,7,0
7.886,10,4,1.002,6.95,38.8,49.4,1.131,0.638,0.605,590.79,4.7,16,85,0,20,46,0,88,33,0,0,18,15,4,0,42,0,0,6,0
6.65,8,3,0.996,7.097,44.0,47.3,1.119,0.665,0.628,645.86,3.3,18,91,0,22,55,0,98,40,0,0,22,18,4,0,43,0,0,5,0
7.75,14,11,1.001,7.619,43.8,42.9,1.125,0.68,0.651,800.02,10.5,34,105,0,37,70,0,115,46,0,0,29,17,3,0,45,0,0,3,0
8.66,11,3,1.005,7.529,45.1,44.1,1.117,0.673,0.646,767.94,2.9,24,102,0,29,65,0,110,46,0,0,29,17,5,0,45,0,0,8,0
8.23,6,3,0.992,6.912,43.1,48.6,1.122,0.661,0.62,497.69,4.2,17,72,0,19,42,0,77,31,0,0,17,14,2,0,35,0,0,3,0
6.78,6,3,0.989,6.53,40.0,52.0,1.128,0.641,0.596,489.72,4.0,10,75,0,12,42,0,81,30,0,0,10,20,2,0,39,0,0,3,0
4.824,10,5,1.004,7.113,39.0,48.1,1.132,0.643,0.612,547.72,6.5,16,77,0,20,43,0,80,30,0,0,18,12,4,0,37,0,0,5,0
7.541,8,3,1.004,7.081,40.0,48.6,1.133,0.642,0.611,495.65,4.3,16,70,0,18,39,0,73,28,0,0,16,12,2,1,34,0,0,4,0
4.0,10,5,0.999,6.858,38.4,50.0,1.133,0.637,0.601,589.81,5.8,16,86,0,20,46,0,89,33,0,0,18,15,4,0,43,0,0,5,0
4.77,10,5,1.005,7.458,42.3,44.9,1.125,0.663,0.636,581.73,6.4,16,78,0,20,50,0,85,33,0,0,19,14,4,0,35,0,0,5,0
7.82,11,4,1.008,7.945,47.9,40.4,1.112,0.693,0.671,746.87,4.3,34,94,0,39,63,0,101,45,0,0,37,8,5,0,38,0,0,7,0
9.108,8,4,1.001,7.577,45.9,43.2,1.117,0.682,0.653,560.7,5.4,28,74,0,30,47,0,79,34,0,0,27,7,2,0,32,0,0,4,0
6.485,6,3,0.993,6.936,42.6,48.5,1.123,0.659,0.619,471.65,4.4,16,68,0,18,40,0,73,29,0,0,16,13,2,0,33,0,0,3,0
5.967,8,3,0.996,6.812,40.7,50.0,1.126,0.646,0.607,585.81,3.5,16,86,0,19,48,0,91,35,0,0,17,18,3,0,43,0,0,5,0
6.73,9,3,1.001,7.056,41.2,48.2,1.125,0.65,0.616,599.79,3.5,12,85,0,17,49,0,90,35,0,0,17,18,5,0,41,0,0,6,0
9.523,9,4,1.008,7.82,45.9,41.9,1.121,0.682,0.658,578.69,5.4,28,74,0,30,48,0,79,34,0,0,27,7,2,1,31,0,0,4,0
8.678,7,5,0.995,7.395,45.7,44.3,1.119,0.683,0.648,517.68,7.1,28,70,0,29,44,0,75,32,0,0,25,7,1,0,31,0,0,2,0
8.886,8,4,1.001,7.577,45.9,43.2,1.117,0.682,0.653,560.7,5.4,28,74,0,30,47,0,79,34,0,0,27,7,2,0,32,0,0,4,0
9.854,10,4,1.017,8.266,47.1,38.6,1.119,0.691,0.677,578.64,5.7,28,70,0,30,49,0,76,33,0,0,27,6,2,1,27,0,0,5,0
8.824,9,4,1.01,7.953,46.5,40.8,1.121,0.686,0.664,564.66,5.6,28,71,0,30,47,0,76,33,0,0,27,6,2,1,29,0,0,4,0
5.54,4,1,0.994,6.99,44.2,48.1,1.117,0.664,0.625,363.49,1.9,11,52,0,13,31,0,56,23,0,0,12,11,2,0,25,0,0,3,0
6.47,6,2,0.996,6.979,42.4,48.5,1.122,0.655,0.618,460.62,3.0,11,66,0,14,39,0,71,28,0,0,13,15,3,0,32,0,0,4,0
8.39,16,13,1.01,7.91,41.1,41.1,1.134,0.673,0.653,711.87,14.4,32,90,0,35,61,0,98,37,0,0,24,13,3,0,37,0,0,3,0
5.674,6,3,0.996,6.908,40.7,49.2,1.127,0.649,0.611,407.56,5.1,16,59,0,18,32,0,61,24,0,0,16,8,2,0,29,0,0,3,0
4.691,5,2,0.99,6.745,42.6,50.0,1.122,0.655,0.612,458.65,2.9,12,68,0,14,39,0,73,29,0,0,14,15,2,0,34,0,0,3,0
5.807,5,2,0.983,6.205,40.2,54.3,1.126,0.637,0.585,570.89,2.2,12,92,0,14,47,0,97,37,0,0,14,23,2,0,50,0,0,3,0
6.851,8,2,0.998,6.963,41.9,48.8,1.123,0.651,0.615,598.8,2.3,18,86,0,20,49,0,91,36,0,0,20,16,2,0,42,0,0,6,0
7.495,6,3,0.991,6.753,41.9,50.0,1.124,0.653,0.61,499.71,4.1,16,74,0,18,42,0,79,31,0,0,16,15,2,0,37,0,0,3,0
8.215,8,3,0.998,6.908,40.5,49.4,1.127,0.646,0.609,545.74,3.8,16,79,0,18,45,0,84,32,0,0,16,16,2,0,39,0,0,5,0
5.55,11,4,1.005,7.308,42.3,46.4,1.127,0.656,0.627,708.9,4.1,22,97,0,26,58,0,103,41,0,0,24,17,4,1,45,0,0,6,0
5.642,7,3,0.995,6.662,38.9,51.4,1.13,0.636,0.596,479.68,4.2,11,72,0,13,39,0,76,28,0,0,11,17,2,0,37,0,0,4,0
6.699,8,2,1.001,6.878,39.5,50.0,1.128,0.637,0.603,522.7,2.6,12,76,0,14,42,0,80,30,0,0,14,16,2,0,38,0,0,6,0
6.824,6,4,1.0,7.663,46.2,42.3,1.118,0.688,0.659,398.5,7.7,18,52,0,21,33,0,55,24,0,0,21,3,3,0,22,0,0,2,0
6.367,5,3,0.996,7.664,49.1,41.8,1.11,0.701,0.668,421.53,5.5,22,55,0,25,36,0,59,27,0,0,24,3,3,0,23,0,0,2,0
7.921,12,4,1.002,7.226,38.0,48.9,1.129,0.651,0.61,664.81,4.3,16,92,0,20,52,0,97,35,0,0,17,18,4,0,45,1,0,7,1
7.155,5,3,0.993,7.293,46.7,45.0,1.115,0.684,0.647,437.58,5.0,22,60,0,24,37,0,64,28,0,0,22,6,2,0,27,0,0,2,0
9.284,10,4,1.0,8.52,40.2,47.6,1.125,0.679,0.628,698.66,4.9,16,82,0,19,48,0,87,33,0,0,17,16,3,0,39,1,1,5,0
5.854,6,3,1.0,9.099,49.1,40.0,1.107,0.725,0.687,500.42,5.5,22,55,0,25,37,1,59,27,0,0,24,3,3,0,22,1,0,2,0
5.041,5,3,0.993,7.293,46.7,45.0,1.115,0.684,0.647,437.58,5.0,22,60,0,24,37,0,64,28,0,0,22,6,2,0,27,0,0,2,0
8.201,14,9,1.006,7.332,38.7,46.2,1.135,0.648,0.621,681.88,9.7,16,93,0,22,56,0,99,36,0,0,18,18,6,0,43,0,0,5,0
7.114,15,5,1.019,7.803,38.0,45.7,1.141,0.646,0.622,717.89,5.4,16,92,0,21,55,0,97,35,0,0,17,18,5,3,42,1,0,6,0
7.097,10,4,0.998,7.322,41.9,47.3,1.121,0.669,0.628,680.94,4.3,22,93,0,25,55,0,99,39,0,0,23,16,3,0,44,1,0,5,0
7.921,11,4,1.0,7.213,38.6,48.9,1.128,0.655,0.612,634.78,4.5,16,88,0,20,50,0,93,34,0,0,17,17,4,0,43,1,0,6,1
8.222,12,8,1.002,7.178,39.3,47.2,1.134,0.65,0.618,638.85,9.0,21,89,0,24,53,0,95,35,0,0,18,17,3,0,42,0,0,4,0
8.721,10,5,1.009,7.566,41.4,44.3,1.128,0.66,0.636,529.65,7.1,18,70,0,22,42,0,73,29,0,0,22,7,4,0,31,0,0,5,0
5.965,7,5,1.007,8.03,45.8,39.6,1.121,0.693,0.671,385.46,10.4,18,48,0,21,32,0,51,22,0,0,21,1,3,0,19,0,0,2,0
6.228,10,5,1.019,8.164,43.1,39.7,1.125,0.675,0.662,473.53,8.6,18,58,0,22,38,0,61,25,0,0,22,3,4,0,23,0,0,5,0
6.496,10,6,1.021,8.387,43.4,37.7,1.127,0.683,0.673,444.49,11.3,18,53,0,22,36,0,56,23,0,0,21,2,4,0,20,0,0,4,0
7.658,9,5,1.011,7.789,42.4,42.4,1.127,0.669,0.648,459.55,8.5,18,59,0,21,37,0,62,25,0,0,21,4,3,0,25,0,0,4,0
8.097,11,5,1.032,8.578,43.1,37.9,1.143,0.669,0.667,497.52,8.6,18,58,0,21,39,0,61,25,0,0,21,4,3,3,22,0,0,3,0
7.854,9,5,1.014,8.436,43.6,40.0,1.124,0.693,0.669,463.96,9.1,18,55,0,21,36,0,58,24,1,0,21,3,3,0,22,1,0,3,0
5.932,8,5,1.014,8.748,45.8,37.5,1.12,0.711,0.689,419.9,10.4,18,48,0,21,33,0,51,22,1,0,21,1,3,0,18,1,0,2,0
8.032,6,3,0.998,8.815,47.4,42.1,1.111,0.713,0.672,502.44,5.3,22,57,0,24,37,1,61,27,0,0,22,5,2,0,24,1,0,2,0
7.854,9,7,1.01,8.139,44.4,38.9,1.126,0.69,0.672,439.52,13.0,18,54,0,22,36,0,57,24,0,1,21,2,3,0,21,0,0,2,0
7.201,8,6,1.004,7.652,42.9,42.9,1.128,0.675,0.648,428.54,10.7,18,56,0,21,35,0,59,24,0,0,21,3,3,0,24,0,0,2,0
8.824,10,5,1.014,7.837,42.2,42.2,1.127,0.667,0.648,501.59,7.8,18,64,0,22,40,0,67,27,0,0,22,5,4,0,27,0,0,5,0
7.638,10,4,1.018,7.912,41.9,41.9,1.126,0.663,0.648,490.56,6.5,18,62,0,22,38,0,64,26,0,0,22,4,4,0,26,0,0,6,0
9.0,11,6,1.023,8.325,42.1,38.6,1.129,0.674,0.665,474.52,10.5,18,57,0,23,38,0,60,24,0,0,21,3,5,0,22,0,0,5,0
6.214,11,5,1.021,8.122,41.9,40.3,1.127,0.667,0.656,503.56,8.1,18,62,0,22,40,0,65,26,0,0,22,4,4,0,25,0,0,6,0
8.301,10,5,1.016,7.993,42.6,41.0,1.126,0.671,0.655,487.56,8.2,18,61,0,22,39,0,64,26,0,0,22,4,4,0,25,0,0,5,0
7.137,9,5,1.021,9.465,45.8,35.4,1.119,0.729,0.706,454.34,10.4,18,48,0,21,34,0,51,22,2,0,21,1,3,0,17,2,0,2,0
7.824,8,5,1.008,7.809,43.6,41.8,1.125,0.677,0.654,429.52,9.1,18,55,0,21,35,0,58,24,0,0,21,3,3,0,23,0,0,3,0
7.602,9,5,1.011,7.789,42.4,42.4,1.127,0.669,0.648,459.55,8.5,18,59,0,21,37,0,62,25,0,0,21,4,3,0,25,0,0,4,0
8.0,9,5,1.011,7.789,42.4,42.4,1.127,0.669,0.648,459.55,8.5,18,59,0,21,37,0,62,25,0,0,21,4,3,0,25,0,0,4,0
6.818,9,5,1.016,8.213,44.4,38.9,1.123,0.684,0.67,443.5,9.3,18,54,0,22,36,0,57,24,0,0,22,2,4,0,21,0,0,4,0
7.824,10,5,1.019,8.164,43.1,39.7,1.125,0.675,0.662,473.53,8.6,18,58,0,22,38,0,61,25,0,0,22,3,4,0,23,0,0,5,0
7.347,8,5,1.008,7.809,43.6,41.8,1.125,0.677,0.654,429.52,9.1,18,55,0,21,35,0,58,24,0,0,21,3,3,0,23,0,0,3,0
8.346,6,4,1.0,7.663,46.2,42.3,1.118,0.688,0.659,398.5,7.7,18,52,0,21,33,0,55,24,0,0,21,3,3,0,22,0,0,2,0
8.921,9,6,1.012,8.117,44.6,39.3,1.124,0.687,0.669,454.53,10.7,18,56,0,22,37,0,59,25,0,1,21,3,3,0,22,0,0,3,0
8.301,10,6,1.012,7.848,41.9,41.9,1.129,0.669,0.649,486.58,9.7,18,62,0,22,39,0,65,26,0,0,22,4,4,0,26,0,0,4,0
7.854,9,5,1.012,9.244,43.6,40.0,1.122,0.702,0.673,508.41,9.1,18,55,0,21,36,1,58,24,0,0,21,3,3,0,22,1,0,3,0
7.041,9,4,0.999,6.985,40.2,48.8,1.128,0.646,0.611,572.77,4.9,16,82,0,19,47,0,87,33,0,0,16,17,3,0,40,0,0,5,0
6.752,8,3,0.991,6.55,39.8,52.0,1.128,0.638,0.595,641.93,3.1,16,98,0,19,52,0,103,39,0,0,17,22,3,0,51,0,0,5,0
8.097,8,4,1.012,8.046,45.5,40.0,1.119,0.685,0.667,442.51,7.3,18,55,0,22,36,0,58,25,0,0,22,3,4,0,22,0,0,4,0
7.796,6,4,0.996,8.862,47.3,41.8,1.113,0.717,0.674,487.43,7.3,22,55,0,24,36,1,59,26,0,0,22,4,2,0,23,1,0,1,0
6.66,8,6,1.009,8.01,44.0,40.0,1.126,0.685,0.665,400.48,12.0,18,50,0,21,33,0,53,22,0,0,21,1,3,0,20,0,0,2,0
5.523,8,2,1.005,7.411,35.5,51.6,1.135,0.641,0.597,459.46,3.2,6,62,0,9,30,0,62,22,2,0,9,13,3,0,32,2,0,4,0
6.582,8,6,1.015,8.618,47.8,34.8,1.119,0.712,0.7,396.44,13.0,18,46,0,22,33,0,49,22,0,1,21,0,3,0,16,0,0,2,0
7.585,10,5,1.026,8.546,44.4,37.0,1.129,0.683,0.677,461.49,9.3,18,54,0,22,37,0,57,24,0,0,22,2,4,1,20,0,0,4,0
6.569,6,4,1.003,8.01,49.0,39.2,1.112,0.706,0.681,408.49,7.8,22,51,0,25,35,0,55,25,0,0,23,2,3,0,20,0,0,2,0
7.854,10,5,1.022,8.851,44.4,37.0,1.122,0.7,0.685,477.94,9.3,18,54,0,22,37,0,57,24,1,0,22,2,4,0,20,1,0,4,0
5.448,7,5,1.004,8.065,48.1,38.9,1.115,0.704,0.681,435.52,9.3,23,54,0,26,37,0,58,26,0,0,25,1,3,0,21,0,0,2,0
8.097,8,4,1.005,7.429,41.9,45.2,1.126,0.661,0.633,460.58,6.5,18,62,0,21,36,0,64,26,0,0,21,5,3,0,28,0,0,4,0
7.013,9,5,1.021,9.465,45.8,35.4,1.119,0.729,0.706,454.34,10.4,18,48,0,21,34,0,51,22,2,0,21,1,3,0,17,2,0,2,0
6.947,8,3,0.996,6.812,40.7,50.0,1.126,0.646,0.607,585.81,3.5,16,86,0,19,48,0,91,35,0,0,17,18,3,0,43,0,0,5,0
7.192,8,3,0.997,6.889,41.0,49.4,1.126,0.648,0.61,571.78,3.6,16,83,0,19,47,0,88,34,0,0,17,17,3,0,41,0,0,5,0
7.056,8,4,1.011,9.309,45.3,39.6,1.117,0.709,0.679,493.39,7.5,18,53,0,21,35,1,56,24,0,0,21,3,3,0,21,1,0,3,0
7.769,9,3,1.002,7.402,41.3,47.5,1.124,0.661,0.624,592.19,3.8,16,80,0,19,47,0,85,33,1,0,17,16,3,0,38,1,0,5,0
