pXC50,nH,nN,Se,nBT,nAT,nCsp3,Sp,Sv,MW,Si,X.,nC,nF,nX,Mv,SCBO,nSK
4.845,36,3,72.058,73,71,17,43.353,41.556,499.64,81.825,4.2,25,3,3,0.585,42.0,35
9.097,31,5,64.4,68,65,10,44.029,40.857,473.7,73.019,0.0,27,0,0,0.629,48.5,34
8.319,33,5,67.283,71,68,11,45.79,42.384,487.73,76.434,0.0,28,0,0,0.623,49.5,35
8.523,35,5,70.167,74,71,12,47.552,43.911,501.76,79.849,0.0,29,0,0,0.618,50.5,36
5.29,37,4,69.923,73,70,17,43.268,40.569,460.66,80.02,1.4,25,1,1,0.58,41.0,33
4.0,44,3,80.683,84,81,21,49.762,46.369,517.76,92.391,1.2,29,1,1,0.572,45.0,37
4.523,34,3,66.265,69,66,16,40.955,38.735,447.61,75.315,1.5,24,1,1,0.587,40.0,32
8.886,33,5,67.283,71,68,11,45.79,42.384,487.73,76.434,0.0,28,0,0,0.623,49.5,35
4.523,34,3,70.501,71,69,16,42.046,40.744,501.61,79.619,4.3,24,3,3,0.59,42.0,35
4.523,42,3,78.799,83,79,21,49.001,45.843,515.74,89.976,1.3,29,1,1,0.58,46.0,37
4.0,40,3,74.916,78,75,19,46.239,43.316,489.7,85.561,1.3,27,1,1,0.578,43.0,35
5.06,42,3,83.127,87,83,18,52.455,49.557,567.77,94.186,1.2,32,1,1,0.597,53.0,41
5.876,31,4,64.509,64,63,13,38.074,36.997,460.56,73.078,4.8,21,3,3,0.587,38.0,32
4.0,42,3,76.799,79,77,19,47.001,43.843,491.72,87.976,1.3,27,1,1,0.569,42.0,35
5.336,34,3,69.174,70,68,16,41.591,40.029,485.61,78.41,4.4,24,3,3,0.589,41.0,34
4.0,40,3,73.588,77,74,19,45.785,42.601,473.7,84.352,1.4,27,1,1,0.576,42.0,34
4.523,34,3,69.174,70,68,16,41.591,40.029,485.61,78.41,4.4,24,3,3,0.589,41.0,34
4.932,31,3,72.803,74,71,11,45.767,44.885,561.63,81.335,5.6,29,4,4,0.632,53.5,40
5.928,38,3,76.268,77,75,18,45.569,43.797,529.67,86.45,4.0,26,3,3,0.584,44.0,37
4.0,43,4,82.305,85,82,20,51.108,47.766,566.82,93.604,1.2,28,1,1,0.583,49.0,39
5.606,31,4,69.585,70,68,11,43.722,42.184,540.67,77.998,4.4,25,3,3,0.62,47.0,37
9.18,24,4,50.629,50,50,8,32.103,30.4,380.52,56.903,0.0,17,0,0,0.608,35.0,26
4.398,21,3,45.643,45,45,7,29.335,27.852,351.47,50.989,0.0,16,0,0,0.619,33.0,24
4.398,19,3,42.836,42,42,7,28.222,26.512,357.5,47.494,0.0,14,0,0,0.631,31.5,23
5.398,23,3,52.603,53,52,7,35.745,33.566,433.6,58.325,0.0,20,0,0,0.645,41.5,29
5.398,23,3,52.603,53,52,7,35.745,33.566,433.6,58.325,0.0,20,0,0,0.645,41.5,29
5.398,21,3,49.796,50,49,7,34.631,32.226,439.63,54.829,0.0,18,0,0,0.658,40.0,28
5.398,19,7,48.476,48,47,7,31.722,30.544,425.55,53.657,0.0,15,0,0,0.65,40.0,28
5.398,23,3,52.603,53,52,7,35.745,33.566,433.6,58.325,0.0,20,0,0,0.645,41.5,29
5.959,21,3,49.796,50,49,7,34.631,32.226,439.63,54.829,0.0,18,0,0,0.658,40.0,28
5.398,21,3,48.72,49,48,7,32.983,31.039,407.56,53.909,0.0,18,0,0,0.647,39.0,27
5.398,19,3,45.913,46,45,7,31.869,29.699,413.59,50.414,0.0,16,0,0,0.66,37.5,26
4.398,21,3,45.643,45,45,7,29.335,27.852,351.47,50.989,0.0,16,0,0,0.619,33.0,24
4.726,33,4,68.392,69,67,15,40.836,39.523,486.6,77.493,4.5,23,3,3,0.59,41.0,34
5.03,28,3,62.523,63,61,11,38.307,37.448,467.54,70.164,4.9,23,3,3,0.614,42.5,33
4.523,32,3,66.29,67,65,15,39.83,38.502,471.58,74.995,4.6,23,3,3,0.592,40.0,33
6.336,33,4,67.392,67,66,14,39.836,38.523,474.59,76.493,4.5,22,3,3,0.584,39.0,33
5.78,35,4,71.276,72,70,16,42.597,41.05,500.63,80.908,4.3,24,3,3,0.586,42.0,35
7.469,28,4,61.396,65,61,13,40.625,38.453,468.63,68.733,0.0,24,0,0,0.63,48.0,33
9.0,25,5,54.0,58,54,12,35.552,33.805,391.52,61.062,0.0,22,0,0,0.626,42.0,29
7.108,28,4,61.396,65,61,13,40.625,38.453,468.63,68.733,0.0,24,0,0,0.63,48.0,33
8.699,25,4,55.105,59,55,12,37.165,35.137,424.97,61.923,1.8,23,0,1,0.639,43.0,30
8.523,28,4,57.665,62,58,13,38.069,35.837,404.56,65.394,0.0,24,0,0,0.618,43.0,30
8.398,25,4,55.011,59,55,12,37.659,35.335,469.42,61.821,1.8,23,0,1,0.642,43.0,30
8.699,25,5,56.0,60,56,12,37.551,35.805,415.54,63.062,0.0,24,0,0,0.639,46.0,31
8.301,25,4,59.203,62,58,13,37.881,36.987,458.53,66.414,5.2,24,3,3,0.638,46.0,33
9.0,28,4,58.992,63,59,13,38.523,36.552,420.56,66.604,0.0,24,0,0,0.62,44.0,31
8.398,28,4,58.741,63,59,13,39.716,37.024,436.63,66.314,0.0,24,0,0,0.628,44.0,31
8.699,25,4,60.53,63,59,13,38.336,37.701,474.53,67.623,5.1,24,3,3,0.639,47.0,34
9.0,30,4,61.876,66,62,14,40.284,38.078,434.59,70.019,0.0,25,0,0,0.614,45.0,32
7.77,28,4,61.396,65,61,13,40.625,38.453,468.63,68.733,0.0,24,0,0,0.63,48.0,33
7.602,25,3,54.007,58,54,12,35.756,34.003,391.51,60.69,0.0,23,0,0,0.63,42.0,29
8.523,29,4,62.061,65,62,11,40.767,38.747,448.59,70.149,1.6,26,1,1,0.625,46.0,33
9.0,33,4,69.156,72,69,13,44.745,42.515,492.65,78.189,1.4,28,1,1,0.616,49.0,36
6.59,19,3,36.029,36,36,9,22.017,20.708,237.34,41.235,0.0,12,0,0,0.575,21.0,17
7.137,23,3,42.796,44,43,12,26.54,24.762,277.41,49.066,0.0,15,0,0,0.576,25.0,20
7.745,21,3,40.912,42,41,10,25.779,24.235,275.39,46.651,0.0,15,0,0,0.591,26.0,20
8.699,23,3,46.796,49,47,10,30.54,28.762,325.45,53.066,0.0,19,0,0,0.612,33.0,24
7.432,24,4,44.898,46,45,12,27.546,25.783,292.43,51.564,0.0,15,0,0,0.573,26.0,21
8.155,26,4,51.781,54,52,11,33.307,31.31,354.5,58.979,0.0,20,0,0,0.602,35.0,26
9.0,23,4,51.411,54,51,10,33.483,32.167,382.48,57.904,2.0,21,1,1,0.631,40.0,28
9.0,25,4,55.294,59,55,12,36.245,34.693,408.52,62.319,1.8,23,1,1,0.631,43.0,30
7.79,25,4,54.294,57,54,11,35.245,33.693,396.51,61.319,1.9,22,1,1,0.624,41.0,29
7.762,25,4,54.294,57,54,11,35.245,33.693,396.51,61.319,1.9,22,1,1,0.624,41.0,29
6.105,31,4,62.945,66,63,14,40.529,38.274,438.6,71.565,1.6,25,1,1,0.608,44.0,32
9.0,26,4,54.781,59,55,12,36.307,34.31,390.53,61.979,0.0,23,0,0,0.624,42.0,29
9.0,25,4,55.294,59,55,12,36.245,34.693,408.52,62.319,1.8,23,1,1,0.631,43.0,30
8.398,25,4,55.294,59,55,12,36.245,34.693,408.52,62.319,1.8,23,1,1,0.631,43.0,30
8.0,25,4,55.294,59,55,12,36.245,34.693,408.52,62.319,1.8,23,1,1,0.631,43.0,30
8.523,26,4,58.69,62,58,13,37.944,36.603,440.54,66.074,3.4,24,2,2,0.631,45.0,32
8.523,25,4,55.105,59,55,12,37.165,35.137,424.97,61.923,1.8,23,0,1,0.639,43.0,30
7.387,28,4,58.992,63,59,13,38.523,36.552,420.56,66.604,0.0,24,0,0,0.62,44.0,31
7.377,25,4,59.203,62,58,13,37.881,36.987,458.53,66.414,5.2,24,3,3,0.638,46.0,33
7.301,32,4,63.432,68,64,15,41.591,38.89,432.62,72.225,0.0,26,0,0,0.608,45.0,32
4.523,34,3,69.174,70,68,16,41.591,40.029,485.61,78.41,4.4,24,3,3,0.589,41.0,34
7.796,31,5,63.978,68,64,15,41.29,39.1,449.61,72.517,0.0,25,0,0,0.611,46.0,33
6.45,32,3,66.618,66,65,14,39.284,38.217,475.57,75.204,4.6,22,3,3,0.588,39.0,33
7.638,25,4,52.294,54,52,11,33.245,31.693,372.49,59.319,1.9,20,1,1,0.609,36.0,27
7.959,28,4,54.665,57,55,12,35.069,32.837,368.53,62.394,0.0,21,0,0,0.597,36.0,27
8.222,28,4,55.992,58,56,12,35.523,33.552,384.53,63.604,0.0,21,0,0,0.599,37.0,28
8.097,28,4,55.992,58,56,12,35.523,33.552,384.53,63.604,0.0,21,0,0,0.599,37.0,28
8.222,30,4,60.203,62,60,13,37.739,35.793,414.56,68.228,0.0,22,0,0,0.597,39.0,30
7.602,25,5,53.0,55,53,11,34.552,32.805,379.51,60.062,0.0,21,0,0,0.619,39.0,28
7.959,28,4,58.396,60,58,12,37.625,35.453,432.6,65.733,0.0,21,0,0,0.611,41.0,30
7.824,28,4,55.665,59,56,13,36.069,33.837,380.54,63.394,0.0,22,0,0,0.604,38.0,28
7.854,30,4,59.876,63,60,14,38.284,36.078,410.57,68.019,0.0,23,0,0,0.601,40.0,30
8.046,32,4,64.087,67,64,15,40.5,38.32,440.6,72.644,0.0,24,0,0,0.599,42.0,32
7.745,30,4,62.28,65,62,14,40.387,37.98,458.64,70.148,0.0,23,0,0,0.613,44.0,32
7.921,32,4,65.163,68,65,15,42.148,39.507,472.67,73.564,0.0,24,0,0,0.608,45.0,33
7.229,32,4,65.163,68,65,15,42.148,39.507,472.67,73.564,0.0,24,0,0,0.608,45.0,33
6.676,34,4,68.047,71,68,16,43.909,41.034,486.7,76.979,0.0,25,0,0,0.603,46.0,34
6.506,34,4,68.047,71,68,16,43.909,41.034,486.7,76.979,0.0,25,0,0,0.603,46.0,34
8.046,34,6,67.636,72,68,16,43.603,40.933,462.66,77.221,0.0,26,0,0,0.602,47.0,34
8.097,34,6,67.636,72,68,16,43.603,40.933,462.66,77.221,0.0,26,0,0,0.602,47.0,34
7.77,34,6,68.636,73,69,16,44.603,41.933,474.67,78.221,0.0,27,0,0,0.608,48.5,35
8.301,33,5,66.189,69,66,16,41.506,39.341,455.62,75.142,0.0,24,0,0,0.596,43.0,33
8.523,36,4,69.527,74,70,18,44.569,41.659,464.67,79.265,0.0,27,0,0,0.595,45.0,34
8.046,30,4,62.203,66,62,15,39.739,37.793,438.58,70.228,0.0,24,0,0,0.61,43.0,32
8.398,34,4,66.97,70,67,16,42.262,39.847,454.63,76.059,0.0,25,0,0,0.595,43.0,33
8.222,28,4,54.665,57,55,12,35.069,32.837,368.53,62.394,0.0,21,0,0,0.597,36.0,27
7.959,30,4,58.549,62,59,14,37.83,35.364,394.57,66.81,0.0,23,0,0,0.599,39.0,29
7.347,34,4,68.047,71,68,16,43.909,41.034,486.7,76.979,0.0,25,0,0,0.603,46.0,34
5.055,28,3,62.523,63,61,11,38.307,37.448,467.54,70.164,4.9,23,3,3,0.614,42.5,33
4.523,36,3,69.149,72,69,17,42.716,40.262,461.64,78.731,1.4,25,1,1,0.584,41.0,33
9.125,30,6,60.541,64,61,12,39.625,37.165,418.6,69.182,0.0,24,0,0,0.609,43.0,31
10.658,25,5,53.0,55,53,9,34.552,32.805,379.51,60.062,0.0,21,0,0,0.619,39.0,28
4.824,31,5,59.4,62,60,14,39.029,35.857,413.65,68.019,0.0,22,0,0,0.598,39.0,29
7.398,45,5,81.818,84,82,22,49.529,46.217,519.77,93.843,0.0,27,0,0,0.564,44.0,37
6.0,15,3,29.607,31,30,6,19.586,18.225,201.3,33.986,0.0,12,0,0,0.608,21.0,15
6.0,14,4,28.825,30,29,6,18.83,17.72,202.29,33.069,0.0,11,0,0,0.611,21.0,15
6.0,16,2,30.389,32,31,6,20.341,18.73,200.31,34.903,0.0,13,0,0,0.604,21.0,15
10.328,33,7,65.527,69,66,13,42.393,39.713,447.65,75.095,0.0,25,0,0,0.602,45.0,33
6.056,26,4,55.185,57,55,9,36.409,34.212,414.58,62.109,0.0,21,0,0,0.622,41.5,29
6.638,28,4,59.32,61,59,11,37.978,36.266,424.55,66.813,0.0,23,0,0,0.615,42.0,31
7.721,31,5,64.305,66,64,12,40.745,38.815,453.6,72.727,0.0,24,0,0,0.606,44.0,33
10.602,33,7,64.527,67,65,12,41.393,38.713,435.64,74.095,0.0,24,0,0,0.596,43.0,32
6.77,14,4,28.825,30,29,6,18.83,17.72,202.29,33.069,0.0,11,0,0,0.611,21.0,15
6.921,14,4,28.825,30,29,6,18.83,17.72,202.29,33.069,0.0,11,0,0,0.611,21.0,15
8.208,37,3,74.04,76,74,12,47.881,44.781,527.75,83.52,0.0,28,0,0,0.605,50.0,37
5.613,17,1,35.153,37,35,7,22.46,21.38,247.32,39.448,0.0,14,0,0,0.611,24.0,18
6.735,13,1,29.385,31,29,5,18.938,18.327,219.26,32.618,0.0,12,0,0,0.632,22.0,16
5.928,17,1,31.153,32,31,9,18.46,17.38,199.28,35.448,0.0,10,0,0,0.561,16.0,14
4.0,19,1,34.709,36,35,7,21.767,20.192,221.33,39.654,0.0,13,0,0,0.577,20.0,16
5.469,23,3,48.2,49,48,7,31.642,29.664,361.51,54.195,0.0,18,0,0,0.618,33.0,25
9.602,29,2,56.112,56,56,11,35.841,33.302,441.41,63.489,1.8,20,0,1,0.595,33.0,27
9.081,27,4,58.832,60,58,10,36.915,35.65,430.53,66.153,1.7,22,1,1,0.615,41.5,31
5.276,23,3,51.527,52,51,5,34.097,32.379,401.53,57.405,0.0,20,0,0,0.635,38.0,28
5.018,20,4,46.207,48,46,4,31.671,29.917,368.5,51.654,0.0,19,0,0,0.65,37.0,26
5.886,12,2,22.949,23,23,6,14.273,13.392,152.22,26.282,0.0,8,0,0,0.582,14.0,11
4.523,20,1,37.651,40,38,8,24.148,22.456,246.36,42.862,0.0,15,0,0,0.591,24.0,18
4.742,21,3,48.643,50,48,5,32.335,30.852,387.5,53.989,0.0,19,0,0,0.643,40.0,27
4.523,16,1,49.4,51,48,1,35.875,34.716,471.55,53.513,6.3,24,3,3,0.723,49.5,32
4.67,28,0,50.832,52,51,13,32.773,29.609,360.59,57.49,0.0,17,0,0,0.581,30.0,23
7.658,42,4,84.487,85,84,14,52.671,50.098,582.77,95.348,0.0,31,0,0,0.596,54.0,42
7.886,30,4,68.934,70,68,7,45.296,43.41,538.68,76.567,0.0,27,0,0,0.638,54.0,38
8.456,43,5,85.261,87,85,16,53.222,50.405,581.79,96.637,0.0,31,0,0,0.593,54.0,42
9.155,40,6,82.923,83,82,12,51.159,49.088,584.75,93.514,0.0,29,0,0,0.599,54.0,42
8.456,29,3,63.178,65,63,7,42.381,39.959,479.65,70.65,0.0,26,0,0,0.634,49.0,34
7.939,38,4,74.814,77,75,12,48.432,45.087,526.77,84.809,0.0,28,0,0,0.601,50.0,37
7.585,23,1,39.803,40,40,11,23.745,21.961,241.37,45.694,0.0,13,0,0,0.549,19.0,17
4.523,19,3,43.451,46,44,1,31.756,29.466,345.5,48.737,0.0,21,0,0,0.67,38.0,25
5.337,24,3,63.312,67,63,2,46.756,44.216,598.55,69.452,1.6,31,0,1,0.702,59.0,39
4.523,29,3,51.196,52,52,10,33.018,29.815,335.57,59.022,0.0,18,0,0,0.573,28.0,23
4.523,9,1,25.022,24,24,1,16.517,16.175,227.26,26.917,0.0,9,0,0,0.674,23.0,15
4.523,19,3,43.527,46,44,2,32.404,29.653,365.56,48.657,0.0,20,0,0,0.674,37.5,25
4.523,28,2,53.672,57,54,13,34.273,32.036,356.51,61.022,0.0,21,0,0,0.593,34.0,26
5.237,19,3,40.76,41,40,9,25.574,24.325,313.42,45.574,0.0,13,0,0,0.608,26.0,21
4.523,15,5,37.003,39,37,1,26.483,24.928,309.43,41.488,0.0,16,0,0,0.674,34.0,22
5.569,21,3,48.316,49,48,3,32.881,31.137,383.51,53.78,0.0,20,0,0,0.649,38.0,27
4.523,15,3,32.993,31,32,5,20.051,19.271,261.34,36.744,0.0,9,0,0,0.602,20.0,17
5.119,29,3,46.869,48,48,13,29.563,26.1,283.54,54.813,0.0,15,0,0,0.544,21.0,19
4.979,15,3,34.76,36,35,1,25.881,23.599,301.47,38.826,0.0,15,0,0,0.674,29.0,20
4.523,19,1,38.036,39,38,7,24.222,22.907,261.35,42.863,0.0,15,0,0,0.603,25.0,19
4.876,21,1,44.669,48,45,7,31.176,28.906,339.49,49.989,0.0,20,0,0,0.642,34.0,24
5.796,13,5,33.524,34,33,2,23.824,22.303,307.44,37.202,0.0,12,0,0,0.676,28.5,20
4.523,27,7,54.203,56,54,13,33.563,31.847,373.52,62.059,0.0,18,0,0,0.59,35.0,27
4.708,23,7,48.109,49,48,7,30.586,29.079,341.47,55.019,0.0,17,0,0,0.606,34.0,25
4.523,13,5,29.12,29,29,4,19.722,18.401,235.35,33.072,0.0,10,0,0,0.635,22.0,16
4.714,18,0,41.414,42,41,3,28.966,26.975,350.49,45.414,0.0,17,0,0,0.658,35.0,23
4.523,13,5,36.902,37,36,3,26.006,25.111,350.23,40.665,5.6,15,0,2,0.698,33.0,23
4.672,16,1,33.898,36,34,7,24.057,21.965,281.83,37.893,2.9,14,0,1,0.646,24.0,18
7.0,12,4,30.094,31,30,1,22.364,20.567,276.42,33.494,0.0,12,0,0,0.686,26.5,18
4.523,24,2,51.058,53,51,7,35.046,32.356,404.6,57.032,0.0,20,0,0,0.634,38.5,27
4.523,13,1,35.287,37,35,1,27.426,25.173,347.51,38.168,0.0,16,0,0,0.719,35.0,22
4.523,13,2,35.389,37,35,3,25.841,24.658,357.22,38.748,2.9,17,0,1,0.705,33.0,22
6.201,53,7,101.999,106,102,26,63.279,59.555,679.96,116.294,0.0,36,0,0,0.584,62.0,49
7.495,32,5,71.014,70,69,13,43.182,41.92,547.67,79.706,4.3,23,3,3,0.608,47.5,37
8.26,36,6,75.578,77,75,12,48.375,45.791,556.76,85.185,0.0,27,0,0,0.611,53.5,39
8.854,27,5,64.473,65,63,9,42.801,40.845,556.52,71.329,3.2,23,0,2,0.648,50.0,36
8.495,33,5,73.123,74,72,12,48.085,45.425,598.61,81.575,2.8,26,0,2,0.631,53.0,39
8.678,35,5,77.563,78,76,13,48.086,46.74,577.69,87.537,5.3,29,4,4,0.615,53.5,41
8.194,36,5,80.781,81,79,13,50.705,48.974,623.77,90.536,3.8,29,3,3,0.62,57.5,43
7.143,33,6,74.712,75,73,12,46.086,45.039,562.66,84.075,4.1,27,3,3,0.617,53.0,40
7.187,28,5,69.247,69,67,9,43.659,42.866,567.65,76.875,4.5,25,3,3,0.64,53.5,39
6.523,26,5,62.363,61,60,10,37.898,37.34,505.58,69.46,5.0,20,3,3,0.622,44.5,34
4.0,31,3,69.614,70,68,12,43.688,42.33,542.05,77.939,5.9,26,3,4,0.622,47.0,37
4.523,34,3,73.501,74,72,13,45.046,43.744,537.64,82.619,4.2,27,3,3,0.608,48.0,38
5.632,34,3,68.174,68,67,15,40.591,39.029,473.6,77.41,4.5,23,3,3,0.583,39.0,33
4.0,36,3,71.058,71,70,16,42.353,40.556,487.63,80.825,4.3,24,3,3,0.579,40.0,34
4.523,32,3,65.054,68,65,12,41.739,39.494,453.61,73.691,1.5,26,1,1,0.608,44.0,33
4.523,34,3,72.174,73,71,13,44.591,43.029,521.64,81.41,4.2,27,3,3,0.606,47.0,37
4.0,31,3,73.712,73,71,13,44.404,44.179,575.61,82.429,8.5,27,6,6,0.622,50.0,40
4.0,34,3,63.938,66,64,15,39.5,37.021,419.6,73.106,1.6,23,1,1,0.578,37.0,30
5.83,42,3,84.708,87,84,18,52.637,50.136,589.77,96.071,3.6,32,3,3,0.597,53.0,42
4.0,31,3,73.712,73,71,13,44.404,44.179,575.61,82.429,8.5,27,6,6,0.622,50.0,40
4.615,36,3,72.058,73,71,17,43.353,41.556,499.64,81.825,4.2,25,3,3,0.585,42.0,35
6.042,38,3,74.941,76,74,18,45.114,43.082,513.67,85.24,4.1,26,3,3,0.582,43.0,36
5.267,40,3,81.556,82,80,19,49.432,47.226,591.77,91.994,3.8,27,3,3,0.59,49.0,40
6.536,34,3,72.174,73,71,13,44.591,43.029,521.64,81.41,4.2,27,3,3,0.606,47.0,37
6.254,40,3,77.825,79,77,19,46.876,44.609,527.7,88.656,3.9,27,3,3,0.579,44.0,37
4.0,29,3,71.828,72,69,13,43.642,43.652,573.59,80.014,8.7,27,6,6,0.633,51.0,40
4.523,34,3,63.938,66,64,15,39.5,37.021,419.6,73.106,1.6,23,1,1,0.578,37.0,30
4.0,34,3,63.938,66,64,15,39.5,37.021,419.6,73.106,1.6,23,1,1,0.578,37.0,30
4.0,34,3,63.938,66,64,15,39.5,37.021,419.6,73.106,1.6,23,1,1,0.578,37.0,30
4.938,32,3,69.29,70,68,12,42.83,41.502,507.61,77.995,4.4,26,3,3,0.61,46.0,36
5.431,34,3,69.174,70,68,16,41.591,40.029,485.61,78.41,4.4,24,3,3,0.589,41.0,34
5.943,38,3,74.941,76,74,18,45.114,43.082,513.67,85.24,4.1,26,3,3,0.582,43.0,36
4.523,42,3,84.708,87,84,18,52.637,50.136,589.77,96.071,3.6,32,3,3,0.597,53.0,42
6.735,36,3,75.058,76,74,14,46.353,44.556,535.67,84.825,4.1,28,3,3,0.602,48.0,38
5.674,38,3,77.941,79,77,15,48.114,46.082,549.7,88.24,3.9,29,3,3,0.598,49.0,39
6.585,40,3,81.556,82,80,19,49.432,47.226,591.77,91.994,3.8,27,3,3,0.59,49.0,40
6.149,34,3,76.174,78,75,11,48.591,47.029,569.68,85.41,4.0,31,3,3,0.627,55.0,41
4.977,30,3,70.407,72,69,9,45.069,43.975,541.62,78.58,4.3,29,3,3,0.637,53.0,39
8.097,21,3,50.898,52,50,8,34.063,32.716,417.52,56.665,4.0,21,2,2,0.654,40.0,29
8.699,25,5,59.658,62,59,9,40.381,38.57,481.62,66.868,3.4,25,2,2,0.654,48.5,34
9.699,21,3,49.647,51,49,9,34.256,32.188,421.58,55.376,4.1,20,2,2,0.657,38.5,28
8.699,20,3,50.083,51,49,8,33.546,32.384,419.51,55.795,6.1,21,3,3,0.661,40.0,29
9.0,21,3,49.571,51,49,8,33.608,32.001,401.52,55.456,4.1,21,2,2,0.653,39.0,28
8.301,21,3,50.898,52,50,8,34.063,32.716,417.52,56.665,4.0,21,2,2,0.654,41.0,29
8.222,18,6,39.912,42,40,6,26.603,25.289,294.4,45.481,0.0,16,0,0,0.632,33.5,22
8.276,21,3,56.134,56,54,8,36.154,35.724,483.53,61.969,7.4,22,4,4,0.662,46.0,33
6.623,36,3,79.941,79,78,13,51.205,48.547,651.87,89.004,3.8,27,3,3,0.622,55.0,42
7.824,20,4,43.476,47,44,7,30.114,28.3,316.44,49.315,0.0,20,0,0,0.643,37.0,24
6.564,36,3,79.134,80,78,11,51.0,48.743,603.77,88.745,3.8,31,3,3,0.625,57.0,42
7.06,40,3,85.978,87,85,13,56.171,52.983,663.9,96.496,3.5,33,3,3,0.623,60.0,45
6.558,35,3,80.632,79,78,14,50.222,48.607,655.8,90.1,7.7,28,6,6,0.623,54.0,43
8.638,19,4,43.8,47,44,7,30.972,29.128,350.88,49.259,2.3,20,0,1,0.662,38.0,25
9.523,28,3,64.272,65,63,11,41.5,39.921,507.63,71.875,4.8,25,3,3,0.634,48.0,35
6.851,18,3,45.854,45,44,8,28.693,28.287,389.44,50.799,6.8,16,3,3,0.643,35.0,26
8.469,27,5,56.556,61,57,11,37.858,35.617,401.56,64.268,0.0,24,0,0,0.625,44.0,30
6.759,30,3,66.483,66,65,10,41.716,40.162,513.64,74.5,4.6,24,3,3,0.618,46.0,35
8.301,17,3,43.429,43,42,8,29.137,27.882,436.33,48.222,9.5,16,3,4,0.664,32.0,25
6.256,22,3,52.621,53,51,11,33.216,32.34,429.51,58.629,5.9,19,3,3,0.634,39.0,29
8.301,17,7,39.131,41,39,6,25.847,24.784,295.39,44.564,0.0,15,0,0,0.635,33.5,22
8.523,19,5,43.022,45,43,6,28.813,27.509,321.42,48.607,0.0,18,0,0,0.64,36.0,24
8.398,21,5,47.56,49,47,9,30.483,29.466,355.44,53.441,0.0,18,0,0,0.627,37.0,26
7.18,32,3,70.443,70,69,11,45.125,42.876,559.74,78.835,4.3,25,3,3,0.621,48.0,37
6.393,17,3,46.367,45,44,8,28.631,28.67,407.43,51.139,9.1,16,4,4,0.652,36.0,27
9.0,27,7,57.203,60,57,12,36.563,34.847,409.55,65.059,0.0,21,0,0,0.611,42.0,30
9.0,26,6,55.101,58,55,12,35.557,33.826,394.53,62.561,0.0,21,0,0,0.615,41.0,29
8.921,20,4,42.476,45,43,6,29.114,27.3,304.43,48.315,0.0,19,0,0,0.635,35.0,23
6.963,32,3,73.098,72,71,11,46.034,44.306,591.74,81.254,4.2,25,3,3,0.624,52.0,39
5.952,17,3,45.04,44,43,8,28.176,27.955,391.43,49.929,9.3,16,4,4,0.65,34.0,26
6.503,17,3,46.367,45,44,8,28.631,28.67,407.43,51.139,9.1,16,4,4,0.652,36.0,27
8.398,16,6,40.56,42,40,6,28.318,26.944,363.28,45.369,5.0,16,0,2,0.674,35.5,24
9.0,22,4,45.36,48,46,7,30.875,28.827,318.46,51.73,0.0,20,0,0,0.627,36.0,24
6.821,34,3,75.981,75,74,12,47.796,45.833,605.77,84.669,4.1,26,3,3,0.619,53.0,40
8.921,28,3,63.272,63,62,10,40.5,38.921,495.62,70.875,4.8,24,3,3,0.628,46.0,34
9.699,32,3,70.116,70,69,12,45.671,43.161,555.75,78.625,4.3,26,3,3,0.626,49.0,37
9.0,19,4,42.8,45,43,6,29.972,28.128,338.87,48.259,2.3,19,0,1,0.654,36.0,24
9.0,22,4,46.687,49,47,7,31.33,29.542,334.46,52.939,0.0,20,0,0,0.629,37.0,25
8.959,24,4,55.898,60,56,7,38.546,36.783,424.54,62.564,0.0,26,0,0,0.657,49.0,32
7.174,36,3,76.21,76,75,13,48.648,45.93,587.8,85.665,4.0,27,3,3,0.612,50.0,39
6.538,19,3,52.967,53,51,7,35.807,34.839,530.4,58.056,7.8,21,3,4,0.683,45.0,32
9.0,23,5,49.789,52,50,7,33.336,31.563,361.49,56.438,0.0,21,0,0,0.631,40.0,27
7.387,35,2,74.109,74,73,13,47.642,44.908,572.78,83.167,4.1,27,3,3,0.615,49.0,38
6.084,19,4,55.032,56,53,7,37.347,36.495,508.59,60.217,5.7,22,3,3,0.689,50.0,34
9.0,27,5,55.556,59,56,10,36.858,34.617,389.55,63.268,0.0,23,0,0,0.618,42.0,29
9.0,30,6,59.214,63,60,11,39.171,36.45,402.6,67.972,0.0,24,0,0,0.607,43.0,30
6.921,33,2,72.552,72,71,12,46.336,44.096,574.75,80.961,4.2,26,3,3,0.621,49.0,38
5.0,25,3,65.901,67,64,8,43.676,42.777,559.63,72.8,6.3,28,4,4,0.668,56.0,39
6.516,18,3,53.763,53,51,7,34.33,34.58,487.49,58.894,9.8,21,5,5,0.678,46.0,33
6.161,17,3,53.898,53,51,7,36.108,35.852,538.38,58.442,11.8,21,4,6,0.703,47.0,34
9.0,23,5,51.192,53,51,7,34.438,32.465,397.55,57.567,0.0,20,0,0,0.637,42.0,28
9.0,22,6,50.411,52,50,6,33.682,31.96,398.54,56.65,0.0,19,0,0,0.639,42.0,28
5.698,21,3,53.134,53,51,11,33.154,32.724,447.5,58.969,7.8,19,4,4,0.642,40.0,30
9.0,32,6,62.098,66,63,12,40.932,37.977,416.63,71.387,0.0,25,0,0,0.603,44.0,31
9.0,25,5,52.672,55,53,8,35.097,33.09,375.52,59.853,0.0,22,0,0,0.624,41.0,28
